                 (undefined) external _CBAdvertisementDataIsConnectable (from CoreBluetooth)
                 (undefined) external _CBAdvertisementDataServiceDataKey (from CoreBluetooth)
                 (undefined) external _CBCentralManagerScanOptionAllowDuplicatesKey (from CoreBluetooth)
                 (undefined) external _CFArrayGetCount (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytes (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFNumberGetValue (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _DNSServiceBrowse (from libSystem)
                 (undefined) external _DNSServiceCreateConnection (from libSystem)
                 (undefined) external _DNSServiceGetAddrInfo (from libSystem)
                 (undefined) external _DNSServiceReconfirmRecord (from libSystem)
                 (undefined) external _DNSServiceRefDeallocate (from libSystem)
                 (undefined) external _DNSServiceRegister (from libSystem)
                 (undefined) external _DNSServiceRegisterRecord (from libSystem)
                 (undefined) external _DNSServiceResolve (from libSystem)
                 (undefined) external _DNSServiceSetDispatchQueue (from libSystem)
                 (undefined) external _DNSServiceUpdateRecord (from libSystem)
                 (undefined) external _IOIteratorNext (from IOKit)
                 (undefined) external _IOObjectGetRetainCount (from IOKit)
                 (undefined) external _IOObjectRelease (from IOKit)
                 (undefined) external _IORegistryEntryCreateCFProperty (from IOKit)
                 (undefined) external _IORegistryEntryGetParentEntry (from IOKit)
                 (undefined) external _IOServiceGetMatchingServices (from IOKit)
                 (undefined) external _IOServiceMatching (from IOKit)
00007ffa42d74958 (__DATA,__const) external _MTRArrayValueType
00007ffa42e2c6a0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROTAHeader
00007ffa42e2c718 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROTAHeaderParser
00007ffa42e244f0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROTASoftwareUpdateProviderClusterApplyUpdateRequestParams
00007ffa42e24590 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROTASoftwareUpdateProviderClusterApplyUpdateResponseParams
00007ffa42e24630 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROTASoftwareUpdateProviderClusterNotifyUpdateAppliedParams
00007ffa42e243b0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROTASoftwareUpdateProviderClusterQueryImageParams
00007ffa42e24450 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROTASoftwareUpdateProviderClusterQueryImageResponseParams
00007ffa42e246d0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROTASoftwareUpdateRequestorClusterAnnounceOTAProviderParams
00007ffa42e295e0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROTASoftwareUpdateRequestorClusterDownloadErrorEvent
00007ffa42e29400 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROTASoftwareUpdateRequestorClusterProviderLocation
00007ffa42e294a0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROTASoftwareUpdateRequestorClusterStateTransitionEvent
00007ffa42e29540 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROTASoftwareUpdateRequestorClusterVersionAppliedEvent
00007ffa42e23af0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROnOffClusterOffParams
00007ffa42e23be0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROnOffClusterOffWithEffectParams
00007ffa42e23b40 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROnOffClusterOnParams
00007ffa42e23c30 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROnOffClusterOnWithRecallGlobalSceneParams
00007ffa42e23c80 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROnOffClusterOnWithTimedOffParams
00007ffa42e23b90 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROnOffClusterToggleParams
00007ffa42e2e338 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROnboardingPayloadParser
00007ffa42e2c4c0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROperationalCSRInfo
00007ffa42e22fb0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROperationalCertificateChain
00007ffa42e25170 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROperationalCredentialsClusterAddNOCParams
00007ffa42e25300 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROperationalCredentialsClusterAddTrustedRootCertificateParams
00007ffa42e24f90 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROperationalCredentialsClusterAttestationRequestParams
00007ffa42e24fe0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROperationalCredentialsClusterAttestationResponseParams
00007ffa42e250d0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROperationalCredentialsClusterCSRRequestParams
00007ffa42e25120 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROperationalCredentialsClusterCSRResponseParams
00007ffa42e25030 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROperationalCredentialsClusterCertificateChainRequestParams
00007ffa42e25080 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROperationalCredentialsClusterCertificateChainResponseParams
00007ffa42e2a788 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROperationalCredentialsClusterFabricDescriptor
00007ffa42e2a710 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROperationalCredentialsClusterFabricDescriptorStruct
00007ffa42e25210 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROperationalCredentialsClusterNOCResponseParams
00007ffa42e2a7b0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROperationalCredentialsClusterNOCStruct
00007ffa42e252b0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROperationalCredentialsClusterRemoveFabricParams
00007ffa42e25260 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROperationalCredentialsClusterUpdateFabricLabelParams
00007ffa42e251c0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROperationalCredentialsClusterUpdateNOCParams
00007ffa42e2e4c8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROptionalQRCodeInfo
00007ffa42e24568 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROtaSoftwareUpdateProviderClusterApplyUpdateRequestParams
00007ffa42e24608 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROtaSoftwareUpdateProviderClusterApplyUpdateResponseParams
00007ffa42e246a8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROtaSoftwareUpdateProviderClusterNotifyUpdateAppliedParams
00007ffa42e24428 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROtaSoftwareUpdateProviderClusterQueryImageParams
00007ffa42e244c8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROtaSoftwareUpdateProviderClusterQueryImageResponseParams
00007ffa42e24748 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROtaSoftwareUpdateRequestorClusterAnnounceOtaProviderParams
00007ffa42e29658 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROtaSoftwareUpdateRequestorClusterDownloadErrorEvent
00007ffa42e29478 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROtaSoftwareUpdateRequestorClusterProviderLocation
00007ffa42e29518 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROtaSoftwareUpdateRequestorClusterStateTransitionEvent
00007ffa42e295b8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTROtaSoftwareUpdateRequestorClusterVersionAppliedEvent
00007ffa42e29810 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRPowerSourceClusterBatChargeFaultChangeEvent
00007ffa42e29680 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRPowerSourceClusterBatChargeFaultChangeType
00007ffa42e297c0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRPowerSourceClusterBatFaultChangeEvent
00007ffa42e296d0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRPowerSourceClusterBatFaultChangeType
00007ffa42e29770 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRPowerSourceClusterWiredFaultChangeEvent
00007ffa42e29720 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRPowerSourceClusterWiredFaultChangeType
00007ffa42e22f10 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRProductIdentity
00007ffa42e2b1b0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRPumpConfigurationAndControlClusterAirDetectionEvent
00007ffa42e2ae90 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRPumpConfigurationAndControlClusterDryRunningEvent
00007ffa42e2b0c0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRPumpConfigurationAndControlClusterElectronicFatalFailureEvent
00007ffa42e2b070 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRPumpConfigurationAndControlClusterElectronicNonFatalFailureEvent
00007ffa42e2af80 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRPumpConfigurationAndControlClusterElectronicTemperatureHighEvent
00007ffa42e2b110 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRPumpConfigurationAndControlClusterGeneralFaultEvent
00007ffa42e2b160 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRPumpConfigurationAndControlClusterLeakageEvent
00007ffa42e2aee0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRPumpConfigurationAndControlClusterMotorTemperatureHighEvent
00007ffa42e2ada0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRPumpConfigurationAndControlClusterPowerMissingPhaseEvent
00007ffa42e2afd0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRPumpConfigurationAndControlClusterPumpBlockedEvent
00007ffa42e2af30 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRPumpConfigurationAndControlClusterPumpMotorFatalFailureEvent
00007ffa42e2b020 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRPumpConfigurationAndControlClusterSensorFailureEvent
00007ffa42e2ad50 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRPumpConfigurationAndControlClusterSupplyVoltageHighEvent
00007ffa42e2ad00 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRPumpConfigurationAndControlClusterSupplyVoltageLowEvent
00007ffa42e2ae40 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRPumpConfigurationAndControlClusterSystemPressureHighEvent
00007ffa42e2adf0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRPumpConfigurationAndControlClusterSystemPressureLowEvent
00007ffa42e2b200 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRPumpConfigurationAndControlClusterTurbineOperationEvent
00007ffa42e2c650 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRQRCodeSetupPayloadParser
00007ffa42e2de60 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRReadParams
00007ffa42e23500 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRScenesClusterAddSceneParams
00007ffa42e23550 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRScenesClusterAddSceneResponseParams
00007ffa42e28b40 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRScenesClusterAttributeValuePair
00007ffa42e23a50 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRScenesClusterCopySceneParams
00007ffa42e23aa0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRScenesClusterCopySceneResponseParams
00007ffa42e23910 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRScenesClusterEnhancedAddSceneParams
00007ffa42e23960 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRScenesClusterEnhancedAddSceneResponseParams
00007ffa42e239b0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRScenesClusterEnhancedViewSceneParams
00007ffa42e23a00 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRScenesClusterEnhancedViewSceneResponseParams
00007ffa42e28b90 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRScenesClusterExtensionFieldSet
00007ffa42e23870 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRScenesClusterGetSceneMembershipParams
00007ffa42e238c0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRScenesClusterGetSceneMembershipResponseParams
00007ffa42e23820 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRScenesClusterRecallSceneParams
00007ffa42e236e0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRScenesClusterRemoveAllScenesParams
00007ffa42e23730 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRScenesClusterRemoveAllScenesResponseParams
00007ffa42e23640 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRScenesClusterRemoveSceneParams
00007ffa42e23690 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRScenesClusterRemoveSceneResponseParams
00007ffa42e23780 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRScenesClusterStoreSceneParams
00007ffa42e237d0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRScenesClusterStoreSceneResponseParams
00007ffa42e235a0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRScenesClusterViewSceneParams
00007ffa42e235f0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRScenesClusterViewSceneResponseParams
00007ffa42e2e4f0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRSetupPayload
00007ffa42e24d10 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRSoftwareDiagnosticsClusterResetWatermarksParams
00007ffa42e29d10 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRSoftwareDiagnosticsClusterSoftwareFaultEvent
00007ffa42e29ce8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRSoftwareDiagnosticsClusterThreadMetrics
00007ffa42e29c70 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRSoftwareDiagnosticsClusterThreadMetricsStruct
00007ffa42e2deb0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRSubscribeParams
00007ffa42e2a530 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRSwitchClusterInitialPressEvent
00007ffa42e2a580 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRSwitchClusterLongPressEvent
00007ffa42e2a620 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRSwitchClusterLongReleaseEvent
00007ffa42e2a6c0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRSwitchClusterMultiPressCompleteEvent
00007ffa42e2a670 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRSwitchClusterMultiPressOngoingEvent
00007ffa42e2a5d0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRSwitchClusterShortReleaseEvent
00007ffa42e2a4e0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRSwitchClusterSwitchLatchedEvent
00007ffa42e26890 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTargetNavigatorClusterNavigateTargetParams
00007ffa42e268e0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTargetNavigatorClusterNavigateTargetResponseParams
00007ffa42e2b458 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTargetNavigatorClusterTargetInfo
00007ffa42e2b3e0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTargetNavigatorClusterTargetInfoStruct
00007ffa42e28028 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterBooleanResponseParams
00007ffa42e2bf98 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterDoubleNestedStructList
00007ffa42e2be58 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterNestedStruct
00007ffa42e2bef8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterNestedStructList
00007ffa42e2bdb8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterNullablesAndOptionalsStruct
00007ffa42e2bc78 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterSimpleStruct
00007ffa42e287a8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterSimpleStructEchoRequestParams
00007ffa42e28168 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterSimpleStructResponseParams
00007ffa42e27a88 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestAddArgumentsParams
00007ffa42e27768 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestAddArgumentsResponseParams
00007ffa42e28708 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestComplexNullableOptionalRequestParams
00007ffa42e27ee8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestComplexNullableOptionalResponseParams
00007ffa42e28988 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestEmitTestEventRequestParams
00007ffa42e282a8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestEmitTestEventResponseParams
00007ffa42e28a28 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestEmitTestFabricScopedEventRequestParams
00007ffa42e283e8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestEmitTestFabricScopedEventResponseParams
00007ffa42e285c8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestEnumsRequestParams
00007ffa42e27c68 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestEnumsResponseParams
00007ffa42e2c0d8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestEventEvent
00007ffa42e2bd18 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestFabricScoped
00007ffa42e2c178 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestFabricScopedEventEvent
00007ffa42e28208 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestListInt8UArgumentRequestParams
00007ffa42e28528 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestListInt8UReverseRequestParams
00007ffa42e27b28 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestListInt8UReverseResponseParams
00007ffa42e28488 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestListNestedStructListArgumentRequestParams
00007ffa42e280c8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestListStructArgumentRequestParams
00007ffa42e2c038 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestListStructOctet
00007ffa42e27f88 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestNestedStructArgumentRequestParams
00007ffa42e28348 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestNestedStructListArgumentRequestParams
00007ffa42e276c8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestNotHandledParams
00007ffa42e28668 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestNullableOptionalRequestParams
00007ffa42e27da8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestNullableOptionalResponseParams
00007ffa42e27588 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestParams
00007ffa42e27bc8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestSimpleArgumentRequestParams
00007ffa42e278a8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestSimpleArgumentResponseParams
00007ffa42e288e8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestSimpleOptionalArgumentRequestParams
00007ffa42e27808 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestSpecificParams
00007ffa42e27628 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestSpecificResponseParams
00007ffa42e27e48 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestStructArgumentRequestParams
00007ffa42e27d08 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestStructArrayArgumentRequestParams
00007ffa42e279e8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestStructArrayArgumentResponseParams
00007ffa42e27948 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTestUnknownCommandParams
00007ffa42e28848 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTestClusterClusterTimedInvokeRequestParams
00007ffa42e26110 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRThermostatClusterClearWeeklyScheduleParams
00007ffa42e260c0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRThermostatClusterGetWeeklyScheduleParams
00007ffa42e26020 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRThermostatClusterGetWeeklyScheduleResponseParams
00007ffa42e26070 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRThermostatClusterSetWeeklyScheduleParams
00007ffa42e25fd0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRThermostatClusterSetpointRaiseLowerParams
00007ffa42e2b250 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRThermostatClusterThermostatScheduleTransition
00007ffa42e29f40 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRThreadNetworkDiagnosticsClusterConnectionStatusEvent
00007ffa42e29dd8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRThreadNetworkDiagnosticsClusterNeighborTable
00007ffa42e29d60 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRThreadNetworkDiagnosticsClusterNeighborTableStruct
00007ffa42e29f90 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRThreadNetworkDiagnosticsClusterNetworkFaultChangeEvent
00007ffa42e29e00 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRThreadNetworkDiagnosticsClusterOperationalDatasetComponents
00007ffa42e24d60 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRThreadNetworkDiagnosticsClusterResetCountsParams
00007ffa42e29ec8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRThreadNetworkDiagnosticsClusterRouteTable
00007ffa42e29e50 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRThreadNetworkDiagnosticsClusterRouteTableStruct
00007ffa42e29ef0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRThreadNetworkDiagnosticsClusterSecurityPolicy
00007ffa42e22f60 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRThreadOperationalDataset
00007ffa42e2a0d0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTimeSynchronizationClusterDSTOffsetStruct
00007ffa42e2a148 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTimeSynchronizationClusterDstOffsetType
00007ffa42e24e50 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTimeSynchronizationClusterSetUtcTimeParams
00007ffa42e2a170 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTimeSynchronizationClusterTimeZoneStruct
00007ffa42e2a1e8 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRTimeSynchronizationClusterTimeZoneType
00007ffa42e27fb0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterBooleanResponseParams
00007ffa42e2bf20 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterDoubleNestedStructList
00007ffa42e2bde0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterNestedStruct
00007ffa42e2be80 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterNestedStructList
00007ffa42e2bd40 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterNullablesAndOptionalsStruct
00007ffa42e2bc00 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterSimpleStruct
00007ffa42e28730 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterSimpleStructEchoRequestParams
00007ffa42e280f0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterSimpleStructResponseParams
00007ffa42e27a10 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestAddArgumentsParams
00007ffa42e276f0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestAddArgumentsResponseParams
00007ffa42e28690 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestComplexNullableOptionalRequestParams
00007ffa42e27e70 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestComplexNullableOptionalResponseParams
00007ffa42e28910 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestEmitTestEventRequestParams
00007ffa42e28230 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestEmitTestEventResponseParams
00007ffa42e289b0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestEmitTestFabricScopedEventRequestParams
00007ffa42e28370 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestEmitTestFabricScopedEventResponseParams
00007ffa42e28550 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestEnumsRequestParams
00007ffa42e27bf0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestEnumsResponseParams
00007ffa42e2c060 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestEventEvent
00007ffa42e2bca0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestFabricScoped
00007ffa42e2c100 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestFabricScopedEventEvent
00007ffa42e28190 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestListInt8UArgumentRequestParams
00007ffa42e284b0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestListInt8UReverseRequestParams
00007ffa42e27ab0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestListInt8UReverseResponseParams
00007ffa42e28410 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestListNestedStructListArgumentRequestParams
00007ffa42e28050 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestListStructArgumentRequestParams
00007ffa42e2bfc0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestListStructOctet
00007ffa42e27f10 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestNestedStructArgumentRequestParams
00007ffa42e282d0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestNestedStructListArgumentRequestParams
00007ffa42e27650 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestNotHandledParams
00007ffa42e285f0 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestNullableOptionalRequestParams
00007ffa42e27d30 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestNullableOptionalResponseParams
00007ffa42e27510 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestParams
00007ffa42e27b50 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestSimpleArgumentRequestParams
00007ffa42e27830 (__DATA,__objc_data) external _OBJC_CLASS_$_MTRUnitTestingClusterTestSimpleArgumentResponseParams
