000000028319bd30 (__TEXT,__text) external _AAAFSCGetMetadata
0000000283157cf8 (__TEXT,__text) non-external _cancelProc
0000000283163028 (__TEXT,__text) non-external _cancelProc
00000002831774d8 (__TEXT,__text) non-external _cancelProc
0000000283179c7c (__TEXT,__text) non-external _cancelStreams
                 (undefined) external _ccec_cp_256 (from libSystem)
                 (undefined) external _ccec_generate_key (from libSystem)
                 (undefined) external _ccec_sign (from libSystem)
                 (undefined) external _ccec_verify (from libSystem)
                 (undefined) external _ccec_x963_export (from libSystem)
                 (undefined) external _ccec_x963_import_priv (from libSystem)
                 (undefined) external _ccec_x963_import_pub (from libSystem)
                 (undefined) external _ccecdh_compute_shared_secret (from libSystem)
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccscrypt (from libSystem)
                 (undefined) external _ccscrypt_storage_size (from libSystem)
00000002831533c0 (__TEXT,__text) non-external _checkEOF
                 (undefined) external _chflags (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _chown (from libSystem)
0000000283173ec0 (__TEXT,__text) non-external _chunkAppendHole
000000028315cf84 (__TEXT,__text) non-external _chunkAsyncCancel
000000028315c878 (__TEXT,__text) non-external _chunkAsyncClose
000000028315cbf4 (__TEXT,__text) non-external _chunkAsyncGetRange
000000028315cfa4 (__TEXT,__text) non-external _chunkAsyncIsCancelled
000000028315cdbc (__TEXT,__text) non-external _chunkAsyncProcess
0000000283173e74 (__TEXT,__text) non-external _chunkDestroy
0000000283172300 (__TEXT,__text) non-external _chunk_compare_by_position
00000002831722f0 (__TEXT,__text) non-external _chunk_compare_by_rating
0000000283156018 (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
000000028312cd2c (__TEXT,__text) non-external _closeProc
00000002831573a0 (__TEXT,__text) non-external _closeProc
0000000283160afc (__TEXT,__text) non-external _closeProc
0000000283175b68 (__TEXT,__text) non-external _closeProc
000000028312d01c (__TEXT,__text) non-external _closeWithStateProc
000000028315742c (__TEXT,__text) non-external _closeWithStateProc
0000000283161d78 (__TEXT,__text) non-external _closeWithStateProc
0000000283175c10 (__TEXT,__text) non-external _closeWithStateProc
                 (undefined) external _closedir (from libSystem)
00000002831886e8 (__TEXT,__text) non-external _clusterEntryUpdateDAT
000000028318451c (__TEXT,__text) non-external _cmpNodesProc
0000000283129aa4 (__TEXT,__text) non-external _cmpRange
000000028312c780 (__TEXT,__text) non-external _cmp_entries_clc
000000028312c748 (__TEXT,__text) non-external _cmp_entries_hlc
000000028312c81c (__TEXT,__text) non-external _cmp_entries_offset
000000028312c7b8 (__TEXT,__text) non-external _cmp_entries_slc
0000000283181cf4 (__TEXT,__text) non-external _cmp_keys
00000002831758dc (__TEXT,__text) non-external _cmp_markers
00000002831268dc (__TEXT,__text) non-external _compare_copy_fork_3
000000028312688c (__TEXT,__text) non-external _compare_copy_fork_4
0000000283126834 (__TEXT,__text) non-external _compare_copy_fork_5
000000028312648c (__TEXT,__text) non-external _compare_digest_tasks
0000000283124ab4 (__TEXT,__text) non-external (was a private external) _compare_extents_by_position
0000000283127384 (__TEXT,__text) non-external _compare_forks_by_extent
00000002831273c0 (__TEXT,__text) non-external _compare_forks_by_position
000000028314c274 (__TEXT,__text) non-external _compositeChunkAsyncCancel
000000028314c218 (__TEXT,__text) non-external _compositeChunkAsyncClose
000000028314c264 (__TEXT,__text) non-external _compositeChunkAsyncGetRange
000000028314c27c (__TEXT,__text) non-external _compositeChunkAsyncIsCancelled
000000028314c26c (__TEXT,__text) non-external _compositeChunkAsyncProcess
000000028312fce4 (__TEXT,__text) non-external (was a private external) _compressionWorkerProc
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_identify_algorithm (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
0000000283194d7c (__TEXT,__text) non-external _computePatchesWorkerProc
000000028315ea2c (__TEXT,__text) non-external (was a private external) _concatExtractPath
000000028315e734 (__TEXT,__text) non-external (was a private external) _concatExtractPathEx
000000028315e670 (__TEXT,__text) non-external (was a private external) _concatPath
                 (undefined) external _confstr (from libSystem)
00000002831a4ef0 (__TEXT,__text) non-external (was a private external) _contextPassThroughProc
000000028316aa78 (__TEXT,__text) non-external _controls_combo_enforce_copy_fork_boundary
000000028316639c (__TEXT,__text) non-external _convertStreamAbort
0000000283166654 (__TEXT,__text) non-external _convertStreamBeginBlob
000000028316531c (__TEXT,__text) non-external _convertStreamClose
0000000283166878 (__TEXT,__text) non-external _convertStreamEndBlob
00000002831665c8 (__TEXT,__text) non-external _convertStreamEndEntry
00000002831664fc (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
0000000283165f70 (__TEXT,__text) non-external _convertStreamWriteBlob
00000002831653b0 (__TEXT,__text) non-external _convertStreamWriteHeader
0000000283172318 (__TEXT,__text) non-external _convert_block_controls
000000028317217c (__TEXT,__text) non-external _convert_internal_controls
000000028315eea4 (__TEXT,__text) non-external (was a private external) _copyFileSegment
000000028315f2ac (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
0000000283142340 (__TEXT,__text) non-external _copyStream
00000002831825e0 (__TEXT,__text) non-external _create
00000002831650fc (__TEXT,__text) non-external _createErrorContextKey
0000000283164b58 (__TEXT,__text) non-external (was a private external) _createThread
0000000283145f58 (__TEXT,__text) non-external _ctrl_reader_get
000000028314a590 (__TEXT,__text) non-external _currentWriteBufferFull
0000000283198ecc (__TEXT,__text) non-external _decodeStreamAbort
0000000283198ee8 (__TEXT,__text) non-external _decodeStreamClose
00000002831983b0 (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
0000000283198238 (__TEXT,__text) non-external (was a private external) _decodeStreamLoadHeader
0000000283198ce4 (__TEXT,__text) non-external _decodeStreamReadBlob
0000000283198124 (__TEXT,__text) non-external (was a private external) _decodeStreamReadData
00000002831987b8 (__TEXT,__text) non-external _decodeStreamReadHeader
0000000283198050 (__TEXT,__text) non-external (was a private external) _decodeStreamRefillBuffer
000000028319c588 (__TEXT,__text) non-external _decompressToData
0000000283128970 (__TEXT,__text) non-external _decryptAsyncCancel
0000000283128404 (__TEXT,__text) non-external _decryptAsyncClose
00000002831285e4 (__TEXT,__text) non-external _decryptAsyncGetRange
0000000283128984 (__TEXT,__text) non-external _decryptAsyncIsCancelled
0000000283128738 (__TEXT,__text) non-external _decryptAsyncProcess
000000028316b8a0 (__TEXT,__text) non-external _decryptToFileAsyncCancel
000000028316b71c (__TEXT,__text) non-external _decryptToFileAsyncClose
000000028316b8a8 (__TEXT,__text) non-external _decryptToFileAsyncGetRange
000000028316b8b0 (__TEXT,__text) non-external _decryptToFileAsyncProcess
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dlsym (from libSystem)
0000000283147c5c (__TEXT,__text) non-external _ecc65537Inv
0000000283147894 (__TEXT,__text) non-external _ecc65537PolyEval
0000000283147af8 (__TEXT,__text) non-external _ecc65537Solve
0000000283147904 (__TEXT,__text) non-external _ecc65537Triangulate
0000000283195ae4 (__TEXT,__text) non-external _encodeEntry
0000000283195c68 (__TEXT,__text) non-external _encodeYOPEntry
0000000283196ce0 (__TEXT,__text) non-external _encoderStreamAbort
0000000283196b1c (__TEXT,__text) non-external _encoderStreamClose
0000000283196eac (__TEXT,__text) non-external _encoderStreamWriteBlob
0000000283196cfc (__TEXT,__text) non-external _encoderStreamWriteHeader
00000002831643e4 (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
0000000283194d50 (__TEXT,__text) non-external _entryIndexCmpHLC
0000000283178fc4 (__TEXT,__text) non-external _entryMessage
0000000283188038 (__TEXT,__text) non-external _entryRelease
0000000283194d38 (__TEXT,__text) non-external _entryVectorCmp
0000000283160274 (__TEXT,__text) non-external (was a private external) _enumerateTree
00000002831603dc (__TEXT,__text) non-external _enumerateTree_rec
0000000283183224 (__TEXT,__text) non-external _expandDirThreadProc
0000000283187db8 (__TEXT,__text) non-external _extractStreamAbort
0000000283184700 (__TEXT,__text) non-external _extractStreamClose
00000002831888c0 (__TEXT,__text) non-external _extractStreamEntryEnd
000000028318899c (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
0000000283187dd4 (__TEXT,__text) non-external _extractStreamStateFail
00000002831876cc (__TEXT,__text) non-external _extractStreamWriteBlob
0000000283186bdc (__TEXT,__text) non-external _extractStreamWriteHeader
000000028317989c (__TEXT,__text) non-external _extractThread
0000000283188624 (__TEXT,__text) non-external _extractThreadFailEntry
0000000283185dd8 (__TEXT,__text) non-external _extractThreadProc
00000002831881a8 (__TEXT,__text) non-external _extractThreadSendCommand
000000028317940c (__TEXT,__text) non-external _extractToDirAsyncCancel
0000000283179248 (__TEXT,__text) non-external _extractToDirAsyncClose
0000000283179410 (__TEXT,__text) non-external _extractToDirAsyncGetRange
00000002831794a4 (__TEXT,__text) non-external _extractToDirAsyncProcess
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
000000028313fb20 (__TEXT,__text) non-external _findFirst
0000000283172788 (__TEXT,__text) non-external _fingerprint_consumer
0000000283172498 (__TEXT,__text) non-external _fingerprint_worker
                 (undefined) external _flistxattr (from libSystem)
0000000283140f7c (__TEXT,__text) non-external _flushBuf
0000000283197134 (__TEXT,__text) non-external _flushOBuf
000000028319e504 (__TEXT,__text) non-external _flushOBuf
0000000283159ba8 (__TEXT,__text) non-external _flushToResourceFork
00000002831972ac (__TEXT,__text) non-external (was a private external) _forceInPlaceControls
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
0000000283151c10 (__TEXT,__text) non-external (was a private external) _freeDiffSegmentVector
000000028316e568 (__TEXT,__text) non-external _free_page
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat (from libSystem)
                 (undefined) external _fstatat (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
0000000283141324 (__TEXT,__text) non-external (was a private external) _fullReplacementBXPatch5
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00000002994bccb8 (__DATA_DIRTY,__bss) non-external _gErrorContextKey
0000000283174dc4 (__TEXT,__text) non-external (was a private external) _getBXDiffControls
00000002831a7a20 (__TEXT,__text) non-external _getBXDiffControls.cold.1
000000028315ff6c (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
0000000283197e34 (__TEXT,__text) non-external (was a private external) _getComboControlsFromMergedDiffSegmentVectors
0000000283147e24 (__TEXT,__text) non-external _getCompressedSizeCounterProc
000000028315e324 (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
0000000283165094 (__TEXT,__text) non-external _getErrorContextKey
00000002994bcca8 (__DATA_DIRTY,__data) non-external _getErrorContextKey.errorContextOnce
0000000283170874 (__TEXT,__text) non-external _getFieldBlob
000000028315f760 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
000000028315f6d4 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
000000028315fd44 (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
0000000283189fc4 (__TEXT,__text) non-external _getFileDiskUsageBlocks2
000000028315fedc (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
000000028315f644 (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
000000028316000c (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
000000028316001c (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
00000002831600c8 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
000000028315fc6c (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
00000002831a6b74 (__TEXT,__text) non-external _getFreeCachePos
00000002831840d8 (__TEXT,__text) non-external _getPath
00000002831546d8 (__TEXT,__text) non-external _getProfile
000000028315e2dc (__TEXT,__text) non-external (was a private external) _getRealTime
000000028315eb10 (__TEXT,__text) non-external (was a private external) _getTempDir
0000000283179cfc (__TEXT,__text) non-external _getTempSegmentFilename
000000028316087c (__TEXT,__text) non-external (was a private external) _getVolumeCapabilities
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
00000002831a4d88 (__TEXT,__text) non-external _graisAbort
00000002831a3538 (__TEXT,__text) non-external _graisClose
00000002831a4a08 (__TEXT,__text) non-external _graisPRead
00000002831a49ec (__TEXT,__text) non-external _graisRead
00000002831a4d3c (__TEXT,__text) non-external _graisSeek
0000000283183168 (__TEXT,__text) non-external _increaseCapacity
000000028315365c (__TEXT,__text) non-external (was a private external) _initBestMatchThreadProc
00000002831977fc (__TEXT,__text) non-external (was a private external) _initDiffSegmentVector
0000000283188ff4 (__TEXT,__text) non-external _init_blob_with_magic
00000002831675d0 (__TEXT,__text) non-external (was a private external) _io_hint_static_content
000000028316765c (__TEXT,__text) non-external (was a private external) _io_preallocate
0000000283167834 (__TEXT,__text) non-external (was a private external) _io_set_nocache
000000028315ebd0 (__TEXT,__text) non-external (was a private external) _isDirEmpty
000000028318e958 (__TEXT,__text) non-external _isZero
                 (undefined) external _issetugid (from libSystem)
0000000283164eb8 (__TEXT,__text) non-external (was a private external) _joinThread
00000002831a7980 (__TEXT,__text) non-external _joinThread.cold.1
00000002831a0e54 (__TEXT,__text) non-external (was a private external) _jsonPushLabel
00000002831a0f0c (__TEXT,__text) non-external (was a private external) _jsonPushValue
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
000000028316450c (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
00000002831982f0 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_AA
0000000283174064 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Cpio
000000028318d7c4 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Ustar
000000028319e704 (__TEXT,__text) non-external _loadChunkOffsets
000000028319bea8 (__TEXT,__text) non-external _loadDecmpfsXattr
0000000283179910 (__TEXT,__text) non-external _loadRemainingRange
0000000283179b30 (__TEXT,__text) non-external _loadTempSegment
000000028317954c (__TEXT,__text) non-external _loadThread
0000000283168c58 (__TEXT,__text) non-external (was a private external) _load_variants
000000028315ca58 (__TEXT,__text) non-external _lockedStateReserveActiveChunks
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_bound (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
000000028315e49c (__TEXT,__text) non-external (was a private external) _makePath
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
0000000283150520 (__TEXT,__text) non-external _memoryInputStreamCancel
0000000283150504 (__TEXT,__text) non-external _memoryInputStreamClose
0000000283150554 (__TEXT,__text) non-external _memoryInputStreamPRead
0000000283150534 (__TEXT,__text) non-external _memoryInputStreamRead
00000002831505cc (__TEXT,__text) non-external _memoryInputStreamSeek
0000000283150758 (__TEXT,__text) non-external _memoryOutputStreamCancel
000000028315073c (__TEXT,__text) non-external _memoryOutputStreamClose
000000028315076c (__TEXT,__text) non-external _memoryOutputStreamWrite
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
0000000283197dfc (__TEXT,__text) non-external _mergeDiffSegmentEventCompareProc
0000000283197a18 (__TEXT,__text) non-external (was a private external) _mergeDiffSegmentVectors
000000028314984c (__TEXT,__text) non-external _merge_controls
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkdtemp (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
                 (undefined) external _mmap (from libSystem)
00000002831a749c (__TEXT,__text) non-external _movePage
                 (undefined) external _munmap (from libSystem)
0000000283183a08 (__TEXT,__text) non-external _normalize
000000028315e55c (__TEXT,__text) non-external (was a private external) _normalizePath
0000000283179da4 (__TEXT,__text) non-external _notifySegmentAvailable
00000002831bcf28 (__TEXT,__const) non-external _old_resource_fork_map
00000002831bd4d0 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _openat (from libSystem)
                 (undefined) external _opendir (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
000000028312fef4 (__TEXT,__text) non-external (was a private external) _outputStreamProc
0000000283168dd8 (__TEXT,__text) non-external (was a private external) _patch_write_controls
000000028315ea34 (__TEXT,__text) non-external (was a private external) _pathIsValid
0000000283130c00 (__TEXT,__text) non-external _pcRead
0000000283130158 (__TEXT,__text) non-external _pcWrite
00000002831276b8 (__TEXT,__text) non-external (was a private external) _pc_array_aggregate
0000000283127500 (__TEXT,__text) non-external (was a private external) _pc_array_append
000000028312748c (__TEXT,__text) non-external (was a private external) _pc_array_compact
00000002831273ec (__TEXT,__text) non-external (was a private external) _pc_array_compare
000000028312747c (__TEXT,__text) non-external (was a private external) _pc_array_free
0000000283127600 (__TEXT,__text) non-external (was a private external) _pc_array_indirect_sort
00000002831275f0 (__TEXT,__text) non-external (was a private external) _pc_array_sort
0000000283172890 (__TEXT,__text) non-external (was a private external) _pc_log_error
00000002831a79bc (__TEXT,__text) non-external _pc_log_error.cold.1
0000000283172ab0 (__TEXT,__text) non-external (was a private external) _pc_log_info
000000028317299c (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _pclose (from libSystem)
                 (undefined) external _perror (from libSystem)
                 (undefined) external _popen (from libSystem)
                 (undefined) external _pread (from libSystem)
0000000283128eac (__TEXT,__text) non-external _processClusterHeader
000000028314b798 (__TEXT,__text) non-external _processEntry
000000028316303c (__TEXT,__text) non-external _processEntry
0000000283128990 (__TEXT,__text) non-external _processMagic
0000000283129630 (__TEXT,__text) non-external _processPadding
0000000283128ac8 (__TEXT,__text) non-external _processPrologue
000000028312995c (__TEXT,__text) non-external _processSegment
000000028316b520 (__TEXT,__text) non-external _processSegment
0000000283178d0c (__TEXT,__text) non-external _processSegment
00000002831431d0 (__TEXT,__text) non-external _processWithProgress
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
0000000283197928 (__TEXT,__text) non-external (was a private external) _pushControls
0000000283197894 (__TEXT,__text) non-external (was a private external) _pushDiffSegment
0000000283129abc (__TEXT,__text) non-external _pushPaddingRange
00000002831282c0 (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
0000000283154e18 (__TEXT,__text) non-external _quicksort64
                 (undefined) external _rand (from libSystem)
0000000283146838 (__TEXT,__text) non-external _randomAccessWorkerProc
000000028315dd28 (__TEXT,__text) non-external _rangeCmp
00000002831594e8 (__TEXT,__text) non-external _rangeInputStreamCancel
00000002831594b4 (__TEXT,__text) non-external _rangeInputStreamClose
0000000283159508 (__TEXT,__text) non-external _rangeInputStreamRead
0000000283125034 (__TEXT,__text) non-external _rawimg_add_fork
00000002831251a0 (__TEXT,__text) non-external _rawimg_add_volume
0000000283127328 (__TEXT,__text) non-external _rawimg_allocate_header_and_footer
0000000283124d50 (__TEXT,__text) non-external (was a private external) _rawimg_create_with_path
0000000283126df0 (__TEXT,__text) non-external (was a private external) _rawimg_create_with_stream
0000000283124acc (__TEXT,__text) non-external (was a private external) _rawimg_destroy
00000002831262ec (__TEXT,__text) non-external _rawimg_digest_worker
0000000283148c88 (__TEXT,__text) non-external (was a private external) _rawimg_force_in_place
0000000291c46648 (__DATA_CONST,__const) non-external _rawimg_force_in_place.pass_name
0000000283126270 (__TEXT,__text) non-external _rawimg_free_chunks
000000028312564c (__TEXT,__text) non-external (was a private external) _rawimg_get_digests
0000000283126990 (__TEXT,__text) non-external (was a private external) _rawimg_save_to_stream
00000002831264bc (__TEXT,__text) non-external (was a private external) _rawimg_set_fork_types
0000000283124b74 (__TEXT,__text) non-external (was a private external) _rawimg_show
00000002831251a8 (__TEXT,__text) non-external _rawimg_verify
00000002831323ec (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r (from libSystem)
00000002831a5158 (__TEXT,__text) non-external (was a private external) _readerProc
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
000000028315e27c (__TEXT,__text) non-external (was a private external) _reallocToFit
0000000283189198 (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regerror (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
000000028316ec6c (__TEXT,__text) non-external _remap_page
0000000283160754 (__TEXT,__text) non-external _removeEntryProc
0000000283160350 (__TEXT,__text) non-external (was a private external) _removeFile
000000028316080c (__TEXT,__text) non-external _removeLeaveDirProc
000000028314b734 (__TEXT,__text) non-external _removeStreamAbort
000000028314aff8 (__TEXT,__text) non-external _removeStreamClose
000000028314b720 (__TEXT,__text) non-external _removeStreamWriteBlob
000000028314b2e4 (__TEXT,__text) non-external _removeStreamWriteHeader
0000000283160708 (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
0000000283197808 (__TEXT,__text) non-external (was a private external) _reserveDiffSegmentVector
000000028319cd1c (__TEXT,__text) non-external _resizeResourceFork
000000028316c228 (__TEXT,__text) non-external _resizeStream
000000028319c070 (__TEXT,__text) non-external _resourceForkSize
0000000283164a54 (__TEXT,__text) non-external (was a private external) _restoreThreadErrorContext
0000000283179f84 (__TEXT,__text) non-external _retireEntryRange
0000000283187eb4 (__TEXT,__text) non-external _retireThreadEnqueue
00000002831858ac (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
00000002831720b0 (__TEXT,__text) non-external _sanitize_internal_controls
00000002831649e0 (__TEXT,__text) non-external (was a private external) _saveThreadErrorContext
0000000283156098 (__TEXT,__text) non-external _seekTo
0000000283168bf0 (__TEXT,__text) non-external _segment_find
000000028314a510 (__TEXT,__text) non-external _sendEOF
00000002831663b8 (__TEXT,__text) non-external _sendHeader
000000028313768c (__TEXT,__text) non-external _sendMessage
00000002831a4dac (__TEXT,__text) non-external _sendMessage
00000002831466c8 (__TEXT,__text) non-external _sequentialReaderProc
0000000283146768 (__TEXT,__text) non-external _sequentialWriterProc
000000028315e3e4 (__TEXT,__text) non-external (was a private external) _serializeHexString
00000002831b24df (__TEXT,__cstring) non-external _serializeHexString.digit
0000000283170db0 (__TEXT,__text) non-external _setFieldBlob
000000028315f7e8 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
000000028315fe10 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlagsFD
0000000283164498 (__TEXT,__text) non-external _setThreadErrorContext
000000028319dfc0 (__TEXT,__text) non-external _setUFCompressedBit
                 (undefined) external _setattrlist (from libSystem)
000000028316b01c (__TEXT,__text) non-external _setupContext
000000028317804c (__TEXT,__text) non-external _setupContext
000000028315e3a4 (__TEXT,__text) non-external (was a private external) _sha1ToString
000000028315e430 (__TEXT,__text) non-external (was a private external) _sha1cmp
000000028313b858 (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
0000000283129b64 (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat (from libSystem)
000000028315f750 (__TEXT,__text) non-external (was a private external) _statIsCompressed
0000000283160874 (__TEXT,__text) non-external (was a private external) _statIsDataless
000000028318135c (__TEXT,__text) non-external _stateAppendEntry
0000000283193f24 (__TEXT,__text) non-external _stateCollectorStreamClose
00000002831948d8 (__TEXT,__text) non-external _stateCollectorStreamWriteBlob
0000000283193f40 (__TEXT,__text) non-external _stateCollectorStreamWriteHeader
0000000283191f60 (__TEXT,__text) non-external _stateComputePatches
0000000283180a00 (__TEXT,__text) non-external _stateConcatPath
000000028317e89c (__TEXT,__text) non-external _stateDestroy
0000000283193df8 (__TEXT,__text) non-external _stateDestroy
0000000283192290 (__TEXT,__text) non-external _stateGenerateArchive
