                 (undefined) external _AuthorizationCopyInfo (from Security)
                 (undefined) external _AuthorizationCopyRights (from Security)
                 (undefined) external _AuthorizationCreate (from Security)
                 (undefined) external _AuthorizationFree (from Security)
                 (undefined) external _AuthorizationFreeItemSet (from Security)
                 (undefined) external _CC_SHA1_Final (from libSystem)
                 (undefined) external _CC_SHA1_Init (from libSystem)
                 (undefined) external _CC_SHA1_Update (from libSystem)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithStream (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
0000000190cc2ed4 (__TEXT,__text) external _FSp_krb_get_svc_in_tkt
0000000190cb84ac (__TEXT,__text) external _krb5_auth_con_getrecvsubkey
                 (undefined) external _krb5_auth_con_getremoteseqnumber (from Heimdal)
                 (indirect) external _krb5_auth_con_getremoteseqnumber (for _krb5_auth_con_getremoteseqnumber)
0000000190cc3c38 (__TEXT,__text) external _krb5_auth_con_getremotesubkey
0000000190cb84b4 (__TEXT,__text) external _krb5_auth_con_getsendsubkey
                 (undefined) external _krb5_auth_con_init (from Heimdal)
                 (indirect) external _krb5_auth_con_init (for _krb5_auth_con_init)
0000000190cb84bc (__TEXT,__text) external _krb5_auth_con_initivector
0000000190cb84c4 (__TEXT,__text) external _krb5_auth_con_set_checksum_func
0000000190cc39d8 (__TEXT,__text) external _krb5_auth_con_setaddrs
                 (undefined) external _krb5_auth_con_setflags (from Heimdal)
                 (indirect) external _krb5_auth_con_setflags (for _krb5_auth_con_setflags)
0000000190cc3a60 (__TEXT,__text) external _krb5_auth_con_setports
0000000190cc3ad0 (__TEXT,__text) external _krb5_auth_con_setrcache
0000000190cb84cc (__TEXT,__text) external _krb5_auth_con_setrecvsubkey
0000000190cb84d4 (__TEXT,__text) external _krb5_auth_con_setsendsubkey
0000000190cb84dc (__TEXT,__text) external _krb5_auth_con_setuseruserkey
0000000190cbcc54 (__TEXT,__text) external _krb5_build_principal
0000000190cb84e4 (__TEXT,__text) external _krb5_build_principal_alloc_va
0000000190cbcba4 (__TEXT,__text) external _krb5_build_principal_ext
0000000190cb84ec (__TEXT,__text) external _krb5_build_principal_va
0000000190cb84f4 (__TEXT,__text) external _krb5_c_block_size
0000000190cb84fc (__TEXT,__text) external _krb5_c_checksum_length
0000000190cc50f4 (__TEXT,__text) external _krb5_c_decrypt
0000000190cc5234 (__TEXT,__text) external _krb5_c_encrypt
0000000190cc537c (__TEXT,__text) external _krb5_c_encrypt_length
0000000190cb8504 (__TEXT,__text) external _krb5_c_enctype_compare
0000000190cb850c (__TEXT,__text) external _krb5_c_free_state
0000000190cb8514 (__TEXT,__text) external _krb5_c_init_state
0000000190cb851c (__TEXT,__text) external _krb5_c_is_coll_proof_cksum
0000000190cb8524 (__TEXT,__text) external _krb5_c_is_keyed_cksum
0000000190cb852c (__TEXT,__text) external _krb5_c_keyed_checksum_types
0000000190cb8534 (__TEXT,__text) external _krb5_c_make_checksum
0000000190cb853c (__TEXT,__text) external _krb5_c_make_random_key
0000000190cb8544 (__TEXT,__text) external _krb5_c_random_add_entropy
0000000190cb854c (__TEXT,__text) external _krb5_c_random_make_octets
0000000190cb8554 (__TEXT,__text) external _krb5_c_random_os_entropy
0000000190cb855c (__TEXT,__text) external _krb5_c_random_seed
0000000190cc4df0 (__TEXT,__text) external _krb5_c_string_to_key
0000000190cb8564 (__TEXT,__text) external _krb5_c_string_to_key_with_params
0000000190cb856c (__TEXT,__text) external _krb5_c_valid_cksumtype
0000000190cb8574 (__TEXT,__text) external _krb5_c_valid_enctype
0000000190cb857c (__TEXT,__text) external _krb5_c_verify_checksum
0000000190cb8584 (__TEXT,__text) external _krb5_calculate_checksum
0000000190cc26ec (__TEXT,__text) external _krb5_cc_cache_match
0000000190cc25a8 (__TEXT,__text) external _krb5_cc_close
0000000190cb858c (__TEXT,__text) external _krb5_cc_copy_creds
0000000190cc2328 (__TEXT,__text) external _krb5_cc_default
                 (undefined) external _krb5_cc_default_name (from Heimdal)
                 (indirect) external _krb5_cc_default_name (for _krb5_cc_default_name)
                 (undefined) external _krb5_cc_destroy (from Heimdal)
                 (indirect) external _krb5_cc_destroy (for _krb5_cc_destroy)
0000000190cc28b4 (__TEXT,__text) external _krb5_cc_end_seq_get
0000000190cc2688 (__TEXT,__text) external _krb5_cc_gen_new
0000000190cc25b4 (__TEXT,__text) external _krb5_cc_get_config
0000000190cc25ac (__TEXT,__text) external _krb5_cc_get_name
0000000190cc24f8 (__TEXT,__text) external _krb5_cc_get_principal
0000000190cc25b0 (__TEXT,__text) external _krb5_cc_get_type
0000000190cc23f0 (__TEXT,__text) external _krb5_cc_initialize
0000000190cb8598 (__TEXT,__text) external _krb5_cc_last_change_time
0000000190cb85a0 (__TEXT,__text) external _krb5_cc_lock
0000000190cb85a8 (__TEXT,__text) external _krb5_cc_move
0000000190cc2614 (__TEXT,__text) external _krb5_cc_new_unique
0000000190cc280c (__TEXT,__text) external _krb5_cc_next_cred
0000000190cb85b4 (__TEXT,__text) external _krb5_cc_remove_cred
0000000190cc2384 (__TEXT,__text) external _krb5_cc_resolve
0000000190cc26f4 (__TEXT,__text) external _krb5_cc_retrieve_cred
0000000190cb85bc (__TEXT,__text) external _krb5_cc_set_config
                 (undefined) external _krb5_cc_set_default_name (from Heimdal)
                 (indirect) external _krb5_cc_set_default_name (for _krb5_cc_set_default_name)
0000000190cb85c4 (__TEXT,__text) external _krb5_cc_set_flags
                 (undefined) external _krb5_cc_start_seq_get (from Heimdal)
                 (indirect) external _krb5_cc_start_seq_get (for _krb5_cc_start_seq_get)
0000000190cc245c (__TEXT,__text) external _krb5_cc_store_cred
0000000190cb85cc (__TEXT,__text) external _krb5_cc_unlock
                 (undefined) external _krb5_cccol_cursor_free (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_free (for _krb5_cccol_cursor_free)
                 (undefined) external _krb5_cccol_cursor_new (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_new (for _krb5_cccol_cursor_new)
                 (undefined) external _krb5_cccol_cursor_next (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_next (for _krb5_cccol_cursor_next)
0000000190cb85d4 (__TEXT,__text) external _krb5_cccol_last_change_time
0000000190cb85dc (__TEXT,__text) external _krb5_cccol_lock
0000000190cb85e4 (__TEXT,__text) external _krb5_cccol_unlock
0000000190cc543c (__TEXT,__text) external _krb5_change_password
0000000190cb85ec (__TEXT,__text) external _krb5_checksum_size
0000000190cb85f4 (__TEXT,__text) external _krb5_cksumtype_to_string
                 (undefined) external _krb5_clear_error_message (from Heimdal)
                 (indirect) external _krb5_clear_error_message (for _krb5_clear_error_message)
0000000190cb85fc (__TEXT,__text) external _krb5_copy_addresses
0000000190cb8604 (__TEXT,__text) external _krb5_copy_authdata
0000000190cb860c (__TEXT,__text) external _krb5_copy_authenticator
0000000190cb8614 (__TEXT,__text) external _krb5_copy_checksum
0000000190cb861c (__TEXT,__text) external _krb5_copy_context
0000000190cc2ad0 (__TEXT,__text) external _krb5_copy_creds
0000000190cbbf3c (__TEXT,__text) external _krb5_copy_data
0000000190cbb5ac (__TEXT,__text) external _krb5_copy_keyblock
0000000190cbb538 (__TEXT,__text) external _krb5_copy_keyblock_contents
0000000190cbcdc4 (__TEXT,__text) external _krb5_copy_principal
0000000190cb8624 (__TEXT,__text) external _krb5_copy_ticket
0000000190cc294c (__TEXT,__text) external _krb5_decode_ticket
0000000190cb862c (__TEXT,__text) external _krb5_decrypt
0000000190cb8634 (__TEXT,__text) external _krb5_deltat_to_string
0000000190cb863c (__TEXT,__text) external _krb5_eblock_enctype
0000000190cb8644 (__TEXT,__text) external _krb5_encrypt
0000000190cb864c (__TEXT,__text) external _krb5_encrypt_size
0000000190cbc3e0 (__TEXT,__text) external _krb5_enctype_to_string
0000000190cb8654 (__TEXT,__text) external _krb5_finish_key
0000000190cb865c (__TEXT,__text) external _krb5_finish_random_key
0000000190cbc41c (__TEXT,__text) external _krb5_free_addresses
0000000190cbba18 (__TEXT,__text) external _krb5_free_ap_rep_enc_part
0000000190cbc1ac (__TEXT,__text) external _krb5_free_authdata
0000000190cb8664 (__TEXT,__text) external _krb5_free_authenticator
0000000190cb866c (__TEXT,__text) external _krb5_free_checksum
0000000190cb8674 (__TEXT,__text) external _krb5_free_checksum_contents
0000000190cb867c (__TEXT,__text) external _krb5_free_cksumtypes
0000000190cb8684 (__TEXT,__text) external _krb5_free_config_files
0000000190cbbd28 (__TEXT,__text) external _krb5_free_context
0000000190cbbfa4 (__TEXT,__text) external _krb5_free_cred_contents
0000000190cbc034 (__TEXT,__text) external _krb5_free_creds
0000000190cbbee0 (__TEXT,__text) external _krb5_free_data
0000000190cbbb5c (__TEXT,__text) external _krb5_free_data_contents
0000000190cbcea8 (__TEXT,__text) external _krb5_free_default_realm
0000000190cbc098 (__TEXT,__text) external _krb5_free_enc_tkt_part
0000000190cbbadc (__TEXT,__text) external _krb5_free_error
                 (undefined) external _krb5_free_error_message (from Heimdal)
                 (indirect) external _krb5_free_error_message (for _krb5_free_error_message)
                 (undefined) external _krb5_free_host_realm (from Heimdal)
                 (indirect) external _krb5_free_host_realm (for _krb5_free_host_realm)
0000000190cbba80 (__TEXT,__text) external _krb5_free_keyblock
0000000190cbbe84 (__TEXT,__text) external _krb5_free_keyblock_contents
0000000190cc3358 (__TEXT,__text) external _krb5_free_keytab_entry_contents
0000000190cb7fec (__TEXT,__text) external _krb5_free_krbhst
0000000190cbce28 (__TEXT,__text) external _krb5_free_principal
0000000190cb868c (__TEXT,__text) external _krb5_free_tgt_creds
0000000190cbc100 (__TEXT,__text) external _krb5_free_ticket
0000000190cbcd70 (__TEXT,__text) external _krb5_free_unparsed_name
0000000190cb8694 (__TEXT,__text) external _krb5_fwd_tgt_creds
0000000190cc29e8 (__TEXT,__text) external _krb5_get_credentials
0000000190cb869c (__TEXT,__text) external _krb5_get_credentials_renew
0000000190cb86a4 (__TEXT,__text) external _krb5_get_credentials_validate
0000000190cb86ac (__TEXT,__text) external _krb5_get_default_config_files
                 (undefined) external _krb5_get_default_realm (from Heimdal)
                 (indirect) external _krb5_get_default_realm (for _krb5_get_default_realm)
0000000190cbc990 (__TEXT,__text) external _krb5_get_error_message
                 (undefined) external _krb5_get_host_realm (from Heimdal)
                 (indirect) external _krb5_get_host_realm (for _krb5_get_host_realm)
0000000190cb86b4 (__TEXT,__text) external _krb5_get_in_tkt
0000000190cb86c0 (__TEXT,__text) external _krb5_get_in_tkt_with_keytab
0000000190cbb098 (__TEXT,__text) external _krb5_get_in_tkt_with_password
0000000190cb86cc (__TEXT,__text) external _krb5_get_in_tkt_with_skey
0000000190cbaf94 (__TEXT,__text) external _krb5_get_init_creds_keytab
0000000190cbaa9c (__TEXT,__text) external _krb5_get_init_creds_opt_alloc
0000000190cbab00 (__TEXT,__text) external _krb5_get_init_creds_opt_free
0000000190cbaa14 (__TEXT,__text) external _krb5_get_init_creds_opt_init
0000000190cbad50 (__TEXT,__text) external _krb5_get_init_creds_opt_set_address_list
0000000190cbaca0 (__TEXT,__text) external _krb5_get_init_creds_opt_set_canonicalize
0000000190cb86d8 (__TEXT,__text) external _krb5_get_init_creds_opt_set_change_password_prompt
0000000190cbacec (__TEXT,__text) external _krb5_get_init_creds_opt_set_etype_list
0000000190cbabf8 (__TEXT,__text) external _krb5_get_init_creds_opt_set_forwardable
0000000190cb86e0 (__TEXT,__text) external _krb5_get_init_creds_opt_set_pa
0000000190cbad54 (__TEXT,__text) external _krb5_get_init_creds_opt_set_preauth_list
0000000190cbaa64 (__TEXT,__text) external _krb5_get_init_creds_opt_set_process_last_req
0000000190cbac4c (__TEXT,__text) external _krb5_get_init_creds_opt_set_proxiable
0000000190cbaba4 (__TEXT,__text) external _krb5_get_init_creds_opt_set_renew_life
                 (undefined) external _krb5_get_init_creds_opt_set_salt (from Heimdal)
                 (indirect) external _krb5_get_init_creds_opt_set_salt (for _krb5_get_init_creds_opt_set_salt)
0000000190cbab54 (__TEXT,__text) external _krb5_get_init_creds_opt_set_tkt_life
0000000190cbad88 (__TEXT,__text) external _krb5_get_init_creds_password
0000000190cb7fe0 (__TEXT,__text) external _krb5_get_krbhst
0000000190cb86e8 (__TEXT,__text) external _krb5_get_permitted_enctypes
0000000190cb86f0 (__TEXT,__text) external _krb5_get_profile
0000000190cb86f8 (__TEXT,__text) external _krb5_get_prompt_types
0000000190cbcfb8 (__TEXT,__text) external _krb5_get_realm_domain
0000000190cbc650 (__TEXT,__text) external _krb5_get_renewed_creds
0000000190cbc494 (__TEXT,__text) external _krb5_get_server_rcache
0000000190cb8700 (__TEXT,__text) external _krb5_get_time_offsets
0000000190cbc5c8 (__TEXT,__text) external _krb5_get_validated_creds
00000001d39e9268 (__DATA_CONST,__const) external _krb5_gss_oid_array
                 (undefined) external _krb5_gss_register_acceptor_identity (from GSS)
                 (indirect) external _krb5_gss_register_acceptor_identity (for _krb5_gss_register_acceptor_identity)
0000000190cb8708 (__TEXT,__text) external _krb5_gss_use_kdc_context
0000000190cb7cf0 (__TEXT,__text) external _krb5_init_context
0000000190cb8710 (__TEXT,__text) external _krb5_init_keyblock
0000000190cb8718 (__TEXT,__text) external _krb5_init_random_key
0000000190cbbcd4 (__TEXT,__text) external _krb5_init_secure_context
0000000190cb8720 (__TEXT,__text) external _krb5_ipc_client_clear_target
0000000190cb8728 (__TEXT,__text) external _krb5_ipc_client_set_target_uid
0000000190cb8730 (__TEXT,__text) external _krb5_is_config_principal
0000000190cb8738 (__TEXT,__text) external _krb5_is_referral_realm
0000000190cb8740 (__TEXT,__text) external _krb5_is_thread_safe
0000000190cc38d4 (__TEXT,__text) external _krb5_kt_add_entry
                 (undefined) external _krb5_kt_close (from Heimdal)
                 (indirect) external _krb5_kt_close (for _krb5_kt_close)
0000000190cc3620 (__TEXT,__text) non-external _krb5_kt_copy_entry_contents
                 (undefined) external _krb5_kt_default (from Heimdal)
                 (indirect) external _krb5_kt_default (for _krb5_kt_default)
                 (undefined) external _krb5_kt_default_name (from Heimdal)
                 (indirect) external _krb5_kt_default_name (for _krb5_kt_default_name)
0000000190cc33dc (__TEXT,__text) external _krb5_kt_end_seq_get
0000000190cc36e0 (__TEXT,__text) non-external _krb5_kt_free_entry
0000000190cc3450 (__TEXT,__text) external _krb5_kt_get_entry
0000000190cc3748 (__TEXT,__text) external _krb5_kt_get_name
0000000190cc3968 (__TEXT,__text) external _krb5_kt_get_type
00000001d5ce24c0 (__DATA,__bss) non-external _krb5_kt_get_type.name
0000000190cc3290 (__TEXT,__text) external _krb5_kt_next_entry
0000000190cc3750 (__TEXT,__text) external _krb5_kt_read_service_key
0000000190cc3850 (__TEXT,__text) external _krb5_kt_remove_entry
                 (undefined) external _krb5_kt_resolve (from Heimdal)
                 (indirect) external _krb5_kt_resolve (for _krb5_kt_resolve)
0000000190cc3208 (__TEXT,__text) external _krb5_kt_start_seq_get
0000000190cbc77c (__TEXT,__text) external _krb5_kuserok
0000000190cb8748 (__TEXT,__text) external _krb5_mk_1cred
0000000190cb8750 (__TEXT,__text) external _krb5_mk_error
0000000190cb8758 (__TEXT,__text) external _krb5_mk_ncred
0000000190cc4730 (__TEXT,__text) external _krb5_mk_priv
0000000190cb8760 (__TEXT,__text) external _krb5_mk_rep
0000000190cc435c (__TEXT,__text) external _krb5_mk_req
0000000190cc4440 (__TEXT,__text) external _krb5_mk_req_extended
0000000190cc47f8 (__TEXT,__text) external _krb5_mk_safe
0000000190cbc4a0 (__TEXT,__text) external _krb5_os_localaddr
0000000190cbcaf4 (__TEXT,__text) external _krb5_parse_name
0000000190cbcb00 (__TEXT,__text) external _krb5_parse_name_flags
0000000190cbc2e0 (__TEXT,__text) external _krb5_pkinit_cert_hash_str
0000000190cb8768 (__TEXT,__text) external _krb5_pkinit_get_client_cert
0000000190cb8770 (__TEXT,__text) external _krb5_pkinit_get_client_cert_db
0000000190cb8778 (__TEXT,__text) external _krb5_pkinit_get_kdc_cert
0000000190cb8780 (__TEXT,__text) external _krb5_pkinit_get_kdc_cert_db
0000000190cb8788 (__TEXT,__text) external _krb5_pkinit_have_client_cert
0000000190cb8790 (__TEXT,__text) external _krb5_pkinit_release_cert
0000000190cb8798 (__TEXT,__text) external _krb5_pkinit_release_cert_db
0000000190cb87a0 (__TEXT,__text) external _krb5_pkinit_set_client_cert
0000000190cc4f6c (__TEXT,__text) external _krb5_principal2salt
0000000190cbcfa0 (__TEXT,__text) external _krb5_principal_compare
0000000190cb87a8 (__TEXT,__text) external _krb5_process_key
0000000190cbc5c0 (__TEXT,__text) external _krb5_prompter_posix
0000000190cb87b0 (__TEXT,__text) external _krb5_random_key
0000000190cb87b8 (__TEXT,__text) external _krb5_rd_cred
0000000190cb87c0 (__TEXT,__text) external _krb5_rd_error
0000000190cc41cc (__TEXT,__text) external _krb5_rd_priv
0000000190cb87c8 (__TEXT,__text) external _krb5_rd_rep
0000000190cc3cd8 (__TEXT,__text) external _krb5_rd_req
0000000190cc4294 (__TEXT,__text) external _krb5_rd_safe
0000000190cb87d0 (__TEXT,__text) external _krb5_read_password
0000000190cbcfac (__TEXT,__text) external _krb5_realm_compare
0000000190cc3f9c (__TEXT,__text) external _krb5_recvauth
0000000190cc4084 (__TEXT,__text) external _krb5_recvauth_version
0000000190cb87d8 (__TEXT,__text) external _krb5_salttype_to_string
0000000190cc4548 (__TEXT,__text) external _krb5_sendauth
0000000190cb87e0 (__TEXT,__text) external _krb5_server_decrypt_ticket_keytab
                 (undefined) external _krb5_set_default_realm (from Heimdal)
                 (indirect) external _krb5_set_default_realm (for _krb5_set_default_realm)
0000000190cc504c (__TEXT,__text) external _krb5_set_default_tgs_enctypes
0000000190cc4ff0 (__TEXT,__text) external _krb5_set_default_tgs_ktypes
                 (undefined) external _krb5_set_error_message (from Heimdal)
                 (indirect) external _krb5_set_error_message (for _krb5_set_error_message)
0000000190cc4cc8 (__TEXT,__text) external _krb5_set_password
0000000190cc4bd0 (__TEXT,__text) external _krb5_set_password_using_ccache
0000000190cb87e8 (__TEXT,__text) external _krb5_set_principal_realm
0000000190cbc6d8 (__TEXT,__text) external _krb5_set_real_time
0000000190cbcefc (__TEXT,__text) external _krb5_sname_to_principal
0000000190cb87f0 (__TEXT,__text) external _krb5_string_to_cksumtype
0000000190cbc580 (__TEXT,__text) external _krb5_string_to_deltat
0000000190cb87f8 (__TEXT,__text) external _krb5_string_to_enctype
0000000190cc4ee8 (__TEXT,__text) external _krb5_string_to_key
0000000190cb8800 (__TEXT,__text) external _krb5_string_to_salttype
0000000190cc48c0 (__TEXT,__text) external _krb5_string_to_timestamp
00000001d39e9430 (__DATA_CONST,__const) non-external _krb5_string_to_timestamp.atime_format_table
0000000190cbc284 (__TEXT,__text) external _krb5_timeofday
0000000190cb8808 (__TEXT,__text) external _krb5_timestamp_to_sfstring
0000000190cb8810 (__TEXT,__text) external _krb5_timestamp_to_string
0000000190cbcd04 (__TEXT,__text) external _krb5_unparse_name
0000000190cb8818 (__TEXT,__text) external _krb5_unparse_name_ext
0000000190cb8820 (__TEXT,__text) external _krb5_unparse_name_flags
0000000190cb8828 (__TEXT,__text) external _krb5_unparse_name_flags_ext
0000000190cbc208 (__TEXT,__text) external _krb5_us_timeofday
00000001d5ce2510 (__DATA,__common) external _krb5_use_broken_arcfour_string2key
0000000190cc50a8 (__TEXT,__text) external _krb5_use_enctype
0000000190cb8830 (__TEXT,__text) external _krb5_verify_checksum
0000000190cbb1a0 (__TEXT,__text) external _krb5_verify_init_creds
0000000190cbb17c (__TEXT,__text) external _krb5_verify_init_creds_opt_init
0000000190cbb184 (__TEXT,__text) external _krb5_verify_init_creds_opt_set_ap_req_nofail
                 (undefined) external _krb5_vset_error_message (from Heimdal)
                 (indirect) external _krb5_vset_error_message (for _krb5_vset_error_message)
0000000190cb8838 (__TEXT,__text) external _krb5int_accessor
0000000190cb8844 (__TEXT,__text) external _krb5int_freeaddrinfo
0000000190cb884c (__TEXT,__text) external _krb5int_gai_strerror
0000000190cb8854 (__TEXT,__text) external _krb5int_getaddrinfo
0000000190cb885c (__TEXT,__text) external _krb5int_gmt_mktime
0000000190cb8864 (__TEXT,__text) external _krb5int_init_context_kdc
0000000190cb886c (__TEXT,__text) external _krb5int_pkinit_auth_pack_decode
0000000190cb8874 (__TEXT,__text) external _krb5int_pkinit_create_cms_msg
0000000190cb887c (__TEXT,__text) external _krb5int_pkinit_pa_pk_as_rep_encode
0000000190cb8884 (__TEXT,__text) external _krb5int_pkinit_pa_pk_as_req_decode
0000000190cb888c (__TEXT,__text) external _krb5int_pkinit_parse_cms_msg
0000000190cb8894 (__TEXT,__text) external _krb5int_pkinit_reply_key_pack_encode
00000001d5ce1c48 (__DATA,__data) non-external _krb5int_profile_shared_data
0000000190cc2e84 (__TEXT,__text) external _krb__get_srvtabname
0000000190cc2bc8 (__TEXT,__text) external _krb_change_password
0000000190cc2ce8 (__TEXT,__text) external _krb_check_auth
0000000190cc2df4 (__TEXT,__text) external _krb_delete_cred
0000000190cc2e14 (__TEXT,__text) external _krb_get_admhst
0000000190cc2d80 (__TEXT,__text) external _krb_get_cred
0000000190cc2bd8 (__TEXT,__text) external _krb_get_err_text
0000000190cc2c30 (__TEXT,__text) external _krb_get_in_tkt
0000000190cc2c38 (__TEXT,__text) external _krb_get_in_tkt_creds
0000000190cc2e1c (__TEXT,__text) external _krb_get_krbhst
0000000190cc2e0c (__TEXT,__text) external _krb_get_lrealm
0000000190cc2dec (__TEXT,__text) external _krb_get_nth_cred
0000000190cc2de4 (__TEXT,__text) external _krb_get_num_cred
0000000190cc2c40 (__TEXT,__text) external _krb_get_phost
0000000190cc2e04 (__TEXT,__text) external _krb_get_profile
0000000190cc2c90 (__TEXT,__text) external _krb_get_pw_in_tkt
0000000190cc2c98 (__TEXT,__text) external _krb_get_pw_in_tkt_creds
0000000190cc2ca8 (__TEXT,__text) external _krb_get_svc_in_tkt
0000000190cc2d78 (__TEXT,__text) external _krb_get_tf_fullname
0000000190cc2d70 (__TEXT,__text) external _krb_get_tf_realm
0000000190cc2cb0 (__TEXT,__text) external _krb_get_ticket_for_service
0000000190cc2e7c (__TEXT,__text) external _krb_life_to_time
0000000190cc2cf0 (__TEXT,__text) external _krb_mk_auth
0000000190cc2cf8 (__TEXT,__text) external _krb_mk_err
0000000190cc2d00 (__TEXT,__text) external _krb_mk_priv
0000000190cc2d08 (__TEXT,__text) external _krb_mk_req
0000000190cc2d10 (__TEXT,__text) external _krb_mk_req_creds
0000000190cc2d20 (__TEXT,__text) external _krb_mk_safe
0000000190cc2d30 (__TEXT,__text) external _krb_rd_err
0000000190cc2d38 (__TEXT,__text) external _krb_rd_priv
0000000190cc2d40 (__TEXT,__text) external _krb_rd_req
0000000190cc2d48 (__TEXT,__text) external _krb_rd_req_int
0000000190cc2d50 (__TEXT,__text) external _krb_rd_safe
0000000190cc2e24 (__TEXT,__text) external _krb_realmofhost
0000000190cc2d60 (__TEXT,__text) external _krb_recvauth
0000000190cc2d68 (__TEXT,__text) external _krb_sendauth
0000000190cc2d18 (__TEXT,__text) external _krb_set_lifetime
0000000190cc2dd8 (__TEXT,__text) external _krb_set_tkt_string
0000000190cc2e74 (__TEXT,__text) external _krb_time_to_life
0000000190cc2ce0 (__TEXT,__text) external _kuserok
                 (undefined) external _link (from libSystem)
                 (undefined) external _localtime_r (from libSystem)
                 (undefined) external _malloc (from libSystem)
0000000190cbca44 (__TEXT,__text) non-external _map_mit_principal
0000000190cc4180 (__TEXT,__text) non-external _match_appl_version
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _mktime (from libSystem)
0000000190cbb2f4 (__TEXT,__text) non-external (was a private external) _mshim_ctx
0000000190cc54cc (__TEXT,__text) non-external _mshim_ctx.cold.1
00000001d5ce1990 (__DATA,__data) non-external _mshim_ctx.key
00000001d5ce1988 (__DATA,__data) non-external _mshim_ctx.once
0000000190cbb264 (__TEXT,__text) non-external (was a private external) _mshim_failure
0000000190cbaed8 (__TEXT,__text) non-external _mshim_gic_opt
0000000190cbb990 (__TEXT,__text) non-external (was a private external) _mshim_haprepencpart2maprepencpart
0000000190cbb7d4 (__TEXT,__text) non-external (was a private external) _mshim_hcred2mcred
0000000190cbb404 (__TEXT,__text) non-external (was a private external) _mshim_hdata2mdata
0000000190cbbba8 (__TEXT,__text) non-external (was a private external) _mshim_herror2merror
0000000190cbb490 (__TEXT,__text) non-external (was a private external) _mshim_hkeyblock2mkeyblock
0000000190cbc9ec (__TEXT,__text) non-external (was a private external) _mshim_hprinc2mprinc
0000000190cbba04 (__TEXT,__text) non-external (was a private external) _mshim_hreplay2mreplay
0000000190cc3dcc (__TEXT,__text) non-external _mshim_hticket2mticket
0000000190cb7d44 (__TEXT,__text) non-external (was a private external) _mshim_log_entry
0000000190cbb3c0 (__TEXT,__text) non-external (was a private external) _mshim_malloc
0000000190cc54f4 (__TEXT,__text) non-external _mshim_malloc.cold.1
0000000190cbb60c (__TEXT,__text) non-external (was a private external) _mshim_mcred2hcred
0000000190cbb44c (__TEXT,__text) non-external (was a private external) _mshim_mdata2hdata
0000000190cbb4e8 (__TEXT,__text) non-external (was a private external) _mshim_mkeyblock2hkeyblock
0000000190cbbc9c (__TEXT,__text) non-external (was a private external) _mshim_remap_flags
                 (undefined) external _notify_check (from libSystem)
                 (undefined) external _notify_post (from libSystem)
                 (undefined) external _notify_register_check (from libSystem)
00000001d5ce1c90 (__DATA,__data) non-external _notify_token
00000001d39e92d8 (__DATA_CONST,__const) non-external _oidsets
00000001d5ce1b48 (__DATA,__data) non-external _prof_error_strings
0000000190cc03f4 (__TEXT,__text) external _profile_abandon
0000000190cc1900 (__TEXT,__text) non-external (was a private external) _profile_add_node
0000000190cc1510 (__TEXT,__text) external _profile_add_relation
0000000190cc12ec (__TEXT,__text) external _profile_clear_relation
0000000190cbf324 (__TEXT,__text) non-external (was a private external) _profile_close_file
0000000190cbf384 (__TEXT,__text) external _profile_configuration_updated
0000000190cc009c (__TEXT,__text) non-external (was a private external) _profile_copy
0000000190cc1738 (__TEXT,__text) non-external (was a private external) _profile_create_node
0000000190cbf688 (__TEXT,__text) non-external (was a private external) _profile_dereference_data
0000000190cbf274 (__TEXT,__text) non-external (was a private external) _profile_dereference_data_locked
0000000190cbed24 (__TEXT,__text) non-external (was a private external) _profile_file_is_writable
0000000190cc1a78 (__TEXT,__text) non-external (was a private external) _profile_find_node
0000000190cc1bac (__TEXT,__text) non-external (was a private external) _profile_find_node_relation
0000000190cc1c14 (__TEXT,__text) non-external (was a private external) _profile_find_node_subsection
0000000190cc0350 (__TEXT,__text) external _profile_flush
0000000190cbf3f0 (__TEXT,__text) non-external (was a private external) _profile_flush_file_data
0000000190cbf390 (__TEXT,__text) non-external (was a private external) _profile_flush_file_data_to_buffer
