00007ff8439ef580 (__DATA,__data) non-external _.compoundliteral
00007ff8406c8a00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ff8406d55e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4.3284
00007ff8406d5740 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4.3397
00007ff8406d57d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4.3500
00007ff8406c8eb8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4.410
00007ff8406c8f38 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4.454
00007ff8406c8dd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.40
00007ff8406d5980 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.40.3555
00007ff8406c8e58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.401
00007ff8406d59a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.42
00007ff8406c8510 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.43
00007ff8406d59c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.44
00007ff8406c8ee8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.460
00007ff8406c8fc8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.471
00007ff8406c8bc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ff8406c9fd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5.2669
00007ff8406d5890 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5.3513
00007ff8406c8f58 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5.455
00007ff8406c8ff8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5.466
00007ff8406c8850 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00007ff8406c9048 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.503
00007ff8406d59e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.51
00007ff8406d5a00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ff8406d5a20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.54.3647
00007ff8406d5a40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00007ff8406d5a60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.57
00007ff8406d5a80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.58
00007ff8406c84d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ff8406c8be0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6.294
00007ff8406d5620 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6.3275
00007ff8406c8f78 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6.456
00007ff8406d5aa0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.60
00007ff8406d5ac0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.61
00007ff8406d5ae0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.63
00007ff8406d5b00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00007ff8406d5b20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66.3646
00007ff8406d5b40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00007ff8406c8880 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ff8406d6030 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7.3855
00007ff8406c88b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70.143
00007ff8406d5b60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73.3573
00007ff8406c8670 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ff8406d5b80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76.3575
00007ff8406d5ba0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ff8406ca000 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.2683
00007ff8406c8c20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.290
00007ff8406d5650 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.3277
00007ff8406d5800 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.3499
00007ff8406c8540 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.47
00007ff8406c90a8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.508
00007ff8406d5bc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.80
00007ff8406c88e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00007ff8406d5be0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81.3578
00007ff8406c8910 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00007ff8406c8940 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00007ff8406c8970 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00007ff8406c8a30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ff8406d5680 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9.3281
00007ff8406d6050 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9.3867
00007ff8406c84b0 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff8406c9ec0 (__DATA_CONST,__const) non-external ___block_literal_global.2525
00007ff8406c8ba0 (__DATA_CONST,__const) non-external ___block_literal_global.297
00007ff8406d5600 (__DATA_CONST,__const) non-external ___block_literal_global.3274
00007ff8406d5e60 (__DATA_CONST,__const) non-external ___block_literal_global.3599
00007ff8406c8650 (__DATA_CONST,__const) non-external ___block_literal_global.51
00007ff8406c84f0 (__DATA_CONST,__const) non-external ___block_literal_global.7
00007ff8406c8c00 (__DATA_CONST,__const) non-external ___block_literal_global.7.289
                 (undefined) external ___bzero (from libSystem)
00007ff80699e9db (__TEXT,__text) non-external ___candidate_is_transposable_block_invoke
00007ff80699e789 (__TEXT,__text) non-external ___candidate_list_add_multiple_block_invoke
00007ff80699eb42 (__TEXT,__text) non-external ___candidate_remove_common_condition_block_invoke
00007ff8069ab602 (__TEXT,__text) non-external ___check_delegation_profile_block_invoke
00007ff8069a2474 (__TEXT,__text) non-external ___check_dependencies_block_invoke
00007ff8069a03ed (__TEXT,__text) non-external ___check_instruction_block_invoke
00007ff8069ad653 (__TEXT,__text) non-external ___check_policy_block_invoke
00007ff8069a23a0 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff8069b3810 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff80699d94b (__TEXT,__text) non-external ___combine_conditions_block_invoke
00007ff8069a1937 (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke
00007ff8069a136c (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke_2
00007ff8069a7a07 (__TEXT,__text) non-external ___compile_block_invoke
00007ff8069a7988 (__TEXT,__text) non-external ___compile_block_invoke.4
00007ff806994a78 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke
00007ff80699b508 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke.20
00007ff8069a026d (__TEXT,__text) non-external ___condition_is_contrary_with_any_in_list_block_invoke
00007ff8069aaf0c (__TEXT,__text) non-external ___condition_is_subset_of_all_block_invoke
00007ff8069aaf1a (__TEXT,__text) non-external ___condition_is_subset_of_any_block_invoke
00007ff80699fe5d (__TEXT,__text) non-external ___condition_is_subset_of_any_in_list_block_invoke
00007ff8069a023d (__TEXT,__text) non-external ___condition_is_superset_of_any_in_list_block_invoke
00007ff8069aa960 (__TEXT,__text) non-external ___condition_is_transposable_within_reference_block_invoke
00007ff8069b2d0e (__TEXT,__text) non-external ___condition_list_copy_matching_block_invoke
00007ff8069a0be4 (__TEXT,__text) non-external ___condition_list_is_ordered_by_cost_block_invoke
00007ff8069a1fb2 (__TEXT,__text) non-external ___condition_with_patterns_combined_block_invoke
00007ff8069b2ea4 (__TEXT,__text) non-external ___construct_bitmask_block_invoke
00007ff8069a7ccc (__TEXT,__text) non-external ___copy_helper_block_8_32b
00007ff8069aceea (__TEXT,__text) non-external ___copy_helper_block_8_32b40r
00007ff8069b2da2 (__TEXT,__text) non-external ___copy_helper_block_8_32b40r48r
00007ff8069a7917 (__TEXT,__text) non-external ___copy_helper_block_8_32r
00007ff8069a81fd (__TEXT,__text) non-external ___copy_helper_block_8_32r40r
00007ff8069a9aa7 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r
00007ff8069b185a (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r56r64r
00007ff8069acf57 (__TEXT,__text) non-external ___create_pattern_disjunctions_block_invoke
00007ff80699e5f6 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke
00007ff80699efbc (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.10
00007ff8069a4a77 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.12
00007ff80699de17 (__TEXT,__text) non-external ___cse_multiple_block_invoke
00007ff8069b05c5 (__TEXT,__text) non-external ___current_location_block_invoke
00007ff8069908ab (__TEXT,__text) non-external ___define_action_block_invoke
00007ff8069b15db (__TEXT,__text) non-external ___define_action_block_invoke.136
00007ff806997048 (__TEXT,__text) non-external ___define_action_block_invoke_2
00007ff806996029 (__TEXT,__text) non-external ___define_combination_filter_block_invoke
00007ff8069afcc7 (__TEXT,__text) non-external ___define_error_handler_block_invoke
00007ff8069b0332 (__TEXT,__text) non-external ___define_error_handler_block_invoke_2
00007ff8069920c4 (__TEXT,__text) non-external ___define_filter_block_invoke
00007ff8069a3b0e (__TEXT,__text) non-external ___define_network_filter_block_invoke
00007ff806991f2c (__TEXT,__text) non-external ___define_on_open_handler_block_invoke
00007ff8069afdb4 (__TEXT,__text) non-external ___define_warning_handler_block_invoke
00007ff8069ae81c (__TEXT,__text) non-external ___define_wrapper_filter_block_invoke
00007ff8069aa615 (__TEXT,__text) non-external ___derive_profile_properties_block_invoke
00007ff8069a7ce3 (__TEXT,__text) non-external ___destroy_helper_block_8_32b
00007ff8069acf22 (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r
00007ff8069b2dec (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r48r
00007ff8069a792e (__TEXT,__text) non-external ___destroy_helper_block_8_32r
00007ff8069a8235 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r
00007ff8069a9af1 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r
00007ff8069b18c8 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r56r64r
00007ff80699da7b (__TEXT,__text) non-external ___eliminate_common_subexpressions_block_invoke
00007ff8069aa9ba (__TEXT,__text) non-external ___eliminate_common_subexpressions_policy_block_invoke
00007ff8069ab8ad (__TEXT,__text) non-external ___eliminate_dead_code_policy_block_invoke
00007ff8069a97b4 (__TEXT,__text) non-external ___emit_modifier_list_block_invoke
00007ff8069a983c (__TEXT,__text) non-external ___emit_modifier_list_block_invoke.82
00007ff8069a9578 (__TEXT,__text) non-external ___emit_return_instruction_block_invoke
00007ff8069a95b5 (__TEXT,__text) non-external ___emit_return_instruction_block_invoke.69
00007ff8069a8d2a (__TEXT,__text) non-external ___emit_string_table_block_invoke
00007ff8069a8db2 (__TEXT,__text) non-external ___emit_variable_names_block_invoke
                 (undefined) external ___error (from libSystem)
00007ff8069b304a (__TEXT,__text) non-external ___estimate_condition_list_serialization_size_block_invoke
00007ff80699f765 (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke
00007ff80699f6ce (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke.9
00007ff8069ac937 (__TEXT,__text) non-external ___expand_logical_conditions_policy_block_invoke
00007ff8069a0d2b (__TEXT,__text) non-external ___factor_block_invoke
00007ff8069ac25e (__TEXT,__text) non-external ___factor_policy_block_invoke
00007ff8069b007d (__TEXT,__text) non-external ___format_error_block_invoke
00007ff8069b28ec (__TEXT,__text) non-external ___identify_bitmask_candidates_block_invoke
00007ff806995dee (__TEXT,__text) non-external ___list_cost_estimate_block_invoke
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
00007ff80699bd04 (__TEXT,__text) non-external ___operation_can_return_action_block_invoke
00007ff8069b156d (__TEXT,__text) non-external ___operation_expand_block_invoke
00007ff8069b14f7 (__TEXT,__text) non-external ___operations_allowed_by_default_block_invoke
00007ff8069b01fa (__TEXT,__text) non-external ___output_backtrace_block_invoke
00007ff8069abbe0 (__TEXT,__text) non-external ___populate_assumptions_for_enabled_profile_flags_block_invoke
00007ff8069a9ecf (__TEXT,__text) non-external ___populate_pattern_variable_count_block_invoke
00007ff8069a8fae (__TEXT,__text) non-external ___populate_profile_entry_points_block_invoke
00007ff8069a9dfa (__TEXT,__text) non-external ___record_enabled_profile_flags_block_invoke
00007ff8069ad913 (__TEXT,__text) non-external ___remove_conditions_matching_predicate_policy_block_invoke
00007ff8069a0603 (__TEXT,__text) non-external ___reorder_block_invoke
00007ff8069a0ca8 (__TEXT,__text) non-external ___reorder_condition_list_block_invoke
00007ff8069adad4 (__TEXT,__text) non-external ___reorder_policy_block_invoke
00007ff8069aa6ac (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke
00007ff8069aa6ff (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke.23
00007ff8069a033c (__TEXT,__text) non-external ___resolve_jumps_block_invoke
                 (undefined) external ___sandbox_ms (from libSystem)
00007ff8069a71e7 (__TEXT,__text) non-external ___sandbox_prepare_user_home_mount_block_invoke
00007ff8069a771f (__TEXT,__text) non-external ___sandbox_register_network_approval_policy_exemption_for_share_block_invoke
00007ff8069acb15 (__TEXT,__text) non-external ___sb_action_has_name_block_invoke
00007ff8069a20e6 (__TEXT,__text) non-external ___sb_analyze_check_dependencies_profile_block_invoke
00007ff8069a84c9 (__TEXT,__text) non-external ___sb_bitmask_is_subset_block_invoke
00007ff80699c18f (__TEXT,__text) non-external ___sb_bytecode_output_profile_block_invoke
00007ff8069aaeca (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke
00007ff806996bb3 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke_2
00007ff8069aaeb2 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke
00007ff806995e41 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke_2
00007ff8069a4488 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke
00007ff80699ad46 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_2
00007ff8069a4474 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_3
00007ff806999c98 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_4
00007ff8069ab594 (__TEXT,__text) non-external ___sb_condition_list_every_condition_matches_predicate_block_invoke
00007ff806992f10 (__TEXT,__text) non-external ___sb_filter_has_side_effects_block_invoke
00007ff80699524c (__TEXT,__text) non-external ___sb_fsa_disjunction_block_invoke
00007ff8069a02aa (__TEXT,__text) non-external ___sb_fsa_matches_disjoint_set_block_invoke
00007ff8069a0182 (__TEXT,__text) non-external ___sb_fsa_matches_subset_block_invoke
00007ff8069a7e92 (__TEXT,__text) non-external ___sb_fsa_recognizer_byteset_block_invoke
00007ff8069a3755 (__TEXT,__text) non-external ___sb_modifiers_apply_action_flags_block_invoke
00007ff8069aca9b (__TEXT,__text) non-external ___sb_msgfilter_iterate_entry_points_block_invoke
00007ff8069ad431 (__TEXT,__text) non-external ___sb_profile_iterate_enabled_named_flags_block_invoke
00007ff806990143 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke
00007ff80699b8b6 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_10
00007ff8069b05aa (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_11
00007ff8069af36e (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_12
00007ff8069b058b (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_13
00007ff8069af3e6 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_14
00007ff8069b0570 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_15
00007ff8069af45e (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_16
00007ff8069b04f0 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_17
00007ff8069af4d6 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_18
00007ff8069b0496 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_19
00007ff8069a490b (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_2
00007ff8069af54e (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_20
00007ff8069b043c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_21
00007ff8069af834 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_22
00007ff8069af8d3 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_23
00007ff8069af990 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_24
00007ff8069afc76 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_25
00007ff8069b037d (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_26
00007ff8069a4441 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_3
00007ff806996c34 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_4
00007ff806996e8b (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_5
00007ff8069ae33b (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_6
00007ff8069aec44 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_7
00007ff8069aec5d (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_8
00007ff8069aec76 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_9
00007ff8069abb5d (__TEXT,__text) non-external ___sb_transform_eliminate_dead_code_profile_block_invoke
00007ff8069adc90 (__TEXT,__text) non-external ___sb_transform_resolve_jumps_policy_block_invoke
00007ff8069ac758 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke
00007ff8069ac7ad (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke_2
00007ff8069ac6d0 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke
00007ff8069ac729 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke_2
00007ff8069b03ff (__TEXT,__text) non-external ___sbpl_filter_eqv_block_invoke
00007ff8069b03c6 (__TEXT,__text) non-external ___sbpl_operation_eqv_block_invoke
00007ff8069b2a44 (__TEXT,__text) non-external ___select_bitmask_conditions_block_invoke
00007ff8069b2e8c (__TEXT,__text) non-external ___should_preserve_condition_block_invoke
                 (undefined) external ___srget (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stdinp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
00007ff8069b2c7b (__TEXT,__text) non-external ___synthesize_bitmasks_for_disjoint_conditions_block_invoke
00007ff8069b315f (__TEXT,__text) non-external ___synthesize_bitmasks_for_policy_block_invoke
00007ff8069b30ec (__TEXT,__text) non-external ___synthesize_bitmasks_multiple_block_invoke
00007ff8069ac85e (__TEXT,__text) non-external ___synthesize_logical_conditions_policy_block_invoke
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
00007ff8069ab6d4 (__TEXT,__text) non-external ___visit_instructions_in_policy_block_invoke
00007ff80698fdaa (__TEXT,__text) non-external ___xpc2sc_block_invoke
00007ff8439ef260 (__DATA,__data) non-external __address_family_aliases_
00007ff8069a48d9 (__TEXT,__text) non-external __buffer_close
00007ff8069a4844 (__TEXT,__text) non-external __buffer_read
00007ff8069a47e8 (__TEXT,__text) non-external __buffer_seek
00007ff8069954c0 (__TEXT,__text) non-external __calculate_graft_position
00007ff8069ac1eb (__TEXT,__text) non-external __condition_list_diff
00007ff8439f8410 (__DATA,__data) non-external __csop_aliases_
00007ff8439f2d10 (__DATA,__data) non-external __csr_aliases_
00007ff80698f71d (__TEXT,__text) non-external __define_list
00007ff80698f966 (__TEXT,__text) non-external __define_symbol
00007ff8439f8b10 (__DATA,__data) non-external __errno_value_aliases_
00007ff8439f6dd0 (__DATA,__data) non-external __fcntl_command_aliases_
00007ff806995a78 (__TEXT,__text) non-external __flatten
00007ff8069a3958 (__TEXT,__text) non-external __free_error_pool
00007ff8439ef5f0 (__DATA,__data) non-external __fsctl_command_aliases_
00007ff8439f2df0 (__DATA,__data) non-external __host_special_port_aliases_
00007ff8439f04f0 (__DATA,__data) non-external __ioctl_command_aliases_
00007ff8439f8880 (__DATA,__data) non-external __iopolicy_policy_aliases_
00007ff8439f8840 (__DATA,__data) non-external __iopolicy_scope_aliases_
00007ff8439f8740 (__DATA,__data) non-external __iopolicy_type_aliases_
00007ff8439f8540 (__DATA,__data) non-external __kas_info_aliases_
00007ff8439f8590 (__DATA,__data) non-external __mach_exception_behavior_aliases_
00007ff8439f85f0 (__DATA,__data) non-external __mach_exception_type_aliases_
00007ff8439f5410 (__DATA,__data) non-external __machtrap_aliases_
00007ff80698f7de (__TEXT,__text) non-external __make_list_v
00007ff8069a4b5a (__TEXT,__text) non-external __mbuf_close
00007ff8069accb3 (__TEXT,__text) non-external __mbuf_read
00007ff8069acd86 (__TEXT,__text) non-external __mbuf_seek
00007ff8069a4adc (__TEXT,__text) non-external __mbuf_write
00007ff8439f80f0 (__DATA,__data) non-external __memorystatus_control_cmd_aliases_
00007ff8439f5800 (__DATA,__data) non-external __mig_routine_aliases_
00007ff8439f7ef0 (__DATA,__data) non-external __necp_client_action_aliases_
00007ff8069a0c5e (__TEXT,__text) non-external __order
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00007ff80698fe87 (__TEXT,__text) non-external __parse_file
00007ff8439f36c0 (__DATA,__data) non-external __persona_aliases_
00007ff8069a9f9c (__TEXT,__text) non-external __prepare_instructions
00007ff8439f2880 (__DATA,__data) non-external __privilege_aliases_
00007ff8069a3553 (__TEXT,__text) non-external __push_match_byteset_instr
00007ff80698c6a4 (__TEXT,__text) non-external __s_return
                 (undefined) external __sandbox_enter_notify_libxpc (from libSystem)
00007ff80699ee0a (__TEXT,__text) non-external __sb_condition_list_remove_index
00007ff806992d1f (__TEXT,__text) non-external __sb_condition_pattern_of_type
00007ff8069a23cb (__TEXT,__text) non-external __sb_condition_traverse_filters
00007ff8069a7f01 (__TEXT,__text) non-external __sb_fsa_disjunction
00007ff806994f59 (__TEXT,__text) non-external __sb_fsa_iterate_disjuncts
00007ff8069a7cff (__TEXT,__text) non-external __sb_fsa_recognizer_terminal
00007ff80699a0dd (__TEXT,__text) non-external __sb_fsa_serialize
00007ff8069abf2b (__TEXT,__text) non-external __sb_instr_error_with_formatv
00007ff806999954 (__TEXT,__text) non-external __sb_pattern_is_literal
00007ff8069a7b9d (__TEXT,__text) non-external __sb_realloc_vector_typed
00007ff8069b217b (__TEXT,__text) non-external __sb_textbuf_with_string_transfer_with_length
00007ff806999cb4 (__TEXT,__text) non-external __sb_value_is_equivalent
00007ff8069aaf28 (__TEXT,__text) non-external __sb_value_matches_subset
00007ff8069acbec (__TEXT,__text) non-external __set_modifier_string
00007ff8439f2fc0 (__DATA,__data) non-external __signal_aliases_
00007ff8439f72e0 (__DATA,__data) non-external __socket_option_level_aliases_
00007ff8439f7980 (__DATA,__data) non-external __socket_option_name_aliases_
00007ff8439ef520 (__DATA,__data) non-external __socket_type_aliases_
00007ff8439f3740 (__DATA,__data) non-external __syscall_aliases_
00007ff8439f8370 (__DATA,__data) non-external __task_special_port_aliases_
00007ff8439f33e0 (__DATA,__data) non-external __usb_interface_class_aliases_
00007ff8439f34f0 (__DATA,__data) non-external __usb_interface_subclass_aliases_
                 (undefined) external __xpc_type_array (from libSystem)
                 (undefined) external __xpc_type_bool (from libSystem)
                 (undefined) external __xpc_type_dictionary (from libSystem)
                 (undefined) external __xpc_type_int64 (from libSystem)
                 (undefined) external __xpc_type_null (from libSystem)
                 (undefined) external __xpc_type_string (from libSystem)
                 (undefined) external __xpc_type_uint64 (from libSystem)
                 (undefined) external __xpc_type_uuid (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ff806996e06 (__TEXT,__text) non-external _all_args_pass_test
00007ff806988d6e (__TEXT,__text) non-external _alloc_cellseg
00007ff806998611 (__TEXT,__text) non-external _alloc_literal
00007ff8069917aa (__TEXT,__text) non-external _arg_is_condition
00007ff8069b050b (__TEXT,__text) non-external _arg_is_message_filter
00007ff806996ec7 (__TEXT,__text) non-external _arg_is_modifier
00007ff80699181a (__TEXT,__text) non-external _arg_is_operation
                 (undefined) external _asprintf (from libSystem)
00007ff806993420 (__TEXT,__text) non-external _assert_is_mutable
00007ff8069ab55c (__TEXT,__text) non-external _assert_is_mutable.361
00007ff8069a57f5 (__TEXT,__text) non-external _atom2str
00007ff8069b392f (__TEXT,__text) non-external _atom2str.cold.1
00007ff8069b3952 (__TEXT,__text) non-external _atom2str.cold.2
00007ff8069b3975 (__TEXT,__text) non-external _atom2str.cold.3
00007ff8069b3998 (__TEXT,__text) non-external _atom2str.cold.4
00007ff8069b39bb (__TEXT,__text) non-external _atom2str.cold.5
00007ff8069b39de (__TEXT,__text) non-external _atom2str.cold.6
00007ff8069b3a01 (__TEXT,__text) non-external _atom2str.cold.7
00007ff8069b3a24 (__TEXT,__text) non-external _atom2str.cold.8
00007ff80698b323 (__TEXT,__text) non-external _backchar
00007ff8069907f5 (__TEXT,__text) non-external _backtrace_pop
00007ff8069b38a3 (__TEXT,__text) non-external _backtrace_pop.cold.1
00007ff8069898e2 (__TEXT,__text) non-external _backtrace_push
00007ff8069a83e4 (__TEXT,__text) non-external _bitmask_extend
                 (undefined) external _bootstrap_look_up (from libSystem)
                 (undefined) external _bootstrap_port (from libSystem)
00007ff80699d50e (__TEXT,__text) non-external _can_combine_conjunction
00007ff80699d49b (__TEXT,__text) non-external _can_combine_disjunction
00007ff80699e748 (__TEXT,__text) non-external _candidate_list_lookup
00007ff80699f14c (__TEXT,__text) non-external _candidate_list_remove
00007ff8069a1b34 (__TEXT,__text) non-external _candidate_set_release
00007ff80699170a (__TEXT,__text) non-external _car
00007ff806991759 (__TEXT,__text) non-external _cdr
00007ff8069a2199 (__TEXT,__text) non-external _check_dependencies
00007ff8069ad4c8 (__TEXT,__text) non-external _check_instruction
00007ff8069ad5bf (__TEXT,__text) non-external _check_policy
                 (undefined) external _clearerr (from libSystem)
00007ff8069b1d67 (__TEXT,__text) non-external _collect_filters_into_syscallmask
00007ff806985ae9 (__TEXT,__text) non-external _compile
00007ff8069924b4 (__TEXT,__text) non-external _compute_cost_estimate
00007ff806992258 (__TEXT,__text) non-external _compute_hash
00007ff8069aad64 (__TEXT,__text) non-external _compute_hash.274
00007ff806995f37 (__TEXT,__text) non-external _condition_free_callback
00007ff8069adb92 (__TEXT,__text) non-external _condition_has_nested_condition_list
00007ff8069a13ed (__TEXT,__text) non-external _condition_with_patterns_combined
00007ff8069a72f5 (__TEXT,__text) non-external _connect_to_sandboxd_and_call
00007ff806998cca (__TEXT,__text) non-external _construct_automaton
00007ff8069a1c3c (__TEXT,__text) non-external _create_pattern_disjunctions
00007ff80699db7f (__TEXT,__text) non-external _cse
00007ff80699de95 (__TEXT,__text) non-external _cse_inferior_list
00007ff80699dd45 (__TEXT,__text) non-external _cse_multiple
