00007ff841e9f718 (__DATA,__data) non-external _C
00007ff8002d873d (__TEXT,__text) external _asxprintf
00007ff8002d8fa4 (__TEXT,__text) external _asxprintf_exec
00007ff8002c1d17 (__TEXT,__text) external _atexit
00007ff8002c3e26 (__TEXT,__text) external _atexit_b
00007ff843a39b08 (__DATA_DIRTY,__data) non-external _atexit_mutex
00007ff80029c9d7 (__TEXT,__text) non-external _atexit_register
00007ff800316e13 (__TEXT,__text) non-external _atexit_register.cold.1
00007ff8002cf020 (__TEXT,__text) external _atof
00007ff8002bcd18 (__TEXT,__text) external _atof_l
00007ff8002a5088 (__TEXT,__text) external _atoi
00007ff800302dfa (__TEXT,__text) external _atoi_l
00007ff8002aee3d (__TEXT,__text) external _atol
00007ff800302e0e (__TEXT,__text) external _atol_l
00007ff8002a6725 (__TEXT,__text) external _atoll
00007ff800302e22 (__TEXT,__text) external _atoll_l
00007ff8002a6240 (__TEXT,__text) external _backtrace
00007ff8002d06cc (__TEXT,__text) external _backtrace_async
00007ff8002d0731 (__TEXT,__text) external _backtrace_from_fp
00007ff8002ae9ad (__TEXT,__text) external _backtrace_image_offsets
00007ff8002ad0dc (__TEXT,__text) external _backtrace_symbols
00007ff8002d078b (__TEXT,__text) external _backtrace_symbols_fd
00007ff8002ae95a (__TEXT,__text) external _basename
00007ff843a39c50 (__DATA_DIRTY,__bss) non-external _basename.bname
00007ff8002ae242 (__TEXT,__text) external _basename_r
                 (indirect) external _bcmp (for __platform_memcmp)
00007ff80029691e (__TEXT,__text) external _bcopy
00007ff800318d10 (__TEXT,__const) non-external _blanks
00007ff800318de0 (__TEXT,__const) non-external _blanks
00007ff841e9fbb0 (__DATA,__data) non-external _blanks
                 (undefined) external _bootstrap_parent (from libxpc)
                 (undefined) external _bootstrap_port (from libsystem_kernel)
00007ff8002d2bf8 (__TEXT,__text) non-external _both_ftw
00007ff8003148bc (__TEXT,__text) non-external _both_ftw
00007ff841ea16f8 (__DATA,__bss) non-external _brapreg
00007ff8002d0510 (__TEXT,__text) external _brk
00007ff8002d0528 (__TEXT,__text) external _bsd_signal
00007ff80029e9b3 (__TEXT,__text) external _bsearch
00007ff8002a7d00 (__TEXT,__text) external _bsearch_b
00007ff8002ddd80 (__TEXT,__text) non-external _bt_broot
00007ff8002ddade (__TEXT,__text) non-external _bt_page
00007ff8002ddec1 (__TEXT,__text) non-external _bt_preserve
00007ff8002ddf01 (__TEXT,__text) non-external _bt_psplit
00007ff8002dda04 (__TEXT,__text) non-external _bt_root
00007ff8002ddc7f (__TEXT,__text) non-external _bt_rroot
00007ff8002cf90b (__TEXT,__text) external _btowc
00007ff8002cf933 (__TEXT,__text) external _btowc_l
00007ff841ea21c0 (__DATA,__bss) non-external _buf_asctime
00007ff8002f650c (__TEXT,__text) non-external _build_arg_table
                 (indirect) external _bzero (for __platform_bzero)
00007ff800317aa8 (__TEXT,__const) non-external (was a private external) _cVersionNumber
00007ff800317a80 (__TEXT,__const) non-external (was a private external) _cVersionString
                 (undefined) external _calloc (from libsystem_malloc)
00007ff8002f360c (__TEXT,__text) external _catclose
00007ff840026e90 (__DATA_CONST,__const) non-external _categories
00007ff8002f330f (__TEXT,__text) external _catgets
00007ff8002f2bdb (__TEXT,__text) external _catopen
                 (undefined) external _ccrng (from libcorecrypto)
                 (undefined) external _ccrng_uniform (from libcorecrypto)
00007ff8002ea368 (__TEXT,__text) external _cfgetispeed
00007ff8002bcda6 (__TEXT,__text) external _cfgetospeed
00007ff8002ea39a (__TEXT,__text) external _cfmakeraw
00007ff8002ea37e (__TEXT,__text) external _cfsetispeed
00007ff8002ea372 (__TEXT,__text) external _cfsetospeed
00007ff8002ea38a (__TEXT,__text) external _cfsetspeed
00007ff8002e7477 (__TEXT,__text) external _cgetcap
00007ff8002e7d5f (__TEXT,__text) external _cgetclose
00007ff8002e74ee (__TEXT,__text) external _cgetent
00007ff8002e7d0e (__TEXT,__text) external _cgetfirst
00007ff8002e7cb6 (__TEXT,__text) external _cgetmatch
00007ff8002e7d9c (__TEXT,__text) external _cgetnext
00007ff8002e8476 (__TEXT,__text) external _cgetnum
00007ff8002e73f8 (__TEXT,__text) external _cgetset
00007ff8002e8142 (__TEXT,__text) external _cgetstr
00007ff8002e8398 (__TEXT,__text) external _cgetustr
00007ff8002ebdb5 (__TEXT,__text) non-external _chainsearch
00007ff8003189e0 (__TEXT,__const) non-external _char_shell
                 (undefined) external _chdir (from libsystem_kernel)
00007ff8002c5de0 (__TEXT,__text) non-external _check_env_var
                 (undefined) external _chflags (from libsystem_kernel)
00007ff8002b0d60 (__TEXT,__text) non-external _chmodx1
00007ff8002b0d39 (__TEXT,__text) external _chmodx_np
00007ff8002b0f72 (__TEXT,__text) non-external _chmodx_syscall
00007ff8002f377f (__TEXT,__text) external _clearerr
00007ff8002f379f (__TEXT,__text) external _clearerr_unlocked
00007ff8002c1cc5 (__TEXT,__text) external _clock
                 (undefined) external _clock_get_time (from libsystem_kernel)
00007ff8002d03b8 (__TEXT,__text) external _clock_getres
00007ff8002a694e (__TEXT,__text) external _clock_gettime
00007ff8002966c4 (__TEXT,__text) external _clock_gettime_nsec_np
00007ff843a3b4b4 (__DATA_DIRTY,__common) external _clock_port
00007ff843a3b4b0 (__DATA_DIRTY,__common) external _clock_sem
00007ff8002d0432 (__TEXT,__text) external _clock_settime
                 (undefined) external _close$NOCANCEL (from libsystem_kernel)
00007ff8002afd9a (__TEXT,__text) non-external _close_directory
00007ff8003145a2 (__TEXT,__text) non-external _close_directory
00007ff80029d171 (__TEXT,__text) external _closedir
00007ff840027430 (__DATA_CONST,__const) non-external _cnames
00007ff8002dff36 (__TEXT,__text) non-external _collect_data
00007ff8002e00fc (__TEXT,__text) non-external _collect_key
00007ff800319030 (__TEXT,__const) non-external _command_substitution_str
00007ff8002c5c3a (__TEXT,__text) external _compat_mode
00007ff80029c5c8 (__TEXT,__text) external _confstr
00007ff841ea15b8 (__DATA,__bss) non-external _constdatablock
00007ff8002d8cfb (__TEXT,__text) external _copy_printf_domain
00007ff8002c9274 (__TEXT,__text) external _creat
00007ff8002da75c (__TEXT,__text) external _creat$NOCANCEL
00007ff8002d08ba (__TEXT,__text) external _crypt
00007ff841ea15a0 (__DATA,__bss) non-external _cryptresult
00007ff8002e5810 (__TEXT,__text) external _ctermid
00007ff841e9f778 (__DATA,__data) non-external _ctermid.def
00007ff8002e5839 (__TEXT,__text) external _ctermid_r
00007ff8002c6c4c (__TEXT,__text) external _ctime
00007ff8002bb147 (__TEXT,__text) external _ctime_r
00007ff841e9f8c0 (__DATA,__data) non-external _current_categories
00007ff8002bcdb0 (__TEXT,__text) non-external _currentlocale
00007ff841ea2100 (__DATA,__bss) non-external _currentlocale.current_locale_string
00007ff841ea1758 (__DATA,__bss) non-external _curshell
00007ff800310d54 (__TEXT,__text) external _daemon
00007ff8002e585a (__TEXT,__text) external _daemon$1050
00007ff841e9fa78 (__DATA,__data) non-external _dash_prefix
00007ff843a3b4d0 (__DATA_DIRTY,__common) external _daylight
00007ff8002e1f66 (__TEXT,__text) external _dbm_clearerr
00007ff8002e1e28 (__TEXT,__text) external _dbm_close
00007ff8002e1efc (__TEXT,__text) external _dbm_delete
00007ff8002e1f7c (__TEXT,__text) external _dbm_dirfno
00007ff8002e1f56 (__TEXT,__text) external _dbm_error
00007ff8002e1e30 (__TEXT,__text) external _dbm_fetch
00007ff8002e1e6c (__TEXT,__text) external _dbm_firstkey
00007ff8002e1eb8 (__TEXT,__text) external _dbm_nextkey
00007ff8002e1d5b (__TEXT,__text) external _dbm_open
00007ff8002e1f21 (__TEXT,__text) external _dbm_store
00007ff8002de5aa (__TEXT,__text) external _dbopen
00007ff841ea1e28 (__DATA,__bss) non-external _dbp
00007ff841ea1718 (__DATA,__bss) non-external _decpreg
00007ff8003191a0 (__TEXT,__const) non-external _degrees
00007ff8002cda47 (__TEXT,__text) external _devname
00007ff841ea1678 (__DATA,__bss) non-external _devname.buf
00007ff8002cda93 (__TEXT,__text) external _devname_r
00007ff8002c822f (__TEXT,__text) external _difftime
00007ff8002d5109 (__TEXT,__text) external _digittoint
00007ff8002d5381 (__TEXT,__text) external _digittoint_l
00007ff8002c8948 (__TEXT,__text) external _dirfd
00007ff8002ca4af (__TEXT,__text) external _dirname
00007ff841ea1db0 (__DATA,__bss) non-external _dirname.dname
00007ff8002c18cc (__TEXT,__text) external _dirname_r
                 (undefined) external _dispatch_get_global_queue (from libdispatch)
                 (undefined) external _dispatch_group_async_f (from libdispatch)
                 (undefined) external _dispatch_group_create (from libdispatch)
                 (undefined) external _dispatch_group_wait (from libdispatch)
                 (undefined) external _dispatch_release (from libdispatch)
00007ff8002c5c0c (__TEXT,__text) external _div
00007ff841e9f600 (__DATA,__data) non-external _dktypenames
                 (undefined) external _dladdr (from libdyld)
                 (undefined) external _dlopen (from libdyld)
                 (undefined) external _dlsym (from libdyld)
00007ff8002eb3d3 (__TEXT,__text) non-external _do_hvis
00007ff8002eb4c7 (__TEXT,__text) non-external _do_mvis
00007ff8002c02e6 (__TEXT,__text) non-external _do_svis
00007ff8002e3c18 (__TEXT,__text) non-external _dorounding
00007ff8002c93c9 (__TEXT,__text) external _dprintf
00007ff8002f37a9 (__TEXT,__text) external _dprintf_l
00007ff8002c4791 (__TEXT,__text) external _drand48
                 (undefined) external _dup2 (from libsystem_kernel)
00007ff8002adae4 (__TEXT,__text) external _duplocale
00007ff8002d87dd (__TEXT,__text) external _dxprintf
00007ff8002d904e (__TEXT,__text) external _dxprintf_exec
                 (undefined) external _dyld_get_active_platform (from libdyld)
                 (undefined) external _dyld_image_header_containing_address (from libdyld)
                 (undefined) external _dyld_sdk_at_least (from libdyld)
00007ff800306dea (__TEXT,__text) external _ecvt
00007ff841ea1f10 (__DATA,__bss) non-external _empty
00007ff841ea1f20 (__DATA,__bss) non-external _empty
00007ff841ea1f34 (__DATA,__bss) non-external _empty
00007ff8002d1553 (__TEXT,__text) external _encrypt
00007ff8002d4018 (__TEXT,__text) non-external _end_asl
00007ff8002d4048 (__TEXT,__text) non-external _end_file
00007ff841e9fab8 (__DATA,__data) non-external _end_ptr
00007ff8002d2827 (__TEXT,__text) external _endttyent
00007ff8002d2b28 (__TEXT,__text) external _endusershell
00007ff80030bad6 (__TEXT,__text) external _endutxent
00007ff8002d3ea0 (__TEXT,__text) external _endutxent_wtmp
00007ff800302e36 (__TEXT,__text) external _environ_lock_np
00007ff843a39c08 (__DATA_DIRTY,__bss) non-external _environ_pointer
00007ff800302e4c (__TEXT,__text) external _environ_unlock_np
00007ff8002a4316 (__TEXT,__text) non-external _eofread
00007ff8002ff825 (__TEXT,__text) non-external _eofread
00007ff8002e59ca (__TEXT,__text) external _erand48
00007ff800315fbe (__TEXT,__text) external _err
00007ff8002e88c6 (__TEXT,__text) non-external _err_aborted
00007ff800311fa1 (__TEXT,__text) non-external _err_aborted
00007ff8002e5bbc (__TEXT,__text) external _err_set_exit
00007ff8002e5bf8 (__TEXT,__text) external _err_set_exit_b
00007ff8002e5ba0 (__TEXT,__text) external _err_set_file
00007ff800316142 (__TEXT,__text) external _errc
00007ff8003161ac (__TEXT,__text) external _errx
00007ff800318590 (__TEXT,__const) non-external _escape
00007ff8002e5c40 (__TEXT,__text) external _execl
00007ff8002e5d81 (__TEXT,__text) external _execle
00007ff8002e5ed4 (__TEXT,__text) external _execlp
00007ff8002e6057 (__TEXT,__text) external _execv
00007ff8002e608c (__TEXT,__text) external _execvP
00007ff8002e60c5 (__TEXT,__text) non-external _execvPe
                 (undefined) external _execve (from libsystem_kernel)
00007ff8002e6007 (__TEXT,__text) external _execvp
00007ff8002c3ac6 (__TEXT,__text) external _exit
00007ff8002f3e13 (__TEXT,__text) external _f_prealloc
                 (undefined) external _fchdir (from libsystem_kernel)
                 (undefined) external _fchmodat (from libsystem_kernel)
00007ff8002b100b (__TEXT,__text) external _fchmodx_np
00007ff8002b1031 (__TEXT,__text) non-external _fchmodx_syscall
00007ff8002ba884 (__TEXT,__text) external _fclose
                 (undefined) external _fcntl$NOCANCEL (from libsystem_kernel)
00007ff800306fac (__TEXT,__text) external _fcvt
00007ff8002c566e (__TEXT,__text) external _fdopen
00007ff8002bd865 (__TEXT,__text) external _fdopen$DARWIN_EXTSN
00007ff800312093 (__TEXT,__text) external _fdopendir
00007ff8002c55ec (__TEXT,__text) external _fdopendir$INODE64
                 (undefined) external _fegetenv (from libsystem_m)
00007ff8002cf1fa (__TEXT,__text) external _feof
00007ff8002f383f (__TEXT,__text) external _feof_unlocked
00007ff8002c834a (__TEXT,__text) external _ferror
00007ff8002f384e (__TEXT,__text) external _ferror_unlocked
                 (undefined) external _fesetenv (from libsystem_m)
00007ff8002e1cea (__TEXT,__text) non-external _fetch_bitmap
00007ff8002d30db (__TEXT,__text) external _fflagstostr
00007ff8002a7d76 (__TEXT,__text) external _fflush
                 (undefined) external _ffsctl (from libsystem_kernel)
00007ff8002c8969 (__TEXT,__text) external _fgetc
00007ff8002cce8d (__TEXT,__text) external _fgetln
00007ff8002f3887 (__TEXT,__text) external _fgetpos
00007ff8002d9ccd (__TEXT,__text) external _fgetrune
00007ff841ea1d8c (__DATA,__bss) non-external _fgetrune.warn_depreciated
00007ff8002ba75d (__TEXT,__text) external _fgets
00007ff8002f38ac (__TEXT,__text) external _fgetwc
00007ff8002f39ce (__TEXT,__text) external _fgetwc_l
00007ff8002f3af0 (__TEXT,__text) external _fgetwln
00007ff8002f3a39 (__TEXT,__text) external _fgetwln_l
00007ff8002f3cc6 (__TEXT,__text) external _fgetws
00007ff8002f3b18 (__TEXT,__text) external _fgetws_l
00007ff843a39988 (__DATA_DIRTY,__data) non-external _filelist_lock
00007ff8002ae8dc (__TEXT,__text) external _fileno
00007ff8002f3cee (__TEXT,__text) external _fileno_unlocked
00007ff8002a5eb5 (__TEXT,__text) non-external _filesec_discard_aclbuf
00007ff8002b0cab (__TEXT,__text) external _filesec_dup
00007ff8002a6205 (__TEXT,__text) external _filesec_free
00007ff8002a5ee8 (__TEXT,__text) external _filesec_get_property
00007ff8002a5ca0 (__TEXT,__text) external _filesec_init
00007ff8002d1cc4 (__TEXT,__text) external _filesec_query_property
00007ff8002a5cbc (__TEXT,__text) external _filesec_set_property
00007ff8002cf5ac (__TEXT,__text) external _filesec_unset_property
00007ff8002aea82 (__TEXT,__text) non-external _find_temp_path
00007ff8002c3814 (__TEXT,__text) non-external _first_wday_of
00007ff8002a7db1 (__TEXT,__text) external _flockfile
                 (undefined) external _flsl (from libsystem_platform)
00007ff8002df346 (__TEXT,__text) non-external _flush_meta
00007ff80030b172 (__TEXT,__text) non-external _flush_queues
00007ff8003020fa (__TEXT,__text) external _fmemopen
00007ff800302384 (__TEXT,__text) non-external _fmemopen_close
00007ff80030226f (__TEXT,__text) non-external _fmemopen_read
00007ff80030232a (__TEXT,__text) non-external _fmemopen_seek
00007ff8003022b9 (__TEXT,__text) non-external _fmemopen_write
00007ff840027010 (__DATA_CONST,__const) non-external _fmt_padding
00007ff8002c5078 (__TEXT,__text) external _fmtcheck
00007ff8002e63d0 (__TEXT,__text) external _fmtmsg
00007ff8002c6293 (__TEXT,__text) external _fnmatch
00007ff8002a827f (__TEXT,__text) external _fopen
00007ff800310c19 (__TEXT,__text) external _fopen$DARWIN_EXTSN
00007ff8002bf6a1 (__TEXT,__text) external _fork
00007ff8002bf3ad (__TEXT,__text) external _forkpty
00007ff8002ccbb8 (__TEXT,__text) external _fparseln
00007ff800317f5c (__TEXT,__const) non-external _fparseln.dstr
00007ff8002a9e05 (__TEXT,__text) external _fprintf
00007ff8002f3e73 (__TEXT,__text) external _fprintf_l
00007ff841e9faa8 (__DATA,__data) non-external _fptr
00007ff8002f3f09 (__TEXT,__text) external _fpurge
00007ff8002ce0d7 (__TEXT,__text) external _fputc
00007ff8002d9e52 (__TEXT,__text) external _fputrune
00007ff841ea1d94 (__DATA,__bss) non-external _fputrune.warn_depreciated
00007ff8002c8773 (__TEXT,__text) external _fputs
00007ff8002f404f (__TEXT,__text) external _fputwc
00007ff8002f40b5 (__TEXT,__text) external _fputwc_l
00007ff8002f4277 (__TEXT,__text) external _fputws
00007ff8002f4128 (__TEXT,__text) external _fputws_l
00007ff8002ae83a (__TEXT,__text) external _fread
                 (undefined) external _free (from libsystem_malloc)
00007ff8002d8af5 (__TEXT,__text) external _free_printf_comp
00007ff8002d8d9c (__TEXT,__text) external _free_printf_domain
                 (undefined) external _freeifaddrs (from libsystem_info)
00007ff8002adfdc (__TEXT,__text) external _freelocale
00007ff8002f4435 (__TEXT,__text) external _freopen
00007ff8002f4742 (__TEXT,__text) external _fscanf
00007ff8002f482c (__TEXT,__text) external _fscanf_l
                 (undefined) external _fsctl (from libsystem_kernel)
00007ff8002ae2ec (__TEXT,__text) external _fseek
00007ff8002ae35a (__TEXT,__text) external _fseeko
00007ff8002f4926 (__TEXT,__text) external _fsetpos
                 (undefined) external _fstat (from libsystem_kernel)
                 (undefined) external _fstat$INODE64 (from libsystem_kernel)
                 (undefined) external _fstatat (from libsystem_kernel)
                 (undefined) external _fstatat$INODE64 (from libsystem_kernel)
                 (undefined) external _fstatfs (from libsystem_kernel)
                 (undefined) external _fstatfs$INODE64 (from libsystem_kernel)
00007ff8002d0604 (__TEXT,__text) external _fstatvfs
00007ff8002d9c11 (__TEXT,__text) external _fstatx64_np
00007ff800314f24 (__TEXT,__text) external _fstatx_np
00007ff8002b0fc6 (__TEXT,__text) external _fstatx_np$INODE64
00007ff8002b0fff (__TEXT,__text) non-external _fstatx_syscall
00007ff800314f5d (__TEXT,__text) non-external _fstatx_syscall
00007ff841e9f660 (__DATA,__data) non-external _fstypenames
                 (undefined) external _fsync$NOCANCEL (from libsystem_kernel)
00007ff8002da605 (__TEXT,__text) external _fsync_volume_np
00007ff8002ae881 (__TEXT,__text) external _ftell
00007ff8002ae6c3 (__TEXT,__text) external _ftello
00007ff800300032 (__TEXT,__text) external _ftime
00007ff8002e71d0 (__TEXT,__text) external _ftok
                 (undefined) external _ftruncate (from libsystem_kernel)
00007ff8002f36b7 (__TEXT,__text) external _ftrylockfile
00007ff8002a95b4 (__TEXT,__text) non-external _fts_alloc
00007ff800314434 (__TEXT,__text) non-external _fts_alloc
00007ff8002aef1c (__TEXT,__text) non-external _fts_build
00007ff8003135dc (__TEXT,__text) non-external _fts_build
00007ff80031549b (__TEXT,__text) non-external _fts_build.cold.1
00007ff800317381 (__TEXT,__text) non-external _fts_build.cold.1
00007ff8003154b0 (__TEXT,__text) non-external _fts_build.cold.2
00007ff800317396 (__TEXT,__text) non-external _fts_build.cold.2
00007ff8003154c5 (__TEXT,__text) non-external _fts_build.cold.3
00007ff8003173ab (__TEXT,__text) non-external _fts_build.cold.3
00007ff8003154da (__TEXT,__text) non-external _fts_build.cold.4
00007ff8003173c0 (__TEXT,__text) non-external _fts_build.cold.4
00007ff8003154ef (__TEXT,__text) non-external _fts_build.cold.5
00007ff8003173d5 (__TEXT,__text) non-external _fts_build.cold.5
00007ff800315504 (__TEXT,__text) non-external _fts_build.cold.6
00007ff8003173ea (__TEXT,__text) non-external _fts_build.cold.6
00007ff800314283 (__TEXT,__text) external _fts_children
00007ff8002d1dcf (__TEXT,__text) external _fts_children$INODE64
00007ff800312eca (__TEXT,__text) external _fts_close
00007ff8002a9cfa (__TEXT,__text) external _fts_close$INODE64
00007ff800312b68 (__TEXT,__text) external _fts_open
00007ff8002a9274 (__TEXT,__text) external _fts_open$INODE64
00007ff800312e3b (__TEXT,__text) external _fts_open_b
00007ff8002d1d3f (__TEXT,__text) external _fts_open_b$INODE64
00007ff8002a9548 (__TEXT,__text) non-external _fts_palloc
00007ff8003143c8 (__TEXT,__text) non-external _fts_palloc
00007ff800312fd5 (__TEXT,__text) external _fts_read
00007ff8002a9839 (__TEXT,__text) external _fts_read$INODE64
00007ff8002afc51 (__TEXT,__text) non-external _fts_safe_changedir
00007ff800313495 (__TEXT,__text) non-external _fts_safe_changedir
00007ff800314260 (__TEXT,__text) external _fts_set
00007ff8002bc928 (__TEXT,__text) external _fts_set$INODE64
00007ff8002d1f17 (__TEXT,__text) non-external _fts_sort
00007ff8003144bb (__TEXT,__text) non-external _fts_sort
00007ff8002a963b (__TEXT,__text) non-external _fts_stat2
00007ff8003145eb (__TEXT,__text) non-external _fts_stat2
00007ff8003148a8 (__TEXT,__text) external _ftw
00007ff8002d2be4 (__TEXT,__text) external _ftw$INODE64
00007ff8002d9dc7 (__TEXT,__text) external _fungetrune
00007ff841ea1d90 (__DATA,__bss) non-external _fungetrune.warn_depreciated
00007ff8002a7f4e (__TEXT,__text) external _funlockfile
00007ff8002c1c25 (__TEXT,__text) external _funopen
00007ff8002f4935 (__TEXT,__text) external _fwide
00007ff8002f498c (__TEXT,__text) external _fwprintf
00007ff8002f4a4a (__TEXT,__text) external _fwprintf_l
00007ff8002bcb58 (__TEXT,__text) external _fwrite
00007ff8002f4ae0 (__TEXT,__text) external _fwscanf
00007ff8002f4b9e (__TEXT,__text) external _fwscanf_l
00007ff8002d887c (__TEXT,__text) external _fxprintf
00007ff8002d90f8 (__TEXT,__text) external _fxprintf_exec
00007ff841e9f5b0 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ff800306fbb (__TEXT,__text) external _gcvt
00007ff8002ad085 (__TEXT,__text) non-external _gdtoa_freelist_free
00007ff843a39c38 (__DATA_DIRTY,__bss) non-external _gdtoa_tsd_key
00007ff843a394f8 (__DATA_DIRTY,__data) non-external _gdtoa_tsd_lock
00007ff8002d4083 (__TEXT,__text) non-external _get_asl
00007ff841ea1788 (__DATA,__bss) non-external _get_asl.utx
00007ff841ea1d4c (__DATA,__bss) non-external _get_clock.adjustment
00007ff841ea1d60 (__DATA,__bss) non-external _get_clock.clock_seq
00007ff841ea1d50 (__DATA,__bss) non-external _get_clock.last
00007ff8002d43bf (__TEXT,__text) non-external _get_file
00007ff841ea1a08 (__DATA,__bss) non-external _get_file.ux
00007ff8002c50ec (__TEXT,__text) non-external _get_next_format
00007ff8002c521a (__TEXT,__text) non-external _get_next_format_from_precision
00007ff8002c51c8 (__TEXT,__text) non-external _get_next_format_from_width
00007ff80030759e (__TEXT,__text) non-external _getargs
00007ff800308103 (__TEXT,__text) non-external _getargs
00007ff800308b7f (__TEXT,__text) non-external _getargs
                 (undefined) external _getattrlist (from libsystem_kernel)
                 (undefined) external _getattrlistbulk (from libsystem_kernel)
00007ff8002f1ced (__TEXT,__text) non-external _getbits
00007ff800318c4c (__TEXT,__const) non-external _getbits.digits
00007ff8002e7219 (__TEXT,__text) external _getbsize
00007ff841ea1df0 (__DATA,__bss) non-external _getbsize.header
00007ff8002cf04a (__TEXT,__text) external _getc
00007ff8002f4c34 (__TEXT,__text) external _getc_unlocked
00007ff8002f4c5a (__TEXT,__text) external _getchar
00007ff8002f4ca5 (__TEXT,__text) external _getchar_unlocked
00007ff8002c3ebc (__TEXT,__text) external _getcwd
00007ff8002d820c (__TEXT,__text) external _getdate
00007ff841ea1cf8 (__DATA,__bss) non-external _getdate.tm
00007ff841ea2484 (__DATA,__common) external _getdate_err
00007ff8002c83cb (__TEXT,__text) external _getdelim
                 (undefined) external _getdirentries (from libsystem_kernel)
00007ff8002d1662 (__TEXT,__text) external _getdiskbyname
00007ff841ea1680 (__DATA,__bss) non-external _getdiskbyname.dp
                 (undefined) external _getdtablesize (from libsystem_kernel)
00007ff8002e7513 (__TEXT,__text) non-external _getent
00007ff8002965e0 (__TEXT,__text) external _getenv
                 (undefined) external _geteuid (from libsystem_kernel)
                 (undefined) external _getfsstat (from libsystem_kernel)
                 (undefined) external _getfsstat$INODE64 (from libsystem_kernel)
                 (undefined) external _getfsstat64 (from libsystem_kernel)
                 (undefined) external _getgrgid (from libsystem_info)
                 (undefined) external _getgrnam (from libsystem_info)
                 (undefined) external _getgroupcount (from libsystem_info)
                 (undefined) external _getgrouplist (from libsystem_info)
00007ff800310cea (__TEXT,__text) external _getgroups$DARWIN_EXTSN
00007ff8002da76d (__TEXT,__text) external _gethostid
00007ff8002afff9 (__TEXT,__text) external _gethostname
                 (undefined) external _getifaddrs (from libsystem_info)
00007ff8002f2869 (__TEXT,__text) external _getipv4sourcefilter
00007ff80031685f (__TEXT,__text) non-external _getipv4sourcefilter.cold.1
00007ff800316882 (__TEXT,__text) non-external _getipv4sourcefilter.cold.2
00007ff8003168a5 (__TEXT,__text) non-external _getipv4sourcefilter.cold.3
00007ff8002d34f4 (__TEXT,__text) external _getlastlogx
00007ff8002d35c0 (__TEXT,__text) external _getlastlogxbyname
00007ff8002c83b9 (__TEXT,__text) external _getline
00007ff8002d1ffe (__TEXT,__text) external _getloadavg
00007ff8002ce540 (__TEXT,__text) external _getlogin
00007ff8002ce57a (__TEXT,__text) non-external _getlogin_basic
00007ff8002e850b (__TEXT,__text) external _getlogin_r
00007ff800310e62 (__TEXT,__text) external _getmntinfo
00007ff8002c9611 (__TEXT,__text) external _getmntinfo$INODE64
00007ff841ea1e38 (__DATA,__bss) non-external _getmntinfo$INODE64.vars
00007ff841ea2468 (__DATA,__bss) non-external _getmntinfo.vars
00007ff800309806 (__TEXT,__text) external _getmntinfo64
00007ff841ea2428 (__DATA,__bss) non-external _getmntinfo64.bufsize
00007ff841ea2418 (__DATA,__bss) non-external _getmntinfo64.mntbuf
00007ff841ea2420 (__DATA,__bss) non-external _getmntinfo64.mntsize
00007ff8002a4fb2 (__TEXT,__text) non-external _getmntinfo_internal
00007ff800310e88 (__TEXT,__text) non-external _getmntinfo_internal
00007ff800310f50 (__TEXT,__text) external _getmntinfo_r_np
00007ff8002a4f5a (__TEXT,__text) external _getmntinfo_r_np$INODE64
00007ff8002e9a30 (__TEXT,__text) external _getmode
00007ff80029ff2b (__TEXT,__text) non-external _getoffset
00007ff8002c4e58 (__TEXT,__text) external _getopt
00007ff841e9fa58 (__DATA,__data) non-external _getopt.place
00007ff8002c4826 (__TEXT,__text) non-external _getopt_internal
00007ff800316e34 (__TEXT,__text) non-external _getopt_internal.cold.1
00007ff841e9fa60 (__DATA,__data) non-external _getopt_internal.posixly_correct
00007ff8002c4816 (__TEXT,__text) external _getopt_long
00007ff8002cff18 (__TEXT,__text) external _getopt_long_only
00007ff8002a62af (__TEXT,__text) external _getpagesize
00007ff843a39c58 (__DATA_DIRTY,__bss) non-external _getpagesize.value
00007ff8002e98cd (__TEXT,__text) external _getpass
00007ff841ea1ed0 (__DATA,__bss) non-external _getpass.buf
00007ff8002e8571 (__TEXT,__text) external _getpeereid
                 (undefined) external _getpgrp (from libsystem_kernel)
                 (undefined) external _getpid (from libsystem_kernel)
                 (undefined) external _getpriority (from libsystem_kernel)
00007ff8002a507a (__TEXT,__text) external _getprogname
                 (undefined) external _getpwnam (from libsystem_info)
                 (undefined) external _getpwuid (from libsystem_info)
                 (undefined) external _getpwuid_r (from libsystem_info)
                 (undefined) external _getrlimit (from libsystem_kernel)
00007ff8002a016d (__TEXT,__text) non-external _getrule
                 (undefined) external _getrusage (from libsystem_kernel)
00007ff8002f4cd5 (__TEXT,__text) external _gets
00007ff800318c60 (__TEXT,__const) non-external _gets.w
00007ff841ea2180 (__DATA,__bss) non-external _gets.warned
00007ff80029ff6f (__TEXT,__text) non-external _getsecs
                 (undefined) external _getsectiondata (from libmacho)
                 (undefined) external _getsockopt (from libsystem_kernel)
00007ff8002f2a6c (__TEXT,__text) external _getsourcefilter
00007ff800302f56 (__TEXT,__text) external _getsubopt
00007ff80029eaa4 (__TEXT,__text) external _gettimeofday
00007ff841ea1d84 (__DATA,__bss) non-external _gettimeofday.cached_tz.0
00007ff841ea1d88 (__DATA,__bss) non-external _gettimeofday.cached_tz.1
00007ff841ea1d80 (__DATA,__bss) non-external _gettimeofday.validtz
