                 (undefined) external _AuthorizationCopyInfo (from Security)
                 (undefined) external _AuthorizationCopyRights (from Security)
                 (undefined) external _AuthorizationCreate (from Security)
                 (undefined) external _AuthorizationFree (from Security)
                 (undefined) external _AuthorizationFreeItemSet (from Security)
                 (undefined) external _CC_SHA1_Final (from libSystem)
                 (undefined) external _CC_SHA1_Init (from libSystem)
                 (undefined) external _CC_SHA1_Update (from libSystem)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithStream (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
00007ff812e0ab83 (__TEXT,__text) external _FSp_krb_get_svc_in_tkt
00007ff812e0b6bb (__TEXT,__text) external _krb5_auth_con_getrcache
00007ff812e01540 (__TEXT,__text) external _krb5_auth_con_getrecvsubkey
                 (undefined) external _krb5_auth_con_getremoteseqnumber (from Heimdal)
                 (indirect) external _krb5_auth_con_getremoteseqnumber (for _krb5_auth_con_getremoteseqnumber)
00007ff812e0b79f (__TEXT,__text) external _krb5_auth_con_getremotesubkey
00007ff812e0154b (__TEXT,__text) external _krb5_auth_con_getsendsubkey
                 (undefined) external _krb5_auth_con_init (from Heimdal)
                 (indirect) external _krb5_auth_con_init (for _krb5_auth_con_init)
00007ff812e01556 (__TEXT,__text) external _krb5_auth_con_initivector
00007ff812e0155e (__TEXT,__text) external _krb5_auth_con_set_checksum_func
00007ff812e0b60c (__TEXT,__text) external _krb5_auth_con_setaddrs
                 (undefined) external _krb5_auth_con_setflags (from Heimdal)
                 (indirect) external _krb5_auth_con_setflags (for _krb5_auth_con_setflags)
00007ff812e0b664 (__TEXT,__text) external _krb5_auth_con_setports
00007ff812e0b69e (__TEXT,__text) external _krb5_auth_con_setrcache
00007ff812e01566 (__TEXT,__text) external _krb5_auth_con_setrecvsubkey
00007ff812e0156e (__TEXT,__text) external _krb5_auth_con_setsendsubkey
00007ff812e01576 (__TEXT,__text) external _krb5_auth_con_setuseruserkey
00007ff812e0546f (__TEXT,__text) external _krb5_build_principal
00007ff812e0157e (__TEXT,__text) external _krb5_build_principal_alloc_va
00007ff812e0534e (__TEXT,__text) external _krb5_build_principal_ext
00007ff812e01589 (__TEXT,__text) external _krb5_build_principal_va
00007ff812e01594 (__TEXT,__text) external _krb5_c_block_size
00007ff812e0159c (__TEXT,__text) external _krb5_c_checksum_length
00007ff812e0c9d3 (__TEXT,__text) external _krb5_c_decrypt
00007ff812e0cae5 (__TEXT,__text) external _krb5_c_encrypt
00007ff812e0cc0b (__TEXT,__text) external _krb5_c_encrypt_length
00007ff812e015a4 (__TEXT,__text) external _krb5_c_enctype_compare
00007ff812e015ac (__TEXT,__text) external _krb5_c_free_state
00007ff812e015b4 (__TEXT,__text) external _krb5_c_init_state
00007ff812e015bc (__TEXT,__text) external _krb5_c_is_coll_proof_cksum
00007ff812e015c4 (__TEXT,__text) external _krb5_c_is_keyed_cksum
00007ff812e015cc (__TEXT,__text) external _krb5_c_keyed_checksum_types
00007ff812e015d4 (__TEXT,__text) external _krb5_c_make_checksum
00007ff812e015dc (__TEXT,__text) external _krb5_c_make_random_key
00007ff812e015e4 (__TEXT,__text) external _krb5_c_random_add_entropy
00007ff812e015ec (__TEXT,__text) external _krb5_c_random_make_octets
00007ff812e015f4 (__TEXT,__text) external _krb5_c_random_os_entropy
00007ff812e015fc (__TEXT,__text) external _krb5_c_random_seed
00007ff812e0c7ba (__TEXT,__text) external _krb5_c_string_to_key
00007ff812e01604 (__TEXT,__text) external _krb5_c_string_to_key_with_params
00007ff812e0160c (__TEXT,__text) external _krb5_c_valid_cksumtype
00007ff812e01614 (__TEXT,__text) external _krb5_c_valid_enctype
00007ff812e0161c (__TEXT,__text) external _krb5_c_verify_checksum
00007ff812e01624 (__TEXT,__text) external _krb5_calculate_checksum
00007ff812e0a444 (__TEXT,__text) external _krb5_cc_cache_match
00007ff812e0a357 (__TEXT,__text) external _krb5_cc_close
00007ff812e0162c (__TEXT,__text) external _krb5_cc_copy_creds
00007ff812e0a1a4 (__TEXT,__text) external _krb5_cc_default
                 (undefined) external _krb5_cc_default_name (from Heimdal)
                 (indirect) external _krb5_cc_default_name (for _krb5_cc_default_name)
                 (undefined) external _krb5_cc_destroy (from Heimdal)
                 (indirect) external _krb5_cc_destroy (for _krb5_cc_destroy)
00007ff812e0a5ee (__TEXT,__text) external _krb5_cc_end_seq_get
00007ff812e0a40f (__TEXT,__text) external _krb5_cc_gen_new
00007ff812e0a375 (__TEXT,__text) external _krb5_cc_get_config
00007ff812e0a361 (__TEXT,__text) external _krb5_cc_get_name
00007ff812e0a2c8 (__TEXT,__text) external _krb5_cc_get_principal
00007ff812e0a36b (__TEXT,__text) external _krb5_cc_get_type
00007ff812e0a215 (__TEXT,__text) external _krb5_cc_initialize
00007ff812e01637 (__TEXT,__text) external _krb5_cc_last_change_time
00007ff812e0163f (__TEXT,__text) external _krb5_cc_lock
00007ff812e01647 (__TEXT,__text) external _krb5_cc_move
00007ff812e0a3ca (__TEXT,__text) external _krb5_cc_new_unique
00007ff812e0a56c (__TEXT,__text) external _krb5_cc_next_cred
00007ff812e01652 (__TEXT,__text) external _krb5_cc_remove_cred
00007ff812e0a1d5 (__TEXT,__text) external _krb5_cc_resolve
00007ff812e0a452 (__TEXT,__text) external _krb5_cc_retrieve_cred
00007ff812e0165a (__TEXT,__text) external _krb5_cc_set_config
                 (undefined) external _krb5_cc_set_default_name (from Heimdal)
                 (indirect) external _krb5_cc_set_default_name (for _krb5_cc_set_default_name)
00007ff812e01662 (__TEXT,__text) external _krb5_cc_set_flags
                 (undefined) external _krb5_cc_start_seq_get (from Heimdal)
                 (indirect) external _krb5_cc_start_seq_get (for _krb5_cc_start_seq_get)
00007ff812e0a256 (__TEXT,__text) external _krb5_cc_store_cred
00007ff812e0166a (__TEXT,__text) external _krb5_cc_unlock
                 (undefined) external _krb5_cccol_cursor_free (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_free (for _krb5_cccol_cursor_free)
                 (undefined) external _krb5_cccol_cursor_new (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_new (for _krb5_cccol_cursor_new)
                 (undefined) external _krb5_cccol_cursor_next (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_next (for _krb5_cccol_cursor_next)
00007ff812e01672 (__TEXT,__text) external _krb5_cccol_last_change_time
00007ff812e0167a (__TEXT,__text) external _krb5_cccol_lock
00007ff812e01682 (__TEXT,__text) external _krb5_cccol_unlock
00007ff812e0ccae (__TEXT,__text) external _krb5_change_password
00007ff812e0168a (__TEXT,__text) external _krb5_checksum_size
00007ff812e01692 (__TEXT,__text) external _krb5_cksumtype_to_string
                 (undefined) external _krb5_clear_error_message (from Heimdal)
                 (indirect) external _krb5_clear_error_message (for _krb5_clear_error_message)
00007ff812e0169a (__TEXT,__text) external _krb5_copy_addresses
00007ff812e016a2 (__TEXT,__text) external _krb5_copy_authdata
00007ff812e016aa (__TEXT,__text) external _krb5_copy_authenticator
00007ff812e016b2 (__TEXT,__text) external _krb5_copy_checksum
00007ff812e016ba (__TEXT,__text) external _krb5_copy_context
00007ff812e0a7a9 (__TEXT,__text) external _krb5_copy_creds
00007ff812e0498a (__TEXT,__text) external _krb5_copy_data
00007ff812e041c0 (__TEXT,__text) external _krb5_copy_keyblock
00007ff812e0416c (__TEXT,__text) external _krb5_copy_keyblock_contents
00007ff812e055fd (__TEXT,__text) external _krb5_copy_principal
00007ff812e016c2 (__TEXT,__text) external _krb5_copy_ticket
00007ff812e0a650 (__TEXT,__text) external _krb5_decode_ticket
00007ff812e016ca (__TEXT,__text) external _krb5_decrypt
00007ff812e016d2 (__TEXT,__text) external _krb5_deltat_to_string
00007ff812e016da (__TEXT,__text) external _krb5_eblock_enctype
00007ff812e016e2 (__TEXT,__text) external _krb5_encrypt
00007ff812e016ea (__TEXT,__text) external _krb5_encrypt_size
00007ff812e04d1b (__TEXT,__text) external _krb5_enctype_to_string
00007ff812e016f2 (__TEXT,__text) external _krb5_finish_key
00007ff812e016fa (__TEXT,__text) external _krb5_finish_random_key
00007ff812e04d3c (__TEXT,__text) external _krb5_free_addresses
00007ff812e04605 (__TEXT,__text) external _krb5_free_ap_rep_enc_part
00007ff812e04b5b (__TEXT,__text) external _krb5_free_authdata
00007ff812e01702 (__TEXT,__text) external _krb5_free_authenticator
00007ff812e0170a (__TEXT,__text) external _krb5_free_checksum
00007ff812e01712 (__TEXT,__text) external _krb5_free_checksum_contents
00007ff812e0171a (__TEXT,__text) external _krb5_free_cksumtypes
00007ff812e01722 (__TEXT,__text) external _krb5_free_config_files
00007ff812e04824 (__TEXT,__text) external _krb5_free_context
00007ff812e049dc (__TEXT,__text) external _krb5_free_cred_contents
00007ff812e04a59 (__TEXT,__text) external _krb5_free_creds
00007ff812e04956 (__TEXT,__text) external _krb5_free_data
00007ff812e046d0 (__TEXT,__text) external _krb5_free_data_contents
00007ff812e0568e (__TEXT,__text) external _krb5_free_default_realm
00007ff812e04a92 (__TEXT,__text) external _krb5_free_enc_tkt_part
00007ff812e04678 (__TEXT,__text) external _krb5_free_error
                 (undefined) external _krb5_free_error_message (from Heimdal)
                 (indirect) external _krb5_free_error_message (for _krb5_free_error_message)
                 (undefined) external _krb5_free_host_realm (from Heimdal)
                 (indirect) external _krb5_free_host_realm (for _krb5_free_host_realm)
00007ff812e04644 (__TEXT,__text) external _krb5_free_keyblock
00007ff812e0490f (__TEXT,__text) external _krb5_free_keyblock_contents
00007ff812e0b0ac (__TEXT,__text) external _krb5_free_keytab_entry_contents
00007ff812e01068 (__TEXT,__text) external _krb5_free_krbhst
00007ff812e05641 (__TEXT,__text) external _krb5_free_principal
00007ff812e0172a (__TEXT,__text) external _krb5_free_tgt_creds
00007ff812e04ae3 (__TEXT,__text) external _krb5_free_ticket
00007ff812e055d1 (__TEXT,__text) external _krb5_free_unparsed_name
00007ff812e01732 (__TEXT,__text) external _krb5_fwd_tgt_creds
00007ff812e0a6d8 (__TEXT,__text) external _krb5_get_credentials
00007ff812e0173a (__TEXT,__text) external _krb5_get_credentials_renew
00007ff812e01745 (__TEXT,__text) external _krb5_get_credentials_validate
00007ff812e01750 (__TEXT,__text) external _krb5_get_default_config_files
                 (undefined) external _krb5_get_default_realm (from Heimdal)
                 (indirect) external _krb5_get_default_realm (for _krb5_get_default_realm)
00007ff812e05180 (__TEXT,__text) external _krb5_get_error_message
                 (undefined) external _krb5_get_host_realm (from Heimdal)
                 (indirect) external _krb5_get_host_realm (for _krb5_get_host_realm)
00007ff812e01758 (__TEXT,__text) external _krb5_get_in_tkt
00007ff812e01763 (__TEXT,__text) external _krb5_get_in_tkt_with_keytab
00007ff812e03d69 (__TEXT,__text) external _krb5_get_in_tkt_with_password
00007ff812e0176e (__TEXT,__text) external _krb5_get_in_tkt_with_skey
00007ff812e03c5f (__TEXT,__text) external _krb5_get_init_creds_keytab
00007ff812e038b0 (__TEXT,__text) external _krb5_get_init_creds_opt_alloc
00007ff812e03900 (__TEXT,__text) external _krb5_get_init_creds_opt_free
00007ff812e0385c (__TEXT,__text) external _krb5_get_init_creds_opt_init
00007ff812e03a4b (__TEXT,__text) external _krb5_get_init_creds_opt_set_address_list
00007ff812e039e4 (__TEXT,__text) external _krb5_get_init_creds_opt_set_canonicalize
00007ff812e01779 (__TEXT,__text) external _krb5_get_init_creds_opt_set_change_password_prompt
00007ff812e03a0d (__TEXT,__text) external _krb5_get_init_creds_opt_set_etype_list
00007ff812e03988 (__TEXT,__text) external _krb5_get_init_creds_opt_set_forwardable
00007ff812e01781 (__TEXT,__text) external _krb5_get_init_creds_opt_set_pa
00007ff812e03a51 (__TEXT,__text) external _krb5_get_init_creds_opt_set_preauth_list
00007ff812e03893 (__TEXT,__text) external _krb5_get_init_creds_opt_set_process_last_req
00007ff812e039b6 (__TEXT,__text) external _krb5_get_init_creds_opt_set_proxiable
00007ff812e0395a (__TEXT,__text) external _krb5_get_init_creds_opt_set_renew_life
                 (undefined) external _krb5_get_init_creds_opt_set_salt (from Heimdal)
                 (indirect) external _krb5_get_init_creds_opt_set_salt (for _krb5_get_init_creds_opt_set_salt)
00007ff812e0392c (__TEXT,__text) external _krb5_get_init_creds_opt_set_tkt_life
00007ff812e03a6b (__TEXT,__text) external _krb5_get_init_creds_password
00007ff812e0105d (__TEXT,__text) external _krb5_get_krbhst
00007ff812e01789 (__TEXT,__text) external _krb5_get_permitted_enctypes
00007ff812e01791 (__TEXT,__text) external _krb5_get_profile
00007ff812e01799 (__TEXT,__text) external _krb5_get_prompt_types
00007ff812e05760 (__TEXT,__text) external _krb5_get_realm_domain
00007ff812e04f33 (__TEXT,__text) external _krb5_get_renewed_creds
00007ff812e04d9c (__TEXT,__text) external _krb5_get_server_rcache
00007ff812e017a1 (__TEXT,__text) external _krb5_get_time_offsets
00007ff812e04ece (__TEXT,__text) external _krb5_get_validated_creds
00007ff841821700 (__DATA_CONST,__const) external _krb5_gss_oid_array
                 (undefined) external _krb5_gss_register_acceptor_identity (from GSS)
                 (indirect) external _krb5_gss_register_acceptor_identity (for _krb5_gss_register_acceptor_identity)
00007ff812e017a9 (__TEXT,__text) external _krb5_gss_use_kdc_context
00007ff812e00d42 (__TEXT,__text) external _krb5_init_context
00007ff812e017b1 (__TEXT,__text) external _krb5_init_keyblock
00007ff812e017b9 (__TEXT,__text) external _krb5_init_random_key
00007ff812e047f8 (__TEXT,__text) external _krb5_init_secure_context
00007ff812e017c1 (__TEXT,__text) external _krb5_ipc_client_clear_target
00007ff812e017c9 (__TEXT,__text) external _krb5_ipc_client_set_target_uid
00007ff812e017d1 (__TEXT,__text) external _krb5_is_config_principal
00007ff812e017d9 (__TEXT,__text) external _krb5_is_referral_realm
00007ff812e017e1 (__TEXT,__text) external _krb5_is_thread_safe
00007ff812e0b533 (__TEXT,__text) external _krb5_kt_add_entry
                 (undefined) external _krb5_kt_close (from Heimdal)
                 (indirect) external _krb5_kt_close (for _krb5_kt_close)
00007ff812e0b316 (__TEXT,__text) non-external _krb5_kt_copy_entry_contents
                 (undefined) external _krb5_kt_default (from Heimdal)
                 (indirect) external _krb5_kt_default (for _krb5_kt_default)
                 (undefined) external _krb5_kt_default_name (from Heimdal)
                 (indirect) external _krb5_kt_default_name (for _krb5_kt_default_name)
00007ff812e0b119 (__TEXT,__text) external _krb5_kt_end_seq_get
00007ff812e0b3a6 (__TEXT,__text) non-external _krb5_kt_free_entry
00007ff812e0b16f (__TEXT,__text) external _krb5_kt_get_entry
00007ff812e0b3f7 (__TEXT,__text) external _krb5_kt_get_name
00007ff812e0b5bc (__TEXT,__text) external _krb5_kt_get_type
00007ff84381bce0 (__DATA,__bss) non-external _krb5_kt_get_type.name
00007ff812e0b00a (__TEXT,__text) external _krb5_kt_next_entry
00007ff812e0b403 (__TEXT,__text) external _krb5_kt_read_service_key
00007ff812e0b4c3 (__TEXT,__text) external _krb5_kt_remove_entry
                 (undefined) external _krb5_kt_resolve (from Heimdal)
                 (indirect) external _krb5_kt_resolve (for _krb5_kt_resolve)
00007ff812e0af94 (__TEXT,__text) external _krb5_kt_start_seq_get
00007ff812e04ff3 (__TEXT,__text) external _krb5_kuserok
00007ff812e017e9 (__TEXT,__text) external _krb5_mk_1cred
00007ff812e017f4 (__TEXT,__text) external _krb5_mk_error
00007ff812e017ff (__TEXT,__text) external _krb5_mk_ncred
00007ff812e0c1c2 (__TEXT,__text) external _krb5_mk_priv
00007ff812e0180a (__TEXT,__text) external _krb5_mk_rep
00007ff812e0be13 (__TEXT,__text) external _krb5_mk_req
00007ff812e0bed2 (__TEXT,__text) external _krb5_mk_req_extended
00007ff812e0c277 (__TEXT,__text) external _krb5_mk_safe
00007ff812e04dab (__TEXT,__text) external _krb5_os_localaddr
00007ff812e052b4 (__TEXT,__text) external _krb5_parse_name
00007ff812e052c3 (__TEXT,__text) external _krb5_parse_name_flags
00007ff812e04c49 (__TEXT,__text) external _krb5_pkinit_cert_hash_str
00007ff812e01815 (__TEXT,__text) external _krb5_pkinit_get_client_cert
00007ff812e01820 (__TEXT,__text) external _krb5_pkinit_get_client_cert_db
00007ff812e0182b (__TEXT,__text) external _krb5_pkinit_get_kdc_cert
00007ff812e01836 (__TEXT,__text) external _krb5_pkinit_get_kdc_cert_db
00007ff812e01841 (__TEXT,__text) external _krb5_pkinit_have_client_cert
00007ff812e01849 (__TEXT,__text) external _krb5_pkinit_release_cert
00007ff812e01851 (__TEXT,__text) external _krb5_pkinit_release_cert_db
00007ff812e01859 (__TEXT,__text) external _krb5_pkinit_set_client_cert
00007ff812e0c8db (__TEXT,__text) external _krb5_principal2salt
00007ff812e0573c (__TEXT,__text) external _krb5_principal_compare
00007ff812e01864 (__TEXT,__text) external _krb5_process_key
00007ff812e04ec3 (__TEXT,__text) external _krb5_prompter_posix
00007ff812e0186c (__TEXT,__text) external _krb5_random_key
00007ff812e01874 (__TEXT,__text) external _krb5_rd_cred
00007ff812e0187f (__TEXT,__text) external _krb5_rd_error
00007ff812e0bca9 (__TEXT,__text) external _krb5_rd_priv
00007ff812e0188a (__TEXT,__text) external _krb5_rd_rep
00007ff812e0b827 (__TEXT,__text) external _krb5_rd_req
00007ff812e0bd5e (__TEXT,__text) external _krb5_rd_safe
00007ff812e01895 (__TEXT,__text) external _krb5_read_password
00007ff812e0574e (__TEXT,__text) external _krb5_realm_compare
00007ff812e0bab4 (__TEXT,__text) external _krb5_recvauth
00007ff812e0bb8f (__TEXT,__text) external _krb5_recvauth_version
00007ff812e0189d (__TEXT,__text) external _krb5_salttype_to_string
00007ff812e0bfad (__TEXT,__text) external _krb5_sendauth
00007ff812e018a5 (__TEXT,__text) external _krb5_server_decrypt_ticket_keytab
                 (undefined) external _krb5_set_default_realm (from Heimdal)
                 (indirect) external _krb5_set_default_realm (for _krb5_set_default_realm)
00007ff812e0c976 (__TEXT,__text) external _krb5_set_default_tgs_enctypes
00007ff812e0c945 (__TEXT,__text) external _krb5_set_default_tgs_ktypes
                 (undefined) external _krb5_set_error_message (from Heimdal)
                 (indirect) external _krb5_set_error_message (for _krb5_set_error_message)
00007ff812e0c6ba (__TEXT,__text) external _krb5_set_password
00007ff812e0c5e8 (__TEXT,__text) external _krb5_set_password_using_ccache
00007ff812e018ad (__TEXT,__text) external _krb5_set_principal_realm
00007ff812e04f98 (__TEXT,__text) external _krb5_set_real_time
00007ff812e056ba (__TEXT,__text) external _krb5_sname_to_principal
00007ff812e018b5 (__TEXT,__text) external _krb5_string_to_cksumtype
00007ff812e04ea1 (__TEXT,__text) external _krb5_string_to_deltat
00007ff812e018bd (__TEXT,__text) external _krb5_string_to_enctype
00007ff812e0c885 (__TEXT,__text) external _krb5_string_to_key
00007ff812e018c5 (__TEXT,__text) external _krb5_string_to_salttype
00007ff812e0c32c (__TEXT,__text) external _krb5_string_to_timestamp
00007ff812e04c03 (__TEXT,__text) external _krb5_timeofday
00007ff812e018cd (__TEXT,__text) external _krb5_timestamp_to_sfstring
00007ff812e018d5 (__TEXT,__text) external _krb5_timestamp_to_string
00007ff812e05590 (__TEXT,__text) external _krb5_unparse_name
00007ff812e018dd (__TEXT,__text) external _krb5_unparse_name_ext
00007ff812e018e8 (__TEXT,__text) external _krb5_unparse_name_flags
00007ff812e018f3 (__TEXT,__text) external _krb5_unparse_name_flags_ext
00007ff812e04ba0 (__TEXT,__text) external _krb5_us_timeofday
00007ff84381bd30 (__DATA,__common) external _krb5_use_broken_arcfour_string2key
00007ff812e0c9a7 (__TEXT,__text) external _krb5_use_enctype
00007ff812e018fe (__TEXT,__text) external _krb5_verify_checksum
00007ff812e03e74 (__TEXT,__text) external _krb5_verify_init_creds
00007ff812e03e4e (__TEXT,__text) external _krb5_verify_init_creds_opt_init
00007ff812e03e5b (__TEXT,__text) external _krb5_verify_init_creds_opt_set_ap_req_nofail
                 (undefined) external _krb5_vset_error_message (from Heimdal)
                 (indirect) external _krb5_vset_error_message (for _krb5_vset_error_message)
00007ff812e01906 (__TEXT,__text) external _krb5int_accessor
00007ff812e01911 (__TEXT,__text) external _krb5int_freeaddrinfo
00007ff812e01919 (__TEXT,__text) external _krb5int_gai_strerror
00007ff812e01921 (__TEXT,__text) external _krb5int_getaddrinfo
00007ff812e01929 (__TEXT,__text) external _krb5int_gmt_mktime
00007ff812e01931 (__TEXT,__text) external _krb5int_init_context_kdc
00007ff812e0193c (__TEXT,__text) external _krb5int_pkinit_auth_pack_decode
00007ff812e01947 (__TEXT,__text) external _krb5int_pkinit_create_cms_msg
00007ff812e01952 (__TEXT,__text) external _krb5int_pkinit_pa_pk_as_rep_encode
00007ff812e0195d (__TEXT,__text) external _krb5int_pkinit_pa_pk_as_req_decode
00007ff812e01968 (__TEXT,__text) external _krb5int_pkinit_parse_cms_msg
00007ff812e01973 (__TEXT,__text) external _krb5int_pkinit_reply_key_pack_encode
00007ff84381b430 (__DATA,__data) non-external _krb5int_profile_shared_data
00007ff812e0ab4f (__TEXT,__text) external _krb__get_srvtabname
00007ff812e0a89b (__TEXT,__text) external _krb_change_password
00007ff812e0a9a7 (__TEXT,__text) external _krb_check_auth
00007ff812e0aac9 (__TEXT,__text) external _krb_delete_cred
00007ff812e0aaf5 (__TEXT,__text) external _krb_get_admhst
00007ff812e0aa66 (__TEXT,__text) external _krb_get_cred
00007ff812e0a8b1 (__TEXT,__text) external _krb_get_err_text
00007ff812e0a8f0 (__TEXT,__text) external _krb_get_in_tkt
00007ff812e0a8fb (__TEXT,__text) external _krb_get_in_tkt_creds
00007ff812e0ab00 (__TEXT,__text) external _krb_get_krbhst
00007ff812e0aaea (__TEXT,__text) external _krb_get_lrealm
00007ff812e0aabe (__TEXT,__text) external _krb_get_nth_cred
00007ff812e0aab6 (__TEXT,__text) external _krb_get_num_cred
00007ff812e0a906 (__TEXT,__text) external _krb_get_phost
00007ff812e0aadf (__TEXT,__text) external _krb_get_profile
00007ff812e0a93a (__TEXT,__text) external _krb_get_pw_in_tkt
00007ff812e0a945 (__TEXT,__text) external _krb_get_pw_in_tkt_creds
00007ff812e0a95b (__TEXT,__text) external _krb_get_svc_in_tkt
00007ff812e0aa5b (__TEXT,__text) external _krb_get_tf_fullname
00007ff812e0aa50 (__TEXT,__text) external _krb_get_tf_realm
00007ff812e0a966 (__TEXT,__text) external _krb_get_ticket_for_service
00007ff812e0ab47 (__TEXT,__text) external _krb_life_to_time
00007ff812e0a9b2 (__TEXT,__text) external _krb_mk_auth
00007ff812e0a9bd (__TEXT,__text) external _krb_mk_err
00007ff812e0a9c5 (__TEXT,__text) external _krb_mk_priv
00007ff812e0a9cd (__TEXT,__text) external _krb_mk_req
00007ff812e0a9d8 (__TEXT,__text) external _krb_mk_req_creds
00007ff812e0a9eb (__TEXT,__text) external _krb_mk_safe
00007ff812e0a9fe (__TEXT,__text) external _krb_rd_err
00007ff812e0aa09 (__TEXT,__text) external _krb_rd_priv
00007ff812e0aa11 (__TEXT,__text) external _krb_rd_req
00007ff812e0aa1c (__TEXT,__text) external _krb_rd_req_int
00007ff812e0aa27 (__TEXT,__text) external _krb_rd_safe
00007ff812e0ab0b (__TEXT,__text) external _krb_realmofhost
00007ff812e0aa3a (__TEXT,__text) external _krb_recvauth
00007ff812e0aa45 (__TEXT,__text) external _krb_sendauth
00007ff812e0a9e3 (__TEXT,__text) external _krb_set_lifetime
00007ff812e0aaa5 (__TEXT,__text) external _krb_set_tkt_string
00007ff812e0ab3f (__TEXT,__text) external _krb_time_to_life
00007ff812e0a99f (__TEXT,__text) external _kuserok
                 (undefined) external _link (from libSystem)
                 (undefined) external _localtime_r (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
00007ff812e05200 (__TEXT,__text) non-external _map_mit_principal
00007ff812e0bc74 (__TEXT,__text) non-external _match_appl_version
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _mktime (from libSystem)
00007ff812e03fa9 (__TEXT,__text) non-external (was a private external) _mshim_ctx
00007ff812e0cd11 (__TEXT,__text) non-external _mshim_ctx.cold.1
00007ff84381b490 (__DATA,__bss) non-external _mshim_ctx.key
00007ff84381b488 (__DATA,__bss) non-external _mshim_ctx.once
00007ff812e03f43 (__TEXT,__text) non-external (was a private external) _mshim_failure
00007ff812e03bbd (__TEXT,__text) non-external _mshim_gic_opt
00007ff812e04593 (__TEXT,__text) non-external (was a private external) _mshim_haprepencpart2maprepencpart
00007ff812e043db (__TEXT,__text) non-external (was a private external) _mshim_hcred2mcred
00007ff812e0408f (__TEXT,__text) non-external (was a private external) _mshim_hdata2mdata
00007ff812e04704 (__TEXT,__text) non-external (was a private external) _mshim_herror2merror
00007ff812e040fa (__TEXT,__text) non-external (was a private external) _mshim_hkeyblock2mkeyblock
00007ff812e051af (__TEXT,__text) non-external (was a private external) _mshim_hprinc2mprinc
00007ff812e045f3 (__TEXT,__text) non-external (was a private external) _mshim_hreplay2mreplay
00007ff812e0b903 (__TEXT,__text) non-external _mshim_hticket2mticket
00007ff812e00d6e (__TEXT,__text) non-external (was a private external) _mshim_log_entry
00007ff812e04055 (__TEXT,__text) non-external (was a private external) _mshim_malloc
00007ff812e0cd2d (__TEXT,__text) non-external _mshim_malloc.cold.1
00007ff812e04201 (__TEXT,__text) non-external (was a private external) _mshim_mcred2hcred
00007ff812e040c7 (__TEXT,__text) non-external (was a private external) _mshim_mdata2hdata
00007ff812e04136 (__TEXT,__text) non-external (was a private external) _mshim_mkeyblock2hkeyblock
00007ff812e047cb (__TEXT,__text) non-external (was a private external) _mshim_remap_flags
                 (undefined) external _notify_check (from libSystem)
                 (undefined) external _notify_post (from libSystem)
                 (undefined) external _notify_register_check (from libSystem)
00007ff84381b478 (__DATA,__data) non-external _notify_token
00007ff841821760 (__DATA_CONST,__const) non-external _oidsets
00007ff84381b330 (__DATA,__data) non-external _prof_error_strings
00007ff812e08584 (__TEXT,__text) external _profile_abandon
00007ff812e09843 (__TEXT,__text) non-external (was a private external) _profile_add_node
00007ff812e094f4 (__TEXT,__text) external _profile_add_relation
00007ff812e092f0 (__TEXT,__text) external _profile_clear_relation
00007ff812e07617 (__TEXT,__text) non-external (was a private external) _profile_close_file
00007ff812e07660 (__TEXT,__text) external _profile_configuration_updated
00007ff812e08274 (__TEXT,__text) non-external (was a private external) _profile_copy
00007ff812e096bb (__TEXT,__text) non-external (was a private external) _profile_create_node
00007ff812e0791e (__TEXT,__text) non-external (was a private external) _profile_dereference_data
00007ff812e07586 (__TEXT,__text) non-external (was a private external) _profile_dereference_data_locked
00007ff812e07038 (__TEXT,__text) non-external (was a private external) _profile_file_is_writable
00007ff812e0997c (__TEXT,__text) non-external (was a private external) _profile_find_node
00007ff812e09a8d (__TEXT,__text) non-external (was a private external) _profile_find_node_relation
00007ff812e09add (__TEXT,__text) non-external (was a private external) _profile_find_node_subsection
