00000001801a12d0 (__TEXT,__text) non-external K256
000000018015f0e4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader17hasExportedSymbolER11DiagnosticsRNS_12RuntimeStateEPKcNS0_18ExportedSymbolModeENS0_12ResolverModeEPNS0_14ResolvedSymbolEPN5dyld35ArrayIPKS0_EE
000000018015c374 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader18applyFixupsGenericER11DiagnosticsRNS_12RuntimeStateEyRKN5dyld35ArrayIPKvEESB_bRKNS6_INS0_21MissingFlatLazySymbolEEE
0000000180158328 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader18dyldDoesObjCFixupsEv
00000001801b1200 (__TEXT,__text) non-external __ZNK5dyld46Loader18dyldDoesObjCFixupsEv.cold.1
000000018015b7bc (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader18setUpPageInLinkingER11DiagnosticsRNS_12RuntimeStateEmyRKN5dyld35ArrayIPKvEE
000000018016131c (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader19applyCachePatchesToERNS_12RuntimeStateEPKS0_RNS_34DyldCacheDataConstLazyScopedWriterE
0000000180158374 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader19getSectionLocationsEv
00000001801b1228 (__TEXT,__text) non-external __ZNK5dyld46Loader19getSectionLocationsEv.cold.1
0000000180161d24 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader19logChainToLinksWithERNS_12RuntimeStateEPKc
000000018015ff1c (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader19tooNewErrorAddendumER11DiagnosticsRNS_12RuntimeStateE
000000018015ea00 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader20makeSegmentsReadOnlyERNS_12RuntimeStateE
000000018015eb44 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader21makeSegmentsReadWriteERNS_12RuntimeStateE
0000000180158244 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader21overridesDylibInCacheERPKNS0_10DylibPatchERt
00000001801b1188 (__TEXT,__text) non-external __ZNK5dyld46Loader21overridesDylibInCacheERPKNS0_10DylibPatchERt.cold.1
000000018015d878 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader23runInitializersBottomUpERNS_12RuntimeStateERN3lsl6VectorI18AuthenticatedValueIPKS0_EEESA_
000000018015d184 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader25findAndRunAllInitializersERNS_12RuntimeStateE
000000018015ced0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader26applyFunctionVariantFixupsER11DiagnosticsRKNS_12RuntimeStateE
000000018015ec88 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader26logSegmentsFromSharedCacheERNS_12RuntimeStateE
00000001801581f8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader26representsCachedDylibIndexEt
00000001801b1160 (__TEXT,__text) non-external __ZNK5dyld46Loader26representsCachedDylibIndexEt.cold.1
000000018015d0a8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader26selectFromFunctionVariantsER11DiagnosticsRKNS_12RuntimeStateEPKcj
0000000180160c90 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader27applyCachePatchesToOverrideERNS_12RuntimeStateEPKS0_tPKNS0_10DylibPatchERNS_34DyldCacheDataConstLazyScopedWriterE
00000001801b1398 (__TEXT,__text) non-external __ZNK5dyld46Loader27applyCachePatchesToOverrideERNS_12RuntimeStateEPKS0_tPKNS0_10DylibPatchERNS_34DyldCacheDataConstLazyScopedWriterE.cold.1
00000001801b13c4 (__TEXT,__text) non-external __ZNK5dyld46Loader27applyCachePatchesToOverrideERNS_12RuntimeStateEPKS0_tPKNS0_10DylibPatchERNS_34DyldCacheDataConstLazyScopedWriterE.cold.2
000000018015e9b0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader28functionVariantTableVMOffsetERKNS_12RuntimeStateE
000000018015e9e8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader28hasConstantSegmentsToProtectEv
0000000180161244 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader29applyFixupsCheckCachePatchingERNS_12RuntimeStateERNS_34DyldCacheDataConstLazyScopedWriterE
0000000180157f00 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader2mfERKNS_12RuntimeStateE
00000001801b0fd0 (__TEXT,__text) non-external __ZNK5dyld46Loader2mfERKNS_12RuntimeStateE.cold.1
0000000180161bdc (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader30recursivelyLogChainToLinksWithERNS_12RuntimeStateEPKcPKS0_PNS0_14LinksWithChainES8_RN5dyld35ArrayIS6_EE
000000018015dacc (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader38runInitializersBottomUpPlusUpwardLinksERNS_12RuntimeStateE
0000000180157eb4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader4pathERKNS_12RuntimeStateE
00000001801b0fa8 (__TEXT,__text) non-external __ZNK5dyld46Loader4pathERKNS_12RuntimeStateE.cold.1
00000001801583c0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader5unmapERNS_12RuntimeStateEb
00000001801b1250 (__TEXT,__text) non-external __ZNK5dyld46Loader5unmapERNS_12RuntimeStateEb.cold.1
0000000180158030 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader6fileIDERKNS_12RuntimeStateE
00000001801b1070 (__TEXT,__text) non-external __ZNK5dyld46Loader6fileIDERKNS_12RuntimeStateE.cold.1
0000000180158648 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader6headerERKNS_12RuntimeStateE
0000000180158a78 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader7logLoadERNS_12RuntimeStateEPKc
0000000180158648 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader8analyzerERKNS_12RuntimeStateE
0000000180157f98 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader8containsERNS_12RuntimeStateEPKvPS4_PyPh
00000001801b1020 (__TEXT,__text) non-external __ZNK5dyld46Loader8containsERNS_12RuntimeStateEPKvPS4_PyPh.cold.1
000000018015864c (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader8hasMagicEv
0000000180158614 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader8leafNameERKNS_12RuntimeStateE
0000000180158588 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader9LoaderRef6loaderERKNS_12RuntimeStateE
00000001801b0890 (__TEXT,__text) non-external __ZNK5dyld46Loader9LoaderRef6loaderERKNS_12RuntimeStateE.cold.1
00000001801b0890 (__TEXT,__text) non-external __ZNK5dyld46Loader9LoaderRef6loaderERKNS_12RuntimeStateE.cold.2
00000001801580c8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader9dependentERKNS_12RuntimeStateEjPN6mach_o21LinkedDylibAttributesE
00000001801b10c0 (__TEXT,__text) non-external __ZNK5dyld46Loader9dependentERKNS_12RuntimeStateEjPN6mach_o21LinkedDylibAttributesE.cold.1
00000001801a34fc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o11BindOpcodes19hasDoneBetweenBindsEv
00000001801a3504 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o11BindOpcodes22implicitLibraryOrdinalEv
00000001801764b8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o11SymbolTable19forEachGlobalSymbolER11DiagnosticsU13block_pointerFvPKcyhhtRbE
00000001801a3478 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12Architecture21usesArm64AuthPointersEv
00000001801a34a8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12Architecture22usesx86_64InstructionsEv
00000001801a3264 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12Architecture4nameEv
00000001801a3220 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12ArchitectureeqERKS0_
00000001801a7940 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12PlatformInfo14yearForVersionENS_9Version32ERtRb
00000001801a7990 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12PlatformInfo19yearForMajorVersionENS_9Version32ERtRb
00000001801a7948 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12PlatformInfo21minorVersionForSpringEt
00000001801acb50 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader10forDyldEnvEU13block_pointerFvPKcRbE
00000001801aaab0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader10hasSectionE7CStringS1_b
0000000180172cd0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader11inDyldCacheEv
00000001801aad30 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader11installNameEv
0000000180172c28 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader11pointerSizeEv
00000001801aad74 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader12forEachRPathEU13block_pointerFvPKcRbE
00000001801a8a4c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader12isObjectFileEv
00000001801ae7a4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader12isRestrictedEv
00000001801ada58 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader12segmentCountEv
00000001801a88b4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader12uses16KPagesEv
00000001801ab5cc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader12validSegmentI15segment_command7sectionEENS_5ErrorERKNS_6PolicyEyPKT_
00000001801ab13c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader12validSegmentI18segment_command_6410section_64EENS_5ErrorERKNS_6PolicyEyPKT_
0000000180172e6c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader13hasMachOMagicEv
00000001801adc44 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader13segmentVmAddrEj
00000001801ac1d0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader14forEachSectionEU13block_pointerFvRKNS0_11SectionInfoERbE
00000001801ae0c8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader14forEachSectionEU13block_pointerFvRKNS0_11SegmentInfoERKNS0_11SectionInfoERbE
00000001801adb30 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader14forEachSegmentEU13block_pointerFvRKNS0_11SegmentInfoERbE
00000001801a8998 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader14hasLoadCommandEj
00000001801acfd0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader15hasSplitSegInfoERb
00000001801a8a90 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader15noDynamicAccessEv
00000001801abd14 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader16builtForPlatformENS_8PlatformEb
00000001801ace80 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader16hasCodeSignatureERjS1_
00000001801ac644 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader16linkedDylibCountEPb
00000001801aab60 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader17builtForSimulatorEv
00000001801ad5e4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader17hasPlusLoadMethodEv
00000001801ae420 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader18findSectionContentE7CStringS1_b
00000001801ac6f4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader18forEachLinkedDylibEU13block_pointerFvPKcNS_21LinkedDylibAttributesENS_9Version32ES4_bRbE
00000001801aa8d4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader18forEachLoadCommandEU13block_pointerFvPK12load_commandRbE
00000001801a9038 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader18isStaticExecutableEv
00000001801aa16c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader18validSemanticsMainERKNS_6PolicyE
00000001801a93fc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader18validSemanticsUUIDERKNS_6PolicyE
00000001801ae5c4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader19computeLinkEditBiasEb
00000001801ad8ec (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader19findObjCDataSectionE7CStringRyS2_
00000001801ac300 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader19getDylibInstallNameEPPKcPNS_9Version32ES5_
00000001801aeabc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader19isFairPlayEncryptedERjS1_
00000001801ac500 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader19linkedDylibLoadPathEj
00000001801ad2f8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader19loadableIntoProcessENS_8PlatformE7CStringb
00000001801a8a9c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader19platformAndVersionsEv
00000001801a9904 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader19validSemanticsRPathERKNS_6PolicyE
00000001801acab0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader20forEachLazyLoadDylibEU13block_pointerFvjjE
00000001801ae7c4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader20hasInterposingTuplesEv
00000001801acddc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader20preferredLoadAddressEv
00000001801ad734 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader21forEachSingletonPatchEU13block_pointerFvyE
00000001801abbf8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader22entryAddrFromThreadCmdEPK14thread_commandRy
00000001801a8da4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader22validSemanticsPlatformEv
00000001801a9ab4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader22validSemanticsSegmentsERKNS_6PolicyEy
00000001801ac12c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader23allowsAlternatePlatformEv
00000001801a8a5c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader23hasThreadLocalVariablesEv
00000001801ad1bc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader23zerofillExpansionAmountEv
00000001801aeb6c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader24hasFunctionVariantFixupsEv
00000001801ad0b8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader24hasFunctionsVariantTableERy
00000001801ad8b4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader24hasObjCMessageReferencesEv
00000001801ae8a8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader25forEachInterposingSectionEU13block_pointerFvRKNS0_11SectionInfoERbE
00000001801a9538 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader25validSemanticsInstallNameERKNS_6PolicyE
00000001801a8ba4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader26forEachPlatformLoadCommandEU13block_pointerFvNS_8PlatformENS_9Version32ES2_E
00000001801a966c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader26validSemanticsLinkedDylibsERKNS_6PolicyE
00000001801a926c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader26validStructureLoadCommandsEy
00000001801aa088 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader27validSemanticsLinkerOptionsERKNS_6PolicyE
00000001801aea0c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader33findFairPlayEncryptionLoadCommandEv
00000001801a897c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader4archEv
0000000180172be4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader4is64Ev
00000001801a9070 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader5validEy
00000001801a88fc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader6isArchEPKc
00000001801a8988 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader6isDSYMEv
00000001801ac400 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader7getUuidEPh
0000000180172cf8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader7isDylibEv
00000001801a894c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader8archNameEv
00000001801acc64 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader8getEntryERyRb
00000001801adc1c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader8getSlideEv
0000000180172d08 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader8isBundleEv
0000000180172e5c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o12UnsafeHeader9isPreloadEv
00000001801a3ca8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o13ChainedFixups13PointerFormat14badBindOrdinalERKNS_5FixupE
00000001801a3cf0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o13ChainedFixups13PointerFormat16ptrAlignmentSizeEv
00000001801a36b8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o13ChainedFixups13PointerFormat27forEachFixupLocationInChainEPKvyPKNS_13MappedSegmentENSt3__14spanIKyLm18446744073709551615EEEjjU13block_pointerFvRKNS_5FixupERbE
00000001801a3520 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o13ChainedFixups30forEachFixupChainStartLocationENSt3__14spanIKNS_13MappedSegmentELm18446744073709551615EEEU13block_pointerFvPKvjjjRKNS0_13PointerFormatERbE
00000001801a71c0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o13LazyLoadDylib10chainStartEPK11mach_header
00000001801a7134 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o13LazyLoadDylib13dylibLoadPathEv
00000001801a7178 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o13LazyLoadDylib13pointerFormatEv
00000001801a7168 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o13LazyLoadDylib15imageLoadedFlagEPK11mach_header
00000001801a71d0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o13LazyLoadDylib17dylibMayBeMissingEv
00000001801a7184 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o13LazyLoadDylib6symbolEj
00000001801a350c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o15LazyBindOpcodes19hasDoneBetweenBindsEv
00000001801a5708 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o16FunctionVariants5countEv
00000001801a56c8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o16FunctionVariants5entryEj
00000001801a726c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o17DebugNoteFileInfo4dumpEv
00000001801a78f4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o18PlatformInfo_macOS14yearForVersionENS_9Version32ERtRb
00000001801a7930 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o18PlatformInfo_macOS21minorVersionForSpringEt
00000001801a7970 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o18PlatformInfo_sepOS14yearForVersionENS_9Version32ERtRb
00000001801a58a4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o19GradedArchitectures11forEachArchEbU13block_pointerFvNS_12ArchitectureEE
00000001801a5834 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o19GradedArchitectures12isCompatibleENS_12ArchitectureEb
00000001801a5790 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o19GradedArchitectures18hasCompatibleSliceENSt3__14spanIKNS_12ArchitectureELm18446744073709551615EEEbRj
00000001801a7830 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o19PlatformAndVersions5unzipEU13block_pointerFvS0_E
00000001801a5738 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o21FunctionVariantFixups12forEachFixupEU13block_pointerFvNS0_13InternalFixupEE
00000001801a7950 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o21PlatformInfo_bridgeOS21minorVersionForSpringEt
00000001801a7960 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o21PlatformInfo_firmware14yearForVersionENS_9Version32ERtRb
00000001801a7980 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o21PlatformInfo_visionOS21minorVersionForSpringEt
0000000180178a00 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o25ChainedFixupPointerOnDisk6Arm64e11signPointerEPvy
00000001801b1a34 (__TEXT,__text) non-external __ZNK6mach_o25ChainedFixupPointerOnDisk6Arm64e11signPointerEPvy.cold.1
00000001801788f8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o25ChainedFixupPointerOnDisk6Arm64e12unpackTargetEv
00000001801b192c (__TEXT,__text) non-external __ZNK6mach_o25ChainedFixupPointerOnDisk6Arm64e12unpackTargetEv.cold.1
00000001801b1958 (__TEXT,__text) non-external __ZNK6mach_o25ChainedFixupPointerOnDisk6Arm64e12unpackTargetEv.cold.2
000000018017892c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o25ChainedFixupPointerOnDisk6Arm64e18signExtendedAddendEv
00000001801b1984 (__TEXT,__text) non-external __ZNK6mach_o25ChainedFixupPointerOnDisk6Arm64e18signExtendedAddendEv.cold.1
00000001801b19b0 (__TEXT,__text) non-external __ZNK6mach_o25ChainedFixupPointerOnDisk6Arm64e18signExtendedAddendEv.cold.2
0000000180178bf8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o25ChainedFixupPointerOnDisk6isBindEtRjRx
00000001801b1b10 (__TEXT,__text) non-external __ZNK6mach_o25ChainedFixupPointerOnDisk6isBindEtRjRx.cold.1
0000000180178ac8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o25ChainedFixupPointerOnDisk8Cache64e11signPointerEPvy
00000001801b1ab8 (__TEXT,__text) non-external __ZNK6mach_o25ChainedFixupPointerOnDisk8Cache64e11signPointerEPvy.cold.1
0000000180178a58 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o25ChainedFixupPointerOnDisk8Cache64e5high8Ev
00000001801b1a60 (__TEXT,__text) non-external __ZNK6mach_o25ChainedFixupPointerOnDisk8Cache64e5high8Ev.cold.1
0000000180178b04 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o25ChainedFixupPointerOnDisk8isRebaseEtyRy
00000001801b1ae4 (__TEXT,__text) non-external __ZNK6mach_o25ChainedFixupPointerOnDisk8isRebaseEtyRy.cold.1
0000000180178a3c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o25ChainedFixupPointerOnDisk9Generic6414unpackedTargetEv
0000000180178a50 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o25ChainedFixupPointerOnDisk9Generic6418signExtendedAddendEv
00000001801a55d4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28FunctionVariantsRuntimeTable14forEachVariantEU13block_pointerFvNS0_4KindEjbNSt3__14spanIKhLm18446744073709551615EEERbE
00000001801a3f68 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e12nextLocationEPKv
00000001801a3d20 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e12supportsAuthEv
00000001801a3f60 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e13supportsBindsEv
00000001801a3d94 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e14maxBindOrdinalEb
00000001801a3fc0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e15parseChainEntryEPKvPKNS_13MappedSegmentEyNSt3__14spanIKyLm18446744073709551615EEE
00000001801a4120 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e15writeChainEntryERKNS_5FixupEPKvyNSt3__14spanIPKNS_13MappedSegmentELm18446744073709551615EEE
00000001801a3f4c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e21maxRebaseTargetOffsetEb
00000001801a3dd0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e23bindMaxEmbeddableAddendEb
00000001801a3de0 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e23bindMinEmbeddableAddendEb
00000001801a3d18 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e4is64Ev
00000001801a3d44 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e7maxNextEv
00000001801a3d28 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o28PointerFormat_Generic_arm64e7minNextEv
00000001801a4b1c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_3211descriptionEv
00000001801a4b70 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_3212nextLocationEPKv
00000001801a4b30 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_3212supportsAuthEv
00000001801a4b50 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_3213supportsBindsEv
00000001801a4b58 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_3214maxBindOrdinalEb
00000001801a4b88 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_3215parseChainEntryEPKvPKNS_13MappedSegmentEyNSt3__14spanIKyLm18446744073709551615EEE
00000001801a4bd8 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_3215writeChainEntryERKNS_5FixupEPKvyNSt3__14spanIPKNS_13MappedSegmentELm18446744073709551615EEE
00000001801a4b48 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_3221maxRebaseTargetOffsetEb
00000001801a4b60 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_3223bindMaxEmbeddableAddendEb
00000001801a4b68 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_3223bindMinEmbeddableAddendEb
00000001801a4b28 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_324is64Ev
00000001801a4b10 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_324nameEv
00000001801a4b08 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_325valueEv
00000001801a4b40 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_327maxNextEv
00000001801a4b38 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o33PointerFormat_DYLD_CHAINED_PTR_327minNextEv
