00000001e6f197f8 (__DATA,__data) non-external _.compoundliteral
00000001ed242e68 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.7
00000001ed243038 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.7.3039
00000001ed242578 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.8
00000001ed2429b8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.8.209
00000001ed242868 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.81.125
00000001ed242898 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.83.126
00000001e4be55b8 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00000001ed243248 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9.3282
00000001ed243448 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9.3583
00000001ed242cc8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9.427
00000001ed2428c8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.97
00000001ed242508 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001ed242b38 (__AUTH_CONST,__const) non-external ___block_literal_global.269
00000001ed242fb8 (__AUTH_CONST,__const) non-external ___block_literal_global.3032
00000001ed243338 (__AUTH_CONST,__const) non-external ___block_literal_global.3373
00000001ed243478 (__AUTH_CONST,__const) non-external ___block_literal_global.3573
00000001ed242668 (__AUTH_CONST,__const) non-external ___block_literal_global.46
00000001ed242d88 (__AUTH_CONST,__const) non-external ___block_literal_global.601
00000001ed242528 (__AUTH_CONST,__const) non-external ___block_literal_global.8
00000001ed242b58 (__AUTH_CONST,__const) non-external ___block_literal_global.8.255
0000000183d03c8c (__TEXT,__text) non-external ___candidate_is_transposable_block_invoke
0000000183d03a30 (__TEXT,__text) non-external ___candidate_list_add_multiple_block_invoke
0000000183d03e3c (__TEXT,__text) non-external ___candidate_remove_common_condition_block_invoke
0000000183d078bc (__TEXT,__text) non-external ___check_dependencies_block_invoke
0000000183d05884 (__TEXT,__text) non-external ___check_instruction_block_invoke
0000000183d13de8 (__TEXT,__text) non-external ___check_policy_block_invoke
                 (undefined) external ___chkstk_darwin (from libSystem)
0000000183d02c4c (__TEXT,__text) non-external ___combine_conditions_block_invoke
0000000183d06c58 (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke
0000000183d06694 (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke_2
0000000183d0dec0 (__TEXT,__text) non-external ___compile_block_invoke
0000000183d0de20 (__TEXT,__text) non-external ___compile_block_invoke.4
0000000183cf9ad0 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke
0000000183d0e11c (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke.26
0000000183d056cc (__TEXT,__text) non-external ___condition_is_contrary_with_any_in_list_block_invoke
0000000183d11868 (__TEXT,__text) non-external ___condition_is_subset_of_all_block_invoke
0000000183d11860 (__TEXT,__text) non-external ___condition_is_subset_of_any_block_invoke
0000000183d05210 (__TEXT,__text) non-external ___condition_is_subset_of_any_in_list_block_invoke
0000000183d05678 (__TEXT,__text) non-external ___condition_is_superset_of_any_in_list_block_invoke
0000000183d10ba4 (__TEXT,__text) non-external ___condition_is_transposable_within_reference_block_invoke
0000000183d06000 (__TEXT,__text) non-external ___condition_list_is_ordered_by_cost_block_invoke
0000000183d07374 (__TEXT,__text) non-external ___condition_with_patterns_combined_block_invoke
0000000183d0e13c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
0000000183d13670 (__TEXT,__text) non-external ___copy_helper_block_8_32b40r
0000000183d0ddcc (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
0000000183d0e730 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
0000000183d10034 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
0000000183d17720 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r56r64r
00000001e6f227c8 (__DATA,__common) [referenced dynamically] external ___crashreporter_info__
0000000183d136c0 (__TEXT,__text) non-external ___create_pattern_disjunctions_block_invoke
0000000183d03870 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke
0000000183d10a5c (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.14
0000000183d10b38 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.18
0000000183d030d4 (__TEXT,__text) non-external ___cse_multiple_block_invoke
0000000183cf59b8 (__TEXT,__text) non-external ___define_action_block_invoke
0000000183d1715c (__TEXT,__text) non-external ___define_action_block_invoke.121
0000000183cfc590 (__TEXT,__text) non-external ___define_action_block_invoke_2
0000000183cfb274 (__TEXT,__text) non-external ___define_combination_filter_block_invoke
0000000183d14ea8 (__TEXT,__text) non-external ___define_error_handler_block_invoke
0000000183d1518c (__TEXT,__text) non-external ___define_error_handler_block_invoke_2
0000000183cf6fb8 (__TEXT,__text) non-external ___define_filter_block_invoke
0000000183d09988 (__TEXT,__text) non-external ___define_network_filter_block_invoke
0000000183cf6e28 (__TEXT,__text) non-external ___define_on_open_handler_block_invoke
0000000183d1478c (__TEXT,__text) non-external ___define_wrapper_filter_block_invoke
0000000183d0e130 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
0000000183d1362c (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r
0000000183d0ddc0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
0000000183d0e6ec (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
0000000183d0ffe4 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
0000000183d176b8 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r56r64r
0000000183d02cb8 (__TEXT,__text) non-external ___eliminate_common_subexpressions_block_invoke
0000000183d10c1c (__TEXT,__text) non-external ___eliminate_common_subexpressions_policy_block_invoke
0000000183d11d0c (__TEXT,__text) non-external ___eliminate_dead_code_policy_block_invoke
0000000183d0fc8c (__TEXT,__text) non-external ___emit_modifier_list_block_invoke
0000000183d0fd28 (__TEXT,__text) non-external ___emit_modifier_list_block_invoke.98
0000000183d08184 (__TEXT,__text) non-external ___emit_profile_block_invoke
0000000183d0f98c (__TEXT,__text) non-external ___emit_return_instruction_block_invoke
0000000183d0f9e4 (__TEXT,__text) non-external ___emit_return_instruction_block_invoke.82
0000000183d0f12c (__TEXT,__text) non-external ___emit_variable_names_block_invoke
                 (undefined) external ___error (from libSystem)
0000000183d04a6c (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke
0000000183d0a98c (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke.17
0000000183d12ca0 (__TEXT,__text) non-external ___expand_logical_conditions_policy_block_invoke
0000000183d06168 (__TEXT,__text) non-external ___factor_block_invoke
0000000183d1234c (__TEXT,__text) non-external ___factor_policy_block_invoke
0000000183d151e4 (__TEXT,__text) non-external ___format_error_block_invoke
0000000183d17e74 (__TEXT,__text) non-external ___generate_fcntl_syscallmask_block_invoke
0000000183d17dc4 (__TEXT,__text) non-external ___generate_mach_syscallmask_block_invoke
0000000183d17e1c (__TEXT,__text) non-external ___generate_mig_syscallmask_block_invoke
0000000183d17a40 (__TEXT,__text) non-external ___generate_unix_syscallmask_block_invoke
0000000183d10448 (__TEXT,__text) non-external ___iterate_string_operands_with_atom_namespaces_block_invoke
0000000183d104c0 (__TEXT,__text) non-external ___iterate_string_operands_with_atom_namespaces_block_invoke_2
0000000183cfb03c (__TEXT,__text) non-external ___list_cost_estimate_block_invoke
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
0000000183d01460 (__TEXT,__text) non-external ___operation_can_return_action_block_invoke
0000000183d17098 (__TEXT,__text) non-external ___operation_expand_block_invoke
0000000183d15368 (__TEXT,__text) non-external ___output_backtrace_block_invoke
0000000183d10520 (__TEXT,__text) non-external ___populate_pattern_variable_count_block_invoke
0000000183d05ad0 (__TEXT,__text) non-external ___reorder_block_invoke
0000000183d060e0 (__TEXT,__text) non-external ___reorder_condition_list_block_invoke
0000000183d14390 (__TEXT,__text) non-external ___reorder_policy_block_invoke
0000000183d10694 (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke
0000000183d10708 (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke.26
0000000183d057bc (__TEXT,__text) non-external ___resolve_jumps_block_invoke
                 (undefined) external ___sandbox_ms (from libSystem)
0000000183d0d5d4 (__TEXT,__text) non-external ___sandbox_prepare_user_home_mount_block_invoke
0000000183d0dba0 (__TEXT,__text) non-external ___sandbox_register_network_approval_policy_exemption_for_share_block_invoke
0000000183d14124 (__TEXT,__text) non-external ___sb_analyze_check_delegation_profile_block_invoke
0000000183d074d8 (__TEXT,__text) non-external ___sb_analyze_check_dependencies_profile_block_invoke
0000000183d0ea80 (__TEXT,__text) non-external ___sb_bitmask_is_subset_block_invoke
0000000183d018bc (__TEXT,__text) non-external ___sb_bytecode_output_profile_block_invoke
0000000183d111f0 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke
0000000183cfbe90 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke_2
0000000183d111e0 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke
0000000183cfb07c (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke_2
0000000183d0a33c (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke
0000000183d00444 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_2
0000000183d0a32c (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_3
0000000183cff264 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_4
0000000183d11b38 (__TEXT,__text) non-external ___sb_condition_list_every_condition_matches_predicate_block_invoke
0000000183cf7fa8 (__TEXT,__text) non-external ___sb_filter_has_side_effects_block_invoke
0000000183cfa418 (__TEXT,__text) non-external ___sb_fsa_disjunction_block_invoke
0000000183d05720 (__TEXT,__text) non-external ___sb_fsa_matches_disjoint_set_block_invoke
0000000183d05590 (__TEXT,__text) non-external ___sb_fsa_matches_subset_block_invoke
0000000183d0e2f4 (__TEXT,__text) non-external ___sb_fsa_recognizer_byteset_block_invoke
0000000183d09598 (__TEXT,__text) non-external ___sb_modifiers_apply_action_flags_block_invoke
0000000183d12f0c (__TEXT,__text) non-external ___sb_msgfilter_iterate_entry_points_block_invoke
0000000183cf513c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke
0000000183d01028 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_10
0000000183d149b8 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_11
0000000183d15860 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_12
0000000183d14a60 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_13
0000000183d15838 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_14
0000000183d14b08 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_15
0000000183d15794 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_16
0000000183d14bb0 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_17
0000000183d14c50 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_18
0000000183d14e30 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_19
0000000183d0a854 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_2
0000000183d1548c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_20
0000000183d0a170 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_3
0000000183cfbf40 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_4
0000000183cfc038 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_5
0000000183d148c8 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_6
0000000183d148e0 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_7
0000000183d148f8 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_8
0000000183d14910 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_9
0000000183d1451c (__TEXT,__text) non-external ___sb_transform_resolve_jumps_policy_block_invoke
0000000183d12920 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke
0000000183d12998 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke_2
0000000183d12868 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke
0000000183d128e0 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke_2
0000000183d15730 (__TEXT,__text) non-external ___sbpl_filter_eqv_block_invoke
0000000183d155e8 (__TEXT,__text) non-external ___sbpl_operation_eqv_block_invoke
                 (undefined) external ___srget (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stdinp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
0000000183d12b8c (__TEXT,__text) non-external ___synthesize_logical_conditions_policy_block_invoke
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
0000000183d141b8 (__TEXT,__text) non-external ___visit_instructions_in_policy_block_invoke
0000000183cf4d70 (__TEXT,__text) non-external ___xpc2sc_block_invoke
00000001e6f194d8 (__DATA,__data) non-external __address_family_aliases_
0000000183d105e0 (__TEXT,__text) non-external __annotate_instruction_order
0000000183d0a820 (__TEXT,__text) non-external __buffer_close
0000000183d0a744 (__TEXT,__text) non-external __buffer_read
0000000183d0a6d4 (__TEXT,__text) non-external __buffer_seek
0000000183cfa668 (__TEXT,__text) non-external __calculate_graft_position
0000000183d1229c (__TEXT,__text) non-external __condition_list_diff
00000001e6f21f88 (__DATA,__data) non-external __csop_aliases_
00000001e6f1ca78 (__DATA,__data) non-external __csr_aliases_
0000000183d15e94 (__TEXT,__text) non-external __define_filter
0000000183cf4684 (__TEXT,__text) non-external __define_list
0000000183cf4868 (__TEXT,__text) non-external __define_symbol
00000001e6f220f8 (__DATA,__data) non-external __errno_value_aliases_
00000001e6f20a48 (__DATA,__data) non-external __fcntl_command_aliases_
0000000183cfac3c (__TEXT,__text) non-external __flatten
0000000183d097ac (__TEXT,__text) non-external __free_error_pool
00000001e6f19868 (__DATA,__data) non-external __fsctl_command_aliases_
00000001e6f1cb48 (__DATA,__data) non-external __host_special_port_aliases_
00000001e6f1a628 (__DATA,__data) non-external __ioctl_command_aliases_
00000001e6f220a8 (__DATA,__data) non-external __kas_info_aliases_
00000001e6f1f0e8 (__DATA,__data) non-external __machtrap_aliases_
0000000183cf46d4 (__TEXT,__text) non-external __make_list_v
0000000183d0aad8 (__TEXT,__text) non-external __mbuf_close
0000000183d133b8 (__TEXT,__text) non-external __mbuf_read
0000000183d13358 (__TEXT,__text) non-external __mbuf_seek
0000000183d0aa34 (__TEXT,__text) non-external __mbuf_write
00000001e6f21cd8 (__DATA,__data) non-external __memorystatus_control_cmd_aliases_
00000001e6f1f4c8 (__DATA,__data) non-external __mig_routine_aliases_
00000001e6f21af8 (__DATA,__data) non-external __necp_client_action_aliases_
0000000183d0607c (__TEXT,__text) non-external __order
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
0000000183cf4e70 (__TEXT,__text) non-external __parse_file
00000001e6f1d3e8 (__DATA,__data) non-external __persona_aliases_
0000000183d0ee3c (__TEXT,__text) non-external __populate_atom_tables_profile
00000001e6f1c618 (__DATA,__data) non-external __privilege_aliases_
0000000183d0926c (__TEXT,__text) non-external __push_match_byteset_instr
0000000183cf1d2c (__TEXT,__text) non-external __s_return
0000000183d04160 (__TEXT,__text) non-external __sb_condition_list_remove_index
0000000183cf7da4 (__TEXT,__text) non-external __sb_condition_pattern_of_type
0000000183d077d4 (__TEXT,__text) non-external __sb_condition_traverse_filters
0000000183d0e3bc (__TEXT,__text) non-external __sb_fsa_disjunction
0000000183cfa038 (__TEXT,__text) non-external __sb_fsa_iterate_disjuncts
0000000183d0e14c (__TEXT,__text) non-external __sb_fsa_recognizer_terminal
0000000183cff69c (__TEXT,__text) non-external __sb_fsa_serialize
0000000183d11fec (__TEXT,__text) non-external __sb_instr_error_with_formatv
0000000183cfee5c (__TEXT,__text) non-external __sb_pattern_is_literal
0000000183cedaec (__TEXT,__text) non-external __sb_realloc_vector
0000000183d182e0 (__TEXT,__text) non-external __sb_textbuf_with_string_transfer_with_length
0000000183cff274 (__TEXT,__text) non-external __sb_value_is_equivalent
0000000183d113d4 (__TEXT,__text) non-external __sb_value_matches_subset
0000000183d13200 (__TEXT,__text) non-external __set_modifier_string
00000001e6f1cd08 (__DATA,__data) non-external __signal_aliases_
00000001e6f20f28 (__DATA,__data) non-external __socket_option_level_aliases_
00000001e6f215c8 (__DATA,__data) non-external __socket_option_name_aliases_
00000001e6f19798 (__DATA,__data) non-external __socket_type_aliases_
00000001e6f1d468 (__DATA,__data) non-external __syscall_aliases_
00000001e6f21ee8 (__DATA,__data) non-external __task_special_port_aliases_
00000001e6f1d108 (__DATA,__data) non-external __usb_interface_class_aliases_
00000001e6f1d218 (__DATA,__data) non-external __usb_interface_subclass_aliases_
                 (undefined) external __xpc_type_array (from libSystem)
                 (undefined) external __xpc_type_bool (from libSystem)
                 (undefined) external __xpc_type_dictionary (from libSystem)
                 (undefined) external __xpc_type_int64 (from libSystem)
                 (undefined) external __xpc_type_null (from libSystem)
                 (undefined) external __xpc_type_string (from libSystem)
                 (undefined) external __xpc_type_uint64 (from libSystem)
                 (undefined) external __xpc_type_uuid (from libSystem)
                 (undefined) external _abort (from libSystem)
0000000183cfbf90 (__TEXT,__text) non-external _all_args_pass_test
0000000183cee754 (__TEXT,__text) non-external _alloc_cellseg
0000000183cfd974 (__TEXT,__text) non-external _alloc_literal
0000000183cf6604 (__TEXT,__text) non-external _arg_is_condition
0000000183d157bc (__TEXT,__text) non-external _arg_is_message_filter
0000000183cfc3e4 (__TEXT,__text) non-external _arg_is_modifier
0000000183cf6680 (__TEXT,__text) non-external _arg_is_operation
                 (undefined) external _asprintf (from libSystem)
0000000183cf84a4 (__TEXT,__text) non-external _assert_is_mutable
0000000183d11ae0 (__TEXT,__text) non-external _assert_is_mutable.335
0000000183d0b948 (__TEXT,__text) non-external _atom2str
0000000183d18b08 (__TEXT,__text) non-external _atom2str.cold.1
0000000183d18b34 (__TEXT,__text) non-external _atom2str.cold.2
0000000183d18b60 (__TEXT,__text) non-external _atom2str.cold.3
0000000183d18b8c (__TEXT,__text) non-external _atom2str.cold.4
0000000183d18bb8 (__TEXT,__text) non-external _atom2str.cold.5
0000000183d18be4 (__TEXT,__text) non-external _atom2str.cold.6
0000000183d18c10 (__TEXT,__text) non-external _atom2str.cold.7
0000000183d18c3c (__TEXT,__text) non-external _atom2str.cold.8
0000000183cf0af0 (__TEXT,__text) non-external _backchar
0000000183cf58dc (__TEXT,__text) non-external _backtrace_pop
0000000183d18a58 (__TEXT,__text) non-external _backtrace_pop.cold.1
0000000183cef3a0 (__TEXT,__text) non-external _backtrace_push
0000000183d0e948 (__TEXT,__text) non-external _bitmask_extend
                 (undefined) external _bootstrap_look_up (from libSystem)
                 (undefined) external _bootstrap_port (from libSystem)
                 (undefined) external _bzero (from libSystem)
                 (undefined) external _calloc (from libSystem)
0000000183d02708 (__TEXT,__text) non-external _can_combine_conjunction
0000000183d02654 (__TEXT,__text) non-external _can_combine_disjunction
0000000183d039d8 (__TEXT,__text) non-external _candidate_list_lookup
0000000183d04438 (__TEXT,__text) non-external _candidate_list_remove
0000000183d06e78 (__TEXT,__text) non-external _candidate_set_release
0000000183cf653c (__TEXT,__text) non-external _car
0000000183cf65a0 (__TEXT,__text) non-external _cdr
0000000183d0759c (__TEXT,__text) non-external _check_dependencies
0000000183d13c10 (__TEXT,__text) non-external _check_instruction
0000000183d13d38 (__TEXT,__text) non-external _check_policy
0000000183d17e94 (__TEXT,__text) non-external _collect_filters_into_syscallmask
0000000183d12a84 (__TEXT,__text) non-external _combine_conditions
0000000183ceb77c (__TEXT,__text) non-external _compile
0000000183cf74b8 (__TEXT,__text) non-external _compute_cost_estimate
0000000183cf71b4 (__TEXT,__text) non-external _compute_hash
0000000183d1103c (__TEXT,__text) non-external _compute_hash.242
0000000183cfb17c (__TEXT,__text) non-external _condition_free_callback
0000000183d112a4 (__TEXT,__text) non-external _condition_is_subset_of_all
0000000183d11318 (__TEXT,__text) non-external _condition_is_subset_of_any
0000000183d06738 (__TEXT,__text) non-external _condition_with_patterns_combined
0000000183d0d720 (__TEXT,__text) non-external _connect_to_sandboxd_and_call
0000000183cfe098 (__TEXT,__text) non-external _construct_automaton
0000000183d06ff4 (__TEXT,__text) non-external _create_pattern_disjunctions
0000000183d02dec (__TEXT,__text) non-external _cse
0000000183d0315c (__TEXT,__text) non-external _cse_inferior_list
0000000183d02ff0 (__TEXT,__text) non-external _cse_multiple
0000000183d04c7c (__TEXT,__text) non-external _dce
0000000183cf8908 (__TEXT,__text) non-external _decorate_condition
0000000183cf5268 (__TEXT,__text) non-external _decorate_operation
0000000183d1461c (__TEXT,__text) non-external _define_action
0000000183d146b0 (__TEXT,__text) non-external _define_combination_filter
0000000183d11f98 (__TEXT,__text) non-external _die_die_die
                 (undefined) external _dispatch_once (from libSystem)
00000001ed240f38 (__AUTH_CONST,__const) non-external _dispatch_table
0000000183d00fb0 (__TEXT,__text) non-external _dump_stack_restore
0000000183d00f38 (__TEXT,__text) non-external _dump_stack_stash
0000000183d109a8 (__TEXT,__text) non-external _eliminate_common_subexpressions_policy
0000000183d04b14 (__TEXT,__text) non-external _eliminate_dead_code
0000000183d11c5c (__TEXT,__text) non-external _eliminate_dead_code_policy
0000000183d09060 (__TEXT,__text) non-external _emit
0000000183d0f058 (__TEXT,__text) non-external _emit_atom_table
0000000183d0f754 (__TEXT,__text) non-external _emit_bitmask
0000000183d08214 (__TEXT,__text) non-external _emit_instruction
0000000183d0fd9c (__TEXT,__text) non-external _emit_modifier_descriptor
0000000183d0f694 (__TEXT,__text) non-external _emit_network
0000000183d0f390 (__TEXT,__text) non-external _emit_pattern
0000000183d0f4c4 (__TEXT,__text) non-external _emit_regex
0000000183d09490 (__TEXT,__text) non-external _emit_string
0000000183d0ef78 (__TEXT,__text) non-external _emit_variable_names
0000000183d08c28 (__TEXT,__text) non-external _encode_address
0000000183cfd9fc (__TEXT,__text) non-external _end_expression
0000000183cf3d80 (__TEXT,__text) non-external _eqv
0000000183d046b8 (__TEXT,__text) non-external _expand_logical_conditions
0000000183d12bf4 (__TEXT,__text) non-external _expand_logical_conditions_policy
0000000183d12180 (__TEXT,__text) non-external _factor_policy
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fileno (from libSystem)
0000000183ceeb50 (__TEXT,__text) non-external (was a private external) _fill_vector
00000001e4be5870 (__DATA_CONST,__const) non-external _filter_info
0000000183ceeabc (__TEXT,__text) non-external _find_consecutive_cells
0000000183cf1d7c (__TEXT,__text) non-external _find_slot_in_env
0000000183cfde70 (__TEXT,__text) non-external _fixup_unanchored_operand
                 (undefined) external _flockfile (from libSystem)
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
0000000183ced97c (__TEXT,__text) non-external _free_bytes_in_buffer
                 (undefined) external _fseeko (from libSystem)
                 (undefined) external _fstat (from libSystem)
                 (undefined) external _ftello (from libSystem)
                 (undefined) external _funlockfile (from libSystem)
                 (undefined) external _funopen (from libSystem)
                 (undefined) external _fwrite (from libSystem)
0000000183cf53e4 (__TEXT,__text) non-external _gc
0000000183cf4614 (__TEXT,__text) non-external (was a private external) _gc_protect
0000000183cf4838 (__TEXT,__text) non-external (was a private external) _gc_unprotect
0000000183d18a00 (__TEXT,__text) non-external _gc_unprotect.cold.1
0000000183d17a98 (__TEXT,__text) non-external _generate_syscallmask
0000000183cf3c40 (__TEXT,__text) non-external (was a private external) _gensym
0000000183d189d4 (__TEXT,__text) non-external _gensym.cold.1
0000000183ceec54 (__TEXT,__text) non-external _get_cell
0000000183d08fec (__TEXT,__text) non-external _get_current_data_address
0000000183d1747c (__TEXT,__text) non-external _has_pending_backtrack
0000000183cf094c (__TEXT,__text) non-external _inchar
0000000183d2d7b5 (__TEXT,__const) non-external _init_scm
0000000183d0d0f4 (__TEXT,__text) non-external _inspect_iterate_items
0000000183cf3868 (__TEXT,__text) non-external _is_any
0000000183d0abb0 (__TEXT,__text) non-external (was a private external) _is_bt_pointer
0000000183cfb168 (__TEXT,__text) non-external (was a private external) _is_character
0000000183d0ac3c (__TEXT,__text) non-external (was a private external) _is_closure
0000000183d0ac64 (__TEXT,__text) non-external (was a private external) _is_continuation
0000000183d0ac8c (__TEXT,__text) non-external (was a private external) _is_environment
0000000183d0ac14 (__TEXT,__text) non-external (was a private external) _is_foreign
0000000183d0ac28 (__TEXT,__text) non-external (was a private external) _is_foreign_block
0000000183cf89b4 (__TEXT,__text) non-external (was a private external) _is_foreign_object
0000000183cf6738 (__TEXT,__text) non-external (was a private external) _is_integer
0000000183d0ac50 (__TEXT,__text) non-external (was a private external) _is_macro
0000000183cf6d88 (__TEXT,__text) non-external _is_nonneg
0000000183d0c2f4 (__TEXT,__text) non-external _is_num_integer
0000000183cf3d28 (__TEXT,__text) non-external (was a private external) _is_number
0000000183cf2944 (__TEXT,__text) non-external (was a private external) _is_pair
0000000183d0abec (__TEXT,__text) non-external (was a private external) _is_port
0000000183d007f8 (__TEXT,__text) non-external _is_position_at_end_of_sequence
0000000183d0ac00 (__TEXT,__text) non-external (was a private external) _is_proc
0000000183d0ac78 (__TEXT,__text) non-external (was a private external) _is_promise
0000000183cf6d74 (__TEXT,__text) non-external (was a private external) _is_string
0000000183cf6fa4 (__TEXT,__text) non-external (was a private external) _is_symbol
0000000183d0ab0c (__TEXT,__text) non-external (was a private external) _is_vector
                 (undefined) external _isalnum (from libSystem)
                 (undefined) external _isalpha (from libSystem)
                 (undefined) external _isblank (from libSystem)
                 (undefined) external _iscntrl (from libSystem)
                 (undefined) external _isdigit (from libSystem)
                 (undefined) external _isgraph (from libSystem)
                 (undefined) external _islower (from libSystem)
                 (undefined) external _isprint (from libSystem)
                 (undefined) external _ispunct (from libSystem)
                 (undefined) external _isspace (from libSystem)
                 (undefined) external _isupper (from libSystem)
                 (undefined) external _isxdigit (from libSystem)
0000000183cf6740 (__TEXT,__text) non-external (was a private external) _ivalue
0000000183cfae8c (__TEXT,__text) non-external _list_cost_estimate
0000000183cfb0a0 (__TEXT,__text) non-external _list_star
                 (undefined) external _mach_msg (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _malloc_good_size (from libSystem)
                 (undefined) external _malloc_size (from libSystem)
0000000183cf5728 (__TEXT,__text) non-external _mark
                 (undefined) external _matchCombine (from libMatch)
                 (undefined) external _matchCompile (from libMatch)
                 (undefined) external _matchExec (from libMatch)
                 (undefined) external _matchFree (from libMatch)
                 (undefined) external _matchInit (from libMatch)
                 (undefined) external _matchPack (from libMatch)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
