000000020cabce38 (__TEXT,__text) external _AAAFSCGetMetadata
000000020cab6e4c (__TEXT,__text) non-external _computePatchesWorkerProc
000000020ca844ac (__TEXT,__text) non-external (was a private external) _concatExtractPath
000000020ca843e8 (__TEXT,__text) non-external (was a private external) _concatPath
                 (undefined) external _confstr (from libSystem)
000000020cac5ac4 (__TEXT,__text) non-external (was a private external) _contextPassThroughProc
000000020ca8c0a0 (__TEXT,__text) non-external _convertStreamAbort
000000020ca8c358 (__TEXT,__text) non-external _convertStreamBeginBlob
000000020ca8afb8 (__TEXT,__text) non-external _convertStreamClose
000000020ca8c58c (__TEXT,__text) non-external _convertStreamEndBlob
000000020ca8c2c0 (__TEXT,__text) non-external _convertStreamEndEntry
000000020ca8c1f8 (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
000000020ca8bc6c (__TEXT,__text) non-external _convertStreamWriteBlob
000000020ca8b054 (__TEXT,__text) non-external _convertStreamWriteHeader
000000020ca93f54 (__TEXT,__text) non-external _convert_block_controls
000000020ca93db0 (__TEXT,__text) non-external _convert_internal_controls
000000020ca84bb0 (__TEXT,__text) non-external (was a private external) _copyFileSegment
000000020ca84fb8 (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
000000020ca6b658 (__TEXT,__text) non-external _copyStream
000000020caa4040 (__TEXT,__text) non-external _create
000000020ca8ad98 (__TEXT,__text) non-external _createErrorContextKey
000000020ca8a7c8 (__TEXT,__text) non-external (was a private external) _createThread
000000020ca70d44 (__TEXT,__text) non-external _currentWriteBufferFull
000000020cabade8 (__TEXT,__text) non-external _decodeStreamAbort
000000020cabae04 (__TEXT,__text) non-external _decodeStreamClose
000000020cab9ef0 (__TEXT,__text) non-external (was a private external) _decodeStreamDiscard
000000020caba274 (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
000000020caba0f8 (__TEXT,__text) non-external (was a private external) _decodeStreamLoadHeader
000000020cababdc (__TEXT,__text) non-external _decodeStreamReadBlob
000000020cab9fd4 (__TEXT,__text) non-external (was a private external) _decodeStreamReadData
000000020caba6cc (__TEXT,__text) non-external _decodeStreamReadHeader
000000020cab9e34 (__TEXT,__text) non-external (was a private external) _decodeStreamRefillBuffer
000000020cabd6c4 (__TEXT,__text) non-external _decompressToData
000000020ca52cf0 (__TEXT,__text) non-external _decryptAsyncCancel
000000020ca52760 (__TEXT,__text) non-external _decryptAsyncClose
000000020ca52944 (__TEXT,__text) non-external _decryptAsyncGetRange
000000020ca52d04 (__TEXT,__text) non-external _decryptAsyncIsCancelled
000000020ca52a9c (__TEXT,__text) non-external _decryptAsyncProcess
000000020ca8df54 (__TEXT,__text) non-external _decryptToFileAsyncCancel
000000020ca8ddd0 (__TEXT,__text) non-external _decryptToFileAsyncClose
000000020ca8df5c (__TEXT,__text) non-external _decryptToFileAsyncGetRange
000000020ca8df64 (__TEXT,__text) non-external _decryptToFileAsyncProcess
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dlsym (from libSystem)
000000020ca6f324 (__TEXT,__text) non-external _ecc65537Inv
000000020ca6ef10 (__TEXT,__text) non-external _ecc65537PolyEval
000000020ca6f19c (__TEXT,__text) non-external _ecc65537Solve
000000020ca6ef8c (__TEXT,__text) non-external _ecc65537Triangulate
000000020cab7818 (__TEXT,__text) non-external _encodeEntry
000000020cab79b4 (__TEXT,__text) non-external _encodeYOPEntry
000000020cab8a4c (__TEXT,__text) non-external _encoderStreamAbort
000000020cab8884 (__TEXT,__text) non-external _encoderStreamClose
000000020cab8c00 (__TEXT,__text) non-external _encoderStreamWriteBlob
000000020cab8a68 (__TEXT,__text) non-external _encoderStreamWriteHeader
000000020ca8a170 (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
000000020cab6e1c (__TEXT,__text) non-external _entryIndexCmpHLC
000000020ca9a590 (__TEXT,__text) non-external _entryMessage
000000020caa998c (__TEXT,__text) non-external _entryRelease
000000020cab6e00 (__TEXT,__text) non-external _entryVectorCmp
000000020ca85f8c (__TEXT,__text) non-external (was a private external) _enumerateTree
000000020ca860f4 (__TEXT,__text) non-external _enumerateTree_rec
000000020caa4d18 (__TEXT,__text) non-external _expandDirThreadProc
000000020caa996c (__TEXT,__text) non-external _extractStreamAbort
000000020caa7adc (__TEXT,__text) non-external _extractStreamClose
000000020caaa4b8 (__TEXT,__text) non-external _extractStreamEntryEnd
000000020caaa598 (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
000000020caaa0f8 (__TEXT,__text) non-external _extractStreamStateFail
000000020caa9284 (__TEXT,__text) non-external _extractStreamWriteBlob
000000020caa87c8 (__TEXT,__text) non-external _extractStreamWriteHeader
000000020ca9ae68 (__TEXT,__text) non-external _extractThread
000000020caa9b08 (__TEXT,__text) non-external _extractThreadFailEntry
000000020caa6cb0 (__TEXT,__text) non-external _extractThreadProc
000000020caaa1d8 (__TEXT,__text) non-external _extractThreadSendCommand
000000020ca9a9c0 (__TEXT,__text) non-external _extractToDirAsyncCancel
000000020ca9a7f0 (__TEXT,__text) non-external _extractToDirAsyncClose
000000020ca9a9c4 (__TEXT,__text) non-external _extractToDirAsyncGetRange
000000020ca9aa58 (__TEXT,__text) non-external _extractToDirAsyncProcess
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
000000020ca69270 (__TEXT,__text) non-external _findFirst
000000020ca94090 (__TEXT,__text) non-external _fingerprint_worker
                 (undefined) external _flistxattr (from libSystem)
000000020ca6a2b0 (__TEXT,__text) non-external _flushBuf
000000020cab8eac (__TEXT,__text) non-external _flushOBuf
000000020cabf66c (__TEXT,__text) non-external _flushOBuf
000000020ca7f5cc (__TEXT,__text) non-external _flushToResourceFork
000000020cab9014 (__TEXT,__text) non-external (was a private external) _forceInPlaceControls
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _free (from libSystem)
000000020cab958c (__TEXT,__text) non-external (was a private external) _freeDiffSegmentVector
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat (from libSystem)
                 (undefined) external _fstatat (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
000000020ca6a654 (__TEXT,__text) non-external (was a private external) _fullReplacementBXPatch5
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _fwrite (from libSystem)
000000021ba9d480 (__DATA,__bss) non-external _gErrorContextKey
000000020ca96964 (__TEXT,__text) non-external (was a private external) _getBXDiffControls
000000020ca85c84 (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
000000020cab9c0c (__TEXT,__text) non-external (was a private external) _getComboControlsFromMergedDiffSegmentVectors
000000020ca6f4dc (__TEXT,__text) non-external _getCompressedSizeCounterProc
000000020ca840ec (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
000000020ca8ad30 (__TEXT,__text) non-external _getErrorContextKey
000000021ba9d470 (__DATA,__data) non-external _getErrorContextKey.errorContextOnce
000000020ca923b8 (__TEXT,__text) non-external _getFieldBlob
000000020ca85470 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
000000020ca853e4 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
000000020ca85a58 (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
000000020caabbdc (__TEXT,__text) non-external _getFileDiskUsageBlocks2
000000020ca85bf4 (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
000000020ca85354 (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
000000020ca85d24 (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
000000020ca85d34 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
000000020ca85de0 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
000000020ca85980 (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
000000020cac7804 (__TEXT,__text) non-external _getFreeCachePos
000000020ca5b574 (__TEXT,__text) non-external _getHeader
000000020caa5c60 (__TEXT,__text) non-external _getPath
000000020ca840a4 (__TEXT,__text) non-external (was a private external) _getRealTime
000000020ca8482c (__TEXT,__text) non-external (was a private external) _getTempDir
000000020ca9b2f8 (__TEXT,__text) non-external _getTempSegmentFilename
000000020ca86588 (__TEXT,__text) non-external (was a private external) _getVolumeCapabilities
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
000000020cac5940 (__TEXT,__text) non-external _graisAbort
000000020cac3e80 (__TEXT,__text) non-external _graisClose
000000020cac5554 (__TEXT,__text) non-external _graisPRead
000000020cac5538 (__TEXT,__text) non-external _graisRead
000000020cac58f4 (__TEXT,__text) non-external _graisSeek
000000020caa4c48 (__TEXT,__text) non-external _increaseCapacity
000000020ca78c0c (__TEXT,__text) non-external (was a private external) _initBestMatchThreadProc
000000020cab9580 (__TEXT,__text) non-external (was a private external) _initDiffSegmentVector
000000020caaacdc (__TEXT,__text) non-external _init_blob_with_magic
000000020ca848d8 (__TEXT,__text) non-external (was a private external) _isDirEmpty
000000020cab059c (__TEXT,__text) non-external _isZero
                 (undefined) external _issetugid (from libSystem)
000000020ca8ab28 (__TEXT,__text) non-external (was a private external) _joinThread
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
000000020ca8a298 (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
000000020caba1b4 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_AA
000000020ca95c14 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Cpio
000000020caaf3bc (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Ustar
000000020cabf874 (__TEXT,__text) non-external _loadChunkOffsets
000000020cabcfb0 (__TEXT,__text) non-external _loadDecmpfsXattr
000000020ca9aedc (__TEXT,__text) non-external _loadRemainingRange
000000020ca9b118 (__TEXT,__text) non-external _loadTempSegment
000000020ca9ab00 (__TEXT,__text) non-external _loadThread
000000020ca825c0 (__TEXT,__text) non-external _lockedStateReserveActiveChunks
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_easy_buffer_encode (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_bound (from liblzma)
                 (undefined) external _lzma_stream_buffer_decode (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
000000020ca84218 (__TEXT,__text) non-external (was a private external) _makePath
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
000000020ca76cd0 (__TEXT,__text) non-external _memoryInputStreamCancel
000000020ca76cb4 (__TEXT,__text) non-external _memoryInputStreamClose
000000020ca76d04 (__TEXT,__text) non-external _memoryInputStreamPRead
000000020ca76ce4 (__TEXT,__text) non-external _memoryInputStreamRead
000000020ca76d84 (__TEXT,__text) non-external _memoryInputStreamSeek
000000020ca76f10 (__TEXT,__text) non-external _memoryOutputStreamCancel
000000020ca76ef4 (__TEXT,__text) non-external _memoryOutputStreamClose
000000020ca76f24 (__TEXT,__text) non-external _memoryOutputStreamWrite
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
000000020cab9bd4 (__TEXT,__text) non-external _mergeDiffSegmentEventCompareProc
000000020cab97c8 (__TEXT,__text) non-external (was a private external) _mergeDiffSegmentVectors
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkdtemp (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
                 (undefined) external _mmap (from libSystem)
000000020cac8104 (__TEXT,__text) non-external _movePage
                 (undefined) external _munmap (from libSystem)
000000020caa5578 (__TEXT,__text) non-external _normalize
000000020ca842d8 (__TEXT,__text) non-external (was a private external) _normalizePath
000000020ca9b3a0 (__TEXT,__text) non-external _notifySegmentAvailable
000000020cadacb0 (__TEXT,__const) non-external _old_resource_fork_map
000000020cadb260 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _openat (from libSystem)
                 (undefined) external _opendir (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
000000020ca5a71c (__TEXT,__text) non-external (was a private external) _outputStreamProc
000000020ca84744 (__TEXT,__text) non-external (was a private external) _pathIsValid
000000020ca5b4c8 (__TEXT,__text) non-external _pcRead
000000020ca5a980 (__TEXT,__text) non-external _pcWrite
000000020ca519dc (__TEXT,__text) non-external (was a private external) _pc_array_append
000000020ca51968 (__TEXT,__text) non-external (was a private external) _pc_array_compact
000000020ca51958 (__TEXT,__text) non-external (was a private external) _pc_array_free
000000020ca944f0 (__TEXT,__text) non-external (was a private external) _pc_log_error
000000020cac8568 (__TEXT,__text) non-external _pc_log_error.cold.1
000000020ca94604 (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _perror (from libSystem)
000000020ca90930 (__TEXT,__text) non-external _plzmaEncodeBuffer
                 (undefined) external _pread (from libSystem)
000000020ca53208 (__TEXT,__text) non-external _processClusterHeader
000000020ca71fa4 (__TEXT,__text) non-external _processEntry
000000020ca88e90 (__TEXT,__text) non-external _processEntry
000000020ca52d10 (__TEXT,__text) non-external _processMagic
000000020ca5398c (__TEXT,__text) non-external _processPadding
000000020ca52e4c (__TEXT,__text) non-external _processPrologue
000000020ca53cdc (__TEXT,__text) non-external _processSegment
000000020ca8dbcc (__TEXT,__text) non-external _processSegment
000000020ca9a2c8 (__TEXT,__text) non-external _processSegment
000000020ca6c4c8 (__TEXT,__text) non-external _processWithProgress
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
000000020cab96cc (__TEXT,__text) non-external (was a private external) _pushControls
000000020cab963c (__TEXT,__text) non-external (was a private external) _pushDiffSegment
000000020ca53e3c (__TEXT,__text) non-external _pushPaddingRange
000000020ca52640 (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
000000020ca7a520 (__TEXT,__text) non-external _quicksort64
000000020ca6df28 (__TEXT,__text) non-external _randomAccessWorkerProc
000000020ca83a80 (__TEXT,__text) non-external _rangeCmp
000000020ca7eec8 (__TEXT,__text) non-external _rangeInputStreamCancel
000000020ca7ee94 (__TEXT,__text) non-external _rangeInputStreamClose
000000020ca7eeec (__TEXT,__text) non-external _rangeInputStreamRead
000000020ca5c498 (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r (from libSystem)
000000020cac5d70 (__TEXT,__text) non-external (was a private external) _readerProc
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
000000020ca84044 (__TEXT,__text) non-external (was a private external) _reallocToFit
000000020caaae7c (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
000000020ca86464 (__TEXT,__text) non-external _removeEntryProc
000000020ca86068 (__TEXT,__text) non-external (was a private external) _removeFile
000000020ca86518 (__TEXT,__text) non-external _removeLeaveDirProc
000000020ca71f40 (__TEXT,__text) non-external _removeStreamAbort
000000020ca717f4 (__TEXT,__text) non-external _removeStreamClose
000000020ca71f2c (__TEXT,__text) non-external _removeStreamWriteBlob
000000020ca71b00 (__TEXT,__text) non-external _removeStreamWriteHeader
000000020ca86418 (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
000000020cab95bc (__TEXT,__text) non-external (was a private external) _reserveDiffSegmentVector
000000020cabde68 (__TEXT,__text) non-external _resizeResourceFork
000000020ca8e924 (__TEXT,__text) non-external _resizeStream
000000020cabd174 (__TEXT,__text) non-external _resourceForkSize
000000020ca9b6cc (__TEXT,__text) non-external _retireEntryRange
000000020caa9f70 (__TEXT,__text) non-external _retireThreadEnqueue
000000020caa678c (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
000000020ca93ce4 (__TEXT,__text) non-external _sanitize_internal_controls
000000020ca7b7d4 (__TEXT,__text) non-external _seekTo
000000020ca70cb8 (__TEXT,__text) non-external _sendEOF
000000020ca8c0bc (__TEXT,__text) non-external _sendHeader
000000020ca61788 (__TEXT,__text) non-external _sendMessage
000000020cac5964 (__TEXT,__text) non-external _sendMessage
000000020ca6ddbc (__TEXT,__text) non-external _sequentialReaderProc
000000020ca6de58 (__TEXT,__text) non-external _sequentialWriterProc
000000020cad1674 (__TEXT,__cstring) non-external _serializeHexString.digit
000000020ca92900 (__TEXT,__text) non-external _setFieldBlob
000000020ca854f8 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
000000020ca85b28 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlagsFD
000000020ca8a224 (__TEXT,__text) non-external _setThreadErrorContext
000000020cabf164 (__TEXT,__text) non-external _setUFCompressedBit
                 (undefined) external _setattrlist (from libSystem)
000000020ca8d6c4 (__TEXT,__text) non-external _setupContext
000000020ca99600 (__TEXT,__text) non-external _setupContext
000000020ca8416c (__TEXT,__text) non-external (was a private external) _sha1ToString
000000020ca841ac (__TEXT,__text) non-external (was a private external) _sha1cmp
000000020ca65ba4 (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
000000020ca53ed8 (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat (from libSystem)
000000020ca85460 (__TEXT,__text) non-external (was a private external) _statIsCompressed
000000020ca86580 (__TEXT,__text) non-external (was a private external) _statIsDataless
000000020caa2d68 (__TEXT,__text) non-external _stateAppendEntry
000000020cab5ff8 (__TEXT,__text) non-external _stateCollectorStreamClose
000000020cab69ac (__TEXT,__text) non-external _stateCollectorStreamWriteBlob
000000020cab6014 (__TEXT,__text) non-external _stateCollectorStreamWriteHeader
000000020cab3c9c (__TEXT,__text) non-external _stateComputePatches
000000020caa26c0 (__TEXT,__text) non-external _stateConcatPath
000000020caa00d8 (__TEXT,__text) non-external _stateDestroy
000000020cab5ed4 (__TEXT,__text) non-external _stateDestroy
000000020cab4020 (__TEXT,__text) non-external _stateGenerateArchive
000000020caa26e0 (__TEXT,__text) non-external _stateGetEntryData
000000020cab745c (__TEXT,__text) non-external _stateLoadEntryHeader
000000020caa28d0 (__TEXT,__text) non-external _stateShouldCreateFileInCluster
000000020ca83ad4 (__TEXT,__text) non-external _stateSortRanges
                 (undefined) external _statfs (from libSystem)
000000020cac7e34 (__TEXT,__text) non-external _storeCachePos
000000020cabf228 (__TEXT,__text) non-external _storeChunkOffsets
000000020ca84a60 (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
000000020ca81bfc (__TEXT,__text) non-external _streamAbort
000000020ca950e4 (__TEXT,__text) non-external _streamAbort
000000020ca81a94 (__TEXT,__text) non-external _streamClose
000000020ca94d98 (__TEXT,__text) non-external _streamClose
000000020ca642d0 (__TEXT,__text) non-external _streamConsumerProc
000000020ca958a4 (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
000000020ca81c20 (__TEXT,__text) non-external _streamPRead
000000020ca95108 (__TEXT,__text) non-external _streamPWrite
000000020ca82b40 (__TEXT,__text) non-external _streamProc
000000020cac4d48 (__TEXT,__text) non-external _streamProc
000000020ca82020 (__TEXT,__text) non-external _streamRead
000000020ca82040 (__TEXT,__text) non-external _streamSeek
000000020ca643b4 (__TEXT,__text) non-external _streamThreadProc
000000020ca64220 (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
000000020ca77740 (__TEXT,__text) non-external _stringTableIndexCompareProc
000000020ca77268 (__TEXT,__text) non-external _stringTableReserve
000000020cabc784 (__TEXT,__text) non-external _stripAFSC
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtol (from libSystem)
                 (undefined) external _strtoll (from libSystem)
000000020cab76e4 (__TEXT,__text) non-external _subArchiveCreate
000000020cab7cb8 (__TEXT,__text) non-external _subArchiveDestroy
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
000000020cab0630 (__TEXT,__text) non-external _tarParseInt
000000020ca8e298 (__TEXT,__text) non-external _tempStreamCancel
000000020ca8e1ec (__TEXT,__text) non-external _tempStreamClose
000000020ca8e2dc (__TEXT,__text) non-external _tempStreamPRead
000000020ca8e534 (__TEXT,__text) non-external _tempStreamPWrite
000000020ca8e2ac (__TEXT,__text) non-external _tempStreamRead
000000020ca8e4a4 (__TEXT,__text) non-external _tempStreamSeek
000000020ca8e7a0 (__TEXT,__text) non-external _tempStreamTruncate
000000020ca8e504 (__TEXT,__text) non-external _tempStreamWrite
000000020ca7e214 (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
000000020ca7df30 (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
000000020cac235c (__TEXT,__text) non-external _threadPoolWorkerThreadProc
000000020ca8aae4 (__TEXT,__text) non-external _threadWrapperProc
000000020ca689ac (__TEXT,__text) non-external _treeAdd
000000020ca6826c (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
000000020ca685c4 (__TEXT,__text) non-external _treeRebalance
000000020ca694e4 (__TEXT,__text) non-external _treeRotateLeft
000000020ca69380 (__TEXT,__text) non-external _treeRotateRight
000000020ca68868 (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
000000020ca9b0b4 (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
000000020ca84d54 (__TEXT,__text) non-external (was a private external) _updateFileAttributes
000000020ca876b8 (__TEXT,__text) non-external _updateFromHeader
000000020ca8a730 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
000000020ca8a770 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
000000020caac814 (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
000000020ca616d0 (__TEXT,__text) non-external _verifyDirectoryStreamCancel
000000020ca60b34 (__TEXT,__text) non-external _verifyDirectoryStreamClose
000000020ca61464 (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
000000020ca60e98 (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
000000020ca8d950 (__TEXT,__text) non-external _verifySegment
000000020ca9a040 (__TEXT,__text) non-external _verifySegment
000000020cac5b00 (__TEXT,__text) non-external (was a private external) _verifySegmentProc
                 (undefined) external _vsnprintf (from libSystem)
000000020caa29cc (__TEXT,__text) non-external _workerApplyAttr
000000020ca616e4 (__TEXT,__text) non-external _workerDataFree
000000020caa2c58 (__TEXT,__text) non-external _workerDecodeAndApplyACL
000000020caa2b48 (__TEXT,__text) non-external _workerDecodeAndApplyXAT
000000020ca71f54 (__TEXT,__text) non-external _workerDestroy
000000020caa2650 (__TEXT,__text) non-external _workerDestroy
000000020ca51e90 (__TEXT,__text) non-external _workerProc
000000020ca6063c (__TEXT,__text) non-external _workerProc
000000020ca716f8 (__TEXT,__text) non-external _workerProc
000000020ca83ec8 (__TEXT,__text) non-external _workerProc
000000020caa01a0 (__TEXT,__text) non-external _workerProc
000000020cac4be4 (__TEXT,__text) non-external _workerProc
000000020caa2a9c (__TEXT,__text) non-external _workerReserve
000000020caa2788 (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
000000020ca8894c (__TEXT,__text) non-external _writeBlobProc
000000020ca883bc (__TEXT,__text) non-external _writeHeaderProc
000000020cab8f50 (__TEXT,__text) non-external _writeOBuf
000000020ca57b9c (__TEXT,__text) non-external _writeProc
000000020ca7ce0c (__TEXT,__text) non-external _writeProc
000000020ca97c38 (__TEXT,__text) non-external _writeProc
000000020ca94a38 (__TEXT,__text) non-external _writerProc
000000020cac5f5c (__TEXT,__text) non-external (was a private external) _writerProc
