
/System/Cryptexes/OS/usr/lib/system/libsystem_kernel.dylib (for architecture x86_64):
000000000003f1c0 (__DATA,__data) external _NDR_record
0000000000006778 (__TEXT,__text) external _fchown
000000000000e5c4 (__TEXT,__text) external _fchownat
000000000000e5ec (__TEXT,__text) external _fclonefileat
0000000000001cd8 (__TEXT,__text) external _fcntl
00000000000050f8 (__TEXT,__text) external _fcntl$NOCANCEL
000000000000e614 (__TEXT,__text) external _fdatasync
000000000000845c (__TEXT,__text) external _ffsctl
0000000000004880 (__TEXT,__text) external _fgetattrlist
0000000000005428 (__TEXT,__text) external _fgetxattr
000000000000e63c (__TEXT,__text) external _fhopen
0000000000006f50 (__TEXT,__text) external _fileport_makefd
00000000000071a0 (__TEXT,__text) external _fileport_makeport
000000000000c9ac (__TEXT,__text) external _flistxattr
0000000000004e28 (__TEXT,__text) external _flock
000000000000e664 (__TEXT,__text) external _fmount
000000000000e68c (__TEXT,__text) external _fpathconf
0000000000011f14 (__TEXT,__text) non-external (was a private external) _fprintf_stderr
000000000000e6b4 (__TEXT,__text) external _freadlink
000000000000e6dc (__TEXT,__text) external _fremovexattr
0000000000019bf8 (__TEXT,__text) external _fs_snapshot_create
0000000000019c14 (__TEXT,__text) external _fs_snapshot_delete
0000000000009078 (__TEXT,__text) external _fs_snapshot_list
0000000000019c84 (__TEXT,__text) external _fs_snapshot_mount
0000000000019c30 (__TEXT,__text) external _fs_snapshot_rename
0000000000019c4c (__TEXT,__text) external _fs_snapshot_revert
0000000000019c68 (__TEXT,__text) external _fs_snapshot_root
0000000000004858 (__TEXT,__text) external _fsctl
0000000000006750 (__TEXT,__text) external _fsetattrlist
00000000000061d0 (__TEXT,__text) external _fsetxattr
0000000000004924 (__TEXT,__text) external _fsgetpath
000000000000e704 (__TEXT,__text) external _fsgetpath_ext
000000000000e754 (__TEXT,__text) external _fstat
000000000000e754 (__TEXT,__text) external _fstat64
000000000000e7a4 (__TEXT,__text) external _fstatat
000000000000e7a4 (__TEXT,__text) external _fstatat64
000000000000c158 (__TEXT,__text) external _fstatfs
000000000000c158 (__TEXT,__text) external _fstatfs64
00000000000049c4 (__TEXT,__text) external _fsync
000000000000d540 (__TEXT,__text) external _fsync$NOCANCEL
0000000000004684 (__TEXT,__text) external _ftruncate
0000000000014bd8 (__TEXT,__text) external _futimens
00000000000063ac (__TEXT,__text) external _futimes
00000000000401c0 (__DATA,__crash_info) non-external _gCRAnnotations
0000000000001c0c (__TEXT,__text) external _getattrlist
000000000000e7f4 (__TEXT,__text) external _getattrlistat
00000000000046d4 (__TEXT,__text) external _getattrlistbulk
000000000001cb28 (__TEXT,__text) external _getaudit
00000000000033f0 (__TEXT,__text) external _getaudit_addr
000000000000e81c (__TEXT,__text) external _getauid
000000000000e844 (__TEXT,__text) external _getdirentries
000000000000e86c (__TEXT,__text) external _getdirentriesattr
00000000000094b4 (__TEXT,__text) external _getdtablesize
0000000000002c34 (__TEXT,__text) external _getegid
000000000000173c (__TEXT,__text) external _getentropy
000000000000245c (__TEXT,__text) external _geteuid
000000000000e894 (__TEXT,__text) external _getfh
000000000000e8e4 (__TEXT,__text) external _getfsstat
000000000000e8e4 (__TEXT,__text) external _getfsstat64
0000000000005080 (__TEXT,__text) external _getgid
00000000000067a0 (__TEXT,__text) external _getgroups
0000000000006570 (__TEXT,__text) external _gethostuuid
00000000000055e4 (__TEXT,__text) external _getiopolicy_np
000000000000e90c (__TEXT,__text) external _getitimer
00000000000054ac (__TEXT,__text) external _getpeername
000000000000abb8 (__TEXT,__text) external _getpgid
0000000000009150 (__TEXT,__text) external _getpgrp
0000000000001774 (__TEXT,__text) external _getpid
0000000000007218 (__TEXT,__text) external _getppid
0000000000008fb0 (__TEXT,__text) external _getpriority
00000000000033c0 (__TEXT,__text) external _getrlimit
00000000000082e0 (__TEXT,__text) external _getrusage
000000000000d568 (__TEXT,__text) external _getsgroups_np
000000000000e934 (__TEXT,__text) external _getsid
0000000000008484 (__TEXT,__text) external _getsockname
00000000000053d8 (__TEXT,__text) external _getsockopt
0000000000002be4 (__TEXT,__text) external _getuid
000000000000d590 (__TEXT,__text) external _getwgroups_np
000000000000413c (__TEXT,__text) external _getxattr
000000000000e95c (__TEXT,__text) external _grab_pgo_data
000000000000e984 (__TEXT,__text) external _graftdmg
000000000000499c (__TEXT,__text) external _guarded_close_np
000000000000b2ac (__TEXT,__text) external _guarded_kqueue_np
0000000000011f88 (__TEXT,__text) external _guarded_open_dprotected_np
0000000000004774 (__TEXT,__text) external _guarded_open_np
00000000000047c8 (__TEXT,__text) external _guarded_pwrite_np
00000000000085d0 (__TEXT,__text) external _guarded_write_np
000000000000e9ac (__TEXT,__text) external _guarded_writev_np
0000000000037e6a (__TEXT,__cstring) non-external _hex
0000000000011fd4 (__TEXT,__text) external _host_check_multiuser_mode
0000000000002254 (__TEXT,__text) external _host_create_mach_voucher
000000000000130c (__TEXT,__text) external _host_create_mach_voucher_trap
000000000001e420 (__TEXT,__text) external _host_default_memory_manager
000000000001fdbc (__TEXT,__text) external _host_get_UNDServer
0000000000011fb4 (__TEXT,__text) external _host_get_atm_diagnostic_flag
000000000001dedc (__TEXT,__text) external _host_get_boot_info
000000000001eadc (__TEXT,__text) external _host_get_clock_control
0000000000006b18 (__TEXT,__text) external _host_get_clock_service
000000000001f294 (__TEXT,__text) external _host_get_exception_ports
0000000000020a2c (__TEXT,__text) external _host_get_io_main
00000000000049ec (__TEXT,__text) external _host_get_io_master
0000000000011fcc (__TEXT,__text) external _host_get_multiuser_config_flags
0000000000001ed8 (__TEXT,__text) external _host_get_special_port
0000000000005cd0 (__TEXT,__text) external _host_info
00000000000203cc (__TEXT,__text) external _host_kernel_version
00000000000212e0 (__TEXT,__text) external _host_lockgroup_info
000000000001212c (__TEXT,__text) external _host_page_size
000000000001e204 (__TEXT,__text) external _host_priv_statistics
0000000000020894 (__TEXT,__text) external _host_processor_info
000000000001fb38 (__TEXT,__text) external _host_processor_set_priv
000000000001f9bc (__TEXT,__text) external _host_processor_sets
000000000001e960 (__TEXT,__text) external _host_processors
000000000001e0ec (__TEXT,__text) external _host_reboot
0000000000021918 (__TEXT,__text) external _host_register_mach_voucher_attr_manager
0000000000021aa0 (__TEXT,__text) external _host_register_well_known_mach_voucher_attr_manager
00000000000030f4 (__TEXT,__text) external _host_request_notification
00000000000200f8 (__TEXT,__text) external _host_security_create_task_token
0000000000020290 (__TEXT,__text) external _host_security_set_task_token
0000000000012980 (__TEXT,__text) external _host_self
00000000000011bc (__TEXT,__text) external _host_self_trap
000000000001fca4 (__TEXT,__text) external _host_set_UNDServer
0000000000021c1c (__TEXT,__text) external _host_set_atm_diagnostic_flag
000000000001f168 (__TEXT,__text) external _host_set_exception_ports
0000000000021f44 (__TEXT,__text) external _host_set_multiuser_config_flags
000000000001f040 (__TEXT,__text) external _host_set_special_port
000000000000ac98 (__TEXT,__text) external _host_statistics
000000000000a564 (__TEXT,__text) external _host_statistics64
000000000001f560 (__TEXT,__text) external _host_swap_exception_ports
0000000000020d00 (__TEXT,__text) external _host_virtual_physical_table_info
0000000000040198 (__DATA,__data) external _important_boost_assertion_token
000000000003e378 (__DATA_CONST,__const) external _internal_catch_exc_subsystem
0000000000011e78 (__TEXT,__text) non-external _internal_catch_exception_raise
0000000000040188 (__DATA,__data) non-external _internal_catch_exception_raise.exc_raise_func
0000000000011dbc (__TEXT,__text) non-external _internal_catch_exception_raise_state
0000000000040180 (__DATA,__data) non-external _internal_catch_exception_raise_state.exc_raise_state_func
0000000000011cec (__TEXT,__text) non-external _internal_catch_exception_raise_state_identity
0000000000040178 (__DATA,__data) non-external _internal_catch_exception_raise_state_identity.exc_raise_state_identity_func
00000000000052e4 (__TEXT,__text) external _ioctl
0000000000000f88 (__TEXT,__text) external _issetugid
0000000000040208 (__DATA,__bss) non-external _kAccountingThreshold
000000000000e9d4 (__TEXT,__text) external _kas_info
0000000000000e40 (__TEXT,__text) external _kdebug_is_enabled
0000000000019e10 (__TEXT,__text) external _kdebug_signpost
000000000000ac8c (__TEXT,__text) external _kdebug_signpost_end
000000000000abec (__TEXT,__text) non-external _kdebug_signpost_internal
000000000000abe0 (__TEXT,__text) external _kdebug_signpost_start
0000000000019dc0 (__TEXT,__text) external _kdebug_timestamp
0000000000019dd8 (__TEXT,__text) external _kdebug_timestamp_from_absolute
0000000000019df4 (__TEXT,__text) external _kdebug_timestamp_from_continuous
0000000000000f1c (__TEXT,__text) external _kdebug_trace
0000000000003b34 (__TEXT,__text) external _kdebug_trace_string
0000000000000e9c (__TEXT,__text) external _kdebug_typefilter
0000000000044040 (__DATA_DIRTY,__bss) non-external _kdebug_typefilter.typefilter
0000000000019dac (__TEXT,__text) external _kdebug_using_continuous_time
0000000000006d7c (__TEXT,__text) external _kevent
000000000000c368 (__TEXT,__text) external _kevent64
0000000000002ddc (__TEXT,__text) external _kevent_id
0000000000002db4 (__TEXT,__text) external _kevent_qos
000000000001ff14 (__TEXT,__text) external _kext_request
0000000000008a74 (__TEXT,__text) external _kill
000000000001eea4 (__TEXT,__text) external _kmod_control
000000000001ec44 (__TEXT,__text) external _kmod_create
000000000001ed8c (__TEXT,__text) external _kmod_destroy
0000000000020b84 (__TEXT,__text) external _kmod_get_info
000000000001cc0c (__TEXT,__text) external _kpersona_alloc
000000000001cc84 (__TEXT,__text) external _kpersona_dealloc
000000000001cd44 (__TEXT,__text) external _kpersona_find
000000000001ce24 (__TEXT,__text) external _kpersona_find_by_type
0000000000005044 (__TEXT,__text) external _kpersona_get
000000000001ccc4 (__TEXT,__text) external _kpersona_getpath
0000000000004d70 (__TEXT,__text) external _kpersona_info
000000000001cc48 (__TEXT,__text) external _kpersona_palloc
000000000001cd04 (__TEXT,__text) external _kpersona_pidinfo
0000000000006d54 (__TEXT,__text) external _kqueue
00000000000067c8 (__TEXT,__text) external _lchown
000000000000e9fc (__TEXT,__text) external _ledger
000000000000569c (__TEXT,__text) external _link
000000000000ea24 (__TEXT,__text) external _linkat
000000000000ea4c (__TEXT,__text) external _lio_listio
00000000000090ac (__TEXT,__text) external _listen
00000000000046fc (__TEXT,__text) external _listxattr
0000000000029e60 (__TEXT,__text) external _lock_set_create
0000000000029fc4 (__TEXT,__text) external _lock_set_destroy
000000000001507c (__TEXT,__text) external _log_data_as_kernel
00000000000029f0 (__TEXT,__text) external _lseek
000000000000c058 (__TEXT,__text) external _lstat
000000000000c058 (__TEXT,__text) external _lstat64
00000000000016a0 (__TEXT,__text) external _mach_absolute_time
0000000000001724 (__TEXT,__text) external _mach_absolute_time_kernel
000000000000286c (__TEXT,__text) external _mach_approximate_time
0000000000014450 (__TEXT,__text) external _mach_boottime_usec
0000000000007f9c (__TEXT,__text) external _mach_continuous_approximate_time
000000000000162c (__TEXT,__text) external _mach_continuous_time
0000000000001730 (__TEXT,__text) external _mach_continuous_time_kernel
00000000000120a8 (__TEXT,__text) external _mach_error
0000000000040248 (__DATA,__common) external _mach_error_full_diag
000000000000736c (__TEXT,__text) external _mach_error_string
000000000000738c (__TEXT,__text) non-external _mach_error_string_int
0000000000011fdc (__TEXT,__text) external _mach_error_type
00000000000313d4 (__TEXT,__text) external _mach_eventlink_associate
0000000000031124 (__TEXT,__text) external _mach_eventlink_create
00000000000312bc (__TEXT,__text) external _mach_eventlink_destroy
0000000000031510 (__TEXT,__text) external _mach_eventlink_disassociate
0000000000014b48 (__TEXT,__text) external _mach_eventlink_signal
0000000000014b9c (__TEXT,__text) external _mach_eventlink_signal_wait_until
0000000000014b60 (__TEXT,__text) external _mach_eventlink_wait_until
0000000000001258 (__TEXT,__text) external _mach_generate_activity_id
0000000000003010 (__TEXT,__text) external _mach_get_times
0000000000001ed4 (__TEXT,__text) external _mach_host_self
0000000000010694 (__TEXT,__text) external _mach_host_special_port_description
000000000003c088 (__DATA_CONST,__const) non-external _mach_host_special_port_description.hsp_descs
00000000000106f4 (__TEXT,__text) external _mach_host_special_port_for_id
0000000000040000 (__DATA,__data) non-external _mach_host_special_port_for_id.hsp_ids
00000000000069c8 (__TEXT,__text) external _mach_init
0000000000044028 (__DATA_DIRTY,__bss) non-external _mach_init.mach_init_inited
00000000000069fc (__TEXT,__text) non-external _mach_init_doit
00000000000262dc (__TEXT,__text) external _mach_make_memory_entry
00000000000026b0 (__TEXT,__text) external _mach_make_memory_entry_64
0000000000030e80 (__TEXT,__text) external _mach_memory_entry_access_tracking
0000000000030ff8 (__TEXT,__text) external _mach_memory_entry_ownership
0000000000030d2c (__TEXT,__text) external _mach_memory_entry_purgable_control
0000000000021d34 (__TEXT,__text) external _mach_memory_info
0000000000020710 (__TEXT,__text) external _mach_memory_object_memory_entry
000000000002115c (__TEXT,__text) external _mach_memory_object_memory_entry_64
00000000000015b8 (__TEXT,__text) external _mach_msg
0000000000012678 (__TEXT,__text) external _mach_msg2_internal
0000000000001288 (__TEXT,__text) external _mach_msg2_trap
000000000000203c (__TEXT,__text) external _mach_msg_destroy
0000000000002174 (__TEXT,__text) non-external _mach_msg_destroy_port
00000000000091dc (__TEXT,__text) external _mach_msg_overwrite
00000000000011d4 (__TEXT,__text) external _mach_msg_overwrite_trap
0000000000012794 (__TEXT,__text) external _mach_msg_priority_encode
0000000000012784 (__TEXT,__text) external _mach_msg_priority_is_pthread_priority
00000000000127c8 (__TEXT,__text) external _mach_msg_priority_overide_qos
00000000000127d8 (__TEXT,__text) external _mach_msg_priority_qos
00000000000127e8 (__TEXT,__text) external _mach_msg_priority_relpri
000000000000c9d4 (__TEXT,__text) external _mach_msg_receive
0000000000005664 (__TEXT,__text) external _mach_msg_send
0000000000008710 (__TEXT,__text) external _mach_msg_server
0000000000009460 (__TEXT,__text) non-external _mach_msg_server_consume_unsent_message
0000000000012780 (__TEXT,__text) external _mach_msg_server_importance
000000000000b86c (__TEXT,__text) external _mach_msg_server_once
00000000000011c8 (__TEXT,__text) external _mach_msg_trap
000000000002712c (__TEXT,__text) external _mach_notify_dead_name
0000000000027070 (__TEXT,__text) external _mach_notify_no_senders
0000000000026f9c (__TEXT,__text) external _mach_notify_port_deleted
0000000000027000 (__TEXT,__text) external _mach_notify_port_destroyed
00000000000270d4 (__TEXT,__text) external _mach_notify_send_once
000000000000321c (__TEXT,__text) external _mach_port_allocate
000000000001c6bc (__TEXT,__text) external _mach_port_allocate_full
000000000001c6a8 (__TEXT,__text) external _mach_port_allocate_name
000000000001c6b8 (__TEXT,__text) external _mach_port_allocate_qos
000000000001c908 (__TEXT,__text) external _mach_port_assert_attributes
00000000000022d0 (__TEXT,__text) external _mach_port_construct
0000000000002484 (__TEXT,__text) external _mach_port_deallocate
000000000000656c (__TEXT,__text) external _mach_port_destroy
0000000000002a78 (__TEXT,__text) external _mach_port_destruct
000000000001c850 (__TEXT,__text) external _mach_port_dnrequest_info
00000000000045b0 (__TEXT,__text) external _mach_port_extract_member
000000000000a914 (__TEXT,__text) external _mach_port_extract_right
0000000000003944 (__TEXT,__text) external _mach_port_get_attributes
00000000000061f8 (__TEXT,__text) external _mach_port_get_context
0000000000004404 (__TEXT,__text) external _mach_port_get_refs
000000000001c904 (__TEXT,__text) external _mach_port_get_service_port_info
000000000000c5c8 (__TEXT,__text) external _mach_port_get_set_status
000000000001c6c4 (__TEXT,__text) external _mach_port_get_srights
0000000000003e54 (__TEXT,__text) external _mach_port_guard
000000000001c8f8 (__TEXT,__text) external _mach_port_guard_with_flags
0000000000003278 (__TEXT,__text) external _mach_port_insert_member
0000000000003478 (__TEXT,__text) external _mach_port_insert_right
000000000001c900 (__TEXT,__text) external _mach_port_is_connection_for_service
000000000001c854 (__TEXT,__text) external _mach_port_kernel_object
000000000001c894 (__TEXT,__text) external _mach_port_kobject
000000000001c898 (__TEXT,__text) external _mach_port_kobject_description
0000000000001928 (__TEXT,__text) external _mach_port_mod_refs
0000000000005eec (__TEXT,__text) external _mach_port_move_member
000000000001c6a0 (__TEXT,__text) external _mach_port_names
000000000001c6ac (__TEXT,__text) external _mach_port_peek
000000000001c6a4 (__TEXT,__text) external _mach_port_rename
0000000000002e7c (__TEXT,__text) external _mach_port_request_notification
00000000000039bc (__TEXT,__text) external _mach_port_set_attributes
000000000000c4ac (__TEXT,__text) external _mach_port_set_context
000000000001c6b0 (__TEXT,__text) external _mach_port_set_mscount
000000000001c6b4 (__TEXT,__text) external _mach_port_set_seqno
000000000001c6cc (__TEXT,__text) external _mach_port_space_basic_info
000000000001c6c8 (__TEXT,__text) external _mach_port_space_info
000000000001c8fc (__TEXT,__text) external _mach_port_swap_guard
0000000000003bf0 (__TEXT,__text) external _mach_port_type
000000000001c89c (__TEXT,__text) external _mach_port_unguard
000000000000c180 (__TEXT,__text) external _mach_ports_lookup
0000000000014594 (__TEXT,__text) non-external _mach_ports_lookup_legacy
0000000000008308 (__TEXT,__text) external _mach_ports_register
00000000000144ac (__TEXT,__text) non-external _mach_ports_register_legacy
0000000000001198 (__TEXT,__text) external _mach_reply_port
0000000000012c84 (__TEXT,__text) external _mach_right_recv_construct
0000000000012d58 (__TEXT,__text) external _mach_right_recv_destruct
0000000000012dec (__TEXT,__text) external _mach_right_send_create
0000000000012f28 (__TEXT,__text) external _mach_right_send_once_consume
0000000000012ec0 (__TEXT,__text) external _mach_right_send_once_create
00000000000056c4 (__TEXT,__text) external _mach_right_send_release
0000000000012e50 (__TEXT,__text) external _mach_right_send_retain
000000000001c738 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_start
000000000001c7e0 (__TEXT,__text) external _mach_sync_ipc_link_monitoring_stop
0000000000014460 (__TEXT,__text) external _mach_task_is_self
0000000000012c80 (__TEXT,__text) external _mach_task_self
00000000000446d0 (__DATA_DIRTY,__common) external _mach_task_self_
00000000000106b4 (__TEXT,__text) external _mach_task_special_port_description
000000000003c1a8 (__DATA_CONST,__const) non-external _mach_task_special_port_description.tsp_descs
00000000000107b4 (__TEXT,__text) external _mach_task_special_port_for_id
00000000000400f8 (__DATA,__data) non-external _mach_task_special_port_for_id.tsp_ids
0000000000006aec (__TEXT,__text) external _mach_thread_self
00000000000106d4 (__TEXT,__text) external _mach_thread_special_port_description
000000000003c208 (__DATA_CONST,__const) non-external _mach_thread_special_port_description.tsp_descs
00000000000107c4 (__TEXT,__text) external _mach_thread_special_port_for_id
0000000000040158 (__DATA,__data) non-external _mach_thread_special_port_for_id.tsp_ids
00000000000015d8 (__TEXT,__text) external _mach_timebase_info
0000000000044034 (__DATA_DIRTY,__bss) non-external _mach_timebase_info.cached_info
0000000000001348 (__TEXT,__text) external _mach_timebase_info_trap
0000000000003310 (__TEXT,__text) external _mach_vm_allocate
0000000000025d80 (__TEXT,__text) external _mach_vm_behavior_set
00000000000085f8 (__TEXT,__text) external _mach_vm_copy
0000000000002b54 (__TEXT,__text) external _mach_vm_deallocate
0000000000026a98 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_init
0000000000026bec (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_synchronize
0000000000026d04 (__TEXT,__text) external _mach_vm_deferred_reclamation_buffer_update_reclaimable_bytes
0000000000025714 (__TEXT,__text) external _mach_vm_inherit
0000000000025e9c (__TEXT,__text) external _mach_vm_machine_attribute
0000000000000fb0 (__TEXT,__text) external _mach_vm_map
0000000000025c64 (__TEXT,__text) external _mach_vm_msync
00000000000265c0 (__TEXT,__text) external _mach_vm_page_info
000000000002617c (__TEXT,__text) external _mach_vm_page_query
00000000000267a4 (__TEXT,__text) external _mach_vm_page_range_query
0000000000004bdc (__TEXT,__text) external _mach_vm_protect
00000000000047f4 (__TEXT,__text) external _mach_vm_purgable_control
0000000000026e1c (__TEXT,__text) external _mach_vm_range_create
000000000001ca34 (__TEXT,__text) external _mach_vm_read
00000000000259b4 (__TEXT,__text) external _mach_vm_read_list
000000000000b720 (__TEXT,__text) external _mach_vm_read_overwrite
00000000000133c0 (__TEXT,__text) external _mach_vm_reclaim_is_available
00000000000133e4 (__TEXT,__text) external _mach_vm_reclaim_is_reclaimed
0000000000013008 (__TEXT,__text) external _mach_vm_reclaim_mark_free
0000000000013178 (__TEXT,__text) external _mach_vm_reclaim_mark_free_with_id
000000000001329c (__TEXT,__text) external _mach_vm_reclaim_mark_used
0000000000012fd4 (__TEXT,__text) external _mach_vm_reclaim_ringbuffer_init
0000000000013408 (__TEXT,__text) external _mach_vm_reclaim_synchronize
00000000000133ac (__TEXT,__text) external _mach_vm_reclaim_update_kernel_accounting
00000000000057cc (__TEXT,__text) external _mach_vm_region
000000000000b4bc (__TEXT,__text) external _mach_vm_region_recurse
000000000001c90c (__TEXT,__text) external _mach_vm_remap
000000000001c9a0 (__TEXT,__text) external _mach_vm_remap_new
000000000001f890 (__TEXT,__text) external _mach_vm_wire
0000000000025b34 (__TEXT,__text) external _mach_vm_write
0000000000005a24 (__TEXT,__text) external _mach_voucher_attr_command
0000000000002a40 (__TEXT,__text) external _mach_voucher_deallocate
0000000000031acc (__TEXT,__text) external _mach_voucher_debug_info
000000000003187c (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
000000000000b064 (__TEXT,__text) external _mach_voucher_extract_attr_content
00000000000038e0 (__TEXT,__text) external _mach_voucher_extract_attr_recipe
0000000000001318 (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
0000000000001354 (__TEXT,__text) external _mach_wait_until
0000000000021634 (__TEXT,__text) external _mach_zone_force_gc
00000000000224fc (__TEXT,__text) external _mach_zone_get_btlog_records
0000000000022370 (__TEXT,__text) external _mach_zone_get_zlog_zones
000000000002146c (__TEXT,__text) external _mach_zone_info
00000000000221c8 (__TEXT,__text) external _mach_zone_info_for_largest_zone
000000000002205c (__TEXT,__text) external _mach_zone_info_for_zone
00000000000012d0 (__TEXT,__text) external _macx_backing_store_recovery
00000000000012c4 (__TEXT,__text) external _macx_backing_store_suspend
00000000000012a0 (__TEXT,__text) external _macx_swapoff
0000000000001294 (__TEXT,__text) external _macx_swapon
00000000000012b8 (__TEXT,__text) external _macx_triggers
0000000000003c4c (__TEXT,__text) external _madvise
0000000000040200 (__DATA,__bss) non-external _master_host_port
0000000000001518 (__TEXT,__text) non-external _memcpy
0000000000001518 (__TEXT,__text) non-external _memmove
0000000000009650 (__TEXT,__text) external _memorystatus_control
000000000000ea9c (__TEXT,__text) external _memorystatus_get_level
0000000000012800 (__TEXT,__text) external _mig_allocate
00000000000041c0 (__TEXT,__text) external _mig_dealloc_reply_port
000000000001c6d0 (__TEXT,__text) external _mig_dealloc_special_reply_port
0000000000006868 (__TEXT,__text) external _mig_deallocate
0000000000001528 (__TEXT,__text) external _mig_get_reply_port
0000000000002888 (__TEXT,__text) external _mig_get_special_reply_port
000000000000610c (__TEXT,__text) external _mig_put_reply_port
0000000000005798 (__TEXT,__text) external _mig_reply_setup
0000000000006110 (__TEXT,__text) external _mig_strncpy
00000000000028c0 (__TEXT,__text) external _mig_strncpy_zerofill
000000000000eac4 (__TEXT,__text) external _mincore
000000000000eaec (__TEXT,__text) external _minherit
0000000000001378 (__TEXT,__text) external _mk_timer_arm
0000000000001390 (__TEXT,__text) external _mk_timer_arm_leeway
0000000000001384 (__TEXT,__text) external _mk_timer_cancel
0000000000001360 (__TEXT,__text) external _mk_timer_create
000000000000136c (__TEXT,__text) external _mk_timer_destroy
0000000000002b2c (__TEXT,__text) external _mkdir
0000000000004974 (__TEXT,__text) external _mkdirat
000000000000eb14 (__TEXT,__text) external _mkfifo
000000000000eb3c (__TEXT,__text) external _mkfifoat
000000000000eb64 (__TEXT,__text) external _mknod
000000000000eb8c (__TEXT,__text) external _mknodat
000000000000a4e4 (__TEXT,__text) external _mlock
000000000000ebb4 (__TEXT,__text) external _mlockall
0000000000001df0 (__TEXT,__text) external _mmap
000000000000ca0c (__TEXT,__text) external _mount
0000000000004c7c (__TEXT,__text) external _mprotect
000000000000ebdc (__TEXT,__text) external _mremap_encrypted
000000000001296c (__TEXT,__text) external _msg_receive
000000000001295c (__TEXT,__text) external _msg_rpc
0000000000012964 (__TEXT,__text) external _msg_send
000000000000d9f0 (__TEXT,__text) external _msgctl
000000000000ec04 (__TEXT,__text) external _msgget
000000000000ec2c (__TEXT,__text) external _msgrcv
000000000000da18 (__TEXT,__text) external _msgrcv$NOCANCEL
000000000000ec54 (__TEXT,__text) external _msgsnd
000000000000da40 (__TEXT,__text) external _msgsnd$NOCANCEL
000000000000d1a8 (__TEXT,__text) external _msgsys
0000000000007144 (__TEXT,__text) external _msync
000000000000da90 (__TEXT,__text) external _msync$NOCANCEL
000000000000a50c (__TEXT,__text) external _munlock
000000000000ec7c (__TEXT,__text) external _munlockall
00000000000048a8 (__TEXT,__text) external _munmap
000000000000501c (__TEXT,__text) external _necp_client_action
000000000000b6d0 (__TEXT,__text) external _necp_match_policy
0000000000004fcc (__TEXT,__text) external _necp_open
000000000000eca4 (__TEXT,__text) external _necp_session_action
000000000000eccc (__TEXT,__text) external _necp_session_open
000000000000ecf4 (__TEXT,__text) external _net_qos_guideline
000000000000ed1c (__TEXT,__text) external _netagent_trigger
000000000002896c (__TEXT,__text) external _netname_check_in
0000000000028d64 (__TEXT,__text) external _netname_check_out
0000000000028b10 (__TEXT,__text) external _netname_look_up
0000000000028f04 (__TEXT,__text) external _netname_version
00000000000146e8 (__TEXT,__text) external _nfsclnt
000000000000ed44 (__TEXT,__text) external _nfssvc
00000000000401a8 (__DATA,__data) external _non_boost_assertion_token
00000000000401a0 (__DATA,__data) external _normal_boost_assertion_token
000000000000ed6c (__TEXT,__text) external _ntp_adjtime
000000000000ed94 (__TEXT,__text) external _ntp_gettime
000000000000edbc (__TEXT,__text) external _objc_bp_assist_cfg_np
000000000000c0a8 (__TEXT,__text) external _open
000000000001476c (__TEXT,__text) external _open$NOCANCEL
0000000000006680 (__TEXT,__text) external _open_dprotected_np
000000000001b360 (__TEXT,__text) external _openat
0000000000014954 (__TEXT,__text) external _openat$NOCANCEL
000000000001baf4 (__TEXT,__text) external _openat_authenticated_np
000000000001ba98 (__TEXT,__text) external _openat_dprotected_np
000000000000ede4 (__TEXT,__text) external _openbyid_np
0000000000011b14 (__TEXT,__text) external _os_buflet_get_data_address
0000000000011ae4 (__TEXT,__text) external _os_buflet_get_data_length
0000000000011b1c (__TEXT,__text) external _os_buflet_get_data_limit
0000000000011adc (__TEXT,__text) external _os_buflet_get_data_offset
0000000000011b04 (__TEXT,__text) external _os_buflet_get_object_address
0000000000011b0c (__TEXT,__text) external _os_buflet_get_object_limit
0000000000011af8 (__TEXT,__text) external _os_buflet_set_data_length
0000000000011aec (__TEXT,__text) external _os_buflet_set_data_offset
00000000000170d0 (__TEXT,__text) external _os_channel_advance_slot
0000000000017ce8 (__TEXT,__text) external _os_channel_attr_clone
0000000000017c8c (__TEXT,__text) external _os_channel_attr_create
0000000000017ebc (__TEXT,__text) external _os_channel_attr_destroy
0000000000018018 (__TEXT,__text) external _os_channel_attr_get
0000000000018140 (__TEXT,__text) external _os_channel_attr_get_key
0000000000017f14 (__TEXT,__text) external _os_channel_attr_set
0000000000017dd4 (__TEXT,__text) external _os_channel_attr_set_key
0000000000017078 (__TEXT,__text) external _os_channel_available_slot_count
00000000000197d0 (__TEXT,__text) external _os_channel_buflet_alloc
0000000000019118 (__TEXT,__text) external _os_channel_buflet_free
00000000000197a0 (__TEXT,__text) external _os_channel_configure_interface_advisory
0000000000016d58 (__TEXT,__text) external _os_channel_create
00000000000163dc (__TEXT,__text) external _os_channel_create_extended
0000000000016ed8 (__TEXT,__text) external _os_channel_destroy
000000000001970c (__TEXT,__text) external _os_channel_event_free
000000000001c654 (__TEXT,__text) external _os_channel_event_get_event_data
000000000001c5a0 (__TEXT,__text) external _os_channel_event_get_next_event
00000000000178d0 (__TEXT,__text) external _os_channel_flow_admissible
