0000000180110460 (__TEXT,__text) non-external K256
00000001800c92f4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld415SyscallDelegate6mkdirsEPKc
00000001800ca04c (__TEXT,__text) non-external (was a private external) __ZNK5dyld415SyscallDelegate6munmapEPvm
00000001800ca058 (__TEXT,__text) non-external (was a private external) __ZNK5dyld415SyscallDelegate6socketEiii
00000001800ca01c (__TEXT,__text) non-external (was a private external) __ZNK5dyld415SyscallDelegate6unlinkEPKc
00000001800ca068 (__TEXT,__text) non-external (was a private external) __ZNK5dyld415SyscallDelegate7connectEiPK8sockaddrj
00000001800c996c (__TEXT,__text) non-external (was a private external) __ZNK5dyld415SyscallDelegate7getpathEiPc
00000001800ca00c (__TEXT,__text) non-external (was a private external) __ZNK5dyld415SyscallDelegate8mprotectEPvmi
00000001800c93f8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld415SyscallDelegate8realpathEPKcPc
00000001800c8900 (__TEXT,__text) non-external (was a private external) __ZNK5dyld415SyscallDelegate9amfiFlagsEbb
00000001800c92b0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld415SyscallDelegate9dirExistsEPKc
00000001800ca0a8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld415SyscallDelegate9fsgetpathEPcmyy
00000001800ca0e0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld415SyscallDelegate9getfsstatEP6statfsii
00000001800c8a24 (__TEXT,__text) non-external (was a private external) __ZNK5dyld415SyscallDelegate9onHaswellEv
00000001800c9a00 (__TEXT,__text) non-external (was a private external) __ZNK5dyld415SyscallDelegate9unmapFileEPKvm
00000001800c0434 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416JustInTimeLoader10withLayoutER11DiagnosticsRNS_12RuntimeStateEU13block_pointerFvRKN6mach_o6LayoutEE
00000001800c0744 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416JustInTimeLoader11applyFixupsER11DiagnosticsRNS_12RuntimeStateERNS_34DyldCacheDataConstLazyScopedWriterEb
00000001800bf190 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416JustInTimeLoader11loadAddressERNS_12RuntimeStateE
00000001800bf2f8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416JustInTimeLoader11matchesPathEPKc
00000001800c0304 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416JustInTimeLoader14dependentCountEv
00000001800c039c (__TEXT,__text) non-external (was a private external) __ZNK5dyld416JustInTimeLoader14getExportsTrieERyRj
00000001800c12bc (__TEXT,__text) non-external (was a private external) __ZNK5dyld416JustInTimeLoader14hasBeenFixedUpERNS_12RuntimeStateE
00000001800c03bc (__TEXT,__text) non-external (was a private external) __ZNK5dyld416JustInTimeLoader14hiddenFromFlatEb
00000001800bf374 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416JustInTimeLoader14makePatchTableERNS_12RuntimeStateEj
0000000180115e2c (__TEXT,__text) non-external __ZNK5dyld416JustInTimeLoader14makePatchTableERNS_12RuntimeStateEj.cold.1
00000001800c12e0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416JustInTimeLoader15runInitializersERNS_12RuntimeStateE
00000001800c0cdc (__TEXT,__text) non-external (was a private external) __ZNK5dyld416JustInTimeLoader17forEachBindTargetER11DiagnosticsRNS_12RuntimeStateEU13block_pointerFvjjRKNS_6Loader14ResolvedSymbolEEbU13block_pointerFvS8_RbESD_
00000001800c0440 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416JustInTimeLoader18dyldDoesObjCFixupsEv
00000001800c1ae4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416JustInTimeLoader21getFileValidationInfoERNS_11FileManagerE
00000001800c0410 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416JustInTimeLoader21overridesDylibInCacheERPKNS_6Loader10DylibPatchERt
00000001800c1cac (__TEXT,__text) non-external (was a private external) __ZNK5dyld416JustInTimeLoader25getCatalystMacTwinPatchesEv
00000001800c03d4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416JustInTimeLoader26representsCachedDylibIndexEt
00000001800bf188 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416JustInTimeLoader2mfERNS_12RuntimeStateE
00000001800bf198 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416JustInTimeLoader4pathEv
00000001800c11e8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416JustInTimeLoader5unmapERNS_12RuntimeStateEb
0000000180115f54 (__TEXT,__text) non-external __ZNK5dyld416JustInTimeLoader5unmapERNS_12RuntimeStateEb.cold.1
00000001800bf368 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416JustInTimeLoader6fileIDERKNS_11FileManagerE
00000001800bf1ac (__TEXT,__text) non-external (was a private external) __ZNK5dyld416JustInTimeLoader8containsERNS_12RuntimeStateEPKvPS4_PyPh
00000001800c0310 (__TEXT,__text) non-external (was a private external) __ZNK5dyld416JustInTimeLoader9dependentERKNS_12RuntimeStateEjPNS_6Loader13DependentKindE
0000000180115f00 (__TEXT,__text) non-external __ZNK5dyld416JustInTimeLoader9dependentERKNS_12RuntimeStateEjPNS_6Loader13DependentKindE.cold.1
00000001800c7968 (__TEXT,__text) non-external (was a private external) __ZNK5dyld417PrebuiltLoaderSet10deallocateEv
00000001800c6234 (__TEXT,__text) non-external (was a private external) __ZNK5dyld417PrebuiltLoaderSet10findLoaderEPKc
00000001801165e4 (__TEXT,__text) non-external __ZNK5dyld417PrebuiltLoaderSet10findLoaderEPKc.cold.1
00000001800c5e9c (__TEXT,__text) non-external (was a private external) __ZNK5dyld417PrebuiltLoaderSet11validHeaderERNS_12RuntimeStateE
00000001800c6358 (__TEXT,__text) non-external (was a private external) __ZNK5dyld417PrebuiltLoaderSet12objcClassOptEv
00000001800c636c (__TEXT,__text) non-external (was a private external) __ZNK5dyld417PrebuiltLoaderSet15objcProtocolOptEv
00000001800c6344 (__TEXT,__text) non-external (was a private external) __ZNK5dyld417PrebuiltLoaderSet15objcSelectorOptEv
00000001800c78f8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld417PrebuiltLoaderSet17forEachCachePatchEU13block_pointerFvRKNS0_10CachePatchEE
00000001800c63bc (__TEXT,__text) non-external (was a private external) __ZNK5dyld417PrebuiltLoaderSet17hasOptimizedSwiftEv
00000001800c6380 (__TEXT,__text) non-external (was a private external) __ZNK5dyld417PrebuiltLoaderSet22swiftTypeProtocolTableEv
00000001800c63e4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld417PrebuiltLoaderSet23logDuplicateObjCClassesERNS_12RuntimeStateE
00000001800c6124 (__TEXT,__text) non-external (was a private external) __ZNK5dyld417PrebuiltLoaderSet24forEachMustBeMissingPathEU13block_pointerFvPKcRbE
00000001800c6394 (__TEXT,__text) non-external (was a private external) __ZNK5dyld417PrebuiltLoaderSet26swiftMetadataProtocolTableEv
00000001800c63a8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld417PrebuiltLoaderSet29swiftForeignTypeProtocolTableEv
00000001800c5f28 (__TEXT,__text) non-external (was a private external) __ZNK5dyld417PrebuiltLoaderSet7isValidERNS_12RuntimeStateE
00000001801165bc (__TEXT,__text) non-external __ZNK5dyld417PrebuiltLoaderSet7isValidERNS_12RuntimeStateE.cold.1
00000001800c5e74 (__TEXT,__text) non-external (was a private external) __ZNK5dyld417PrebuiltLoaderSet8containsEPKvm
00000001800c6298 (__TEXT,__text) non-external (was a private external) __ZNK5dyld417PrebuiltLoaderSet9findIndexEPKcRt
000000018011660c (__TEXT,__text) non-external __ZNK5dyld417PrebuiltLoaderSet9findIndexEPKcRt.cold.1
00000001800db47c (__TEXT,__text) non-external (was a private external) __ZNK5dyld419objc_headeropt_rw_t8isLoadedEj
00000001801170b8 (__TEXT,__text) non-external __ZNK5dyld419objc_headeropt_rw_t8isLoadedEj.cold.1
00000001800d4c64 (__TEXT,__text) non-external (was a private external) __ZNK5dyld427RemoteNotificationResponder6activeEv
00000001800b3468 (__TEXT,__text) non-external (was a private external) __ZNK5dyld434DyldCacheDataConstLazyScopedWriter13makeWriteableEv
00000001800db2a8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld44APIs31_dyld_find_protocol_conformanceEPKvS2_S2_
00000001800db5cc (__TEXT,__text) non-external (was a private external) __ZNK5dyld44APIs33_dyld_swift_optimizations_versionEv
00000001800db4b4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld44APIs44_dyld_find_foreign_type_protocol_conformanceEPKvPKcm
00000001800e650c (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas5Image2mlEv
00000001800e66a8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas5Image4uuidEv
00000001800e5980 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas6Bitmap4emitERN3lsl6VectorISt4byteEE
00000001800e6090 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas6Mapper3mapEPKvy
00000001801185ec (__TEXT,__text) non-external __ZNK5dyld45Atlas6Mapper3mapEPKvy.cold.1
00000001800e6740 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas6Mapper3mapI17dyld_cache_headerEENS1_7PointerIT_EEPKvy
00000001800e661c (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas6Mapper3mapIN5dyld311MachOLoadedEEENS1_7PointerIT_EEPKvy
00000001800e6194 (__TEXT,__text) non-external (was a private external) __ZNK5dyld45Atlas6Mapper5unmapEPKvy
00000001800b7db8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader10getUuidStrERNS_12RuntimeStateEPc
00000001800b76c0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader10withLayoutER11DiagnosticsRNS_12RuntimeStateEU13block_pointerFvRKN6mach_o6LayoutEE
000000018011594c (__TEXT,__text) non-external __ZNK5dyld46Loader10withLayoutER11DiagnosticsRNS_12RuntimeStateEU13block_pointerFvRKN6mach_o6LayoutEE.cold.1
00000001800b7608 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader11applyFixupsER11DiagnosticsRNS_12RuntimeStateERNS_34DyldCacheDataConstLazyScopedWriterEb
00000001801158f4 (__TEXT,__text) non-external __ZNK5dyld46Loader11applyFixupsER11DiagnosticsRNS_12RuntimeStateERNS_34DyldCacheDataConstLazyScopedWriterEb.cold.1
00000001800b7270 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader11loadAddressERNS_12RuntimeStateE
000000018011573c (__TEXT,__text) non-external __ZNK5dyld46Loader11loadAddressERNS_12RuntimeStateE.cold.1
00000001800b7328 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader11matchesPathEPKc
0000000180115794 (__TEXT,__text) non-external __ZNK5dyld46Loader11matchesPathEPKc.cold.1
00000001800bc258 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader13resolveSymbolER11DiagnosticsRNS_12RuntimeStateEiPKcbbU13block_pointerFvjjRKNS0_14ResolvedSymbolEEb
00000001800b73e0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader14dependentCountEv
00000001801157ec (__TEXT,__text) non-external __ZNK5dyld46Loader14dependentCountEv.cold.1
00000001800b74f4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader14getExportsTrieERyRj
0000000180115870 (__TEXT,__text) non-external __ZNK5dyld46Loader14getExportsTrieERyRj.cold.1
00000001800b77d4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader14hasBeenFixedUpERNS_12RuntimeStateE
00000001801159d0 (__TEXT,__text) non-external __ZNK5dyld46Loader14hasBeenFixedUpERNS_12RuntimeStateE.cold.1
00000001800b7550 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader14hiddenFromFlatEb
000000018011589c (__TEXT,__text) non-external __ZNK5dyld46Loader14hiddenFromFlatEb.cold.1
00000001800b788c (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader15runInitializersERNS_12RuntimeStateE
0000000180115a28 (__TEXT,__text) non-external __ZNK5dyld46Loader15runInitializersERNS_12RuntimeStateE.cold.1
00000001800be0ec (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader17applyCachePatchesERNS_12RuntimeStateERNS_34DyldCacheDataConstLazyScopedWriterE
0000000180115c8c (__TEXT,__text) non-external __ZNK5dyld46Loader17applyCachePatchesERNS_12RuntimeStateERNS_34DyldCacheDataConstLazyScopedWriterE.cold.1
00000001800bc908 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader17hasExportedSymbolER11DiagnosticsRNS_12RuntimeStateEPKcNS0_18ExportedSymbolModeEPNS0_14ResolvedSymbolEPN5dyld35ArrayIPKS0_EE
00000001800bae78 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader18applyFixupsGenericER11DiagnosticsRNS_12RuntimeStateEyRKN5dyld35ArrayIPKvEESB_bRKNS6_INS0_21MissingFlatLazySymbolEEE
00000001800b771c (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader18dyldDoesObjCFixupsEv
0000000180115978 (__TEXT,__text) non-external __ZNK5dyld46Loader18dyldDoesObjCFixupsEv.cold.1
00000001800ba274 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader18setUpPageInLinkingER11DiagnosticsRNS_12RuntimeStateEmyRKN5dyld35ArrayIPKvEE
00000001800bdf50 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader19applyCachePatchesToERNS_12RuntimeStateEPKS0_RNS_34DyldCacheDataConstLazyScopedWriterE
00000001800bd2f8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader19tooNewErrorAddendumER11DiagnosticsRNS_12RuntimeStateE
00000001800bbc9c (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader20makeSegmentsReadOnlyERNS_12RuntimeStateE
00000001800bbda0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader21makeSegmentsReadWriteERNS_12RuntimeStateE
00000001800b7664 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader21overridesDylibInCacheERPKNS0_10DylibPatchERt
0000000180115920 (__TEXT,__text) non-external __ZNK5dyld46Loader21overridesDylibInCacheERPKNS0_10DylibPatchERt.cold.1
00000001800bb878 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader23runInitializersBottomUpERNS_12RuntimeStateERN5dyld35ArrayIPKS0_EE
00000001800bb5ec (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader25findAndRunAllInitializersERNS_12RuntimeStateE
00000001800bbea4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader26logSegmentsFromSharedCacheERNS_12RuntimeStateE
00000001800b75ac (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader26representsCachedDylibIndexEt
00000001801158c8 (__TEXT,__text) non-external __ZNK5dyld46Loader26representsCachedDylibIndexEt.cold.1
00000001800bdac4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader27applyCachePatchesToOverrideERNS_12RuntimeStateEPKS0_tPKNS0_10DylibPatchERNS_34DyldCacheDataConstLazyScopedWriterE
0000000180115c0c (__TEXT,__text) non-external __ZNK5dyld46Loader27applyCachePatchesToOverrideERNS_12RuntimeStateEPKS0_tPKNS0_10DylibPatchERNS_34DyldCacheDataConstLazyScopedWriterE.cold.1
0000000180115c38 (__TEXT,__text) non-external __ZNK5dyld46Loader27applyCachePatchesToOverrideERNS_12RuntimeStateEPKS0_tPKNS0_10DylibPatchERNS_34DyldCacheDataConstLazyScopedWriterE.cold.2
00000001800bbc84 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader28hasConstantSegmentsToProtectEv
00000001800b7214 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader2mfERNS_12RuntimeStateE
0000000180115710 (__TEXT,__text) non-external __ZNK5dyld46Loader2mfERNS_12RuntimeStateE.cold.1
00000001800bb9a0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader38runInitializersBottomUpPlusUpwardLinksERNS_12RuntimeStateE
00000001800b71b8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader4pathEv
00000001801156e4 (__TEXT,__text) non-external __ZNK5dyld46Loader4pathEv.cold.1
00000001800b7778 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader5unmapERNS_12RuntimeStateEb
00000001801159a4 (__TEXT,__text) non-external __ZNK5dyld46Loader5unmapERNS_12RuntimeStateEb.cold.1
00000001800b7384 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader6fileIDERKNS_11FileManagerE
00000001801157c0 (__TEXT,__text) non-external __ZNK5dyld46Loader6fileIDERKNS_11FileManagerE.cold.1
00000001800b7e44 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader7logLoadERNS_12RuntimeStateEPKc
00000001800b79ac (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader8analyzerERNS_12RuntimeStateE
00000001800b72cc (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader8containsERNS_12RuntimeStateEPKvPS4_PyPh
0000000180115768 (__TEXT,__text) non-external __ZNK5dyld46Loader8containsERNS_12RuntimeStateEPKvPS4_PyPh.cold.1
00000001800b79b0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader8hasMagicEv
00000001800b7978 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader8leafNameEv
00000001800b78e8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader9LoaderRef6loaderERKNS_12RuntimeStateE
0000000180115a54 (__TEXT,__text) non-external __ZNK5dyld46Loader9LoaderRef6loaderERKNS_12RuntimeStateE.cold.1
0000000180115a7c (__TEXT,__text) non-external __ZNK5dyld46Loader9LoaderRef6loaderERKNS_12RuntimeStateE.cold.2
00000001800b743c (__TEXT,__text) non-external (was a private external) __ZNK5dyld46Loader9dependentERKNS_12RuntimeStateEjPNS0_13DependentKindE
0000000180115818 (__TEXT,__text) non-external __ZNK5dyld46Loader9dependentERKNS_12RuntimeStateEjPNS0_13DependentKindE.cold.1
00000001800f8f80 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o11SymbolTable19forEachGlobalSymbolER11DiagnosticsU13block_pointerFvPKcyhhtRbE
00000001800fb64c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o25ChainedFixupPointerOnDisk6Arm64e11signPointerEPvy
0000000180119224 (__TEXT,__text) non-external __ZNK6mach_o25ChainedFixupPointerOnDisk6Arm64e11signPointerEPvy.cold.1
00000001800fb530 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o25ChainedFixupPointerOnDisk6Arm64e12unpackTargetEv
000000018011911c (__TEXT,__text) non-external __ZNK6mach_o25ChainedFixupPointerOnDisk6Arm64e12unpackTargetEv.cold.1
0000000180119148 (__TEXT,__text) non-external __ZNK6mach_o25ChainedFixupPointerOnDisk6Arm64e12unpackTargetEv.cold.2
00000001800fb564 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o25ChainedFixupPointerOnDisk6Arm64e18signExtendedAddendEv
0000000180119174 (__TEXT,__text) non-external __ZNK6mach_o25ChainedFixupPointerOnDisk6Arm64e18signExtendedAddendEv.cold.1
00000001801191a0 (__TEXT,__text) non-external __ZNK6mach_o25ChainedFixupPointerOnDisk6Arm64e18signExtendedAddendEv.cold.2
00000001800fb7c4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o25ChainedFixupPointerOnDisk6isBindEtRjRx
000000018011927c (__TEXT,__text) non-external __ZNK6mach_o25ChainedFixupPointerOnDisk6isBindEtRjRx.cold.1
00000001800fb6ac (__TEXT,__text) non-external (was a private external) __ZNK6mach_o25ChainedFixupPointerOnDisk8isRebaseEtyRy
0000000180119250 (__TEXT,__text) non-external __ZNK6mach_o25ChainedFixupPointerOnDisk8isRebaseEtyRy.cold.1
00000001800fb690 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o25ChainedFixupPointerOnDisk9Generic6414unpackedTargetEv
00000001800fb6a4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o25ChainedFixupPointerOnDisk9Generic6418signExtendedAddendEv
00000001800f90cc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Fixups17forEachBindTargetER11DiagnosticsblU13block_pointerFvRKNS0_14BindTargetInfoERbES8_
00000001800faf68 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Fixups22forEachIndirectPointerER11DiagnosticsblU13block_pointerFvybiPKcbbbRbE
00000001800fa17c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Fixups23forEachBind_OpcodesLazyER11DiagnosticsU13block_pointerFvPKcbbjijjyhS4_bbybRbE
00000001800fa4fc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Fixups23forEachBind_OpcodesWeakER11DiagnosticsU13block_pointerFvPKcbbjijjyhS4_bbybRbEU13block_pointerFvS4_E
00000001800faa90 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Fixups23forEachBind_RelocationsER11DiagnosticsblU13block_pointerFvPKcbbjijjyhS4_bbybRbE
00000001800fb0a4 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Fixups24externalRelocBaseAddressEv
00000001800f9308 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Fixups25forEachBindTarget_OpcodesER11DiagnosticsbU13block_pointerFvRKNS0_14BindTargetInfoERbES8_
00000001800f9498 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Fixups25forEachChainedFixupTargetER11DiagnosticsU13block_pointerFviPKcybRbE
00000001800f9974 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Fixups26forEachBindUnified_OpcodesER11DiagnosticsbU13block_pointerFvyjRKNS0_14BindTargetInfoERbES8_
00000001800f9c80 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Fixups26forEachBind_OpcodesRegularER11DiagnosticsU13block_pointerFvPKcbbjijjyhS4_bbybRbE
00000001800f9630 (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Fixups27parseOrgArm64eChainedFixupsER11DiagnosticsU13block_pointerFvjRbEU13block_pointerFvbjihPKcybS3_EU13block_pointerFvjbytS3_E
00000001800f93fc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Fixups29forEachBindTarget_RelocationsER11DiagnosticslU13block_pointerFvRKNS0_14BindTargetInfoERbE
00000001800f91dc (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Fixups31forEachBindTarget_ChainedFixupsER11DiagnosticsU13block_pointerFvRKNS0_14BindTargetInfoERbE
00000001800f8f3c (__TEXT,__text) non-external (was a private external) __ZNK6mach_o6Layout16textUnslidVMAddrEv
00000001800aa9c4 (__TEXT,__text) non-external (was a private external) __ZNKSt3__117basic_string_viewIcNS_11char_traitsIcEEE11starts_withEPKc
00000001800aab90 (__TEXT,__text) non-external (was a private external) __ZNKSt3__117basic_string_viewIcNS_11char_traitsIcEEE7compareES3_
00000001800aab40 (__TEXT,__text) non-external (was a private external) __ZNKSt3__117basic_string_viewIcNS_11char_traitsIcEEE7compareEmmS3_
00000001800d27f0 (__TEXT,__text) non-external (was a private external) __ZNSt3__113__lower_boundIRN3lsl19PersistentAllocator17RegionSizeCompareEPKNS1_9Allocator6BufferES6_EET0_S9_S9_RKT1_T_
00000001800ea824 (__TEXT,__text) non-external (was a private external) __ZNSt3__113__lower_boundIRN3lsl20ConstCharStarCompareEPKPKcS5_EET0_S8_S8_RKT1_T_
00000001800e9288 (__TEXT,__text) non-external (was a private external) __ZNSt3__113__lower_boundIRN3lsl20ConstCharStarCompareEPPKcA4_cEET0_S8_S8_RKT1_T_
00000001800e920c (__TEXT,__text) non-external (was a private external) __ZNSt3__113__lower_boundIRN3lsl20ConstCharStarCompareEPPKcS5_EET0_S7_S7_RKT1_T_
00000001800d08dc (__TEXT,__text) non-external (was a private external) __ZNSt3__113__lower_boundIRNS_4lessIN3lsl9Allocator6BufferEEEPKS4_S4_EET0_S9_S9_RKT1_T_
00000001800b3930 (__TEXT,__text) non-external (was a private external) __ZNSt3__121__murmur2_or_cityhashImLm64EE18__hash_len_0_to_16EPKcm
00000001800b3a34 (__TEXT,__text) non-external (was a private external) __ZNSt3__121__murmur2_or_cityhashImLm64EE19__hash_len_17_to_32EPKcm
00000001800b3ae0 (__TEXT,__text) non-external (was a private external) __ZNSt3__121__murmur2_or_cityhashImLm64EE19__hash_len_33_to_64EPKcm
00000001800b3720 (__TEXT,__text) non-external (was a private external) __ZNSt3__121__murmur2_or_cityhashImLm64EEclEPKvm
00000001800ab3e0 (__TEXT,__text) non-external (was a private external) __ZNSt3__127__throw_bad_optional_accessEv
00000001800e8ae0 (__TEXT,__text) non-external (was a private external) __ZNSt3__18optionalIyE4swapERS1_
00000001dd362ca8 (__DATA_CONST,__const) non-external (was a private external) __ZTVN3lsl18EphemeralAllocatorE
00000001dd362d68 (__DATA_CONST,__const) non-external (was a private external) __ZTVN3lsl19PersistentAllocator17MagazineAllocatorILj256ELj256EEE
00000001dd362d08 (__DATA_CONST,__const) non-external (was a private external) __ZTVN3lsl19PersistentAllocatorE
00000001dd362e28 (__DATA_CONST,__const) non-external (was a private external) __ZTVN3lsl8CRC32cSWE
00000001dd362008 (__DATA_CONST,__const) non-external (was a private external) __ZTVN5dyld412RuntimeStateE
00000001dd363588 (__DATA_CONST,__const) non-external (was a private external) __ZTVN5dyld44APIsE
00000001800b34d4 (__TEXT,__text) non-external __ZZN5dyld412RuntimeState28rebindMissingFlatLazySymbolsERKNSt3__14spanIPKNS_6LoaderELm18446744073709551615EEEENK3$_0clERKNS0_17MissingFlatSymbolE
00000001dbe620b0 (__DATA,__bss) non-external __ZZN5dyld430notifyMonitoringDyldSimSupportEbjPPK11mach_headerPPKcE13glueAllocator
00000001800dec50 (__TEXT,__text) non-external __ZZN5dyld44APIs11dlopen_fromEPKciPvENK3$_0clEv
0000000180117458 (__TEXT,__text) non-external __ZZN5dyld44APIs11dlopen_fromEPKciPvENK3$_0clEv.cold.1
000000018011a670 (__TEXT,__const) non-external __ZZN5dyld44APIs23deriveVersionFromDylibsEPKN5dyld39MachOFileEE14versionMapping
00000001dd3641e8 (__DATA_CONST,__const) non-external __ZZNK5dyld39MachOFile19loadableIntoProcessENS_8PlatformEPKcE9macOSHost
00000001dd364f68 (__DATA_CONST,__const) non-external __ZZNK6mach_o25ChainedFixupPointerOnDisk8Kernel647keyNameEvE5names
00000001800a3fa0 (__TEXT,__text) non-external ___start_block_invoke
00000001800a4004 (__TEXT,__text) non-external ___start_block_invoke.3
00000001800a3f8c (__TEXT,__text) non-external ___Block_byref_object_copy_
00000001800a8aa0 (__TEXT,__text) non-external ___Block_byref_object_copy_
00000001800aae68 (__TEXT,__text) non-external ___Block_byref_object_copy_
00000001800ac3e0 (__TEXT,__text) non-external ___Block_byref_object_copy_
00000001800b584c (__TEXT,__text) non-external ___Block_byref_object_copy_
00000001800ba53c (__TEXT,__text) non-external ___Block_byref_object_copy_
00000001800bfa5c (__TEXT,__text) non-external ___Block_byref_object_copy_
00000001800c5c00 (__TEXT,__text) non-external ___Block_byref_object_copy_
00000001800c8fbc (__TEXT,__text) non-external ___Block_byref_object_copy_
00000001800d9068 (__TEXT,__text) non-external ___Block_byref_object_copy_
00000001800e0570 (__TEXT,__text) non-external ___Block_byref_object_copy_
00000001800e5e80 (__TEXT,__text) non-external ___Block_byref_object_copy_
00000001800eea80 (__TEXT,__text) non-external ___Block_byref_object_copy_
00000001800f0724 (__TEXT,__text) non-external ___Block_byref_object_copy_
00000001800f9b64 (__TEXT,__text) non-external ___Block_byref_object_copy_
00000001800ffc54 (__TEXT,__text) non-external ___Block_byref_object_copy_
00000001800a5144 (__TEXT,__text) non-external ___Block_byref_object_copy_.10
00000001800bc820 (__TEXT,__text) non-external ___Block_byref_object_copy_.108
