000000018439eb20 (__DATA,__data) external _NDR_record
00000001802c81e0 (__TEXT,__text) external _msg_receive
00000001802c81d0 (__TEXT,__text) external _msg_rpc
00000001802c81d8 (__TEXT,__text) external _msg_send
00000001802eca50 (__TEXT,__text) external _msgctl
00000001802ef504 (__TEXT,__text) external _msgget
00000001802ef530 (__TEXT,__text) external _msgrcv
00000001802eca7c (__TEXT,__text) external _msgrcv$NOCANCEL
00000001802ef55c (__TEXT,__text) external _msgsnd
00000001802ecaa8 (__TEXT,__text) external _msgsnd$NOCANCEL
00000001802d1a40 (__TEXT,__text) external _msgsys
00000001802ecb00 (__TEXT,__text) external _msync
00000001802ecb2c (__TEXT,__text) external _msync$NOCANCEL
00000001802ef588 (__TEXT,__text) external _munlock
00000001802ef5b4 (__TEXT,__text) external _munlockall
00000001802d305c (__TEXT,__text) external _munmap
00000001802ef5e0 (__TEXT,__text) external _necp_client_action
00000001802ef60c (__TEXT,__text) external _necp_match_policy
00000001802ef638 (__TEXT,__text) external _necp_open
00000001802ef664 (__TEXT,__text) external _necp_session_action
00000001802ef690 (__TEXT,__text) external _necp_session_open
00000001802ef6bc (__TEXT,__text) external _net_qos_guideline
00000001802ef6e8 (__TEXT,__text) external _netagent_trigger
00000001802e0584 (__TEXT,__text) external _netname_check_in
00000001802e08ec (__TEXT,__text) external _netname_check_out
00000001802e06f0 (__TEXT,__text) external _netname_look_up
00000001802e0a54 (__TEXT,__text) external _netname_version
00000001802ef714 (__TEXT,__text) external _nfsclnt
00000001802ef740 (__TEXT,__text) external _nfssvc
000000018439eb40 (__DATA,__data) external _non_boost_assertion_token
000000018439eb38 (__DATA,__data) external _normal_boost_assertion_token
00000001802ef76c (__TEXT,__text) external _ntp_adjtime
00000001802ef798 (__TEXT,__text) external _ntp_gettime
00000001802ef7c4 (__TEXT,__text) external _objc_bp_assist_cfg_np
00000001802d0620 (__TEXT,__text) external _open
00000001802c9bf8 (__TEXT,__text) external _open$NOCANCEL
00000001802d1174 (__TEXT,__text) external _open_dprotected_np
00000001802d0654 (__TEXT,__text) external _openat
00000001802c9c2c (__TEXT,__text) external _openat$NOCANCEL
00000001802ef7f0 (__TEXT,__text) external _openbyid_np
00000001802c5f40 (__TEXT,__text) external _os_buflet_get_data_address
00000001802c5f10 (__TEXT,__text) external _os_buflet_get_data_length
00000001802c5f48 (__TEXT,__text) external _os_buflet_get_data_limit
00000001802c5f08 (__TEXT,__text) external _os_buflet_get_data_offset
00000001802c5f30 (__TEXT,__text) external _os_buflet_get_object_address
00000001802c5f38 (__TEXT,__text) external _os_buflet_get_object_limit
00000001802c5f24 (__TEXT,__text) external _os_buflet_set_data_length
00000001802c5f18 (__TEXT,__text) external _os_buflet_set_data_offset
00000001802cce44 (__TEXT,__text) external _os_channel_advance_slot
00000001802cd6cc (__TEXT,__text) external _os_channel_attr_clone
00000001802cd690 (__TEXT,__text) external _os_channel_attr_create
00000001802cd810 (__TEXT,__text) external _os_channel_attr_destroy
00000001802cd9e0 (__TEXT,__text) external _os_channel_attr_get
00000001802cdb88 (__TEXT,__text) external _os_channel_attr_get_key
00000001802cd854 (__TEXT,__text) external _os_channel_attr_set
00000001802cd740 (__TEXT,__text) external _os_channel_attr_set_key
00000001802ccdec (__TEXT,__text) external _os_channel_available_slot_count
00000001802cea6c (__TEXT,__text) external _os_channel_buflet_alloc
00000001802f1210 (__TEXT,__text) non-external _os_channel_buflet_alloc.cold.1
00000001802f1238 (__TEXT,__text) non-external _os_channel_buflet_alloc.cold.2
00000001802f1260 (__TEXT,__text) non-external _os_channel_buflet_alloc.cold.3
00000001802f1280 (__TEXT,__text) non-external _os_channel_buflet_alloc.cold.4
00000001802cec08 (__TEXT,__text) external _os_channel_buflet_free
00000001802f12a8 (__TEXT,__text) non-external _os_channel_buflet_free.cold.1
00000001802f12d0 (__TEXT,__text) non-external _os_channel_buflet_free.cold.2
00000001802f12f0 (__TEXT,__text) non-external _os_channel_buflet_free.cold.3
00000001802cea38 (__TEXT,__text) external _os_channel_configure_interface_advisory
00000001802ccabc (__TEXT,__text) external _os_channel_create
00000001802cc3d4 (__TEXT,__text) external _os_channel_create_extended
00000001802f09d4 (__TEXT,__text) non-external _os_channel_create_extended.cold.1
00000001802f09fc (__TEXT,__text) non-external _os_channel_create_extended.cold.2
00000001802f0a24 (__TEXT,__text) non-external _os_channel_create_extended.cold.3
00000001802f0a4c (__TEXT,__text) non-external _os_channel_create_extended.cold.4
00000001802f0a74 (__TEXT,__text) non-external _os_channel_create_extended.cold.5
00000001802ccc44 (__TEXT,__text) external _os_channel_destroy
00000001802ce9a0 (__TEXT,__text) external _os_channel_event_free
00000001802d19b8 (__TEXT,__text) external _os_channel_event_get_event_data
00000001802d18e8 (__TEXT,__text) external _os_channel_event_get_next_event
00000001802cd494 (__TEXT,__text) external _os_channel_flow_admissible
00000001802cd470 (__TEXT,__text) external _os_channel_get_advisory_region
00000001802ccacc (__TEXT,__text) external _os_channel_get_fd
00000001802ce9a4 (__TEXT,__text) external _os_channel_get_interface_advisory
00000001802ce654 (__TEXT,__text) external _os_channel_get_next_event_handle
00000001802f1180 (__TEXT,__text) non-external _os_channel_get_next_event_handle.cold.1
00000001802f118c (__TEXT,__text) non-external _os_channel_get_next_event_handle.cold.2
00000001802f1198 (__TEXT,__text) non-external _os_channel_get_next_event_handle.cold.3
00000001802f11a4 (__TEXT,__text) non-external _os_channel_get_next_event_handle.cold.4
00000001802f11b0 (__TEXT,__text) non-external _os_channel_get_next_event_handle.cold.5
00000001802f11bc (__TEXT,__text) non-external _os_channel_get_next_event_handle.cold.6
00000001802f11c8 (__TEXT,__text) non-external _os_channel_get_next_event_handle.cold.7
00000001802f11f0 (__TEXT,__text) non-external _os_channel_get_next_event_handle.cold.8
00000001802cced0 (__TEXT,__text) external _os_channel_get_next_slot
00000001802f0ba0 (__TEXT,__text) non-external _os_channel_get_next_slot.cold.1
00000001802f0c58 (__TEXT,__text) non-external _os_channel_get_next_slot.cold.10
00000001802f0bac (__TEXT,__text) non-external _os_channel_get_next_slot.cold.2
00000001802f0bb8 (__TEXT,__text) non-external _os_channel_get_next_slot.cold.3
00000001802f0bc4 (__TEXT,__text) non-external _os_channel_get_next_slot.cold.4
00000001802f0bd0 (__TEXT,__text) non-external _os_channel_get_next_slot.cold.5
00000001802f0bdc (__TEXT,__text) non-external _os_channel_get_next_slot.cold.6
00000001802f0be8 (__TEXT,__text) non-external _os_channel_get_next_slot.cold.7
00000001802f0c10 (__TEXT,__text) non-external _os_channel_get_next_slot.cold.8
00000001802f0c30 (__TEXT,__text) non-external _os_channel_get_next_slot.cold.9
00000001802cd3ec (__TEXT,__text) external _os_channel_get_stats_region
00000001802cc8fc (__TEXT,__text) non-external _os_channel_info2attr
00000001802cca00 (__TEXT,__text) non-external _os_channel_init_ring
00000001802f0b30 (__TEXT,__text) non-external _os_channel_init_ring.cold.1
00000001802f0b50 (__TEXT,__text) non-external _os_channel_init_ring.cold.2
00000001802f0b78 (__TEXT,__text) non-external _os_channel_init_ring.cold.3
00000001802ccc9c (__TEXT,__text) external _os_channel_is_defunct
00000001802cdc00 (__TEXT,__text) external _os_channel_packet_alloc
00000001802f0d68 (__TEXT,__text) non-external _os_channel_packet_alloc.cold.1
00000001802f0d74 (__TEXT,__text) non-external _os_channel_packet_alloc.cold.2
00000001802f0d80 (__TEXT,__text) non-external _os_channel_packet_alloc.cold.3
00000001802f0d8c (__TEXT,__text) non-external _os_channel_packet_alloc.cold.4
00000001802f0d98 (__TEXT,__text) non-external _os_channel_packet_alloc.cold.5
00000001802f0da4 (__TEXT,__text) non-external _os_channel_packet_alloc.cold.6
00000001802f0db0 (__TEXT,__text) non-external _os_channel_packet_alloc.cold.7
00000001802f0dd8 (__TEXT,__text) non-external _os_channel_packet_alloc.cold.8
00000001802f0df8 (__TEXT,__text) non-external _os_channel_packet_alloc.cold.9
00000001802cdf28 (__TEXT,__text) external _os_channel_packet_free
00000001802f0e20 (__TEXT,__text) non-external _os_channel_packet_free.cold.1
00000001802f0e48 (__TEXT,__text) non-external _os_channel_packet_free.cold.2
00000001802f0e68 (__TEXT,__text) non-external _os_channel_packet_free.cold.3
00000001802ce2c8 (__TEXT,__text) external _os_channel_packet_pool_purge
00000001802f0fb8 (__TEXT,__text) non-external _os_channel_packet_pool_purge.cold.1
00000001802f1110 (__TEXT,__text) non-external _os_channel_packet_pool_purge.cold.10
00000001802f1130 (__TEXT,__text) non-external _os_channel_packet_pool_purge.cold.11
00000001802f1158 (__TEXT,__text) non-external _os_channel_packet_pool_purge.cold.12
00000001802f0fd8 (__TEXT,__text) non-external _os_channel_packet_pool_purge.cold.2
00000001802f1000 (__TEXT,__text) non-external _os_channel_packet_pool_purge.cold.3
00000001802f1028 (__TEXT,__text) non-external _os_channel_packet_pool_purge.cold.4
00000001802f1050 (__TEXT,__text) non-external _os_channel_packet_pool_purge.cold.5
00000001802f1078 (__TEXT,__text) non-external _os_channel_packet_pool_purge.cold.6
00000001802f1098 (__TEXT,__text) non-external _os_channel_packet_pool_purge.cold.7
00000001802f10c0 (__TEXT,__text) non-external _os_channel_packet_pool_purge.cold.8
00000001802f10e8 (__TEXT,__text) non-external _os_channel_packet_pool_purge.cold.9
00000001802ccdbc (__TEXT,__text) external _os_channel_pending
00000001802ccad4 (__TEXT,__text) external _os_channel_read_attr
00000001802ccbf4 (__TEXT,__text) external _os_channel_read_nexus_extension_info
00000001802cccb0 (__TEXT,__text) external _os_channel_ring_id
00000001802ccde0 (__TEXT,__text) external _os_channel_ring_notify_time
00000001802ccdd4 (__TEXT,__text) external _os_channel_ring_sync_time
00000001802ccd60 (__TEXT,__text) external _os_channel_rx_ring
00000001802cd1cc (__TEXT,__text) external _os_channel_set_slot_properties
00000001802f0c80 (__TEXT,__text) non-external _os_channel_set_slot_properties.cold.1
00000001802f0ca0 (__TEXT,__text) non-external _os_channel_set_slot_properties.cold.2
00000001802f0cc8 (__TEXT,__text) non-external _os_channel_set_slot_properties.cold.3
00000001802ce068 (__TEXT,__text) external _os_channel_slot_attach_packet
00000001802f0e90 (__TEXT,__text) non-external _os_channel_slot_attach_packet.cold.1
00000001802f0eb0 (__TEXT,__text) non-external _os_channel_slot_attach_packet.cold.2
00000001802f0ed8 (__TEXT,__text) non-external _os_channel_slot_attach_packet.cold.3
00000001802f0f00 (__TEXT,__text) non-external _os_channel_slot_attach_packet.cold.4
00000001802ce188 (__TEXT,__text) external _os_channel_slot_detach_packet
00000001802f0f28 (__TEXT,__text) non-external _os_channel_slot_detach_packet.cold.1
00000001802f0f50 (__TEXT,__text) non-external _os_channel_slot_detach_packet.cold.2
00000001802f0f70 (__TEXT,__text) non-external _os_channel_slot_detach_packet.cold.3
00000001802f0f90 (__TEXT,__text) non-external _os_channel_slot_detach_packet.cold.4
00000001802cd2c8 (__TEXT,__text) external _os_channel_slot_get_packet
00000001802f0cf0 (__TEXT,__text) non-external _os_channel_slot_get_packet.cold.1
00000001802f0d18 (__TEXT,__text) non-external _os_channel_slot_get_packet.cold.2
00000001802f0d40 (__TEXT,__text) non-external _os_channel_slot_get_packet.cold.3
00000001802ccc18 (__TEXT,__text) external _os_channel_sync
00000001802ccd18 (__TEXT,__text) external _os_channel_tx_ring
00000001802ccb28 (__TEXT,__text) external _os_channel_write_attr
00000001802c5ed4 (__TEXT,__text) external _os_copy_and_inet_checksum
00000001802d0cc0 (__TEXT,__text) external _os_cpu_copy_in_cksum
00000001802d107c (__TEXT,__text) external _os_cpu_in_cksum
00000001802c6060 (__TEXT,__text) external _os_cpu_in_cksum_mbuf
00000001802ef81c (__TEXT,__text) external _os_fault_with_payload
00000001802c5ed0 (__TEXT,__text) external _os_inet_checksum
00000001802cf94c (__TEXT,__text) external _os_nexus_attr_clone
00000001802cf910 (__TEXT,__text) external _os_nexus_attr_create
00000001802cfca0 (__TEXT,__text) external _os_nexus_attr_destroy
00000001802cfb60 (__TEXT,__text) external _os_nexus_attr_get
00000001802cf990 (__TEXT,__text) external _os_nexus_attr_set
00000001802cffdc (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
00000001802cfffc (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
00000001802cfca4 (__TEXT,__text) external _os_nexus_controller_create
00000001802cffd0 (__TEXT,__text) external _os_nexus_controller_deregister_provider
00000001802d027c (__TEXT,__text) external _os_nexus_controller_destroy
00000001802cfff0 (__TEXT,__text) external _os_nexus_controller_free_provider_instance
00000001802cfd3c (__TEXT,__text) external _os_nexus_controller_get_fd
00000001802d0160 (__TEXT,__text) external _os_nexus_controller_read_provider_attr
00000001802cfd44 (__TEXT,__text) external _os_nexus_controller_register_provider
00000001802d00f0 (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
00000001802c5dc0 (__TEXT,__text) external _os_packet_add_buflet
00000001802f06a8 (__TEXT,__text) non-external _os_packet_add_buflet.cold.1
00000001802c55fc (__TEXT,__text) external _os_packet_clear_flow_uuid
00000001802c5e7c (__TEXT,__text) external _os_packet_decrement_use_count
00000001802c5bfc (__TEXT,__text) external _os_packet_finalize
00000001802f069c (__TEXT,__text) non-external _os_packet_finalize.cold.1
00000001802c5ea4 (__TEXT,__text) external _os_packet_get_aggregation_type
00000001802c5b14 (__TEXT,__text) external _os_packet_get_buflet_count
00000001802c53b0 (__TEXT,__text) external _os_packet_get_compression_generation_count
00000001802c5b08 (__TEXT,__text) external _os_packet_get_data_length
00000001802c56d0 (__TEXT,__text) external _os_packet_get_expire_time
00000001802c554c (__TEXT,__text) external _os_packet_get_flow_uuid
00000001802c56a0 (__TEXT,__text) external _os_packet_get_group_end
00000001802c563c (__TEXT,__text) external _os_packet_get_group_start
00000001802c4e9c (__TEXT,__text) external _os_packet_get_headroom
00000001802f05f8 (__TEXT,__text) non-external _os_packet_get_headroom.cold.1
00000001802c5508 (__TEXT,__text) external _os_packet_get_inet_checksum
00000001802c5a8c (__TEXT,__text) external _os_packet_get_keep_alive
00000001802c4f70 (__TEXT,__text) external _os_packet_get_link_broadcast
00000001802f0610 (__TEXT,__text) non-external _os_packet_get_link_broadcast.cold.1
00000001802c5040 (__TEXT,__text) external _os_packet_get_link_ethfcs
00000001802f0640 (__TEXT,__text) non-external _os_packet_get_link_ethfcs.cold.1
00000001802c4f0c (__TEXT,__text) external _os_packet_get_link_header_length
00000001802c4fd8 (__TEXT,__text) external _os_packet_get_link_multicast
00000001802f0628 (__TEXT,__text) non-external _os_packet_get_link_multicast.cold.1
00000001802c5b50 (__TEXT,__text) external _os_packet_get_next_buflet
00000001802f0690 (__TEXT,__text) non-external _os_packet_get_next_buflet.cold.1
00000001802c58b8 (__TEXT,__text) external _os_packet_get_packetid
00000001802c5bd0 (__TEXT,__text) external _os_packet_get_segment_count
00000001802c52bc (__TEXT,__text) external _os_packet_get_service_class
00000001802c5764 (__TEXT,__text) external _os_packet_get_token
00000001802f064c (__TEXT,__text) non-external _os_packet_get_token.cold.1
00000001802c5f50 (__TEXT,__text) external _os_packet_get_trace_id
00000001802c540c (__TEXT,__text) external _os_packet_get_traffic_class
00000001802c5178 (__TEXT,__text) external _os_packet_get_transport_retransmit
00000001802c50a8 (__TEXT,__text) external _os_packet_get_transport_traffic_background
00000001802c5110 (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
00000001802c5ad8 (__TEXT,__text) external _os_packet_get_truncated
00000001802f0684 (__TEXT,__text) non-external _os_packet_get_truncated.cold.1
00000001802c5a6c (__TEXT,__text) external _os_packet_get_vlan_id
00000001802c5a74 (__TEXT,__text) external _os_packet_get_vlan_priority
00000001802c5a18 (__TEXT,__text) external _os_packet_get_vlan_tag
00000001802f0678 (__TEXT,__text) non-external _os_packet_get_vlan_tag.cold.1
00000001802c5a7c (__TEXT,__text) external _os_packet_get_wake_flag
00000001802c5e50 (__TEXT,__text) external _os_packet_increment_use_count
00000001802c5380 (__TEXT,__text) external _os_packet_set_compression_generation_count
00000001802c5720 (__TEXT,__text) external _os_packet_set_expire_time
00000001802c55a0 (__TEXT,__text) external _os_packet_set_flow_uuid
00000001802c566c (__TEXT,__text) external _os_packet_set_group_end
00000001802c5608 (__TEXT,__text) external _os_packet_set_group_start
00000001802c4e58 (__TEXT,__text) external _os_packet_set_headroom
00000001802f05ec (__TEXT,__text) non-external _os_packet_set_headroom.cold.1
00000001802c54d0 (__TEXT,__text) external _os_packet_set_inet_checksum
00000001802c5a9c (__TEXT,__text) external _os_packet_set_keep_alive
00000001802c4f38 (__TEXT,__text) external _os_packet_set_link_broadcast
00000001802f0604 (__TEXT,__text) non-external _os_packet_set_link_broadcast.cold.1
00000001802c5008 (__TEXT,__text) external _os_packet_set_link_ethfcs
00000001802f0634 (__TEXT,__text) non-external _os_packet_set_link_ethfcs.cold.1
00000001802c4ec8 (__TEXT,__text) external _os_packet_set_link_header_length
00000001802c4fa0 (__TEXT,__text) external _os_packet_set_link_multicast
00000001802f061c (__TEXT,__text) non-external _os_packet_set_link_multicast.cold.1
00000001802c5940 (__TEXT,__text) external _os_packet_set_packetid
00000001802c51e0 (__TEXT,__text) external _os_packet_set_service_class
00000001802c580c (__TEXT,__text) external _os_packet_set_token
00000001802c5f70 (__TEXT,__text) external _os_packet_set_trace_id
00000001802c53dc (__TEXT,__text) external _os_packet_set_traffic_class
00000001802c51a8 (__TEXT,__text) external _os_packet_set_transport_last_packet
00000001802c5140 (__TEXT,__text) external _os_packet_set_transport_retransmit
00000001802c5070 (__TEXT,__text) external _os_packet_set_transport_traffic_background
00000001802c50d8 (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
00000001802c59cc (__TEXT,__text) external _os_packet_set_vlan_tag
00000001802f066c (__TEXT,__text) non-external _os_packet_set_vlan_tag.cold.1
00000001802c5f9c (__TEXT,__text) external _os_packet_trace_event
00000001802c88b8 (__TEXT,__text) external _os_proc_available_memory
00000001802c8100 (__TEXT,__text) external _panic
00000001802c80f4 (__TEXT,__text) external _panic_init
00000001802ef848 (__TEXT,__text) external _pathconf
00000001802ef874 (__TEXT,__text) external _peeloff
00000001802c7cbc (__TEXT,__text) external _pid_for_task
00000001802ef8a0 (__TEXT,__text) external _pid_hibernate
00000001802ef8cc (__TEXT,__text) external _pid_resume
00000001802ceeb4 (__TEXT,__text) external _pid_shutdown_networking
00000001802ef8f8 (__TEXT,__text) external _pid_shutdown_sockets
00000001802ef924 (__TEXT,__text) external _pid_suspend
00000001802ece18 (__TEXT,__text) external _pipe
00000001802ef950 (__TEXT,__text) external _pivot_root
00000001802c4e08 (__TEXT,__text) external _pkt_subtype_assert_fail
00000001802c4e30 (__TEXT,__text) external _pkt_type_assert_fail
00000001802ef97c (__TEXT,__text) external _poll
00000001802ece50 (__TEXT,__text) external _poll$NOCANCEL
00000001802c4d68 (__TEXT,__text) non-external _port_for_id_internal
00000001802c8150 (__TEXT,__text) external _port_obj_init
000000018439ebf0 (__DATA,__common) external _port_obj_table
000000018439eb28 (__DATA,__data) external _port_obj_table_size
00000001802ef2c8 (__TEXT,__text) external _posix_madvise
00000001802cbbe0 (__TEXT,__text) external _posix_spawn
00000001802caabc (__TEXT,__text) non-external _posix_spawn_appendportaction_np
00000001802caf14 (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
00000001802cb050 (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
00000001802cadd8 (__TEXT,__text) external _posix_spawn_file_actions_addclose
00000001802cae68 (__TEXT,__text) external _posix_spawn_file_actions_adddup2
00000001802cb0fc (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
00000001802cafc0 (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
00000001802caca4 (__TEXT,__text) external _posix_spawn_file_actions_addopen
00000001802cac64 (__TEXT,__text) external _posix_spawn_file_actions_destroy
00000001802cac18 (__TEXT,__text) external _posix_spawn_file_actions_init
000000018439ec00 (__DATA,__common) non-external (was a private external) _posix_spawn_with_filter
00000001802ca500 (__TEXT,__text) external _posix_spawnattr_destroy
00000001802caa34 (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
00000001802cb698 (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
00000001802cb654 (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
00000001802ca6e0 (__TEXT,__text) external _posix_spawnattr_getarchpref_np
00000001802ca67c (__TEXT,__text) external _posix_spawnattr_getbinpref_np
00000001802cb1d4 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
00000001802ca5ec (__TEXT,__text) external _posix_spawnattr_getflags
00000001802cb39c (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
00000001802ca750 (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
00000001802ca634 (__TEXT,__text) external _posix_spawnattr_getpgroup
00000001802ca774 (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
00000001802ca610 (__TEXT,__text) external _posix_spawnattr_getsigdefault
00000001802ca658 (__TEXT,__text) external _posix_spawnattr_getsigmask
00000001802ca4c0 (__TEXT,__text) external _posix_spawnattr_init
00000001802cb410 (__TEXT,__text) non-external _posix_spawnattr_macpolicyinfo_lookup
00000001802caa5c (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
00000001802cb85c (__TEXT,__text) external _posix_spawnattr_set_csm_np
00000001802cb678 (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
00000001802cbb24 (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
00000001802cb924 (__TEXT,__text) external _posix_spawnattr_set_gid_np
00000001802cb9a0 (__TEXT,__text) external _posix_spawnattr_set_groups_np
00000001802cb24c (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
00000001802cbb44 (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
00000001802f14e0 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
00000001802cba5c (__TEXT,__text) external _posix_spawnattr_set_login_np
00000001802cb818 (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
00000001802cb770 (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
00000001802cb7ac (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
00000001802cb6bc (__TEXT,__text) external _posix_spawnattr_set_persona_np
00000001802cb738 (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
00000001802caa14 (__TEXT,__text) external _posix_spawnattr_set_platform_np
00000001802cbb04 (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
00000001802cb364 (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
00000001802cb62c (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
00000001802cb2d8 (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
00000001802ca984 (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
00000001802cb22c (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
00000001802cb8ac (__TEXT,__text) external _posix_spawnattr_set_uid_np
00000001802ca8a0 (__TEXT,__text) external _posix_spawnattr_setarchpref_np
00000001802cabe0 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
00000001802ca800 (__TEXT,__text) external _posix_spawnattr_setbinpref_np
00000001802cb59c (__TEXT,__text) external _posix_spawnattr_setcoalition_np
00000001802cb1b4 (__TEXT,__text) external _posix_spawnattr_setcpumonitor
00000001802cb18c (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
00000001802cabac (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
00000001802ca5cc (__TEXT,__text) external _posix_spawnattr_setflags
00000001802cb200 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
00000001802cb470 (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
00000001802cb838 (__TEXT,__text) external _posix_spawnattr_setnosmt_np
00000001802ca944 (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
00000001802ca7bc (__TEXT,__text) external _posix_spawnattr_setpgroup
00000001802ca964 (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
00000001802ca798 (__TEXT,__text) external _posix_spawnattr_setsigdefault
00000001802ca7dc (__TEXT,__text) external _posix_spawnattr_setsigmask
00000001802caa84 (__TEXT,__text) external _posix_spawnattr_setspecialport_np
00000001802ef9a8 (__TEXT,__text) external _pread
00000001802ecea8 (__TEXT,__text) external _pread$NOCANCEL
00000001802ef9d4 (__TEXT,__text) external _preadv
00000001802eced4 (__TEXT,__text) external _preadv$NOCANCEL
00000001802c9d94 (__TEXT,__text) non-external _prepare_times_array_and_attrs
00000001802c9504 (__TEXT,__text) external _proc_clear_cpulimits
00000001802c9790 (__TEXT,__text) external _proc_clear_delayidlesleep
00000001802c9048 (__TEXT,__text) external _proc_clear_dirty
00000001802c96ac (__TEXT,__text) external _proc_clear_vmpressure
00000001802c8e40 (__TEXT,__text) external _proc_current_thread_schedinfo
00000001802c96a0 (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
00000001802c96a8 (__TEXT,__text) external _proc_denap_assertion_complete
00000001802c97dc (__TEXT,__text) external _proc_disable_apptype
00000001802c9228 (__TEXT,__text) external _proc_disable_cpumon
00000001802c9430 (__TEXT,__text) external _proc_disable_wakemon
00000001802c9550 (__TEXT,__text) external _proc_donate_importance_boost
00000001802c983c (__TEXT,__text) external _proc_enable_apptype
00000001802c9148 (__TEXT,__text) external _proc_get_cpumon_params
00000001802c8fe0 (__TEXT,__text) external _proc_get_dirty
00000001802c93ac (__TEXT,__text) external _proc_get_wakemon_params
00000001802c9594 (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
00000001802c963c (__TEXT,__text) external _proc_importance_assertion_complete
00000001802c8ce0 (__TEXT,__text) external _proc_kmsgbuf
00000001802c8ec0 (__TEXT,__text) external _proc_libversion
00000001802c9480 (__TEXT,__text) external _proc_list_dynkqueueids
00000001802c9464 (__TEXT,__text) external _proc_list_uptrs
00000001802c88f4 (__TEXT,__text) external _proc_listallpids
00000001802c896c (__TEXT,__text) external _proc_listchildpids
00000001802c8a38 (__TEXT,__text) external _proc_listcoalitions
00000001802c8930 (__TEXT,__text) external _proc_listpgrppids
00000001802c88bc (__TEXT,__text) external _proc_listpids
00000001802d11a4 (__TEXT,__text) external _proc_listpidspath
00000001802c8ba4 (__TEXT,__text) external _proc_name
00000001802c8a70 (__TEXT,__text) external _proc_pid_rusage
00000001802c8b50 (__TEXT,__text) external _proc_piddynkqueueinfo
00000001802c8ae0 (__TEXT,__text) external _proc_pidfdinfo
00000001802c8b18 (__TEXT,__text) external _proc_pidfileportinfo
00000001802c89a8 (__TEXT,__text) external _proc_pidinfo
00000001802c89e0 (__TEXT,__text) external _proc_pidoriginatorinfo
00000001802c8d18 (__TEXT,__text) external _proc_pidpath
00000001802c8da8 (__TEXT,__text) external _proc_pidpath_audittoken
00000001802c8c48 (__TEXT,__text) external _proc_regionfilename
00000001802c94f8 (__TEXT,__text) external _proc_reset_footprint_interval
00000001802c9208 (__TEXT,__text) external _proc_resume_cpumon
00000001802efa00 (__TEXT,__text) external _proc_rlimit_control
00000001802c91bc (__TEXT,__text) external _proc_set_cpumon_defaults
00000001802c90fc (__TEXT,__text) external _proc_set_cpumon_params
00000001802c9274 (__TEXT,__text) external _proc_set_cpumon_params_fatal
00000001802c9944 (__TEXT,__text) external _proc_set_csm
00000001802c9744 (__TEXT,__text) external _proc_set_delayidlesleep
00000001802c8f94 (__TEXT,__text) external _proc_set_dirty
00000001802c98a4 (__TEXT,__text) external _proc_set_no_smt
00000001802c96f8 (__TEXT,__text) external _proc_set_owner_vmpressure
00000001802c93fc (__TEXT,__text) external _proc_set_wakemon_defaults
00000001802c937c (__TEXT,__text) external _proc_set_wakemon_params
00000001802c949c (__TEXT,__text) external _proc_setcpu_percentage
