00007ffb0e534a52 (__TEXT,__text) non-external _DiToMD5
00007ffb0e528d44 (__TEXT,__text) external __ZN6OSData8withDataEPKS_
00007ffb0e528d76 (__TEXT,__text) external __ZN6OSData8withDataEPKS_mm
00007ffb0e528d30 (__TEXT,__text) external __ZN6OSData9withBytesEPKvm
00007ffb0e528276 (__TEXT,__text) external __ZN7OSArray11withObjectsEPPK8OSObjectjj
00007ffb0e5283e0 (__TEXT,__text) external __ZN7OSArray12removeObjectEj
00007ffb0e52826c (__TEXT,__text) external __ZN7OSArray12withCapacityEj
00007ffb0e5283ce (__TEXT,__text) external __ZN7OSArray13replaceObjectEjPK15OSMetaClassBase
00007ffb0e528178 (__TEXT,__text) external __ZN7OSArray14ensureCapacityEj
00007ffb0e528188 (__TEXT,__text) external __ZN7OSArray15flushCollectionEv
00007ffb0e52821e (__TEXT,__text) external __ZN7OSArray4freeEv
00007ffb0e528332 (__TEXT,__text) external __ZN7OSArray5mergeEPKS_
00007ffb0e5282e2 (__TEXT,__text) external __ZN7OSArray9setObjectEPK15OSMetaClassBase
00007ffb0e5283c0 (__TEXT,__text) external __ZN7OSArray9setObjectEjPK15OSMetaClassBase
00007ffb0e5282f8 (__TEXT,__text) external __ZN7OSArray9withArrayEPKS_j
00007ffb0e523232 (__TEXT,__text) external __ZN8IOThread17CopyCurrentThreadEPPS_
00007ffb0e5468e9 (__TEXT,__text) non-external __ZN8IOThread17CopyCurrentThreadEPPS_.cold.1
00007ffb0e54690c (__TEXT,__text) non-external __ZN8IOThread17CopyCurrentThreadEPPS_.cold.2
00007ffb0e5232c0 (__TEXT,__text) external __ZN8IOThread17GetTimeConstraintEPjS0_S0_PbS1_
00007ffb0e52337a (__TEXT,__text) external __ZN8IOThread17SetTimeConstraintEjjjb
00007ffb0e5231f2 (__TEXT,__text) external __ZN8IOThread4JoinEPPv
00007ffb0e522ed0 (__TEXT,__text) external __ZN8IOThread4freeEv
00007ffb0e522e74 (__TEXT,__text) external __ZN8IOThread4initEv
00007ffb0e522f22 (__TEXT,__text) external __ZN8IOThread6CreateEyPFPvS0_ES0_PPS_
00007ffb0e543be2 (__TEXT,__text) external __ZN8OSAction11Create_CallEP8OSObjectyymPPS_
00007ffb0e521042 (__TEXT,__text) external __ZN8OSAction12Aborted_ImplEv
00007ffb0e521008 (__TEXT,__text) external __ZN8OSAction12GetReferenceEv
00007ffb0e546650 (__TEXT,__text) non-external __ZN8OSAction12GetReferenceEv.cold.1
00007ffb0e543ede (__TEXT,__text) external __ZN8OSAction13Create_InvokeE5IORPCPFiP8OSObjectyymPPS_E
00007ffb0e543b88 (__TEXT,__text) external __ZN8OSAction14Aborted_InvokeE5IORPCP15OSMetaClassBasePFvS2_E
00007ffb0e521020 (__TEXT,__text) external __ZN8OSAction17SetAbortedHandlerEU13block_pointerFvvE
00007ffb0e520e04 (__TEXT,__text) external __ZN8OSAction18CreateWithTypeNameEP8OSObjectyymP8OSStringPPS_
00007ffb0e543cf4 (__TEXT,__text) external __ZN8OSAction23CreateWithTypeName_CallEP8OSObjectyymP8OSStringPPS_
00007ffb0e543fac (__TEXT,__text) external __ZN8OSAction25CreateWithTypeName_InvokeE5IORPCPFiP8OSObjectyymP8OSStringPPS_E
00007ffb0e521118 (__TEXT,__text) external __ZN8OSAction4WaitEP17OSActionWaitTokenyy
00007ffb0e5466b9 (__TEXT,__text) non-external __ZN8OSAction4WaitEP17OSActionWaitTokenyy.cold.1
00007ffb0e520ec4 (__TEXT,__text) external __ZN8OSAction4freeEv
00007ffb0e54660a (__TEXT,__text) non-external __ZN8OSAction4freeEv.cold.1
00007ffb0e520f46 (__TEXT,__text) external __ZN8OSAction6CancelEU13block_pointerFvvE
00007ffb0e54662d (__TEXT,__text) non-external __ZN8OSAction6CancelEU13block_pointerFvvE.cold.1
00007ffb0e520df4 (__TEXT,__text) external __ZN8OSAction6CreateEP8OSObjectyymPPS_
00007ffb0e543e24 (__TEXT,__text) external __ZN8OSAction7AbortedEPFiP15OSMetaClassBase5IORPCE
00007ffb0e5210ce (__TEXT,__text) external __ZN8OSAction7EndWaitEP17OSActionWaitToken
00007ffb0e546696 (__TEXT,__text) non-external __ZN8OSAction7EndWaitEP17OSActionWaitToken.cold.1
00007ffb0e543b12 (__TEXT,__text) external __ZN8OSAction8DispatchE5IORPC
00007ffb0e52105a (__TEXT,__text) external __ZN8OSAction8WillWaitEPP17OSActionWaitToken
00007ffb0e546673 (__TEXT,__text) non-external __ZN8OSAction8WillWaitEPP17OSActionWaitToken.cold.1
00007ffb0e543b1c (__TEXT,__text) external __ZN8OSAction9_DispatchEPS_5IORPC
00007ffb0e5220b0 (__TEXT,__text) external __ZN8OSBundle10mainBundleEv
00007ffb0e54678b (__TEXT,__text) non-external __ZN8OSBundle10mainBundleEv.cold.1
00007ffb0e5467ae (__TEXT,__text) non-external __ZN8OSBundle10mainBundleEv.cold.2
00007ffb0e5467d1 (__TEXT,__text) non-external __ZN8OSBundle10mainBundleEv.cold.3
00007ffb0e522306 (__TEXT,__text) external __ZN8OSBundle12loadResourceEPKcymPP12OSMappedFile
00007ffb0e5221ea (__TEXT,__text) external __ZN8OSBundle14createFromPathEPKc
00007ffb0e5222a6 (__TEXT,__text) external __ZN8OSBundle4freeEv
00007ffb0e522252 (__TEXT,__text) external __ZN8OSBundle4initEv
00007ffb0e528f2e (__TEXT,__text) external __ZN8OSNumber10withNumberEPKcm
00007ffb0e528f44 (__TEXT,__text) external __ZN8OSNumber10withNumberEym
00007ffb0e52908a (__TEXT,__text) external __ZN8OSNumber4freeEv
00007ffb0e54430a (__TEXT,__text) external __ZN8OSObject16SetDispatchQueueEPKcP15IODispatchQueuePFiP15OSMetaClassBase5IORPCE
00007ffb0e54449c (__TEXT,__text) external __ZN8OSObject17CopyDispatchQueueEPKcPP15IODispatchQueuePFiP15OSMetaClassBase5IORPCE
00007ffb0e544642 (__TEXT,__text) external __ZN8OSObject23SetDispatchQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcP15IODispatchQueueE
00007ffb0e54472e (__TEXT,__text) external __ZN8OSObject24CopyDispatchQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcPP15IODispatchQueueE
00007ffb0e51e572 (__TEXT,__text) external __ZN8OSObject4freeEv
00007ffb0e51e562 (__TEXT,__text) external __ZN8OSObject4initEv
00007ffb0e5442a4 (__TEXT,__text) external __ZN8OSObject8DispatchE5IORPC
00007ffb0e5442c6 (__TEXT,__text) external __ZN8OSObject9_DispatchEPS_5IORPC
00007ffb0e528e88 (__TEXT,__text) external __ZN8OSString10withStringEPKS_
00007ffb0e528e54 (__TEXT,__text) external __ZN8OSString11withCStringEPKc
00007ffb0e528eaa (__TEXT,__text) external __ZN8OSString11withCStringEPKcm
00007ffb0e528e6e (__TEXT,__text) external __ZN8OSString17withCStringNoCopyEPKc
00007ffb0e5256f6 (__TEXT,__text) external __ZN8OSString4freeEv
00007ffb0e546c81 (__TEXT,__text) non-external __ZN8OSString4freeEv.cold.1
00007ffb0e546ca4 (__TEXT,__text) non-external __ZN8OSString4freeEv.cold.2
00007ffb0e546cc7 (__TEXT,__text) non-external __ZN8OSString4freeEv.cold.3
00007ffb0e522858 (__TEXT,__text) external __ZN9IOCommand12CommandChainEv
00007ffb0e52280e (__TEXT,__text) external __ZN9IOCommand4freeEv
00007ffb0e52279a (__TEXT,__text) external __ZN9IOCommand4initEv
00007ffb0e52284e (__TEXT,__text) external __ZN9IOCommand9FromChainEP11queue_entry
00007ffb0e53d342 (__TEXT,__text) external __ZN9IOService10AdjustBusyEiPFiP15OSMetaClassBase5IORPCE
00007ffb0e53c740 (__TEXT,__text) external __ZN9IOService10JoinPMTreeEPFiP15OSMetaClassBase5IORPCE
00007ffb0e5218f0 (__TEXT,__text) external __ZN9IOService10Start_ImplEPS_
00007ffb0e53eb98 (__TEXT,__text) external __ZN9IOService10Stop_asyncEPS_PFiP15OSMetaClassBase5IORPCE
00007ffb0e521c4e (__TEXT,__text) external __ZN9IOService11Create_ImplEPS_PKcPS0_
00007ffb0e53b4da (__TEXT,__text) external __ZN9IOService11Stop_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_E
00007ffb0e53d47c (__TEXT,__text) external __ZN9IOService12GetBusyStateEPjPFiP15OSMetaClassBase5IORPCE
00007ffb0e53b42e (__TEXT,__text) external __ZN9IOService12Start_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_E
00007ffb0e53d700 (__TEXT,__text) external __ZN9IOService12UpdateReportEP6OSDatajPjyyP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00007ffb0e53bc06 (__TEXT,__text) external __ZN9IOService13ClientCrashedEPS_yPFiP15OSMetaClassBase5IORPCE
00007ffb0e53b6ea (__TEXT,__text) external __ZN9IOService13Create_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_PKcPS3_E
00007ffb0e53cc20 (__TEXT,__text) external __ZN9IOService13NewUserClientEjPP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffb0e53c872 (__TEXT,__text) external __ZN9IOService13SetPowerStateEjPFiP15OSMetaClassBase5IORPCE
00007ffb0e53c5fc (__TEXT,__text) external __ZN9IOService13SetPropertiesEP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffb0e53c294 (__TEXT,__text) external __ZN9IOService14CopyPropertiesEPP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffb0e53e284 (__TEXT,__text) external __ZN9IOService14RemovePropertyEP8OSStringPFiP15OSMetaClassBase5IORPCE
00007ffb0e53c402 (__TEXT,__text) external __ZN9IOService14SearchPropertyEPKcS1_yPP11OSContainerPFiP15OSMetaClassBase5IORPCE
00007ffb0e53eea2 (__TEXT,__text) external __ZN9IOService14SetName_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcE
00007ffb0e53ec5a (__TEXT,__text) external __ZN9IOService14_NewUserClientEjP12OSDictionaryPP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffb0e53d89e (__TEXT,__text) external __ZN9IOService15ConfigureReportEP6OSDatajPjPFiP15OSMetaClassBase5IORPCE
00007ffb0e53fa2e (__TEXT,__text) external __ZN9IOService15CopyName_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP8OSStringE
00007ffb0e53bff4 (__TEXT,__text) external __ZN9IOService15RegisterServiceEPFiP15OSMetaClassBase5IORPCE
00007ffb0e521a7e (__TEXT,__text) external __ZN9IOService15Stop_async_ImplEPS_
00007ffb0e53c9ac (__TEXT,__text) external __ZN9IOService16ChangePowerStateEjPFiP15OSMetaClassBase5IORPCE
00007ffb0e53f972 (__TEXT,__text) external __ZN9IOService16SetLegend_InvokeE5IORPCP15OSMetaClassBasePFiS2_P7OSArraybE
00007ffb0e53cae6 (__TEXT,__text) external __ZN9IOService16SetPowerOverrideEbPFiP15OSMetaClassBase5IORPCE
00007ffb0e521de0 (__TEXT,__text) external __ZN9IOService16StringFromReturnEi
00007ffb0e53dcd6 (__TEXT,__text) external __ZN9IOService16StringFromReturnEiPP8OSStringPFiP15OSMetaClassBase5IORPCE
00007ffb0e53f3fe (__TEXT,__text) external __ZN9IOService16Terminate_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00007ffb0e53f5d0 (__TEXT,__text) external __ZN9IOService17AdjustBusy_InvokeE5IORPCP15OSMetaClassBasePFiS2_iE
00007ffb0e53e8fa (__TEXT,__text) external __ZN9IOService17CreatePMAssertionEjPybPFiP15OSMetaClassBase5IORPCE
00007ffb0e53f22c (__TEXT,__text) external __ZN9IOService17JoinPMTree_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
00007ffb0e53b894 (__TEXT,__text) external __ZN9IOService17Stop_async_InvokeE5IORPCP15OSMetaClassBasePFvS2_PS_E
00007ffb0e53e00e (__TEXT,__text) external __ZN9IOService17UserSetPropertiesEP11OSContainerPFiP15OSMetaClassBase5IORPCE
00007ffb0e53bd0e (__TEXT,__text) external __ZN9IOService18GetRegistryEntryIDEPyPFiP15OSMetaClassBase5IORPCE
00007ffb0e53ea62 (__TEXT,__text) external __ZN9IOService18ReleasePMAssertionEyPFiP15OSMetaClassBase5IORPCE
00007ffb0e53d20c (__TEXT,__text) external __ZN9IOService18RequireMaxBusStallEyPFiP15OSMetaClassBase5IORPCE
00007ffb0e521ab6 (__TEXT,__text) external __ZN9IOService18SetPowerState_ImplEj
00007ffb0e53f642 (__TEXT,__text) external __ZN9IOService19GetBusyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_PjE
00007ffb0e53f7a0 (__TEXT,__text) external __ZN9IOService19UpdateReport_InvokeE5IORPCP15OSMetaClassBasePFiS2_P6OSDatajPjyyP18IOMemoryDescriptorE
00007ffb0e521d10 (__TEXT,__text) external __ZN9IOService19_NewUserClient_ImplEjP12OSDictionaryPP12IOUserClient
00007ffb0e546768 (__TEXT,__text) non-external __ZN9IOService19_NewUserClient_ImplEjP12OSDictionaryPP12IOUserClient.cold.1
00007ffb0e53edec (__TEXT,__text) external __ZN9IOService20ClientCrashed_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_yE
00007ffb0e53f37e (__TEXT,__text) external __ZN9IOService20NewUserClient_InvokeE5IORPCP15OSMetaClassBasePFiS2_jPP12IOUserClientE
00007ffb0e53b678 (__TEXT,__text) external __ZN9IOService20SetPowerState_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffb0e53f176 (__TEXT,__text) external __ZN9IOService20SetProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12OSDictionaryE
00007ffb0e53efba (__TEXT,__text) external __ZN9IOService21CopyProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP12OSDictionaryE
00007ffb0e53fcee (__TEXT,__text) external __ZN9IOService21RemoveProperty_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringE
00007ffb0e53f052 (__TEXT,__text) external __ZN9IOService21SearchProperty_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcS4_yPP11OSContainerE
00007ffb0e521b06 (__TEXT,__text) external __ZN9IOService21SetDispatchQueue_ImplEPKcP15IODispatchQueue
00007ffb0e53de48 (__TEXT,__text) external __ZN9IOService21_ClaimSystemWakeEventEPS_yPKcP11OSContainerPFiP15OSMetaClassBase5IORPCE
00007ffb0e53b90a (__TEXT,__text) external __ZN9IOService21_NewUserClient_InvokeE5IORPCP15OSMetaClassBasePFiS2_jP12OSDictionaryPP12IOUserClientE
00007ffb0e53f8ae (__TEXT,__text) external __ZN9IOService22ConfigureReport_InvokeE5IORPCP15OSMetaClassBasePFiS2_P6OSDatajPjE
00007ffb0e53d088 (__TEXT,__text) external __ZN9IOService22CopyProviderPropertiesEP7OSArrayPS1_PFiP15OSMetaClassBase5IORPCE
00007ffb0e53d5d8 (__TEXT,__text) external __ZN9IOService22CoreAnalyticsSendEventEyP8OSStringP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffb0e53ef4e (__TEXT,__text) external __ZN9IOService22RegisterService_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
00007ffb0e521dd8 (__TEXT,__text) external __ZN9IOService22UserSetProperties_ImplEP11OSContainer
00007ffb0e53f298 (__TEXT,__text) external __ZN9IOService23ChangePowerState_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffb0e521894 (__TEXT,__text) external __ZN9IOService23GetRegistryEntryID_ImplEPy
00007ffb0e53f30a (__TEXT,__text) external __ZN9IOService23SetPowerOverride_InvokeE5IORPCP15OSMetaClassBasePFiS2_bE
00007ffb0e53fac6 (__TEXT,__text) external __ZN9IOService23StringFromReturn_InvokeE5IORPCP15OSMetaClassBasePFiS2_iPP8OSStringE
00007ffb0e5400d0 (__TEXT,__text) external __ZN9IOService24CreatePMAssertion_InvokeE5IORPCP15OSMetaClassBasePFiS2_jPybE
00007ffb0e53e654 (__TEXT,__text) external __ZN9IOService24StateNotificationItemSetEP8OSStringP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffb0e53b7de (__TEXT,__text) external __ZN9IOService24UserSetProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P11OSContainerE
00007ffb0e53b586 (__TEXT,__text) external __ZN9IOService25GetRegistryEntryID_InvokeE5IORPCP15OSMetaClassBasePFiS2_PyE
00007ffb0e54014c (__TEXT,__text) external __ZN9IOService25ReleasePMAssertion_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00007ffb0e53f55c (__TEXT,__text) external __ZN9IOService25RequireMaxBusStall_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00007ffb0e53e776 (__TEXT,__text) external __ZN9IOService25StateNotificationItemCopyEP8OSStringPP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffb0e53c126 (__TEXT,__text) external __ZN9IOService26CreateDefaultDispatchQueueEPP15IODispatchQueuePFiP15OSMetaClassBase5IORPCE
00007ffb0e53e532 (__TEXT,__text) external __ZN9IOService27StateNotificationItemCreateEP8OSStringP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffb0e51feb0 (__TEXT,__text) external __ZN9IOService28CreateNameMatchingDictionaryEP8OSStringP12OSDictionary
00007ffb0e51fef8 (__TEXT,__text) external __ZN9IOService28CreateNameMatchingDictionaryEPKcP12OSDictionary
00007ffb0e53fb62 (__TEXT,__text) external __ZN9IOService28_ClaimSystemWakeEvent_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_yPKcP11OSContainerE
00007ffb0e53f472 (__TEXT,__text) external __ZN9IOService29CopyProviderProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P7OSArrayPS4_E
00007ffb0e53f6b6 (__TEXT,__text) external __ZN9IOService29CoreAnalyticsSendEvent_InvokeE5IORPCP15OSMetaClassBasePFiS2_yP8OSStringP12OSDictionaryE
00007ffb0e5217dc (__TEXT,__text) external __ZN9IOService31CreateDefaultDispatchQueue_ImplEPP15IODispatchQueue
00007ffb0e53ff04 (__TEXT,__text) external __ZN9IOService31StateNotificationItemSet_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringP12OSDictionaryE
00007ffb0e51fcd6 (__TEXT,__text) external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcP8OSObjectP12OSDictionary
00007ffb0e51fdb4 (__TEXT,__text) external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcS1_P12OSDictionary
00007ffb0e54653c (__TEXT,__text) non-external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcS1_P12OSDictionary.cold.1
00007ffb0e53ffe6 (__TEXT,__text) external __ZN9IOService32StateNotificationItemCopy_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringPP12OSDictionaryE
00007ffb0e53b5fa (__TEXT,__text) external __ZN9IOService33CreateDefaultDispatchQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP15IODispatchQueueE
00007ffb0e51fe80 (__TEXT,__text) external __ZN9IOService33CreateUserClassMatchingDictionaryEP8OSStringP12OSDictionary
00007ffb0e51fe98 (__TEXT,__text) external __ZN9IOService33CreateUserClassMatchingDictionaryEPKcP12OSDictionary
00007ffb0e53e3c8 (__TEXT,__text) external __ZN9IOService34CopySystemStateNotificationServiceEPPS_PFiP15OSMetaClassBase5IORPCE
00007ffb0e53e152 (__TEXT,__text) external __ZN9IOService34SendIOMessageServicePropertyChangeEPFiP15OSMetaClassBase5IORPCE
00007ffb0e53fe22 (__TEXT,__text) external __ZN9IOService34StateNotificationItemCreate_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringP12OSDictionaryE
00007ffb0e51fe02 (__TEXT,__text) external __ZN9IOService35CreateKernelClassMatchingDictionaryEP8OSStringP12OSDictionary
00007ffb0e51fe4a (__TEXT,__text) external __ZN9IOService35CreateKernelClassMatchingDictionaryEPKcP12OSDictionary
00007ffb0e53fda4 (__TEXT,__text) external __ZN9IOService41CopySystemStateNotificationService_InvokeE5IORPCP15OSMetaClassBasePFiS2_PPS_E
00007ffb0e53fc82 (__TEXT,__text) external __ZN9IOService41SendIOMessageServicePropertyChange_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
00007ffb0e53bb02 (__TEXT,__text) external __ZN9IOService4StopEPS_PFiP15OSMetaClassBase5IORPCE
00007ffb0e51e5a4 (__TEXT,__text) external __ZN9IOService4freeEv
00007ffb0e521678 (__TEXT,__text) external __ZN9IOService4initEv
00007ffb0e546722 (__TEXT,__text) non-external __ZN9IOService4initEv.cold.1
00007ffb0e546745 (__TEXT,__text) non-external __ZN9IOService4initEv.cold.2
00007ffb0e53b9fe (__TEXT,__text) external __ZN9IOService5StartEPS_PFiP15OSMetaClassBase5IORPCE
00007ffb0e53cd92 (__TEXT,__text) external __ZN9IOService6CreateEPS_PKcPS0_PFiP15OSMetaClassBase5IORPCE
00007ffb0e53be6c (__TEXT,__text) external __ZN9IOService7SetNameEPKcPFiP15OSMetaClassBase5IORPCE
00007ffb0e53db68 (__TEXT,__text) external __ZN9IOService8CopyNameEPP8OSStringPFiP15OSMetaClassBase5IORPCE
00007ffb0e53ae1e (__TEXT,__text) external __ZN9IOService8DispatchE5IORPC
00007ffb0e53da18 (__TEXT,__text) external __ZN9IOService9SetLegendEP7OSArraybPFiP15OSMetaClassBase5IORPCE
00007ffb0e52192e (__TEXT,__text) external __ZN9IOService9Stop_ImplEPS_
00007ffb0e53cf52 (__TEXT,__text) external __ZN9IOService9TerminateEyPFiP15OSMetaClassBase5IORPCE
00007ffb0e53ae28 (__TEXT,__text) external __ZN9IOService9_DispatchEPS_5IORPC
00007ffb0e529128 (__TEXT,__text) external __ZN9OSBoolean4freeEv
00007ffb0e5388f6 (__TEXT,__text) non-external (was a private external) __ZNK11IOEventLink12getMetaClassEv
00007ffb0e543ad4 (__TEXT,__text) non-external (was a private external) __ZNK11IOWorkGroup12getMetaClassEv
00007ffb0e5279a2 (__TEXT,__text) external __ZNK12OSCollection14copyCollectionEP12OSDictionary
00007ffb0e5279b2 (__TEXT,__text) external __ZNK12OSCollection14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb0e527aa8 (__TEXT,__text) external __ZNK12OSDictionary11getCapacityEv
00007ffb0e527f76 (__TEXT,__text) external __ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb0e527d66 (__TEXT,__text) external __ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectS1_E
00007ffb0e527a8c (__TEXT,__text) external __ZNK12OSDictionary8getCountEv
00007ffb0e527e48 (__TEXT,__text) external __ZNK12OSDictionary9getObjectEPK8OSObject
00007ffb0e527f66 (__TEXT,__text) external __ZNK12OSDictionary9getObjectEPKc
00007ffb0e5279c2 (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPK15OSMetaClassBase
00007ffb0e527a00 (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPKS_
00007ffb0e527e54 (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection
00007ffb0e52277e (__TEXT,__text) external __ZNK12OSMappedFile4dataEv
00007ffb0e52278c (__TEXT,__text) external __ZNK12OSMappedFile4sizeEv
00007ffb0e528a84 (__TEXT,__text) external __ZNK12OSOrderedSet13getLastObjectEv
00007ffb0e528a78 (__TEXT,__text) external __ZNK12OSOrderedSet14getFirstObjectEv
00007ffb0e537a22 (__TEXT,__text) non-external (was a private external) __ZNK15IODispatchQueue12getMetaClassEv
00007ffb0e51b400 (__TEXT,__text) external __ZNK15OSMetaClassBase12GetClassNameEv
00007ffb0e51bd12 (__TEXT,__text) external __ZNK15OSMetaClassBase12getMetaClassEv
00007ffb0e51b3ca (__TEXT,__text) external __ZNK15OSMetaClassBase13RemotePrivateEv
00007ffb0e51bcb8 (__TEXT,__text) external __ZNK15OSMetaClassBase14getRetainCountEv
00007ffb0e51bcac (__TEXT,__text) external __ZNK15OSMetaClassBase6retainEv
00007ffb0e51b3c0 (__TEXT,__text) external __ZNK15OSMetaClassBase7PrivateEv
00007ffb0e51bcb2 (__TEXT,__text) external __ZNK15OSMetaClassBase7releaseEv
00007ffb0e51bd06 (__TEXT,__text) external __ZNK15OSMetaClassBase9isEqualToEPKS_
00007ffb0e5382ba (__TEXT,__text) non-external (was a private external) __ZNK16IODispatchSource12getMetaClassEv
00007ffb0e5375b6 (__TEXT,__text) non-external (was a private external) __ZNK25IODataQueueDispatchSource12getMetaClassEv
00007ffb0e53a1a2 (__TEXT,__text) non-external (was a private external) __ZNK25IOInterruptDispatchSource12getMetaClassEv
00007ffb0e5409cc (__TEXT,__text) non-external (was a private external) __ZNK35IOServiceNotificationDispatchSource12getMetaClassEv
00007ffb0e5429dc (__TEXT,__text) non-external (was a private external) __ZNK38OSAction_IOUserClient_KernelCompletion12getMetaClassEv
00007ffb0e54116a (__TEXT,__text) non-external (was a private external) __ZNK40IOServiceStateNotificationDispatchSource12getMetaClassEv
00007ffb0e545194 (__TEXT,__text) non-external (was a private external) __ZNK47OSAction__IOBlockStorageDevice_KernelCompletion12getMetaClassEv
00007ffb0e52880e (__TEXT,__text) external __ZNK5OSSet12getAnyObjectEv
00007ffb0e5287b6 (__TEXT,__text) external __ZNK5OSSet14containsObjectEPK15OSMetaClassBase
00007ffb0e5287ca (__TEXT,__text) external __ZNK5OSSet6memberEPK15OSMetaClassBase
00007ffb0e528e06 (__TEXT,__text) external __ZNK6OSData11getCapacityEv
00007ffb0e528dc2 (__TEXT,__text) external __ZNK6OSData14getBytesNoCopyEmm
00007ffb0e528bd4 (__TEXT,__text) external __ZNK6OSData14getBytesNoCopyEv
00007ffb0e528c02 (__TEXT,__text) external __ZNK6OSData9getLengthEv
00007ffb0e528ac8 (__TEXT,__text) external __ZNK6OSData9isEqualToEPK15OSMetaClassBase
00007ffb0e528b7e (__TEXT,__text) external __ZNK6OSData9isEqualToEPK8OSString
00007ffb0e528b4c (__TEXT,__text) external __ZNK6OSData9isEqualToEPKS_
00007ffb0e528b92 (__TEXT,__text) external __ZNK6OSData9isEqualToEPKvm
00007ffb0e52815c (__TEXT,__text) external __ZNK7OSArray11getCapacityEv
00007ffb0e528484 (__TEXT,__text) external __ZNK7OSArray13getLastObjectEv
00007ffb0e5284a0 (__TEXT,__text) external __ZNK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb0e528528 (__TEXT,__text) external __ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej
00007ffb0e528140 (__TEXT,__text) external __ZNK7OSArray8getCountEv
00007ffb0e528478 (__TEXT,__text) external __ZNK7OSArray9getObjectEj
00007ffb0e528016 (__TEXT,__text) external __ZNK7OSArray9isEqualToEPK15OSMetaClassBase
00007ffb0e528054 (__TEXT,__text) external __ZNK7OSArray9isEqualToEPKS_
00007ffb0e5440ac (__TEXT,__text) non-external (was a private external) __ZNK8OSAction12getMetaClassEv
00007ffb0e528f4e (__TEXT,__text) external __ZNK8OSNumber12numberOfBitsEv
00007ffb0e528f5a (__TEXT,__text) external __ZNK8OSNumber17unsigned8BitValueEv
00007ffb0e528f7e (__TEXT,__text) external __ZNK8OSNumber18unsigned16BitValueEv
00007ffb0e528fa2 (__TEXT,__text) external __ZNK8OSNumber18unsigned32BitValueEv
00007ffb0e528fc0 (__TEXT,__text) external __ZNK8OSNumber18unsigned64BitValueEv
00007ffb0e528fe2 (__TEXT,__text) external __ZNK8OSNumber9isEqualToEPK15OSMetaClassBase
00007ffb0e52904a (__TEXT,__text) external __ZNK8OSNumber9isEqualToEPKS_
00007ffb0e51bcc2 (__TEXT,__text) external __ZNK8OSObject6retainEv
00007ffb0e545695 (__TEXT,__text) non-external __ZNK8OSObject6retainEv.cold.1
00007ffb0e5456b8 (__TEXT,__text) non-external __ZNK8OSObject6retainEv.cold.2
