00007ff800eaac90 (__TEXT,__text) external _APL_dgemm
00007ff800f91b4d (__TEXT,__text) external _cblas_ztrmv
00007ff800f62a52 (__TEXT,__text) external _cblas_ztrmv$NEWLAPACK
00007ff800f73bc5 (__TEXT,__text) external _cblas_ztrmv$NEWLAPACK$ILP64
00007ff800f7abbc (__TEXT,__text) external _cblas_ztrsm
00007ff800e92206 (__TEXT,__text) external _cblas_ztrsm$NEWLAPACK
00007ff800f46ca6 (__TEXT,__text) external _cblas_ztrsm$NEWLAPACK$ILP64
00007ff800f92624 (__TEXT,__text) external _cblas_ztrsv
00007ff800f63529 (__TEXT,__text) external _cblas_ztrsv$NEWLAPACK
00007ff800f746a8 (__TEXT,__text) external _cblas_ztrsv$NEWLAPACK$ILP64
00007ff800dd08e0 (__TEXT,__text) external _ccopy
00007ff800ef2cdd (__TEXT,__text) external _ccopy$NEWLAPACK
00007ff800f4f609 (__TEXT,__text) external _ccopy$NEWLAPACK$ILP64
00007ff800dd08e0 (__TEXT,__text) external _ccopy_
00007ff800dd08f4 (__TEXT,__text) external _cdotc
00007ff800ef2d21 (__TEXT,__text) external _cdotc$NEWLAPACK
00007ff800f4f655 (__TEXT,__text) external _cdotc$NEWLAPACK$ILP64
00007ff800dd08f4 (__TEXT,__text) external _cdotc_
00007ff800dd0916 (__TEXT,__text) external _cdotu
00007ff800ef2d43 (__TEXT,__text) external _cdotu$NEWLAPACK
00007ff800f4f67a (__TEXT,__text) external _cdotu$NEWLAPACK$ILP64
00007ff800dd0916 (__TEXT,__text) external _cdotu_
00007ff800dcf0ee (__TEXT,__text) external _cgbmv
00007ff800e14f12 (__TEXT,__text) external _cgbmv$NEWLAPACK
00007ff800f409f0 (__TEXT,__text) external _cgbmv$NEWLAPACK$ILP64
00007ff800dcf0ee (__TEXT,__text) external _cgbmv_
00007ff800dcc6db (__TEXT,__text) external _cgemm
00007ff800eae62f (__TEXT,__text) external _cgemm$NEWLAPACK
00007ff800f491a1 (__TEXT,__text) external _cgemm$NEWLAPACK$ILP64
00007ff800dcc6db (__TEXT,__text) external _cgemm_
00007ff800dcf02c (__TEXT,__text) external _cgemv
00007ff800e14bfc (__TEXT,__text) external _cgemv$NEWLAPACK
00007ff800f406f6 (__TEXT,__text) external _cgemv$NEWLAPACK$ILP64
00007ff800dcf02c (__TEXT,__text) external _cgemv_
00007ff800dcfa0b (__TEXT,__text) external _cgerc
00007ff800e15142 (__TEXT,__text) external _cgerc$NEWLAPACK
00007ff800f40c18 (__TEXT,__text) external _cgerc$NEWLAPACK$ILP64
00007ff800dcfa0b (__TEXT,__text) external _cgerc_
00007ff800dcfa52 (__TEXT,__text) external _cgeru
00007ff800e151cc (__TEXT,__text) external _cgeru$NEWLAPACK
00007ff800f40c9e (__TEXT,__text) external _cgeru$NEWLAPACK$ILP64
00007ff800dcfa52 (__TEXT,__text) external _cgeru_
00007ff800dcf25c (__TEXT,__text) external _chbmv
00007ff800e15256 (__TEXT,__text) external _chbmv$NEWLAPACK
00007ff800f40d24 (__TEXT,__text) external _chbmv$NEWLAPACK$ILP64
00007ff800dcf25c (__TEXT,__text) external _chbmv_
00007ff800dcc800 (__TEXT,__text) external _chemm
00007ff800eae875 (__TEXT,__text) external _chemm$NEWLAPACK
00007ff800f493d9 (__TEXT,__text) external _chemm$NEWLAPACK$ILP64
00007ff800dcc800 (__TEXT,__text) external _chemm_
00007ff800dcf1c9 (__TEXT,__text) external _chemv
00007ff800e15380 (__TEXT,__text) external _chemv$NEWLAPACK
00007ff800f40e44 (__TEXT,__text) external _chemv$NEWLAPACK$ILP64
00007ff800dcf1c9 (__TEXT,__text) external _chemv_
00007ff800dcfa99 (__TEXT,__text) external _cher
00007ff800e154a2 (__TEXT,__text) external _cher$NEWLAPACK
00007ff800f40f64 (__TEXT,__text) external _cher$NEWLAPACK$ILP64
00007ff800dcfb09 (__TEXT,__text) external _cher2
00007ff800e1557e (__TEXT,__text) external _cher2$NEWLAPACK
00007ff800f41046 (__TEXT,__text) external _cher2$NEWLAPACK$ILP64
00007ff800dcfb09 (__TEXT,__text) external _cher2_
00007ff800dcce45 (__TEXT,__text) external _cher2k
00007ff800eaec01 (__TEXT,__text) external _cher2k$NEWLAPACK
00007ff800f4975d (__TEXT,__text) external _cher2k$NEWLAPACK$ILP64
00007ff800dcce45 (__TEXT,__text) external _cher2k_
00007ff800dcfa99 (__TEXT,__text) external _cher_
00007ff800dccc5e (__TEXT,__text) external _cherk
00007ff800eaea19 (__TEXT,__text) external _cherk$NEWLAPACK
00007ff800f49577 (__TEXT,__text) external _cherk$NEWLAPACK$ILP64
00007ff800dccc5e (__TEXT,__text) external _cherk_
00007ff800dcf2f3 (__TEXT,__text) external _chpmv
00007ff800e15692 (__TEXT,__text) external _chpmv$NEWLAPACK
00007ff800f41158 (__TEXT,__text) external _chpmv$NEWLAPACK$ILP64
00007ff800dcf2f3 (__TEXT,__text) external _chpmv_
00007ff800dcfb95 (__TEXT,__text) external _chpr
00007ff800e1578e (__TEXT,__text) external _chpr$NEWLAPACK
00007ff800f41254 (__TEXT,__text) external _chpr$NEWLAPACK$ILP64
00007ff800dcfbfc (__TEXT,__text) external _chpr2
00007ff800e1585e (__TEXT,__text) external _chpr2$NEWLAPACK
00007ff800f41326 (__TEXT,__text) external _chpr2$NEWLAPACK$ILP64
00007ff800dcfbfc (__TEXT,__text) external _chpr2_
00007ff800dcfb95 (__TEXT,__text) external _chpr_
00007ff800dd0938 (__TEXT,__text) external _crotg
00007ff800ef2e8d (__TEXT,__text) external _crotg$NEWLAPACK
00007ff800f4f7e0 (__TEXT,__text) external _crotg$NEWLAPACK$ILP64
00007ff800dd0938 (__TEXT,__text) external _crotg_
00007ff800dd0945 (__TEXT,__text) external _cscal
00007ff800ef2f13 (__TEXT,__text) external _cscal$NEWLAPACK
00007ff800f4f870 (__TEXT,__text) external _cscal$NEWLAPACK$ILP64
00007ff800dd0945 (__TEXT,__text) external _cscal_
00007ff800dd0956 (__TEXT,__text) external _csrot
00007ff800ef2e3d (__TEXT,__text) external _csrot$NEWLAPACK
00007ff800f4f78c (__TEXT,__text) external _csrot$NEWLAPACK$ILP64
00007ff800dd0956 (__TEXT,__text) external _csrot_
00007ff800dd0977 (__TEXT,__text) external _csscal
00007ff800ef2f2f (__TEXT,__text) external _csscal$NEWLAPACK
00007ff800f4f890 (__TEXT,__text) external _csscal$NEWLAPACK$ILP64
00007ff800dd0977 (__TEXT,__text) external _csscal_
00007ff800dd0991 (__TEXT,__text) external _cswap
00007ff800ef2f7f (__TEXT,__text) external _cswap$NEWLAPACK
00007ff800f4f8ea (__TEXT,__text) external _cswap$NEWLAPACK$ILP64
00007ff800dd0991 (__TEXT,__text) external _cswap_
00007ff800dcc8d4 (__TEXT,__text) external _csymm
00007ff800eaefab (__TEXT,__text) external _csymm$NEWLAPACK
00007ff800f49afb (__TEXT,__text) external _csymm$NEWLAPACK$ILP64
00007ff800dcc8d4 (__TEXT,__text) external _csymm_
00007ff800dccf48 (__TEXT,__text) external _csyr2k
00007ff800eaf6b3 (__TEXT,__text) external _csyr2k$NEWLAPACK
00007ff800f4a1f3 (__TEXT,__text) external _csyr2k$NEWLAPACK$ILP64
00007ff800dccf48 (__TEXT,__text) external _csyr2k_
00007ff800dccd54 (__TEXT,__text) external _csyrk
00007ff800eaf305 (__TEXT,__text) external _csyrk$NEWLAPACK
00007ff800f49e4d (__TEXT,__text) external _csyrk$NEWLAPACK$ILP64
00007ff800dccd54 (__TEXT,__text) external _csyrk_
00007ff800dcf492 (__TEXT,__text) external _ctbmv
00007ff800e16234 (__TEXT,__text) external _ctbmv$NEWLAPACK
00007ff800f41cf0 (__TEXT,__text) external _ctbmv$NEWLAPACK$ILP64
00007ff800dcf492 (__TEXT,__text) external _ctbmv_
00007ff800dcf7de (__TEXT,__text) external _ctbsv
00007ff800e16686 (__TEXT,__text) external _ctbsv$NEWLAPACK
00007ff800f4213e (__TEXT,__text) external _ctbsv$NEWLAPACK$ILP64
00007ff800dcf7de (__TEXT,__text) external _ctbsv_
00007ff800dcf5b3 (__TEXT,__text) external _ctpmv
00007ff800e16aac (__TEXT,__text) external _ctpmv$NEWLAPACK
00007ff800f42566 (__TEXT,__text) external _ctpmv$NEWLAPACK$ILP64
00007ff800dcf5b3 (__TEXT,__text) external _ctpmv_
00007ff800dcf8ff (__TEXT,__text) external _ctpsv
00007ff800e16ea8 (__TEXT,__text) external _ctpsv$NEWLAPACK
00007ff800f4296a (__TEXT,__text) external _ctpsv$NEWLAPACK$ILP64
00007ff800dcf8ff (__TEXT,__text) external _ctpsv_
00007ff800dcc9a8 (__TEXT,__text) external _ctrmm
00007ff800eafb4b (__TEXT,__text) external _ctrmm$NEWLAPACK
00007ff800f4a687 (__TEXT,__text) external _ctrmm$NEWLAPACK$ILP64
00007ff800dcc9a8 (__TEXT,__text) external _ctrmm_
00007ff800dcf373 (__TEXT,__text) external _ctrmv
00007ff800e172ca (__TEXT,__text) external _ctrmv$NEWLAPACK
00007ff800f42d7b (__TEXT,__text) external _ctrmv$NEWLAPACK$ILP64
00007ff800dcf373 (__TEXT,__text) external _ctrmv_
00007ff800dccb03 (__TEXT,__text) external _ctrsm
00007ff800eb0095 (__TEXT,__text) external _ctrsm$NEWLAPACK
00007ff800f4abd5 (__TEXT,__text) external _ctrsm$NEWLAPACK$ILP64
00007ff800dccb03 (__TEXT,__text) external _ctrsm_
00007ff800dcf6bf (__TEXT,__text) external _ctrsv
00007ff800e17712 (__TEXT,__text) external _ctrsv$NEWLAPACK
00007ff800f4319f (__TEXT,__text) external _ctrsv$NEWLAPACK$ILP64
00007ff800dcf6bf (__TEXT,__text) external _ctrsv_
00007ff800dd09e6 (__TEXT,__text) external _dasum
00007ff800ef2ba3 (__TEXT,__text) external _dasum$NEWLAPACK
00007ff800f4f4ad (__TEXT,__text) external _dasum$NEWLAPACK$ILP64
00007ff800dd09e6 (__TEXT,__text) external _dasum_
00007ff800ef2c55 (__TEXT,__text) external _daxpby$NEWLAPACK
00007ff800f4f572 (__TEXT,__text) external _daxpby$NEWLAPACK$ILP64
00007ff800dd09f4 (__TEXT,__text) external _daxpy
00007ff800ef2bed (__TEXT,__text) external _daxpy$NEWLAPACK
00007ff800f4f500 (__TEXT,__text) external _daxpy$NEWLAPACK$ILP64
00007ff800dd09f4 (__TEXT,__text) external _daxpy_
00007ff800dcb9d6 (__TEXT,__text) external _dcabs1
00007ff800dcb9d6 (__TEXT,__text) external _dcabs1_
00007ff800dd0a17 (__TEXT,__text) external _dcopy
00007ff800ef2ccc (__TEXT,__text) external _dcopy$NEWLAPACK
00007ff800f4f5f6 (__TEXT,__text) external _dcopy$NEWLAPACK$ILP64
00007ff800dd0a17 (__TEXT,__text) external _dcopy_
00007ff800dd0a2b (__TEXT,__text) external _ddot
00007ff800ef2d10 (__TEXT,__text) external _ddot$NEWLAPACK
00007ff800f4f642 (__TEXT,__text) external _ddot$NEWLAPACK$ILP64
00007ff800dd0a2b (__TEXT,__text) external _ddot_
00007ff800dce596 (__TEXT,__text) external _dgbmv
00007ff800e14e47 (__TEXT,__text) external _dgbmv$NEWLAPACK
00007ff800f4092a (__TEXT,__text) external _dgbmv$NEWLAPACK$ILP64
00007ff800dce596 (__TEXT,__text) external _dgbmv_
00007ff800e23e50 (__TEXT,__text) external _dgeCopy
00007ff800e40b14 (__TEXT,__text) external _dgePack_A_NoTran
00007ff800e409c8 (__TEXT,__text) external _dgePack_A_Tran
00007ff800e40dc7 (__TEXT,__text) external _dgePack_B_NoTran
00007ff800e40c57 (__TEXT,__text) external _dgePack_B_Tran
00007ff800e23e10 (__TEXT,__text) external _dgeSetZero
00007ff800dcc092 (__TEXT,__text) external _dgemm
00007ff800eae521 (__TEXT,__text) external _dgemm$NEWLAPACK
00007ff800f4909c (__TEXT,__text) external _dgemm$NEWLAPACK$ILP64
00007ff800dcc092 (__TEXT,__text) external _dgemm_
00007ff800dce4f5 (__TEXT,__text) external _dgemv
00007ff800e14b58 (__TEXT,__text) external _dgemv$NEWLAPACK
00007ff800f40654 (__TEXT,__text) external _dgemv$NEWLAPACK$ILP64
00007ff800dce4f5 (__TEXT,__text) external _dgemv_
00007ff800dcee18 (__TEXT,__text) external _dger
00007ff800e15103 (__TEXT,__text) external _dger$NEWLAPACK
00007ff800f40bda (__TEXT,__text) external _dger$NEWLAPACK$ILP64
00007ff800dcee18 (__TEXT,__text) external _dger_
                 (undefined) external _dispatch_apply (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
00007ff800dd0a3c (__TEXT,__text) external _dnrm2
00007ff800ef2dd7 (__TEXT,__text) external _dnrm2$NEWLAPACK
00007ff800f4f71c (__TEXT,__text) external _dnrm2$NEWLAPACK$ILP64
00007ff800dd0a3c (__TEXT,__text) external _dnrm2_
00007ff800f8442e (__TEXT,__text) external _double_general_add
00007ff800f8d91a (__TEXT,__text) external _double_general_add_scalar
00007ff800f87250 (__TEXT,__text) external _double_general_elementwise_product
00007ff800f8bb4b (__TEXT,__text) external _double_general_permute_cols
00007ff800f8b9be (__TEXT,__text) external _double_general_permute_rows
00007ff800f9155b (__TEXT,__text) external _double_general_product_scalar
00007ff800f87581 (__TEXT,__text) external _double_general_splat
00007ff800f86c36 (__TEXT,__text) external _double_general_sub_scalar
00007ff800f8b914 (__TEXT,__text) external _double_general_transpose
00007ff800f8e1c3 (__TEXT,__text) external _double_inner_product_scalar
00007ff800f8909b (__TEXT,__text) external _double_outer_product_scalar
00007ff800dd0a4a (__TEXT,__text) external _drot
00007ff800ef2e1f (__TEXT,__text) external _drot$NEWLAPACK
00007ff800f4f76c (__TEXT,__text) external _drot$NEWLAPACK$ILP64
00007ff800dd0a4a (__TEXT,__text) external _drot_
00007ff800dd0a6b (__TEXT,__text) external _drotg
00007ff800ef2e83 (__TEXT,__text) external _drotg$NEWLAPACK
00007ff800f4f7d6 (__TEXT,__text) external _drotg$NEWLAPACK$ILP64
00007ff800dd0a6b (__TEXT,__text) external _drotg_
00007ff800dd0a78 (__TEXT,__text) external _drotm
00007ff800ef2eb2 (__TEXT,__text) external _drotm$NEWLAPACK
00007ff800f4f807 (__TEXT,__text) external _drotm$NEWLAPACK$ILP64
00007ff800dd0a78 (__TEXT,__text) external _drotm_
00007ff800dd0a8c (__TEXT,__text) external _drotmg
00007ff800ef2ed4 (__TEXT,__text) external _drotmg$NEWLAPACK
00007ff800f4f82b (__TEXT,__text) external _drotmg$NEWLAPACK$ILP64
00007ff800dd0a8c (__TEXT,__text) external _drotmg_
00007ff800dce6ed (__TEXT,__text) external _dsbmv
00007ff800e159ed (__TEXT,__text) external _dsbmv$NEWLAPACK
00007ff800f414b5 (__TEXT,__text) external _dsbmv$NEWLAPACK$ILP64
00007ff800dce6ed (__TEXT,__text) external _dsbmv_
00007ff800dd0aa0 (__TEXT,__text) external _dscal
00007ff800ef2efc (__TEXT,__text) external _dscal$NEWLAPACK
00007ff800f4f856 (__TEXT,__text) external _dscal$NEWLAPACK$ILP64
00007ff800dd0aa0 (__TEXT,__text) external _dscal_
00007ff800dd0ae9 (__TEXT,__text) external _dsdot
00007ff800ef2b18 (__TEXT,__text) external _dsdot$NEWLAPACK
00007ff800f4f402 (__TEXT,__text) external _dsdot$NEWLAPACK$ILP64
00007ff800dd0ae9 (__TEXT,__text) external _dsdot_
00007ff800dce782 (__TEXT,__text) external _dspmv
00007ff800e15afe (__TEXT,__text) external _dspmv$NEWLAPACK
00007ff800f415c2 (__TEXT,__text) external _dspmv$NEWLAPACK$ILP64
00007ff800dce782 (__TEXT,__text) external _dspmv_
00007ff800dcef4e (__TEXT,__text) external _dspr
00007ff800e15be4 (__TEXT,__text) external _dspr$NEWLAPACK
00007ff800f416a7 (__TEXT,__text) external _dspr$NEWLAPACK$ILP64
00007ff800dcefb5 (__TEXT,__text) external _dspr2
00007ff800e15cc1 (__TEXT,__text) external _dspr2$NEWLAPACK
00007ff800f41784 (__TEXT,__text) external _dspr2$NEWLAPACK$ILP64
00007ff800dcefb5 (__TEXT,__text) external _dspr2_
00007ff800dcef4e (__TEXT,__text) external _dspr_
00007ff800dd0aba (__TEXT,__text) external _dswap
00007ff800ef2f6e (__TEXT,__text) external _dswap$NEWLAPACK
00007ff800f4f8d7 (__TEXT,__text) external _dswap$NEWLAPACK$ILP64
00007ff800dd0aba (__TEXT,__text) external _dswap_
00007ff800dcc1a2 (__TEXT,__text) external _dsymm
00007ff800eaeed7 (__TEXT,__text) external _dsymm$NEWLAPACK
00007ff800f49a2a (__TEXT,__text) external _dsymm$NEWLAPACK$ILP64
00007ff800dcc1a2 (__TEXT,__text) external _dsymm_
00007ff800dce663 (__TEXT,__text) external _dsymv
00007ff800e15dbe (__TEXT,__text) external _dsymv$NEWLAPACK
00007ff800f4187d (__TEXT,__text) external _dsymv$NEWLAPACK$ILP64
00007ff800dce663 (__TEXT,__text) external _dsymv_
00007ff800dcee5d (__TEXT,__text) external _dsyr
00007ff800e15eb4 (__TEXT,__text) external _dsyr$NEWLAPACK
00007ff800f41973 (__TEXT,__text) external _dsyr$NEWLAPACK$ILP64
00007ff800dceecd (__TEXT,__text) external _dsyr2
00007ff800e15fa1 (__TEXT,__text) external _dsyr2$NEWLAPACK
00007ff800f41a61 (__TEXT,__text) external _dsyr2$NEWLAPACK$ILP64
00007ff800dceecd (__TEXT,__text) external _dsyr2_
00007ff800dcc5f1 (__TEXT,__text) external _dsyr2k
00007ff800eaf5cb (__TEXT,__text) external _dsyr2k$NEWLAPACK
00007ff800f4a10e (__TEXT,__text) external _dsyr2k$NEWLAPACK$ILP64
00007ff800dcc5f1 (__TEXT,__text) external _dsyr2k_
00007ff800dcee5d (__TEXT,__text) external _dsyr_
00007ff800dcc514 (__TEXT,__text) external _dsyrk
00007ff800eaf22a (__TEXT,__text) external _dsyrk$NEWLAPACK
00007ff800f49d73 (__TEXT,__text) external _dsyrk$NEWLAPACK$ILP64
00007ff800dcc514 (__TEXT,__text) external _dsyrk_
00007ff800dce90b (__TEXT,__text) external _dtbmv
00007ff800e1612a (__TEXT,__text) external _dtbmv$NEWLAPACK
00007ff800f41be7 (__TEXT,__text) external _dtbmv$NEWLAPACK$ILP64
00007ff800dce90b (__TEXT,__text) external _dtbmv_
00007ff800dcec16 (__TEXT,__text) external _dtbsv
00007ff800e1657c (__TEXT,__text) external _dtbsv$NEWLAPACK
00007ff800f42035 (__TEXT,__text) external _dtbsv$NEWLAPACK$ILP64
00007ff800dcec16 (__TEXT,__text) external _dtbsv_
00007ff800dcea17 (__TEXT,__text) external _dtpmv
00007ff800e169b8 (__TEXT,__text) external _dtpmv$NEWLAPACK
00007ff800f42470 (__TEXT,__text) external _dtpmv$NEWLAPACK$ILP64
00007ff800dcea17 (__TEXT,__text) external _dtpmv_
00007ff800dced22 (__TEXT,__text) external _dtpsv
00007ff800e16db4 (__TEXT,__text) external _dtpsv$NEWLAPACK
00007ff800f42874 (__TEXT,__text) external _dtpsv$NEWLAPACK$ILP64
00007ff800dced22 (__TEXT,__text) external _dtpsv_
00007ff800e23f45 (__TEXT,__text) external _dtrCopyLower
00007ff800e23eff (__TEXT,__text) external _dtrSetZeroLower
00007ff800dcc278 (__TEXT,__text) external _dtrmm
00007ff800eaf9ff (__TEXT,__text) external _dtrmm$NEWLAPACK
00007ff800f4a53a (__TEXT,__text) external _dtrmm$NEWLAPACK$ILP64
00007ff800dcc278 (__TEXT,__text) external _dtrmm_
00007ff800dce802 (__TEXT,__text) external _dtrmv
00007ff800e171c3 (__TEXT,__text) external _dtrmv$NEWLAPACK
00007ff800f42c7d (__TEXT,__text) external _dtrmv$NEWLAPACK$ILP64
00007ff800dce802 (__TEXT,__text) external _dtrmv_
00007ff800dcc3c6 (__TEXT,__text) external _dtrsm
00007ff800eaff49 (__TEXT,__text) external _dtrsm$NEWLAPACK
00007ff800f4aa88 (__TEXT,__text) external _dtrsm$NEWLAPACK$ILP64
00007ff800dcc3c6 (__TEXT,__text) external _dtrsm_
00007ff800dceb0d (__TEXT,__text) external _dtrsv
00007ff800e1760b (__TEXT,__text) external _dtrsv$NEWLAPACK
00007ff800f430a1 (__TEXT,__text) external _dtrsv$NEWLAPACK$ILP64
00007ff800dceb0d (__TEXT,__text) external _dtrsv_
00007ff800dd0c31 (__TEXT,__text) external _dzasum
00007ff800ef2bbf (__TEXT,__text) external _dzasum$NEWLAPACK
00007ff800f4f4cd (__TEXT,__text) external _dzasum$NEWLAPACK$ILP64
00007ff800dd0c31 (__TEXT,__text) external _dzasum_
00007ff800dd0c3f (__TEXT,__text) external _dznrm2
00007ff800ef2df3 (__TEXT,__text) external _dznrm2$NEWLAPACK
00007ff800f4f73c (__TEXT,__text) external _dznrm2$NEWLAPACK$ILP64
00007ff800dd0c3f (__TEXT,__text) external _dznrm2_
                 (undefined) external _exit (from libSystem)
00007ff800f862bb (__TEXT,__text) external _float_general_add
00007ff800f86ad5 (__TEXT,__text) external _float_general_add_scalar
00007ff800f86f27 (__TEXT,__text) external _float_general_elementwise_product
00007ff800f85fb9 (__TEXT,__text) external _float_general_permute_cols
00007ff800f85e11 (__TEXT,__text) external _float_general_permute_rows
00007ff800f87910 (__TEXT,__text) external _float_general_product_scalar
00007ff800f88243 (__TEXT,__text) external _float_general_splat
00007ff800f8762c (__TEXT,__text) external _float_general_sub_scalar
00007ff800f85d67 (__TEXT,__text) external _float_general_transpose
00007ff800f8d6a3 (__TEXT,__text) external _float_inner_product_scalar
00007ff800f860e1 (__TEXT,__text) external _float_outer_product_scalar
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff800dc8920 (__TEXT,__text) external _getHardwareInfo
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _hypot (from libSystem)
                 (undefined) external _hypotf (from libSystem)
00007ff800dd09a5 (__TEXT,__text) external _icamax
00007ff800ef2b5f (__TEXT,__text) external _icamax$NEWLAPACK
00007ff800f4f459 (__TEXT,__text) external _icamax$NEWLAPACK$ILP64
00007ff800dd09a5 (__TEXT,__text) external _icamax_
00007ff800dd0ace (__TEXT,__text) external _idamax
00007ff800ef2b44 (__TEXT,__text) external _idamax$NEWLAPACK
00007ff800f4f437 (__TEXT,__text) external _idamax$NEWLAPACK$ILP64
00007ff800dd0ace (__TEXT,__text) external _idamax_
                 (undefined) external _ilogb (from libSystem)
00007ff800dd0afa (__TEXT,__text) external _isamax
00007ff800ef2b29 (__TEXT,__text) external _isamax$NEWLAPACK
00007ff800f4f415 (__TEXT,__text) external _isamax$NEWLAPACK$ILP64
00007ff800dd0afa (__TEXT,__text) external _isamax_
00007ff800dd0c4d (__TEXT,__text) external _izamax
00007ff800ef2b7a (__TEXT,__text) external _izamax$NEWLAPACK
00007ff800f4f47b (__TEXT,__text) external _izamax$NEWLAPACK$ILP64
00007ff800dd0c4d (__TEXT,__text) external _izamax_
00007ff800dc8c04 (__TEXT,__text) external _lsame_
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_valloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern4 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _printf (from libSystem)
                 (undefined) external _pthread_qos_max_parallelism (from libSystem)
                 (undefined) external _qos_class_self (from libSystem)
00007ff800dd0b15 (__TEXT,__text) external _sasum
00007ff800ef2b95 (__TEXT,__text) external _sasum$NEWLAPACK
00007ff800f4f49d (__TEXT,__text) external _sasum$NEWLAPACK$ILP64
00007ff800dd0b15 (__TEXT,__text) external _sasum_
00007ff800ef2c2f (__TEXT,__text) external _saxpby$NEWLAPACK
00007ff800f4f549 (__TEXT,__text) external _saxpby$NEWLAPACK$ILP64
00007ff800dd0b28 (__TEXT,__text) external _saxpy
00007ff800ef2bcd (__TEXT,__text) external _saxpy$NEWLAPACK
00007ff800f4f4dd (__TEXT,__text) external _saxpy$NEWLAPACK$ILP64
00007ff800dd0b28 (__TEXT,__text) external _saxpy_
                 (undefined) external _scalbn (from libSystem)
00007ff800dd09c0 (__TEXT,__text) external _scasum
00007ff800ef2bb1 (__TEXT,__text) external _scasum$NEWLAPACK
00007ff800f4f4bd (__TEXT,__text) external _scasum$NEWLAPACK$ILP64
00007ff800dd09c0 (__TEXT,__text) external _scasum_
00007ff800dd09d3 (__TEXT,__text) external _scnrm2
00007ff800ef2de5 (__TEXT,__text) external _scnrm2$NEWLAPACK
00007ff800f4f72c (__TEXT,__text) external _scnrm2$NEWLAPACK$ILP64
00007ff800dd09d3 (__TEXT,__text) external _scnrm2_
00007ff800dd0b4b (__TEXT,__text) external _scopy
00007ff800ef2cbb (__TEXT,__text) external _scopy$NEWLAPACK
00007ff800f4f5e3 (__TEXT,__text) external _scopy$NEWLAPACK$ILP64
00007ff800dd0b4b (__TEXT,__text) external _scopy_
00007ff800dd0b5f (__TEXT,__text) external _sdot
00007ff800ef2cff (__TEXT,__text) external _sdot$NEWLAPACK
00007ff800f4f62f (__TEXT,__text) external _sdot$NEWLAPACK$ILP64
00007ff800dd0b5f (__TEXT,__text) external _sdot_
00007ff800dd0b75 (__TEXT,__text) external _sdsdot
00007ff800ef2da9 (__TEXT,__text) external _sdsdot$NEWLAPACK
00007ff800f4f6e9 (__TEXT,__text) external _sdsdot$NEWLAPACK$ILP64
00007ff800dd0b75 (__TEXT,__text) external _sdsdot_
00007ff800dcda5f (__TEXT,__text) external _sgbmv
00007ff800e14d7c (__TEXT,__text) external _sgbmv$NEWLAPACK
00007ff800f40864 (__TEXT,__text) external _sgbmv$NEWLAPACK$ILP64
00007ff800dcda5f (__TEXT,__text) external _sgbmv_
00007ff800e24190 (__TEXT,__text) external _sgeCopy
00007ff800e6f613 (__TEXT,__text) external _sgePack_A_NoTran
00007ff800e6f756 (__TEXT,__text) external _sgePack_A_Tran
00007ff800e6f82a (__TEXT,__text) external _sgePack_B_NoTran
00007ff800e6f99f (__TEXT,__text) external _sgePack_B_Tran
00007ff800e24150 (__TEXT,__text) external _sgeSetZero
00007ff800dcba49 (__TEXT,__text) external _sgemm
00007ff800eae413 (__TEXT,__text) external _sgemm$NEWLAPACK
00007ff800f48f97 (__TEXT,__text) external _sgemm$NEWLAPACK$ILP64
00007ff800dcba49 (__TEXT,__text) external _sgemm_
00007ff800dcd9b9 (__TEXT,__text) external _sgemv
00007ff800e14ab4 (__TEXT,__text) external _sgemv$NEWLAPACK
00007ff800f405b2 (__TEXT,__text) external _sgemv$NEWLAPACK$ILP64
00007ff800dcd9b9 (__TEXT,__text) external _sgemv_
00007ff800dce2e1 (__TEXT,__text) external _sger
00007ff800e150c4 (__TEXT,__text) external _sger$NEWLAPACK
00007ff800f40b9c (__TEXT,__text) external _sger$NEWLAPACK$ILP64
00007ff800dce2e1 (__TEXT,__text) external _sger_
00007ff800dd0b9a (__TEXT,__text) external _snrm2
00007ff800ef2dc9 (__TEXT,__text) external _snrm2$NEWLAPACK
00007ff800f4f70c (__TEXT,__text) external _snrm2$NEWLAPACK$ILP64
00007ff800dd0b9a (__TEXT,__text) external _snrm2_
00007ff800dd0bad (__TEXT,__text) external _srot
00007ff800ef2e01 (__TEXT,__text) external _srot$NEWLAPACK
00007ff800f4f74c (__TEXT,__text) external _srot$NEWLAPACK$ILP64
