00007ff8036dda70 (__TEXT,__text) external _APL_dgemm
00007ff803604286 (__TEXT,__text) external _cdotu_
00007ff803602a5e (__TEXT,__text) external _cgbmv
00007ff803647883 (__TEXT,__text) external _cgbmv$NEWLAPACK
00007ff803774dc2 (__TEXT,__text) external _cgbmv$NEWLAPACK$ILP64
00007ff803602a5e (__TEXT,__text) external _cgbmv_
00007ff80360004b (__TEXT,__text) external _cgemm
00007ff8036e12d4 (__TEXT,__text) external _cgemm$NEWLAPACK
00007ff80377d99b (__TEXT,__text) external _cgemm$NEWLAPACK$ILP64
00007ff80360004b (__TEXT,__text) external _cgemm_
00007ff80360299c (__TEXT,__text) external _cgemv
00007ff80364756d (__TEXT,__text) external _cgemv$NEWLAPACK
00007ff803774ac8 (__TEXT,__text) external _cgemv$NEWLAPACK$ILP64
00007ff80360299c (__TEXT,__text) external _cgemv_
00007ff80360337b (__TEXT,__text) external _cgerc
00007ff803647ab3 (__TEXT,__text) external _cgerc$NEWLAPACK
00007ff803774fea (__TEXT,__text) external _cgerc$NEWLAPACK$ILP64
00007ff80360337b (__TEXT,__text) external _cgerc_
00007ff8036033c2 (__TEXT,__text) external _cgeru
00007ff803647b3d (__TEXT,__text) external _cgeru$NEWLAPACK
00007ff803775070 (__TEXT,__text) external _cgeru$NEWLAPACK$ILP64
00007ff8036033c2 (__TEXT,__text) external _cgeru_
00007ff803602bcc (__TEXT,__text) external _chbmv
00007ff803647bc7 (__TEXT,__text) external _chbmv$NEWLAPACK
00007ff8037750f6 (__TEXT,__text) external _chbmv$NEWLAPACK$ILP64
00007ff803602bcc (__TEXT,__text) external _chbmv_
00007ff803600170 (__TEXT,__text) external _chemm
00007ff8036e151a (__TEXT,__text) external _chemm$NEWLAPACK
00007ff80377dbd3 (__TEXT,__text) external _chemm$NEWLAPACK$ILP64
00007ff803600170 (__TEXT,__text) external _chemm_
00007ff803602b39 (__TEXT,__text) external _chemv
00007ff803647cf1 (__TEXT,__text) external _chemv$NEWLAPACK
00007ff803775216 (__TEXT,__text) external _chemv$NEWLAPACK$ILP64
00007ff803602b39 (__TEXT,__text) external _chemv_
00007ff803603409 (__TEXT,__text) external _cher
00007ff803647e13 (__TEXT,__text) external _cher$NEWLAPACK
00007ff803775336 (__TEXT,__text) external _cher$NEWLAPACK$ILP64
00007ff803603479 (__TEXT,__text) external _cher2
00007ff803647eef (__TEXT,__text) external _cher2$NEWLAPACK
00007ff803775418 (__TEXT,__text) external _cher2$NEWLAPACK$ILP64
00007ff803603479 (__TEXT,__text) external _cher2_
00007ff8036007b5 (__TEXT,__text) external _cher2k
00007ff8036e18a6 (__TEXT,__text) external _cher2k$NEWLAPACK
00007ff80377df57 (__TEXT,__text) external _cher2k$NEWLAPACK$ILP64
00007ff8036007b5 (__TEXT,__text) external _cher2k_
00007ff803603409 (__TEXT,__text) external _cher_
00007ff8036005ce (__TEXT,__text) external _cherk
00007ff8036e16be (__TEXT,__text) external _cherk$NEWLAPACK
00007ff80377dd71 (__TEXT,__text) external _cherk$NEWLAPACK$ILP64
00007ff8036005ce (__TEXT,__text) external _cherk_
00007ff803602c63 (__TEXT,__text) external _chpmv
00007ff803648003 (__TEXT,__text) external _chpmv$NEWLAPACK
00007ff80377552a (__TEXT,__text) external _chpmv$NEWLAPACK$ILP64
00007ff803602c63 (__TEXT,__text) external _chpmv_
00007ff803603505 (__TEXT,__text) external _chpr
00007ff8036480ff (__TEXT,__text) external _chpr$NEWLAPACK
00007ff803775626 (__TEXT,__text) external _chpr$NEWLAPACK$ILP64
00007ff80360356c (__TEXT,__text) external _chpr2
00007ff8036481c5 (__TEXT,__text) external _chpr2$NEWLAPACK
00007ff8037756ee (__TEXT,__text) external _chpr2$NEWLAPACK$ILP64
00007ff80360356c (__TEXT,__text) external _chpr2_
00007ff803603505 (__TEXT,__text) external _chpr_
00007ff8036042a8 (__TEXT,__text) external _crotg
00007ff8037249de (__TEXT,__text) external _crotg$NEWLAPACK
00007ff8037840b2 (__TEXT,__text) external _crotg$NEWLAPACK$ILP64
00007ff8036042a8 (__TEXT,__text) external _crotg_
00007ff8036042b5 (__TEXT,__text) external _cscal
00007ff803724a64 (__TEXT,__text) external _cscal$NEWLAPACK
00007ff803784142 (__TEXT,__text) external _cscal$NEWLAPACK$ILP64
00007ff8036042b5 (__TEXT,__text) external _cscal_
00007ff8036042c6 (__TEXT,__text) external _csrot
00007ff80372498e (__TEXT,__text) external _csrot$NEWLAPACK
00007ff80378405e (__TEXT,__text) external _csrot$NEWLAPACK$ILP64
00007ff8036042c6 (__TEXT,__text) external _csrot_
00007ff8036042e7 (__TEXT,__text) external _csscal
00007ff803724a80 (__TEXT,__text) external _csscal$NEWLAPACK
00007ff803784162 (__TEXT,__text) external _csscal$NEWLAPACK$ILP64
00007ff8036042e7 (__TEXT,__text) external _csscal_
00007ff803604301 (__TEXT,__text) external _cswap
00007ff803724ad0 (__TEXT,__text) external _cswap$NEWLAPACK
00007ff8037841bc (__TEXT,__text) external _cswap$NEWLAPACK$ILP64
00007ff803604301 (__TEXT,__text) external _cswap_
00007ff803600244 (__TEXT,__text) external _csymm
00007ff8036e1c50 (__TEXT,__text) external _csymm$NEWLAPACK
00007ff80377e2f5 (__TEXT,__text) external _csymm$NEWLAPACK$ILP64
00007ff803600244 (__TEXT,__text) external _csymm_
00007ff8036008b8 (__TEXT,__text) external _csyr2k
00007ff8036e2358 (__TEXT,__text) external _csyr2k$NEWLAPACK
00007ff80377e9ed (__TEXT,__text) external _csyr2k$NEWLAPACK$ILP64
00007ff8036008b8 (__TEXT,__text) external _csyr2k_
00007ff8036006c4 (__TEXT,__text) external _csyrk
00007ff8036e1faa (__TEXT,__text) external _csyrk$NEWLAPACK
00007ff80377e647 (__TEXT,__text) external _csyrk$NEWLAPACK$ILP64
00007ff8036006c4 (__TEXT,__text) external _csyrk_
00007ff803602e02 (__TEXT,__text) external _ctbmv
00007ff803648b91 (__TEXT,__text) external _ctbmv$NEWLAPACK
00007ff8037760ae (__TEXT,__text) external _ctbmv$NEWLAPACK$ILP64
00007ff803602e02 (__TEXT,__text) external _ctbmv_
00007ff80360314e (__TEXT,__text) external _ctbsv
00007ff803648fe3 (__TEXT,__text) external _ctbsv$NEWLAPACK
00007ff8037764fc (__TEXT,__text) external _ctbsv$NEWLAPACK$ILP64
00007ff80360314e (__TEXT,__text) external _ctbsv_
00007ff803602f23 (__TEXT,__text) external _ctpmv
00007ff803649409 (__TEXT,__text) external _ctpmv$NEWLAPACK
00007ff803776924 (__TEXT,__text) external _ctpmv$NEWLAPACK$ILP64
00007ff803602f23 (__TEXT,__text) external _ctpmv_
00007ff80360326f (__TEXT,__text) external _ctpsv
00007ff803649805 (__TEXT,__text) external _ctpsv$NEWLAPACK
00007ff803776d28 (__TEXT,__text) external _ctpsv$NEWLAPACK$ILP64
00007ff80360326f (__TEXT,__text) external _ctpsv_
00007ff803600318 (__TEXT,__text) external _ctrmm
00007ff8036e27f0 (__TEXT,__text) external _ctrmm$NEWLAPACK
00007ff80377ee81 (__TEXT,__text) external _ctrmm$NEWLAPACK$ILP64
00007ff803600318 (__TEXT,__text) external _ctrmm_
00007ff803602ce3 (__TEXT,__text) external _ctrmv
00007ff803649c27 (__TEXT,__text) external _ctrmv$NEWLAPACK
00007ff803777139 (__TEXT,__text) external _ctrmv$NEWLAPACK$ILP64
00007ff803602ce3 (__TEXT,__text) external _ctrmv_
00007ff803600473 (__TEXT,__text) external _ctrsm
00007ff8036e2d3a (__TEXT,__text) external _ctrsm$NEWLAPACK
00007ff80377f3cf (__TEXT,__text) external _ctrsm$NEWLAPACK$ILP64
00007ff803600473 (__TEXT,__text) external _ctrsm_
00007ff80360302f (__TEXT,__text) external _ctrsv
00007ff80364a06f (__TEXT,__text) external _ctrsv$NEWLAPACK
00007ff80377755d (__TEXT,__text) external _ctrsv$NEWLAPACK$ILP64
00007ff80360302f (__TEXT,__text) external _ctrsv_
00007ff803604356 (__TEXT,__text) external _dasum
00007ff8037246f4 (__TEXT,__text) external _dasum$NEWLAPACK
00007ff803783d7f (__TEXT,__text) external _dasum$NEWLAPACK$ILP64
00007ff803604356 (__TEXT,__text) external _dasum_
00007ff8037247a6 (__TEXT,__text) external _daxpby$NEWLAPACK
00007ff803783e44 (__TEXT,__text) external _daxpby$NEWLAPACK$ILP64
00007ff803604364 (__TEXT,__text) external _daxpy
00007ff80372473e (__TEXT,__text) external _daxpy$NEWLAPACK
00007ff803783dd2 (__TEXT,__text) external _daxpy$NEWLAPACK$ILP64
00007ff803604364 (__TEXT,__text) external _daxpy_
00007ff8035ff346 (__TEXT,__text) external _dcabs1
00007ff8035ff346 (__TEXT,__text) external _dcabs1_
00007ff803604387 (__TEXT,__text) external _dcopy
00007ff80372481d (__TEXT,__text) external _dcopy$NEWLAPACK
00007ff803783ec8 (__TEXT,__text) external _dcopy$NEWLAPACK$ILP64
00007ff803604387 (__TEXT,__text) external _dcopy_
00007ff80360439b (__TEXT,__text) external _ddot
00007ff803724861 (__TEXT,__text) external _ddot$NEWLAPACK
00007ff803783f14 (__TEXT,__text) external _ddot$NEWLAPACK$ILP64
00007ff80360439b (__TEXT,__text) external _ddot_
00007ff803601f06 (__TEXT,__text) external _dgbmv
00007ff8036477b8 (__TEXT,__text) external _dgbmv$NEWLAPACK
00007ff803774cfc (__TEXT,__text) external _dgbmv$NEWLAPACK$ILP64
00007ff803601f06 (__TEXT,__text) external _dgbmv_
00007ff8036565b8 (__TEXT,__text) external _dgeCopy
00007ff803673692 (__TEXT,__text) external _dgePack_A_NoTran
00007ff80367354a (__TEXT,__text) external _dgePack_A_Tran
00007ff803673949 (__TEXT,__text) external _dgePack_B_NoTran
00007ff8036737d9 (__TEXT,__text) external _dgePack_B_Tran
00007ff803656578 (__TEXT,__text) external _dgeSetZero
00007ff8035ffa02 (__TEXT,__text) external _dgemm
00007ff8036e11c6 (__TEXT,__text) external _dgemm$NEWLAPACK
00007ff80377d896 (__TEXT,__text) external _dgemm$NEWLAPACK$ILP64
00007ff8035ffa02 (__TEXT,__text) external _dgemm_
00007ff803601e65 (__TEXT,__text) external _dgemv
00007ff8036474c9 (__TEXT,__text) external _dgemv$NEWLAPACK
00007ff803774a26 (__TEXT,__text) external _dgemv$NEWLAPACK$ILP64
00007ff803601e65 (__TEXT,__text) external _dgemv_
00007ff803602788 (__TEXT,__text) external _dger
00007ff803647a74 (__TEXT,__text) external _dger$NEWLAPACK
00007ff803774fac (__TEXT,__text) external _dger$NEWLAPACK$ILP64
00007ff803602788 (__TEXT,__text) external _dger_
                 (undefined) external _dispatch_apply (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
00007ff8036043ac (__TEXT,__text) external _dnrm2
00007ff803724928 (__TEXT,__text) external _dnrm2$NEWLAPACK
00007ff803783fee (__TEXT,__text) external _dnrm2$NEWLAPACK$ILP64
00007ff8036043ac (__TEXT,__text) external _dnrm2_
00007ff8037ba6c1 (__TEXT,__text) external _double_general_add
00007ff8037c3b20 (__TEXT,__text) external _double_general_add_scalar
00007ff8037bd54c (__TEXT,__text) external _double_general_elementwise_product
00007ff8037c1de3 (__TEXT,__text) external _double_general_permute_cols
00007ff8037c1c6b (__TEXT,__text) external _double_general_permute_rows
00007ff8037c7770 (__TEXT,__text) external _double_general_product_scalar
00007ff8037bd87d (__TEXT,__text) external _double_general_splat
00007ff8037bcf32 (__TEXT,__text) external _double_general_sub_scalar
00007ff8037c1bc3 (__TEXT,__text) external _double_general_transpose
00007ff8037c4392 (__TEXT,__text) external _double_inner_product_scalar
00007ff8037bf37d (__TEXT,__text) external _double_outer_product_scalar
00007ff8036043ba (__TEXT,__text) external _drot
00007ff803724970 (__TEXT,__text) external _drot$NEWLAPACK
00007ff80378403e (__TEXT,__text) external _drot$NEWLAPACK$ILP64
00007ff8036043ba (__TEXT,__text) external _drot_
00007ff8036043db (__TEXT,__text) external _drotg
00007ff8037249d4 (__TEXT,__text) external _drotg$NEWLAPACK
00007ff8037840a8 (__TEXT,__text) external _drotg$NEWLAPACK$ILP64
00007ff8036043db (__TEXT,__text) external _drotg_
00007ff8036043e8 (__TEXT,__text) external _drotm
00007ff803724a03 (__TEXT,__text) external _drotm$NEWLAPACK
00007ff8037840d9 (__TEXT,__text) external _drotm$NEWLAPACK$ILP64
00007ff8036043e8 (__TEXT,__text) external _drotm_
00007ff8036043fc (__TEXT,__text) external _drotmg
00007ff803724a25 (__TEXT,__text) external _drotmg$NEWLAPACK
00007ff8037840fd (__TEXT,__text) external _drotmg$NEWLAPACK$ILP64
00007ff8036043fc (__TEXT,__text) external _drotmg_
00007ff80360205d (__TEXT,__text) external _dsbmv
00007ff803648354 (__TEXT,__text) external _dsbmv$NEWLAPACK
00007ff80377587d (__TEXT,__text) external _dsbmv$NEWLAPACK$ILP64
00007ff80360205d (__TEXT,__text) external _dsbmv_
00007ff803604410 (__TEXT,__text) external _dscal
00007ff803724a4d (__TEXT,__text) external _dscal$NEWLAPACK
00007ff803784128 (__TEXT,__text) external _dscal$NEWLAPACK$ILP64
00007ff803604410 (__TEXT,__text) external _dscal_
00007ff803604459 (__TEXT,__text) external _dsdot
00007ff803724669 (__TEXT,__text) external _dsdot$NEWLAPACK
00007ff803783cd8 (__TEXT,__text) external _dsdot$NEWLAPACK$ILP64
00007ff803604459 (__TEXT,__text) external _dsdot_
00007ff8036020f2 (__TEXT,__text) external _dspmv
00007ff803648465 (__TEXT,__text) external _dspmv$NEWLAPACK
00007ff80377598a (__TEXT,__text) external _dspmv$NEWLAPACK$ILP64
00007ff8036020f2 (__TEXT,__text) external _dspmv_
00007ff8036028be (__TEXT,__text) external _dspr
00007ff803648546 (__TEXT,__text) external _dspr$NEWLAPACK
00007ff803775a6a (__TEXT,__text) external _dspr$NEWLAPACK$ILP64
00007ff803602925 (__TEXT,__text) external _dspr2
00007ff80364861e (__TEXT,__text) external _dspr2$NEWLAPACK
00007ff803775b42 (__TEXT,__text) external _dspr2$NEWLAPACK$ILP64
00007ff803602925 (__TEXT,__text) external _dspr2_
00007ff8036028be (__TEXT,__text) external _dspr_
00007ff80360442a (__TEXT,__text) external _dswap
00007ff803724abf (__TEXT,__text) external _dswap$NEWLAPACK
00007ff8037841a9 (__TEXT,__text) external _dswap$NEWLAPACK$ILP64
00007ff80360442a (__TEXT,__text) external _dswap_
00007ff8035ffb12 (__TEXT,__text) external _dsymm
00007ff8036e1b7c (__TEXT,__text) external _dsymm$NEWLAPACK
00007ff80377e224 (__TEXT,__text) external _dsymm$NEWLAPACK$ILP64
00007ff8035ffb12 (__TEXT,__text) external _dsymm_
00007ff803601fd3 (__TEXT,__text) external _dsymv
00007ff80364871b (__TEXT,__text) external _dsymv$NEWLAPACK
00007ff803775c3b (__TEXT,__text) external _dsymv$NEWLAPACK$ILP64
00007ff803601fd3 (__TEXT,__text) external _dsymv_
00007ff8036027cd (__TEXT,__text) external _dsyr
00007ff803648811 (__TEXT,__text) external _dsyr$NEWLAPACK
00007ff803775d31 (__TEXT,__text) external _dsyr$NEWLAPACK$ILP64
00007ff80360283d (__TEXT,__text) external _dsyr2
00007ff8036488fe (__TEXT,__text) external _dsyr2$NEWLAPACK
00007ff803775e1f (__TEXT,__text) external _dsyr2$NEWLAPACK$ILP64
00007ff80360283d (__TEXT,__text) external _dsyr2_
00007ff8035fff61 (__TEXT,__text) external _dsyr2k
00007ff8036e2270 (__TEXT,__text) external _dsyr2k$NEWLAPACK
00007ff80377e908 (__TEXT,__text) external _dsyr2k$NEWLAPACK$ILP64
00007ff8035fff61 (__TEXT,__text) external _dsyr2k_
00007ff8036027cd (__TEXT,__text) external _dsyr_
00007ff8035ffe84 (__TEXT,__text) external _dsyrk
00007ff8036e1ecf (__TEXT,__text) external _dsyrk$NEWLAPACK
00007ff80377e56d (__TEXT,__text) external _dsyrk$NEWLAPACK$ILP64
00007ff8035ffe84 (__TEXT,__text) external _dsyrk_
00007ff80360227b (__TEXT,__text) external _dtbmv
00007ff803648a87 (__TEXT,__text) external _dtbmv$NEWLAPACK
00007ff803775fa5 (__TEXT,__text) external _dtbmv$NEWLAPACK$ILP64
00007ff80360227b (__TEXT,__text) external _dtbmv_
00007ff803602586 (__TEXT,__text) external _dtbsv
00007ff803648ed9 (__TEXT,__text) external _dtbsv$NEWLAPACK
00007ff8037763f3 (__TEXT,__text) external _dtbsv$NEWLAPACK$ILP64
00007ff803602586 (__TEXT,__text) external _dtbsv_
00007ff803602387 (__TEXT,__text) external _dtpmv
00007ff803649315 (__TEXT,__text) external _dtpmv$NEWLAPACK
00007ff80377682e (__TEXT,__text) external _dtpmv$NEWLAPACK$ILP64
00007ff803602387 (__TEXT,__text) external _dtpmv_
00007ff803602692 (__TEXT,__text) external _dtpsv
00007ff803649711 (__TEXT,__text) external _dtpsv$NEWLAPACK
00007ff803776c32 (__TEXT,__text) external _dtpsv$NEWLAPACK$ILP64
00007ff803602692 (__TEXT,__text) external _dtpsv_
00007ff8036566ad (__TEXT,__text) external _dtrCopyLower
00007ff803656667 (__TEXT,__text) external _dtrSetZeroLower
00007ff8035ffbe8 (__TEXT,__text) external _dtrmm
00007ff8036e26a4 (__TEXT,__text) external _dtrmm$NEWLAPACK
00007ff80377ed34 (__TEXT,__text) external _dtrmm$NEWLAPACK$ILP64
00007ff8035ffbe8 (__TEXT,__text) external _dtrmm_
00007ff803602172 (__TEXT,__text) external _dtrmv
00007ff803649b20 (__TEXT,__text) external _dtrmv$NEWLAPACK
00007ff80377703b (__TEXT,__text) external _dtrmv$NEWLAPACK$ILP64
00007ff803602172 (__TEXT,__text) external _dtrmv_
00007ff8035ffd36 (__TEXT,__text) external _dtrsm
00007ff8036e2bee (__TEXT,__text) external _dtrsm$NEWLAPACK
00007ff80377f282 (__TEXT,__text) external _dtrsm$NEWLAPACK$ILP64
00007ff8035ffd36 (__TEXT,__text) external _dtrsm_
00007ff80360247d (__TEXT,__text) external _dtrsv
00007ff803649f68 (__TEXT,__text) external _dtrsv$NEWLAPACK
00007ff80377745f (__TEXT,__text) external _dtrsv$NEWLAPACK$ILP64
00007ff80360247d (__TEXT,__text) external _dtrsv_
00007ff8036045a1 (__TEXT,__text) external _dzasum
00007ff803724710 (__TEXT,__text) external _dzasum$NEWLAPACK
00007ff803783d9f (__TEXT,__text) external _dzasum$NEWLAPACK$ILP64
00007ff8036045a1 (__TEXT,__text) external _dzasum_
00007ff8036045af (__TEXT,__text) external _dznrm2
00007ff803724944 (__TEXT,__text) external _dznrm2$NEWLAPACK
00007ff80378400e (__TEXT,__text) external _dznrm2$NEWLAPACK$ILP64
00007ff8036045af (__TEXT,__text) external _dznrm2_
                 (undefined) external _exit (from libSystem)
00007ff8037bc580 (__TEXT,__text) external _float_general_add
00007ff8037bcdd1 (__TEXT,__text) external _float_general_add_scalar
00007ff8037bd223 (__TEXT,__text) external _float_general_elementwise_product
00007ff8037bc278 (__TEXT,__text) external _float_general_permute_cols
00007ff8037bc100 (__TEXT,__text) external _float_general_permute_rows
00007ff8037bdc0c (__TEXT,__text) external _float_general_product_scalar
00007ff8037be52f (__TEXT,__text) external _float_general_splat
00007ff8037bd928 (__TEXT,__text) external _float_general_sub_scalar
00007ff8037bc058 (__TEXT,__text) external _float_general_transpose
00007ff8037c38a9 (__TEXT,__text) external _float_inner_product_scalar
00007ff8037bc3a0 (__TEXT,__text) external _float_outer_product_scalar
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff8035fc2d0 (__TEXT,__text) external _getHardwareInfo
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _hypot (from libSystem)
                 (undefined) external _hypotf (from libSystem)
00007ff803604315 (__TEXT,__text) external _icamax
00007ff8037246b0 (__TEXT,__text) external _icamax$NEWLAPACK
00007ff803783d2d (__TEXT,__text) external _icamax$NEWLAPACK$ILP64
00007ff803604315 (__TEXT,__text) external _icamax_
00007ff80360443e (__TEXT,__text) external _idamax
00007ff803724695 (__TEXT,__text) external _idamax$NEWLAPACK
00007ff803783d0c (__TEXT,__text) external _idamax$NEWLAPACK$ILP64
00007ff80360443e (__TEXT,__text) external _idamax_
                 (undefined) external _ilogb (from libSystem)
00007ff80360446a (__TEXT,__text) external _isamax
00007ff80372467a (__TEXT,__text) external _isamax$NEWLAPACK
00007ff803783ceb (__TEXT,__text) external _isamax$NEWLAPACK$ILP64
00007ff80360446a (__TEXT,__text) external _isamax_
00007ff8036045bd (__TEXT,__text) external _izamax
00007ff8037246cb (__TEXT,__text) external _izamax$NEWLAPACK
00007ff803783d4e (__TEXT,__text) external _izamax$NEWLAPACK$ILP64
00007ff8036045bd (__TEXT,__text) external _izamax_
00007ff8035fc5a4 (__TEXT,__text) external _lsame_
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_valloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern4 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _printf (from libSystem)
                 (undefined) external _pthread_qos_max_parallelism (from libSystem)
                 (undefined) external _qos_class_self (from libSystem)
00007ff803604485 (__TEXT,__text) external _sasum
00007ff8037246e6 (__TEXT,__text) external _sasum$NEWLAPACK
00007ff803783d6f (__TEXT,__text) external _sasum$NEWLAPACK$ILP64
00007ff803604485 (__TEXT,__text) external _sasum_
00007ff803724780 (__TEXT,__text) external _saxpby$NEWLAPACK
00007ff803783e1b (__TEXT,__text) external _saxpby$NEWLAPACK$ILP64
00007ff803604498 (__TEXT,__text) external _saxpy
00007ff80372471e (__TEXT,__text) external _saxpy$NEWLAPACK
00007ff803783daf (__TEXT,__text) external _saxpy$NEWLAPACK$ILP64
00007ff803604498 (__TEXT,__text) external _saxpy_
                 (undefined) external _scalbn (from libSystem)
00007ff803604330 (__TEXT,__text) external _scasum
00007ff803724702 (__TEXT,__text) external _scasum$NEWLAPACK
00007ff803783d8f (__TEXT,__text) external _scasum$NEWLAPACK$ILP64
00007ff803604330 (__TEXT,__text) external _scasum_
00007ff803604343 (__TEXT,__text) external _scnrm2
00007ff803724936 (__TEXT,__text) external _scnrm2$NEWLAPACK
00007ff803783ffe (__TEXT,__text) external _scnrm2$NEWLAPACK$ILP64
00007ff803604343 (__TEXT,__text) external _scnrm2_
00007ff8036044bb (__TEXT,__text) external _scopy
00007ff80372480c (__TEXT,__text) external _scopy$NEWLAPACK
00007ff803783eb5 (__TEXT,__text) external _scopy$NEWLAPACK$ILP64
00007ff8036044bb (__TEXT,__text) external _scopy_
00007ff8036044cf (__TEXT,__text) external _sdot
00007ff803724850 (__TEXT,__text) external _sdot$NEWLAPACK
00007ff803783f01 (__TEXT,__text) external _sdot$NEWLAPACK$ILP64
00007ff8036044cf (__TEXT,__text) external _sdot_
00007ff8036044e5 (__TEXT,__text) external _sdsdot
00007ff8037248fa (__TEXT,__text) external _sdsdot$NEWLAPACK
00007ff803783fbb (__TEXT,__text) external _sdsdot$NEWLAPACK$ILP64
00007ff8036044e5 (__TEXT,__text) external _sdsdot_
00007ff8036013cf (__TEXT,__text) external _sgbmv
00007ff8036476ed (__TEXT,__text) external _sgbmv$NEWLAPACK
00007ff803774c36 (__TEXT,__text) external _sgbmv$NEWLAPACK$ILP64
00007ff8036013cf (__TEXT,__text) external _sgbmv_
00007ff8036568f8 (__TEXT,__text) external _sgeCopy
00007ff8036a2404 (__TEXT,__text) external _sgePack_A_NoTran
00007ff8036a254b (__TEXT,__text) external _sgePack_A_Tran
00007ff8036a261f (__TEXT,__text) external _sgePack_B_NoTran
00007ff8036a2794 (__TEXT,__text) external _sgePack_B_Tran
00007ff8036568b8 (__TEXT,__text) external _sgeSetZero
00007ff8035ff3b9 (__TEXT,__text) external _sgemm
00007ff8036e10b8 (__TEXT,__text) external _sgemm$NEWLAPACK
00007ff80377d791 (__TEXT,__text) external _sgemm$NEWLAPACK$ILP64
00007ff8035ff3b9 (__TEXT,__text) external _sgemm_
00007ff803601329 (__TEXT,__text) external _sgemv
00007ff803647425 (__TEXT,__text) external _sgemv$NEWLAPACK
00007ff803774984 (__TEXT,__text) external _sgemv$NEWLAPACK$ILP64
00007ff803601329 (__TEXT,__text) external _sgemv_
00007ff803601c51 (__TEXT,__text) external _sger
00007ff803647a35 (__TEXT,__text) external _sger$NEWLAPACK
00007ff803774f6e (__TEXT,__text) external _sger$NEWLAPACK$ILP64
00007ff803601c51 (__TEXT,__text) external _sger_
00007ff80360450a (__TEXT,__text) external _snrm2
00007ff80372491a (__TEXT,__text) external _snrm2$NEWLAPACK
00007ff803783fde (__TEXT,__text) external _snrm2$NEWLAPACK$ILP64
00007ff80360450a (__TEXT,__text) external _snrm2_
00007ff80360451d (__TEXT,__text) external _srot
00007ff803724952 (__TEXT,__text) external _srot$NEWLAPACK
00007ff80378401e (__TEXT,__text) external _srot$NEWLAPACK$ILP64
00007ff80360451d (__TEXT,__text) external _srot_
00007ff80360453e (__TEXT,__text) external _srotg
00007ff8037249ca (__TEXT,__text) external _srotg$NEWLAPACK
00007ff80378409e (__TEXT,__text) external _srotg$NEWLAPACK$ILP64
00007ff80360453e (__TEXT,__text) external _srotg_
00007ff80360454b (__TEXT,__text) external _srotm
00007ff8037249f2 (__TEXT,__text) external _srotm$NEWLAPACK
00007ff8037840c6 (__TEXT,__text) external _srotm$NEWLAPACK$ILP64
00007ff80360454b (__TEXT,__text) external _srotm_
00007ff80360455f (__TEXT,__text) external _srotmg
00007ff803724a14 (__TEXT,__text) external _srotmg$NEWLAPACK
00007ff8037840ec (__TEXT,__text) external _srotmg$NEWLAPACK$ILP64
00007ff80360455f (__TEXT,__text) external _srotmg_
00007ff803601526 (__TEXT,__text) external _ssbmv
00007ff8036482c1 (__TEXT,__text) external _ssbmv$NEWLAPACK
00007ff8037757ec (__TEXT,__text) external _ssbmv$NEWLAPACK$ILP64
00007ff803601526 (__TEXT,__text) external _ssbmv_
00007ff803604573 (__TEXT,__text) external _sscal
00007ff803724a36 (__TEXT,__text) external _sscal$NEWLAPACK
00007ff80378410e (__TEXT,__text) external _sscal$NEWLAPACK$ILP64
00007ff803604573 (__TEXT,__text) external _sscal_
00007ff8036015bb (__TEXT,__text) external _sspmv
00007ff8036483e7 (__TEXT,__text) external _sspmv$NEWLAPACK
00007ff80377590e (__TEXT,__text) external _sspmv$NEWLAPACK$ILP64
00007ff8036015bb (__TEXT,__text) external _sspmv_
00007ff803601d87 (__TEXT,__text) external _sspr
00007ff8036484e3 (__TEXT,__text) external _sspr$NEWLAPACK
00007ff803775a06 (__TEXT,__text) external _sspr$NEWLAPACK$ILP64
00007ff803601dee (__TEXT,__text) external _sspr2
00007ff8036485a9 (__TEXT,__text) external _sspr2$NEWLAPACK
00007ff803775ace (__TEXT,__text) external _sspr2$NEWLAPACK$ILP64
00007ff803601dee (__TEXT,__text) external _sspr2_
00007ff803601d87 (__TEXT,__text) external _sspr_
00007ff80360458d (__TEXT,__text) external _sswap
00007ff803724aae (__TEXT,__text) external _sswap$NEWLAPACK
00007ff803784196 (__TEXT,__text) external _sswap$NEWLAPACK$ILP64
00007ff80360458d (__TEXT,__text) external _sswap_
00007ff8035ff4c9 (__TEXT,__text) external _ssymm
00007ff8036e1aa8 (__TEXT,__text) external _ssymm$NEWLAPACK
