00007ff843bf3df0 (__DATA,__data) non-external _.compoundliteral
00007ff84069cc40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.66.3521
00007ff84069cc60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00007ff84068fc30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ff84069d150 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7.3733
00007ff84068fc60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70.143
00007ff84069cc80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.73.3448
00007ff84068fa20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ff84069cca0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76.3450
00007ff84069ccc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00007ff8406912f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.2559
00007ff84068ffd0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.290
00007ff84069c7d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.3153
00007ff84069c920 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.3374
00007ff84068f8f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.47
00007ff840690458 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.508
00007ff84069cce0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.80
00007ff84068fc90 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00007ff84069cd00 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81.3453
00007ff84068fcc0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00007ff84068fcf0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00007ff84068fd20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00007ff84068fde0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ff84069d170 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9.3744
00007ff84068f860 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff8406911b0 (__DATA_CONST,__const) non-external ___block_literal_global.2401
00007ff84068ff50 (__DATA_CONST,__const) non-external ___block_literal_global.297
00007ff84069c720 (__DATA_CONST,__const) non-external ___block_literal_global.3144
00007ff84069cf80 (__DATA_CONST,__const) non-external ___block_literal_global.3474
00007ff84068fa00 (__DATA_CONST,__const) non-external ___block_literal_global.51
00007ff84068f8a0 (__DATA_CONST,__const) non-external ___block_literal_global.7
00007ff84068ffb0 (__DATA_CONST,__const) non-external ___block_literal_global.7.289
                 (undefined) external ___bzero (from libSystem)
00007ff80590aaf6 (__TEXT,__text) non-external ___candidate_is_transposable_block_invoke
00007ff80590a8a4 (__TEXT,__text) non-external ___candidate_list_add_multiple_block_invoke
00007ff80590ac5d (__TEXT,__text) non-external ___candidate_remove_common_condition_block_invoke
00007ff80591743a (__TEXT,__text) non-external ___check_delegation_profile_block_invoke
00007ff80590e410 (__TEXT,__text) non-external ___check_dependencies_block_invoke
00007ff80590c49e (__TEXT,__text) non-external ___check_instruction_block_invoke
00007ff80591979a (__TEXT,__text) non-external ___check_policy_block_invoke
00007ff80590e350 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff80591f930 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff805909a4d (__TEXT,__text) non-external ___combine_conditions_block_invoke
00007ff80590d8fe (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke
00007ff80590d33a (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke_2
00007ff805913a01 (__TEXT,__text) non-external ___compile_block_invoke
00007ff805913982 (__TEXT,__text) non-external ___compile_block_invoke.4
00007ff8059009d8 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke
00007ff805907508 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke.20
00007ff80590c320 (__TEXT,__text) non-external ___condition_is_contrary_with_any_in_list_block_invoke
00007ff805916d40 (__TEXT,__text) non-external ___condition_is_subset_of_all_block_invoke
00007ff805916d4e (__TEXT,__text) non-external ___condition_is_subset_of_any_block_invoke
00007ff80590bf00 (__TEXT,__text) non-external ___condition_is_subset_of_any_in_list_block_invoke
00007ff80590c2f0 (__TEXT,__text) non-external ___condition_is_superset_of_any_in_list_block_invoke
00007ff80591678b (__TEXT,__text) non-external ___condition_is_transposable_within_reference_block_invoke
00007ff80591ee31 (__TEXT,__text) non-external ___condition_list_copy_matching_block_invoke
00007ff80590cbb4 (__TEXT,__text) non-external ___condition_list_is_ordered_by_cost_block_invoke
00007ff80590df7b (__TEXT,__text) non-external ___condition_with_patterns_combined_block_invoke
00007ff80591efc7 (__TEXT,__text) non-external ___construct_bitmask_block_invoke
00007ff805913bcc (__TEXT,__text) non-external ___copy_helper_block_8_32b
00007ff805919088 (__TEXT,__text) non-external ___copy_helper_block_8_32b40r
00007ff80591eec5 (__TEXT,__text) non-external ___copy_helper_block_8_32b40r48r
00007ff805913917 (__TEXT,__text) non-external ___copy_helper_block_8_32r
00007ff8059140c8 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r
00007ff8059158e3 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r
00007ff80591d9a1 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r56r64r
00007ff8059190ee (__TEXT,__text) non-external ___create_pattern_disjunctions_block_invoke
00007ff80590a701 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke
00007ff80590b0c7 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.10
00007ff805910a82 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.12
00007ff805909f2b (__TEXT,__text) non-external ___cse_multiple_block_invoke
00007ff80591c682 (__TEXT,__text) non-external ___current_location_block_invoke
00007ff8058fc973 (__TEXT,__text) non-external ___define_action_block_invoke
00007ff80591d723 (__TEXT,__text) non-external ___define_action_block_invoke.136
00007ff805902fc0 (__TEXT,__text) non-external ___define_action_block_invoke_2
00007ff805901f81 (__TEXT,__text) non-external ___define_combination_filter_block_invoke
00007ff80591bd90 (__TEXT,__text) non-external ___define_error_handler_block_invoke
00007ff80591c3ef (__TEXT,__text) non-external ___define_error_handler_block_invoke_2
00007ff8058fe0dc (__TEXT,__text) non-external ___define_filter_block_invoke
00007ff80590fac6 (__TEXT,__text) non-external ___define_network_filter_block_invoke
00007ff8058fdf45 (__TEXT,__text) non-external ___define_on_open_handler_block_invoke
00007ff80591be7d (__TEXT,__text) non-external ___define_warning_handler_block_invoke
00007ff80591a8f9 (__TEXT,__text) non-external ___define_wrapper_filter_block_invoke
00007ff80591642e (__TEXT,__text) non-external ___derive_profile_properties_block_invoke
00007ff805913be3 (__TEXT,__text) non-external ___destroy_helper_block_8_32b
00007ff8059190c0 (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r
00007ff80591ef0f (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r48r
00007ff80591392e (__TEXT,__text) non-external ___destroy_helper_block_8_32r
00007ff805914100 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r
00007ff80591592d (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r
00007ff80591da0f (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r56r64r
00007ff805909b88 (__TEXT,__text) non-external ___eliminate_common_subexpressions_block_invoke
00007ff8059167ee (__TEXT,__text) non-external ___eliminate_common_subexpressions_policy_block_invoke
00007ff8059176f0 (__TEXT,__text) non-external ___eliminate_dead_code_policy_block_invoke
00007ff8059155f0 (__TEXT,__text) non-external ___emit_modifier_list_block_invoke
00007ff805915678 (__TEXT,__text) non-external ___emit_modifier_list_block_invoke.82
00007ff8059153b5 (__TEXT,__text) non-external ___emit_return_instruction_block_invoke
00007ff8059153f2 (__TEXT,__text) non-external ___emit_return_instruction_block_invoke.69
00007ff805914b7c (__TEXT,__text) non-external ___emit_string_table_block_invoke
00007ff805914c04 (__TEXT,__text) non-external ___emit_variable_names_block_invoke
                 (undefined) external ___error (from libSystem)
00007ff80591f16d (__TEXT,__text) non-external ___estimate_condition_list_serialization_size_block_invoke
00007ff80590b875 (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke
00007ff80590b7de (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke.9
00007ff805918907 (__TEXT,__text) non-external ___expand_logical_conditions_policy_block_invoke
00007ff80590ccf7 (__TEXT,__text) non-external ___factor_block_invoke
00007ff8059180aa (__TEXT,__text) non-external ___factor_policy_block_invoke
00007ff80591c13a (__TEXT,__text) non-external ___format_error_block_invoke
00007ff80591ea16 (__TEXT,__text) non-external ___identify_bitmask_candidates_block_invoke
00007ff805901d42 (__TEXT,__text) non-external ___list_cost_estimate_block_invoke
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
00007ff805907d01 (__TEXT,__text) non-external ___operation_can_return_action_block_invoke
00007ff80591d6b5 (__TEXT,__text) non-external ___operation_expand_block_invoke
00007ff80591d63f (__TEXT,__text) non-external ___operations_allowed_by_default_block_invoke
00007ff80591c2b7 (__TEXT,__text) non-external ___output_backtrace_block_invoke
00007ff805917a2c (__TEXT,__text) non-external ___populate_assumptions_for_enabled_profile_flags_block_invoke
00007ff805915ce8 (__TEXT,__text) non-external ___populate_pattern_variable_count_block_invoke
00007ff805914e00 (__TEXT,__text) non-external ___populate_profile_entry_points_block_invoke
00007ff805915c13 (__TEXT,__text) non-external ___record_enabled_profile_flags_block_invoke
00007ff805919a6f (__TEXT,__text) non-external ___remove_conditions_matching_predicate_policy_block_invoke
00007ff80590c6af (__TEXT,__text) non-external ___reorder_block_invoke
00007ff80590cc78 (__TEXT,__text) non-external ___reorder_condition_list_block_invoke
00007ff805919c34 (__TEXT,__text) non-external ___reorder_policy_block_invoke
00007ff8059164c5 (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke
00007ff805916518 (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke.23
00007ff80590c3ec (__TEXT,__text) non-external ___resolve_jumps_block_invoke
                 (undefined) external ___sandbox_ms (from libSystem)
00007ff8059131e7 (__TEXT,__text) non-external ___sandbox_prepare_user_home_mount_block_invoke
00007ff80591371f (__TEXT,__text) non-external ___sandbox_register_network_approval_policy_exemption_for_share_block_invoke
00007ff805918b1d (__TEXT,__text) non-external ___sb_action_has_name_block_invoke
00007ff80590e0a2 (__TEXT,__text) non-external ___sb_analyze_check_dependencies_profile_block_invoke
00007ff805914372 (__TEXT,__text) non-external ___sb_bitmask_is_subset_block_invoke
00007ff80590817e (__TEXT,__text) non-external ___sb_bytecode_output_profile_block_invoke
00007ff805916cfe (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke
00007ff805902b17 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke_2
00007ff805916ce6 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke
00007ff805901d95 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke_2
00007ff80591044c (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke
00007ff805906d6a (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_2
00007ff805910438 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_3
00007ff805905c4c (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_4
00007ff8059173cc (__TEXT,__text) non-external ___sb_condition_list_every_condition_matches_predicate_block_invoke
00007ff8058feeec (__TEXT,__text) non-external ___sb_filter_has_side_effects_block_invoke
00007ff805901198 (__TEXT,__text) non-external ___sb_fsa_disjunction_block_invoke
00007ff80590c356 (__TEXT,__text) non-external ___sb_fsa_matches_disjoint_set_block_invoke
00007ff80590c22e (__TEXT,__text) non-external ___sb_fsa_matches_subset_block_invoke
00007ff805913d71 (__TEXT,__text) non-external ___sb_fsa_recognizer_byteset_block_invoke
00007ff80590f705 (__TEXT,__text) non-external ___sb_modifiers_apply_action_flags_block_invoke
00007ff805918a69 (__TEXT,__text) non-external ___sb_msgfilter_iterate_entry_points_block_invoke
00007ff80591956b (__TEXT,__text) non-external ___sb_profile_iterate_enabled_named_flags_block_invoke
00007ff8058fc203 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke
00007ff8059078bf (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_10
00007ff80591c667 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_11
00007ff80591b437 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_12
00007ff80591c648 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_13
00007ff80591b4af (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_14
00007ff80591c62d (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_15
00007ff80591b527 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_16
00007ff80591c5ad (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_17
00007ff80591b59f (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_18
00007ff80591c553 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_19
00007ff8059108cb (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_2
00007ff80591b617 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_20
00007ff80591c4f9 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_21
00007ff80591b8fd (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_22
00007ff80591b99c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_23
00007ff80591ba59 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_24
00007ff80591bd3f (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_25
00007ff80591c43a (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_26
00007ff805910409 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_3
00007ff805902ba4 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_4
00007ff805902e0b (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_5
00007ff80591a49b (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_6
00007ff80591ad1f (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_7
00007ff80591ad38 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_8
00007ff80591ad51 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_9
00007ff8059179a9 (__TEXT,__text) non-external ___sb_transform_eliminate_dead_code_profile_block_invoke
00007ff805919df0 (__TEXT,__text) non-external ___sb_transform_resolve_jumps_policy_block_invoke
00007ff80591872a (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke
00007ff80591877f (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke_2
00007ff8059186a7 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke
00007ff805918700 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke_2
00007ff80591c4bc (__TEXT,__text) non-external ___sbpl_filter_eqv_block_invoke
00007ff80591c483 (__TEXT,__text) non-external ___sbpl_operation_eqv_block_invoke
00007ff80591eb67 (__TEXT,__text) non-external ___select_bitmask_conditions_block_invoke
00007ff80591efaf (__TEXT,__text) non-external ___should_preserve_condition_block_invoke
                 (undefined) external ___srget (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stdinp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
00007ff80591ed9e (__TEXT,__text) non-external ___synthesize_bitmasks_for_disjoint_conditions_block_invoke
00007ff80591f282 (__TEXT,__text) non-external ___synthesize_bitmasks_for_policy_block_invoke
00007ff80591f20f (__TEXT,__text) non-external ___synthesize_bitmasks_multiple_block_invoke
00007ff805918830 (__TEXT,__text) non-external ___synthesize_logical_conditions_policy_block_invoke
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
00007ff80591750c (__TEXT,__text) non-external ___visit_instructions_in_policy_block_invoke
00007ff8058fbe63 (__TEXT,__text) non-external ___xpc2sc_block_invoke
00007ff843bf3ad0 (__DATA,__data) non-external __address_family_aliases_
00007ff80591089a (__TEXT,__text) non-external __buffer_close
00007ff805910805 (__TEXT,__text) non-external __buffer_read
00007ff8059107a9 (__TEXT,__text) non-external __buffer_seek
00007ff80590140b (__TEXT,__text) non-external __calculate_graft_position
00007ff805918037 (__TEXT,__text) non-external __condition_list_diff
00007ff843bfc940 (__DATA,__data) non-external __csop_aliases_
00007ff843bf72c0 (__DATA,__data) non-external __csr_aliases_
00007ff80591c713 (__TEXT,__text) non-external __define_filter
00007ff8058fb7dd (__TEXT,__text) non-external __define_list
00007ff8058fba26 (__TEXT,__text) non-external __define_symbol
00007ff843bfcc00 (__DATA,__data) non-external __errno_value_aliases_
00007ff843bfb360 (__DATA,__data) non-external __fcntl_command_aliases_
00007ff8059019cc (__TEXT,__text) non-external __flatten
00007ff80590f914 (__TEXT,__text) non-external __free_error_pool
00007ff843bf3e60 (__DATA,__data) non-external __fsctl_command_aliases_
00007ff843bf73a0 (__DATA,__data) non-external __host_special_port_aliases_
00007ff843bf4cf0 (__DATA,__data) non-external __ioctl_command_aliases_
00007ff843bfca70 (__DATA,__data) non-external __kas_info_aliases_
00007ff843bfcac0 (__DATA,__data) non-external __mach_exception_behavior_aliases_
00007ff843bfcb20 (__DATA,__data) non-external __mach_exception_type_aliases_
00007ff843bf9990 (__DATA,__data) non-external __machtrap_aliases_
00007ff8058fb8a6 (__TEXT,__text) non-external __make_list_v
00007ff805910b67 (__TEXT,__text) non-external __mbuf_close
00007ff805918e60 (__TEXT,__text) non-external __mbuf_read
00007ff805918f33 (__TEXT,__text) non-external __mbuf_seek
00007ff805910ae9 (__TEXT,__text) non-external __mbuf_write
00007ff843bfc640 (__DATA,__data) non-external __memorystatus_control_cmd_aliases_
00007ff843bf9d70 (__DATA,__data) non-external __mig_routine_aliases_
00007ff843bfc450 (__DATA,__data) non-external __necp_client_action_aliases_
00007ff80590cc2e (__TEXT,__text) non-external __order
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00007ff8058fbf3f (__TEXT,__text) non-external __parse_file
00007ff843bf7c50 (__DATA,__data) non-external __persona_aliases_
00007ff805915db5 (__TEXT,__text) non-external __prepare_instructions
00007ff843bf6e50 (__DATA,__data) non-external __privilege_aliases_
00007ff80590f50a (__TEXT,__text) non-external __push_match_byteset_instr
00007ff8058f8760 (__TEXT,__text) non-external __s_return
                 (undefined) external __sandbox_enter_notify_libxpc (from libSystem)
00007ff80590af12 (__TEXT,__text) non-external __sb_condition_list_remove_index
00007ff8058fed0f (__TEXT,__text) non-external __sb_condition_pattern_of_type
00007ff80590e376 (__TEXT,__text) non-external __sb_condition_traverse_filters
00007ff805913ddd (__TEXT,__text) non-external __sb_fsa_disjunction
00007ff805900ea5 (__TEXT,__text) non-external __sb_fsa_iterate_disjuncts
00007ff805913bff (__TEXT,__text) non-external __sb_fsa_recognizer_terminal
00007ff805906095 (__TEXT,__text) non-external __sb_fsa_serialize
00007ff805917d77 (__TEXT,__text) non-external __sb_instr_error_with_formatv
00007ff805905914 (__TEXT,__text) non-external __sb_pattern_is_literal
00007ff8058f4274 (__TEXT,__text) non-external __sb_realloc_vector
00007ff80591e2a7 (__TEXT,__text) non-external __sb_textbuf_with_string_transfer_with_length
00007ff805905c68 (__TEXT,__text) non-external __sb_value_is_equivalent
00007ff805916d5c (__TEXT,__text) non-external __sb_value_matches_subset
00007ff805918d2b (__TEXT,__text) non-external __set_modifier_string
00007ff843bf7570 (__DATA,__data) non-external __signal_aliases_
00007ff843bfb860 (__DATA,__data) non-external __socket_option_level_aliases_
00007ff843bfbf00 (__DATA,__data) non-external __socket_option_name_aliases_
00007ff843bf3d90 (__DATA,__data) non-external __socket_type_aliases_
00007ff843bf7cd0 (__DATA,__data) non-external __syscall_aliases_
00007ff843bfc8a0 (__DATA,__data) non-external __task_special_port_aliases_
00007ff843bf7970 (__DATA,__data) non-external __usb_interface_class_aliases_
00007ff843bf7a80 (__DATA,__data) non-external __usb_interface_subclass_aliases_
                 (undefined) external __xpc_type_array (from libSystem)
                 (undefined) external __xpc_type_bool (from libSystem)
                 (undefined) external __xpc_type_dictionary (from libSystem)
                 (undefined) external __xpc_type_int64 (from libSystem)
                 (undefined) external __xpc_type_null (from libSystem)
                 (undefined) external __xpc_type_string (from libSystem)
                 (undefined) external __xpc_type_uint64 (from libSystem)
                 (undefined) external __xpc_type_uuid (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ff805902d83 (__TEXT,__text) non-external _all_args_pass_test
00007ff8058f4e2a (__TEXT,__text) non-external _alloc_cellseg
00007ff8059045ce (__TEXT,__text) non-external _alloc_literal
00007ff8058fd7d7 (__TEXT,__text) non-external _arg_is_condition
00007ff80591c5c8 (__TEXT,__text) non-external _arg_is_message_filter
00007ff805902e44 (__TEXT,__text) non-external _arg_is_modifier
00007ff8058fd847 (__TEXT,__text) non-external _arg_is_operation
                 (undefined) external _asprintf (from libSystem)
00007ff8058ff389 (__TEXT,__text) non-external _assert_is_mutable
00007ff805917394 (__TEXT,__text) non-external _assert_is_mutable.361
00007ff8059117f5 (__TEXT,__text) non-external _atom2str
00007ff80591fa4f (__TEXT,__text) non-external _atom2str.cold.1
00007ff80591fa72 (__TEXT,__text) non-external _atom2str.cold.2
00007ff80591fa95 (__TEXT,__text) non-external _atom2str.cold.3
00007ff80591fab8 (__TEXT,__text) non-external _atom2str.cold.4
00007ff80591fadb (__TEXT,__text) non-external _atom2str.cold.5
00007ff80591fafe (__TEXT,__text) non-external _atom2str.cold.6
00007ff80591fb21 (__TEXT,__text) non-external _atom2str.cold.7
00007ff80591fb44 (__TEXT,__text) non-external _atom2str.cold.8
00007ff8058f73df (__TEXT,__text) non-external _backchar
00007ff8058fc8c1 (__TEXT,__text) non-external _backtrace_pop
00007ff80591f9c3 (__TEXT,__text) non-external _backtrace_pop.cold.1
00007ff8058f599e (__TEXT,__text) non-external _backtrace_push
00007ff805914292 (__TEXT,__text) non-external _bitmask_extend
                 (undefined) external _bootstrap_look_up (from libSystem)
                 (undefined) external _bootstrap_port (from libSystem)
00007ff805909610 (__TEXT,__text) non-external _can_combine_conjunction
00007ff80590959d (__TEXT,__text) non-external _can_combine_disjunction
00007ff80590a863 (__TEXT,__text) non-external _candidate_list_lookup
00007ff80590b257 (__TEXT,__text) non-external _candidate_list_remove
00007ff80590daed (__TEXT,__text) non-external _candidate_set_release
00007ff8058fd733 (__TEXT,__text) non-external _car
00007ff8058fd782 (__TEXT,__text) non-external _cdr
00007ff80590e155 (__TEXT,__text) non-external _check_dependencies
00007ff80591960b (__TEXT,__text) non-external _check_instruction
00007ff805919706 (__TEXT,__text) non-external _check_policy
00007ff80591de93 (__TEXT,__text) non-external _collect_filters_into_syscallmask
00007ff8058f1ae9 (__TEXT,__text) non-external _compile
00007ff8058fe4c4 (__TEXT,__text) non-external _compute_cost_estimate
00007ff8058fe26a (__TEXT,__text) non-external _compute_hash
00007ff805916b9a (__TEXT,__text) non-external _compute_hash.274
00007ff805901e94 (__TEXT,__text) non-external _condition_free_callback
00007ff805919cf2 (__TEXT,__text) non-external _condition_has_nested_condition_list
00007ff80590d3bb (__TEXT,__text) non-external _condition_with_patterns_combined
00007ff8059132f5 (__TEXT,__text) non-external _connect_to_sandboxd_and_call
00007ff805904c96 (__TEXT,__text) non-external _construct_automaton
00007ff80590dbf5 (__TEXT,__text) non-external _create_pattern_disjunctions
00007ff805909c7c (__TEXT,__text) non-external _cse
00007ff805909fa2 (__TEXT,__text) non-external _cse_inferior_list
00007ff805909e52 (__TEXT,__text) non-external _cse_multiple
00007ff80590ba46 (__TEXT,__text) non-external _dce
00007ff8058ff762 (__TEXT,__text) non-external _decorate_condition
00007ff8058fc278 (__TEXT,__text) non-external _decorate_operation
00007ff80591a853 (__TEXT,__text) non-external _define_combination_filter
00007ff805917cc2 (__TEXT,__text) non-external _die_die_die
                 (undefined) external _dispatch_once (from libSystem)
00007ff84068e230 (__DATA_CONST,__const) non-external _dispatch_table
00007ff805907806 (__TEXT,__text) non-external _dump_stack_restore
00007ff805907784 (__TEXT,__text) non-external _dump_stack_stash
00007ff8059166ec (__TEXT,__text) non-external _eliminate_common_subexpressions_policy
00007ff80590b900 (__TEXT,__text) non-external _eliminate_dead_code
00007ff805917652 (__TEXT,__text) non-external _eliminate_dead_code_policy
00007ff80590f409 (__TEXT,__text) non-external _emit
00007ff805915182 (__TEXT,__text) non-external _emit_bitmask
00007ff805910c46 (__TEXT,__text) non-external _emit_buffer
00007ff80590e69f (__TEXT,__text) non-external _emit_instruction
00007ff8059156d4 (__TEXT,__text) non-external _emit_modifier_descriptor
00007ff8059150eb (__TEXT,__text) non-external _emit_network
00007ff805914f8e (__TEXT,__text) non-external _emit_pattern
00007ff805914fe2 (__TEXT,__text) non-external _emit_regex
00007ff805914a8c (__TEXT,__text) non-external _emit_string_table
00007ff805914e98 (__TEXT,__text) non-external _emit_string_table_reference
00007ff8059149ce (__TEXT,__text) non-external _emit_variable_names
00007ff80591ad6a (__TEXT,__text) non-external _enable_profile_flag
00007ff80590f112 (__TEXT,__text) non-external _encode_address
00007ff805904650 (__TEXT,__text) non-external _end_expression
00007ff8058facd4 (__TEXT,__text) non-external _eqv
00007ff80590b465 (__TEXT,__text) non-external _expand_logical_conditions
00007ff805918878 (__TEXT,__text) non-external _expand_logical_conditions_policy
00007ff80591af92 (__TEXT,__text) non-external _extends_builtin
00007ff805917f52 (__TEXT,__text) non-external _factor_policy
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fileno (from libSystem)
00007ff8058f51ce (__TEXT,__text) non-external (was a private external) _fill_vector
00007ff840690550 (__DATA_CONST,__const) non-external _filter_info
00007ff8058f5135 (__TEXT,__text) non-external _find_consecutive_cells
00007ff8058f87bf (__TEXT,__text) non-external _find_slot_in_env
00007ff805904aa1 (__TEXT,__text) non-external _fixup_unanchored_operand
                 (undefined) external _flockfile (from libSystem)
                 (undefined) external _fopen (from libSystem)
00007ff80591bf31 (__TEXT,__text) non-external _format_error
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff8058f4130 (__TEXT,__text) non-external _free_bytes_in_buffer
                 (undefined) external _fseeko (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _ftello (from libSystem)
                 (undefined) external _funlockfile (from libSystem)
                 (undefined) external _funopen (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ff843bf3a90 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ff8058fc3b7 (__TEXT,__text) non-external _gc
00007ff8058fb76d (__TEXT,__text) non-external (was a private external) _gc_protect
00007ff8058fb9f8 (__TEXT,__text) non-external (was a private external) _gc_unprotect
00007ff80591f97d (__TEXT,__text) non-external _gc_unprotect.cold.1
00007ff80591dc19 (__TEXT,__text) non-external _generate_syscallmask
00007ff8058fab8f (__TEXT,__text) non-external (was a private external) _gensym
