                 (undefined) external _AuthorizationCopyInfo (from Security)
                 (undefined) external _AuthorizationCopyRights (from Security)
                 (undefined) external _AuthorizationCreate (from Security)
                 (undefined) external _AuthorizationFree (from Security)
                 (undefined) external _AuthorizationFreeItemSet (from Security)
                 (undefined) external _CC_SHA1_Final (from libSystem)
                 (undefined) external _CC_SHA1_Init (from libSystem)
                 (undefined) external _CC_SHA1_Update (from libSystem)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithStream (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
0000000191ef2e64 (__TEXT,__text) external _FSp_krb_get_svc_in_tkt
0000000191ef3b38 (__TEXT,__text) external _krb5_auth_con_getlocalsubkey
0000000191ef3aa8 (__TEXT,__text) external _krb5_auth_con_getrcache
0000000191ee81d4 (__TEXT,__text) external _krb5_auth_con_getrecvsubkey
                 (undefined) external _krb5_auth_con_getremoteseqnumber (from Heimdal)
                 (indirect) external _krb5_auth_con_getremoteseqnumber (for _krb5_auth_con_getremoteseqnumber)
0000000191ef3bd8 (__TEXT,__text) external _krb5_auth_con_getremotesubkey
0000000191ee81dc (__TEXT,__text) external _krb5_auth_con_getsendsubkey
                 (undefined) external _krb5_auth_con_init (from Heimdal)
                 (indirect) external _krb5_auth_con_init (for _krb5_auth_con_init)
0000000191ee81e4 (__TEXT,__text) external _krb5_auth_con_initivector
0000000191ee81ec (__TEXT,__text) external _krb5_auth_con_set_checksum_func
0000000191ef3978 (__TEXT,__text) external _krb5_auth_con_setaddrs
                 (undefined) external _krb5_auth_con_setflags (from Heimdal)
                 (indirect) external _krb5_auth_con_setflags (for _krb5_auth_con_setflags)
0000000191ef3a00 (__TEXT,__text) external _krb5_auth_con_setports
0000000191ef3a70 (__TEXT,__text) external _krb5_auth_con_setrcache
0000000191ee81f4 (__TEXT,__text) external _krb5_auth_con_setrecvsubkey
0000000191ee81fc (__TEXT,__text) external _krb5_auth_con_setsendsubkey
0000000191ee8204 (__TEXT,__text) external _krb5_auth_con_setuseruserkey
0000000191eecab0 (__TEXT,__text) external _krb5_build_principal
0000000191ee820c (__TEXT,__text) external _krb5_build_principal_alloc_va
0000000191eec9f0 (__TEXT,__text) external _krb5_build_principal_ext
0000000191ee8214 (__TEXT,__text) external _krb5_build_principal_va
0000000191ee821c (__TEXT,__text) external _krb5_c_block_size
0000000191ee8224 (__TEXT,__text) external _krb5_c_checksum_length
0000000191ef50e4 (__TEXT,__text) external _krb5_c_decrypt
0000000191ef5224 (__TEXT,__text) external _krb5_c_encrypt
0000000191ef536c (__TEXT,__text) external _krb5_c_encrypt_length
0000000191ee822c (__TEXT,__text) external _krb5_c_enctype_compare
0000000191ee8234 (__TEXT,__text) external _krb5_c_free_state
0000000191ee823c (__TEXT,__text) external _krb5_c_init_state
0000000191ee8244 (__TEXT,__text) external _krb5_c_is_coll_proof_cksum
0000000191ee824c (__TEXT,__text) external _krb5_c_is_keyed_cksum
0000000191ee8254 (__TEXT,__text) external _krb5_c_keyed_checksum_types
0000000191ee825c (__TEXT,__text) external _krb5_c_make_checksum
0000000191ee8264 (__TEXT,__text) external _krb5_c_make_random_key
0000000191ee826c (__TEXT,__text) external _krb5_c_random_add_entropy
0000000191ee8274 (__TEXT,__text) external _krb5_c_random_make_octets
0000000191ee827c (__TEXT,__text) external _krb5_c_random_os_entropy
0000000191ee8284 (__TEXT,__text) external _krb5_c_random_seed
0000000191ef4de0 (__TEXT,__text) external _krb5_c_string_to_key
0000000191ee828c (__TEXT,__text) external _krb5_c_string_to_key_with_params
0000000191ee8294 (__TEXT,__text) external _krb5_c_valid_cksumtype
0000000191ee829c (__TEXT,__text) external _krb5_c_valid_enctype
0000000191ee82a4 (__TEXT,__text) external _krb5_c_verify_checksum
0000000191ee82ac (__TEXT,__text) external _krb5_calculate_checksum
0000000191ef2660 (__TEXT,__text) external _krb5_cc_cache_match
0000000191ef251c (__TEXT,__text) external _krb5_cc_close
0000000191ee82b4 (__TEXT,__text) external _krb5_cc_copy_creds
0000000191ef229c (__TEXT,__text) external _krb5_cc_default
                 (undefined) external _krb5_cc_default_name (from Heimdal)
                 (indirect) external _krb5_cc_default_name (for _krb5_cc_default_name)
                 (undefined) external _krb5_cc_destroy (from Heimdal)
                 (indirect) external _krb5_cc_destroy (for _krb5_cc_destroy)
0000000191ef2824 (__TEXT,__text) external _krb5_cc_end_seq_get
0000000191ef25fc (__TEXT,__text) external _krb5_cc_gen_new
0000000191ef2528 (__TEXT,__text) external _krb5_cc_get_config
0000000191ef2520 (__TEXT,__text) external _krb5_cc_get_name
0000000191ef246c (__TEXT,__text) external _krb5_cc_get_principal
0000000191ef2524 (__TEXT,__text) external _krb5_cc_get_type
0000000191ef2364 (__TEXT,__text) external _krb5_cc_initialize
0000000191ee82c0 (__TEXT,__text) external _krb5_cc_last_change_time
0000000191ee82c8 (__TEXT,__text) external _krb5_cc_lock
0000000191ee82d0 (__TEXT,__text) external _krb5_cc_move
0000000191ef2588 (__TEXT,__text) external _krb5_cc_new_unique
0000000191ef277c (__TEXT,__text) external _krb5_cc_next_cred
0000000191ee82dc (__TEXT,__text) external _krb5_cc_remove_cred
0000000191ef22f8 (__TEXT,__text) external _krb5_cc_resolve
0000000191ef2668 (__TEXT,__text) external _krb5_cc_retrieve_cred
0000000191ee82e4 (__TEXT,__text) external _krb5_cc_set_config
                 (undefined) external _krb5_cc_set_default_name (from Heimdal)
                 (indirect) external _krb5_cc_set_default_name (for _krb5_cc_set_default_name)
0000000191ee82ec (__TEXT,__text) external _krb5_cc_set_flags
                 (undefined) external _krb5_cc_start_seq_get (from Heimdal)
                 (indirect) external _krb5_cc_start_seq_get (for _krb5_cc_start_seq_get)
0000000191ef23d0 (__TEXT,__text) external _krb5_cc_store_cred
0000000191ee82f4 (__TEXT,__text) external _krb5_cc_unlock
                 (undefined) external _krb5_cccol_cursor_free (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_free (for _krb5_cccol_cursor_free)
                 (undefined) external _krb5_cccol_cursor_new (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_new (for _krb5_cccol_cursor_new)
                 (undefined) external _krb5_cccol_cursor_next (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_next (for _krb5_cccol_cursor_next)
0000000191ee82fc (__TEXT,__text) external _krb5_cccol_last_change_time
0000000191ee8304 (__TEXT,__text) external _krb5_cccol_lock
0000000191ee830c (__TEXT,__text) external _krb5_cccol_unlock
0000000191ef542c (__TEXT,__text) external _krb5_change_password
0000000191ee8314 (__TEXT,__text) external _krb5_checksum_size
0000000191ee831c (__TEXT,__text) external _krb5_cksumtype_to_string
                 (undefined) external _krb5_clear_error_message (from Heimdal)
                 (indirect) external _krb5_clear_error_message (for _krb5_clear_error_message)
0000000191ee8324 (__TEXT,__text) external _krb5_copy_addresses
0000000191ee832c (__TEXT,__text) external _krb5_copy_authdata
0000000191ee8334 (__TEXT,__text) external _krb5_copy_authenticator
0000000191ee833c (__TEXT,__text) external _krb5_copy_checksum
0000000191ee8344 (__TEXT,__text) external _krb5_copy_context
0000000191ef2a60 (__TEXT,__text) external _krb5_copy_creds
0000000191eebd30 (__TEXT,__text) external _krb5_copy_data
0000000191eeb3a0 (__TEXT,__text) external _krb5_copy_keyblock
0000000191eeb32c (__TEXT,__text) external _krb5_copy_keyblock_contents
0000000191eecc30 (__TEXT,__text) external _krb5_copy_principal
0000000191ee834c (__TEXT,__text) external _krb5_copy_ticket
0000000191ef28bc (__TEXT,__text) external _krb5_decode_ticket
0000000191ee8354 (__TEXT,__text) external _krb5_decrypt
0000000191ee835c (__TEXT,__text) external _krb5_deltat_to_string
0000000191ee8364 (__TEXT,__text) external _krb5_eblock_enctype
0000000191ee836c (__TEXT,__text) external _krb5_encrypt
0000000191ee8374 (__TEXT,__text) external _krb5_encrypt_size
0000000191eec1dc (__TEXT,__text) external _krb5_enctype_to_string
0000000191ee837c (__TEXT,__text) external _krb5_finish_key
0000000191ee8384 (__TEXT,__text) external _krb5_finish_random_key
0000000191eec218 (__TEXT,__text) external _krb5_free_addresses
0000000191eeb80c (__TEXT,__text) external _krb5_free_ap_rep_enc_part
0000000191eebfa0 (__TEXT,__text) external _krb5_free_authdata
0000000191ee838c (__TEXT,__text) external _krb5_free_authenticator
0000000191ee8394 (__TEXT,__text) external _krb5_free_checksum
0000000191ee839c (__TEXT,__text) external _krb5_free_checksum_contents
0000000191ee83a4 (__TEXT,__text) external _krb5_free_cksumtypes
0000000191ee83ac (__TEXT,__text) external _krb5_free_config_files
0000000191eebb1c (__TEXT,__text) external _krb5_free_context
0000000191eebd98 (__TEXT,__text) external _krb5_free_cred_contents
0000000191eebe28 (__TEXT,__text) external _krb5_free_creds
0000000191eebcd4 (__TEXT,__text) external _krb5_free_data
0000000191eeb950 (__TEXT,__text) external _krb5_free_data_contents
0000000191eecd14 (__TEXT,__text) external _krb5_free_default_realm
0000000191eebe8c (__TEXT,__text) external _krb5_free_enc_tkt_part
0000000191eeb8d0 (__TEXT,__text) external _krb5_free_error
                 (undefined) external _krb5_free_error_message (from Heimdal)
                 (indirect) external _krb5_free_error_message (for _krb5_free_error_message)
                 (undefined) external _krb5_free_host_realm (from Heimdal)
                 (indirect) external _krb5_free_host_realm (for _krb5_free_host_realm)
0000000191eeb874 (__TEXT,__text) external _krb5_free_keyblock
0000000191eebc78 (__TEXT,__text) external _krb5_free_keyblock_contents
0000000191ef32f8 (__TEXT,__text) external _krb5_free_keytab_entry_contents
0000000191ee7d14 (__TEXT,__text) external _krb5_free_krbhst
0000000191eecc94 (__TEXT,__text) external _krb5_free_principal
0000000191ee83b4 (__TEXT,__text) external _krb5_free_tgt_creds
0000000191eebef4 (__TEXT,__text) external _krb5_free_ticket
0000000191eecbdc (__TEXT,__text) external _krb5_free_unparsed_name
0000000191ee83bc (__TEXT,__text) external _krb5_fwd_tgt_creds
0000000191ef2968 (__TEXT,__text) external _krb5_get_credentials
0000000191ee83c4 (__TEXT,__text) external _krb5_get_credentials_renew
0000000191ee83cc (__TEXT,__text) external _krb5_get_credentials_validate
0000000191ee83d4 (__TEXT,__text) external _krb5_get_default_config_files
                 (undefined) external _krb5_get_default_realm (from Heimdal)
                 (indirect) external _krb5_get_default_realm (for _krb5_get_default_realm)
0000000191eec7ac (__TEXT,__text) external _krb5_get_error_message
                 (undefined) external _krb5_get_host_realm (from Heimdal)
                 (indirect) external _krb5_get_host_realm (for _krb5_get_host_realm)
0000000191ee83dc (__TEXT,__text) external _krb5_get_in_tkt
0000000191ee83e8 (__TEXT,__text) external _krb5_get_in_tkt_with_keytab
0000000191eeae84 (__TEXT,__text) external _krb5_get_in_tkt_with_password
0000000191ee83f4 (__TEXT,__text) external _krb5_get_in_tkt_with_skey
0000000191eead80 (__TEXT,__text) external _krb5_get_init_creds_keytab
0000000191eea874 (__TEXT,__text) external _krb5_get_init_creds_opt_alloc
0000000191eea8e8 (__TEXT,__text) external _krb5_get_init_creds_opt_free
0000000191eea7ec (__TEXT,__text) external _krb5_get_init_creds_opt_init
0000000191eeab38 (__TEXT,__text) external _krb5_get_init_creds_opt_set_address_list
0000000191eeaa88 (__TEXT,__text) external _krb5_get_init_creds_opt_set_canonicalize
0000000191ee8400 (__TEXT,__text) external _krb5_get_init_creds_opt_set_change_password_prompt
0000000191eeaad4 (__TEXT,__text) external _krb5_get_init_creds_opt_set_etype_list
0000000191eea9e0 (__TEXT,__text) external _krb5_get_init_creds_opt_set_forwardable
0000000191ee8408 (__TEXT,__text) external _krb5_get_init_creds_opt_set_pa
0000000191eeab3c (__TEXT,__text) external _krb5_get_init_creds_opt_set_preauth_list
0000000191eea83c (__TEXT,__text) external _krb5_get_init_creds_opt_set_process_last_req
0000000191eeaa34 (__TEXT,__text) external _krb5_get_init_creds_opt_set_proxiable
0000000191eea98c (__TEXT,__text) external _krb5_get_init_creds_opt_set_renew_life
                 (undefined) external _krb5_get_init_creds_opt_set_salt (from Heimdal)
                 (indirect) external _krb5_get_init_creds_opt_set_salt (for _krb5_get_init_creds_opt_set_salt)
0000000191eea93c (__TEXT,__text) external _krb5_get_init_creds_opt_set_tkt_life
0000000191eeab70 (__TEXT,__text) external _krb5_get_init_creds_password
0000000191ee7d08 (__TEXT,__text) external _krb5_get_krbhst
0000000191ee8410 (__TEXT,__text) external _krb5_get_permitted_enctypes
0000000191ee8418 (__TEXT,__text) external _krb5_get_profile
0000000191ee8420 (__TEXT,__text) external _krb5_get_prompt_types
0000000191eece24 (__TEXT,__text) external _krb5_get_realm_domain
0000000191eec46c (__TEXT,__text) external _krb5_get_renewed_creds
0000000191eec290 (__TEXT,__text) external _krb5_get_server_rcache
0000000191ee8428 (__TEXT,__text) external _krb5_get_time_offsets
0000000191eec3e4 (__TEXT,__text) external _krb5_get_validated_creds
00000001e440a208 (__DATA_CONST,__const) external _krb5_gss_oid_array
                 (undefined) external _krb5_gss_register_acceptor_identity (from GSS)
                 (indirect) external _krb5_gss_register_acceptor_identity (for _krb5_gss_register_acceptor_identity)
0000000191ee8430 (__TEXT,__text) external _krb5_gss_use_kdc_context
0000000191ee7a14 (__TEXT,__text) external _krb5_init_context
0000000191ee8438 (__TEXT,__text) external _krb5_init_keyblock
0000000191ee8440 (__TEXT,__text) external _krb5_init_random_key
0000000191eebac8 (__TEXT,__text) external _krb5_init_secure_context
0000000191ee8448 (__TEXT,__text) external _krb5_ipc_client_clear_target
0000000191ee8450 (__TEXT,__text) external _krb5_ipc_client_set_target_uid
0000000191ee8458 (__TEXT,__text) external _krb5_is_config_principal
0000000191ee8460 (__TEXT,__text) external _krb5_is_referral_realm
0000000191ee8468 (__TEXT,__text) external _krb5_is_thread_safe
0000000191ef3874 (__TEXT,__text) external _krb5_kt_add_entry
                 (undefined) external _krb5_kt_close (from Heimdal)
                 (indirect) external _krb5_kt_close (for _krb5_kt_close)
0000000191ef35c0 (__TEXT,__text) non-external _krb5_kt_copy_entry_contents
                 (undefined) external _krb5_kt_default (from Heimdal)
                 (indirect) external _krb5_kt_default (for _krb5_kt_default)
                 (undefined) external _krb5_kt_default_name (from Heimdal)
                 (indirect) external _krb5_kt_default_name (for _krb5_kt_default_name)
0000000191ef337c (__TEXT,__text) external _krb5_kt_end_seq_get
0000000191ef3680 (__TEXT,__text) non-external _krb5_kt_free_entry
0000000191ef33f0 (__TEXT,__text) external _krb5_kt_get_entry
0000000191ef36e8 (__TEXT,__text) external _krb5_kt_get_name
0000000191ef3908 (__TEXT,__text) external _krb5_kt_get_type
00000001e7d1ff20 (__DATA,__bss) non-external _krb5_kt_get_type.name
0000000191ef3230 (__TEXT,__text) external _krb5_kt_next_entry
0000000191ef36f0 (__TEXT,__text) external _krb5_kt_read_service_key
0000000191ef37f0 (__TEXT,__text) external _krb5_kt_remove_entry
                 (undefined) external _krb5_kt_resolve (from Heimdal)
                 (indirect) external _krb5_kt_resolve (for _krb5_kt_resolve)
0000000191ef3198 (__TEXT,__text) external _krb5_kt_start_seq_get
0000000191eec598 (__TEXT,__text) external _krb5_kuserok
0000000191ee8470 (__TEXT,__text) external _krb5_mk_1cred
0000000191ee8478 (__TEXT,__text) external _krb5_mk_error
0000000191ee8480 (__TEXT,__text) external _krb5_mk_ncred
0000000191ef4710 (__TEXT,__text) external _krb5_mk_priv
0000000191ee8488 (__TEXT,__text) external _krb5_mk_rep
0000000191ef433c (__TEXT,__text) external _krb5_mk_req
0000000191ef4420 (__TEXT,__text) external _krb5_mk_req_extended
0000000191ef47d8 (__TEXT,__text) external _krb5_mk_safe
0000000191eec29c (__TEXT,__text) external _krb5_os_localaddr
0000000191eec930 (__TEXT,__text) external _krb5_parse_name
0000000191eec93c (__TEXT,__text) external _krb5_parse_name_flags
0000000191eec0d4 (__TEXT,__text) external _krb5_pkinit_cert_hash_str
0000000191ee8490 (__TEXT,__text) external _krb5_pkinit_get_client_cert
0000000191ee8498 (__TEXT,__text) external _krb5_pkinit_get_client_cert_db
0000000191ee84a0 (__TEXT,__text) external _krb5_pkinit_get_kdc_cert
0000000191ee84a8 (__TEXT,__text) external _krb5_pkinit_get_kdc_cert_db
0000000191ee84b0 (__TEXT,__text) external _krb5_pkinit_have_client_cert
0000000191ee84b8 (__TEXT,__text) external _krb5_pkinit_release_cert
0000000191ee84c0 (__TEXT,__text) external _krb5_pkinit_release_cert_db
0000000191ee84c8 (__TEXT,__text) external _krb5_pkinit_set_client_cert
0000000191ef4f5c (__TEXT,__text) external _krb5_principal2salt
0000000191eece0c (__TEXT,__text) external _krb5_principal_compare
0000000191ee84d0 (__TEXT,__text) external _krb5_process_key
0000000191eec3dc (__TEXT,__text) external _krb5_prompter_posix
0000000191ee84d8 (__TEXT,__text) external _krb5_random_key
0000000191ee84e0 (__TEXT,__text) external _krb5_rd_cred
0000000191ee84e8 (__TEXT,__text) external _krb5_rd_error
0000000191ef41ac (__TEXT,__text) external _krb5_rd_priv
0000000191ee84f0 (__TEXT,__text) external _krb5_rd_rep
0000000191ef3c78 (__TEXT,__text) external _krb5_rd_req
0000000191ef4274 (__TEXT,__text) external _krb5_rd_safe
0000000191ee84f8 (__TEXT,__text) external _krb5_read_password
0000000191eece18 (__TEXT,__text) external _krb5_realm_compare
0000000191ef3f5c (__TEXT,__text) external _krb5_recvauth
0000000191ef4054 (__TEXT,__text) external _krb5_recvauth_version
0000000191ee8500 (__TEXT,__text) external _krb5_salttype_to_string
0000000191ef4528 (__TEXT,__text) external _krb5_sendauth
0000000191ee8508 (__TEXT,__text) external _krb5_server_decrypt_ticket_keytab
                 (undefined) external _krb5_set_default_realm (from Heimdal)
                 (indirect) external _krb5_set_default_realm (for _krb5_set_default_realm)
0000000191ef503c (__TEXT,__text) external _krb5_set_default_tgs_enctypes
0000000191ef4fe0 (__TEXT,__text) external _krb5_set_default_tgs_ktypes
                 (undefined) external _krb5_set_error_message (from Heimdal)
                 (indirect) external _krb5_set_error_message (for _krb5_set_error_message)
0000000191ef4cb8 (__TEXT,__text) external _krb5_set_password
0000000191ef4bc0 (__TEXT,__text) external _krb5_set_password_using_ccache
0000000191ee8510 (__TEXT,__text) external _krb5_set_principal_realm
0000000191eec4f4 (__TEXT,__text) external _krb5_set_real_time
0000000191eecd68 (__TEXT,__text) external _krb5_sname_to_principal
0000000191ee8518 (__TEXT,__text) external _krb5_string_to_cksumtype
0000000191eec39c (__TEXT,__text) external _krb5_string_to_deltat
0000000191ee8520 (__TEXT,__text) external _krb5_string_to_enctype
0000000191ef4ed8 (__TEXT,__text) external _krb5_string_to_key
0000000191ee8528 (__TEXT,__text) external _krb5_string_to_salttype
0000000191ef48a0 (__TEXT,__text) external _krb5_string_to_timestamp
00000001e440a3d0 (__DATA_CONST,__const) non-external _krb5_string_to_timestamp.atime_format_table
0000000191eec078 (__TEXT,__text) external _krb5_timeofday
0000000191ee8530 (__TEXT,__text) external _krb5_timestamp_to_sfstring
0000000191ee8538 (__TEXT,__text) external _krb5_timestamp_to_string
0000000191eecb70 (__TEXT,__text) external _krb5_unparse_name
0000000191ee8540 (__TEXT,__text) external _krb5_unparse_name_ext
0000000191ee8548 (__TEXT,__text) external _krb5_unparse_name_flags
0000000191ee8550 (__TEXT,__text) external _krb5_unparse_name_flags_ext
0000000191eebffc (__TEXT,__text) external _krb5_us_timeofday
00000001e7d1ff70 (__DATA,__common) external _krb5_use_broken_arcfour_string2key
0000000191ef5098 (__TEXT,__text) external _krb5_use_enctype
0000000191ee8558 (__TEXT,__text) external _krb5_verify_checksum
0000000191eeaf8c (__TEXT,__text) external _krb5_verify_init_creds
0000000191eeaf68 (__TEXT,__text) external _krb5_verify_init_creds_opt_init
0000000191eeaf70 (__TEXT,__text) external _krb5_verify_init_creds_opt_set_ap_req_nofail
                 (undefined) external _krb5_vset_error_message (from Heimdal)
                 (indirect) external _krb5_vset_error_message (for _krb5_vset_error_message)
0000000191ee8560 (__TEXT,__text) external _krb5int_accessor
0000000191ee856c (__TEXT,__text) external _krb5int_freeaddrinfo
0000000191ee8574 (__TEXT,__text) external _krb5int_gai_strerror
0000000191ee857c (__TEXT,__text) external _krb5int_getaddrinfo
0000000191ee8584 (__TEXT,__text) external _krb5int_gmt_mktime
0000000191ee858c (__TEXT,__text) external _krb5int_init_context_kdc
0000000191ee8594 (__TEXT,__text) external _krb5int_pkinit_auth_pack_decode
0000000191ee859c (__TEXT,__text) external _krb5int_pkinit_create_cms_msg
0000000191ee85a4 (__TEXT,__text) external _krb5int_pkinit_pa_pk_as_rep_encode
0000000191ee85ac (__TEXT,__text) external _krb5int_pkinit_pa_pk_as_req_decode
0000000191ee85b4 (__TEXT,__text) external _krb5int_pkinit_parse_cms_msg
0000000191ee85bc (__TEXT,__text) external _krb5int_pkinit_reply_key_pack_encode
00000001e7d1f688 (__DATA,__data) non-external _krb5int_profile_shared_data
0000000191ef2e14 (__TEXT,__text) external _krb__get_srvtabname
0000000191ef2b58 (__TEXT,__text) external _krb_change_password
0000000191ef2c78 (__TEXT,__text) external _krb_check_auth
0000000191ef2d84 (__TEXT,__text) external _krb_delete_cred
0000000191ef2da4 (__TEXT,__text) external _krb_get_admhst
0000000191ef2d10 (__TEXT,__text) external _krb_get_cred
0000000191ef2b68 (__TEXT,__text) external _krb_get_err_text
0000000191ef2bc0 (__TEXT,__text) external _krb_get_in_tkt
0000000191ef2bc8 (__TEXT,__text) external _krb_get_in_tkt_creds
0000000191ef2dac (__TEXT,__text) external _krb_get_krbhst
0000000191ef2d9c (__TEXT,__text) external _krb_get_lrealm
0000000191ef2d7c (__TEXT,__text) external _krb_get_nth_cred
0000000191ef2d74 (__TEXT,__text) external _krb_get_num_cred
0000000191ef2bd0 (__TEXT,__text) external _krb_get_phost
0000000191ef2d94 (__TEXT,__text) external _krb_get_profile
0000000191ef2c20 (__TEXT,__text) external _krb_get_pw_in_tkt
0000000191ef2c28 (__TEXT,__text) external _krb_get_pw_in_tkt_creds
0000000191ef2c38 (__TEXT,__text) external _krb_get_svc_in_tkt
0000000191ef2d08 (__TEXT,__text) external _krb_get_tf_fullname
0000000191ef2d00 (__TEXT,__text) external _krb_get_tf_realm
0000000191ef2c40 (__TEXT,__text) external _krb_get_ticket_for_service
0000000191ef2e0c (__TEXT,__text) external _krb_life_to_time
0000000191ef2c80 (__TEXT,__text) external _krb_mk_auth
0000000191ef2c88 (__TEXT,__text) external _krb_mk_err
0000000191ef2c90 (__TEXT,__text) external _krb_mk_priv
0000000191ef2c98 (__TEXT,__text) external _krb_mk_req
0000000191ef2ca0 (__TEXT,__text) external _krb_mk_req_creds
0000000191ef2cb0 (__TEXT,__text) external _krb_mk_safe
0000000191ef2cc0 (__TEXT,__text) external _krb_rd_err
0000000191ef2cc8 (__TEXT,__text) external _krb_rd_priv
0000000191ef2cd0 (__TEXT,__text) external _krb_rd_req
0000000191ef2cd8 (__TEXT,__text) external _krb_rd_req_int
0000000191ef2ce0 (__TEXT,__text) external _krb_rd_safe
0000000191ef2db4 (__TEXT,__text) external _krb_realmofhost
0000000191ef2cf0 (__TEXT,__text) external _krb_recvauth
0000000191ef2cf8 (__TEXT,__text) external _krb_sendauth
0000000191ef2ca8 (__TEXT,__text) external _krb_set_lifetime
0000000191ef2d68 (__TEXT,__text) external _krb_set_tkt_string
0000000191ef2e04 (__TEXT,__text) external _krb_time_to_life
0000000191ef2c70 (__TEXT,__text) external _kuserok
                 (undefined) external _link (from libSystem)
                 (undefined) external _localtime_r (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
0000000191eec870 (__TEXT,__text) non-external _map_mit_principal
0000000191ef4160 (__TEXT,__text) non-external _match_appl_version
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _mktime (from libSystem)
0000000191eeb0e0 (__TEXT,__text) non-external (was a private external) _mshim_ctx
0000000191ef54bc (__TEXT,__text) non-external _mshim_ctx.cold.1
00000001e7d1f6e8 (__DATA,__bss) non-external _mshim_ctx.key
00000001e7d1f6e0 (__DATA,__bss) non-external _mshim_ctx.once
0000000191eeb050 (__TEXT,__text) non-external (was a private external) _mshim_failure
0000000191eeacc0 (__TEXT,__text) non-external _mshim_gic_opt
0000000191eeb784 (__TEXT,__text) non-external (was a private external) _mshim_haprepencpart2maprepencpart
0000000191eeb5c8 (__TEXT,__text) non-external (was a private external) _mshim_hcred2mcred
0000000191eeb1f8 (__TEXT,__text) non-external (was a private external) _mshim_hdata2mdata
0000000191eeb99c (__TEXT,__text) non-external (was a private external) _mshim_herror2merror
0000000191eeb284 (__TEXT,__text) non-external (was a private external) _mshim_hkeyblock2mkeyblock
0000000191eec808 (__TEXT,__text) non-external (was a private external) _mshim_hprinc2mprinc
0000000191eeb7f8 (__TEXT,__text) non-external (was a private external) _mshim_hreplay2mreplay
0000000191ef3d7c (__TEXT,__text) non-external _mshim_hticket2mticket
0000000191ee7a68 (__TEXT,__text) non-external (was a private external) _mshim_log_entry
0000000191eeb1ac (__TEXT,__text) non-external (was a private external) _mshim_malloc
0000000191ef54e4 (__TEXT,__text) non-external _mshim_malloc.cold.1
0000000191eeb400 (__TEXT,__text) non-external (was a private external) _mshim_mcred2hcred
0000000191eeb240 (__TEXT,__text) non-external (was a private external) _mshim_mdata2hdata
0000000191eeb2dc (__TEXT,__text) non-external (was a private external) _mshim_mkeyblock2hkeyblock
0000000191eeba90 (__TEXT,__text) non-external (was a private external) _mshim_remap_flags
                 (undefined) external _notify_check (from libSystem)
                 (undefined) external _notify_post (from libSystem)
                 (undefined) external _notify_register_check (from libSystem)
00000001e7d1f6d0 (__DATA,__data) non-external _notify_token
00000001e440a278 (__DATA_CONST,__const) non-external _oidsets
00000001e7d1f588 (__DATA,__data) non-external _prof_error_strings
0000000191ef0318 (__TEXT,__text) external _profile_abandon
0000000191ef1858 (__TEXT,__text) non-external (was a private external) _profile_add_node
0000000191ef1448 (__TEXT,__text) external _profile_add_relation
0000000191ef122c (__TEXT,__text) external _profile_clear_relation
0000000191eef1c8 (__TEXT,__text) non-external (was a private external) _profile_close_file
0000000191eef228 (__TEXT,__text) external _profile_configuration_updated
0000000191eeff90 (__TEXT,__text) non-external (was a private external) _profile_copy
0000000191ef1670 (__TEXT,__text) non-external (was a private external) _profile_create_node
0000000191eef52c (__TEXT,__text) non-external (was a private external) _profile_dereference_data
0000000191eef118 (__TEXT,__text) non-external (was a private external) _profile_dereference_data_locked
0000000191eeebac (__TEXT,__text) non-external (was a private external) _profile_file_is_writable
0000000191ef19d0 (__TEXT,__text) non-external (was a private external) _profile_find_node
0000000191ef1b04 (__TEXT,__text) non-external (was a private external) _profile_find_node_relation
0000000191ef1b6c (__TEXT,__text) non-external (was a private external) _profile_find_node_subsection
0000000191ef0274 (__TEXT,__text) external _profile_flush
0000000191eef294 (__TEXT,__text) non-external (was a private external) _profile_flush_file_data
