00000001c38ed888 (__TEXT,__text) external _DriverExecutableMain
00000001c38efd18 (__TEXT,__text) external __ZN25IODataQueueDispatchSource17SendDataAvailableEv
00000001c3900f30 (__TEXT,__text) external __ZN25IODataQueueDispatchSource19DataServiced_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionE
00000001c3900f68 (__TEXT,__text) external __ZN25IODataQueueDispatchSource19DataServiced_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionEPK11OSMetaClass
00000001c38f0064 (__TEXT,__text) external __ZN25IODataQueueDispatchSource19DequeueWithCoalesceEPbU13block_pointerFvPKvmE
00000001c38f0220 (__TEXT,__text) external __ZN25IODataQueueDispatchSource19EnqueueWithCoalesceEjPbU13block_pointerFvPvmE
00000001c3900e64 (__TEXT,__text) external __ZN25IODataQueueDispatchSource20DataAvailable_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionE
00000001c3900e9c (__TEXT,__text) external __ZN25IODataQueueDispatchSource20DataAvailable_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionEPK11OSMetaClass
00000001c3900450 (__TEXT,__text) external __ZN25IODataQueueDispatchSource22SetDataServicedHandlerEP8OSActionPFiP15OSMetaClassBase5IORPCE
00000001c390082c (__TEXT,__text) external __ZN25IODataQueueDispatchSource23CopyDataServicedHandlerEPP8OSActionPFiP15OSMetaClassBase5IORPCE
00000001c3900354 (__TEXT,__text) external __ZN25IODataQueueDispatchSource23SetDataAvailableHandlerEP8OSActionPFiP15OSMetaClassBase5IORPCE
00000001c39006bc (__TEXT,__text) external __ZN25IODataQueueDispatchSource24CopyDataAvailableHandlerEPP8OSActionPFiP15OSMetaClassBase5IORPCE
00000001c38efe10 (__TEXT,__text) external __ZN25IODataQueueDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE
00000001c3900c1c (__TEXT,__text) external __ZN25IODataQueueDispatchSource29SetDataServicedHandler_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSActionE
00000001c3900de0 (__TEXT,__text) external __ZN25IODataQueueDispatchSource30CopyDataServicedHandler_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP8OSActionE
00000001c3900b60 (__TEXT,__text) external __ZN25IODataQueueDispatchSource30SetDataAvailableHandler_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSActionE
00000001c3900d5c (__TEXT,__text) external __ZN25IODataQueueDispatchSource31CopyDataAvailableHandler_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP8OSActionE
00000001c38eff18 (__TEXT,__text) external __ZN25IODataQueueDispatchSource4PeekEU13block_pointerFvPKvmE
00000001c38efe20 (__TEXT,__text) external __ZN25IODataQueueDispatchSource4freeEv
00000001c38efb4c (__TEXT,__text) external __ZN25IODataQueueDispatchSource4initEv
00000001c390a93c (__TEXT,__text) non-external __ZN25IODataQueueDispatchSource4initEv.cold.1
00000001c390a968 (__TEXT,__text) non-external __ZN25IODataQueueDispatchSource4initEv.cold.2
00000001c3900218 (__TEXT,__text) external __ZN25IODataQueueDispatchSource6CreateEyP15IODispatchQueuePPS_
00000001c38f0014 (__TEXT,__text) external __ZN25IODataQueueDispatchSource7DequeueEU13block_pointerFvPKvmE
00000001c38f01d0 (__TEXT,__text) external __ZN25IODataQueueDispatchSource7EnqueueEjU13block_pointerFvPvmE
00000001c3900078 (__TEXT,__text) external __ZN25IODataQueueDispatchSource8DispatchE5IORPC
00000001c39000ac (__TEXT,__text) external __ZN25IODataQueueDispatchSource9_DispatchEPS_5IORPC
00000001c3901570 (__TEXT,__text) external __ZN25IODispatchSourceMetaClass3NewEP8OSObject
00000001c390171c (__TEXT,__text) external __ZN25IODispatchSourceMetaClass8DispatchE5IORPC
00000001c39023e0 (__TEXT,__text) external __ZN25IOInterruptDispatchSource10SetHandlerEP8OSActionPFiP15OSMetaClassBase5IORPCE
00000001c38ef22c (__TEXT,__text) external __ZN25IOInterruptDispatchSource11Cancel_ImplEU13block_pointerFvvE
00000001c390216c (__TEXT,__text) external __ZN25IOInterruptDispatchSource11Create_CallEP9IOServicejP15IODispatchQueuePPS_
00000001c3902534 (__TEXT,__text) external __ZN25IOInterruptDispatchSource13Create_InvokeE5IORPCPFiP9IOServicejP15IODispatchQueuePPS_E
00000001c38eeee8 (__TEXT,__text) external __ZN25IOInterruptDispatchSource15SetHandler_ImplEP8OSAction
00000001c39022d4 (__TEXT,__text) external __ZN25IOInterruptDispatchSource16GetInterruptTypeEP9IOServicejPy
00000001c38ef2d8 (__TEXT,__text) external __ZN25IOInterruptDispatchSource17CheckForWork_ImplE5IORPCb
00000001c39024dc (__TEXT,__text) external __ZN25IOInterruptDispatchSource17InterruptOccurredE5IORPCP8OSActionyyPFiP15OSMetaClassBaseS0_E
00000001c3902024 (__TEXT,__text) external __ZN25IOInterruptDispatchSource17SetHandler_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSActionE
00000001c38ef34c (__TEXT,__text) external __ZN25IOInterruptDispatchSource22InterruptOccurred_ImplEP8OSActionyy
00000001c3902630 (__TEXT,__text) external __ZN25IOInterruptDispatchSource23GetInterruptType_InvokeE5IORPCPFiP9IOServicejPyE
00000001c39020e0 (__TEXT,__text) external __ZN25IOInterruptDispatchSource24InterruptOccurred_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionyyE
00000001c39026e4 (__TEXT,__text) external __ZN25IOInterruptDispatchSource24InterruptOccurred_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionyyEPK11OSMetaClass
00000001c38eef50 (__TEXT,__text) external __ZN25IOInterruptDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE
00000001c38eee98 (__TEXT,__text) external __ZN25IOInterruptDispatchSource4freeEv
00000001c38eee2c (__TEXT,__text) external __ZN25IOInterruptDispatchSource4initEv
00000001c38eedf0 (__TEXT,__text) external __ZN25IOInterruptDispatchSource6CreateEP9IOServicejP15IODispatchQueuePPS_
00000001c390a88c (__TEXT,__text) non-external __ZN25IOInterruptDispatchSource6CreateEP9IOServicejP15IODispatchQueuePPS_.cold.1
00000001c3901e3c (__TEXT,__text) external __ZN25IOInterruptDispatchSource8DispatchE5IORPC
00000001c3901e70 (__TEXT,__text) external __ZN25IOInterruptDispatchSource9_DispatchEPS_5IORPC
00000001c39027b4 (__TEXT,__text) external __ZN27IOMemoryDescriptorMetaClass3NewEP8OSObject
00000001c390289c (__TEXT,__text) external __ZN27IOMemoryDescriptorMetaClass8DispatchE5IORPC
00000001c3905ff8 (__TEXT,__text) external __ZN30IOTimerDispatchSourceMetaClass3NewEP8OSObject
00000001c39063d4 (__TEXT,__text) external __ZN30IOTimerDispatchSourceMetaClass8DispatchE5IORPC
00000001c3908f08 (__TEXT,__text) external __ZN30_IOBlockStorageDeviceMetaClass3NewEP8OSObject
00000001c3908ff0 (__TEXT,__text) external __ZN30_IOBlockStorageDeviceMetaClass8DispatchE5IORPC
00000001c38fef90 (__TEXT,__text) external __ZN33IOBufferMemoryDescriptorMetaClass3NewEP8OSObject
00000001c38ff078 (__TEXT,__text) external __ZN33IOBufferMemoryDescriptorMetaClass8DispatchE5IORPC
00000001c390003c (__TEXT,__text) external __ZN34IODataQueueDispatchSourceMetaClass3NewEP8OSObject
00000001c39001c4 (__TEXT,__text) external __ZN34IODataQueueDispatchSourceMetaClass8DispatchE5IORPC
00000001c3901e00 (__TEXT,__text) external __ZN34IOInterruptDispatchSourceMetaClass3NewEP8OSObject
00000001c3902118 (__TEXT,__text) external __ZN34IOInterruptDispatchSourceMetaClass8DispatchE5IORPC
00000001c39059c0 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource10SetHandlerEP8OSActionPFiP15OSMetaClassBase5IORPCE
00000001c38ef554 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource11Cancel_ImplEU13block_pointerFvvE
00000001c3905878 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource11Create_CallEP12OSDictionaryyP15IODispatchQueuePPS_
00000001c3905ce4 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource13Create_InvokeE5IORPCPFiP12OSDictionaryyP15IODispatchQueuePPS_E
00000001c38ef600 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource17CheckForWork_ImplE5IORPCb
00000001c3905dac (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource17SetHandler_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSActionE
00000001c3905b3c (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource20CopyNextNotificationEPyPP9IOServiceS0_PFiP15OSMetaClassBase5IORPCE
00000001c38ef60c (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource20DeliverNotificationsEU13block_pointerFvyP9IOServiceyE
00000001c3905abc (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource24ServiceNotificationReadyEP8OSActionPFiP15OSMetaClassBase5IORPCE
00000001c3905f34 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource27CopyNextNotification_InvokeE5IORPCP15OSMetaClassBasePFiS2_PyPP9IOServiceS3_E
00000001c38ef454 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource28SetEnableWithCompletion_ImplEbU13block_pointerFvvE
00000001c3905e68 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource31ServiceNotificationReady_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionE
00000001c3905ea0 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource31ServiceNotificationReady_InvokeE5IORPCP15OSMetaClassBasePFvS2_P8OSActionEPK11OSMetaClass
00000001c38ef404 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource4freeEv
00000001c38ef398 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource4initEv
00000001c38ef350 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource6CreateEP12OSDictionaryyP15IODispatchQueuePPS_
00000001c390a8b8 (__TEXT,__text) non-external __ZN35IOServiceNotificationDispatchSource6CreateEP12OSDictionaryyP15IODispatchQueuePPS_.cold.1
00000001c39056d8 (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource8DispatchE5IORPC
00000001c390570c (__TEXT,__text) external __ZN35IOServiceNotificationDispatchSource9_DispatchEPS_5IORPC
00000001c3907604 (__TEXT,__text) external __ZN38OSAction_IOUserClient_KernelCompletion8DispatchE5IORPC
00000001c390765c (__TEXT,__text) external __ZN38OSAction_IOUserClient_KernelCompletion9_DispatchEPS_5IORPC
00000001c390569c (__TEXT,__text) external __ZN44IOServiceNotificationDispatchSourceMetaClass3NewEP8OSObject
00000001c3905824 (__TEXT,__text) external __ZN44IOServiceNotificationDispatchSourceMetaClass8DispatchE5IORPC
00000001c39075c8 (__TEXT,__text) external __ZN47OSAction_IOUserClient_KernelCompletionMetaClass3NewEP8OSObject
00000001c39076b0 (__TEXT,__text) external __ZN47OSAction_IOUserClient_KernelCompletionMetaClass8DispatchE5IORPC
00000001c3909870 (__TEXT,__text) external __ZN47OSAction__IOBlockStorageDevice_KernelCompletion8DispatchE5IORPC
00000001c39098c8 (__TEXT,__text) external __ZN47OSAction__IOBlockStorageDevice_KernelCompletion9_DispatchEPS_5IORPC
00000001c3909834 (__TEXT,__text) external __ZN56OSAction__IOBlockStorageDevice_KernelCompletionMetaClass3NewEP8OSObject
00000001c390991c (__TEXT,__text) external __ZN56OSAction__IOBlockStorageDevice_KernelCompletionMetaClass8DispatchE5IORPC
00000001c38f62e8 (__TEXT,__text) external __ZN6OSData11appendBytesEPKS_
00000001c38f62e4 (__TEXT,__text) external __ZN6OSData11appendBytesEPKvm
00000001c38f620c (__TEXT,__text) external __ZN6OSData12withCapacityEj
00000001c38f621c (__TEXT,__text) external __ZN6OSData15withBytesNoCopyEPvm
00000001c38f61b4 (__TEXT,__text) external __ZN6OSData4freeEv
00000001c38f6220 (__TEXT,__text) external __ZN6OSData8withDataEPKS_
00000001c38f6244 (__TEXT,__text) external __ZN6OSData8withDataEPKS_mm
00000001c38f6218 (__TEXT,__text) external __ZN6OSData9withBytesEPKvm
00000001c38f5b00 (__TEXT,__text) external __ZN7OSArray11withObjectsEPPK8OSObjectjj
00000001c38f5cc0 (__TEXT,__text) external __ZN7OSArray12removeObjectEj
00000001c38f5afc (__TEXT,__text) external __ZN7OSArray12withCapacityEj
00000001c38f5cb4 (__TEXT,__text) external __ZN7OSArray13replaceObjectEjPK15OSMetaClassBase
00000001c38f59e0 (__TEXT,__text) external __ZN7OSArray14ensureCapacityEj
00000001c38f59f0 (__TEXT,__text) external __ZN7OSArray15flushCollectionEv
00000001c38f5a98 (__TEXT,__text) external __ZN7OSArray4freeEv
00000001c38f5bec (__TEXT,__text) external __ZN7OSArray5mergeEPKS_
00000001c38f5b88 (__TEXT,__text) external __ZN7OSArray9setObjectEPK15OSMetaClassBase
00000001c38f5ca8 (__TEXT,__text) external __ZN7OSArray9setObjectEjPK15OSMetaClassBase
00000001c38f5b98 (__TEXT,__text) external __ZN7OSArray9withArrayEPKS_j
00000001c39080b8 (__TEXT,__text) external __ZN8OSAction11Create_CallEP8OSObjectyymPPS_
00000001c38f0cf4 (__TEXT,__text) external __ZN8OSAction12Aborted_ImplEv
00000001c38f0c9c (__TEXT,__text) external __ZN8OSAction12GetReferenceEv
00000001c390aa70 (__TEXT,__text) non-external __ZN8OSAction12GetReferenceEv.cold.1
00000001c39083d0 (__TEXT,__text) external __ZN8OSAction13Create_InvokeE5IORPCPFiP8OSObjectyymPPS_E
00000001c3908028 (__TEXT,__text) external __ZN8OSAction14Aborted_InvokeE5IORPCP15OSMetaClassBasePFvS2_E
00000001c38f0cc0 (__TEXT,__text) external __ZN8OSAction17SetAbortedHandlerEU13block_pointerFvvE
00000001c38f0a88 (__TEXT,__text) external __ZN8OSAction18CreateWithTypeNameEP8OSObjectyymP8OSStringPPS_
00000001c39081f8 (__TEXT,__text) external __ZN8OSAction23CreateWithTypeName_CallEP8OSObjectyymP8OSStringPPS_
00000001c390849c (__TEXT,__text) external __ZN8OSAction25CreateWithTypeName_InvokeE5IORPCPFiP8OSObjectyymP8OSStringPPS_E
00000001c38f0de4 (__TEXT,__text) external __ZN8OSAction4WaitEP17OSActionWaitTokenyy
00000001c390aac8 (__TEXT,__text) non-external __ZN8OSAction4WaitEP17OSActionWaitTokenyy.cold.1
00000001c38f0b28 (__TEXT,__text) external __ZN8OSAction4freeEv
00000001c390aa18 (__TEXT,__text) non-external __ZN8OSAction4freeEv.cold.1
00000001c38f0bb4 (__TEXT,__text) external __ZN8OSAction6CancelEU13block_pointerFvvE
00000001c390aa44 (__TEXT,__text) non-external __ZN8OSAction6CancelEU13block_pointerFvvE.cold.1
00000001c38f0a7c (__TEXT,__text) external __ZN8OSAction6CreateEP8OSObjectyymPPS_
00000001c390833c (__TEXT,__text) external __ZN8OSAction7AbortedEPFiP15OSMetaClassBase5IORPCE
00000001c38f0d84 (__TEXT,__text) external __ZN8OSAction7EndWaitEP17OSActionWaitToken
00000001c390aa9c (__TEXT,__text) non-external __ZN8OSAction7EndWaitEP17OSActionWaitToken.cold.1
00000001c3907f58 (__TEXT,__text) external __ZN8OSAction8DispatchE5IORPC
00000001c38f0d10 (__TEXT,__text) external __ZN8OSAction8WillWaitEPP17OSActionWaitToken
00000001c3907f8c (__TEXT,__text) external __ZN8OSAction9_DispatchEPS_5IORPC
00000001c38f64d0 (__TEXT,__text) external __ZN8OSNumber10withNumberEPKcm
00000001c38f6500 (__TEXT,__text) external __ZN8OSNumber10withNumberEym
00000001c38f6698 (__TEXT,__text) external __ZN8OSNumber4freeEv
00000001c3908960 (__TEXT,__text) external __ZN8OSObject16SetDispatchQueueEPKcP15IODispatchQueuePFiP15OSMetaClassBase5IORPCE
00000001c3908ae0 (__TEXT,__text) external __ZN8OSObject17CopyDispatchQueueEPKcPP15IODispatchQueuePFiP15OSMetaClassBase5IORPCE
00000001c3908c8c (__TEXT,__text) external __ZN8OSObject23SetDispatchQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcP15IODispatchQueueE
00000001c3908d68 (__TEXT,__text) external __ZN8OSObject24CopyDispatchQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcPP15IODispatchQueueE
00000001c38ee668 (__TEXT,__text) external __ZN8OSObject4freeEv
00000001c38ee658 (__TEXT,__text) external __ZN8OSObject4initEv
00000001c3908860 (__TEXT,__text) external __ZN8OSObject8DispatchE5IORPC
00000001c39088b8 (__TEXT,__text) external __ZN8OSObject9_DispatchEPS_5IORPC
00000001c38f631c (__TEXT,__text) external __ZN8OSString10withStringEPKS_
00000001c38f630c (__TEXT,__text) external __ZN8OSString11withCStringEPKc
00000001c38f6350 (__TEXT,__text) external __ZN8OSString11withCStringEPKcm
00000001c38f6314 (__TEXT,__text) external __ZN8OSString17withCStringNoCopyEPKc
00000001c38f6478 (__TEXT,__text) external __ZN8OSString4freeEv
00000001c38f15d8 (__TEXT,__text) external __ZN9IOService10Start_ImplEPS_
00000001c3904f8c (__TEXT,__text) external __ZN9IOService10Stop_asyncEPS_PFiP15OSMetaClassBase5IORPCE
00000001c38f1a30 (__TEXT,__text) external __ZN9IOService11Create_ImplEPS_PKcPS0_
00000001c390ab78 (__TEXT,__text) non-external __ZN9IOService11Create_ImplEPS_PKcPS0_.cold.1
00000001c390aba4 (__TEXT,__text) non-external __ZN9IOService11Create_ImplEPS_PKcPS0_.cold.2
00000001c3903820 (__TEXT,__text) external __ZN9IOService11Stop_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_E
00000001c3903768 (__TEXT,__text) external __ZN9IOService12Start_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_E
00000001c3903d7c (__TEXT,__text) external __ZN9IOService13ClientCrashedEPS_yPFiP15OSMetaClassBase5IORPCE
00000001c39039c0 (__TEXT,__text) external __ZN9IOService13Create_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_PKcPS3_E
00000001c39048c8 (__TEXT,__text) external __ZN9IOService13NewUserClientEjPP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00000001c3904688 (__TEXT,__text) external __ZN9IOService13SetPowerStateEjPFiP15OSMetaClassBase5IORPCE
00000001c3904560 (__TEXT,__text) external __ZN9IOService13SetPropertiesEP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00000001c3904218 (__TEXT,__text) external __ZN9IOService14CopyPropertiesEPP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00000001c3904388 (__TEXT,__text) external __ZN9IOService14SearchPropertyEPKcS1_yPP11OSContainerPFiP15OSMetaClassBase5IORPCE
00000001c39050e4 (__TEXT,__text) external __ZN9IOService14SetName_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcE
00000001c3904100 (__TEXT,__text) external __ZN9IOService15RegisterServiceEPFiP15OSMetaClassBase5IORPCE
00000001c38f1828 (__TEXT,__text) external __ZN9IOService15Stop_async_ImplEPS_
00000001c39047a8 (__TEXT,__text) external __ZN9IOService16ChangePowerStateEjPFiP15OSMetaClassBase5IORPCE
00000001c39054f4 (__TEXT,__text) external __ZN9IOService16Terminate_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00000001c3903aac (__TEXT,__text) external __ZN9IOService17Stop_async_InvokeE5IORPCP15OSMetaClassBasePFvS2_PS_E
00000001c3903e78 (__TEXT,__text) external __ZN9IOService18GetRegistryEntryIDEPyPFiP15OSMetaClassBase5IORPCE
00000001c3904e74 (__TEXT,__text) external __ZN9IOService18RequireMaxBusStallEyPFiP15OSMetaClassBase5IORPCE
00000001c38f1884 (__TEXT,__text) external __ZN9IOService18SetPowerState_ImplEj
00000001c3905028 (__TEXT,__text) external __ZN9IOService20ClientCrashed_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_yE
00000001c3905468 (__TEXT,__text) external __ZN9IOService20NewUserClient_InvokeE5IORPCP15OSMetaClassBasePFiS2_jPP12IOUserClientE
00000001c390394c (__TEXT,__text) external __ZN9IOService20SetPowerState_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00000001c3905380 (__TEXT,__text) external __ZN9IOService20SetProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12OSDictionaryE
00000001c39051fc (__TEXT,__text) external __ZN9IOService21CopyProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP12OSDictionaryE
00000001c390528c (__TEXT,__text) external __ZN9IOService21SearchProperty_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcS4_yPP11OSContainerE
00000001c38f1904 (__TEXT,__text) external __ZN9IOService21SetDispatchQueue_ImplEPKcP15IODispatchQueue
00000001c3904cf8 (__TEXT,__text) external __ZN9IOService22CopyProviderPropertiesEP7OSArrayPS1_PFiP15OSMetaClassBase5IORPCE
00000001c3905190 (__TEXT,__text) external __ZN9IOService22RegisterService_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
00000001c39053f4 (__TEXT,__text) external __ZN9IOService23ChangePowerState_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00000001c38f156c (__TEXT,__text) external __ZN9IOService23GetRegistryEntryID_ImplEPy
00000001c39038d8 (__TEXT,__text) external __ZN9IOService25GetRegistryEntryID_InvokeE5IORPCP15OSMetaClassBasePFiS2_PyE
00000001c3905600 (__TEXT,__text) external __ZN9IOService25RequireMaxBusStall_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00000001c38efaa0 (__TEXT,__text) external __ZN9IOService28CreateNameMatchingDictionaryEP8OSStringP12OSDictionary
00000001c38efafc (__TEXT,__text) external __ZN9IOService28CreateNameMatchingDictionaryEPKcP12OSDictionary
00000001c3905568 (__TEXT,__text) external __ZN9IOService29CopyProviderProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P7OSArrayPS4_E
00000001c38ef860 (__TEXT,__text) external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcP8OSObjectP12OSDictionary
00000001c38ef960 (__TEXT,__text) external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcS1_P12OSDictionary
00000001c390a910 (__TEXT,__text) non-external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcS1_P12OSDictionary.cold.1
00000001c38efa78 (__TEXT,__text) external __ZN9IOService33CreateUserClassMatchingDictionaryEP8OSStringP12OSDictionary
00000001c38efa8c (__TEXT,__text) external __ZN9IOService33CreateUserClassMatchingDictionaryEPKcP12OSDictionary
00000001c38ef9cc (__TEXT,__text) external __ZN9IOService35CreateKernelClassMatchingDictionaryEP8OSStringP12OSDictionary
00000001c38efa28 (__TEXT,__text) external __ZN9IOService35CreateKernelClassMatchingDictionaryEPKcP12OSDictionary
00000001c3903c80 (__TEXT,__text) external __ZN9IOService4StopEPS_PFiP15OSMetaClassBase5IORPCE
00000001c38ee688 (__TEXT,__text) external __ZN9IOService4freeEv
00000001c38f13e0 (__TEXT,__text) external __ZN9IOService4initEv
00000001c390ab4c (__TEXT,__text) non-external __ZN9IOService4initEv.cold.1
00000001c3903b84 (__TEXT,__text) external __ZN9IOService5StartEPS_PFiP15OSMetaClassBase5IORPCE
00000001c3904a34 (__TEXT,__text) external __ZN9IOService6CreateEPS_PKcPS0_PFiP15OSMetaClassBase5IORPCE
00000001c3903fb4 (__TEXT,__text) external __ZN9IOService7SetNameEPKcPFiP15OSMetaClassBase5IORPCE
00000001c39034ac (__TEXT,__text) external __ZN9IOService8DispatchE5IORPC
00000001c38f1644 (__TEXT,__text) external __ZN9IOService9Stop_ImplEPS_
00000001c3904be0 (__TEXT,__text) external __ZN9IOService9TerminateEyPFiP15OSMetaClassBase5IORPCE
00000001c39034e0 (__TEXT,__text) external __ZN9IOService9_DispatchEPS_5IORPC
00000001c38f6754 (__TEXT,__text) external __ZN9OSBoolean4freeEv
00000001c38f4fec (__TEXT,__text) external __ZNK12OSCollection14copyCollectionEP12OSDictionary
00000001c38f4ffc (__TEXT,__text) external __ZNK12OSCollection14iterateObjectsEU13block_pointerFbP8OSObjectE
00000001c38f513c (__TEXT,__text) external __ZNK12OSDictionary11getCapacityEv
00000001c38f5714 (__TEXT,__text) external __ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
00000001c38f5478 (__TEXT,__text) external __ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectS1_E
00000001c38f5124 (__TEXT,__text) external __ZNK12OSDictionary8getCountEv
00000001c38f55b4 (__TEXT,__text) external __ZNK12OSDictionary9getObjectEPK8OSObject
00000001c38f5708 (__TEXT,__text) external __ZNK12OSDictionary9getObjectEPKc
00000001c38f500c (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPK15OSMetaClassBase
00000001c38f5074 (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPKS_
00000001c38f55bc (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection
00000001c390153c (__TEXT,__text) non-external (was a private external) __ZNK15IODispatchQueue12getMetaClassEv
00000001c38ebf24 (__TEXT,__text) external __ZNK15OSMetaClassBase12getMetaClassEv
00000001c38ebe80 (__TEXT,__text) external __ZNK15OSMetaClassBase6retainEv
00000001c38eb6b8 (__TEXT,__text) external __ZNK15OSMetaClassBase7PrivateEv
00000001c38ebe84 (__TEXT,__text) external __ZNK15OSMetaClassBase7releaseEv
00000001c38ebf18 (__TEXT,__text) external __ZNK15OSMetaClassBase9isEqualToEPKS_
00000001c3901dcc (__TEXT,__text) non-external (was a private external) __ZNK16IODispatchSource12getMetaClassEv
00000001c3900ffc (__TEXT,__text) non-external (was a private external) __ZNK25IODataQueueDispatchSource12getMetaClassEv
00000001c3902780 (__TEXT,__text) non-external (was a private external) __ZNK25IOInterruptDispatchSource12getMetaClassEv
00000001c3905fc4 (__TEXT,__text) non-external (was a private external) __ZNK35IOServiceNotificationDispatchSource12getMetaClassEv
00000001c3907704 (__TEXT,__text) non-external (was a private external) __ZNK38OSAction_IOUserClient_KernelCompletion12getMetaClassEv
00000001c3909970 (__TEXT,__text) non-external (was a private external) __ZNK47OSAction__IOBlockStorageDevice_KernelCompletion12getMetaClassEv
00000001c38f62d4 (__TEXT,__text) external __ZNK6OSData11getCapacityEv
00000001c38f6290 (__TEXT,__text) external __ZNK6OSData14getBytesNoCopyEmm
00000001c38f60ac (__TEXT,__text) external __ZNK6OSData14getBytesNoCopyEv
00000001c38f60cc (__TEXT,__text) external __ZNK6OSData9getLengthEv
00000001c38f5f68 (__TEXT,__text) external __ZNK6OSData9isEqualToEPK15OSMetaClassBase
00000001c38f6048 (__TEXT,__text) external __ZNK6OSData9isEqualToEPK8OSString
00000001c38f6024 (__TEXT,__text) external __ZNK6OSData9isEqualToEPKS_
00000001c38f6058 (__TEXT,__text) external __ZNK6OSData9isEqualToEPKvm
00000001c38f59c8 (__TEXT,__text) external __ZNK7OSArray11getCapacityEv
00000001c38f5db0 (__TEXT,__text) external __ZNK7OSArray13getLastObjectEv
00000001c38f5dcc (__TEXT,__text) external __ZNK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
00000001c38f5e7c (__TEXT,__text) external __ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej
00000001c38f59b0 (__TEXT,__text) external __ZNK7OSArray8getCountEv
00000001c38f5da8 (__TEXT,__text) external __ZNK7OSArray9getObjectEj
00000001c38f5800 (__TEXT,__text) external __ZNK7OSArray9isEqualToEPK15OSMetaClassBase
00000001c38f5868 (__TEXT,__text) external __ZNK7OSArray9isEqualToEPKS_
00000001c390856c (__TEXT,__text) non-external (was a private external) __ZNK8OSAction12getMetaClassEv
00000001c38f6504 (__TEXT,__text) external __ZNK8OSNumber12numberOfBitsEv
00000001c38f650c (__TEXT,__text) external __ZNK8OSNumber17unsigned8BitValueEv
