00007ffb18a13c1f (__TEXT,__text) external _AAArchiveStreamCancel
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
00007ffb18a137d5 (__TEXT,__text) non-external _pushPaddingRange
00007ffb18a12024 (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
00007ffb18a27f18 (__TEXT,__text) non-external _randomAccessWorkerProc
00007ffb18a33eb8 (__TEXT,__text) non-external _rangeInputStreamCancel
00007ffb18a33e95 (__TEXT,__text) non-external _rangeInputStreamClose
00007ffb18a33ed5 (__TEXT,__text) non-external _rangeInputStreamRead
00007ffb18a18bab (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r$INODE64 (from libSystem)
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
00007ffb18a57e46 (__TEXT,__text) non-external _realloc_ace
00007ffb18a55471 (__TEXT,__text) non-external _realloc_attr
00007ffb18a183ed (__TEXT,__text) non-external _realloc_blob
00007ffb18a52dd0 (__TEXT,__text) non-external _realloc_blob
00007ffb18a553d0 (__TEXT,__text) non-external _realloc_blob
00007ffb18a57da5 (__TEXT,__text) non-external _realloc_blob
00007ffb18a1848e (__TEXT,__text) non-external _realloc_entries
00007ffb18a52e75 (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
00007ffb18a3989c (__TEXT,__text) non-external _removeEntryProc
00007ffb18a394e9 (__TEXT,__text) non-external (was a private external) _removeFile
00007ffb18a39936 (__TEXT,__text) non-external _removeLeaveDirProc
00007ffb18a2acdc (__TEXT,__text) non-external _removeStreamAbort
00007ffb18a2a49f (__TEXT,__text) non-external _removeStreamClose
00007ffb18a2accc (__TEXT,__text) non-external _removeStreamWriteBlob
00007ffb18a2a7dc (__TEXT,__text) non-external _removeStreamWriteHeader
00007ffb18a39866 (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
00007ffb18a43b96 (__TEXT,__text) non-external _retireEntryRange
00007ffb18a52338 (__TEXT,__text) non-external _retireThreadEnqueue
00007ffb18a4e223 (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
00007ffb18a31a33 (__TEXT,__text) non-external _seekTo
00007ffb18a29a2f (__TEXT,__text) non-external _sendEOF
00007ffb18a3ba77 (__TEXT,__text) non-external _sendHeader
00007ffb18a1ed9a (__TEXT,__text) non-external _sendMessage
00007ffb18a6294a (__TEXT,__text) non-external _sendMessage
00007ffb18a27ddc (__TEXT,__text) non-external _sequentialReaderProc
00007ffb18a27e60 (__TEXT,__text) non-external _sequentialWriterProc
00007ffb18a692b0 (__TEXT,__cstring) non-external _serializeHexString.digit
00007ffb18a3ed58 (__TEXT,__text) non-external _setFieldBlob
00007ffb18a38b31 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
00007ffb18a39b24 (__TEXT,__text) non-external _setThreadErrorContext
                 (undefined) external _setattrlist (from libSystem)
00007ffb18a3c6d7 (__TEXT,__text) non-external _setupContext
00007ffb18a419cc (__TEXT,__text) non-external _setupContext
00007ffb18a379f1 (__TEXT,__text) non-external (was a private external) _sha1ToString
00007ffb18a2302b (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
00007ffb18a1386f (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat$INODE64 (from libSystem)
00007ffb18a38aa6 (__TEXT,__text) non-external (was a private external) _statIsCompressed
00007ffb18a3998d (__TEXT,__text) non-external (was a private external) _statIsDataless
00007ffb18a4a7a4 (__TEXT,__text) non-external _stateAppendEntry
00007ffb18a4a1a2 (__TEXT,__text) non-external _stateConcatPath
00007ffb18a4780a (__TEXT,__text) non-external _stateDestroy
00007ffb18a4a1d5 (__TEXT,__text) non-external _stateGetEntryData
00007ffb18a4a395 (__TEXT,__text) non-external _stateShouldCreateFileInCluster
                 (undefined) external _statfs$INODE64 (from libSystem)
00007ffb18a38196 (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
00007ffb18a36f24 (__TEXT,__text) non-external _streamAbort
00007ffb18a3fc93 (__TEXT,__text) non-external _streamAbort
00007ffb18a36db4 (__TEXT,__text) non-external _streamClose
00007ffb18a3f8d3 (__TEXT,__text) non-external _streamClose
00007ffb18a2178f (__TEXT,__text) non-external _streamConsumerProc
00007ffb18a404c7 (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
00007ffb18a36f41 (__TEXT,__text) non-external _streamPRead
00007ffb18a3fcb3 (__TEXT,__text) non-external _streamPWrite
00007ffb18a61bf5 (__TEXT,__text) non-external _streamProc
00007ffb18a37346 (__TEXT,__text) non-external _streamRead
00007ffb18a37369 (__TEXT,__text) non-external _streamSeek
00007ffb18a2184b (__TEXT,__text) non-external _streamThreadProc
00007ffb18a21700 (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
00007ffb18a30144 (__TEXT,__text) non-external _stringTableIndexCompareProc
00007ffb18a2fc1d (__TEXT,__text) non-external _stringTableReserve
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007ffb18a57a00 (__TEXT,__text) non-external _tarParseInt
00007ffb18a3331e (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
00007ffb18a33028 (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
00007ffb18a5f139 (__TEXT,__text) non-external _threadPoolWorkerThreadProc
00007ffb18a3a3f8 (__TEXT,__text) non-external _threadWrapperProc
00007ffb18a26020 (__TEXT,__text) non-external _treeAdd
00007ffb18a259e9 (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
00007ffb18a25cba (__TEXT,__text) non-external _treeRebalance
00007ffb18a269b6 (__TEXT,__text) non-external _treeRotateLeft
00007ffb18a268a7 (__TEXT,__text) non-external _treeRotateRight
00007ffb18a25f00 (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
00007ffb18a4360c (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
00007ffb18a38432 (__TEXT,__text) non-external (was a private external) _updateFileAttributes
00007ffb18a3a075 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
00007ffb18a3a0a7 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
00007ffb18a5404a (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
00007ffb18a1ed03 (__TEXT,__text) non-external _verifyDirectoryStreamCancel
00007ffb18a1e1ac (__TEXT,__text) non-external _verifyDirectoryStreamClose
00007ffb18a1eb3a (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
00007ffb18a1e547 (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
00007ffb18a3c97d (__TEXT,__text) non-external _verifySegment
00007ffb18a427b8 (__TEXT,__text) non-external _verifySegment
                 (undefined) external _vsnprintf (from libSystem)
00007ffb18a4a46e (__TEXT,__text) non-external _workerApplyAttr
00007ffb18a1ed18 (__TEXT,__text) non-external _workerDataFree
00007ffb18a4a6ae (__TEXT,__text) non-external _workerDecodeAndApplyACL
00007ffb18a4a5b8 (__TEXT,__text) non-external _workerDecodeAndApplyXAT
00007ffb18a2acf1 (__TEXT,__text) non-external _workerDestroy
00007ffb18a4a14c (__TEXT,__text) non-external _workerDestroy
00007ffb18a11744 (__TEXT,__text) non-external _workerProc
00007ffb18a1d07e (__TEXT,__text) non-external _workerProc
00007ffb18a2a3ab (__TEXT,__text) non-external _workerProc
00007ffb18a377e2 (__TEXT,__text) non-external _workerProc
00007ffb18a478d4 (__TEXT,__text) non-external _workerProc
00007ffb18a61aae (__TEXT,__text) non-external _workerProc
00007ffb18a4a52c (__TEXT,__text) non-external _workerReserve
00007ffb18a4a246 (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
00007ffb18a5a8cb (__TEXT,__text) non-external _writeOBuf
00007ffb18a3f5bd (__TEXT,__text) non-external _writerProc
