                 (undefined) external _AuthorizationCopyInfo (from Security)
                 (undefined) external _AuthorizationCopyRights (from Security)
                 (undefined) external _AuthorizationCreate (from Security)
                 (undefined) external _AuthorizationFree (from Security)
                 (undefined) external _AuthorizationFreeItemSet (from Security)
                 (undefined) external _CC_SHA1_Final (from libSystem)
                 (undefined) external _CC_SHA1_Init (from libSystem)
                 (undefined) external _CC_SHA1_Update (from libSystem)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithStream (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
000000019430ffdc (__TEXT,__text) external _FSp_krb_get_svc_in_tkt
0000000194312250 (__TEXT,__text) external _krb5_c_decrypt
0000000194312390 (__TEXT,__text) external _krb5_c_encrypt
00000001943124d8 (__TEXT,__text) external _krb5_c_encrypt_length
00000001943052e0 (__TEXT,__text) external _krb5_c_enctype_compare
00000001943052e8 (__TEXT,__text) external _krb5_c_free_state
00000001943052f0 (__TEXT,__text) external _krb5_c_init_state
00000001943052f8 (__TEXT,__text) external _krb5_c_is_coll_proof_cksum
0000000194305300 (__TEXT,__text) external _krb5_c_is_keyed_cksum
0000000194305308 (__TEXT,__text) external _krb5_c_keyed_checksum_types
0000000194305310 (__TEXT,__text) external _krb5_c_make_checksum
0000000194305318 (__TEXT,__text) external _krb5_c_make_random_key
0000000194305320 (__TEXT,__text) external _krb5_c_random_add_entropy
0000000194305328 (__TEXT,__text) external _krb5_c_random_make_octets
0000000194305330 (__TEXT,__text) external _krb5_c_random_os_entropy
0000000194305338 (__TEXT,__text) external _krb5_c_random_seed
0000000194311f50 (__TEXT,__text) external _krb5_c_string_to_key
0000000194305340 (__TEXT,__text) external _krb5_c_string_to_key_with_params
0000000194305348 (__TEXT,__text) external _krb5_c_valid_cksumtype
0000000194305350 (__TEXT,__text) external _krb5_c_valid_enctype
0000000194305358 (__TEXT,__text) external _krb5_c_verify_checksum
0000000194305360 (__TEXT,__text) external _krb5_calculate_checksum
000000019430f7dc (__TEXT,__text) external _krb5_cc_cache_match
000000019430f698 (__TEXT,__text) external _krb5_cc_close
0000000194305368 (__TEXT,__text) external _krb5_cc_copy_creds
000000019430f418 (__TEXT,__text) external _krb5_cc_default
                 (undefined) external _krb5_cc_default_name (from Heimdal)
                 (indirect) external _krb5_cc_default_name (for _krb5_cc_default_name)
                 (undefined) external _krb5_cc_destroy (from Heimdal)
                 (indirect) external _krb5_cc_destroy (for _krb5_cc_destroy)
000000019430f9a0 (__TEXT,__text) external _krb5_cc_end_seq_get
000000019430f778 (__TEXT,__text) external _krb5_cc_gen_new
000000019430f6a4 (__TEXT,__text) external _krb5_cc_get_config
000000019430f69c (__TEXT,__text) external _krb5_cc_get_name
000000019430f5e8 (__TEXT,__text) external _krb5_cc_get_principal
000000019430f6a0 (__TEXT,__text) external _krb5_cc_get_type
000000019430f4e0 (__TEXT,__text) external _krb5_cc_initialize
0000000194305374 (__TEXT,__text) external _krb5_cc_last_change_time
000000019430537c (__TEXT,__text) external _krb5_cc_lock
0000000194305384 (__TEXT,__text) external _krb5_cc_move
000000019430f704 (__TEXT,__text) external _krb5_cc_new_unique
000000019430f8f8 (__TEXT,__text) external _krb5_cc_next_cred
0000000194305390 (__TEXT,__text) external _krb5_cc_remove_cred
000000019430f474 (__TEXT,__text) external _krb5_cc_resolve
000000019430f7e4 (__TEXT,__text) external _krb5_cc_retrieve_cred
0000000194305398 (__TEXT,__text) external _krb5_cc_set_config
                 (undefined) external _krb5_cc_set_default_name (from Heimdal)
                 (indirect) external _krb5_cc_set_default_name (for _krb5_cc_set_default_name)
00000001943053a0 (__TEXT,__text) external _krb5_cc_set_flags
                 (undefined) external _krb5_cc_start_seq_get (from Heimdal)
                 (indirect) external _krb5_cc_start_seq_get (for _krb5_cc_start_seq_get)
000000019430f54c (__TEXT,__text) external _krb5_cc_store_cred
00000001943053a8 (__TEXT,__text) external _krb5_cc_unlock
                 (undefined) external _krb5_cccol_cursor_free (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_free (for _krb5_cccol_cursor_free)
                 (undefined) external _krb5_cccol_cursor_new (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_new (for _krb5_cccol_cursor_new)
                 (undefined) external _krb5_cccol_cursor_next (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_next (for _krb5_cccol_cursor_next)
00000001943053b0 (__TEXT,__text) external _krb5_cccol_last_change_time
00000001943053b8 (__TEXT,__text) external _krb5_cccol_lock
00000001943053c0 (__TEXT,__text) external _krb5_cccol_unlock
000000019431259c (__TEXT,__text) external _krb5_change_password
00000001943053c8 (__TEXT,__text) external _krb5_checksum_size
00000001943053d0 (__TEXT,__text) external _krb5_cksumtype_to_string
                 (undefined) external _krb5_clear_error_message (from Heimdal)
                 (indirect) external _krb5_clear_error_message (for _krb5_clear_error_message)
00000001943053d8 (__TEXT,__text) external _krb5_copy_addresses
00000001943053e0 (__TEXT,__text) external _krb5_copy_authdata
00000001943053e8 (__TEXT,__text) external _krb5_copy_authenticator
00000001943053f0 (__TEXT,__text) external _krb5_copy_checksum
00000001943053f8 (__TEXT,__text) external _krb5_copy_context
000000019430fbdc (__TEXT,__text) external _krb5_copy_creds
0000000194308dd4 (__TEXT,__text) external _krb5_copy_data
0000000194308404 (__TEXT,__text) external _krb5_copy_keyblock
0000000194308394 (__TEXT,__text) external _krb5_copy_keyblock_contents
0000000194309d0c (__TEXT,__text) external _krb5_copy_principal
0000000194305400 (__TEXT,__text) external _krb5_copy_ticket
000000019430fa38 (__TEXT,__text) external _krb5_decode_ticket
0000000194305408 (__TEXT,__text) external _krb5_decrypt
0000000194305410 (__TEXT,__text) external _krb5_deltat_to_string
0000000194305418 (__TEXT,__text) external _krb5_eblock_enctype
0000000194305420 (__TEXT,__text) external _krb5_encrypt
0000000194305428 (__TEXT,__text) external _krb5_encrypt_size
00000001943092dc (__TEXT,__text) external _krb5_enctype_to_string
0000000194305430 (__TEXT,__text) external _krb5_finish_key
0000000194305438 (__TEXT,__text) external _krb5_finish_random_key
0000000194309318 (__TEXT,__text) external _krb5_free_addresses
0000000194308870 (__TEXT,__text) external _krb5_free_ap_rep_enc_part
0000000194309098 (__TEXT,__text) external _krb5_free_authdata
0000000194305440 (__TEXT,__text) external _krb5_free_authenticator
0000000194305448 (__TEXT,__text) external _krb5_free_checksum
0000000194305450 (__TEXT,__text) external _krb5_free_checksum_contents
0000000194305458 (__TEXT,__text) external _krb5_free_cksumtypes
0000000194305460 (__TEXT,__text) external _krb5_free_config_files
0000000194308bb4 (__TEXT,__text) external _krb5_free_context
0000000194308e3c (__TEXT,__text) external _krb5_free_cred_contents
0000000194308f04 (__TEXT,__text) external _krb5_free_creds
0000000194308d5c (__TEXT,__text) external _krb5_free_data
00000001943089e8 (__TEXT,__text) external _krb5_free_data_contents
0000000194309df0 (__TEXT,__text) external _krb5_free_default_realm
0000000194308f68 (__TEXT,__text) external _krb5_free_enc_tkt_part
0000000194308934 (__TEXT,__text) external _krb5_free_error
                 (undefined) external _krb5_free_error_message (from Heimdal)
                 (indirect) external _krb5_free_error_message (for _krb5_free_error_message)
                 (undefined) external _krb5_free_host_realm (from Heimdal)
                 (indirect) external _krb5_free_host_realm (for _krb5_free_host_realm)
00000001943088d8 (__TEXT,__text) external _krb5_free_keyblock
0000000194308d00 (__TEXT,__text) external _krb5_free_keyblock_contents
0000000194310470 (__TEXT,__text) external _krb5_free_keytab_entry_contents
0000000194304dc8 (__TEXT,__text) external _krb5_free_krbhst
0000000194309d70 (__TEXT,__text) external _krb5_free_principal
0000000194305468 (__TEXT,__text) external _krb5_free_tgt_creds
0000000194308fd0 (__TEXT,__text) external _krb5_free_ticket
0000000194309cb8 (__TEXT,__text) external _krb5_free_unparsed_name
0000000194305470 (__TEXT,__text) external _krb5_fwd_tgt_creds
000000019430fae4 (__TEXT,__text) external _krb5_get_credentials
0000000194305478 (__TEXT,__text) external _krb5_get_credentials_renew
0000000194305480 (__TEXT,__text) external _krb5_get_credentials_validate
0000000194305488 (__TEXT,__text) external _krb5_get_default_config_files
                 (undefined) external _krb5_get_default_realm (from Heimdal)
                 (indirect) external _krb5_get_default_realm (for _krb5_get_default_realm)
000000019430988c (__TEXT,__text) external _krb5_get_error_message
                 (undefined) external _krb5_get_host_realm (from Heimdal)
                 (indirect) external _krb5_get_host_realm (for _krb5_get_host_realm)
0000000194305490 (__TEXT,__text) external _krb5_get_in_tkt
000000019430549c (__TEXT,__text) external _krb5_get_in_tkt_with_keytab
0000000194307f14 (__TEXT,__text) external _krb5_get_in_tkt_with_password
00000001943054a8 (__TEXT,__text) external _krb5_get_in_tkt_with_skey
0000000194307e10 (__TEXT,__text) external _krb5_get_init_creds_keytab
0000000194307904 (__TEXT,__text) external _krb5_get_init_creds_opt_alloc
0000000194307978 (__TEXT,__text) external _krb5_get_init_creds_opt_free
000000019430787c (__TEXT,__text) external _krb5_get_init_creds_opt_init
0000000194307bc8 (__TEXT,__text) external _krb5_get_init_creds_opt_set_address_list
0000000194307b18 (__TEXT,__text) external _krb5_get_init_creds_opt_set_canonicalize
00000001943054b4 (__TEXT,__text) external _krb5_get_init_creds_opt_set_change_password_prompt
0000000194307b64 (__TEXT,__text) external _krb5_get_init_creds_opt_set_etype_list
0000000194307a70 (__TEXT,__text) external _krb5_get_init_creds_opt_set_forwardable
00000001943054bc (__TEXT,__text) external _krb5_get_init_creds_opt_set_pa
0000000194307bcc (__TEXT,__text) external _krb5_get_init_creds_opt_set_preauth_list
00000001943078cc (__TEXT,__text) external _krb5_get_init_creds_opt_set_process_last_req
0000000194307ac4 (__TEXT,__text) external _krb5_get_init_creds_opt_set_proxiable
0000000194307a1c (__TEXT,__text) external _krb5_get_init_creds_opt_set_renew_life
                 (undefined) external _krb5_get_init_creds_opt_set_salt (from Heimdal)
                 (indirect) external _krb5_get_init_creds_opt_set_salt (for _krb5_get_init_creds_opt_set_salt)
00000001943079cc (__TEXT,__text) external _krb5_get_init_creds_opt_set_tkt_life
0000000194307c00 (__TEXT,__text) external _krb5_get_init_creds_password
0000000194304dbc (__TEXT,__text) external _krb5_get_krbhst
00000001943054c4 (__TEXT,__text) external _krb5_get_permitted_enctypes
00000001943054cc (__TEXT,__text) external _krb5_get_profile
00000001943054d4 (__TEXT,__text) external _krb5_get_prompt_types
0000000194309f00 (__TEXT,__text) external _krb5_get_realm_domain
0000000194309574 (__TEXT,__text) external _krb5_get_renewed_creds
0000000194309390 (__TEXT,__text) external _krb5_get_server_rcache
00000001943054dc (__TEXT,__text) external _krb5_get_time_offsets
00000001943094ec (__TEXT,__text) external _krb5_get_validated_creds
00000001e76f0f70 (__DATA_CONST,__const) external _krb5_gss_oid_array
                 (undefined) external _krb5_gss_register_acceptor_identity (from GSS)
                 (indirect) external _krb5_gss_register_acceptor_identity (for _krb5_gss_register_acceptor_identity)
00000001943054e4 (__TEXT,__text) external _krb5_gss_use_kdc_context
0000000194304ad8 (__TEXT,__text) external _krb5_init_context
00000001943054ec (__TEXT,__text) external _krb5_init_keyblock
00000001943054f4 (__TEXT,__text) external _krb5_init_random_key
0000000194308b60 (__TEXT,__text) external _krb5_init_secure_context
00000001943054fc (__TEXT,__text) external _krb5_ipc_client_clear_target
0000000194305504 (__TEXT,__text) external _krb5_ipc_client_set_target_uid
000000019430550c (__TEXT,__text) external _krb5_is_config_principal
0000000194305514 (__TEXT,__text) external _krb5_is_referral_realm
000000019430551c (__TEXT,__text) external _krb5_is_thread_safe
00000001943109e0 (__TEXT,__text) external _krb5_kt_add_entry
                 (undefined) external _krb5_kt_close (from Heimdal)
                 (indirect) external _krb5_kt_close (for _krb5_kt_close)
000000019431072c (__TEXT,__text) non-external _krb5_kt_copy_entry_contents
                 (undefined) external _krb5_kt_default (from Heimdal)
                 (indirect) external _krb5_kt_default (for _krb5_kt_default)
                 (undefined) external _krb5_kt_default_name (from Heimdal)
                 (indirect) external _krb5_kt_default_name (for _krb5_kt_default_name)
00000001943104f4 (__TEXT,__text) external _krb5_kt_end_seq_get
00000001943107ec (__TEXT,__text) non-external _krb5_kt_free_entry
0000000194310568 (__TEXT,__text) external _krb5_kt_get_entry
0000000194310854 (__TEXT,__text) external _krb5_kt_get_name
0000000194310a74 (__TEXT,__text) external _krb5_kt_get_type
00000001eb10cfa8 (__DATA,__bss) non-external _krb5_kt_get_type.name
00000001943103a8 (__TEXT,__text) external _krb5_kt_next_entry
000000019431085c (__TEXT,__text) external _krb5_kt_read_service_key
000000019431095c (__TEXT,__text) external _krb5_kt_remove_entry
                 (undefined) external _krb5_kt_resolve (from Heimdal)
                 (indirect) external _krb5_kt_resolve (for _krb5_kt_resolve)
0000000194310310 (__TEXT,__text) external _krb5_kt_start_seq_get
00000001943096a0 (__TEXT,__text) external _krb5_kuserok
0000000194305524 (__TEXT,__text) external _krb5_mk_1cred
000000019430552c (__TEXT,__text) external _krb5_mk_error
0000000194305534 (__TEXT,__text) external _krb5_mk_ncred
000000019431187c (__TEXT,__text) external _krb5_mk_priv
000000019430553c (__TEXT,__text) external _krb5_mk_rep
00000001943114a8 (__TEXT,__text) external _krb5_mk_req
0000000194311590 (__TEXT,__text) external _krb5_mk_req_extended
0000000194311944 (__TEXT,__text) external _krb5_mk_safe
000000019430939c (__TEXT,__text) external _krb5_os_localaddr
0000000194309a0c (__TEXT,__text) external _krb5_parse_name
0000000194309a18 (__TEXT,__text) external _krb5_parse_name_flags
00000001943091cc (__TEXT,__text) external _krb5_pkinit_cert_hash_str
0000000194305544 (__TEXT,__text) external _krb5_pkinit_get_client_cert
000000019430554c (__TEXT,__text) external _krb5_pkinit_get_client_cert_db
0000000194305554 (__TEXT,__text) external _krb5_pkinit_get_kdc_cert
000000019430555c (__TEXT,__text) external _krb5_pkinit_get_kdc_cert_db
0000000194305564 (__TEXT,__text) external _krb5_pkinit_have_client_cert
000000019430556c (__TEXT,__text) external _krb5_pkinit_release_cert
0000000194305574 (__TEXT,__text) external _krb5_pkinit_release_cert_db
000000019430557c (__TEXT,__text) external _krb5_pkinit_set_client_cert
00000001943120c8 (__TEXT,__text) external _krb5_principal2salt
0000000194309ee8 (__TEXT,__text) external _krb5_principal_compare
0000000194305584 (__TEXT,__text) external _krb5_process_key
00000001943094e4 (__TEXT,__text) external _krb5_prompter_posix
000000019430558c (__TEXT,__text) external _krb5_random_key
0000000194305594 (__TEXT,__text) external _krb5_rd_cred
000000019430559c (__TEXT,__text) external _krb5_rd_error
0000000194311318 (__TEXT,__text) external _krb5_rd_priv
00000001943055a4 (__TEXT,__text) external _krb5_rd_rep
0000000194310de4 (__TEXT,__text) external _krb5_rd_req
00000001943113e0 (__TEXT,__text) external _krb5_rd_safe
00000001943055ac (__TEXT,__text) external _krb5_read_password
0000000194309ef4 (__TEXT,__text) external _krb5_realm_compare
00000001943110c8 (__TEXT,__text) external _krb5_recvauth
00000001943111c0 (__TEXT,__text) external _krb5_recvauth_version
00000001943055b4 (__TEXT,__text) external _krb5_salttype_to_string
0000000194311694 (__TEXT,__text) external _krb5_sendauth
00000001943055bc (__TEXT,__text) external _krb5_server_decrypt_ticket_keytab
                 (undefined) external _krb5_set_default_realm (from Heimdal)
                 (indirect) external _krb5_set_default_realm (for _krb5_set_default_realm)
00000001943121a8 (__TEXT,__text) external _krb5_set_default_tgs_enctypes
000000019431214c (__TEXT,__text) external _krb5_set_default_tgs_ktypes
                 (undefined) external _krb5_set_error_message (from Heimdal)
                 (indirect) external _krb5_set_error_message (for _krb5_set_error_message)
0000000194311e28 (__TEXT,__text) external _krb5_set_password
0000000194311d30 (__TEXT,__text) external _krb5_set_password_using_ccache
00000001943055c4 (__TEXT,__text) external _krb5_set_principal_realm
00000001943095fc (__TEXT,__text) external _krb5_set_real_time
0000000194309e44 (__TEXT,__text) external _krb5_sname_to_principal
00000001943055cc (__TEXT,__text) external _krb5_string_to_cksumtype
00000001943094a4 (__TEXT,__text) external _krb5_string_to_deltat
00000001943055d4 (__TEXT,__text) external _krb5_string_to_enctype
0000000194312044 (__TEXT,__text) external _krb5_string_to_key
00000001943055dc (__TEXT,__text) external _krb5_string_to_salttype
0000000194311a0c (__TEXT,__text) external _krb5_string_to_timestamp
00000001e76f1138 (__DATA_CONST,__const) non-external _krb5_string_to_timestamp.atime_format_table
0000000194309170 (__TEXT,__text) external _krb5_timeofday
00000001943055e4 (__TEXT,__text) external _krb5_timestamp_to_sfstring
00000001943055ec (__TEXT,__text) external _krb5_timestamp_to_string
0000000194309c4c (__TEXT,__text) external _krb5_unparse_name
00000001943055f4 (__TEXT,__text) external _krb5_unparse_name_ext
00000001943055fc (__TEXT,__text) external _krb5_unparse_name_flags
0000000194305604 (__TEXT,__text) external _krb5_unparse_name_flags_ext
00000001943090f4 (__TEXT,__text) external _krb5_us_timeofday
00000001eb10cff8 (__DATA,__common) external _krb5_use_broken_arcfour_string2key
0000000194312204 (__TEXT,__text) external _krb5_use_enctype
000000019430560c (__TEXT,__text) external _krb5_verify_checksum
0000000194308018 (__TEXT,__text) external _krb5_verify_init_creds
0000000194307ff8 (__TEXT,__text) external _krb5_verify_init_creds_opt_init
0000000194308000 (__TEXT,__text) external _krb5_verify_init_creds_opt_set_ap_req_nofail
                 (undefined) external _krb5_vset_error_message (from Heimdal)
                 (indirect) external _krb5_vset_error_message (for _krb5_vset_error_message)
0000000194305614 (__TEXT,__text) external _krb5int_accessor
0000000194305620 (__TEXT,__text) external _krb5int_freeaddrinfo
0000000194305628 (__TEXT,__text) external _krb5int_gai_strerror
0000000194305630 (__TEXT,__text) external _krb5int_getaddrinfo
0000000194305638 (__TEXT,__text) external _krb5int_gmt_mktime
0000000194305640 (__TEXT,__text) external _krb5int_init_context_kdc
0000000194305648 (__TEXT,__text) external _krb5int_pkinit_auth_pack_decode
0000000194305650 (__TEXT,__text) external _krb5int_pkinit_create_cms_msg
0000000194305658 (__TEXT,__text) external _krb5int_pkinit_pa_pk_as_rep_encode
0000000194305660 (__TEXT,__text) external _krb5int_pkinit_pa_pk_as_req_decode
0000000194305668 (__TEXT,__text) external _krb5int_pkinit_parse_cms_msg
0000000194305670 (__TEXT,__text) external _krb5int_pkinit_reply_key_pack_encode
00000001eb10c718 (__DATA,__data) non-external _krb5int_profile_shared_data
000000019430ff8c (__TEXT,__text) external _krb__get_srvtabname
000000019430fcd0 (__TEXT,__text) external _krb_change_password
000000019430fdf0 (__TEXT,__text) external _krb_check_auth
000000019430fefc (__TEXT,__text) external _krb_delete_cred
000000019430ff1c (__TEXT,__text) external _krb_get_admhst
000000019430fe88 (__TEXT,__text) external _krb_get_cred
000000019430fce0 (__TEXT,__text) external _krb_get_err_text
000000019430fd38 (__TEXT,__text) external _krb_get_in_tkt
000000019430fd40 (__TEXT,__text) external _krb_get_in_tkt_creds
000000019430ff24 (__TEXT,__text) external _krb_get_krbhst
000000019430ff14 (__TEXT,__text) external _krb_get_lrealm
000000019430fef4 (__TEXT,__text) external _krb_get_nth_cred
000000019430feec (__TEXT,__text) external _krb_get_num_cred
000000019430fd48 (__TEXT,__text) external _krb_get_phost
000000019430ff0c (__TEXT,__text) external _krb_get_profile
000000019430fd98 (__TEXT,__text) external _krb_get_pw_in_tkt
000000019430fda0 (__TEXT,__text) external _krb_get_pw_in_tkt_creds
000000019430fdb0 (__TEXT,__text) external _krb_get_svc_in_tkt
000000019430fe80 (__TEXT,__text) external _krb_get_tf_fullname
000000019430fe78 (__TEXT,__text) external _krb_get_tf_realm
000000019430fdb8 (__TEXT,__text) external _krb_get_ticket_for_service
000000019430ff84 (__TEXT,__text) external _krb_life_to_time
000000019430fdf8 (__TEXT,__text) external _krb_mk_auth
000000019430fe00 (__TEXT,__text) external _krb_mk_err
000000019430fe08 (__TEXT,__text) external _krb_mk_priv
000000019430fe10 (__TEXT,__text) external _krb_mk_req
000000019430fe18 (__TEXT,__text) external _krb_mk_req_creds
000000019430fe28 (__TEXT,__text) external _krb_mk_safe
000000019430fe38 (__TEXT,__text) external _krb_rd_err
000000019430fe40 (__TEXT,__text) external _krb_rd_priv
000000019430fe48 (__TEXT,__text) external _krb_rd_req
000000019430fe50 (__TEXT,__text) external _krb_rd_req_int
000000019430fe58 (__TEXT,__text) external _krb_rd_safe
000000019430ff2c (__TEXT,__text) external _krb_realmofhost
000000019430fe68 (__TEXT,__text) external _krb_recvauth
000000019430fe70 (__TEXT,__text) external _krb_sendauth
000000019430fe20 (__TEXT,__text) external _krb_set_lifetime
000000019430fee0 (__TEXT,__text) external _krb_set_tkt_string
000000019430ff7c (__TEXT,__text) external _krb_time_to_life
000000019430fde8 (__TEXT,__text) external _kuserok
                 (undefined) external _link (from libSystem)
                 (undefined) external _localtime_r (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
0000000194309950 (__TEXT,__text) non-external _map_mit_principal
00000001943112cc (__TEXT,__text) non-external _match_appl_version
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _mktime (from libSystem)
000000019430815c (__TEXT,__text) non-external (was a private external) _mshim_ctx
0000000194312640 (__TEXT,__text) non-external _mshim_ctx.cold.1
0000000194312654 (__TEXT,__text) non-external _mshim_ctx.cold.2
00000001eb10c778 (__DATA,__bss) non-external _mshim_ctx.key
00000001eb10c770 (__DATA,__bss) non-external _mshim_ctx.once
00000001943080dc (__TEXT,__text) non-external (was a private external) _mshim_failure
000000019431262c (__TEXT,__text) non-external _mshim_failure.cold.1
0000000194307d50 (__TEXT,__text) non-external _mshim_gic_opt
00000001943087e8 (__TEXT,__text) non-external (was a private external) _mshim_haprepencpart2maprepencpart
000000019430862c (__TEXT,__text) non-external (was a private external) _mshim_hcred2mcred
0000000194308260 (__TEXT,__text) non-external (was a private external) _mshim_hdata2mdata
0000000194308a34 (__TEXT,__text) non-external (was a private external) _mshim_herror2merror
00000001943082ec (__TEXT,__text) non-external (was a private external) _mshim_hkeyblock2mkeyblock
00000001943098e8 (__TEXT,__text) non-external (was a private external) _mshim_hprinc2mprinc
000000019430885c (__TEXT,__text) non-external (was a private external) _mshim_hreplay2mreplay
0000000194310ee8 (__TEXT,__text) non-external _mshim_hticket2mticket
0000000194304b2c (__TEXT,__text) non-external (was a private external) _mshim_log_entry
000000019431262c (__TEXT,__text) non-external _mshim_log_entry.cold.1
0000000194308218 (__TEXT,__text) non-external (was a private external) _mshim_malloc
000000019431267c (__TEXT,__text) non-external _mshim_malloc.cold.1
0000000194308464 (__TEXT,__text) non-external (was a private external) _mshim_mcred2hcred
00000001943082a8 (__TEXT,__text) non-external (was a private external) _mshim_mdata2hdata
0000000194308344 (__TEXT,__text) non-external (was a private external) _mshim_mkeyblock2hkeyblock
0000000194308b28 (__TEXT,__text) non-external (was a private external) _mshim_remap_flags
                 (undefined) external _notify_check (from libSystem)
                 (undefined) external _notify_post (from libSystem)
                 (undefined) external _notify_register_check (from libSystem)
00000001eb10c760 (__DATA,__data) non-external _notify_token
00000001e76f0fe0 (__DATA_CONST,__const) non-external _oidsets
00000001eb10c618 (__DATA,__data) non-external _prof_error_strings
000000019430d3dc (__TEXT,__text) external _profile_abandon
000000019430e9c8 (__TEXT,__text) non-external (was a private external) _profile_add_node
000000019430e5bc (__TEXT,__text) external _profile_add_relation
000000019430e3a0 (__TEXT,__text) external _profile_clear_relation
000000019430c294 (__TEXT,__text) non-external (was a private external) _profile_close_file
000000019430c2f4 (__TEXT,__text) external _profile_configuration_updated
000000019430d03c (__TEXT,__text) non-external (was a private external) _profile_copy
000000019430e7dc (__TEXT,__text) non-external (was a private external) _profile_create_node
000000019430c5dc (__TEXT,__text) non-external (was a private external) _profile_dereference_data
000000019430c1e4 (__TEXT,__text) non-external (was a private external) _profile_dereference_data_locked
000000019430bc7c (__TEXT,__text) non-external (was a private external) _profile_file_is_writable
000000019430eb40 (__TEXT,__text) non-external (was a private external) _profile_find_node
000000019430ec74 (__TEXT,__text) non-external (was a private external) _profile_find_node_relation
000000019430ece0 (__TEXT,__text) non-external (was a private external) _profile_find_node_subsection
000000019430d338 (__TEXT,__text) external _profile_flush
000000019430c354 (__TEXT,__text) non-external (was a private external) _profile_flush_file_data
000000019430c300 (__TEXT,__text) non-external (was a private external) _profile_flush_file_data_to_buffer
000000019430c56c (__TEXT,__text) non-external (was a private external) _profile_flush_file_data_to_file
000000019430d3c8 (__TEXT,__text) external _profile_flush_to_buffer
000000019430d380 (__TEXT,__text) external _profile_flush_to_file
000000019430d3d4 (__TEXT,__text) external _profile_free_buffer
000000019430c650 (__TEXT,__text) non-external (was a private external) _profile_free_file
000000019430c69c (__TEXT,__text) external _profile_free_list
000000019430e760 (__TEXT,__text) non-external (was a private external) _profile_free_node
000000019430cb1c (__TEXT,__text) external _profile_get_boolean
000000019430c9f4 (__TEXT,__text) external _profile_get_integer
000000019430eb30 (__TEXT,__text) non-external (was a private external) _profile_get_node_name
000000019430ed48 (__TEXT,__text) non-external (was a private external) _profile_get_node_parent
000000019430eb38 (__TEXT,__text) non-external (was a private external) _profile_get_node_value
000000019430ccfc (__TEXT,__text) external _profile_get_relation_names
000000019430c93c (__TEXT,__text) external _profile_get_string
000000019430cc34 (__TEXT,__text) external _profile_get_subsection_names
000000019430c8b8 (__TEXT,__text) non-external (was a private external) _profile_get_value
000000019430c6f0 (__TEXT,__text) external _profile_get_values
000000019430ceb8 (__TEXT,__text) external _profile_init
000000019430d0fc (__TEXT,__text) external _profile_init_path
000000019430d2e8 (__TEXT,__text) external _profile_is_modified
000000019430eb24 (__TEXT,__text) non-external (was a private external) _profile_is_node_final
000000019430d284 (__TEXT,__text) external _profile_is_writable
000000019430ce00 (__TEXT,__text) external _profile_iterator
000000019430cdf8 (__TEXT,__text) external _profile_iterator_create
000000019430cdfc (__TEXT,__text) external _profile_iterator_free
000000019430bc78 (__TEXT,__text) non-external (was a private external) _profile_library_initializer
000000019430c638 (__TEXT,__text) non-external (was a private external) _profile_lock_global
000000019430eaf8 (__TEXT,__text) non-external (was a private external) _profile_make_node_final
000000019430bcc4 (__TEXT,__text) non-external (was a private external) _profile_make_prf_data
000000019430ee78 (__TEXT,__text) non-external (was a private external) _profile_node_iterator
00000001943126e4 (__TEXT,__text) non-external _profile_node_iterator.cold.1
000000019430ed58 (__TEXT,__text) non-external (was a private external) _profile_node_iterator_create
000000019430ee2c (__TEXT,__text) non-external (was a private external) _profile_node_iterator_free
000000019430bd74 (__TEXT,__text) non-external (was a private external) _profile_open_file
000000019430d44c (__TEXT,__text) non-external (was a private external) _profile_parse_file
000000019430cfcc (__TEXT,__text) external _profile_release
000000019430ceb4 (__TEXT,__text) external _profile_release_string
000000019430f238 (__TEXT,__text) non-external (was a private external) _profile_remove_node
000000019430f2e0 (__TEXT,__text) non-external (was a private external) _profile_rename_node
000000019430e494 (__TEXT,__text) external _profile_rename_section
