0000000182baf198 (__DATA,__data) external _NDR_record
0000000180abb8fc (__TEXT,__text) external _mach_voucher_extract_attr_content
0000000180aa102c (__TEXT,__text) external _mach_voucher_extract_attr_recipe
0000000180a8a570 (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
0000000180a8a5ac (__TEXT,__text) external _mach_wait_until
0000000180aa7170 (__TEXT,__text) external _mach_zone_force_gc
0000000180aa8080 (__TEXT,__text) external _mach_zone_get_btlog_records
0000000180aa7ef0 (__TEXT,__text) external _mach_zone_get_zlog_zones
0000000180aa6fa4 (__TEXT,__text) external _mach_zone_info
0000000180aa7d44 (__TEXT,__text) external _mach_zone_info_for_largest_zone
0000000180aa7bd4 (__TEXT,__text) external _mach_zone_info_for_zone
0000000180a8a528 (__TEXT,__text) external _macx_backing_store_recovery
0000000180a8a51c (__TEXT,__text) external _macx_backing_store_suspend
0000000180a8a4f8 (__TEXT,__text) external _macx_swapoff
0000000180a8a4ec (__TEXT,__text) external _macx_swapon
0000000180a8a510 (__TEXT,__text) external _macx_triggers
0000000180a8e3a0 (__TEXT,__text) external _madvise
0000000180a8f748 (__TEXT,__text) non-external _malloc
0000000180a8f87c (__TEXT,__text) non-external _malloc_type_malloc
0000000180a8f924 (__TEXT,__text) non-external _malloc_type_realloc
0000000182baf1f8 (__DATA,__bss) non-external _master_host_port
0000000180a8f9f0 (__TEXT,__text) non-external _memcpy
0000000180a8e3cc (__TEXT,__text) external _memorystatus_control
0000000180a8e3f8 (__TEXT,__text) external _memorystatus_get_level
0000000180a93280 (__TEXT,__text) external _mig_allocate
0000000180a934d4 (__TEXT,__text) external _mig_dealloc_reply_port
0000000180aa0af8 (__TEXT,__text) external _mig_dealloc_special_reply_port
0000000180a932dc (__TEXT,__text) external _mig_deallocate
0000000180a93440 (__TEXT,__text) external _mig_get_reply_port
0000000180aa0abc (__TEXT,__text) external _mig_get_special_reply_port
0000000180a9354c (__TEXT,__text) external _mig_put_reply_port
0000000180a9340c (__TEXT,__text) external _mig_reply_setup
0000000180a93550 (__TEXT,__text) external _mig_strncpy
0000000180a9359c (__TEXT,__text) external _mig_strncpy_zerofill
0000000180a8e424 (__TEXT,__text) external _mincore
0000000180a8e450 (__TEXT,__text) external _minherit
0000000180a8a5d0 (__TEXT,__text) external _mk_timer_arm
0000000180a8a5e8 (__TEXT,__text) external _mk_timer_arm_leeway
0000000180a8a5dc (__TEXT,__text) external _mk_timer_cancel
0000000180a8a5b8 (__TEXT,__text) external _mk_timer_create
0000000180a8a5c4 (__TEXT,__text) external _mk_timer_destroy
0000000180a8e47c (__TEXT,__text) external _mkdir
0000000180a8e4a8 (__TEXT,__text) external _mkdirat
0000000180a8e4d4 (__TEXT,__text) external _mkfifo
0000000180a8e500 (__TEXT,__text) external _mkfifoat
0000000180a8e52c (__TEXT,__text) external _mknod
0000000180a8e558 (__TEXT,__text) external _mknodat
0000000180a8e584 (__TEXT,__text) external _mlock
0000000180a8e5b0 (__TEXT,__text) external _mlockall
0000000180a9d0fc (__TEXT,__text) external _mmap
0000000180a8e5dc (__TEXT,__text) external _mount
0000000180a8ba20 (__TEXT,__text) external _mprotect
0000000180a8e608 (__TEXT,__text) external _mremap_encrypted
0000000180a93708 (__TEXT,__text) external _msg_receive
0000000180a936f8 (__TEXT,__text) external _msg_rpc
0000000180a93700 (__TEXT,__text) external _msg_send
0000000180a8ba4c (__TEXT,__text) external _msgctl
0000000180a8e634 (__TEXT,__text) external _msgget
0000000180a8e660 (__TEXT,__text) external _msgrcv
0000000180a8ba78 (__TEXT,__text) external _msgrcv$NOCANCEL
0000000180a8e68c (__TEXT,__text) external _msgsnd
0000000180a8baa4 (__TEXT,__text) external _msgsnd$NOCANCEL
0000000180a8a8a4 (__TEXT,__text) external _msgsys
0000000180a8bafc (__TEXT,__text) external _msync
0000000180a8bb28 (__TEXT,__text) external _msync$NOCANCEL
0000000180a8e6b8 (__TEXT,__text) external _munlock
0000000180a8e6e4 (__TEXT,__text) external _munlockall
0000000180aa1d38 (__TEXT,__text) external _munmap
0000000180a8e710 (__TEXT,__text) external _necp_client_action
0000000180a8e73c (__TEXT,__text) external _necp_match_policy
0000000180a8e768 (__TEXT,__text) external _necp_open
0000000180a8e794 (__TEXT,__text) external _necp_session_action
0000000180a8e7c0 (__TEXT,__text) external _necp_session_open
0000000180a8e7ec (__TEXT,__text) external _net_qos_guideline
0000000180a8e818 (__TEXT,__text) external _netagent_trigger
0000000180aafefc (__TEXT,__text) external _netname_check_in
0000000180ab02ec (__TEXT,__text) external _netname_check_out
0000000180ab00a0 (__TEXT,__text) external _netname_look_up
0000000180ab048c (__TEXT,__text) external _netname_version
0000000180a95f58 (__TEXT,__text) external _nfsclnt
0000000180a8e844 (__TEXT,__text) external _nfssvc
0000000182baf188 (__DATA,__data) external _non_boost_assertion_token
0000000182baf180 (__DATA,__data) external _normal_boost_assertion_token
0000000180a8e870 (__TEXT,__text) external _ntp_adjtime
0000000180a8e89c (__TEXT,__text) external _ntp_gettime
0000000180a8e8c8 (__TEXT,__text) external _objc_bp_assist_cfg_np
0000000180a9eee8 (__TEXT,__text) external _open
0000000180a95fe4 (__TEXT,__text) external _open$NOCANCEL
0000000180a9f9c4 (__TEXT,__text) external _open_dprotected_np
0000000180a9ef1c (__TEXT,__text) external _openat
0000000180a96018 (__TEXT,__text) external _openat$NOCANCEL
0000000180a9fa88 (__TEXT,__text) external _openat_authenticated_np
0000000180a9fa24 (__TEXT,__text) external _openat_dprotected_np
0000000180a8e8f4 (__TEXT,__text) external _openbyid_np
0000000180a91490 (__TEXT,__text) external _os_buflet_get_data_address
0000000180a91460 (__TEXT,__text) external _os_buflet_get_data_length
0000000180a91498 (__TEXT,__text) external _os_buflet_get_data_limit
0000000180a91458 (__TEXT,__text) external _os_buflet_get_data_offset
0000000180a91480 (__TEXT,__text) external _os_buflet_get_object_address
0000000180a91488 (__TEXT,__text) external _os_buflet_get_object_limit
0000000180a91474 (__TEXT,__text) external _os_buflet_set_data_length
0000000180a91468 (__TEXT,__text) external _os_buflet_set_data_offset
0000000180a9a4c0 (__TEXT,__text) external _os_channel_advance_slot
0000000180a9b108 (__TEXT,__text) external _os_channel_attr_clone
0000000180a9b06c (__TEXT,__text) external _os_channel_attr_create
0000000180a9b334 (__TEXT,__text) external _os_channel_attr_destroy
0000000180a9b5a4 (__TEXT,__text) external _os_channel_attr_get
0000000180a9b758 (__TEXT,__text) external _os_channel_attr_get_key
0000000180a9b414 (__TEXT,__text) external _os_channel_attr_set
0000000180a9b19c (__TEXT,__text) external _os_channel_attr_set_key
0000000180a9a468 (__TEXT,__text) external _os_channel_available_slot_count
0000000180a9ccc0 (__TEXT,__text) external _os_channel_buflet_alloc
0000000180a9c67c (__TEXT,__text) external _os_channel_buflet_free
0000000180a9cc8c (__TEXT,__text) external _os_channel_configure_interface_advisory
0000000180a9a0bc (__TEXT,__text) external _os_channel_create
0000000180a99674 (__TEXT,__text) external _os_channel_create_extended
0000000180a9a244 (__TEXT,__text) external _os_channel_destroy
0000000180a9cbf0 (__TEXT,__text) external _os_channel_event_free
0000000180aa0658 (__TEXT,__text) external _os_channel_event_get_event_data
0000000180aa05a4 (__TEXT,__text) external _os_channel_event_get_next_event
0000000180a9acb8 (__TEXT,__text) external _os_channel_flow_admissible
0000000180a9ae90 (__TEXT,__text) external _os_channel_flow_adv_get_ce_count
0000000180a9ac94 (__TEXT,__text) external _os_channel_get_advisory_region
0000000180a9a0cc (__TEXT,__text) external _os_channel_get_fd
0000000180a9cbf4 (__TEXT,__text) external _os_channel_get_interface_advisory
0000000180a9c80c (__TEXT,__text) external _os_channel_get_next_event_handle
0000000180a9a54c (__TEXT,__text) external _os_channel_get_next_slot
0000000180a9ac24 (__TEXT,__text) external _os_channel_get_stats_region
0000000180a99e84 (__TEXT,__text) non-external _os_channel_info2attr
0000000180a99fa0 (__TEXT,__text) non-external _os_channel_init_ring
0000000180a9a338 (__TEXT,__text) external _os_channel_is_defunct
0000000180a9bc38 (__TEXT,__text) external _os_channel_large_packet_alloc
0000000180a9b7d4 (__TEXT,__text) external _os_channel_packet_alloc
0000000180a9b7dc (__TEXT,__text) non-external _os_channel_packet_alloc_common
0000000180a9bc40 (__TEXT,__text) external _os_channel_packet_free
0000000180a9c0f4 (__TEXT,__text) external _os_channel_packet_pool_purge
0000000180a9a438 (__TEXT,__text) external _os_channel_pending
0000000180a9c3d8 (__TEXT,__text) non-external _os_channel_purge_packet_alloc_ring_common
0000000180a9a0d4 (__TEXT,__text) external _os_channel_read_attr
0000000180a9a1f4 (__TEXT,__text) external _os_channel_read_nexus_extension_info
0000000180a9a34c (__TEXT,__text) external _os_channel_ring_id
0000000180a9a45c (__TEXT,__text) external _os_channel_ring_notify_time
0000000180a9a450 (__TEXT,__text) external _os_channel_ring_sync_time
0000000180a9a3dc (__TEXT,__text) external _os_channel_rx_ring
0000000180a9a984 (__TEXT,__text) external _os_channel_set_slot_properties
0000000180a9bdc8 (__TEXT,__text) external _os_channel_slot_attach_packet
0000000180a9bf54 (__TEXT,__text) external _os_channel_slot_detach_packet
0000000180a9aac0 (__TEXT,__text) external _os_channel_slot_get_packet
0000000180a9a218 (__TEXT,__text) external _os_channel_sync
0000000180a9a398 (__TEXT,__text) external _os_channel_tx_ring
0000000180a9a128 (__TEXT,__text) external _os_channel_write_attr
0000000180a9141c (__TEXT,__text) external _os_copy_and_inet_checksum
0000000180a8a600 (__TEXT,__text) external _os_cpu_copy_in_cksum
0000000180a9f8d0 (__TEXT,__text) external _os_cpu_in_cksum
0000000180a8a000 (__TEXT,__text) external _os_cpu_in_cksum_mbuf
0000000180a8e920 (__TEXT,__text) external _os_fault_with_payload
0000000180a91418 (__TEXT,__text) external _os_inet_checksum
0000000180a98d70 (__TEXT,__text) external _os_log_coprocessor_as_kernel
0000000180a98d74 (__TEXT,__text) external _os_log_coprocessor_register_as_kernel
0000000180a9dba8 (__TEXT,__text) external _os_nexus_attr_clone
0000000180a9db0c (__TEXT,__text) external _os_nexus_attr_create
0000000180a9de24 (__TEXT,__text) external _os_nexus_attr_destroy
0000000180a9ddf0 (__TEXT,__text) external _os_nexus_attr_get
0000000180a9dc04 (__TEXT,__text) external _os_nexus_attr_set
0000000180a9e598 (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
0000000180a9e268 (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
0000000180a9e288 (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
0000000180a9de74 (__TEXT,__text) external _os_nexus_controller_create
0000000180a9e25c (__TEXT,__text) external _os_nexus_controller_deregister_provider
0000000180a9e984 (__TEXT,__text) external _os_nexus_controller_destroy
0000000180a9e27c (__TEXT,__text) external _os_nexus_controller_free_provider_instance
0000000180a9df74 (__TEXT,__text) external _os_nexus_controller_get_fd
0000000180a9e798 (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
0000000180a9e434 (__TEXT,__text) external _os_nexus_controller_read_provider_attr
0000000180a9df7c (__TEXT,__text) external _os_nexus_controller_register_provider
0000000180a9e6fc (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
0000000180a9e3b4 (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
0000000180a9ed2c (__TEXT,__text) external _os_nexus_flow_set_wake_from_sleep
0000000180a912e8 (__TEXT,__text) external _os_packet_add_buflet
0000000180a908d4 (__TEXT,__text) external _os_packet_add_inet_csum_flags
0000000180a90a0c (__TEXT,__text) external _os_packet_clear_flow_uuid
0000000180a91394 (__TEXT,__text) external _os_packet_decrement_use_count
0000000180a9113c (__TEXT,__text) external _os_packet_finalize
0000000180a913bc (__TEXT,__text) external _os_packet_get_aggregation_type
0000000180a9104c (__TEXT,__text) external _os_packet_get_buflet_count
0000000180a90758 (__TEXT,__text) external _os_packet_get_compression_generation_count
0000000180a91040 (__TEXT,__text) external _os_packet_get_data_length
0000000180a90ad0 (__TEXT,__text) external _os_packet_get_expire_time
0000000180a90b5c (__TEXT,__text) external _os_packet_get_expiry_action
0000000180a9095c (__TEXT,__text) external _os_packet_get_flow_uuid
0000000180a90aa4 (__TEXT,__text) external _os_packet_get_group_end
0000000180a90a48 (__TEXT,__text) external _os_packet_get_group_start
0000000180a901e0 (__TEXT,__text) external _os_packet_get_headroom
0000000180a90910 (__TEXT,__text) external _os_packet_get_inet_checksum
0000000180a90f84 (__TEXT,__text) external _os_packet_get_keep_alive
0000000180a902d4 (__TEXT,__text) external _os_packet_get_link_broadcast
0000000180a903f4 (__TEXT,__text) external _os_packet_get_link_ethfcs
0000000180a90260 (__TEXT,__text) external _os_packet_get_link_header_length
0000000180a90364 (__TEXT,__text) external _os_packet_get_link_multicast
0000000180a91088 (__TEXT,__text) external _os_packet_get_next_buflet
0000000180a90d4c (__TEXT,__text) external _os_packet_get_packetid
0000000180a91114 (__TEXT,__text) external _os_packet_get_segment_count
0000000180a90668 (__TEXT,__text) external _os_packet_get_service_class
0000000180a90bf0 (__TEXT,__text) external _os_packet_get_token
0000000180a914a0 (__TEXT,__text) external _os_packet_get_trace_id
0000000180a907d0 (__TEXT,__text) external _os_packet_get_traffic_class
0000000180a9052c (__TEXT,__text) external _os_packet_get_transport_retransmit
0000000180a9046c (__TEXT,__text) external _os_packet_get_transport_traffic_background
0000000180a904cc (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
0000000180a90fcc (__TEXT,__text) external _os_packet_get_truncated
0000000180a90f04 (__TEXT,__text) external _os_packet_get_vlan_id
0000000180a90f0c (__TEXT,__text) external _os_packet_get_vlan_priority
0000000180a90e9c (__TEXT,__text) external _os_packet_get_vlan_tag
0000000180a90f74 (__TEXT,__text) external _os_packet_get_wake_flag
0000000180a91368 (__TEXT,__text) external _os_packet_increment_use_count
0000000180a90f14 (__TEXT,__text) external _os_packet_set_app_metadata
0000000180a9072c (__TEXT,__text) external _os_packet_set_compression_generation_count
0000000180a90b1c (__TEXT,__text) external _os_packet_set_expire_time
0000000180a90ba8 (__TEXT,__text) external _os_packet_set_expiry_action
0000000180a909b4 (__TEXT,__text) external _os_packet_set_flow_uuid
0000000180a90a74 (__TEXT,__text) external _os_packet_set_group_end
0000000180a90a18 (__TEXT,__text) external _os_packet_set_group_start
0000000180a90188 (__TEXT,__text) external _os_packet_set_headroom
0000000180a90894 (__TEXT,__text) external _os_packet_set_inet_checksum
0000000180a90f94 (__TEXT,__text) external _os_packet_set_keep_alive
0000000180a91010 (__TEXT,__text) external _os_packet_set_l4s_flag
0000000180a90288 (__TEXT,__text) external _os_packet_set_link_broadcast
0000000180a903a8 (__TEXT,__text) external _os_packet_set_link_ethfcs
0000000180a90220 (__TEXT,__text) external _os_packet_set_link_header_length
0000000180a90318 (__TEXT,__text) external _os_packet_set_link_multicast
0000000180a90dc8 (__TEXT,__text) external _os_packet_set_packetid
0000000180a9155c (__TEXT,__text) external _os_packet_set_protocol_segment_size
0000000180a9058c (__TEXT,__text) external _os_packet_set_service_class
0000000180a90ca8 (__TEXT,__text) external _os_packet_set_token
0000000180a914c0 (__TEXT,__text) external _os_packet_set_trace_id
0000000180a907a0 (__TEXT,__text) external _os_packet_set_traffic_class
0000000180a90558 (__TEXT,__text) external _os_packet_set_transport_last_packet
0000000180a904f8 (__TEXT,__text) external _os_packet_set_transport_retransmit
0000000180a90438 (__TEXT,__text) external _os_packet_set_transport_traffic_background
0000000180a90498 (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
0000000180a91588 (__TEXT,__text) external _os_packet_set_tso_flags
0000000180a913e4 (__TEXT,__text) external _os_packet_set_tx_timestamp
0000000180a90e3c (__TEXT,__text) external _os_packet_set_vlan_tag
0000000180a914e8 (__TEXT,__text) external _os_packet_trace_event
0000000180a93fa8 (__TEXT,__text) external _os_proc_available_memory
0000000180a93620 (__TEXT,__text) external _panic
0000000180a93614 (__TEXT,__text) external _panic_init
0000000180a8e94c (__TEXT,__text) external _panic_with_data
0000000180a8e978 (__TEXT,__text) external _pathconf
0000000180a8e9a4 (__TEXT,__text) external _peeloff
0000000180a8a4d4 (__TEXT,__text) external _pid_for_task
0000000180a8e9d0 (__TEXT,__text) external _pid_hibernate
0000000180a8e9fc (__TEXT,__text) external _pid_resume
0000000180a9cf68 (__TEXT,__text) external _pid_shutdown_networking
0000000180a8ea28 (__TEXT,__text) external _pid_shutdown_sockets
0000000180a8ea54 (__TEXT,__text) external _pid_suspend
0000000180a8be6c (__TEXT,__text) external _pipe
0000000180a8ea80 (__TEXT,__text) external _pivot_root
0000000180a90138 (__TEXT,__text) external _pkt_subtype_assert_fail
0000000180a90160 (__TEXT,__text) external _pkt_type_assert_fail
0000000180a8eaac (__TEXT,__text) external _poll
0000000180a8bea4 (__TEXT,__text) external _poll$NOCANCEL
0000000180a90060 (__TEXT,__text) non-external _port_for_id_internal
0000000180a93670 (__TEXT,__text) external _port_obj_init
0000000182baf260 (__DATA,__common) external _port_obj_table
0000000182baf170 (__DATA,__data) external _port_obj_table_size
0000000180a8e3a0 (__TEXT,__text) external _posix_madvise
0000000180a98b98 (__TEXT,__text) external _posix_spawn
0000000180a977b8 (__TEXT,__text) non-external _posix_spawn_appendportaction_np
0000000180a97ce0 (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
0000000180a97e30 (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
0000000180a97b90 (__TEXT,__text) external _posix_spawn_file_actions_addclose
0000000180a97c2c (__TEXT,__text) external _posix_spawn_file_actions_adddup2
0000000180a97ef8 (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
0000000180a97d94 (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
0000000180a97a28 (__TEXT,__text) external _posix_spawn_file_actions_addopen
0000000180a97994 (__TEXT,__text) external _posix_spawn_file_actions_destroy
0000000180a97938 (__TEXT,__text) external _posix_spawn_file_actions_init
0000000180a96e18 (__TEXT,__text) external _posix_spawnattr_destroy
0000000180a976d8 (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
0000000180a9851c (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
0000000180a984d8 (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
0000000180a97254 (__TEXT,__text) external _posix_spawnattr_getarchpref_np
0000000180a971ec (__TEXT,__text) external _posix_spawnattr_getbinpref_np
0000000180a97fdc (__TEXT,__text) external _posix_spawnattr_getcpumonitor
0000000180a9715c (__TEXT,__text) external _posix_spawnattr_getflags
0000000180a981b4 (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
0000000180a972c8 (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
0000000180a971a4 (__TEXT,__text) external _posix_spawnattr_getpgroup
0000000180a972ec (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
0000000180a97180 (__TEXT,__text) external _posix_spawnattr_getsigdefault
0000000180a971c8 (__TEXT,__text) external _posix_spawnattr_getsigmask
0000000180a96d40 (__TEXT,__text) external _posix_spawnattr_init
0000000180a97700 (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
0000000180a989a8 (__TEXT,__text) external _posix_spawnattr_set_conclave_id_np
0000000180a97748 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
0000000180a97728 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
0000000180a97768 (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
0000000180a986e8 (__TEXT,__text) external _posix_spawnattr_set_csm_np
0000000180a984fc (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
0000000180a98a7c (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
0000000180a987f4 (__TEXT,__text) external _posix_spawnattr_set_gid_np
0000000180a98854 (__TEXT,__text) external _posix_spawnattr_set_groups_np
0000000180a98054 (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
0000000180a98abc (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
0000000180abd0e0 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
0000000180a98a9c (__TEXT,__text) external _posix_spawnattr_set_kqworklooplimit_ext
0000000180a98b78 (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
0000000180a988f4 (__TEXT,__text) external _posix_spawnattr_set_login_np
0000000180a986a4 (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
0000000180a98608 (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
0000000180a9863c (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
0000000180a98540 (__TEXT,__text) external _posix_spawnattr_set_persona_np
0000000180a985d8 (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
0000000180a976b8 (__TEXT,__text) external _posix_spawnattr_set_platform_np
0000000180a98a5c (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
0000000180a9817c (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
0000000180a984a8 (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
0000000180a980e8 (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
0000000180a97574 (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
0000000180a98034 (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
0000000180a98740 (__TEXT,__text) external _posix_spawnattr_set_uid_np
0000000180a97538 (__TEXT,__text) external _posix_spawnattr_set_use_sec_transition_shims_np
0000000180a97420 (__TEXT,__text) external _posix_spawnattr_setarchpref_np
0000000180a97900 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
0000000180a97378 (__TEXT,__text) external _posix_spawnattr_setbinpref_np
0000000180a983fc (__TEXT,__text) external _posix_spawnattr_setcoalition_np
0000000180a97fbc (__TEXT,__text) external _posix_spawnattr_setcpumonitor
0000000180a97f94 (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
0000000180a9750c (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
0000000180a978cc (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
0000000180a9713c (__TEXT,__text) external _posix_spawnattr_setflags
0000000180a98008 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
0000000180a98278 (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
0000000180a986c4 (__TEXT,__text) external _posix_spawnattr_setnosmt_np
0000000180a974cc (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
0000000180a97334 (__TEXT,__text) external _posix_spawnattr_setpgroup
0000000180a974ec (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
0000000180a97310 (__TEXT,__text) external _posix_spawnattr_setsigdefault
0000000180a97354 (__TEXT,__text) external _posix_spawnattr_setsigmask
0000000180a97788 (__TEXT,__text) external _posix_spawnattr_setspecialport_np
0000000180a8ead8 (__TEXT,__text) external _pread
0000000180a8befc (__TEXT,__text) external _pread$NOCANCEL
0000000180a8eb04 (__TEXT,__text) external _preadv
0000000180a8bf28 (__TEXT,__text) external _preadv$NOCANCEL
0000000180a96180 (__TEXT,__text) non-external _prepare_times_array_and_attrs
0000000180a95618 (__TEXT,__text) external _proc_clear_cpulimits
0000000180a95930 (__TEXT,__text) external _proc_clear_delayidlesleep
0000000180a94e5c (__TEXT,__text) external _proc_clear_dirty
0000000180a95810 (__TEXT,__text) external _proc_clear_vmpressure
0000000180a94bd4 (__TEXT,__text) external _proc_current_thread_schedinfo
0000000180a95804 (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
0000000180a9580c (__TEXT,__text) external _proc_denap_assertion_complete
0000000180a95990 (__TEXT,__text) external _proc_disable_apptype
0000000180a952c8 (__TEXT,__text) external _proc_disable_cpumon
0000000180a95530 (__TEXT,__text) external _proc_disable_wakemon
0000000180a95678 (__TEXT,__text) external _proc_donate_importance_boost
0000000180a95a08 (__TEXT,__text) external _proc_enable_apptype
0000000180a951dc (__TEXT,__text) external _proc_get_cpumon_params
0000000180a94de0 (__TEXT,__text) external _proc_get_dirty
0000000180a954ac (__TEXT,__text) external _proc_get_wakemon_params
0000000180a956d0 (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
0000000180a9578c (__TEXT,__text) external _proc_importance_assertion_complete
0000000180a94a14 (__TEXT,__text) external _proc_kmsgbuf
0000000180a94c80 (__TEXT,__text) external _proc_libversion
0000000180a95580 (__TEXT,__text) external _proc_list_dynkqueueids
0000000180a95564 (__TEXT,__text) external _proc_list_uptrs
0000000180a9459c (__TEXT,__text) external _proc_listallpids
0000000180a94614 (__TEXT,__text) external _proc_listchildpids
0000000180a946e0 (__TEXT,__text) external _proc_listcoalitions
0000000180a945d8 (__TEXT,__text) external _proc_listpgrppids
0000000180a94564 (__TEXT,__text) external _proc_listpids
0000000180a9faf0 (__TEXT,__text) external _proc_listpidspath
0000000180a94840 (__TEXT,__text) external _proc_name
0000000180a94718 (__TEXT,__text) external _proc_pid_rusage
0000000180a947ec (__TEXT,__text) external _proc_piddynkqueueinfo
0000000180a9477c (__TEXT,__text) external _proc_pidfdinfo
0000000180a947b4 (__TEXT,__text) external _proc_pidfileportinfo
0000000180a94650 (__TEXT,__text) external _proc_pidinfo
0000000180a94688 (__TEXT,__text) external _proc_pidoriginatorinfo
0000000180a94a4c (__TEXT,__text) external _proc_pidpath
0000000180a94b0c (__TEXT,__text) external _proc_pidpath_audittoken
0000000180a94918 (__TEXT,__text) external _proc_regionfilename
0000000180a9560c (__TEXT,__text) external _proc_reset_footprint_interval
0000000180a952a8 (__TEXT,__text) external _proc_resume_cpumon
0000000180a8eb30 (__TEXT,__text) external _proc_rlimit_control
0000000180a9525c (__TEXT,__text) external _proc_set_cpumon_defaults
0000000180a95190 (__TEXT,__text) external _proc_set_cpumon_params
0000000180a95314 (__TEXT,__text) external _proc_set_cpumon_params_fatal
0000000180a95b50 (__TEXT,__text) external _proc_set_csm
0000000180a958d0 (__TEXT,__text) external _proc_set_delayidlesleep
0000000180a94d80 (__TEXT,__text) external _proc_set_dirty
0000000180a95a88 (__TEXT,__text) external _proc_set_no_smt
0000000180a95870 (__TEXT,__text) external _proc_set_owner_vmpressure
0000000180a954fc (__TEXT,__text) external _proc_set_wakemon_defaults
0000000180a95478 (__TEXT,__text) external _proc_set_wakemon_params
0000000180a9559c (__TEXT,__text) external _proc_setcpu_percentage
0000000180a94ca0 (__TEXT,__text) external _proc_setpcontrol
0000000180a94734 (__TEXT,__text) external _proc_setthread_cpupercent
0000000180a95c14 (__TEXT,__text) external _proc_setthread_csm
0000000180a95aec (__TEXT,__text) external _proc_setthread_no_smt
0000000180a94f38 (__TEXT,__text) external _proc_signal_delegate
0000000180a9503c (__TEXT,__text) external _proc_signal_with_audittoken
0000000180a95a80 (__TEXT,__text) external _proc_suppress
0000000180a94ebc (__TEXT,__text) external _proc_terminate
0000000180a95118 (__TEXT,__text) external _proc_terminate_all_rsr
0000000180a94fa8 (__TEXT,__text) external _proc_terminate_delegate
0000000180a95098 (__TEXT,__text) external _proc_terminate_with_audittoken
0000000180a8eb5c (__TEXT,__text) external _proc_trace_log
0000000180a94d20 (__TEXT,__text) external _proc_track_dirty
0000000180a94824 (__TEXT,__text) external _proc_udata_info
0000000180a8eb88 (__TEXT,__text) external _proc_uuid_policy
0000000180aafc74 (__TEXT,__text) external _processor_assign
0000000180aafb1c (__TEXT,__text) external _processor_control
0000000180aaf7f8 (__TEXT,__text) external _processor_exit
0000000180aafda0 (__TEXT,__text) external _processor_get_assignment
0000000180aaf908 (__TEXT,__text) external _processor_info
0000000180aa6580 (__TEXT,__text) external _processor_set_create
0000000180aa6424 (__TEXT,__text) external _processor_set_default
0000000180aae8d0 (__TEXT,__text) external _processor_set_destroy
0000000180aaf34c (__TEXT,__text) external _processor_set_info
0000000180aae9e4 (__TEXT,__text) external _processor_set_max_priority
