00007ff8400a4bd0 (__DATA,__data) external _NDR_record
00007ff800af6c4a (__TEXT,__text) external _mach_zone_info_for_largest_zone
00007ff800af6ada (__TEXT,__text) external _mach_zone_info_for_zone
00007ff800adf028 (__TEXT,__text) external _macx_backing_store_recovery
00007ff800adf01c (__TEXT,__text) external _macx_backing_store_suspend
00007ff800adeff8 (__TEXT,__text) external _macx_swapoff
00007ff800adefec (__TEXT,__text) external _macx_swapon
00007ff800adf010 (__TEXT,__text) external _macx_triggers
00007ff800ae15bc (__TEXT,__text) external _madvise
00007ff8400a52e8 (__DATA,__bss) non-external _master_host_port
00007ff800ae20ad (__TEXT,__text) non-external _memcpy
00007ff800ae15d4 (__TEXT,__text) external _memorystatus_control
00007ff800ae15ec (__TEXT,__text) external _memorystatus_get_level
00007ff800ae20bb (__TEXT,__text) non-external _memset
00007ff800ae52df (__TEXT,__text) external _mig_allocate
00007ff800ae54a9 (__TEXT,__text) external _mig_dealloc_reply_port
00007ff800af0b4d (__TEXT,__text) external _mig_dealloc_special_reply_port
00007ff800ae5327 (__TEXT,__text) external _mig_deallocate
00007ff800ae543c (__TEXT,__text) external _mig_get_reply_port
00007ff800af0b25 (__TEXT,__text) external _mig_get_special_reply_port
00007ff800ae5510 (__TEXT,__text) external _mig_put_reply_port
00007ff800ae5409 (__TEXT,__text) external _mig_reply_setup
00007ff800ae5511 (__TEXT,__text) external _mig_strncpy
00007ff800ae5544 (__TEXT,__text) external _mig_strncpy_zerofill
00007ff800ae1604 (__TEXT,__text) external _mincore
00007ff800ae161c (__TEXT,__text) external _minherit
00007ff800adf0d0 (__TEXT,__text) external _mk_timer_arm
00007ff800adf0e8 (__TEXT,__text) external _mk_timer_arm_leeway
00007ff800adf0dc (__TEXT,__text) external _mk_timer_cancel
00007ff800adf0b8 (__TEXT,__text) external _mk_timer_create
00007ff800adf0c4 (__TEXT,__text) external _mk_timer_destroy
00007ff800ae1634 (__TEXT,__text) external _mkdir
00007ff800ae164c (__TEXT,__text) external _mkdirat
00007ff800ae1664 (__TEXT,__text) external _mkfifo
00007ff800ae167c (__TEXT,__text) external _mkfifoat
00007ff800ae1694 (__TEXT,__text) external _mknod
00007ff800ae16ac (__TEXT,__text) external _mknodat
00007ff800ae16c4 (__TEXT,__text) external _mlock
00007ff800ae16dc (__TEXT,__text) external _mlockall
00007ff800aed37a (__TEXT,__text) external _mmap
00007ff800ae16f4 (__TEXT,__text) external _mount
00007ff800adff64 (__TEXT,__text) external _mprotect
00007ff800ae170c (__TEXT,__text) external _mremap_encrypted
00007ff800ae568a (__TEXT,__text) external _msg_receive
00007ff800ae567e (__TEXT,__text) external _msg_rpc
00007ff800ae5684 (__TEXT,__text) external _msg_send
00007ff800adff7c (__TEXT,__text) external _msgctl
00007ff800ae1724 (__TEXT,__text) external _msgget
00007ff800ae173c (__TEXT,__text) external _msgrcv
00007ff800adff94 (__TEXT,__text) external _msgrcv$NOCANCEL
00007ff800ae1754 (__TEXT,__text) external _msgsnd
00007ff800adffac (__TEXT,__text) external _msgsnd$NOCANCEL
00007ff800adffc4 (__TEXT,__text) external _msgsys
00007ff800adffdc (__TEXT,__text) external _msync
00007ff800adfff4 (__TEXT,__text) external _msync$NOCANCEL
00007ff800ae176c (__TEXT,__text) external _munlock
00007ff800ae1784 (__TEXT,__text) external _munlockall
00007ff800af1924 (__TEXT,__text) external _munmap
00007ff800ae179c (__TEXT,__text) external _necp_client_action
00007ff800ae17b4 (__TEXT,__text) external _necp_match_policy
00007ff800ae17cc (__TEXT,__text) external _necp_open
00007ff800ae17e4 (__TEXT,__text) external _necp_session_action
00007ff800ae17fc (__TEXT,__text) external _necp_session_open
00007ff800ae1814 (__TEXT,__text) external _net_qos_guideline
00007ff800ae182c (__TEXT,__text) external _netagent_trigger
00007ff800afdb99 (__TEXT,__text) external _netname_check_in
00007ff800afdffe (__TEXT,__text) external _netname_check_out
00007ff800afdd73 (__TEXT,__text) external _netname_look_up
00007ff800afe1c5 (__TEXT,__text) external _netname_version
00007ff800ae743b (__TEXT,__text) external _nfsclnt
00007ff800ae1844 (__TEXT,__text) external _nfssvc
00007ff8400a4bc0 (__DATA,__data) external _non_boost_assertion_token
00007ff8400a4bb8 (__DATA,__data) external _normal_boost_assertion_token
00007ff800ae185c (__TEXT,__text) external _ntp_adjtime
00007ff800ae1874 (__TEXT,__text) external _ntp_gettime
00007ff800ae188c (__TEXT,__text) external _objc_bp_assist_cfg_np
00007ff800aeed9d (__TEXT,__text) external _open
00007ff800ae74a3 (__TEXT,__text) external _open$NOCANCEL
00007ff800aefa55 (__TEXT,__text) external _open_dprotected_np
00007ff800aeee5c (__TEXT,__text) external _openat
00007ff800ae7562 (__TEXT,__text) external _openat$NOCANCEL
00007ff800aefc08 (__TEXT,__text) external _openat_authenticated_np
00007ff800aefb2e (__TEXT,__text) external _openat_dprotected_np
00007ff800ae18a4 (__TEXT,__text) external _openbyid_np
00007ff800ae36f4 (__TEXT,__text) external _os_buflet_get_data_address
00007ff800ae36db (__TEXT,__text) external _os_buflet_get_data_length
00007ff800ae36f9 (__TEXT,__text) external _os_buflet_get_data_limit
00007ff800ae36d7 (__TEXT,__text) external _os_buflet_get_data_offset
00007ff800ae36eb (__TEXT,__text) external _os_buflet_get_object_address
00007ff800ae36f0 (__TEXT,__text) external _os_buflet_get_object_limit
00007ff800ae36e5 (__TEXT,__text) external _os_buflet_set_data_length
00007ff800ae36df (__TEXT,__text) external _os_buflet_set_data_offset
00007ff800aeafcc (__TEXT,__text) external _os_channel_advance_slot
00007ff800aeb909 (__TEXT,__text) external _os_channel_attr_clone
00007ff800aeb8c4 (__TEXT,__text) external _os_channel_attr_create
00007ff800aebac7 (__TEXT,__text) external _os_channel_attr_destroy
00007ff800aebc40 (__TEXT,__text) external _os_channel_attr_get
00007ff800aebda0 (__TEXT,__text) external _os_channel_attr_get_key
00007ff800aebb15 (__TEXT,__text) external _os_channel_attr_set
00007ff800aeb9cf (__TEXT,__text) external _os_channel_attr_set_key
00007ff800aeaf94 (__TEXT,__text) external _os_channel_available_slot_count
00007ff800aed004 (__TEXT,__text) external _os_channel_buflet_alloc
00007ff800aeca67 (__TEXT,__text) external _os_channel_buflet_free
00007ff800aecfdf (__TEXT,__text) external _os_channel_configure_interface_advisory
00007ff800aeacff (__TEXT,__text) external _os_channel_create
00007ff800aea2c6 (__TEXT,__text) external _os_channel_create_extended
00007ff800aeae3b (__TEXT,__text) external _os_channel_destroy
00007ff800aecf59 (__TEXT,__text) external _os_channel_event_free
00007ff800af084a (__TEXT,__text) external _os_channel_event_get_event_data
00007ff800af07a1 (__TEXT,__text) external _os_channel_event_get_next_event
00007ff800aeb5ff (__TEXT,__text) external _os_channel_flow_admissible
00007ff800aeb762 (__TEXT,__text) external _os_channel_flow_adv_get_ce_count
00007ff800aeb5e4 (__TEXT,__text) external _os_channel_get_advisory_region
00007ff800aead0e (__TEXT,__text) external _os_channel_get_fd
00007ff800aecf5e (__TEXT,__text) external _os_channel_get_interface_advisory
00007ff800aecbb5 (__TEXT,__text) external _os_channel_get_next_event_handle
00007ff800aeb01d (__TEXT,__text) external _os_channel_get_next_slot
00007ff800aeb583 (__TEXT,__text) external _os_channel_get_stats_region
00007ff800aeaac8 (__TEXT,__text) non-external _os_channel_info2attr
00007ff800aeac04 (__TEXT,__text) non-external _os_channel_init_ring
00007ff800aeae99 (__TEXT,__text) external _os_channel_is_defunct
00007ff800aec1da (__TEXT,__text) external _os_channel_large_packet_alloc
00007ff800aebdfe (__TEXT,__text) external _os_channel_packet_alloc
00007ff800aebe05 (__TEXT,__text) non-external _os_channel_packet_alloc_common
00007ff800aec1e4 (__TEXT,__text) external _os_channel_packet_free
00007ff800aec599 (__TEXT,__text) external _os_channel_packet_pool_purge
00007ff800aeaf73 (__TEXT,__text) external _os_channel_pending
00007ff800aec82d (__TEXT,__text) non-external _os_channel_purge_packet_alloc_ring_common
00007ff800aead11 (__TEXT,__text) external _os_channel_read_attr
00007ff800aeadfa (__TEXT,__text) external _os_channel_read_nexus_extension_info
00007ff800aeaea6 (__TEXT,__text) external _os_channel_ring_id
00007ff800aeaf8b (__TEXT,__text) external _os_channel_ring_notify_time
00007ff800aeaf82 (__TEXT,__text) external _os_channel_ring_sync_time
00007ff800aeaf2b (__TEXT,__text) external _os_channel_rx_ring
00007ff800aeb38c (__TEXT,__text) external _os_channel_set_slot_properties
00007ff800aec32f (__TEXT,__text) external _os_channel_slot_attach_packet
00007ff800aec45a (__TEXT,__text) external _os_channel_slot_detach_packet
00007ff800aeb46d (__TEXT,__text) external _os_channel_slot_get_packet
00007ff800aeae1c (__TEXT,__text) external _os_channel_sync
00007ff800aeaef4 (__TEXT,__text) external _os_channel_tx_ring
00007ff800aead51 (__TEXT,__text) external _os_channel_write_attr
00007ff800ae36aa (__TEXT,__text) external _os_copy_and_inet_checksum
00007ff800adf100 (__TEXT,__text) external _os_cpu_copy_in_cksum
00007ff800aef689 (__TEXT,__text) external _os_cpu_in_cksum
00007ff800aef782 (__TEXT,__text) external _os_cpu_in_cksum_mbuf
00007ff800ae18bc (__TEXT,__text) external _os_fault_with_payload
00007ff800ae36a5 (__TEXT,__text) external _os_inet_checksum
00007ff800aedc8e (__TEXT,__text) external _os_nexus_attr_clone
00007ff800aedc49 (__TEXT,__text) external _os_nexus_attr_create
00007ff800aedf28 (__TEXT,__text) external _os_nexus_attr_destroy
00007ff800aede08 (__TEXT,__text) external _os_nexus_attr_get
00007ff800aedcea (__TEXT,__text) external _os_nexus_attr_set
00007ff800aee60a (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
00007ff800aee2cb (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
00007ff800aee2ec (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
00007ff800aedf3b (__TEXT,__text) external _os_nexus_controller_create
00007ff800aee2bf (__TEXT,__text) external _os_nexus_controller_deregister_provider
00007ff800aee921 (__TEXT,__text) external _os_nexus_controller_destroy
00007ff800aee2e0 (__TEXT,__text) external _os_nexus_controller_free_provider_instance
00007ff800aedfd4 (__TEXT,__text) external _os_nexus_controller_get_fd
00007ff800aee7b9 (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
00007ff800aee410 (__TEXT,__text) external _os_nexus_controller_read_provider_attr
00007ff800aedfd7 (__TEXT,__text) external _os_nexus_controller_register_provider
00007ff800aee744 (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
00007ff800aee3aa (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
00007ff800aeec1c (__TEXT,__text) external _os_nexus_flow_set_wake_from_sleep
00007ff800ae3584 (__TEXT,__text) external _os_packet_add_buflet
00007ff800ae2bc4 (__TEXT,__text) external _os_packet_add_inet_csum_flags
00007ff800ae2cb9 (__TEXT,__text) external _os_packet_clear_flow_uuid
00007ff800ae361b (__TEXT,__text) external _os_packet_decrement_use_count
00007ff800ae3401 (__TEXT,__text) external _os_packet_finalize
00007ff800ae363a (__TEXT,__text) external _os_packet_get_aggregation_type
00007ff800ae3341 (__TEXT,__text) external _os_packet_get_buflet_count
00007ff800ae2a99 (__TEXT,__text) external _os_packet_get_compression_generation_count
00007ff800ae3339 (__TEXT,__text) external _os_packet_get_data_length
00007ff800ae2d9a (__TEXT,__text) external _os_packet_get_expire_time
00007ff800ae2e3a (__TEXT,__text) external _os_packet_get_expiry_action
00007ff800ae2c3f (__TEXT,__text) external _os_packet_get_flow_uuid
00007ff800ae2d66 (__TEXT,__text) external _os_packet_get_group_end
00007ff800ae2cfb (__TEXT,__text) external _os_packet_get_group_start
00007ff800ae264f (__TEXT,__text) external _os_packet_get_headroom
00007ff800ae2bf6 (__TEXT,__text) external _os_packet_get_inet_checksum
00007ff800ae3279 (__TEXT,__text) external _os_packet_get_keep_alive
00007ff800ae2716 (__TEXT,__text) external _os_packet_get_link_broadcast
00007ff800ae27d5 (__TEXT,__text) external _os_packet_get_link_ethfcs
00007ff800ae26ba (__TEXT,__text) external _os_packet_get_link_header_length
00007ff800ae2775 (__TEXT,__text) external _os_packet_get_link_multicast
00007ff800ae336d (__TEXT,__text) external _os_packet_get_next_buflet
00007ff800ae304d (__TEXT,__text) external _os_packet_get_packetid
00007ff800ae33d4 (__TEXT,__text) external _os_packet_get_segment_count
00007ff800ae29ed (__TEXT,__text) external _os_packet_get_service_class
00007ff800ae2edc (__TEXT,__text) external _os_packet_get_token
00007ff800ae36fd (__TEXT,__text) external _os_packet_get_trace_id
00007ff800ae2b01 (__TEXT,__text) external _os_packet_get_traffic_class
00007ff800ae2906 (__TEXT,__text) external _os_packet_get_transport_retransmit
00007ff800ae283a (__TEXT,__text) external _os_packet_get_transport_traffic_background
00007ff800ae28a0 (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
00007ff800ae32ce (__TEXT,__text) external _os_packet_get_truncated
00007ff800ae31f8 (__TEXT,__text) external _os_packet_get_vlan_id
00007ff800ae3200 (__TEXT,__text) external _os_packet_get_vlan_priority
00007ff800ae31a0 (__TEXT,__text) external _os_packet_get_vlan_tag
00007ff800ae326a (__TEXT,__text) external _os_packet_get_wake_flag
00007ff800ae35fe (__TEXT,__text) external _os_packet_increment_use_count
00007ff800ae3206 (__TEXT,__text) external _os_packet_set_app_metadata
00007ff800ae2a6b (__TEXT,__text) external _os_packet_set_compression_generation_count
00007ff800ae2de7 (__TEXT,__text) external _os_packet_set_expire_time
00007ff800ae2e86 (__TEXT,__text) external _os_packet_set_expiry_action
00007ff800ae2c7c (__TEXT,__text) external _os_packet_set_flow_uuid
00007ff800ae2d2f (__TEXT,__text) external _os_packet_set_group_end
00007ff800ae2cc4 (__TEXT,__text) external _os_packet_set_group_start
00007ff800ae2611 (__TEXT,__text) external _os_packet_set_headroom
00007ff800ae2b88 (__TEXT,__text) external _os_packet_set_inet_checksum
00007ff800ae3288 (__TEXT,__text) external _os_packet_set_keep_alive
00007ff800ae3302 (__TEXT,__text) external _os_packet_set_l4s_flag
00007ff800ae26e7 (__TEXT,__text) external _os_packet_set_link_broadcast
00007ff800ae27a6 (__TEXT,__text) external _os_packet_set_link_ethfcs
00007ff800ae267c (__TEXT,__text) external _os_packet_set_link_header_length
00007ff800ae2746 (__TEXT,__text) external _os_packet_set_link_multicast
00007ff800ae30d9 (__TEXT,__text) external _os_packet_set_packetid
00007ff800ae3797 (__TEXT,__text) external _os_packet_set_protocol_segment_size
00007ff800ae296c (__TEXT,__text) external _os_packet_set_service_class
00007ff800ae2f8a (__TEXT,__text) external _os_packet_set_token
00007ff800ae3711 (__TEXT,__text) external _os_packet_set_trace_id
00007ff800ae2ade (__TEXT,__text) external _os_packet_set_traffic_class
00007ff800ae2939 (__TEXT,__text) external _os_packet_set_transport_last_packet
00007ff800ae28d3 (__TEXT,__text) external _os_packet_set_transport_retransmit
00007ff800ae2807 (__TEXT,__text) external _os_packet_set_transport_traffic_background
00007ff800ae286d (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
00007ff800ae37c6 (__TEXT,__text) external _os_packet_set_tso_flags
00007ff800ae3667 (__TEXT,__text) external _os_packet_set_tx_timestamp
00007ff800ae314e (__TEXT,__text) external _os_packet_set_vlan_tag
00007ff800ae373d (__TEXT,__text) external _os_packet_trace_event
00007ff800ae5db8 (__TEXT,__text) external _os_proc_available_memory
00007ff800ae55a9 (__TEXT,__text) external _panic
00007ff800ae55a2 (__TEXT,__text) external _panic_init
00007ff800ae18d4 (__TEXT,__text) external _panic_with_data
00007ff800ae18ec (__TEXT,__text) external _pathconf
00007ff800ae1904 (__TEXT,__text) external _peeloff
00007ff800adefd4 (__TEXT,__text) external _pid_for_task
00007ff800ae191c (__TEXT,__text) external _pid_hibernate
00007ff800ae1934 (__TEXT,__text) external _pid_resume
00007ff800aed238 (__TEXT,__text) external _pid_shutdown_networking
00007ff800ae194c (__TEXT,__text) external _pid_shutdown_sockets
00007ff800ae1964 (__TEXT,__text) external _pid_suspend
00007ff800ae018c (__TEXT,__text) external _pipe
00007ff800ae197c (__TEXT,__text) external _pivot_root
00007ff800ae25dd (__TEXT,__text) external _pkt_subtype_assert_fail
00007ff800ae25f7 (__TEXT,__text) external _pkt_type_assert_fail
00007ff800ae1994 (__TEXT,__text) external _poll
00007ff800ae01a8 (__TEXT,__text) external _poll$NOCANCEL
00007ff800ae2532 (__TEXT,__text) non-external _port_for_id_internal
00007ff800ae55fa (__TEXT,__text) external _port_obj_init
00007ff8400a4c58 (__DATA,__common) external _port_obj_table
00007ff8400a4ba8 (__DATA,__data) external _port_obj_table_size
00007ff800ae15bc (__TEXT,__text) external _posix_madvise
00007ff800ae9789 (__TEXT,__text) external _posix_spawn
00007ff800ae8613 (__TEXT,__text) non-external _posix_spawn_appendportaction_np
00007ff800ae8a8c (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
00007ff800ae8b80 (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
00007ff800ae8999 (__TEXT,__text) external _posix_spawn_file_actions_addclose
00007ff800ae8a06 (__TEXT,__text) external _posix_spawn_file_actions_adddup2
00007ff800ae8c0d (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
00007ff800ae8b13 (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
00007ff800ae8869 (__TEXT,__text) external _posix_spawn_file_actions_addopen
00007ff800ae882c (__TEXT,__text) external _posix_spawn_file_actions_destroy
00007ff800ae87c9 (__TEXT,__text) external _posix_spawn_file_actions_init
00007ff800ae7f9d (__TEXT,__text) external _posix_spawnattr_destroy
00007ff800ae855a (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
00007ff800ae9232 (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
00007ff800ae91fe (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
00007ff800ae8212 (__TEXT,__text) external _posix_spawnattr_getarchpref_np
00007ff800ae81bf (__TEXT,__text) external _posix_spawnattr_getbinpref_np
00007ff800ae8cbc (__TEXT,__text) external _posix_spawnattr_getcpumonitor
00007ff800ae8156 (__TEXT,__text) external _posix_spawnattr_getflags
00007ff800ae8e40 (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
00007ff800ae8273 (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
00007ff800ae818b (__TEXT,__text) external _posix_spawnattr_getpgroup
00007ff800ae828d (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
00007ff800ae8171 (__TEXT,__text) external _posix_spawnattr_getsigdefault
00007ff800ae81a5 (__TEXT,__text) external _posix_spawnattr_getsigmask
00007ff800ae7eaa (__TEXT,__text) external _posix_spawnattr_init
00007ff800ae8576 (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
00007ff800ae95c3 (__TEXT,__text) external _posix_spawnattr_set_conclave_id_np
00007ff800ae85ad (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
00007ff800ae8592 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
00007ff800ae85c9 (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
00007ff800ae93c1 (__TEXT,__text) external _posix_spawnattr_set_csm_np
00007ff800ae921a (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
00007ff800ae9692 (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
00007ff800ae94a1 (__TEXT,__text) external _posix_spawnattr_set_gid_np
00007ff800ae94dc (__TEXT,__text) external _posix_spawnattr_set_groups_np
00007ff800ae8d20 (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
00007ff800ae96d4 (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
00007ff800b08a88 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
00007ff800ae96b3 (__TEXT,__text) external _posix_spawnattr_set_kqworklooplimit_ext
00007ff800ae976d (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
00007ff800ae954d (__TEXT,__text) external _posix_spawnattr_set_login_np
00007ff800ae938f (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
00007ff800ae9319 (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
00007ff800ae9341 (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
00007ff800ae924e (__TEXT,__text) external _posix_spawnattr_set_persona_np
00007ff800ae92f1 (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
00007ff800ae8542 (__TEXT,__text) external _posix_spawnattr_set_platform_np
00007ff800ae9671 (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
00007ff800ae8e0d (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
00007ff800ae91df (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
00007ff800ae8d98 (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
00007ff800ae8469 (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
00007ff800ae8d08 (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
00007ff800ae93ef (__TEXT,__text) external _posix_spawnattr_set_uid_np
00007ff800ae844d (__TEXT,__text) external _posix_spawnattr_set_use_sec_transition_shims_np
00007ff800ae8374 (__TEXT,__text) external _posix_spawnattr_setarchpref_np
00007ff800ae8796 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
00007ff800ae82f3 (__TEXT,__text) external _posix_spawnattr_setbinpref_np
00007ff800ae912b (__TEXT,__text) external _posix_spawnattr_setcoalition_np
00007ff800ae8c9f (__TEXT,__text) external _posix_spawnattr_setcpumonitor
00007ff800ae8c7a (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
00007ff800ae842b (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
00007ff800ae8762 (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
00007ff800ae813e (__TEXT,__text) external _posix_spawnattr_setflags
00007ff800ae8cdf (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
00007ff800ae8f0c (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
00007ff800ae93a8 (__TEXT,__text) external _posix_spawnattr_setnosmt_np
00007ff800ae83fb (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
00007ff800ae82c1 (__TEXT,__text) external _posix_spawnattr_setpgroup
00007ff800ae8413 (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
00007ff800ae82a7 (__TEXT,__text) external _posix_spawnattr_setsigdefault
00007ff800ae82d9 (__TEXT,__text) external _posix_spawnattr_setsigmask
00007ff800ae85ea (__TEXT,__text) external _posix_spawnattr_setspecialport_np
00007ff800ae19ac (__TEXT,__text) external _pread
00007ff800ae01d8 (__TEXT,__text) external _pread$NOCANCEL
00007ff800ae19c4 (__TEXT,__text) external _preadv
00007ff800ae01f0 (__TEXT,__text) external _preadv$NOCANCEL
00007ff800ae773a (__TEXT,__text) non-external _prepare_times_array_and_attrs
00007ff800ae6d78 (__TEXT,__text) external _proc_clear_cpulimits
00007ff800ae7054 (__TEXT,__text) external _proc_clear_delayidlesleep
00007ff800ae67c9 (__TEXT,__text) external _proc_clear_dirty
00007ff800ae6f61 (__TEXT,__text) external _proc_clear_vmpressure
00007ff800ae65de (__TEXT,__text) external _proc_current_thread_schedinfo
00007ff800ae6f54 (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
00007ff800ae6f5c (__TEXT,__text) external _proc_denap_assertion_complete
00007ff800ae70a1 (__TEXT,__text) external _proc_disable_apptype
00007ff800ae6a96 (__TEXT,__text) external _proc_disable_cpumon
00007ff800ae6ca7 (__TEXT,__text) external _proc_disable_wakemon
00007ff800ae6dce (__TEXT,__text) external _proc_donate_importance_boost
00007ff800ae7101 (__TEXT,__text) external _proc_enable_apptype
00007ff800ae69a6 (__TEXT,__text) external _proc_get_cpumon_params
00007ff800ae676e (__TEXT,__text) external _proc_get_dirty
00007ff800ae6c40 (__TEXT,__text) external _proc_get_wakemon_params
00007ff800ae6e28 (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
00007ff800ae6ee0 (__TEXT,__text) external _proc_importance_assertion_complete
00007ff800ae647e (__TEXT,__text) external _proc_kmsgbuf
00007ff800ae6667 (__TEXT,__text) external _proc_libversion
00007ff800ae6ce9 (__TEXT,__text) external _proc_list_dynkqueueids
00007ff800ae6cd0 (__TEXT,__text) external _proc_list_uptrs
00007ff800ae60e4 (__TEXT,__text) external _proc_listallpids
00007ff800ae614e (__TEXT,__text) external _proc_listchildpids
00007ff800ae61ea (__TEXT,__text) external _proc_listcoalitions
00007ff800ae6119 (__TEXT,__text) external _proc_listpgrppids
00007ff800ae60b9 (__TEXT,__text) external _proc_listpids
00007ff800aefc7a (__TEXT,__text) external _proc_listpidspath
00007ff800ae62fa (__TEXT,__text) external _proc_name
00007ff800ae6215 (__TEXT,__text) external _proc_pid_rusage
00007ff800ae62bf (__TEXT,__text) external _proc_piddynkqueueinfo
00007ff800ae6276 (__TEXT,__text) external _proc_pidfdinfo
00007ff800ae629b (__TEXT,__text) external _proc_pidfileportinfo
00007ff800ae6183 (__TEXT,__text) external _proc_pidinfo
00007ff800ae61a8 (__TEXT,__text) external _proc_pidoriginatorinfo
00007ff800ae64a9 (__TEXT,__text) external _proc_pidpath
00007ff800ae653d (__TEXT,__text) external _proc_pidpath_audittoken
00007ff800ae63ca (__TEXT,__text) external _proc_regionfilename
00007ff800ae6d69 (__TEXT,__text) external _proc_reset_footprint_interval
00007ff800ae6a61 (__TEXT,__text) external _proc_resume_cpumon
00007ff800ae19dc (__TEXT,__text) external _proc_rlimit_control
00007ff800ae6a16 (__TEXT,__text) external _proc_set_cpumon_defaults
00007ff800ae695c (__TEXT,__text) external _proc_set_cpumon_params
00007ff800ae6ae1 (__TEXT,__text) external _proc_set_cpumon_params_fatal
00007ff800ae7210 (__TEXT,__text) external _proc_set_csm
00007ff800ae7004 (__TEXT,__text) external _proc_set_delayidlesleep
00007ff800ae6724 (__TEXT,__text) external _proc_set_dirty
00007ff800ae7164 (__TEXT,__text) external _proc_set_no_smt
00007ff800ae6fb7 (__TEXT,__text) external _proc_set_owner_vmpressure
00007ff800ae6c7e (__TEXT,__text) external _proc_set_wakemon_defaults
00007ff800ae6c1a (__TEXT,__text) external _proc_set_wakemon_params
00007ff800ae6d02 (__TEXT,__text) external _proc_setcpu_percentage
00007ff800ae6680 (__TEXT,__text) external _proc_setpcontrol
00007ff800ae622b (__TEXT,__text) external _proc_setthread_cpupercent
00007ff800ae72c0 (__TEXT,__text) external _proc_setthread_csm
00007ff800ae71bc (__TEXT,__text) external _proc_setthread_no_smt
00007ff800ae686b (__TEXT,__text) external _proc_signal_with_audittoken
00007ff800ae7161 (__TEXT,__text) external _proc_suppress
00007ff800ae6813 (__TEXT,__text) external _proc_terminate
00007ff800ae6908 (__TEXT,__text) external _proc_terminate_all_rsr
00007ff800ae68b0 (__TEXT,__text) external _proc_terminate_with_audittoken
00007ff800ae19f4 (__TEXT,__text) external _proc_trace_log
00007ff800ae66da (__TEXT,__text) external _proc_track_dirty
00007ff800ae62e4 (__TEXT,__text) external _proc_udata_info
00007ff800ae1a0c (__TEXT,__text) external _proc_uuid_policy
00007ff800afd977 (__TEXT,__text) external _processor_assign
00007ff800afd82f (__TEXT,__text) external _processor_control
00007ff800afd541 (__TEXT,__text) external _processor_exit
00007ff800afda76 (__TEXT,__text) external _processor_get_assignment
00007ff800afd626 (__TEXT,__text) external _processor_info
00007ff800af57a4 (__TEXT,__text) external _processor_set_create
00007ff800af5681 (__TEXT,__text) external _processor_set_default
00007ff800afc85b (__TEXT,__text) external _processor_set_destroy
00007ff800afd153 (__TEXT,__text) external _processor_set_info
00007ff800afc940 (__TEXT,__text) external _processor_set_max_priority
00007ff800afce93 (__TEXT,__text) external _processor_set_policy_control
