000000019dd295d0 (__TEXT,__text) non-external +[Calculate _lock]
00000001d9194af4 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._angleInfo
00000001d9194af8 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._degreesInfo
00000001d9194afc (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._radiansInfo
00000001d9194ad8 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._unitCount
00000001d9194ae8 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._unitIDToInfo
00000001d9194ae4 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._unitNameToInfo
00000001d9194ae0 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._unitNames
00000001d9194adc (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._unitTypeCount
00000001d9194aec (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._unitTypeNameToInfo
00000001d9194af0 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._unitTypeToInfo
00000001dbaa9a88 (__AUTH,__objc_data) external _OBJC_METACLASS_$_Calculate
00000001dbaa9a60 (__AUTH,__objc_data) external _OBJC_METACLASS_$_CalculateRequest
00000001dbaa9a10 (__AUTH,__objc_data) external _OBJC_METACLASS_$_CalculateResult
00000001dbaa99e8 (__AUTH,__objc_data) external _OBJC_METACLASS_$_CalculateTerm
00000001dbaa9ad8 (__AUTH,__objc_data) non-external _OBJC_METACLASS_$_CalculateToken
00000001dbaa9bc8 (__AUTH,__objc_data) non-external _OBJC_METACLASS_$_CalculateTokenizer
00000001dbaa9970 (__AUTH,__objc_data) external _OBJC_METACLASS_$_CalculateUnit
00000001dbaa9718 (__AUTH,__objc_data) external _OBJC_METACLASS_$_Converter
00000001dbaa9740 (__AUTH,__objc_data) external _OBJC_METACLASS_$_CurrencyCache
00000001dbaa9768 (__AUTH,__objc_data) non-external _OBJC_METACLASS_$_Localize
                 (undefined) external _OBJC_METACLASS_$_NSObject (from libobjc)
00000001dbaa98f8 (__AUTH,__objc_data) non-external _OBJC_METACLASS_$_Trie
00000001dbaa98d0 (__AUTH,__objc_data) non-external _OBJC_METACLASS_$_TrieNode
00000001dbaa9808 (__AUTH,__objc_data) non-external _OBJC_METACLASS_$_UnitInfo
00000001dbaa9790 (__AUTH,__objc_data) non-external _OBJC_METACLASS_$_UnitRank
00000001dbaa97b8 (__AUTH,__objc_data) non-external _OBJC_METACLASS_$_UnitRanks
00000001dbaa9830 (__AUTH,__objc_data) non-external _OBJC_METACLASS_$_UnitTypeInfo
00000001dbaa9880 (__AUTH,__objc_data) non-external _OBJC_METACLASS_$_UnitsInfo
                 (undefined) external _SecTaskCopyValueForEntitlement (from Security)
                 (undefined) external _SecTaskCreateFromSelf (from Security)
000000019dd09c84 (__TEXT,__text) non-external _UnitCountAngleUnitID
000000019dd0a1d4 (__TEXT,__text) non-external _UnitCountCompose
000000019dd097a8 (__TEXT,__text) non-external _UnitCountConvert
000000019dd08fe8 (__TEXT,__text) non-external _UnitCountConvertID
000000019dd09e54 (__TEXT,__text) non-external _UnitCountDecompose
000000019dd08f44 (__TEXT,__text) non-external _UnitCountHasNonAngleUnits
000000019dd09a24 (__TEXT,__text) non-external _UnitCountMultiply
000000019dd09b7c (__TEXT,__text) non-external _UnitCountNextSmallestID
000000019dd09d24 (__TEXT,__text) non-external _UnitCountRequireDegrees
000000019dd09dbc (__TEXT,__text) non-external _UnitCountRequireRadians
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00000001de47a540 (__AUTH_CONST,__objc_const) non-external __OBJC_$_CATEGORY_NSLocale_$_Whitespace
000000019dd57588 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_Calculate
000000019dd575d8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalculateRequest
000000019dd57608 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalculateResult
000000019dd57640 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalculateTerm
000000019dd57658 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalculateToken
000000019dd57670 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalculateTokenizer
000000019dd57690 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalculateUnit
000000019dd576a8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_Converter
000000019dd576f8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CurrencyCache
000000019dd57710 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_Localize
000000019dd57778 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_UnitRanks
000000019dd57790 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_UnitsInfo
000000019dd577b0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalculateRequest
000000019dd57860 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalculateResult
000000019dd57b00 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalculateTerm
000000019dd57c38 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalculateToken
000000019dd57c98 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalculateTokenizer
000000019dd57df0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalculateUnit
000000019dd57eb8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_Converter
000000019dd580a0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CurrencyCache
000000019dd58208 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_NSLocale(Whitespace)
000000019dd58220 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_Trie
000000019dd58340 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_TrieNode
000000019dd583a0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_UnitInfo
000000019dd585e8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_UnitRank
000000019dd586a8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_UnitRanks
000000019dd58770 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_UnitTypeInfo
000000019dd58878 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_UnitsInfo
00000001d4e764a0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalculateRequest
00000001d4e76080 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalculateResult
00000001d4e75f70 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalculateTerm
00000001d4e765e8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalculateToken
00000001d4e766b8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalculateTokenizer
00000001d4e75e60 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalculateUnit
00000001d4e768d8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_Converter
00000001d4e74d90 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CurrencyCache
00000001d4e75c60 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_Trie
00000001d4e75b78 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_TrieNode
00000001d4e75308 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_UnitInfo
00000001d4e75080 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_UnitRank
00000001d4e75150 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_UnitRanks
00000001d4e75750 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_UnitTypeInfo
00000001d4e75940 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_UnitsInfo
00000001d4e76548 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalculateRequest
00000001d4e76328 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalculateResult
00000001d4e75ff8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalculateTerm
00000001d4e76670 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalculateToken
00000001d4e76820 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalculateTokenizer
00000001d4e75f08 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalculateUnit
00000001d4e76a80 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_Converter
00000001d4e74f18 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CurrencyCache
00000001d4e749f0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_NSObject
00000001d4e75dc8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_Trie
00000001d4e75be0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_TrieNode
00000001d4e755b0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_UnitInfo
00000001d4e75108 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_UnitRank
00000001d4e75238 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_UnitRanks
00000001d4e75898 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_UnitTypeInfo
00000001d4e75a88 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_UnitsInfo
00000001d4e74800 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSObject
00000001d4e749d0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_OPT_NSObject
00000001d4e74af0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_OPT_NSXMLParserDelegate
00000001d4e74a38 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSObject
00000001d4e74cd8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSXMLParserDelegate
00000001d4e74ad8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_NSXMLParserDelegate
00000001d4e74d78 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_CurrencyCache
00000001d4e765a0 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_Calculate
00000001de47aa00 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalculateRequest
00000001de47a970 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalculateResult
00000001de47a8e0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalculateTerm
00000001de47aad8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalculateToken
00000001de47ab68 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalculateTokenizer
00000001de47a850 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalculateUnit
00000001de47abf8 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_Converter
00000001de47a4b0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CurrencyCache
00000001d4e74ff0 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_Localize
00000001de47a7c0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_Trie
00000001de47a778 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_TrieNode
00000001de47a658 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_UnitInfo
00000001de47a580 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_UnitRank
00000001de47a610 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_UnitRanks
00000001de47a6a0 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_UnitTypeInfo
00000001de47a730 (__AUTH_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_UnitsInfo
00000001d4e747e8 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSObject
00000001d4e747f0 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSXMLParserDelegate
00000001de47aa48 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_Calculate
00000001de47a9b8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalculateRequest
00000001de47a928 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalculateResult
00000001de47a898 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalculateTerm
00000001de47aa90 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalculateToken
00000001de47ab20 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalculateTokenizer
00000001de47a808 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalculateUnit
00000001de47abb0 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_Converter
00000001de47a468 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CurrencyCache
00000001de47a4f8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_Localize
00000001d4e75c18 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_Trie
00000001d4e75b30 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_TrieNode
00000001d4e752c0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_UnitInfo
00000001d4e75038 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_UnitRank
00000001de47a5c8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_UnitRanks
00000001d4e75708 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_UnitTypeInfo
00000001de47a6e8 (__AUTH_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_UnitsInfo
00000001d9194d58 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSObject
00000001d9194db8 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSXMLParserDelegate
                 (undefined) external __Unwind_Resume (from libSystem)
000000019dd19f00 (__TEXT,__text) non-external ___17-[UnitRanks sort]_block_invoke
000000019dd29694 (__TEXT,__text) non-external ___18+[Calculate _lock]_block_invoke
000000019dd32358 (__TEXT,__text) non-external ___23+[Converter initialize]_block_invoke
000000019dd3249c (__TEXT,__text) non-external ___23+[Converter initialize]_block_invoke_2
000000019dd32d48 (__TEXT,__text) non-external ___23+[Converter initialize]_block_invoke_3
000000019dd075f0 (__TEXT,__text) non-external ___23+[CurrencyCache shared]_block_invoke
000000019dd073f0 (__TEXT,__text) non-external ___24-[CurrencyCache refresh]_block_invoke
000000019dd1d69c (__TEXT,__text) non-external ___25+[CalculateRequest _lock]_block_invoke
000000019dd32288 (__TEXT,__text) non-external ___26+[Converter dispatchQueue]_block_invoke
000000019dd1d53c (__TEXT,__text) non-external ___26-[CalculateRequest update]_block_invoke
000000019dd1d3ec (__TEXT,__text) non-external ___26-[CalculateRequest update]_block_invoke_2
000000019dd1d5f8 (__TEXT,__text) non-external ___31+[CalculateRequest serialQueue]_block_invoke
000000019dd244c4 (__TEXT,__text) non-external ___31-[CalculateTerm formattedValue]_block_invoke
000000019dd2be7c (__TEXT,__text) non-external ___32-[CalculateTokenizer setString:]_block_invoke
000000019dd2bb64 (__TEXT,__text) non-external ___32-[CalculateTokenizer setString:]_block_invoke_2
000000019dd2bcd4 (__TEXT,__text) non-external ___32-[CalculateTokenizer setString:]_block_invoke_3
000000019dd06af4 (__TEXT,__text) non-external ___32-[CurrencyCache _queue_refresh:]_block_invoke
000000019dd2b01c (__TEXT,__text) non-external ___33-[CalculateTokenizer _findTokens]_block_invoke
000000019dd2b868 (__TEXT,__text) non-external ___33-[CalculateTokenizer _findTokens]_block_invoke.130
000000019dd2b17c (__TEXT,__text) non-external ___33-[CalculateTokenizer _findTokens]_block_invoke.133
000000019dd2b3b8 (__TEXT,__text) non-external ___33-[CalculateTokenizer _findTokens]_block_invoke.140
000000019dd2b520 (__TEXT,__text) non-external ___33-[CalculateTokenizer _findTokens]_block_invoke.147
000000019dd2cfd4 (__TEXT,__text) non-external ___35-[CalculateTokenizer _loadIfNeeded]_block_invoke
000000019dd2ce40 (__TEXT,__text) non-external ___35-[CalculateTokenizer _loadIfNeeded]_block_invoke.108
000000019dd2caa4 (__TEXT,__text) non-external ___35-[CalculateTokenizer _loadIfNeeded]_block_invoke.95
000000019dd2c8b0 (__TEXT,__text) non-external ___35-[CalculateTokenizer _loadIfNeeded]_block_invoke_2
000000019dd071ec (__TEXT,__text) non-external ___36-[CurrencyCache refreshWithTimeOut:]_block_invoke
000000019dd197c0 (__TEXT,__text) non-external ___38-[NSLocale(Whitespace) usesWhitespace]_block_invoke
000000019dd26614 (__TEXT,__text) non-external ___39-[CalculateResult localizedConversions]_block_invoke
000000019dd26778 (__TEXT,__text) non-external ___39-[CalculateResult localizedConversions]_block_invoke.339
000000019dd301a4 (__TEXT,__text) non-external ___40-[Converter _updateInputValueFromMatch:]_block_invoke
000000019dd29524 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke
000000019dd25030 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.553
000000019dd250f0 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.557
000000019dd21ce8 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.559
000000019dd21e00 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.565
000000019dd255e8 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.573
000000019dd221b8 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.670
000000019dd22218 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.690
000000019dd25354 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.698
000000019dd25024 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.733
000000019dd22c18 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.757
000000019dd22dc8 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.767
000000019dd22fac (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.786
000000019dd25734 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_2
000000019dd256b4 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_2.560
000000019dd255fc (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_2.566
000000019dd21f18 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_2.580
000000019dd25518 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_2.691
000000019dd252b4 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_2.707
000000019dd22868 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_2.739
000000019dd225a0 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_3
000000019dd255dc (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_3.665
000000019dd252a8 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_3.716
000000019dd24e04 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_3.740
000000019dd223f0 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_4
000000019dd229ac (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_4.753
000000019dd0654c (__TEXT,__text) non-external ___44-[CurrencyCache _loadPersistedCurrencyCache]_block_invoke
000000019dd06798 (__TEXT,__text) non-external ___44-[CurrencyCache _queue_persistCurrencyCache]_block_invoke
000000019dd30d38 (__TEXT,__text) non-external ___45-[Converter processConversionWithCompletion:]_block_invoke
000000019dd31d04 (__TEXT,__text) non-external ___45-[Converter processConversionWithCompletion:]_block_invoke.102
000000019dd278d4 (__TEXT,__text) non-external ___46-[CalculateResult conversionsForMetric:US:UK:]_block_invoke
000000019dd1ce44 (__TEXT,__text) non-external ___50+[Trie enumerateCharactersInKey:range:usingBlock:]_block_invoke
000000019dd2490c (__TEXT,__text) non-external ___73-[CalculateTerm getMaximumFractionDigits:minimumFractionDigits:forValue:]_block_invoke
000000019dd22200 (__TEXT,__text) non-external ___Block_byref_object_copy_
000000019dd2b164 (__TEXT,__text) non-external ___Block_byref_object_copy_.552
000000019dd22210 (__TEXT,__text) non-external ___Block_byref_object_dispose_
000000019dd2b174 (__TEXT,__text) non-external ___Block_byref_object_dispose_.553
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
000000019dd19884 (__TEXT,__text) non-external ___CalculateLogForCategory_block_invoke
                 (undefined) external ___NSArray0__struct (from CoreFoundation)
                 (undefined) external ___NSDictionary0__struct (from CoreFoundation)
000000019dd0ae28 (__TEXT,__text) non-external ____functionAdd_block_invoke
000000019dd0bd28 (__TEXT,__text) non-external ____functionMultiply_block_invoke
000000019dd39794 (__TEXT,__text) non-external ___bid128_acos
000000019dd39a5c (__TEXT,__text) non-external ___bid128_add
000000019dd3caa0 (__TEXT,__text) non-external ___bid128_asin
000000019dd3cd38 (__TEXT,__text) non-external ___bid128_asinh
000000019dd3cf70 (__TEXT,__text) non-external ___bid128_atan
000000019dd3d2a0 (__TEXT,__text) non-external ___bid128_atanh
000000019dd3d64c (__TEXT,__text) non-external ___bid128_cbrt
000000019dd3f544 (__TEXT,__text) non-external ___bid128_cos
000000019dd3fbf0 (__TEXT,__text) non-external ___bid128_div
000000019dd4174c (__TEXT,__text) non-external ___bid128_exp
000000019dd47210 (__TEXT,__text) non-external ___bid128_fmod
000000019dd50638 (__TEXT,__text) non-external ___bid128_from_string
000000019dd479d0 (__TEXT,__text) non-external ___bid128_hypot
000000019dd48f64 (__TEXT,__text) non-external ___bid128_isZero
000000019dd48288 (__TEXT,__text) non-external ___bid128_lgamma
000000019dd487f8 (__TEXT,__text) non-external ___bid128_log
000000019dd48ae4 (__TEXT,__text) non-external ___bid128_log10
000000019dd48dd0 (__TEXT,__text) non-external ___bid128_mul
000000019dd48fd8 (__TEXT,__text) non-external ___bid128_pow
000000019dd3d9f8 (__TEXT,__text) non-external ___bid128_quiet_equal
000000019dd3dd28 (__TEXT,__text) non-external ___bid128_quiet_greater
000000019dd3e334 (__TEXT,__text) non-external ___bid128_quiet_greater_equal
000000019dd3e92c (__TEXT,__text) non-external ___bid128_quiet_less
000000019dd3ef38 (__TEXT,__text) non-external ___bid128_quiet_less_equal
000000019dd4c150 (__TEXT,__text) non-external ___bid128_rem
000000019dd4c9cc (__TEXT,__text) non-external ___bid128_round_integral_exact
000000019dd4d7e0 (__TEXT,__text) non-external ___bid128_round_integral_nearest_even
000000019dd4dbdc (__TEXT,__text) non-external ___bid128_round_integral_negative
000000019dd4dfa8 (__TEXT,__text) non-external ___bid128_round_integral_zero
000000019dd4e2a8 (__TEXT,__text) non-external ___bid128_sin
000000019dd4e998 (__TEXT,__text) non-external ___bid128_sqrt
000000019dd3ca80 (__TEXT,__text) non-external ___bid128_sub
000000019dd51610 (__TEXT,__text) non-external ___bid128_tan
000000019dd52ba4 (__TEXT,__text) non-external ___bid128_to_binary128
000000019dd5257c (__TEXT,__text) non-external ___bid128_to_binary64
000000019dd51c7c (__TEXT,__text) non-external ___bid128_to_int32_int
000000019dd4fb3c (__TEXT,__text) non-external ___bid128_to_string
000000019dd5221c (__TEXT,__text) non-external ___bid128_to_uint64_int
000000019de8efd0 (__TEXT,__const) non-external ___bid_Ex128m128
000000019de8ffc0 (__TEXT,__const) non-external ___bid_Ex192m192
000000019de91bc0 (__TEXT,__const) non-external ___bid_Ex256m256
000000019de8e9d0 (__TEXT,__const) non-external ___bid_Ex64m64
000000019de8ed80 (__TEXT,__const) non-external ___bid_Kx128
000000019de8f8c0 (__TEXT,__const) non-external ___bid_Kx192
000000019de91260 (__TEXT,__const) non-external ___bid_Kx256
000000019de8e948 (__TEXT,__const) non-external ___bid_Kx64
000000019dd65a80 (__TEXT,__const) non-external ___bid_char_table2
000000019dd64ec8 (__TEXT,__const) non-external ___bid_char_table3
000000019de8ac80 (__TEXT,__const) non-external ___bid_convert_table
000000019de8db80 (__TEXT,__const) non-external ___bid_estimate_decimal_digits
000000019de8c562 (__TEXT,__const) non-external ___bid_factors
000000019de8f190 (__TEXT,__const) non-external ___bid_half128
000000019de90260 (__TEXT,__const) non-external ___bid_half192
000000019de91f48 (__TEXT,__const) non-external ___bid_half256
000000019de8eaa0 (__TEXT,__const) non-external ___bid_half64
000000019de8f068 (__TEXT,__const) non-external ___bid_mask128
000000019de900a0 (__TEXT,__const) non-external ___bid_mask192
000000019de91cf0 (__TEXT,__const) non-external ___bid_mask256
000000019de8ea18 (__TEXT,__const) non-external ___bid_mask64
000000019ddaec40 (__TEXT,__const) non-external ___bid_maskhigh128
000000019dd64310 (__TEXT,__const) non-external ___bid_midi_tbl
000000019de8ec50 (__TEXT,__const) non-external ___bid_midpoint128
000000019de8f640 (__TEXT,__const) non-external ___bid_midpoint192
000000019de91000 (__TEXT,__const) non-external ___bid_midpoint256
000000019de8e8b0 (__TEXT,__const) non-external ___bid_midpoint64
000000019dd61f10 (__TEXT,__const) non-external ___bid_mod10_18_tbl
000000019ddadc00 (__TEXT,__const) non-external ___bid_nr_digits
000000019ddaf000 (__TEXT,__const) non-external ___bid_onehalf128
000000019de8c080 (__TEXT,__const) non-external ___bid_packed_10000_zeros
000000019de8e0e0 (__TEXT,__const) non-external ___bid_power10_index_binexp_128
000000019de8dd90 (__TEXT,__const) non-external ___bid_power10_table_128
000000019de8daf0 (__TEXT,__const) non-external ___bid_recip_scale
000000019de8d8b0 (__TEXT,__const) non-external ___bid_reciprocals10_128
000000019de8e048 (__TEXT,__const) non-external ___bid_reciprocals10_64
000000019dd55354 (__TEXT,__text) non-external ___bid_round128_19_38
000000019dd55700 (__TEXT,__text) non-external ___bid_round192_39_57
000000019dd55fbc (__TEXT,__text) non-external ___bid_round256_58_76
000000019dd5521c (__TEXT,__text) non-external ___bid_round64_2_18
000000019de8cd70 (__TEXT,__const) non-external ___bid_round_const_table_128
000000019ddaed50 (__TEXT,__const) non-external ___bid_shiftright128
