000000019fc66600 (__TEXT,__text) non-external +[AMFI isAvailable]
                 (undefined) external _SecStaticCodeCheckValidity (from Security)
                 (undefined) external _SecStaticCodeCreateWithPath (from Security)
                 (undefined) external _SecStaticCodeSetCallback (from Security)
000000019fc6aaa8 (__TEXT,__const) external _SystemPolicyVersionNumber
000000019fc6aa78 (__TEXT,__const) external _SystemPolicyVersionString
000000019fc5ed00 (__TEXT,__text) external _URLisDirectory
000000019fc66580 (__TEXT,__text) non-external (was a private external) __AMFIExecutionPreflight
000000019fc6940c (__TEXT,__text) non-external __AMFIExecutionPreflight.cold.1
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __CFBundleCreateUnique (from CoreFoundation)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00000001dbc1de30 (__AUTH_CONST,__objc_const) non-external __OBJC_$_CATEGORY_NSData_$_Strings
000000019fc6a968 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_AMFI
000000019fc69fa8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_AppWrapper
000000019fc6a988 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_AppWrapperPolicy
000000019fc6a088 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_GKScanResult
000000019fc6a5c0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_MIS
000000019fc6a938 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_NSData(Strings)
000000019fc6a168 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPExecutionHistoryItem
000000019fc69fc8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPExecutionPolicyItem
000000019fc69e30 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPFilePolicy
000000019fc6a4f8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPKernelExtensionHistoryItem
000000019fc6a268 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPKernelExtensionPolicy(MDM)
000000019fc69c80 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPKernelExtensionPolicyItem
000000019fc6a100 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPLog
000000019fc6a638 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPMigration
00000001d2b9de58 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_GKScanResult
00000001d2b9d530 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_NSSecureCoding
00000001d2b9dbc8 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_NSSecureCoding
00000001d2b9de28 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_NSSecureCoding
00000001d2b9df68 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_NSSecureCoding
00000001d2b9e978 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_NSSecureCoding
00000001d2b9df98 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPExecutionHistoryItem
00000001d2b9dbf8 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPExecutionPolicyItem
00000001d2b9e9a8 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPKernelExtensionHistoryItem
00000001d2b9d560 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPKernelExtensionPolicyItem
000000019fc69dc8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_AKELData
000000019fc6a9a8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_AppWrapperPolicyResult
000000019fc69ef8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_BundleData
000000019fc6a0a0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_GKScanResult
000000019fc6a950 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_NSData(Strings)
000000019fc69e50 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_PolicyCacheMeta
000000019fc6a6f0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_PolicyScanTarget
000000019fc6a9f8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPDeveloperPolicy
000000019fc6a188 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPExecutionHistoryItem
000000019fc6a418 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPExecutionPolicy(Gatekeeper)
000000019fc69fe0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPExecutionPolicyItem
000000019fc6a6a0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPInstallationPolicy
000000019fc6a230 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionHistory
000000019fc6a510 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionHistoryItem
000000019fc6a280 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionPolicy(MDM)
000000019fc69c98 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionPolicyItem
000000019fc6a8e8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPMigrationScanner
000000019fc69d78 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_StagedBundleData
00000001d2b9d868 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_AKELData
00000001d2b9f4f0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_AppWrapperPolicyResult
00000001d2b9da00 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_BundleData
00000001d2b9de70 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_GKScanResult
00000001d2b9d8d0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_PolicyCacheMeta
00000001d2b9ee30 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_PolicyScanTarget
00000001d2b9f7d8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPDeveloperPolicy
00000001d2b9dfb0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPExecutionHistoryItem
00000001d2b9e868 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPExecutionPolicy
00000001d2b9dc10 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPExecutionPolicyItem
00000001d2b9edc8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPInstallationPolicy
00000001d2b9e168 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionHistory
00000001d2b9e9c0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionHistoryItem
00000001d2b9e4f8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionPolicy
00000001d2b9d578 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionPolicyItem
00000001d2b9f450 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPMigrationScanner
00000001d2b9d738 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_StagedBundleData
00000001d2b9f558 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_AppWrapperPolicyResult
00000001d2b9dae8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_BundleData
00000001d2b9deb8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_GKScanResult
00000001d2b9d998 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_PolicyCacheMeta
00000001d2b9f278 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_PolicyScanTarget
00000001d2b9f820 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPDeveloperPolicy
00000001d2b9e0b8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPExecutionHistoryItem
00000001d2b9dd18 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPExecutionPolicyItem
00000001d2b9eae8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPKernelExtensionHistoryItem
00000001d2b9e580 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPKernelExtensionPolicy
00000001d2b9d6a0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPKernelExtensionPolicyItem
00000001d2b9f4b8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPMigrationScanner
00000001d2b9d840 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_StagedBundleData
00000001d2b9d508 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_CLASS_METHODS_NSSecureCoding
00000001d2b9dba0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_CLASS_METHODS_NSSecureCoding
00000001d2b9de00 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_CLASS_METHODS_NSSecureCoding
00000001d2b9df40 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_CLASS_METHODS_NSSecureCoding
00000001d2b9e950 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_CLASS_METHODS_NSSecureCoding
00000001d2b9e5f8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_ExecManager
00000001d2b9eb80 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_ExecManager
00000001d2b9f590 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_ExecManager
00000001d2b9e840 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_ExecManagerRemote
00000001d2b9e140 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_KernelExtensionHistoryAPI
00000001d2b9e1b0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_KernelExtensionPolicyAPI
00000001d2b9d4a8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCoding
00000001d2b9db40 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCoding
00000001d2b9dda0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCoding
00000001d2b9dee0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCoding
00000001d2b9e8f0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCoding
00000001d2b9e7b0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_ExecManager
00000001d2b9ed38 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_ExecManager
00000001d2b9f748 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_ExecManager
00000001d2b9e860 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_ExecManagerRemote
00000001d2b9e160 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_KernelExtensionHistoryAPI
00000001d2b9e428 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_KernelExtensionPolicyAPI
00000001d2b9d4e0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCoding
00000001d2b9db78 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCoding
00000001d2b9ddd8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCoding
00000001d2b9df18 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCoding
00000001d2b9e928 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCoding
00000001d2b9d528 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSSecureCoding
00000001d2b9dbc0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSSecureCoding
00000001d2b9de20 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSSecureCoding
00000001d2b9df60 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSSecureCoding
00000001d2b9e970 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSSecureCoding
00000001d2b9d4f0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_NSSecureCoding
00000001d2b9db88 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_NSSecureCoding
00000001d2b9dde8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_NSSecureCoding
00000001d2b9df28 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_NSSecureCoding
00000001d2b9e938 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_NSSecureCoding
00000001d2b9de40 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_GKScanResult
00000001d2b9df80 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPExecutionHistoryItem
00000001d2b9dbe0 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPExecutionPolicyItem
00000001d2b9e990 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPKernelExtensionHistoryItem
00000001d2b9d548 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_SPKernelExtensionPolicyItem
00000001dbc1eb40 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_AKELData
00000001dbc1f560 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_AMFI
00000001dbc1ed80 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_AppWrapper
00000001dbc1f680 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_AppWrapperPolicy
00000001dbc1f5f0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_AppWrapperPolicyResult
00000001dbc1ecf0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_BundleData
00000001dbc1eea0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_GKScanResult
00000001dbc1f290 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_MIS
00000001dbc1ec60 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_PolicyCacheMeta
00000001dbc1f440 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_PolicyScanTarget
00000001dbc1f710 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPDeveloperPolicy
00000001dbc1efc0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPExecutionHistoryItem
00000001dbc1f170 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPExecutionPolicy
00000001dbc1ee10 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPExecutionPolicyItem
00000001dbc1ebd0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPFilePolicy
00000001dbc1f3b0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPInstallationPolicy
00000001dbc1f050 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPKernelExtensionHistory
00000001dbc1f200 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPKernelExtensionHistoryItem
00000001dbc1f0e0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPKernelExtensionPolicy
00000001dbc1ea20 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPKernelExtensionPolicyItem
00000001dbc1ef30 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPLog
00000001dbc1f320 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPMigration
00000001dbc1f4d0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_SPMigrationScanner
00000001dbc1eab0 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_CLASS_RO_$_StagedBundleData
00000001d2b9d490 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_ExecManager
00000001d2b9d498 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_ExecManagerRemote
00000001d2b9d480 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_KernelExtensionHistoryAPI
00000001d2b9d488 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_KernelExtensionPolicyAPI
00000001d2b9d470 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSCoding
00000001d2b9d478 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSSecureCoding
00000001dbc1eaf8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_AKELData
00000001dbc1f518 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_AMFI
00000001dbc1ed38 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_AppWrapper
00000001dbc1f638 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_AppWrapperPolicy
00000001dbc1f5a8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_AppWrapperPolicyResult
00000001dbc1eca8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_BundleData
00000001dbc1ee58 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_GKScanResult
00000001dbc1f248 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_MIS
00000001dbc1ec18 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_PolicyCacheMeta
00000001dbc1f3f8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_PolicyScanTarget
00000001dbc1f6c8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPDeveloperPolicy
00000001dbc1ef78 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPExecutionHistoryItem
00000001dbc1f128 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPExecutionPolicy
00000001dbc1edc8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPExecutionPolicyItem
00000001dbc1eb88 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPFilePolicy
00000001dbc1f368 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPInstallationPolicy
00000001dbc1f008 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPKernelExtensionHistory
00000001dbc1f1b8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPKernelExtensionHistoryItem
00000001dbc1f098 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPKernelExtensionPolicy
00000001dbc1e9d8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPKernelExtensionPolicyItem
00000001dbc1eee8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPLog
00000001dbc1f2d8 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPMigration
00000001dbc1f488 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_SPMigrationScanner
00000001dbc1ea68 (__OBJC_CONST,__objc_class_ro) non-external __OBJC_METACLASS_RO_$_StagedBundleData
00000001d6f9eb78 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_ExecManager
00000001d6f9ebd8 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_ExecManagerRemote
00000001d6f9eab8 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_KernelExtensionHistoryAPI
00000001d6f9eb18 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_KernelExtensionPolicyAPI
00000001d6f9e9f0 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSCoding
00000001d6f9ea50 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSSecureCoding
00000001d6f9e658 (__DATA,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_ExecManager
00000001d6f9e660 (__DATA,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_ExecManagerRemote
00000001d6f9e648 (__DATA,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_KernelExtensionHistoryAPI
00000001d6f9e650 (__DATA,__objc_protorefs) non-external (was a private external) __OBJC_PROTOCOL_REFERENCE_$_KernelExtensionPolicyAPI
                 (undefined) external __Unwind_Resume (from libSystem)
000000019fc63f58 (__TEXT,__text) non-external ___100-[SPInstallationPolicy trustPackagePayload:withDestinationTarget:withHashMap:withUserConsent:error:]_block_invoke
000000019fc63dd0 (__TEXT,__text) non-external ___104-[SPInstallationPolicy canInstallPackage:withUserConsent:withHash:evaluateOnly:synchronousPrompt:error:]_block_invoke
000000019fc5b200 (__TEXT,__text) non-external ___13+[SPLog exec]_block_invoke
000000019fc5b164 (__TEXT,__text) non-external ___13+[SPLog kext]_block_invoke
000000019fc5b0c8 (__TEXT,__text) non-external ___16+[SPLog generic]_block_invoke
000000019fc5b338 (__TEXT,__text) non-external ___18+[SPLog signposts]_block_invoke
000000019fc5b29c (__TEXT,__text) non-external ___21+[SPLog measurements]_block_invoke
000000019fc604e4 (__TEXT,__text) non-external ___22+[MIS currentDeviceID]_block_invoke
000000019fc54700 (__TEXT,__text) non-external ___24-[AKELData initWithURL:]_block_invoke
000000019fc5b3c4 (__TEXT,__text) non-external ___30+[SPLog verboseLoggingEnabled]_block_invoke
000000019fc68794 (__TEXT,__text) non-external ___30+[SPLog verboseLoggingEnabled]_block_invoke.cold.1
000000019fc54e28 (__TEXT,__text) non-external ___31+[SPFilePolicy getAllowedPaths]_block_invoke
000000019fc53c84 (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke
000000019fc54034 (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke.27
000000019fc66fb0 (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke.cold.1
000000019fc6707c (__TEXT,__text) non-external ___32-[StagedBundleData handleReload]_block_invoke.cold.2
000000019fc5cb70 (__TEXT,__text) non-external ___40-[SPKernelExtensionPolicy currentPolicy]_block_invoke
000000019fc655d4 (__TEXT,__text) non-external ___42-[SPMigrationScanner performMigrationScan]_block_invoke
000000019fc6571c (__TEXT,__text) non-external ___42-[SPMigrationScanner performMigrationScan]_block_invoke_2
000000019fc66dfc (__TEXT,__text) non-external ___43-[SPDeveloperPolicy isDeveloperModeEnabled]_block_invoke
000000019fc5db8c (__TEXT,__text) non-external ___43-[SPExecutionPolicy legacyExecutionHistory]_block_invoke
000000019fc5cb94 (__TEXT,__text) non-external ___43-[SPKernelExtensionPolicy pendingApprovals]_block_invoke
000000019fc5e11c (__TEXT,__text) non-external ___45-[SPExecutionPolicy isBlockedSoftware:error:]_block_invoke
000000019fc5dc08 (__TEXT,__text) non-external ___48-[SPExecutionPolicy blockedExecutionPolicyItems]_block_invoke
000000019fc5bf94 (__TEXT,__text) non-external ___50-[SPKernelExtensionHistory kernelExtensionHistory]_block_invoke
000000019fc66eb4 (__TEXT,__text) non-external ___51-[SPDeveloperPolicy setDeveloperModeEnabled:error:]_block_invoke
000000019fc5dd00 (__TEXT,__text) non-external ___51-[SPExecutionPolicy addGatekeeperUserIntent:error:]_block_invoke
000000019fc5cb3c (__TEXT,__text) non-external ___51-[SPKernelExtensionPolicy updatePolicyItems:error:]_block_invoke
000000019fc5d21c (__TEXT,__text) non-external ___52-[SPKernelExtensionPolicy requiresSecurityDowngrade]_block_invoke
000000019fc5de04 (__TEXT,__text) non-external ___54-[SPExecutionPolicy addBlockedSoftwareOverride:error:]_block_invoke
000000019fc5e018 (__TEXT,__text) non-external ___54-[SPExecutionPolicy getBlockedSoftwareOverride:error:]_block_invoke
000000019fc5d1f8 (__TEXT,__text) non-external ___54-[SPKernelExtensionPolicy triggerPanicMedicWithError:]_block_invoke
000000019fc5c0f0 (__TEXT,__text) non-external ___55+[SPKernelExtensionPolicy findBundledKernelExtensions:]_block_invoke
000000019fc5c624 (__TEXT,__text) non-external ___56-[SPKernelExtensionPolicy canLoadKernelExtension:error:]_block_invoke
000000019fc5d0d4 (__TEXT,__text) non-external ___56-[SPKernelExtensionPolicy getCurrentUAKLHash:withError:]_block_invoke
000000019fc5d240 (__TEXT,__text) non-external ___56-[SPKernelExtensionPolicy requiresRebootForInstallation]_block_invoke
000000019fc66ee0 (__TEXT,__text) non-external ___57-[SPDeveloperPolicy isDeveloperToolEnvironmentWithError:]_block_invoke
000000019fc5c7ec (__TEXT,__text) non-external ___57-[SPKernelExtensionPolicy teamIdentifierIsAllowed:error:]_block_invoke
000000019fc5d1ac (__TEXT,__text) non-external ___57-[SPKernelExtensionPolicy updateLastUsedTimes:withError:]_block_invoke
000000019fc590b8 (__TEXT,__text) non-external ___58-[BundleData initWithURL:withReloadBlock:watchForUpdates:]_block_invoke
000000019fc5d264 (__TEXT,__text) non-external ___58-[SPKernelExtensionPolicy requiresAuthenticationOnUpdates]_block_invoke
000000019fc5f74c (__TEXT,__text) non-external ___61-[SPKernelExtensionPolicy(MDM) setUserApprovalAllowed:error:]_block_invoke
000000019fc5c708 (__TEXT,__text) non-external ___63-[SPKernelExtensionPolicy canLoadKernelExtensionInCache:error:]_block_invoke
000000019fc5df10 (__TEXT,__text) non-external ___64-[SPExecutionPolicy setBlockedSoftwareOverride:isEnabled:error:]_block_invoke
000000019fc5cf50 (__TEXT,__text) non-external ___64-[SPKernelExtensionPolicy notifyLoadedKernelExtension:withPath:]_block_invoke
