00007ff8400abe30 (__DATA,__data) non-external _C
                 (undefined) external _fegetround (from libsystem_m)
00007ff800b80de6 (__TEXT,__text) external _feof
00007ff800b80e11 (__TEXT,__text) external _feof_unlocked
00007ff800b80e20 (__TEXT,__text) external _ferror
00007ff800b80e4b (__TEXT,__text) external _ferror_unlocked
                 (undefined) external _fesetenv (from libsystem_m)
00007ff800b677ad (__TEXT,__text) non-external _fetch_bitmap
00007ff800b59dcc (__TEXT,__text) external _fflagstostr
00007ff800b80e5a (__TEXT,__text) external _fflush
                 (undefined) external _ffsctl (from libsystem_kernel)
00007ff800b8106c (__TEXT,__text) external _fgetc
00007ff800b8111c (__TEXT,__text) external _fgetln
00007ff800b812ac (__TEXT,__text) external _fgetpos
00007ff800b812d1 (__TEXT,__text) external _fgets
00007ff800b8141f (__TEXT,__text) external _fgetwc
00007ff800b81545 (__TEXT,__text) external _fgetwc_l
00007ff800b8165f (__TEXT,__text) external _fgetwln
00007ff800b815ad (__TEXT,__text) external _fgetwln_l
00007ff800b81868 (__TEXT,__text) external _fgetws
00007ff800b81687 (__TEXT,__text) external _fgetws_l
00007ff8400acb58 (__DATA,__data) non-external _filelist_lock
00007ff800b81890 (__TEXT,__text) external _fileno
00007ff800b818b4 (__TEXT,__text) external _fileno_unlocked
00007ff800b84787 (__TEXT,__text) non-external _find_temp_path
00007ff800b9d34c (__TEXT,__text) non-external _first_wday_of
00007ff800bc0fb0 (__TEXT,__const) non-external _fiveToThe1000
00007ff800b8082d (__TEXT,__text) external _flockfile
                 (undefined) external _flsl (from libsystem_platform)
00007ff800b64c78 (__TEXT,__text) non-external _flush_meta
                 (undefined) external _fma (from libsystem_m)
00007ff800b9ffaf (__TEXT,__text) external _fmemopen
00007ff800ba0241 (__TEXT,__text) non-external _fmemopen_close
00007ff800ba012e (__TEXT,__text) non-external _fmemopen_read
00007ff800ba01e7 (__TEXT,__text) non-external _fmemopen_seek
00007ff800ba0178 (__TEXT,__text) non-external _fmemopen_write
00007ff840078310 (__DATA_CONST,__const) non-external _fmt_padding
00007ff800b6e190 (__TEXT,__text) external _fmtcheck
00007ff800b6e634 (__TEXT,__text) external _fmtmsg
00007ff800b6eb9f (__TEXT,__text) external _fnmatch
00007ff800b81de5 (__TEXT,__text) external _fopen
00007ff800bbde14 (__TEXT,__text) external _fopen$DARWIN_EXTSN
00007ff800b5f50f (__TEXT,__text) external _fork
00007ff800b81ee2 (__TEXT,__text) external _fprintf
00007ff800b81fa6 (__TEXT,__text) external _fprintf_l
00007ff8400acdb8 (__DATA,__data) non-external _fptr
00007ff800b82042 (__TEXT,__text) external _fpurge
00007ff800b820c0 (__TEXT,__text) external _fputc
00007ff800b82127 (__TEXT,__text) external _fputs
00007ff800b82294 (__TEXT,__text) external _fputwc
00007ff800b822f7 (__TEXT,__text) external _fputwc_l
00007ff800b824c6 (__TEXT,__text) external _fputws
00007ff800b82367 (__TEXT,__text) external _fputws_l
00007ff800b8264c (__TEXT,__text) external _fread
                 (undefined) external _free (from libsystem_malloc)
00007ff800b5dc34 (__TEXT,__text) external _free_printf_comp
00007ff800b5dfb0 (__TEXT,__text) external _free_printf_domain
00007ff800b5c4d7 (__TEXT,__text) external _freelocale
00007ff800b828d7 (__TEXT,__text) external _freopen
00007ff800b82c29 (__TEXT,__text) external _fscanf
00007ff800b82d43 (__TEXT,__text) external _fscanf_l
                 (undefined) external _fsctl (from libsystem_kernel)
00007ff800b82e60 (__TEXT,__text) external _fseek
00007ff800b83309 (__TEXT,__text) external _fseeko
00007ff800b8336d (__TEXT,__text) external _fsetpos
                 (undefined) external _fstat (from libsystem_kernel)
                 (undefined) external _fstatat (from libsystem_kernel)
                 (undefined) external _fstatfs (from libsystem_kernel)
00007ff800b55998 (__TEXT,__text) external _fstatvfs
00007ff8400ab7d0 (__DATA,__data) non-external _fstypenames
                 (undefined) external _fsync$NOCANCEL (from libsystem_kernel)
00007ff800b5fc51 (__TEXT,__text) external _fsync_volume_np
00007ff800b8337c (__TEXT,__text) external _ftell
00007ff800b83386 (__TEXT,__text) external _ftello
00007ff800b97867 (__TEXT,__text) external _ftime
00007ff800b6fd41 (__TEXT,__text) external _ftok
                 (undefined) external _ftruncate (from libsystem_kernel)
00007ff800b80863 (__TEXT,__text) external _ftrylockfile
00007ff800b58303 (__TEXT,__text) non-external _fts_alloc
00007ff800b5745f (__TEXT,__text) non-external _fts_build
00007ff800bbf116 (__TEXT,__text) non-external _fts_build.cold.1
00007ff800bbf116 (__TEXT,__text) non-external _fts_build.cold.2
00007ff800bbf116 (__TEXT,__text) non-external _fts_build.cold.3
00007ff800bbf116 (__TEXT,__text) non-external _fts_build.cold.4
00007ff800bbf116 (__TEXT,__text) non-external _fts_build.cold.5
00007ff800bbf116 (__TEXT,__text) non-external _fts_build.cold.6
00007ff800b58147 (__TEXT,__text) external _fts_children
00007ff800b56ce3 (__TEXT,__text) external _fts_close
00007ff800b56e1f (__TEXT,__text) non-external _fts_fchdir
00007ff800b56deb (__TEXT,__text) non-external _fts_free
00007ff800b58090 (__TEXT,__text) non-external _fts_load
00007ff800b56920 (__TEXT,__text) external _fts_open
00007ff800b56c43 (__TEXT,__text) external _fts_open_b
00007ff800b58292 (__TEXT,__text) non-external _fts_palloc
00007ff800b56e39 (__TEXT,__text) external _fts_read
00007ff800b57295 (__TEXT,__text) non-external _fts_safe_changedir
00007ff800b58125 (__TEXT,__text) external _fts_set
00007ff800b58394 (__TEXT,__text) non-external _fts_sort
00007ff800b584b1 (__TEXT,__text) non-external _fts_stat2
00007ff800b59854 (__TEXT,__text) external _ftw
00007ff800b80897 (__TEXT,__text) external _funlockfile
00007ff800b83548 (__TEXT,__text) external _funopen
00007ff800b839bd (__TEXT,__text) external _fwide
00007ff800b83a16 (__TEXT,__text) external _fwprintf
00007ff800b83ada (__TEXT,__text) external _fwprintf_l
00007ff800b83b76 (__TEXT,__text) external _fwrite
00007ff800b83c88 (__TEXT,__text) external _fwscanf
00007ff800b83d4c (__TEXT,__text) external _fwscanf_l
00007ff800b5d98f (__TEXT,__text) external _fxprintf
00007ff800b5e426 (__TEXT,__text) external _fxprintf_exec
00007ff8400ab720 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ff800ba97d9 (__TEXT,__text) external _gcvt
00007ff800b6c3ed (__TEXT,__text) non-external _gdtoa_freelist_free
00007ff8400addf8 (__DATA,__bss) non-external _gdtoa_tsd_key
00007ff8400ac410 (__DATA,__data) non-external _gdtoa_tsd_lock
00007ff800b5470c (__TEXT,__text) non-external _generalSlowpath
00007ff800bbef29 (__TEXT,__text) non-external _generalSlowpath.cold.1
00007ff800bbf064 (__TEXT,__text) non-external _generalSlowpath.cold.10
00007ff800bbf087 (__TEXT,__text) non-external _generalSlowpath.cold.11
00007ff800bbf0aa (__TEXT,__text) non-external _generalSlowpath.cold.12
00007ff800bbf0cd (__TEXT,__text) non-external _generalSlowpath.cold.13
00007ff800bbef4c (__TEXT,__text) non-external _generalSlowpath.cold.2
00007ff800bbef6f (__TEXT,__text) non-external _generalSlowpath.cold.3
00007ff800bbef92 (__TEXT,__text) non-external _generalSlowpath.cold.4
00007ff800bbefb5 (__TEXT,__text) non-external _generalSlowpath.cold.5
00007ff800bbefd8 (__TEXT,__text) non-external _generalSlowpath.cold.6
00007ff800bbeffb (__TEXT,__text) non-external _generalSlowpath.cold.7
00007ff800bbf01e (__TEXT,__text) non-external _generalSlowpath.cold.8
00007ff800bbf041 (__TEXT,__text) non-external _generalSlowpath.cold.9
00007ff8400add74 (__DATA,__bss) non-external _get_clock.adjustment
00007ff8400add88 (__DATA,__bss) non-external _get_clock.clock_seq
00007ff8400add78 (__DATA,__bss) non-external _get_clock.last
00007ff800b6e205 (__TEXT,__text) non-external _get_next_format
00007ff800b6e354 (__TEXT,__text) non-external _get_next_format_from_precision
00007ff800b6e304 (__TEXT,__text) non-external _get_next_format_from_width
                 (undefined) external _getattrlist (from libsystem_kernel)
                 (undefined) external _getattrlistbulk (from libsystem_kernel)
00007ff800b6fdb3 (__TEXT,__text) external _getbsize
00007ff8400ade50 (__DATA,__bss) non-external _getbsize.header
00007ff800b83de8 (__TEXT,__text) external _getc
00007ff800b83e2f (__TEXT,__text) external _getc_unlocked
00007ff800b83e55 (__TEXT,__text) external _getchar
00007ff800b83ea0 (__TEXT,__text) external _getchar_unlocked
00007ff800b718ac (__TEXT,__text) external _getcwd
00007ff800b5d258 (__TEXT,__text) external _getdate
00007ff8400add28 (__DATA,__bss) non-external _getdate.tm
00007ff8400b8b08 (__DATA,__common) external _getdate_err
00007ff800b83ed0 (__TEXT,__text) external _getdelim
00007ff800b56253 (__TEXT,__text) external _getdiskbyname
00007ff8400adc30 (__DATA,__bss) non-external _getdiskbyname.dp
                 (undefined) external _getdtablesize (from libsystem_kernel)
00007ff800b700b3 (__TEXT,__text) non-external _getent
00007ff800ba1642 (__TEXT,__text) external _getenv
                 (undefined) external _getfsstat (from libsystem_kernel)
00007ff800b5fe23 (__TEXT,__text) external _gethostid
00007ff800b718bb (__TEXT,__text) external _gethostname
00007ff800b84191 (__TEXT,__text) external _getline
00007ff800b58963 (__TEXT,__text) external _getloadavg
00007ff800b719c7 (__TEXT,__text) external _getmntinfo
00007ff8400ade98 (__DATA,__bss) non-external _getmntinfo.vars
00007ff800b719ed (__TEXT,__text) non-external _getmntinfo_internal
00007ff800b71ab4 (__TEXT,__text) external _getmntinfo_r_np
00007ff800b72fac (__TEXT,__text) external _getmode
00007ff800b99bb2 (__TEXT,__text) non-external _getoffset
00007ff800ba168f (__TEXT,__text) external _getopt
00007ff8400acd58 (__DATA,__data) non-external _getopt.place
00007ff800ba18d2 (__TEXT,__text) non-external _getopt_internal
00007ff800bc057f (__TEXT,__text) non-external _getopt_internal.cold.1
00007ff8400acd60 (__DATA,__data) non-external _getopt_internal.posixly_correct
00007ff800ba18c2 (__TEXT,__text) external _getopt_long
00007ff800ba1edd (__TEXT,__text) external _getopt_long_only
00007ff800b71b0c (__TEXT,__text) external _getpagesize
00007ff8400adeb0 (__DATA,__bss) non-external _getpagesize.value
00007ff800b71b85 (__TEXT,__text) external _getpeereid
                 (undefined) external _getpgrp (from libsystem_kernel)
                 (undefined) external _getpid (from libsystem_kernel)
                 (undefined) external _getpriority (from libsystem_kernel)
00007ff800b71bf9 (__TEXT,__text) external _getprogname
                 (undefined) external _getrlimit (from libsystem_kernel)
00007ff800b99be3 (__TEXT,__text) non-external _getrule
                 (undefined) external _getrusage (from libsystem_kernel)
00007ff800b841a3 (__TEXT,__text) external _gets
00007ff800bc2640 (__TEXT,__const) non-external _gets.w
00007ff8400af938 (__DATA,__bss) non-external _gets.warned
00007ff800b99fde (__TEXT,__text) non-external _getsecs
                 (undefined) external _getsockopt (from libsystem_kernel)
00007ff800ba231c (__TEXT,__text) external _getsubopt
00007ff800b5f5df (__TEXT,__text) external _gettimeofday
00007ff8400addec (__DATA,__bss) non-external _gettimeofday.cached_tz.0
00007ff8400addf0 (__DATA,__bss) non-external _gettimeofday.cached_tz.1
00007ff8400adde8 (__DATA,__bss) non-external _gettimeofday.validtz
00007ff800b58b81 (__TEXT,__text) external _getttyent
00007ff8400adc80 (__DATA,__bss) non-external _getttyent.line
00007ff840077b70 (__DATA_CONST,__const) non-external _getttyent.nonexistent
00007ff8400adc40 (__DATA,__bss) non-external _getttyent.tty
00007ff800b58a27 (__TEXT,__text) external _getttynam
00007ff800b568bc (__TEXT,__text) non-external _gettype
00007ff800b592a5 (__TEXT,__text) external _getusershell
00007ff800b59560 (__TEXT,__text) external _getvfsbyname
00007ff800b84258 (__TEXT,__text) external _getw
00007ff800b84293 (__TEXT,__text) external _getwc
00007ff800b842bb (__TEXT,__text) external _getwc_l
00007ff800b842c5 (__TEXT,__text) external _getwchar
00007ff800b842f7 (__TEXT,__text) external _getwchar_l
00007ff800b5fe94 (__TEXT,__text) external _getwd
00007ff800b99b32 (__TEXT,__text) non-external _getzname
00007ff800bc2904 (__TEXT,__const) non-external _gmt
00007ff800b9a0f3 (__TEXT,__text) non-external _gmt_init
00007ff8400accf0 (__DATA,__data) non-external _gmt_once
00007ff800b99401 (__TEXT,__text) external _gmtime
00007ff8400b4288 (__DATA,__bss) non-external _gmtime_key
00007ff8400b4284 (__DATA,__bss) non-external _gmtime_key_error
00007ff800b9949f (__TEXT,__text) non-external _gmtime_key_init
00007ff8400acce0 (__DATA,__data) non-external _gmtime_once
00007ff800b99527 (__TEXT,__text) external _gmtime_r
00007ff800b989cc (__TEXT,__text) non-external _gmtload
00007ff8400b42c8 (__DATA,__bss) non-external _gmtmem
00007ff800b994c3 (__TEXT,__text) non-external _gmtsub
00007ff800bc2aa0 (__TEXT,__const) non-external _gnuoptchar
00007ff8400ade78 (__DATA,__bss) non-external _gottoprec
00007ff800ba93a4 (__TEXT,__text) external _grantpt
00007ff800b8cfa0 (__TEXT,__text) non-external _grouping_init
00007ff800b93a3e (__TEXT,__text) non-external _grouping_init
00007ff800b8d147 (__TEXT,__text) non-external _grouping_print
00007ff800b93c81 (__TEXT,__text) non-external _grouping_print
00007ff8400b8ae8 (__DATA,__bss) non-external _handlers
00007ff800b66220 (__TEXT,__text) non-external _hash4
00007ff800b64e31 (__TEXT,__text) non-external _hash_access
00007ff800b646cc (__TEXT,__text) non-external _hash_close
00007ff800ba7c0e (__TEXT,__text) external _hash_create
00007ff800b646fd (__TEXT,__text) non-external _hash_delete
00007ff800ba7c9a (__TEXT,__text) external _hash_destroy
00007ff800b6475a (__TEXT,__text) non-external _hash_fd
00007ff800b6478a (__TEXT,__text) non-external _hash_get
00007ff800ba7ef0 (__TEXT,__text) external _hash_purge
00007ff800b647cf (__TEXT,__text) non-external _hash_put
00007ff800ba7d64 (__TEXT,__text) external _hash_search
00007ff800b64836 (__TEXT,__text) non-external _hash_seq
00007ff800ba7f66 (__TEXT,__text) external _hash_stats
00007ff800b64a91 (__TEXT,__text) non-external _hash_sync
00007ff800ba7e7b (__TEXT,__text) external _hash_traverse
00007ff800ba244c (__TEXT,__text) external _hcreate
00007ff800b645ac (__TEXT,__text) non-external _hdestroy
00007ff800ba251a (__TEXT,__text) external _hdestroy
00007ff800ba264b (__TEXT,__text) external _heapsort
00007ff800ba9a4f (__TEXT,__text) external _heapsort_b
00007ff800bc0da0 (__TEXT,__const) non-external _hexdigit
00007ff800bc5550 (__TEXT,__cstring) non-external _hexlist
00007ff8400adce8 (__DATA,__bss) non-external _hexpreg
                 (undefined) external _host_get_clock_service (from libsystem_kernel)
00007ff800ba2596 (__TEXT,__text) external _hsearch
00007ff8400b8a80 (__DATA,__bss) non-external _htable
00007ff8400b8a88 (__DATA,__bss) non-external _htablesize
00007ff800bc2a80 (__TEXT,__const) non-external _illoptchar
00007ff800bc2b70 (__TEXT,__const) non-external _illoptstring
00007ff800ba28bc (__TEXT,__text) external _imaxabs
00007ff800ba28cc (__TEXT,__text) external _imaxdiv
                 (indirect) external _index (for __platform_strchr)
00007ff800b54fb4 (__TEXT,__text) non-external _infinity
00007ff800b55276 (__TEXT,__text) non-external _initMPFromDigits
00007ff800bc0ea0 (__TEXT,__const) non-external _initMPFromDigits.powersOfTen
00007ff800b592d9 (__TEXT,__text) non-external _initshells
00007ff800ba68ac (__TEXT,__text) external _initstate
00007ff800ba329e (__TEXT,__text) non-external _insertionsort
00007ff800bab5e9 (__TEXT,__text) non-external _insertionsort
00007ff800ba28fb (__TEXT,__text) external _insque
                 (undefined) external _ioctl (from libsystem_kernel)
00007ff800b5a68b (__TEXT,__text) external _isalnum
00007ff800b5ade0 (__TEXT,__text) external _isalnum_l
00007ff800b5a6ef (__TEXT,__text) external _isalpha
00007ff800b5ae44 (__TEXT,__text) external _isalpha_l
00007ff800b5a67a (__TEXT,__text) external _isascii
00007ff800b71c07 (__TEXT,__text) external _isatty
00007ff800b5a74d (__TEXT,__text) external _isblank
00007ff800b5aea2 (__TEXT,__text) external _isblank_l
00007ff800b5a7ab (__TEXT,__text) external _iscntrl
00007ff800b5af00 (__TEXT,__text) external _iscntrl_l
00007ff800b5a809 (__TEXT,__text) external _isdigit
00007ff800b5af5e (__TEXT,__text) external _isdigit_l
00007ff800b5a82c (__TEXT,__text) external _isgraph
00007ff800b5afbc (__TEXT,__text) external _isgraph_l
00007ff800b5ab61 (__TEXT,__text) external _ishexnumber
00007ff800b5b01a (__TEXT,__text) external _ishexnumber_l
00007ff800b5abbf (__TEXT,__text) external _isideogram
00007ff800b5b078 (__TEXT,__text) external _isideogram_l
00007ff800b5a88a (__TEXT,__text) external _islower
00007ff800b5b0d6 (__TEXT,__text) external _islower_l
00007ff800b5ac1d (__TEXT,__text) external _isnumber
00007ff800b5b134 (__TEXT,__text) external _isnumber_l
00007ff800b5ac7b (__TEXT,__text) external _isphonogram
00007ff800b5b192 (__TEXT,__text) external _isphonogram_l
00007ff800b5a8e8 (__TEXT,__text) external _isprint
00007ff800b5b1f0 (__TEXT,__text) external _isprint_l
00007ff800b5a946 (__TEXT,__text) external _ispunct
00007ff800b5b24e (__TEXT,__text) external _ispunct_l
00007ff800b5acd9 (__TEXT,__text) external _isrune
00007ff800b5b2ac (__TEXT,__text) external _isrune_l
                 (undefined) external _issetugid (from libsystem_kernel)
00007ff800b5a9a4 (__TEXT,__text) external _isspace
00007ff800b5b315 (__TEXT,__text) external _isspace_l
00007ff800b5ad3b (__TEXT,__text) external _isspecial
00007ff800b5b373 (__TEXT,__text) external _isspecial_l
00007ff800b757f3 (__TEXT,__text) non-external _istrsenvisx
00007ff800bbfeac (__TEXT,__text) non-external _istrsenvisx.cold.1
00007ff800bbfecf (__TEXT,__text) non-external _istrsenvisx.cold.2
00007ff800bbfef2 (__TEXT,__text) non-external _istrsenvisx.cold.3
00007ff800bbff15 (__TEXT,__text) non-external _istrsenvisx.cold.4
00007ff800b75f9d (__TEXT,__text) non-external _istrsenvisxl
00007ff800b5aa02 (__TEXT,__text) external _isupper
00007ff800b5b3d1 (__TEXT,__text) external _isupper_l
00007ff800b5b4dd (__TEXT,__text) external _iswalnum
00007ff800b5b96d (__TEXT,__text) external _iswalnum_l
00007ff800b5b541 (__TEXT,__text) external _iswalpha
00007ff800b5b9d1 (__TEXT,__text) external _iswalpha_l
00007ff800b5be8e (__TEXT,__text) external _iswascii
00007ff800b5be30 (__TEXT,__text) external _iswblank
00007ff800b5c0d7 (__TEXT,__text) external _iswblank_l
00007ff800b5b59f (__TEXT,__text) external _iswcntrl
00007ff800b5ba2f (__TEXT,__text) external _iswcntrl_l
00007ff800b5b5fd (__TEXT,__text) external _iswctype
00007ff800b5ba8d (__TEXT,__text) external _iswctype_l
00007ff800b5b667 (__TEXT,__text) external _iswdigit
00007ff800b5bafe (__TEXT,__text) external _iswdigit_l
00007ff800b5b68a (__TEXT,__text) external _iswgraph
00007ff800b5bb5c (__TEXT,__text) external _iswgraph_l
00007ff800b5be9f (__TEXT,__text) external _iswhexnumber
00007ff800b5c135 (__TEXT,__text) external _iswhexnumber_l
00007ff800b5befd (__TEXT,__text) external _iswideogram
00007ff800b5c193 (__TEXT,__text) external _iswideogram_l
00007ff800b5b6e8 (__TEXT,__text) external _iswlower
00007ff800b5bbba (__TEXT,__text) external _iswlower_l
00007ff800b5bf5b (__TEXT,__text) external _iswnumber
00007ff800b5c1f1 (__TEXT,__text) external _iswnumber_l
00007ff800b5bfb9 (__TEXT,__text) external _iswphonogram
00007ff800b5c24f (__TEXT,__text) external _iswphonogram_l
00007ff800b5b746 (__TEXT,__text) external _iswprint
00007ff800b5bc18 (__TEXT,__text) external _iswprint_l
00007ff800b5b7a4 (__TEXT,__text) external _iswpunct
00007ff800b5bc76 (__TEXT,__text) external _iswpunct_l
00007ff800b5c017 (__TEXT,__text) external _iswrune
00007ff800b5c2ad (__TEXT,__text) external _iswrune_l
00007ff800b5b802 (__TEXT,__text) external _iswspace
00007ff800b5bcd4 (__TEXT,__text) external _iswspace_l
00007ff800b5c079 (__TEXT,__text) external _iswspecial
00007ff800b5c316 (__TEXT,__text) external _iswspecial_l
00007ff800b5b860 (__TEXT,__text) external _iswupper
00007ff800b5bd32 (__TEXT,__text) external _iswupper_l
00007ff800b5b8be (__TEXT,__text) external _iswxdigit
00007ff800b5bd90 (__TEXT,__text) external _iswxdigit_l
00007ff800b5aa60 (__TEXT,__text) external _isxdigit
00007ff800b5b42f (__TEXT,__text) external _isxdigit_l
00007ff800b71ca1 (__TEXT,__text) external _jrand48
00007ff840077e60 (__DATA_CONST,__const) external _kOSThermalNotificationPressureLevelName
                 (undefined) external _kill (from libsystem_kernel)
00007ff800b5fecc (__TEXT,__text) external _killpg
00007ff800ba957b (__TEXT,__text) external _l64a
00007ff8400b8ad8 (__DATA,__bss) non-external _l64a.buf
00007ff800ba2924 (__TEXT,__text) external _labs
00007ff800b77e7d (__TEXT,__text) non-external _largesearch
00007ff8400b8a30 (__DATA,__bss) non-external _last_default_tzload_mtimespec
00007ff8400acb98 (__DATA,__data) non-external _lastglue
00007ff800b557e8 (__TEXT,__text) external _lchflags
00007ff800b55822 (__TEXT,__text) external _lchmod
00007ff8400afa10 (__DATA,__bss) non-external _lcl_TZname
00007ff8400afa00 (__DATA,__bss) non-external _lcl_is_set
00007ff8400acbf0 (__DATA,__data) non-external (was a private external) _lcl_rwlock
00007ff8400afb10 (__DATA,__bss) non-external _lclmem
00007ff800b71ce1 (__TEXT,__text) external _lcong48
00007ff800ba2934 (__TEXT,__text) external _ldiv
00007ff800ba2a11 (__TEXT,__text) external _lfind
00007ff800b87047 (__TEXT,__text) non-external _lflush
00007ff8400b8b18 (__DATA,__common) non-external (was a private external) _libc_hooks
00007ff800b5fcac (__TEXT,__text) external _libc_set_introspection_hooks
00007ff800bbf14f (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.1
00007ff800bbf170 (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.2
00007ff800bbf191 (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.3
00007ff800bbf1b2 (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.4
00007ff800b7fac0 (__TEXT,__text) external _link_addr
00007ff800b7fc44 (__TEXT,__text) external _link_ntoa
00007ff8400ae100 (__DATA,__bss) non-external _link_ntoa.obuf
00007ff800ba2963 (__TEXT,__text) external _llabs
00007ff800ba2973 (__TEXT,__text) external _lldiv
00007ff800b8019c (__TEXT,__text) non-external _loadCat
00007ff800b7c645 (__TEXT,__text) non-external _loadlocale
00007ff800b7ac25 (__TEXT,__text) external _localeconv
00007ff800b7aa95 (__TEXT,__text) external _localeconv_l
00007ff800bbffc4 (__TEXT,__text) non-external _localeconv_l.cold.1
00007ff800bbffd6 (__TEXT,__text) non-external _localeconv_l.cold.2
00007ff800b992bf (__TEXT,__text) external _localtime
00007ff8400b4280 (__DATA,__bss) non-external _localtime_key
00007ff8400b4278 (__DATA,__bss) non-external _localtime_key_error
00007ff800b9938e (__TEXT,__text) non-external _localtime_key_init
00007ff8400accd0 (__DATA,__data) non-external _localtime_once
00007ff800b993b2 (__TEXT,__text) external _localtime_r
00007ff800bbd378 (__TEXT,__text) external _lockf
00007ff800b71d24 (__TEXT,__text) external _lockf$NOCANCEL
00007ff800b5e6dd (__TEXT,__text) external _login_tty
00007ff800b77ecb (__TEXT,__text) non-external _lookup_substsearch
00007ff800bbff38 (__TEXT,__text) non-external _lookup_substsearch.cold.1
00007ff800b71df4 (__TEXT,__text) external _lrand48
00007ff800ba29a2 (__TEXT,__text) external _lsearch
                 (undefined) external _lseek (from libsystem_kernel)
                 (undefined) external _lstat (from libsystem_kernel)
00007ff800b55867 (__TEXT,__text) external _lutimes
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_boottime_usec (from libsystem_kernel)
                 (undefined) external _mach_continuous_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_continuous_time (from libsystem_kernel)
                 (undefined) external _mach_error_string (from libsystem_kernel)
                 (undefined) external _mach_host_self (from libsystem_kernel)
                 (undefined) external _mach_port_deallocate (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_timebase_info (from libsystem_kernel)
                 (undefined) external _malloc_type_calloc (from libsystem_malloc)
                 (undefined) external _malloc_type_malloc (from libsystem_malloc)
                 (undefined) external _malloc_type_realloc (from libsystem_malloc)
00007ff840077bd0 (__DATA_CONST,__const) non-external _mapping
00007ff800b7acd0 (__TEXT,__text) external _mblen
00007ff800b7ac4d (__TEXT,__text) external _mblen_l
00007ff800b7ada0 (__TEXT,__text) external _mbrlen
00007ff800b7ad57 (__TEXT,__text) external _mbrlen_l
00007ff800b7ae37 (__TEXT,__text) external _mbrtowc
00007ff800b7adf2 (__TEXT,__text) external _mbrtowc_l
00007ff800b7aeb0 (__TEXT,__text) external _mbsinit
00007ff800b7ae7d (__TEXT,__text) external _mbsinit_l
00007ff800b7af2d (__TEXT,__text) external _mbsnrtowcs
00007ff800b7aee8 (__TEXT,__text) external _mbsnrtowcs_l
00007ff800b7b0c4 (__TEXT,__text) external _mbsrtowcs
00007ff800b7b079 (__TEXT,__text) external _mbsrtowcs_l
00007ff800b7b1c3 (__TEXT,__text) external _mbstowcs
00007ff800b7b118 (__TEXT,__text) external _mbstowcs_l
00007ff800b7b302 (__TEXT,__text) external _mbtowc
00007ff800b7b273 (__TEXT,__text) external _mbtowc_l
                 (indirect) external _memccpy (for __platform_memccpy)
                 (indirect) external _memchr (for __platform_memchr)
                 (indirect) external _memcmp (for __platform_memcmp)
                 (indirect) external _memcpy (for __platform_memmove)
00007ff800b9d63b (__TEXT,__text) external _memmem
                 (indirect) external _memmove (for __platform_memmove)
                 (indirect) external _memset (for __platform_memset)
                 (indirect) external _memset_pattern16 (for __platform_memset_pattern16)
                 (indirect) external _memset_pattern4 (for __platform_memset_pattern4)
                 (indirect) external _memset_pattern8 (for __platform_memset_pattern8)
00007ff800bb071c (__TEXT,__text) external _memset_s
00007ff800b7fab1 (__TEXT,__text) non-external _memstream_close
00007ff800b7fa2b (__TEXT,__text) non-external _memstream_seek
00007ff800bc0009 (__TEXT,__text) non-external _memstream_seek.cold.1
00007ff800bc002c (__TEXT,__text) non-external _memstream_seek.cold.2
00007ff800b7f916 (__TEXT,__text) non-external _memstream_update
00007ff800bbffe8 (__TEXT,__text) non-external _memstream_update.cold.1
00007ff800b7f940 (__TEXT,__text) non-external _memstream_write
00007ff800ba2a63 (__TEXT,__text) external _mergesort
00007ff800baad78 (__TEXT,__text) external _mergesort_b
                 (undefined) external _mkdirat (from libsystem_kernel)
00007ff800b84c03 (__TEXT,__text) external _mkdtemp
00007ff800b84c72 (__TEXT,__text) external _mkdtempat_np
00007ff800b84b48 (__TEXT,__text) external _mkostemp
00007ff800b8471f (__TEXT,__text) external _mkostemps
00007ff800b84a5c (__TEXT,__text) external _mkostempsat_np
00007ff800b5eb8a (__TEXT,__text) external _mkpath_np
00007ff800b5eba0 (__TEXT,__text) external _mkpathat_np
00007ff800b84bb6 (__TEXT,__text) external _mkstemp
00007ff800b84d9e (__TEXT,__text) external _mkstemp_dprotected_np
00007ff800b84ab8 (__TEXT,__text) external _mkstemps
00007ff800b84b05 (__TEXT,__text) external _mkstempsat_np
00007ff800b84d5c (__TEXT,__text) external _mktemp
00007ff800b99879 (__TEXT,__text) external _mktime
                 (undefined) external _mmap (from libsystem_kernel)
00007ff800bc2910 (__TEXT,__const) non-external _mon_lengths
00007ff800b5a656 (__TEXT,__text) external _monaddition
00007ff800b5a66e (__TEXT,__text) external _moncontrol
00007ff800b5a674 (__TEXT,__text) external _moncount
00007ff800b5a64a (__TEXT,__text) external _moninit
00007ff800b5a668 (__TEXT,__text) external _monitor
