0000000182cc7f88 (__DATA,__data) external _NDR_record
0000000180bb0904 (__TEXT,__text) external _mach_vm_wire
0000000180bb82e4 (__TEXT,__text) external _mach_vm_write
0000000180bc80bc (__TEXT,__text) external _mach_voucher_attr_command
0000000180b9eb18 (__TEXT,__text) external _mach_voucher_deallocate
0000000180bc831c (__TEXT,__text) external _mach_voucher_debug_info
0000000180bc7e68 (__TEXT,__text) external _mach_voucher_extract_all_attr_recipes
0000000180bc79d0 (__TEXT,__text) external _mach_voucher_extract_attr_content
0000000180bacea4 (__TEXT,__text) external _mach_voucher_extract_attr_recipe
0000000180b9657c (__TEXT,__text) external _mach_voucher_extract_attr_recipe_trap
0000000180b965b8 (__TEXT,__text) external _mach_wait_until
0000000180bb300c (__TEXT,__text) external _mach_zone_force_gc
0000000180bb3f1c (__TEXT,__text) external _mach_zone_get_btlog_records
0000000180bb3d8c (__TEXT,__text) external _mach_zone_get_zlog_zones
0000000180bb2e40 (__TEXT,__text) external _mach_zone_info
0000000180bb3be0 (__TEXT,__text) external _mach_zone_info_for_largest_zone
0000000180bb3a70 (__TEXT,__text) external _mach_zone_info_for_zone
0000000180b96528 (__TEXT,__text) external _macx_backing_store_recovery
0000000180b9651c (__TEXT,__text) external _macx_backing_store_suspend
0000000180b964f8 (__TEXT,__text) external _macx_swapoff
0000000180b964ec (__TEXT,__text) external _macx_swapon
0000000180b96510 (__TEXT,__text) external _macx_triggers
0000000180b9a3dc (__TEXT,__text) external _madvise
0000000180b9b784 (__TEXT,__text) non-external _malloc
0000000180b9b8b8 (__TEXT,__text) non-external _malloc_type_malloc
0000000180b9b960 (__TEXT,__text) non-external _malloc_type_realloc
0000000182cc80f0 (__DATA,__bss) non-external _master_host_port
0000000180b9ba2c (__TEXT,__text) non-external _memcpy
0000000180b9a408 (__TEXT,__text) external _memorystatus_control
0000000180b9a434 (__TEXT,__text) external _memorystatus_get_level
0000000180b9eba4 (__TEXT,__text) external _mig_allocate
0000000180b9edf8 (__TEXT,__text) external _mig_dealloc_reply_port
0000000180bac970 (__TEXT,__text) external _mig_dealloc_special_reply_port
0000000180b9ec00 (__TEXT,__text) external _mig_deallocate
0000000180b9ed64 (__TEXT,__text) external _mig_get_reply_port
0000000180bac934 (__TEXT,__text) external _mig_get_special_reply_port
0000000180b9ee70 (__TEXT,__text) external _mig_put_reply_port
0000000180b9ed30 (__TEXT,__text) external _mig_reply_setup
0000000180b9ee74 (__TEXT,__text) external _mig_strncpy
0000000180b9eec0 (__TEXT,__text) external _mig_strncpy_zerofill
0000000180b9a460 (__TEXT,__text) external _mincore
0000000180b9a48c (__TEXT,__text) external _minherit
0000000180b965dc (__TEXT,__text) external _mk_timer_arm
0000000180b965f4 (__TEXT,__text) external _mk_timer_arm_leeway
0000000180b965e8 (__TEXT,__text) external _mk_timer_cancel
0000000180b965c4 (__TEXT,__text) external _mk_timer_create
0000000180b965d0 (__TEXT,__text) external _mk_timer_destroy
0000000180b9a4b8 (__TEXT,__text) external _mkdir
0000000180b9a4e4 (__TEXT,__text) external _mkdirat
0000000180b9a510 (__TEXT,__text) external _mkfifo
0000000180b9a53c (__TEXT,__text) external _mkfifoat
0000000180b9a568 (__TEXT,__text) external _mknod
0000000180b9a594 (__TEXT,__text) external _mknodat
0000000180b9a5c0 (__TEXT,__text) external _mlock
0000000180b9a5ec (__TEXT,__text) external _mlockall
0000000180ba8c88 (__TEXT,__text) external _mmap
0000000180b9a618 (__TEXT,__text) external _mount
0000000180b97a30 (__TEXT,__text) external _mprotect
0000000180b9a644 (__TEXT,__text) external _mremap_encrypted
0000000180b9f02c (__TEXT,__text) external _msg_receive
0000000180b9f01c (__TEXT,__text) external _msg_rpc
0000000180b9f024 (__TEXT,__text) external _msg_send
0000000180b97a5c (__TEXT,__text) external _msgctl
0000000180b9a670 (__TEXT,__text) external _msgget
0000000180b9a69c (__TEXT,__text) external _msgrcv
0000000180b97a88 (__TEXT,__text) external _msgrcv$NOCANCEL
0000000180b9a6c8 (__TEXT,__text) external _msgsnd
0000000180b97ab4 (__TEXT,__text) external _msgsnd$NOCANCEL
0000000180b968b4 (__TEXT,__text) external _msgsys
0000000180b97b0c (__TEXT,__text) external _msync
0000000180b97b38 (__TEXT,__text) external _msync$NOCANCEL
0000000180b9a6f4 (__TEXT,__text) external _munlock
0000000180b9a720 (__TEXT,__text) external _munlockall
0000000180badbd4 (__TEXT,__text) external _munmap
0000000180b9a74c (__TEXT,__text) external _necp_client_action
0000000180b9a778 (__TEXT,__text) external _necp_match_policy
0000000180b9a7a4 (__TEXT,__text) external _necp_open
0000000180b9a7d0 (__TEXT,__text) external _necp_session_action
0000000180b9a7fc (__TEXT,__text) external _necp_session_open
0000000180b9a828 (__TEXT,__text) external _net_qos_guideline
0000000180b9a854 (__TEXT,__text) external _netagent_trigger
0000000180bbbe64 (__TEXT,__text) external _netname_check_in
0000000180bbc254 (__TEXT,__text) external _netname_check_out
0000000180bbc008 (__TEXT,__text) external _netname_look_up
0000000180bbc3f4 (__TEXT,__text) external _netname_version
0000000180ba1c1c (__TEXT,__text) external _nfsclnt
0000000180b9a880 (__TEXT,__text) external _nfssvc
0000000182cc7f78 (__DATA,__data) external _non_boost_assertion_token
0000000182cc7f70 (__DATA,__data) external _normal_boost_assertion_token
0000000180b9a8ac (__TEXT,__text) external _ntp_adjtime
0000000180b9a8d8 (__TEXT,__text) external _ntp_gettime
0000000180b9a904 (__TEXT,__text) external _objc_bp_assist_cfg_np
0000000180baad98 (__TEXT,__text) external _open
0000000180ba1ca8 (__TEXT,__text) external _open$NOCANCEL
0000000180bab874 (__TEXT,__text) external _open_dprotected_np
0000000180baadcc (__TEXT,__text) external _openat
0000000180ba1cdc (__TEXT,__text) external _openat$NOCANCEL
0000000180bab938 (__TEXT,__text) external _openat_authenticated_np
0000000180bab8d4 (__TEXT,__text) external _openat_dprotected_np
0000000180b9a930 (__TEXT,__text) external _openbyid_np
0000000180b9cd90 (__TEXT,__text) external _os_buflet_get_data_address
0000000180b9cd60 (__TEXT,__text) external _os_buflet_get_data_length
0000000180b9cd98 (__TEXT,__text) external _os_buflet_get_data_limit
0000000180b9cd58 (__TEXT,__text) external _os_buflet_get_data_offset
0000000180b9cd80 (__TEXT,__text) external _os_buflet_get_object_address
0000000180b9cd88 (__TEXT,__text) external _os_buflet_get_object_limit
0000000180b9cd74 (__TEXT,__text) external _os_buflet_set_data_length
0000000180b9cd68 (__TEXT,__text) external _os_buflet_set_data_offset
0000000180ba6188 (__TEXT,__text) external _os_channel_advance_slot
0000000180ba6d78 (__TEXT,__text) external _os_channel_attr_clone
0000000180ba6cdc (__TEXT,__text) external _os_channel_attr_create
0000000180ba6fa4 (__TEXT,__text) external _os_channel_attr_destroy
0000000180ba7200 (__TEXT,__text) external _os_channel_attr_get
0000000180ba73ac (__TEXT,__text) external _os_channel_attr_get_key
0000000180ba7084 (__TEXT,__text) external _os_channel_attr_set
0000000180ba6e0c (__TEXT,__text) external _os_channel_attr_set_key
0000000180ba6130 (__TEXT,__text) external _os_channel_available_slot_count
0000000180ba8830 (__TEXT,__text) external _os_channel_buflet_alloc
0000000180ba8248 (__TEXT,__text) external _os_channel_buflet_free
0000000180ba87fc (__TEXT,__text) external _os_channel_configure_interface_advisory
0000000180ba5d84 (__TEXT,__text) external _os_channel_create
0000000180ba53ac (__TEXT,__text) external _os_channel_create_extended
0000000180ba5f0c (__TEXT,__text) external _os_channel_destroy
0000000180ba8760 (__TEXT,__text) external _os_channel_event_free
0000000180bac4d0 (__TEXT,__text) external _os_channel_event_get_event_data
0000000180bac438 (__TEXT,__text) external _os_channel_event_get_next_event
0000000180ba6920 (__TEXT,__text) external _os_channel_flow_admissible
0000000180ba6af8 (__TEXT,__text) external _os_channel_flow_adv_get_ce_count
0000000180ba6b00 (__TEXT,__text) external _os_channel_flow_adv_get_feedback
0000000180ba68fc (__TEXT,__text) external _os_channel_get_advisory_region
0000000180ba5d94 (__TEXT,__text) external _os_channel_get_fd
0000000180ba8764 (__TEXT,__text) external _os_channel_get_interface_advisory
0000000180ba83d8 (__TEXT,__text) external _os_channel_get_next_event_handle
0000000180ba6214 (__TEXT,__text) external _os_channel_get_next_slot
0000000180ba688c (__TEXT,__text) external _os_channel_get_stats_region
0000000180ba8a58 (__TEXT,__text) external _os_channel_get_upp_buffer_stats
0000000180ba5b68 (__TEXT,__text) non-external _os_channel_info2attr
0000000180ba5c70 (__TEXT,__text) non-external _os_channel_init_ring
0000000180ba6000 (__TEXT,__text) external _os_channel_is_defunct
0000000180ba7830 (__TEXT,__text) external _os_channel_large_packet_alloc
0000000180ba7428 (__TEXT,__text) external _os_channel_packet_alloc
0000000180ba7430 (__TEXT,__text) non-external _os_channel_packet_alloc_common
0000000180ba7838 (__TEXT,__text) external _os_channel_packet_free
0000000180ba7cdc (__TEXT,__text) external _os_channel_packet_pool_purge
0000000180ba6100 (__TEXT,__text) external _os_channel_pending
0000000180ba7fc0 (__TEXT,__text) non-external _os_channel_purge_packet_alloc_ring_common
0000000180ba5d9c (__TEXT,__text) external _os_channel_read_attr
0000000180ba5ebc (__TEXT,__text) external _os_channel_read_nexus_extension_info
0000000180ba6014 (__TEXT,__text) external _os_channel_ring_id
0000000180ba6124 (__TEXT,__text) external _os_channel_ring_notify_time
0000000180ba6118 (__TEXT,__text) external _os_channel_ring_sync_time
0000000180ba60a4 (__TEXT,__text) external _os_channel_rx_ring
0000000180ba6600 (__TEXT,__text) external _os_channel_set_slot_properties
0000000180ba79c0 (__TEXT,__text) external _os_channel_slot_attach_packet
0000000180ba7b4c (__TEXT,__text) external _os_channel_slot_detach_packet
0000000180ba673c (__TEXT,__text) external _os_channel_slot_get_packet
0000000180ba5ee0 (__TEXT,__text) external _os_channel_sync
0000000180ba6060 (__TEXT,__text) external _os_channel_tx_ring
0000000180ba5df0 (__TEXT,__text) external _os_channel_write_attr
0000000180b9cd1c (__TEXT,__text) external _os_copy_and_inet_checksum
0000000180b96610 (__TEXT,__text) external _os_cpu_copy_in_cksum
0000000180bab780 (__TEXT,__text) external _os_cpu_in_cksum
0000000180b96000 (__TEXT,__text) external _os_cpu_in_cksum_mbuf
0000000180b9a95c (__TEXT,__text) external _os_fault_with_payload
0000000180b9cd18 (__TEXT,__text) external _os_inet_checksum
0000000180ba4aa8 (__TEXT,__text) external _os_log_coprocessor_as_kernel
0000000180ba4aac (__TEXT,__text) external _os_log_coprocessor_register_as_kernel
0000000180ba9734 (__TEXT,__text) external _os_nexus_attr_clone
0000000180ba9698 (__TEXT,__text) external _os_nexus_attr_create
0000000180ba99b0 (__TEXT,__text) external _os_nexus_attr_destroy
0000000180ba997c (__TEXT,__text) external _os_nexus_attr_get
0000000180ba9790 (__TEXT,__text) external _os_nexus_attr_set
0000000180baa124 (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
0000000180ba9df4 (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
0000000180ba9e14 (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
0000000180ba9a00 (__TEXT,__text) external _os_nexus_controller_create
0000000180ba9de8 (__TEXT,__text) external _os_nexus_controller_deregister_provider
0000000180baa768 (__TEXT,__text) external _os_nexus_controller_destroy
0000000180ba9e08 (__TEXT,__text) external _os_nexus_controller_free_provider_instance
0000000180ba9b00 (__TEXT,__text) external _os_nexus_controller_get_fd
0000000180baa3e4 (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
0000000180ba9fc0 (__TEXT,__text) external _os_nexus_controller_read_provider_attr
0000000180ba9b08 (__TEXT,__text) external _os_nexus_controller_register_provider
0000000180baa348 (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
0000000180ba9f40 (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
0000000180baacd0 (__TEXT,__text) external _os_nexus_flow_set_connection_idle
0000000180baab10 (__TEXT,__text) external _os_nexus_flow_set_wake_from_sleep
0000000180b9cc40 (__TEXT,__text) external _os_packet_add_buflet
0000000180b9c5d0 (__TEXT,__text) external _os_packet_add_inet_csum_flags
0000000180b9c6d0 (__TEXT,__text) external _os_packet_clear_flow_uuid
0000000180b9cccc (__TEXT,__text) external _os_packet_decrement_use_count
0000000180b9cb40 (__TEXT,__text) external _os_packet_finalize
0000000180b9ccf4 (__TEXT,__text) external _os_packet_get_aggregation_type
0000000180b9caec (__TEXT,__text) external _os_packet_get_buflet_count
0000000180b9c48c (__TEXT,__text) external _os_packet_get_compression_generation_count
0000000180b9cae0 (__TEXT,__text) external _os_packet_get_data_length
0000000180b9c724 (__TEXT,__text) external _os_packet_get_expire_time
0000000180b9c778 (__TEXT,__text) external _os_packet_get_expiry_action
0000000180b9c620 (__TEXT,__text) external _os_packet_get_flow_uuid
0000000180b9c714 (__TEXT,__text) external _os_packet_get_group_end
0000000180b9c6f0 (__TEXT,__text) external _os_packet_get_group_start
0000000180b9c198 (__TEXT,__text) external _os_packet_get_headroom
0000000180b9c5f0 (__TEXT,__text) external _os_packet_get_inet_checksum
0000000180b9ca90 (__TEXT,__text) external _os_packet_get_keep_alive
0000000180b9c1ec (__TEXT,__text) external _os_packet_get_link_broadcast
0000000180b9c23c (__TEXT,__text) external _os_packet_get_link_ethfcs
0000000180b9c1c8 (__TEXT,__text) external _os_packet_get_link_header_length
0000000180b9c214 (__TEXT,__text) external _os_packet_get_link_multicast
0000000180b9cb04 (__TEXT,__text) external _os_packet_get_next_buflet
0000000180b9c910 (__TEXT,__text) external _os_packet_get_packetid
0000000180b9cb34 (__TEXT,__text) external _os_packet_get_segment_count
0000000180b9c3b8 (__TEXT,__text) external _os_packet_get_service_class
0000000180b9c7d4 (__TEXT,__text) external _os_packet_get_token
0000000180b9cda0 (__TEXT,__text) external _os_packet_get_trace_id
0000000180b9c4e8 (__TEXT,__text) external _os_packet_get_traffic_class
0000000180b9c2b4 (__TEXT,__text) external _os_packet_get_transport_retransmit
0000000180b9c264 (__TEXT,__text) external _os_packet_get_transport_traffic_background
0000000180b9c28c (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
0000000180b9cabc (__TEXT,__text) external _os_packet_get_truncated
0000000180b9ca18 (__TEXT,__text) external _os_packet_get_vlan_id
0000000180b9ca20 (__TEXT,__text) external _os_packet_get_vlan_priority
0000000180b9c9f0 (__TEXT,__text) external _os_packet_get_vlan_tag
0000000180b9ca6c (__TEXT,__text) external _os_packet_get_wake_flag
0000000180b9cca0 (__TEXT,__text) external _os_packet_increment_use_count
0000000180b9ca28 (__TEXT,__text) external _os_packet_set_app_metadata
0000000180b9c47c (__TEXT,__text) external _os_packet_set_compression_generation_count
0000000180b9c754 (__TEXT,__text) external _os_packet_set_expire_time
0000000180b9c7a8 (__TEXT,__text) external _os_packet_set_expiry_action
0000000180b9c678 (__TEXT,__text) external _os_packet_set_flow_uuid
0000000180b9c700 (__TEXT,__text) external _os_packet_set_group_end
0000000180b9c6dc (__TEXT,__text) external _os_packet_set_group_start
0000000180b9c174 (__TEXT,__text) external _os_packet_set_headroom
0000000180b9c5ac (__TEXT,__text) external _os_packet_set_inet_checksum
0000000180b9caa0 (__TEXT,__text) external _os_packet_set_keep_alive
0000000180b9cacc (__TEXT,__text) external _os_packet_set_l4s_flag
0000000180b9c1d4 (__TEXT,__text) external _os_packet_set_link_broadcast
0000000180b9c224 (__TEXT,__text) external _os_packet_set_link_ethfcs
0000000180b9c1a4 (__TEXT,__text) external _os_packet_set_link_header_length
0000000180b9c1fc (__TEXT,__text) external _os_packet_set_link_multicast
0000000180b9c97c (__TEXT,__text) external _os_packet_set_packetid
0000000180b9ce1c (__TEXT,__text) external _os_packet_set_protocol_segment_size
0000000180b9c2dc (__TEXT,__text) external _os_packet_set_service_class
0000000180b9c87c (__TEXT,__text) external _os_packet_set_token
0000000180b9cdac (__TEXT,__text) external _os_packet_set_trace_id
0000000180b9c4b8 (__TEXT,__text) external _os_packet_set_traffic_class
0000000180b9c2c4 (__TEXT,__text) external _os_packet_set_transport_last_packet
0000000180b9c29c (__TEXT,__text) external _os_packet_set_transport_retransmit
0000000180b9c24c (__TEXT,__text) external _os_packet_set_transport_traffic_background
0000000180b9c274 (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
0000000180b9ce2c (__TEXT,__text) external _os_packet_set_tso_flags
0000000180b9cd00 (__TEXT,__text) external _os_packet_set_tx_timestamp
0000000180b9c9d4 (__TEXT,__text) external _os_packet_set_vlan_tag
0000000180b9ca7c (__TEXT,__text) external _os_packet_set_wake_flag
0000000180b9cdb8 (__TEXT,__text) external _os_packet_trace_event
0000000180b9f8ac (__TEXT,__text) external _os_proc_available_memory
0000000180b9ef44 (__TEXT,__text) external _panic
0000000180b9ef38 (__TEXT,__text) external _panic_init
0000000180b9a988 (__TEXT,__text) external _panic_with_data
0000000180b9a9b4 (__TEXT,__text) external _pathconf
0000000180b9a9e0 (__TEXT,__text) external _peeloff
0000000180b964d4 (__TEXT,__text) external _pid_for_task
0000000180b9aa0c (__TEXT,__text) external _pid_hibernate
0000000180b9aa38 (__TEXT,__text) external _pid_resume
0000000180ba8af4 (__TEXT,__text) external _pid_shutdown_networking
0000000180b9aa64 (__TEXT,__text) external _pid_shutdown_sockets
0000000180b9aa90 (__TEXT,__text) external _pid_suspend
0000000180b97e7c (__TEXT,__text) external _pipe
0000000180b9aabc (__TEXT,__text) external _pivot_root
0000000180b9aae8 (__TEXT,__text) external _poll
0000000180b97eb4 (__TEXT,__text) external _poll$NOCANCEL
0000000180b9c09c (__TEXT,__text) non-external _port_for_id_internal
0000000180b9ef94 (__TEXT,__text) external _port_obj_init
0000000182cc8150 (__DATA,__common) external _port_obj_table
0000000182cc7f60 (__DATA,__data) external _port_obj_table_size
0000000180b9a3dc (__TEXT,__text) external _posix_madvise
0000000180ba48d0 (__TEXT,__text) external _posix_spawn
0000000180ba34c8 (__TEXT,__text) non-external _posix_spawn_appendportaction_np
0000000180ba39f0 (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
0000000180ba3b44 (__TEXT,__text) external _posix_spawn_file_actions_addchdir
0000000180ba3b40 (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
0000000180ba38a0 (__TEXT,__text) external _posix_spawn_file_actions_addclose
0000000180ba393c (__TEXT,__text) external _posix_spawn_file_actions_adddup2
0000000180ba3c10 (__TEXT,__text) external _posix_spawn_file_actions_addfchdir
0000000180ba3c0c (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
0000000180ba3aa4 (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
0000000180ba3738 (__TEXT,__text) external _posix_spawn_file_actions_addopen
0000000180ba36a4 (__TEXT,__text) external _posix_spawn_file_actions_destroy
0000000180ba3648 (__TEXT,__text) external _posix_spawn_file_actions_init
0000000180ba2b28 (__TEXT,__text) external _posix_spawnattr_destroy
0000000180ba33e8 (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
0000000180ba4234 (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
0000000180ba41f0 (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
0000000180ba2f64 (__TEXT,__text) external _posix_spawnattr_getarchpref_np
0000000180ba2efc (__TEXT,__text) external _posix_spawnattr_getbinpref_np
0000000180ba3cf4 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
0000000180ba2e6c (__TEXT,__text) external _posix_spawnattr_getflags
0000000180ba3ecc (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
0000000180ba2fd8 (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
0000000180ba2eb4 (__TEXT,__text) external _posix_spawnattr_getpgroup
0000000180ba2ffc (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
0000000180ba2e90 (__TEXT,__text) external _posix_spawnattr_getsigdefault
0000000180ba2ed8 (__TEXT,__text) external _posix_spawnattr_getsigmask
0000000180ba2a54 (__TEXT,__text) external _posix_spawnattr_init
0000000180ba3410 (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
0000000180ba46c0 (__TEXT,__text) external _posix_spawnattr_set_conclave_id_np
0000000180ba47d4 (__TEXT,__text) external _posix_spawnattr_set_conclavememlimit_ext
0000000180ba3458 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
0000000180ba3438 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
0000000180ba3478 (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
0000000180ba4400 (__TEXT,__text) external _posix_spawnattr_set_csm_np
0000000180ba4214 (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
0000000180ba4794 (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
0000000180ba450c (__TEXT,__text) external _posix_spawnattr_set_gid_np
0000000180ba456c (__TEXT,__text) external _posix_spawnattr_set_groups_np
0000000180ba3d6c (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
0000000180ba47f4 (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
0000000180bc91b0 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
0000000180ba47b4 (__TEXT,__text) external _posix_spawnattr_set_kqworklooplimit_ext
0000000180ba48b0 (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
0000000180ba460c (__TEXT,__text) external _posix_spawnattr_set_login_np
0000000180ba43bc (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
0000000180ba4320 (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
0000000180ba4354 (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
0000000180ba4258 (__TEXT,__text) external _posix_spawnattr_set_persona_np
0000000180ba42f0 (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
0000000180ba33c8 (__TEXT,__text) external _posix_spawnattr_set_platform_np
0000000180ba4774 (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
0000000180ba3e94 (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
0000000180ba41c0 (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
0000000180ba3e00 (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
0000000180ba3284 (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
0000000180ba3d4c (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
0000000180ba4458 (__TEXT,__text) external _posix_spawnattr_set_uid_np
0000000180ba3248 (__TEXT,__text) external _posix_spawnattr_set_use_sec_transition_shims_np
0000000180ba3130 (__TEXT,__text) external _posix_spawnattr_setarchpref_np
0000000180ba3610 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
0000000180ba3088 (__TEXT,__text) external _posix_spawnattr_setbinpref_np
0000000180ba4114 (__TEXT,__text) external _posix_spawnattr_setcoalition_np
0000000180ba3cd4 (__TEXT,__text) external _posix_spawnattr_setcpumonitor
0000000180ba3cac (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
0000000180ba321c (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
0000000180ba35dc (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
0000000180ba2e4c (__TEXT,__text) external _posix_spawnattr_setflags
0000000180ba3d20 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
0000000180ba3f90 (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
0000000180ba43dc (__TEXT,__text) external _posix_spawnattr_setnosmt_np
0000000180ba31dc (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
0000000180ba3044 (__TEXT,__text) external _posix_spawnattr_setpgroup
0000000180ba31fc (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
0000000180ba3020 (__TEXT,__text) external _posix_spawnattr_setsigdefault
0000000180ba3064 (__TEXT,__text) external _posix_spawnattr_setsigmask
0000000180ba3498 (__TEXT,__text) external _posix_spawnattr_setspecialport_np
0000000180b9ab14 (__TEXT,__text) external _pread
0000000180b97f0c (__TEXT,__text) external _pread$NOCANCEL
0000000180b9ab40 (__TEXT,__text) external _preadv
0000000180b97f38 (__TEXT,__text) external _preadv$NOCANCEL
0000000180ba1e44 (__TEXT,__text) non-external _prepare_times_array_and_attrs
0000000180ba12dc (__TEXT,__text) external _proc_clear_cpulimits
0000000180ba15f4 (__TEXT,__text) external _proc_clear_delayidlesleep
0000000180ba0b20 (__TEXT,__text) external _proc_clear_dirty
0000000180ba14d4 (__TEXT,__text) external _proc_clear_vmpressure
0000000180ba0898 (__TEXT,__text) external _proc_current_thread_schedinfo
0000000180ba14c8 (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
0000000180ba14d0 (__TEXT,__text) external _proc_denap_assertion_complete
0000000180ba1654 (__TEXT,__text) external _proc_disable_apptype
0000000180ba0f8c (__TEXT,__text) external _proc_disable_cpumon
0000000180ba11f4 (__TEXT,__text) external _proc_disable_wakemon
0000000180ba133c (__TEXT,__text) external _proc_donate_importance_boost
0000000180ba16cc (__TEXT,__text) external _proc_enable_apptype
0000000180ba0ea0 (__TEXT,__text) external _proc_get_cpumon_params
0000000180ba0aa4 (__TEXT,__text) external _proc_get_dirty
0000000180ba1170 (__TEXT,__text) external _proc_get_wakemon_params
0000000180ba1394 (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
0000000180ba1450 (__TEXT,__text) external _proc_importance_assertion_complete
0000000180ba06d8 (__TEXT,__text) external _proc_kmsgbuf
0000000180ba0944 (__TEXT,__text) external _proc_libversion
0000000180ba1244 (__TEXT,__text) external _proc_list_dynkqueueids
0000000180ba1228 (__TEXT,__text) external _proc_list_uptrs
0000000180ba0260 (__TEXT,__text) external _proc_listallpids
0000000180ba02d8 (__TEXT,__text) external _proc_listchildpids
0000000180ba03a4 (__TEXT,__text) external _proc_listcoalitions
0000000180ba029c (__TEXT,__text) external _proc_listpgrppids
0000000180ba0228 (__TEXT,__text) external _proc_listpids
0000000180bab9a0 (__TEXT,__text) external _proc_listpidspath
0000000180ba0504 (__TEXT,__text) external _proc_name
0000000180ba03dc (__TEXT,__text) external _proc_pid_rusage
0000000180ba04b0 (__TEXT,__text) external _proc_piddynkqueueinfo
0000000180ba0440 (__TEXT,__text) external _proc_pidfdinfo
0000000180ba0478 (__TEXT,__text) external _proc_pidfileportinfo
0000000180ba0314 (__TEXT,__text) external _proc_pidinfo
0000000180ba034c (__TEXT,__text) external _proc_pidoriginatorinfo
0000000180ba0710 (__TEXT,__text) external _proc_pidpath
0000000180ba07d0 (__TEXT,__text) external _proc_pidpath_audittoken
0000000180ba05dc (__TEXT,__text) external _proc_regionfilename
0000000180ba12d0 (__TEXT,__text) external _proc_reset_footprint_interval
0000000180ba0f6c (__TEXT,__text) external _proc_resume_cpumon
0000000180b9ab6c (__TEXT,__text) external _proc_rlimit_control
0000000180ba0f20 (__TEXT,__text) external _proc_set_cpumon_defaults
0000000180ba0e54 (__TEXT,__text) external _proc_set_cpumon_params
0000000180ba0fd8 (__TEXT,__text) external _proc_set_cpumon_params_fatal
0000000180ba1814 (__TEXT,__text) external _proc_set_csm
0000000180ba1594 (__TEXT,__text) external _proc_set_delayidlesleep
0000000180ba0a44 (__TEXT,__text) external _proc_set_dirty
0000000180ba174c (__TEXT,__text) external _proc_set_no_smt
0000000180ba1534 (__TEXT,__text) external _proc_set_owner_vmpressure
0000000180ba11c0 (__TEXT,__text) external _proc_set_wakemon_defaults
0000000180ba113c (__TEXT,__text) external _proc_set_wakemon_params
0000000180ba1260 (__TEXT,__text) external _proc_setcpu_percentage
0000000180ba0964 (__TEXT,__text) external _proc_setpcontrol
0000000180ba03f8 (__TEXT,__text) external _proc_setthread_cpupercent
0000000180ba18d8 (__TEXT,__text) external _proc_setthread_csm
0000000180ba17b0 (__TEXT,__text) external _proc_setthread_no_smt
