00007ff843a38ff0 (__DATA,__data) non-external _.compoundliteral
00007ff8406c4290 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.39
00007ff8406c4820 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.39.316
00007ff8406c4470 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4
00007ff8406d12a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4.3295
00007ff8406d1400 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4.3410
00007ff8406d1490 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4.3512
00007ff8406c48d0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4.409
00007ff8406c4950 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.4.453
00007ff8406c4840 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.40
00007ff8406c4870 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.400
00007ff8406d1640 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.41
00007ff8406d1660 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.43
00007ff8406d1680 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.45
00007ff8406c4900 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.459
00007ff8406c3f80 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.46
00007ff8406c49e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.470
00007ff8406c4630 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5
00007ff8406c5a20 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5.2677
00007ff8406d1550 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5.3525
00007ff8406c4970 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5.454
00007ff8406c4a10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.5.465
00007ff8406c42c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.50
00007ff8406c4a60 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.502
00007ff8406d16a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.52
00007ff8406d16c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.53
00007ff8406d16e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.55
00007ff8406d1700 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.56
00007ff8406d1720 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.58
00007ff8406d1740 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.59
00007ff8406c3f40 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6
00007ff8406c4650 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6.293
00007ff8406d12e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6.3286
00007ff8406c4990 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.6.455
00007ff8406d1760 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.61
00007ff8406d1780 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.62.3578
00007ff8406d17a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.64
00007ff8406d17c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.65.3580
00007ff8406d17e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.67
00007ff8406c42f0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68
00007ff8406d1800 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.68.3582
00007ff8406d1cf0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.7.3868
00007ff8406c4320 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.70.143
00007ff8406d1820 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.74.3588
00007ff8406c40e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.75
00007ff8406d1840 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.77
00007ff8406d1860 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.79
00007ff8406c5a50 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.2691
00007ff8406c4690 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.290
00007ff8406d1310 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.3288
00007ff8406d14c0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.3511
00007ff8406c3fb0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.50
00007ff8406c4ac0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.8.507
00007ff8406c4350 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81
00007ff8406d1880 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81.3644
00007ff8406d18a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.82
00007ff8406c4380 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.83
00007ff8406c43b0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.87
00007ff8406c43e0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.89
00007ff8406c44a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00007ff8406d1340 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9.3292
00007ff8406d1d10 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9.3880
00007ff8406c3f20 (__DATA_CONST,__const) non-external ___block_literal_global
00007ff8406c5870 (__DATA_CONST,__const) non-external ___block_literal_global.2533
00007ff8406c4610 (__DATA_CONST,__const) non-external ___block_literal_global.295
00007ff8406d12c0 (__DATA_CONST,__const) non-external ___block_literal_global.3285
00007ff8406d1b20 (__DATA_CONST,__const) non-external ___block_literal_global.3612
00007ff8406c40c0 (__DATA_CONST,__const) non-external ___block_literal_global.54
00007ff8406c3f60 (__DATA_CONST,__const) non-external ___block_literal_global.7
00007ff8406c4670 (__DATA_CONST,__const) non-external ___block_literal_global.7.289
                 (undefined) external ___bzero (from libSystem)
00007ff806c5b940 (__TEXT,__text) non-external ___candidate_is_transposable_block_invoke
00007ff806c5b6eb (__TEXT,__text) non-external ___candidate_list_add_multiple_block_invoke
00007ff806c5bab4 (__TEXT,__text) non-external ___candidate_remove_common_condition_block_invoke
00007ff806c685fc (__TEXT,__text) non-external ___check_delegation_profile_block_invoke
00007ff806c5f40c (__TEXT,__text) non-external ___check_dependencies_block_invoke
00007ff806c5d36b (__TEXT,__text) non-external ___check_instruction_block_invoke
00007ff806c6a491 (__TEXT,__text) non-external ___check_policy_block_invoke
00007ff806c5f340 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin
00007ff806c70660 (__TEXT,__text) non-external (was a private external) ___chkstk_darwin_llvm_probe
00007ff806c5a893 (__TEXT,__text) non-external ___combine_conditions_block_invoke
00007ff806c5e8f1 (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke
00007ff806c5e2f2 (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke_2
00007ff806c649d8 (__TEXT,__text) non-external ___compile_block_invoke
00007ff806c64959 (__TEXT,__text) non-external ___compile_block_invoke.4
00007ff806c51a78 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke
00007ff806c58498 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke.20
00007ff806c5d1e5 (__TEXT,__text) non-external ___condition_is_contrary_with_any_in_list_block_invoke
00007ff806c67f08 (__TEXT,__text) non-external ___condition_is_subset_of_all_block_invoke
00007ff806c67f16 (__TEXT,__text) non-external ___condition_is_subset_of_any_block_invoke
00007ff806c5cdc5 (__TEXT,__text) non-external ___condition_is_subset_of_any_in_list_block_invoke
00007ff806c5d1b5 (__TEXT,__text) non-external ___condition_is_superset_of_any_in_list_block_invoke
00007ff806c67972 (__TEXT,__text) non-external ___condition_is_transposable_within_reference_block_invoke
00007ff806c6fb4f (__TEXT,__text) non-external ___condition_list_copy_matching_block_invoke
00007ff806c5db6a (__TEXT,__text) non-external ___condition_list_is_ordered_by_cost_block_invoke
00007ff806c5ef6c (__TEXT,__text) non-external ___condition_with_patterns_combined_block_invoke
00007ff806c6fce5 (__TEXT,__text) non-external ___construct_bitmask_block_invoke
00007ff806c64c9c (__TEXT,__text) non-external ___copy_helper_block_8_32b
00007ff806c69d90 (__TEXT,__text) non-external ___copy_helper_block_8_32b40r
00007ff806c6fbe3 (__TEXT,__text) non-external ___copy_helper_block_8_32b40r48r
00007ff806c648f7 (__TEXT,__text) non-external ___copy_helper_block_8_32r
00007ff806c651cf (__TEXT,__text) non-external ___copy_helper_block_8_32r40r
00007ff806c66ab7 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r
00007ff806c6e670 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r56r64r
00007ff806c69e01 (__TEXT,__text) non-external ___create_pattern_disjunctions_block_invoke
00007ff806c5b54a (__TEXT,__text) non-external ___cse_inferior_list_block_invoke
00007ff806c5bf21 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.10
00007ff806c61a19 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.12
00007ff806c5ad69 (__TEXT,__text) non-external ___cse_multiple_block_invoke
00007ff806c6d327 (__TEXT,__text) non-external ___current_location_block_invoke
00007ff806c4d93b (__TEXT,__text) non-external ___define_action_block_invoke
00007ff806c6e3eb (__TEXT,__text) non-external ___define_action_block_invoke.137
00007ff806c54018 (__TEXT,__text) non-external ___define_action_block_invoke_2
00007ff806c5303b (__TEXT,__text) non-external ___define_combination_filter_block_invoke
00007ff806c6ca29 (__TEXT,__text) non-external ___define_error_handler_block_invoke
00007ff806c6d094 (__TEXT,__text) non-external ___define_error_handler_block_invoke_2
00007ff806c4f146 (__TEXT,__text) non-external ___define_filter_block_invoke
00007ff806c60ab0 (__TEXT,__text) non-external ___define_network_filter_block_invoke
00007ff806c4efae (__TEXT,__text) non-external ___define_on_open_handler_block_invoke
00007ff806c6cb16 (__TEXT,__text) non-external ___define_warning_handler_block_invoke
00007ff806c6b561 (__TEXT,__text) non-external ___define_wrapper_filter_block_invoke
00007ff806c6761e (__TEXT,__text) non-external ___derive_profile_properties_block_invoke
00007ff806c64cb3 (__TEXT,__text) non-external ___destroy_helper_block_8_32b
00007ff806c69dc8 (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r
00007ff806c6fc2d (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r48r
00007ff806c6490e (__TEXT,__text) non-external ___destroy_helper_block_8_32r
00007ff806c65207 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r
00007ff806c66b01 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r
00007ff806c6e6de (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r56r64r
00007ff806c5a9ca (__TEXT,__text) non-external ___eliminate_common_subexpressions_block_invoke
00007ff806c679cc (__TEXT,__text) non-external ___eliminate_common_subexpressions_policy_block_invoke
00007ff806c688a5 (__TEXT,__text) non-external ___eliminate_dead_code_policy_block_invoke
00007ff806c667c4 (__TEXT,__text) non-external ___emit_modifier_list_block_invoke
00007ff806c6684c (__TEXT,__text) non-external ___emit_modifier_list_block_invoke.82
00007ff806c6657f (__TEXT,__text) non-external ___emit_return_instruction_block_invoke
00007ff806c665bc (__TEXT,__text) non-external ___emit_return_instruction_block_invoke.69
00007ff806c65d04 (__TEXT,__text) non-external ___emit_string_table_block_invoke
00007ff806c65d8c (__TEXT,__text) non-external ___emit_variable_names_block_invoke
                 (undefined) external ___error (from libSystem)
00007ff806c6fe8b (__TEXT,__text) non-external ___estimate_condition_list_serialization_size_block_invoke
00007ff806c5c6bd (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke
00007ff806c5c626 (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke.9
00007ff806c697ef (__TEXT,__text) non-external ___expand_logical_conditions_policy_block_invoke
00007ff806c5dcb1 (__TEXT,__text) non-external ___factor_block_invoke
00007ff806c69114 (__TEXT,__text) non-external ___factor_policy_block_invoke
00007ff806c6cddf (__TEXT,__text) non-external ___format_error_block_invoke
00007ff806c6f720 (__TEXT,__text) non-external ___identify_bitmask_candidates_block_invoke
00007ff806c52e07 (__TEXT,__text) non-external ___list_cost_estimate_block_invoke
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
00007ff806c58c86 (__TEXT,__text) non-external ___operation_can_return_action_block_invoke
00007ff806c6e37d (__TEXT,__text) non-external ___operation_expand_block_invoke
00007ff806c6e307 (__TEXT,__text) non-external ___operations_allowed_by_default_block_invoke
00007ff806c6cf5c (__TEXT,__text) non-external ___output_backtrace_block_invoke
00007ff806c68bd8 (__TEXT,__text) non-external ___populate_assumptions_for_enabled_profile_flags_block_invoke
00007ff806c66ecf (__TEXT,__text) non-external ___populate_pattern_variable_count_block_invoke
00007ff806c65f8c (__TEXT,__text) non-external ___populate_profile_entry_points_block_invoke
00007ff806c66dfa (__TEXT,__text) non-external ___record_enabled_profile_flags_block_invoke
00007ff806c6a77f (__TEXT,__text) non-external ___remove_conditions_matching_predicate_policy_block_invoke
00007ff806c5d57f (__TEXT,__text) non-external ___reorder_block_invoke
00007ff806c5dc2e (__TEXT,__text) non-external ___reorder_condition_list_block_invoke
00007ff806c6a94b (__TEXT,__text) non-external ___reorder_policy_block_invoke
00007ff806c676b5 (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke
00007ff806c67708 (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke.23
00007ff806c5d2b2 (__TEXT,__text) non-external ___resolve_jumps_block_invoke
                 (undefined) external ___sandbox_ms (from libSystem)
00007ff806c641c7 (__TEXT,__text) non-external ___sandbox_prepare_user_home_mount_block_invoke
00007ff806c646ff (__TEXT,__text) non-external ___sandbox_register_network_approval_policy_exemption_for_share_block_invoke
00007ff806c699d0 (__TEXT,__text) non-external ___sb_action_has_name_block_invoke
00007ff806c5f08e (__TEXT,__text) non-external ___sb_analyze_check_dependencies_profile_block_invoke
00007ff806c6548e (__TEXT,__text) non-external ___sb_bitmask_is_subset_block_invoke
00007ff806c5911f (__TEXT,__text) non-external ___sb_bytecode_output_profile_block_invoke
00007ff806c67ed3 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke
00007ff806c53b9c (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke_2
00007ff806c67ebb (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke
00007ff806c52e59 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke_2
00007ff806c61424 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke
00007ff806c57d02 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_2
00007ff806c61410 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_3
00007ff806c56c74 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_4
00007ff806c6858e (__TEXT,__text) non-external ___sb_condition_list_every_condition_matches_predicate_block_invoke
00007ff806c4ff84 (__TEXT,__text) non-external ___sb_filter_has_side_effects_block_invoke
00007ff806c5225c (__TEXT,__text) non-external ___sb_fsa_disjunction_block_invoke
00007ff806c5d21e (__TEXT,__text) non-external ___sb_fsa_matches_disjoint_set_block_invoke
00007ff806c5d0f6 (__TEXT,__text) non-external ___sb_fsa_matches_subset_block_invoke
00007ff806c64e62 (__TEXT,__text) non-external ___sb_fsa_recognizer_byteset_block_invoke
00007ff806c606fd (__TEXT,__text) non-external ___sb_modifiers_apply_action_flags_block_invoke
00007ff806c69950 (__TEXT,__text) non-external ___sb_msgfilter_iterate_entry_points_block_invoke
00007ff806c6a273 (__TEXT,__text) non-external ___sb_profile_iterate_enabled_named_flags_block_invoke
00007ff806c4d1b9 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke
00007ff806c58848 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_10
00007ff806c6d30c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_11
00007ff806c6c0d0 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_12
00007ff806c6d2ed (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_13
00007ff806c6c148 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_14
00007ff806c6d2d2 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_15
00007ff806c6c1c0 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_16
00007ff806c6d252 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_17
00007ff806c6c238 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_18
00007ff806c6d1f8 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_19
00007ff806c618b1 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_2
00007ff806c6c2b0 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_20
00007ff806c6d19e (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_21
00007ff806c6c596 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_22
00007ff806c6c635 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_23
00007ff806c6c6f2 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_24
00007ff806c6c9d8 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_25
00007ff806c6d0df (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_26
00007ff806c613e1 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_3
00007ff806c53c2a (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_4
00007ff806c53e63 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_5
00007ff806c6b1a3 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_6
00007ff806c6b9ab (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_7
00007ff806c6b9c4 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_8
00007ff806c6b9dd (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_9
00007ff806c68b55 (__TEXT,__text) non-external ___sb_transform_eliminate_dead_code_profile_block_invoke
00007ff806c6ab06 (__TEXT,__text) non-external ___sb_transform_resolve_jumps_policy_block_invoke
00007ff806c69602 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke
00007ff806c69657 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke_2
00007ff806c69588 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke
00007ff806c695e1 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke_2
00007ff806c6d161 (__TEXT,__text) non-external ___sbpl_filter_eqv_block_invoke
00007ff806c6d128 (__TEXT,__text) non-external ___sbpl_operation_eqv_block_invoke
00007ff806c6f878 (__TEXT,__text) non-external ___select_bitmask_conditions_block_invoke
00007ff806c6fccd (__TEXT,__text) non-external ___should_preserve_condition_block_invoke
                 (undefined) external ___srget (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stdinp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
00007ff806c6fabd (__TEXT,__text) non-external ___synthesize_bitmasks_for_disjoint_conditions_block_invoke
00007ff806c6ffad (__TEXT,__text) non-external ___synthesize_bitmasks_for_policy_block_invoke
00007ff806c6ff3a (__TEXT,__text) non-external ___synthesize_bitmasks_multiple_block_invoke
00007ff806c69716 (__TEXT,__text) non-external ___synthesize_logical_conditions_policy_block_invoke
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
00007ff806c686ce (__TEXT,__text) non-external ___visit_instructions_in_policy_block_invoke
00007ff806c4ce2c (__TEXT,__text) non-external ___xpc2sc_block_invoke
00007ff843a38cd0 (__DATA,__data) non-external __address_family_aliases_
00007ff806c61889 (__TEXT,__text) non-external __buffer_close
00007ff806c617ec (__TEXT,__text) non-external __buffer_read
00007ff806c61798 (__TEXT,__text) non-external __buffer_seek
00007ff806c524d2 (__TEXT,__text) non-external __calculate_graft_position
00007ff806c690a1 (__TEXT,__text) non-external __condition_list_diff
00007ff843a41ed0 (__DATA,__data) non-external __csop_aliases_
00007ff843a3c780 (__DATA,__data) non-external __csr_aliases_
00007ff806c6d3ba (__TEXT,__text) non-external __define_filter
00007ff806c4c7a3 (__TEXT,__text) non-external __define_list
00007ff806c4c9ec (__TEXT,__text) non-external __define_symbol
00007ff843a425d0 (__DATA,__data) non-external __errno_value_aliases_
00007ff843a40880 (__DATA,__data) non-external __fcntl_command_aliases_
00007ff806c52a90 (__TEXT,__text) non-external __flatten
00007ff806c60900 (__TEXT,__text) non-external __free_error_pool
00007ff843a39060 (__DATA,__data) non-external __fsctl_command_aliases_
00007ff843a3c860 (__DATA,__data) non-external __host_special_port_aliases_
00007ff843a39f60 (__DATA,__data) non-external __ioctl_command_aliases_
00007ff843a42340 (__DATA,__data) non-external __iopolicy_policy_aliases_
00007ff843a42300 (__DATA,__data) non-external __iopolicy_scope_aliases_
00007ff843a42200 (__DATA,__data) non-external __iopolicy_type_aliases_
00007ff843a42000 (__DATA,__data) non-external __kas_info_aliases_
00007ff843a42050 (__DATA,__data) non-external __mach_exception_behavior_aliases_
00007ff843a420b0 (__DATA,__data) non-external __mach_exception_type_aliases_
00007ff843a3ee80 (__DATA,__data) non-external __machtrap_aliases_
00007ff806c4c86e (__TEXT,__text) non-external __make_list_v
00007ff806c61af1 (__TEXT,__text) non-external __mbuf_close
00007ff806c69b5d (__TEXT,__text) non-external __mbuf_read
00007ff806c69c30 (__TEXT,__text) non-external __mbuf_seek
00007ff806c61a76 (__TEXT,__text) non-external __mbuf_write
00007ff843a41bb0 (__DATA,__data) non-external __memorystatus_control_cmd_aliases_
00007ff843a3f280 (__DATA,__data) non-external __mig_routine_aliases_
00007ff843a419b0 (__DATA,__data) non-external __necp_client_action_aliases_
00007ff806c5dbea (__TEXT,__text) non-external __order
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00007ff806c4cf07 (__TEXT,__text) non-external __parse_file
00007ff843a3d130 (__DATA,__data) non-external __persona_aliases_
00007ff806c66fa1 (__TEXT,__text) non-external __prepare_instructions
00007ff843a3c2f0 (__DATA,__data) non-external __privilege_aliases_
00007ff806c604f8 (__TEXT,__text) non-external __push_match_byteset_instr
00007ff806c49724 (__TEXT,__text) non-external __s_return
                 (undefined) external __sandbox_enter_notify_libxpc (from libSystem)
00007ff806c5bd6a (__TEXT,__text) non-external __sb_condition_list_remove_index
00007ff806c4fda0 (__TEXT,__text) non-external __sb_condition_pattern_of_type
00007ff806c5f367 (__TEXT,__text) non-external __sb_condition_traverse_filters
00007ff806c64ed1 (__TEXT,__text) non-external __sb_fsa_disjunction
00007ff806c51f69 (__TEXT,__text) non-external __sb_fsa_iterate_disjuncts
00007ff806c64ccf (__TEXT,__text) non-external __sb_fsa_recognizer_terminal
00007ff806c570af (__TEXT,__text) non-external __sb_fsa_serialize
00007ff806c68e71 (__TEXT,__text) non-external __sb_instr_error_with_formatv
00007ff806c56934 (__TEXT,__text) non-external __sb_pattern_is_literal
00007ff806c64b6e (__TEXT,__text) non-external __sb_realloc_vector_typed
00007ff806c6efac (__TEXT,__text) non-external __sb_textbuf_with_string_transfer_with_length
00007ff806c56c8d (__TEXT,__text) non-external __sb_value_is_equivalent
00007ff806c67f24 (__TEXT,__text) non-external __sb_value_matches_subset
00007ff806c69aa4 (__TEXT,__text) non-external __set_modifier_string
00007ff843a3ca30 (__DATA,__data) non-external __signal_aliases_
00007ff843a40da0 (__DATA,__data) non-external __socket_option_level_aliases_
00007ff843a41440 (__DATA,__data) non-external __socket_option_name_aliases_
00007ff843a38f90 (__DATA,__data) non-external __socket_type_aliases_
00007ff843a3d1b0 (__DATA,__data) non-external __syscall_aliases_
00007ff843a41e30 (__DATA,__data) non-external __task_special_port_aliases_
00007ff843a3ce50 (__DATA,__data) non-external __usb_interface_class_aliases_
00007ff843a3cf60 (__DATA,__data) non-external __usb_interface_subclass_aliases_
                 (undefined) external __xpc_type_array (from libSystem)
                 (undefined) external __xpc_type_bool (from libSystem)
                 (undefined) external __xpc_type_dictionary (from libSystem)
                 (undefined) external __xpc_type_int64 (from libSystem)
                 (undefined) external __xpc_type_null (from libSystem)
                 (undefined) external __xpc_type_string (from libSystem)
                 (undefined) external __xpc_type_uint64 (from libSystem)
                 (undefined) external __xpc_type_uuid (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ff806c53dd8 (__TEXT,__text) non-external _all_args_pass_test
00007ff806c45dd3 (__TEXT,__text) non-external _alloc_cellseg
00007ff806c555d3 (__TEXT,__text) non-external _alloc_literal
00007ff806c4e82c (__TEXT,__text) non-external _arg_is_condition
00007ff806c6d26d (__TEXT,__text) non-external _arg_is_message_filter
00007ff806c53e99 (__TEXT,__text) non-external _arg_is_modifier
00007ff806c4e89c (__TEXT,__text) non-external _arg_is_operation
                 (undefined) external _asprintf (from libSystem)
00007ff806c50464 (__TEXT,__text) non-external _assert_is_mutable
00007ff806c68558 (__TEXT,__text) non-external _assert_is_mutable.360
00007ff806c62781 (__TEXT,__text) non-external _atom2str
00007ff806c7077f (__TEXT,__text) non-external _atom2str.cold.1
00007ff806c707a2 (__TEXT,__text) non-external _atom2str.cold.2
00007ff806c707c5 (__TEXT,__text) non-external _atom2str.cold.3
00007ff806c707e8 (__TEXT,__text) non-external _atom2str.cold.4
00007ff806c7080b (__TEXT,__text) non-external _atom2str.cold.5
00007ff806c7082e (__TEXT,__text) non-external _atom2str.cold.6
00007ff806c70851 (__TEXT,__text) non-external _atom2str.cold.7
00007ff806c70874 (__TEXT,__text) non-external _atom2str.cold.8
00007ff806c483b3 (__TEXT,__text) non-external _backchar
00007ff806c4d87c (__TEXT,__text) non-external _backtrace_pop
00007ff806c706f3 (__TEXT,__text) non-external _backtrace_pop.cold.1
00007ff806c46971 (__TEXT,__text) non-external _backtrace_push
00007ff806c653a8 (__TEXT,__text) non-external _bitmask_extend
                 (undefined) external _bootstrap_look_up (from libSystem)
                 (undefined) external _bootstrap_port (from libSystem)
00007ff806c5a466 (__TEXT,__text) non-external _can_combine_conjunction
00007ff806c5a3f3 (__TEXT,__text) non-external _can_combine_disjunction
00007ff806c5b6aa (__TEXT,__text) non-external _candidate_list_lookup
00007ff806c5c0b1 (__TEXT,__text) non-external _candidate_list_remove
00007ff806c5eade (__TEXT,__text) non-external _candidate_set_release
00007ff806c4e78c (__TEXT,__text) non-external _car
00007ff806c4e7db (__TEXT,__text) non-external _cdr
00007ff806c5f141 (__TEXT,__text) non-external _check_dependencies
00007ff806c6a306 (__TEXT,__text) non-external _check_instruction
00007ff806c6a3fd (__TEXT,__text) non-external _check_policy
                 (undefined) external _clearerr (from libSystem)
00007ff806c6eb7d (__TEXT,__text) non-external _collect_filters_into_syscallmask
00007ff806c42ae9 (__TEXT,__text) non-external _compile
00007ff806c4f544 (__TEXT,__text) non-external _compute_cost_estimate
00007ff806c4f2e8 (__TEXT,__text) non-external _compute_hash
00007ff806c67d6d (__TEXT,__text) non-external _compute_hash.274
00007ff806c52f49 (__TEXT,__text) non-external _condition_free_callback
00007ff806c6aa08 (__TEXT,__text) non-external _condition_has_nested_condition_list
00007ff806c5e373 (__TEXT,__text) non-external _condition_with_patterns_combined
00007ff806c642d5 (__TEXT,__text) non-external _connect_to_sandboxd_and_call
00007ff806c55cb2 (__TEXT,__text) non-external _construct_automaton
