                 (undefined) external _NSSearchPathForDirectoriesInDomains (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NLTokenizer (from NaturalLanguage)
                 (undefined) external _OBJC_CLASS_$_NSBundle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_OS_dispatch_queue (from libSystem)
                 (undefined) external _OBJC_CLASS_$_OS_dispatch_source (from libSystem)
                 (undefined) external _OBJC_CLASS_$_OS_os_log (from libSystem)
                 (undefined) external _OBJC_CLASS_$_RBSAcquisitionCompletionAttribute (from RunningBoardServices)
                 (undefined) external _OBJC_CLASS_$_RBSAssertion (from RunningBoardServices)
                 (undefined) external _OBJC_CLASS_$_RBSAttribute (from RunningBoardServices)
                 (undefined) external _OBJC_CLASS_$_RBSDomainAttribute (from RunningBoardServices)
                 (undefined) external _OBJC_CLASS_$_RBSTarget (from RunningBoardServices)
                 (undefined) external _OBJC_CLASS_$__TtCs12_SwiftObject (from libswiftCore)
                 (undefined) external _OBJC_METACLASS_$__TtCs12_SwiftObject (from libswiftCore)
00007ffd0e2a9828 (__TEXT,__const) external _TeaDBVersionNumber
00007ffd0e2afa52 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB16AssertionOptionsV
00007ffd0e2afc82 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB16MigratableEntityV
00007ffd0e2afc88 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB16MigratableEntityV10CodingKeys33_49D9CE12DEB669FC4E7DC4353600CCD1LLO
00007ffd0e2af8da (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB16SearchExpressionO
00007ffd0e2b0114 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB17PreparedStatementC
00007ffd0e2af800 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB17SearchMatchPhraseO
00007ffd0e2afbfc (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB18CreateIndexCommandV
00007ffd0e2afc3a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB18CreateTableCommandV
00007ffd0e2afdd4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB18MixedKeyValueStoreC
00007ffd0e2afe26 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB18MixedKeyValueStoreC16TranslationError33_5BDBC81F24CE5E5601160448BDAD238ALLO
00007ffd0e2afdf6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB18MixedKeyValueStoreC8PromisesV
00007ffd0e2afad6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB18StatementOperationO
00007ffd0e2affb8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB21AsciiTokenizerOptionsV
00007ffd0e2af810 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB21SearchMatchExpressionO
00007ffd0e2affac (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB23TrigramTokenizerOptionsV
00007ffd0e2af798 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB24CreateSearchTableCommandV
00007ffd0e2affb2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB25Unicode61TokenizerOptionsV
00007ffd0e2affda (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB25Unicode61TokenizerOptionsV17UnicodeCategoriesO
00007ffd0e2aff7c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB25Unicode61TokenizerOptionsV17UnicodeCategoriesO11PunctuationO
00007ffd0e2aff60 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB25Unicode61TokenizerOptionsV17UnicodeCategoriesO4MarkO
00007ffd0e2aff52 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB25Unicode61TokenizerOptionsV17UnicodeCategoriesO6LetterO
00007ffd0e2aff6e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB25Unicode61TokenizerOptionsV17UnicodeCategoriesO6NumberO
00007ffd0e2aff8a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB25Unicode61TokenizerOptionsV17UnicodeCategoriesO6SymbolO
00007ffd0e2aff44 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB25Unicode61TokenizerOptionsV17UnicodeCategoriesO7SpecialO
00007ffd0e2aff98 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB25Unicode61TokenizerOptionsV17UnicodeCategoriesO9SeparatorO
00007ffd0e2b0108 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB4DropC
00007ffd0e2b00de (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB4JSONV
00007ffd0e2b00e4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB4JSONV10CodingKeys33_A91950C902DB43BBD77E28BE8B892A70LLO
00007ffd0e2afc20 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB4SaveC
00007ffd0e2afb0c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB5QueryC
00007ffd0e2afccc (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB5RowIDC
00007ffd0e2afcde (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB5RowIDC10CodingKeysO
00007ffd0e2afb60 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB5StoreC
00007ffd0e2afb7e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB5StoreC8PromisesV
00007ffd0e2b0102 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB5TableC
00007ffd0e2afbcc (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB6ColumnC
00007ffd0e2afbde (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB6ColumnC4FuncO
00007ffd0e2b0120 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB6CreateC
00007ffd0e2b0136 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB6CreateCA2A10EntityTypeRzrlE0D9MigrationV
00007ffd0e2afc1a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB6DeleteC
00007ffd0e2b010e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB6UpdateC
00007ffd0e2afca6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB7OrderByO
00007ffd0e2afb12 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB7ValueOfV
00007ffd0e2af7a6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB8DataTypeO
00007ffd0e2af676 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB8DatabaseC
00007ffd0e2afa20 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB8DatabaseC10VacuumModeO
00007ffd0e2afa10 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB8DatabaseC12RecoveryModeO
00007ffd0e2afa4c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB8DatabaseC13ConfigurationV
00007ffd0e2afa26 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB8DatabaseC14ConnectionModeO
00007ffd0e2afa0a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB8DatabaseC14JournalingModeO
00007ffd0e2afa2c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB8DatabaseC23SchedulingConfigurationV
00007ffd0e2af9e8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB8DatabaseC6ErrorsO
00007ffd0e2af9d8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB8DatabaseC8LocationO
00007ffd0e2afa16 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB8DatabaseC9CacheSizeO
00007ffd0e2af9d2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB8DatabaseC9SchedulerV
00007ffd0e2af716 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB8KVSEntry33_51F96BDCFF3319EB2A3F7B77FCB3C5B8LLV
00007ffd0e2afb32 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB8LazyJSONC
00007ffd0e2afb42 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB8LazyJSONC10CodingKeys33_B4DFE2769A2CCB32A1211B3DF1C8A156LLO
00007ffd0e2b011a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB8SQLErrorO
00007ffd0e2afd7c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB8VersionsV
00007ffd0e2af7e0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB8VersionsV6EntityV
00007ffd0e2afdb6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB8VersionsV6EntityV10CodingKeys33_4EEA656C15209E4528FAD7E2DB0EC5E9LLO
00007ffd0e2afff4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB9AssertionC
00007ffd0e2b0010 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB9AssertionC07RunningC033_21269579B9523E50A23203502C8A3EB9LLV
00007ffd0e2afffa (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB9AssertionC4NameO
00007ffd0e2af726 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB9KVSEntity33_51F96BDCFF3319EB2A3F7B77FCB3C5B8LLV
00007ffd0e2af762 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB9KVSEntity33_51F96BDCFF3319EB2A3F7B77FCB3C5B8LLV10CodingKeysO
00007ffd0e2afe10 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB9MKVSEntry33_5BDBC81F24CE5E5601160448BDAD238ALLV
00007ffd0e2affe0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB9QuerySomeC
00007ffd0e2af7da (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB9RawEntityV
00007ffd0e2af7e6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB9RawEntityV10CodingKeys33_A402924F88A22565B4DEB2C6E9970B6DLLO
00007ffd0e2afe4c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB9StatementC
00007ffd0e2aff9e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB9TokenizerO
00007ffd0e2af968 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB9ValueTypeO
00007ffd0e2af97c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB9ValueTypeO10CodingKeys33_C3DEA4535F81EC5FB68E08AF0F72471DLLO
00007ffd0e2af78e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 5TeaDB9_OptionalV
00007ffd0e2af6f2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ So16os_unfair_lock_sV
00007ffd0e2af6fe (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ So6CGRectV
00007ffd0e2af70a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ So6CGSizeV
00007ffd0e2af704 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ So7CGPointV
00007ffd0e2afd76 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ s13OpaquePointerV
00007ffd0e2af6f8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ s6UInt32V
00007ffd0e2af9c2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____Sg 5TeaDB10ConnectionC
00007ffd0e2affa4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____Sg 5TeaDB13BaseTokenizerO
00007ffd0e2afc4c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____Sg 5TeaDB8VersionsV
00007ffd0e2af9ca (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____Sg s13OpaquePointerV
00007ffd0e2afa58 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____Sg s5Int32V
00007ffd0e2af9a0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____SgXw 5TeaDB8DatabaseC
00007ffd0e2afa60 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____SgXwz_Xx 5TeaDB8DatabaseC
00007ffd0e2b0000 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____XMT 5TeaDB9AssertionC
00007ffd0e2afacc (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______AAt 5TeaDB10ExpressionO
00007ffd0e2af95e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______AAt 5TeaDB17SearchMatchPhraseO
00007ffd0e2af7b8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______p 5TeaDB14ConnectionTypeP
00007ffd0e2af6d6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______p So33OS_dispatch_source_memorypressureP
00007ffd0e2b01f8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______p s5ErrorP
00007ffd0e2afa6e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______pIegg_ s5ErrorP
00007ffd0e2afab8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______pIegzo_ s5ErrorP
00007ffd0e2afa82 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____x______pIeggrzo_ 5TeaDB8DatabaseC s5ErrorP
00007ffd0e2afdac (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySSG 5TeaDB10FastColumnC
00007ffd0e2af72c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySSG 5TeaDB6ColumnC
00007ffd0e2afcd2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ySiSgG 2os21OSAllocatedUnfairLockV
00007ffd0e2af68c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yYbc 10Foundation4DateV
00007ffd0e2b006a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G 2os21OSAllocatedUnfairLockV 5TeaDB12SearchColumnC5State33_F0B7B0DF5B52221ABB84BA38BAA2E978LLV
00007ffd0e2afd90 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G 5TeaDB4SaveC AA8VersionsV6EntityV
00007ffd0e2afd9e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G 5TeaDB5QueryC AA8VersionsV6EntityV
00007ffd0e2af744 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G 5TeaDB6ColumnC 10Foundation4DataV
00007ffd0e2af736 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G 5TeaDB6ColumnC 10Foundation4DateV
00007ffd0e2afd82 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G 5TeaDB6CreateC AA8VersionsV6EntityV
00007ffd0e2b0056 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G s22KeyedDecodingContainerV 5TeaDB12SearchColumnC10CodingKeysO
00007ffd0e2afcbe (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____G s22KeyedDecodingContainerV 5TeaDB5RowIDC10CodingKeysO
00007ffd0e2afdda (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____yxGG 5TeaDB5TableC AA10MKVSEntity33_5BDBC81F24CE5E5601160448BDAD238ALLV
00007ffd0e2af67c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____y_____yxGG 5TeaDB5TableC AA9KVSEntity33_51F96BDCFF3319EB2A3F7B77FCB3C5B8LLV
00007ffd0e2afb66 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yq_G 5TeaDB5TableC
00007ffd0e2afb38 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yxG 5TeaDB10LazyLoaderC
00007ffd0e2afe16 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yxG 5TeaDB10MKVSEntity33_5BDBC81F24CE5E5601160448BDAD238ALLV
00007ffd0e2af8e6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yxG 5TeaDB21SearchMatchExpressionO
00007ffd0e2afea6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yxG 5TeaDB6ColumnC
00007ffd0e2b0126 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yxG 5TeaDB6CreateC
00007ffd0e2af71c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yxG 5TeaDB9KVSEntity33_51F96BDCFF3319EB2A3F7B77FCB3C5B8LLV
00007ffd0e2afdfc (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yxGSgXw 5TeaDB18MixedKeyValueStoreC
00007ffd0e2af94a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yxG_AB6butNott 5TeaDB21SearchMatchExpressionO
00007ffd0e2af8f0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yxG_ABt 5TeaDB16SearchExpressionO
00007ffd0e2af93c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yxG_ABt 5TeaDB21SearchMatchExpressionO
00007ffd0e2b01d4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yx_G 5TeaDB10LazyLoaderC9LoadState33_CC582D5685477D4E48F6C89B77DAC287LLO
00007ffd0e2b017e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yx_G 5TeaDB11SearchOrderV6SortByO
00007ffd0e2b0188 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yx_GSg 5TeaDB11SearchOrderV9DirectionO
00007ffd0e2afdea (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yx_GSg 5TeaDB18MixedKeyValueStoreC8PromisesV
00007ffd0e2afbd2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yx_GSg 5TeaDB6ColumnC4FuncO
00007ffd0e2b019a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yx_____G s7KeyPathC 5TeaDB12SearchColumnC
00007ffd0e2afef0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yx_____G s7KeyPathC 5TeaDB5RowIDC
00007ffd0e2af5b8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yxq_G 5TeaDB13KeyValueStoreC
00007ffd0e2af53a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yxq_GSgXw 5TeaDB13KeyValueStoreC
00007ffd0e2afb84 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yxq_GSgXw 5TeaDB5StoreC
00007ffd0e2af54a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yxq_GSgXwz_x_q______RzSeR_SER_r0_lXX 5TeaDB13KeyValueStoreC AA0cdE10DescriptorP
00007ffd0e2af6de (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yxq__GSg 5TeaDB13KeyValueStoreC8PromisesV
00007ffd0e2afb70 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yxq__GSg 5TeaDB5StoreC8PromisesV
00007ffd0e2af57a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic q_
00007ffd0e2b0130 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic qd__
00007ffd0e2b013c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic qd__m
00007ffd0e2af574 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic x
00007ffd0e2afa98 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic xIegn_
00007ffd0e2afb94 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic xIegr_
00007ffd0e2af794 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic xSg
00007ffd0e2b0142 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic xSgqd__Kc
00007ffd0e2afaa0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic x______pIegrzo_ s5ErrorP
00007ffd0e2b01ea (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic xyKc5block_t
00007ffd0e2afbe4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic xyc
00007ffd0e2afab0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ytIegn_
00007ffd0e265cdc (__TEXT,__text) external _tdb_truncate_db
00007ffd0e2ae358 (__TEXT,__const) non-external _type_layout_string 5TeaDB10EntityTypeRzAaBRd__r__lAA6CreateCA2aBRzrlE0C9MigrationVyx_qd__G
00007ffd0e2aaed8 (__TEXT,__const) non-external _type_layout_string 5TeaDB10ExpressionO
00007ffd0e2ad9a8 (__TEXT,__const) non-external _type_layout_string 5TeaDB12SearchColumnC5State33_F0B7B0DF5B52221ABB84BA38BAA2E978LLV
00007ffd0e2ad1e0 (__TEXT,__const) non-external _type_layout_string 5TeaDB13BaseTokenizerO
00007ffd0e2ab268 (__TEXT,__const) non-external _type_layout_string 5TeaDB13InsertCommandV
00007ffd0e2adc78 (__TEXT,__const) non-external _type_layout_string 5TeaDB16AssertionOptionsV
00007ffd0e2a9ea0 (__TEXT,__const) non-external _type_layout_string 5TeaDB16SearchEntityTypeRzlAA06CreateC12TableCommandVyxG
00007ffd0e2aa1c8 (__TEXT,__const) non-external _type_layout_string 5TeaDB16SearchEntityTypeRzlAA0C10ExpressionOyxG
00007ffd0e2aa2a8 (__TEXT,__const) non-external _type_layout_string 5TeaDB16SearchEntityTypeRzlAA0C15MatchExpressionOyxG
00007ffd0e2ae588 (__TEXT,__const) non-external _type_layout_string 5TeaDB16SearchEntityTypeRzlAA0C5OrderV6SortByOyx_G
00007ffd0e2ae4e0 (__TEXT,__const) non-external _type_layout_string 5TeaDB16SearchEntityTypeRzlAA0C5OrderVyxG
00007ffd0e2ac678 (__TEXT,__const) non-external _type_layout_string 5TeaDB16SearchEntityTypeRzlAA0C5TableV4SaveVyx_G
00007ffd0e2ad5b8 (__TEXT,__const) non-external _type_layout_string 5TeaDB16SearchEntityTypeRzlAA0C5TableV5QueryVyx_G
00007ffd0e2ab840 (__TEXT,__const) non-external _type_layout_string 5TeaDB16SearchEntityTypeRzlAA0C5TableV6CreateVyx_G
00007ffd0e2ab150 (__TEXT,__const) non-external _type_layout_string 5TeaDB16SearchEntityTypeRzlAA0C5TableV6DeleteVyx_G
00007ffd0e2ab7e8 (__TEXT,__const) non-external _type_layout_string 5TeaDB16SearchEntityTypeRzlAA0C5TableVyxG
00007ffd0e2ac8e8 (__TEXT,__const) non-external _type_layout_string 5TeaDB16SearchEntityTypeRzlAA0C6SchemaVyxG
00007ffd0e2aa3c0 (__TEXT,__const) non-external _type_layout_string 5TeaDB17SearchMatchPhraseO
00007ffd0e2ab050 (__TEXT,__const) non-external _type_layout_string 5TeaDB18StatementOperationO
00007ffd0e2ad3d8 (__TEXT,__const) non-external _type_layout_string 5TeaDB21AsciiTokenizerOptionsV
00007ffd0e2a9958 (__TEXT,__const) non-external _type_layout_string 5TeaDB23KeyValueStoreDescriptorRzSeR_SER_r0_lAA0cdE0C8PromisesVyxq__G
00007ffd0e2ac1b0 (__TEXT,__const) non-external _type_layout_string 5TeaDB23KeyValueStoreDescriptorRzlAA05MixedcdE0C8PromisesVyx_G
00007ffd0e2ac220 (__TEXT,__const) non-external _type_layout_string 5TeaDB23KeyValueStoreDescriptorRzlAA10MKVSEntity33_5BDBC81F24CE5E5601160448BDAD238ALLVyxG
00007ffd0e2a9a28 (__TEXT,__const) non-external _type_layout_string 5TeaDB23KeyValueStoreDescriptorRzlAA9KVSEntity33_51F96BDCFF3319EB2A3F7B77FCB3C5B8LLVyxG
00007ffd0e2ad418 (__TEXT,__const) non-external _type_layout_string 5TeaDB23TrigramTokenizerOptionsV
00007ffd0e2ad280 (__TEXT,__const) non-external _type_layout_string 5TeaDB25Unicode61TokenizerOptionsV
00007ffd0e2abb48 (__TEXT,__const) non-external _type_layout_string 5TeaDB7OrderByO
00007ffd0e2ab128 (__TEXT,__const) non-external _type_layout_string 5TeaDB7ValueOfV
00007ffd0e2ae3b8 (__TEXT,__const) non-external _type_layout_string 5TeaDB8BaseTypeRzlAA13DeleteCommandVyxG
00007ffd0e2abbe0 (__TEXT,__const) non-external _type_layout_string 5TeaDB8BaseTypeRzlAA13SelectCommandVyxG
00007ffd0e2ad770 (__TEXT,__const) non-external _type_layout_string 5TeaDB8BaseTypeRzlAA13UpdateCommandVyxG
00007ffd0e2ab670 (__TEXT,__const) non-external _type_layout_string 5TeaDB8BaseTypeRzlAA18CreateIndexCommandVyxG
00007ffd0e2ab780 (__TEXT,__const) non-external _type_layout_string 5TeaDB8BaseTypeRzlAA18CreateTableCommandVyxG
00007ffd0e2aacf8 (__TEXT,__const) non-external _type_layout_string 5TeaDB8DatabaseC13ConfigurationV
00007ffd0e2aacb8 (__TEXT,__const) non-external _type_layout_string 5TeaDB8DatabaseC23SchedulingConfigurationV
00007ffd0e2aab90 (__TEXT,__const) non-external _type_layout_string 5TeaDB8DatabaseC6ErrorsO
00007ffd0e2aab08 (__TEXT,__const) non-external _type_layout_string 5TeaDB8DatabaseC8LocationO
00007ffd0e2aad80 (__TEXT,__const) non-external _type_layout_string 5TeaDB8DatabaseC9SchedulerV
00007ffd0e2adf88 (__TEXT,__const) non-external _type_layout_string 5TeaDB8SQLErrorO
00007ffd0e2abec8 (__TEXT,__const) non-external _type_layout_string 5TeaDB8VersionsV
00007ffd0e2abf08 (__TEXT,__const) non-external _type_layout_string 5TeaDB8VersionsV6EntityV
00007ffd0e2ad6f0 (__TEXT,__const) non-external _type_layout_string 5TeaDB9AssertionC07RunningC033_21269579B9523E50A23203502C8A3EB9LLV
00007ffd0e2ad088 (__TEXT,__const) non-external _type_layout_string 5TeaDB9TokenizerO
00007ffd0e2aa580 (__TEXT,__const) non-external _type_layout_string 5TeaDB9ValueTypeO
00007ffd0e2ab4c8 (__TEXT,__const) non-external _type_layout_string SeRzSERz5TeaDB10EntityTypeR_r0_lAA5StoreC8PromisesVyxq__G
00007ffd0e2a99f0 (__TEXT,__const) non-external _type_layout_string So16os_unfair_lock_sV
00007ffd0e2a99d0 (__TEXT,__const) non-external _type_layout_string So6CGRectV
00007ffd0e2a99a8 (__TEXT,__const) non-external _type_layout_string So6CGSizeV
