
/System/Cryptexes/OS/usr/lib/system/libsystem_kernel.dylib (for architecture x86_64):
0000000000042310 (__DATA,__data) external _NDR_record
000000000000c460 (__TEXT,__text) external _posix_spawn_file_actions_addclose
0000000000006ed8 (__TEXT,__text) external _posix_spawn_file_actions_adddup2
000000000001562c (__TEXT,__text) external _posix_spawn_file_actions_addfchdir
0000000000015628 (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
000000000000c3cc (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
000000000000bb3c (__TEXT,__text) external _posix_spawn_file_actions_addopen
00000000000077ac (__TEXT,__text) external _posix_spawn_file_actions_destroy
0000000000006e7c (__TEXT,__text) external _posix_spawn_file_actions_init
0000000000040328 (__DATA,__bss) non-external _posix_spawn_with_filter
0000000000007654 (__TEXT,__text) external _posix_spawnattr_destroy
0000000000015408 (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
0000000000015994 (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
0000000000015950 (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
00000000000150fc (__TEXT,__text) external _posix_spawnattr_getarchpref_np
0000000000015094 (__TEXT,__text) external _posix_spawnattr_getbinpref_np
00000000000156e0 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
0000000000015004 (__TEXT,__text) external _posix_spawnattr_getflags
0000000000007140 (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
0000000000015170 (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
000000000001504c (__TEXT,__text) external _posix_spawnattr_getpgroup
0000000000015194 (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
0000000000015028 (__TEXT,__text) external _posix_spawnattr_getsigdefault
0000000000015070 (__TEXT,__text) external _posix_spawnattr_getsigmask
000000000000700c (__TEXT,__text) external _posix_spawnattr_init
0000000000015430 (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
0000000000015e80 (__TEXT,__text) external _posix_spawnattr_set_conclave_id_np
0000000000015fbc (__TEXT,__text) external _posix_spawnattr_set_conclavememlimit_ext
0000000000015478 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
0000000000015458 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
0000000000015498 (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
0000000000015b5c (__TEXT,__text) external _posix_spawnattr_set_csm_np
0000000000015974 (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
0000000000015f7c (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
0000000000015c48 (__TEXT,__text) external _posix_spawnattr_set_gid_np
0000000000015ce0 (__TEXT,__text) external _posix_spawnattr_set_groups_np
000000000001572c (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
0000000000015fdc (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
00000000000338d8 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
0000000000015f9c (__TEXT,__text) external _posix_spawnattr_set_kqworklooplimit_ext
0000000000016090 (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
0000000000015dac (__TEXT,__text) external _posix_spawnattr_set_login_np
0000000000015b18 (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
0000000000015a7c (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
0000000000015ab0 (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
00000000000159b8 (__TEXT,__text) external _posix_spawnattr_set_persona_np
0000000000015a4c (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
00000000000153e8 (__TEXT,__text) external _posix_spawnattr_set_platform_np
0000000000015f5c (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
0000000000015844 (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
0000000000015920 (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
00000000000157b8 (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
0000000000015330 (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
0000000000015f30 (__TEXT,__text) external _posix_spawnattr_set_telemetry_np
000000000001570c (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
0000000000015bb4 (__TEXT,__text) external _posix_spawnattr_set_uid_np
00000000000152f4 (__TEXT,__text) external _posix_spawnattr_set_use_sec_transition_shims_np
00000000000151d8 (__TEXT,__text) external _posix_spawnattr_setarchpref_np
000000000000b710 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
000000000000bc34 (__TEXT,__text) external _posix_spawnattr_setbinpref_np
0000000000015878 (__TEXT,__text) external _posix_spawnattr_setcoalition_np
00000000000156c0 (__TEXT,__text) external _posix_spawnattr_setcpumonitor
000000000000bae8 (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
00000000000152c4 (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
000000000000c4f4 (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
0000000000007120 (__TEXT,__text) external _posix_spawnattr_setflags
00000000000089a8 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
00000000000071f8 (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
0000000000015b38 (__TEXT,__text) external _posix_spawnattr_setnosmt_np
0000000000015284 (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
00000000000151b8 (__TEXT,__text) external _posix_spawnattr_setpgroup
00000000000152a4 (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
00000000000070fc (__TEXT,__text) external _posix_spawnattr_setsigdefault
00000000000070d8 (__TEXT,__text) external _posix_spawnattr_setsigmask
000000000000bb10 (__TEXT,__text) external _posix_spawnattr_setspecialport_np
0000000000002344 (__TEXT,__text) external _pread
000000000000d534 (__TEXT,__text) external _pread$NOCANCEL
000000000000e888 (__TEXT,__text) external _preadv
000000000000d55c (__TEXT,__text) external _preadv$NOCANCEL
00000000000148ac (__TEXT,__text) non-external _prepare_times_array_and_attrs
0000000000013b2c (__TEXT,__text) external _proc_clear_cpulimits
0000000000013cf0 (__TEXT,__text) external _proc_clear_delayidlesleep
0000000000013570 (__TEXT,__text) external _proc_clear_dirty
0000000000013bdc (__TEXT,__text) external _proc_clear_vmpressure
0000000000013430 (__TEXT,__text) external _proc_current_thread_schedinfo
000000000000a064 (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
000000000000a120 (__TEXT,__text) external _proc_denap_assertion_complete
0000000000013d4c (__TEXT,__text) external _proc_disable_apptype
000000000000b3e0 (__TEXT,__text) external _proc_disable_cpumon
0000000000009d34 (__TEXT,__text) external _proc_disable_wakemon
0000000000013b88 (__TEXT,__text) external _proc_donate_importance_boost
0000000000013dbc (__TEXT,__text) external _proc_enable_apptype
0000000000009cb8 (__TEXT,__text) external _proc_get_cpumon_params
00000000000134f8 (__TEXT,__text) external _proc_get_dirty
0000000000013a30 (__TEXT,__text) external _proc_get_wakemon_params
000000000000a06c (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
000000000000a124 (__TEXT,__text) external _proc_importance_assertion_complete
000000000001333c (__TEXT,__text) external _proc_kmsgbuf
00000000000134d8 (__TEXT,__text) external _proc_libversion
0000000000013a98 (__TEXT,__text) external _proc_list_dynkqueueids
0000000000013a7c (__TEXT,__text) external _proc_list_uptrs
000000000001306c (__TEXT,__text) external _proc_listallpids
00000000000130dc (__TEXT,__text) external _proc_listchildpids
0000000000013114 (__TEXT,__text) external _proc_listcoalitions
00000000000130a4 (__TEXT,__text) external _proc_listpgrppids
000000000000a018 (__TEXT,__text) external _proc_listpids
000000000001bae8 (__TEXT,__text) external _proc_listpidspath
00000000000065a4 (__TEXT,__text) external _proc_name
0000000000007df0 (__TEXT,__text) external _proc_pid_rusage
00000000000131f8 (__TEXT,__text) external _proc_piddynkqueueinfo
0000000000013190 (__TEXT,__text) external _proc_pidfdinfo
00000000000131c4 (__TEXT,__text) external _proc_pidfileportinfo
0000000000001e00 (__TEXT,__text) external _proc_pidinfo
0000000000007b18 (__TEXT,__text) external _proc_pidoriginatorinfo
00000000000025b0 (__TEXT,__text) external _proc_pidpath
0000000000013370 (__TEXT,__text) external _proc_pidpath_audittoken
0000000000013248 (__TEXT,__text) external _proc_regionfilename
0000000000013b20 (__TEXT,__text) external _proc_reset_footprint_interval
0000000000013880 (__TEXT,__text) external _proc_resume_cpumon
000000000000885c (__TEXT,__text) external _proc_rlimit_control
0000000000007da8 (__TEXT,__text) external _proc_set_cpumon_defaults
0000000000007d38 (__TEXT,__text) external _proc_set_cpumon_params
00000000000138a0 (__TEXT,__text) external _proc_set_cpumon_params_fatal
0000000000013ef4 (__TEXT,__text) external _proc_set_csm
0000000000013c94 (__TEXT,__text) external _proc_set_delayidlesleep
0000000000003ca8 (__TEXT,__text) external _proc_set_dirty
0000000000013e34 (__TEXT,__text) external _proc_set_no_smt
0000000000013c38 (__TEXT,__text) external _proc_set_owner_vmpressure
0000000000009db4 (__TEXT,__text) external _proc_set_wakemon_defaults
0000000000013a00 (__TEXT,__text) external _proc_set_wakemon_params
0000000000013ab4 (__TEXT,__text) external _proc_setcpu_percentage
0000000000002e08 (__TEXT,__text) external _proc_setpcontrol
0000000000013148 (__TEXT,__text) external _proc_setthread_cpupercent
0000000000013fb0 (__TEXT,__text) external _proc_setthread_csm
0000000000013e94 (__TEXT,__text) external _proc_setthread_no_smt
0000000000013644 (__TEXT,__text) external _proc_signal_delegate
0000000000013740 (__TEXT,__text) external _proc_signal_with_audittoken
0000000000013e2c (__TEXT,__text) external _proc_suppress
00000000000135cc (__TEXT,__text) external _proc_terminate
0000000000013810 (__TEXT,__text) external _proc_terminate_all_rsr
00000000000136b0 (__TEXT,__text) external _proc_terminate_delegate
0000000000013798 (__TEXT,__text) external _proc_terminate_with_audittoken
000000000000e8b0 (__TEXT,__text) external _proc_trace_log
0000000000003c4c (__TEXT,__text) external _proc_track_dirty
000000000001322c (__TEXT,__text) external _proc_udata_info
000000000000e8d8 (__TEXT,__text) external _proc_uuid_policy
0000000000028f1c (__TEXT,__text) external _processor_assign
0000000000028dc8 (__TEXT,__text) external _processor_control
0000000000028aac (__TEXT,__text) external _processor_exit
0000000000029044 (__TEXT,__text) external _processor_get_assignment
0000000000028bb8 (__TEXT,__text) external _processor_info
0000000000020ffc (__TEXT,__text) external _processor_set_create
0000000000020ea4 (__TEXT,__text) external _processor_set_default
0000000000027bb0 (__TEXT,__text) external _processor_set_destroy
000000000002860c (__TEXT,__text) external _processor_set_info
0000000000027cc0 (__TEXT,__text) external _processor_set_max_priority
0000000000028314 (__TEXT,__text) external _processor_set_policy_control
0000000000027ef8 (__TEXT,__text) external _processor_set_policy_disable
0000000000027ddc (__TEXT,__text) external _processor_set_policy_enable
0000000000028484 (__TEXT,__text) external _processor_set_stack_usage
00000000000279d0 (__TEXT,__text) external _processor_set_statistics
0000000000028014 (__TEXT,__text) external _processor_set_tasks
0000000000028810 (__TEXT,__text) external _processor_set_tasks_with_flavor
0000000000028194 (__TEXT,__text) external _processor_set_threads
00000000000289a0 (__TEXT,__text) external _processor_start
0000000000019b5c (__TEXT,__text) external _pselect
00000000000066c4 (__TEXT,__text) external _pselect$DARWIN_EXTSN
0000000000012270 (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
0000000000019ce4 (__TEXT,__text) external _pselect$NOCANCEL
0000000000002538 (__TEXT,__text) external _pthread_getugid_np
000000000000967c (__TEXT,__text) external _pthread_setugid_np
0000000000008cb4 (__TEXT,__text) external _ptrace
0000000000003f5c (__TEXT,__text) external _pwrite
000000000000d6c4 (__TEXT,__text) external _pwrite$NOCANCEL
000000000000e900 (__TEXT,__text) external _pwritev
000000000000d6ec (__TEXT,__text) external _pwritev$NOCANCEL
0000000000011fe8 (__TEXT,__text) external _quota
0000000000006848 (__TEXT,__text) external _quotactl
00000000000016c4 (__TEXT,__text) external _read
0000000000002914 (__TEXT,__text) external _read$NOCANCEL
0000000000002d7c (__TEXT,__text) external _readlink
000000000000e928 (__TEXT,__text) external _readlinkat
000000000000e950 (__TEXT,__text) external _readv
000000000000d714 (__TEXT,__text) external _readv$NOCANCEL
0000000000011024 (__TEXT,__text) external _reboot
000000000001102c (__TEXT,__text) external _reboot_np
0000000000019b58 (__TEXT,__text) external _record_system_event_as_kernel
0000000000004c88 (__TEXT,__text) external _recvfrom
0000000000004b6c (__TEXT,__text) external _recvfrom$NOCANCEL
0000000000005050 (__TEXT,__text) external _recvmsg
000000000000d78c (__TEXT,__text) external _recvmsg$NOCANCEL
000000000000e978 (__TEXT,__text) external _recvmsg_x
000000000000e9a0 (__TEXT,__text) external _register_uexc_handler
0000000000005564 (__TEXT,__text) external _removexattr
0000000000004318 (__TEXT,__text) external _rename
0000000000014c90 (__TEXT,__text) external _rename_ext
00000000000110bc (__TEXT,__text) external _renameat
0000000000014c2c (__TEXT,__text) external _renameatx_np
0000000000014c54 (__TEXT,__text) external _renamex_np
000000000000e9c8 (__TEXT,__text) external _revoke
000000000000437c (__TEXT,__text) external _rmdir
000000000000e9f0 (__TEXT,__text) external _searchfs
0000000000004d78 (__TEXT,__text) external _select
000000000000afac (__TEXT,__text) external _select$DARWIN_EXTSN
0000000000004b44 (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
0000000000004b10 (__TEXT,__text) external _select$NOCANCEL
0000000000009908 (__TEXT,__text) external _sem_close
0000000000019710 (__TEXT,__text) external _sem_destroy
0000000000019738 (__TEXT,__text) external _sem_getvalue
0000000000019760 (__TEXT,__text) external _sem_init
000000000000ca30 (__TEXT,__text) external _sem_open
000000000000ea18 (__TEXT,__text) external _sem_post
000000000000ea40 (__TEXT,__text) external _sem_trywait
000000000000ea68 (__TEXT,__text) external _sem_unlink
000000000000ea90 (__TEXT,__text) external _sem_wait
000000000000d804 (__TEXT,__text) external _sem_wait$NOCANCEL
00000000000037b8 (__TEXT,__text) external _semaphore_create
0000000000003b34 (__TEXT,__text) external _semaphore_destroy
0000000000003920 (__TEXT,__text) external _semaphore_signal
000000000001208c (__TEXT,__text) external _semaphore_signal_all
0000000000000acc (__TEXT,__text) external _semaphore_signal_all_trap
0000000000012090 (__TEXT,__text) external _semaphore_signal_thread
0000000000000ad8 (__TEXT,__text) external _semaphore_signal_thread_trap
0000000000000ac0 (__TEXT,__text) external _semaphore_signal_trap
00000000000052d8 (__TEXT,__text) external _semaphore_timedwait
0000000000012098 (__TEXT,__text) external _semaphore_timedwait_signal
0000000000000b08 (__TEXT,__text) external _semaphore_timedwait_signal_trap
0000000000000afc (__TEXT,__text) external _semaphore_timedwait_trap
000000000000391c (__TEXT,__text) external _semaphore_wait
0000000000012094 (__TEXT,__text) external _semaphore_wait_signal
0000000000000af0 (__TEXT,__text) external _semaphore_wait_signal_trap
0000000000000ae4 (__TEXT,__text) external _semaphore_wait_trap
000000000000caa8 (__TEXT,__text) external _semctl
000000000000eab8 (__TEXT,__text) external _semget
000000000000eae0 (__TEXT,__text) external _semop
000000000000ca88 (__TEXT,__text) external _semsys
000000000000eb08 (__TEXT,__text) external _sendfile
0000000000006120 (__TEXT,__text) external _sendmsg
0000000000004bbc (__TEXT,__text) external _sendmsg$NOCANCEL
000000000000eb30 (__TEXT,__text) external _sendmsg_x
0000000000004c60 (__TEXT,__text) external _sendto
0000000000004ae8 (__TEXT,__text) external _sendto$NOCANCEL
0000000000003fac (__TEXT,__text) external _setattrlist
000000000000eb58 (__TEXT,__text) external _setattrlistat
000000000001cbd8 (__TEXT,__text) external _setaudit
000000000000eb80 (__TEXT,__text) external _setaudit_addr
000000000000eba8 (__TEXT,__text) external _setauid
00000000000096cc (__TEXT,__text) external _setegid
00000000000096a4 (__TEXT,__text) external _seteuid
0000000000009408 (__TEXT,__text) external _setgid
000000000000ebd0 (__TEXT,__text) external _setgroups
0000000000007c8c (__TEXT,__text) external _setiopolicy_np
00000000000088ac (__TEXT,__text) external _setitimer
000000000000b8d0 (__TEXT,__text) external _setpgid
0000000000008370 (__TEXT,__text) external _setpriority
000000000000ebf8 (__TEXT,__text) external _setprivexec
0000000000012004 (__TEXT,__text) external _setquota
000000000000d87c (__TEXT,__text) external _setregid
000000000000d8a4 (__TEXT,__text) external _setreuid
000000000000359c (__TEXT,__text) external _setrlimit
000000000000d8cc (__TEXT,__text) external _setsgroups_np
0000000000008a10 (__TEXT,__text) external _setsid
0000000000004a98 (__TEXT,__text) external _setsockopt
0000000000009430 (__TEXT,__text) external _setuid
000000000000d944 (__TEXT,__text) external _setwgroups_np
000000000000424c (__TEXT,__text) external _setxattr
00000000000163b8 (__TEXT,__text) external _sfi_get_class_offtime
00000000000163e0 (__TEXT,__text) external _sfi_process_get_flags
00000000000163cc (__TEXT,__text) external _sfi_process_set_flags
0000000000009958 (__TEXT,__text) external _sfi_set_class_offtime
000000000000ca4c (__TEXT,__text) external _shm_open
000000000000ec20 (__TEXT,__text) external _shm_unlink
000000000000ec48 (__TEXT,__text) external _shmat
000000000000d9e4 (__TEXT,__text) external _shmctl
000000000000ec70 (__TEXT,__text) external _shmdt
000000000000ec98 (__TEXT,__text) external _shmget
000000000000cac4 (__TEXT,__text) external _shmsys
0000000000004d00 (__TEXT,__text) external _shutdown
000000000000ecc0 (__TEXT,__text) external _sigpending
0000000000003f0c (__TEXT,__text) external _sigprocmask
000000000001b2ec (__TEXT,__text) external _sigsuspend
00000000000078c4 (__TEXT,__text) external _sigsuspend$NOCANCEL
00000000000049d0 (__TEXT,__text) external _socket
000000000000ece8 (__TEXT,__text) external _socket_delegate
0000000000004b94 (__TEXT,__text) external _socketpair
000000000001613c (__TEXT,__text) external _stackshot_capture_with_config
00000000000160b8 (__TEXT,__text) external _stackshot_config_create
000000000001629c (__TEXT,__text) external _stackshot_config_dealloc
000000000001624c (__TEXT,__text) external _stackshot_config_dealloc_buffer
00000000000161b4 (__TEXT,__text) external _stackshot_config_get_stackshot_buffer
00000000000161c0 (__TEXT,__text) external _stackshot_config_get_stackshot_size
0000000000016200 (__TEXT,__text) external _stackshot_config_set_delta_timestamp
0000000000016120 (__TEXT,__text) external _stackshot_config_set_flags
0000000000016224 (__TEXT,__text) external _stackshot_config_set_pagetable_mask
0000000000016104 (__TEXT,__text) external _stackshot_config_set_pid
00000000000161dc (__TEXT,__text) external _stackshot_config_set_size_hint
000000000000b920 (__TEXT,__text) external _stat
000000000000b920 (__TEXT,__text) external _stat64
000000000000ed60 (__TEXT,__text) external _statfs
000000000000ed60 (__TEXT,__text) external _statfs64
0000000000014fb8 (__TEXT,__text) external _statfs_ext
0000000000040338 (__DATA,__bss) non-external _supported
000000000000ed88 (__TEXT,__text) external _swapon
0000000000000bc8 (__TEXT,__text) external _swtch
0000000000000bbc (__TEXT,__text) external _swtch_pri
00000000000060d0 (__TEXT,__text) external _symlink
000000000000edb0 (__TEXT,__text) external _symlinkat
000000000000edd8 (__TEXT,__text) external _sync
0000000000002d44 (__TEXT,__text) external _syscall
0000000000000bd4 (__TEXT,__text) external _syscall_thread_switch
00000000000163a4 (__TEXT,__text) external _system_get_sfi_window
000000000000ee00 (__TEXT,__text) external _system_override
0000000000009994 (__TEXT,__text) external _system_set_sfi_window
0000000000040310 (__DATA,__bss) non-external _system_version_compat_check_path_suffix
0000000000040348 (__DATA,__common) external _system_version_compat_mode
000000000002b460 (__TEXT,__text) external _task_assign
000000000002b588 (__TEXT,__text) external _task_assign_default
00000000000298bc (__TEXT,__text) external _task_create
000000000002d92c (__TEXT,__text) external _task_create_identity_token
000000000002dbec (__TEXT,__text) external _task_dyld_process_info_notify_deregister
00000000000009e8 (__TEXT,__text) external _task_dyld_process_info_notify_get
000000000002d814 (__TEXT,__text) external _task_dyld_process_info_notify_register
0000000000000b50 (__TEXT,__text) external _task_for_pid
000000000002c6ec (__TEXT,__text) external _task_generate_corpse
000000000002b6a0 (__TEXT,__text) external _task_get_assignment
000000000002cc08 (__TEXT,__text) external _task_get_dyld_image_infos
000000000002aec4 (__TEXT,__text) external _task_get_emulation_vector
000000000002d47c (__TEXT,__text) external _task_get_exc_guard_behavior
000000000000b428 (__TEXT,__text) external _task_get_exception_ports
000000000002dd04 (__TEXT,__text) external _task_get_exception_ports_info
000000000002c2f4 (__TEXT,__text) external _task_get_mach_voucher
00000000000010e4 (__TEXT,__text) external _task_get_special_port
000000000002b9b4 (__TEXT,__text) external _task_get_state
000000000002da84 (__TEXT,__text) external _task_identity_token_get_task_port
00000000000012b0 (__TEXT,__text) external _task_info
000000000002d2a4 (__TEXT,__text) external _task_inspect
000000000000ee28 (__TEXT,__text) external _task_inspect_for_pid
000000000002c844 (__TEXT,__text) external _task_map_corpse_info
000000000002d13c (__TEXT,__text) external _task_map_corpse_info_64
000000000002e328 (__TEXT,__text) external _task_map_kcdata_object_64
0000000000000b44 (__TEXT,__text) external _task_name_for_pid
000000000002ac3c (__TEXT,__text) external _task_policy
000000000002a914 (__TEXT,__text) external _task_policy_get
0000000000003098 (__TEXT,__text) external _task_policy_set
000000000002c154 (__TEXT,__text) external _task_purgable_info
000000000000ee50 (__TEXT,__text) external _task_read_for_pid
000000000002cfd8 (__TEXT,__text) external _task_register_dyld_get_process_state
000000000002c9a8 (__TEXT,__text) external _task_register_dyld_image_infos
000000000002ceb8 (__TEXT,__text) external _task_register_dyld_set_dyld_state
000000000002cd94 (__TEXT,__text) external _task_register_dyld_shared_cache_image_info
000000000002e490 (__TEXT,__text) external _task_register_hardened_exception_handler
0000000000000ca0 (__TEXT,__text) external _task_restartable_ranges_register
00000000000035cc (__TEXT,__text) external _task_restartable_ranges_synchronize
0000000000029f14 (__TEXT,__text) external _task_resume
000000000002c048 (__TEXT,__text) external _task_resume2
000000000002ab24 (__TEXT,__text) external _task_sample
00000000000120b8 (__TEXT,__text) external _task_self_
0000000000000a90 (__TEXT,__text) external _task_self_trap
000000000002e0e8 (__TEXT,__text) external _task_set_corpse_forking_behavior
000000000002adb0 (__TEXT,__text) external _task_set_emulation
000000000002b04c (__TEXT,__text) external _task_set_emulation_vector
000000000002d5bc (__TEXT,__text) external _task_set_exc_guard_behavior
000000000000a30c (__TEXT,__text) external _task_set_exception_ports
000000000000a770 (__TEXT,__text) external _task_set_info
000000000002c45c (__TEXT,__text) external _task_set_mach_voucher
000000000002bda0 (__TEXT,__text) external _task_set_phys_footprint_limit
000000000002b7f8 (__TEXT,__text) external _task_set_policy
000000000001c604 (__TEXT,__text) external _task_set_port_space
000000000002b178 (__TEXT,__text) external _task_set_ras_pc
0000000000001c68 (__TEXT,__text) external _task_set_special_port
000000000002bbf8 (__TEXT,__text) external _task_set_state
0000000000029e08 (__TEXT,__text) external _task_suspend
000000000002bef0 (__TEXT,__text) external _task_suspend2
000000000002a374 (__TEXT,__text) external _task_swap_exception_ports
000000000002c574 (__TEXT,__text) external _task_swap_mach_voucher
0000000000029a38 (__TEXT,__text) external _task_terminate
000000000002e200 (__TEXT,__text) external _task_test_async_upcall_propagation
000000000002dfd0 (__TEXT,__text) external _task_test_sync_upcall
0000000000009048 (__TEXT,__text) external _task_threads
000000000002cad8 (__TEXT,__text) external _task_unregister_dyld_image_infos
000000000002b28c (__TEXT,__text) external _task_zone_info
00000000000163a0 (__TEXT,__text) external _terminate_with_payload
000000000000a734 (__TEXT,__text) external _terminate_with_reason
000000000002ee74 (__TEXT,__text) external _thread_abort
000000000002ef80 (__TEXT,__text) external _thread_abort_safely
00000000000307c0 (__TEXT,__text) external _thread_adopt_exception_handler
000000000002f97c (__TEXT,__text) external _thread_assign
000000000002fa94 (__TEXT,__text) external _thread_assign_default
0000000000030298 (__TEXT,__text) external _thread_convert_thread_state
000000000002a020 (__TEXT,__text) external _thread_create
000000000002a178 (__TEXT,__text) external _thread_create_running
000000000002f08c (__TEXT,__text) external _thread_depress_abort
0000000000003a64 (__TEXT,__text) external _thread_destruct_special_reply_port
000000000002fba0 (__TEXT,__text) external _thread_get_assignment
00000000000099a8 (__TEXT,__text) external _thread_get_exception_ports
00000000000304f4 (__TEXT,__text) external _thread_get_exception_ports_info
000000000002fea0 (__TEXT,__text) external _thread_get_mach_voucher
0000000000014af4 (__TEXT,__text) external _thread_get_register_pointer_values
000000000002f198 (__TEXT,__text) external _thread_get_special_port
0000000000000b8c (__TEXT,__text) external _thread_get_special_reply_port
00000000000091c4 (__TEXT,__text) external _thread_get_state
0000000000007920 (__TEXT,__text) external _thread_info
000000000000582c (__TEXT,__text) external _thread_policy
0000000000009458 (__TEXT,__text) external _thread_policy_get
0000000000006898 (__TEXT,__text) external _thread_policy_set
000000000002ed68 (__TEXT,__text) external _thread_resume
0000000000030a44 (__TEXT,__text) external _thread_resume2
000000000002f74c (__TEXT,__text) external _thread_sample
0000000000000a84 (__TEXT,__text) external _thread_self_trap
000000000000ee78 (__TEXT,__text) external _thread_selfcounts
0000000000006b44 (__TEXT,__text) external _thread_set_exception_ports
0000000000030008 (__TEXT,__text) external _thread_set_mach_voucher
0000000000014a9c (__TEXT,__text) external _thread_set_policy
000000000002f300 (__TEXT,__text) external _thread_set_special_port
000000000002eab4 (__TEXT,__text) external _thread_set_state
0000000000000c94 (__TEXT,__text) external _thread_set_x86_64_compat
000000000002ec5c (__TEXT,__text) external _thread_suspend
00000000000308ec (__TEXT,__text) external _thread_suspend2
000000000002f428 (__TEXT,__text) external _thread_swap_exception_ports
0000000000030120 (__TEXT,__text) external _thread_swap_mach_voucher
0000000000005d04 (__TEXT,__text) external _thread_switch
000000000002e5bc (__TEXT,__text) external _thread_terminate
000000000001e70c (__TEXT,__text) external _thread_wire
0000000000033888 (__TEXT,__const) non-external _times_now
000000000000eea0 (__TEXT,__text) external _tracker_action
000000000003e410 (__DATA_CONST,__const) non-external _traffic_rule_types
000000000000eec8 (__TEXT,__text) external _truncate
0000000000005cb4 (__TEXT,__text) external _umask
000000000000eef0 (__TEXT,__text) external _undelete
000000000000ef18 (__TEXT,__text) external _ungraftdmg
00000000000046d8 (__TEXT,__text) external _unlink
0000000000009c68 (__TEXT,__text) external _unlinkat
000000000000c3a4 (__TEXT,__text) external _unmount
0000000000040350 (__DATA,__common) external _update_tpidr
000000000000ef40 (__TEXT,__text) external _usrctl
00000000000149cc (__TEXT,__text) external _utimensat
0000000000005cdc (__TEXT,__text) external _utimes
000000000000ef68 (__TEXT,__text) external _vfs_purge
0000000000002c00 (__TEXT,__text) external _vm_allocate
000000000001e834 (__TEXT,__text) external _vm_allocate_cpm
0000000000031184 (__TEXT,__text) external _vm_behavior_set
0000000000003924 (__TEXT,__text) external _vm_copy
0000000000002ce8 (__TEXT,__text) external _vm_deallocate
0000000000030b50 (__TEXT,__text) external _vm_inherit
0000000000044078 (__DATA_DIRTY,__common) external _vm_kernel_page_mask
0000000000044070 (__DATA_DIRTY,__common) external _vm_kernel_page_shift
0000000000044068 (__DATA_DIRTY,__common) external _vm_kernel_page_size
00000000000312a0 (__TEXT,__text) external _vm_machine_attribute
000000000000c038 (__TEXT,__text) external _vm_map
00000000000313f4 (__TEXT,__text) external _vm_map_page_query
0000000000031068 (__TEXT,__text) external _vm_msync
0000000000044060 (__DATA_DIRTY,__common) external _vm_page_mask
000000000004405c (__DATA_DIRTY,__common) external _vm_page_shift
0000000000044050 (__DATA_DIRTY,__common) external _vm_page_size
000000000000ef90 (__TEXT,__text) external _vm_pressure_monitor
000000000000504c (__TEXT,__text) external _vm_protect
00000000000040f0 (__TEXT,__text) external _vm_purgable_control
00000000000096f4 (__TEXT,__text) external _vm_read
0000000000030c6c (__TEXT,__text) external _vm_read_list
0000000000030f1c (__TEXT,__text) external _vm_read_overwrite
000000000001cb38 (__TEXT,__text) external _vm_reallocate
00000000000083f0 (__TEXT,__text) external _vm_region_64
000000000000861c (__TEXT,__text) external _vm_region_recurse_64
0000000000002e80 (__TEXT,__text) external _vm_remap
