                 (undefined) external _CCHmac (from libSystem)
                 (undefined) external _CFArrayGetCount (from CoreFoundation)
                 (undefined) external _CFArrayGetValueAtIndex (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFStringGetCString (from CoreFoundation)
                 (undefined) external _CFStringGetCStringPtr (from CoreFoundation)
0000000191276778 (__TEXT,__text) external _NEAuditTokenForPID
0000000191263190 (__TEXT,__text) external _ne_session_add_necp_drop_dest_from_path
00000001912781f0 (__TEXT,__text) non-external _ne_session_add_necp_drop_dest_from_path.cold.1
0000000191278268 (__TEXT,__text) non-external _ne_session_add_necp_drop_dest_from_path.cold.2
00000001912782f0 (__TEXT,__text) non-external _ne_session_add_necp_drop_dest_from_path.cold.3
0000000191278368 (__TEXT,__text) non-external _ne_session_add_necp_drop_dest_from_path.cold.4
0000000191264618 (__TEXT,__text) external _ne_session_address_matches_subnets
0000000191266174 (__TEXT,__text) external _ne_session_agent_get_advisory
00000001912660c0 (__TEXT,__text) external _ne_session_agent_get_advisory_interface_index
0000000191261320 (__TEXT,__text) external _ne_session_always_on_vpn_configs_present
000000019126133c (__TEXT,__text) external _ne_session_always_on_vpn_configs_present_at_boot
0000000191261304 (__TEXT,__text) external _ne_session_app_vpn_configs_present
0000000191261c90 (__TEXT,__text) external _ne_session_cancel
0000000191267c78 (__TEXT,__text) external _ne_session_clear_caches
0000000191261b90 (__TEXT,__text) non-external _ne_session_clear_event_handler
0000000191261680 (__TEXT,__text) external _ne_session_content_filter_configs_present
0000000191265e30 (__TEXT,__text) external _ne_session_copy_app_data_from_flow_divert_socket
0000000191278be0 (__TEXT,__text) non-external _ne_session_copy_app_data_from_flow_divert_socket.cold.1
0000000191278c14 (__TEXT,__text) non-external _ne_session_copy_app_data_from_flow_divert_socket.cold.2
0000000191278c8c (__TEXT,__text) non-external _ne_session_copy_app_data_from_flow_divert_socket.cold.3
0000000191265fa4 (__TEXT,__text) external _ne_session_copy_app_data_from_flow_divert_token
0000000191264a54 (__TEXT,__text) non-external _ne_session_copy_cached_values_locked
0000000191266c40 (__TEXT,__text) external _ne_session_copy_os_version_string
00000001912791cc (__TEXT,__text) non-external _ne_session_copy_os_version_string.cold.1
0000000191279238 (__TEXT,__text) non-external _ne_session_copy_os_version_string.cold.2
0000000191263d80 (__TEXT,__text) external _ne_session_copy_policy_match
0000000191265260 (__TEXT,__text) external _ne_session_copy_security_session_info
0000000191278a9c (__TEXT,__text) non-external _ne_session_copy_security_session_info.cold.1
0000000191265054 (__TEXT,__text) external _ne_session_copy_socket_attributes
00000001912679b0 (__TEXT,__text) external _ne_session_copy_socket_domain_attributes
000000019126170c (__TEXT,__text) external _ne_session_create
0000000191260ef4 (__TEXT,__text) external _ne_session_disable_restrictions
00000001d6a78248 (__DATA,__bss) non-external _ne_session_disable_restrictions.current_state
00000001d6a77d84 (__DATA,__data) non-external _ne_session_disable_restrictions.disable_restrictions_token
000000019126169c (__TEXT,__text) external _ne_session_dns_proxy_configs_present
00000001912616d4 (__TEXT,__text) external _ne_session_dns_settings_configs_present
0000000191262e04 (__TEXT,__text) external _ne_session_establish_ipc
0000000191260fa8 (__TEXT,__text) external _ne_session_fallback_advisory
00000001d6a78250 (__DATA,__bss) non-external _ne_session_fallback_advisory.current_state
00000001d6a77d88 (__DATA,__data) non-external _ne_session_fallback_advisory.fallback_advisory_token
000000019126105c (__TEXT,__text) external _ne_session_fallback_default
00000001d6a78258 (__DATA,__bss) non-external _ne_session_fallback_default.current_state
00000001d6a77d8c (__DATA,__data) non-external _ne_session_fallback_default.fallback_default_token
0000000191266044 (__TEXT,__text) external _ne_session_get_config_id_from_network_agent
0000000191262df4 (__TEXT,__text) external _ne_session_get_configuration_id
0000000191264c9c (__TEXT,__text) non-external _ne_session_get_domain_dict_from_session_dict
00000001912627f4 (__TEXT,__text) external _ne_session_get_info
00000001912628d8 (__TEXT,__text) external _ne_session_get_info2
0000000191262808 (__TEXT,__text) non-external _ne_session_get_info_with_parameters
0000000191264b90 (__TEXT,__text) non-external _ne_session_get_session_dict_from_cache
0000000191261d1c (__TEXT,__text) external _ne_session_get_status
0000000191262120 (__TEXT,__text) external _ne_session_info_type_to_string
0000000191263bc4 (__TEXT,__text) external _ne_session_initialize_necp_drop_all
0000000191263614 (__TEXT,__text) external _ne_session_initialize_necp_drop_dest
000000019127854c (__TEXT,__text) non-external _ne_session_initialize_necp_drop_dest.cold.1
00000001912785c8 (__TEXT,__text) non-external _ne_session_initialize_necp_drop_dest.cold.2
0000000191261460 (__TEXT,__text) external _ne_session_is_always_on_vpn_enabled
0000000191278088 (__TEXT,__text) non-external _ne_session_is_always_on_vpn_enabled.cold.1
00000001d6a78268 (__DATA,__bss) non-external _ne_session_is_always_on_vpn_enabled.enabled
00000001d6a78270 (__DATA,__bss) non-external _ne_session_is_always_on_vpn_enabled.handler
00000001d6a78280 (__DATA,__bss) non-external _ne_session_is_always_on_vpn_enabled.notify_lock
00000001d6a77d94 (__DATA,__data) non-external _ne_session_is_always_on_vpn_enabled.notify_token
00000001d6a78278 (__DATA,__bss) non-external _ne_session_is_always_on_vpn_enabled.queue
0000000191263d18 (__TEXT,__text) external _ne_session_is_safeboot
00000001912616f0 (__TEXT,__text) external _ne_session_local_communication_configs_present
0000000191262148 (__TEXT,__text) external _ne_session_local_communication_send_info
00000001d6a78328 (__DATA,__bss) non-external _ne_session_manager_get_info.current_info
00000001d6a77d9c (__DATA,__data) non-external _ne_session_manager_get_info.current_info_token
0000000191260d78 (__TEXT,__text) external _ne_session_manager_get_pid
0000000191260d90 (__TEXT,__text) external _ne_session_manager_has_active_sessions
0000000191260cc0 (__TEXT,__text) external _ne_session_manager_is_running
0000000191261220 (__TEXT,__text) external _ne_session_on_demand_configs_present
0000000191263420 (__TEXT,__text) non-external _ne_session_parse_necp_drop_dest_array
00000001912783e0 (__TEXT,__text) non-external _ne_session_parse_necp_drop_dest_array.cold.1
00000001912616b8 (__TEXT,__text) external _ne_session_path_controller_configs_present
0000000191265484 (__TEXT,__text) external _ne_session_policy_copy_flow_divert_token
0000000191278b20 (__TEXT,__text) non-external _ne_session_policy_copy_flow_divert_token.cold.1
0000000191265834 (__TEXT,__text) external _ne_session_policy_copy_flow_divert_token_with_key
000000019126420c (__TEXT,__text) external _ne_session_policy_match_get_filter_unit
00000001912641d8 (__TEXT,__text) external _ne_session_policy_match_get_flow_divert_unit
0000000191264244 (__TEXT,__text) external _ne_session_policy_match_get_scoped_interface_index
000000019126417c (__TEXT,__text) external _ne_session_policy_match_get_service
0000000191264218 (__TEXT,__text) external _ne_session_policy_match_get_service_action
0000000191264170 (__TEXT,__text) external _ne_session_policy_match_get_service_type
00000001912641f8 (__TEXT,__text) external _ne_session_policy_match_is_drop
00000001912641c4 (__TEXT,__text) external _ne_session_policy_match_is_flow_divert
0000000191264234 (__TEXT,__text) external _ne_session_policy_match_service_is_registered
0000000191261968 (__TEXT,__text) external _ne_session_release
0000000191261958 (__TEXT,__text) external _ne_session_retain
00000001912628ec (__TEXT,__text) external _ne_session_send_barrier
0000000191264f08 (__TEXT,__text) external _ne_session_service_get_dns_service_id
0000000191264e2c (__TEXT,__text) external _ne_session_service_get_dns_service_id_for_interface
0000000191264e1c (__TEXT,__text) external _ne_session_service_matches_address
0000000191264894 (__TEXT,__text) external _ne_session_service_matches_address_for_interface
0000000191261a94 (__TEXT,__text) external _ne_session_set_event_handler
0000000191264f10 (__TEXT,__text) external _ne_session_set_socket_attributes
00000001912678d8 (__TEXT,__text) external _ne_session_set_socket_context_attribute
000000019126772c (__TEXT,__text) external _ne_session_set_socket_tracker_attributes
0000000191260e40 (__TEXT,__text) external _ne_session_should_disable_nexus
00000001d6a78240 (__DATA,__bss) non-external _ne_session_should_disable_nexus.current_state
00000001d6a77d80 (__DATA,__data) non-external _ne_session_should_disable_nexus.disable_nexus_token
0000000191262d6c (__TEXT,__text) external _ne_session_start
0000000191262adc (__TEXT,__text) external _ne_session_start_on_behalf_of
0000000191262ca0 (__TEXT,__text) external _ne_session_start_with_options
0000000191265210 (__TEXT,__text) external _ne_session_status_to_string
0000000191262d74 (__TEXT,__text) external _ne_session_stop
000000019126546c (__TEXT,__text) external _ne_session_stop_all_with_plugin_type
00000001912662a4 (__TEXT,__text) external _ne_session_stop_reason_to_string
0000000191265238 (__TEXT,__text) external _ne_session_type_to_string
0000000191268f40 (__TEXT,__text) non-external _ne_session_update_cached_values
0000000191261218 (__TEXT,__text) external _ne_session_use_as_system_vpn
0000000191265b74 (__TEXT,__text) non-external _ne_session_validate_flow_properties
0000000191278b80 (__TEXT,__text) non-external _ne_session_validate_flow_properties.cold.1
00000001912612e8 (__TEXT,__text) external _ne_session_vod_evaluate_connection_present
0000000191261664 (__TEXT,__text) external _ne_session_vpn_include_all_networks_configs_present
0000000191265db8 (__TEXT,__text) non-external _ne_tlv_add
0000000191278bb4 (__TEXT,__text) non-external _ne_tlv_add.cold.1
                 (undefined) external _ne_tracker_build_cache (from libSystem)
                 (undefined) external _ne_tracker_clear_cache (from libSystem)
                 (undefined) external _ne_tracker_context_get_domain (from libSystem)
                 (undefined) external _ne_tracker_context_get_domain_owner (from libSystem)
                 (undefined) external _ne_tracker_context_is_from_app_list (from libSystem)
                 (undefined) external _ne_tracker_context_is_from_web_list (from libSystem)
                 (undefined) external _ne_tracker_lookup_app_domains (from libSystem)
                 (undefined) external _ne_tracker_validate_domain (from libSystem)
                 (undefined) external _ne_trie_search (from libSystem)
00000001d6a77da8 (__DATA,__data) non-external _ne_uuid_cache_changed.cache_change_token
00000001d6a78358 (__DATA,__bss) non-external _ne_uuid_cache_changed.cache_generation
0000000191263810 (__TEXT,__text) external _necp_drop_dest_copy_dest_entry_list
0000000191278644 (__TEXT,__text) non-external _necp_drop_dest_copy_dest_entry_list.cold.1
00000001912786c0 (__TEXT,__text) non-external _necp_drop_dest_copy_dest_entry_list.cold.2
000000019127873c (__TEXT,__text) non-external _necp_drop_dest_copy_dest_entry_list.cold.3
00000001912787b8 (__TEXT,__text) non-external _necp_drop_dest_copy_dest_entry_list.cold.4
                 (undefined) external _necp_match_policy (from libSystem)
00000001912642ac (__TEXT,__text) external _nehelper_copy_connection_for_delegate_class
0000000191278834 (__TEXT,__text) non-external _nehelper_copy_connection_for_delegate_class.cold.1
0000000191278890 (__TEXT,__text) non-external _nehelper_copy_connection_for_delegate_class.cold.2
0000000191278900 (__TEXT,__text) non-external _nehelper_copy_connection_for_delegate_class.cold.3
000000019127895c (__TEXT,__text) non-external _nehelper_copy_connection_for_delegate_class.cold.4
00000001d6a78298 (__DATA,__bss) non-external _nehelper_copy_connection_for_delegate_class.g_connection_cache
00000001d6a78300 (__DATA,__bss) non-external _nehelper_copy_connection_for_delegate_class.g_connection_cache_lock
0000000191264268 (__TEXT,__text) external _nehelper_queue
                 (undefined) external _nelog_is_debug_logging_enabled (from libSystem)
                 (undefined) external _nelog_is_info_logging_enabled (from libSystem)
                 (undefined) external _notify_cancel (from libSystem)
                 (undefined) external _notify_check (from libSystem)
                 (undefined) external _notify_get_state (from libSystem)
                 (undefined) external _notify_register_check (from libSystem)
                 (undefined) external _notify_register_dispatch (from libSystem)
00000001912680d8 (__TEXT,__text) non-external _notify_status_changed
                 (undefined) external _nw_context_get_globals_for_protocol (from libnetwork)
                 (undefined) external _nw_endpoint_get_address (from libnetwork)
                 (undefined) external _nw_endpoint_get_hostname (from libnetwork)
                 (undefined) external _nw_endpoint_get_parent_endpoint_domain (from libnetwork)
                 (undefined) external _nw_endpoint_get_port (from libnetwork)
                 (undefined) external _nw_endpoint_get_type (from libnetwork)
000000019126ea80 (__TEXT,__text) non-external _nw_filter_protocol_reset
000000019127b23c (__TEXT,__text) non-external _nw_filter_protocol_reset.cold.1
000000019127b2a8 (__TEXT,__text) non-external _nw_filter_protocol_reset.cold.2
000000019127b314 (__TEXT,__text) non-external _nw_filter_protocol_reset.cold.3
                 (undefined) external _nw_frame_array_append (from libnetwork)
                 (undefined) external _nw_frame_array_append_array (from libnetwork)
                 (undefined) external _nw_frame_array_first (from libnetwork)
                 (undefined) external _nw_frame_array_foreach (from libnetwork)
                 (undefined) external _nw_frame_array_init (from libnetwork)
                 (undefined) external _nw_frame_array_is_empty (from libnetwork)
                 (undefined) external _nw_frame_array_next (from libnetwork)
                 (undefined) external _nw_frame_array_prepend_array (from libnetwork)
                 (undefined) external _nw_frame_array_remove (from libnetwork)
                 (undefined) external _nw_frame_array_unclaimed_length (from libnetwork)
                 (undefined) external _nw_frame_claim (from libnetwork)
                 (undefined) external _nw_frame_create (from libnetwork)
                 (undefined) external _nw_frame_finalize (from libnetwork)
                 (undefined) external _nw_frame_get_buffer (from libnetwork)
                 (undefined) external _nw_frame_reset (from libnetwork)
                 (undefined) external _nw_frame_unclaimed_bytes (from libnetwork)
                 (undefined) external _nw_frame_unclaimed_length (from libnetwork)
                 (undefined) external _nw_parameters_copy_context (from libnetwork)
                 (undefined) external _nw_parameters_get_data_mode (from libnetwork)
                 (undefined) external _nw_parameters_get_e_proc_uuid (from libnetwork)
                 (undefined) external _nw_parameters_get_effective_bundle_id (from libnetwork)
                 (undefined) external _nw_parameters_get_ip_protocol (from libnetwork)
                 (undefined) external _nw_parameters_get_pid (from libnetwork)
                 (undefined) external _nw_parameters_get_proc_uuid (from libnetwork)
                 (undefined) external _nw_parameters_get_server_mode (from libnetwork)
                 (undefined) external _nw_parameters_get_url (from libnetwork)
                 (undefined) external _nw_path_get_filter_unit (from libnetwork)
                 (undefined) external _nw_protocol_definition_create_with_identifier (from libnetwork)
                 (undefined) external _nw_protocol_definition_set_globals_allocator (from libnetwork)
                 (undefined) external _nw_protocol_register (from libnetwork)
                 (undefined) external _nw_protocol_set_default_one_to_one_callbacks (from libnetwork)
                 (undefined) external _nw_queue_context_async (from libnetwork)
                 (undefined) external _nw_release (from libnetwork)
                 (undefined) external _nw_retain (from libnetwork)
                 (undefined) external _open (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_assert_owner (from libSystem)
                 (undefined) external _os_unfair_lock_lock (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
                 (undefined) external _posix_memalign (from libSystem)
                 (undefined) external _pread (from libSystem)
                 (undefined) external _proc_listallpids (from libSystem)
                 (undefined) external _proc_name (from libSystem)
                 (undefined) external _proc_pidinfo (from libSystem)
                 (undefined) external _sandbox_check (from libSystem)
                 (undefined) external _setsockopt (from libSystem)
                 (undefined) external _snprintf (from libSystem)
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strcmp (from libSystem)
                 (undefined) external _strdup (from libSystem)
                 (undefined) external _strerror (from libSystem)
                 (undefined) external _strerror_r (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strstr (from libSystem)
                 (undefined) external _sysctl (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
                 (undefined) external _task_for_pid (from libSystem)
                 (undefined) external _task_get_special_port (from libSystem)
                 (undefined) external _task_info (from libSystem)
                 (undefined) external _tracker_action (from libSystem)
                 (undefined) external _uidna_close (from libicucore)
                 (undefined) external _uidna_nameToASCII_UTF8 (from libicucore)
                 (undefined) external _uidna_openUTS46 (from libicucore)
0000000191261c30 (__TEXT,__text) non-external _update_all_session_clients
                 (undefined) external _uuid_clear (from libSystem)
                 (undefined) external _uuid_compare (from libSystem)
                 (undefined) external _uuid_copy (from libSystem)
                 (undefined) external _uuid_generate (from libSystem)
                 (undefined) external _uuid_is_null (from libSystem)
                 (undefined) external _uuid_unparse (from libSystem)
                 (undefined) external _uuid_unparse_lower (from libSystem)
                 (undefined) external _xpc_array_append_value (from libSystem)
                 (undefined) external _xpc_array_apply (from libSystem)
                 (undefined) external _xpc_array_create (from libSystem)
                 (undefined) external _xpc_array_get_count (from libSystem)
                 (undefined) external _xpc_array_get_data (from libSystem)
                 (undefined) external _xpc_array_get_string (from libSystem)
                 (undefined) external _xpc_array_get_value (from libSystem)
                 (undefined) external _xpc_connection_activate (from libSystem)
                 (undefined) external _xpc_connection_cancel (from libSystem)
                 (undefined) external _xpc_connection_create_from_endpoint (from libSystem)
                 (undefined) external _xpc_connection_create_mach_service (from libSystem)
                 (undefined) external _xpc_connection_get_pid (from libSystem)
                 (undefined) external _xpc_connection_resume (from libSystem)
                 (undefined) external _xpc_connection_send_barrier (from libSystem)
                 (undefined) external _xpc_connection_send_message (from libSystem)
                 (undefined) external _xpc_connection_send_message_with_reply (from libSystem)
                 (undefined) external _xpc_connection_send_message_with_reply_sync (from libSystem)
                 (undefined) external _xpc_connection_set_event_handler (from libSystem)
                 (undefined) external _xpc_connection_set_target_queue (from libSystem)
                 (undefined) external _xpc_copy (from libSystem)
                 (undefined) external _xpc_copy_description (from libSystem)
                 (undefined) external _xpc_create_from_plist (from libSystem)
                 (undefined) external _xpc_data_create (from libSystem)
                 (undefined) external _xpc_data_get_bytes (from libSystem)
                 (undefined) external _xpc_data_get_bytes_ptr (from libSystem)
                 (undefined) external _xpc_data_get_length (from libSystem)
                 (undefined) external _xpc_dictionary_apply (from libSystem)
                 (undefined) external _xpc_dictionary_copy_mach_send (from libSystem)
                 (undefined) external _xpc_dictionary_create (from libSystem)
                 (undefined) external _xpc_dictionary_get_audit_token (from libSystem)
                 (undefined) external _xpc_dictionary_get_bool (from libSystem)
                 (undefined) external _xpc_dictionary_get_count (from libSystem)
                 (undefined) external _xpc_dictionary_get_data (from libSystem)
                 (undefined) external _xpc_dictionary_get_dictionary (from libSystem)
                 (undefined) external _xpc_dictionary_get_int64 (from libSystem)
                 (undefined) external _xpc_dictionary_get_remote_connection (from libSystem)
                 (undefined) external _xpc_dictionary_get_string (from libSystem)
                 (undefined) external _xpc_dictionary_get_uint64 (from libSystem)
                 (undefined) external _xpc_dictionary_get_uuid (from libSystem)
                 (undefined) external _xpc_dictionary_get_value (from libSystem)
                 (undefined) external _xpc_dictionary_set_bool (from libSystem)
                 (undefined) external _xpc_dictionary_set_data (from libSystem)
                 (undefined) external _xpc_dictionary_set_int64 (from libSystem)
                 (undefined) external _xpc_dictionary_set_mach_send (from libSystem)
                 (undefined) external _xpc_dictionary_set_string (from libSystem)
                 (undefined) external _xpc_dictionary_set_uint64 (from libSystem)
                 (undefined) external _xpc_dictionary_set_uuid (from libSystem)
                 (undefined) external _xpc_dictionary_set_value (from libSystem)
                 (undefined) external _xpc_get_type (from libSystem)
                 (undefined) external _xpc_release (from libSystem)
                 (undefined) external _xpc_retain (from libSystem)
                 (undefined) external _xpc_string_create (from libSystem)
                 (undefined) external _xpc_string_get_length (from libSystem)
                 (undefined) external _xpc_string_get_string_ptr (from libSystem)
                 (undefined) external _xpc_uuid_create (from libSystem)
