00007ffb0ae8c962 (__TEXT,__text) non-external _DiToMD5
00007ffb0ae95612 (__TEXT,__text) external __ZN9IOService12UpdateReportEP6OSDatajPjyyP18IOMemoryDescriptorPFiP15OSMetaClassBase5IORPCE
00007ffb0ae93b18 (__TEXT,__text) external __ZN9IOService13ClientCrashedEPS_yPFiP15OSMetaClassBase5IORPCE
00007ffb0ae935fc (__TEXT,__text) external __ZN9IOService13Create_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_PKcPS3_E
00007ffb0ae94b32 (__TEXT,__text) external __ZN9IOService13NewUserClientEjPP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffb0ae94784 (__TEXT,__text) external __ZN9IOService13SetPowerStateEjPFiP15OSMetaClassBase5IORPCE
00007ffb0ae9450e (__TEXT,__text) external __ZN9IOService13SetPropertiesEP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffb0ae941a6 (__TEXT,__text) external __ZN9IOService14CopyPropertiesEPP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffb0ae96196 (__TEXT,__text) external __ZN9IOService14RemovePropertyEP8OSStringPFiP15OSMetaClassBase5IORPCE
00007ffb0ae94314 (__TEXT,__text) external __ZN9IOService14SearchPropertyEPKcS1_yPP11OSContainerPFiP15OSMetaClassBase5IORPCE
00007ffb0ae96db4 (__TEXT,__text) external __ZN9IOService14SetName_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcE
00007ffb0ae96b6c (__TEXT,__text) external __ZN9IOService14_NewUserClientEjP12OSDictionaryPP12IOUserClientPFiP15OSMetaClassBase5IORPCE
00007ffb0ae957b0 (__TEXT,__text) external __ZN9IOService15ConfigureReportEP6OSDatajPjPFiP15OSMetaClassBase5IORPCE
00007ffb0ae97940 (__TEXT,__text) external __ZN9IOService15CopyName_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP8OSStringE
00007ffb0ae93f06 (__TEXT,__text) external __ZN9IOService15RegisterServiceEPFiP15OSMetaClassBase5IORPCE
00007ffb0ae7992e (__TEXT,__text) external __ZN9IOService15Stop_async_ImplEPS_
00007ffb0ae948be (__TEXT,__text) external __ZN9IOService16ChangePowerStateEjPFiP15OSMetaClassBase5IORPCE
00007ffb0ae97884 (__TEXT,__text) external __ZN9IOService16SetLegend_InvokeE5IORPCP15OSMetaClassBasePFiS2_P7OSArraybE
00007ffb0ae949f8 (__TEXT,__text) external __ZN9IOService16SetPowerOverrideEbPFiP15OSMetaClassBase5IORPCE
00007ffb0ae79c90 (__TEXT,__text) external __ZN9IOService16StringFromReturnEi
00007ffb0ae95be8 (__TEXT,__text) external __ZN9IOService16StringFromReturnEiPP8OSStringPFiP15OSMetaClassBase5IORPCE
00007ffb0ae97310 (__TEXT,__text) external __ZN9IOService16Terminate_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00007ffb0ae974e2 (__TEXT,__text) external __ZN9IOService17AdjustBusy_InvokeE5IORPCP15OSMetaClassBasePFiS2_iE
00007ffb0ae9680c (__TEXT,__text) external __ZN9IOService17CreatePMAssertionEjPybPFiP15OSMetaClassBase5IORPCE
00007ffb0ae9713e (__TEXT,__text) external __ZN9IOService17JoinPMTree_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
00007ffb0ae937a6 (__TEXT,__text) external __ZN9IOService17Stop_async_InvokeE5IORPCP15OSMetaClassBasePFvS2_PS_E
00007ffb0ae95f20 (__TEXT,__text) external __ZN9IOService17UserSetPropertiesEP11OSContainerPFiP15OSMetaClassBase5IORPCE
00007ffb0ae93c20 (__TEXT,__text) external __ZN9IOService18GetRegistryEntryIDEPyPFiP15OSMetaClassBase5IORPCE
00007ffb0ae96974 (__TEXT,__text) external __ZN9IOService18ReleasePMAssertionEyPFiP15OSMetaClassBase5IORPCE
00007ffb0ae9511e (__TEXT,__text) external __ZN9IOService18RequireMaxBusStallEyPFiP15OSMetaClassBase5IORPCE
00007ffb0ae79966 (__TEXT,__text) external __ZN9IOService18SetPowerState_ImplEj
00007ffb0ae97554 (__TEXT,__text) external __ZN9IOService19GetBusyState_InvokeE5IORPCP15OSMetaClassBasePFiS2_PjE
00007ffb0ae976b2 (__TEXT,__text) external __ZN9IOService19UpdateReport_InvokeE5IORPCP15OSMetaClassBasePFiS2_P6OSDatajPjyyP18IOMemoryDescriptorE
00007ffb0ae79bc0 (__TEXT,__text) external __ZN9IOService19_NewUserClient_ImplEjP12OSDictionaryPP12IOUserClient
00007ffb0ae9e37b (__TEXT,__text) non-external __ZN9IOService19_NewUserClient_ImplEjP12OSDictionaryPP12IOUserClient.cold.1
00007ffb0ae96cfe (__TEXT,__text) external __ZN9IOService20ClientCrashed_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_yE
00007ffb0ae97290 (__TEXT,__text) external __ZN9IOService20NewUserClient_InvokeE5IORPCP15OSMetaClassBasePFiS2_jPP12IOUserClientE
00007ffb0ae9358a (__TEXT,__text) external __ZN9IOService20SetPowerState_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffb0ae97088 (__TEXT,__text) external __ZN9IOService20SetProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P12OSDictionaryE
00007ffb0ae96ecc (__TEXT,__text) external __ZN9IOService21CopyProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP12OSDictionaryE
00007ffb0ae97c00 (__TEXT,__text) external __ZN9IOService21RemoveProperty_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringE
00007ffb0ae96f64 (__TEXT,__text) external __ZN9IOService21SearchProperty_InvokeE5IORPCP15OSMetaClassBasePFiS2_PKcS4_yPP11OSContainerE
00007ffb0ae799b6 (__TEXT,__text) external __ZN9IOService21SetDispatchQueue_ImplEPKcP15IODispatchQueue
00007ffb0ae95d5a (__TEXT,__text) external __ZN9IOService21_ClaimSystemWakeEventEPS_yPKcP11OSContainerPFiP15OSMetaClassBase5IORPCE
00007ffb0ae9381c (__TEXT,__text) external __ZN9IOService21_NewUserClient_InvokeE5IORPCP15OSMetaClassBasePFiS2_jP12OSDictionaryPP12IOUserClientE
00007ffb0ae977c0 (__TEXT,__text) external __ZN9IOService22ConfigureReport_InvokeE5IORPCP15OSMetaClassBasePFiS2_P6OSDatajPjE
00007ffb0ae94f9a (__TEXT,__text) external __ZN9IOService22CopyProviderPropertiesEP7OSArrayPS1_PFiP15OSMetaClassBase5IORPCE
00007ffb0ae954ea (__TEXT,__text) external __ZN9IOService22CoreAnalyticsSendEventEyP8OSStringP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffb0ae96e60 (__TEXT,__text) external __ZN9IOService22RegisterService_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
00007ffb0ae79c88 (__TEXT,__text) external __ZN9IOService22UserSetProperties_ImplEP11OSContainer
00007ffb0ae971aa (__TEXT,__text) external __ZN9IOService23ChangePowerState_InvokeE5IORPCP15OSMetaClassBasePFiS2_jE
00007ffb0ae79744 (__TEXT,__text) external __ZN9IOService23GetRegistryEntryID_ImplEPy
00007ffb0ae9721c (__TEXT,__text) external __ZN9IOService23SetPowerOverride_InvokeE5IORPCP15OSMetaClassBasePFiS2_bE
00007ffb0ae979d8 (__TEXT,__text) external __ZN9IOService23StringFromReturn_InvokeE5IORPCP15OSMetaClassBasePFiS2_iPP8OSStringE
00007ffb0ae97fe2 (__TEXT,__text) external __ZN9IOService24CreatePMAssertion_InvokeE5IORPCP15OSMetaClassBasePFiS2_jPybE
00007ffb0ae96566 (__TEXT,__text) external __ZN9IOService24StateNotificationItemSetEP8OSStringP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffb0ae936f0 (__TEXT,__text) external __ZN9IOService24UserSetProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P11OSContainerE
00007ffb0ae93498 (__TEXT,__text) external __ZN9IOService25GetRegistryEntryID_InvokeE5IORPCP15OSMetaClassBasePFiS2_PyE
00007ffb0ae9805e (__TEXT,__text) external __ZN9IOService25ReleasePMAssertion_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00007ffb0ae9746e (__TEXT,__text) external __ZN9IOService25RequireMaxBusStall_InvokeE5IORPCP15OSMetaClassBasePFiS2_yE
00007ffb0ae96688 (__TEXT,__text) external __ZN9IOService25StateNotificationItemCopyEP8OSStringPP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffb0ae94038 (__TEXT,__text) external __ZN9IOService26CreateDefaultDispatchQueueEPP15IODispatchQueuePFiP15OSMetaClassBase5IORPCE
00007ffb0ae96444 (__TEXT,__text) external __ZN9IOService27StateNotificationItemCreateEP8OSStringP12OSDictionaryPFiP15OSMetaClassBase5IORPCE
00007ffb0ae77d92 (__TEXT,__text) external __ZN9IOService28CreateNameMatchingDictionaryEP8OSStringP12OSDictionary
00007ffb0ae77dda (__TEXT,__text) external __ZN9IOService28CreateNameMatchingDictionaryEPKcP12OSDictionary
00007ffb0ae97a74 (__TEXT,__text) external __ZN9IOService28_ClaimSystemWakeEvent_InvokeE5IORPCP15OSMetaClassBasePFiS2_PS_yPKcP11OSContainerE
00007ffb0ae97384 (__TEXT,__text) external __ZN9IOService29CopyProviderProperties_InvokeE5IORPCP15OSMetaClassBasePFiS2_P7OSArrayPS4_E
00007ffb0ae975c8 (__TEXT,__text) external __ZN9IOService29CoreAnalyticsSendEvent_InvokeE5IORPCP15OSMetaClassBasePFiS2_yP8OSStringP12OSDictionaryE
00007ffb0ae7968c (__TEXT,__text) external __ZN9IOService31CreateDefaultDispatchQueue_ImplEPP15IODispatchQueue
00007ffb0ae97e16 (__TEXT,__text) external __ZN9IOService31StateNotificationItemSet_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringP12OSDictionaryE
00007ffb0ae77bb8 (__TEXT,__text) external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcP8OSObjectP12OSDictionary
00007ffb0ae77c96 (__TEXT,__text) external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcS1_P12OSDictionary
00007ffb0ae9e14f (__TEXT,__text) non-external __ZN9IOService32CreatePropertyMatchingDictionaryEPKcS1_P12OSDictionary.cold.1
00007ffb0ae97ef8 (__TEXT,__text) external __ZN9IOService32StateNotificationItemCopy_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringPP12OSDictionaryE
00007ffb0ae9350c (__TEXT,__text) external __ZN9IOService33CreateDefaultDispatchQueue_InvokeE5IORPCP15OSMetaClassBasePFiS2_PP15IODispatchQueueE
00007ffb0ae77d62 (__TEXT,__text) external __ZN9IOService33CreateUserClassMatchingDictionaryEP8OSStringP12OSDictionary
00007ffb0ae77d7a (__TEXT,__text) external __ZN9IOService33CreateUserClassMatchingDictionaryEPKcP12OSDictionary
00007ffb0ae962da (__TEXT,__text) external __ZN9IOService34CopySystemStateNotificationServiceEPPS_PFiP15OSMetaClassBase5IORPCE
00007ffb0ae96064 (__TEXT,__text) external __ZN9IOService34SendIOMessageServicePropertyChangeEPFiP15OSMetaClassBase5IORPCE
00007ffb0ae97d34 (__TEXT,__text) external __ZN9IOService34StateNotificationItemCreate_InvokeE5IORPCP15OSMetaClassBasePFiS2_P8OSStringP12OSDictionaryE
00007ffb0ae77ce4 (__TEXT,__text) external __ZN9IOService35CreateKernelClassMatchingDictionaryEP8OSStringP12OSDictionary
00007ffb0ae77d2c (__TEXT,__text) external __ZN9IOService35CreateKernelClassMatchingDictionaryEPKcP12OSDictionary
00007ffb0ae97cb6 (__TEXT,__text) external __ZN9IOService41CopySystemStateNotificationService_InvokeE5IORPCP15OSMetaClassBasePFiS2_PPS_E
00007ffb0ae97b94 (__TEXT,__text) external __ZN9IOService41SendIOMessageServicePropertyChange_InvokeE5IORPCP15OSMetaClassBasePFiS2_E
00007ffb0ae93a14 (__TEXT,__text) external __ZN9IOService4StopEPS_PFiP15OSMetaClassBase5IORPCE
00007ffb0ae765b6 (__TEXT,__text) external __ZN9IOService4freeEv
00007ffb0ae79536 (__TEXT,__text) external __ZN9IOService4initEv
00007ffb0ae9e335 (__TEXT,__text) non-external __ZN9IOService4initEv.cold.1
00007ffb0ae9e358 (__TEXT,__text) non-external __ZN9IOService4initEv.cold.2
00007ffb0ae93910 (__TEXT,__text) external __ZN9IOService5StartEPS_PFiP15OSMetaClassBase5IORPCE
00007ffb0ae94ca4 (__TEXT,__text) external __ZN9IOService6CreateEPS_PKcPS0_PFiP15OSMetaClassBase5IORPCE
00007ffb0ae93d7e (__TEXT,__text) external __ZN9IOService7SetNameEPKcPFiP15OSMetaClassBase5IORPCE
00007ffb0ae95a7a (__TEXT,__text) external __ZN9IOService8CopyNameEPP8OSStringPFiP15OSMetaClassBase5IORPCE
00007ffb0ae92d34 (__TEXT,__text) external __ZN9IOService8DispatchE5IORPC
00007ffb0ae9592a (__TEXT,__text) external __ZN9IOService9SetLegendEP7OSArraybPFiP15OSMetaClassBase5IORPCE
00007ffb0ae797de (__TEXT,__text) external __ZN9IOService9Stop_ImplEPS_
00007ffb0ae94e64 (__TEXT,__text) external __ZN9IOService9TerminateEyPFiP15OSMetaClassBase5IORPCE
00007ffb0ae92d3e (__TEXT,__text) external __ZN9IOService9_DispatchEPS_5IORPC
00007ffb0ae81016 (__TEXT,__text) external __ZN9OSBoolean4freeEv
00007ffb0ae9080a (__TEXT,__text) non-external (was a private external) __ZNK11IOEventLink12getMetaClassEv
00007ffb0ae9b7ca (__TEXT,__text) non-external (was a private external) __ZNK11IOWorkGroup12getMetaClassEv
00007ffb0ae7f886 (__TEXT,__text) external __ZNK12OSCollection14copyCollectionEP12OSDictionary
00007ffb0ae7f896 (__TEXT,__text) external __ZNK12OSCollection14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb0ae7f98c (__TEXT,__text) external __ZNK12OSDictionary11getCapacityEv
00007ffb0ae7fe5e (__TEXT,__text) external __ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb0ae7fc4e (__TEXT,__text) external __ZNK12OSDictionary14iterateObjectsEU13block_pointerFbP8OSObjectS1_E
00007ffb0ae7f970 (__TEXT,__text) external __ZNK12OSDictionary8getCountEv
00007ffb0ae7fd30 (__TEXT,__text) external __ZNK12OSDictionary9getObjectEPK8OSObject
00007ffb0ae7fe4e (__TEXT,__text) external __ZNK12OSDictionary9getObjectEPKc
00007ffb0ae7f8a6 (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPK15OSMetaClassBase
00007ffb0ae7f8e4 (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPKS_
00007ffb0ae7fd3c (__TEXT,__text) external __ZNK12OSDictionary9isEqualToEPKS_PK12OSCollection
00007ffb0ae7a62e (__TEXT,__text) external __ZNK12OSMappedFile4dataEv
00007ffb0ae7a63c (__TEXT,__text) external __ZNK12OSMappedFile4sizeEv
00007ffb0ae8095a (__TEXT,__text) external __ZNK12OSOrderedSet13getLastObjectEv
00007ffb0ae8094e (__TEXT,__text) external __ZNK12OSOrderedSet14getFirstObjectEv
00007ffb0ae8f936 (__TEXT,__text) non-external (was a private external) __ZNK15IODispatchQueue12getMetaClassEv
00007ffb0ae73400 (__TEXT,__text) external __ZNK15OSMetaClassBase12GetClassNameEv
00007ffb0ae73d3c (__TEXT,__text) external __ZNK15OSMetaClassBase12getMetaClassEv
00007ffb0ae733ca (__TEXT,__text) external __ZNK15OSMetaClassBase13RemotePrivateEv
00007ffb0ae73ce2 (__TEXT,__text) external __ZNK15OSMetaClassBase14getRetainCountEv
00007ffb0ae73cd6 (__TEXT,__text) external __ZNK15OSMetaClassBase6retainEv
00007ffb0ae733c0 (__TEXT,__text) external __ZNK15OSMetaClassBase7PrivateEv
00007ffb0ae73cdc (__TEXT,__text) external __ZNK15OSMetaClassBase7releaseEv
00007ffb0ae73d30 (__TEXT,__text) external __ZNK15OSMetaClassBase9isEqualToEPKS_
00007ffb0ae901ce (__TEXT,__text) non-external (was a private external) __ZNK16IODispatchSource12getMetaClassEv
00007ffb0ae8f4ca (__TEXT,__text) non-external (was a private external) __ZNK25IODataQueueDispatchSource12getMetaClassEv
00007ffb0ae920b8 (__TEXT,__text) non-external (was a private external) __ZNK25IOInterruptDispatchSource12getMetaClassEv
00007ffb0ae988e0 (__TEXT,__text) non-external (was a private external) __ZNK35IOServiceNotificationDispatchSource12getMetaClassEv
00007ffb0ae9a8f2 (__TEXT,__text) non-external (was a private external) __ZNK38OSAction_IOUserClient_KernelCompletion12getMetaClassEv
00007ffb0ae99080 (__TEXT,__text) non-external (was a private external) __ZNK40IOServiceStateNotificationDispatchSource12getMetaClassEv
00007ffb0ae9ce8c (__TEXT,__text) non-external (was a private external) __ZNK47OSAction__IOBlockStorageDevice_KernelCompletion12getMetaClassEv
00007ffb0ae806f2 (__TEXT,__text) external __ZNK5OSSet12getAnyObjectEv
00007ffb0ae8069a (__TEXT,__text) external __ZNK5OSSet14containsObjectEPK15OSMetaClassBase
00007ffb0ae806ae (__TEXT,__text) external __ZNK5OSSet6memberEPK15OSMetaClassBase
00007ffb0ae80cea (__TEXT,__text) external __ZNK6OSData11getCapacityEv
00007ffb0ae80ca6 (__TEXT,__text) external __ZNK6OSData14getBytesNoCopyEmm
00007ffb0ae80aaa (__TEXT,__text) external __ZNK6OSData14getBytesNoCopyEv
00007ffb0ae80ad8 (__TEXT,__text) external __ZNK6OSData9getLengthEv
00007ffb0ae8099e (__TEXT,__text) external __ZNK6OSData9isEqualToEPK15OSMetaClassBase
00007ffb0ae80a54 (__TEXT,__text) external __ZNK6OSData9isEqualToEPK8OSString
00007ffb0ae80a22 (__TEXT,__text) external __ZNK6OSData9isEqualToEPKS_
00007ffb0ae80a68 (__TEXT,__text) external __ZNK6OSData9isEqualToEPKvm
00007ffb0ae80044 (__TEXT,__text) external __ZNK7OSArray11getCapacityEv
00007ffb0ae8036e (__TEXT,__text) external __ZNK7OSArray13getLastObjectEv
00007ffb0ae8038a (__TEXT,__text) external __ZNK7OSArray14iterateObjectsEU13block_pointerFbP8OSObjectE
00007ffb0ae80412 (__TEXT,__text) external __ZNK7OSArray20getNextIndexOfObjectEPK15OSMetaClassBasej
00007ffb0ae80028 (__TEXT,__text) external __ZNK7OSArray8getCountEv
00007ffb0ae80362 (__TEXT,__text) external __ZNK7OSArray9getObjectEj
00007ffb0ae7fefe (__TEXT,__text) external __ZNK7OSArray9isEqualToEPK15OSMetaClassBase
00007ffb0ae7ff3c (__TEXT,__text) external __ZNK7OSArray9isEqualToEPKS_
00007ffb0ae9bda2 (__TEXT,__text) non-external (was a private external) __ZNK8OSAction12getMetaClassEv
00007ffb0ae80e46 (__TEXT,__text) external __ZNK8OSNumber12numberOfBitsEv
00007ffb0ae80e52 (__TEXT,__text) external __ZNK8OSNumber17unsigned8BitValueEv
00007ffb0ae80e76 (__TEXT,__text) external __ZNK8OSNumber18unsigned16BitValueEv
00007ffb0ae80e9a (__TEXT,__text) external __ZNK8OSNumber18unsigned32BitValueEv
00007ffb0ae80eb8 (__TEXT,__text) external __ZNK8OSNumber18unsigned64BitValueEv
00007ffb0ae80eda (__TEXT,__text) external __ZNK8OSNumber9isEqualToEPK15OSMetaClassBase
00007ffb0ae80f42 (__TEXT,__text) external __ZNK8OSNumber9isEqualToEPKS_
00007ffb0ae73cec (__TEXT,__text) external __ZNK8OSObject6retainEv
00007ffb0ae9d2de (__TEXT,__text) non-external __ZNK8OSObject6retainEv.cold.1
00007ffb0ae9d301 (__TEXT,__text) non-external __ZNK8OSObject6retainEv.cold.2
00007ffb0ae73d12 (__TEXT,__text) external __ZNK8OSObject7releaseEv
00007ffb0ae9d324 (__TEXT,__text) non-external __ZNK8OSObject7releaseEv.cold.1
00007ffb0ae7d746 (__TEXT,__text) external __ZNK8OSString16getCStringNoCopyEv
00007ffb0ae7d780 (__TEXT,__text) external __ZNK8OSString9getLengthEv
00007ffb0ae80da2 (__TEXT,__text) external __ZNK8OSString9isEqualToEPK15OSMetaClassBase
00007ffb0ae80aea (__TEXT,__text) external __ZNK8OSString9isEqualToEPK6OSData
00007ffb0ae80de8 (__TEXT,__text) external __ZNK8OSString9isEqualToEPKS_
00007ffb0ae80df4 (__TEXT,__text) external __ZNK8OSString9isEqualToEPKc
00007ffb0ae79cdc (__TEXT,__text) external __ZNK9IOService11GetProviderEv
00007ffb0ae8100a (__TEXT,__text) external __ZNK9OSBoolean6retainEv
00007ffb0ae81010 (__TEXT,__text) external __ZNK9OSBoolean7releaseEv
00007ffb41666860 (__DATA_CONST,__const) external __ZTI10IOReporter
00007ffb416679b8 (__DATA_CONST,__const) external __ZTI11IOEventLink
00007ffb416680a8 (__DATA_CONST,__const) external __ZTI11IOMemoryMap
00007ffb41669548 (__DATA_CONST,__const) external __ZTI11IOWorkGroup
00007ffb41665c48 (__DATA_CONST,__const) non-external (was a private external) __ZTI11OSContainer
00007ffb41665458 (__DATA_CONST,__const) non-external (was a private external) __ZTI11OSInterface
00007ffb41666ea8 (__DATA_CONST,__const) non-external (was a private external) __ZTI11OSMetaClass
00007ffb416672f8 (__DATA_CONST,__const) external __ZTI12IODMACommand
00007ffb416690d8 (__DATA_CONST,__const) external __ZTI12IOUserClient
00007ffb41669398 (__DATA_CONST,__const) external __ZTI12IOUserServer
00007ffb41665da0 (__DATA_CONST,__const) external __ZTI12OSCollection
00007ffb41665ec8 (__DATA_CONST,__const) external __ZTI12OSDictionary
00007ffb41665538 (__DATA_CONST,__const) external __ZTI12OSMappedFile
00007ffb41666240 (__DATA_CONST,__const) external __ZTI12OSOrderedSet
00007ffb41665708 (__DATA_CONST,__const) external __ZTI13IOCommandPool
00007ffb41666b58 (__DATA_CONST,__const) external __ZTI14IOReportLegend
00007ffb41666100 (__DATA_CONST,__const) weak external __ZTI14OSSetInterface
00007ffb4166a4d0 (__DATA_CONST,__const) external __ZTI14OSSetMetaClass
00007ffb41667658 (__DATA_CONST,__const) external __ZTI15IODispatchQueue
00007ffb416686f0 (__DATA_CONST,__const) weak external __ZTI15IOStateReporter
00007ffb416662e0 (__DATA_CONST,__const) non-external (was a private external) __ZTI15OSDataInterface
00007ffb41669d50 (__DATA_CONST,__const) external __ZTI15OSDataMetaClass
00007ffb416653e0 (__DATA_CONST,__const) external __ZTI15OSMetaClassBase
00007ffb41666520 (__DATA_CONST,__const) external __ZTI15OSSerialization
00007ffb41667808 (__DATA_CONST,__const) external __ZTI16IODispatchSource
00007ffb416667d0 (__DATA_CONST,__const) external __ZTI16IOReporter_IVars
00007ffb41668638 (__DATA_CONST,__const) weak external __ZTI16IOSimpleReporter
00007ffb41665fd8 (__DATA_CONST,__const) non-external (was a private external) __ZTI16OSArrayInterface
00007ffb41669810 (__DATA_CONST,__const) external __ZTI16OSArrayMetaClass
00007ffb416657a8 (__DATA_CONST,__const) weak external __ZTI17IOThreadInterface
00007ffb4166aa20 (__DATA_CONST,__const) external __ZTI17IOThreadMetaClass
00007ffb416696e0 (__DATA_CONST,__const) non-external (was a private external) __ZTI17OSActionInterface
00007ffb41669660 (__DATA_CONST,__const) external __ZTI17OSActionMetaClass
00007ffb41665468 (__DATA_CONST,__const) weak external __ZTI17OSBundleInterface
00007ffb41669a00 (__DATA_CONST,__const) external __ZTI17OSBundleMetaClass
00007ffb41666398 (__DATA_CONST,__const) non-external (was a private external) __ZTI17OSNumberInterface
00007ffb4166a038 (__DATA_CONST,__const) external __ZTI17OSNumberMetaClass
00007ffb4166a1b0 (__DATA_CONST,__const) non-external (was a private external) __ZTI17OSObjectInterface
00007ffb4166a130 (__DATA_CONST,__const) external __ZTI17OSObjectMetaClass
00007ffb41665c80 (__DATA_CONST,__const) non-external (was a private external) __ZTI17OSStringInterface
00007ffb4166a5c8 (__DATA_CONST,__const) external __ZTI17OSStringMetaClass
00007ffb416655d8 (__DATA_CONST,__const) weak external __ZTI18IOCommandInterface
00007ffb41667070 (__DATA_CONST,__const) external __ZTI18IOCommandMetaClass
00007ffb41667ef8 (__DATA_CONST,__const) external __ZTI18IOMemoryDescriptor
00007ffb41668940 (__DATA_CONST,__const) non-external (was a private external) __ZTI18IOServiceInterface
00007ffb416688c0 (__DATA_CONST,__const) external __ZTI18IOServiceMetaClass
00007ffb41666450 (__DATA_CONST,__const) non-external (was a private external) __ZTI18OSBooleanInterface
00007ffb41669908 (__DATA_CONST,__const) external __ZTI18OSBooleanMetaClass
00007ffb416687a8 (__DATA_CONST,__const) weak external __ZTI19IOHistogramReporter
00007ffb41666848 (__DATA_CONST,__const) weak external __ZTI19IOReporterInterface
00007ffb41668440 (__DATA_CONST,__const) external __ZTI19IOReporterMetaClass
00007ffb416679a0 (__DATA_CONST,__const) weak external __ZTI20IOEventLinkInterface
00007ffb41667920 (__DATA_CONST,__const) external __ZTI20IOEventLinkMetaClass
00007ffb41667b98 (__DATA_CONST,__const) external __ZTI20IOExtensiblePaniclog
00007ffb41668090 (__DATA_CONST,__const) non-external (was a private external) __ZTI20IOMemoryMapInterface
00007ffb41668010 (__DATA_CONST,__const) external __ZTI20IOMemoryMapMetaClass
00007ffb41669530 (__DATA_CONST,__const) weak external __ZTI20IOWorkGroupInterface
00007ffb416694b0 (__DATA_CONST,__const) external __ZTI20IOWorkGroupMetaClass
00007ffb41665c30 (__DATA_CONST,__const) non-external (was a private external) __ZTI20OSContainerInterface
00007ffb41669bf0 (__DATA_CONST,__const) external __ZTI20OSContainerMetaClass
00007ffb416672e0 (__DATA_CONST,__const) weak external __ZTI21IODMACommandInterface
00007ffb41667260 (__DATA_CONST,__const) external __ZTI21IODMACommandMetaClass
00007ffb41666ac0 (__DATA_CONST,__const) external __ZTI21IOStateReporter_IVars
00007ffb41668e68 (__DATA_CONST,__const) external __ZTI21IOTimerDispatchSource
00007ffb416690c0 (__DATA_CONST,__const) weak external __ZTI21IOUserClientInterface
00007ffb41669020 (__DATA_CONST,__const) external __ZTI21IOUserClientMetaClass
00007ffb41669380 (__DATA_CONST,__const) non-external (was a private external) __ZTI21IOUserServerInterface
00007ffb41669300 (__DATA_CONST,__const) external __ZTI21IOUserServerMetaClass
00007ffb41665d88 (__DATA_CONST,__const) non-external (was a private external) __ZTI21OSCollectionInterface
00007ffb41669af8 (__DATA_CONST,__const) external __ZTI21OSCollectionMetaClass
00007ffb41665eb0 (__DATA_CONST,__const) non-external (was a private external) __ZTI21OSDictionaryInterface
00007ffb41669e48 (__DATA_CONST,__const) external __ZTI21OSDictionaryMetaClass
00007ffb41665520 (__DATA_CONST,__const) weak external __ZTI21OSMappedFileInterface
00007ffb41669f40 (__DATA_CONST,__const) external __ZTI21OSMappedFileMetaClass
00007ffb41666228 (__DATA_CONST,__const) weak external __ZTI21OSOrderedSetInterface
00007ffb4166a2e0 (__DATA_CONST,__const) external __ZTI21OSOrderedSetMetaClass
00007ffb4166a7f8 (__DATA_CONST,__const) external __ZTI21_IOBlockStorageDevice
00007ffb416656f0 (__DATA_CONST,__const) weak external __ZTI22IOCommandPoolInterface
00007ffb41667168 (__DATA_CONST,__const) external __ZTI22IOCommandPoolMetaClass
00007ffb41666960 (__DATA_CONST,__const) weak external __ZTI22IOSimpleReporter_IVars
00007ffb41666b40 (__DATA_CONST,__const) weak external __ZTI23IOReportLegendInterface
00007ffb416685a0 (__DATA_CONST,__const) external __ZTI23IOReportLegendMetaClass
00007ffb41666f58 (__DATA_CONST,__const) external __ZTI24IOBufferMemoryDescriptor
00007ffb41667640 (__DATA_CONST,__const) non-external (was a private external) __ZTI24IODispatchQueueInterface
00007ffb416675c0 (__DATA_CONST,__const) external __ZTI24IODispatchQueueMetaClass
00007ffb416686d8 (__DATA_CONST,__const) weak external __ZTI24IOStateReporterInterface
00007ffb416684f0 (__DATA_CONST,__const) external __ZTI24IOStateReporterMetaClass
