00007ff8400a4790 (__DATA,__data) external _NDR_record
00007ff800af6108 (__TEXT,__text) external _mach_zone_force_gc
00007ff800af6ea8 (__TEXT,__text) external _mach_zone_get_btlog_records
00007ff800af6d59 (__TEXT,__text) external _mach_zone_get_zlog_zones
00007ff800af5f82 (__TEXT,__text) external _mach_zone_info
00007ff800af6b75 (__TEXT,__text) external _mach_zone_info_for_largest_zone
00007ff800af6a05 (__TEXT,__text) external _mach_zone_info_for_zone
00007ff800adee68 (__TEXT,__text) external _macx_backing_store_recovery
00007ff800adee5c (__TEXT,__text) external _macx_backing_store_suspend
00007ff800adee38 (__TEXT,__text) external _macx_swapoff
00007ff800adee2c (__TEXT,__text) external _macx_swapon
00007ff800adee50 (__TEXT,__text) external _macx_triggers
00007ff800ae13fc (__TEXT,__text) external _madvise
00007ff8400a4ea8 (__DATA,__bss) non-external _master_host_port
00007ff800ae1eed (__TEXT,__text) non-external _memcpy
00007ff800ae1414 (__TEXT,__text) external _memorystatus_control
00007ff800ae142c (__TEXT,__text) external _memorystatus_get_level
00007ff800ae1efb (__TEXT,__text) non-external _memset
00007ff800ae5123 (__TEXT,__text) external _mig_allocate
00007ff800ae52ed (__TEXT,__text) external _mig_dealloc_reply_port
00007ff800af0a78 (__TEXT,__text) external _mig_dealloc_special_reply_port
00007ff800ae516b (__TEXT,__text) external _mig_deallocate
00007ff800ae5280 (__TEXT,__text) external _mig_get_reply_port
00007ff800af0a50 (__TEXT,__text) external _mig_get_special_reply_port
00007ff800ae5354 (__TEXT,__text) external _mig_put_reply_port
00007ff800ae524d (__TEXT,__text) external _mig_reply_setup
00007ff800ae5355 (__TEXT,__text) external _mig_strncpy
00007ff800ae5388 (__TEXT,__text) external _mig_strncpy_zerofill
00007ff800ae1444 (__TEXT,__text) external _mincore
00007ff800ae145c (__TEXT,__text) external _minherit
00007ff800adef10 (__TEXT,__text) external _mk_timer_arm
00007ff800adef28 (__TEXT,__text) external _mk_timer_arm_leeway
00007ff800adef1c (__TEXT,__text) external _mk_timer_cancel
00007ff800adeef8 (__TEXT,__text) external _mk_timer_create
00007ff800adef04 (__TEXT,__text) external _mk_timer_destroy
00007ff800ae1474 (__TEXT,__text) external _mkdir
00007ff800ae148c (__TEXT,__text) external _mkdirat
00007ff800ae14a4 (__TEXT,__text) external _mkfifo
00007ff800ae14bc (__TEXT,__text) external _mkfifoat
00007ff800ae14d4 (__TEXT,__text) external _mknod
00007ff800ae14ec (__TEXT,__text) external _mknodat
00007ff800ae1504 (__TEXT,__text) external _mlock
00007ff800ae151c (__TEXT,__text) external _mlockall
00007ff800aed2a2 (__TEXT,__text) external _mmap
00007ff800ae1534 (__TEXT,__text) external _mount
00007ff800adfda4 (__TEXT,__text) external _mprotect
00007ff800ae154c (__TEXT,__text) external _mremap_encrypted
00007ff800ae54ce (__TEXT,__text) external _msg_receive
00007ff800ae54c2 (__TEXT,__text) external _msg_rpc
00007ff800ae54c8 (__TEXT,__text) external _msg_send
00007ff800adfdbc (__TEXT,__text) external _msgctl
00007ff800ae1564 (__TEXT,__text) external _msgget
00007ff800ae157c (__TEXT,__text) external _msgrcv
00007ff800adfdd4 (__TEXT,__text) external _msgrcv$NOCANCEL
00007ff800ae1594 (__TEXT,__text) external _msgsnd
00007ff800adfdec (__TEXT,__text) external _msgsnd$NOCANCEL
00007ff800adfe04 (__TEXT,__text) external _msgsys
00007ff800adfe1c (__TEXT,__text) external _msync
00007ff800adfe34 (__TEXT,__text) external _msync$NOCANCEL
00007ff800ae15ac (__TEXT,__text) external _munlock
00007ff800ae15c4 (__TEXT,__text) external _munlockall
00007ff800af184f (__TEXT,__text) external _munmap
00007ff800ae15dc (__TEXT,__text) external _necp_client_action
00007ff800ae15f4 (__TEXT,__text) external _necp_match_policy
00007ff800ae160c (__TEXT,__text) external _necp_open
00007ff800ae1624 (__TEXT,__text) external _necp_session_action
00007ff800ae163c (__TEXT,__text) external _necp_session_open
00007ff800ae1654 (__TEXT,__text) external _net_qos_guideline
00007ff800ae166c (__TEXT,__text) external _netagent_trigger
00007ff800afdac4 (__TEXT,__text) external _netname_check_in
00007ff800afdf29 (__TEXT,__text) external _netname_check_out
00007ff800afdc9e (__TEXT,__text) external _netname_look_up
00007ff800afe0f0 (__TEXT,__text) external _netname_version
00007ff800ae736a (__TEXT,__text) external _nfsclnt
00007ff800ae1684 (__TEXT,__text) external _nfssvc
00007ff8400a4780 (__DATA,__data) external _non_boost_assertion_token
00007ff8400a4778 (__DATA,__data) external _normal_boost_assertion_token
00007ff800ae169c (__TEXT,__text) external _ntp_adjtime
00007ff800ae16b4 (__TEXT,__text) external _ntp_gettime
00007ff800ae16cc (__TEXT,__text) external _objc_bp_assist_cfg_np
00007ff800aeecc5 (__TEXT,__text) external _open
00007ff800ae73d2 (__TEXT,__text) external _open$NOCANCEL
00007ff800aef97d (__TEXT,__text) external _open_dprotected_np
00007ff800aeed84 (__TEXT,__text) external _openat
00007ff800ae7491 (__TEXT,__text) external _openat$NOCANCEL
00007ff800aefb30 (__TEXT,__text) external _openat_authenticated_np
00007ff800aefa56 (__TEXT,__text) external _openat_dprotected_np
00007ff800ae16e4 (__TEXT,__text) external _openbyid_np
00007ff800ae3534 (__TEXT,__text) external _os_buflet_get_data_address
00007ff800ae351b (__TEXT,__text) external _os_buflet_get_data_length
00007ff800ae3539 (__TEXT,__text) external _os_buflet_get_data_limit
00007ff800ae3517 (__TEXT,__text) external _os_buflet_get_data_offset
00007ff800ae352b (__TEXT,__text) external _os_buflet_get_object_address
00007ff800ae3530 (__TEXT,__text) external _os_buflet_get_object_limit
00007ff800ae3525 (__TEXT,__text) external _os_buflet_set_data_length
00007ff800ae351f (__TEXT,__text) external _os_buflet_set_data_offset
00007ff800aeaef4 (__TEXT,__text) external _os_channel_advance_slot
00007ff800aeb831 (__TEXT,__text) external _os_channel_attr_clone
00007ff800aeb7ec (__TEXT,__text) external _os_channel_attr_create
00007ff800aeb9ef (__TEXT,__text) external _os_channel_attr_destroy
00007ff800aebb68 (__TEXT,__text) external _os_channel_attr_get
00007ff800aebcc8 (__TEXT,__text) external _os_channel_attr_get_key
00007ff800aeba3d (__TEXT,__text) external _os_channel_attr_set
00007ff800aeb8f7 (__TEXT,__text) external _os_channel_attr_set_key
00007ff800aeaebc (__TEXT,__text) external _os_channel_available_slot_count
00007ff800aecf2c (__TEXT,__text) external _os_channel_buflet_alloc
00007ff800aec98f (__TEXT,__text) external _os_channel_buflet_free
00007ff800aecf07 (__TEXT,__text) external _os_channel_configure_interface_advisory
00007ff800aeac27 (__TEXT,__text) external _os_channel_create
00007ff800aea1ee (__TEXT,__text) external _os_channel_create_extended
00007ff800aead63 (__TEXT,__text) external _os_channel_destroy
00007ff800aece81 (__TEXT,__text) external _os_channel_event_free
00007ff800af0775 (__TEXT,__text) external _os_channel_event_get_event_data
00007ff800af06cc (__TEXT,__text) external _os_channel_event_get_next_event
00007ff800aeb527 (__TEXT,__text) external _os_channel_flow_admissible
00007ff800aeb68a (__TEXT,__text) external _os_channel_flow_adv_get_ce_count
00007ff800aeb50c (__TEXT,__text) external _os_channel_get_advisory_region
00007ff800aeac36 (__TEXT,__text) external _os_channel_get_fd
00007ff800aece86 (__TEXT,__text) external _os_channel_get_interface_advisory
00007ff800aecadd (__TEXT,__text) external _os_channel_get_next_event_handle
00007ff800aeaf45 (__TEXT,__text) external _os_channel_get_next_slot
00007ff800aeb4ab (__TEXT,__text) external _os_channel_get_stats_region
00007ff800aea9f0 (__TEXT,__text) non-external _os_channel_info2attr
00007ff800aeab2c (__TEXT,__text) non-external _os_channel_init_ring
00007ff800aeadc1 (__TEXT,__text) external _os_channel_is_defunct
00007ff800aec102 (__TEXT,__text) external _os_channel_large_packet_alloc
00007ff800aebd26 (__TEXT,__text) external _os_channel_packet_alloc
00007ff800aebd2d (__TEXT,__text) non-external _os_channel_packet_alloc_common
00007ff800aec10c (__TEXT,__text) external _os_channel_packet_free
00007ff800aec4c1 (__TEXT,__text) external _os_channel_packet_pool_purge
00007ff800aeae9b (__TEXT,__text) external _os_channel_pending
00007ff800aec755 (__TEXT,__text) non-external _os_channel_purge_packet_alloc_ring_common
00007ff800aeac39 (__TEXT,__text) external _os_channel_read_attr
00007ff800aead22 (__TEXT,__text) external _os_channel_read_nexus_extension_info
00007ff800aeadce (__TEXT,__text) external _os_channel_ring_id
00007ff800aeaeb3 (__TEXT,__text) external _os_channel_ring_notify_time
00007ff800aeaeaa (__TEXT,__text) external _os_channel_ring_sync_time
00007ff800aeae53 (__TEXT,__text) external _os_channel_rx_ring
00007ff800aeb2b4 (__TEXT,__text) external _os_channel_set_slot_properties
00007ff800aec257 (__TEXT,__text) external _os_channel_slot_attach_packet
00007ff800aec382 (__TEXT,__text) external _os_channel_slot_detach_packet
00007ff800aeb395 (__TEXT,__text) external _os_channel_slot_get_packet
00007ff800aead44 (__TEXT,__text) external _os_channel_sync
00007ff800aeae1c (__TEXT,__text) external _os_channel_tx_ring
00007ff800aeac79 (__TEXT,__text) external _os_channel_write_attr
00007ff800ae34ea (__TEXT,__text) external _os_copy_and_inet_checksum
00007ff800adef40 (__TEXT,__text) external _os_cpu_copy_in_cksum
00007ff800aef5b1 (__TEXT,__text) external _os_cpu_in_cksum
00007ff800aef6aa (__TEXT,__text) external _os_cpu_in_cksum_mbuf
00007ff800ae16fc (__TEXT,__text) external _os_fault_with_payload
00007ff800ae34e5 (__TEXT,__text) external _os_inet_checksum
00007ff800aedbb6 (__TEXT,__text) external _os_nexus_attr_clone
00007ff800aedb71 (__TEXT,__text) external _os_nexus_attr_create
00007ff800aede50 (__TEXT,__text) external _os_nexus_attr_destroy
00007ff800aedd30 (__TEXT,__text) external _os_nexus_attr_get
00007ff800aedc12 (__TEXT,__text) external _os_nexus_attr_set
00007ff800aee532 (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
00007ff800aee1f3 (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
00007ff800aee214 (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
00007ff800aede63 (__TEXT,__text) external _os_nexus_controller_create
00007ff800aee1e7 (__TEXT,__text) external _os_nexus_controller_deregister_provider
00007ff800aee849 (__TEXT,__text) external _os_nexus_controller_destroy
00007ff800aee208 (__TEXT,__text) external _os_nexus_controller_free_provider_instance
00007ff800aedefc (__TEXT,__text) external _os_nexus_controller_get_fd
00007ff800aee6e1 (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
00007ff800aee338 (__TEXT,__text) external _os_nexus_controller_read_provider_attr
00007ff800aedeff (__TEXT,__text) external _os_nexus_controller_register_provider
00007ff800aee66c (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
00007ff800aee2d2 (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
00007ff800aeeb44 (__TEXT,__text) external _os_nexus_flow_set_wake_from_sleep
00007ff800ae33c4 (__TEXT,__text) external _os_packet_add_buflet
00007ff800ae2a04 (__TEXT,__text) external _os_packet_add_inet_csum_flags
00007ff800ae2af9 (__TEXT,__text) external _os_packet_clear_flow_uuid
00007ff800ae345b (__TEXT,__text) external _os_packet_decrement_use_count
00007ff800ae3241 (__TEXT,__text) external _os_packet_finalize
00007ff800ae347a (__TEXT,__text) external _os_packet_get_aggregation_type
00007ff800ae3181 (__TEXT,__text) external _os_packet_get_buflet_count
00007ff800ae28d9 (__TEXT,__text) external _os_packet_get_compression_generation_count
00007ff800ae3179 (__TEXT,__text) external _os_packet_get_data_length
00007ff800ae2bda (__TEXT,__text) external _os_packet_get_expire_time
00007ff800ae2c7a (__TEXT,__text) external _os_packet_get_expiry_action
00007ff800ae2a7f (__TEXT,__text) external _os_packet_get_flow_uuid
00007ff800ae2ba6 (__TEXT,__text) external _os_packet_get_group_end
00007ff800ae2b3b (__TEXT,__text) external _os_packet_get_group_start
00007ff800ae248f (__TEXT,__text) external _os_packet_get_headroom
00007ff800ae2a36 (__TEXT,__text) external _os_packet_get_inet_checksum
00007ff800ae30b9 (__TEXT,__text) external _os_packet_get_keep_alive
00007ff800ae2556 (__TEXT,__text) external _os_packet_get_link_broadcast
00007ff800ae2615 (__TEXT,__text) external _os_packet_get_link_ethfcs
00007ff800ae24fa (__TEXT,__text) external _os_packet_get_link_header_length
00007ff800ae25b5 (__TEXT,__text) external _os_packet_get_link_multicast
00007ff800ae31ad (__TEXT,__text) external _os_packet_get_next_buflet
00007ff800ae2e8d (__TEXT,__text) external _os_packet_get_packetid
00007ff800ae3214 (__TEXT,__text) external _os_packet_get_segment_count
00007ff800ae282d (__TEXT,__text) external _os_packet_get_service_class
00007ff800ae2d1c (__TEXT,__text) external _os_packet_get_token
00007ff800ae353d (__TEXT,__text) external _os_packet_get_trace_id
00007ff800ae2941 (__TEXT,__text) external _os_packet_get_traffic_class
00007ff800ae2746 (__TEXT,__text) external _os_packet_get_transport_retransmit
00007ff800ae267a (__TEXT,__text) external _os_packet_get_transport_traffic_background
00007ff800ae26e0 (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
00007ff800ae310e (__TEXT,__text) external _os_packet_get_truncated
00007ff800ae3038 (__TEXT,__text) external _os_packet_get_vlan_id
00007ff800ae3040 (__TEXT,__text) external _os_packet_get_vlan_priority
00007ff800ae2fe0 (__TEXT,__text) external _os_packet_get_vlan_tag
00007ff800ae30aa (__TEXT,__text) external _os_packet_get_wake_flag
00007ff800ae343e (__TEXT,__text) external _os_packet_increment_use_count
00007ff800ae3046 (__TEXT,__text) external _os_packet_set_app_metadata
00007ff800ae28ab (__TEXT,__text) external _os_packet_set_compression_generation_count
00007ff800ae2c27 (__TEXT,__text) external _os_packet_set_expire_time
00007ff800ae2cc6 (__TEXT,__text) external _os_packet_set_expiry_action
00007ff800ae2abc (__TEXT,__text) external _os_packet_set_flow_uuid
00007ff800ae2b6f (__TEXT,__text) external _os_packet_set_group_end
00007ff800ae2b04 (__TEXT,__text) external _os_packet_set_group_start
00007ff800ae2451 (__TEXT,__text) external _os_packet_set_headroom
00007ff800ae29c8 (__TEXT,__text) external _os_packet_set_inet_checksum
00007ff800ae30c8 (__TEXT,__text) external _os_packet_set_keep_alive
00007ff800ae3142 (__TEXT,__text) external _os_packet_set_l4s_flag
00007ff800ae2527 (__TEXT,__text) external _os_packet_set_link_broadcast
00007ff800ae25e6 (__TEXT,__text) external _os_packet_set_link_ethfcs
00007ff800ae24bc (__TEXT,__text) external _os_packet_set_link_header_length
00007ff800ae2586 (__TEXT,__text) external _os_packet_set_link_multicast
00007ff800ae2f19 (__TEXT,__text) external _os_packet_set_packetid
00007ff800ae35d7 (__TEXT,__text) external _os_packet_set_protocol_segment_size
00007ff800ae27ac (__TEXT,__text) external _os_packet_set_service_class
00007ff800ae2dca (__TEXT,__text) external _os_packet_set_token
00007ff800ae3551 (__TEXT,__text) external _os_packet_set_trace_id
00007ff800ae291e (__TEXT,__text) external _os_packet_set_traffic_class
00007ff800ae2779 (__TEXT,__text) external _os_packet_set_transport_last_packet
00007ff800ae2713 (__TEXT,__text) external _os_packet_set_transport_retransmit
00007ff800ae2647 (__TEXT,__text) external _os_packet_set_transport_traffic_background
00007ff800ae26ad (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
00007ff800ae3606 (__TEXT,__text) external _os_packet_set_tso_flags
00007ff800ae34a7 (__TEXT,__text) external _os_packet_set_tx_timestamp
00007ff800ae2f8e (__TEXT,__text) external _os_packet_set_vlan_tag
00007ff800ae357d (__TEXT,__text) external _os_packet_trace_event
00007ff800ae5bfc (__TEXT,__text) external _os_proc_available_memory
00007ff800ae53ed (__TEXT,__text) external _panic
00007ff800ae53e6 (__TEXT,__text) external _panic_init
00007ff800ae1714 (__TEXT,__text) external _panic_with_data
00007ff800ae172c (__TEXT,__text) external _pathconf
00007ff800ae1744 (__TEXT,__text) external _peeloff
00007ff800adee14 (__TEXT,__text) external _pid_for_task
00007ff800ae175c (__TEXT,__text) external _pid_hibernate
00007ff800ae1774 (__TEXT,__text) external _pid_resume
00007ff800aed160 (__TEXT,__text) external _pid_shutdown_networking
00007ff800ae178c (__TEXT,__text) external _pid_shutdown_sockets
00007ff800ae17a4 (__TEXT,__text) external _pid_suspend
00007ff800adffcc (__TEXT,__text) external _pipe
00007ff800ae17bc (__TEXT,__text) external _pivot_root
00007ff800ae241d (__TEXT,__text) external _pkt_subtype_assert_fail
00007ff800ae2437 (__TEXT,__text) external _pkt_type_assert_fail
00007ff800ae17d4 (__TEXT,__text) external _poll
00007ff800adffe8 (__TEXT,__text) external _poll$NOCANCEL
00007ff800ae2372 (__TEXT,__text) non-external _port_for_id_internal
00007ff800ae543e (__TEXT,__text) external _port_obj_init
00007ff8400a4818 (__DATA,__common) external _port_obj_table
00007ff8400a4768 (__DATA,__data) external _port_obj_table_size
00007ff800ae13fc (__TEXT,__text) external _posix_madvise
00007ff800ae96b2 (__TEXT,__text) external _posix_spawn
00007ff800ae8542 (__TEXT,__text) non-external _posix_spawn_appendportaction_np
00007ff800ae89b5 (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
00007ff800ae8aa9 (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
00007ff800ae88c2 (__TEXT,__text) external _posix_spawn_file_actions_addclose
00007ff800ae892f (__TEXT,__text) external _posix_spawn_file_actions_adddup2
00007ff800ae8b36 (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
00007ff800ae8a3c (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
00007ff800ae8792 (__TEXT,__text) external _posix_spawn_file_actions_addopen
00007ff800ae8755 (__TEXT,__text) external _posix_spawn_file_actions_destroy
00007ff800ae86f2 (__TEXT,__text) external _posix_spawn_file_actions_init
00007ff800ae7ecc (__TEXT,__text) external _posix_spawnattr_destroy
00007ff800ae8489 (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
00007ff800ae915b (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
00007ff800ae9127 (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
00007ff800ae8141 (__TEXT,__text) external _posix_spawnattr_getarchpref_np
00007ff800ae80ee (__TEXT,__text) external _posix_spawnattr_getbinpref_np
00007ff800ae8be5 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
00007ff800ae8085 (__TEXT,__text) external _posix_spawnattr_getflags
00007ff800ae8d69 (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
00007ff800ae81a2 (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
00007ff800ae80ba (__TEXT,__text) external _posix_spawnattr_getpgroup
00007ff800ae81bc (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
00007ff800ae80a0 (__TEXT,__text) external _posix_spawnattr_getsigdefault
00007ff800ae80d4 (__TEXT,__text) external _posix_spawnattr_getsigmask
00007ff800ae7dd9 (__TEXT,__text) external _posix_spawnattr_init
00007ff800ae84a5 (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
00007ff800ae94ec (__TEXT,__text) external _posix_spawnattr_set_conclave_id_np
00007ff800ae84dc (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
00007ff800ae84c1 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
00007ff800ae84f8 (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
00007ff800ae92ea (__TEXT,__text) external _posix_spawnattr_set_csm_np
00007ff800ae9143 (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
00007ff800ae95bb (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
00007ff800ae93ca (__TEXT,__text) external _posix_spawnattr_set_gid_np
00007ff800ae9405 (__TEXT,__text) external _posix_spawnattr_set_groups_np
00007ff800ae8c49 (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
00007ff800ae95fd (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
00007ff800b089c8 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
00007ff800ae95dc (__TEXT,__text) external _posix_spawnattr_set_kqworklooplimit_ext
00007ff800ae9696 (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
00007ff800ae9476 (__TEXT,__text) external _posix_spawnattr_set_login_np
00007ff800ae92b8 (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
00007ff800ae9242 (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
00007ff800ae926a (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
00007ff800ae9177 (__TEXT,__text) external _posix_spawnattr_set_persona_np
00007ff800ae921a (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
00007ff800ae8471 (__TEXT,__text) external _posix_spawnattr_set_platform_np
00007ff800ae959a (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
00007ff800ae8d36 (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
00007ff800ae9108 (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
00007ff800ae8cc1 (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
00007ff800ae8398 (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
00007ff800ae8c31 (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
00007ff800ae9318 (__TEXT,__text) external _posix_spawnattr_set_uid_np
00007ff800ae837c (__TEXT,__text) external _posix_spawnattr_set_use_sec_transition_shims_np
00007ff800ae82a3 (__TEXT,__text) external _posix_spawnattr_setarchpref_np
00007ff800ae86bf (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
00007ff800ae8222 (__TEXT,__text) external _posix_spawnattr_setbinpref_np
00007ff800ae9054 (__TEXT,__text) external _posix_spawnattr_setcoalition_np
00007ff800ae8bc8 (__TEXT,__text) external _posix_spawnattr_setcpumonitor
00007ff800ae8ba3 (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
00007ff800ae835a (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
00007ff800ae868b (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
00007ff800ae806d (__TEXT,__text) external _posix_spawnattr_setflags
00007ff800ae8c08 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
00007ff800ae8e35 (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
00007ff800ae92d1 (__TEXT,__text) external _posix_spawnattr_setnosmt_np
00007ff800ae832a (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
00007ff800ae81f0 (__TEXT,__text) external _posix_spawnattr_setpgroup
00007ff800ae8342 (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
00007ff800ae81d6 (__TEXT,__text) external _posix_spawnattr_setsigdefault
00007ff800ae8208 (__TEXT,__text) external _posix_spawnattr_setsigmask
00007ff800ae8519 (__TEXT,__text) external _posix_spawnattr_setspecialport_np
00007ff800ae17ec (__TEXT,__text) external _pread
00007ff800ae0018 (__TEXT,__text) external _pread$NOCANCEL
00007ff800ae1804 (__TEXT,__text) external _preadv
00007ff800ae0030 (__TEXT,__text) external _preadv$NOCANCEL
00007ff800ae7669 (__TEXT,__text) non-external _prepare_times_array_and_attrs
00007ff800ae6bbc (__TEXT,__text) external _proc_clear_cpulimits
00007ff800ae6e98 (__TEXT,__text) external _proc_clear_delayidlesleep
00007ff800ae660d (__TEXT,__text) external _proc_clear_dirty
00007ff800ae6da5 (__TEXT,__text) external _proc_clear_vmpressure
00007ff800ae6422 (__TEXT,__text) external _proc_current_thread_schedinfo
00007ff800ae6d98 (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
00007ff800ae6da0 (__TEXT,__text) external _proc_denap_assertion_complete
00007ff800ae6ee5 (__TEXT,__text) external _proc_disable_apptype
00007ff800ae68da (__TEXT,__text) external _proc_disable_cpumon
00007ff800ae6aeb (__TEXT,__text) external _proc_disable_wakemon
00007ff800ae6c12 (__TEXT,__text) external _proc_donate_importance_boost
00007ff800ae6f45 (__TEXT,__text) external _proc_enable_apptype
00007ff800ae67ea (__TEXT,__text) external _proc_get_cpumon_params
00007ff800ae65b2 (__TEXT,__text) external _proc_get_dirty
00007ff800ae6a84 (__TEXT,__text) external _proc_get_wakemon_params
00007ff800ae6c6c (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
00007ff800ae6d24 (__TEXT,__text) external _proc_importance_assertion_complete
00007ff800ae62c2 (__TEXT,__text) external _proc_kmsgbuf
00007ff800ae64ab (__TEXT,__text) external _proc_libversion
00007ff800ae6b2d (__TEXT,__text) external _proc_list_dynkqueueids
00007ff800ae6b14 (__TEXT,__text) external _proc_list_uptrs
00007ff800ae5f28 (__TEXT,__text) external _proc_listallpids
00007ff800ae5f92 (__TEXT,__text) external _proc_listchildpids
00007ff800ae602e (__TEXT,__text) external _proc_listcoalitions
00007ff800ae5f5d (__TEXT,__text) external _proc_listpgrppids
00007ff800ae5efd (__TEXT,__text) external _proc_listpids
00007ff800aefba2 (__TEXT,__text) external _proc_listpidspath
00007ff800ae613e (__TEXT,__text) external _proc_name
00007ff800ae6059 (__TEXT,__text) external _proc_pid_rusage
00007ff800ae6103 (__TEXT,__text) external _proc_piddynkqueueinfo
00007ff800ae60ba (__TEXT,__text) external _proc_pidfdinfo
00007ff800ae60df (__TEXT,__text) external _proc_pidfileportinfo
00007ff800ae5fc7 (__TEXT,__text) external _proc_pidinfo
00007ff800ae5fec (__TEXT,__text) external _proc_pidoriginatorinfo
00007ff800ae62ed (__TEXT,__text) external _proc_pidpath
00007ff800ae6381 (__TEXT,__text) external _proc_pidpath_audittoken
00007ff800ae620e (__TEXT,__text) external _proc_regionfilename
00007ff800ae6bad (__TEXT,__text) external _proc_reset_footprint_interval
00007ff800ae68a5 (__TEXT,__text) external _proc_resume_cpumon
00007ff800ae181c (__TEXT,__text) external _proc_rlimit_control
00007ff800ae685a (__TEXT,__text) external _proc_set_cpumon_defaults
00007ff800ae67a0 (__TEXT,__text) external _proc_set_cpumon_params
00007ff800ae6925 (__TEXT,__text) external _proc_set_cpumon_params_fatal
00007ff800ae7054 (__TEXT,__text) external _proc_set_csm
00007ff800ae6e48 (__TEXT,__text) external _proc_set_delayidlesleep
00007ff800ae6568 (__TEXT,__text) external _proc_set_dirty
00007ff800ae6fa8 (__TEXT,__text) external _proc_set_no_smt
00007ff800ae6dfb (__TEXT,__text) external _proc_set_owner_vmpressure
00007ff800ae6ac2 (__TEXT,__text) external _proc_set_wakemon_defaults
00007ff800ae6a5e (__TEXT,__text) external _proc_set_wakemon_params
00007ff800ae6b46 (__TEXT,__text) external _proc_setcpu_percentage
00007ff800ae64c4 (__TEXT,__text) external _proc_setpcontrol
00007ff800ae606f (__TEXT,__text) external _proc_setthread_cpupercent
00007ff800ae7104 (__TEXT,__text) external _proc_setthread_csm
00007ff800ae7000 (__TEXT,__text) external _proc_setthread_no_smt
00007ff800ae66af (__TEXT,__text) external _proc_signal_with_audittoken
00007ff800ae6fa5 (__TEXT,__text) external _proc_suppress
00007ff800ae6657 (__TEXT,__text) external _proc_terminate
00007ff800ae674c (__TEXT,__text) external _proc_terminate_all_rsr
00007ff800ae66f4 (__TEXT,__text) external _proc_terminate_with_audittoken
00007ff800ae1834 (__TEXT,__text) external _proc_trace_log
00007ff800ae651e (__TEXT,__text) external _proc_track_dirty
00007ff800ae6128 (__TEXT,__text) external _proc_udata_info
00007ff800ae184c (__TEXT,__text) external _proc_uuid_policy
00007ff800afd8a2 (__TEXT,__text) external _processor_assign
00007ff800afd75a (__TEXT,__text) external _processor_control
00007ff800afd46c (__TEXT,__text) external _processor_exit
00007ff800afd9a1 (__TEXT,__text) external _processor_get_assignment
00007ff800afd551 (__TEXT,__text) external _processor_info
00007ff800af56cf (__TEXT,__text) external _processor_set_create
00007ff800af55ac (__TEXT,__text) external _processor_set_default
