00007ff90f6574ae (__TEXT,__text) non-external +[Caller current]
                 (undefined) external _LACPolicyOsloWithPIN (from LocalAuthenticationCore)
                 (undefined) external _LACPolicyStockholm (from LocalAuthenticationCore)
                 (undefined) external _LALogForCategory (from SharedUtils)
                 (undefined) external _LALogForPolicy (from SharedUtils)
00007ff90f64ddbc (__TEXT,__text) non-external _LA_LOG
00007ff90f64effa (__TEXT,__text) non-external _LA_LOG
00007ff90f6518e0 (__TEXT,__text) non-external _LA_LOG
00007ff90f652e63 (__TEXT,__text) non-external _LA_LOG
00007ff90f654136 (__TEXT,__text) non-external _LA_LOG
00007ff90f657e52 (__TEXT,__text) non-external _LA_LOG
00007ff90f65930a (__TEXT,__text) non-external _LA_LOG
00007ff90f667fe9 (__TEXT,__text) non-external _LA_LOG.cold.1
00007ff90f66814e (__TEXT,__text) non-external _LA_LOG.cold.1
00007ff90f6683e7 (__TEXT,__text) non-external _LA_LOG.cold.1
00007ff90f6684bd (__TEXT,__text) non-external _LA_LOG.cold.1
00007ff90f668697 (__TEXT,__text) non-external _LA_LOG.cold.1
00007ff90f668876 (__TEXT,__text) non-external _LA_LOG.cold.1
00007ff90f66898c (__TEXT,__text) non-external _LA_LOG.cold.1
00007ff943420b28 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00007ff943420b30 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00007ff943420b38 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00007ff943420b40 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00007ff943420b48 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00007ff943420b50 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00007ff943420b58 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00007ff943420b60 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00007ff943420b68 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00007ff943420ae0 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00007ff943420ae8 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00007ff943420af0 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00007ff943420af8 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00007ff943420b00 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00007ff943420b08 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00007ff943420b10 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00007ff943420b18 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00007ff943420b20 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00007ff943de7a48 (__DATA,__bss) non-external _LA_LOG_Caller.log
00007ff943de7a40 (__DATA,__bss) non-external _LA_LOG_Caller.once
00007ff90f659022 (__TEXT,__text) non-external _LA_LOG_INTERACTIVE
00007ff90f6688d8 (__TEXT,__text) non-external _LA_LOG_INTERACTIVE.cold.1
00007ff943420ad8 (__DATA_DIRTY,__bss) non-external _LA_LOG_INTERACTIVE.log
00007ff943420ad0 (__DATA_DIRTY,__bss) non-external _LA_LOG_INTERACTIVE.once
00007ff90f65086c (__TEXT,__text) non-external _LA_LOG_MechanismWatchMonitor
00007ff90f668275 (__TEXT,__text) non-external _LA_LOG_MechanismWatchMonitor.cold.1
00007ff943420ac8 (__DATA_DIRTY,__bss) non-external _LA_LOG_MechanismWatchMonitor.log
00007ff943420ac0 (__DATA_DIRTY,__bss) non-external _LA_LOG_MechanismWatchMonitor.once
00007ff943de7a38 (__DATA,__bss) non-external _LA_LOG_Request.log
00007ff943de7a30 (__DATA,__bss) non-external _LA_LOG_Request.once
00007ff90f66f378 (__TEXT,__text) external _LibCall_ACMContexAddCredentialWithScope
00007ff90f66f6bf (__TEXT,__text) external _LibCall_ACMContexRemoveCredentialsByTypeAndScope
00007ff90f66f50f (__TEXT,__text) external _LibCall_ACMContextContainsCredentialTypeEx
00007ff90f671f81 (__TEXT,__text) external _LibCall_ACMContextCopyData
00007ff90f66ef0e (__TEXT,__text) external _LibCall_ACMContextCreate
00007ff90f66f144 (__TEXT,__text) external _LibCall_ACMContextCreateWithExternalForm
00007ff90f670e48 (__TEXT,__text) external _LibCall_ACMContextCredentialGetProperty
00007ff90f65fc66 (__TEXT,__text) external _LibCall_ACMContextDelete
00007ff90f671dd2 (__TEXT,__text) external _LibCall_ACMContextGetData
00007ff90f672225 (__TEXT,__text) external _LibCall_ACMContextGetInfo
00007ff90f671807 (__TEXT,__text) external _LibCall_ACMContextLoadFromImage
00007ff90f66f821 (__TEXT,__text) external _LibCall_ACMContextRemoveCredentialsByValueAndScope
00007ff90f671c08 (__TEXT,__text) external _LibCall_ACMContextSetData
00007ff90f671a4a (__TEXT,__text) external _LibCall_ACMContextUnloadToImage
00007ff90f66bdd6 (__TEXT,__text) external _LibCall_ACMContextUnloadToImage_Block
00007ff90f65c3a1 (__TEXT,__text) external _LibCall_ACMContextVerifyAclConstraint
00007ff90f65c52a (__TEXT,__text) external _LibCall_ACMContextVerifyAclConstraintForOperation
00007ff90f66f9b8 (__TEXT,__text) external _LibCall_ACMContextVerifyPolicyAndCopyRequirementEx
00007ff90f67112e (__TEXT,__text) external _LibCall_ACMContextVerifyPolicyEx
00007ff90f66b98c (__TEXT,__text) external _LibCall_ACMContextVerifyPolicyEx_Block
00007ff90f66b876 (__TEXT,__text) external _LibCall_ACMContextVerifyPolicyWithPreflight_Block
00007ff90f65c0b6 (__TEXT,__text) external _LibCall_ACMContextVerifyPolicy_Block
00007ff90f65ff01 (__TEXT,__text) external _LibCall_ACMCredentialCreate
00007ff90f66fda0 (__TEXT,__text) external _LibCall_ACMCredentialDelete
00007ff90f67028c (__TEXT,__text) external _LibCall_ACMCredentialGetPropertyData
00007ff90f66fdbb (__TEXT,__text) external _LibCall_ACMCredentialGetType
00007ff90f66fdcc (__TEXT,__text) external _LibCall_ACMCredentialSetProperty
00007ff90f65c1d4 (__TEXT,__text) external _LibCall_ACMGetAclAuthMethod_Block
00007ff90f6713ed (__TEXT,__text) external _LibCall_ACMGetEnvironmentVariable
00007ff90f66ba9c (__TEXT,__text) external _LibCall_ACMGetEnvironmentVariable_Block
00007ff90f67100b (__TEXT,__text) external _LibCall_ACMGlobalContextCredentialGetProperty
00007ff90f66b702 (__TEXT,__text) external _LibCall_ACMGlobalContextCredentialGetProperty_Block
00007ff90f6712ec (__TEXT,__text) external _LibCall_ACMGlobalContextVerifyPolicyEx
00007ff90f65c0c8 (__TEXT,__text) external _LibCall_ACMGlobalContextVerifyPolicy_Block
00007ff90f670daa (__TEXT,__text) external _LibCall_ACMKernDoubleClickNotify
00007ff90f65fd6f (__TEXT,__text) external _LibCall_ACMKernelControl
00007ff90f6608a9 (__TEXT,__text) non-external _LibCall_ACMKernelControl.cold.1
00007ff90f65be40 (__TEXT,__text) external _LibCall_ACMKernelControl_Block
00007ff90f670cf4 (__TEXT,__text) external _LibCall_ACMPing
00007ff90f6720b5 (__TEXT,__text) external _LibCall_ACMPublishTrustedAccessories
00007ff90f66fd0c (__TEXT,__text) external _LibCall_ACMRequirementDelete
00007ff90f670974 (__TEXT,__text) external _LibCall_ACMRequirementGetPriority
00007ff90f670986 (__TEXT,__text) external _LibCall_ACMRequirementGetPropertyData
00007ff90f670962 (__TEXT,__text) external _LibCall_ACMRequirementGetState
00007ff90f670951 (__TEXT,__text) external _LibCall_ACMRequirementGetType
00007ff90f672d71 (__TEXT,__text) external _LibCall_ACMSEPControl
00007ff90f65bf77 (__TEXT,__text) external _LibCall_ACMSEPControl_Block
00007ff90f670700 (__TEXT,__text) external _LibCall_ACMSecContextCopyCredentialsArrayEx
00007ff90f672b36 (__TEXT,__text) external _LibCall_ACMSecContextGetUnlockSecret
00007ff90f65ff3b (__TEXT,__text) external _LibCall_ACMSecContextProcessAcl
00007ff90f6726ab (__TEXT,__text) external _LibCall_ACMSecContextProcessAclAndCopyAuthMethod
00007ff90f6726fc (__TEXT,__text) external _LibCall_ACMSecContextVerifyAclConstraintAndCopyRequirement
00007ff90f67120d (__TEXT,__text) external _LibCall_ACMSecContextVerifyPolicyAndCopyRequirementEx
00007ff90f6727ff (__TEXT,__text) external _LibCall_ACMSecCredentialProviderEnrollmentStateChangedForUser
00007ff90f65ff15 (__TEXT,__text) external _LibCall_ACMSecCredentialsArrayDelete
00007ff90f672a2c (__TEXT,__text) external _LibCall_ACMSecSetBiometryAvailability
00007ff90f672990 (__TEXT,__text) external _LibCall_ACMSecSetBuiltinBiometry
00007ff90f6714af (__TEXT,__text) external _LibCall_ACMSetEnvironmentVariable
00007ff90f671664 (__TEXT,__text) external _LibCall_ACMTRMLoadState
00007ff90f66bcae (__TEXT,__text) external _LibCall_ACMTRMLoadState_Block
00007ff90f67171d (__TEXT,__text) external _LibCall_ACMTRMSaveState
00007ff90f66edf0 (__TEXT,__text) external _LibCall_BuildCommand
00007ff90f66ae9b (__TEXT,__text) external _LibSer_ACMDeserializeEnvironmentVariableType
00007ff90f66af25 (__TEXT,__text) external _LibSer_ACMDeserializeSEPControlCode
00007ff90f66a5a0 (__TEXT,__text) external _LibSer_ContextCredentialGetPropertyEx_Deserialize
00007ff90f66a4b4 (__TEXT,__text) external _LibSer_ContextCredentialGetPropertyEx_GetSize
00007ff90f66a4ec (__TEXT,__text) external _LibSer_ContextCredentialGetPropertyEx_Serialize
00007ff90f66a47c (__TEXT,__text) external _LibSer_ContextCredentialGetProperty_Deserialize
00007ff90f66a42c (__TEXT,__text) external _LibSer_ContextCredentialGetProperty_GetSize
00007ff90f66a447 (__TEXT,__text) external _LibSer_ContextCredentialGetProperty_Serialize
00007ff90f66a786 (__TEXT,__text) external _LibSer_DeleteContext_Deserialize
00007ff90f66a73c (__TEXT,__text) external _LibSer_DeleteContext_GetSize
00007ff90f66a757 (__TEXT,__text) external _LibSer_DeleteContext_Serialize
00007ff90f66a409 (__TEXT,__text) external _LibSer_GetAclAuthMethod_Deserialize
00007ff90f66a3bf (__TEXT,__text) external _LibSer_GetAclAuthMethod_GetSize
00007ff90f66a3da (__TEXT,__text) external _LibSer_GetAclAuthMethod_Serialize
00007ff90f66a014 (__TEXT,__text) external _LibSer_GetSerializedContainsCredential_GetSize
00007ff90f66a032 (__TEXT,__text) external _LibSer_GetSerializedContainsCredential_Serialize
00007ff90f66ac30 (__TEXT,__text) external _LibSer_GetUnlockSecretResponse_Deserialize
00007ff90f66abcc (__TEXT,__text) external _LibSer_GetUnlockSecretResponse_GetSize
00007ff90f66abe6 (__TEXT,__text) external _LibSer_GetUnlockSecretResponse_Serialize
00007ff90f66ab8b (__TEXT,__text) external _LibSer_GetUnlockSecret_Deserialize
00007ff90f66aabf (__TEXT,__text) external _LibSer_GetUnlockSecret_GetSize
00007ff90f66aaf1 (__TEXT,__text) external _LibSer_GetUnlockSecret_Serialize
00007ff90f66a689 (__TEXT,__text) external _LibSer_GlobalContextCredentialGetProperty_Deserialize
00007ff90f66a645 (__TEXT,__text) external _LibSer_GlobalContextCredentialGetProperty_GetSize
00007ff90f66a660 (__TEXT,__text) external _LibSer_GlobalContextCredentialGetProperty_Serialize
00007ff90f66a704 (__TEXT,__text) external _LibSer_RemoveCredentialByType_Deserialize
00007ff90f66a6b4 (__TEXT,__text) external _LibSer_RemoveCredentialByType_GetSize
00007ff90f66a6cf (__TEXT,__text) external _LibSer_RemoveCredentialByType_Serialize
00007ff90f66ae66 (__TEXT,__text) external _LibSer_SEPControlResponse_Deserialize
00007ff90f66adff (__TEXT,__text) external _LibSer_SEPControlResponse_GetSize
00007ff90f66ae1a (__TEXT,__text) external _LibSer_SEPControlResponse_Serialize
00007ff90f66ad89 (__TEXT,__text) external _LibSer_SEPControl_Deserialize
00007ff90f66ac67 (__TEXT,__text) external _LibSer_SEPControl_GetSize
00007ff90f66acae (__TEXT,__text) external _LibSer_SEPControl_Serialize
00007ff90f66a7a9 (__TEXT,__text) external _LibSer_StorageAnyCmd_DeserializeCommonFields
00007ff90f66aa6a (__TEXT,__text) external _LibSer_StorageGetData_Deserialize
00007ff90f66a983 (__TEXT,__text) external _LibSer_StorageGetData_GetSize
00007ff90f66a9b5 (__TEXT,__text) external _LibSer_StorageGetData_Serialize
00007ff90f66a8f9 (__TEXT,__text) external _LibSer_StorageSetData_Deserialize
00007ff90f66a7d6 (__TEXT,__text) external _LibSer_StorageSetData_GetSize
00007ff90f66a81d (__TEXT,__text) external _LibSer_StorageSetData_Serialize
                 (undefined) external _MGGetBoolAnswer (from libMobileGestalt)
                 (undefined) external _MGIsQuestionValid (from libMobileGestalt)
                 (undefined) weak external _MKBGetDeviceLockState (from MobileKeyBag)
                 (undefined) external _NSCurrentLocaleDidChangeNotification (from CoreFoundation)
                 (undefined) external _NSInternalInconsistencyException (from CoreFoundation)
                 (undefined) external _NSStringFromClass (from Foundation)
00007ff943420718 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_BiometryHelper
00007ff943420970 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_BiometryLockoutInvalidationSource
                 (undefined) weak external _OBJC_CLASS_$_BridgeXPCConnection (from BridgeXPC)
                 (undefined) weak external _OBJC_CLASS_$_BridgeXPCListener (from BridgeXPC)
                 (undefined) weak external _OBJC_CLASS_$_BrightnessSystemClient (from CoreBrightness)
00007ff9434206f0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_Caller
                 (undefined) weak external _OBJC_CLASS_$_CoreKDL (from CoreKDL)
00007ff9434206c8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_DaemonUtils
00007ff9434208d0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_DarwinNotificationInvalidationSource
00007ff9434209c0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_DomainStateRequest
00007ff9434206a0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_EvaluationRequest
00007ff943420830 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_InstalledAppsCache
00007ff943420678 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_LAAnalytics
00007ff943420650 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_LAAnalyticsEvaluation
00007ff943420740 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_LAAnalyticsPasscodeFallbackPeriod
                 (undefined) external _OBJC_CLASS_$_LACAnalyticsData (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACAuditToken (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACBiometryHelper (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACClientInfoProvider (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACConcurrencyUtilities (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACInstalledAppsCache (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACPolicyUtilities (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACXPCClient (from LocalAuthenticationCore)
00007ff943de7368 (__DATA,__objc_data) external _OBJC_CLASS_$_LADFROwnerToken
                 (undefined) external _OBJC_CLASS_$_LAErrorHelper (from SharedUtils)
00007ff943de7570 (__DATA,__objc_data) external _OBJC_CLASS_$_LASIORemoteCall
00007ff943de7610 (__DATA,__objc_data) external _OBJC_CLASS_$_LASecureIO
00007ff943de7548 (__DATA,__objc_data) external _OBJC_CLASS_$_LASecureIOArchive
00007ff943de75c0 (__DATA,__objc_data) external _OBJC_CLASS_$_LASecureIOCommunication
00007ff943de7340 (__DATA,__objc_data) external _OBJC_CLASS_$_LASecureIOHelper
00007ff943de7688 (__DATA,__objc_data) external _OBJC_CLASS_$_LASecureIOLoggingHelper
                 (undefined) external _OBJC_CLASS_$_LAUtils (from SharedUtils)
                 (undefined) external _OBJC_CLASS_$_NSArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSBundle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSCache (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantIntegerNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDate (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDateFormatter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSException (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSHashTable (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSKeyedArchiver (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSKeyedUnarchiver (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNotificationCenter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSPredicate (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSThread (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSUUID (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSValue (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCConnection (from Foundation)
00007ff943420920 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_NotificationCenterInvalidationSource
00007ff943420790 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PreflightCache
00007ff943de73e0 (__DATA,__objc_data) external _OBJC_CLASS_$_PreflightCacheAssertion
00007ff943de7458 (__DATA,__objc_data) external _OBJC_CLASS_$_PreflightCacheBypassAssertion
00007ff943420880 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PreflightCacheInvalidationSource
00007ff9434207e0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PushButtonMonitor
00007ff943420628 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_Request
00007ff943420600 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_StorageRequest
00007ff9434205d8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_TrustedAccessoryHelper
00007ff943de7480 (__DATA,__objc_data) external _OBJC_CLASS_$_UserPasswordInvalidationSource
00007ff943de74d0 (__DATA,__objc_data) external _OBJC_CLASS_$_WatchInvalidationSource
00007ff9434205b0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_WatchMonitor
00007ff943de72a0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Caller._asid
00007ff943de72b0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Caller._auditToken
00007ff943de72a8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Caller._connection
00007ff943de7298 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Caller._euid
00007ff943de7288 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Caller._path
00007ff943de7290 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Caller._pid
00007ff943de7158 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_DarwinNotificationInvalidationSource._notificationName
00007ff943de7150 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_DarwinNotificationInvalidationSource._token
00007ff943de7260 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_DomainStateRequest._client
00007ff943de7268 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_DomainStateRequest._clientInfo
00007ff943de7270 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_DomainStateRequest._contextID
00007ff943de7280 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_DomainStateRequest._options
00007ff943de7278 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_DomainStateRequest._originatorId
00007ff943de71d8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._acl
00007ff943de71e0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._aclOperation
00007ff943de7218 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._analytics
00007ff943de71c8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._callback
00007ff943de71f0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._client
00007ff943de71f8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._clientInfo
00007ff943de71b8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._contextID
00007ff943de71a0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._customUI
00007ff943de71a8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._evaluationUserId
00007ff943de7200 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._externalizedContext
00007ff943de71e8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._options
00007ff943de71c0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._originatorId
00007ff943de7220 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._pausedEvents
00007ff943de7228 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._payload
00007ff943de71d0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._policy
00007ff943de7208 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._purpose
00007ff943de7210 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._retryingForError
00007ff943de71b0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest.analyticsData
00007ff943de7198 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest.immediateSuccess
00007ff943de70e0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalytics._allowsMultipleCollections
00007ff943de70e8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalytics._eventName
00007ff943de70f0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalytics._storage
00007ff943de70d8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalytics._wasSent
00007ff943de6ff8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._authenticationTypes
00007ff943de7030 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._biometryAttempts
00007ff943de7038 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._biometryFailures
00007ff943de7040 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._biometryNoMatches
00007ff943de7018 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._biometryResult
00007ff943de7000 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._biometryStarted
00007ff943de6ff0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._biometryType
00007ff943de6fe8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._continuity
00007ff943de7010 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._continuityEvent
00007ff943de7048 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._passcodeAttempts
00007ff943de7050 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._passcodeFailures
00007ff943de7020 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._passcodeResult
00007ff943de7008 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._passcodeStarted
00007ff943de6fd8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._policy
00007ff943de6fe0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._request
00007ff943de7028 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._result
00007ff943de6fb0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsPasscodeFallbackPeriod._biometryAttempts
00007ff943de6fb8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsPasscodeFallbackPeriod._biometrySuccessTime
00007ff943de6fa8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsPasscodeFallbackPeriod._passcodeCount
00007ff943de6fa0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsPasscodeFallbackPeriod._passcodePresentedTime
00007ff943de6f98 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsPasscodeFallbackPeriod._policyGroup
00007ff943de72c0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASIORemoteCall._callID
00007ff943de72b8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASIORemoteCall._command
00007ff943de72f0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASIORemoteCall._payload
00007ff943de72d8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASIORemoteCall._requestData
00007ff943de72e0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASIORemoteCall._responseData
00007ff943de72e8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASIORemoteCall._responseError
00007ff943de72c8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASIORemoteCall._semaphore
00007ff943de72d0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASIORemoteCall._version
00007ff943de7330 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIO._client
00007ff943de7338 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIO._delegate
00007ff943de7320 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOCommunication._client
00007ff943de72f8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOCommunication._currentCalls
00007ff943de7328 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOCommunication._delegate
00007ff943de7300 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOCommunication._queue
00007ff943de7318 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOCommunication._serviceName
