00007ff8400e99d0 (__DATA,__data) non-external _C
00007ff800ffe17d (__TEXT,__text) external _feof_unlocked
00007ff800ffe18c (__TEXT,__text) external _ferror
00007ff800ffe1b7 (__TEXT,__text) external _ferror_unlocked
                 (undefined) external _fesetenv (from libsystem_m)
00007ff800fe479c (__TEXT,__text) non-external _fetch_bitmap
00007ff800fd6db8 (__TEXT,__text) external _fflagstostr
00007ff800ffe1c6 (__TEXT,__text) external _fflush
                 (undefined) external _ffsctl (from libsystem_kernel)
00007ff800ffe3d8 (__TEXT,__text) external _fgetc
00007ff800ffe488 (__TEXT,__text) external _fgetln
00007ff800ffe618 (__TEXT,__text) external _fgetpos
00007ff800ffe63d (__TEXT,__text) external _fgets
00007ff800ffe78b (__TEXT,__text) external _fgetwc
00007ff800ffe8b1 (__TEXT,__text) external _fgetwc_l
00007ff800ffe9cb (__TEXT,__text) external _fgetwln
00007ff800ffe919 (__TEXT,__text) external _fgetwln_l
00007ff800ffebd4 (__TEXT,__text) external _fgetws
00007ff800ffe9f3 (__TEXT,__text) external _fgetws_l
00007ff8400ea6f8 (__DATA,__data) non-external _filelist_lock
00007ff800ffebfc (__TEXT,__text) external _fileno
00007ff800ffec20 (__TEXT,__text) external _fileno_unlocked
00007ff801001b28 (__TEXT,__text) non-external _find_temp_path
00007ff80101af94 (__TEXT,__text) non-external _first_wday_of
00007ff80103eab0 (__TEXT,__const) non-external _fiveToThe1000
00007ff800ffdb99 (__TEXT,__text) external _flockfile
                 (undefined) external _flsl (from libsystem_platform)
00007ff800fe1c69 (__TEXT,__text) non-external _flush_meta
                 (undefined) external _fma (from libsystem_m)
00007ff80101da33 (__TEXT,__text) external _fmemopen
00007ff80101dcc5 (__TEXT,__text) non-external _fmemopen_close
00007ff80101dbb2 (__TEXT,__text) non-external _fmemopen_read
00007ff80101dc6b (__TEXT,__text) non-external _fmemopen_seek
00007ff80101dbfc (__TEXT,__text) non-external _fmemopen_write
00007ff8400b1850 (__DATA_CONST,__const) non-external _fmt_padding
00007ff800feb178 (__TEXT,__text) external _fmtcheck
00007ff800feb61c (__TEXT,__text) external _fmtmsg
00007ff800febb87 (__TEXT,__text) external _fnmatch
00007ff800fff186 (__TEXT,__text) external _fopen
00007ff80103b8ca (__TEXT,__text) external _fopen$DARWIN_EXTSN
00007ff800fdc4fb (__TEXT,__text) external _fork
00007ff800fff283 (__TEXT,__text) external _fprintf
00007ff800fff347 (__TEXT,__text) external _fprintf_l
00007ff8400ea958 (__DATA,__data) non-external _fptr
00007ff800fff3e3 (__TEXT,__text) external _fpurge
00007ff800fff461 (__TEXT,__text) external _fputc
00007ff800fff4c8 (__TEXT,__text) external _fputs
00007ff800fff635 (__TEXT,__text) external _fputwc
00007ff800fff698 (__TEXT,__text) external _fputwc_l
00007ff800fff867 (__TEXT,__text) external _fputws
00007ff800fff708 (__TEXT,__text) external _fputws_l
00007ff800fff9ed (__TEXT,__text) external _fread
                 (undefined) external _free (from libsystem_malloc)
00007ff800fdac20 (__TEXT,__text) external _free_printf_comp
00007ff800fdaf9c (__TEXT,__text) external _free_printf_domain
00007ff800fd94c3 (__TEXT,__text) external _freelocale
00007ff800fffc78 (__TEXT,__text) external _freopen
00007ff800ffffca (__TEXT,__text) external _fscanf
00007ff8010000e4 (__TEXT,__text) external _fscanf_l
                 (undefined) external _fsctl (from libsystem_kernel)
00007ff801000201 (__TEXT,__text) external _fseek
00007ff8010006aa (__TEXT,__text) external _fseeko
00007ff80100070e (__TEXT,__text) external _fsetpos
                 (undefined) external _fstat (from libsystem_kernel)
                 (undefined) external _fstatat (from libsystem_kernel)
                 (undefined) external _fstatfs (from libsystem_kernel)
00007ff800fd2998 (__TEXT,__text) external _fstatvfs
00007ff8400e9370 (__DATA,__data) non-external _fstypenames
                 (undefined) external _fsync$NOCANCEL (from libsystem_kernel)
00007ff800fdcc46 (__TEXT,__text) external _fsync_volume_np
00007ff80100071d (__TEXT,__text) external _ftell
00007ff801000727 (__TEXT,__text) external _ftello
00007ff80101548b (__TEXT,__text) external _ftime
00007ff800fecd29 (__TEXT,__text) external _ftok
                 (undefined) external _ftruncate (from libsystem_kernel)
00007ff800ffdbcf (__TEXT,__text) external _ftrylockfile
00007ff800fd5303 (__TEXT,__text) non-external _fts_alloc
00007ff800fd445f (__TEXT,__text) non-external _fts_build
00007ff80103cbce (__TEXT,__text) non-external _fts_build.cold.1
00007ff80103cbce (__TEXT,__text) non-external _fts_build.cold.2
00007ff80103cbce (__TEXT,__text) non-external _fts_build.cold.3
00007ff80103cbce (__TEXT,__text) non-external _fts_build.cold.4
00007ff80103cbce (__TEXT,__text) non-external _fts_build.cold.5
00007ff80103cbce (__TEXT,__text) non-external _fts_build.cold.6
00007ff800fd5147 (__TEXT,__text) external _fts_children
00007ff800fd3ce3 (__TEXT,__text) external _fts_close
00007ff800fd3e1f (__TEXT,__text) non-external _fts_fchdir
00007ff800fd3deb (__TEXT,__text) non-external _fts_free
00007ff800fd5090 (__TEXT,__text) non-external _fts_load
00007ff800fd3920 (__TEXT,__text) external _fts_open
00007ff800fd3c43 (__TEXT,__text) external _fts_open_b
00007ff800fd5292 (__TEXT,__text) non-external _fts_palloc
00007ff800fd3e39 (__TEXT,__text) external _fts_read
00007ff800fd4295 (__TEXT,__text) non-external _fts_safe_changedir
00007ff800fd5125 (__TEXT,__text) external _fts_set
00007ff800fd5394 (__TEXT,__text) non-external _fts_sort
00007ff800fd54b1 (__TEXT,__text) non-external _fts_stat2
00007ff800fd6840 (__TEXT,__text) external _ftw
00007ff800ffdc03 (__TEXT,__text) external _funlockfile
00007ff8010008e9 (__TEXT,__text) external _funopen
00007ff801000d5e (__TEXT,__text) external _fwide
00007ff801000db7 (__TEXT,__text) external _fwprintf
00007ff801000e7b (__TEXT,__text) external _fwprintf_l
00007ff801000f17 (__TEXT,__text) external _fwrite
00007ff801001029 (__TEXT,__text) external _fwscanf
00007ff8010010ed (__TEXT,__text) external _fwscanf_l
00007ff800fda97b (__TEXT,__text) external _fxprintf
00007ff800fdb412 (__TEXT,__text) external _fxprintf_exec
00007ff8400e91b0 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
00007ff801027294 (__TEXT,__text) external _gcvt
00007ff800fe93dd (__TEXT,__text) non-external _gdtoa_freelist_free
00007ff8400eb998 (__DATA,__bss) non-external _gdtoa_tsd_key
00007ff8400e9fb0 (__DATA,__data) non-external _gdtoa_tsd_lock
00007ff800fd170c (__TEXT,__text) non-external _generalSlowpath
00007ff80103c9e1 (__TEXT,__text) non-external _generalSlowpath.cold.1
00007ff80103cb1c (__TEXT,__text) non-external _generalSlowpath.cold.10
00007ff80103cb3f (__TEXT,__text) non-external _generalSlowpath.cold.11
00007ff80103cb62 (__TEXT,__text) non-external _generalSlowpath.cold.12
00007ff80103cb85 (__TEXT,__text) non-external _generalSlowpath.cold.13
00007ff80103ca04 (__TEXT,__text) non-external _generalSlowpath.cold.2
00007ff80103ca27 (__TEXT,__text) non-external _generalSlowpath.cold.3
00007ff80103ca4a (__TEXT,__text) non-external _generalSlowpath.cold.4
00007ff80103ca6d (__TEXT,__text) non-external _generalSlowpath.cold.5
00007ff80103ca90 (__TEXT,__text) non-external _generalSlowpath.cold.6
00007ff80103cab3 (__TEXT,__text) non-external _generalSlowpath.cold.7
00007ff80103cad6 (__TEXT,__text) non-external _generalSlowpath.cold.8
00007ff80103caf9 (__TEXT,__text) non-external _generalSlowpath.cold.9
00007ff8400eb914 (__DATA,__bss) non-external _get_clock.adjustment
00007ff8400eb928 (__DATA,__bss) non-external _get_clock.clock_seq
00007ff8400eb918 (__DATA,__bss) non-external _get_clock.last
00007ff800feb1ed (__TEXT,__text) non-external _get_next_format
00007ff800feb33c (__TEXT,__text) non-external _get_next_format_from_precision
00007ff800feb2ec (__TEXT,__text) non-external _get_next_format_from_width
                 (undefined) external _getattrlist (from libsystem_kernel)
                 (undefined) external _getattrlistbulk (from libsystem_kernel)
00007ff800fecd9b (__TEXT,__text) external _getbsize
00007ff8400eb9f0 (__DATA,__bss) non-external _getbsize.header
00007ff801001189 (__TEXT,__text) external _getc
00007ff8010011d0 (__TEXT,__text) external _getc_unlocked
00007ff8010011f6 (__TEXT,__text) external _getchar
00007ff801001241 (__TEXT,__text) external _getchar_unlocked
00007ff800fee894 (__TEXT,__text) external _getcwd
00007ff800fda244 (__TEXT,__text) external _getdate
00007ff8400eb8c8 (__DATA,__bss) non-external _getdate.tm
00007ff8400f66a8 (__DATA,__common) external _getdate_err
00007ff801001271 (__TEXT,__text) external _getdelim
00007ff800fd3253 (__TEXT,__text) external _getdiskbyname
00007ff8400eb7d0 (__DATA,__bss) non-external _getdiskbyname.dp
                 (undefined) external _getdtablesize (from libsystem_kernel)
00007ff800fed09b (__TEXT,__text) non-external _getent
00007ff80101f00b (__TEXT,__text) external _getenv
00007ff80101f058 (__TEXT,__text) external _getenv_copy_np
                 (undefined) external _getfsstat (from libsystem_kernel)
00007ff800fdce18 (__TEXT,__text) external _gethostid
00007ff800fee8a3 (__TEXT,__text) external _gethostname
00007ff801001532 (__TEXT,__text) external _getline
00007ff800fd5963 (__TEXT,__text) external _getloadavg
00007ff800fee9af (__TEXT,__text) external _getmntinfo
00007ff8400eba38 (__DATA,__bss) non-external _getmntinfo.vars
00007ff800fee9d5 (__TEXT,__text) non-external _getmntinfo_internal
00007ff800feea9c (__TEXT,__text) external _getmntinfo_r_np
00007ff800feff8c (__TEXT,__text) external _getmode
00007ff8010177cb (__TEXT,__text) non-external _getoffset
00007ff80101f15e (__TEXT,__text) external _getopt
00007ff8400ea8f8 (__DATA,__data) non-external _getopt.place
00007ff80101f3a1 (__TEXT,__text) non-external _getopt_internal
00007ff80103e07f (__TEXT,__text) non-external _getopt_internal.cold.1
00007ff8400ea900 (__DATA,__data) non-external _getopt_internal.posixly_correct
00007ff80101f391 (__TEXT,__text) external _getopt_long
00007ff80101f9dc (__TEXT,__text) external _getopt_long_only
00007ff800feeaf4 (__TEXT,__text) external _getpagesize
00007ff8400eba50 (__DATA,__bss) non-external _getpagesize.value
00007ff800feeb6d (__TEXT,__text) external _getpeereid
                 (undefined) external _getpgrp (from libsystem_kernel)
                 (undefined) external _getpid (from libsystem_kernel)
                 (undefined) external _getpriority (from libsystem_kernel)
00007ff800feebe1 (__TEXT,__text) external _getprogname
                 (undefined) external _getrlimit (from libsystem_kernel)
00007ff8010177fc (__TEXT,__text) non-external _getrule
                 (undefined) external _getrusage (from libsystem_kernel)
00007ff801001544 (__TEXT,__text) external _gets
00007ff801040160 (__TEXT,__const) non-external _gets.w
00007ff8400ed4d8 (__DATA,__bss) non-external _gets.warned
00007ff801017bf7 (__TEXT,__text) non-external _getsecs
                 (undefined) external _getsockopt (from libsystem_kernel)
00007ff80101fe29 (__TEXT,__text) external _getsubopt
00007ff800fdc5cb (__TEXT,__text) external _gettimeofday
00007ff8400eb98c (__DATA,__bss) non-external _gettimeofday.cached_tz.0
00007ff8400eb990 (__DATA,__bss) non-external _gettimeofday.cached_tz.1
00007ff8400eb988 (__DATA,__bss) non-external _gettimeofday.validtz
00007ff800fd5b81 (__TEXT,__text) external _getttyent
00007ff8400eb820 (__DATA,__bss) non-external _getttyent.line
00007ff8400b10b0 (__DATA_CONST,__const) non-external _getttyent.nonexistent
00007ff8400eb7e0 (__DATA,__bss) non-external _getttyent.tty
00007ff800fd5a27 (__TEXT,__text) external _getttynam
00007ff800fd38bc (__TEXT,__text) non-external _gettype
00007ff800fd6291 (__TEXT,__text) external _getusershell
00007ff800fd654c (__TEXT,__text) external _getvfsbyname
00007ff8010015f9 (__TEXT,__text) external _getw
00007ff801001634 (__TEXT,__text) external _getwc
00007ff80100165c (__TEXT,__text) external _getwc_l
00007ff801001666 (__TEXT,__text) external _getwchar
00007ff801001698 (__TEXT,__text) external _getwchar_l
00007ff800fdce89 (__TEXT,__text) external _getwd
00007ff80101774b (__TEXT,__text) non-external _getzname
00007ff801040424 (__TEXT,__const) non-external _gmt
00007ff801017d0c (__TEXT,__text) non-external _gmt_init
00007ff8400ea890 (__DATA,__data) non-external _gmt_once
00007ff80101701a (__TEXT,__text) external _gmtime
00007ff8400f1e28 (__DATA,__bss) non-external _gmtime_key
00007ff8400f1e24 (__DATA,__bss) non-external _gmtime_key_error
00007ff8010170b8 (__TEXT,__text) non-external _gmtime_key_init
00007ff8400ea880 (__DATA,__data) non-external _gmtime_once
00007ff801017140 (__TEXT,__text) external _gmtime_r
00007ff8010165e2 (__TEXT,__text) non-external _gmtload
00007ff8400f1e68 (__DATA,__bss) non-external _gmtmem
00007ff8010170dc (__TEXT,__text) non-external _gmtsub
00007ff8010405a0 (__TEXT,__const) non-external _gnuoptchar
00007ff8400eba18 (__DATA,__bss) non-external _gottoprec
00007ff801026e70 (__TEXT,__text) external _grantpt
00007ff80100ab74 (__TEXT,__text) non-external _grouping_init
00007ff801011662 (__TEXT,__text) non-external _grouping_init
00007ff80100ad1b (__TEXT,__text) non-external _grouping_print
00007ff8010118a5 (__TEXT,__text) non-external _grouping_print
00007ff8400f6688 (__DATA,__bss) non-external _handlers
00007ff800fe3210 (__TEXT,__text) non-external _hash4
00007ff800fe1e22 (__TEXT,__text) non-external _hash_access
00007ff800fe16c0 (__TEXT,__text) non-external _hash_close
00007ff8010256da (__TEXT,__text) external _hash_create
00007ff800fe16f1 (__TEXT,__text) non-external _hash_delete
00007ff801025766 (__TEXT,__text) external _hash_destroy
00007ff800fe174e (__TEXT,__text) non-external _hash_fd
00007ff800fe177e (__TEXT,__text) non-external _hash_get
00007ff8010259bc (__TEXT,__text) external _hash_purge
00007ff800fe17c3 (__TEXT,__text) non-external _hash_put
00007ff801025830 (__TEXT,__text) external _hash_search
00007ff800fe182a (__TEXT,__text) non-external _hash_seq
00007ff801025a32 (__TEXT,__text) external _hash_stats
00007ff800fe1a82 (__TEXT,__text) non-external _hash_sync
00007ff801025947 (__TEXT,__text) external _hash_traverse
00007ff80101ff59 (__TEXT,__text) external _hcreate
00007ff800fe15a0 (__TEXT,__text) non-external _hdestroy
00007ff801020027 (__TEXT,__text) external _hdestroy
00007ff801020158 (__TEXT,__text) external _heapsort
00007ff80102750a (__TEXT,__text) external _heapsort_b
00007ff80103e8a0 (__TEXT,__const) non-external _hexdigit
00007ff801043030 (__TEXT,__cstring) non-external _hexlist
00007ff8400eb888 (__DATA,__bss) non-external _hexpreg
                 (undefined) external _host_get_clock_service (from libsystem_kernel)
00007ff8010200a3 (__TEXT,__text) external _hsearch
00007ff8400f6620 (__DATA,__bss) non-external _htable
00007ff8400f6628 (__DATA,__bss) non-external _htablesize
00007ff801040580 (__TEXT,__const) non-external _illoptchar
00007ff801040670 (__TEXT,__const) non-external _illoptstring
00007ff8010203c9 (__TEXT,__text) external _imaxabs
00007ff8010203d9 (__TEXT,__text) external _imaxdiv
                 (indirect) external _index (for __platform_strchr)
00007ff800fd1fb4 (__TEXT,__text) non-external _infinity
00007ff800fd2276 (__TEXT,__text) non-external _initMPFromDigits
00007ff80103e9a0 (__TEXT,__const) non-external _initMPFromDigits.powersOfTen
00007ff800fd62c5 (__TEXT,__text) non-external _initshells
00007ff801024378 (__TEXT,__text) external _initstate
00007ff801020d6a (__TEXT,__text) non-external _insertionsort
00007ff801029075 (__TEXT,__text) non-external _insertionsort
00007ff801020408 (__TEXT,__text) external _insque
                 (undefined) external _ioctl (from libsystem_kernel)
00007ff800fd7677 (__TEXT,__text) external _isalnum
00007ff800fd7dcc (__TEXT,__text) external _isalnum_l
00007ff800fd76db (__TEXT,__text) external _isalpha
00007ff800fd7e30 (__TEXT,__text) external _isalpha_l
00007ff800fd7666 (__TEXT,__text) external _isascii
00007ff800feebef (__TEXT,__text) external _isatty
00007ff800fd7739 (__TEXT,__text) external _isblank
00007ff800fd7e8e (__TEXT,__text) external _isblank_l
00007ff800fd7797 (__TEXT,__text) external _iscntrl
00007ff800fd7eec (__TEXT,__text) external _iscntrl_l
00007ff800fd77f5 (__TEXT,__text) external _isdigit
00007ff800fd7f4a (__TEXT,__text) external _isdigit_l
00007ff800fd7818 (__TEXT,__text) external _isgraph
00007ff800fd7fa8 (__TEXT,__text) external _isgraph_l
00007ff800fd7b4d (__TEXT,__text) external _ishexnumber
00007ff800fd8006 (__TEXT,__text) external _ishexnumber_l
00007ff800fd7bab (__TEXT,__text) external _isideogram
00007ff800fd8064 (__TEXT,__text) external _isideogram_l
00007ff800fd7876 (__TEXT,__text) external _islower
00007ff800fd80c2 (__TEXT,__text) external _islower_l
00007ff800fd7c09 (__TEXT,__text) external _isnumber
00007ff800fd8120 (__TEXT,__text) external _isnumber_l
00007ff800fd7c67 (__TEXT,__text) external _isphonogram
00007ff800fd817e (__TEXT,__text) external _isphonogram_l
00007ff800fd78d4 (__TEXT,__text) external _isprint
00007ff800fd81dc (__TEXT,__text) external _isprint_l
00007ff800fd7932 (__TEXT,__text) external _ispunct
00007ff800fd823a (__TEXT,__text) external _ispunct_l
00007ff800fd7cc5 (__TEXT,__text) external _isrune
00007ff800fd8298 (__TEXT,__text) external _isrune_l
                 (undefined) external _issetugid (from libsystem_kernel)
00007ff800fd7990 (__TEXT,__text) external _isspace
00007ff800fd8301 (__TEXT,__text) external _isspace_l
00007ff800fd7d27 (__TEXT,__text) external _isspecial
00007ff800fd835f (__TEXT,__text) external _isspecial_l
00007ff800ff27d3 (__TEXT,__text) non-external _istrsenvisx
00007ff80103d964 (__TEXT,__text) non-external _istrsenvisx.cold.1
00007ff80103d987 (__TEXT,__text) non-external _istrsenvisx.cold.2
00007ff80103d9aa (__TEXT,__text) non-external _istrsenvisx.cold.3
00007ff80103d9cd (__TEXT,__text) non-external _istrsenvisx.cold.4
00007ff800ff2f7d (__TEXT,__text) non-external _istrsenvisxl
00007ff800fd79ee (__TEXT,__text) external _isupper
00007ff800fd83bd (__TEXT,__text) external _isupper_l
00007ff800fd84c9 (__TEXT,__text) external _iswalnum
00007ff800fd8959 (__TEXT,__text) external _iswalnum_l
00007ff800fd852d (__TEXT,__text) external _iswalpha
00007ff800fd89bd (__TEXT,__text) external _iswalpha_l
00007ff800fd8e7a (__TEXT,__text) external _iswascii
00007ff800fd8e1c (__TEXT,__text) external _iswblank
00007ff800fd90c3 (__TEXT,__text) external _iswblank_l
00007ff800fd858b (__TEXT,__text) external _iswcntrl
00007ff800fd8a1b (__TEXT,__text) external _iswcntrl_l
00007ff800fd85e9 (__TEXT,__text) external _iswctype
00007ff800fd8a79 (__TEXT,__text) external _iswctype_l
00007ff800fd8653 (__TEXT,__text) external _iswdigit
00007ff800fd8aea (__TEXT,__text) external _iswdigit_l
00007ff800fd8676 (__TEXT,__text) external _iswgraph
00007ff800fd8b48 (__TEXT,__text) external _iswgraph_l
00007ff800fd8e8b (__TEXT,__text) external _iswhexnumber
00007ff800fd9121 (__TEXT,__text) external _iswhexnumber_l
00007ff800fd8ee9 (__TEXT,__text) external _iswideogram
00007ff800fd917f (__TEXT,__text) external _iswideogram_l
00007ff800fd86d4 (__TEXT,__text) external _iswlower
00007ff800fd8ba6 (__TEXT,__text) external _iswlower_l
00007ff800fd8f47 (__TEXT,__text) external _iswnumber
00007ff800fd91dd (__TEXT,__text) external _iswnumber_l
00007ff800fd8fa5 (__TEXT,__text) external _iswphonogram
00007ff800fd923b (__TEXT,__text) external _iswphonogram_l
00007ff800fd8732 (__TEXT,__text) external _iswprint
00007ff800fd8c04 (__TEXT,__text) external _iswprint_l
00007ff800fd8790 (__TEXT,__text) external _iswpunct
00007ff800fd8c62 (__TEXT,__text) external _iswpunct_l
00007ff800fd9003 (__TEXT,__text) external _iswrune
00007ff800fd9299 (__TEXT,__text) external _iswrune_l
00007ff800fd87ee (__TEXT,__text) external _iswspace
00007ff800fd8cc0 (__TEXT,__text) external _iswspace_l
00007ff800fd9065 (__TEXT,__text) external _iswspecial
00007ff800fd9302 (__TEXT,__text) external _iswspecial_l
00007ff800fd884c (__TEXT,__text) external _iswupper
00007ff800fd8d1e (__TEXT,__text) external _iswupper_l
00007ff800fd88aa (__TEXT,__text) external _iswxdigit
00007ff800fd8d7c (__TEXT,__text) external _iswxdigit_l
00007ff800fd7a4c (__TEXT,__text) external _isxdigit
00007ff800fd841b (__TEXT,__text) external _isxdigit_l
00007ff800feec89 (__TEXT,__text) external _jrand48
00007ff8400b13a0 (__DATA_CONST,__const) external _kOSThermalNotificationPressureLevelName
                 (undefined) external _kill (from libsystem_kernel)
00007ff800fdcec1 (__TEXT,__text) external _killpg
00007ff801027036 (__TEXT,__text) external _l64a
00007ff8400f6678 (__DATA,__bss) non-external _l64a.buf
00007ff801020431 (__TEXT,__text) external _labs
00007ff800ff4e53 (__TEXT,__text) non-external _largesearch
00007ff8400f65d0 (__DATA,__bss) non-external _last_default_tzload_mtimespec
00007ff8400ea738 (__DATA,__data) non-external _lastglue
00007ff800fd27e8 (__TEXT,__text) external _lchflags
00007ff800fd2822 (__TEXT,__text) external _lchmod
00007ff8400ed5b0 (__DATA,__bss) non-external _lcl_TZname
00007ff8400ed5a0 (__DATA,__bss) non-external _lcl_is_set
00007ff8400ea790 (__DATA,__data) non-external (was a private external) _lcl_rwlock
00007ff8400ed6b0 (__DATA,__bss) non-external _lclmem
00007ff800feecc9 (__TEXT,__text) external _lcong48
00007ff801020441 (__TEXT,__text) external _ldiv
00007ff80102051e (__TEXT,__text) external _lfind
00007ff801004bc8 (__TEXT,__text) non-external _lflush
00007ff8400f66b8 (__DATA,__common) non-external (was a private external) _libc_hooks
00007ff800fdcca1 (__TEXT,__text) external _libc_set_introspection_hooks
00007ff80103cc07 (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.1
00007ff80103cc28 (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.2
00007ff80103cc49 (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.3
00007ff80103cc6a (__TEXT,__text) non-external _libc_set_introspection_hooks.cold.4
00007ff800ffce24 (__TEXT,__text) external _link_addr
00007ff800ffcfa8 (__TEXT,__text) external _link_ntoa
00007ff8400ebca0 (__DATA,__bss) non-external _link_ntoa.obuf
00007ff801020470 (__TEXT,__text) external _llabs
00007ff801020480 (__TEXT,__text) external _lldiv
00007ff800ffd500 (__TEXT,__text) non-external _loadCat
00007ff800ff99ad (__TEXT,__text) non-external _loadlocale
00007ff800ff7f92 (__TEXT,__text) external _localeconv
00007ff800ff7e02 (__TEXT,__text) external _localeconv_l
00007ff80103dac2 (__TEXT,__text) non-external _localeconv_l.cold.1
00007ff80103dad4 (__TEXT,__text) non-external _localeconv_l.cold.2
00007ff801016ed8 (__TEXT,__text) external _localtime
00007ff8400f1e20 (__DATA,__bss) non-external _localtime_key
00007ff8400f1e18 (__DATA,__bss) non-external _localtime_key_error
00007ff801016fa7 (__TEXT,__text) non-external _localtime_key_init
00007ff8400ea870 (__DATA,__data) non-external _localtime_once
00007ff801016fcb (__TEXT,__text) external _localtime_r
00007ff80103ae38 (__TEXT,__text) external _lockf
00007ff800feed0c (__TEXT,__text) external _lockf$NOCANCEL
00007ff800fdb6c9 (__TEXT,__text) external _login_tty
00007ff800ff4ea1 (__TEXT,__text) non-external _lookup_substsearch
00007ff80103d9f0 (__TEXT,__text) non-external _lookup_substsearch.cold.1
00007ff800feeddc (__TEXT,__text) external _lrand48
00007ff8010204af (__TEXT,__text) external _lsearch
                 (undefined) external _lseek (from libsystem_kernel)
                 (undefined) external _lstat (from libsystem_kernel)
00007ff800fd2867 (__TEXT,__text) external _lutimes
                 (undefined) external _mach_absolute_time (from libsystem_kernel)
                 (undefined) external _mach_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_boottime_usec (from libsystem_kernel)
                 (undefined) external _mach_continuous_approximate_time (from libsystem_kernel)
                 (undefined) external _mach_continuous_time (from libsystem_kernel)
                 (undefined) external _mach_error_string (from libsystem_kernel)
                 (undefined) external _mach_host_self (from libsystem_kernel)
                 (undefined) external _mach_port_deallocate (from libsystem_kernel)
                 (undefined) external _mach_task_self_ (from libsystem_kernel)
                 (undefined) external _mach_timebase_info (from libsystem_kernel)
                 (undefined) external _malloc_type_calloc (from libsystem_malloc)
                 (undefined) external _malloc_type_malloc (from libsystem_malloc)
                 (undefined) external _malloc_type_realloc (from libsystem_malloc)
00007ff8400b1110 (__DATA_CONST,__const) non-external _mapping
00007ff800ff803d (__TEXT,__text) external _mblen
00007ff800ff7fba (__TEXT,__text) external _mblen_l
00007ff800ff810d (__TEXT,__text) external _mbrlen
00007ff800ff80c4 (__TEXT,__text) external _mbrlen_l
00007ff800ff81a4 (__TEXT,__text) external _mbrtowc
00007ff800ff815f (__TEXT,__text) external _mbrtowc_l
00007ff800ff821d (__TEXT,__text) external _mbsinit
00007ff800ff81ea (__TEXT,__text) external _mbsinit_l
00007ff800ff829a (__TEXT,__text) external _mbsnrtowcs
00007ff800ff8255 (__TEXT,__text) external _mbsnrtowcs_l
00007ff800ff8431 (__TEXT,__text) external _mbsrtowcs
00007ff800ff83e6 (__TEXT,__text) external _mbsrtowcs_l
00007ff800ff8530 (__TEXT,__text) external _mbstowcs
00007ff800ff8485 (__TEXT,__text) external _mbstowcs_l
00007ff800ff866f (__TEXT,__text) external _mbtowc
00007ff800ff85e0 (__TEXT,__text) external _mbtowc_l
                 (indirect) external _memccpy (for __platform_memccpy)
                 (indirect) external _memchr (for __platform_memchr)
                 (indirect) external _memcmp (for __platform_memcmp)
                 (indirect) external _memcpy (for __platform_memmove)
00007ff80101b28d (__TEXT,__text) external _memmem
                 (indirect) external _memmove (for __platform_memmove)
                 (indirect) external _memset (for __platform_memset)
                 (indirect) external _memset_pattern16 (for __platform_memset_pattern16)
                 (indirect) external _memset_pattern4 (for __platform_memset_pattern4)
                 (indirect) external _memset_pattern8 (for __platform_memset_pattern8)
00007ff80102e1b8 (__TEXT,__text) external _memset_s
00007ff800ffce14 (__TEXT,__text) non-external _memstream_close
00007ff800ffcd8e (__TEXT,__text) non-external _memstream_seek
00007ff80103db07 (__TEXT,__text) non-external _memstream_seek.cold.1
00007ff80103db2a (__TEXT,__text) non-external _memstream_seek.cold.2
00007ff800ffcc79 (__TEXT,__text) non-external _memstream_update
00007ff80103dae6 (__TEXT,__text) non-external _memstream_update.cold.1
00007ff800ffcca3 (__TEXT,__text) non-external _memstream_write
00007ff801020570 (__TEXT,__text) external _mergesort
00007ff80102884c (__TEXT,__text) external _mergesort_b
                 (undefined) external _mkdirat (from libsystem_kernel)
00007ff801001fa4 (__TEXT,__text) external _mkdtemp
00007ff801002013 (__TEXT,__text) external _mkdtempat_np
00007ff801001ee9 (__TEXT,__text) external _mkostemp
00007ff801001ac0 (__TEXT,__text) external _mkostemps
00007ff801001dfd (__TEXT,__text) external _mkostempsat_np
00007ff800fdbb76 (__TEXT,__text) external _mkpath_np
00007ff800fdbb8c (__TEXT,__text) external _mkpathat_np
00007ff801001f57 (__TEXT,__text) external _mkstemp
00007ff80100213f (__TEXT,__text) external _mkstemp_dprotected_np
00007ff801001e59 (__TEXT,__text) external _mkstemps
00007ff801001ea6 (__TEXT,__text) external _mkstempsat_np
00007ff8010020fd (__TEXT,__text) external _mktemp
00007ff801017492 (__TEXT,__text) external _mktime
                 (undefined) external _mmap (from libsystem_kernel)
00007ff801040430 (__TEXT,__const) non-external _mon_lengths
00007ff800fd7642 (__TEXT,__text) external _monaddition
00007ff800fd765a (__TEXT,__text) external _moncontrol
00007ff800fd7660 (__TEXT,__text) external _moncount
00007ff800fd7636 (__TEXT,__text) external _moninit
00007ff800fd7654 (__TEXT,__text) external _monitor
00007ff800fd764e (__TEXT,__text) external _monoutput
00007ff800fd7648 (__TEXT,__text) external _monreset
00007ff800fd763c (__TEXT,__text) external _monstartup
00007ff800ffee92 (__TEXT,__text) non-external _moreglue
