00007ffb183fcc1f (__TEXT,__text) external _AAArchiveStreamCancel
00007ffb1841ce95 (__TEXT,__text) non-external _rangeInputStreamClose
00007ffb1841ced5 (__TEXT,__text) non-external _rangeInputStreamRead
00007ffb18401bab (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r$INODE64 (from libSystem)
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
00007ffb18440e46 (__TEXT,__text) non-external _realloc_ace
00007ffb1843e471 (__TEXT,__text) non-external _realloc_attr
00007ffb184013ed (__TEXT,__text) non-external _realloc_blob
00007ffb1843bdd0 (__TEXT,__text) non-external _realloc_blob
00007ffb1843e3d0 (__TEXT,__text) non-external _realloc_blob
00007ffb18440da5 (__TEXT,__text) non-external _realloc_blob
00007ffb1840148e (__TEXT,__text) non-external _realloc_entries
00007ffb1843be75 (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
00007ffb1842289c (__TEXT,__text) non-external _removeEntryProc
00007ffb184224e9 (__TEXT,__text) non-external (was a private external) _removeFile
00007ffb18422936 (__TEXT,__text) non-external _removeLeaveDirProc
00007ffb18413cdc (__TEXT,__text) non-external _removeStreamAbort
00007ffb1841349f (__TEXT,__text) non-external _removeStreamClose
00007ffb18413ccc (__TEXT,__text) non-external _removeStreamWriteBlob
00007ffb184137dc (__TEXT,__text) non-external _removeStreamWriteHeader
00007ffb18422866 (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
00007ffb1842cb96 (__TEXT,__text) non-external _retireEntryRange
00007ffb1843b338 (__TEXT,__text) non-external _retireThreadEnqueue
00007ffb18437223 (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
00007ffb1841aa33 (__TEXT,__text) non-external _seekTo
00007ffb18412a2f (__TEXT,__text) non-external _sendEOF
00007ffb18424a77 (__TEXT,__text) non-external _sendHeader
00007ffb18407d9a (__TEXT,__text) non-external _sendMessage
00007ffb1844b94a (__TEXT,__text) non-external _sendMessage
00007ffb18410ddc (__TEXT,__text) non-external _sequentialReaderProc
00007ffb18410e60 (__TEXT,__text) non-external _sequentialWriterProc
00007ffb184522b0 (__TEXT,__cstring) non-external _serializeHexString.digit
00007ffb18427d58 (__TEXT,__text) non-external _setFieldBlob
00007ffb18421b31 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
00007ffb18422b24 (__TEXT,__text) non-external _setThreadErrorContext
                 (undefined) external _setattrlist (from libSystem)
00007ffb184256d7 (__TEXT,__text) non-external _setupContext
00007ffb1842a9cc (__TEXT,__text) non-external _setupContext
00007ffb184209f1 (__TEXT,__text) non-external (was a private external) _sha1ToString
00007ffb1840c02b (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
00007ffb183fc86f (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat$INODE64 (from libSystem)
00007ffb18421aa6 (__TEXT,__text) non-external (was a private external) _statIsCompressed
00007ffb1842298d (__TEXT,__text) non-external (was a private external) _statIsDataless
00007ffb184337a4 (__TEXT,__text) non-external _stateAppendEntry
00007ffb184331a2 (__TEXT,__text) non-external _stateConcatPath
00007ffb1843080a (__TEXT,__text) non-external _stateDestroy
00007ffb184331d5 (__TEXT,__text) non-external _stateGetEntryData
00007ffb18433395 (__TEXT,__text) non-external _stateShouldCreateFileInCluster
                 (undefined) external _statfs$INODE64 (from libSystem)
00007ffb18421196 (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
00007ffb1841ff24 (__TEXT,__text) non-external _streamAbort
00007ffb18428c93 (__TEXT,__text) non-external _streamAbort
00007ffb1841fdb4 (__TEXT,__text) non-external _streamClose
00007ffb184288d3 (__TEXT,__text) non-external _streamClose
00007ffb1840a78f (__TEXT,__text) non-external _streamConsumerProc
00007ffb184294c7 (__TEXT,__text) non-external _streamEnqueueWriteChunkToStream
00007ffb1841ff41 (__TEXT,__text) non-external _streamPRead
00007ffb18428cb3 (__TEXT,__text) non-external _streamPWrite
00007ffb1844abf5 (__TEXT,__text) non-external _streamProc
00007ffb18420346 (__TEXT,__text) non-external _streamRead
00007ffb18420369 (__TEXT,__text) non-external _streamSeek
00007ffb1840a84b (__TEXT,__text) non-external _streamThreadProc
00007ffb1840a700 (__TEXT,__text) non-external _streamWorkerProc
                 (undefined) external _strerror (from libSystem)
00007ffb18419144 (__TEXT,__text) non-external _stringTableIndexCompareProc
00007ffb18418c1d (__TEXT,__text) non-external _stringTableReserve
                 (undefined) external _strlcpy (from libSystem)
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _strncmp (from libSystem)
                 (undefined) external _strrchr (from libSystem)
                 (undefined) external _strtoll (from libSystem)
                 (undefined) external _symlink (from libSystem)
                 (undefined) external _symlinkat (from libSystem)
                 (undefined) external _sysconf (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00007ffb18440a00 (__TEXT,__text) non-external _tarParseInt
00007ffb1841c31e (__TEXT,__text) non-external _threadPipelineConsumerThreadProc
00007ffb1841c028 (__TEXT,__text) non-external _threadPipelineWorkerThreadProc
00007ffb18448139 (__TEXT,__text) non-external _threadPoolWorkerThreadProc
00007ffb184233f8 (__TEXT,__text) non-external _threadWrapperProc
00007ffb1840f020 (__TEXT,__text) non-external _treeAdd
00007ffb1840e9e9 (__TEXT,__text) non-external (was a private external) _treeDeleteRangeWithPoint
00007ffb1840ecba (__TEXT,__text) non-external _treeRebalance
00007ffb1840f9b6 (__TEXT,__text) non-external _treeRotateLeft
00007ffb1840f8a7 (__TEXT,__text) non-external _treeRotateRight
00007ffb1840ef00 (__TEXT,__text) non-external (was a private external) _treeSub
                 (undefined) external _unlink (from libSystem)
00007ffb1842c60c (__TEXT,__text) non-external _unlinkTempSegment
                 (undefined) external _unlinkat (from libSystem)
00007ffb18421432 (__TEXT,__text) non-external (was a private external) _updateFileAttributes
00007ffb18423075 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextErrorCode
00007ffb184230a7 (__TEXT,__text) non-external (was a private external) _updateThreadErrorContextWarningCode
00007ffb1843d04a (__TEXT,__text) non-external _update_field_sizes
                 (undefined) external _usleep (from libSystem)
                 (undefined) external _utimes (from libSystem)
                 (undefined) external _uuid_parse (from libSystem)
                 (undefined) external _uuid_unparse_upper (from libSystem)
                 (undefined) external _valloc (from libSystem)
00007ffb18407d03 (__TEXT,__text) non-external _verifyDirectoryStreamCancel
00007ffb184071ac (__TEXT,__text) non-external _verifyDirectoryStreamClose
00007ffb18407b3a (__TEXT,__text) non-external _verifyDirectoryStreamWriteBlob
00007ffb18407547 (__TEXT,__text) non-external _verifyDirectoryStreamWriteHeader
00007ffb1842597d (__TEXT,__text) non-external _verifySegment
00007ffb1842b7b8 (__TEXT,__text) non-external _verifySegment
                 (undefined) external _vsnprintf (from libSystem)
00007ffb1843346e (__TEXT,__text) non-external _workerApplyAttr
00007ffb18407d18 (__TEXT,__text) non-external _workerDataFree
00007ffb184336ae (__TEXT,__text) non-external _workerDecodeAndApplyACL
00007ffb184335b8 (__TEXT,__text) non-external _workerDecodeAndApplyXAT
00007ffb18413cf1 (__TEXT,__text) non-external _workerDestroy
00007ffb1843314c (__TEXT,__text) non-external _workerDestroy
00007ffb183fa744 (__TEXT,__text) non-external _workerProc
00007ffb1840607e (__TEXT,__text) non-external _workerProc
00007ffb184133ab (__TEXT,__text) non-external _workerProc
00007ffb184207e2 (__TEXT,__text) non-external _workerProc
00007ffb184308d4 (__TEXT,__text) non-external _workerProc
00007ffb1844aaae (__TEXT,__text) non-external _workerProc
00007ffb1843352c (__TEXT,__text) non-external _workerReserve
00007ffb18433246 (__TEXT,__text) non-external _workerUpdateDir
                 (undefined) external _write (from libSystem)
00007ffb184438cb (__TEXT,__text) non-external _writeOBuf
00007ffb184285bd (__TEXT,__text) non-external _writerProc
