0000000180f8233c (__TEXT,__text) external _APL_dgemm
0000000181109af4 (__TEXT,__text) external _chbmv$NEWLAPACK$ILP64
0000000180e07810 (__TEXT,__text) external _chbmv_
0000000180e0471c (__TEXT,__text) external _chemm
0000000180fe07cc (__TEXT,__text) external _chemm$NEWLAPACK
000000018110e764 (__TEXT,__text) external _chemm$NEWLAPACK$ILP64
0000000180e0471c (__TEXT,__text) external _chemm_
0000000180e07760 (__TEXT,__text) external _chemv
0000000180e50d18 (__TEXT,__text) external _chemv$NEWLAPACK
0000000181109c5c (__TEXT,__text) external _chemv$NEWLAPACK$ILP64
0000000180e07760 (__TEXT,__text) external _chemv_
0000000180e081a8 (__TEXT,__text) external _cher
0000000180e50e70 (__TEXT,__text) external _cher$NEWLAPACK
0000000181109db4 (__TEXT,__text) external _cher$NEWLAPACK$ILP64
0000000180e08238 (__TEXT,__text) external _cher2
0000000180e50fb0 (__TEXT,__text) external _cher2$NEWLAPACK
0000000181109ef4 (__TEXT,__text) external _cher2$NEWLAPACK$ILP64
0000000180e08238 (__TEXT,__text) external _cher2_
0000000180e04e48 (__TEXT,__text) external _cher2k
0000000180fe0bec (__TEXT,__text) external _cher2k$NEWLAPACK
000000018110eb7c (__TEXT,__text) external _cher2k$NEWLAPACK$ILP64
0000000180e04e48 (__TEXT,__text) external _cher2k_
0000000180e081a8 (__TEXT,__text) external _cher_
0000000180e04c34 (__TEXT,__text) external _cherk
0000000180fe09bc (__TEXT,__text) external _cherk$NEWLAPACK
000000018110e94c (__TEXT,__text) external _cherk$NEWLAPACK$ILP64
0000000180e04c34 (__TEXT,__text) external _cherk_
0000000180e078cc (__TEXT,__text) external _chpmv
0000000180e51108 (__TEXT,__text) external _chpmv$NEWLAPACK
000000018110a044 (__TEXT,__text) external _chpmv$NEWLAPACK$ILP64
0000000180e078cc (__TEXT,__text) external _chpmv_
0000000180e082e8 (__TEXT,__text) external _chpr
0000000180e51258 (__TEXT,__text) external _chpr$NEWLAPACK
000000018110a18c (__TEXT,__text) external _chpr$NEWLAPACK$ILP64
0000000180e08374 (__TEXT,__text) external _chpr2
0000000180e51390 (__TEXT,__text) external _chpr2$NEWLAPACK
000000018110a2c4 (__TEXT,__text) external _chpr2$NEWLAPACK$ILP64
0000000180e08374 (__TEXT,__text) external _chpr2_
0000000180e082e8 (__TEXT,__text) external _chpr_
0000000180e0933c (__TEXT,__text) external _crotg
0000000181084390 (__TEXT,__text) external _crotg$NEWLAPACK
000000018111104c (__TEXT,__text) external _crotg$NEWLAPACK$ILP64
0000000180e0933c (__TEXT,__text) external _crotg_
0000000180e09358 (__TEXT,__text) external _cscal
0000000181084400 (__TEXT,__text) external _cscal$NEWLAPACK
00000001811110bc (__TEXT,__text) external _cscal$NEWLAPACK$ILP64
0000000180e09358 (__TEXT,__text) external _cscal_
0000000180e0937c (__TEXT,__text) external _csrot
0000000181084358 (__TEXT,__text) external _csrot$NEWLAPACK
0000000181111014 (__TEXT,__text) external _csrot$NEWLAPACK$ILP64
0000000180e0937c (__TEXT,__text) external _csrot_
0000000180e093ac (__TEXT,__text) external _csscal
0000000181084418 (__TEXT,__text) external _csscal$NEWLAPACK
00000001811110d4 (__TEXT,__text) external _csscal$NEWLAPACK$ILP64
0000000180e093ac (__TEXT,__text) external _csscal_
0000000180e093dc (__TEXT,__text) external _cswap
0000000181084468 (__TEXT,__text) external _cswap$NEWLAPACK
0000000181111124 (__TEXT,__text) external _cswap$NEWLAPACK$ILP64
0000000180e093dc (__TEXT,__text) external _cswap_
0000000180e04818 (__TEXT,__text) external _csymm
0000000180fe1054 (__TEXT,__text) external _csymm$NEWLAPACK
000000018110efcc (__TEXT,__text) external _csymm$NEWLAPACK$ILP64
0000000180e04818 (__TEXT,__text) external _csymm_
0000000180e04f68 (__TEXT,__text) external _csyr2k
0000000180fe188c (__TEXT,__text) external _csyr2k$NEWLAPACK
000000018110f7f4 (__TEXT,__text) external _csyr2k$NEWLAPACK$ILP64
0000000180e04f68 (__TEXT,__text) external _csyr2k_
0000000180e04d3c (__TEXT,__text) external _csyrk
0000000180fe1454 (__TEXT,__text) external _csyrk$NEWLAPACK
000000018110f3c4 (__TEXT,__text) external _csyrk$NEWLAPACK$ILP64
0000000180e04d3c (__TEXT,__text) external _csyrk_
0000000180e07ab4 (__TEXT,__text) external _ctbmv
0000000180e52090 (__TEXT,__text) external _ctbmv$NEWLAPACK
000000018110afb4 (__TEXT,__text) external _ctbmv$NEWLAPACK$ILP64
0000000180e07ab4 (__TEXT,__text) external _ctbmv_
0000000180e07e68 (__TEXT,__text) external _ctbsv
0000000180e52580 (__TEXT,__text) external _ctbsv$NEWLAPACK
000000018110b494 (__TEXT,__text) external _ctbsv$NEWLAPACK$ILP64
0000000180e07e68 (__TEXT,__text) external _ctbsv_
0000000180e07bfc (__TEXT,__text) external _ctpmv
0000000180e52a68 (__TEXT,__text) external _ctpmv$NEWLAPACK
000000018110b974 (__TEXT,__text) external _ctpmv$NEWLAPACK$ILP64
0000000180e07bfc (__TEXT,__text) external _ctpmv_
0000000180e07fb0 (__TEXT,__text) external _ctpsv
0000000180e52f48 (__TEXT,__text) external _ctpsv$NEWLAPACK
000000018110be54 (__TEXT,__text) external _ctpsv$NEWLAPACK$ILP64
0000000180e07fb0 (__TEXT,__text) external _ctpsv_
0000000180e04914 (__TEXT,__text) external _ctrmm
0000000180fe1dd4 (__TEXT,__text) external _ctrmm$NEWLAPACK
000000018110fd2c (__TEXT,__text) external _ctrmm$NEWLAPACK$ILP64
0000000180e04914 (__TEXT,__text) external _ctrmm_
0000000180e07978 (__TEXT,__text) external _ctrmv
0000000180e53418 (__TEXT,__text) external _ctrmv$NEWLAPACK
000000018110c324 (__TEXT,__text) external _ctrmv$NEWLAPACK$ILP64
0000000180e07978 (__TEXT,__text) external _ctrmv_
0000000180e04aa4 (__TEXT,__text) external _ctrsm
0000000180fe2404 (__TEXT,__text) external _ctrsm$NEWLAPACK
0000000181110344 (__TEXT,__text) external _ctrsm$NEWLAPACK$ILP64
0000000180e04aa4 (__TEXT,__text) external _ctrsm_
0000000180e07d2c (__TEXT,__text) external _ctrsv
0000000180e538d8 (__TEXT,__text) external _ctrsv$NEWLAPACK
000000018110c7e4 (__TEXT,__text) external _ctrsv$NEWLAPACK$ILP64
0000000180e07d2c (__TEXT,__text) external _ctrsv_
0000000180e09488 (__TEXT,__text) external _dasum
00000001810840e0 (__TEXT,__text) external _dasum$NEWLAPACK
0000000181110d9c (__TEXT,__text) external _dasum$NEWLAPACK$ILP64
0000000180e09488 (__TEXT,__text) external _dasum_
0000000181084190 (__TEXT,__text) external _daxpby$NEWLAPACK
0000000181110e4c (__TEXT,__text) external _daxpby$NEWLAPACK$ILP64
0000000180e09494 (__TEXT,__text) external _daxpy
0000000181084128 (__TEXT,__text) external _daxpy$NEWLAPACK
0000000181110de4 (__TEXT,__text) external _daxpy$NEWLAPACK$ILP64
0000000180e09494 (__TEXT,__text) external _daxpy_
0000000180e0371c (__TEXT,__text) external _dcabs1
0000000180e0371c (__TEXT,__text) external _dcabs1_
0000000180e094d0 (__TEXT,__text) external _dcopy
00000001810841e4 (__TEXT,__text) external _dcopy$NEWLAPACK
0000000181110ea0 (__TEXT,__text) external _dcopy$NEWLAPACK$ILP64
0000000180e094d0 (__TEXT,__text) external _dcopy_
0000000180e094f8 (__TEXT,__text) external _ddot
0000000181084224 (__TEXT,__text) external _ddot$NEWLAPACK
0000000181110ee0 (__TEXT,__text) external _ddot$NEWLAPACK$ILP64
0000000180e094f8 (__TEXT,__text) external _ddot_
0000000180e06924 (__TEXT,__text) external _dgbmv
0000000180e50704 (__TEXT,__text) external _dgbmv$NEWLAPACK
0000000181109678 (__TEXT,__text) external _dgbmv$NEWLAPACK$ILP64
0000000180e06924 (__TEXT,__text) external _dgbmv_
0000000180e5d7e0 (__TEXT,__text) external _dgeCopy
000000018108ec9c (__TEXT,__text) external _dgePack_A_NoTran
000000018108ed7c (__TEXT,__text) external _dgePack_A_Tran
000000018108eacc (__TEXT,__text) external _dgePack_B_NoTran
000000018108ebec (__TEXT,__text) external _dgePack_B_Tran
0000000180e5d788 (__TEXT,__text) external _dgeSetZero
0000000180e03ec8 (__TEXT,__text) external _dgemm
0000000180fe0410 (__TEXT,__text) external _dgemm$NEWLAPACK
000000018110e3c0 (__TEXT,__text) external _dgemm$NEWLAPACK$ILP64
0000000180e03ec8 (__TEXT,__text) external _dgemm_
0000000180e06864 (__TEXT,__text) external _dgemv
0000000180e50398 (__TEXT,__text) external _dgemv$NEWLAPACK
0000000181109320 (__TEXT,__text) external _dgemv$NEWLAPACK$ILP64
0000000180e06864 (__TEXT,__text) external _dgemv_
0000000180e072fc (__TEXT,__text) external _dger
0000000180e509f8 (__TEXT,__text) external _dger$NEWLAPACK
0000000181109954 (__TEXT,__text) external _dger$NEWLAPACK$ILP64
0000000180e072fc (__TEXT,__text) external _dger_
                 (undefined) external _dispatch_apply (from libSystem)
                 (undefined) external _dispatch_apply_attr_destroy (from libSystem)
                 (undefined) external _dispatch_apply_attr_init (from libSystem)
                 (undefined) external _dispatch_apply_attr_set_parallelism (from libSystem)
                 (undefined) external _dispatch_apply_with_attr (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlsym (from libSystem)
0000000180e09508 (__TEXT,__text) external _dnrm2
0000000181084304 (__TEXT,__text) external _dnrm2$NEWLAPACK
0000000181110fc0 (__TEXT,__text) external _dnrm2$NEWLAPACK$ILP64
0000000180e09508 (__TEXT,__text) external _dnrm2_
00000001811663d8 (__TEXT,__text) external _double_general_add
0000000181184044 (__TEXT,__text) external _double_general_add_scalar
0000000181171af4 (__TEXT,__text) external _double_general_elementwise_product
0000000181180c94 (__TEXT,__text) external _double_general_permute_cols
0000000181180b14 (__TEXT,__text) external _double_general_permute_rows
0000000181188e68 (__TEXT,__text) external _double_general_product_scalar
0000000181171eb4 (__TEXT,__text) external _double_general_splat
0000000181171400 (__TEXT,__text) external _double_general_sub_scalar
0000000181180a3c (__TEXT,__text) external _double_general_transpose
0000000181184998 (__TEXT,__text) external _double_inner_product_scalar
000000018117dc50 (__TEXT,__text) external _double_outer_product_scalar
0000000180e09514 (__TEXT,__text) external _drot
0000000181084340 (__TEXT,__text) external _drot$NEWLAPACK
0000000181110ffc (__TEXT,__text) external _drot$NEWLAPACK$ILP64
0000000180e09514 (__TEXT,__text) external _drot_
0000000180e09544 (__TEXT,__text) external _drotg
000000018108438c (__TEXT,__text) external _drotg$NEWLAPACK
0000000181111048 (__TEXT,__text) external _drotg$NEWLAPACK$ILP64
0000000180e09544 (__TEXT,__text) external _drotg_
0000000180e09560 (__TEXT,__text) external _drotm
00000001810843a8 (__TEXT,__text) external _drotm$NEWLAPACK
0000000181111064 (__TEXT,__text) external _drotm$NEWLAPACK$ILP64
0000000180e09560 (__TEXT,__text) external _drotm_
0000000180e09588 (__TEXT,__text) external _drotmg
00000001810843c4 (__TEXT,__text) external _drotmg$NEWLAPACK
0000000181111080 (__TEXT,__text) external _drotmg$NEWLAPACK$ILP64
0000000180e09588 (__TEXT,__text) external _drotmg_
0000000180e06aa4 (__TEXT,__text) external _dsbmv
0000000180e51590 (__TEXT,__text) external _dsbmv$NEWLAPACK
000000018110a4c0 (__TEXT,__text) external _dsbmv$NEWLAPACK$ILP64
0000000180e06aa4 (__TEXT,__text) external _dsbmv_
0000000180e095ac (__TEXT,__text) external _dscal
00000001810843e8 (__TEXT,__text) external _dscal$NEWLAPACK
00000001811110a4 (__TEXT,__text) external _dscal$NEWLAPACK$ILP64
0000000180e095ac (__TEXT,__text) external _dscal_
0000000180e09640 (__TEXT,__text) external _dsdot
0000000181083fd4 (__TEXT,__text) external _dsdot$NEWLAPACK
0000000181110c90 (__TEXT,__text) external _dsdot$NEWLAPACK$ILP64
0000000180e09640 (__TEXT,__text) external _dsdot_
0000000180e06b54 (__TEXT,__text) external _dspmv
0000000180e51700 (__TEXT,__text) external _dspmv$NEWLAPACK
000000018110a62c (__TEXT,__text) external _dspmv$NEWLAPACK$ILP64
0000000180e06b54 (__TEXT,__text) external _dspmv_
0000000180e07478 (__TEXT,__text) external _dspr
0000000180e5184c (__TEXT,__text) external _dspr$NEWLAPACK
000000018110a778 (__TEXT,__text) external _dspr$NEWLAPACK$ILP64
0000000180e07504 (__TEXT,__text) external _dspr2
0000000180e51988 (__TEXT,__text) external _dspr2$NEWLAPACK
000000018110a8b4 (__TEXT,__text) external _dspr2$NEWLAPACK$ILP64
0000000180e07504 (__TEXT,__text) external _dspr2_
0000000180e07478 (__TEXT,__text) external _dspr_
0000000180e095dc (__TEXT,__text) external _dswap
0000000181084458 (__TEXT,__text) external _dswap$NEWLAPACK
0000000181111114 (__TEXT,__text) external _dswap$NEWLAPACK$ILP64
0000000180e095dc (__TEXT,__text) external _dswap_
0000000180e03fec (__TEXT,__text) external _dsymm
0000000180fe0f50 (__TEXT,__text) external _dsymm$NEWLAPACK
000000018110eecc (__TEXT,__text) external _dsymm$NEWLAPACK$ILP64
0000000180e03fec (__TEXT,__text) external _dsymm_
0000000180e06a00 (__TEXT,__text) external _dsymv
0000000180e51adc (__TEXT,__text) external _dsymv$NEWLAPACK
000000018110aa08 (__TEXT,__text) external _dsymv$NEWLAPACK$ILP64
0000000180e06a00 (__TEXT,__text) external _dsymv_
0000000180e0734c (__TEXT,__text) external _dsyr
0000000180e51c30 (__TEXT,__text) external _dsyr$NEWLAPACK
000000018110ab5c (__TEXT,__text) external _dsyr$NEWLAPACK$ILP64
0000000180e073dc (__TEXT,__text) external _dsyr2
0000000180e51d7c (__TEXT,__text) external _dsyr2$NEWLAPACK
000000018110aca8 (__TEXT,__text) external _dsyr2$NEWLAPACK$ILP64
0000000180e073dc (__TEXT,__text) external _dsyr2_
0000000180e044d0 (__TEXT,__text) external _dsyr2k
0000000180fe1778 (__TEXT,__text) external _dsyr2k$NEWLAPACK
000000018110f6e4 (__TEXT,__text) external _dsyr2k$NEWLAPACK$ILP64
0000000180e044d0 (__TEXT,__text) external _dsyr2k_
0000000180e0734c (__TEXT,__text) external _dsyr_
0000000180e043d8 (__TEXT,__text) external _dsyrk
0000000180fe134c (__TEXT,__text) external _dsyrk$NEWLAPACK
000000018110f2bc (__TEXT,__text) external _dsyrk$NEWLAPACK$ILP64
0000000180e043d8 (__TEXT,__text) external _dsyrk_
0000000180e06d20 (__TEXT,__text) external _dtbmv
0000000180e51f5c (__TEXT,__text) external _dtbmv$NEWLAPACK
000000018110ae84 (__TEXT,__text) external _dtbmv$NEWLAPACK$ILP64
0000000180e06d20 (__TEXT,__text) external _dtbmv_
0000000180e070a4 (__TEXT,__text) external _dtbsv
0000000180e5244c (__TEXT,__text) external _dtbsv$NEWLAPACK
000000018110b364 (__TEXT,__text) external _dtbsv$NEWLAPACK$ILP64
0000000180e070a4 (__TEXT,__text) external _dtbsv_
0000000180e06e58 (__TEXT,__text) external _dtpmv
0000000180e52938 (__TEXT,__text) external _dtpmv$NEWLAPACK
000000018110b844 (__TEXT,__text) external _dtpmv$NEWLAPACK$ILP64
0000000180e06e58 (__TEXT,__text) external _dtpmv_
0000000180e071dc (__TEXT,__text) external _dtpsv
0000000180e52e18 (__TEXT,__text) external _dtpsv$NEWLAPACK
000000018110bd24 (__TEXT,__text) external _dtpsv$NEWLAPACK$ILP64
0000000180e071dc (__TEXT,__text) external _dtpsv_
0000000180e5d91c (__TEXT,__text) external _dtrCopyLower
0000000180e5d8bc (__TEXT,__text) external _dtrSetZeroLower
0000000180e040e0 (__TEXT,__text) external _dtrmm
0000000180fe1c48 (__TEXT,__text) external _dtrmm$NEWLAPACK
000000018110fba4 (__TEXT,__text) external _dtrmm$NEWLAPACK$ILP64
0000000180e040e0 (__TEXT,__text) external _dtrmm_
0000000180e06bf4 (__TEXT,__text) external _dtrmv
0000000180e532f0 (__TEXT,__text) external _dtrmv$NEWLAPACK
000000018110c1fc (__TEXT,__text) external _dtrmv$NEWLAPACK$ILP64
0000000180e06bf4 (__TEXT,__text) external _dtrmv_
0000000180e0425c (__TEXT,__text) external _dtrsm
0000000180fe2278 (__TEXT,__text) external _dtrsm$NEWLAPACK
00000001811101bc (__TEXT,__text) external _dtrsm$NEWLAPACK$ILP64
0000000180e0425c (__TEXT,__text) external _dtrsm_
0000000180e06f78 (__TEXT,__text) external _dtrsv
0000000180e537b0 (__TEXT,__text) external _dtrsv$NEWLAPACK
000000018110c6bc (__TEXT,__text) external _dtrsv$NEWLAPACK$ILP64
0000000180e06f78 (__TEXT,__text) external _dtrsv_
0000000180e0988c (__TEXT,__text) external _dzasum
00000001810840f8 (__TEXT,__text) external _dzasum$NEWLAPACK
0000000181110db4 (__TEXT,__text) external _dzasum$NEWLAPACK$ILP64
0000000180e0988c (__TEXT,__text) external _dzasum_
0000000180e09898 (__TEXT,__text) external _dznrm2
000000018108431c (__TEXT,__text) external _dznrm2$NEWLAPACK
0000000181110fd8 (__TEXT,__text) external _dznrm2$NEWLAPACK$ILP64
0000000180e09898 (__TEXT,__text) external _dznrm2_
                 (undefined) external _exit (from libSystem)
0000000181170a5c (__TEXT,__text) external _float_general_add
0000000181171260 (__TEXT,__text) external _float_general_add_scalar
0000000181171734 (__TEXT,__text) external _float_general_elementwise_product
0000000181170788 (__TEXT,__text) external _float_general_permute_cols
00000001811705f8 (__TEXT,__text) external _float_general_permute_rows
00000001811722b8 (__TEXT,__text) external _float_general_product_scalar
000000018117c328 (__TEXT,__text) external _float_general_splat
0000000181171f84 (__TEXT,__text) external _float_general_sub_scalar
0000000181170520 (__TEXT,__text) external _float_general_transpose
0000000181183a48 (__TEXT,__text) external _float_inner_product_scalar
00000001811708a4 (__TEXT,__text) external _float_outer_product_scalar
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
0000000180e03054 (__TEXT,__text) external _getHardwareInfo
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _hypot (from libSystem)
                 (undefined) external _hypotf (from libSystem)
0000000180e09404 (__TEXT,__text) external _icamax
000000018108405c (__TEXT,__text) external _icamax$NEWLAPACK
0000000181110d18 (__TEXT,__text) external _icamax$NEWLAPACK$ILP64
0000000180e09404 (__TEXT,__text) external _icamax_
0000000180e09604 (__TEXT,__text) external _idamax
0000000181084020 (__TEXT,__text) external _idamax$NEWLAPACK
0000000181110cdc (__TEXT,__text) external _idamax$NEWLAPACK$ILP64
0000000180e09604 (__TEXT,__text) external _idamax_
                 (undefined) external _ilogb (from libSystem)
0000000180e09650 (__TEXT,__text) external _isamax
0000000181083fe4 (__TEXT,__text) external _isamax$NEWLAPACK
0000000181110ca0 (__TEXT,__text) external _isamax$NEWLAPACK$ILP64
0000000180e09650 (__TEXT,__text) external _isamax_
0000000180e098a4 (__TEXT,__text) external _izamax
0000000181084098 (__TEXT,__text) external _izamax$NEWLAPACK
0000000181110d54 (__TEXT,__text) external _izamax$NEWLAPACK$ILP64
0000000180e098a4 (__TEXT,__text) external _izamax_
0000000180e03098 (__TEXT,__text) external _lsame_
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_posix_memalign (from libSystem)
                 (undefined) external _malloc_type_valloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern4 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _printf (from libSystem)
                 (undefined) external _pthread_qos_max_parallelism (from libSystem)
                 (undefined) external _qos_class_self (from libSystem)
0000000180e0968c (__TEXT,__text) external _sasum
00000001810840d4 (__TEXT,__text) external _sasum$NEWLAPACK
0000000181110d90 (__TEXT,__text) external _sasum$NEWLAPACK$ILP64
0000000180e0968c (__TEXT,__text) external _sasum_
000000018108416c (__TEXT,__text) external _saxpby$NEWLAPACK
0000000181110e28 (__TEXT,__text) external _saxpby$NEWLAPACK$ILP64
0000000180e096b0 (__TEXT,__text) external _saxpy
0000000181084104 (__TEXT,__text) external _saxpy$NEWLAPACK
0000000181110dc0 (__TEXT,__text) external _saxpy$NEWLAPACK$ILP64
0000000180e096b0 (__TEXT,__text) external _saxpy_
                 (undefined) external _scalbn (from libSystem)
0000000180e09440 (__TEXT,__text) external _scasum
00000001810840ec (__TEXT,__text) external _scasum$NEWLAPACK
0000000181110da8 (__TEXT,__text) external _scasum$NEWLAPACK$ILP64
0000000180e09440 (__TEXT,__text) external _scasum_
0000000180e09464 (__TEXT,__text) external _scnrm2
0000000181084310 (__TEXT,__text) external _scnrm2$NEWLAPACK
0000000181110fcc (__TEXT,__text) external _scnrm2$NEWLAPACK$ILP64
0000000180e09464 (__TEXT,__text) external _scnrm2_
0000000180e096ec (__TEXT,__text) external _scopy
00000001810841d4 (__TEXT,__text) external _scopy$NEWLAPACK
0000000181110e90 (__TEXT,__text) external _scopy$NEWLAPACK$ILP64
0000000180e096ec (__TEXT,__text) external _scopy_
0000000180e09714 (__TEXT,__text) external _sdot
0000000181084214 (__TEXT,__text) external _sdot$NEWLAPACK
0000000181110ed0 (__TEXT,__text) external _sdot$NEWLAPACK$ILP64
0000000180e09714 (__TEXT,__text) external _sdot_
0000000180e0973c (__TEXT,__text) external _sdsdot
00000001810842d4 (__TEXT,__text) external _sdsdot$NEWLAPACK
0000000181110f90 (__TEXT,__text) external _sdsdot$NEWLAPACK$ILP64
0000000180e0973c (__TEXT,__text) external _sdsdot_
0000000180e05bf4 (__TEXT,__text) external _sgbmv
0000000180e50618 (__TEXT,__text) external _sgbmv$NEWLAPACK
0000000181109594 (__TEXT,__text) external _sgbmv$NEWLAPACK$ILP64
0000000180e05bf4 (__TEXT,__text) external _sgbmv_
0000000180e5dbcc (__TEXT,__text) external _sgeCopy
0000000181095e8c (__TEXT,__text) external _sgePack_A_NoTran
0000000181096020 (__TEXT,__text) external _sgePack_A_Tran
0000000181095b60 (__TEXT,__text) external _sgePack_B_NoTran
0000000181095c9c (__TEXT,__text) external _sgePack_B_Tran
0000000180e5db74 (__TEXT,__text) external _sgeSetZero
0000000180e037bc (__TEXT,__text) external _sgemm
0000000180fe02dc (__TEXT,__text) external _sgemm$NEWLAPACK
000000018110e294 (__TEXT,__text) external _sgemm$NEWLAPACK$ILP64
0000000180e037bc (__TEXT,__text) external _sgemm_
0000000180e05b34 (__TEXT,__text) external _sgemv
0000000180e502c8 (__TEXT,__text) external _sgemv$NEWLAPACK
0000000181109254 (__TEXT,__text) external _sgemv$NEWLAPACK$ILP64
0000000180e05b34 (__TEXT,__text) external _sgemv_
0000000180e065cc (__TEXT,__text) external _sger
0000000180e509c8 (__TEXT,__text) external _sger$NEWLAPACK
0000000181109924 (__TEXT,__text) external _sger$NEWLAPACK$ILP64
0000000180e065cc (__TEXT,__text) external _sger_
0000000180e09778 (__TEXT,__text) external _snrm2
00000001810842f8 (__TEXT,__text) external _snrm2$NEWLAPACK
0000000181110fb4 (__TEXT,__text) external _snrm2$NEWLAPACK$ILP64
0000000180e09778 (__TEXT,__text) external _snrm2_
0000000180e0979c (__TEXT,__text) external _srot
0000000181084328 (__TEXT,__text) external _srot$NEWLAPACK
0000000181110fe4 (__TEXT,__text) external _srot$NEWLAPACK$ILP64
0000000180e0979c (__TEXT,__text) external _srot_
0000000180e097cc (__TEXT,__text) external _srotg
0000000181084388 (__TEXT,__text) external _srotg$NEWLAPACK
0000000181111044 (__TEXT,__text) external _srotg$NEWLAPACK$ILP64
0000000180e097cc (__TEXT,__text) external _srotg_
0000000180e097e8 (__TEXT,__text) external _srotm
0000000181084398 (__TEXT,__text) external _srotm$NEWLAPACK
0000000181111054 (__TEXT,__text) external _srotm$NEWLAPACK$ILP64
0000000180e097e8 (__TEXT,__text) external _srotm_
0000000180e09810 (__TEXT,__text) external _srotmg
00000001810843b8 (__TEXT,__text) external _srotmg$NEWLAPACK
0000000181111074 (__TEXT,__text) external _srotmg$NEWLAPACK$ILP64
0000000180e09810 (__TEXT,__text) external _srotmg_
0000000180e05d74 (__TEXT,__text) external _ssbmv
0000000180e514d0 (__TEXT,__text) external _ssbmv$NEWLAPACK
000000018110a404 (__TEXT,__text) external _ssbmv$NEWLAPACK$ILP64
0000000180e05d74 (__TEXT,__text) external _ssbmv_
0000000180e09834 (__TEXT,__text) external _sscal
00000001810843d0 (__TEXT,__text) external _sscal$NEWLAPACK
000000018111108c (__TEXT,__text) external _sscal$NEWLAPACK$ILP64
0000000180e09834 (__TEXT,__text) external _sscal_
0000000180e05e24 (__TEXT,__text) external _sspmv
0000000180e51650 (__TEXT,__text) external _sspmv$NEWLAPACK
000000018110a57c (__TEXT,__text) external _sspmv$NEWLAPACK$ILP64
0000000180e05e24 (__TEXT,__text) external _sspmv_
0000000180e06748 (__TEXT,__text) external _sspr
0000000180e517b0 (__TEXT,__text) external _sspr$NEWLAPACK
000000018110a6dc (__TEXT,__text) external _sspr$NEWLAPACK$ILP64
0000000180e067d4 (__TEXT,__text) external _sspr2
0000000180e518e8 (__TEXT,__text) external _sspr2$NEWLAPACK
000000018110a814 (__TEXT,__text) external _sspr2$NEWLAPACK$ILP64
0000000180e067d4 (__TEXT,__text) external _sspr2_
0000000180e06748 (__TEXT,__text) external _sspr_
0000000180e09864 (__TEXT,__text) external _sswap
0000000181084448 (__TEXT,__text) external _sswap$NEWLAPACK
0000000181111104 (__TEXT,__text) external _sswap$NEWLAPACK$ILP64
0000000180e09864 (__TEXT,__text) external _sswap_
0000000180e038e0 (__TEXT,__text) external _ssymm
0000000180fe0e4c (__TEXT,__text) external _ssymm$NEWLAPACK
000000018110edcc (__TEXT,__text) external _ssymm$NEWLAPACK$ILP64
0000000180e038e0 (__TEXT,__text) external _ssymm_
0000000180e05cd0 (__TEXT,__text) external _ssymv
0000000180e51a28 (__TEXT,__text) external _ssymv$NEWLAPACK
000000018110a954 (__TEXT,__text) external _ssymv$NEWLAPACK$ILP64
0000000180e05cd0 (__TEXT,__text) external _ssymv_
0000000180e0661c (__TEXT,__text) external _ssyr
0000000180e51b90 (__TEXT,__text) external _ssyr$NEWLAPACK
000000018110aabc (__TEXT,__text) external _ssyr$NEWLAPACK$ILP64
0000000180e066ac (__TEXT,__text) external _ssyr2
0000000180e51cd0 (__TEXT,__text) external _ssyr2$NEWLAPACK
000000018110abfc (__TEXT,__text) external _ssyr2$NEWLAPACK$ILP64
0000000180e066ac (__TEXT,__text) external _ssyr2_
0000000180e03dc4 (__TEXT,__text) external _ssyr2k
0000000180fe1664 (__TEXT,__text) external _ssyr2k$NEWLAPACK
000000018110f5d4 (__TEXT,__text) external _ssyr2k$NEWLAPACK$ILP64
0000000180e03dc4 (__TEXT,__text) external _ssyr2k_
0000000180e0661c (__TEXT,__text) external _ssyr_
0000000180e03ccc (__TEXT,__text) external _ssyrk
0000000180fe1244 (__TEXT,__text) external _ssyrk$NEWLAPACK
000000018110f1b4 (__TEXT,__text) external _ssyrk$NEWLAPACK$ILP64
0000000180e03ccc (__TEXT,__text) external _ssyrk_
0000000180e05ff0 (__TEXT,__text) external _stbmv
0000000180e51e28 (__TEXT,__text) external _stbmv$NEWLAPACK
000000018110ad54 (__TEXT,__text) external _stbmv$NEWLAPACK$ILP64
0000000180e05ff0 (__TEXT,__text) external _stbmv_
0000000180e06374 (__TEXT,__text) external _stbsv
