0000000180f9033c (__TEXT,__text) external _APL_dgemm
0000000181117af4 (__TEXT,__text) external _chbmv$NEWLAPACK$ILP64
0000000180e15810 (__TEXT,__text) external _chbmv_
0000000180e1271c (__TEXT,__text) external _chemm
0000000180fee7cc (__TEXT,__text) external _chemm$NEWLAPACK
000000018111c764 (__TEXT,__text) external _chemm$NEWLAPACK$ILP64
0000000180e1271c (__TEXT,__text) external _chemm_
0000000180e15760 (__TEXT,__text) external _chemv
0000000180e5ed18 (__TEXT,__text) external _chemv$NEWLAPACK
0000000181117c5c (__TEXT,__text) external _chemv$NEWLAPACK$ILP64
0000000180e15760 (__TEXT,__text) external _chemv_
0000000180e161a8 (__TEXT,__text) external _cher
0000000180e5ee70 (__TEXT,__text) external _cher$NEWLAPACK
0000000181117db4 (__TEXT,__text) external _cher$NEWLAPACK$ILP64
0000000180e16238 (__TEXT,__text) external _cher2
0000000180e5efb0 (__TEXT,__text) external _cher2$NEWLAPACK
0000000181117ef4 (__TEXT,__text) external _cher2$NEWLAPACK$ILP64
0000000180e16238 (__TEXT,__text) external _cher2_
0000000180e12e48 (__TEXT,__text) external _cher2k
0000000180feebec (__TEXT,__text) external _cher2k$NEWLAPACK
000000018111cb7c (__TEXT,__text) external _cher2k$NEWLAPACK$ILP64
0000000180e12e48 (__TEXT,__text) external _cher2k_
0000000180e161a8 (__TEXT,__text) external _cher_
0000000180e12c34 (__TEXT,__text) external _cherk
0000000180fee9bc (__TEXT,__text) external _cherk$NEWLAPACK
000000018111c94c (__TEXT,__text) external _cherk$NEWLAPACK$ILP64
0000000180e12c34 (__TEXT,__text) external _cherk_
0000000180e158cc (__TEXT,__text) external _chpmv
0000000180e5f108 (__TEXT,__text) external _chpmv$NEWLAPACK
0000000181118044 (__TEXT,__text) external _chpmv$NEWLAPACK$ILP64
0000000180e158cc (__TEXT,__text) external _chpmv_
0000000180e162e8 (__TEXT,__text) external _chpr
0000000180e5f258 (__TEXT,__text) external _chpr$NEWLAPACK
000000018111818c (__TEXT,__text) external _chpr$NEWLAPACK$ILP64
0000000180e16374 (__TEXT,__text) external _chpr2
0000000180e5f390 (__TEXT,__text) external _chpr2$NEWLAPACK
00000001811182c4 (__TEXT,__text) external _chpr2$NEWLAPACK$ILP64
0000000180e16374 (__TEXT,__text) external _chpr2_
0000000180e162e8 (__TEXT,__text) external _chpr_
0000000180e1733c (__TEXT,__text) external _crotg
0000000181092390 (__TEXT,__text) external _crotg$NEWLAPACK
000000018111f04c (__TEXT,__text) external _crotg$NEWLAPACK$ILP64
0000000180e1733c (__TEXT,__text) external _crotg_
0000000180e17358 (__TEXT,__text) external _cscal
0000000181092400 (__TEXT,__text) external _cscal$NEWLAPACK
000000018111f0bc (__TEXT,__text) external _cscal$NEWLAPACK$ILP64
0000000180e17358 (__TEXT,__text) external _cscal_
0000000180e1737c (__TEXT,__text) external _csrot
0000000181092358 (__TEXT,__text) external _csrot$NEWLAPACK
000000018111f014 (__TEXT,__text) external _csrot$NEWLAPACK$ILP64
0000000180e1737c (__TEXT,__text) external _csrot_
0000000180e173ac (__TEXT,__text) external _csscal
0000000181092418 (__TEXT,__text) external _csscal$NEWLAPACK
000000018111f0d4 (__TEXT,__text) external _csscal$NEWLAPACK$ILP64
0000000180e173ac (__TEXT,__text) external _csscal_
0000000180e173dc (__TEXT,__text) external _cswap
0000000181092468 (__TEXT,__text) external _cswap$NEWLAPACK
000000018111f124 (__TEXT,__text) external _cswap$NEWLAPACK$ILP64
0000000180e173dc (__TEXT,__text) external _cswap_
0000000180e12818 (__TEXT,__text) external _csymm
0000000180fef054 (__TEXT,__text) external _csymm$NEWLAPACK
000000018111cfcc (__TEXT,__text) external _csymm$NEWLAPACK$ILP64
0000000180e12818 (__TEXT,__text) external _csymm_
0000000180e12f68 (__TEXT,__text) external _csyr2k
0000000180fef88c (__TEXT,__text) external _csyr2k$NEWLAPACK
000000018111d7f4 (__TEXT,__text) external _csyr2k$NEWLAPACK$ILP64
0000000180e12f68 (__TEXT,__text) external _csyr2k_
0000000180e12d3c (__TEXT,__text) external _csyrk
0000000180fef454 (__TEXT,__text) external _csyrk$NEWLAPACK
000000018111d3c4 (__TEXT,__text) external _csyrk$NEWLAPACK$ILP64
0000000180e12d3c (__TEXT,__text) external _csyrk_
0000000180e15ab4 (__TEXT,__text) external _ctbmv
0000000180e60090 (__TEXT,__text) external _ctbmv$NEWLAPACK
0000000181118fb4 (__TEXT,__text) external _ctbmv$NEWLAPACK$ILP64
0000000180e15ab4 (__TEXT,__text) external _ctbmv_
0000000180e15e68 (__TEXT,__text) external _ctbsv
0000000180e60580 (__TEXT,__text) external _ctbsv$NEWLAPACK
0000000181119494 (__TEXT,__text) external _ctbsv$NEWLAPACK$ILP64
0000000180e15e68 (__TEXT,__text) external _ctbsv_
0000000180e15bfc (__TEXT,__text) external _ctpmv
0000000180e60a68 (__TEXT,__text) external _ctpmv$NEWLAPACK
0000000181119974 (__TEXT,__text) external _ctpmv$NEWLAPACK$ILP64
0000000180e15bfc (__TEXT,__text) external _ctpmv_
0000000180e15fb0 (__TEXT,__text) external _ctpsv
0000000180e60f48 (__TEXT,__text) external _ctpsv$NEWLAPACK
0000000181119e54 (__TEXT,__text) external _ctpsv$NEWLAPACK$ILP64
0000000180e15fb0 (__TEXT,__text) external _ctpsv_
0000000180e12914 (__TEXT,__text) external _ctrmm
0000000180fefdd4 (__TEXT,__text) external _ctrmm$NEWLAPACK
000000018111dd2c (__TEXT,__text) external _ctrmm$NEWLAPACK$ILP64
0000000180e12914 (__TEXT,__text) external _ctrmm_
0000000180e15978 (__TEXT,__text) external _ctrmv
0000000180e61418 (__TEXT,__text) external _ctrmv$NEWLAPACK
000000018111a324 (__TEXT,__text) external _ctrmv$NEWLAPACK$ILP64
0000000180e15978 (__TEXT,__text) external _ctrmv_
0000000180e12aa4 (__TEXT,__text) external _ctrsm
0000000180ff0404 (__TEXT,__text) external _ctrsm$NEWLAPACK
000000018111e344 (__TEXT,__text) external _ctrsm$NEWLAPACK$ILP64
0000000180e12aa4 (__TEXT,__text) external _ctrsm_
0000000180e15d2c (__TEXT,__text) external _ctrsv
0000000180e618d8 (__TEXT,__text) external _ctrsv$NEWLAPACK
000000018111a7e4 (__TEXT,__text) external _ctrsv$NEWLAPACK$ILP64
0000000180e15d2c (__TEXT,__text) external _ctrsv_
0000000180e17488 (__TEXT,__text) external _dasum
00000001810920e0 (__TEXT,__text) external _dasum$NEWLAPACK
000000018111ed9c (__TEXT,__text) external _dasum$NEWLAPACK$ILP64
0000000180e17488 (__TEXT,__text) external _dasum_
0000000181092190 (__TEXT,__text) external _daxpby$NEWLAPACK
000000018111ee4c (__TEXT,__text) external _daxpby$NEWLAPACK$ILP64
0000000180e17494 (__TEXT,__text) external _daxpy
0000000181092128 (__TEXT,__text) external _daxpy$NEWLAPACK
000000018111ede4 (__TEXT,__text) external _daxpy$NEWLAPACK$ILP64
0000000180e17494 (__TEXT,__text) external _daxpy_
0000000180e1171c (__TEXT,__text) external _dcabs1
0000000180e1171c (__TEXT,__text) external _dcabs1_
0000000180e174d0 (__TEXT,__text) external _dcopy
00000001810921e4 (__TEXT,__text) external _dcopy$NEWLAPACK
000000018111eea0 (__TEXT,__text) external _dcopy$NEWLAPACK$ILP64
0000000180e174d0 (__TEXT,__text) external _dcopy_
0000000180e174f8 (__TEXT,__text) external _ddot
0000000181092224 (__TEXT,__text) external _ddot$NEWLAPACK
000000018111eee0 (__TEXT,__text) external _ddot$NEWLAPACK$ILP64
0000000180e174f8 (__TEXT,__text) external _ddot_
0000000180e14924 (__TEXT,__text) external _dgbmv
0000000180e5e704 (__TEXT,__text) external _dgbmv$NEWLAPACK
0000000181117678 (__TEXT,__text) external _dgbmv$NEWLAPACK$ILP64
0000000180e14924 (__TEXT,__text) external _dgbmv_
0000000180e6b7e0 (__TEXT,__text) external _dgeCopy
000000018109cc9c (__TEXT,__text) external _dgePack_A_NoTran
000000018109cd7c (__TEXT,__text) external _dgePack_A_Tran
000000018109cacc (__TEXT,__text) external _dgePack_B_NoTran
000000018109cbec (__TEXT,__text) external _dgePack_B_Tran
0000000180e6b788 (__TEXT,__text) external _dgeSetZero
0000000180e11ec8 (__TEXT,__text) external _dgemm
0000000180fee410 (__TEXT,__text) external _dgemm$NEWLAPACK
000000018111c3c0 (__TEXT,__text) external _dgemm$NEWLAPACK$ILP64
0000000180e11ec8 (__TEXT,__text) external _dgemm_
0000000180e14864 (__TEXT,__text) external _dgemv
0000000180e5e398 (__TEXT,__text) external _dgemv$NEWLAPACK
0000000181117320 (__TEXT,__text) external _dgemv$NEWLAPACK$ILP64
0000000180e14864 (__TEXT,__text) external _dgemv_
0000000180e152fc (__TEXT,__text) external _dger
0000000180e5e9f8 (__TEXT,__text) external _dger$NEWLAPACK
0000000181117954 (__TEXT,__text) external _dger$NEWLAPACK$ILP64
0000000180e152fc (__TEXT,__text) external _dger_
                 (undefined) external _dispatch_apply (from libSystem)
                 (undefined) external _dispatch_apply_attr_destroy (from libSystem)
                 (undefined) external _dispatch_apply_attr_init (from libSystem)
                 (undefined) external _dispatch_apply_attr_set_parallelism (from libSystem)
                 (undefined) external _dispatch_apply_with_attr (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_group_async (from libSystem)
                 (undefined) external _dispatch_group_create (from libSystem)
                 (undefined) external _dispatch_group_wait (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_release (from libSystem)
                 (undefined) external _dlerror (from libSystem)
                 (undefined) external _dlsym (from libSystem)
0000000180e17508 (__TEXT,__text) external _dnrm2
0000000181092304 (__TEXT,__text) external _dnrm2$NEWLAPACK
000000018111efc0 (__TEXT,__text) external _dnrm2$NEWLAPACK$ILP64
0000000180e17508 (__TEXT,__text) external _dnrm2_
00000001811743d8 (__TEXT,__text) external _double_general_add
0000000181192044 (__TEXT,__text) external _double_general_add_scalar
000000018117faf4 (__TEXT,__text) external _double_general_elementwise_product
000000018118ec94 (__TEXT,__text) external _double_general_permute_cols
000000018118eb14 (__TEXT,__text) external _double_general_permute_rows
0000000181196e68 (__TEXT,__text) external _double_general_product_scalar
000000018117feb4 (__TEXT,__text) external _double_general_splat
000000018117f400 (__TEXT,__text) external _double_general_sub_scalar
000000018118ea3c (__TEXT,__text) external _double_general_transpose
0000000181192998 (__TEXT,__text) external _double_inner_product_scalar
000000018118bc50 (__TEXT,__text) external _double_outer_product_scalar
0000000180e17514 (__TEXT,__text) external _drot
0000000181092340 (__TEXT,__text) external _drot$NEWLAPACK
000000018111effc (__TEXT,__text) external _drot$NEWLAPACK$ILP64
0000000180e17514 (__TEXT,__text) external _drot_
0000000180e17544 (__TEXT,__text) external _drotg
000000018109238c (__TEXT,__text) external _drotg$NEWLAPACK
000000018111f048 (__TEXT,__text) external _drotg$NEWLAPACK$ILP64
0000000180e17544 (__TEXT,__text) external _drotg_
0000000180e17560 (__TEXT,__text) external _drotm
00000001810923a8 (__TEXT,__text) external _drotm$NEWLAPACK
000000018111f064 (__TEXT,__text) external _drotm$NEWLAPACK$ILP64
0000000180e17560 (__TEXT,__text) external _drotm_
0000000180e17588 (__TEXT,__text) external _drotmg
00000001810923c4 (__TEXT,__text) external _drotmg$NEWLAPACK
000000018111f080 (__TEXT,__text) external _drotmg$NEWLAPACK$ILP64
0000000180e17588 (__TEXT,__text) external _drotmg_
0000000180e14aa4 (__TEXT,__text) external _dsbmv
0000000180e5f590 (__TEXT,__text) external _dsbmv$NEWLAPACK
00000001811184c0 (__TEXT,__text) external _dsbmv$NEWLAPACK$ILP64
0000000180e14aa4 (__TEXT,__text) external _dsbmv_
0000000180e175ac (__TEXT,__text) external _dscal
00000001810923e8 (__TEXT,__text) external _dscal$NEWLAPACK
000000018111f0a4 (__TEXT,__text) external _dscal$NEWLAPACK$ILP64
0000000180e175ac (__TEXT,__text) external _dscal_
0000000180e17640 (__TEXT,__text) external _dsdot
0000000181091fd4 (__TEXT,__text) external _dsdot$NEWLAPACK
000000018111ec90 (__TEXT,__text) external _dsdot$NEWLAPACK$ILP64
0000000180e17640 (__TEXT,__text) external _dsdot_
0000000180e14b54 (__TEXT,__text) external _dspmv
0000000180e5f700 (__TEXT,__text) external _dspmv$NEWLAPACK
000000018111862c (__TEXT,__text) external _dspmv$NEWLAPACK$ILP64
0000000180e14b54 (__TEXT,__text) external _dspmv_
0000000180e15478 (__TEXT,__text) external _dspr
0000000180e5f84c (__TEXT,__text) external _dspr$NEWLAPACK
0000000181118778 (__TEXT,__text) external _dspr$NEWLAPACK$ILP64
0000000180e15504 (__TEXT,__text) external _dspr2
0000000180e5f988 (__TEXT,__text) external _dspr2$NEWLAPACK
00000001811188b4 (__TEXT,__text) external _dspr2$NEWLAPACK$ILP64
0000000180e15504 (__TEXT,__text) external _dspr2_
0000000180e15478 (__TEXT,__text) external _dspr_
0000000180e175dc (__TEXT,__text) external _dswap
0000000181092458 (__TEXT,__text) external _dswap$NEWLAPACK
000000018111f114 (__TEXT,__text) external _dswap$NEWLAPACK$ILP64
0000000180e175dc (__TEXT,__text) external _dswap_
0000000180e11fec (__TEXT,__text) external _dsymm
0000000180feef50 (__TEXT,__text) external _dsymm$NEWLAPACK
000000018111cecc (__TEXT,__text) external _dsymm$NEWLAPACK$ILP64
0000000180e11fec (__TEXT,__text) external _dsymm_
0000000180e14a00 (__TEXT,__text) external _dsymv
0000000180e5fadc (__TEXT,__text) external _dsymv$NEWLAPACK
0000000181118a08 (__TEXT,__text) external _dsymv$NEWLAPACK$ILP64
0000000180e14a00 (__TEXT,__text) external _dsymv_
0000000180e1534c (__TEXT,__text) external _dsyr
0000000180e5fc30 (__TEXT,__text) external _dsyr$NEWLAPACK
0000000181118b5c (__TEXT,__text) external _dsyr$NEWLAPACK$ILP64
0000000180e153dc (__TEXT,__text) external _dsyr2
0000000180e5fd7c (__TEXT,__text) external _dsyr2$NEWLAPACK
0000000181118ca8 (__TEXT,__text) external _dsyr2$NEWLAPACK$ILP64
0000000180e153dc (__TEXT,__text) external _dsyr2_
0000000180e124d0 (__TEXT,__text) external _dsyr2k
0000000180fef778 (__TEXT,__text) external _dsyr2k$NEWLAPACK
000000018111d6e4 (__TEXT,__text) external _dsyr2k$NEWLAPACK$ILP64
0000000180e124d0 (__TEXT,__text) external _dsyr2k_
0000000180e1534c (__TEXT,__text) external _dsyr_
0000000180e123d8 (__TEXT,__text) external _dsyrk
0000000180fef34c (__TEXT,__text) external _dsyrk$NEWLAPACK
000000018111d2bc (__TEXT,__text) external _dsyrk$NEWLAPACK$ILP64
0000000180e123d8 (__TEXT,__text) external _dsyrk_
0000000180e14d20 (__TEXT,__text) external _dtbmv
0000000180e5ff5c (__TEXT,__text) external _dtbmv$NEWLAPACK
0000000181118e84 (__TEXT,__text) external _dtbmv$NEWLAPACK$ILP64
0000000180e14d20 (__TEXT,__text) external _dtbmv_
0000000180e150a4 (__TEXT,__text) external _dtbsv
0000000180e6044c (__TEXT,__text) external _dtbsv$NEWLAPACK
0000000181119364 (__TEXT,__text) external _dtbsv$NEWLAPACK$ILP64
0000000180e150a4 (__TEXT,__text) external _dtbsv_
0000000180e14e58 (__TEXT,__text) external _dtpmv
0000000180e60938 (__TEXT,__text) external _dtpmv$NEWLAPACK
0000000181119844 (__TEXT,__text) external _dtpmv$NEWLAPACK$ILP64
0000000180e14e58 (__TEXT,__text) external _dtpmv_
0000000180e151dc (__TEXT,__text) external _dtpsv
0000000180e60e18 (__TEXT,__text) external _dtpsv$NEWLAPACK
0000000181119d24 (__TEXT,__text) external _dtpsv$NEWLAPACK$ILP64
0000000180e151dc (__TEXT,__text) external _dtpsv_
0000000180e6b91c (__TEXT,__text) external _dtrCopyLower
0000000180e6b8bc (__TEXT,__text) external _dtrSetZeroLower
0000000180e120e0 (__TEXT,__text) external _dtrmm
0000000180fefc48 (__TEXT,__text) external _dtrmm$NEWLAPACK
000000018111dba4 (__TEXT,__text) external _dtrmm$NEWLAPACK$ILP64
0000000180e120e0 (__TEXT,__text) external _dtrmm_
0000000180e14bf4 (__TEXT,__text) external _dtrmv
0000000180e612f0 (__TEXT,__text) external _dtrmv$NEWLAPACK
000000018111a1fc (__TEXT,__text) external _dtrmv$NEWLAPACK$ILP64
0000000180e14bf4 (__TEXT,__text) external _dtrmv_
0000000180e1225c (__TEXT,__text) external _dtrsm
0000000180ff0278 (__TEXT,__text) external _dtrsm$NEWLAPACK
000000018111e1bc (__TEXT,__text) external _dtrsm$NEWLAPACK$ILP64
0000000180e1225c (__TEXT,__text) external _dtrsm_
0000000180e14f78 (__TEXT,__text) external _dtrsv
0000000180e617b0 (__TEXT,__text) external _dtrsv$NEWLAPACK
000000018111a6bc (__TEXT,__text) external _dtrsv$NEWLAPACK$ILP64
0000000180e14f78 (__TEXT,__text) external _dtrsv_
0000000180e1788c (__TEXT,__text) external _dzasum
00000001810920f8 (__TEXT,__text) external _dzasum$NEWLAPACK
000000018111edb4 (__TEXT,__text) external _dzasum$NEWLAPACK$ILP64
0000000180e1788c (__TEXT,__text) external _dzasum_
0000000180e17898 (__TEXT,__text) external _dznrm2
000000018109231c (__TEXT,__text) external _dznrm2$NEWLAPACK
000000018111efd8 (__TEXT,__text) external _dznrm2$NEWLAPACK$ILP64
0000000180e17898 (__TEXT,__text) external _dznrm2_
                 (undefined) external _exit (from libSystem)
000000018117ea5c (__TEXT,__text) external _float_general_add
000000018117f260 (__TEXT,__text) external _float_general_add_scalar
000000018117f734 (__TEXT,__text) external _float_general_elementwise_product
000000018117e788 (__TEXT,__text) external _float_general_permute_cols
000000018117e5f8 (__TEXT,__text) external _float_general_permute_rows
00000001811802b8 (__TEXT,__text) external _float_general_product_scalar
000000018118a328 (__TEXT,__text) external _float_general_splat
000000018117ff84 (__TEXT,__text) external _float_general_sub_scalar
000000018117e520 (__TEXT,__text) external _float_general_transpose
0000000181191a48 (__TEXT,__text) external _float_inner_product_scalar
000000018117e8a4 (__TEXT,__text) external _float_outer_product_scalar
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _free (from libSystem)
0000000180e11054 (__TEXT,__text) external _getHardwareInfo
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _hypot (from libSystem)
                 (undefined) external _hypotf (from libSystem)
0000000180e17404 (__TEXT,__text) external _icamax
000000018109205c (__TEXT,__text) external _icamax$NEWLAPACK
000000018111ed18 (__TEXT,__text) external _icamax$NEWLAPACK$ILP64
0000000180e17404 (__TEXT,__text) external _icamax_
0000000180e17604 (__TEXT,__text) external _idamax
0000000181092020 (__TEXT,__text) external _idamax$NEWLAPACK
000000018111ecdc (__TEXT,__text) external _idamax$NEWLAPACK$ILP64
0000000180e17604 (__TEXT,__text) external _idamax_
                 (undefined) external _ilogb (from libSystem)
0000000180e17650 (__TEXT,__text) external _isamax
0000000181091fe4 (__TEXT,__text) external _isamax$NEWLAPACK
000000018111eca0 (__TEXT,__text) external _isamax$NEWLAPACK$ILP64
0000000180e17650 (__TEXT,__text) external _isamax_
0000000180e178a4 (__TEXT,__text) external _izamax
0000000181092098 (__TEXT,__text) external _izamax$NEWLAPACK
000000018111ed54 (__TEXT,__text) external _izamax$NEWLAPACK$ILP64
0000000180e178a4 (__TEXT,__text) external _izamax_
0000000180e11098 (__TEXT,__text) external _lsame_
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_posix_memalign (from libSystem)
                 (undefined) external _malloc_type_valloc (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_pattern16 (from libSystem)
                 (undefined) external _memset_pattern4 (from libSystem)
                 (undefined) external _memset_pattern8 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _printf (from libSystem)
                 (undefined) external _pthread_qos_max_parallelism (from libSystem)
                 (undefined) external _qos_class_self (from libSystem)
0000000180e1768c (__TEXT,__text) external _sasum
00000001810920d4 (__TEXT,__text) external _sasum$NEWLAPACK
000000018111ed90 (__TEXT,__text) external _sasum$NEWLAPACK$ILP64
0000000180e1768c (__TEXT,__text) external _sasum_
000000018109216c (__TEXT,__text) external _saxpby$NEWLAPACK
000000018111ee28 (__TEXT,__text) external _saxpby$NEWLAPACK$ILP64
0000000180e176b0 (__TEXT,__text) external _saxpy
0000000181092104 (__TEXT,__text) external _saxpy$NEWLAPACK
000000018111edc0 (__TEXT,__text) external _saxpy$NEWLAPACK$ILP64
0000000180e176b0 (__TEXT,__text) external _saxpy_
                 (undefined) external _scalbn (from libSystem)
0000000180e17440 (__TEXT,__text) external _scasum
00000001810920ec (__TEXT,__text) external _scasum$NEWLAPACK
000000018111eda8 (__TEXT,__text) external _scasum$NEWLAPACK$ILP64
0000000180e17440 (__TEXT,__text) external _scasum_
0000000180e17464 (__TEXT,__text) external _scnrm2
0000000181092310 (__TEXT,__text) external _scnrm2$NEWLAPACK
000000018111efcc (__TEXT,__text) external _scnrm2$NEWLAPACK$ILP64
0000000180e17464 (__TEXT,__text) external _scnrm2_
0000000180e176ec (__TEXT,__text) external _scopy
00000001810921d4 (__TEXT,__text) external _scopy$NEWLAPACK
000000018111ee90 (__TEXT,__text) external _scopy$NEWLAPACK$ILP64
0000000180e176ec (__TEXT,__text) external _scopy_
0000000180e17714 (__TEXT,__text) external _sdot
0000000181092214 (__TEXT,__text) external _sdot$NEWLAPACK
000000018111eed0 (__TEXT,__text) external _sdot$NEWLAPACK$ILP64
0000000180e17714 (__TEXT,__text) external _sdot_
0000000180e1773c (__TEXT,__text) external _sdsdot
00000001810922d4 (__TEXT,__text) external _sdsdot$NEWLAPACK
000000018111ef90 (__TEXT,__text) external _sdsdot$NEWLAPACK$ILP64
0000000180e1773c (__TEXT,__text) external _sdsdot_
0000000180e13bf4 (__TEXT,__text) external _sgbmv
0000000180e5e618 (__TEXT,__text) external _sgbmv$NEWLAPACK
0000000181117594 (__TEXT,__text) external _sgbmv$NEWLAPACK$ILP64
0000000180e13bf4 (__TEXT,__text) external _sgbmv_
0000000180e6bbcc (__TEXT,__text) external _sgeCopy
00000001810a3e8c (__TEXT,__text) external _sgePack_A_NoTran
00000001810a4020 (__TEXT,__text) external _sgePack_A_Tran
00000001810a3b60 (__TEXT,__text) external _sgePack_B_NoTran
00000001810a3c9c (__TEXT,__text) external _sgePack_B_Tran
0000000180e6bb74 (__TEXT,__text) external _sgeSetZero
0000000180e117bc (__TEXT,__text) external _sgemm
0000000180fee2dc (__TEXT,__text) external _sgemm$NEWLAPACK
000000018111c294 (__TEXT,__text) external _sgemm$NEWLAPACK$ILP64
0000000180e117bc (__TEXT,__text) external _sgemm_
0000000180e13b34 (__TEXT,__text) external _sgemv
0000000180e5e2c8 (__TEXT,__text) external _sgemv$NEWLAPACK
0000000181117254 (__TEXT,__text) external _sgemv$NEWLAPACK$ILP64
0000000180e13b34 (__TEXT,__text) external _sgemv_
0000000180e145cc (__TEXT,__text) external _sger
0000000180e5e9c8 (__TEXT,__text) external _sger$NEWLAPACK
0000000181117924 (__TEXT,__text) external _sger$NEWLAPACK$ILP64
0000000180e145cc (__TEXT,__text) external _sger_
0000000180e17778 (__TEXT,__text) external _snrm2
00000001810922f8 (__TEXT,__text) external _snrm2$NEWLAPACK
000000018111efb4 (__TEXT,__text) external _snrm2$NEWLAPACK$ILP64
0000000180e17778 (__TEXT,__text) external _snrm2_
0000000180e1779c (__TEXT,__text) external _srot
0000000181092328 (__TEXT,__text) external _srot$NEWLAPACK
000000018111efe4 (__TEXT,__text) external _srot$NEWLAPACK$ILP64
0000000180e1779c (__TEXT,__text) external _srot_
0000000180e177cc (__TEXT,__text) external _srotg
0000000181092388 (__TEXT,__text) external _srotg$NEWLAPACK
000000018111f044 (__TEXT,__text) external _srotg$NEWLAPACK$ILP64
0000000180e177cc (__TEXT,__text) external _srotg_
0000000180e177e8 (__TEXT,__text) external _srotm
0000000181092398 (__TEXT,__text) external _srotm$NEWLAPACK
000000018111f054 (__TEXT,__text) external _srotm$NEWLAPACK$ILP64
0000000180e177e8 (__TEXT,__text) external _srotm_
0000000180e17810 (__TEXT,__text) external _srotmg
00000001810923b8 (__TEXT,__text) external _srotmg$NEWLAPACK
000000018111f074 (__TEXT,__text) external _srotmg$NEWLAPACK$ILP64
0000000180e17810 (__TEXT,__text) external _srotmg_
0000000180e13d74 (__TEXT,__text) external _ssbmv
0000000180e5f4d0 (__TEXT,__text) external _ssbmv$NEWLAPACK
0000000181118404 (__TEXT,__text) external _ssbmv$NEWLAPACK$ILP64
0000000180e13d74 (__TEXT,__text) external _ssbmv_
0000000180e17834 (__TEXT,__text) external _sscal
00000001810923d0 (__TEXT,__text) external _sscal$NEWLAPACK
000000018111f08c (__TEXT,__text) external _sscal$NEWLAPACK$ILP64
0000000180e17834 (__TEXT,__text) external _sscal_
0000000180e13e24 (__TEXT,__text) external _sspmv
0000000180e5f650 (__TEXT,__text) external _sspmv$NEWLAPACK
000000018111857c (__TEXT,__text) external _sspmv$NEWLAPACK$ILP64
0000000180e13e24 (__TEXT,__text) external _sspmv_
0000000180e14748 (__TEXT,__text) external _sspr
0000000180e5f7b0 (__TEXT,__text) external _sspr$NEWLAPACK
00000001811186dc (__TEXT,__text) external _sspr$NEWLAPACK$ILP64
0000000180e147d4 (__TEXT,__text) external _sspr2
0000000180e5f8e8 (__TEXT,__text) external _sspr2$NEWLAPACK
0000000181118814 (__TEXT,__text) external _sspr2$NEWLAPACK$ILP64
0000000180e147d4 (__TEXT,__text) external _sspr2_
0000000180e14748 (__TEXT,__text) external _sspr_
0000000180e17864 (__TEXT,__text) external _sswap
0000000181092448 (__TEXT,__text) external _sswap$NEWLAPACK
000000018111f104 (__TEXT,__text) external _sswap$NEWLAPACK$ILP64
0000000180e17864 (__TEXT,__text) external _sswap_
0000000180e118e0 (__TEXT,__text) external _ssymm
0000000180feee4c (__TEXT,__text) external _ssymm$NEWLAPACK
000000018111cdcc (__TEXT,__text) external _ssymm$NEWLAPACK$ILP64
0000000180e118e0 (__TEXT,__text) external _ssymm_
0000000180e13cd0 (__TEXT,__text) external _ssymv
0000000180e5fa28 (__TEXT,__text) external _ssymv$NEWLAPACK
0000000181118954 (__TEXT,__text) external _ssymv$NEWLAPACK$ILP64
0000000180e13cd0 (__TEXT,__text) external _ssymv_
0000000180e1461c (__TEXT,__text) external _ssyr
0000000180e5fb90 (__TEXT,__text) external _ssyr$NEWLAPACK
0000000181118abc (__TEXT,__text) external _ssyr$NEWLAPACK$ILP64
0000000180e146ac (__TEXT,__text) external _ssyr2
0000000180e5fcd0 (__TEXT,__text) external _ssyr2$NEWLAPACK
0000000181118bfc (__TEXT,__text) external _ssyr2$NEWLAPACK$ILP64
0000000180e146ac (__TEXT,__text) external _ssyr2_
0000000180e11dc4 (__TEXT,__text) external _ssyr2k
0000000180fef664 (__TEXT,__text) external _ssyr2k$NEWLAPACK
000000018111d5d4 (__TEXT,__text) external _ssyr2k$NEWLAPACK$ILP64
0000000180e11dc4 (__TEXT,__text) external _ssyr2k_
0000000180e1461c (__TEXT,__text) external _ssyr_
0000000180e11ccc (__TEXT,__text) external _ssyrk
0000000180fef244 (__TEXT,__text) external _ssyrk$NEWLAPACK
000000018111d1b4 (__TEXT,__text) external _ssyrk$NEWLAPACK$ILP64
0000000180e11ccc (__TEXT,__text) external _ssyrk_
0000000180e13ff0 (__TEXT,__text) external _stbmv
0000000180e5fe28 (__TEXT,__text) external _stbmv$NEWLAPACK
0000000181118d54 (__TEXT,__text) external _stbmv$NEWLAPACK$ILP64
0000000180e13ff0 (__TEXT,__text) external _stbmv_
0000000180e14374 (__TEXT,__text) external _stbsv
