00007ff841e6b8b0 (__DATA,__data) non-external _.compoundliteral
00007ff80345000f (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke_2
00007ff803456d81 (__TEXT,__text) non-external ___compile_block_invoke
00007ff803456d02 (__TEXT,__text) non-external ___compile_block_invoke.4
00007ff8034437f4 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke
00007ff80344a4b4 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke.20
00007ff80344f031 (__TEXT,__text) non-external ___condition_is_contrary_with_any_in_list_block_invoke
00007ff8034596f4 (__TEXT,__text) non-external ___condition_is_subset_of_all_block_invoke
00007ff803459702 (__TEXT,__text) non-external ___condition_is_subset_of_any_block_invoke
00007ff80344ec01 (__TEXT,__text) non-external ___condition_is_subset_of_any_in_list_block_invoke
00007ff80344f001 (__TEXT,__text) non-external ___condition_is_superset_of_any_in_list_block_invoke
00007ff8034590ba (__TEXT,__text) non-external ___condition_is_transposable_within_reference_block_invoke
00007ff80344f8ad (__TEXT,__text) non-external ___condition_list_is_ordered_by_cost_block_invoke
00007ff803450c9e (__TEXT,__text) non-external ___condition_with_patterns_combined_block_invoke
00007ff803456f48 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32b
00007ff80345b22e (__TEXT,__text) non-external ___copy_helper_block_8_32b40r
00007ff803456c98 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r
00007ff803457429 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r
00007ff8034589d0 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_8_32r40r48r
00007ff80345e56b (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r56r64r
00007ff841e73560 (__DATA,__common) [referenced dynamically] external ___crashreporter_info__
00007ff80345b294 (__TEXT,__text) non-external ___create_pattern_disjunctions_block_invoke
00007ff80344d398 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke
00007ff80344dd84 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.10
00007ff803454050 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.12
00007ff80344cbb9 (__TEXT,__text) non-external ___cse_multiple_block_invoke
00007ff80343f8b9 (__TEXT,__text) non-external ___define_action_block_invoke
00007ff80345e2f6 (__TEXT,__text) non-external ___define_action_block_invoke.117
00007ff803445ef8 (__TEXT,__text) non-external ___define_action_block_invoke_2
00007ff803444dd0 (__TEXT,__text) non-external ___define_combination_filter_block_invoke
00007ff80345d04e (__TEXT,__text) non-external ___define_error_handler_block_invoke
00007ff80345d262 (__TEXT,__text) non-external ___define_error_handler_block_invoke_2
00007ff803440ef2 (__TEXT,__text) non-external ___define_filter_block_invoke
00007ff8034530bc (__TEXT,__text) non-external ___define_network_filter_block_invoke
00007ff803440d54 (__TEXT,__text) non-external ___define_on_open_handler_block_invoke
00007ff80345c359 (__TEXT,__text) non-external ___define_wrapper_filter_block_invoke
00007ff803456f5f (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32b
00007ff80345b266 (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r
00007ff803456caf (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r
00007ff803457461 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r
00007ff803458a1a (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_8_32r40r48r
00007ff80345e5d9 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r56r64r
00007ff80344c81e (__TEXT,__text) non-external ___eliminate_common_subexpressions_block_invoke
00007ff803459114 (__TEXT,__text) non-external ___eliminate_common_subexpressions_policy_block_invoke
00007ff803459f61 (__TEXT,__text) non-external ___eliminate_dead_code_policy_block_invoke
00007ff8034586dc (__TEXT,__text) non-external ___emit_modifier_list_block_invoke
00007ff80345875f (__TEXT,__text) non-external ___emit_modifier_list_block_invoke.81
00007ff803451976 (__TEXT,__text) non-external ___emit_profile_block_invoke
00007ff803458415 (__TEXT,__text) non-external ___emit_return_instruction_block_invoke
00007ff80345844c (__TEXT,__text) non-external ___emit_return_instruction_block_invoke.67
00007ff803457c21 (__TEXT,__text) non-external ___emit_variable_names_block_invoke
                 (undefined) external ___error (from libSystem)
00007ff80344e545 (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke
00007ff80344e4af (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke.9
00007ff80345ac39 (__TEXT,__text) non-external ___expand_logical_conditions_policy_block_invoke
00007ff80344f9f1 (__TEXT,__text) non-external ___factor_block_invoke
00007ff80345a62f (__TEXT,__text) non-external ___factor_policy_block_invoke
00007ff80345ebfb (__TEXT,__text) non-external ___generate_mach_syscallmask_block_invoke
00007ff80345ebe1 (__TEXT,__text) non-external ___generate_mig_syscallmask_block_invoke
00007ff80345f145 (__TEXT,__text) non-external ___generate_unix_syscallmask_block_invoke
00007ff803458cc3 (__TEXT,__text) non-external ___iterate_string_operands_with_atom_namespaces_block_invoke
00007ff803444ba6 (__TEXT,__text) non-external ___list_cost_estimate_block_invoke
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
00007ff80344ac67 (__TEXT,__text) non-external ___operation_can_return_action_block_invoke
00007ff80345e28b (__TEXT,__text) non-external ___operation_expand_block_invoke
00007ff803458d01 (__TEXT,__text) non-external ___populate_pattern_variable_count_block_invoke
00007ff80344f3b7 (__TEXT,__text) non-external ___reorder_block_invoke
00007ff80344f96e (__TEXT,__text) non-external ___reorder_condition_list_block_invoke
00007ff80345bb90 (__TEXT,__text) non-external ___reorder_policy_block_invoke
00007ff803458e44 (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke
00007ff803458e94 (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke.20
00007ff80344f0f9 (__TEXT,__text) non-external ___resolve_jumps_block_invoke
                 (undefined) external ___sandbox_ms (from libSystem)
00007ff80345655f (__TEXT,__text) non-external ___sandbox_prepare_user_home_mount_block_invoke
00007ff803456aa2 (__TEXT,__text) non-external ___sandbox_register_network_approval_policy_exemption_for_share_block_invoke
00007ff803450dda (__TEXT,__text) non-external ___sb_analyze_check_dependencies_profile_block_invoke
00007ff80345766b (__TEXT,__text) non-external ___sb_bitmask_is_subset_block_invoke
00007ff80344b080 (__TEXT,__text) non-external ___sb_bytecode_output_profile_block_invoke
00007ff803459549 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke
00007ff8034458a2 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke_2
00007ff80345953a (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke
00007ff803444bf9 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke_2
00007ff803453ab4 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke
00007ff803449d22 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_2
00007ff803453aa0 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_3
00007ff803448be4 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_4
00007ff803459e0d (__TEXT,__text) non-external ___sb_condition_list_every_condition_matches_predicate_block_invoke
00007ff803441de1 (__TEXT,__text) non-external ___sb_filter_has_side_effects_block_invoke
00007ff803443fe0 (__TEXT,__text) non-external ___sb_fsa_disjunction_block_invoke
00007ff80344f06f (__TEXT,__text) non-external ___sb_fsa_matches_disjoint_set_block_invoke
00007ff80344ef44 (__TEXT,__text) non-external ___sb_fsa_matches_subset_block_invoke
00007ff8034570d0 (__TEXT,__text) non-external ___sb_fsa_recognizer_byteset_block_invoke
00007ff803452d2a (__TEXT,__text) non-external ___sb_modifiers_apply_action_flags_block_invoke
00007ff80345adce (__TEXT,__text) non-external ___sb_msgfilter_iterate_entry_points_block_invoke
00007ff80343f0da (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke
00007ff80344a810 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_10
00007ff80345d40a (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_11
00007ff80345cb08 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_12
00007ff80345d3ef (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_13
00007ff80345cb80 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_14
00007ff80345d36f (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_15
00007ff80345cd92 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_16
00007ff80345ce32 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_17
00007ff80345cffd (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_18
00007ff80345d2ad (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_19
00007ff803453f4f (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_2
00007ff8034538cc (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_3
00007ff803445934 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_4
00007ff8034459f4 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_5
00007ff80345c77f (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_6
00007ff80345c799 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_7
00007ff80345ca88 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_8
00007ff80345d429 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_9
00007ff80345bcdd (__TEXT,__text) non-external ___sb_transform_resolve_jumps_policy_block_invoke
00007ff80345aa53 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke
00007ff80345aaa8 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke_2
00007ff80345d332 (__TEXT,__text) non-external ___sbpl_filter_eqv_block_invoke
00007ff80345d2f9 (__TEXT,__text) non-external ___sbpl_operation_eqv_block_invoke
                 (undefined) external ___srget (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stdinp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
00007ff80345ab60 (__TEXT,__text) non-external ___synthesize_logical_conditions_policy_block_invoke
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
00007ff80343ed44 (__TEXT,__text) non-external ___xpc2sc_block_invoke
00007ff841e6b590 (__DATA,__data) non-external __address_family_aliases_
00007ff803458da5 (__TEXT,__text) non-external __annotate_instruction_order
00007ff803453f1c (__TEXT,__text) non-external __buffer_close
00007ff803453e69 (__TEXT,__text) non-external __buffer_read
00007ff803453e0b (__TEXT,__text) non-external __buffer_seek
00007ff80344424c (__TEXT,__text) non-external __calculate_graft_position
00007ff80345a5bc (__TEXT,__text) non-external __condition_list_diff
00007ff841e6dad0 (__DATA,__data) non-external __csr_aliases_
00007ff80345d46f (__TEXT,__text) non-external __define_filter
00007ff80343e6cb (__TEXT,__text) non-external __define_list
00007ff80343e909 (__TEXT,__text) non-external __define_symbol
00007ff841e72e90 (__DATA,__data) non-external __errno_value_aliases_
00007ff841e719b0 (__DATA,__data) non-external __fcntl_command_aliases_
00007ff803444800 (__TEXT,__text) non-external __flatten
00007ff803452f26 (__TEXT,__text) non-external __free_error_pool
00007ff841e6b920 (__DATA,__data) non-external __fsctl_command_aliases_
00007ff841e6dba0 (__DATA,__data) non-external __host_special_port_aliases_
00007ff841e6c590 (__DATA,__data) non-external __ioctl_command_aliases_
00007ff841e700c0 (__DATA,__data) non-external __machtrap_aliases_
00007ff80343e78d (__TEXT,__text) non-external __make_list_v
00007ff841e72c00 (__DATA,__data) non-external __memorystatus_control_cmd_aliases_
00007ff841e70490 (__DATA,__data) non-external __mig_routine_aliases_
00007ff841e72a40 (__DATA,__data) non-external __necp_client_action_aliases_
00007ff80344f91a (__TEXT,__text) non-external __order
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
00007ff80343ee25 (__TEXT,__text) non-external __parse_file
00007ff841e6e3d0 (__DATA,__data) non-external __persona_aliases_
00007ff841e6d680 (__DATA,__data) non-external __privilege_aliases_
00007ff803452a12 (__TEXT,__text) non-external __push_match_byteset_instr
00007ff80343bb18 (__TEXT,__text) non-external __s_return
00007ff80344dbd7 (__TEXT,__text) non-external __sb_condition_list_remove_index
00007ff803441be1 (__TEXT,__text) non-external __sb_condition_pattern_of_type
00007ff8034510b0 (__TEXT,__text) non-external __sb_condition_traverse_filters
00007ff803457149 (__TEXT,__text) non-external __sb_fsa_disjunction
00007ff803443cc6 (__TEXT,__text) non-external __sb_fsa_iterate_disjuncts
00007ff803456f7b (__TEXT,__text) non-external __sb_fsa_recognizer_terminal
00007ff803449027 (__TEXT,__text) non-external __sb_fsa_serialize
00007ff80345a301 (__TEXT,__text) non-external __sb_instr_error_with_formatv
00007ff80344884c (__TEXT,__text) non-external __sb_pattern_is_literal
00007ff803437754 (__TEXT,__text) non-external __sb_realloc_vector
00007ff80345f15f (__TEXT,__text) non-external __sb_textbuf_with_string_transfer_with_length
00007ff803448bfb (__TEXT,__text) non-external __sb_value_is_equivalent
00007ff803459710 (__TEXT,__text) non-external __sb_value_matches_subset
00007ff80345afec (__TEXT,__text) non-external __set_modifier_string
00007ff841e6dd50 (__DATA,__data) non-external __signal_aliases_
00007ff841e71e80 (__DATA,__data) non-external __socket_option_level_aliases_
00007ff841e72520 (__DATA,__data) non-external __socket_option_name_aliases_
00007ff841e6b850 (__DATA,__data) non-external __socket_type_aliases_
00007ff841e6e450 (__DATA,__data) non-external __syscall_aliases_
00007ff841e72df0 (__DATA,__data) non-external __task_special_port_aliases_
00007ff841e6e0f0 (__DATA,__data) non-external __usb_interface_class_aliases_
00007ff841e6e200 (__DATA,__data) non-external __usb_interface_subclass_aliases_
                 (undefined) external __xpc_type_array (from libSystem)
                 (undefined) external __xpc_type_bool (from libSystem)
                 (undefined) external __xpc_type_dictionary (from libSystem)
                 (undefined) external __xpc_type_int64 (from libSystem)
                 (undefined) external __xpc_type_null (from libSystem)
                 (undefined) external __xpc_type_string (from libSystem)
                 (undefined) external __xpc_type_uint64 (from libSystem)
                 (undefined) external __xpc_type_uuid (from libSystem)
                 (undefined) external _abort (from libSystem)
00007ff803445966 (__TEXT,__text) non-external _all_args_pass_test
00007ff803438352 (__TEXT,__text) non-external _alloc_cellseg
00007ff8034475bb (__TEXT,__text) non-external _alloc_literal
00007ff8034405dd (__TEXT,__text) non-external _arg_is_condition
00007ff80345d38a (__TEXT,__text) non-external _arg_is_message_filter
00007ff803445d7a (__TEXT,__text) non-external _arg_is_modifier
00007ff80344064c (__TEXT,__text) non-external _arg_is_operation
                 (undefined) external _asprintf (from libSystem)
00007ff80344221a (__TEXT,__text) non-external _assert_is_mutable
00007ff803459dd4 (__TEXT,__text) non-external _assert_is_mutable.320
00007ff803454b54 (__TEXT,__text) non-external _atom2str
00007ff80345f8ee (__TEXT,__text) non-external _atom2str.cold.1
00007ff80345f911 (__TEXT,__text) non-external _atom2str.cold.2
00007ff80345f934 (__TEXT,__text) non-external _atom2str.cold.3
00007ff80345f957 (__TEXT,__text) non-external _atom2str.cold.4
00007ff80345f97a (__TEXT,__text) non-external _atom2str.cold.5
00007ff80345f99d (__TEXT,__text) non-external _atom2str.cold.6
00007ff80345f9c0 (__TEXT,__text) non-external _atom2str.cold.7
00007ff80345f9e3 (__TEXT,__text) non-external _atom2str.cold.8
00007ff80343a7f3 (__TEXT,__text) non-external _backchar
00007ff80343f801 (__TEXT,__text) non-external _backtrace_pop
00007ff80345f862 (__TEXT,__text) non-external _backtrace_pop.cold.1
00007ff803438ed6 (__TEXT,__text) non-external _backtrace_push
00007ff803457554 (__TEXT,__text) non-external _bitmask_extend
                 (undefined) external _bootstrap_look_up (from libSystem)
                 (undefined) external _bootstrap_port (from libSystem)
00007ff803454159 (__TEXT,__text) non-external (was a private external) _bt_pointer_code
00007ff803454190 (__TEXT,__text) non-external (was a private external) _bt_pointer_col
00007ff803454182 (__TEXT,__text) non-external (was a private external) _bt_pointer_line
00007ff803454166 (__TEXT,__text) non-external (was a private external) _bt_pointer_name
                 (undefined) external _calloc (from libSystem)
00007ff80344c2a0 (__TEXT,__text) non-external _can_combine_conjunction
00007ff80344c22c (__TEXT,__text) non-external _can_combine_disjunction
00007ff80344d503 (__TEXT,__text) non-external _candidate_list_lookup
00007ff80344df06 (__TEXT,__text) non-external _candidate_list_remove
00007ff803450801 (__TEXT,__text) non-external _candidate_set_release
00007ff803440544 (__TEXT,__text) non-external _car
00007ff803440593 (__TEXT,__text) non-external _cdr
00007ff803450e91 (__TEXT,__text) non-external _check_dependencies
00007ff80345b72a (__TEXT,__text) non-external _check_instruction
00007ff80345b827 (__TEXT,__text) non-external _check_policy
00007ff80345ec15 (__TEXT,__text) non-external _collect_filters_into_syscallmask
00007ff8034352ba (__TEXT,__text) non-external _compile
00007ff8034412c4 (__TEXT,__text) non-external _compute_cost_estimate
00007ff80344103f (__TEXT,__text) non-external _compute_hash
00007ff8034593df (__TEXT,__text) non-external _compute_hash.234
00007ff803444ce3 (__TEXT,__text) non-external _condition_free_callback
00007ff803450091 (__TEXT,__text) non-external _condition_with_patterns_combined
00007ff80345666d (__TEXT,__text) non-external _connect_to_sandboxd_and_call
00007ff803447bee (__TEXT,__text) non-external _construct_automaton
00007ff803450937 (__TEXT,__text) non-external _create_pattern_disjunctions
00007ff80344c923 (__TEXT,__text) non-external _cse
00007ff80344cc35 (__TEXT,__text) non-external _cse_inferior_list
00007ff80344cae5 (__TEXT,__text) non-external _cse_multiple
00007ff80344e6ef (__TEXT,__text) non-external _dce
00007ff803442601 (__TEXT,__text) non-external _decorate_condition
00007ff80343f1c4 (__TEXT,__text) non-external _decorate_operation
00007ff80345bfb6 (__TEXT,__text) non-external _define_action
00007ff80345c2b9 (__TEXT,__text) non-external _define_combination_filter
00007ff80345a24c (__TEXT,__text) non-external _die_die_die
                 (undefined) external _dispatch_once (from libSystem)
00007ff8402551a0 (__DATA_CONST,__const) non-external _dispatch_table
00007ff80344a795 (__TEXT,__text) non-external _dump_stack_restore
00007ff80344a713 (__TEXT,__text) non-external _dump_stack_stash
00007ff803459023 (__TEXT,__text) non-external _eliminate_common_subexpressions_policy
00007ff80344e5d2 (__TEXT,__text) non-external _eliminate_dead_code
00007ff803459ecb (__TEXT,__text) non-external _eliminate_dead_code_policy
00007ff803452841 (__TEXT,__text) non-external _emit
00007ff803457b5e (__TEXT,__text) non-external _emit_atom_table
00007ff8034581fb (__TEXT,__text) non-external _emit_bitmask
00007ff8034519ff (__TEXT,__text) non-external _emit_instruction
00007ff8034587bc (__TEXT,__text) non-external _emit_modifier_descriptor
00007ff803458164 (__TEXT,__text) non-external _emit_network
00007ff803457e8d (__TEXT,__text) non-external _emit_pattern
00007ff803457fb6 (__TEXT,__text) non-external _emit_regex
00007ff803452c15 (__TEXT,__text) non-external _emit_string
00007ff803457a9a (__TEXT,__text) non-external _emit_variable_names
00007ff8034524c1 (__TEXT,__text) non-external _encode_address
00007ff80344764d (__TEXT,__text) non-external _end_expression
00007ff80343dd50 (__TEXT,__text) non-external _eqv
00007ff80344e126 (__TEXT,__text) non-external _expand_logical_conditions
00007ff80345aba8 (__TEXT,__text) non-external _expand_logical_conditions_policy
00007ff80345a4d6 (__TEXT,__text) non-external _factor_policy
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fileno (from libSystem)
00007ff80343870b (__TEXT,__text) non-external (was a private external) _fill_vector
00007ff840257430 (__DATA_CONST,__const) non-external _filter_info
00007ff803438678 (__TEXT,__text) non-external _find_consecutive_cells
00007ff80343bb7b (__TEXT,__text) non-external _find_slot_in_env
00007ff8034479f8 (__TEXT,__text) non-external _fixup_unanchored_operand
                 (undefined) external _flockfile (from libSystem)
                 (undefined) external _fopen (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007ff80343760a (__TEXT,__text) non-external _free_bytes_in_buffer
                 (undefined) external _fseeko (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _ftello (from libSystem)
                 (undefined) external _funlockfile (from libSystem)
                 (undefined) external _funopen (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ff80343f2d3 (__TEXT,__text) non-external _gc
00007ff80343e653 (__TEXT,__text) non-external (was a private external) _gc_protect
00007ff80343e8de (__TEXT,__text) non-external (was a private external) _gc_unprotect
00007ff80345f83f (__TEXT,__text) non-external _gc_unprotect.cold.1
00007ff80345e7c2 (__TEXT,__text) non-external _generate_syscallmask
00007ff80343dc02 (__TEXT,__text) non-external (was a private external) _gensym
00007ff80345f81c (__TEXT,__text) non-external _gensym.cold.1
00007ff803438817 (__TEXT,__text) non-external _get_cell
00007ff8034527e8 (__TEXT,__text) non-external _get_current_data_address
00007ff80343a670 (__TEXT,__text) non-external _inchar
00007ff803472990 (__TEXT,__const) non-external _init_scm
00007ff8034560d8 (__TEXT,__text) non-external _inspect_iterate_items
00007ff80343d7cf (__TEXT,__text) non-external _is_any
00007ff803454146 (__TEXT,__text) non-external (was a private external) _is_bt_pointer
00007ff803444cc6 (__TEXT,__text) non-external (was a private external) _is_character
00007ff8034541ef (__TEXT,__text) non-external (was a private external) _is_closure
00007ff803454215 (__TEXT,__text) non-external (was a private external) _is_continuation
00007ff80345423b (__TEXT,__text) non-external (was a private external) _is_environment
00007ff8034541c8 (__TEXT,__text) non-external (was a private external) _is_foreign
00007ff8034541db (__TEXT,__text) non-external (was a private external) _is_foreign_block
00007ff803442682 (__TEXT,__text) non-external (was a private external) _is_foreign_object
00007ff8034406e9 (__TEXT,__text) non-external (was a private external) _is_integer
00007ff803454202 (__TEXT,__text) non-external (was a private external) _is_macro
00007ff803440cb9 (__TEXT,__text) non-external _is_nonneg
00007ff80345543a (__TEXT,__text) non-external _is_num_integer
00007ff80343dcf2 (__TEXT,__text) non-external (was a private external) _is_number
00007ff80343c7f2 (__TEXT,__text) non-external (was a private external) _is_pair
00007ff80345419f (__TEXT,__text) non-external (was a private external) _is_port
00007ff80344a0a7 (__TEXT,__text) non-external _is_position_at_end_of_sequence
00007ff8034541b5 (__TEXT,__text) non-external (was a private external) _is_proc
00007ff803454228 (__TEXT,__text) non-external (was a private external) _is_promise
00007ff803440ca4 (__TEXT,__text) non-external (was a private external) _is_string
00007ff803440ed7 (__TEXT,__text) non-external (was a private external) _is_symbol
00007ff8034540ab (__TEXT,__text) non-external (was a private external) _is_vector
                 (undefined) external _isalnum (from libSystem)
                 (undefined) external _isalpha (from libSystem)
                 (undefined) external _isblank (from libSystem)
                 (undefined) external _iscntrl (from libSystem)
                 (undefined) external _isdigit (from libSystem)
                 (undefined) external _isgraph (from libSystem)
                 (undefined) external _islower (from libSystem)
                 (undefined) external _isprint (from libSystem)
                 (undefined) external _ispunct (from libSystem)
                 (undefined) external _isspace (from libSystem)
                 (undefined) external _isupper (from libSystem)
                 (undefined) external _isxdigit (from libSystem)
00007ff8034406f6 (__TEXT,__text) non-external (was a private external) _ivalue
00007ff803444a1a (__TEXT,__text) non-external _list_cost_estimate
00007ff803444c18 (__TEXT,__text) non-external _list_star
00007ff80345a6f0 (__TEXT,__text) non-external _lookup_filter_info
                 (undefined) external _mach_msg (from libSystem)
                 (undefined) external _mach_msg_destroy (from libSystem)
                 (undefined) external _mach_port_deallocate (from libSystem)
                 (undefined) external _mach_task_self_ (from libSystem)
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _malloc_good_size (from libSystem)
                 (undefined) external _malloc_size (from libSystem)
00007ff80343f64b (__TEXT,__text) non-external _mark
                 (undefined) external _matchCombine (from libMatch)
                 (undefined) external _matchCompile (from libMatch)
                 (undefined) external _matchExec (from libMatch)
                 (undefined) external _matchFree (from libMatch)
                 (undefined) external _matchInit (from libMatch)
                 (undefined) external _matchPack (from libMatch)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmem (from libSystem)
                 (undefined) external _memmove (from libSystem)
                 (undefined) external _memset (from libSystem)
                 (undefined) external _mergesort_b (from libSystem)
                 (undefined) external _mig_dealloc_reply_port (from libSystem)
                 (undefined) external _mig_get_reply_port (from libSystem)
                 (undefined) external _mig_put_reply_port (from libSystem)
                 (undefined) external _mig_strncpy (from libSystem)
                 (undefined) weak external _mig_strncpy_zerofill (from libSystem)
00007ff80343b993 (__TEXT,__text) non-external _mk_atom
00007ff803449f88 (__TEXT,__text) non-external (was a private external) _mk_counted_string
00007ff803454f7c (__TEXT,__text) non-external _mk_empty_string
00007ff80343e9f5 (__TEXT,__text) non-external (was a private external) _mk_foreign_block
00007ff80343ea2c (__TEXT,__text) non-external (was a private external) _mk_foreign_func
00007ff803442653 (__TEXT,__text) non-external (was a private external) _mk_foreign_object
00007ff80343f20d (__TEXT,__text) non-external (was a private external) _mk_integer
00007ff80343c5ef (__TEXT,__text) non-external _mk_sharp_const
00007ff803453fc8 (__TEXT,__text) non-external _mk_sharp_integer
00007ff803438a9c (__TEXT,__text) non-external (was a private external) _mk_string
00007ff8034388b2 (__TEXT,__text) non-external (was a private external) _mk_symbol
00007ff80343850a (__TEXT,__text) non-external _mk_vector
00007ff80345f885 (__TEXT,__text) non-external _mk_vector.cold.1
00007ff840258150 (__DATA_CONST,__const) non-external _modifier_info
00007ff80344a0e1 (__TEXT,__text) non-external _move_to_next_node
00007ff80345d444 (__TEXT,__text) non-external _msgfilter_free_callback
00007ff80344c561 (__TEXT,__text) non-external _negate_instruction
00007ff840257390 (__DATA_CONST,__const) non-external _network_filter_constants
00007ff803438760 (__TEXT,__text) non-external _new_frame_in_env
00007ff803438b6f (__TEXT,__text) non-external _new_slot_spec_in_env
00007ff8034817c0 (__TEXT,__const) non-external _nfBasicCF
00007ff80347dbd0 (__TEXT,__const) non-external _nfTrieHi
00007ff8034821c0 (__TEXT,__const) non-external _nfTrieLo
00007ff8034805e0 (__TEXT,__const) non-external _nfTrieMid
00007ff80347e200 (__TEXT,__const) non-external _nfU16InvMasks
00007ff80347e310 (__TEXT,__const) non-external _nfU16Seq2
00007ff80347ef30 (__TEXT,__const) non-external _nfU16Seq3
00007ff80347f470 (__TEXT,__const) non-external _nfU16SeqMisc
00007ff80347f600 (__TEXT,__const) non-external _nfU32Char
00007ff803480480 (__TEXT,__const) non-external _nfU32SeqMisc
00007ff80343dd08 (__TEXT,__text) non-external _num_eq
00007ff803444c82 (__TEXT,__text) non-external _num_ge
00007ff803449fd8 (__TEXT,__text) non-external _num_gt
00007ff803454102 (__TEXT,__text) non-external _num_le
00007ff8034540be (__TEXT,__text) non-external _num_lt
00007ff803454af2 (__TEXT,__text) non-external _num_mod
00007ff843af8858 (__DATA_DIRTY,__bss) non-external _num_one
00007ff803454a84 (__TEXT,__text) non-external _num_rem
00007ff843af8848 (__DATA_DIRTY,__bss) non-external _num_zero
00007ff803442695 (__TEXT,__text) non-external (was a private external) _objvalue
00007ff803438974 (__TEXT,__text) non-external _oblist_add_by_name
00007ff8034388e1 (__TEXT,__text) non-external _oblist_find_by_name
00007ff8034476be (__TEXT,__text) non-external _op_concat
00007ff803447b54 (__TEXT,__text) non-external _operand_release
