                 (undefined) external _Block_size (from libSystem)
                 (indirect) external _Block_size (for _Block_size)
                 (undefined) external _CCEC_FAULT_CANARY (from libSystem)
                 (indirect) external _CCEC_FAULT_CANARY (for _CCEC_FAULT_CANARY)
                 (undefined) external _CCRSA_PKCS1_FAULT_CANARY (from libSystem)
                 (indirect) external _CCRSA_PKCS1_FAULT_CANARY (for _CCRSA_PKCS1_FAULT_CANARY)
                 (undefined) external _CCRSA_PSS_FAULT_CANARY (from libSystem)
                 (indirect) external _CCRSA_PSS_FAULT_CANARY (for _CCRSA_PSS_FAULT_CANARY)
                 (undefined) external _CCSS_PRIME_P192 (from libSystem)
                 (indirect) external _CCSS_PRIME_P192 (for _CCSS_PRIME_P192)
                 (undefined) external _CCSS_PRIME_P224 (from libSystem)
                 (indirect) external _CCSS_PRIME_P224 (for _CCSS_PRIME_P224)
                 (undefined) external _CCSS_PRIME_P256 (from libSystem)
                 (indirect) external _CCSS_PRIME_P256 (for _CCSS_PRIME_P256)
                 (undefined) external _CCSS_PRIME_P384 (from libSystem)
                 (indirect) external _CCSS_PRIME_P384 (for _CCSS_PRIME_P384)
                 (undefined) external _CCSS_PRIME_P521 (from libSystem)
                 (indirect) external _CCSS_PRIME_P521 (for _CCSS_PRIME_P521)
00007ff80005b573 (__TEXT,__text) non-external _DiToMD5
                 (undefined) external _ccder_decode_tl (from libSystem)
                 (indirect) external _ccder_decode_tl (for _ccder_decode_tl)
                 (undefined) external _ccder_decode_tl_strict (from libSystem)
                 (indirect) external _ccder_decode_tl_strict (for _ccder_decode_tl_strict)
                 (undefined) external _ccder_decode_uint (from libSystem)
                 (indirect) external _ccder_decode_uint (for _ccder_decode_uint)
                 (undefined) external _ccder_decode_uint64 (from libSystem)
                 (indirect) external _ccder_decode_uint64 (for _ccder_decode_uint64)
                 (undefined) external _ccder_decode_uint_n (from libSystem)
                 (indirect) external _ccder_decode_uint_n (for _ccder_decode_uint_n)
                 (undefined) external _ccder_decode_uint_strict (from libSystem)
                 (indirect) external _ccder_decode_uint_strict (for _ccder_decode_uint_strict)
                 (undefined) external _ccder_encode_body (from libSystem)
                 (indirect) external _ccder_encode_body (for _ccder_encode_body)
                 (undefined) external _ccder_encode_body_nocopy (from libSystem)
                 (indirect) external _ccder_encode_body_nocopy (for _ccder_encode_body_nocopy)
                 (undefined) external _ccder_encode_constructed_tl (from libSystem)
                 (indirect) external _ccder_encode_constructed_tl (for _ccder_encode_constructed_tl)
                 (undefined) external _ccder_encode_dhparams (from libSystem)
                 (indirect) external _ccder_encode_dhparams (for _ccder_encode_dhparams)
                 (undefined) external _ccder_encode_dhparams_size (from libSystem)
                 (indirect) external _ccder_encode_dhparams_size (for _ccder_encode_dhparams_size)
                 (undefined) external _ccder_encode_eckey (from libSystem)
                 (indirect) external _ccder_encode_eckey (for _ccder_encode_eckey)
                 (undefined) external _ccder_encode_eckey_size (from libSystem)
                 (indirect) external _ccder_encode_eckey_size (for _ccder_encode_eckey_size)
                 (undefined) external _ccder_encode_implicit_integer (from libSystem)
                 (indirect) external _ccder_encode_implicit_integer (for _ccder_encode_implicit_integer)
                 (undefined) external _ccder_encode_implicit_octet_string (from libSystem)
                 (indirect) external _ccder_encode_implicit_octet_string (for _ccder_encode_implicit_octet_string)
                 (undefined) external _ccder_encode_implicit_raw_octet_string (from libSystem)
                 (indirect) external _ccder_encode_implicit_raw_octet_string (for _ccder_encode_implicit_raw_octet_string)
                 (undefined) external _ccder_encode_implicit_uint64 (from libSystem)
                 (indirect) external _ccder_encode_implicit_uint64 (for _ccder_encode_implicit_uint64)
                 (undefined) external _ccder_encode_integer (from libSystem)
                 (indirect) external _ccder_encode_integer (for _ccder_encode_integer)
                 (undefined) external _ccder_encode_len (from libSystem)
                 (indirect) external _ccder_encode_len (for _ccder_encode_len)
                 (undefined) external _ccder_encode_octet_string (from libSystem)
                 (indirect) external _ccder_encode_octet_string (for _ccder_encode_octet_string)
                 (undefined) external _ccder_encode_oid (from libSystem)
                 (indirect) external _ccder_encode_oid (for _ccder_encode_oid)
                 (undefined) external _ccder_encode_raw_octet_string (from libSystem)
                 (indirect) external _ccder_encode_raw_octet_string (for _ccder_encode_raw_octet_string)
                 (undefined) external _ccder_encode_rsa_priv (from libSystem)
                 (indirect) external _ccder_encode_rsa_priv (for _ccder_encode_rsa_priv)
                 (undefined) external _ccder_encode_rsa_priv_size (from libSystem)
                 (indirect) external _ccder_encode_rsa_priv_size (for _ccder_encode_rsa_priv_size)
                 (undefined) external _ccder_encode_rsa_pub (from libSystem)
                 (indirect) external _ccder_encode_rsa_pub (for _ccder_encode_rsa_pub)
                 (undefined) external _ccder_encode_rsa_pub_size (from libSystem)
                 (indirect) external _ccder_encode_rsa_pub_size (for _ccder_encode_rsa_pub_size)
                 (undefined) external _ccder_encode_tag (from libSystem)
                 (indirect) external _ccder_encode_tag (for _ccder_encode_tag)
                 (undefined) external _ccder_encode_tl (from libSystem)
                 (indirect) external _ccder_encode_tl (for _ccder_encode_tl)
                 (undefined) external _ccder_encode_uint64 (from libSystem)
                 (indirect) external _ccder_encode_uint64 (for _ccder_encode_uint64)
                 (undefined) external _ccder_sizeof (from libSystem)
                 (indirect) external _ccder_sizeof (for _ccder_sizeof)
                 (undefined) external _ccder_sizeof_eckey (from libSystem)
                 (indirect) external _ccder_sizeof_eckey (for _ccder_sizeof_eckey)
                 (undefined) external _ccder_sizeof_implicit_integer (from libSystem)
                 (indirect) external _ccder_sizeof_implicit_integer (for _ccder_sizeof_implicit_integer)
                 (undefined) external _ccder_sizeof_implicit_octet_string (from libSystem)
                 (indirect) external _ccder_sizeof_implicit_octet_string (for _ccder_sizeof_implicit_octet_string)
                 (undefined) external _ccder_sizeof_implicit_raw_octet_string (from libSystem)
                 (indirect) external _ccder_sizeof_implicit_raw_octet_string (for _ccder_sizeof_implicit_raw_octet_string)
                 (undefined) external _ccder_sizeof_implicit_raw_octet_string_overflow (from libSystem)
                 (indirect) external _ccder_sizeof_implicit_raw_octet_string_overflow (for _ccder_sizeof_implicit_raw_octet_string_overflow)
                 (undefined) external _ccder_sizeof_implicit_uint64 (from libSystem)
                 (indirect) external _ccder_sizeof_implicit_uint64 (for _ccder_sizeof_implicit_uint64)
                 (undefined) external _ccder_sizeof_integer (from libSystem)
                 (indirect) external _ccder_sizeof_integer (for _ccder_sizeof_integer)
                 (undefined) external _ccder_sizeof_len (from libSystem)
                 (indirect) external _ccder_sizeof_len (for _ccder_sizeof_len)
                 (undefined) external _ccder_sizeof_octet_string (from libSystem)
                 (indirect) external _ccder_sizeof_octet_string (for _ccder_sizeof_octet_string)
                 (undefined) external _ccder_sizeof_oid (from libSystem)
                 (indirect) external _ccder_sizeof_oid (for _ccder_sizeof_oid)
                 (undefined) external _ccder_sizeof_overflow (from libSystem)
                 (indirect) external _ccder_sizeof_overflow (for _ccder_sizeof_overflow)
                 (undefined) external _ccder_sizeof_raw_octet_string (from libSystem)
                 (indirect) external _ccder_sizeof_raw_octet_string (for _ccder_sizeof_raw_octet_string)
                 (undefined) external _ccder_sizeof_tag (from libSystem)
                 (indirect) external _ccder_sizeof_tag (for _ccder_sizeof_tag)
                 (undefined) external _ccder_sizeof_uint64 (from libSystem)
                 (indirect) external _ccder_sizeof_uint64 (for _ccder_sizeof_uint64)
                 (undefined) external _ccdes3_cbc_decrypt_mode (from libSystem)
                 (indirect) external _ccdes3_cbc_decrypt_mode (for _ccdes3_cbc_decrypt_mode)
                 (undefined) external _ccdes3_cbc_encrypt_mode (from libSystem)
                 (indirect) external _ccdes3_cbc_encrypt_mode (for _ccdes3_cbc_encrypt_mode)
                 (undefined) external _ccdes3_cfb8_decrypt_mode (from libSystem)
                 (indirect) external _ccdes3_cfb8_decrypt_mode (for _ccdes3_cfb8_decrypt_mode)
                 (undefined) external _ccdes3_cfb8_encrypt_mode (from libSystem)
                 (indirect) external _ccdes3_cfb8_encrypt_mode (for _ccdes3_cfb8_encrypt_mode)
                 (undefined) external _ccdes3_cfb_decrypt_mode (from libSystem)
                 (indirect) external _ccdes3_cfb_decrypt_mode (for _ccdes3_cfb_decrypt_mode)
                 (undefined) external _ccdes3_cfb_encrypt_mode (from libSystem)
                 (indirect) external _ccdes3_cfb_encrypt_mode (for _ccdes3_cfb_encrypt_mode)
                 (undefined) external _ccdes3_ctr_crypt_mode (from libSystem)
                 (indirect) external _ccdes3_ctr_crypt_mode (for _ccdes3_ctr_crypt_mode)
                 (undefined) external _ccdes3_ecb_decrypt_mode (from libSystem)
                 (indirect) external _ccdes3_ecb_decrypt_mode (for _ccdes3_ecb_decrypt_mode)
                 (undefined) external _ccdes3_ecb_encrypt_mode (from libSystem)
                 (indirect) external _ccdes3_ecb_encrypt_mode (for _ccdes3_ecb_encrypt_mode)
                 (undefined) external _ccdes3_ltc_ecb_decrypt_mode (from libSystem)
                 (indirect) external _ccdes3_ltc_ecb_decrypt_mode (for _ccdes3_ltc_ecb_decrypt_mode)
                 (undefined) external _ccdes3_ltc_ecb_encrypt_mode (from libSystem)
                 (indirect) external _ccdes3_ltc_ecb_encrypt_mode (for _ccdes3_ltc_ecb_encrypt_mode)
                 (undefined) external _ccdes3_ofb_crypt_mode (from libSystem)
                 (indirect) external _ccdes3_ofb_crypt_mode (for _ccdes3_ofb_crypt_mode)
                 (undefined) external _ccdes_cbc_cksum (from libSystem)
                 (indirect) external _ccdes_cbc_cksum (for _ccdes_cbc_cksum)
                 (undefined) external _ccdes_cbc_decrypt_mode (from libSystem)
                 (indirect) external _ccdes_cbc_decrypt_mode (for _ccdes_cbc_decrypt_mode)
                 (undefined) external _ccdes_cbc_encrypt_mode (from libSystem)
                 (indirect) external _ccdes_cbc_encrypt_mode (for _ccdes_cbc_encrypt_mode)
                 (undefined) external _ccdes_cfb8_decrypt_mode (from libSystem)
                 (indirect) external _ccdes_cfb8_decrypt_mode (for _ccdes_cfb8_decrypt_mode)
                 (undefined) external _ccdes_cfb8_encrypt_mode (from libSystem)
                 (indirect) external _ccdes_cfb8_encrypt_mode (for _ccdes_cfb8_encrypt_mode)
                 (undefined) external _ccdes_cfb_decrypt_mode (from libSystem)
                 (indirect) external _ccdes_cfb_decrypt_mode (for _ccdes_cfb_decrypt_mode)
                 (undefined) external _ccdes_cfb_encrypt_mode (from libSystem)
                 (indirect) external _ccdes_cfb_encrypt_mode (for _ccdes_cfb_encrypt_mode)
                 (undefined) external _ccdes_ctr_crypt_mode (from libSystem)
                 (indirect) external _ccdes_ctr_crypt_mode (for _ccdes_ctr_crypt_mode)
                 (undefined) external _ccdes_ecb_decrypt_mode (from libSystem)
                 (indirect) external _ccdes_ecb_decrypt_mode (for _ccdes_ecb_decrypt_mode)
                 (undefined) external _ccdes_ecb_encrypt_mode (from libSystem)
                 (indirect) external _ccdes_ecb_encrypt_mode (for _ccdes_ecb_encrypt_mode)
                 (undefined) external _ccdes_key_is_weak (from libSystem)
                 (indirect) external _ccdes_key_is_weak (for _ccdes_key_is_weak)
                 (undefined) external _ccdes_key_set_odd_parity (from libSystem)
                 (indirect) external _ccdes_key_set_odd_parity (for _ccdes_key_set_odd_parity)
                 (undefined) external _ccdes_ofb_crypt_mode (from libSystem)
                 (indirect) external _ccdes_ofb_crypt_mode (for _ccdes_ofb_crypt_mode)
                 (undefined) external _ccdh_ccn_size (from libSystem)
                 (indirect) external _ccdh_ccn_size (for _ccdh_ccn_size)
                 (undefined) external _ccdh_compute_shared_secret (from libSystem)
                 (indirect) external _ccdh_compute_shared_secret (for _ccdh_compute_shared_secret)
                 (undefined) external _ccdh_ctx_init (from libSystem)
                 (indirect) external _ccdh_ctx_init (for _ccdh_ctx_init)
                 (undefined) external _ccdh_ctx_public (from libSystem)
                 (indirect) external _ccdh_ctx_public (for _ccdh_ctx_public)
                 (undefined) external _ccdh_export_pub (from libSystem)
                 (indirect) external _ccdh_export_pub (for _ccdh_export_pub)
                 (undefined) external _ccdh_export_pub_size (from libSystem)
                 (indirect) external _ccdh_export_pub_size (for _ccdh_export_pub_size)
                 (undefined) external _ccdh_generate_key (from libSystem)
                 (indirect) external _ccdh_generate_key (for _ccdh_generate_key)
                 (undefined) external _ccdh_gp_apple768 (from libSystem)
                 (indirect) external _ccdh_gp_apple768 (for _ccdh_gp_apple768)
                 (undefined) external _ccdh_gp_g (from libSystem)
                 (indirect) external _ccdh_gp_g (for _ccdh_gp_g)
                 (undefined) external _ccdh_gp_l (from libSystem)
                 (indirect) external _ccdh_gp_l (for _ccdh_gp_l)
                 (undefined) external _ccdh_gp_n (from libSystem)
                 (indirect) external _ccdh_gp_n (for _ccdh_gp_n)
                 (undefined) external _ccdh_gp_order (from libSystem)
                 (indirect) external _ccdh_gp_order (for _ccdh_gp_order)
                 (undefined) external _ccdh_gp_order_bitlen (from libSystem)
                 (indirect) external _ccdh_gp_order_bitlen (for _ccdh_gp_order_bitlen)
                 (undefined) external _ccdh_gp_prime (from libSystem)
                 (indirect) external _ccdh_gp_prime (for _ccdh_gp_prime)
                 (undefined) external _ccdh_gp_rfc2409group02 (from libSystem)
                 (indirect) external _ccdh_gp_rfc2409group02 (for _ccdh_gp_rfc2409group02)
                 (undefined) external _ccdh_gp_rfc3526group05 (from libSystem)
                 (indirect) external _ccdh_gp_rfc3526group05 (for _ccdh_gp_rfc3526group05)
                 (undefined) external _ccdh_gp_rfc3526group14 (from libSystem)
                 (indirect) external _ccdh_gp_rfc3526group14 (for _ccdh_gp_rfc3526group14)
                 (undefined) external _ccdh_gp_rfc3526group15 (from libSystem)
                 (indirect) external _ccdh_gp_rfc3526group15 (for _ccdh_gp_rfc3526group15)
                 (undefined) external _ccdh_gp_rfc3526group16 (from libSystem)
                 (indirect) external _ccdh_gp_rfc3526group16 (for _ccdh_gp_rfc3526group16)
                 (undefined) external _ccdh_gp_rfc3526group17 (from libSystem)
                 (indirect) external _ccdh_gp_rfc3526group17 (for _ccdh_gp_rfc3526group17)
                 (undefined) external _ccdh_gp_rfc3526group18 (from libSystem)
                 (indirect) external _ccdh_gp_rfc3526group18 (for _ccdh_gp_rfc3526group18)
                 (undefined) external _ccdh_gp_rfc5114_MODP_1024_160 (from libSystem)
                 (indirect) external _ccdh_gp_rfc5114_MODP_1024_160 (for _ccdh_gp_rfc5114_MODP_1024_160)
                 (undefined) external _ccdh_gp_rfc5114_MODP_2048_224 (from libSystem)
                 (indirect) external _ccdh_gp_rfc5114_MODP_2048_224 (for _ccdh_gp_rfc5114_MODP_2048_224)
                 (undefined) external _ccdh_gp_rfc5114_MODP_2048_256 (from libSystem)
                 (indirect) external _ccdh_gp_rfc5114_MODP_2048_256 (for _ccdh_gp_rfc5114_MODP_2048_256)
                 (undefined) external _ccdh_gp_size (from libSystem)
                 (indirect) external _ccdh_gp_size (for _ccdh_gp_size)
                 (undefined) external _ccdh_import_full (from libSystem)
                 (indirect) external _ccdh_import_full (for _ccdh_import_full)
                 (undefined) external _ccdh_import_priv (from libSystem)
                 (indirect) external _ccdh_import_priv (for _ccdh_import_priv)
                 (undefined) external _ccdh_import_pub (from libSystem)
                 (indirect) external _ccdh_import_pub (for _ccdh_import_pub)
                 (undefined) external _ccdh_init_gp_from_bytes (from libSystem)
                 (indirect) external _ccdh_init_gp_from_bytes (for _ccdh_init_gp_from_bytes)
                 (undefined) external _ccdigest (from libSystem)
                 (indirect) external _ccdigest (for _ccdigest)
                 (undefined) external _ccdigest_init (from libSystem)
                 (indirect) external _ccdigest_init (for _ccdigest_init)
                 (undefined) external _ccdigest_oid_lookup (from libSystem)
                 (indirect) external _ccdigest_oid_lookup (for _ccdigest_oid_lookup)
                 (undefined) external _ccdigest_update (from libSystem)
                 (indirect) external _ccdigest_update (for _ccdigest_update)
                 (undefined) external _ccdrbg_context_size (from libSystem)
                 (indirect) external _ccdrbg_context_size (for _ccdrbg_context_size)
                 (undefined) external _ccdrbg_df_bc_init (from libSystem)
                 (indirect) external _ccdrbg_df_bc_init (for _ccdrbg_df_bc_init)
                 (undefined) external _ccdrbg_done (from libSystem)
                 (indirect) external _ccdrbg_done (for _ccdrbg_done)
                 (undefined) external _ccdrbg_factory_nistctr (from libSystem)
                 (indirect) external _ccdrbg_factory_nistctr (for _ccdrbg_factory_nistctr)
                 (undefined) external _ccdrbg_factory_nisthmac (from libSystem)
                 (indirect) external _ccdrbg_factory_nisthmac (for _ccdrbg_factory_nisthmac)
                 (undefined) external _ccdrbg_generate (from libSystem)
                 (indirect) external _ccdrbg_generate (for _ccdrbg_generate)
                 (undefined) external _ccdrbg_init (from libSystem)
                 (indirect) external _ccdrbg_init (for _ccdrbg_init)
                 (undefined) external _ccdrbg_must_reseed (from libSystem)
                 (indirect) external _ccdrbg_must_reseed (for _ccdrbg_must_reseed)
                 (undefined) external _ccdrbg_reseed (from libSystem)
                 (indirect) external _ccdrbg_reseed (for _ccdrbg_reseed)
                 (undefined) external _ccec_blind (from libSystem)
                 (indirect) external _ccec_blind (for _ccec_blind)
                 (undefined) external _ccec_compact_export (from libSystem)
                 (indirect) external _ccec_compact_export (for _ccec_compact_export)
                 (undefined) external _ccec_compact_export_pub (from libSystem)
                 (indirect) external _ccec_compact_export_pub (for _ccec_compact_export_pub)
                 (undefined) external _ccec_compact_generate_key (from libSystem)
                 (indirect) external _ccec_compact_generate_key (for _ccec_compact_generate_key)
                 (undefined) external _ccec_compact_generate_key_init (from libSystem)
                 (indirect) external _ccec_compact_generate_key_init (for _ccec_compact_generate_key_init)
                 (undefined) external _ccec_compact_generate_key_step (from libSystem)
                 (indirect) external _ccec_compact_generate_key_step (for _ccec_compact_generate_key_step)
                 (undefined) external _ccec_compact_import_priv (from libSystem)
                 (indirect) external _ccec_compact_import_priv (for _ccec_compact_import_priv)
                 (undefined) external _ccec_compact_import_priv_size (from libSystem)
                 (indirect) external _ccec_compact_import_priv_size (for _ccec_compact_import_priv_size)
                 (undefined) external _ccec_compact_import_pub (from libSystem)
                 (indirect) external _ccec_compact_import_pub (for _ccec_compact_import_pub)
                 (undefined) external _ccec_compact_import_pub_size (from libSystem)
                 (indirect) external _ccec_compact_import_pub_size (for _ccec_compact_import_pub_size)
                 (undefined) external _ccec_compact_transform_key (from libSystem)
                 (indirect) external _ccec_compact_transform_key (for _ccec_compact_transform_key)
                 (undefined) external _ccec_compressed_x962_export_pub (from libSystem)
                 (indirect) external _ccec_compressed_x962_export_pub (for _ccec_compressed_x962_export_pub)
                 (undefined) external _ccec_compressed_x962_export_pub_size (from libSystem)
                 (indirect) external _ccec_compressed_x962_export_pub_size (for _ccec_compressed_x962_export_pub_size)
                 (undefined) external _ccec_compressed_x962_import_pub (from libSystem)
                 (indirect) external _ccec_compressed_x962_import_pub (for _ccec_compressed_x962_import_pub)
                 (undefined) external _ccec_compute_key (from libSystem)
                 (indirect) external _ccec_compute_key (for _ccec_compute_key)
                 (undefined) external _ccec_cp_192 (from libSystem)
                 (indirect) external _ccec_cp_192 (for _ccec_cp_192)
                 (undefined) external _ccec_cp_224 (from libSystem)
                 (indirect) external _ccec_cp_224 (for _ccec_cp_224)
                 (undefined) external _ccec_cp_256 (from libSystem)
                 (indirect) external _ccec_cp_256 (for _ccec_cp_256)
                 (undefined) external _ccec_cp_384 (from libSystem)
                 (indirect) external _ccec_cp_384 (for _ccec_cp_384)
                 (undefined) external _ccec_cp_521 (from libSystem)
                 (indirect) external _ccec_cp_521 (for _ccec_cp_521)
                 (undefined) external _ccec_curve_for_length_lookup (from libSystem)
                 (indirect) external _ccec_curve_for_length_lookup (for _ccec_curve_for_length_lookup)
                 (undefined) external _ccec_der_export_diversified_pub (from libSystem)
                 (indirect) external _ccec_der_export_diversified_pub (for _ccec_der_export_diversified_pub)
                 (undefined) external _ccec_der_export_diversified_pub_size (from libSystem)
                 (indirect) external _ccec_der_export_diversified_pub_size (for _ccec_der_export_diversified_pub_size)
                 (undefined) external _ccec_der_export_priv (from libSystem)
                 (indirect) external _ccec_der_export_priv (for _ccec_der_export_priv)
                 (undefined) external _ccec_der_export_priv_size (from libSystem)
                 (indirect) external _ccec_der_export_priv_size (for _ccec_der_export_priv_size)
                 (undefined) external _ccec_der_import_diversified_pub (from libSystem)
                 (indirect) external _ccec_der_import_diversified_pub (for _ccec_der_import_diversified_pub)
                 (undefined) external _ccec_der_import_priv (from libSystem)
                 (indirect) external _ccec_der_import_priv (for _ccec_der_import_priv)
                 (undefined) external _ccec_der_import_priv_keytype (from libSystem)
                 (indirect) external _ccec_der_import_priv_keytype (for _ccec_der_import_priv_keytype)
                 (undefined) external _ccec_diversify_min_entropy_len (from libSystem)
                 (indirect) external _ccec_diversify_min_entropy_len (for _ccec_diversify_min_entropy_len)
                 (undefined) external _ccec_diversify_priv_twin (from libSystem)
                 (indirect) external _ccec_diversify_priv_twin (for _ccec_diversify_priv_twin)
                 (undefined) external _ccec_diversify_pub (from libSystem)
                 (indirect) external _ccec_diversify_pub (for _ccec_diversify_pub)
                 (undefined) external _ccec_diversify_pub_twin (from libSystem)
                 (indirect) external _ccec_diversify_pub_twin (for _ccec_diversify_pub_twin)
                 (undefined) external _ccec_export_affine_point (from libSystem)
                 (indirect) external _ccec_export_affine_point (for _ccec_export_affine_point)
                 (undefined) external _ccec_export_affine_point_size (from libSystem)
                 (indirect) external _ccec_export_affine_point_size (for _ccec_export_affine_point_size)
                 (undefined) external _ccec_export_pub (from libSystem)
                 (indirect) external _ccec_export_pub (for _ccec_export_pub)
                 (undefined) external _ccec_extract_rs (from libSystem)
                 (indirect) external _ccec_extract_rs (for _ccec_extract_rs)
                 (undefined) external _ccec_generate_blinding_keys (from libSystem)
                 (indirect) external _ccec_generate_blinding_keys (for _ccec_generate_blinding_keys)
                 (undefined) external _ccec_generate_key (from libSystem)
                 (indirect) external _ccec_generate_key (for _ccec_generate_key)
                 (undefined) external _ccec_generate_key_deterministic (from libSystem)
                 (indirect) external _ccec_generate_key_deterministic (for _ccec_generate_key_deterministic)
                 (undefined) external _ccec_generate_key_fips (from libSystem)
                 (indirect) external _ccec_generate_key_fips (for _ccec_generate_key_fips)
                 (undefined) external _ccec_generate_key_legacy (from libSystem)
                 (indirect) external _ccec_generate_key_legacy (for _ccec_generate_key_legacy)
                 (undefined) external _ccec_get_cp (from libSystem)
                 (indirect) external _ccec_get_cp (for _ccec_get_cp)
                 (undefined) external _ccec_get_fullkey_components (from libSystem)
                 (indirect) external _ccec_get_fullkey_components (for _ccec_get_fullkey_components)
                 (undefined) external _ccec_get_pubkey_components (from libSystem)
                 (indirect) external _ccec_get_pubkey_components (for _ccec_get_pubkey_components)
                 (undefined) external _ccec_import_affine_point (from libSystem)
                 (indirect) external _ccec_import_affine_point (for _ccec_import_affine_point)
                 (undefined) external _ccec_import_pub (from libSystem)
                 (indirect) external _ccec_import_pub (for _ccec_import_pub)
                 (undefined) external _ccec_is_compactable_pub (from libSystem)
                 (indirect) external _ccec_is_compactable_pub (for _ccec_is_compactable_pub)
                 (undefined) external _ccec_keysize_is_supported (from libSystem)
                 (indirect) external _ccec_keysize_is_supported (for _ccec_keysize_is_supported)
                 (undefined) external _ccec_make_priv (from libSystem)
                 (indirect) external _ccec_make_priv (for _ccec_make_priv)
                 (undefined) external _ccec_make_pub (from libSystem)
                 (indirect) external _ccec_make_pub (for _ccec_make_pub)
                 (undefined) external _ccec_pairwise_consistency_check (from libSystem)
                 (indirect) external _ccec_pairwise_consistency_check (for _ccec_pairwise_consistency_check)
                 (undefined) external _ccec_print_full_key (from libSystem)
                 (indirect) external _ccec_print_full_key (for _ccec_print_full_key)
                 (undefined) external _ccec_print_public_key (from libSystem)
                 (indirect) external _ccec_print_public_key (for _ccec_print_public_key)
                 (undefined) external _ccec_raw_import_priv_only (from libSystem)
                 (indirect) external _ccec_raw_import_priv_only (for _ccec_raw_import_priv_only)
                 (undefined) external _ccec_raw_import_pub (from libSystem)
                 (indirect) external _ccec_raw_import_pub (for _ccec_raw_import_pub)
                 (undefined) external _ccec_rfc6637_dh_curve_p256 (from libSystem)
                 (indirect) external _ccec_rfc6637_dh_curve_p256 (for _ccec_rfc6637_dh_curve_p256)
                 (undefined) external _ccec_rfc6637_dh_curve_p521 (from libSystem)
                 (indirect) external _ccec_rfc6637_dh_curve_p521 (for _ccec_rfc6637_dh_curve_p521)
                 (undefined) external _ccec_rfc6637_unwrap_key (from libSystem)
                 (indirect) external _ccec_rfc6637_unwrap_key (for _ccec_rfc6637_unwrap_key)
                 (undefined) external _ccec_rfc6637_unwrap_sha256_kek_aes128 (from libSystem)
                 (indirect) external _ccec_rfc6637_unwrap_sha256_kek_aes128 (for _ccec_rfc6637_unwrap_sha256_kek_aes128)
                 (undefined) external _ccec_rfc6637_unwrap_sha512_kek_aes256 (from libSystem)
                 (indirect) external _ccec_rfc6637_unwrap_sha512_kek_aes256 (for _ccec_rfc6637_unwrap_sha512_kek_aes256)
                 (undefined) external _ccec_rfc6637_wrap_key (from libSystem)
                 (indirect) external _ccec_rfc6637_wrap_key (for _ccec_rfc6637_wrap_key)
                 (undefined) external _ccec_rfc6637_wrap_key_diversified (from libSystem)
                 (indirect) external _ccec_rfc6637_wrap_key_diversified (for _ccec_rfc6637_wrap_key_diversified)
                 (undefined) external _ccec_rfc6637_wrap_key_size (from libSystem)
                 (indirect) external _ccec_rfc6637_wrap_key_size (for _ccec_rfc6637_wrap_key_size)
                 (undefined) external _ccec_rfc6637_wrap_sha256_kek_aes128 (from libSystem)
                 (indirect) external _ccec_rfc6637_wrap_sha256_kek_aes128 (for _ccec_rfc6637_wrap_sha256_kek_aes128)
                 (undefined) external _ccec_rfc6637_wrap_sha512_kek_aes256 (from libSystem)
                 (indirect) external _ccec_rfc6637_wrap_sha512_kek_aes256 (for _ccec_rfc6637_wrap_sha512_kek_aes256)
                 (undefined) external _ccec_sign (from libSystem)
                 (indirect) external _ccec_sign (for _ccec_sign)
                 (undefined) external _ccec_sign_composite (from libSystem)
                 (indirect) external _ccec_sign_composite (for _ccec_sign_composite)
                 (undefined) external _ccec_sign_composite_msg (from libSystem)
                 (indirect) external _ccec_sign_composite_msg (for _ccec_sign_composite_msg)
                 (undefined) external _ccec_sign_msg (from libSystem)
                 (indirect) external _ccec_sign_msg (for _ccec_sign_msg)
                 (undefined) external _ccec_signature_r_s_size (from libSystem)
                 (indirect) external _ccec_signature_r_s_size (for _ccec_signature_r_s_size)
                 (undefined) external _ccec_unblind (from libSystem)
                 (indirect) external _ccec_unblind (for _ccec_unblind)
                 (undefined) external _ccec_validate_pub (from libSystem)
                 (indirect) external _ccec_validate_pub (for _ccec_validate_pub)
                 (undefined) external _ccec_verify (from libSystem)
                 (indirect) external _ccec_verify (for _ccec_verify)
                 (undefined) external _ccec_verify_composite (from libSystem)
                 (indirect) external _ccec_verify_composite (for _ccec_verify_composite)
                 (undefined) external _ccec_verify_composite_digest (from libSystem)
                 (indirect) external _ccec_verify_composite_digest (for _ccec_verify_composite_digest)
                 (undefined) external _ccec_verify_composite_msg (from libSystem)
                 (indirect) external _ccec_verify_composite_msg (for _ccec_verify_composite_msg)
                 (undefined) external _ccec_verify_digest (from libSystem)
                 (indirect) external _ccec_verify_digest (for _ccec_verify_digest)
                 (undefined) external _ccec_verify_msg (from libSystem)
                 (indirect) external _ccec_verify_msg (for _ccec_verify_msg)
                 (undefined) external _ccec_x963_export (from libSystem)
                 (indirect) external _ccec_x963_export (for _ccec_x963_export)
                 (undefined) external _ccec_x963_import_priv (from libSystem)
                 (indirect) external _ccec_x963_import_priv (for _ccec_x963_import_priv)
                 (undefined) external _ccec_x963_import_priv_size (from libSystem)
                 (indirect) external _ccec_x963_import_priv_size (for _ccec_x963_import_priv_size)
                 (undefined) external _ccec_x963_import_pub (from libSystem)
                 (indirect) external _ccec_x963_import_pub (for _ccec_x963_import_pub)
