00007ffb43842860 (__DATA,__common) external _AfterColour
00007ffb17dfc4ea (__TEXT,__text) external __ZN4llvm35initializeMachineRegionInfoPassPassERNS_12PassRegistryE
00007ffb172b8268 (__TEXT,__text) external __ZN4llvm35initializeMemProfilerLegacyPassPassERNS_12PassRegistryE
00007ffb17f96aa0 (__TEXT,__text) external __ZN4llvm35initializeReassociateLegacyPassPassERNS_12PassRegistryE
00007ffb17e1a92a (__TEXT,__text) external __ZN4llvm35initializeRegUsageInfoCollectorPassERNS_12PassRegistryE
00007ffb17e1edb2 (__TEXT,__text) external __ZN4llvm35initializeShadowStackGCLoweringPassERNS_12PassRegistryE
00007ffb168261b7 (__TEXT,__text) external __ZN4llvm35replaceRelativePointerUsersWithZeroEPNS_8FunctionE
00007ffb17324d6f (__TEXT,__text) external __ZN4llvm35thinLTOInternalizeAndPromoteInIndexERNS_18ModuleSummaryIndexENS_12function_refIFbNS_9StringRefENS_9ValueInfoEEEENS2_IFbyPKNS_18GlobalValueSummaryEEEE
00007ffb16c63da9 (__TEXT,__text) external __ZN4llvm36ConstantFoldInsertElementInstructionEPNS_8ConstantES1_S1_
00007ffb16c6431a (__TEXT,__text) external __ZN4llvm36ConstantFoldShuffleVectorInstructionEPNS_8ConstantES1_NS_8ArrayRefIiEE
00007ffb16a60262 (__TEXT,__text) external __ZN4llvm36MachineOptimizationRemarkEmitterPass20runOnMachineFunctionERNS_15MachineFunctionE
00007ffb4383e148 (__DATA,__common) external __ZN4llvm36MachineOptimizationRemarkEmitterPass2IDE
00007ffb16a60258 (__TEXT,__text) external __ZN4llvm36MachineOptimizationRemarkEmitterPassC1Ev
00007ffb17df1424 (__TEXT,__text) external __ZN4llvm36MachineOptimizationRemarkEmitterPassC2Ev
00007ffb1678e766 (__TEXT,__text) external __ZN4llvm36OptimizationRemarkEmitterWrapperPass13runOnFunctionERNS_8FunctionE
00007ffb4383d540 (__DATA,__common) external __ZN4llvm36OptimizationRemarkEmitterWrapperPass2IDE
00007ffb1678e75c (__TEXT,__text) external __ZN4llvm36OptimizationRemarkEmitterWrapperPassC1Ev
00007ffb17d849b6 (__TEXT,__text) external __ZN4llvm36OptimizationRemarkEmitterWrapperPassC2Ev
00007ffb17f7d0a8 (__TEXT,__text) external __ZN4llvm36createCorrelatedValuePropagationPassEv
00007ffb166be76d (__TEXT,__text) external __ZN4llvm36createGPUFunctionCallInfoWrapperPassEv
00007ffb17f997e4 (__TEXT,__text) external __ZN4llvm36createSeparateConstOffsetFromGEPPassEb
00007ffb17f9ba30 (__TEXT,__text) external __ZN4llvm36createStraightLineStrengthReducePassEv
00007ffb17d9cf2a (__TEXT,__text) external __ZN4llvm36createTargetTransformInfoWrapperPassENS_16TargetIRAnalysisE
00007ffb1682e01e (__TEXT,__text) external __ZN4llvm36getArgumentAliasingToReturnedPointerEPKNS_8CallBaseEb
00007ffb16cc1802 (__TEXT,__text) external __ZN4llvm36getNextAvailablePluginDiagnosticKindEv
00007ffb17aad06b (__TEXT,__text) external __ZN4llvm36getOptionalElementCountLoopAttributeEPKNS_4LoopE
00007ffb179f8f4e (__TEXT,__text) external __ZN4llvm36initializeAGXShaderCanonicalizerPassERNS_12PassRegistryE
00007ffb16612dfc (__TEXT,__text) external __ZN4llvm36initializeAssumptionCacheTrackerPassERNS_12PassRegistryE
00007ffb17d46ccb (__TEXT,__text) external __ZN4llvm36initializeCFLAndersAAWrapperPassPassERNS_12PassRegistryE
00007ffb17d4a1b9 (__TEXT,__text) external __ZN4llvm36initializeCFLSteensAAWrapperPassPassERNS_12PassRegistryE
00007ffb17deb4a7 (__TEXT,__text) external __ZN4llvm36initializeFinalizeMachineBundlesPassERNS_12PassRegistryE
00007ffb172a74b0 (__TEXT,__text) external __ZN4llvm36initializeGCOVProfilerLegacyPassPassERNS_12PassRegistryE
00007ffb17f867dc (__TEXT,__text) external __ZN4llvm36initializeInstSimplifyLegacyPassPassERNS_12PassRegistryE
00007ffb17dd544a (__TEXT,__text) external __ZN4llvm36initializeInterleavedLoadCombinePassERNS_12PassRegistryE
00007ffb17f8908c (__TEXT,__text) external __ZN4llvm36initializeLoopDeletionLegacyPassPassERNS_12PassRegistryE
00007ffb17e043aa (__TEXT,__text) external __ZN4llvm36initializeMIRAddFSDiscriminatorsPassERNS_12PassRegistryE
00007ffb17de562c (__TEXT,__text) external __ZN4llvm36initializeMachineCopyPropagationPassERNS_12PassRegistryE
00007ffb17e1253c (__TEXT,__text) external __ZN4llvm36initializePostRAHazardRecognizerPassERNS_12PassRegistryE
00007ffb17e5620d (__TEXT,__text) external __ZN4llvm36initializePrintModulePassWrapperPassERNS_12PassRegistryE
00007ffb17b05488 (__TEXT,__text) external __ZN4llvm36initializeStripGCRelocatesLegacyPassERNS_12PassRegistryE
00007ffb17d9d2ce (__TEXT,__text) external __ZN4llvm36initializeTypeBasedAAWrapperPassPassERNS_12PassRegistryE
00007ffb16c6378e (__TEXT,__text) external __ZN4llvm37ConstantFoldExtractElementInstructionEPNS_8ConstantES1_
00007ffb16e8c766 (__TEXT,__text) external __ZN4llvm37LLVMAGXDriverMajorVersionFromMetadataERNS_6ModuleE
00007ffb16e8c80c (__TEXT,__text) external __ZN4llvm37LLVMAGXDriverMinorVersionFromMetadataERNS_6ModuleE
00007ffb17eed4bf (__TEXT,__text) external __ZN4llvm37createDataFlowSanitizerLegacyPassPassERKNSt3__16vectorINS0_12basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEENS5_IS7_EEEE
00007ffb17eee283 (__TEXT,__text) external __ZN4llvm37createModuleMemProfilerLegacyPassPassEv
00007ffb17f7d2b5 (__TEXT,__text) external __ZN4llvm37createRedundantDbgInstEliminationPassEv
00007ffb17e2c001 (__TEXT,__text) external __ZN4llvm37createUnreachableBlockEliminationPassEv
00007ffb1700fce2 (__TEXT,__text) external __ZN4llvm37initializeAlwaysInlinerLegacyPassPassERNS_12PassRegistryE
00007ffb17f7a050 (__TEXT,__text) external __ZN4llvm37initializeAnnotationRemarksLegacyPassERNS_12PassRegistryE
00007ffb16643717 (__TEXT,__text) external __ZN4llvm37initializeCFGOnlyViewerLegacyPassPassERNS_12PassRegistryE
00007ffb17de5cdc (__TEXT,__text) external __ZN4llvm37initializeCheckDebugMachineModulePassERNS_12PassRegistryE
00007ffb17064fee (__TEXT,__text) external __ZN4llvm37initializeConstantMergeLegacyPassPassERNS_12PassRegistryE
00007ffb17d54110 (__TEXT,__text) external __ZN4llvm37initializeDemandedBitsWrapperPassPassERNS_12PassRegistryE
00007ffb1698917c (__TEXT,__text) external __ZN4llvm37initializeExpandVectorPredicationPassERNS_12PassRegistryE
00007ffb17ea36b2 (__TEXT,__text) external __ZN4llvm37initializeGPUConditionalFlattenerPassERNS_12PassRegistryE
00007ffb17f8067d (__TEXT,__text) external __ZN4llvm37initializeGuardWideningLegacyPassPassERNS_12PassRegistryE
00007ffb18069bb3 (__TEXT,__text) external __ZN4llvm37initializeInjectTLIMappingsLegacyPassERNS_12PassRegistryE
00007ffb170b39de (__TEXT,__text) external __ZN4llvm37initializeLoopExtractorLegacyPassPassERNS_12PassRegistryE
00007ffb17f8f8b7 (__TEXT,__text) external __ZN4llvm37initializeLowerConstantIntrinsicsPassERNS_12PassRegistryE
00007ffb16a40c9a (__TEXT,__text) external __ZN4llvm37initializeMachineFunctionSplitterPassERNS_12PassRegistryE
00007ffb17e1a9ac (__TEXT,__text) external __ZN4llvm37initializeRegUsageInfoPropagationPassERNS_12PassRegistryE
00007ffb16b613e1 (__TEXT,__text) external __ZN4llvm37initializeReplaceWithVeclibLegacyPassERNS_12PassRegistryE
00007ffb17e02244 (__TEXT,__text) external __ZN4llvm37initializeStripDebugMachineModulePassERNS_12PassRegistryE
00007ffb17c6b534 (__TEXT,__text) external __ZN4llvm37initializeVectorCombineLegacyPassPassERNS_12PassRegistryE
00007ffb4383d520 (__DATA,__common) external __ZN4llvm38ImmutableModuleSummaryIndexWrapperPass2IDE
00007ffb16787120 (__TEXT,__text) external __ZN4llvm38ImmutableModuleSummaryIndexWrapperPassC1EPKNS_18ModuleSummaryIndexE
00007ffb17d7e968 (__TEXT,__text) external __ZN4llvm38ImmutableModuleSummaryIndexWrapperPassC2EPKNS_18ModuleSummaryIndexE
00007ffb17d6d122 (__TEXT,__text) external __ZN4llvm38InlineSizeEstimatorAnalysisPrinterPass3runERNS_8FunctionERNS_15AnalysisManagerIS1_JEEE
00007ffb17eec4a2 (__TEXT,__text) external __ZN4llvm38createControlHeightReductionLegacyPassEv
00007ffb17ec8ed5 (__TEXT,__text) external __ZN4llvm38createEliminateAvailableExternallyPassEv
00007ffb17ef40e0 (__TEXT,__text) external __ZN4llvm38createHWAddressSanitizerLegacyPassPassEbbb
00007ffb17f8ff63 (__TEXT,__text) external __ZN4llvm38createLowerMatrixIntrinsicsMinimalPassEv
00007ffb17ec92c0 (__TEXT,__text) external __ZN4llvm38createPostOrderFunctionAttrsLegacyPassEv
00007ffb17b5ac3b (__TEXT,__text) external __ZN4llvm38createStripNonLineTableDebugLegacyPassEv
00007ffb17d9e7fb (__TEXT,__text) external __ZN4llvm38hasVectorInstrinsicOverloadedScalarOpdEjj
00007ffb17f79e94 (__TEXT,__text) external __ZN4llvm38initializeAlignmentFromAssumptionsPassERNS_12PassRegistryE
00007ffb1705ec06 (__TEXT,__text) external __ZN4llvm38initializeBlockExtractorLegacyPassPassERNS_12PassRegistryE
00007ffb17280900 (__TEXT,__text) external __ZN4llvm38initializeBoundsCheckingLegacyPassPassERNS_12PassRegistryE
00007ffb16643c54 (__TEXT,__text) external __ZN4llvm38initializeCFGOnlyPrinterLegacyPassPassERNS_12PassRegistryE
00007ffb16cce77f (__TEXT,__text) external __ZN4llvm38initializeDominatorTreeWrapperPassPassERNS_12PassRegistryE
00007ffb17dd15a2 (__TEXT,__text) external __ZN4llvm38initializeDwarfEHPrepareLegacyPassPassERNS_12PassRegistryE
00007ffb17f7e77c (__TEXT,__text) external __ZN4llvm38initializeEarlyCSEMemSSALegacyPassPassERNS_12PassRegistryE
00007ffb1707b1bc (__TEXT,__text) external __ZN4llvm38initializeFunctionImportLegacyPassPassERNS_12PassRegistryE
00007ffb17f859b0 (__TEXT,__text) external __ZN4llvm38initializeIndVarSimplifyLegacyPassPassERNS_12PassRegistryE
00007ffb172e6305 (__TEXT,__text) external __ZN4llvm38initializeInstrOrderFileLegacyPassPassERNS_12PassRegistryE
00007ffb172e6d2a (__TEXT,__text) external __ZN4llvm38initializeInstrProfilingLegacyPassPassERNS_12PassRegistryE
00007ffb17161fb3 (__TEXT,__text) external __ZN4llvm38initializeInstructionCombiningPassPassERNS_12PassRegistryE
00007ffb17d7021f (__TEXT,__text) external __ZN4llvm38initializeLazyValueInfoWrapperPassPassERNS_12PassRegistryE
00007ffb17d7084e (__TEXT,__text) external __ZN4llvm38initializeLegacyDivergenceAnalysisPassERNS_12PassRegistryE
00007ffb17d71bb8 (__TEXT,__text) external __ZN4llvm38initializeLoopAccessLegacyAnalysisPassERNS_12PassRegistryE
00007ffb1806f96b (__TEXT,__text) external __ZN4llvm38initializeLoopVersioningLegacyPassPassERNS_12PassRegistryE
00007ffb17de69da (__TEXT,__text) external __ZN4llvm38initializeMachineDominanceFrontierPassERNS_12PassRegistryE
00007ffb17df9bfc (__TEXT,__text) external __ZN4llvm38initializeMachinePostDominatorTreePassERNS_12PassRegistryE
00007ffb170c9aee (__TEXT,__text) external __ZN4llvm38initializeMergeFunctionsLegacyPassPassERNS_12PassRegistryE
00007ffb17acb687 (__TEXT,__text) external __ZN4llvm38initializeNameAnonGlobalLegacyPassPassERNS_12PassRegistryE
00007ffb170d4d25 (__TEXT,__text) external __ZN4llvm38initializeOpenMPOptCGSCCLegacyPassPassERNS_12PassRegistryE
00007ffb17109e88 (__TEXT,__text) external __ZN4llvm38initializePartialInlinerLegacyPassPassERNS_12PassRegistryE
00007ffb17e5625c (__TEXT,__text) external __ZN4llvm38initializePrintFunctionPassWrapperPassERNS_12PassRegistryE
00007ffb17e19ba4 (__TEXT,__text) external __ZN4llvm38initializeRenameIndependentSubregsPassERNS_12PassRegistryE
00007ffb17b5d236 (__TEXT,__text) external __ZN4llvm38initializeRewriteSymbolsLegacyPassPassERNS_12PassRegistryE
00007ffb17f9bbc8 (__TEXT,__text) external __ZN4llvm38initializeStructurizeCFGLegacyPassPassERNS_12PassRegistryE
00007ffb17b60892 (__TEXT,__text) external __ZN4llvm38initializeUnifyLoopExitsLegacyPassPassERNS_12PassRegistryE
00007ffb17d9e219 (__TEXT,__text) external __ZN4llvm38isGuaranteedToExecuteForEveryIterationEPKNS_11InstructionEPKNS_4LoopE
00007ffb1806bd48 (__TEXT,__text) external __ZN4llvm38maybeMarkSanitizerLibraryCallNoBuiltinEPNS_8CallInstEPKNS_17TargetLibraryInfoE
00007ffb16655ba1 (__TEXT,__text) external __ZN4llvm38updateCGAndAnalysisManagerForCGSCCPassERNS_13LazyCallGraphERNS0_3SCCERNS0_4NodeERNS_15AnalysisManagerIS2_JS1_EEERNS_17CGSCCUpdateResultERNS6_INS_8FunctionEJEEE
00007ffb17a7b57e (__TEXT,__text) external __ZN4llvm39TryToSimplifyUncondBranchFromEmptyBlockEPNS_10BasicBlockEPNS_14DomTreeUpdaterE
00007ffb1682739d (__TEXT,__text) external __ZN4llvm39canTrackGlobalVariableInterprocedurallyEPNS_14GlobalVariableE
00007ffb17ec92f2 (__TEXT,__text) external __ZN4llvm39createReversePostOrderFunctionAttrsPassEv
00007ffb176a55c6 (__TEXT,__text) external __ZN4llvm39createRewriteStatepointsForGCLegacyPassEv
00007ffb170103d8 (__TEXT,__text) external __ZN4llvm39initializeAnnotation2MetadataLegacyPassERNS_12PassRegistryE
00007ffb170238e4 (__TEXT,__text) external __ZN4llvm39initializeAttributorCGSCCLegacyPassPassERNS_12PassRegistryE
00007ffb17a21bfc (__TEXT,__text) external __ZN4llvm39initializeCanonicalizeFreezeInLoopsPassERNS_12PassRegistryE
00007ffb17f8b004 (__TEXT,__text) external __ZN4llvm39initializeLoopInterchangeLegacyPassPassERNS_12PassRegistryE
00007ffb17f8bbd4 (__TEXT,__text) external __ZN4llvm39initializeLoopPredicationLegacyPassPassERNS_12PassRegistryE
00007ffb17f8c7b0 (__TEXT,__text) external __ZN4llvm39initializeLoopSimplifyCFGLegacyPassPassERNS_12PassRegistryE
00007ffb17de2ee0 (__TEXT,__text) external __ZN4llvm39initializeMachineBlockFrequencyInfoPassERNS_12PassRegistryE
00007ffb172becfd (__TEXT,__text) external __ZN4llvm39initializeMemorySanitizerLegacyPassPassERNS_12PassRegistryE
00007ffb17f91c0a (__TEXT,__text) external __ZN4llvm39initializeNaryReassociateLegacyPassPassERNS_12PassRegistryE
00007ffb173df3b4 (__TEXT,__text) external __ZN4llvm39initializeObjCARCContractLegacyPassPassERNS_12PassRegistryE
00007ffb17e1a7a0 (__TEXT,__text) external __ZN4llvm39initializePhysicalRegisterUsageInfoPassERNS_12PassRegistryE
00007ffb1730df54 (__TEXT,__text) external __ZN4llvm39initializeSoftPointerAuthLegacyPassPassERNS_12PassRegistryE
00007ffb1731680d (__TEXT,__text) external __ZN4llvm39initializeThreadSanitizerLegacyPassPassERNS_12PassRegistryE
00007ffb17e2b95a (__TEXT,__text) external __ZN4llvm39initializeTwoAddressInstructionPassPassERNS_12PassRegistryE
00007ffb17d3935a (__TEXT,__text) external __ZN4llvm3AGX11AGXCompiler17createCompilePlanENS0_12PipelineTypeENS0_8OptimizeENS0_7LoggingENS0_10GlobalISelENS0_10RelocModelENS0_13CodeGenOutputE
00007ffb165edf88 (__TEXT,__text) external __ZN4llvm3AGX11AGXCompiler17createCompilePlanENS0_12PipelineTypeENS0_8OptimizeENS0_7LoggingENS0_10GlobalISelENS0_13CodeGenOutputE
00007ffb165edf24 (__TEXT,__text) external __ZN4llvm3AGX11AGXCompiler17createCompilePlanENS0_12PipelineTypeENS0_8OptimizeENS0_7LoggingENS0_13CodeGenOutputE
00007ffb165ede70 (__TEXT,__text) external __ZN4llvm3AGX11AGXCompiler18createAssemblePlanENS0_10RelocModelE
00007ffb17d39314 (__TEXT,__text) external __ZN4llvm3AGX11AGXCompiler18getLastDiagnosticsEv
00007ffb17d39246 (__TEXT,__text) external __ZN4llvm3AGX11AGXCompiler4initEv
00007ffb17d3928a (__TEXT,__text) external __ZN4llvm3AGX11AGXCompiler6createERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEEPS9_
00007ffb17d393ce (__TEXT,__text) external __ZN4llvm3AGX11AGXCompilerC1EOS1_
00007ffb165edbf2 (__TEXT,__text) external __ZN4llvm3AGX11AGXCompilerC1ERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEEPS9_
00007ffb165edff4 (__TEXT,__text) external __ZN4llvm3AGX11AGXCompilerC2EOS1_
00007ffb165edbac (__TEXT,__text) external __ZN4llvm3AGX11AGXCompilerC2ERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEEPS9_
00007ffb17d392d8 (__TEXT,__text) external __ZN4llvm3AGX11AGXCompilerD1Ev
00007ffb165ee096 (__TEXT,__text) external __ZN4llvm3AGX11AGXCompilerD2Ev
00007ffb165ee008 (__TEXT,__text) external __ZN4llvm3AGX11AGXCompileraSEOS1_
00007ffb165f932a (__TEXT,__text) external __ZN4llvm3AGX12CompileReply14getDiagnosticsEv
00007ffb17d3a5f6 (__TEXT,__text) external __ZN4llvm3AGX12CompileReply15takeDiagnosticsEv
00007ffb165f9320 (__TEXT,__text) external __ZN4llvm3AGX12CompileReply9getBinaryEv
00007ffb165f92de (__TEXT,__text) external __ZN4llvm3AGX12CompileReplyC1ENSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEENS2_6vectorINS2_10unique_ptrINS0_10DiagnosticENS2_14default_deleteISB_EEEENS6_ISE_EEEE
00007ffb165f9368 (__TEXT,__text) external __ZN4llvm3AGX12CompileReplyC1EOS1_
00007ffb17d3a620 (__TEXT,__text) external __ZN4llvm3AGX12CompileReplyC1Ev
00007ffb165f924c (__TEXT,__text) external __ZN4llvm3AGX12CompileReplyC2ENSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEENS2_6vectorINS2_10unique_ptrINS0_10DiagnosticENS2_14default_deleteISB_EEEENS6_ISE_EEEE
00007ffb165f9354 (__TEXT,__text) external __ZN4llvm3AGX12CompileReplyC2EOS1_
00007ffb165f9346 (__TEXT,__text) external __ZN4llvm3AGX12CompileReplyC2Ev
00007ffb165f9398 (__TEXT,__text) external __ZN4llvm3AGX12CompileReplyD1Ev
00007ffb165f937c (__TEXT,__text) external __ZN4llvm3AGX12CompileReplyD2Ev
00007ffb17d3a62e (__TEXT,__text) external __ZN4llvm3AGX12CompileReplyaSEOS1_
00007ffb165f6fdc (__TEXT,__text) external __ZN4llvm3AGX14AGXCompilePlan20collectConfigurationERNS0_14CompileRequestE
00007ffb165f7000 (__TEXT,__text) external __ZN4llvm3AGX14AGXCompilePlan7executeERNS0_14CompileRequestE
00007ffb17d39f1e (__TEXT,__text) external __ZN4llvm3AGX14AGXCompilePlanC1EOS1_
00007ffb17d39f14 (__TEXT,__text) external __ZN4llvm3AGX14AGXCompilePlanC1ERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEERNS_13TargetMachineERNS0_17DiagnosticManagerENS0_12PipelineTypeENS0_13CodeGenOutputENS0_8OptimizeENS0_7LoggingENS0_10GlobalISelE
00007ffb165f7ee2 (__TEXT,__text) external __ZN4llvm3AGX14AGXCompilePlanC2EOS1_
00007ffb165f7ca2 (__TEXT,__text) external __ZN4llvm3AGX14AGXCompilePlanC2ERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEERNS_13TargetMachineERNS0_17DiagnosticManagerENS0_12PipelineTypeENS0_13CodeGenOutputENS0_8OptimizeENS0_7LoggingENS0_10GlobalISelE
00007ffb17d39fb4 (__TEXT,__text) external __ZN4llvm3AGX14AGXCompilePlanD1Ev
00007ffb17d39f3c (__TEXT,__text) external __ZN4llvm3AGX14AGXCompilePlanD2Ev
00007ffb165f7f00 (__TEXT,__text) external __ZN4llvm3AGX14AGXCompilePlanaSEOS1_
00007ffb165f90d2 (__TEXT,__text) external __ZN4llvm3AGX14CompileRequest10getOptionsEv
00007ffb165f8dde (__TEXT,__text) external __ZN4llvm3AGX14CompileRequest11addSegmentsENS_8ArrayRefINSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEEEE
00007ffb165f8dbe (__TEXT,__text) external __ZN4llvm3AGX14CompileRequest15addDMAListEntryEjjjj
00007ffb165f90fa (__TEXT,__text) external __ZN4llvm3AGX14CompileRequest16setLoggingStreamERNSt3__113basic_ostreamIcNS2_11char_traitsIcEEEE
00007ffb165f90ee (__TEXT,__text) external __ZN4llvm3AGX14CompileRequest21getMaybeLoggingStreamEv
00007ffb165f8dd0 (__TEXT,__text) external __ZN4llvm3AGX14CompileRequest9getModuleEv
00007ffb17d3a5ce (__TEXT,__text) external __ZN4llvm3AGX14CompileRequest9setModuleERNS_6ModuleE
00007ffb165f91bc (__TEXT,__text) external __ZN4llvm3AGX14CompileRequestC1EOS1_
00007ffb165f8f3c (__TEXT,__text) external __ZN4llvm3AGX14CompileRequestC1ERNS_6ModuleENS0_14CodeGenOptionsENSt3__112basic_stringIcNS5_11char_traitsIcEENS5_9allocatorIcEEEEi
00007ffb165f9048 (__TEXT,__text) external __ZN4llvm3AGX14CompileRequestC1ERNS_6ModuleENS0_14CodeGenOptionsENSt3__112basic_stringIcNS5_11char_traitsIcEENS5_9allocatorIcEEEEiPNS0_18TelemetryCollectorE
00007ffb165f91a8 (__TEXT,__text) external __ZN4llvm3AGX14CompileRequestC2EOS1_
00007ffb165f8eba (__TEXT,__text) external __ZN4llvm3AGX14CompileRequestC2ERNS_6ModuleENS0_14CodeGenOptionsENSt3__112basic_stringIcNS5_11char_traitsIcEENS5_9allocatorIcEEEEi
00007ffb165f8fbe (__TEXT,__text) external __ZN4llvm3AGX14CompileRequestC2ERNS_6ModuleENS0_14CodeGenOptionsENSt3__112basic_stringIcNS5_11char_traitsIcEENS5_9allocatorIcEEEEiPNS0_18TelemetryCollectorE
00007ffb165f918c (__TEXT,__text) external __ZN4llvm3AGX14CompileRequestD1Ev
00007ffb165f9170 (__TEXT,__text) external __ZN4llvm3AGX14CompileRequestD2Ev
00007ffb165f91d0 (__TEXT,__text) external __ZN4llvm3AGX14CompileRequestaSEOS1_
00007ffb165f93fa (__TEXT,__text) external __ZN4llvm3AGX14TargetResolver13getTargetInfoERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEE
00007ffb165f9a10 (__TEXT,__text) external __ZN4llvm3AGX14TargetResolver13getTargetListEv
00007ffb165f976a (__TEXT,__text) external __ZN4llvm3AGX14TargetResolver14supportsTargetERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEE
00007ffb17d39d08 (__TEXT,__text) external __ZN4llvm3AGX15AGXAssemblePlan22initializeAsmInjectionERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEE
00007ffb165f7f92 (__TEXT,__text) external __ZN4llvm3AGX15AGXAssemblePlan7executeERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEERNS_11raw_ostreamE
00007ffb165f74c6 (__TEXT,__text) external __ZN4llvm3AGX15AGXAssemblePlan7executeERNS0_14CompileRequestERNS0_12CompileReplyE
00007ffb165f80d6 (__TEXT,__text) external __ZN4llvm3AGX15AGXAssemblePlanC1EOS1_
00007ffb165f802a (__TEXT,__text) external __ZN4llvm3AGX15AGXAssemblePlanC1ERNS_13TargetMachineERNS0_17DiagnosticManagerE
00007ffb165f80a2 (__TEXT,__text) external __ZN4llvm3AGX15AGXAssemblePlanC2EOS1_
00007ffb165f7fb2 (__TEXT,__text) external __ZN4llvm3AGX15AGXAssemblePlanC2ERNS_13TargetMachineERNS0_17DiagnosticManagerE
00007ffb165f826e (__TEXT,__text) external __ZN4llvm3AGX15AGXAssemblePlanD1Ev
00007ffb17d39fbe (__TEXT,__text) external __ZN4llvm3AGX15AGXAssemblePlanD2Ev
00007ffb165f810a (__TEXT,__text) external __ZN4llvm3AGX15AGXAssemblePlanaSEOS1_
00007ffb165e9e84 (__TEXT,__text) external __ZN4llvm3AGX16AGCStatusPrinter10hookBeforeERNS_6legacy11PassManagerERKNS_4PassE
00007ffb165ea34e (__TEXT,__text) external __ZN4llvm3AGX16AGCStatusPrinter12startRequestERKNS0_14CompileRequestE
00007ffb165e9d32 (__TEXT,__text) external __ZN4llvm3AGX16AGCStatusPrinter17logAssemblyOutputERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEE
00007ffb17d38e38 (__TEXT,__text) external __ZN4llvm3AGX16AGCStatusPrinter18hookLoweredPrinterERNS_6legacy11PassManagerE
00007ffb165e9e44 (__TEXT,__text) external __ZN4llvm3AGX16AGCStatusPrinter18setTemporaryOutputEPNS_11raw_ostreamENS0_15AGCPrinterLevelE
00007ffb17d38da6 (__TEXT,__text) external __ZN4llvm3AGX16AGCStatusPrinter19hookOptimizePrinterERNS_6legacy11PassManagerE
00007ffb165ea528 (__TEXT,__text) external __ZN4llvm3AGX16AGCStatusPrinter5flushEv
00007ffb17d38efc (__TEXT,__text) external __ZN4llvm3AGX16AGCStatusPrinter6enableEv
00007ffb17d38ec8 (__TEXT,__text) external __ZN4llvm3AGX16AGCStatusPrinter6logRawERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEE
00007ffb165ea38e (__TEXT,__text) external __ZN4llvm3AGX16AGCStatusPrinter7disableEv
00007ffb165e9d0a (__TEXT,__text) external __ZN4llvm3AGX16AGCStatusPrinter8ResetterD1Ev
00007ffb165e9cba (__TEXT,__text) external __ZN4llvm3AGX16AGCStatusPrinter8ResetterD2Ev
00007ffb165ea0ea (__TEXT,__text) external __ZN4llvm3AGX16AGCStatusPrinter9hookAfterERNS_6legacy11PassManagerERKNS_4PassE
00007ffb165ea42e (__TEXT,__text) external __ZN4llvm3AGX16AGCStatusPrinter9isEnabledEv
00007ffb165e9ce0 (__TEXT,__text) external __ZN4llvm3AGX16AGCStatusPrinter9setOutputEPNS_11raw_ostreamENS0_15AGCPrinterLevelE
00007ffb17d38fac (__TEXT,__text) external __ZN4llvm3AGX16AGCStatusPrinterC1ENS0_7LoggingENSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEENS0_12PipelineTypeENS0_13CodeGenOutputENS0_8OptimizeE
00007ffb165ea5f0 (__TEXT,__text) external __ZN4llvm3AGX16AGCStatusPrinterC1EOS1_
00007ffb165ea440 (__TEXT,__text) external __ZN4llvm3AGX16AGCStatusPrinterC2ENS0_7LoggingENSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEENS0_12PipelineTypeENS0_13CodeGenOutputENS0_8OptimizeE
00007ffb165ea552 (__TEXT,__text) external __ZN4llvm3AGX16AGCStatusPrinterC2EOS1_
00007ffb17d39000 (__TEXT,__text) external __ZN4llvm3AGX16AGCStatusPrinterD1Ev
00007ffb17d38fb6 (__TEXT,__text) external __ZN4llvm3AGX16AGCStatusPrinterD2Ev
00007ffb165ea68e (__TEXT,__text) external __ZN4llvm3AGX16AGCStatusPrinteraSEOS1_
00007ffb165f02a4 (__TEXT,__text) external __ZN4llvm3AGX16AssemblePipeline13AssemblerImpl3runERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEERNS_11raw_ostreamEb
