                 (undefined) external _AuthorizationCopyInfo (from Security)
                 (undefined) external _AuthorizationCopyRights (from Security)
                 (undefined) external _AuthorizationCreate (from Security)
                 (undefined) external _AuthorizationFree (from Security)
                 (undefined) external _AuthorizationFreeItemSet (from Security)
                 (undefined) external _CC_SHA1_Final (from libSystem)
                 (undefined) external _CC_SHA1_Init (from libSystem)
                 (undefined) external _CC_SHA1_Update (from libSystem)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithStream (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
00007ff8150f56e8 (__TEXT,__text) external _FSp_krb_get_svc_in_tkt
                 (undefined) external _krb5_auth_con_genaddrs (from Heimdal)
                 (indirect) external _krb5_auth_con_genaddrs (for _krb5_auth_con_genaddrs)
00007ff8150ec0c8 (__TEXT,__text) external _krb5_auth_con_get_checksum_func
00007ff8150f6189 (__TEXT,__text) external _krb5_auth_con_getaddrs
00007ff8150f6249 (__TEXT,__text) external _krb5_auth_con_getauthenticator
                 (undefined) external _krb5_auth_con_getflags (from Heimdal)
                 (indirect) external _krb5_auth_con_getflags (for _krb5_auth_con_getflags)
00007ff8150f61e1 (__TEXT,__text) external _krb5_auth_con_getkey
                 (undefined) external _krb5_auth_con_getlocalseqnumber (from Heimdal)
                 (indirect) external _krb5_auth_con_getlocalseqnumber (for _krb5_auth_con_getlocalseqnumber)
00007ff8150f6277 (__TEXT,__text) external _krb5_auth_con_getlocalsubkey
00007ff8150f621b (__TEXT,__text) external _krb5_auth_con_getrcache
00007ff8150ec0d0 (__TEXT,__text) external _krb5_auth_con_getrecvsubkey
                 (undefined) external _krb5_auth_con_getremoteseqnumber (from Heimdal)
                 (indirect) external _krb5_auth_con_getremoteseqnumber (for _krb5_auth_con_getremoteseqnumber)
00007ff8150f62ff (__TEXT,__text) external _krb5_auth_con_getremotesubkey
00007ff8150ec0db (__TEXT,__text) external _krb5_auth_con_getsendsubkey
                 (undefined) external _krb5_auth_con_init (from Heimdal)
                 (indirect) external _krb5_auth_con_init (for _krb5_auth_con_init)
00007ff8150ec0e6 (__TEXT,__text) external _krb5_auth_con_initivector
00007ff8150ec0ee (__TEXT,__text) external _krb5_auth_con_set_checksum_func
00007ff8150f616c (__TEXT,__text) external _krb5_auth_con_setaddrs
                 (undefined) external _krb5_auth_con_setflags (from Heimdal)
                 (indirect) external _krb5_auth_con_setflags (for _krb5_auth_con_setflags)
00007ff8150f61c4 (__TEXT,__text) external _krb5_auth_con_setports
00007ff8150f61fe (__TEXT,__text) external _krb5_auth_con_setrcache
00007ff8150ec0f6 (__TEXT,__text) external _krb5_auth_con_setrecvsubkey
00007ff8150ec0fe (__TEXT,__text) external _krb5_auth_con_setsendsubkey
00007ff8150ec106 (__TEXT,__text) external _krb5_auth_con_setuseruserkey
00007ff8150effdf (__TEXT,__text) external _krb5_build_principal
00007ff8150ec10e (__TEXT,__text) external _krb5_build_principal_alloc_va
00007ff8150efebe (__TEXT,__text) external _krb5_build_principal_ext
00007ff8150ec119 (__TEXT,__text) external _krb5_build_principal_va
00007ff8150ec124 (__TEXT,__text) external _krb5_c_block_size
00007ff8150ec12c (__TEXT,__text) external _krb5_c_checksum_length
00007ff8150f7556 (__TEXT,__text) external _krb5_c_decrypt
00007ff8150f766c (__TEXT,__text) external _krb5_c_encrypt
00007ff8150f7792 (__TEXT,__text) external _krb5_c_encrypt_length
00007ff8150ec134 (__TEXT,__text) external _krb5_c_enctype_compare
00007ff8150ec13c (__TEXT,__text) external _krb5_c_free_state
00007ff8150ec144 (__TEXT,__text) external _krb5_c_init_state
00007ff8150ec14c (__TEXT,__text) external _krb5_c_is_coll_proof_cksum
00007ff8150ec154 (__TEXT,__text) external _krb5_c_is_keyed_cksum
00007ff8150ec15c (__TEXT,__text) external _krb5_c_keyed_checksum_types
00007ff8150ec164 (__TEXT,__text) external _krb5_c_make_checksum
00007ff8150ec16c (__TEXT,__text) external _krb5_c_make_random_key
00007ff8150ec174 (__TEXT,__text) external _krb5_c_random_add_entropy
00007ff8150ec17c (__TEXT,__text) external _krb5_c_random_make_octets
00007ff8150ec184 (__TEXT,__text) external _krb5_c_random_os_entropy
00007ff8150ec18c (__TEXT,__text) external _krb5_c_random_seed
00007ff8150f733d (__TEXT,__text) external _krb5_c_string_to_key
00007ff8150ec194 (__TEXT,__text) external _krb5_c_string_to_key_with_params
00007ff8150ec19c (__TEXT,__text) external _krb5_c_valid_cksumtype
00007ff8150ec1a4 (__TEXT,__text) external _krb5_c_valid_enctype
00007ff8150ec1ac (__TEXT,__text) external _krb5_c_verify_checksum
00007ff8150ec1b4 (__TEXT,__text) external _krb5_calculate_checksum
00007ff8150f4fa0 (__TEXT,__text) external _krb5_cc_cache_match
00007ff8150f4eb3 (__TEXT,__text) external _krb5_cc_close
00007ff8150ec1bc (__TEXT,__text) external _krb5_cc_copy_creds
00007ff8150f4d00 (__TEXT,__text) external _krb5_cc_default
                 (undefined) external _krb5_cc_default_name (from Heimdal)
                 (indirect) external _krb5_cc_default_name (for _krb5_cc_default_name)
                 (undefined) external _krb5_cc_destroy (from Heimdal)
                 (indirect) external _krb5_cc_destroy (for _krb5_cc_destroy)
00007ff8150f514a (__TEXT,__text) external _krb5_cc_end_seq_get
00007ff8150f4f6b (__TEXT,__text) external _krb5_cc_gen_new
00007ff8150f4ed1 (__TEXT,__text) external _krb5_cc_get_config
00007ff8150f4ebd (__TEXT,__text) external _krb5_cc_get_name
00007ff8150f4e24 (__TEXT,__text) external _krb5_cc_get_principal
00007ff8150f4ec7 (__TEXT,__text) external _krb5_cc_get_type
00007ff8150f4d71 (__TEXT,__text) external _krb5_cc_initialize
00007ff8150ec1c7 (__TEXT,__text) external _krb5_cc_last_change_time
00007ff8150ec1cf (__TEXT,__text) external _krb5_cc_lock
00007ff8150ec1d7 (__TEXT,__text) external _krb5_cc_move
00007ff8150f4f26 (__TEXT,__text) external _krb5_cc_new_unique
00007ff8150f50c8 (__TEXT,__text) external _krb5_cc_next_cred
00007ff8150ec1e2 (__TEXT,__text) external _krb5_cc_remove_cred
00007ff8150f4d31 (__TEXT,__text) external _krb5_cc_resolve
00007ff8150f4fae (__TEXT,__text) external _krb5_cc_retrieve_cred
00007ff8150ec1ea (__TEXT,__text) external _krb5_cc_set_config
                 (undefined) external _krb5_cc_set_default_name (from Heimdal)
                 (indirect) external _krb5_cc_set_default_name (for _krb5_cc_set_default_name)
00007ff8150ec1f2 (__TEXT,__text) external _krb5_cc_set_flags
                 (undefined) external _krb5_cc_start_seq_get (from Heimdal)
                 (indirect) external _krb5_cc_start_seq_get (for _krb5_cc_start_seq_get)
00007ff8150f4db2 (__TEXT,__text) external _krb5_cc_store_cred
00007ff8150ec1fa (__TEXT,__text) external _krb5_cc_unlock
                 (undefined) external _krb5_cccol_cursor_free (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_free (for _krb5_cccol_cursor_free)
                 (undefined) external _krb5_cccol_cursor_new (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_new (for _krb5_cccol_cursor_new)
                 (undefined) external _krb5_cccol_cursor_next (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_next (for _krb5_cccol_cursor_next)
00007ff8150ec202 (__TEXT,__text) external _krb5_cccol_last_change_time
00007ff8150ec20a (__TEXT,__text) external _krb5_cccol_lock
00007ff8150ec212 (__TEXT,__text) external _krb5_cccol_unlock
00007ff8150f7844 (__TEXT,__text) external _krb5_change_password
00007ff8150ec21a (__TEXT,__text) external _krb5_checksum_size
00007ff8150ec222 (__TEXT,__text) external _krb5_cksumtype_to_string
                 (undefined) external _krb5_clear_error_message (from Heimdal)
                 (indirect) external _krb5_clear_error_message (for _krb5_clear_error_message)
00007ff8150ec22a (__TEXT,__text) external _krb5_copy_addresses
00007ff8150ec232 (__TEXT,__text) external _krb5_copy_authdata
00007ff8150ec23a (__TEXT,__text) external _krb5_copy_authenticator
00007ff8150ec242 (__TEXT,__text) external _krb5_copy_checksum
00007ff8150ec24a (__TEXT,__text) external _krb5_copy_context
00007ff8150f530e (__TEXT,__text) external _krb5_copy_creds
00007ff8150ef4f5 (__TEXT,__text) external _krb5_copy_data
00007ff8150eed3a (__TEXT,__text) external _krb5_copy_keyblock
00007ff8150eece6 (__TEXT,__text) external _krb5_copy_keyblock_contents
00007ff8150f016d (__TEXT,__text) external _krb5_copy_principal
00007ff8150ec252 (__TEXT,__text) external _krb5_copy_ticket
00007ff8150f51b5 (__TEXT,__text) external _krb5_decode_ticket
00007ff8150ec25a (__TEXT,__text) external _krb5_decrypt
00007ff8150ec262 (__TEXT,__text) external _krb5_deltat_to_string
00007ff8150ec26a (__TEXT,__text) external _krb5_eblock_enctype
00007ff8150ec272 (__TEXT,__text) external _krb5_encrypt
00007ff8150ec27a (__TEXT,__text) external _krb5_encrypt_size
00007ff8150ef88b (__TEXT,__text) external _krb5_enctype_to_string
00007ff8150ec282 (__TEXT,__text) external _krb5_finish_key
00007ff8150ec28a (__TEXT,__text) external _krb5_finish_random_key
00007ff8150ef8ac (__TEXT,__text) external _krb5_free_addresses
00007ff8150ef17f (__TEXT,__text) external _krb5_free_ap_rep_enc_part
00007ff8150ef6c6 (__TEXT,__text) external _krb5_free_authdata
00007ff8150ec292 (__TEXT,__text) external _krb5_free_authenticator
00007ff8150ec29a (__TEXT,__text) external _krb5_free_checksum
00007ff8150ec2a2 (__TEXT,__text) external _krb5_free_checksum_contents
00007ff8150ec2aa (__TEXT,__text) external _krb5_free_cksumtypes
00007ff8150ec2b2 (__TEXT,__text) external _krb5_free_config_files
00007ff8150ef39d (__TEXT,__text) external _krb5_free_context
00007ff8150ef547 (__TEXT,__text) external _krb5_free_cred_contents
00007ff8150ef5c4 (__TEXT,__text) external _krb5_free_creds
00007ff8150ef4c1 (__TEXT,__text) external _krb5_free_data
00007ff8150ef24a (__TEXT,__text) external _krb5_free_data_contents
00007ff8150f01fe (__TEXT,__text) external _krb5_free_default_realm
00007ff8150ef5fd (__TEXT,__text) external _krb5_free_enc_tkt_part
00007ff8150ef1f2 (__TEXT,__text) external _krb5_free_error
                 (undefined) external _krb5_free_error_message (from Heimdal)
                 (indirect) external _krb5_free_error_message (for _krb5_free_error_message)
                 (undefined) external _krb5_free_host_realm (from Heimdal)
                 (indirect) external _krb5_free_host_realm (for _krb5_free_host_realm)
00007ff8150ef1be (__TEXT,__text) external _krb5_free_keyblock
00007ff8150ef47a (__TEXT,__text) external _krb5_free_keyblock_contents
00007ff8150f5c11 (__TEXT,__text) external _krb5_free_keytab_entry_contents
00007ff8150ebbf8 (__TEXT,__text) external _krb5_free_krbhst
00007ff8150f01b1 (__TEXT,__text) external _krb5_free_principal
00007ff8150ec2ba (__TEXT,__text) external _krb5_free_tgt_creds
00007ff8150ef64e (__TEXT,__text) external _krb5_free_ticket
00007ff8150f0141 (__TEXT,__text) external _krb5_free_unparsed_name
00007ff8150ec2c2 (__TEXT,__text) external _krb5_fwd_tgt_creds
00007ff8150f523d (__TEXT,__text) external _krb5_get_credentials
00007ff8150ec2ca (__TEXT,__text) external _krb5_get_credentials_renew
00007ff8150ec2d5 (__TEXT,__text) external _krb5_get_credentials_validate
00007ff8150ec2e0 (__TEXT,__text) external _krb5_get_default_config_files
                 (undefined) external _krb5_get_default_realm (from Heimdal)
                 (indirect) external _krb5_get_default_realm (for _krb5_get_default_realm)
00007ff8150efcf0 (__TEXT,__text) external _krb5_get_error_message
                 (undefined) external _krb5_get_host_realm (from Heimdal)
                 (indirect) external _krb5_get_host_realm (for _krb5_get_host_realm)
00007ff8150ec2e8 (__TEXT,__text) external _krb5_get_in_tkt
00007ff8150ec2f3 (__TEXT,__text) external _krb5_get_in_tkt_with_keytab
00007ff8150ee906 (__TEXT,__text) external _krb5_get_in_tkt_with_password
00007ff8150ec2fe (__TEXT,__text) external _krb5_get_in_tkt_with_skey
00007ff8150ee7fc (__TEXT,__text) external _krb5_get_init_creds_keytab
00007ff8150ee44d (__TEXT,__text) external _krb5_get_init_creds_opt_alloc
00007ff8150ee49d (__TEXT,__text) external _krb5_get_init_creds_opt_free
00007ff8150ee3f9 (__TEXT,__text) external _krb5_get_init_creds_opt_init
00007ff8150ee5e8 (__TEXT,__text) external _krb5_get_init_creds_opt_set_address_list
00007ff8150ee581 (__TEXT,__text) external _krb5_get_init_creds_opt_set_canonicalize
00007ff8150ec309 (__TEXT,__text) external _krb5_get_init_creds_opt_set_change_password_prompt
00007ff8150ee5aa (__TEXT,__text) external _krb5_get_init_creds_opt_set_etype_list
00007ff8150ee525 (__TEXT,__text) external _krb5_get_init_creds_opt_set_forwardable
00007ff8150ec311 (__TEXT,__text) external _krb5_get_init_creds_opt_set_pa
00007ff8150ee5ee (__TEXT,__text) external _krb5_get_init_creds_opt_set_preauth_list
00007ff8150ee430 (__TEXT,__text) external _krb5_get_init_creds_opt_set_process_last_req
00007ff8150ee553 (__TEXT,__text) external _krb5_get_init_creds_opt_set_proxiable
00007ff8150ee4f7 (__TEXT,__text) external _krb5_get_init_creds_opt_set_renew_life
                 (undefined) external _krb5_get_init_creds_opt_set_salt (from Heimdal)
                 (indirect) external _krb5_get_init_creds_opt_set_salt (for _krb5_get_init_creds_opt_set_salt)
00007ff8150ee4c9 (__TEXT,__text) external _krb5_get_init_creds_opt_set_tkt_life
00007ff8150ee608 (__TEXT,__text) external _krb5_get_init_creds_password
00007ff8150ebbed (__TEXT,__text) external _krb5_get_krbhst
00007ff8150ec319 (__TEXT,__text) external _krb5_get_permitted_enctypes
00007ff8150ec321 (__TEXT,__text) external _krb5_get_profile
00007ff8150ec329 (__TEXT,__text) external _krb5_get_prompt_types
00007ff8150f02d0 (__TEXT,__text) external _krb5_get_realm_domain
00007ff8150efaa3 (__TEXT,__text) external _krb5_get_renewed_creds
00007ff8150ef90c (__TEXT,__text) external _krb5_get_server_rcache
00007ff8150ec331 (__TEXT,__text) external _krb5_get_time_offsets
00007ff8150efa3e (__TEXT,__text) external _krb5_get_validated_creds
00007ff842027700 (__DATA_CONST,__const) external _krb5_gss_oid_array
                 (undefined) external _krb5_gss_register_acceptor_identity (from GSS)
                 (indirect) external _krb5_gss_register_acceptor_identity (for _krb5_gss_register_acceptor_identity)
00007ff8150ec339 (__TEXT,__text) external _krb5_gss_use_kdc_context
00007ff8150eb8e0 (__TEXT,__text) external _krb5_init_context
00007ff8150ec341 (__TEXT,__text) external _krb5_init_keyblock
00007ff8150ec349 (__TEXT,__text) external _krb5_init_random_key
00007ff8150ef371 (__TEXT,__text) external _krb5_init_secure_context
00007ff8150ec351 (__TEXT,__text) external _krb5_ipc_client_clear_target
00007ff8150ec359 (__TEXT,__text) external _krb5_ipc_client_set_target_uid
00007ff8150ec361 (__TEXT,__text) external _krb5_is_config_principal
00007ff8150ec369 (__TEXT,__text) external _krb5_is_referral_realm
00007ff8150ec371 (__TEXT,__text) external _krb5_is_thread_safe
00007ff8150f6093 (__TEXT,__text) external _krb5_kt_add_entry
                 (undefined) external _krb5_kt_close (from Heimdal)
                 (indirect) external _krb5_kt_close (for _krb5_kt_close)
00007ff8150f5e76 (__TEXT,__text) non-external _krb5_kt_copy_entry_contents
                 (undefined) external _krb5_kt_default (from Heimdal)
                 (indirect) external _krb5_kt_default (for _krb5_kt_default)
                 (undefined) external _krb5_kt_default_name (from Heimdal)
                 (indirect) external _krb5_kt_default_name (for _krb5_kt_default_name)
00007ff8150f5c7e (__TEXT,__text) external _krb5_kt_end_seq_get
00007ff8150f5f06 (__TEXT,__text) non-external _krb5_kt_free_entry
00007ff8150f5cd4 (__TEXT,__text) external _krb5_kt_get_entry
00007ff8150f5f57 (__TEXT,__text) external _krb5_kt_get_name
00007ff8150f611c (__TEXT,__text) external _krb5_kt_get_type
00007ff843f69ce0 (__DATA,__bss) non-external _krb5_kt_get_type.name
00007ff8150f5b6f (__TEXT,__text) external _krb5_kt_next_entry
00007ff8150f5f63 (__TEXT,__text) external _krb5_kt_read_service_key
00007ff8150f6023 (__TEXT,__text) external _krb5_kt_remove_entry
                 (undefined) external _krb5_kt_resolve (from Heimdal)
                 (indirect) external _krb5_kt_resolve (for _krb5_kt_resolve)
00007ff8150f5af9 (__TEXT,__text) external _krb5_kt_start_seq_get
00007ff8150efb63 (__TEXT,__text) external _krb5_kuserok
00007ff8150ec379 (__TEXT,__text) external _krb5_mk_1cred
00007ff8150ec384 (__TEXT,__text) external _krb5_mk_error
00007ff8150ec38f (__TEXT,__text) external _krb5_mk_ncred
00007ff8150f6d39 (__TEXT,__text) external _krb5_mk_priv
00007ff8150ec39a (__TEXT,__text) external _krb5_mk_rep
00007ff8150f698a (__TEXT,__text) external _krb5_mk_req
00007ff8150f6a49 (__TEXT,__text) external _krb5_mk_req_extended
00007ff8150f6dee (__TEXT,__text) external _krb5_mk_safe
00007ff8150ef91b (__TEXT,__text) external _krb5_os_localaddr
00007ff8150efe24 (__TEXT,__text) external _krb5_parse_name
00007ff8150efe33 (__TEXT,__text) external _krb5_parse_name_flags
00007ff8150ef7b4 (__TEXT,__text) external _krb5_pkinit_cert_hash_str
00007ff8150ec3a5 (__TEXT,__text) external _krb5_pkinit_get_client_cert
00007ff8150ec3b0 (__TEXT,__text) external _krb5_pkinit_get_client_cert_db
00007ff8150ec3bb (__TEXT,__text) external _krb5_pkinit_get_kdc_cert
00007ff8150ec3c6 (__TEXT,__text) external _krb5_pkinit_get_kdc_cert_db
00007ff8150ec3d1 (__TEXT,__text) external _krb5_pkinit_have_client_cert
00007ff8150ec3d9 (__TEXT,__text) external _krb5_pkinit_release_cert
00007ff8150ec3e1 (__TEXT,__text) external _krb5_pkinit_release_cert_db
00007ff8150ec3e9 (__TEXT,__text) external _krb5_pkinit_set_client_cert
00007ff8150f745e (__TEXT,__text) external _krb5_principal2salt
00007ff8150f02ac (__TEXT,__text) external _krb5_principal_compare
00007ff8150ec3f4 (__TEXT,__text) external _krb5_process_key
00007ff8150efa33 (__TEXT,__text) external _krb5_prompter_posix
00007ff8150ec3fc (__TEXT,__text) external _krb5_random_key
00007ff8150ec404 (__TEXT,__text) external _krb5_rd_cred
00007ff8150ec40f (__TEXT,__text) external _krb5_rd_error
00007ff8150f6820 (__TEXT,__text) external _krb5_rd_priv
00007ff8150ec41a (__TEXT,__text) external _krb5_rd_rep
00007ff8150f6387 (__TEXT,__text) external _krb5_rd_req
00007ff8150f68d5 (__TEXT,__text) external _krb5_rd_safe
00007ff8150ec425 (__TEXT,__text) external _krb5_read_password
00007ff8150f02be (__TEXT,__text) external _krb5_realm_compare
00007ff8150f6619 (__TEXT,__text) external _krb5_recvauth
00007ff8150f66fd (__TEXT,__text) external _krb5_recvauth_version
00007ff8150ec42d (__TEXT,__text) external _krb5_salttype_to_string
00007ff8150f6b24 (__TEXT,__text) external _krb5_sendauth
00007ff8150ec435 (__TEXT,__text) external _krb5_server_decrypt_ticket_keytab
                 (undefined) external _krb5_set_default_realm (from Heimdal)
                 (indirect) external _krb5_set_default_realm (for _krb5_set_default_realm)
00007ff8150f74f9 (__TEXT,__text) external _krb5_set_default_tgs_enctypes
00007ff8150f74c8 (__TEXT,__text) external _krb5_set_default_tgs_ktypes
                 (undefined) external _krb5_set_error_message (from Heimdal)
                 (indirect) external _krb5_set_error_message (for _krb5_set_error_message)
00007ff8150f723d (__TEXT,__text) external _krb5_set_password
00007ff8150f716b (__TEXT,__text) external _krb5_set_password_using_ccache
00007ff8150ec43d (__TEXT,__text) external _krb5_set_principal_realm
00007ff8150efb08 (__TEXT,__text) external _krb5_set_real_time
00007ff8150f022a (__TEXT,__text) external _krb5_sname_to_principal
00007ff8150ec445 (__TEXT,__text) external _krb5_string_to_cksumtype
00007ff8150efa11 (__TEXT,__text) external _krb5_string_to_deltat
00007ff8150ec44d (__TEXT,__text) external _krb5_string_to_enctype
00007ff8150f7408 (__TEXT,__text) external _krb5_string_to_key
00007ff8150ec455 (__TEXT,__text) external _krb5_string_to_salttype
00007ff8150f6ea3 (__TEXT,__text) external _krb5_string_to_timestamp
00007ff8150f9790 (__TEXT,__const) non-external _krb5_string_to_timestamp.atime_format_table.rel
00007ff8150ef76e (__TEXT,__text) external _krb5_timeofday
00007ff8150ec45d (__TEXT,__text) external _krb5_timestamp_to_sfstring
00007ff8150ec465 (__TEXT,__text) external _krb5_timestamp_to_string
00007ff8150f0100 (__TEXT,__text) external _krb5_unparse_name
00007ff8150ec46d (__TEXT,__text) external _krb5_unparse_name_ext
00007ff8150ec478 (__TEXT,__text) external _krb5_unparse_name_flags
00007ff8150ec483 (__TEXT,__text) external _krb5_unparse_name_flags_ext
00007ff8150ef70b (__TEXT,__text) external _krb5_us_timeofday
00007ff843f69d30 (__DATA,__common) external _krb5_use_broken_arcfour_string2key
00007ff8150f752a (__TEXT,__text) external _krb5_use_enctype
00007ff8150ec48e (__TEXT,__text) external _krb5_verify_checksum
00007ff8150eea11 (__TEXT,__text) external _krb5_verify_init_creds
00007ff8150ee9eb (__TEXT,__text) external _krb5_verify_init_creds_opt_init
00007ff8150ee9f8 (__TEXT,__text) external _krb5_verify_init_creds_opt_set_ap_req_nofail
                 (undefined) external _krb5_vset_error_message (from Heimdal)
                 (indirect) external _krb5_vset_error_message (for _krb5_vset_error_message)
00007ff8150ec496 (__TEXT,__text) external _krb5int_accessor
00007ff8150ec4a1 (__TEXT,__text) external _krb5int_freeaddrinfo
00007ff8150ec4a9 (__TEXT,__text) external _krb5int_gai_strerror
00007ff8150ec4b1 (__TEXT,__text) external _krb5int_getaddrinfo
00007ff8150ec4b9 (__TEXT,__text) external _krb5int_gmt_mktime
00007ff8150ec4c1 (__TEXT,__text) external _krb5int_init_context_kdc
00007ff8150ec4cc (__TEXT,__text) external _krb5int_pkinit_auth_pack_decode
00007ff8150ec4d7 (__TEXT,__text) external _krb5int_pkinit_create_cms_msg
00007ff8150ec4e2 (__TEXT,__text) external _krb5int_pkinit_pa_pk_as_rep_encode
00007ff8150ec4ed (__TEXT,__text) external _krb5int_pkinit_pa_pk_as_req_decode
00007ff8150ec4f8 (__TEXT,__text) external _krb5int_pkinit_parse_cms_msg
00007ff8150ec503 (__TEXT,__text) external _krb5int_pkinit_reply_key_pack_encode
00007ff843f69430 (__DATA,__data) non-external _krb5int_profile_shared_data
00007ff8150f56b4 (__TEXT,__text) external _krb__get_srvtabname
00007ff8150f5400 (__TEXT,__text) external _krb_change_password
00007ff8150f550c (__TEXT,__text) external _krb_check_auth
00007ff8150f562e (__TEXT,__text) external _krb_delete_cred
00007ff8150f565a (__TEXT,__text) external _krb_get_admhst
00007ff8150f55cb (__TEXT,__text) external _krb_get_cred
00007ff8150f5416 (__TEXT,__text) external _krb_get_err_text
00007ff8150f5455 (__TEXT,__text) external _krb_get_in_tkt
00007ff8150f5460 (__TEXT,__text) external _krb_get_in_tkt_creds
00007ff8150f5665 (__TEXT,__text) external _krb_get_krbhst
00007ff8150f564f (__TEXT,__text) external _krb_get_lrealm
00007ff8150f5623 (__TEXT,__text) external _krb_get_nth_cred
00007ff8150f561b (__TEXT,__text) external _krb_get_num_cred
00007ff8150f546b (__TEXT,__text) external _krb_get_phost
00007ff8150f5644 (__TEXT,__text) external _krb_get_profile
00007ff8150f549f (__TEXT,__text) external _krb_get_pw_in_tkt
00007ff8150f54aa (__TEXT,__text) external _krb_get_pw_in_tkt_creds
00007ff8150f54c0 (__TEXT,__text) external _krb_get_svc_in_tkt
00007ff8150f55c0 (__TEXT,__text) external _krb_get_tf_fullname
00007ff8150f55b5 (__TEXT,__text) external _krb_get_tf_realm
00007ff8150f54cb (__TEXT,__text) external _krb_get_ticket_for_service
00007ff8150f56ac (__TEXT,__text) external _krb_life_to_time
00007ff8150f5517 (__TEXT,__text) external _krb_mk_auth
00007ff8150f5522 (__TEXT,__text) external _krb_mk_err
00007ff8150f552a (__TEXT,__text) external _krb_mk_priv
00007ff8150f5532 (__TEXT,__text) external _krb_mk_req
00007ff8150f553d (__TEXT,__text) external _krb_mk_req_creds
00007ff8150f5550 (__TEXT,__text) external _krb_mk_safe
00007ff8150f5563 (__TEXT,__text) external _krb_rd_err
00007ff8150f556e (__TEXT,__text) external _krb_rd_priv
00007ff8150f5576 (__TEXT,__text) external _krb_rd_req
00007ff8150f5581 (__TEXT,__text) external _krb_rd_req_int
00007ff8150f558c (__TEXT,__text) external _krb_rd_safe
00007ff8150f5670 (__TEXT,__text) external _krb_realmofhost
00007ff8150f559f (__TEXT,__text) external _krb_recvauth
00007ff8150f55aa (__TEXT,__text) external _krb_sendauth
00007ff8150f5548 (__TEXT,__text) external _krb_set_lifetime
00007ff8150f560a (__TEXT,__text) external _krb_set_tkt_string
00007ff8150f56a4 (__TEXT,__text) external _krb_time_to_life
00007ff8150f5504 (__TEXT,__text) external _kuserok
                 (undefined) external _link (from libSystem)
                 (undefined) external _localtime_r (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
00007ff8150efd70 (__TEXT,__text) non-external _map_mit_principal
00007ff8150f67eb (__TEXT,__text) non-external _match_appl_version
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _mktime (from libSystem)
00007ff8150eeb38 (__TEXT,__text) non-external (was a private external) _mshim_ctx
00007ff8150f78bf (__TEXT,__text) non-external _mshim_ctx.cold.1
00007ff8150f78d7 (__TEXT,__text) non-external _mshim_ctx.cold.2
00007ff843f69490 (__DATA,__bss) non-external _mshim_ctx.key
00007ff843f69488 (__DATA,__bss) non-external _mshim_ctx.once
00007ff8150eeae0 (__TEXT,__text) non-external (was a private external) _mshim_failure
00007ff8150f78a7 (__TEXT,__text) non-external _mshim_failure.cold.1
00007ff8150ee75a (__TEXT,__text) non-external _mshim_gic_opt
00007ff8150ef10d (__TEXT,__text) non-external (was a private external) _mshim_haprepencpart2maprepencpart
00007ff8150eef55 (__TEXT,__text) non-external (was a private external) _mshim_hcred2mcred
00007ff8150eec09 (__TEXT,__text) non-external (was a private external) _mshim_hdata2mdata
00007ff8150ef27e (__TEXT,__text) non-external (was a private external) _mshim_herror2merror
00007ff8150eec74 (__TEXT,__text) non-external (was a private external) _mshim_hkeyblock2mkeyblock
00007ff8150efd1f (__TEXT,__text) non-external (was a private external) _mshim_hprinc2mprinc
00007ff8150ef16d (__TEXT,__text) non-external (was a private external) _mshim_hreplay2mreplay
00007ff8150f6468 (__TEXT,__text) non-external _mshim_hticket2mticket
00007ff8150eb90c (__TEXT,__text) non-external (was a private external) _mshim_log_entry
00007ff8150f78a7 (__TEXT,__text) non-external _mshim_log_entry.cold.1
00007ff8150eebd2 (__TEXT,__text) non-external (was a private external) _mshim_malloc
00007ff8150f78f3 (__TEXT,__text) non-external _mshim_malloc.cold.1
00007ff8150eed7b (__TEXT,__text) non-external (was a private external) _mshim_mcred2hcred
