00000000000401b8 (__DATA,__data) external _NDR_record
000000000000eab4 (__TEXT,__text) external _mknod
000000000000eadc (__TEXT,__text) external _mknodat
000000000000a41c (__TEXT,__text) external _mlock
000000000000eb04 (__TEXT,__text) external _mlockall
0000000000001d14 (__TEXT,__text) external _mmap
000000000000c9a4 (__TEXT,__text) external _mount
0000000000004bc0 (__TEXT,__text) external _mprotect
000000000000eb2c (__TEXT,__text) external _mremap_encrypted
0000000000012908 (__TEXT,__text) external _msg_receive
00000000000128f8 (__TEXT,__text) external _msg_rpc
0000000000012900 (__TEXT,__text) external _msg_send
000000000000d990 (__TEXT,__text) external _msgctl
000000000000eb54 (__TEXT,__text) external _msgget
000000000000eb7c (__TEXT,__text) external _msgrcv
000000000000d9b8 (__TEXT,__text) external _msgrcv$NOCANCEL
000000000000eba4 (__TEXT,__text) external _msgsnd
000000000000d9e0 (__TEXT,__text) external _msgsnd$NOCANCEL
000000000000d148 (__TEXT,__text) external _msgsys
0000000000007094 (__TEXT,__text) external _msync
000000000000da30 (__TEXT,__text) external _msync$NOCANCEL
000000000000a444 (__TEXT,__text) external _munlock
000000000000ebcc (__TEXT,__text) external _munlockall
00000000000047ec (__TEXT,__text) external _munmap
0000000000004f68 (__TEXT,__text) external _necp_client_action
000000000000b65c (__TEXT,__text) external _necp_match_policy
0000000000004f18 (__TEXT,__text) external _necp_open
000000000000ebf4 (__TEXT,__text) external _necp_session_action
000000000000ec1c (__TEXT,__text) external _necp_session_open
000000000000ec44 (__TEXT,__text) external _net_qos_guideline
000000000000ec6c (__TEXT,__text) external _netagent_trigger
0000000000028924 (__TEXT,__text) external _netname_check_in
0000000000028d1c (__TEXT,__text) external _netname_check_out
0000000000028ac8 (__TEXT,__text) external _netname_look_up
0000000000028ebc (__TEXT,__text) external _netname_version
00000000000144c4 (__TEXT,__text) external _nfsclnt
000000000000ec94 (__TEXT,__text) external _nfssvc
00000000000401a8 (__DATA,__data) external _non_boost_assertion_token
00000000000401a0 (__DATA,__data) external _normal_boost_assertion_token
000000000000ecbc (__TEXT,__text) external _ntp_adjtime
000000000000ece4 (__TEXT,__text) external _ntp_gettime
000000000000ed0c (__TEXT,__text) external _objc_bp_assist_cfg_np
000000000000c03c (__TEXT,__text) external _open
0000000000014548 (__TEXT,__text) external _open$NOCANCEL
00000000000065e4 (__TEXT,__text) external _open_dprotected_np
000000000001b0c8 (__TEXT,__text) external _openat
0000000000014730 (__TEXT,__text) external _openat$NOCANCEL
000000000001b85c (__TEXT,__text) external _openat_authenticated_np
000000000001b800 (__TEXT,__text) external _openat_dprotected_np
000000000000ed34 (__TEXT,__text) external _openbyid_np
0000000000011aa4 (__TEXT,__text) external _os_buflet_get_data_address
0000000000011a74 (__TEXT,__text) external _os_buflet_get_data_length
0000000000011aac (__TEXT,__text) external _os_buflet_get_data_limit
0000000000011a6c (__TEXT,__text) external _os_buflet_get_data_offset
0000000000011a94 (__TEXT,__text) external _os_buflet_get_object_address
0000000000011a9c (__TEXT,__text) external _os_buflet_get_object_limit
0000000000011a88 (__TEXT,__text) external _os_buflet_set_data_length
0000000000011a7c (__TEXT,__text) external _os_buflet_set_data_offset
0000000000016e40 (__TEXT,__text) external _os_channel_advance_slot
0000000000017a50 (__TEXT,__text) external _os_channel_attr_clone
00000000000179f4 (__TEXT,__text) external _os_channel_attr_create
0000000000017c24 (__TEXT,__text) external _os_channel_attr_destroy
0000000000017d80 (__TEXT,__text) external _os_channel_attr_get
0000000000017ea8 (__TEXT,__text) external _os_channel_attr_get_key
0000000000017c7c (__TEXT,__text) external _os_channel_attr_set
0000000000017b3c (__TEXT,__text) external _os_channel_attr_set_key
0000000000016de8 (__TEXT,__text) external _os_channel_available_slot_count
0000000000019554 (__TEXT,__text) external _os_channel_buflet_alloc
0000000000018e98 (__TEXT,__text) external _os_channel_buflet_free
0000000000019524 (__TEXT,__text) external _os_channel_configure_interface_advisory
0000000000016ac4 (__TEXT,__text) external _os_channel_create
000000000001614c (__TEXT,__text) external _os_channel_create_extended
0000000000016c44 (__TEXT,__text) external _os_channel_destroy
0000000000019490 (__TEXT,__text) external _os_channel_event_free
000000000001c3b8 (__TEXT,__text) external _os_channel_event_get_event_data
000000000001c304 (__TEXT,__text) external _os_channel_event_get_next_event
0000000000017638 (__TEXT,__text) external _os_channel_flow_admissible
0000000000017814 (__TEXT,__text) external _os_channel_flow_adv_get_ce_count
0000000000017614 (__TEXT,__text) external _os_channel_get_advisory_region
0000000000016ad4 (__TEXT,__text) external _os_channel_get_fd
0000000000019494 (__TEXT,__text) external _os_channel_get_interface_advisory
000000000001903c (__TEXT,__text) external _os_channel_get_next_event_handle
0000000000016ecc (__TEXT,__text) external _os_channel_get_next_slot
00000000000175ac (__TEXT,__text) external _os_channel_get_stats_region
00000000000168a0 (__TEXT,__text) non-external _os_channel_info2attr
00000000000169b4 (__TEXT,__text) non-external _os_channel_init_ring
0000000000016cb0 (__TEXT,__text) external _os_channel_is_defunct
00000000000183d4 (__TEXT,__text) external _os_channel_large_packet_alloc
0000000000017f1c (__TEXT,__text) external _os_channel_packet_alloc
0000000000017f24 (__TEXT,__text) non-external _os_channel_packet_alloc_common
00000000000183dc (__TEXT,__text) external _os_channel_packet_free
00000000000188b0 (__TEXT,__text) external _os_channel_packet_pool_purge
0000000000016db8 (__TEXT,__text) external _os_channel_pending
0000000000018bb0 (__TEXT,__text) non-external _os_channel_purge_packet_alloc_ring_common
0000000000016adc (__TEXT,__text) external _os_channel_read_attr
0000000000016bf4 (__TEXT,__text) external _os_channel_read_nexus_extension_info
0000000000016cc4 (__TEXT,__text) external _os_channel_ring_id
0000000000016ddc (__TEXT,__text) external _os_channel_ring_notify_time
0000000000016dd0 (__TEXT,__text) external _os_channel_ring_sync_time
0000000000016d5c (__TEXT,__text) external _os_channel_rx_ring
0000000000017308 (__TEXT,__text) external _os_channel_set_slot_properties
0000000000018578 (__TEXT,__text) external _os_channel_slot_attach_packet
0000000000018704 (__TEXT,__text) external _os_channel_slot_detach_packet
0000000000017440 (__TEXT,__text) external _os_channel_slot_get_packet
0000000000016c18 (__TEXT,__text) external _os_channel_sync
0000000000016d14 (__TEXT,__text) external _os_channel_tx_ring
0000000000016b2c (__TEXT,__text) external _os_channel_write_attr
0000000000011a3c (__TEXT,__text) external _os_copy_and_inet_checksum
000000000000cec0 (__TEXT,__text) external _os_cpu_copy_in_cksum
000000000001b708 (__TEXT,__text) external _os_cpu_in_cksum
000000000000cc20 (__TEXT,__text) external _os_cpu_in_cksum_mbuf
000000000000ed5c (__TEXT,__text) external _os_fault_with_payload
0000000000011a38 (__TEXT,__text) external _os_inet_checksum
0000000000019f10 (__TEXT,__text) external _os_nexus_attr_clone
0000000000019eb4 (__TEXT,__text) external _os_nexus_attr_create
000000000001a224 (__TEXT,__text) external _os_nexus_attr_destroy
000000000001a134 (__TEXT,__text) external _os_nexus_attr_get
0000000000019fa4 (__TEXT,__text) external _os_nexus_attr_set
000000000001a8d0 (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
000000000001a5e8 (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
000000000001a608 (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
000000000001a23c (__TEXT,__text) external _os_nexus_controller_create
000000000001a5dc (__TEXT,__text) external _os_nexus_controller_deregister_provider
000000000001ac1c (__TEXT,__text) external _os_nexus_controller_destroy
000000000001a5fc (__TEXT,__text) external _os_nexus_controller_free_provider_instance
000000000001a2f8 (__TEXT,__text) external _os_nexus_controller_get_fd
000000000001aab0 (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
000000000001a778 (__TEXT,__text) external _os_nexus_controller_read_provider_attr
000000000001a300 (__TEXT,__text) external _os_nexus_controller_register_provider
000000000001aa1c (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
000000000001a700 (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
000000000001af4c (__TEXT,__text) external _os_nexus_flow_set_wake_from_sleep
0000000000011904 (__TEXT,__text) external _os_packet_add_buflet
0000000000010ef4 (__TEXT,__text) external _os_packet_add_inet_csum_flags
000000000001102c (__TEXT,__text) external _os_packet_clear_flow_uuid
00000000000119b4 (__TEXT,__text) external _os_packet_decrement_use_count
000000000001175c (__TEXT,__text) external _os_packet_finalize
00000000000119dc (__TEXT,__text) external _os_packet_get_aggregation_type
000000000001166c (__TEXT,__text) external _os_packet_get_buflet_count
0000000000010d78 (__TEXT,__text) external _os_packet_get_compression_generation_count
0000000000011660 (__TEXT,__text) external _os_packet_get_data_length
00000000000110f0 (__TEXT,__text) external _os_packet_get_expire_time
000000000001117c (__TEXT,__text) external _os_packet_get_expiry_action
0000000000010f7c (__TEXT,__text) external _os_packet_get_flow_uuid
00000000000110c4 (__TEXT,__text) external _os_packet_get_group_end
0000000000011068 (__TEXT,__text) external _os_packet_get_group_start
0000000000010800 (__TEXT,__text) external _os_packet_get_headroom
0000000000010f30 (__TEXT,__text) external _os_packet_get_inet_checksum
00000000000115a4 (__TEXT,__text) external _os_packet_get_keep_alive
00000000000108f4 (__TEXT,__text) external _os_packet_get_link_broadcast
0000000000010a14 (__TEXT,__text) external _os_packet_get_link_ethfcs
0000000000010880 (__TEXT,__text) external _os_packet_get_link_header_length
0000000000010984 (__TEXT,__text) external _os_packet_get_link_multicast
00000000000116a8 (__TEXT,__text) external _os_packet_get_next_buflet
000000000001136c (__TEXT,__text) external _os_packet_get_packetid
0000000000011734 (__TEXT,__text) external _os_packet_get_segment_count
0000000000010c88 (__TEXT,__text) external _os_packet_get_service_class
0000000000011210 (__TEXT,__text) external _os_packet_get_token
0000000000011ab4 (__TEXT,__text) external _os_packet_get_trace_id
0000000000010df0 (__TEXT,__text) external _os_packet_get_traffic_class
0000000000010b4c (__TEXT,__text) external _os_packet_get_transport_retransmit
0000000000010a8c (__TEXT,__text) external _os_packet_get_transport_traffic_background
0000000000010aec (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
00000000000115ec (__TEXT,__text) external _os_packet_get_truncated
0000000000011524 (__TEXT,__text) external _os_packet_get_vlan_id
000000000001152c (__TEXT,__text) external _os_packet_get_vlan_priority
00000000000114bc (__TEXT,__text) external _os_packet_get_vlan_tag
0000000000011594 (__TEXT,__text) external _os_packet_get_wake_flag
0000000000011988 (__TEXT,__text) external _os_packet_increment_use_count
0000000000011534 (__TEXT,__text) external _os_packet_set_app_metadata
0000000000010d4c (__TEXT,__text) external _os_packet_set_compression_generation_count
000000000001113c (__TEXT,__text) external _os_packet_set_expire_time
00000000000111c8 (__TEXT,__text) external _os_packet_set_expiry_action
0000000000010fd4 (__TEXT,__text) external _os_packet_set_flow_uuid
0000000000011094 (__TEXT,__text) external _os_packet_set_group_end
0000000000011038 (__TEXT,__text) external _os_packet_set_group_start
00000000000107a8 (__TEXT,__text) external _os_packet_set_headroom
0000000000010eb4 (__TEXT,__text) external _os_packet_set_inet_checksum
00000000000115b4 (__TEXT,__text) external _os_packet_set_keep_alive
0000000000011630 (__TEXT,__text) external _os_packet_set_l4s_flag
00000000000108a8 (__TEXT,__text) external _os_packet_set_link_broadcast
00000000000109c8 (__TEXT,__text) external _os_packet_set_link_ethfcs
0000000000010840 (__TEXT,__text) external _os_packet_set_link_header_length
0000000000010938 (__TEXT,__text) external _os_packet_set_link_multicast
00000000000113e4 (__TEXT,__text) external _os_packet_set_packetid
0000000000011b5c (__TEXT,__text) external _os_packet_set_protocol_segment_size
0000000000010bac (__TEXT,__text) external _os_packet_set_service_class
00000000000112cc (__TEXT,__text) external _os_packet_set_token
0000000000011ad4 (__TEXT,__text) external _os_packet_set_trace_id
0000000000010dc0 (__TEXT,__text) external _os_packet_set_traffic_class
0000000000010b78 (__TEXT,__text) external _os_packet_set_transport_last_packet
0000000000010b18 (__TEXT,__text) external _os_packet_set_transport_retransmit
0000000000010a58 (__TEXT,__text) external _os_packet_set_transport_traffic_background
0000000000010ab8 (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
0000000000011b88 (__TEXT,__text) external _os_packet_set_tso_flags
0000000000011a04 (__TEXT,__text) external _os_packet_set_tx_timestamp
000000000001145c (__TEXT,__text) external _os_packet_set_vlan_tag
0000000000011afc (__TEXT,__text) external _os_packet_trace_event
0000000000012f54 (__TEXT,__text) external _os_proc_available_memory
0000000000012838 (__TEXT,__text) external _panic
000000000001282c (__TEXT,__text) external _panic_init
000000000000ed84 (__TEXT,__text) external _panic_with_data
00000000000089ec (__TEXT,__text) external _pathconf
000000000000edac (__TEXT,__text) external _peeloff
000000000000115c (__TEXT,__text) external _pid_for_task
000000000000edd4 (__TEXT,__text) external _pid_hibernate
000000000000edfc (__TEXT,__text) external _pid_resume
0000000000019804 (__TEXT,__text) external _pid_shutdown_networking
000000000000ee24 (__TEXT,__text) external _pid_shutdown_sockets
000000000000ee4c (__TEXT,__text) external _pid_suspend
00000000000070bc (__TEXT,__text) external _pipe
000000000000ee74 (__TEXT,__text) external _pivot_root
0000000000010758 (__TEXT,__text) external _pkt_subtype_assert_fail
0000000000010780 (__TEXT,__text) external _pkt_type_assert_fail
0000000000009024 (__TEXT,__text) external _poll
000000000000db98 (__TEXT,__text) external _poll$NOCANCEL
0000000000010688 (__TEXT,__text) non-external _port_for_id_internal
0000000000012884 (__TEXT,__text) external _port_obj_init
0000000000040210 (__DATA,__common) external _port_obj_table
0000000000040190 (__DATA,__data) external _port_obj_table_size
0000000000003b78 (__TEXT,__text) external _posix_madvise
0000000000007a78 (__TEXT,__text) external _posix_spawn
000000000000be38 (__TEXT,__text) non-external _posix_spawn_appendportaction_np
00000000000152e0 (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
0000000000015384 (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
000000000000cb48 (__TEXT,__text) external _posix_spawn_file_actions_addclose
000000000000756c (__TEXT,__text) external _posix_spawn_file_actions_adddup2
0000000000015438 (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
000000000000cabc (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
000000000000c22c (__TEXT,__text) external _posix_spawn_file_actions_addopen
0000000000007e40 (__TEXT,__text) external _posix_spawn_file_actions_destroy
0000000000007510 (__TEXT,__text) external _posix_spawn_file_actions_init
0000000000040250 (__DATA,__bss) non-external _posix_spawn_with_filter
0000000000007cf0 (__TEXT,__text) external _posix_spawnattr_destroy
0000000000015230 (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
000000000001578c (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
0000000000015748 (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
0000000000014f3c (__TEXT,__text) external _posix_spawnattr_getarchpref_np
0000000000014ed4 (__TEXT,__text) external _posix_spawnattr_getbinpref_np
00000000000154e4 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
0000000000014e44 (__TEXT,__text) external _posix_spawnattr_getflags
00000000000077cc (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
0000000000014fb0 (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
0000000000014e8c (__TEXT,__text) external _posix_spawnattr_getpgroup
0000000000014fd4 (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
0000000000014e68 (__TEXT,__text) external _posix_spawnattr_getsigdefault
0000000000014eb0 (__TEXT,__text) external _posix_spawnattr_getsigmask
0000000000007698 (__TEXT,__text) external _posix_spawnattr_init
0000000000015258 (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
0000000000015c54 (__TEXT,__text) external _posix_spawnattr_set_conclave_id_np
00000000000152a0 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
0000000000015280 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
00000000000152c0 (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
0000000000015950 (__TEXT,__text) external _posix_spawnattr_set_csm_np
000000000001576c (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
0000000000015d18 (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
0000000000015a34 (__TEXT,__text) external _posix_spawnattr_set_gid_np
0000000000015ac4 (__TEXT,__text) external _posix_spawnattr_set_groups_np
0000000000015530 (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
0000000000015d58 (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
0000000000032158 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
0000000000015d38 (__TEXT,__text) external _posix_spawnattr_set_kqworklooplimit_ext
0000000000015df8 (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
0000000000015b8c (__TEXT,__text) external _posix_spawnattr_set_login_np
000000000001590c (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
0000000000015870 (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
00000000000158a4 (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
00000000000157b0 (__TEXT,__text) external _posix_spawnattr_set_persona_np
0000000000015840 (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
0000000000015210 (__TEXT,__text) external _posix_spawnattr_set_platform_np
0000000000015cf8 (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
0000000000015640 (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
0000000000015718 (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
00000000000155b8 (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
0000000000015150 (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
0000000000015510 (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
00000000000159a8 (__TEXT,__text) external _posix_spawnattr_set_uid_np
0000000000015128 (__TEXT,__text) external _posix_spawnattr_set_use_sec_transition_shims_np
0000000000015018 (__TEXT,__text) external _posix_spawnattr_setarchpref_np
000000000000be04 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
000000000000c31c (__TEXT,__text) external _posix_spawnattr_setbinpref_np
0000000000015674 (__TEXT,__text) external _posix_spawnattr_setcoalition_np
00000000000154c4 (__TEXT,__text) external _posix_spawnattr_setcpumonitor
000000000000c1d8 (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
00000000000150fc (__TEXT,__text) external _posix_spawnattr_setdataless_iopolicy_np
000000000000cbd4 (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
00000000000077ac (__TEXT,__text) external _posix_spawnattr_setflags
000000000000904c (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
0000000000007884 (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
000000000001592c (__TEXT,__text) external _posix_spawnattr_setnosmt_np
00000000000150bc (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
0000000000014ff8 (__TEXT,__text) external _posix_spawnattr_setpgroup
00000000000150dc (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
0000000000007788 (__TEXT,__text) external _posix_spawnattr_setsigdefault
0000000000007764 (__TEXT,__text) external _posix_spawnattr_setsigmask
000000000000c200 (__TEXT,__text) external _posix_spawnattr_setspecialport_np
0000000000002958 (__TEXT,__text) external _pread
000000000000dbc0 (__TEXT,__text) external _pread$NOCANCEL
000000000000ee9c (__TEXT,__text) external _preadv
000000000000dbe8 (__TEXT,__text) external _preadv$NOCANCEL
0000000000014a48 (__TEXT,__text) non-external _prepare_times_array_and_attrs
0000000000013ca8 (__TEXT,__text) external _proc_clear_cpulimits
0000000000013e6c (__TEXT,__text) external _proc_clear_delayidlesleep
000000000001381c (__TEXT,__text) external _proc_clear_dirty
0000000000013d58 (__TEXT,__text) external _proc_clear_vmpressure
00000000000136dc (__TEXT,__text) external _proc_current_thread_schedinfo
000000000000a720 (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
000000000000a7dc (__TEXT,__text) external _proc_denap_assertion_complete
0000000000013ec8 (__TEXT,__text) external _proc_disable_apptype
000000000000bac4 (__TEXT,__text) external _proc_disable_cpumon
000000000000a3ec (__TEXT,__text) external _proc_disable_wakemon
0000000000013d04 (__TEXT,__text) external _proc_donate_importance_boost
0000000000013f38 (__TEXT,__text) external _proc_enable_apptype
000000000000a374 (__TEXT,__text) external _proc_get_cpumon_params
00000000000137a4 (__TEXT,__text) external _proc_get_dirty
0000000000013bac (__TEXT,__text) external _proc_get_wakemon_params
000000000000a728 (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
000000000000a7e0 (__TEXT,__text) external _proc_importance_assertion_complete
00000000000135e8 (__TEXT,__text) external _proc_kmsgbuf
0000000000013784 (__TEXT,__text) external _proc_libversion
0000000000013c14 (__TEXT,__text) external _proc_list_dynkqueueids
0000000000013bf8 (__TEXT,__text) external _proc_list_uptrs
0000000000013314 (__TEXT,__text) external _proc_listallpids
0000000000013384 (__TEXT,__text) external _proc_listchildpids
00000000000133bc (__TEXT,__text) external _proc_listcoalitions
000000000001334c (__TEXT,__text) external _proc_listpgrppids
000000000000a6d4 (__TEXT,__text) external _proc_listpids
000000000001b8c4 (__TEXT,__text) external _proc_listpidspath
0000000000006be8 (__TEXT,__text) external _proc_name
0000000000008480 (__TEXT,__text) external _proc_pid_rusage
00000000000134a4 (__TEXT,__text) external _proc_piddynkqueueinfo
000000000001343c (__TEXT,__text) external _proc_pidfdinfo
0000000000013470 (__TEXT,__text) external _proc_pidfileportinfo
00000000000023fc (__TEXT,__text) external _proc_pidinfo
00000000000081a8 (__TEXT,__text) external _proc_pidoriginatorinfo
0000000000002bc4 (__TEXT,__text) external _proc_pidpath
000000000001361c (__TEXT,__text) external _proc_pidpath_audittoken
00000000000134f4 (__TEXT,__text) external _proc_regionfilename
0000000000013c9c (__TEXT,__text) external _proc_reset_footprint_interval
0000000000013a30 (__TEXT,__text) external _proc_resume_cpumon
0000000000008f00 (__TEXT,__text) external _proc_rlimit_control
0000000000008438 (__TEXT,__text) external _proc_set_cpumon_defaults
00000000000083c8 (__TEXT,__text) external _proc_set_cpumon_params
0000000000013a50 (__TEXT,__text) external _proc_set_cpumon_params_fatal
0000000000014070 (__TEXT,__text) external _proc_set_csm
0000000000013e10 (__TEXT,__text) external _proc_set_delayidlesleep
00000000000042e8 (__TEXT,__text) external _proc_set_dirty
0000000000013fb0 (__TEXT,__text) external _proc_set_no_smt
0000000000013db4 (__TEXT,__text) external _proc_set_owner_vmpressure
000000000000a46c (__TEXT,__text) external _proc_set_wakemon_defaults
0000000000013b7c (__TEXT,__text) external _proc_set_wakemon_params
0000000000013c30 (__TEXT,__text) external _proc_setcpu_percentage
0000000000003424 (__TEXT,__text) external _proc_setpcontrol
00000000000133f0 (__TEXT,__text) external _proc_setthread_cpupercent
0000000000014134 (__TEXT,__text) external _proc_setthread_csm
0000000000014010 (__TEXT,__text) external _proc_setthread_no_smt
00000000000138f0 (__TEXT,__text) external _proc_signal_with_audittoken
0000000000013fa8 (__TEXT,__text) external _proc_suppress
0000000000013878 (__TEXT,__text) external _proc_terminate
00000000000139c0 (__TEXT,__text) external _proc_terminate_all_rsr
0000000000013948 (__TEXT,__text) external _proc_terminate_with_audittoken
000000000000eec4 (__TEXT,__text) external _proc_trace_log
000000000000428c (__TEXT,__text) external _proc_track_dirty
00000000000134d8 (__TEXT,__text) external _proc_udata_info
000000000000eeec (__TEXT,__text) external _proc_uuid_policy
0000000000028698 (__TEXT,__text) external _processor_assign
0000000000028538 (__TEXT,__text) external _processor_control
0000000000028218 (__TEXT,__text) external _processor_exit
00000000000287c8 (__TEXT,__text) external _processor_get_assignment
0000000000028328 (__TEXT,__text) external _processor_info
0000000000020e10 (__TEXT,__text) external _processor_set_create
0000000000020cb4 (__TEXT,__text) external _processor_set_default
00000000000272f4 (__TEXT,__text) external _processor_set_destroy
0000000000027d70 (__TEXT,__text) external _processor_set_info
0000000000027408 (__TEXT,__text) external _processor_set_max_priority
0000000000027a70 (__TEXT,__text) external _processor_set_policy_control
0000000000027648 (__TEXT,__text) external _processor_set_policy_disable
0000000000027528 (__TEXT,__text) external _processor_set_policy_enable
0000000000027be4 (__TEXT,__text) external _processor_set_stack_usage
0000000000027114 (__TEXT,__text) external _processor_set_statistics
0000000000027768 (__TEXT,__text) external _processor_set_tasks
0000000000027f74 (__TEXT,__text) external _processor_set_tasks_with_flavor
00000000000278ec (__TEXT,__text) external _processor_set_threads
0000000000028108 (__TEXT,__text) external _processor_start
0000000000019ba4 (__TEXT,__text) external _pselect
0000000000006d0c (__TEXT,__text) external _pselect$DARWIN_EXTSN
0000000000012abc (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
0000000000019d2c (__TEXT,__text) external _pselect$NOCANCEL
0000000000002b4c (__TEXT,__text) external _pthread_getugid_np
0000000000009d24 (__TEXT,__text) external _pthread_setugid_np
0000000000009350 (__TEXT,__text) external _ptrace
00000000000045a0 (__TEXT,__text) external _pwrite
000000000000dd50 (__TEXT,__text) external _pwrite$NOCANCEL
000000000000ef14 (__TEXT,__text) external _pwritev
000000000000dd78 (__TEXT,__text) external _pwritev$NOCANCEL
00000000000127f4 (__TEXT,__text) external _quota
0000000000006e90 (__TEXT,__text) external _quotactl
0000000000001cc4 (__TEXT,__text) external _read
0000000000002f28 (__TEXT,__text) external _read$NOCANCEL
0000000000003398 (__TEXT,__text) external _readlink
000000000000ef3c (__TEXT,__text) external _readlinkat
000000000000ef64 (__TEXT,__text) external _readv
000000000000dda0 (__TEXT,__text) external _readv$NOCANCEL
0000000000011bbc (__TEXT,__text) external _reboot
0000000000011bc4 (__TEXT,__text) external _reboot_np
0000000000019ba0 (__TEXT,__text) external _record_system_event_as_kernel
00000000000052d4 (__TEXT,__text) external _recvfrom
00000000000051b8 (__TEXT,__text) external _recvfrom$NOCANCEL
00000000000056bc (__TEXT,__text) external _recvmsg
000000000000de18 (__TEXT,__text) external _recvmsg$NOCANCEL
000000000000ef8c (__TEXT,__text) external _recvmsg_x
000000000000efb4 (__TEXT,__text) external _register_uexc_handler
0000000000005bd4 (__TEXT,__text) external _removexattr
000000000000495c (__TEXT,__text) external _rename
0000000000014e04 (__TEXT,__text) external _rename_ext
0000000000011c54 (__TEXT,__text) external _renameat
0000000000014da0 (__TEXT,__text) external _renameatx_np
0000000000014dc8 (__TEXT,__text) external _renamex_np
000000000000efdc (__TEXT,__text) external _revoke
00000000000049c0 (__TEXT,__text) external _rmdir
000000000000f004 (__TEXT,__text) external _searchfs
00000000000053c4 (__TEXT,__text) external _select
000000000000b684 (__TEXT,__text) external _select$DARWIN_EXTSN
0000000000005190 (__TEXT,__text) external _select$DARWIN_EXTSN$NOCANCEL
000000000000515c (__TEXT,__text) external _select$NOCANCEL
0000000000009fb4 (__TEXT,__text) external _sem_close
000000000001978c (__TEXT,__text) external _sem_destroy
00000000000197b4 (__TEXT,__text) external _sem_getvalue
00000000000197dc (__TEXT,__text) external _sem_init
000000000000d110 (__TEXT,__text) external _sem_open
000000000000f02c (__TEXT,__text) external _sem_post
000000000000f054 (__TEXT,__text) external _sem_trywait
000000000000f07c (__TEXT,__text) external _sem_unlink
000000000000f0a4 (__TEXT,__text) external _sem_wait
000000000000de90 (__TEXT,__text) external _sem_wait$NOCANCEL
0000000000003de8 (__TEXT,__text) external _semaphore_create
000000000000416c (__TEXT,__text) external _semaphore_destroy
0000000000003f54 (__TEXT,__text) external _semaphore_signal
00000000000128e4 (__TEXT,__text) external _semaphore_signal_all
00000000000010cc (__TEXT,__text) external _semaphore_signal_all_trap
00000000000128e8 (__TEXT,__text) external _semaphore_signal_thread
00000000000010d8 (__TEXT,__text) external _semaphore_signal_thread_trap
00000000000010c0 (__TEXT,__text) external _semaphore_signal_trap
0000000000005944 (__TEXT,__text) external _semaphore_timedwait
00000000000128f0 (__TEXT,__text) external _semaphore_timedwait_signal
