00007ffc12729e5e (__TEXT,__text) external _AAAFSCGetMetadata
00007ffc126d510d (__TEXT,__text) non-external _asyncContext
00007ffc126b6969 (__TEXT,__text) non-external _asyncProgress
00007ffc126d542e (__TEXT,__text) non-external _asyncProgress
00007ffc126b6951 (__TEXT,__text) non-external _asyncSelect
00007ffc126de615 (__TEXT,__text) non-external _bestMatchInRange
00007ffc126f1ccb (__TEXT,__text) non-external _blockGetFromCache
00007ffc126f1b7f (__TEXT,__text) non-external _blockReader
00007ffc126f1e1d (__TEXT,__text) non-external _blockWriter
                 (undefined) external _bsearch (from libSystem)
00007ffc126f786d (__TEXT,__text) non-external (was a private external) _bxdiff5Alloc
00007ffc126f817d (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboControls
00007ffc126f8af4 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboPatch
00007ffc126f7fd9 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInControls
00007ffc126f83e6 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInPatch
00007ffc126f8454 (__TEXT,__text) non-external _bxdiff5CreatePatchBackend
00007ffc126f7a86 (__TEXT,__text) non-external (was a private external) _bxdiff5Dump
00007ffc126f78c0 (__TEXT,__text) non-external (was a private external) _bxdiff5Free
00007ffc126f7df0 (__TEXT,__text) non-external (was a private external) _bxdiff5SetIn
00007ffc126f7f7a (__TEXT,__text) non-external (was a private external) _bxdiff5SetOut
00007ffc127361f2 (__TEXT,__text) non-external _cacheData
00007ffc126c48b2 (__TEXT,__text) non-external _cacheFlush
00007ffc126c4792 (__TEXT,__text) non-external _cachePageEvict
00007ffc126c449e (__TEXT,__text) non-external _cachePageGet
00007ffc126c45f9 (__TEXT,__text) non-external _cachePageReadFromDisk
                 (undefined) external _calloc (from libSystem)
00007ffc126b5bb4 (__TEXT,__text) non-external _cancelProc
00007ffc126e1436 (__TEXT,__text) non-external _cancelProc
00007ffc126ed452 (__TEXT,__text) non-external _cancelProc
00007ffc127034c0 (__TEXT,__text) non-external _cancelProc
00007ffc127061c1 (__TEXT,__text) non-external _cancelStreams
                 (undefined) external _ccaes_ctr_crypt_mode (from libSystem)
                 (undefined) external _ccec_cp_256 (from libSystem)
                 (undefined) external _ccec_generate_key (from libSystem)
                 (undefined) external _ccec_sign (from libSystem)
                 (undefined) external _ccec_verify (from libSystem)
                 (undefined) external _ccec_x963_export (from libSystem)
                 (undefined) external _ccec_x963_import_priv (from libSystem)
                 (undefined) external _ccec_x963_import_pub (from libSystem)
                 (undefined) external _ccecdh_compute_shared_secret (from libSystem)
                 (undefined) external _cchkdf (from libSystem)
                 (undefined) external _cchmac_final (from libSystem)
                 (undefined) external _cchmac_init (from libSystem)
                 (undefined) external _cchmac_update (from libSystem)
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccscrypt (from libSystem)
                 (undefined) external _ccscrypt_storage_size (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
00007ffc126dcc4a (__TEXT,__text) non-external _checkEOF
                 (undefined) external _chflags (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _chown (from libSystem)
00007ffc126ff76b (__TEXT,__text) non-external _chunkAppendHole
00007ffc126e6ccc (__TEXT,__text) non-external _chunkAsyncCancel
00007ffc126e65c3 (__TEXT,__text) non-external _chunkAsyncClose
00007ffc126e6950 (__TEXT,__text) non-external _chunkAsyncGetRange
00007ffc126e6cec (__TEXT,__text) non-external _chunkAsyncIsCancelled
00007ffc126e6af3 (__TEXT,__text) non-external _chunkAsyncProcess
00007ffc126ff73d (__TEXT,__text) non-external _chunkDestroy
00007ffc126fd938 (__TEXT,__text) non-external _chunk_compare_by_position
00007ffc126fd92c (__TEXT,__text) non-external _chunk_compare_by_rating
00007ffc126df8eb (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
00007ffc126b477f (__TEXT,__text) non-external _closeProc
00007ffc126e0ae4 (__TEXT,__text) non-external _closeProc
00007ffc126ea88e (__TEXT,__text) non-external _closeProc
00007ffc12701801 (__TEXT,__text) non-external _closeProc
00007ffc126b4a30 (__TEXT,__text) non-external _closeWithStateProc
00007ffc126e0b6f (__TEXT,__text) non-external _closeWithStateProc
00007ffc126ebef9 (__TEXT,__text) non-external _closeWithStateProc
00007ffc127018c3 (__TEXT,__text) non-external _closeWithStateProc
                 (undefined) external _closedir (from libSystem)
00007ffc127167fd (__TEXT,__text) non-external _clusterEntryUpdateDAT
00007ffc12711c14 (__TEXT,__text) non-external _cmpNodesProc
00007ffc126b0b1a (__TEXT,__text) non-external _cmpRange
00007ffc126b41c7 (__TEXT,__text) non-external _cmp_entries_clc
00007ffc126b419a (__TEXT,__text) non-external _cmp_entries_hlc
00007ffc126b4248 (__TEXT,__text) non-external _cmp_entries_offset
00007ffc126b41f4 (__TEXT,__text) non-external _cmp_entries_slc
00007ffc1270f2d3 (__TEXT,__text) non-external _cmp_keys
00007ffc12701598 (__TEXT,__text) non-external _cmp_markers
00007ffc126ad80e (__TEXT,__text) non-external _compare_copy_fork_3
00007ffc126ad7de (__TEXT,__text) non-external _compare_copy_fork_4
00007ffc126ad79f (__TEXT,__text) non-external _compare_copy_fork_5
00007ffc126ad433 (__TEXT,__text) non-external _compare_digest_tasks
00007ffc126ab830 (__TEXT,__text) non-external (was a private external) _compare_extents_by_position
00007ffc126ae21f (__TEXT,__text) non-external _compare_forks_by_extent
00007ffc126ae258 (__TEXT,__text) non-external _compare_forks_by_position
00007ffc126d564d (__TEXT,__text) non-external _compositeChunkAsyncCancel
00007ffc126d55e6 (__TEXT,__text) non-external _compositeChunkAsyncClose
00007ffc126d5631 (__TEXT,__text) non-external _compositeChunkAsyncGetRange
00007ffc126d565b (__TEXT,__text) non-external _compositeChunkAsyncIsCancelled
00007ffc126d563f (__TEXT,__text) non-external _compositeChunkAsyncProcess
00007ffc126b7a21 (__TEXT,__text) non-external (was a private external) _compressionWorkerProc
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_identify_algorithm (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
00007ffc12723c3b (__TEXT,__text) non-external _computePatchesWorkerProc
00007ffc126e873b (__TEXT,__text) non-external (was a private external) _concatExtractPath
00007ffc126e869b (__TEXT,__text) non-external (was a private external) _concatPath
                 (undefined) external _confstr (from libSystem)
00007ffc12733796 (__TEXT,__text) non-external (was a private external) _contextPassThroughProc
00007ffc126f5be5 (__TEXT,__text) non-external _controls_combo_enforce_copy_fork_boundary
00007ffc126f0d7c (__TEXT,__text) non-external _convertStreamAbort
00007ffc126f0fe6 (__TEXT,__text) non-external _convertStreamBeginBlob
00007ffc126efbb0 (__TEXT,__text) non-external _convertStreamClose
00007ffc126f124a (__TEXT,__text) non-external _convertStreamEndBlob
00007ffc126f0f4b (__TEXT,__text) non-external _convertStreamEndEntry
00007ffc126f0eae (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
00007ffc126f08ec (__TEXT,__text) non-external _convertStreamWriteBlob
00007ffc126efc47 (__TEXT,__text) non-external _convertStreamWriteHeader
00007ffc126fd951 (__TEXT,__text) non-external _convert_block_controls
00007ffc126fd7cf (__TEXT,__text) non-external _convert_internal_controls
00007ffc126e8dda (__TEXT,__text) non-external (was a private external) _copyFileSegment
00007ffc126e9183 (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
00007ffc126caa87 (__TEXT,__text) non-external _copyStream
00007ffc1270faa6 (__TEXT,__text) non-external _create
00007ffc126ef9b6 (__TEXT,__text) non-external _createErrorContextKey
00007ffc126ef42b (__TEXT,__text) non-external (was a private external) _createThread
00007ffc126cec6e (__TEXT,__text) non-external _ctrl_reader_get
00007ffc126d3872 (__TEXT,__text) non-external _currentWriteBufferFull
00007ffc127280a7 (__TEXT,__text) non-external _decodeStreamAbort
00007ffc127280ca (__TEXT,__text) non-external _decodeStreamClose
00007ffc12727214 (__TEXT,__text) non-external (was a private external) _decodeStreamDiscard
00007ffc12727531 (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
00007ffc127273f6 (__TEXT,__text) non-external (was a private external) _decodeStreamLoadHeader
00007ffc12727edf (__TEXT,__text) non-external _decodeStreamReadBlob
00007ffc127272eb (__TEXT,__text) non-external (was a private external) _decodeStreamReadData
00007ffc127279d7 (__TEXT,__text) non-external _decodeStreamReadHeader
00007ffc12727175 (__TEXT,__text) non-external (was a private external) _decodeStreamRefillBuffer
00007ffc1272a6a1 (__TEXT,__text) non-external _decompressToData
00007ffc126af928 (__TEXT,__text) non-external _decryptAsyncCancel
00007ffc126af3ce (__TEXT,__text) non-external _decryptAsyncClose
00007ffc126af5cd (__TEXT,__text) non-external _decryptAsyncGetRange
00007ffc126af93a (__TEXT,__text) non-external _decryptAsyncIsCancelled
00007ffc126af71a (__TEXT,__text) non-external _decryptAsyncProcess
00007ffc126f6b22 (__TEXT,__text) non-external _decryptToFileAsyncCancel
00007ffc126f69a4 (__TEXT,__text) non-external _decryptToFileAsyncClose
00007ffc126f6b2f (__TEXT,__text) non-external _decryptToFileAsyncGetRange
00007ffc126f6b3c (__TEXT,__text) non-external _decryptToFileAsyncProcess
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00007ffc126d0dce (__TEXT,__text) non-external _ecc65537Inv
00007ffc126d09db (__TEXT,__text) non-external _ecc65537PolyEval
00007ffc126d0c66 (__TEXT,__text) non-external _ecc65537Solve
00007ffc126d0a44 (__TEXT,__text) non-external _ecc65537Triangulate
00007ffc12724b19 (__TEXT,__text) non-external _encodeEntry
00007ffc12724c7a (__TEXT,__text) non-external _encodeYOPEntry
00007ffc12725ca7 (__TEXT,__text) non-external _encoderStreamAbort
00007ffc12725ad4 (__TEXT,__text) non-external _encoderStreamClose
00007ffc12725e48 (__TEXT,__text) non-external _encoderStreamWriteBlob
00007ffc12725cc4 (__TEXT,__text) non-external _encoderStreamWriteHeader
00007ffc126eec7d (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
00007ffc12723c07 (__TEXT,__text) non-external _entryIndexCmpHLC
00007ffc127054c6 (__TEXT,__text) non-external _entryMessage
00007ffc12715e79 (__TEXT,__text) non-external _entryRelease
00007ffc12723bee (__TEXT,__text) non-external _entryVectorCmp
00007ffc126ea060 (__TEXT,__text) non-external (was a private external) _enumerateTree
00007ffc126ea184 (__TEXT,__text) non-external _enumerateTree_rec
00007ffc12710905 (__TEXT,__text) non-external _expandDirThreadProc
00007ffc12715e5c (__TEXT,__text) non-external _extractStreamAbort
00007ffc127139a8 (__TEXT,__text) non-external _extractStreamClose
00007ffc12716a21 (__TEXT,__text) non-external _extractStreamEntryEnd
00007ffc12716afa (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
00007ffc12716662 (__TEXT,__text) non-external _extractStreamStateFail
00007ffc12715655 (__TEXT,__text) non-external _extractStreamWriteBlob
00007ffc127148f9 (__TEXT,__text) non-external _extractStreamWriteHeader
00007ffc12705daf (__TEXT,__text) non-external _extractThread
00007ffc12715fec (__TEXT,__text) non-external _extractThreadFailEntry
00007ffc127128e8 (__TEXT,__text) non-external _extractThreadProc
00007ffc1271674c (__TEXT,__text) non-external _extractThreadSendCommand
00007ffc1270590a (__TEXT,__text) non-external _extractToDirAsyncCancel
00007ffc1270571d (__TEXT,__text) non-external _extractToDirAsyncClose
00007ffc12705914 (__TEXT,__text) non-external _extractToDirAsyncGetRange
00007ffc12705990 (__TEXT,__text) non-external _extractToDirAsyncProcess
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
00007ffc126c8193 (__TEXT,__text) non-external _findFirst
00007ffc126fdabd (__TEXT,__text) non-external _fingerprint_worker
                 (undefined) external _flistxattr (from libSystem)
00007ffc126c967d (__TEXT,__text) non-external _flushBuf
00007ffc127260ee (__TEXT,__text) non-external _flushOBuf
00007ffc1272c8cb (__TEXT,__text) non-external _flushOBuf
00007ffc126e362f (__TEXT,__text) non-external _flushToResourceFork
00007ffc1272622b (__TEXT,__text) non-external (was a private external) _forceInPlaceControls
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007ffc12726804 (__TEXT,__text) non-external (was a private external) _freeDiffSegmentVector
00007ffc126f98fb (__TEXT,__text) non-external _free_page
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _fstatat$INODE64 (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
00007ffc126c9a14 (__TEXT,__text) non-external (was a private external) _fullReplacementBXPatch5
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ffc4173df50 (__DATA,__bss) non-external _gErrorContextKey
00007ffc1270088c (__TEXT,__text) non-external (was a private external) _getBXDiffControls
00007ffc126e9d8e (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
00007ffc12726ed8 (__TEXT,__text) non-external (was a private external) _getComboControlsFromMergedDiffSegmentVectors
00007ffc126d0f90 (__TEXT,__text) non-external _getCompressedSizeCounterProc
00007ffc126e840d (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
00007ffc126ef964 (__TEXT,__text) non-external _getErrorContextKey
00007ffc4173df40 (__DATA,__data) non-external _getErrorContextKey.errorContextOnce
00007ffc126fbc64 (__TEXT,__text) non-external _getFieldBlob
00007ffc126e961a (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
00007ffc126e9599 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
00007ffc126e9b71 (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
00007ffc12718154 (__TEXT,__text) non-external _getFileDiskUsageBlocks2
00007ffc126e9d05 (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
00007ffc126e9511 (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
00007ffc126e9e1f (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
00007ffc126e9e35 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
00007ffc126e9ec3 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
00007ffc126e9aef (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
00007ffc12735586 (__TEXT,__text) non-external _getFreeCachePos
00007ffc126b8b53 (__TEXT,__text) non-external _getHeader
00007ffc12711836 (__TEXT,__text) non-external _getPath
00007ffc126de146 (__TEXT,__text) non-external _getProfile
00007ffc126e83d9 (__TEXT,__text) non-external (was a private external) _getRealTime
00007ffc126e8a9a (__TEXT,__text) non-external (was a private external) _getTempDir
00007ffc1270622e (__TEXT,__text) non-external _getTempSegmentFilename
00007ffc126ea601 (__TEXT,__text) non-external (was a private external) _getVolumeCapabilities
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
00007ffc12733617 (__TEXT,__text) non-external _graisAbort
00007ffc127319f7 (__TEXT,__text) non-external _graisClose
00007ffc12733215 (__TEXT,__text) non-external _graisPRead
00007ffc127331ed (__TEXT,__text) non-external _graisRead
00007ffc127335d1 (__TEXT,__text) non-external _graisSeek
00007ffc1271085c (__TEXT,__text) non-external _increaseCapacity
00007ffc126dcea0 (__TEXT,__text) non-external (was a private external) _initBestMatchThreadProc
00007ffc127267f0 (__TEXT,__text) non-external (was a private external) _initDiffSegmentVector
00007ffc12717234 (__TEXT,__text) non-external _init_blob_with_magic
00007ffc126f1f30 (__TEXT,__text) non-external (was a private external) _io_preallocate
00007ffc126f20f5 (__TEXT,__text) non-external (was a private external) _io_set_nocache
00007ffc126e8b2f (__TEXT,__text) non-external (was a private external) _isDirEmpty
00007ffc1271cacc (__TEXT,__text) non-external _isZero
                 (undefined) external _issetugid (from libSystem)
00007ffc126ef75c (__TEXT,__text) non-external (was a private external) _joinThread
00007ffc1272f240 (__TEXT,__text) non-external (was a private external) _jsonPushLabel
00007ffc1272f2e1 (__TEXT,__text) non-external (was a private external) _jsonPushValue
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
00007ffc126eed4a (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
00007ffc1272748a (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_AA
00007ffc126ff8f4 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Cpio
00007ffc1271b7ac (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Ustar
00007ffc1272ca6e (__TEXT,__text) non-external _loadChunkOffsets
00007ffc12729fba (__TEXT,__text) non-external _loadDecmpfsXattr
00007ffc12705e17 (__TEXT,__text) non-external _loadRemainingRange
00007ffc1270605e (__TEXT,__text) non-external _loadTempSegment
00007ffc12705a20 (__TEXT,__text) non-external _loadThread
00007ffc126f36cd (__TEXT,__text) non-external (was a private external) _load_variants
00007ffc126e67d3 (__TEXT,__text) non-external _lockedStateReserveActiveChunks
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat$INODE64 (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_bound (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
00007ffc126e853a (__TEXT,__text) non-external (was a private external) _makePath
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
00007ffc126d9b3a (__TEXT,__text) non-external _memoryInputStreamCancel
00007ffc126d9b2d (__TEXT,__text) non-external _memoryInputStreamClose
00007ffc126d9b6f (__TEXT,__text) non-external _memoryInputStreamPRead
00007ffc126d9b4c (__TEXT,__text) non-external _memoryInputStreamRead
00007ffc126d9bc6 (__TEXT,__text) non-external _memoryInputStreamSeek
00007ffc126d9d1d (__TEXT,__text) non-external _memoryOutputStreamCancel
00007ffc126d9d10 (__TEXT,__text) non-external _memoryOutputStreamClose
00007ffc126d9d2f (__TEXT,__text) non-external _memoryOutputStreamWrite
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
00007ffc12726eb5 (__TEXT,__text) non-external _mergeDiffSegmentEventCompareProc
00007ffc12726a4b (__TEXT,__text) non-external (was a private external) _mergeDiffSegmentVectors
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkdtemp (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
                 (undefined) external _mmap (from libSystem)
00007ffc12735e1c (__TEXT,__text) non-external _movePage
                 (undefined) external _munmap (from libSystem)
00007ffc127111b5 (__TEXT,__text) non-external _normalize
00007ffc126e85c6 (__TEXT,__text) non-external (was a private external) _normalizePath
00007ffc127062c2 (__TEXT,__text) non-external _notifySegmentAvailable
00007ffc12749e50 (__TEXT,__const) non-external _old_resource_fork_map
00007ffc1274a3a0 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _openat (from libSystem)
                 (undefined) external _opendir$INODE64 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
00007ffc126b7c1d (__TEXT,__text) non-external (was a private external) _outputStreamProc
00007ffc126f381a (__TEXT,__text) non-external (was a private external) _patch_write_controls
00007ffc126e89ca (__TEXT,__text) non-external (was a private external) _pathIsValid
00007ffc126b8ac9 (__TEXT,__text) non-external _pcRead
00007ffc126b7e8d (__TEXT,__text) non-external _pcWrite
00007ffc126ae534 (__TEXT,__text) non-external (was a private external) _pc_array_aggregate
00007ffc126ae3aa (__TEXT,__text) non-external (was a private external) _pc_array_append
00007ffc126ae339 (__TEXT,__text) non-external (was a private external) _pc_array_compact
00007ffc126ae28a (__TEXT,__text) non-external (was a private external) _pc_array_compare
00007ffc126ae324 (__TEXT,__text) non-external (was a private external) _pc_array_free
00007ffc126ae499 (__TEXT,__text) non-external (was a private external) _pc_array_indirect_sort
00007ffc126ae484 (__TEXT,__text) non-external (was a private external) _pc_array_sort
00007ffc126fdf10 (__TEXT,__text) non-external (was a private external) _pc_log_error
00007ffc1273637e (__TEXT,__text) non-external _pc_log_error.cold.1
00007ffc126fe1f8 (__TEXT,__text) non-external (was a private external) _pc_log_info
00007ffc126fe083 (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _pclose (from libSystem)
                 (undefined) external _perror (from libSystem)
00007ffc126f94ef (__TEXT,__text) non-external _plzmaEncodeBuffer
                 (undefined) external _popen (from libSystem)
                 (undefined) external _pread (from libSystem)
00007ffc126afe72 (__TEXT,__text) non-external _processClusterHeader
00007ffc126d4af1 (__TEXT,__text) non-external _processEntry
00007ffc126ed464 (__TEXT,__text) non-external _processEntry
00007ffc126af943 (__TEXT,__text) non-external _processMagic
00007ffc126b072e (__TEXT,__text) non-external _processPadding
00007ffc126afa4e (__TEXT,__text) non-external _processPrologue
00007ffc126b09ec (__TEXT,__text) non-external _processSegment
00007ffc126f6752 (__TEXT,__text) non-external _processSegment
00007ffc1270518d (__TEXT,__text) non-external _processSegment
00007ffc126cb9d7 (__TEXT,__text) non-external _processWithProgress
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
00007ffc1272690a (__TEXT,__text) non-external (was a private external) _pushControls
00007ffc12726895 (__TEXT,__text) non-external (was a private external) _pushDiffSegment
00007ffc126b0b35 (__TEXT,__text) non-external _pushPaddingRange
00007ffc126af273 (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
00007ffc126de82f (__TEXT,__text) non-external _quicksort64
                 (undefined) external _rand (from libSystem)
00007ffc126cf672 (__TEXT,__text) non-external _randomAccessWorkerProc
00007ffc126e7e2d (__TEXT,__text) non-external _rangeCmp
00007ffc126e2f66 (__TEXT,__text) non-external _rangeInputStreamCancel
00007ffc126e2f43 (__TEXT,__text) non-external _rangeInputStreamClose
00007ffc126e2f83 (__TEXT,__text) non-external _rangeInputStreamRead
00007ffc126abdc5 (__TEXT,__text) non-external _rawimg_add_fork
00007ffc126abf60 (__TEXT,__text) non-external _rawimg_add_volume
00007ffc126abaa6 (__TEXT,__text) non-external (was a private external) _rawimg_create_with_path
00007ffc126adc87 (__TEXT,__text) non-external (was a private external) _rawimg_create_with_stream
00007ffc126ab843 (__TEXT,__text) non-external (was a private external) _rawimg_destroy
00007ffc126ad2b7 (__TEXT,__text) non-external _rawimg_digest_worker
00007ffc126d1e80 (__TEXT,__text) non-external (was a private external) _rawimg_force_in_place
00007ffc126ad243 (__TEXT,__text) non-external _rawimg_free_chunks
00007ffc126ac45f (__TEXT,__text) non-external (was a private external) _rawimg_get_digests
00007ffc126ad85e (__TEXT,__text) non-external (was a private external) _rawimg_save_to_stream
00007ffc126ad456 (__TEXT,__text) non-external (was a private external) _rawimg_set_fork_types
00007ffc126ab8b6 (__TEXT,__text) non-external (was a private external) _rawimg_show
00007ffc126abf68 (__TEXT,__text) non-external _rawimg_verify
00007ffc126ba358 (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r$INODE64 (from libSystem)
00007ffc12733a58 (__TEXT,__text) non-external (was a private external) _readerProc
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
00007ffc126e8380 (__TEXT,__text) non-external (was a private external) _reallocToFit
00007ffc127173cc (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regerror (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
00007ffc12749cc0 (__TEXT,__const) non-external _reltable.rawimg_force_in_place
00007ffc126f9f89 (__TEXT,__text) non-external _remap_page
00007ffc126ea4ff (__TEXT,__text) non-external _removeEntryProc
00007ffc126ea11c (__TEXT,__text) non-external (was a private external) _removeFile
00007ffc126ea59c (__TEXT,__text) non-external _removeLeaveDirProc
