                 (undefined) external _CGAffineTransformMakeScale (from CoreGraphics)
                 (undefined) external _CGBitmapContextCreate (from CoreGraphics)
                 (undefined) external _CGBitmapContextGetData (from CoreGraphics)
                 (undefined) external _CGColorSpaceCreateWithName (from CoreGraphics)
                 (undefined) external _CGImageGetHeight (from CoreGraphics)
                 (undefined) external _CGImageGetWidth (from CoreGraphics)
                 (undefined) external _CNActionTypeAudioCall (from Contacts)
                 (undefined) external _CNActionTypeMessage (from Contacts)
                 (undefined) external _CNActionTypeVideoCall (from Contacts)
                 (undefined) external _OBJC_CLASS_$_CIContext (from CoreImage)
                 (undefined) external _OBJC_CLASS_$_CIFilter (from CoreImage)
                 (undefined) external _OBJC_CLASS_$_CIImage (from CoreImage)
                 (undefined) external _OBJC_CLASS_$_CNContact (from Contacts)
                 (undefined) external _OBJC_CLASS_$_CNPhoneNumber (from Contacts)
                 (undefined) external _OBJC_CLASS_$_CNUIUserActionDiscoveringEnvironment (from ContactsUICore)
                 (undefined) external _OBJC_CLASS_$_CNUIUserActionListDataSource (from ContactsUICore)
                 (undefined) external _OBJC_CLASS_$_NSColor (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSImage (from AppKit)
                 (undefined) external _OBJC_CLASS_$_NSLock (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableOrderedSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_OS_dispatch_queue (from libSystem)
                 (undefined) external _OBJC_CLASS_$_OS_os_log (from libSystem)
                 (undefined) external _OBJC_CLASS_$_SABaseCommand (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAUIAppPunchOut (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_TUCallCapabilities (from TelephonyUtilities)
                 (undefined) external _OBJC_CLASS_$_TUCallCenter (from TelephonyUtilities)
                 (undefined) external _OBJC_CLASS_$_TUDialRequest (from TelephonyUtilities)
                 (undefined) external _OBJC_CLASS_$_VNGenerateObjectnessBasedSaliencyImageRequest (from Vision)
                 (undefined) external _OBJC_CLASS_$_VNImageRequestHandler (from Vision)
                 (undefined) external _OBJC_CLASS_$_VNRequest (from Vision)
                 (undefined) external _OBJC_CLASS_$_VNSaliencyImageObservation (from Vision)
0000000299cf3120 (__AUTH,__objc_data) non-external (was a private external) _OBJC_CLASS_$__TtC14SiriContactsUI37GetContactQuickActionButtonsViewModel
0000000268c6b860 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getHue:saturation:brightness:alpha:
0000000268c6b880 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getRed:green:blue:alpha:
0000000268c6b8a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$identifier
0000000268c6b8c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$imageByApplyingFilter:withInputParameters:
0000000268c6b8e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$imageByApplyingTransform:
0000000268c6b900 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$init
0000000268c6b920 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithArray:
0000000268c6b940 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithCGImage:
0000000268c6b960 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithCIImage:options:
0000000268c6b980 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithCVPixelBuffer:
0000000268c6b9a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithData:
0000000268c6b9c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithDiscoveringEnvironment:
0000000268c6b9e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithStringValue:
0000000268c6ba00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithURL:
0000000268c6ba20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isValid
0000000268c6ba40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$label
0000000268c6ba60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$launchAppForDialRequest:completion:
0000000268c6ba80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$maskToAlphaFilter
0000000268c6baa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$mutableCopy
0000000268c6bac0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$organizationName
0000000268c6bae0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$outputImage
0000000268c6bb00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$performRequests:error:
0000000268c6bb20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$phoneNumbers
0000000268c6bb40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$pixelBuffer
0000000268c6bb60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$postalAddresses
0000000268c6bb80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$results
0000000268c6bba0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setAceId:
0000000268c6bbc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setBackgroundImage:
0000000268c6bbe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setInputImage:
0000000268c6bc00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setPunchOutUri:
0000000268c6bc20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setRevision:
0000000268c6bc40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setThreshold:
0000000268c6bc60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$sharedInstance
0000000268c6bc80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$sourceOutCompositingFilter
0000000268c6bca0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringValue
0000000268c6bcc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$supportsTelephonyCalls
0000000268c6bce0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unionOrderedSet:
0000000268c6bd00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$value
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_self (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
0000000268c5b760 (__TEXT,__text) non-external _objectdestroy.53Tm
0000000268c4eb64 (__TEXT,__text) non-external _objectdestroy.79Tm
0000000268c36f30 (__TEXT,__text) non-external _objectdestroyTm
0000000268c389a8 (__TEXT,__text) non-external _objectdestroyTm
0000000268c3eda0 (__TEXT,__text) non-external _objectdestroyTm
0000000268c46320 (__TEXT,__text) non-external _objectdestroyTm
0000000268c4d478 (__TEXT,__text) non-external _objectdestroyTm
0000000268c51780 (__TEXT,__text) non-external _objectdestroyTm
0000000268c5b8bc (__TEXT,__text) non-external _objectdestroyTm
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _swift_allocBox (from libswiftCore)
                 (undefined) external _swift_allocError (from libswiftCore)
                 (undefined) external _swift_allocObject (from libswiftCore)
                 (undefined) external _swift_arrayInitWithCopy (from libswiftCore)
                 (undefined) external _swift_beginAccess (from libswiftCore)
                 (undefined) external _swift_bridgeObjectRelease (from libswiftCore)
                 (undefined) external _swift_bridgeObjectRetain (from libswiftCore)
                 (undefined) external _swift_checkMetadataState (from libswiftCore)
                 (undefined) external _swift_continuation_await (from libswift_Concurrency)
                 (undefined) external _swift_continuation_init (from libswift_Concurrency)
                 (undefined) external _swift_continuation_throwingResume (from libswift_Concurrency)
                 (undefined) external _swift_continuation_throwingResumeWithError (from libswift_Concurrency)
                 (undefined) external _swift_cvw_allocateGenericValueMetadataWithLayoutString (from libswiftCore)
                 (undefined) external _swift_cvw_assignWithCopy (from libswiftCore)
                 (undefined) external _swift_cvw_assignWithTake (from libswiftCore)
                 (undefined) external _swift_cvw_destroy (from libswiftCore)
                 (undefined) external _swift_cvw_initEnumMetadataMultiPayloadWithLayoutString (from libswiftCore)
                 (undefined) external _swift_cvw_initStructMetadataWithLayoutString (from libswiftCore)
                 (undefined) external _swift_cvw_initWithCopy (from libswiftCore)
                 (undefined) external _swift_cvw_initWithTake (from libswiftCore)
                 (undefined) external _swift_cvw_initializeBufferWithCopyOfBuffer (from libswiftCore)
                 (undefined) external _swift_cvw_multiPayloadEnumGeneric_destructiveInjectEnumTag (from libswiftCore)
                 (undefined) external _swift_cvw_multiPayloadEnumGeneric_getEnumTag (from libswiftCore)
                 (undefined) external _swift_deallocObject (from libswiftCore)
                 (undefined) external _swift_deletedMethodError (from libswiftCore)
                 (undefined) external _swift_dynamicCast (from libswiftCore)
                 (undefined) external _swift_errorRelease (from libswiftCore)
                 (undefined) external _swift_errorRetain (from libswiftCore)
                 (undefined) external _swift_getAtKeyPath (from libswiftCore)
                 (undefined) external _swift_getEnumCaseMultiPayload (from libswiftCore)
                 (undefined) external _swift_getEnumTagSinglePayloadGeneric (from libswiftCore)
                 (undefined) external _swift_getErrorValue (from libswiftCore)
                 (undefined) external _swift_getExistentialTypeMetadata (from libswiftCore)
                 (undefined) external _swift_getForeignTypeMetadata (from libswiftCore)
                 (undefined) external _swift_getGenericMetadata (from libswiftCore)
                 (undefined) external _swift_getKeyPath (from libswiftCore)
                 (undefined) external _swift_getObjCClassFromMetadata (from libswiftCore)
                 (undefined) external _swift_getObjCClassMetadata (from libswiftCore)
                 (undefined) external _swift_getObjectType (from libswiftCore)
                 (undefined) external _swift_getOpaqueTypeConformance2 (from libswiftCore)
                 (undefined) external _swift_getOpaqueTypeMetadata2 (from libswiftCore)
                 (undefined) external _swift_getSingletonMetadata (from libswiftCore)
                 (undefined) external _swift_getTypeByMangledNameInContext2 (from libswiftCore)
                 (undefined) external _swift_getTypeByMangledNameInContextInMetadataState2 (from libswiftCore)
                 (undefined) external _swift_getWitnessTable (from libswiftCore)
                 (undefined) external _swift_initStackObject (from libswiftCore)
                 (undefined) external _swift_isUniquelyReferenced_nonNull_native (from libswiftCore)
                 (undefined) external _swift_isaMask (from libswiftCore)
                 (undefined) external _swift_makeBoxUnique (from libswiftCore)
                 (undefined) external _swift_once (from libswiftCore)
                 (undefined) external _swift_release (from libswiftCore)
                 (undefined) external _swift_retain (from libswiftCore)
                 (undefined) external _swift_retain_n (from libswiftCore)
                 (undefined) external _swift_slowAlloc (from libswiftCore)
                 (undefined) external _swift_slowDealloc (from libswiftCore)
                 (undefined) external _swift_storeEnumTagMultiPayload (from libswiftCore)
                 (undefined) external _swift_storeEnumTagSinglePayloadGeneric (from libswiftCore)
                 (undefined) external _swift_task_alloc (from libswift_Concurrency)
                 (undefined) external _swift_task_create (from libswift_Concurrency)
                 (undefined) external _swift_task_dealloc (from libswift_Concurrency)
                 (undefined) external _swift_task_switch (from libswift_Concurrency)
                 (undefined) external _swift_unknownObjectRelease (from libswiftCore)
                 (undefined) external _swift_unknownObjectRetain (from libswiftCore)
                 (undefined) external _swift_unknownObjectWeakDestroy (from libswiftCore)
                 (undefined) external _swift_unknownObjectWeakInit (from libswiftCore)
                 (undefined) external _swift_unknownObjectWeakLoadStrong (from libswiftCore)
                 (undefined) external _swift_updateClassMetadata2 (from libswiftCore)
                 (undefined) external _swift_willThrow (from libswiftCore)
0000000268c66e00 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s14SiriContactsUI21DialRequestPerformingP
0000000268c673f6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s14SiriContactsUI33GetContactAttributeButtonableViewP
0000000268c6489e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s14SiriContactsUI36ModifyContactAttributeActionableViewP
0000000268c66f20 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s7Combine16ObservableObjectP
0000000268c66c78 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s7SwiftUI10LabelStyleP
0000000268c650c4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s7SwiftUI11ButtonStyleP
0000000268c6456c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $s7SwiftUI4ViewP
0000000268c645ac (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $sSY
0000000268c645c2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic $ss21_ObjectiveCBridgeableP
0000000268c66e5c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SDySSSay_____GG 18SiriContactsCommon0aB10ActionItemC
0000000268c66e3a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SDy_____So19NSMutableOrderedSetCG So12CNActionTypea
0000000268c645a8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SS
0000000268c6639a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SS3key_Say_____G5valuet 18SiriContactsCommon0aB10ActionItemC
0000000268c663b2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SSSay_____G_____y__________yABSS_____y_____y_____y_____yAD_ADtGG_____GGGGIegggr_ 18SiriContactsCommon0aB10ActionItemC 7SwiftUI4MenuV AD4TextV AD7ForEachV AD6ButtonV AD5LabelV AD0M5GroupV AD9TupleViewV AD5ImageV
0000000268c66404 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SaySS3key_Say_____G5valuetG 18SiriContactsCommon0aB10ActionItemC
0000000268c665e6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SaySo14CNLabeledValueCG
0000000268c66e6c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SaySo18CNCancelationTokenCG
0000000268c6634a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Say_____G 18SiriContactsCommon0aB10ActionItemC
0000000268c6585a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Say_____G 18SiriContactsCommon0aB10ActionTypeO
0000000268c66fd4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Say_____G 18SiriContactsCommon15FaceTimeHandlesV14FacetimeHandleV
0000000268c64d5e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Say_____G 18SiriContactsCommon31GetContactAttributeSnippetModelV07DisplayF0V
0000000268c66fde (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Say_____G 8Dispatch0A13WorkItemFlagsV
0000000268c65adc (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Sb
0000000268c66f44 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ScA_pSg
0000000268c66f3e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ScPSg
0000000268c66f6a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic Sccyyt______pG s5ErrorP
0000000268c6690e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic SiSg
0000000268c66f4c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So13TUDialRequestC
0000000268c665a8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So14CNLabeledValueC
0000000268c665bc (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So14CNLabeledValueCySo15CNPostalAddressCG
0000000268c665fe (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So14CNLabeledValueCySo8NSStringCG
0000000268c66e88 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So28CNUIUserActionListDataSourceC
0000000268c66ebe (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So6NSLockC
0000000268c66e2c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So8NSObjectC
0000000268c64594 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So8NSStringC
0000000268c6555e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic So9CNContactC
0000000268c65530 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 10Foundation3URLV
0000000268c65536 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 10Foundation4DataV
0000000268c64aaa (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 14SiriContactsUI0B23FlowImageColorGeneratorO
0000000268c65044 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 14SiriContactsUI0aB14GCAButtonStyleV
0000000268c6502a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 14SiriContactsUI12SignpostNameV
0000000268c64566 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 14SiriContactsUI14GetContactViewO
0000000268c675ba (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 14SiriContactsUI23GetContactAttributeViewO
0000000268c66dc6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 14SiriContactsUI26GetContactAttributeAgeViewV
0000000268c64a82 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 14SiriContactsUI26ModifyContactAttributeViewO
0000000268c675d2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 14SiriContactsUI27GetContactQuickActionButtonV
0000000268c64bf6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 14SiriContactsUI28GetContactAttributeViewModelV
0000000268c66c0c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 14SiriContactsUI30ModifyContactAttributeBodyViewV
0000000268c66fe8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 14SiriContactsUI32GetContactQuickActionButtonStyleV
0000000268c65558 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 14SiriContactsUI32GetContactQuickActionButtonsViewV
0000000268c64acc (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 14SiriContactsUI34GetContactAttributeMultiResultViewV
0000000268c653ac (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 14SiriContactsUI35GetContactAttributeSingleResultViewV
0000000268c66c52 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 14SiriContactsUI37GetContactQuickActionButtonLabelStyleV
0000000268c6553c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 14SiriContactsUI37GetContactQuickActionButtonsViewModelC
0000000268c66ae4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 14SiriContactsUI38ModifyContactAttributeConfirmationViewV
0000000268c648d8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 14SiriContactsUI38UnsupportedNoEmergencyContactFoundViewV
0000000268c64932 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 14SiriContactsUI39ModifyContactAttributeIntentHandledViewV
0000000268c65542 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 14SiriContactsUI41MockGetContactQuickActionButtonsViewModel33_EE8D036EF65EE047C0558F6317C12EBBLLC
0000000268c66c58 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 14SiriContactsUI45GetContactQuickActionButtonLabelStyleIconOnlyV
0000000268c67618 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 14SiriContactsUI6LoggerO
0000000268c65018 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 14SiriContactsUI8SignpostO
0000000268c6501e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 14SiriContactsUI8SignpostO04OpenD0V
0000000268c66eb8 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 18SiriContactsCommon0B17LabelCATContainerV
0000000268c6668a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 18SiriContactsCommon0aB10ActionItemC
0000000268c6457e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 18SiriContactsCommon22GetContactSnippetModelV
0000000268c675c0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 18SiriContactsCommon31GetContactAttributeSnippetModelV
0000000268c65012 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 18SiriContactsCommon31GetContactAttributeSnippetModelV07DisplayF0V
0000000268c66eb2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 18SiriContactsCommon32GetContactDirectInvocationsModelV
0000000268c64946 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 18SiriContactsCommon34ModifyContactAttributeSnippetModelV
0000000268c64908 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 18SiriContactsCommon41UnsupportedNoEmergencyContactSnippetModelV
0000000268c65024 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 2os12OSSignpostIDV
0000000268c66f1a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 7Combine25ObservableObjectPublisherC
0000000268c64a62 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 7SwiftUI11ColorSchemeO
0000000268c667b4 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 7SwiftUI13TextAlignmentO
0000000268c647aa (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 7SwiftUI17EnvironmentValuesV
0000000268c64a1e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 7SwiftUI4TextV
0000000268c66eca (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 7SwiftUI5ColorV
0000000268c6490e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ 9SnippetUI19InteractionDelegateV
0000000268c645a2 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ So12CNActionTypea
0000000268c6458e (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ So13VNImageOptiona
0000000268c65030 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____ s12StaticStringV
0000000268c6491c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____Sg 10Foundation3URLV
0000000268c645fe (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____Sg 18SiriContactsCommon0aB10ActionTypeO
0000000268c647b0 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____Sg 7SwiftUI4FontV
0000000268c650de (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____Sg 7SwiftUI4FontV6DesignO
0000000268c66fbc (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____SgXw 14SiriContactsUI37GetContactQuickActionButtonsViewModelC
0000000268c66fc6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____SgXwz_Xx 14SiriContactsUI37GetContactQuickActionButtonsViewModelC
0000000268c64a24 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ___________y_____y______Qo__Qo_t 14SiriContactsUI30ModifyContactAttributeBodyViewV 05SwiftC00H0P07SnippetC0E15isLastComponentyQrSbFQO AfGE10separators_0K8OverrideQr0J3Kit14SeparatorStyleO_SbtFQO AG015StatusIndicatorH0V
0000000268c66b74 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ___________y_____y______Qo__Qo_t 14SiriContactsUI30ModifyContactAttributeBodyViewV 05SwiftC00H0P07SnippetC0E16componentSpacing3top6bottomQr12CoreGraphics7CGFloatV_AMtFQO AfGE10separators_10isOverrideQr0J3Kit14SeparatorStyleO_SbtFQO AG012BinaryButtonH0V
0000000268c66eaa (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______p 14SiriContactsUI21DialRequestPerformingP
0000000268c66f7a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______p s5ErrorP
0000000268c65420 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic ______pSg 9SnippetUI18AnyViewConvertibleP
0000000268c650e6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yAAyAAyAAyAAyAAyAAy__________y_____SgGG_____G_____y_____GG_____y_____GG_____yAOGG_____G_____G 7SwiftUI15ModifiedContentV AA24ButtonStyleConfigurationV5LabelV AA30_EnvironmentKeyWritingModifierV AA4FontV AA12_FrameLayoutV AA011_BackgroundfL0V AA017HierarchicalShapeF0V AA11_ClipEffectV AA6CircleV AA01_drL0V AA08_OpacityT0V AA06_ScaleT0V
0000000268c65254 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yAAyAAyAAyAAyAAy__________y_____SgGG_____G_____y_____GG_____y_____GG_____yAOGG_____G 7SwiftUI15ModifiedContentV AA24ButtonStyleConfigurationV5LabelV AA30_EnvironmentKeyWritingModifierV AA4FontV AA12_FrameLayoutV AA011_BackgroundfL0V AA017HierarchicalShapeF0V AA11_ClipEffectV AA6CircleV AA01_drL0V AA08_OpacityT0V
0000000268c64ee6 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yAAyAAyAAyAAy_____ABG_____GAEGAAyAeAyAeDGGGADG 7SwiftUI19_ConditionalContentV AA7AnyViewV AA05EmptyF0V
0000000268c65202 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yAAyAAyAAyAAy__________y_____SgGG_____G_____y_____GG_____y_____GG_____yAOGG 7SwiftUI15ModifiedContentV AA24ButtonStyleConfigurationV5LabelV AA30_EnvironmentKeyWritingModifierV AA4FontV AA12_FrameLayoutV AA011_BackgroundfL0V AA017HierarchicalShapeF0V AA11_ClipEffectV AA6CircleV AA01_drL0V
0000000268c6719a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yAAyAAyAAyAAy_____y___________Qo______G_____G_____G_____y_____y_____G_____GG_____y_____GG 7SwiftUI15ModifiedContentV AA4ViewPAAE10labelStyleyQrqd__AA05LabelG0Rd__lFQO AA06ButtonG13ConfigurationV0H0V 012SiriContactsB0021GetContactQuickActionihG8IconOnlyV AA14_PaddingLayoutV AA010_FlexFrameT0V AA14_OpacityEffectV AA34_InsettableBackgroundShapeModifierV AA01_w5ShapeG0V AA8MaterialV AA16RoundedRectangleV AA30_EnvironmentKeyWritingModifierV AA11ColorSchemeO
0000000268c6709c (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yAAyAAyAAyAAy_____y___________Qo______G_____ySiSgGG_____G_____y_____y_____G_____GGAGy_____GG 7SwiftUI15ModifiedContentV AA4ViewPAAE10labelStyleyQrqd__AA05LabelG0Rd__lFQO AA06ButtonG13ConfigurationV0H0V 012SiriContactsB0021GetContactQuickActionihG0V AA16_FlexFrameLayoutV AA30_EnvironmentKeyWritingModifierV AA14_OpacityEffectV AA026_InsettableBackgroundShapeW0V AA01_x5ShapeG0V AA8MaterialV AA16RoundedRectangleV AA11ColorSchemeO
0000000268c64f1a (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yAAyAAyAAy_____ABG_____GAEGAAyAeAyAeDGGG 7SwiftUI19_ConditionalContentV AA7AnyViewV AA05EmptyF0V
0000000268c651be (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yAAyAAyAAy__________y_____SgGG_____G_____y_____GG_____y_____GG 7SwiftUI15ModifiedContentV AA24ButtonStyleConfigurationV5LabelV AA30_EnvironmentKeyWritingModifierV AA4FontV AA12_FrameLayoutV AA011_BackgroundfL0V AA017HierarchicalShapeF0V AA11_ClipEffectV AA6CircleV
0000000268c67312 (__TEXT,__swift5_typeref) non-external (was a private external) _symbolic _____yAAyAAyAAy_____y___________Qo______G_____G_____G_____y_____y_____G_____GG 7SwiftUI15ModifiedContentV AA4ViewPAAE10labelStyleyQrqd__AA05LabelG0Rd__lFQO AA06ButtonG13ConfigurationV0H0V 012SiriContactsB0021GetContactQuickActionihG8IconOnlyV AA14_PaddingLayoutV AA010_FlexFrameT0V AA14_OpacityEffectV AA34_InsettableBackgroundShapeModifierV AA01_w5ShapeG0V AA8MaterialV AA16RoundedRectangleV
