
/System/Library/PrivateFrameworks/Hydra.framework/Versions/Current/Libraries/libAlembic.1.7.10.dylib (for architecture x86_64):
                 (undefined) external __Unwind_Resume (from libSystem)
00000000000b21be (__TEXT,__text) external __Z13iex_debugTrapv
00000000000c4dd4 (__TEXT,__const) external __ZTSN7Alembic12AbcCoreOgawa3v116AwImplE
00000000000c5c1e (__TEXT,__const) external __ZTSN7Alembic12AbcCoreOgawa3v116OrImplE
00000000000c5c8a (__TEXT,__const) external __ZTSN7Alembic12AbcCoreOgawa3v116OwImplE
00000000000c4965 (__TEXT,__const) external __ZTSN7Alembic12AbcCoreOgawa3v117AprImplE
00000000000c49d5 (__TEXT,__const) external __ZTSN7Alembic12AbcCoreOgawa3v117ApwImplE
00000000000c55dd (__TEXT,__const) external __ZTSN7Alembic12AbcCoreOgawa3v117CprImplE
00000000000c5abc (__TEXT,__const) external __ZTSN7Alembic12AbcCoreOgawa3v117CpwImplE
00000000000c61d5 (__TEXT,__const) external __ZTSN7Alembic12AbcCoreOgawa3v117SprImplE
00000000000c62b8 (__TEXT,__const) external __ZTSN7Alembic12AbcCoreOgawa3v117SpwImplE
00000000000c2f4c (__TEXT,__const) weak external __ZTSN7Alembic13AbcCollection3v1118OCollectionsSchemaE
00000000000c3e60 (__TEXT,__const) external __ZTSN7Alembic15AbcCoreAbstract3v1112ObjectReaderE
00000000000c3e8e (__TEXT,__const) external __ZTSN7Alembic15AbcCoreAbstract3v1112ObjectWriterE
00000000000c402e (__TEXT,__const) weak external __ZTSN7Alembic15AbcCoreAbstract3v1112ScalarSample4DataE
00000000000c3008 (__TEXT,__const) external __ZTSN7Alembic15AbcCoreAbstract3v1113ArchiveReaderE
00000000000c3058 (__TEXT,__const) external __ZTSN7Alembic15AbcCoreAbstract3v1113ArchiveWriterE
00000000000c38bd (__TEXT,__const) weak external __ZTSN7Alembic15AbcCoreAbstract3v1113TArrayDeleterI4halfEE
00000000000c31a9 (__TEXT,__const) weak external __ZTSN7Alembic15AbcCoreAbstract3v1113TArrayDeleterINS_4Util3v116bool_tEEE
00000000000c3aef (__TEXT,__const) weak external __ZTSN7Alembic15AbcCoreAbstract3v1113TArrayDeleterINSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEEEE
00000000000c3c08 (__TEXT,__const) weak external __ZTSN7Alembic15AbcCoreAbstract3v1113TArrayDeleterINSt3__112basic_stringIwNS3_11char_traitsIwEENS3_9allocatorIwEEEEEE
00000000000c3413 (__TEXT,__const) weak external __ZTSN7Alembic15AbcCoreAbstract3v1113TArrayDeleterIaEE
00000000000c3a15 (__TEXT,__const) weak external __ZTSN7Alembic15AbcCoreAbstract3v1113TArrayDeleterIdEE
00000000000c396b (__TEXT,__const) weak external __ZTSN7Alembic15AbcCoreAbstract3v1113TArrayDeleterIfEE
00000000000c3369 (__TEXT,__const) weak external __ZTSN7Alembic15AbcCoreAbstract3v1113TArrayDeleterIhEE
00000000000c36bb (__TEXT,__const) weak external __ZTSN7Alembic15AbcCoreAbstract3v1113TArrayDeleterIiEE
00000000000c3611 (__TEXT,__const) weak external __ZTSN7Alembic15AbcCoreAbstract3v1113TArrayDeleterIjEE
00000000000c3567 (__TEXT,__const) weak external __ZTSN7Alembic15AbcCoreAbstract3v1113TArrayDeleterIsEE
00000000000c34bd (__TEXT,__const) weak external __ZTSN7Alembic15AbcCoreAbstract3v1113TArrayDeleterItEE
00000000000c380f (__TEXT,__const) weak external __ZTSN7Alembic15AbcCoreAbstract3v1113TArrayDeleterIxEE
00000000000c3765 (__TEXT,__const) weak external __ZTSN7Alembic15AbcCoreAbstract3v1113TArrayDeleterIyEE
00000000000c3d88 (__TEXT,__const) external __ZTSN7Alembic15AbcCoreAbstract3v1118BasePropertyReaderE
00000000000c3dbc (__TEXT,__const) external __ZTSN7Alembic15AbcCoreAbstract3v1118BasePropertyWriterE
00000000000c3087 (__TEXT,__const) external __ZTSN7Alembic15AbcCoreAbstract3v1119ArrayPropertyReaderE
00000000000c30bc (__TEXT,__const) external __ZTSN7Alembic15AbcCoreAbstract3v1119ArrayPropertyWriterE
00000000000c3ebc (__TEXT,__const) external __ZTSN7Alembic15AbcCoreAbstract3v1120ReadArraySampleCacheE
00000000000c3f4b (__TEXT,__const) external __ZTSN7Alembic15AbcCoreAbstract3v1120ScalarPropertyReaderE
00000000000c3f81 (__TEXT,__const) external __ZTSN7Alembic15AbcCoreAbstract3v1120ScalarPropertyWriterE
00000000000c4231 (__TEXT,__const) weak external __ZTSN7Alembic15AbcCoreAbstract3v1121TypedScalarSampleDataI4halfEE
00000000000c3fe1 (__TEXT,__const) weak external __ZTSN7Alembic15AbcCoreAbstract3v1121TypedScalarSampleDataINS_4Util3v116bool_tEEE
00000000000c42e3 (__TEXT,__const) weak external __ZTSN7Alembic15AbcCoreAbstract3v1121TypedScalarSampleDataINSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEEEE
00000000000c435c (__TEXT,__const) weak external __ZTSN7Alembic15AbcCoreAbstract3v1121TypedScalarSampleDataINSt3__112basic_stringIwNS3_11char_traitsIwEENS3_9allocatorIwEEEEEE
00000000000c409b (__TEXT,__const) weak external __ZTSN7Alembic15AbcCoreAbstract3v1121TypedScalarSampleDataIaEE
00000000000c42a9 (__TEXT,__const) weak external __ZTSN7Alembic15AbcCoreAbstract3v1121TypedScalarSampleDataIdEE
00000000000c426f (__TEXT,__const) weak external __ZTSN7Alembic15AbcCoreAbstract3v1121TypedScalarSampleDataIfEE
00000000000c4061 (__TEXT,__const) weak external __ZTSN7Alembic15AbcCoreAbstract3v1121TypedScalarSampleDataIhEE
00000000000c4183 (__TEXT,__const) weak external __ZTSN7Alembic15AbcCoreAbstract3v1121TypedScalarSampleDataIiEE
00000000000c4149 (__TEXT,__const) weak external __ZTSN7Alembic15AbcCoreAbstract3v1121TypedScalarSampleDataIjEE
00000000000c410f (__TEXT,__const) weak external __ZTSN7Alembic15AbcCoreAbstract3v1121TypedScalarSampleDataIsEE
00000000000c40d5 (__TEXT,__const) weak external __ZTSN7Alembic15AbcCoreAbstract3v1121TypedScalarSampleDataItEE
00000000000c41f7 (__TEXT,__const) weak external __ZTSN7Alembic15AbcCoreAbstract3v1121TypedScalarSampleDataIxEE
00000000000c41bd (__TEXT,__const) weak external __ZTSN7Alembic15AbcCoreAbstract3v1121TypedScalarSampleDataIyEE
00000000000c3df0 (__TEXT,__const) external __ZTSN7Alembic15AbcCoreAbstract3v1122CompoundPropertyReaderE
00000000000c3e28 (__TEXT,__const) external __ZTSN7Alembic15AbcCoreAbstract3v1122CompoundPropertyWriterE
00000000000c733c (__TEXT,__const) weak external __ZTSN7Alembic3Abc3v1113ISchemaObjectINS_11AbcMaterial3v1115IMaterialSchemaEEE
00000000000c67a1 (__TEXT,__const) weak external __ZTSN7Alembic3Abc3v1113ISchemaObjectINS_7AbcGeom3v1114IFaceSetSchemaEEE
00000000000c6e7c (__TEXT,__const) weak external __ZTSN7Alembic3Abc3v1113OSchemaObjectINS_7AbcGeom3v1114OFaceSetSchemaEEE
00000000000c68b4 (__TEXT,__const) weak external __ZTSN7Alembic3Abc3v1114IBasePropertyTINSt3__110shared_ptrINS_15AbcCoreAbstract3v1122CompoundPropertyReaderEEEEE
00000000000c6c40 (__TEXT,__const) weak external __ZTSN7Alembic3Abc3v1114OBasePropertyTINSt3__110shared_ptrINS_15AbcCoreAbstract3v1122CompoundPropertyWriterEEEEE
00000000000c688e (__TEXT,__const) weak external __ZTSN7Alembic3Abc3v1117ICompoundPropertyE
00000000000c6c1a (__TEXT,__const) weak external __ZTSN7Alembic3Abc3v1117OCompoundPropertyE
00000000000c6920 (__TEXT,__const) weak external __ZTSN7Alembic3Abc3v114BaseE
00000000000c2e60 (__TEXT,__const) external __ZTSN7Alembic3Abc3v117IObjectE
00000000000c72bd (__TEXT,__const) weak external __ZTSN7Alembic3Abc3v117ISchemaINS_11AbcMaterial3v1118MaterialSchemaInfoEEE
00000000000c6696 (__TEXT,__const) weak external __ZTSN7Alembic3Abc3v117ISchemaINS_7AbcGeom3v1116CameraSchemaInfoEEE
00000000000c684e (__TEXT,__const) weak external __ZTSN7Alembic3Abc3v117ISchemaINS_7AbcGeom3v1117FaceSetSchemaInfoEEE
00000000000c2eb4 (__TEXT,__const) external __ZTSN7Alembic3Abc3v117OObjectE
00000000000c7532 (__TEXT,__const) weak external __ZTSN7Alembic3Abc3v117OSchemaINS_11AbcMaterial3v1118MaterialSchemaInfoEEE
00000000000c2f7e (__TEXT,__const) weak external __ZTSN7Alembic3Abc3v117OSchemaINS_13AbcCollection3v1121CollectionsSchemaInfoEEE
00000000000c6f84 (__TEXT,__const) weak external __ZTSN7Alembic3Abc3v117OSchemaINS_7AbcGeom3v1114SubDSchemaInfoEEE
00000000000c6acc (__TEXT,__const) weak external __ZTSN7Alembic3Abc3v117OSchemaINS_7AbcGeom3v1115LightSchemaInfoEEE
00000000000c702d (__TEXT,__const) weak external __ZTSN7Alembic3Abc3v117OSchemaINS_7AbcGeom3v1115XformSchemaInfoEEE
00000000000c6b30 (__TEXT,__const) weak external __ZTSN7Alembic3Abc3v117OSchemaINS_7AbcGeom3v1116CameraSchemaInfoEEE
00000000000c6d50 (__TEXT,__const) weak external __ZTSN7Alembic3Abc3v117OSchemaINS_7AbcGeom3v1116PointsSchemaInfoEEE
00000000000c6a66 (__TEXT,__const) weak external __ZTSN7Alembic3Abc3v117OSchemaINS_7AbcGeom3v1117FaceSetSchemaInfoEEE
00000000000c6bda (__TEXT,__const) weak external __ZTSN7Alembic3Abc3v117OSchemaINS_7AbcGeom3v1117NuPatchSchemaInfoEEE
00000000000c6e38 (__TEXT,__const) weak external __ZTSN7Alembic3Abc3v117OSchemaINS_7AbcGeom3v1118PolyMeshSchemaInfoEEE
00000000000c3037 (__TEXT,__const) weak external __ZTSN7Alembic4Util3v1111noncopyableE
00000000000c30f8 (__TEXT,__const) weak external __ZTSN7Alembic4Util3v119ExceptionE
00000000000c6f21 (__TEXT,__const) weak external __ZTSN7Alembic7AbcGeom3v1111OSubDSchemaE
00000000000c6aa7 (__TEXT,__const) weak external __ZTSN7Alembic7AbcGeom3v1112OLightSchemaE
00000000000c7008 (__TEXT,__const) weak external __ZTSN7Alembic7AbcGeom3v1112OXformSchemaE
00000000000c6670 (__TEXT,__const) weak external __ZTSN7Alembic7AbcGeom3v1113ICameraSchemaE
00000000000c6b0a (__TEXT,__const) weak external __ZTSN7Alembic7AbcGeom3v1113OCameraSchemaE
00000000000c6ce9 (__TEXT,__const) weak external __ZTSN7Alembic7AbcGeom3v1113OPointsSchemaE
00000000000c67e5 (__TEXT,__const) weak external __ZTSN7Alembic7AbcGeom3v1114IFaceSetSchemaE
00000000000c6ec0 (__TEXT,__const) weak external __ZTSN7Alembic7AbcGeom3v1114OFaceSetSchemaE
00000000000c6b71 (__TEXT,__const) weak external __ZTSN7Alembic7AbcGeom3v1114ONuPatchSchemaE
00000000000c680c (__TEXT,__const) weak external __ZTSN7Alembic7AbcGeom3v1115IGeomBaseSchemaINS1_17FaceSetSchemaInfoEEE
00000000000c6f45 (__TEXT,__const) weak external __ZTSN7Alembic7AbcGeom3v1115OGeomBaseSchemaINS1_14SubDSchemaInfoEEE
00000000000c6d0f (__TEXT,__const) weak external __ZTSN7Alembic7AbcGeom3v1115OGeomBaseSchemaINS1_16PointsSchemaInfoEEE
00000000000c6a24 (__TEXT,__const) weak external __ZTSN7Alembic7AbcGeom3v1115OGeomBaseSchemaINS1_17FaceSetSchemaInfoEEE
00000000000c6b98 (__TEXT,__const) weak external __ZTSN7Alembic7AbcGeom3v1115OGeomBaseSchemaINS1_17NuPatchSchemaInfoEEE
00000000000c6df5 (__TEXT,__const) weak external __ZTSN7Alembic7AbcGeom3v1115OGeomBaseSchemaINS1_18PolyMeshSchemaInfoEEE
00000000000c6dcd (__TEXT,__const) weak external __ZTSN7Alembic7AbcGeom3v1115OPolyMeshSchemaE
00000000000c7f91 (__TEXT,__const) external __ZTSN7Iex_2_27BaseExcE
00000000000c7214 (__TEXT,__const) weak external __ZTSN7Iex_2_27MathExcE
00000000000c71f9 (__TEXT,__const) weak external __ZTSN9Imath_2_212ZeroScaleExcE
00000000000c7619 (__TEXT,__const) weak external __ZTSNSt3__110shared_ptrIN7Alembic11AbcMaterial3v1115OMaterialSchema4DataEE27__shared_ptr_default_deleteIS5_S5_EE
00000000000c4905 (__TEXT,__const) weak external __ZTSNSt3__110shared_ptrIN7Alembic12AbcCoreLayer3v116ArImplEE27__shared_ptr_default_deleteIS4_S4_EE
00000000000c453e (__TEXT,__const) weak external __ZTSNSt3__110shared_ptrIN7Alembic12AbcCoreLayer3v116OrImplEE27__shared_ptr_default_deleteIS4_S4_EE
00000000000c47a6 (__TEXT,__const) weak external __ZTSNSt3__110shared_ptrIN7Alembic12AbcCoreLayer3v117CprImplEE27__shared_ptr_default_deleteIS4_S4_EE
00000000000c4ed8 (__TEXT,__const) weak external __ZTSNSt3__110shared_ptrIN7Alembic12AbcCoreOgawa3v1111MetaDataMapEE27__shared_ptr_default_deleteIS4_S4_EE
00000000000c51a9 (__TEXT,__const) weak external __ZTSNSt3__110shared_ptrIN7Alembic12AbcCoreOgawa3v1115WrittenSampleIDEE27__shared_ptr_default_deleteIS4_S4_EE
00000000000c5eac (__TEXT,__const) weak external __ZTSNSt3__110shared_ptrIN7Alembic12AbcCoreOgawa3v1124PropertyHeaderAndFriendsEE27__shared_ptr_default_deleteIS4_S4_EE
00000000000c6173 (__TEXT,__const) weak external __ZTSNSt3__110shared_ptrIN7Alembic12AbcCoreOgawa3v116ArImplEE27__shared_ptr_default_deleteIS4_S4_EE
00000000000c6082 (__TEXT,__const) weak external __ZTSNSt3__110shared_ptrIN7Alembic12AbcCoreOgawa3v116AwImplEE27__shared_ptr_default_deleteIS4_S4_EE
00000000000c4b79 (__TEXT,__const) weak external __ZTSNSt3__110shared_ptrIN7Alembic12AbcCoreOgawa3v116OrDataEE27__shared_ptr_default_deleteIS4_S4_EE
00000000000c4c6a (__TEXT,__const) weak external __ZTSNSt3__110shared_ptrIN7Alembic12AbcCoreOgawa3v116OrImplEE27__shared_ptr_default_deleteIS4_S4_EE
00000000000c4fcf (__TEXT,__const) weak external __ZTSNSt3__110shared_ptrIN7Alembic12AbcCoreOgawa3v116OwDataEE27__shared_ptr_default_deleteIS4_S4_EE
00000000000c52a4 (__TEXT,__const) weak external __ZTSNSt3__110shared_ptrIN7Alembic12AbcCoreOgawa3v116OwImplEE27__shared_ptr_default_deleteIS4_S4_EE
00000000000c548a (__TEXT,__const) weak external __ZTSNSt3__110shared_ptrIN7Alembic12AbcCoreOgawa3v117AprImplEE27__shared_ptr_default_deleteIS4_S4_EE
00000000000c5969 (__TEXT,__const) weak external __ZTSNSt3__110shared_ptrIN7Alembic12AbcCoreOgawa3v117ApwImplEE27__shared_ptr_default_deleteIS4_S4_EE
00000000000c56dd (__TEXT,__const) weak external __ZTSNSt3__110shared_ptrIN7Alembic12AbcCoreOgawa3v117CprDataEE27__shared_ptr_default_deleteIS4_S4_EE
00000000000c557d (__TEXT,__const) weak external __ZTSNSt3__110shared_ptrIN7Alembic12AbcCoreOgawa3v117CprImplEE27__shared_ptr_default_deleteIS4_S4_EE
00000000000c5bbc (__TEXT,__const) weak external __ZTSNSt3__110shared_ptrIN7Alembic12AbcCoreOgawa3v117CpwDataEE27__shared_ptr_default_deleteIS4_S4_EE
00000000000c5a5c (__TEXT,__const) weak external __ZTSNSt3__110shared_ptrIN7Alembic12AbcCoreOgawa3v117CpwImplEE27__shared_ptr_default_deleteIS4_S4_EE
00000000000c5397 (__TEXT,__const) weak external __ZTSNSt3__110shared_ptrIN7Alembic12AbcCoreOgawa3v117SprImplEE27__shared_ptr_default_deleteIS4_S4_EE
00000000000c5875 (__TEXT,__const) weak external __ZTSNSt3__110shared_ptrIN7Alembic12AbcCoreOgawa3v117SpwImplEE27__shared_ptr_default_deleteIS4_S4_EE
00000000000c63b9 (__TEXT,__const) weak external __ZTSNSt3__110shared_ptrIN7Alembic12AbcCoreOgawa3v118StreamIDEE27__shared_ptr_default_deleteIS4_S4_EE
00000000000c3289 (__TEXT,__const) weak external __ZTSNSt3__110shared_ptrIN7Alembic15AbcCoreAbstract3v1111ArraySampleEE27__shared_ptr_default_deleteIS4_S4_EE
00000000000c5e3e (__TEXT,__const) weak external __ZTSNSt3__110shared_ptrIN7Alembic15AbcCoreAbstract3v1112ObjectHeaderEE27__shared_ptr_default_deleteIS4_S4_EE
00000000000c4d65 (__TEXT,__const) weak external __ZTSNSt3__110shared_ptrIN7Alembic15AbcCoreAbstract3v1112TimeSamplingEE27__shared_ptr_default_deleteIS4_S4_EE
00000000000c46a8 (__TEXT,__const) weak external __ZTSNSt3__110shared_ptrIN7Alembic15AbcCoreAbstract3v1114PropertyHeaderEE27__shared_ptr_default_deleteIS4_S4_EE
00000000000c78d5 (__TEXT,__const) weak external __ZTSNSt3__110shared_ptrIN7Alembic5Ogawa3v115IDataEE27__shared_ptr_default_deleteIS4_S4_EE
00000000000c50b7 (__TEXT,__const) weak external __ZTSNSt3__110shared_ptrIN7Alembic5Ogawa3v115ODataEE27__shared_ptr_default_deleteIS4_S4_EE
00000000000c77f5 (__TEXT,__const) weak external __ZTSNSt3__110shared_ptrIN7Alembic5Ogawa3v116IGroupEE27__shared_ptr_default_deleteIS4_S4_EE
00000000000c7f26 (__TEXT,__const) weak external __ZTSNSt3__110shared_ptrIN7Alembic5Ogawa3v116OGroupEE27__shared_ptr_default_deleteIS4_S4_EE
00000000000c7e44 (__TEXT,__const) weak external __ZTSNSt3__110shared_ptrIN7Alembic5Ogawa3v117OStreamEE27__shared_ptr_default_deleteIS4_S4_EE
00000000000c7712 (__TEXT,__const) weak external __ZTSNSt3__110shared_ptrIN7Alembic5Ogawa3v118IStreamsEE27__shared_ptr_default_deleteIS4_S4_EE
00000000000c7104 (__TEXT,__const) weak external __ZTSNSt3__110shared_ptrIN7Alembic7AbcGeom3v1112OXformSchema4DataEE27__shared_ptr_default_deleteIS5_S5_EE
00000000000c745b (__TEXT,__const) weak external __ZTSNSt3__110shared_ptrINS_3mapINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEES7_NS_4lessIS7_EENS5_INS_4pairIKS7_S7_EEEEEEE27__shared_ptr_default_deleteISE_SE_EE
00000000000c2ed2 (__TEXT,__const) weak external __ZTSNSt3__112basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEE
00000000000c7579 (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic11AbcMaterial3v1115OMaterialSchema4DataENS_10shared_ptrIS5_E27__shared_ptr_default_deleteIS5_S5_EENS_9allocatorIS5_EEEE
00000000000c4873 (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic12AbcCoreLayer3v116ArImplENS_10shared_ptrIS4_E27__shared_ptr_default_deleteIS4_S4_EENS_9allocatorIS4_EEEE
00000000000c44ac (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic12AbcCoreLayer3v116OrImplENS_10shared_ptrIS4_E27__shared_ptr_default_deleteIS4_S4_EENS_9allocatorIS4_EEEE
00000000000c4713 (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic12AbcCoreLayer3v117CprImplENS_10shared_ptrIS4_E27__shared_ptr_default_deleteIS4_S4_EENS_9allocatorIS4_EEEE
00000000000c4e40 (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic12AbcCoreOgawa3v1111MetaDataMapENS_10shared_ptrIS4_E27__shared_ptr_default_deleteIS4_S4_EENS_9allocatorIS4_EEEE
00000000000c510d (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic12AbcCoreOgawa3v1115WrittenSampleIDENS_10shared_ptrIS4_E27__shared_ptr_default_deleteIS4_S4_EENS_9allocatorIS4_EEEE
00000000000c573d (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic12AbcCoreOgawa3v1124PropertyHeaderAndFriendsENS_10shared_ptrIS4_E27__shared_ptr_default_deleteIS4_S4_EENS_9allocatorIS4_EEEE
00000000000c60e1 (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic12AbcCoreOgawa3v116ArImplENS_10shared_ptrIS4_E27__shared_ptr_default_deleteIS4_S4_EENS_9allocatorIS4_EEEE
00000000000c5ff0 (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic12AbcCoreOgawa3v116AwImplENS_10shared_ptrIS4_E27__shared_ptr_default_deleteIS4_S4_EENS_9allocatorIS4_EEEE
00000000000c4ae7 (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic12AbcCoreOgawa3v116OrDataENS_10shared_ptrIS4_E27__shared_ptr_default_deleteIS4_S4_EENS_9allocatorIS4_EEEE
00000000000c4bd8 (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic12AbcCoreOgawa3v116OrImplENS_10shared_ptrIS4_E27__shared_ptr_default_deleteIS4_S4_EENS_9allocatorIS4_EEEE
00000000000c4f3d (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic12AbcCoreOgawa3v116OwDataENS_10shared_ptrIS4_E27__shared_ptr_default_deleteIS4_S4_EENS_9allocatorIS4_EEEE
00000000000c5212 (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic12AbcCoreOgawa3v116OwImplENS_10shared_ptrIS4_E27__shared_ptr_default_deleteIS4_S4_EENS_9allocatorIS4_EEEE
00000000000c53f7 (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic12AbcCoreOgawa3v117AprImplENS_10shared_ptrIS4_E27__shared_ptr_default_deleteIS4_S4_EENS_9allocatorIS4_EEEE
00000000000c58d6 (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic12AbcCoreOgawa3v117ApwImplENS_10shared_ptrIS4_E27__shared_ptr_default_deleteIS4_S4_EENS_9allocatorIS4_EEEE
00000000000c564a (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic12AbcCoreOgawa3v117CprDataENS_10shared_ptrIS4_E27__shared_ptr_default_deleteIS4_S4_EENS_9allocatorIS4_EEEE
00000000000c54ea (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic12AbcCoreOgawa3v117CprImplENS_10shared_ptrIS4_E27__shared_ptr_default_deleteIS4_S4_EENS_9allocatorIS4_EEEE
00000000000c5b29 (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic12AbcCoreOgawa3v117CpwDataENS_10shared_ptrIS4_E27__shared_ptr_default_deleteIS4_S4_EENS_9allocatorIS4_EEEE
00000000000c59c9 (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic12AbcCoreOgawa3v117CpwImplENS_10shared_ptrIS4_E27__shared_ptr_default_deleteIS4_S4_EENS_9allocatorIS4_EEEE
00000000000c5304 (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic12AbcCoreOgawa3v117SprImplENS_10shared_ptrIS4_E27__shared_ptr_default_deleteIS4_S4_EENS_9allocatorIS4_EEEE
00000000000c57e2 (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic12AbcCoreOgawa3v117SpwImplENS_10shared_ptrIS4_E27__shared_ptr_default_deleteIS4_S4_EENS_9allocatorIS4_EEEE
00000000000c6325 (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic12AbcCoreOgawa3v118StreamIDENS_10shared_ptrIS4_E27__shared_ptr_default_deleteIS4_S4_EENS_9allocatorIS4_EEEE
00000000000c3841 (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic15AbcCoreAbstract3v1111ArraySampleENS3_13TArrayDeleterI4halfEENS_9allocatorIS4_EEEE
00000000000c311d (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic15AbcCoreAbstract3v1111ArraySampleENS3_13TArrayDeleterINS1_4Util3v116bool_tEEENS_9allocatorIS4_EEEE
00000000000c3a47 (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic15AbcCoreAbstract3v1111ArraySampleENS3_13TArrayDeleterINS_12basic_stringIcNS_11char_traitsIcEENS_9allocatorIcEEEEEENSA_IS4_EEEE
00000000000c3b60 (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic15AbcCoreAbstract3v1111ArraySampleENS3_13TArrayDeleterINS_12basic_stringIwNS_11char_traitsIwEENS_9allocatorIwEEEEEENSA_IS4_EEEE
00000000000c339b (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic15AbcCoreAbstract3v1111ArraySampleENS3_13TArrayDeleterIaEENS_9allocatorIS4_EEEE
00000000000c399d (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic15AbcCoreAbstract3v1111ArraySampleENS3_13TArrayDeleterIdEENS_9allocatorIS4_EEEE
00000000000c38f3 (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic15AbcCoreAbstract3v1111ArraySampleENS3_13TArrayDeleterIfEENS_9allocatorIS4_EEEE
00000000000c32f1 (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic15AbcCoreAbstract3v1111ArraySampleENS3_13TArrayDeleterIhEENS_9allocatorIS4_EEEE
00000000000c3643 (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic15AbcCoreAbstract3v1111ArraySampleENS3_13TArrayDeleterIiEENS_9allocatorIS4_EEEE
00000000000c3599 (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic15AbcCoreAbstract3v1111ArraySampleENS3_13TArrayDeleterIjEENS_9allocatorIS4_EEEE
00000000000c34ef (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic15AbcCoreAbstract3v1111ArraySampleENS3_13TArrayDeleterIsEENS_9allocatorIS4_EEEE
00000000000c3445 (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic15AbcCoreAbstract3v1111ArraySampleENS3_13TArrayDeleterItEENS_9allocatorIS4_EEEE
00000000000c3797 (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic15AbcCoreAbstract3v1111ArraySampleENS3_13TArrayDeleterIxEENS_9allocatorIS4_EEEE
00000000000c36ed (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic15AbcCoreAbstract3v1111ArraySampleENS3_13TArrayDeleterIyEENS_9allocatorIS4_EEEE
00000000000c31ee (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic15AbcCoreAbstract3v1111ArraySampleENS_10shared_ptrIS4_E27__shared_ptr_default_deleteIS4_S4_EENS_9allocatorIS4_EEEE
00000000000c5da2 (__TEXT,__const) weak external __ZTSNSt3__120__shared_ptr_pointerIPN7Alembic15AbcCoreAbstract3v1112ObjectHeaderENS_10shared_ptrIS4_E27__shared_ptr_default_deleteIS4_S4_EENS_9allocatorIS4_EEEE
