00007ff901305fc0 (__TEXT,__text) non-external +[Calculate _lock]
00007ff941f64000 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitTypeInfo._decompositionCoefficient
00007ff941f63fd0 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitTypeInfo._isCurrency
00007ff941f63fc0 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitTypeInfo._isDecomposable
00007ff941f63fc8 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitTypeInfo._isTemperature
00007ff941f63fd8 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitTypeInfo._isVolume
00007ff941f63fe8 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitTypeInfo._name
00007ff941f63fe0 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitTypeInfo._unitType
00007ff941f63ff0 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitTypeInfo._units
00007ff941f64048 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._angleInfo
00007ff941f64050 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._degreesInfo
00007ff941f64058 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._radiansInfo
00007ff941f64010 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._unitCount
00007ff941f64030 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._unitIDToInfo
00007ff941f64028 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._unitNameToInfo
00007ff941f64020 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._unitNames
00007ff941f64018 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._unitTypeCount
00007ff941f64038 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._unitTypeNameToInfo
00007ff941f64040 (__DATA,__objc_ivar) non-external _OBJC_IVAR_$_UnitsInfo._unitTypeToInfo
00007ff941f64688 (__DATA,__objc_data) external _OBJC_METACLASS_$_Calculate
00007ff941f64660 (__DATA,__objc_data) external _OBJC_METACLASS_$_CalculateRequest
00007ff941f64610 (__DATA,__objc_data) external _OBJC_METACLASS_$_CalculateResult
00007ff941f645e8 (__DATA,__objc_data) external _OBJC_METACLASS_$_CalculateTerm
00007ff941f646d8 (__DATA,__objc_data) non-external _OBJC_METACLASS_$_CalculateToken
00007ff941f647c8 (__DATA,__objc_data) non-external _OBJC_METACLASS_$_CalculateTokenizer
00007ff941f64570 (__DATA,__objc_data) external _OBJC_METACLASS_$_CalculateUnit
00007ff941f64318 (__DATA,__objc_data) external _OBJC_METACLASS_$_Converter
00007ff941f64340 (__DATA,__objc_data) external _OBJC_METACLASS_$_CurrencyCache
00007ff941f64368 (__DATA,__objc_data) non-external _OBJC_METACLASS_$_Localize
                 (undefined) external _OBJC_METACLASS_$_NSObject (from libobjc)
00007ff941f644f8 (__DATA,__objc_data) non-external _OBJC_METACLASS_$_Trie
00007ff941f644d0 (__DATA,__objc_data) non-external _OBJC_METACLASS_$_TrieNode
00007ff941f64408 (__DATA,__objc_data) non-external _OBJC_METACLASS_$_UnitInfo
00007ff941f64390 (__DATA,__objc_data) non-external _OBJC_METACLASS_$_UnitRank
00007ff941f643b8 (__DATA,__objc_data) non-external _OBJC_METACLASS_$_UnitRanks
00007ff941f64430 (__DATA,__objc_data) non-external _OBJC_METACLASS_$_UnitTypeInfo
00007ff941f64480 (__DATA,__objc_data) non-external _OBJC_METACLASS_$_UnitsInfo
                 (undefined) external _SecTaskCopyValueForEntitlement (from Security)
                 (undefined) external _SecTaskCreateFromSelf (from Security)
00007ff9012f19ad (__TEXT,__text) non-external _UnitCountAngleUnitID
00007ff9012f210c (__TEXT,__text) non-external _UnitCountCompose
00007ff9012f1658 (__TEXT,__text) non-external _UnitCountConvert
00007ff9012f0cb6 (__TEXT,__text) non-external _UnitCountConvertID
00007ff9012f1ba6 (__TEXT,__text) non-external _UnitCountDecompose
00007ff9012f0bfd (__TEXT,__text) non-external _UnitCountHasNonAngleUnits
00007ff9012f189e (__TEXT,__text) non-external _UnitCountMultiply
00007ff9012f1a4a (__TEXT,__text) non-external _UnitCountRequireDegrees
00007ff9012f1af8 (__TEXT,__text) non-external _UnitCountRequireRadians
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007ff94028f370 (__DATA_CONST,__objc_const) non-external __OBJC_$_CATEGORY_NSLocale_$_Whitespace
00007ff90134ff20 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_Calculate
00007ff90134ff70 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalculateRequest
00007ff90134ffa0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalculateResult
00007ff90134ffd8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalculateTerm
00007ff90134fff0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalculateToken
00007ff901350008 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalculateTokenizer
00007ff901350038 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CalculateUnit
00007ff901350050 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_Converter
00007ff9013500a0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_CurrencyCache
00007ff9013500b8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_Localize
00007ff901350120 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_UnitRanks
00007ff901350138 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_UnitsInfo
00007ff901350158 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalculateRequest
00007ff901350208 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalculateResult
00007ff9013504a8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalculateTerm
00007ff9013505e0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalculateToken
00007ff901350640 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalculateTokenizer
00007ff901350798 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CalculateUnit
00007ff901350860 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_Converter
00007ff901350a48 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_CurrencyCache
00007ff901350bb0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_NSLocale(Whitespace)
00007ff901350bc8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_Trie
00007ff901350ce8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_TrieNode
00007ff901350d48 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_UnitInfo
00007ff901350f90 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_UnitRank
00007ff901351050 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_UnitRanks
00007ff901351118 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_UnitTypeInfo
00007ff901351220 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_UnitsInfo
00007ff940290c98 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalculateRequest
00007ff9402907e8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalculateResult
00007ff940290648 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalculateTerm
00007ff940290eb8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalculateToken
00007ff940291018 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalculateTokenizer
00007ff9402904a8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CalculateUnit
00007ff9402912c8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_Converter
00007ff94028f038 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_CurrencyCache
00007ff940290218 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_Trie
00007ff9402900e8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_TrieNode
00007ff94028f758 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_UnitInfo
00007ff94028f3f8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_UnitRank
00007ff94028f558 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_UnitRanks
00007ff94028fbe8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_UnitTypeInfo
00007ff94028fe68 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_UnitsInfo
00007ff940290d40 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalculateRequest
00007ff940290a90 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalculateResult
00007ff9402906d0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalculateTerm
00007ff940290f40 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalculateToken
00007ff940291180 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalculateTokenizer
00007ff940290550 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CalculateUnit
00007ff940291470 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_Converter
00007ff94028f1c0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_CurrencyCache
00007ff94028ec50 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_NSObject
00007ff940290380 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_Trie
00007ff940290150 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_TrieNode
00007ff94028fa00 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_UnitInfo
00007ff94028f480 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_UnitRank
00007ff94028f640 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_UnitRanks
00007ff94028fd30 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_UnitTypeInfo
00007ff94028ffb0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_UnitsInfo
00007ff94028ea60 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSObject
00007ff94028ec30 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_OPT_NSObject
00007ff94028ed50 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_OPT_NSXMLParserDelegate
00007ff94028ec98 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSObject
00007ff94028ef38 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSXMLParserDelegate
00007ff94028ed38 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_NSXMLParserDelegate
00007ff94028efd8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_PROTOCOLS_$_CurrencyCache
00007ff940290e28 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_Calculate
00007ff940290d98 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalculateRequest
00007ff940290c08 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalculateResult
00007ff940290758 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalculateTerm
00007ff940290f88 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalculateToken
00007ff940291238 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalculateTokenizer
00007ff9402905b8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CalculateUnit
00007ff940291548 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_Converter
00007ff94028f298 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_CurrencyCache
00007ff94028f328 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_Localize
00007ff940290418 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_Trie
00007ff940290188 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_TrieNode
00007ff94028fb58 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_UnitInfo
00007ff94028f4c8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_UnitRank
00007ff94028f6c8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_UnitRanks
00007ff94028fdd8 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_UnitTypeInfo
00007ff940290058 (__DATA_CONST,__objc_const) non-external __OBJC_CLASS_RO_$_UnitsInfo
00007ff94028ea48 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSObject
00007ff94028ea50 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSXMLParserDelegate
00007ff940290de0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_Calculate
00007ff940290c50 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalculateRequest
00007ff9402907a0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalculateResult
00007ff940290600 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalculateTerm
00007ff940290e70 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalculateToken
00007ff940290fd0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalculateTokenizer
00007ff940290460 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CalculateUnit
00007ff940291280 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_Converter
00007ff94028eff0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_CurrencyCache
00007ff94028f2e0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_Localize
00007ff9402901d0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_Trie
00007ff9402900a0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_TrieNode
00007ff94028f710 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_UnitInfo
00007ff94028f3b0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_UnitRank
00007ff94028f510 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_UnitRanks
00007ff94028fba0 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_UnitTypeInfo
00007ff94028fe20 (__DATA_CONST,__objc_const) non-external __OBJC_METACLASS_RO_$_UnitsInfo
00007ff941f64920 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSObject
00007ff941f64980 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSXMLParserDelegate
                 (undefined) external __Unwind_Resume (from libSystem)
00007ff90130227d (__TEXT,__text) non-external ___17-[UnitRanks sort]_block_invoke
00007ff9013162be (__TEXT,__text) non-external ___18+[Calculate _lock]_block_invoke
00007ff9013210e1 (__TEXT,__text) non-external ___23+[Converter initialize]_block_invoke
00007ff9013211ed (__TEXT,__text) non-external ___23+[Converter initialize]_block_invoke_2
00007ff901321e74 (__TEXT,__text) non-external ___23+[Converter initialize]_block_invoke_3
00007ff9012ef098 (__TEXT,__text) non-external ___23+[CurrencyCache shared]_block_invoke
00007ff9012eefaa (__TEXT,__text) non-external ___24-[CurrencyCache refresh]_block_invoke
00007ff90130cf79 (__TEXT,__text) non-external ___25+[CalculateRequest _lock]_block_invoke
00007ff9013210b5 (__TEXT,__text) non-external ___26+[Converter dispatchQueue]_block_invoke
00007ff90130ce62 (__TEXT,__text) non-external ___26-[CalculateRequest update]_block_invoke
00007ff90130ccf5 (__TEXT,__text) non-external ___26-[CalculateRequest update]_block_invoke_2
00007ff90130cf52 (__TEXT,__text) non-external ___31+[CalculateRequest serialQueue]_block_invoke
00007ff9013109b6 (__TEXT,__text) non-external ___31-[CalculateTerm formattedValue]_block_invoke
00007ff901319cb3 (__TEXT,__text) non-external ___32-[CalculateTokenizer setString:]_block_invoke
00007ff9013199d1 (__TEXT,__text) non-external ___32-[CalculateTokenizer setString:]_block_invoke_2
00007ff901319b4f (__TEXT,__text) non-external ___32-[CalculateTokenizer setString:]_block_invoke_3
00007ff9012eeb8e (__TEXT,__text) non-external ___32-[CurrencyCache _queue_refresh:]_block_invoke
00007ff90131919d (__TEXT,__text) non-external ___33-[CalculateTokenizer _findTokens]_block_invoke
00007ff9013199a7 (__TEXT,__text) non-external ___33-[CalculateTokenizer _findTokens]_block_invoke.244
00007ff901319346 (__TEXT,__text) non-external ___33-[CalculateTokenizer _findTokens]_block_invoke.246
00007ff90131959f (__TEXT,__text) non-external ___33-[CalculateTokenizer _findTokens]_block_invoke.257
00007ff9013196e2 (__TEXT,__text) non-external ___33-[CalculateTokenizer _findTokens]_block_invoke.272
00007ff90131a650 (__TEXT,__text) non-external ___35-[CalculateTokenizer _loadIfNeeded]_block_invoke
00007ff901319f18 (__TEXT,__text) non-external ___35-[CalculateTokenizer _loadIfNeeded]_block_invoke.140
00007ff90131a4e7 (__TEXT,__text) non-external ___35-[CalculateTokenizer _loadIfNeeded]_block_invoke.180
00007ff901319cdd (__TEXT,__text) non-external ___35-[CalculateTokenizer _loadIfNeeded]_block_invoke_2
00007ff9012eef1a (__TEXT,__text) non-external ___36-[CurrencyCache refreshWithTimeOut:]_block_invoke
00007ff9013019b6 (__TEXT,__text) non-external ___38-[NSLocale(Whitespace) usesWhitespace]_block_invoke
00007ff901314bb4 (__TEXT,__text) non-external ___39-[CalculateResult localizedConversions]_block_invoke
00007ff901314d90 (__TEXT,__text) non-external ___39-[CalculateResult localizedConversions]_block_invoke.478
00007ff90131f4ca (__TEXT,__text) non-external ___40-[Converter _updateInputValueFromMatch:]_block_invoke
00007ff90131627e (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke
00007ff901310e31 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.683
00007ff901310ef2 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.691
00007ff90130cf9e (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.697
00007ff90130d076 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.701
00007ff901311374 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.706
00007ff90130d421 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.790
00007ff90130d484 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.803
00007ff9013110fe (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.808
00007ff901310e24 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.834
00007ff90130dfc7 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.891
00007ff90130e23e (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.901
00007ff90130e4dd (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke.935
00007ff9013114be (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_2
00007ff901311445 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_2.698
00007ff901311392 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_2.702
00007ff90130d14e (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_2.713
00007ff9013112ab (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_2.804
00007ff901311063 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_2.816
00007ff90130daef (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_2.845
00007ff90130d83c (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_3
00007ff90131135b (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_3.789
00007ff901311056 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_3.822
00007ff901310b57 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_3.846
00007ff90130d657 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_4
00007ff90130dc45 (__TEXT,__text) non-external ___42+[Calculate evaluate:options:needsUpdate:]_block_invoke_4.869
00007ff9012eeb1a (__TEXT,__text) non-external ___44-[CurrencyCache _loadPersistedCurrencyCache]_block_invoke
00007ff9012eeb54 (__TEXT,__text) non-external ___44-[CurrencyCache _queue_persistCurrencyCache]_block_invoke
00007ff90131f556 (__TEXT,__text) non-external ___45-[Converter processConversionWithCompletion:]_block_invoke
00007ff901320b23 (__TEXT,__text) non-external ___45-[Converter processConversionWithCompletion:]_block_invoke.167
00007ff901314dfb (__TEXT,__text) non-external ___46-[CalculateResult conversionsForMetric:US:UK:]_block_invoke
00007ff901305e77 (__TEXT,__text) non-external ___50+[Trie enumerateCharactersInKey:range:usingBlock:]_block_invoke
00007ff901310a95 (__TEXT,__text) non-external ___73-[CalculateTerm getMaximumFractionDigits:minimumFractionDigits:forValue:]_block_invoke
00007ff90130d45f (__TEXT,__text) non-external ___Block_byref_object_copy_
00007ff901319321 (__TEXT,__text) non-external ___Block_byref_object_copy_.688
00007ff90130d475 (__TEXT,__text) non-external ___Block_byref_object_dispose_
00007ff901319337 (__TEXT,__text) non-external ___Block_byref_object_dispose_.689
                 (undefined) external ___CFConstantStringClassReference (from CoreFoundation)
00007ff901301a35 (__TEXT,__text) non-external ___CalculateLogForCategory_block_invoke
                 (undefined) external ___NSArray0__struct (from CoreFoundation)
                 (undefined) external ___NSDictionary0__struct (from CoreFoundation)
                 (undefined) weak external ____chkstk_darwin (from libSystem)
00007ff9012f33aa (__TEXT,__text) non-external ____functionAdd_block_invoke
00007ff9012f414d (__TEXT,__text) non-external ____functionMultiply_block_invoke
00007ff901329190 (__TEXT,__text) non-external ___bid128_acos
00007ff901329445 (__TEXT,__text) non-external ___bid128_add
00007ff90132d7c0 (__TEXT,__text) non-external ___bid128_asin
00007ff90132da82 (__TEXT,__text) non-external ___bid128_asinh
00007ff90132dcfa (__TEXT,__text) non-external ___bid128_atan
00007ff90132e0ff (__TEXT,__text) non-external ___bid128_atanh
00007ff90132e504 (__TEXT,__text) non-external ___bid128_cbrt
00007ff901330a78 (__TEXT,__text) non-external ___bid128_cos
00007ff9013313fc (__TEXT,__text) non-external ___bid128_div
00007ff901333a24 (__TEXT,__text) non-external ___bid128_exp
00007ff901333d80 (__TEXT,__text) non-external ___bid128_fma
00007ff90133b377 (__TEXT,__text) non-external ___bid128_fmod
00007ff9013476c2 (__TEXT,__text) non-external ___bid128_from_string
00007ff90133be2b (__TEXT,__text) non-external ___bid128_hypot
00007ff90133d6af (__TEXT,__text) non-external ___bid128_isZero
00007ff90133c84c (__TEXT,__text) non-external ___bid128_lgamma
00007ff90133ce1f (__TEXT,__text) non-external ___bid128_log
00007ff90133d19c (__TEXT,__text) non-external ___bid128_log10
00007ff90133d508 (__TEXT,__text) non-external ___bid128_mul
00007ff90133d721 (__TEXT,__text) non-external ___bid128_pow
00007ff90132e911 (__TEXT,__text) non-external ___bid128_quiet_equal
00007ff90132ed22 (__TEXT,__text) non-external ___bid128_quiet_greater
00007ff90132f466 (__TEXT,__text) non-external ___bid128_quiet_greater_equal
00007ff90132fbdb (__TEXT,__text) non-external ___bid128_quiet_less
00007ff901330318 (__TEXT,__text) non-external ___bid128_quiet_less_equal
00007ff901341b6b (__TEXT,__text) non-external ___bid128_rem
00007ff9013426b5 (__TEXT,__text) non-external ___bid128_round_integral_exact
00007ff9013438dc (__TEXT,__text) non-external ___bid128_round_integral_nearest_even
00007ff901343da5 (__TEXT,__text) non-external ___bid128_round_integral_negative
00007ff90134422b (__TEXT,__text) non-external ___bid128_round_integral_zero
00007ff901344605 (__TEXT,__text) non-external ___bid128_sin
00007ff901344ffc (__TEXT,__text) non-external ___bid128_sqrt
00007ff901348804 (__TEXT,__text) non-external ___bid128_tan
00007ff90134a4fd (__TEXT,__text) non-external ___bid128_to_binary128
00007ff901349c1b (__TEXT,__text) non-external ___bid128_to_binary64
00007ff901349164 (__TEXT,__text) non-external ___bid128_to_int32_int
00007ff90134692e (__TEXT,__text) non-external ___bid128_to_string
00007ff9013497d6 (__TEXT,__text) non-external ___bid128_to_uint64_int
00007ff901487a80 (__TEXT,__const) non-external ___bid_Ex128m128
00007ff901488a80 (__TEXT,__const) non-external ___bid_Ex192m192
00007ff90148a680 (__TEXT,__const) non-external ___bid_Ex256m256
00007ff901487460 (__TEXT,__const) non-external ___bid_Ex64m64
00007ff901487830 (__TEXT,__const) non-external ___bid_Kx128
00007ff901488380 (__TEXT,__const) non-external ___bid_Kx192
00007ff901489d20 (__TEXT,__const) non-external ___bid_Kx256
00007ff9014873d0 (__TEXT,__const) non-external ___bid_Kx64
00007ff90135e500 (__TEXT,__const) non-external ___bid_char_table2
00007ff90135d940 (__TEXT,__const) non-external ___bid_char_table3
00007ff901483700 (__TEXT,__const) non-external ___bid_convert_table
00007ff901486600 (__TEXT,__const) non-external ___bid_estimate_decimal_digits
00007ff901484ff0 (__TEXT,__const) non-external ___bid_factors
00007ff901487c50 (__TEXT,__const) non-external ___bid_half128
00007ff901488d20 (__TEXT,__const) non-external ___bid_half192
00007ff90148aa10 (__TEXT,__const) non-external ___bid_half256
00007ff901487540 (__TEXT,__const) non-external ___bid_half64
00007ff901487b20 (__TEXT,__const) non-external ___bid_mask128
00007ff901488b60 (__TEXT,__const) non-external ___bid_mask192
00007ff90148a7b0 (__TEXT,__const) non-external ___bid_mask256
00007ff9014874b0 (__TEXT,__const) non-external ___bid_mask64
00007ff9013a76c0 (__TEXT,__const) non-external ___bid_maskhigh128
00007ff90135cd80 (__TEXT,__const) non-external ___bid_midi_tbl
00007ff901487700 (__TEXT,__const) non-external ___bid_midpoint128
00007ff901488100 (__TEXT,__const) non-external ___bid_midpoint192
00007ff901489ac0 (__TEXT,__const) non-external ___bid_midpoint256
00007ff901487330 (__TEXT,__const) non-external ___bid_midpoint64
00007ff90135a980 (__TEXT,__const) non-external ___bid_mod10_18_tbl
00007ff9013a6680 (__TEXT,__const) non-external ___bid_nr_digits
00007ff9013a7a80 (__TEXT,__const) non-external ___bid_onehalf128
