00007ff841eac3a0 (__DATA,__data) external _NDR_record
00007ff841eac444 (__DATA,__bss) non-external _master_host_port
00007ff80038e815 (__TEXT,__text) non-external _memcpy
00007ff800399fbc (__TEXT,__text) non-external _memmove
00007ff800395820 (__TEXT,__text) external _memorystatus_control
00007ff800399888 (__TEXT,__text) external _memorystatus_get_level
00007ff80039c9a6 (__TEXT,__text) external _mig_allocate
00007ff800390cd7 (__TEXT,__text) external _mig_dealloc_reply_port
00007ff8003a52c0 (__TEXT,__text) external _mig_dealloc_special_reply_port
00007ff800392da6 (__TEXT,__text) external _mig_deallocate
00007ff80038e823 (__TEXT,__text) external _mig_get_reply_port
00007ff80038f922 (__TEXT,__text) external _mig_get_special_reply_port
00007ff8003927c0 (__TEXT,__text) external _mig_put_reply_port
00007ff800391fac (__TEXT,__text) external _mig_reply_setup
00007ff8003927f5 (__TEXT,__text) external _mig_strncpy
00007ff80038f94b (__TEXT,__text) external _mig_strncpy_zerofill
00007ff8003998a0 (__TEXT,__text) external _mincore
00007ff8003998b8 (__TEXT,__text) external _minherit
00007ff80038e69c (__TEXT,__text) external _mk_timer_arm
00007ff80038e6b4 (__TEXT,__text) external _mk_timer_arm_leeway
00007ff80038e6a8 (__TEXT,__text) external _mk_timer_cancel
00007ff80038e684 (__TEXT,__text) external _mk_timer_create
00007ff80038e690 (__TEXT,__text) external _mk_timer_destroy
00007ff80038fb00 (__TEXT,__text) external _mkdir
00007ff800391320 (__TEXT,__text) external _mkdirat
00007ff8003998d0 (__TEXT,__text) external _mkfifo
00007ff8003998e8 (__TEXT,__text) external _mkfifoat
00007ff800399900 (__TEXT,__text) external _mknod
00007ff800399918 (__TEXT,__text) external _mknodat
00007ff800396394 (__TEXT,__text) external _mlock
00007ff800399930 (__TEXT,__text) external _mlockall
00007ff80038f009 (__TEXT,__text) external _mmap
00007ff8003983cc (__TEXT,__text) external _mount
00007ff800391584 (__TEXT,__text) external _mprotect
00007ff800399948 (__TEXT,__text) external _mremap_encrypted
00007ff80039cafc (__TEXT,__text) external _msg_receive
00007ff80039caf0 (__TEXT,__text) external _msg_rpc
00007ff80039caf6 (__TEXT,__text) external _msg_send
00007ff800398f18 (__TEXT,__text) external _msgctl
00007ff800399960 (__TEXT,__text) external _msgget
00007ff800399978 (__TEXT,__text) external _msgrcv
00007ff800398f30 (__TEXT,__text) external _msgrcv$NOCANCEL
00007ff800399990 (__TEXT,__text) external _msgsnd
00007ff800398f48 (__TEXT,__text) external _msgsnd$NOCANCEL
00007ff800398f60 (__TEXT,__text) external _msgsys
00007ff800393508 (__TEXT,__text) external _msync
00007ff800398f78 (__TEXT,__text) external _msync$NOCANCEL
00007ff8003963ac (__TEXT,__text) external _munlock
00007ff8003999a8 (__TEXT,__text) external _munlockall
00007ff800391294 (__TEXT,__text) external _munmap
00007ff800391824 (__TEXT,__text) external _necp_client_action
00007ff8003972b8 (__TEXT,__text) external _necp_match_policy
00007ff8003917f4 (__TEXT,__text) external _necp_open
00007ff8003999c0 (__TEXT,__text) external _necp_session_action
00007ff8003999d8 (__TEXT,__text) external _necp_session_open
00007ff8003999f0 (__TEXT,__text) external _net_qos_guideline
00007ff800399a08 (__TEXT,__text) external _netagent_trigger
00007ff8003af286 (__TEXT,__text) external _netname_check_in
00007ff8003af643 (__TEXT,__text) external _netname_check_out
00007ff8003af410 (__TEXT,__text) external _netname_look_up
00007ff8003af7bd (__TEXT,__text) external _netname_version
00007ff80039dff8 (__TEXT,__text) external _nfsclnt
00007ff800399a20 (__TEXT,__text) external _nfssvc
00007ff841eac390 (__DATA,__data) external _non_boost_assertion_token
00007ff841eac388 (__DATA,__data) external _normal_boost_assertion_token
00007ff800399a38 (__TEXT,__text) external _ntp_adjtime
00007ff800399a50 (__TEXT,__text) external _ntp_gettime
00007ff800399a68 (__TEXT,__text) external _objc_bp_assist_cfg_np
00007ff800397b02 (__TEXT,__text) external _open
00007ff80039e060 (__TEXT,__text) external _open$NOCANCEL
00007ff800392be3 (__TEXT,__text) external _open_dprotected_np
00007ff8003a3d01 (__TEXT,__text) external _openat
00007ff80039e2f8 (__TEXT,__text) external _openat$NOCANCEL
00007ff8003a4730 (__TEXT,__text) external _openat_authenticated_np
00007ff8003a465d (__TEXT,__text) external _openat_dprotected_np
00007ff800399a80 (__TEXT,__text) external _openbyid_np
00007ff80039c0c3 (__TEXT,__text) external _os_buflet_get_data_address
00007ff80039c0a6 (__TEXT,__text) external _os_buflet_get_data_length
00007ff80039c0c8 (__TEXT,__text) external _os_buflet_get_data_limit
00007ff80039c0a1 (__TEXT,__text) external _os_buflet_get_data_offset
00007ff80039c0d2 (__TEXT,__text) external _os_buflet_get_gro_len
00007ff80039c0d7 (__TEXT,__text) external _os_buflet_get_next_buf
00007ff80039c0b9 (__TEXT,__text) external _os_buflet_get_object_address
00007ff80039c0be (__TEXT,__text) external _os_buflet_get_object_limit
00007ff80039c0cd (__TEXT,__text) external _os_buflet_get_object_offset
00007ff80039c0b2 (__TEXT,__text) external _os_buflet_set_data_length
00007ff80039c0ab (__TEXT,__text) external _os_buflet_set_data_offset
00007ff8003a07d8 (__TEXT,__text) external _os_channel_advance_slot
00007ff8003a0f97 (__TEXT,__text) external _os_channel_attr_clone
00007ff8003a0f52 (__TEXT,__text) external _os_channel_attr_create
00007ff8003a1154 (__TEXT,__text) external _os_channel_attr_destroy
00007ff8003a12cc (__TEXT,__text) external _os_channel_attr_get
00007ff8003a1458 (__TEXT,__text) external _os_channel_attr_get_key
00007ff8003a11a2 (__TEXT,__text) external _os_channel_attr_set
00007ff8003a105d (__TEXT,__text) external _os_channel_attr_set_key
00007ff8003a07a0 (__TEXT,__text) external _os_channel_available_slot_count
00007ff8003a2637 (__TEXT,__text) external _os_channel_buflet_alloc
00007ff8003a207f (__TEXT,__text) external _os_channel_buflet_free
00007ff8003a2612 (__TEXT,__text) external _os_channel_configure_interface_advisory
00007ff8003a0509 (__TEXT,__text) external _os_channel_create
00007ff80039faff (__TEXT,__text) external _os_channel_create_extended
00007ff8003a0645 (__TEXT,__text) external _os_channel_destroy
00007ff8003a2591 (__TEXT,__text) external _os_channel_event_free
00007ff8003a5246 (__TEXT,__text) external _os_channel_event_get_event_data
00007ff8003a519c (__TEXT,__text) external _os_channel_event_get_next_event
00007ff8003a0e1b (__TEXT,__text) external _os_channel_flow_admissible
00007ff8003a0e04 (__TEXT,__text) external _os_channel_get_advisory_region
00007ff8003a0518 (__TEXT,__text) external _os_channel_get_fd
00007ff8003a2596 (__TEXT,__text) external _os_channel_get_interface_advisory
00007ff8003a21cf (__TEXT,__text) external _os_channel_get_next_event_handle
00007ff8003a0829 (__TEXT,__text) external _os_channel_get_next_slot
00007ff8003a0da3 (__TEXT,__text) external _os_channel_get_stats_region
00007ff8003a02bb (__TEXT,__text) non-external _os_channel_info2attr
00007ff8003a040e (__TEXT,__text) non-external _os_channel_init_ring
00007ff8003a06a3 (__TEXT,__text) external _os_channel_is_defunct
00007ff8003a14b6 (__TEXT,__text) external _os_channel_packet_alloc
00007ff8003a184e (__TEXT,__text) external _os_channel_packet_free
00007ff8003a1c02 (__TEXT,__text) external _os_channel_packet_pool_purge
00007ff8003a077f (__TEXT,__text) external _os_channel_pending
00007ff8003a051b (__TEXT,__text) external _os_channel_read_attr
00007ff8003a0602 (__TEXT,__text) external _os_channel_read_nexus_extension_info
00007ff8003a06b0 (__TEXT,__text) external _os_channel_ring_id
00007ff8003a0797 (__TEXT,__text) external _os_channel_ring_notify_time
00007ff8003a078e (__TEXT,__text) external _os_channel_ring_sync_time
00007ff8003a0737 (__TEXT,__text) external _os_channel_rx_ring
00007ff8003a0ba9 (__TEXT,__text) external _os_channel_set_slot_properties
00007ff8003a199a (__TEXT,__text) external _os_channel_slot_attach_packet
00007ff8003a1abf (__TEXT,__text) external _os_channel_slot_detach_packet
00007ff8003a0c95 (__TEXT,__text) external _os_channel_slot_get_packet
00007ff8003a0624 (__TEXT,__text) external _os_channel_sync
00007ff8003a0700 (__TEXT,__text) external _os_channel_tx_ring
00007ff8003a0559 (__TEXT,__text) external _os_channel_write_attr
00007ff80039c074 (__TEXT,__text) external _os_copy_and_inet_checksum
00007ff800398590 (__TEXT,__text) external _os_cpu_copy_in_cksum
00007ff8003a42a1 (__TEXT,__text) external _os_cpu_in_cksum
00007ff8003a4396 (__TEXT,__text) external _os_cpu_in_cksum_mbuf
00007ff800399a98 (__TEXT,__text) external _os_fault_with_payload
00007ff80039c06f (__TEXT,__text) external _os_inet_checksum
00007ff8003a2eb4 (__TEXT,__text) external _os_nexus_attr_clone
00007ff8003a2e6f (__TEXT,__text) external _os_nexus_attr_create
00007ff8003a314c (__TEXT,__text) external _os_nexus_attr_destroy
00007ff8003a302c (__TEXT,__text) external _os_nexus_attr_get
00007ff8003a2f10 (__TEXT,__text) external _os_nexus_attr_set
00007ff8003a371b (__TEXT,__text) external _os_nexus_controller_add_traffic_rule
00007ff8003a3486 (__TEXT,__text) external _os_nexus_controller_alloc_provider_instance
00007ff8003a34a7 (__TEXT,__text) external _os_nexus_controller_bind_provider_instance
00007ff8003a315f (__TEXT,__text) external _os_nexus_controller_create
00007ff8003a347a (__TEXT,__text) external _os_nexus_controller_deregister_provider
00007ff8003a39e2 (__TEXT,__text) external _os_nexus_controller_destroy
00007ff8003a349b (__TEXT,__text) external _os_nexus_controller_free_provider_instance
00007ff8003a31f3 (__TEXT,__text) external _os_nexus_controller_get_fd
00007ff8003a38a0 (__TEXT,__text) external _os_nexus_controller_iterate_traffic_rules
00007ff8003a35a9 (__TEXT,__text) external _os_nexus_controller_read_provider_attr
00007ff8003a31f6 (__TEXT,__text) external _os_nexus_controller_register_provider
00007ff8003a3832 (__TEXT,__text) external _os_nexus_controller_remove_traffic_rule
00007ff8003a354e (__TEXT,__text) external _os_nexus_controller_unbind_provider_instance
00007ff80039bf77 (__TEXT,__text) external _os_packet_add_buflet
00007ff80039b675 (__TEXT,__text) external _os_packet_clear_flow_uuid
00007ff80039c023 (__TEXT,__text) external _os_packet_decrement_use_count
00007ff80039bdc5 (__TEXT,__text) external _os_packet_finalize
00007ff80039c042 (__TEXT,__text) external _os_packet_get_aggregation_type
00007ff80039bd05 (__TEXT,__text) external _os_packet_get_buflet_count
00007ff80039b487 (__TEXT,__text) external _os_packet_get_compression_generation_count
00007ff80039bcfd (__TEXT,__text) external _os_packet_get_data_length
00007ff80039b756 (__TEXT,__text) external _os_packet_get_expire_time
00007ff80039b7f6 (__TEXT,__text) external _os_packet_get_expiry_action
00007ff80039b5fb (__TEXT,__text) external _os_packet_get_flow_uuid
00007ff80039b722 (__TEXT,__text) external _os_packet_get_group_end
00007ff80039b6b7 (__TEXT,__text) external _os_packet_get_group_start
00007ff80039b03c (__TEXT,__text) external _os_packet_get_headroom
00007ff80039b5b2 (__TEXT,__text) external _os_packet_get_inet_checksum
00007ff80039bc2b (__TEXT,__text) external _os_packet_get_keep_alive
00007ff80039b104 (__TEXT,__text) external _os_packet_get_link_broadcast
00007ff80039b1c3 (__TEXT,__text) external _os_packet_get_link_ethfcs
00007ff80039b0a8 (__TEXT,__text) external _os_packet_get_link_header_length
00007ff80039b163 (__TEXT,__text) external _os_packet_get_link_multicast
00007ff80039bd31 (__TEXT,__text) external _os_packet_get_next_buflet
00007ff80039ba02 (__TEXT,__text) external _os_packet_get_packetid
00007ff80039bd98 (__TEXT,__text) external _os_packet_get_segment_count
00007ff80039b3db (__TEXT,__text) external _os_packet_get_service_class
00007ff80039b89d (__TEXT,__text) external _os_packet_get_token
00007ff80039c154 (__TEXT,__text) external _os_packet_get_trace_id
00007ff80039b4ef (__TEXT,__text) external _os_packet_get_traffic_class
00007ff80039b2f4 (__TEXT,__text) external _os_packet_get_transport_retransmit
00007ff80039b228 (__TEXT,__text) external _os_packet_get_transport_traffic_background
00007ff80039b28e (__TEXT,__text) external _os_packet_get_transport_traffic_realtime
00007ff80039bc80 (__TEXT,__text) external _os_packet_get_truncated
00007ff80039bba7 (__TEXT,__text) external _os_packet_get_vlan_id
00007ff80039bbaf (__TEXT,__text) external _os_packet_get_vlan_priority
00007ff80039bb4f (__TEXT,__text) external _os_packet_get_vlan_tag
00007ff80039bc1c (__TEXT,__text) external _os_packet_get_wake_flag
00007ff80039c006 (__TEXT,__text) external _os_packet_increment_use_count
00007ff80039bbb5 (__TEXT,__text) external _os_packet_set_app_metadata
00007ff80039b459 (__TEXT,__text) external _os_packet_set_compression_generation_count
00007ff80039b7a3 (__TEXT,__text) external _os_packet_set_expire_time
00007ff80039b842 (__TEXT,__text) external _os_packet_set_expiry_action
00007ff80039b638 (__TEXT,__text) external _os_packet_set_flow_uuid
00007ff80039b6eb (__TEXT,__text) external _os_packet_set_group_end
00007ff80039b680 (__TEXT,__text) external _os_packet_set_group_start
00007ff80039affd (__TEXT,__text) external _os_packet_set_headroom
00007ff80039b576 (__TEXT,__text) external _os_packet_set_inet_checksum
00007ff80039bc3a (__TEXT,__text) external _os_packet_set_keep_alive
00007ff80039bcb4 (__TEXT,__text) external _os_packet_set_l4s_flag
00007ff80039b0d5 (__TEXT,__text) external _os_packet_set_link_broadcast
00007ff80039b194 (__TEXT,__text) external _os_packet_set_link_ethfcs
00007ff80039b069 (__TEXT,__text) external _os_packet_set_link_header_length
00007ff80039b134 (__TEXT,__text) external _os_packet_set_link_multicast
00007ff80039ba88 (__TEXT,__text) external _os_packet_set_packetid
00007ff80039c1ee (__TEXT,__text) external _os_packet_set_protocol_segment_size
00007ff80039b35a (__TEXT,__text) external _os_packet_set_service_class
00007ff80039b93f (__TEXT,__text) external _os_packet_set_token
00007ff80039c168 (__TEXT,__text) external _os_packet_set_trace_id
00007ff80039b4cc (__TEXT,__text) external _os_packet_set_traffic_class
00007ff80039b327 (__TEXT,__text) external _os_packet_set_transport_last_packet
00007ff80039b2c1 (__TEXT,__text) external _os_packet_set_transport_retransmit
00007ff80039b1f5 (__TEXT,__text) external _os_packet_set_transport_traffic_background
00007ff80039b25b (__TEXT,__text) external _os_packet_set_transport_traffic_realtime
00007ff80039c21d (__TEXT,__text) external _os_packet_set_tso_flags
00007ff80039bafd (__TEXT,__text) external _os_packet_set_vlan_tag
00007ff80039c194 (__TEXT,__text) external _os_packet_trace_event
00007ff80039d0a7 (__TEXT,__text) external _os_proc_available_memory
00007ff80039ca2f (__TEXT,__text) external _panic
00007ff80039ca28 (__TEXT,__text) external _panic_init
00007ff800394d9c (__TEXT,__text) external _pathconf
00007ff800399ab0 (__TEXT,__text) external _peeloff
00007ff80038e5ac (__TEXT,__text) external _pid_for_task
00007ff800399ac8 (__TEXT,__text) external _pid_hibernate
00007ff800399ae0 (__TEXT,__text) external _pid_resume
00007ff8003a2883 (__TEXT,__text) external _pid_shutdown_networking
00007ff800399af8 (__TEXT,__text) external _pid_shutdown_sockets
00007ff800399b10 (__TEXT,__text) external _pid_suspend
00007ff800393520 (__TEXT,__text) external _pipe
00007ff800399b28 (__TEXT,__text) external _pivot_root
00007ff80039afc9 (__TEXT,__text) external _pkt_subtype_assert_fail
00007ff80039afe3 (__TEXT,__text) external _pkt_type_assert_fail
00007ff8003952cc (__TEXT,__text) external _poll
00007ff800399050 (__TEXT,__text) external _poll$NOCANCEL
00007ff80039af1e (__TEXT,__text) non-external _port_for_id_internal
00007ff80039ca80 (__TEXT,__text) external _port_obj_init
00007ff841eac410 (__DATA,__common) external _port_obj_table
00007ff841eac378 (__DATA,__data) external _port_obj_table_size
00007ff800390884 (__TEXT,__text) external _posix_madvise
00007ff800393dce (__TEXT,__text) external _posix_spawn
00007ff80039797d (__TEXT,__text) non-external _posix_spawn_appendportaction_np
00007ff80039ef65 (__TEXT,__text) external _posix_spawn_file_actions_add_fileportdup2_np
00007ff80039eff7 (__TEXT,__text) external _posix_spawn_file_actions_addchdir_np
00007ff8003984e1 (__TEXT,__text) external _posix_spawn_file_actions_addclose
00007ff8003938d4 (__TEXT,__text) external _posix_spawn_file_actions_adddup2
00007ff80039f084 (__TEXT,__text) external _posix_spawn_file_actions_addfchdir_np
00007ff800398470 (__TEXT,__text) external _posix_spawn_file_actions_addinherit_np
00007ff800397db6 (__TEXT,__text) external _posix_spawn_file_actions_addopen
00007ff8003941fd (__TEXT,__text) external _posix_spawn_file_actions_destroy
00007ff80039388b (__TEXT,__text) external _posix_spawn_file_actions_init
00007ff841eac458 (__DATA,__bss) non-external _posix_spawn_with_filter
00007ff800394090 (__TEXT,__text) external _posix_spawnattr_destroy
00007ff80039eed4 (__TEXT,__text) external _posix_spawnattr_disable_ptr_auth_a_keys_np
00007ff80039f35f (__TEXT,__text) external _posix_spawnattr_get_darwin_role_np
00007ff80039f32b (__TEXT,__text) external _posix_spawnattr_get_qos_clamp_np
00007ff80039ec9f (__TEXT,__text) external _posix_spawnattr_getarchpref_np
00007ff80039ec4d (__TEXT,__text) external _posix_spawnattr_getbinpref_np
00007ff80039f110 (__TEXT,__text) external _posix_spawnattr_getcpumonitor
00007ff80039ebe4 (__TEXT,__text) external _posix_spawnattr_getflags
00007ff800393ad9 (__TEXT,__text) external _posix_spawnattr_getmacpolicyinfo_np
00007ff80039ecfe (__TEXT,__text) external _posix_spawnattr_getpcontrol_np
00007ff80039ec19 (__TEXT,__text) external _posix_spawnattr_getpgroup
00007ff80039ed18 (__TEXT,__text) external _posix_spawnattr_getprocesstype_np
00007ff80039ebff (__TEXT,__text) external _posix_spawnattr_getsigdefault
00007ff80039ec33 (__TEXT,__text) external _posix_spawnattr_getsigmask
00007ff8003939c1 (__TEXT,__text) external _posix_spawnattr_init
00007ff80039eef0 (__TEXT,__text) external _posix_spawnattr_set_alt_rosetta_np
00007ff80039ef27 (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_deadline_np
00007ff80039ef0c (__TEXT,__text) external _posix_spawnattr_set_crash_behavior_np
00007ff80039ef43 (__TEXT,__text) external _posix_spawnattr_set_crash_count_np
00007ff80039f4cd (__TEXT,__text) external _posix_spawnattr_set_csm_np
00007ff80039f347 (__TEXT,__text) external _posix_spawnattr_set_darwin_role_np
00007ff80039f78a (__TEXT,__text) external _posix_spawnattr_set_filedesclimit_ext
00007ff80039f577 (__TEXT,__text) external _posix_spawnattr_set_gid_np
00007ff80039f5f3 (__TEXT,__text) external _posix_spawnattr_set_groups_np
00007ff80039f14c (__TEXT,__text) external _posix_spawnattr_set_importancewatch_port_np
00007ff80039f7ab (__TEXT,__text) external _posix_spawnattr_set_jetsam_ttr_np
00007ff8003b6b08 (__TEXT,__const) non-external _posix_spawnattr_set_jetsam_ttr_np.relaunch_jetsam_flags
00007ff80039f832 (__TEXT,__text) external _posix_spawnattr_set_launch_type_np
00007ff80039f6b0 (__TEXT,__text) external _posix_spawnattr_set_login_np
00007ff80039f49b (__TEXT,__text) external _posix_spawnattr_set_max_addr_np
00007ff80039f423 (__TEXT,__text) external _posix_spawnattr_set_persona_gid_np
00007ff80039f44b (__TEXT,__text) external _posix_spawnattr_set_persona_groups_np
00007ff80039f37b (__TEXT,__text) external _posix_spawnattr_set_persona_np
00007ff80039f3fb (__TEXT,__text) external _posix_spawnattr_set_persona_uid_np
00007ff80039eebc (__TEXT,__text) external _posix_spawnattr_set_platform_np
00007ff80039f769 (__TEXT,__text) external _posix_spawnattr_set_portlimits_ext
00007ff80039f246 (__TEXT,__text) external _posix_spawnattr_set_ptrauth_task_port_np
00007ff80039f30c (__TEXT,__text) external _posix_spawnattr_set_qos_clamp_np
00007ff80039f1c9 (__TEXT,__text) external _posix_spawnattr_set_registered_ports_np
00007ff80039ee00 (__TEXT,__text) external _posix_spawnattr_set_subsystem_root_path_np
00007ff80039f134 (__TEXT,__text) external _posix_spawnattr_set_threadlimit_ext
00007ff80039f4fb (__TEXT,__text) external _posix_spawnattr_set_uid_np
00007ff80039ed4d (__TEXT,__text) external _posix_spawnattr_setarchpref_np
00007ff800397948 (__TEXT,__text) external _posix_spawnattr_setauditsessionport_np
00007ff800397e7a (__TEXT,__text) external _posix_spawnattr_setbinpref_np
00007ff80039f279 (__TEXT,__text) external _posix_spawnattr_setcoalition_np
00007ff80039f0f3 (__TEXT,__text) external _posix_spawnattr_setcpumonitor
00007ff800397d6b (__TEXT,__text) external _posix_spawnattr_setcpumonitor_default
00007ff800398550 (__TEXT,__text) external _posix_spawnattr_setexceptionports_np
00007ff800393ac0 (__TEXT,__text) external _posix_spawnattr_setflags
00007ff8003952e3 (__TEXT,__text) external _posix_spawnattr_setjetsam_ext
00007ff800393bad (__TEXT,__text) external _posix_spawnattr_setmacpolicyinfo_np
00007ff80039f4b4 (__TEXT,__text) external _posix_spawnattr_setnosmt_np
00007ff80039edd0 (__TEXT,__text) external _posix_spawnattr_setpcontrol_np
00007ff80039ed34 (__TEXT,__text) external _posix_spawnattr_setpgroup
00007ff80039ede8 (__TEXT,__text) external _posix_spawnattr_setprocesstype_np
00007ff800393aa6 (__TEXT,__text) external _posix_spawnattr_setsigdefault
00007ff800393a8c (__TEXT,__text) external _posix_spawnattr_setsigmask
00007ff800397d8c (__TEXT,__text) external _posix_spawnattr_setspecialport_np
00007ff80038fa38 (__TEXT,__text) external _pread
00007ff800399068 (__TEXT,__text) external _pread$NOCANCEL
00007ff800399b40 (__TEXT,__text) external _preadv
00007ff800399080 (__TEXT,__text) external _preadv$NOCANCEL
00007ff80039e6b0 (__TEXT,__text) non-external _prepare_times_array_and_attrs
00007ff80039dae2 (__TEXT,__text) external _proc_clear_cpulimits
00007ff80039dc88 (__TEXT,__text) external _proc_clear_delayidlesleep
00007ff80039d76c (__TEXT,__text) external _proc_clear_dirty
00007ff80039db95 (__TEXT,__text) external _proc_clear_vmpressure
00007ff80039d66c (__TEXT,__text) external _proc_current_thread_schedinfo
00007ff8003965ec (__TEXT,__text) external _proc_denap_assertion_begin_with_msg
00007ff8003966a4 (__TEXT,__text) external _proc_denap_assertion_complete
00007ff80039dcd5 (__TEXT,__text) external _proc_disable_apptype
00007ff800397684 (__TEXT,__text) external _proc_disable_cpumon
00007ff800396369 (__TEXT,__text) external _proc_disable_wakemon
00007ff80039db38 (__TEXT,__text) external _proc_donate_importance_boost
00007ff80039dd35 (__TEXT,__text) external _proc_enable_apptype
00007ff800396307 (__TEXT,__text) external _proc_get_cpumon_params
00007ff80039d70e (__TEXT,__text) external _proc_get_dirty
00007ff80039d9fb (__TEXT,__text) external _proc_get_wakemon_params
00007ff8003965f6 (__TEXT,__text) external _proc_importance_assertion_begin_with_msg
00007ff8003966ac (__TEXT,__text) external _proc_importance_assertion_complete
00007ff80039d5a1 (__TEXT,__text) external _proc_kmsgbuf
00007ff80039d6f5 (__TEXT,__text) external _proc_libversion
00007ff80039da53 (__TEXT,__text) external _proc_list_dynkqueueids
00007ff80039da3a (__TEXT,__text) external _proc_list_uptrs
00007ff80039d378 (__TEXT,__text) external _proc_listallpids
00007ff80039d3e2 (__TEXT,__text) external _proc_listchildpids
00007ff80039d419 (__TEXT,__text) external _proc_listcoalitions
00007ff80039d3ad (__TEXT,__text) external _proc_listpgrppids
00007ff8003965a5 (__TEXT,__text) external _proc_listpids
00007ff8003a47a2 (__TEXT,__text) external _proc_listpidspath
00007ff800393155 (__TEXT,__text) external _proc_name
00007ff80039476c (__TEXT,__text) external _proc_pid_rusage
00007ff80039d4da (__TEXT,__text) external _proc_piddynkqueueinfo
00007ff80039d491 (__TEXT,__text) external _proc_pidfdinfo
00007ff80039d4b6 (__TEXT,__text) external _proc_pidfileportinfo
00007ff80038f5f3 (__TEXT,__text) external _proc_pidinfo
00007ff8003944ac (__TEXT,__text) external _proc_pidoriginatorinfo
00007ff80038fbe4 (__TEXT,__text) external _proc_pidpath
00007ff80039d5cd (__TEXT,__text) external _proc_pidpath_audittoken
00007ff80039d517 (__TEXT,__text) external _proc_regionfilename
00007ff80039dad3 (__TEXT,__text) external _proc_reset_footprint_interval
00007ff80039d867 (__TEXT,__text) external _proc_resume_cpumon
00007ff800395208 (__TEXT,__text) external _proc_rlimit_control
00007ff800394720 (__TEXT,__text) external _proc_set_cpumon_defaults
00007ff8003946bd (__TEXT,__text) external _proc_set_cpumon_params
00007ff80039d89f (__TEXT,__text) external _proc_set_cpumon_params_fatal
00007ff80039de44 (__TEXT,__text) external _proc_set_csm
00007ff80039dc38 (__TEXT,__text) external _proc_set_delayidlesleep
00007ff800390e74 (__TEXT,__text) external _proc_set_dirty
00007ff80039dd98 (__TEXT,__text) external _proc_set_no_smt
00007ff80039dbeb (__TEXT,__text) external _proc_set_owner_vmpressure
00007ff8003963c4 (__TEXT,__text) external _proc_set_wakemon_defaults
00007ff80039d9d6 (__TEXT,__text) external _proc_set_wakemon_params
00007ff80039da6c (__TEXT,__text) external _proc_setcpu_percentage
00007ff800390242 (__TEXT,__text) external _proc_setpcontrol
00007ff80039d446 (__TEXT,__text) external _proc_setthread_cpupercent
00007ff80039def2 (__TEXT,__text) external _proc_setthread_csm
00007ff80039ddf0 (__TEXT,__text) external _proc_setthread_no_smt
00007ff80039dd95 (__TEXT,__text) external _proc_suppress
00007ff80039d7b6 (__TEXT,__text) external _proc_terminate
00007ff80039d811 (__TEXT,__text) external _proc_terminate_all_rsr
00007ff800399b58 (__TEXT,__text) external _proc_trace_log
00007ff800390e2a (__TEXT,__text) external _proc_track_dirty
00007ff80039d4ff (__TEXT,__text) external _proc_udata_info
00007ff800399b70 (__TEXT,__text) external _proc_uuid_policy
00007ff8003af086 (__TEXT,__text) external _processor_assign
00007ff8003aef4b (__TEXT,__text) external _processor_control
00007ff8003aecb0 (__TEXT,__text) external _processor_exit
00007ff8003af17f (__TEXT,__text) external _processor_get_assignment
00007ff8003aed7c (__TEXT,__text) external _processor_info
00007ff8003a8fb2 (__TEXT,__text) external _processor_set_create
00007ff8003a8eab (__TEXT,__text) external _processor_set_default
00007ff8003ae0e1 (__TEXT,__text) external _processor_set_destroy
00007ff8003ae915 (__TEXT,__text) external _processor_set_info
00007ff8003ae1ad (__TEXT,__text) external _processor_set_max_priority
00007ff8003ae693 (__TEXT,__text) external _processor_set_policy_control
00007ff8003ae378 (__TEXT,__text) external _processor_set_policy_disable
00007ff8003ae294 (__TEXT,__text) external _processor_set_policy_enable
00007ff8003ae7df (__TEXT,__text) external _processor_set_stack_usage
00007ff8003adf63 (__TEXT,__text) external _processor_set_statistics
00007ff8003ae45f (__TEXT,__text) external _processor_set_tasks
00007ff8003aeab2 (__TEXT,__text) external _processor_set_tasks_with_flavor
00007ff8003ae579 (__TEXT,__text) external _processor_set_threads
00007ff8003aebe4 (__TEXT,__text) external _processor_start
00007ff8003a2b19 (__TEXT,__text) external _pselect
00007ff8003947b2 (__TEXT,__text) external _pselect$1050
00007ff800393223 (__TEXT,__text) external _pselect$DARWIN_EXTSN
00007ff80039cd1a (__TEXT,__text) external _pselect$DARWIN_EXTSN$NOCANCEL
00007ff8003a2d13 (__TEXT,__text) external _pselect$NOCANCEL
00007ff80038fb9c (__TEXT,__text) external _pthread_getugid_np
00007ff800395e24 (__TEXT,__text) external _pthread_setugid_np
00007ff800395668 (__TEXT,__text) external _ptrace
00007ff800391098 (__TEXT,__text) external _pwrite
00007ff800399158 (__TEXT,__text) external _pwrite$NOCANCEL
00007ff800399b88 (__TEXT,__text) external _pwritev
00007ff800399170 (__TEXT,__text) external _pwritev$NOCANCEL
00007ff80039c9ef (__TEXT,__text) external _quota
00007ff800393368 (__TEXT,__text) external _quotactl
00007ff80038efdc (__TEXT,__text) external _read
00007ff80038fe6c (__TEXT,__text) external _read$NOCANCEL
00007ff8003901e8 (__TEXT,__text) external _readlink
00007ff800399ba0 (__TEXT,__text) external _readlinkat
00007ff800399bb8 (__TEXT,__text) external _readv
00007ff800399188 (__TEXT,__text) external _readv$NOCANCEL
