00007ff909a2241f (__TEXT,__text) non-external +[AMFI isAvailable]
00007ff94339b938 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._powerfulEntitlementsChecked
00007ff94339b8f8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._quarantineChecked
00007ff94339b930 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._resourceDirectorySlotChecked
00007ff94339b8e8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._signingID
00007ff94339b8c0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._signingInfo
00007ff94339b8b8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._staticCodeRef
00007ff94339b8e0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._teamID
00007ff94339b950 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._trashedMainExe
00007ff94339b9a0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_PolicyScanTarget._trashedURL
00007ff94339b928 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._triggeredByLibraryLoad
00007ff94339b870 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._url
00007ff94339b958 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._validationCategory
00007ff94339b840 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._volumePath
00007ff94339b820 (__DATA,__objc_ivar) external _OBJC_IVAR_$_PolicyScanTarget._volumeUUID
00007ff94339b588 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_ProvenanceEntry.bundleID
00007ff94339b580 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_ProvenanceEntry.cdhash
00007ff94339b558 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_ProvenanceEntry.flags
00007ff94339b560 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_ProvenanceEntry.rootID
00007ff94339b578 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_ProvenanceEntry.signingID
00007ff94339b570 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_ProvenanceEntry.teamID
00007ff94339b550 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_ProvenanceEntry.uniqueID
00007ff94339b568 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_ProvenanceEntry.url
00007ff94339ba10 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPBundleProtection._connection
00007ff94339ba08 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPBundleProtection._interface
00007ff94339ba38 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPDeveloperPolicy._connection
00007ff94339ba30 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPDeveloperPolicy._interface
00007ff94339b750 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._cdHash
00007ff94339b760 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._developerName
00007ff94339b730 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._execPath
00007ff94339b768 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._lastSeen
00007ff94339b738 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._mmapPath
00007ff94339b758 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._responsiblePath
00007ff94339b740 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._signingID
00007ff94339b748 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionHistoryItem._teamID
00007ff94339b7a8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPExecutionPolicy._connection
00007ff94339b7a0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPExecutionPolicy._interface
00007ff94339b7b0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPExecutionPolicy._lock
00007ff94339b7b8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPExecutionPolicy._progressBlock
00007ff94339b728 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._blockedReasonDescription
00007ff94339b708 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._cdHash
00007ff94339b6f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._itemPath
00007ff94339b720 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._knownMalware
00007ff94339b710 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._needsApproval
00007ff94339b718 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._needsOverride
00007ff94339b6f8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._signingID
00007ff94339b700 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPExecutionPolicyItem._teamID
00007ff94339b810 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPInstallationPolicy._connection
00007ff94339b808 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPInstallationPolicy._interface
00007ff94339b818 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPInstallationPolicy._requireDaemon
00007ff94339b778 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPKernelExtensionHistory._connection
00007ff94339b770 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPKernelExtensionHistory._interface
00007ff94339b7e8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.bundleID
00007ff94339b7f8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.cdHash
00007ff94339b7d8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.isCodeless
00007ff94339b7c8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.isDeprecated
00007ff94339b7c0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.isNotarized
00007ff94339b7d0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.isUnsupported
00007ff94339b800 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.lastUsed
00007ff94339b7e0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.path
00007ff94339b7f0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionHistoryItem.teamID
00007ff94339b790 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicy._connection
00007ff94339b780 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicy._currentPolicy
00007ff94339b788 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicy._interface
00007ff94339b798 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicy.currentUAKL
00007ff94339b5c8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem._originalAllowed
00007ff94339b5d0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.allowed
00007ff94339b5e8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.applicationName
00007ff94339b5f0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.applicationPath
00007ff94339b608 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.bundleIDs
00007ff94339b5f8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.developerName
00007ff94339b5e0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.isPendingUpgrade
00007ff94339b5d8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.rebootRequired
00007ff94339b600 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPKernelExtensionPolicyItem.teamID
00007ff94339b598 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPMalwareSampling._connection
00007ff94339b590 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPMalwareSampling._interface
00007ff94339b6b0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPMetrics._connection
00007ff94339b6a8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPMetrics._interface
00007ff94339b9f0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPMigrationScanner._allBundleURLs
00007ff94339b9e8 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPMigrationScanner._allKextURLs
00007ff94339b9e0 (__DATA,__objc_ivar) external _OBJC_IVAR_$_SPMigrationScanner._volumeRoot
00007ff94339b9c0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPProvenanceMetadata.bundleID
00007ff94339b9d8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPProvenanceMetadata.cdhash
00007ff94339b9b0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPProvenanceMetadata.rootID
00007ff94339b9d0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPProvenanceMetadata.signingID
00007ff94339b9c8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPProvenanceMetadata.teamID
00007ff94339b9a8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPProvenanceMetadata.uniqueID
00007ff94339b9b8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPProvenanceMetadata.url
00007ff94339b6a0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPProvenanceTracking._connection
00007ff94339b698 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPProvenanceTracking._interface
00007ff94339b5b0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPSamplingTasking.expiration
00007ff94339b5a8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPSamplingTasking.name
00007ff94339b5c0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPSamplingTasking.publicKey
00007ff94339b5b8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPSamplingTasking.samplingRate
00007ff94339b5a0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_SPSamplingTasking.uuid
00007ff94339b620 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._accessQueue
00007ff94339b630 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._bundle
00007ff94339b618 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._bundleUrl
00007ff94339b638 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._fileManager
00007ff94339b648 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._prepareBlock
00007ff94339b640 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._reloadBlock
00007ff94339b628 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._stagedBundle
00007ff94339b610 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_StagedBundleData._stagedUrl
00007ff94339b540 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_TrackingAttributes.flags
00007ff94339b548 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_TrackingAttributes.identifier
00007ff94339bc98 (__DATA,__objc_data) external _OBJC_METACLASS_$_AKELData
00007ff94339c2b0 (__DATA,__objc_data) external _OBJC_METACLASS_$_AMFI
00007ff94339be50 (__DATA,__objc_data) external _OBJC_METACLASS_$_AppWrapper
00007ff94339c3a0 (__DATA,__objc_data) external _OBJC_METACLASS_$_AppWrapperPolicy
00007ff94339c378 (__DATA,__objc_data) external _OBJC_METACLASS_$_AppWrapperPolicyResult
00007ff94339be28 (__DATA,__objc_data) external _OBJC_METACLASS_$_BundleData
00007ff94339c288 (__DATA,__objc_data) external _OBJC_METACLASS_$_GKScanResult
00007ff94339c0a8 (__DATA,__objc_data) external _OBJC_METACLASS_$_MIS
                 (undefined) external _OBJC_METACLASS_$_NSObject (from libobjc)
00007ff94339bd10 (__DATA,__objc_data) external _OBJC_METACLASS_$_PolicyCacheMeta
00007ff94339c198 (__DATA,__objc_data) external _OBJC_METACLASS_$_PolicyScanTarget
00007ff94339bb30 (__DATA,__objc_data) external _OBJC_METACLASS_$_ProvenanceEntry
00007ff94339c328 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPBundleProtection
00007ff94339c418 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPDeveloperPolicy
00007ff94339bf68 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPExecutionHistoryItem
00007ff94339c008 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPExecutionPolicy
00007ff94339bec8 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPExecutionPolicyItem
00007ff94339bce8 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPFilePolicy
00007ff94339c148 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPInstallationPolicy
00007ff94339bfb8 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionHistory
00007ff94339c058 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionHistoryItem
00007ff94339ba90 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionPolicy
00007ff94339bab8 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPKernelExtensionPolicyItem
00007ff94339bf18 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPLog
00007ff94339bba8 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPMalwareSampling
00007ff94339bdd8 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPMetrics
00007ff94339c0f8 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPMigration
00007ff94339c238 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPMigrationScanner
00007ff94339c1e8 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPProvenanceMetadata
00007ff94339bd88 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPProvenanceTracking
00007ff94339bbf8 (__DATA,__objc_data) external _OBJC_METACLASS_$_SPSamplingTasking
00007ff94339bc48 (__DATA,__objc_data) external _OBJC_METACLASS_$_StagedBundleData
00007ff94339bb08 (__DATA,__objc_data) external _OBJC_METACLASS_$_TrackingAttributes
00007ff940acc858 (__DATA_CONST,__const) external _SPErrorDomain
                 (undefined) external _SecCertificateCopyOrganization (from Security)
                 (undefined) external _SecCertificateCopyOrganizationalUnit (from Security)
                 (undefined) external _SecCertificateGetTypeID (from Security)
                 (undefined) external _SecCodeCopyPath (from Security)
                 (undefined) external _SecCodeCopySigningInformation (from Security)
                 (undefined) external _SecCodeSetDetachedSignature (from Security)
                 (undefined) external _SecCodeSignerAddSignature (from Security)
                 (undefined) external _SecCodeSignerCreate (from Security)
                 (undefined) external _SecCodeSpecialSlotIsPresent (from Security)
                 (undefined) external _SecRequirementCreateWithString (from Security)
                 (undefined) external _SecStaticCodeCancelValidation (from Security)
                 (undefined) external _SecStaticCodeCheckValidity (from Security)
                 (undefined) external _SecStaticCodeCreateWithPath (from Security)
                 (undefined) external _SecStaticCodeSetCallback (from Security)
                 (undefined) external _SecStaticCodeValidateResourceWithErrors (from Security)
00007ff909a27210 (__TEXT,__const) external _SystemPolicyVersionNumber
00007ff909a271e0 (__TEXT,__const) external _SystemPolicyVersionString
00007ff909a19adc (__TEXT,__text) external _URLisDirectory
00007ff909a223ac (__TEXT,__text) non-external (was a private external) __AMFIExecutionPreflight
00007ff909a25653 (__TEXT,__text) non-external __AMFIExecutionPreflight.cold.1
                 (undefined) external __Block_object_assign (from libSystem)
                 (undefined) external __Block_object_dispose (from libSystem)
                 (undefined) external __CFBundleCreateUnique (from CoreFoundation)
                 (undefined) external __NSConcreteGlobalBlock (from libSystem)
                 (undefined) external __NSConcreteStackBlock (from libSystem)
00007ff909a25a70 (__TEXT,__objc_methlist) non-external __OBJC_$_CATEGORY_CLASS_METHODS_NSData_$_Strings
00007ff909a25a88 (__TEXT,__objc_methlist) non-external __OBJC_$_CATEGORY_INSTANCE_METHODS_NSData_$_Strings
00007ff940ad19a8 (__DATA_CONST,__objc_const) non-external __OBJC_$_CATEGORY_NSData_$_Strings
00007ff909a25aa0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_AMFI
00007ff909a25ac0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_AppWrapper
00007ff909a25af0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_AppWrapperPolicy
00007ff909a25b10 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_GKScanResult
00007ff909a25b28 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_MIS
00007ff909a25ba0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPExecutionHistoryItem
00007ff909a25bc0 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPExecutionPolicyItem
00007ff909a25bd8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPFilePolicy
00007ff909a25bf8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPKernelExtensionHistoryItem
00007ff909a25c10 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPKernelExtensionPolicy
00007ff909a25c28 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPKernelExtensionPolicyItem
00007ff909a25c40 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPLog
00007ff909a25cb8 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPMigration
00007ff909a25d20 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPProvenanceMetadata
00007ff909a25d38 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SPSamplingTasking
00007ff940ad1a00 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_GKScanResult
00007ff940acf160 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_NSSecureCoding
00007ff940ad01c8 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPExecutionHistoryItem
00007ff940acfee8 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPExecutionPolicyItem
00007ff940ad0878 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPKernelExtensionHistoryItem
00007ff940acf350 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPKernelExtensionPolicyItem
00007ff940ad1670 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPProvenanceMetadata
00007ff940acf190 (__DATA_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_SPSamplingTasking
00007ff909a25d50 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_AKELData
00007ff909a25db8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_AppWrapperPolicyResult
00007ff909a25e08 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_BundleData
00007ff909a25eb8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_GKScanResult
00007ff909a25f18 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_PolicyCacheMeta
00007ff909a25fc0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_PolicyScanTarget
00007ff909a262c0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_ProvenanceEntry
00007ff909a263c8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPBundleProtection
00007ff909a26400 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPDeveloperPolicy
00007ff909a26480 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPExecutionHistoryItem
00007ff909a26528 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPExecutionPolicy(Gatekeeper)
00007ff909a26690 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPExecutionPolicyItem
00007ff909a26738 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPInstallationPolicy
00007ff909a26788 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionHistory
00007ff909a267c0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionHistoryItem
00007ff909a26870 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionPolicy(MDM)
00007ff909a26a08 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPKernelExtensionPolicyItem
00007ff909a26ae8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPMalwareSampling
00007ff909a26b30 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPMetrics
00007ff909a26b68 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPMigrationScanner
00007ff909a26bb8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPProvenanceMetadata
00007ff909a26ca8 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPProvenanceTracking
00007ff909a26d10 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_SPSamplingTasking
00007ff909a26dd0 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_StagedBundleData
00007ff909a26e20 (__TEXT,__objc_methlist) non-external __OBJC_$_INSTANCE_METHODS_TrackingAttributes
00007ff940acf7c0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_AKELData
00007ff940ad1cc8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_AppWrapperPolicyResult
00007ff940acfcb8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_BundleData
00007ff940ad1a60 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_GKScanResult
00007ff940acf948 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_PolicyCacheMeta
00007ff940ad0d40 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_PolicyScanTarget
00007ff940aced58 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_ProvenanceEntry
00007ff940ad1bf0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPBundleProtection
00007ff940ad1e88 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPDeveloperPolicy
00007ff940ad0228 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPExecutionHistoryItem
00007ff940ad0790 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPExecutionPolicy
00007ff940acff48 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPExecutionPolicyItem
00007ff940ad0c48 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPInstallationPolicy
00007ff940ad0450 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionHistory
00007ff940ad08d8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionHistoryItem
00007ff940ad05f8 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionPolicy
00007ff940acf3b0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPKernelExtensionPolicyItem
00007ff940acf0a0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPMalwareSampling
00007ff940acfbe0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPMetrics
00007ff940ad18c0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPMigrationScanner
00007ff940ad16d0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPProvenanceMetadata
00007ff940acfb08 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPProvenanceTracking
00007ff940acf1f0 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_SPSamplingTasking
00007ff940acf600 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_StagedBundleData
00007ff940acec58 (__DATA_CONST,__objc_const) non-external __OBJC_$_INSTANCE_VARIABLES_TrackingAttributes
00007ff940ad1d30 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_AppWrapperPolicyResult
00007ff940acfda0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_BundleData
00007ff940ad1aa8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_GKScanResult
00007ff940acfa10 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_PolicyCacheMeta
00007ff940ad1368 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_PolicyScanTarget
00007ff940acee60 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_ProvenanceEntry
00007ff940ad1ed0 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPDeveloperPolicy
00007ff940ad0330 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPExecutionHistoryItem
00007ff940ad0050 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPExecutionPolicyItem
00007ff940ad0a00 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPKernelExtensionHistoryItem
00007ff940ad0680 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPKernelExtensionPolicy
00007ff940acf4d8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPKernelExtensionPolicyItem
00007ff940ad1928 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPMigrationScanner
00007ff940ad17b8 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPProvenanceMetadata
00007ff940acf298 (__DATA_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SPSamplingTasking
