00007ffa17b0da80 (__TEXT,__text) external _ARMCompilationCallback
00007ffa18122ad0 (__TEXT,__text) external __ZN4llvm17ModulePassManager3runEPNS_6ModuleEPNS_21ModuleAnalysisManagerE
00007ffa17885ba0 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ObjectImageCommon19updateSymbolAddressERKNS_6object9SymbolRefEy
00007ffa17885bd0 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ObjectImageCommon20registerWithDebuggerEv
00007ffa17885b90 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ObjectImageCommon20updateSectionAddressERKNS_6object10SectionRefEy
00007ffa17885be0 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ObjectImageCommon22deregisterWithDebuggerEv
00007ffa178825c0 (__TEXT,__text) external __ZN4llvm17ObjectImageCommon6anchorEv
00007ffa17885aa0 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ObjectImageCommonD0Ev
00007ffa17885a50 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ObjectImageCommonD1Ev
00007ffa1810f260 (__TEXT,__text) external __ZN4llvm17PMTopLevelManager11setLastUserENS_8ArrayRefIPNS_4PassEEES3_
00007ffa1810fc40 (__TEXT,__text) external __ZN4llvm17PMTopLevelManager12schedulePassEPNS_4PassE
00007ffa1810fb10 (__TEXT,__text) external __ZN4llvm17PMTopLevelManager15collectLastUsesERNS_15SmallVectorImplIPNS_4PassEEES3_
00007ffa1810f940 (__TEXT,__text) external __ZN4llvm17PMTopLevelManager16findAnalysisPassEPKv
00007ffa1810f760 (__TEXT,__text) external __ZN4llvm17PMTopLevelManager17findAnalysisUsageEPNS_4PassE
00007ffa18111080 (__TEXT,__text) external __ZN4llvm17PMTopLevelManager25initializeAllAnalysisInfoEv
00007ffa1810f000 (__TEXT,__text) external __ZN4llvm17PMTopLevelManagerC2EPNS_13PMDataManagerE
00007ffa181115e0 (__TEXT,__text) external __ZN4llvm17PMTopLevelManagerD0Ev
00007ffa181115d0 (__TEXT,__text) external __ZN4llvm17PMTopLevelManagerD1Ev
00007ffa18111360 (__TEXT,__text) external __ZN4llvm17PMTopLevelManagerD2Ev
00007ffa177f4070 (__TEXT,__text) external __ZN4llvm17ParseAssemblyFileERKNSt3__112basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEERNS_12SMDiagnosticERNS_11LLVMContextE
00007ffa17fd86b0 (__TEXT,__text) non-external (was a private external) __ZN4llvm17PostDominatorTree13releaseMemoryEv
00007ffa17fd8520 (__TEXT,__text) external __ZN4llvm17PostDominatorTree13runOnFunctionERNS_8FunctionE
00007ffa437e0db4 (__DATA,__common) external __ZN4llvm17PostDominatorTree2IDE
00007ffa17fd85a0 (__TEXT,__text) external __ZN4llvm17PostDominatorTreeD0Ev
00007ffa17fd8570 (__TEXT,__text) external __ZN4llvm17PostDominatorTreeD1Ev
00007ffa17fd8540 (__TEXT,__text) external __ZN4llvm17PostDominatorTreeD2Ev
00007ffa41693860 (__DATA_CONST,__const) external __ZN4llvm17PostRASchedulerIDE
00007ffa17f139f0 (__TEXT,__text) non-external (was a private external) __ZN4llvm17PredIteratorCache8GetPredsEPNS_10BasicBlockE
00007ffa18122e20 (__TEXT,__text) non-external (was a private external) __ZN4llvm17PreservedAnalyses9intersectEOS0_
00007ffa180f2be0 (__TEXT,__text) external __ZN4llvm17PrintFunctionPass3runEPNS_8FunctionE
00007ffa180f2bc0 (__TEXT,__text) external __ZN4llvm17PrintFunctionPassC1ERNS_11raw_ostreamERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
00007ffa180f2b70 (__TEXT,__text) external __ZN4llvm17PrintFunctionPassC1Ev
00007ffa180f2ba0 (__TEXT,__text) external __ZN4llvm17PrintFunctionPassC2ERNS_11raw_ostreamERKNSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEE
00007ffa180f2b40 (__TEXT,__text) external __ZN4llvm17PrintFunctionPassC2Ev
00007ffa17d7ccc0 (__TEXT,__text) external __ZN4llvm17PseudoSourceValue12getJumpTableEv
00007ffa17d7cea0 (__TEXT,__text) external __ZN4llvm17PseudoSourceValue13getFixedStackEi
00007ffa17d7cd10 (__TEXT,__text) external __ZN4llvm17PseudoSourceValue15getConstantPoolEv
00007ffa17d7cc70 (__TEXT,__text) external __ZN4llvm17PseudoSourceValue6getGOTEv
00007ffa17d7cc20 (__TEXT,__text) external __ZN4llvm17PseudoSourceValue8getStackEv
00007ffa17d7cda0 (__TEXT,__text) external __ZN4llvm17PseudoSourceValueC1ENS_5Value7ValueTyE
00007ffa17d7cd60 (__TEXT,__text) external __ZN4llvm17PseudoSourceValueC2ENS_5Value7ValueTyE
00007ffa17d7d500 (__TEXT,__text) non-external (was a private external) __ZN4llvm17PseudoSourceValueD0Ev
00007ffa17d7d4f0 (__TEXT,__text) non-external (was a private external) __ZN4llvm17PseudoSourceValueD1Ev
00007ffa17d97770 (__TEXT,__text) external __ZN4llvm17RegisterClassInfo20runOnMachineFunctionERKNS_15MachineFunctionE
00007ffa17d97720 (__TEXT,__text) external __ZN4llvm17RegisterClassInfoC1Ev
00007ffa17d976d0 (__TEXT,__text) external __ZN4llvm17RegisterClassInfoC2Ev
00007ffa437e0b70 (__DATA,__common) external __ZN4llvm17RegisterScheduler8RegistryE
00007ffa17bd0430 (__TEXT,__text) non-external (was a private external) __ZN4llvm17RegisterSchedulerD1Ev
00007ffa17da89a0 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrs10exitRegionEv
00007ffa17dae380 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrs10fixupKillsEPNS_17MachineBasicBlockE
00007ffa17daa170 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrs10initSUnitsEv
00007ffa17da8950 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrs10startBlockEPNS_17MachineBasicBlockE
00007ffa17da8980 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrs11enterRegionEPNS_17MachineBasicBlockENS1_15bundle_iteratorINS_12MachineInstrENS_14ilist_iteratorIS4_EEEES7_j
00007ffa17da8960 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrs11finishBlockEv
00007ffa17da9470 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrs14addPhysRegDepsEPNS_5SUnitEj
00007ffa17da9dc0 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrs14addVRegDefDepsEPNS_5SUnitEj
00007ffa17da8da0 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrs14addVRegUseDepsEPNS_5SUnitEj
00007ffa17dae230 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrs14toggleKillFlagEPNS_12MachineInstrERNS_14MachineOperandE
00007ffa17daa840 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrs15buildSchedGraphEPNS_13AliasAnalysisEPNS_18RegPressureTrackerEPNS_13PressureDiffsE
00007ffa17cbfa00 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ScheduleDAGInstrs16finalizeScheduleEv
00007ffa17da9170 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrs18addPhysRegDataDepsEPNS_5SUnitEj
00007ffa17dae130 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrs18startBlockForKillsEPNS_17MachineBasicBlockE
00007ffa17da89b0 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrs19addSchedBarrierDepsEv
00007ffa17daa480 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ScheduleDAGInstrs8newSUnitEPNS_12MachineInstrE
00007ffa17da86e0 (__TEXT,__text) external __ZN4llvm17ScheduleDAGInstrsC2ERNS_15MachineFunctionERKNS_15MachineLoopInfoERKNS_20MachineDominatorTreeEbbPNS_13LiveIntervalsE
00007ffa1829e140 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ScheduleDAGInstrsD0Ev
00007ffa1829e130 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ScheduleDAGInstrsD1Ev
00007ffa17cbfc00 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ScheduleDAGInstrsD2Ev
00007ffa17d4d360 (__TEXT,__text) external __ZN4llvm17ScheduleDAGMILive10scheduleMIEPNS_5SUnitEb
00007ffa17d4c600 (__TEXT,__text) external __ZN4llvm17ScheduleDAGMILive11enterRegionEPNS_17MachineBasicBlockENS1_15bundle_iteratorINS_12MachineInstrENS_14ilist_iteratorIS4_EEEES7_j
00007ffa17d4c6b0 (__TEXT,__text) external __ZN4llvm17ScheduleDAGMILive15initRegPressureEv
00007ffa17d4d7d0 (__TEXT,__text) external __ZN4llvm17ScheduleDAGMILive16computeDFSResultEv
00007ffa17d4ca10 (__TEXT,__text) external __ZN4llvm17ScheduleDAGMILive19updatePressureDiffsENS_8ArrayRefIjEE
00007ffa17d4d290 (__TEXT,__text) external __ZN4llvm17ScheduleDAGMILive23buildDAGWithRegPressureEv
00007ffa17d4ceb0 (__TEXT,__text) external __ZN4llvm17ScheduleDAGMILive23updateScheduledPressureEPKNS_5SUnitERKNSt3__16vectorIjNS4_9allocatorIjEEEE
00007ffa17d4d970 (__TEXT,__text) external __ZN4llvm17ScheduleDAGMILive25computeCyclicCriticalPathEv
00007ffa17d4cff0 (__TEXT,__text) external __ZN4llvm17ScheduleDAGMILive8scheduleEv
00007ffa17d53a60 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ScheduleDAGMILiveC2EPNS_19MachineSchedContextEPNS_20MachineSchedStrategyE
00007ffa17d4c5e0 (__TEXT,__text) external __ZN4llvm17ScheduleDAGMILiveD0Ev
00007ffa17d4c5d0 (__TEXT,__text) external __ZN4llvm17ScheduleDAGMILiveD1Ev
00007ffa17d4c3d0 (__TEXT,__text) external __ZN4llvm17ScheduleDAGMILiveD2Ev
00007ffa180fed40 (__TEXT,__text) external __ZN4llvm17ShuffleVectorInst12getMaskValueEPNS_8ConstantEj
00007ffa180fed90 (__TEXT,__text) external __ZN4llvm17ShuffleVectorInst14getShuffleMaskEPNS_8ConstantERNS_15SmallVectorImplIiEE
00007ffa180feb90 (__TEXT,__text) external __ZN4llvm17ShuffleVectorInst15isValidOperandsEPKNS_5ValueES3_S3_
00007ffa180feb80 (__TEXT,__text) external __ZN4llvm17ShuffleVectorInstC1EPNS_5ValueES2_S2_RKNS_5TwineEPNS_10BasicBlockE
00007ffa180fe9a0 (__TEXT,__text) external __ZN4llvm17ShuffleVectorInstC1EPNS_5ValueES2_S2_RKNS_5TwineEPNS_11InstructionE
00007ffa180fe9b0 (__TEXT,__text) external __ZN4llvm17ShuffleVectorInstC2EPNS_5ValueES2_S2_RKNS_5TwineEPNS_10BasicBlockE
00007ffa180fe7d0 (__TEXT,__text) external __ZN4llvm17ShuffleVectorInstC2EPNS_5ValueES2_S2_RKNS_5TwineEPNS_11InstructionE
00007ffa18109210 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ShuffleVectorInstD0Ev
00007ffa18109200 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ShuffleVectorInstD1Ev
00007ffa17fa9010 (__TEXT,__text) external __ZN4llvm17SimplifyTruncInstEPNS_5ValueEPNS_4TypeEPKNS_10DataLayoutEPKNS_17TargetLibraryInfoEPKNS_13DominatorTreeE
00007ffa17efb910 (__TEXT,__text) external __ZN4llvm17SplitCriticalEdgeEPNS_14TerminatorInstEjPNS_4PassEbbb
00007ffa181f47f0 (__TEXT,__text) external __ZN4llvm17SubtargetFeatures10AddFeatureENS_9StringRefEb
00007ffa181f4c90 (__TEXT,__text) external __ZN4llvm17SubtargetFeatures13ToggleFeatureEyNS_9StringRefEPKNS_18SubtargetFeatureKVEm
00007ffa181f5130 (__TEXT,__text) external __ZN4llvm17SubtargetFeatures14getFeatureBitsENS_9StringRefEPKNS_18SubtargetFeatureKVEmS4_m
00007ffa181f5c40 (__TEXT,__text) external __ZN4llvm17SubtargetFeatures27getDefaultSubtargetFeaturesERKNS_6TripleE
00007ffa181f4b90 (__TEXT,__text) external __ZN4llvm17SubtargetFeaturesC1ENS_9StringRefE
00007ffa181f4960 (__TEXT,__text) external __ZN4llvm17SubtargetFeaturesC2ENS_9StringRefE
00007ffa437dfde0 (__DATA,__data) external __ZN4llvm17TargetLibraryInfo13StandardNamesE
00007ffa180377a0 (__TEXT,__text) external __ZN4llvm17TargetLibraryInfo19disableAllFunctionsEv
00007ffa18037950 (__TEXT,__text) non-external (was a private external) __ZN4llvm17TargetLibraryInfo20setAvailableWithNameENS_7LibFunc4FuncENS_9StringRefE
00007ffa437e0db9 (__DATA,__common) external __ZN4llvm17TargetLibraryInfo2IDE
00007ffa18036e50 (__TEXT,__text) external __ZN4llvm17TargetLibraryInfo6anchorEv
00007ffa18037540 (__TEXT,__text) external __ZN4llvm17TargetLibraryInfoC1ERKNS_6TripleE
00007ffa18037620 (__TEXT,__text) external __ZN4llvm17TargetLibraryInfoC1ERKS0_
00007ffa18037450 (__TEXT,__text) external __ZN4llvm17TargetLibraryInfoC1Ev
00007ffa180374e0 (__TEXT,__text) external __ZN4llvm17TargetLibraryInfoC2ERKNS_6TripleE
00007ffa180375a0 (__TEXT,__text) external __ZN4llvm17TargetLibraryInfoC2ERKS0_
00007ffa18036e60 (__TEXT,__text) external __ZN4llvm17TargetLibraryInfoC2Ev
00007ffa18037830 (__TEXT,__text) non-external (was a private external) __ZN4llvm17TargetLibraryInfoD0Ev
00007ffa180377c0 (__TEXT,__text) non-external (was a private external) __ZN4llvm17TargetLibraryInfoD1Ev
00007ffa1810c0b0 (__TEXT,__text) external __ZN4llvm17UnaryConstantExpr6anchorEv
00007ffa1810c190 (__TEXT,__text) non-external (was a private external) __ZN4llvm17UnaryConstantExprD0Ev
00007ffa1810c150 (__TEXT,__text) non-external (was a private external) __ZN4llvm17UnaryConstantExprD1Ev
00007ffa17f53320 (__TEXT,__text) external __ZN4llvm17ValueMaterializer6anchorEv
00007ffa1829e1c0 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ValueMaterializerD0Ev
00007ffa1829e1b0 (__TEXT,__text) non-external (was a private external) __ZN4llvm17ValueMaterializerD1Ev
00007ffa41695900 (__DATA_CONST,__const) external __ZN4llvm17VirtRegRewriterIDE
00007ffa1798fc10 (__TEXT,__text) external __ZN4llvm17X86ATTInstPrinter10printAVXCCEPKNS_6MCInstEjRNS_11raw_ostreamE
00007ffa1798f840 (__TEXT,__text) external __ZN4llvm17X86ATTInstPrinter10printSSECCEPKNS_6MCInstEjRNS_11raw_ostreamE
00007ffa1798f4b0 (__TEXT,__text) external __ZN4llvm17X86ATTInstPrinter12printOperandEPKNS_6MCInstEjRNS_11raw_ostreamE
00007ffa1798f780 (__TEXT,__text) external __ZN4llvm17X86ATTInstPrinter13printPCRelImmEPKNS_6MCInstEjRNS_11raw_ostreamE
00007ffa17990cd0 (__TEXT,__text) external __ZN4llvm17X86ATTInstPrinter14printMemOffsetEPKNS_6MCInstEjRNS_11raw_ostreamE
00007ffa179904b0 (__TEXT,__text) external __ZN4llvm17X86ATTInstPrinter15getRegisterNameEj
00007ffa179904d0 (__TEXT,__text) external __ZN4llvm17X86ATTInstPrinter15printAliasInstrEPKNS_6MCInstERNS_11raw_ostreamE
00007ffa1798dfa0 (__TEXT,__text) external __ZN4llvm17X86ATTInstPrinter16printInstructionEPKNS_6MCInstERNS_11raw_ostreamE
00007ffa17990900 (__TEXT,__text) external __ZN4llvm17X86ATTInstPrinter17printMemReferenceEPKNS_6MCInstEjRNS_11raw_ostreamE
00007ffa17990380 (__TEXT,__text) external __ZN4llvm17X86ATTInstPrinter20printRoundingControlEPKNS_6MCInstEjRNS_11raw_ostreamE
00007ffa17990820 (__TEXT,__text) external __ZN4llvm17X86ATTInstPrinter9printInstEPKNS_6MCInstERNS_11raw_ostreamENS_9StringRefE
00007ffa17990e40 (__TEXT,__text) non-external (was a private external) __ZN4llvm17X86ATTInstPrinterD0Ev
00007ffa17990e30 (__TEXT,__text) non-external (was a private external) __ZN4llvm17X86ATTInstPrinterD1Ev
00007ffa184e6a70 (__TEXT,__const) external __ZN4llvm17X86SubRegIdxListsE
00007ffa17904d30 (__TEXT,__text) external __ZN4llvm17X86TargetLowering21resetOperationActionsEv
00007ffa17904d20 (__TEXT,__text) external __ZN4llvm17X86TargetLoweringC1ERNS_16X86TargetMachineE
00007ffa17904b20 (__TEXT,__text) external __ZN4llvm17X86TargetLoweringC2ERNS_16X86TargetMachineE
00007ffa1795df40 (__TEXT,__text) non-external (was a private external) __ZN4llvm17X86TargetLoweringD0Ev
00007ffa1795deb0 (__TEXT,__text) non-external (was a private external) __ZN4llvm17X86TargetLoweringD1Ev
00007ffa181b46f0 (__TEXT,__text) external __ZN4llvm17createAsmStreamerERNS_9MCContextERNS_21formatted_raw_ostreamEbbbPNS_13MCInstPrinterEPNS_13MCCodeEmitterEPNS_12MCAsmBackendEb
00007ffa177b2a70 (__TEXT,__text) external __ZN4llvm17createDebugIRPassEbbNS_9StringRefES0_
00007ffa177b2ae0 (__TEXT,__text) external __ZN4llvm17createDebugIRPassEv
00007ffa17cc0a80 (__TEXT,__text) external __ZN4llvm17createDwarfEHPassEPKNS_13TargetMachineE
00007ffa181cbd70 (__TEXT,__text) external __ZN4llvm17createELFStreamerERNS_9MCContextERNS_12MCAsmBackendERNS_11raw_ostreamEPNS_13MCCodeEmitterEbb
00007ffa17fa0da0 (__TEXT,__text) external __ZN4llvm17createIVUsersPassEv
00007ffa18164010 (__TEXT,__text) external __ZN4llvm17createMCAsmParserERNS_9SourceMgrERNS_9MCContextERNS_10MCStreamerERKNS_9MCAsmInfoE
00007ffa17fd85f0 (__TEXT,__text) external __ZN4llvm17createPostDomTreeEv
00007ffa17827c40 (__TEXT,__text) external __ZN4llvm17createPruneEHPassEv
00007ffa17e87c60 (__TEXT,__text) external __ZN4llvm17createSinkingPassEv
00007ffa1803b570 (__TEXT,__text) external __ZN4llvm17createSlotTrackerEPKNS_6ModuleE
00007ffa17fc8cd0 (__TEXT,__text) external __ZN4llvm17extractCallocCallEPKNS_5ValueEPKNS_17TargetLibraryInfoE
00007ffa17fc89a0 (__TEXT,__text) external __ZN4llvm17extractMallocCallEPKNS_5ValueEPKNS_17TargetLibraryInfoE
00007ffa1807d190 (__TEXT,__text) external __ZN4llvm17getEntireVariableENS_10DIVariableE
00007ffa17a85700 (__TEXT,__text) external __ZN4llvm17getInstrPredicateEPKNS_12MachineInstrERj
00007ffa17cb1610 (__TEXT,__text) external __ZN4llvm17initializeCodeGenERNS_12PassRegistryE
00007ffa17802b40 (__TEXT,__text) external __ZN4llvm17initializeDAEPassERNS_12PassRegistryE
00007ffa17802c00 (__TEXT,__text) external __ZN4llvm17initializeDAHPassERNS_12PassRegistryE
00007ffa17df6be0 (__TEXT,__text) external __ZN4llvm17initializeDCEPassERNS_12PassRegistryE
00007ffa17df72a0 (__TEXT,__text) external __ZN4llvm17initializeDSEPassERNS_12PassRegistryE
00007ffa17e045b0 (__TEXT,__text) external __ZN4llvm17initializeGVNPassERNS_12PassRegistryE
00007ffa17d79d80 (__TEXT,__text) external __ZN4llvm17initializePEIPassERNS_12PassRegistryE
00007ffa17f66210 (__TEXT,__text) external __ZN4llvm17isNoAliasArgumentEPKNS_5ValueE
00007ffa17a80d80 (__TEXT,__text) non-external (was a private external) __ZN4llvm17isV8EligibleForITINS_12MachineInstrEEEbPT_i
00007ffa1815b3c0 (__TEXT,__text) non-external (was a private external) __ZN4llvm17isV8EligibleForITINS_6MCInstEEEbPT_i
00007ffa17db1700 (__TEXT,__text) external __ZN4llvm17linkShadowStackGCEv
00007ffa17f47e90 (__TEXT,__text) external __ZN4llvm17simplifyUsersOfIVEPNS_7PHINodeEPNS_15ScalarEvolutionEPNS_13LPPassManagerERNS_15SmallVectorImplINS_6WeakVHEEEPNS_9IVVisitorE
00007ffa179c8ee0 (__TEXT,__text) non-external (was a private external) __ZN4llvm18ARM64FrameLoweringD0Ev
00007ffa179c8ed0 (__TEXT,__text) non-external (was a private external) __ZN4llvm18ARM64FrameLoweringD1Ev
00007ffa18568b30 (__TEXT,__const) external __ZN4llvm18ARM64InstrNameDataE
00007ffa17a04290 (__TEXT,__text) external __ZN4llvm18ARM64TargetMachine16createPassConfigERNS_6legacy15PassManagerBaseE
00007ffa17a04250 (__TEXT,__text) external __ZN4llvm18ARM64TargetMachine17addAnalysisPassesERNS_6legacy15PassManagerBaseE
00007ffa17a04240 (__TEXT,__text) external __ZN4llvm18ARM64TargetMachineC1ERKNS_6TargetENS_9StringRefES4_S4_RKNS_13TargetOptionsENS_5Reloc5ModelENS_9CodeModel5ModelENS_10CodeGenOpt5LevelE
00007ffa17a03e10 (__TEXT,__text) external __ZN4llvm18ARM64TargetMachineC2ERKNS_6TargetENS_9StringRefES4_S4_RKNS_13TargetOptionsENS_5Reloc5ModelENS_9CodeModel5ModelENS_10CodeGenOpt5LevelE
00007ffa17a042f0 (__TEXT,__text) non-external (was a private external) __ZN4llvm18ARM64TargetMachineD0Ev
00007ffa17a042e0 (__TEXT,__text) non-external (was a private external) __ZN4llvm18ARM64TargetMachineD1Ev
00007ffa17a04680 (__TEXT,__text) non-external (was a private external) __ZN4llvm18ARM64TargetMachineD2Ev
00007ffa17aa0d00 (__TEXT,__text) external __ZN4llvm18ARMConstantPoolMBB12hasSameValueEPNS_20ARMConstantPoolValueE
00007ffa17aa0d40 (__TEXT,__text) external __ZN4llvm18ARMConstantPoolMBB20addSelectionDAGCSEIdERNS_16FoldingSetNodeIDE
00007ffa17aa0c70 (__TEXT,__text) external __ZN4llvm18ARMConstantPoolMBB25getExistingMachineCPValueEPNS_19MachineConstantPoolEj
00007ffa17aa0c00 (__TEXT,__text) external __ZN4llvm18ARMConstantPoolMBB6CreateERNS_11LLVMContextEPKNS_17MachineBasicBlockEjh
00007ffa17aa0ba0 (__TEXT,__text) external __ZN4llvm18ARMConstantPoolMBBC1ERNS_11LLVMContextEPKNS_17MachineBasicBlockEjhNS_5ARMCP13ARMCPModifierEb
00007ffa17aa0b40 (__TEXT,__text) external __ZN4llvm18ARMConstantPoolMBBC2ERNS_11LLVMContextEPKNS_17MachineBasicBlockEjhNS_5ARMCP13ARMCPModifierEb
00007ffa17aa0e80 (__TEXT,__text) non-external (was a private external) __ZN4llvm18ARMConstantPoolMBBD0Ev
00007ffa17aa0e70 (__TEXT,__text) non-external (was a private external) __ZN4llvm18ARMConstantPoolMBBD1Ev
00007ffa18618940 (__TEXT,__const) external __ZN4llvm18ARMForwardingPathsE
00007ffa17a8d290 (__TEXT,__text) external __ZN4llvm18ARMGenRegisterInfoC2Ejjjj
00007ffa1829ded0 (__TEXT,__text) non-external (was a private external) __ZN4llvm18ARMGenRegisterInfoD0Ev
00007ffa1829dec0 (__TEXT,__text) non-external (was a private external) __ZN4llvm18ARMGenRegisterInfoD1Ev
00007ffa18184d90 (__TEXT,__text) external __ZN4llvm18ARMMCAsmInfoDarwin6anchorEv
00007ffa18184e10 (__TEXT,__text) external __ZN4llvm18ARMMCAsmInfoDarwinC1Ev
00007ffa18184da0 (__TEXT,__text) external __ZN4llvm18ARMMCAsmInfoDarwinC2Ev
00007ffa18184fa0 (__TEXT,__text) non-external (was a private external) __ZN4llvm18ARMMCAsmInfoDarwinD0Ev
00007ffa18184f90 (__TEXT,__text) non-external (was a private external) __ZN4llvm18ARMMCAsmInfoDarwinD1Ev
00007ffa185ff060 (__TEXT,__const) external __ZN4llvm18ARMSubRegIdxRangesE
00007ffa18049c20 (__TEXT,__text) external __ZN4llvm18AlignAttributeImpl6anchorEv
00007ffa1804dc70 (__TEXT,__text) non-external (was a private external) __ZN4llvm18AlignAttributeImplD0Ev
00007ffa1804dc60 (__TEXT,__text) non-external (was a private external) __ZN4llvm18AlignAttributeImplD1Ev
00007ffa1810c0c0 (__TEXT,__text) external __ZN4llvm18BinaryConstantExpr6anchorEv
00007ffa18067bf0 (__TEXT,__text) non-external (was a private external) __ZN4llvm18BinaryConstantExprC2EjPNS_8ConstantES2_j
00007ffa1810c220 (__TEXT,__text) non-external (was a private external) __ZN4llvm18BinaryConstantExprD0Ev
00007ffa1810c1e0 (__TEXT,__text) non-external (was a private external) __ZN4llvm18BinaryConstantExprD1Ev
00007ffa17f75740 (__TEXT,__text) non-external (was a private external) __ZN4llvm18BlockFrequencyImplINS_10BasicBlockENS_8FunctionENS_21BranchProbabilityInfoEE10doFunctionEPS2_PS3_
00007ffa17f76df0 (__TEXT,__text) non-external (was a private external) __ZN4llvm18BlockFrequencyImplINS_10BasicBlockENS_8FunctionENS_21BranchProbabilityInfoEE6doLoopEPS1_S5_
00007ffa17f77330 (__TEXT,__text) non-external (was a private external) __ZN4llvm18BlockFrequencyImplINS_10BasicBlockENS_8FunctionENS_21BranchProbabilityInfoEE7doBlockEPS1_S5_RNS_11SmallPtrSetIS5_Lj8EEE
00007ffa17d0ebe0 (__TEXT,__text) non-external (was a private external) __ZN4llvm18BlockFrequencyImplINS_17MachineBasicBlockENS_15MachineFunctionENS_28MachineBranchProbabilityInfoEE10doFunctionEPS2_PS3_
00007ffa17d0fa60 (__TEXT,__text) non-external (was a private external) __ZN4llvm18BlockFrequencyImplINS_17MachineBasicBlockENS_15MachineFunctionENS_28MachineBranchProbabilityInfoEE6doLoopEPS1_S5_
00007ffa17d0ff80 (__TEXT,__text) non-external (was a private external) __ZN4llvm18BlockFrequencyImplINS_17MachineBasicBlockENS_15MachineFunctionENS_28MachineBranchProbabilityInfoEE7doBlockEPS1_S5_RNS_11SmallPtrSetIS5_Lj8EEE
00007ffa17f75cc0 (__TEXT,__text) external __ZN4llvm18BlockFrequencyInfo13releaseMemoryEv
00007ffa17f75680 (__TEXT,__text) external __ZN4llvm18BlockFrequencyInfo13runOnFunctionERNS_8FunctionE
00007ffa437e0da9 (__DATA,__common) external __ZN4llvm18BlockFrequencyInfo2IDE
00007ffa17f754c0 (__TEXT,__text) external __ZN4llvm18BlockFrequencyInfoC1Ev
00007ffa17f75480 (__TEXT,__text) external __ZN4llvm18BlockFrequencyInfoC2Ev
00007ffa17f755e0 (__TEXT,__text) external __ZN4llvm18BlockFrequencyInfoD0Ev
00007ffa17f75570 (__TEXT,__text) external __ZN4llvm18BlockFrequencyInfoD1Ev
00007ffa17f75500 (__TEXT,__text) external __ZN4llvm18BlockFrequencyInfoD2Ev
00007ffa41690320 (__DATA_CONST,__const) external __ZN4llvm18BranchFolderPassIDE
00007ffa17ca5500 (__TEXT,__text) external __ZN4llvm18ComputeLinearIndexEPNS_4TypeEPKjS3_j
00007ffa18032cc0 (__TEXT,__text) external __ZN4llvm18ComputeNumSignBitsEPNS_5ValueEPKNS_10DataLayoutEj
00007ffa1805cc60 (__TEXT,__text) external __ZN4llvm18ConstantDataVector3getERNS_11LLVMContextENS_8ArrayRefIdEE
00007ffa1805cc20 (__TEXT,__text) external __ZN4llvm18ConstantDataVector3getERNS_11LLVMContextENS_8ArrayRefIfEE
00007ffa1805cb40 (__TEXT,__text) external __ZN4llvm18ConstantDataVector3getERNS_11LLVMContextENS_8ArrayRefIhEE
00007ffa1805cba0 (__TEXT,__text) external __ZN4llvm18ConstantDataVector3getERNS_11LLVMContextENS_8ArrayRefIjEE
00007ffa1805cb70 (__TEXT,__text) external __ZN4llvm18ConstantDataVector3getERNS_11LLVMContextENS_8ArrayRefItEE
00007ffa1805cbe0 (__TEXT,__text) external __ZN4llvm18ConstantDataVector3getERNS_11LLVMContextENS_8ArrayRefIyEE
00007ffa18061320 (__TEXT,__text) external __ZN4llvm18ConstantDataVector6anchorEv
00007ffa1805cdd0 (__TEXT,__text) external __ZN4llvm18ConstantDataVector8getSplatEjPNS_8ConstantE
