00000001dd517f04 (__TEXT,__text) external _CGLGetCurrentContext
00000001dd516aec (__TEXT,__text) external _glSecondaryColor3fvEXT
00000001dd5119d4 (__TEXT,__text) external _glSecondaryColor3i
00000001dd516b04 (__TEXT,__text) external _glSecondaryColor3iEXT
00000001dd5119f4 (__TEXT,__text) external _glSecondaryColor3iv
00000001dd516b24 (__TEXT,__text) external _glSecondaryColor3ivEXT
00000001dd511a0c (__TEXT,__text) external _glSecondaryColor3s
00000001dd516b3c (__TEXT,__text) external _glSecondaryColor3sEXT
00000001dd511a2c (__TEXT,__text) external _glSecondaryColor3sv
00000001dd516b5c (__TEXT,__text) external _glSecondaryColor3svEXT
00000001dd511a44 (__TEXT,__text) external _glSecondaryColor3ub
00000001dd516b74 (__TEXT,__text) external _glSecondaryColor3ubEXT
00000001dd511a64 (__TEXT,__text) external _glSecondaryColor3ubv
00000001dd516b94 (__TEXT,__text) external _glSecondaryColor3ubvEXT
00000001dd511a7c (__TEXT,__text) external _glSecondaryColor3ui
00000001dd516bac (__TEXT,__text) external _glSecondaryColor3uiEXT
00000001dd511a9c (__TEXT,__text) external _glSecondaryColor3uiv
00000001dd516bcc (__TEXT,__text) external _glSecondaryColor3uivEXT
00000001dd511ab4 (__TEXT,__text) external _glSecondaryColor3us
00000001dd516be4 (__TEXT,__text) external _glSecondaryColor3usEXT
00000001dd511ad4 (__TEXT,__text) external _glSecondaryColor3usv
00000001dd516c04 (__TEXT,__text) external _glSecondaryColor3usvEXT
00000001dd511aec (__TEXT,__text) external _glSecondaryColorPointer
00000001dd516c1c (__TEXT,__text) external _glSecondaryColorPointerEXT
00000001dd510338 (__TEXT,__text) external _glSelectBuffer
00000001dd51110c (__TEXT,__text) external _glSeparableFilter2D
00000001dd517a24 (__TEXT,__text) external _glSetFenceAPPLE
00000001dd510354 (__TEXT,__text) external _glShadeModel
00000001dd5143b4 (__TEXT,__text) external _glShaderBinary
00000001dd5124fc (__TEXT,__text) external _glShaderSource
00000001dd516208 (__TEXT,__text) external _glShaderSourceARB
00000001dd51036c (__TEXT,__text) external _glStencilFunc
00000001dd512a68 (__TEXT,__text) external _glStencilFuncSeparate
00000001dd517df0 (__TEXT,__text) external _glStencilFuncSeparateATI
00000001dd51038c (__TEXT,__text) external _glStencilMask
00000001dd512ab0 (__TEXT,__text) external _glStencilMaskSeparate
00000001dd5103a4 (__TEXT,__text) external _glStencilOp
00000001dd512a8c (__TEXT,__text) external _glStencilOpSeparate
00000001dd517dcc (__TEXT,__text) external _glStencilOpSeparateATI
00000001dd517c54 (__TEXT,__text) external _glSwapAPPLE
00000001dd517a54 (__TEXT,__text) external _glTestFenceAPPLE
00000001dd517a84 (__TEXT,__text) external _glTestObjectAPPLE
00000001dd5137b0 (__TEXT,__text) external _glTexBuffer
00000001dd5103c4 (__TEXT,__text) external _glTexCoord1d
00000001dd5103d8 (__TEXT,__text) external _glTexCoord1dv
00000001dd5103f0 (__TEXT,__text) external _glTexCoord1f
00000001dd510404 (__TEXT,__text) external _glTexCoord1fv
00000001dd51041c (__TEXT,__text) external _glTexCoord1i
00000001dd510434 (__TEXT,__text) external _glTexCoord1iv
00000001dd51044c (__TEXT,__text) external _glTexCoord1s
00000001dd510464 (__TEXT,__text) external _glTexCoord1sv
00000001dd51047c (__TEXT,__text) external _glTexCoord2d
00000001dd510490 (__TEXT,__text) external _glTexCoord2dv
00000001dd5104a8 (__TEXT,__text) external _glTexCoord2f
00000001dd5104bc (__TEXT,__text) external _glTexCoord2fv
00000001dd5104d4 (__TEXT,__text) external _glTexCoord2i
00000001dd5104f0 (__TEXT,__text) external _glTexCoord2iv
00000001dd510508 (__TEXT,__text) external _glTexCoord2s
00000001dd510524 (__TEXT,__text) external _glTexCoord2sv
00000001dd51053c (__TEXT,__text) external _glTexCoord3d
00000001dd510550 (__TEXT,__text) external _glTexCoord3dv
00000001dd510568 (__TEXT,__text) external _glTexCoord3f
00000001dd51057c (__TEXT,__text) external _glTexCoord3fv
00000001dd510594 (__TEXT,__text) external _glTexCoord3i
00000001dd5105b4 (__TEXT,__text) external _glTexCoord3iv
00000001dd5105cc (__TEXT,__text) external _glTexCoord3s
00000001dd5105ec (__TEXT,__text) external _glTexCoord3sv
00000001dd510604 (__TEXT,__text) external _glTexCoord4d
00000001dd510618 (__TEXT,__text) external _glTexCoord4dv
00000001dd510630 (__TEXT,__text) external _glTexCoord4f
00000001dd510644 (__TEXT,__text) external _glTexCoord4fv
00000001dd51065c (__TEXT,__text) external _glTexCoord4i
00000001dd510680 (__TEXT,__text) external _glTexCoord4iv
00000001dd510698 (__TEXT,__text) external _glTexCoord4s
00000001dd5106bc (__TEXT,__text) external _glTexCoord4sv
00000001dd5106d4 (__TEXT,__text) external _glTexCoordPointer
00000001dd5106f8 (__TEXT,__text) external _glTexEnvf
00000001dd510714 (__TEXT,__text) external _glTexEnvfv
00000001dd510734 (__TEXT,__text) external _glTexEnvi
00000001dd510754 (__TEXT,__text) external _glTexEnviv
00000001dd510774 (__TEXT,__text) external _glTexGend
00000001dd510790 (__TEXT,__text) external _glTexGendv
00000001dd5107b0 (__TEXT,__text) external _glTexGenf
00000001dd5107cc (__TEXT,__text) external _glTexGenfv
00000001dd5107ec (__TEXT,__text) external _glTexGeni
00000001dd51080c (__TEXT,__text) external _glTexGeniv
00000001dd51082c (__TEXT,__text) external _glTexImage1D
00000001dd510880 (__TEXT,__text) external _glTexImage2D
00000001dd513980 (__TEXT,__text) external _glTexImage2DMultisample
00000001dd510d04 (__TEXT,__text) external _glTexImage3D
00000001dd5139ac (__TEXT,__text) external _glTexImage3DMultisample
00000001dd513524 (__TEXT,__text) external _glTexParameterIiv
00000001dd5176bc (__TEXT,__text) external _glTexParameterIivEXT
00000001dd513544 (__TEXT,__text) external _glTexParameterIuiv
00000001dd5176dc (__TEXT,__text) external _glTexParameterIuivEXT
00000001dd5108dc (__TEXT,__text) external _glTexParameterf
00000001dd5108f8 (__TEXT,__text) external _glTexParameterfv
00000001dd510918 (__TEXT,__text) external _glTexParameteri
00000001dd510938 (__TEXT,__text) external _glTexParameteriv
00000001dd5168e4 (__TEXT,__text) external _glTexStorage1D
00000001dd516908 (__TEXT,__text) external _glTexStorage2D
00000001dd516930 (__TEXT,__text) external _glTexStorage3D
00000001dd510958 (__TEXT,__text) external _glTexSubImage1D
00000001dd510988 (__TEXT,__text) external _glTexSubImage2D
00000001dd510d48 (__TEXT,__text) external _glTexSubImage3D
00000001dd517e8c (__TEXT,__text) external _glTextureBarrierNV
00000001dd5179ac (__TEXT,__text) external _glTextureRangeAPPLE
00000001dd513058 (__TEXT,__text) external _glTransformFeedbackVaryings
00000001dd51715c (__TEXT,__text) external _glTransformFeedbackVaryingsEXT
00000001dd5109e4 (__TEXT,__text) external _glTranslated
00000001dd5109f8 (__TEXT,__text) external _glTranslatef
00000001dd513e38 (__TEXT,__text) external _glUniform1d
00000001dd513e98 (__TEXT,__text) external _glUniform1dv
00000001dd5125fc (__TEXT,__text) external _glUniform1f
00000001dd5162bc (__TEXT,__text) external _glUniform1fARB
00000001dd5126e4 (__TEXT,__text) external _glUniform1fv
00000001dd5163a4 (__TEXT,__text) external _glUniform1fvARB
00000001dd51265c (__TEXT,__text) external _glUniform1i
00000001dd51631c (__TEXT,__text) external _glUniform1iARB
00000001dd512764 (__TEXT,__text) external _glUniform1iv
00000001dd516424 (__TEXT,__text) external _glUniform1ivARB
00000001dd51341c (__TEXT,__text) external _glUniform1ui
00000001dd517510 (__TEXT,__text) external _glUniform1uiEXT
00000001dd5134a4 (__TEXT,__text) external _glUniform1uiv
00000001dd517598 (__TEXT,__text) external _glUniform1uivEXT
00000001dd513e50 (__TEXT,__text) external _glUniform2d
00000001dd513eb8 (__TEXT,__text) external _glUniform2dv
00000001dd512614 (__TEXT,__text) external _glUniform2f
00000001dd5162d4 (__TEXT,__text) external _glUniform2fARB
00000001dd512704 (__TEXT,__text) external _glUniform2fv
00000001dd5163c4 (__TEXT,__text) external _glUniform2fvARB
00000001dd512678 (__TEXT,__text) external _glUniform2i
00000001dd516338 (__TEXT,__text) external _glUniform2iARB
00000001dd512784 (__TEXT,__text) external _glUniform2iv
00000001dd516444 (__TEXT,__text) external _glUniform2ivARB
00000001dd513438 (__TEXT,__text) external _glUniform2ui
00000001dd51752c (__TEXT,__text) external _glUniform2uiEXT
00000001dd5134c4 (__TEXT,__text) external _glUniform2uiv
00000001dd5175b8 (__TEXT,__text) external _glUniform2uivEXT
00000001dd513e68 (__TEXT,__text) external _glUniform3d
00000001dd513ed8 (__TEXT,__text) external _glUniform3dv
00000001dd51262c (__TEXT,__text) external _glUniform3f
00000001dd5162ec (__TEXT,__text) external _glUniform3fARB
00000001dd512724 (__TEXT,__text) external _glUniform3fv
00000001dd5163e4 (__TEXT,__text) external _glUniform3fvARB
00000001dd512698 (__TEXT,__text) external _glUniform3i
00000001dd516358 (__TEXT,__text) external _glUniform3iARB
00000001dd5127a4 (__TEXT,__text) external _glUniform3iv
00000001dd516464 (__TEXT,__text) external _glUniform3ivARB
00000001dd513458 (__TEXT,__text) external _glUniform3ui
00000001dd51754c (__TEXT,__text) external _glUniform3uiEXT
00000001dd5134e4 (__TEXT,__text) external _glUniform3uiv
00000001dd5175d8 (__TEXT,__text) external _glUniform3uivEXT
00000001dd513e80 (__TEXT,__text) external _glUniform4d
00000001dd513ef8 (__TEXT,__text) external _glUniform4dv
00000001dd512644 (__TEXT,__text) external _glUniform4f
00000001dd516304 (__TEXT,__text) external _glUniform4fARB
00000001dd512744 (__TEXT,__text) external _glUniform4fv
00000001dd516404 (__TEXT,__text) external _glUniform4fvARB
00000001dd5126bc (__TEXT,__text) external _glUniform4i
00000001dd51637c (__TEXT,__text) external _glUniform4iARB
00000001dd5127c4 (__TEXT,__text) external _glUniform4iv
00000001dd516484 (__TEXT,__text) external _glUniform4ivARB
00000001dd51347c (__TEXT,__text) external _glUniform4ui
00000001dd517570 (__TEXT,__text) external _glUniform4uiEXT
00000001dd513504 (__TEXT,__text) external _glUniform4uiv
00000001dd5175f8 (__TEXT,__text) external _glUniform4uivEXT
00000001dd513744 (__TEXT,__text) external _glUniformBlockBinding
00000001dd5171f0 (__TEXT,__text) external _glUniformBufferEXT
00000001dd513f18 (__TEXT,__text) external _glUniformMatrix2dv
00000001dd5127e4 (__TEXT,__text) external _glUniformMatrix2fv
00000001dd5164a4 (__TEXT,__text) external _glUniformMatrix2fvARB
00000001dd513f84 (__TEXT,__text) external _glUniformMatrix2x3dv
00000001dd512ae8 (__TEXT,__text) external _glUniformMatrix2x3fv
00000001dd513fcc (__TEXT,__text) external _glUniformMatrix2x4dv
00000001dd512b30 (__TEXT,__text) external _glUniformMatrix2x4fv
00000001dd513f3c (__TEXT,__text) external _glUniformMatrix3dv
00000001dd512808 (__TEXT,__text) external _glUniformMatrix3fv
00000001dd5164c8 (__TEXT,__text) external _glUniformMatrix3fvARB
00000001dd513fa8 (__TEXT,__text) external _glUniformMatrix3x2dv
00000001dd512b0c (__TEXT,__text) external _glUniformMatrix3x2fv
00000001dd514014 (__TEXT,__text) external _glUniformMatrix3x4dv
00000001dd512b78 (__TEXT,__text) external _glUniformMatrix3x4fv
00000001dd513f60 (__TEXT,__text) external _glUniformMatrix4dv
00000001dd51282c (__TEXT,__text) external _glUniformMatrix4fv
00000001dd5164ec (__TEXT,__text) external _glUniformMatrix4fvARB
00000001dd513ff0 (__TEXT,__text) external _glUniformMatrix4x2dv
00000001dd512b54 (__TEXT,__text) external _glUniformMatrix4x2fv
00000001dd514038 (__TEXT,__text) external _glUniformMatrix4x3dv
00000001dd512b9c (__TEXT,__text) external _glUniformMatrix4x3fv
00000001dd51413c (__TEXT,__text) external _glUniformSubroutinesuiv
00000001dd516978 (__TEXT,__text) external _glUnlockArraysEXT
00000001dd511f4c (__TEXT,__text) external _glUnmapBuffer
00000001dd51614c (__TEXT,__text) external _glUnmapBufferARB
00000001dd5125a8 (__TEXT,__text) external _glUseProgram
00000001dd51628c (__TEXT,__text) external _glUseProgramObjectARB
00000001dd514494 (__TEXT,__text) external _glUseProgramStages
00000001dd5125e0 (__TEXT,__text) external _glValidateProgram
00000001dd5162a4 (__TEXT,__text) external _glValidateProgramARB
00000001dd514578 (__TEXT,__text) external _glValidateProgramPipeline
00000001dd510a0c (__TEXT,__text) external _glVertex2d
00000001dd510a20 (__TEXT,__text) external _glVertex2dv
00000001dd510a38 (__TEXT,__text) external _glVertex2f
00000001dd510a4c (__TEXT,__text) external _glVertex2fv
00000001dd510a64 (__TEXT,__text) external _glVertex2i
00000001dd510a80 (__TEXT,__text) external _glVertex2iv
00000001dd510a98 (__TEXT,__text) external _glVertex2s
00000001dd510ab4 (__TEXT,__text) external _glVertex2sv
00000001dd510acc (__TEXT,__text) external _glVertex3d
00000001dd510ae0 (__TEXT,__text) external _glVertex3dv
00000001dd510af8 (__TEXT,__text) external _glVertex3f
00000001dd510b0c (__TEXT,__text) external _glVertex3fv
00000001dd510b24 (__TEXT,__text) external _glVertex3i
00000001dd510b44 (__TEXT,__text) external _glVertex3iv
00000001dd510b5c (__TEXT,__text) external _glVertex3s
00000001dd510b7c (__TEXT,__text) external _glVertex3sv
00000001dd510b94 (__TEXT,__text) external _glVertex4d
00000001dd510ba8 (__TEXT,__text) external _glVertex4dv
00000001dd510bc0 (__TEXT,__text) external _glVertex4f
00000001dd510bd4 (__TEXT,__text) external _glVertex4fv
00000001dd510bec (__TEXT,__text) external _glVertex4i
00000001dd510c10 (__TEXT,__text) external _glVertex4iv
00000001dd510c28 (__TEXT,__text) external _glVertex4s
00000001dd510c4c (__TEXT,__text) external _glVertex4sv
00000001dd517af4 (__TEXT,__text) external _glVertexArrayParameteriAPPLE
00000001dd517abc (__TEXT,__text) external _glVertexArrayRangeAPPLE
00000001dd511fc0 (__TEXT,__text) external _glVertexAttrib1d
00000001dd514fbc (__TEXT,__text) external _glVertexAttrib1dARB
00000001dd511fd8 (__TEXT,__text) external _glVertexAttrib1dv
00000001dd515130 (__TEXT,__text) external _glVertexAttrib1dvARB
00000001dd511ff4 (__TEXT,__text) external _glVertexAttrib1f
00000001dd514fa4 (__TEXT,__text) external _glVertexAttrib1fARB
00000001dd51200c (__TEXT,__text) external _glVertexAttrib1fv
00000001dd515114 (__TEXT,__text) external _glVertexAttrib1fvARB
00000001dd512028 (__TEXT,__text) external _glVertexAttrib1s
00000001dd514f88 (__TEXT,__text) external _glVertexAttrib1sARB
00000001dd512044 (__TEXT,__text) external _glVertexAttrib1sv
00000001dd5150f8 (__TEXT,__text) external _glVertexAttrib1svARB
00000001dd512060 (__TEXT,__text) external _glVertexAttrib2d
00000001dd51500c (__TEXT,__text) external _glVertexAttrib2dARB
00000001dd512078 (__TEXT,__text) external _glVertexAttrib2dv
00000001dd515184 (__TEXT,__text) external _glVertexAttrib2dvARB
00000001dd512094 (__TEXT,__text) external _glVertexAttrib2f
00000001dd514ff4 (__TEXT,__text) external _glVertexAttrib2fARB
00000001dd5120ac (__TEXT,__text) external _glVertexAttrib2fv
00000001dd515168 (__TEXT,__text) external _glVertexAttrib2fvARB
00000001dd5120c8 (__TEXT,__text) external _glVertexAttrib2s
00000001dd514fd4 (__TEXT,__text) external _glVertexAttrib2sARB
00000001dd5120e8 (__TEXT,__text) external _glVertexAttrib2sv
00000001dd51514c (__TEXT,__text) external _glVertexAttrib2svARB
00000001dd512104 (__TEXT,__text) external _glVertexAttrib3d
00000001dd515060 (__TEXT,__text) external _glVertexAttrib3dARB
00000001dd51211c (__TEXT,__text) external _glVertexAttrib3dv
00000001dd5151d8 (__TEXT,__text) external _glVertexAttrib3dvARB
00000001dd512138 (__TEXT,__text) external _glVertexAttrib3f
00000001dd515048 (__TEXT,__text) external _glVertexAttrib3fARB
00000001dd512150 (__TEXT,__text) external _glVertexAttrib3fv
00000001dd5151bc (__TEXT,__text) external _glVertexAttrib3fvARB
00000001dd51216c (__TEXT,__text) external _glVertexAttrib3s
00000001dd515024 (__TEXT,__text) external _glVertexAttrib3sARB
00000001dd512190 (__TEXT,__text) external _glVertexAttrib3sv
00000001dd5151a0 (__TEXT,__text) external _glVertexAttrib3svARB
00000001dd5121ac (__TEXT,__text) external _glVertexAttrib4Nbv
00000001dd5152d4 (__TEXT,__text) external _glVertexAttrib4NbvARB
00000001dd5121c8 (__TEXT,__text) external _glVertexAttrib4Niv
00000001dd51530c (__TEXT,__text) external _glVertexAttrib4NivARB
00000001dd5121e4 (__TEXT,__text) external _glVertexAttrib4Nsv
00000001dd5152f0 (__TEXT,__text) external _glVertexAttrib4NsvARB
00000001dd512200 (__TEXT,__text) external _glVertexAttrib4Nub
00000001dd5150d0 (__TEXT,__text) external _glVertexAttrib4NubARB
00000001dd512228 (__TEXT,__text) external _glVertexAttrib4Nubv
00000001dd515328 (__TEXT,__text) external _glVertexAttrib4NubvARB
00000001dd512244 (__TEXT,__text) external _glVertexAttrib4Nuiv
00000001dd515360 (__TEXT,__text) external _glVertexAttrib4NuivARB
00000001dd512260 (__TEXT,__text) external _glVertexAttrib4Nusv
00000001dd515344 (__TEXT,__text) external _glVertexAttrib4NusvARB
00000001dd51227c (__TEXT,__text) external _glVertexAttrib4bv
00000001dd5151f4 (__TEXT,__text) external _glVertexAttrib4bvARB
00000001dd512298 (__TEXT,__text) external _glVertexAttrib4d
00000001dd5150b8 (__TEXT,__text) external _glVertexAttrib4dARB
00000001dd5122b0 (__TEXT,__text) external _glVertexAttrib4dv
00000001dd5152b8 (__TEXT,__text) external _glVertexAttrib4dvARB
00000001dd5122cc (__TEXT,__text) external _glVertexAttrib4f
00000001dd5150a0 (__TEXT,__text) external _glVertexAttrib4fARB
00000001dd5122e4 (__TEXT,__text) external _glVertexAttrib4fv
00000001dd51529c (__TEXT,__text) external _glVertexAttrib4fvARB
00000001dd512300 (__TEXT,__text) external _glVertexAttrib4iv
00000001dd51522c (__TEXT,__text) external _glVertexAttrib4ivARB
00000001dd51231c (__TEXT,__text) external _glVertexAttrib4s
00000001dd515078 (__TEXT,__text) external _glVertexAttrib4sARB
00000001dd512344 (__TEXT,__text) external _glVertexAttrib4sv
00000001dd515210 (__TEXT,__text) external _glVertexAttrib4svARB
00000001dd512360 (__TEXT,__text) external _glVertexAttrib4ubv
00000001dd515248 (__TEXT,__text) external _glVertexAttrib4ubvARB
00000001dd51237c (__TEXT,__text) external _glVertexAttrib4uiv
00000001dd515280 (__TEXT,__text) external _glVertexAttrib4uivARB
00000001dd512398 (__TEXT,__text) external _glVertexAttrib4usv
00000001dd515264 (__TEXT,__text) external _glVertexAttrib4usvARB
00000001dd513de0 (__TEXT,__text) external _glVertexAttribDivisor
00000001dd5166ec (__TEXT,__text) external _glVertexAttribDivisorARB
00000001dd513160 (__TEXT,__text) external _glVertexAttribI1i
00000001dd517248 (__TEXT,__text) external _glVertexAttribI1iEXT
00000001dd513270 (__TEXT,__text) external _glVertexAttribI1iv
00000001dd517358 (__TEXT,__text) external _glVertexAttribI1ivEXT
00000001dd5131e8 (__TEXT,__text) external _glVertexAttribI1ui
00000001dd5172d0 (__TEXT,__text) external _glVertexAttribI1uiEXT
00000001dd5132e0 (__TEXT,__text) external _glVertexAttribI1uiv
00000001dd5173c8 (__TEXT,__text) external _glVertexAttribI1uivEXT
00000001dd51317c (__TEXT,__text) external _glVertexAttribI2i
00000001dd517264 (__TEXT,__text) external _glVertexAttribI2iEXT
00000001dd51328c (__TEXT,__text) external _glVertexAttribI2iv
00000001dd517374 (__TEXT,__text) external _glVertexAttribI2ivEXT
00000001dd513204 (__TEXT,__text) external _glVertexAttribI2ui
00000001dd5172ec (__TEXT,__text) external _glVertexAttribI2uiEXT
00000001dd5132fc (__TEXT,__text) external _glVertexAttribI2uiv
00000001dd5173e4 (__TEXT,__text) external _glVertexAttribI2uivEXT
00000001dd51319c (__TEXT,__text) external _glVertexAttribI3i
00000001dd517284 (__TEXT,__text) external _glVertexAttribI3iEXT
00000001dd5132a8 (__TEXT,__text) external _glVertexAttribI3iv
00000001dd517390 (__TEXT,__text) external _glVertexAttribI3ivEXT
00000001dd513224 (__TEXT,__text) external _glVertexAttribI3ui
00000001dd51730c (__TEXT,__text) external _glVertexAttribI3uiEXT
00000001dd513318 (__TEXT,__text) external _glVertexAttribI3uiv
00000001dd517400 (__TEXT,__text) external _glVertexAttribI3uivEXT
00000001dd513350 (__TEXT,__text) external _glVertexAttribI4bv
00000001dd517438 (__TEXT,__text) external _glVertexAttribI4bvEXT
00000001dd5131c0 (__TEXT,__text) external _glVertexAttribI4i
00000001dd5172a8 (__TEXT,__text) external _glVertexAttribI4iEXT
00000001dd5132c4 (__TEXT,__text) external _glVertexAttribI4iv
00000001dd5173ac (__TEXT,__text) external _glVertexAttribI4ivEXT
00000001dd51336c (__TEXT,__text) external _glVertexAttribI4sv
00000001dd517454 (__TEXT,__text) external _glVertexAttribI4svEXT
00000001dd513388 (__TEXT,__text) external _glVertexAttribI4ubv
00000001dd517470 (__TEXT,__text) external _glVertexAttribI4ubvEXT
00000001dd513248 (__TEXT,__text) external _glVertexAttribI4ui
00000001dd517330 (__TEXT,__text) external _glVertexAttribI4uiEXT
00000001dd513334 (__TEXT,__text) external _glVertexAttribI4uiv
00000001dd51741c (__TEXT,__text) external _glVertexAttribI4uivEXT
00000001dd5133a4 (__TEXT,__text) external _glVertexAttribI4usv
00000001dd51748c (__TEXT,__text) external _glVertexAttribI4usvEXT
00000001dd5130f8 (__TEXT,__text) external _glVertexAttribIPointer
00000001dd5174a8 (__TEXT,__text) external _glVertexAttribIPointerEXT
00000001dd514cd4 (__TEXT,__text) external _glVertexAttribL1d
00000001dd514d34 (__TEXT,__text) external _glVertexAttribL1dv
00000001dd514cec (__TEXT,__text) external _glVertexAttribL2d
00000001dd514d50 (__TEXT,__text) external _glVertexAttribL2dv
00000001dd514d04 (__TEXT,__text) external _glVertexAttribL3d
00000001dd514d6c (__TEXT,__text) external _glVertexAttribL3dv
00000001dd514d1c (__TEXT,__text) external _glVertexAttribL4d
00000001dd514d88 (__TEXT,__text) external _glVertexAttribL4dv
00000001dd514da4 (__TEXT,__text) external _glVertexAttribLPointer
00000001dd513cc0 (__TEXT,__text) external _glVertexAttribP1ui
00000001dd513d50 (__TEXT,__text) external _glVertexAttribP1uiv
00000001dd513ce4 (__TEXT,__text) external _glVertexAttribP2ui
00000001dd513d74 (__TEXT,__text) external _glVertexAttribP2uiv
00000001dd513d08 (__TEXT,__text) external _glVertexAttribP3ui
00000001dd513d98 (__TEXT,__text) external _glVertexAttribP3uiv
00000001dd513d2c (__TEXT,__text) external _glVertexAttribP4ui
00000001dd513dbc (__TEXT,__text) external _glVertexAttribP4uiv
00000001dd5123b4 (__TEXT,__text) external _glVertexAttribPointer
00000001dd51537c (__TEXT,__text) external _glVertexAttribPointerARB
00000001dd515778 (__TEXT,__text) external _glVertexBlendARB
00000001dd517d2c (__TEXT,__text) external _glVertexPointSizefAPPLE
00000001dd510c64 (__TEXT,__text) external _glVertexPointer
00000001dd510c88 (__TEXT,__text) external _glViewport
00000001dd514dec (__TEXT,__text) external _glViewportArrayv
00000001dd514e0c (__TEXT,__text) external _glViewportIndexedf
00000001dd514e24 (__TEXT,__text) external _glViewportIndexedfv
00000001dd51391c (__TEXT,__text) external _glWaitSync
00000001dd515754 (__TEXT,__text) external _glWeightPointerARB
00000001dd515674 (__TEXT,__text) external _glWeightbvARB
00000001dd5156e4 (__TEXT,__text) external _glWeightdvARB
00000001dd5156c8 (__TEXT,__text) external _glWeightfvARB
00000001dd5156ac (__TEXT,__text) external _glWeightivARB
00000001dd515690 (__TEXT,__text) external _glWeightsvARB
00000001dd515700 (__TEXT,__text) external _glWeightubvARB
00000001dd515738 (__TEXT,__text) external _glWeightuivARB
00000001dd51571c (__TEXT,__text) external _glWeightusvARB
00000001dd511bec (__TEXT,__text) external _glWindowPos2d
00000001dd515dec (__TEXT,__text) external _glWindowPos2dARB
00000001dd511c00 (__TEXT,__text) external _glWindowPos2dv
00000001dd515e00 (__TEXT,__text) external _glWindowPos2dvARB
00000001dd511c18 (__TEXT,__text) external _glWindowPos2f
00000001dd515e18 (__TEXT,__text) external _glWindowPos2fARB
00000001dd511c2c (__TEXT,__text) external _glWindowPos2fv
00000001dd515e2c (__TEXT,__text) external _glWindowPos2fvARB
00000001dd511c44 (__TEXT,__text) external _glWindowPos2i
00000001dd515e44 (__TEXT,__text) external _glWindowPos2iARB
00000001dd511c60 (__TEXT,__text) external _glWindowPos2iv
00000001dd515e60 (__TEXT,__text) external _glWindowPos2ivARB
00000001dd511c78 (__TEXT,__text) external _glWindowPos2s
00000001dd515e78 (__TEXT,__text) external _glWindowPos2sARB
00000001dd511c94 (__TEXT,__text) external _glWindowPos2sv
00000001dd515e94 (__TEXT,__text) external _glWindowPos2svARB
00000001dd511cac (__TEXT,__text) external _glWindowPos3d
00000001dd515eac (__TEXT,__text) external _glWindowPos3dARB
00000001dd511cc0 (__TEXT,__text) external _glWindowPos3dv
00000001dd515ec0 (__TEXT,__text) external _glWindowPos3dvARB
00000001dd511cd8 (__TEXT,__text) external _glWindowPos3f
00000001dd515ed8 (__TEXT,__text) external _glWindowPos3fARB
00000001dd511cec (__TEXT,__text) external _glWindowPos3fv
00000001dd515eec (__TEXT,__text) external _glWindowPos3fvARB
00000001dd511d04 (__TEXT,__text) external _glWindowPos3i
00000001dd515f04 (__TEXT,__text) external _glWindowPos3iARB
00000001dd511d24 (__TEXT,__text) external _glWindowPos3iv
00000001dd515f24 (__TEXT,__text) external _glWindowPos3ivARB
00000001dd511d3c (__TEXT,__text) external _glWindowPos3s
00000001dd515f3c (__TEXT,__text) external _glWindowPos3sARB
00000001dd511d5c (__TEXT,__text) external _glWindowPos3sv
00000001dd515f5c (__TEXT,__text) external _glWindowPos3svARB
00000001ea245760 (__DATA_DIRTY,__common) external _gll_noop
