00000001e2b94148 (__DATA,__data) non-external _.compoundliteral
00000001df082440 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.76.3473
00000001df082460 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.78
00000001e6075e28 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.8
00000001e6076268 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.8.215
00000001df082480 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.80.3530
00000001e60760e8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.81.139
00000001df0824a0 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.81.3476
00000001e6076118 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.83.140
00000001df075f30 (__DATA_CONST,__const) non-external ___block_descriptor_tmp.9
00000001e6076bb8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9.3403
00000001e6076e18 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9.3723
00000001e60765a8 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.9.468
00000001e6076148 (__AUTH_CONST,__const) non-external ___block_descriptor_tmp.96
00000001e6075d28 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001e60763e8 (__AUTH_CONST,__const) non-external ___block_literal_global.303
00000001e60768f8 (__AUTH_CONST,__const) non-external ___block_literal_global.3115
00000001e6076d08 (__AUTH_CONST,__const) non-external ___block_literal_global.3498
00000001e6076e48 (__AUTH_CONST,__const) non-external ___block_literal_global.3713
00000001e6075f18 (__AUTH_CONST,__const) non-external ___block_literal_global.54
00000001e6076698 (__AUTH_CONST,__const) non-external ___block_literal_global.660
00000001e6075d48 (__AUTH_CONST,__const) non-external ___block_literal_global.8
00000001e6076408 (__AUTH_CONST,__const) non-external ___block_literal_global.8.289
0000000183ffa66c (__TEXT,__text) non-external ___candidate_is_transposable_block_invoke
0000000183ffa410 (__TEXT,__text) non-external ___candidate_list_add_multiple_block_invoke
0000000183ffa81c (__TEXT,__text) non-external ___candidate_remove_common_condition_block_invoke
00000001840043a0 (__TEXT,__text) non-external ___check_cycles1_block_invoke
00000001840044e0 (__TEXT,__text) non-external ___check_cycles1_block_invoke.6
0000000184004528 (__TEXT,__text) non-external ___check_cycles_policy_block_invoke
000000018400c338 (__TEXT,__text) non-external ___check_delegation_profile_block_invoke
0000000183ffe2a0 (__TEXT,__text) non-external ___check_dependencies_block_invoke
0000000183ffc248 (__TEXT,__text) non-external ___check_instruction_block_invoke
000000018400c04c (__TEXT,__text) non-external ___check_policy_block_invoke
                 (undefined) external ___chkstk_darwin (from libSystem)
0000000183ff9618 (__TEXT,__text) non-external ___combine_conditions_block_invoke
0000000183ffd650 (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke
0000000183ffd090 (__TEXT,__text) non-external ___combine_patterns_profile_block_invoke_2
000000018400405c (__TEXT,__text) non-external ___compile_block_invoke
0000000184003fbc (__TEXT,__text) non-external ___compile_block_invoke.4
0000000183ff0864 (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke
00000001840047bc (__TEXT,__text) non-external ___compute_cost_estimate_block_invoke.26
0000000183ffc090 (__TEXT,__text) non-external ___condition_is_contrary_with_any_in_list_block_invoke
00000001840091a8 (__TEXT,__text) non-external ___condition_is_subset_of_all_block_invoke
00000001840091a0 (__TEXT,__text) non-external ___condition_is_subset_of_any_block_invoke
0000000183ffbbd4 (__TEXT,__text) non-external ___condition_is_subset_of_any_in_list_block_invoke
0000000183ffc03c (__TEXT,__text) non-external ___condition_is_superset_of_any_in_list_block_invoke
0000000184007f68 (__TEXT,__text) non-external ___condition_is_transposable_within_reference_block_invoke
0000000184012038 (__TEXT,__text) non-external ___condition_list_copy_matching_block_invoke
0000000183ffc9e4 (__TEXT,__text) non-external ___condition_list_is_ordered_by_cost_block_invoke
0000000183ffdd6c (__TEXT,__text) non-external ___condition_with_patterns_combined_block_invoke
0000000184012260 (__TEXT,__text) non-external ___construct_bitmask_block_invoke
00000001840047dc (__TEXT,__text) non-external ___copy_helper_block_8_32b
0000000184009e2c (__TEXT,__text) non-external ___copy_helper_block_8_32b40r
0000000184012150 (__TEXT,__text) non-external ___copy_helper_block_8_32b40r48r
0000000184003f68 (__TEXT,__text) non-external ___copy_helper_block_8_32r
0000000184004d8c (__TEXT,__text) non-external ___copy_helper_block_8_32r40r
0000000184006db8 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r
0000000184010878 (__TEXT,__text) non-external ___copy_helper_block_8_32r40r48r56r64r
000000018400b888 (__TEXT,__text) non-external ___create_pattern_disjunctions_block_invoke
0000000183ffa238 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke
0000000184007e20 (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.14
0000000184007efc (__TEXT,__text) non-external ___cse_inferior_list_block_invoke.18
0000000183ff9aa0 (__TEXT,__text) non-external ___cse_multiple_block_invoke
000000018400e974 (__TEXT,__text) non-external ___current_location_block_invoke
0000000183fec708 (__TEXT,__text) non-external ___define_action_block_invoke
00000001840102a4 (__TEXT,__text) non-external ___define_action_block_invoke.136
0000000183ff3184 (__TEXT,__text) non-external ___define_action_block_invoke_2
0000000183ff1fe0 (__TEXT,__text) non-external ___define_combination_filter_block_invoke
000000018400d75c (__TEXT,__text) non-external ___define_error_handler_block_invoke
000000018400de50 (__TEXT,__text) non-external ___define_error_handler_block_invoke_2
0000000183fedddc (__TEXT,__text) non-external ___define_filter_block_invoke
0000000183fffa4c (__TEXT,__text) non-external ___define_network_filter_block_invoke
0000000183fedc4c (__TEXT,__text) non-external ___define_on_open_handler_block_invoke
000000018400d850 (__TEXT,__text) non-external ___define_warning_handler_block_invoke
000000018400cdcc (__TEXT,__text) non-external ___define_wrapper_filter_block_invoke
0000000184007a3c (__TEXT,__text) non-external ___derive_profile_properties_block_invoke
00000001840047d0 (__TEXT,__text) non-external ___destroy_helper_block_8_32b
0000000184009de8 (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r
0000000184012100 (__TEXT,__text) non-external ___destroy_helper_block_8_32b40r48r
0000000184003f5c (__TEXT,__text) non-external ___destroy_helper_block_8_32r
0000000184004d48 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r
0000000184006d68 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r
0000000184010810 (__TEXT,__text) non-external ___destroy_helper_block_8_32r40r48r56r64r
0000000183ff9684 (__TEXT,__text) non-external ___eliminate_common_subexpressions_block_invoke
0000000184007fe0 (__TEXT,__text) non-external ___eliminate_common_subexpressions_policy_block_invoke
000000018400964c (__TEXT,__text) non-external ___eliminate_dead_code_policy_block_invoke
0000000184006a10 (__TEXT,__text) non-external ___emit_modifier_list_block_invoke
0000000184006aac (__TEXT,__text) non-external ___emit_modifier_list_block_invoke.97
0000000184006774 (__TEXT,__text) non-external ___emit_return_instruction_block_invoke
00000001840067cc (__TEXT,__text) non-external ___emit_return_instruction_block_invoke.82
0000000184005e9c (__TEXT,__text) non-external ___emit_string_table_block_invoke
0000000184005f34 (__TEXT,__text) non-external ___emit_variable_names_block_invoke
                 (undefined) external ___error (from libSystem)
0000000184012428 (__TEXT,__text) non-external ___estimate_condition_list_serialization_size_block_invoke
0000000183ffb448 (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke
00000001840009b8 (__TEXT,__text) non-external ___expand_logical_conditions_block_invoke.17
000000018400ae1c (__TEXT,__text) non-external ___expand_logical_conditions_policy_block_invoke
0000000183ffcb64 (__TEXT,__text) non-external ___factor_block_invoke
000000018400a284 (__TEXT,__text) non-external ___factor_policy_block_invoke
000000018400db4c (__TEXT,__text) non-external ___format_error_block_invoke
0000000184010f1c (__TEXT,__text) non-external ___generate_fcntl_syscallmask_block_invoke
0000000184010e6c (__TEXT,__text) non-external ___generate_mach_syscallmask_block_invoke
0000000184010ec4 (__TEXT,__text) non-external ___generate_mig_syscallmask_block_invoke
0000000184010ba0 (__TEXT,__text) non-external ___generate_unix_syscallmask_block_invoke
0000000184011b88 (__TEXT,__text) non-external ___identify_bitmask_candidates_block_invoke
0000000183ff1da8 (__TEXT,__text) non-external ___list_cost_estimate_block_invoke
                 (undefined) external ___maskrune (from libSystem)
                 (undefined) external ___memcpy_chk (from libSystem)
0000000183ff803c (__TEXT,__text) non-external ___operation_can_return_action_block_invoke
00000001840101e8 (__TEXT,__text) non-external ___operation_expand_block_invoke
000000018400fe8c (__TEXT,__text) non-external ___operations_allowed_by_default_block_invoke
000000018400dcd0 (__TEXT,__text) non-external ___output_backtrace_block_invoke
0000000184009a08 (__TEXT,__text) non-external ___populate_assumptions_for_enabled_profile_flags_block_invoke
000000018400721c (__TEXT,__text) non-external ___populate_pattern_variable_count_block_invoke
0000000184006130 (__TEXT,__text) non-external ___populate_profile_entry_points_block_invoke
000000018400712c (__TEXT,__text) non-external ___record_enabled_profile_flags_block_invoke
0000000184009f70 (__TEXT,__text) non-external ___remove_conditions_matching_predicate_policy_block_invoke
0000000183ffc494 (__TEXT,__text) non-external ___reorder_block_invoke
0000000183ffcadc (__TEXT,__text) non-external ___reorder_condition_list_block_invoke
000000018400c618 (__TEXT,__text) non-external ___reorder_policy_block_invoke
0000000184007ad8 (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke
0000000184007b4c (__TEXT,__text) non-external ___reserve_modifier_descriptors_block_invoke.28
0000000183ffc180 (__TEXT,__text) non-external ___resolve_jumps_block_invoke
                 (undefined) external ___sandbox_ms (from libSystem)
0000000184003774 (__TEXT,__text) non-external ___sandbox_prepare_user_home_mount_block_invoke
0000000184003d40 (__TEXT,__text) non-external ___sandbox_register_network_approval_policy_exemption_for_share_block_invoke
000000018400b17c (__TEXT,__text) non-external ___sb_action_has_name_block_invoke
0000000183ffdec0 (__TEXT,__text) non-external ___sb_analyze_check_dependencies_profile_block_invoke
00000001840050ac (__TEXT,__text) non-external ___sb_bitmask_is_subset_block_invoke
0000000183ff84f8 (__TEXT,__text) non-external ___sb_bytecode_output_profile_block_invoke
0000000184008b30 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke
0000000183ff2c74 (__TEXT,__text) non-external ___sb_condition_conjunction_block_invoke_2
0000000184008b20 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke
0000000183ff1de8 (__TEXT,__text) non-external ___sb_condition_disjunction_block_invoke_2
000000018400028c (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke
0000000183ff6fc8 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_2
000000018400027c (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_3
0000000183ff5df8 (__TEXT,__text) non-external ___sb_condition_is_contrary_block_invoke_4
0000000184009478 (__TEXT,__text) non-external ___sb_condition_list_every_condition_matches_predicate_block_invoke
0000000183feeda0 (__TEXT,__text) non-external ___sb_filter_has_side_effects_block_invoke
0000000183ff1188 (__TEXT,__text) non-external ___sb_fsa_disjunction_block_invoke
0000000183ffc0e4 (__TEXT,__text) non-external ___sb_fsa_matches_disjoint_set_block_invoke
0000000183ffbf54 (__TEXT,__text) non-external ___sb_fsa_matches_subset_block_invoke
0000000184004994 (__TEXT,__text) non-external ___sb_fsa_recognizer_byteset_block_invoke
0000000183fff644 (__TEXT,__text) non-external ___sb_modifiers_apply_action_flags_block_invoke
000000018400b07c (__TEXT,__text) non-external ___sb_msgfilter_iterate_entry_points_block_invoke
000000018400bdc4 (__TEXT,__text) non-external ___sb_profile_iterate_enabled_named_flags_block_invoke
0000000183febf08 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke
0000000183ff7b98 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_10
000000018400e478 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_11
000000018400cf44 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_12
000000018400e44c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_13
000000018400cfec (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_14
000000018400e424 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_15
000000018400d094 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_16
000000018400e380 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_17
000000018400d13c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_18
000000018400e314 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_19
00000001840007a4 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_2
000000018400d1e4 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_20
000000018400e2a8 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_21
000000018400d28c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_22
000000018400d32c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_23
000000018400d40c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_24
000000018400d6e4 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_25
000000018400dea8 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_26
0000000184000230 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_3
0000000183ff2d24 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_4
0000000183ff2f88 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_5
000000018400c940 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_6
000000018400cf08 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_7
000000018400cf1c (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_8
000000018400cf30 (__TEXT,__text) non-external ___sb_sbpl_parser_init_scheme_block_invoke_9
0000000184009960 (__TEXT,__text) non-external ___sb_transform_eliminate_dead_code_profile_block_invoke
000000018400c840 (__TEXT,__text) non-external ___sb_transform_resolve_jumps_policy_block_invoke
000000018400aa9c (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke
000000018400ab14 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_postorder_block_invoke_2
000000018400a9e4 (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke
000000018400aa5c (__TEXT,__text) non-external ___sb_visitor_traverse_policy_preorder_block_invoke_2
000000018400e14c (__TEXT,__text) non-external ___sbpl_filter_eqv_block_invoke
000000018400e004 (__TEXT,__text) non-external ___sbpl_operation_eqv_block_invoke
0000000184011d24 (__TEXT,__text) non-external ___select_bitmask_conditions_block_invoke
0000000184012230 (__TEXT,__text) non-external ___should_preserve_condition_block_invoke
                 (undefined) external ___srget (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
                 (undefined) external ___stdinp (from libSystem)
                 (undefined) external ___strlcat_chk (from libSystem)
0000000184011f68 (__TEXT,__text) non-external ___synthesize_bitmasks_for_disjoint_conditions_block_invoke
0000000184012578 (__TEXT,__text) non-external ___synthesize_bitmasks_for_policy_block_invoke
00000001840124f0 (__TEXT,__text) non-external ___synthesize_bitmasks_multiple_block_invoke
000000018400ad08 (__TEXT,__text) non-external ___synthesize_logical_conditions_policy_block_invoke
                 (undefined) external ___tolower (from libSystem)
                 (undefined) external ___toupper (from libSystem)
000000018400c440 (__TEXT,__text) non-external ___visit_instructions_in_policy_block_invoke
0000000183febb3c (__TEXT,__text) non-external ___xpc2sc_block_invoke
00000001e2b93e28 (__DATA,__data) non-external __address_family_aliases_
0000000184000770 (__TEXT,__text) non-external __buffer_close
0000000184000694 (__TEXT,__text) non-external __buffer_read
0000000184000624 (__TEXT,__text) non-external __buffer_seek
0000000183ff13d8 (__TEXT,__text) non-external __calculate_graft_position
000000018400a1d4 (__TEXT,__text) non-external __condition_list_diff
00000001e2b9cba8 (__DATA,__data) non-external __csop_aliases_
00000001e2b975c8 (__DATA,__data) non-external __csr_aliases_
000000018400ef3c (__TEXT,__text) non-external __define_filter
0000000183feb450 (__TEXT,__text) non-external __define_list
0000000183feb634 (__TEXT,__text) non-external __define_symbol
00000001e2b9ce58 (__DATA,__data) non-external __errno_value_aliases_
00000001e2b9b5e8 (__DATA,__data) non-external __fcntl_command_aliases_
0000000183ff19a8 (__TEXT,__text) non-external __flatten
0000000183fff858 (__TEXT,__text) non-external __free_error_pool
00000001e2b941b8 (__DATA,__data) non-external __fsctl_command_aliases_
00000001e2b976a8 (__DATA,__data) non-external __host_special_port_aliases_
00000001e2b95038 (__DATA,__data) non-external __ioctl_command_aliases_
00000001e2b9ccc8 (__DATA,__data) non-external __kas_info_aliases_
00000001e2b9cd18 (__DATA,__data) non-external __mach_exception_behavior_aliases_
00000001e2b9cd78 (__DATA,__data) non-external __mach_exception_type_aliases_
00000001e2b99c78 (__DATA,__data) non-external __machtrap_aliases_
0000000183feb4a0 (__TEXT,__text) non-external __make_list_v
0000000184000b04 (__TEXT,__text) non-external __mbuf_close
000000018400b638 (__TEXT,__text) non-external __mbuf_read
000000018400b5d8 (__TEXT,__text) non-external __mbuf_seek
0000000184000a60 (__TEXT,__text) non-external __mbuf_write
00000001e2b9c8c8 (__DATA,__data) non-external __memorystatus_control_cmd_aliases_
00000001e2b9a058 (__DATA,__data) non-external __mig_routine_aliases_
00000001e2b9c6d8 (__DATA,__data) non-external __necp_client_action_aliases_
0000000183ffca78 (__TEXT,__text) non-external __order
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external __os_log_impl (from libSystem)
0000000183febc3c (__TEXT,__text) non-external __parse_file
00000001e2b97f58 (__DATA,__data) non-external __persona_aliases_
0000000184007330 (__TEXT,__text) non-external __prepare_instructions
00000001e2b97168 (__DATA,__data) non-external __privilege_aliases_
0000000183fff420 (__TEXT,__text) non-external __push_match_byteset_instr
0000000183fe8b3c (__TEXT,__text) non-external __s_return
                 (undefined) external __sandbox_enter_notify_libxpc (from libSystem)
0000000183ffab3c (__TEXT,__text) non-external __sb_condition_list_remove_index
0000000183feeb90 (__TEXT,__text) non-external __sb_condition_pattern_of_type
0000000183ffe1b8 (__TEXT,__text) non-external __sb_condition_traverse_filters
0000000184004a5c (__TEXT,__text) non-external __sb_fsa_disjunction
0000000183ff0dbc (__TEXT,__text) non-external __sb_fsa_iterate_disjuncts
00000001840047ec (__TEXT,__text) non-external __sb_fsa_recognizer_terminal
0000000183ff621c (__TEXT,__text) non-external __sb_fsa_serialize
0000000184009c54 (__TEXT,__text) non-external __sb_instr_error_with_formatv
0000000183ff5a10 (__TEXT,__text) non-external __sb_pattern_is_literal
0000000183fe48f8 (__TEXT,__text) non-external __sb_realloc_vector
0000000184011384 (__TEXT,__text) non-external __sb_textbuf_with_string_transfer_with_length
0000000183ff5e08 (__TEXT,__text) non-external __sb_value_is_equivalent
0000000184008d14 (__TEXT,__text) non-external __sb_value_matches_subset
000000018400b480 (__TEXT,__text) non-external __set_modifier_string
00000001e2b97878 (__DATA,__data) non-external __signal_aliases_
00000001e2b9bae8 (__DATA,__data) non-external __socket_option_level_aliases_
00000001e2b9c188 (__DATA,__data) non-external __socket_option_name_aliases_
00000001e2b940e8 (__DATA,__data) non-external __socket_type_aliases_
00000001e2b97fd8 (__DATA,__data) non-external __syscall_aliases_
00000001e2b9cb08 (__DATA,__data) non-external __task_special_port_aliases_
00000001e2b97c78 (__DATA,__data) non-external __usb_interface_class_aliases_
00000001e2b97d88 (__DATA,__data) non-external __usb_interface_subclass_aliases_
                 (undefined) external __xpc_type_array (from libSystem)
                 (undefined) external __xpc_type_bool (from libSystem)
                 (undefined) external __xpc_type_dictionary (from libSystem)
                 (undefined) external __xpc_type_int64 (from libSystem)
                 (undefined) external __xpc_type_null (from libSystem)
                 (undefined) external __xpc_type_string (from libSystem)
                 (undefined) external __xpc_type_uint64 (from libSystem)
                 (undefined) external __xpc_type_uuid (from libSystem)
                 (undefined) external _abort (from libSystem)
0000000183ff2ee0 (__TEXT,__text) non-external _all_args_pass_test
0000000183fe555c (__TEXT,__text) non-external _alloc_cellseg
0000000183ff453c (__TEXT,__text) non-external _alloc_literal
000000018400836c (__TEXT,__text) non-external _allocate_branch_list
0000000183fed41c (__TEXT,__text) non-external _arg_is_condition
000000018400e3a8 (__TEXT,__text) non-external _arg_is_message_filter
0000000183ff2fd8 (__TEXT,__text) non-external _arg_is_modifier
0000000183fed498 (__TEXT,__text) non-external _arg_is_operation
                 (undefined) external _asprintf (from libSystem)
0000000183fef29c (__TEXT,__text) non-external _assert_is_mutable
0000000184009420 (__TEXT,__text) non-external _assert_is_mutable.371
0000000184001ac0 (__TEXT,__text) non-external _atom2str
0000000184012dc8 (__TEXT,__text) non-external _atom2str.cold.1
0000000184012df4 (__TEXT,__text) non-external _atom2str.cold.2
0000000184012e20 (__TEXT,__text) non-external _atom2str.cold.3
0000000184012e4c (__TEXT,__text) non-external _atom2str.cold.4
0000000184012e78 (__TEXT,__text) non-external _atom2str.cold.5
0000000184012ea4 (__TEXT,__text) non-external _atom2str.cold.6
0000000184012ed0 (__TEXT,__text) non-external _atom2str.cold.7
0000000184012efc (__TEXT,__text) non-external _atom2str.cold.8
0000000183fe7900 (__TEXT,__text) non-external _backchar
0000000183fec62c (__TEXT,__text) non-external _backtrace_pop
0000000184012d18 (__TEXT,__text) non-external _backtrace_pop.cold.1
0000000183fe61a4 (__TEXT,__text) non-external _backtrace_push
0000000184004fa4 (__TEXT,__text) non-external _bitmask_extend
                 (undefined) external _bootstrap_look_up (from libSystem)
                 (undefined) external _bootstrap_port (from libSystem)
                 (undefined) external _bzero (from libSystem)
0000000183ff90f8 (__TEXT,__text) non-external _can_combine_conjunction
0000000183ff9044 (__TEXT,__text) non-external _can_combine_disjunction
0000000183ffa3a0 (__TEXT,__text) non-external _candidate_list_lookup
0000000183ffae14 (__TEXT,__text) non-external _candidate_list_remove
0000000183ffd874 (__TEXT,__text) non-external _candidate_set_release
0000000183fed354 (__TEXT,__text) non-external _car
0000000183fed3b8 (__TEXT,__text) non-external _cdr
0000000184004104 (__TEXT,__text) non-external _check_cycles1
000000018400442c (__TEXT,__text) non-external _check_cycles_policy
0000000183ffdf84 (__TEXT,__text) non-external _check_dependencies
000000018400be74 (__TEXT,__text) non-external _check_instruction
000000018400bf9c (__TEXT,__text) non-external _check_policy
0000000184010f3c (__TEXT,__text) non-external _collect_filters_into_syscallmask
000000018400ac00 (__TEXT,__text) non-external _combine_conditions
0000000183fe21e0 (__TEXT,__text) non-external _compile
0000000183fee2d4 (__TEXT,__text) non-external _compute_cost_estimate
0000000183fedfd0 (__TEXT,__text) non-external _compute_hash
000000018400897c (__TEXT,__text) non-external _compute_hash.274
0000000183ff1ee8 (__TEXT,__text) non-external _condition_free_callback
000000018400c700 (__TEXT,__text) non-external _condition_has_nested_condition_list
0000000184008be4 (__TEXT,__text) non-external _condition_is_subset_of_all
0000000184008c58 (__TEXT,__text) non-external _condition_is_subset_of_any
0000000183ffd130 (__TEXT,__text) non-external _condition_with_patterns_combined
00000001840038c0 (__TEXT,__text) non-external _connect_to_sandboxd_and_call
0000000183ff4c60 (__TEXT,__text) non-external _construct_automaton
0000000183ffd9ec (__TEXT,__text) non-external _create_pattern_disjunctions
0000000183ff97b8 (__TEXT,__text) non-external _cse
0000000183ff9b28 (__TEXT,__text) non-external _cse_inferior_list
0000000183ff99bc (__TEXT,__text) non-external _cse_multiple
0000000183ffb658 (__TEXT,__text) non-external _dce
0000000183fef6fc (__TEXT,__text) non-external _decorate_condition
0000000183febfa0 (__TEXT,__text) non-external _decorate_operation
000000018400ccf0 (__TEXT,__text) non-external _define_combination_filter
0000000184009c00 (__TEXT,__text) non-external _die_die_die
                 (undefined) external _dispatch_once (from libSystem)
00000001e6074758 (__AUTH_CONST,__const) non-external _dispatch_table
0000000183ff7b20 (__TEXT,__text) non-external _dump_stack_restore
0000000183ff7aa8 (__TEXT,__text) non-external _dump_stack_stash
0000000184007d6c (__TEXT,__text) non-external _eliminate_common_subexpressions_policy
0000000183ffb4f0 (__TEXT,__text) non-external _eliminate_dead_code
000000018400959c (__TEXT,__text) non-external _eliminate_dead_code_policy
0000000183fff30c (__TEXT,__text) non-external _emit
0000000184006538 (__TEXT,__text) non-external _emit_bitmask
0000000184000bdc (__TEXT,__text) non-external _emit_buffer
0000000183ffe590 (__TEXT,__text) non-external _emit_instruction
0000000184006b20 (__TEXT,__text) non-external _emit_modifier_descriptor
0000000184006478 (__TEXT,__text) non-external _emit_network
00000001840062f4 (__TEXT,__text) non-external _emit_pattern
0000000184005608 (__TEXT,__text) non-external _emit_profile
0000000184006358 (__TEXT,__text) non-external _emit_regex
0000000184005d7c (__TEXT,__text) non-external _emit_string_table
00000001840061cc (__TEXT,__text) non-external _emit_string_table_reference
0000000184005c9c (__TEXT,__text) non-external _emit_variable_names
000000018400ea04 (__TEXT,__text) non-external _enable_profile_flag
0000000183ffef8c (__TEXT,__text) non-external _encode_address
0000000183ff45c4 (__TEXT,__text) non-external _end_expression
0000000183feab60 (__TEXT,__text) non-external _eqv
0000000183ffb094 (__TEXT,__text) non-external _expand_logical_conditions
000000018400ad70 (__TEXT,__text) non-external _expand_logical_conditions_policy
000000018400e778 (__TEXT,__text) non-external _extends_builtin
000000018400a0b8 (__TEXT,__text) non-external _factor_policy
                 (undefined) external _fclose (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _fileno (from libSystem)
0000000183fe5960 (__TEXT,__text) non-external (was a private external) _fill_vector
00000001df076208 (__DATA_CONST,__const) non-external _filter_info
0000000183fe58cc (__TEXT,__text) non-external _find_consecutive_cells
0000000183fe8b8c (__TEXT,__text) non-external _find_slot_in_env
0000000183ff4a38 (__TEXT,__text) non-external _fixup_unanchored_operand
                 (undefined) external _flockfile (from libSystem)
                 (undefined) external _fopen (from libSystem)
000000018400d908 (__TEXT,__text) non-external _format_error
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fputs (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
0000000183fe4788 (__TEXT,__text) non-external _free_bytes_in_buffer
                 (undefined) external _fseeko (from libSystem)
                 (undefined) external _fstat (from libSystem)
                 (undefined) external _ftello (from libSystem)
                 (undefined) external _funlockfile (from libSystem)
                 (undefined) external _funopen (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00000001e2b9d528 (__DATA,__crash_info) non-external (was a private external) _gCRAnnotations
0000000183fec134 (__TEXT,__text) non-external _gc
0000000183feb3e0 (__TEXT,__text) non-external (was a private external) _gc_protect
0000000183feb604 (__TEXT,__text) non-external (was a private external) _gc_unprotect
0000000184012cc0 (__TEXT,__text) non-external _gc_unprotect.cold.1
0000000184010bf8 (__TEXT,__text) non-external _generate_syscallmask
0000000183feaa20 (__TEXT,__text) non-external (was a private external) _gensym
0000000184012c94 (__TEXT,__text) non-external _gensym.cold.1
0000000183fe5a64 (__TEXT,__text) non-external _get_cell
0000000183fff298 (__TEXT,__text) non-external _get_current_data_address
00000001840105d4 (__TEXT,__text) non-external _has_pending_backtrack
0000000183fe775c (__TEXT,__text) non-external _inchar
0000000184013ae5 (__TEXT,__const) non-external _init_scm
0000000184003294 (__TEXT,__text) non-external _inspect_iterate_items
0000000183fea648 (__TEXT,__text) non-external _is_any
0000000184000cf4 (__TEXT,__text) non-external (was a private external) _is_bt_pointer
