0000000277456350 (__TEXT,__text) external _AAAFSCGetMetadata
                 (undefined) external _ccscrypt_storage_size (from libSystem)
000000027740d614 (__TEXT,__text) non-external _checkEOF
                 (undefined) external _chflags (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _chown (from libSystem)
000000027742e354 (__TEXT,__text) non-external _chunkAppendHole
0000000277417248 (__TEXT,__text) non-external _chunkAsyncCancel
0000000277416b34 (__TEXT,__text) non-external _chunkAsyncClose
0000000277416eb0 (__TEXT,__text) non-external _chunkAsyncGetRange
000000027741726c (__TEXT,__text) non-external _chunkAsyncIsCancelled
000000027741707c (__TEXT,__text) non-external _chunkAsyncProcess
000000027742e308 (__TEXT,__text) non-external _chunkDestroy
000000027742c7bc (__TEXT,__text) non-external _chunk_compare_by_position
000000027742c7ac (__TEXT,__text) non-external _chunk_compare_by_rating
0000000277410280 (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
00000002773e6de4 (__TEXT,__text) non-external _closeProc
0000000277411604 (__TEXT,__text) non-external _closeProc
000000027741ae3c (__TEXT,__text) non-external _closeProc
000000027742fffc (__TEXT,__text) non-external _closeProc
00000002773e70d4 (__TEXT,__text) non-external _closeWithStateProc
0000000277411690 (__TEXT,__text) non-external _closeWithStateProc
000000027741c0e8 (__TEXT,__text) non-external _closeWithStateProc
00000002774300a4 (__TEXT,__text) non-external _closeWithStateProc
                 (undefined) external _closedir (from libSystem)
0000000277442b4c (__TEXT,__text) non-external _clusterEntryUpdateDAT
000000027743ea70 (__TEXT,__text) non-external _cmpNodesProc
00000002773e3a80 (__TEXT,__text) non-external _cmpRange
00000002773e683c (__TEXT,__text) non-external _cmp_entries_clc
00000002773e6808 (__TEXT,__text) non-external _cmp_entries_hlc
00000002773e68d4 (__TEXT,__text) non-external _cmp_entries_offset
00000002773e6870 (__TEXT,__text) non-external _cmp_entries_slc
000000027743c248 (__TEXT,__text) non-external _cmp_keys
000000027742fd6c (__TEXT,__text) non-external _cmp_markers
00000002773e08c4 (__TEXT,__text) non-external _compare_copy_fork_3
00000002773e0874 (__TEXT,__text) non-external _compare_copy_fork_4
00000002773e081c (__TEXT,__text) non-external _compare_copy_fork_5
00000002773e046c (__TEXT,__text) non-external _compare_digest_tasks
00000002773dea78 (__TEXT,__text) non-external (was a private external) _compare_extents_by_position
00000002773e136c (__TEXT,__text) non-external _compare_forks_by_extent
00000002773e13a8 (__TEXT,__text) non-external _compare_forks_by_position
0000000277406420 (__TEXT,__text) non-external _compositeChunkAsyncCancel
00000002774063c4 (__TEXT,__text) non-external _compositeChunkAsyncClose
0000000277406410 (__TEXT,__text) non-external _compositeChunkAsyncGetRange
0000000277406428 (__TEXT,__text) non-external _compositeChunkAsyncIsCancelled
0000000277406418 (__TEXT,__text) non-external _compositeChunkAsyncProcess
00000002773e9dbc (__TEXT,__text) non-external (was a private external) _compressionWorkerProc
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_identify_algorithm (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
000000027744f308 (__TEXT,__text) non-external _computePatchesWorkerProc
0000000277418a94 (__TEXT,__text) non-external (was a private external) _concatExtractPath
00000002774189d0 (__TEXT,__text) non-external (was a private external) _concatPath
                 (undefined) external _confstr (from libSystem)
000000027745f59c (__TEXT,__text) non-external (was a private external) _contextPassThroughProc
0000000277424e90 (__TEXT,__text) non-external _controls_combo_enforce_copy_fork_boundary
000000027742072c (__TEXT,__text) non-external _convertStreamAbort
00000002774209e4 (__TEXT,__text) non-external _convertStreamBeginBlob
000000027741f6ac (__TEXT,__text) non-external _convertStreamClose
0000000277420c0c (__TEXT,__text) non-external _convertStreamEndBlob
0000000277420958 (__TEXT,__text) non-external _convertStreamEndEntry
000000027742088c (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
0000000277420300 (__TEXT,__text) non-external _convertStreamWriteBlob
000000027741f740 (__TEXT,__text) non-external _convertStreamWriteHeader
000000027742c7d4 (__TEXT,__text) non-external _convert_block_controls
000000027742c638 (__TEXT,__text) non-external _convert_internal_controls
00000002774191e4 (__TEXT,__text) non-external (was a private external) _copyFileSegment
00000002774195ec (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
00000002773fc440 (__TEXT,__text) non-external _copyStream
000000027743cb30 (__TEXT,__text) non-external _create
000000027741f48c (__TEXT,__text) non-external _createErrorContextKey
000000027741eed8 (__TEXT,__text) non-external (was a private external) _createThread
00000002774000bc (__TEXT,__text) non-external _ctrl_reader_get
0000000277404748 (__TEXT,__text) non-external _currentWriteBufferFull
00000002774534a8 (__TEXT,__text) non-external _decodeStreamAbort
00000002774534c4 (__TEXT,__text) non-external _decodeStreamClose
000000027745298c (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
0000000277452814 (__TEXT,__text) non-external (was a private external) _decodeStreamLoadHeader
00000002774532c0 (__TEXT,__text) non-external _decodeStreamReadBlob
0000000277452700 (__TEXT,__text) non-external (was a private external) _decodeStreamReadData
0000000277452d94 (__TEXT,__text) non-external _decodeStreamReadHeader
000000027745262c (__TEXT,__text) non-external (was a private external) _decodeStreamRefillBuffer
0000000277456ba0 (__TEXT,__text) non-external _decompressToData
00000002773e2948 (__TEXT,__text) non-external _decryptAsyncCancel
00000002773e23dc (__TEXT,__text) non-external _decryptAsyncClose
00000002773e25bc (__TEXT,__text) non-external _decryptAsyncGetRange
00000002773e295c (__TEXT,__text) non-external _decryptAsyncIsCancelled
00000002773e2710 (__TEXT,__text) non-external _decryptAsyncProcess
0000000277425cc8 (__TEXT,__text) non-external _decryptToFileAsyncCancel
0000000277425b44 (__TEXT,__text) non-external _decryptToFileAsyncClose
0000000277425cd0 (__TEXT,__text) non-external _decryptToFileAsyncGetRange
0000000277425cd8 (__TEXT,__text) non-external _decryptToFileAsyncProcess
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dlsym (from libSystem)
0000000277401df8 (__TEXT,__text) non-external _ecc65537Inv
00000002774019b4 (__TEXT,__text) non-external _ecc65537PolyEval
0000000277401c60 (__TEXT,__text) non-external _ecc65537Solve
0000000277401a34 (__TEXT,__text) non-external _ecc65537Triangulate
0000000277450078 (__TEXT,__text) non-external _encodeEntry
00000002774501fc (__TEXT,__text) non-external _encodeYOPEntry
000000027745127c (__TEXT,__text) non-external _encoderStreamAbort
00000002774510b8 (__TEXT,__text) non-external _encoderStreamClose
0000000277451448 (__TEXT,__text) non-external _encoderStreamWriteBlob
0000000277451298 (__TEXT,__text) non-external _encoderStreamWriteHeader
000000027741e75c (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
000000027744f2d8 (__TEXT,__text) non-external _entryIndexCmpHLC
000000027743347c (__TEXT,__text) non-external _entryMessage
000000027744224c (__TEXT,__text) non-external _entryRelease
000000027744f2bc (__TEXT,__text) non-external _entryVectorCmp
000000027741a5b0 (__TEXT,__text) non-external (was a private external) _enumerateTree
000000027741a718 (__TEXT,__text) non-external _enumerateTree_rec
000000027743d778 (__TEXT,__text) non-external _expandDirThreadProc
000000027744222c (__TEXT,__text) non-external _extractStreamAbort
0000000277440420 (__TEXT,__text) non-external _extractStreamClose
0000000277442d24 (__TEXT,__text) non-external _extractStreamEntryEnd
0000000277442e00 (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
00000002774429a4 (__TEXT,__text) non-external _extractStreamStateFail
0000000277441b40 (__TEXT,__text) non-external _extractStreamWriteBlob
000000027744104c (__TEXT,__text) non-external _extractStreamWriteHeader
0000000277433d54 (__TEXT,__text) non-external _extractThread
00000002774423bc (__TEXT,__text) non-external _extractThreadFailEntry
000000027743f628 (__TEXT,__text) non-external _extractThreadProc
0000000277442a84 (__TEXT,__text) non-external _extractThreadSendCommand
00000002774338c4 (__TEXT,__text) non-external _extractToDirAsyncCancel
0000000277433700 (__TEXT,__text) non-external _extractToDirAsyncClose
00000002774338c8 (__TEXT,__text) non-external _extractToDirAsyncGetRange
000000027743395c (__TEXT,__text) non-external _extractToDirAsyncProcess
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
00000002773f9c6c (__TEXT,__text) non-external _findFirst
000000027742cc48 (__TEXT,__text) non-external _fingerprint_consumer
000000027742c954 (__TEXT,__text) non-external _fingerprint_worker
                 (undefined) external _flistxattr (from libSystem)
00000002773fb0dc (__TEXT,__text) non-external _flushBuf
00000002774516d0 (__TEXT,__text) non-external _flushOBuf
0000000277458b34 (__TEXT,__text) non-external _flushOBuf
0000000277413e44 (__TEXT,__text) non-external _flushToResourceFork
0000000277451848 (__TEXT,__text) non-external (was a private external) _forceInPlaceControls
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
000000027740bdf4 (__TEXT,__text) non-external (was a private external) _freeDiffSegmentVector
00000002774289d8 (__TEXT,__text) non-external _free_page
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat (from libSystem)
                 (undefined) external _fstatat (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
00000002773fb46c (__TEXT,__text) non-external (was a private external) _fullReplacementBXPatch5
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _fwrite (from libSystem)
0000000295926460 (__DATA_DIRTY,__bss) non-external _gErrorContextKey
000000027742f260 (__TEXT,__text) non-external (was a private external) _getBXDiffControls
000000027746219c (__TEXT,__text) non-external _getBXDiffControls.cold.1
000000027741a2a8 (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
0000000277452410 (__TEXT,__text) non-external (was a private external) _getComboControlsFromMergedDiffSegmentVectors
0000000277401fc8 (__TEXT,__text) non-external _getCompressedSizeCounterProc
0000000277418684 (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
000000027741f424 (__TEXT,__text) non-external _getErrorContextKey
0000000295926450 (__DATA_DIRTY,__data) non-external _getErrorContextKey.errorContextOnce
000000027742ad20 (__TEXT,__text) non-external _getFieldBlob
0000000277419aa4 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
0000000277419a18 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
000000027741a07c (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
000000027744444c (__TEXT,__text) non-external _getFileDiskUsageBlocks2
000000027741a218 (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
0000000277419988 (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
000000027741a348 (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
000000027741a358 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
000000027741a404 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
0000000277419fa4 (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
000000027746124c (__TEXT,__text) non-external _getFreeCachePos
000000027743e62c (__TEXT,__text) non-external _getPath
000000027740e944 (__TEXT,__text) non-external _getProfile
000000027741863c (__TEXT,__text) non-external (was a private external) _getRealTime
0000000277418e4c (__TEXT,__text) non-external (was a private external) _getTempDir
00000002774341b8 (__TEXT,__text) non-external _getTempSegmentFilename
000000027741abbc (__TEXT,__text) non-external (was a private external) _getVolumeCapabilities
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
000000027745f434 (__TEXT,__text) non-external _graisAbort
000000027745dbe0 (__TEXT,__text) non-external _graisClose
000000027745f0b4 (__TEXT,__text) non-external _graisPRead
000000027745f098 (__TEXT,__text) non-external _graisRead
000000027745f3e8 (__TEXT,__text) non-external _graisSeek
000000027743d6bc (__TEXT,__text) non-external _increaseCapacity
000000027740d8b0 (__TEXT,__text) non-external (was a private external) _initBestMatchThreadProc
0000000277451dac (__TEXT,__text) non-external (was a private external) _initDiffSegmentVector
0000000277443478 (__TEXT,__text) non-external _init_blob_with_magic
0000000277421964 (__TEXT,__text) non-external (was a private external) _io_hint_static_content
00000002774219f0 (__TEXT,__text) non-external (was a private external) _io_preallocate
0000000277421bc8 (__TEXT,__text) non-external (was a private external) _io_set_nocache
0000000277418f10 (__TEXT,__text) non-external (was a private external) _isDirEmpty
0000000277448e0c (__TEXT,__text) non-external _isZero
                 (undefined) external _issetugid (from libSystem)
000000027741f238 (__TEXT,__text) non-external (was a private external) _joinThread
00000002774620d4 (__TEXT,__text) non-external _joinThread.cold.1
000000027745b4b8 (__TEXT,__text) non-external (was a private external) _jsonPushLabel
000000027745b570 (__TEXT,__text) non-external (was a private external) _jsonPushValue
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
000000027741e884 (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
00000002774528cc (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_AA
000000027742e4f8 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Cpio
0000000277447c74 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Ustar
0000000277458d34 (__TEXT,__text) non-external _loadChunkOffsets
00000002774564c8 (__TEXT,__text) non-external _loadDecmpfsXattr
0000000277433dc8 (__TEXT,__text) non-external _loadRemainingRange
0000000277433fe8 (__TEXT,__text) non-external _loadTempSegment
0000000277433a04 (__TEXT,__text) non-external _loadThread
0000000277422fec (__TEXT,__text) non-external (was a private external) _load_variants
0000000277416d14 (__TEXT,__text) non-external _lockedStateReserveActiveChunks
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_bound (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
00000002774187fc (__TEXT,__text) non-external (was a private external) _makePath
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
000000027740a6e0 (__TEXT,__text) non-external _memoryInputStreamCancel
000000027740a6c4 (__TEXT,__text) non-external _memoryInputStreamClose
000000027740a714 (__TEXT,__text) non-external _memoryInputStreamPRead
000000027740a6f4 (__TEXT,__text) non-external _memoryInputStreamRead
000000027740a78c (__TEXT,__text) non-external _memoryInputStreamSeek
000000027740a918 (__TEXT,__text) non-external _memoryOutputStreamCancel
000000027740a8fc (__TEXT,__text) non-external _memoryOutputStreamClose
000000027740a92c (__TEXT,__text) non-external _memoryOutputStreamWrite
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
00000002774523d8 (__TEXT,__text) non-external _mergeDiffSegmentEventCompareProc
0000000277451fe0 (__TEXT,__text) non-external (was a private external) _mergeDiffSegmentVectors
0000000277403a04 (__TEXT,__text) non-external _merge_controls
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkdtemp (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
                 (undefined) external _mmap (from libSystem)
0000000277461b80 (__TEXT,__text) non-external _movePage
                 (undefined) external _munmap (from libSystem)
000000027743df5c (__TEXT,__text) non-external _normalize
00000002774188bc (__TEXT,__text) non-external (was a private external) _normalizePath
0000000277434260 (__TEXT,__text) non-external _notifySegmentAvailable
0000000277476bf8 (__TEXT,__const) non-external _old_resource_fork_map
00000002774771a0 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _openat (from libSystem)
                 (undefined) external _opendir (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
00000002773e9fcc (__TEXT,__text) non-external (was a private external) _outputStreamProc
000000027742316c (__TEXT,__text) non-external (was a private external) _patch_write_controls
0000000277418d70 (__TEXT,__text) non-external (was a private external) _pathIsValid
00000002773ead68 (__TEXT,__text) non-external _pcRead
00000002773ea230 (__TEXT,__text) non-external _pcWrite
00000002773e16a4 (__TEXT,__text) non-external (was a private external) _pc_array_aggregate
00000002773e14e8 (__TEXT,__text) non-external (was a private external) _pc_array_append
00000002773e1474 (__TEXT,__text) non-external (was a private external) _pc_array_compact
00000002773e13d4 (__TEXT,__text) non-external (was a private external) _pc_array_compare
00000002773e1464 (__TEXT,__text) non-external (was a private external) _pc_array_free
00000002773e15ec (__TEXT,__text) non-external (was a private external) _pc_array_indirect_sort
00000002773e15dc (__TEXT,__text) non-external (was a private external) _pc_array_sort
000000027742cd60 (__TEXT,__text) non-external (was a private external) _pc_log_error
0000000277462110 (__TEXT,__text) non-external _pc_log_error.cold.1
000000027742cf80 (__TEXT,__text) non-external (was a private external) _pc_log_info
000000027742ce6c (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _pclose (from libSystem)
                 (undefined) external _perror (from libSystem)
0000000277428608 (__TEXT,__text) non-external _plzmaEncodeBuffer
                 (undefined) external _popen (from libSystem)
                 (undefined) external _pread (from libSystem)
00000002773e2e84 (__TEXT,__text) non-external _processClusterHeader
0000000277405950 (__TEXT,__text) non-external _processEntry
000000027741d3b4 (__TEXT,__text) non-external _processEntry
00000002773e2968 (__TEXT,__text) non-external _processMagic
00000002773e360c (__TEXT,__text) non-external _processPadding
00000002773e2aa0 (__TEXT,__text) non-external _processPrologue
00000002773e3938 (__TEXT,__text) non-external _processSegment
0000000277425948 (__TEXT,__text) non-external _processSegment
00000002774331c4 (__TEXT,__text) non-external _processSegment
00000002773fd2d0 (__TEXT,__text) non-external _processWithProgress
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
0000000277451ed8 (__TEXT,__text) non-external (was a private external) _pushControls
0000000277451e44 (__TEXT,__text) non-external (was a private external) _pushDiffSegment
00000002773e3a98 (__TEXT,__text) non-external _pushPaddingRange
00000002773e2298 (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
000000027740f080 (__TEXT,__text) non-external _quicksort64
                 (undefined) external _rand (from libSystem)
00000002774009a4 (__TEXT,__text) non-external _randomAccessWorkerProc
000000027741807c (__TEXT,__text) non-external _rangeCmp
000000027741377c (__TEXT,__text) non-external _rangeInputStreamCancel
0000000277413748 (__TEXT,__text) non-external _rangeInputStreamClose
00000002774137a0 (__TEXT,__text) non-external _rangeInputStreamRead
00000002773deffc (__TEXT,__text) non-external _rawimg_add_fork
00000002773df168 (__TEXT,__text) non-external _rawimg_add_volume
00000002773e1310 (__TEXT,__text) non-external _rawimg_allocate_header_and_footer
00000002773ded14 (__TEXT,__text) non-external (was a private external) _rawimg_create_with_path
00000002773e0ddc (__TEXT,__text) non-external (was a private external) _rawimg_create_with_stream
00000002773dea90 (__TEXT,__text) non-external (was a private external) _rawimg_destroy
00000002773e02cc (__TEXT,__text) non-external _rawimg_digest_worker
0000000277402e2c (__TEXT,__text) non-external (was a private external) _rawimg_force_in_place
000000028e215118 (__DATA_CONST,__const) non-external _rawimg_force_in_place.pass_name
00000002773e0250 (__TEXT,__text) non-external _rawimg_free_chunks
00000002773df618 (__TEXT,__text) non-external (was a private external) _rawimg_get_digests
00000002773e0978 (__TEXT,__text) non-external (was a private external) _rawimg_save_to_stream
00000002773e049c (__TEXT,__text) non-external (was a private external) _rawimg_set_fork_types
00000002773deb38 (__TEXT,__text) non-external (was a private external) _rawimg_show
00000002773df170 (__TEXT,__text) non-external _rawimg_verify
00000002773ec588 (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r (from libSystem)
000000027745f808 (__TEXT,__text) non-external (was a private external) _readerProc
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
00000002774185dc (__TEXT,__text) non-external (was a private external) _reallocToFit
000000027744361c (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regerror (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
00000002774290dc (__TEXT,__text) non-external _remap_page
000000027741aa94 (__TEXT,__text) non-external _removeEntryProc
000000027741a68c (__TEXT,__text) non-external (was a private external) _removeFile
000000027741ab4c (__TEXT,__text) non-external _removeLeaveDirProc
00000002774058ec (__TEXT,__text) non-external _removeStreamAbort
00000002774051b4 (__TEXT,__text) non-external _removeStreamClose
00000002774058d8 (__TEXT,__text) non-external _removeStreamWriteBlob
000000027740549c (__TEXT,__text) non-external _removeStreamWriteHeader
000000027741aa48 (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
0000000277451db8 (__TEXT,__text) non-external (was a private external) _reserveDiffSegmentVector
0000000277457334 (__TEXT,__text) non-external _resizeResourceFork
0000000277426650 (__TEXT,__text) non-external _resizeStream
0000000277456690 (__TEXT,__text) non-external _resourceForkSize
000000027741edd4 (__TEXT,__text) non-external (was a private external) _restoreThreadErrorContext
0000000277434440 (__TEXT,__text) non-external _retireEntryRange
0000000277442820 (__TEXT,__text) non-external _retireThreadEnqueue
000000027743f0fc (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
000000027742c56c (__TEXT,__text) non-external _sanitize_internal_controls
000000027741ed60 (__TEXT,__text) non-external (was a private external) _saveThreadErrorContext
0000000277410304 (__TEXT,__text) non-external _seekTo
0000000277422f84 (__TEXT,__text) non-external _segment_find
00000002774046c4 (__TEXT,__text) non-external _sendEOF
0000000277420748 (__TEXT,__text) non-external _sendHeader
00000002773f17e0 (__TEXT,__text) non-external _sendMessage
000000027745f458 (__TEXT,__text) non-external _sendMessage
0000000277400834 (__TEXT,__text) non-external _sequentialReaderProc
00000002774008d4 (__TEXT,__text) non-external _sequentialWriterProc
0000000277418744 (__TEXT,__text) non-external (was a private external) _serializeHexString
000000027746c665 (__TEXT,__cstring) non-external _serializeHexString.digit
000000027742b25c (__TEXT,__text) non-external _setFieldBlob
0000000277419b2c (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
000000027741a14c (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlagsFD
000000027741e810 (__TEXT,__text) non-external _setThreadErrorContext
00000002774585f0 (__TEXT,__text) non-external _setUFCompressedBit
                 (undefined) external _setattrlist (from libSystem)
000000027742543c (__TEXT,__text) non-external _setupContext
0000000277432500 (__TEXT,__text) non-external _setupContext
0000000277418704 (__TEXT,__text) non-external (was a private external) _sha1ToString
0000000277418790 (__TEXT,__text) non-external (was a private external) _sha1cmp
00000002773f5984 (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
00000002773e3b40 (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat (from libSystem)
0000000277419a94 (__TEXT,__text) non-external (was a private external) _statIsCompressed
000000027741abb4 (__TEXT,__text) non-external (was a private external) _statIsDataless
000000027743b8a0 (__TEXT,__text) non-external _stateAppendEntry
000000027744e4a0 (__TEXT,__text) non-external _stateCollectorStreamClose
000000027744ee5c (__TEXT,__text) non-external _stateCollectorStreamWriteBlob
000000027744e4bc (__TEXT,__text) non-external _stateCollectorStreamWriteHeader
000000027744c4d8 (__TEXT,__text) non-external _stateComputePatches
000000027743af3c (__TEXT,__text) non-external _stateConcatPath
0000000277438d94 (__TEXT,__text) non-external _stateDestroy
000000027744e374 (__TEXT,__text) non-external _stateDestroy
000000027744c808 (__TEXT,__text) non-external _stateGenerateArchive
000000027743af68 (__TEXT,__text) non-external _stateGetEntryData
000000027744fcf0 (__TEXT,__text) non-external _stateLoadEntryHeader
000000027743b158 (__TEXT,__text) non-external _stateShouldCreateFileInCluster
00000002774180d0 (__TEXT,__text) non-external _stateSortRanges
                 (undefined) external _statfs (from libSystem)
000000027746188c (__TEXT,__text) non-external _storeCachePos
00000002774586b4 (__TEXT,__text) non-external _storeChunkOffsets
00000002774190a8 (__TEXT,__text) non-external (was a private external) _storeFileContents
                 (undefined) external _strcasecmp (from libSystem)
                 (undefined) external _strchr (from libSystem)
                 (undefined) external _strcmp (from libSystem)
0000000277416384 (__TEXT,__text) non-external _streamAbort
