00000001c9a5e684 (__TEXT,__text) non-external +[NFPromise new]
00000001e060e610 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e51_"NFPromise"16?0?<v??<v?>?<v?"NSError">>8l
00000001e060e520 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e51_"NFPromise"24?0"NSObject<OS_dispatch_queue>"816l
00000001e060e6d0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e51_"NFPromise"24?0"NSObject<OS_dispatch_queue>"8d16l
00000001e060e490 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e58_"NFPromise"24?0"NSObject<OS_dispatch_queue>"8?<?>16l
00000001e060e580 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e58_"NFPromise"24?0"NSObject<OS_dispatch_queue>"8?<v?>16l
00000001e060e2e0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e5_v8?0l
00000001e060e640 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e83_"NFPromise"24?0"NSObject<OS_dispatch_queue>"8?<v??<v?>?<v?"NSError">>16l
00000001e060e4c0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e8_16?08l
00000001e060e350 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32s_e8_v16?08l
00000001e060e810 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_40_e8_32w_e30_v16?0"NSObject<OS_nw_path>"8l
00000001e060e8f0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40bs_e17_v16?0"NSError"8l
00000001e060e920 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40bs_e5_v8?0l
00000001e060e8c0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40bs_e8_16?08l
00000001e060e860 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32bs40r_e5_v8?0l
00000001e060e7c0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40bs_e23_v32?0Q816"NSError"24l
00000001e060e5b0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40bs_e34_v24?0?<v?>8?<v?"NSError">16l
00000001e060e700 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40bs_e5_v8?0l
00000001e060e890 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s40r_e14_v16?0?<v?>8l
00000001e060e6a0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_48_e8_32s_e8_16?08l
00000001e060e760 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40bs48bs_e23_v32?0Q816"NSError"24l
00000001e060e410 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48bs_e34_v24?0?<v?>8?<v?"NSError">16l
00000001e060e260 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48s_e16_"NFPromise"8?0l
00000001e060e290 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s48s_e8_16?08l
00000001e060e730 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_56_e8_32s40s_e34_v24?0?<v?>8?<v?"NSError">16l
00000001e060e3e0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40bs48bs56bs_e8_v16?08l
00000001e060e3b0 (__AUTH_CONST,__const) non-external (was a private external) ___block_descriptor_64_e8_32s40s48bs56bs_e5_v8?0l
00000001e060e1f0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001e060e310 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001e060e7f0 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001e060e950 (__AUTH_CONST,__const) non-external ___block_literal_global
00000001e060e970 (__AUTH_CONST,__const) non-external ___block_literal_global.10
00000001e060e440 (__AUTH_CONST,__const) non-external ___block_literal_global.28
00000001e060e210 (__AUTH_CONST,__const) non-external ___block_literal_global.3
00000001e060e330 (__AUTH_CONST,__const) non-external ___block_literal_global.4
00000001e060e2c0 (__AUTH_CONST,__const) non-external ___block_literal_global.54
00000001e060e840 (__AUTH_CONST,__const) non-external ___block_literal_global.7
                 (undefined) external ___chkstk_darwin (from libSystem)
00000001c9a5f6b4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b
00000001c9a62324 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40b
00000001c9a6215c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32b40r
00000001c9a5b710 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s
00000001c9a5f630 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b
00000001c9a60a04 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b48b
00000001c9a5ecf8 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40b48b56b
00000001c9a621ec (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40r
00000001c9a5fef4 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s
00000001c9a5ed60 (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48b
00000001c9a5ec4c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48b56b
00000001c9a5d96c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32s40s48s
00000001c9a6130c (__TEXT,__text) non-external (was a private external) ___copy_helper_block_e8_32w
00000001c9a5b718 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s
00000001c9a621ac (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40r
00000001c9a5f678 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s
00000001c9a5d9b0 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s
00000001c9a5ecac (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32s40s48s56s
00000001c9a61318 (__TEXT,__text) non-external (was a private external) ___destroy_helper_block_e8_32w
                 (undefined) external ___kCFBooleanTrue (from CoreFoundation)
                 (undefined) external ___objc_personality_v0 (from libobjc)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
00000001c9a5e254 (__TEXT,__text) non-external ___zalgoIfMain_block_invoke
00000001c9a5e194 (__TEXT,__text) non-external ___zalgo_block_invoke
                 (undefined) external __dispatch_main_q (from libSystem)
00000001c9a633ec (__TEXT,__text) non-external __getNSValueBytes
                 (undefined) external __objc_empty_cache (from libobjc)
                 (undefined) external __os_log_default (from libSystem)
                 (undefined) external __os_log_error_impl (from libSystem)
                 (undefined) external _dispatch_after (from libSystem)
                 (undefined) external _dispatch_async (from libSystem)
                 (undefined) external _dispatch_get_global_queue (from libSystem)
                 (undefined) external _dispatch_once (from libSystem)
                 (undefined) external _dispatch_queue_attr_make_with_autorelease_frequency (from libSystem)
                 (undefined) external _dispatch_queue_create (from libSystem)
                 (undefined) external _dispatch_time (from libSystem)
                 (undefined) external _free (from libSystem)
00000001d73c0770 (__DATA,__data) external _kNFPromiseErrorDomain
00000001d73c0760 (__DATA,__data) external _kNFPromiseSealingErrorCode
00000001d73c0768 (__DATA,__data) external _kNFPromiseTimeoutErrorCode
00000001e060c6d0 (__DATA_CONST,__const) external _kNFReachabilityChangedNotification
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _nw_path_get_status (from Network)
                 (undefined) external _nw_path_is_constrained (from Network)
                 (undefined) external _nw_path_is_equal (from Network)
                 (undefined) external _nw_path_is_expensive (from Network)
                 (undefined) external _nw_path_monitor_cancel (from Network)
                 (undefined) external _nw_path_monitor_create (from Network)
                 (undefined) external _nw_path_monitor_set_queue (from Network)
                 (undefined) external _nw_path_monitor_set_update_handler (from Network)
                 (undefined) external _nw_path_monitor_start (from Network)
                 (undefined) external _nw_path_uses_interface_type (from Network)
                 (undefined) external _objc_alloc (from libobjc)
                 (undefined) external _objc_alloc_init (from libobjc)
                 (undefined) external _objc_autorelease (from libobjc)
                 (undefined) external _objc_autoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_begin_catch (from libobjc)
                 (undefined) external _objc_copyWeak (from libobjc)
                 (undefined) external _objc_destroyWeak (from libobjc)
                 (undefined) external _objc_end_catch (from libobjc)
                 (undefined) external _objc_enumerationMutation (from libobjc)
                 (undefined) external _objc_exception_throw (from libobjc)
                 (undefined) external _objc_initWeak (from libobjc)
                 (undefined) external _objc_loadWeakRetained (from libobjc)
                 (undefined) external _objc_msgSend (from libobjc)
00000001c9a67dc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$UUID
00000001c9a67de0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$UUIDString
00000001c9a67e00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_statusFromNetworkPath:
00000001c9a67e20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$_updateCurrentNetworkPath:
00000001c9a67e40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$activate
00000001c9a67e60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addDelegate:
00000001c9a67e80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$addObject:
00000001c9a67ea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$allValues
00000001c9a67ec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$alwaysOn:always:
00000001c9a67ee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appendFormat:
00000001c9a67f00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$appendString:
00000001c9a67f20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$array
00000001c9a67f40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$asDelay:onQueue:withError:
00000001c9a67f60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$asDelay:onQueue:withValue:
00000001c9a67f80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$asDelay:withValue:
00000001c9a67fa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$asVoid
00000001c9a67fc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$asVoid:
00000001c9a67fe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$attemptTriggersForCurrentEvent:
00000001c9a68000 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$block
00000001c9a68020 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$bytes
00000001c9a68040 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$canTry:withOwner:
00000001c9a68060 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$canTryBlock
00000001c9a68080 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$characterAtIndex:
00000001c9a680a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$children
00000001c9a680c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$code
00000001c9a680e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$compare:
00000001c9a68100 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$constructor
00000001c9a68120 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$containsObject:
00000001c9a68140 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$context
00000001c9a68160 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$copy
00000001c9a68180 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$count
00000001c9a681a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$countByEnumeratingWithState:objects:count:
00000001c9a681c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$currentNetworkPath
00000001c9a681e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataUsingEncoding:
00000001c9a68200 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dataWithContentsOfFile:
00000001c9a68220 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$deactivate
00000001c9a68240 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decodeObjectOfClass:forKey:
00000001c9a68260 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$decodeObjectOfClasses:forKey:
00000001c9a68280 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$defaultCenter
00000001c9a682a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$defaultManager
00000001c9a682c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$delegateProtocol
00000001c9a682e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$destinationState
00000001c9a68300 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithObject:forKey:
00000001c9a68320 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$dictionaryWithObjects:forKeys:count:
00000001c9a68340 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$didEnter:withOwner:
00000001c9a68360 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$didEnterBlock
00000001c9a68380 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$didExit:withOwner:
00000001c9a683a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$didExitBlock
00000001c9a683c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$domain
00000001c9a683e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$error
00000001c9a68400 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$errorOn:error:
00000001c9a68420 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$errorWithDomain:code:userInfo:
00000001c9a68440 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$event
00000001c9a68460 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$events
00000001c9a68480 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$exceptionWithName:reason:userInfo:
00000001c9a684a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fc_createStateMachineErrorForCode:userInfo:
00000001c9a684c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fileSystemRepresentation
00000001c9a684e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fireBlock
00000001c9a68500 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fireOnAny
00000001c9a68520 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fireOnce
00000001c9a68540 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fired:withOwner:
00000001c9a68560 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$firstly:
00000001c9a68580 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$fromState
00000001c9a685a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$getValue:
00000001c9a685c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$handleAlwaysTrigger:event:
00000001c9a685e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$handleOnceTrigger:event:
00000001c9a68600 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$handlers
00000001c9a68620 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hash
00000001c9a68640 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$hashTableWithOptions:
00000001c9a68660 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$init
00000001c9a68680 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initForReadingFromData:error:
00000001c9a686a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithDomain:code:userInfo:
00000001c9a686c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithError:
00000001c9a686e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithFormat:
00000001c9a68700 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithKey:fireOnce:fireOnAny:events:block:
00000001c9a68720 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithOptions:
00000001c9a68740 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithResolver:
00000001c9a68760 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithStateMachine:event:fromState:toState:context:
00000001c9a68780 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithUTF8String:
00000001c9a687a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$initWithValue:
00000001c9a687c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$invokeWithTarget:
00000001c9a687e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isEqual:
00000001c9a68800 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isEqualToString:
00000001c9a68820 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$isMainThread
00000001c9a68840 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$key
00000001c9a68860 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$length
00000001c9a68880 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$lock
00000001c9a688a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$methodSignatureForSelector:
00000001c9a688c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$name
00000001c9a688e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$nf_securelyUnarchiveObjectOfClass:
00000001c9a68900 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$nf_securelyUnarchiveObjectOfClass:withData:
00000001c9a68920 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$nf_securelyUnarchiveObjectOfClasses:withData:
00000001c9a68940 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$numberWithInteger:
00000001c9a68960 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$numberWithUnsignedInteger:
00000001c9a68980 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objCType
00000001c9a689a0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$objectForKey:
00000001c9a689c0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$owner
00000001c9a689e0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$performWithLockSync:
00000001c9a68a00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$postNotificationName:object:
00000001c9a68a20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$registerHandler:
00000001c9a68a40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$reject:
00000001c9a68a60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$removeAllObjects
00000001c9a68a80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$removeDelegate:
00000001c9a68aa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$removeObject:
00000001c9a68ac0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$removeObjectForKey:
00000001c9a68ae0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$resolve:
00000001c9a68b00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$resolveOn:reject:resolve:
00000001c9a68b20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$seal
00000001c9a68b40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$seal:error:resolution:
00000001c9a68b60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$selector
00000001c9a68b80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setCanTryBlock:
00000001c9a68ba0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setCurrentNetworkPath:
00000001c9a68bc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setCurrentReachabilityStatus:
00000001c9a68be0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setDidEnterBlock:
00000001c9a68c00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setDidExitBlock:
00000001c9a68c20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setError:
00000001c9a68c40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setFireBlock:
00000001c9a68c60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setObject:forKey:
00000001c9a68c80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setSeal:
00000001c9a68ca0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setState:
00000001c9a68cc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setStatus:
00000001c9a68ce0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setStatusToken:
00000001c9a68d00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setValue:
00000001c9a68d20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setWillEnterBlock:
00000001c9a68d40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setWillExitBlock:
00000001c9a68d60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$setWithObject:
00000001c9a68d80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$state
00000001c9a68da0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$states
00000001c9a68dc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$status
00000001c9a68de0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$statusToken
00000001c9a68e00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithCapacity:
00000001c9a68e20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithFileSystemRepresentation:length:
00000001c9a68e40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$stringWithFormat:
00000001c9a68e60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$then:
00000001c9a68e80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$thenOn:then:
00000001c9a68ea0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$timeoutAfter:on:
00000001c9a68ec0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$toState
00000001c9a68ee0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggerOnAnyEvent:block:
00000001c9a68f00 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$triggers
00000001c9a68f20 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$unlock
00000001c9a68f40 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$value
00000001c9a68f60 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$valueWithBytes:objCType:
00000001c9a68f80 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$willEnter:withOwner:
00000001c9a68fa0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$willEnterBlock
00000001c9a68fc0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$willExit:withOwner:
00000001c9a68fe0 (__TEXT,__objc_stubs) non-external (was a private external) _objc_msgSend$willExitBlock
                 (undefined) external _objc_msgSendSuper2 (from libobjc)
                 (undefined) external _objc_opt_class (from libobjc)
                 (undefined) external _objc_opt_isKindOfClass (from libobjc)
                 (undefined) external _objc_opt_new (from libobjc)
                 (undefined) external _objc_opt_respondsToSelector (from libobjc)
                 (undefined) external _objc_release (from libobjc)
                 (undefined) external _objc_retain (from libobjc)
                 (undefined) external _objc_retainAutorelease (from libobjc)
                 (undefined) external _objc_retainAutoreleaseReturnValue (from libobjc)
                 (undefined) external _objc_retainAutoreleasedReturnValue (from libobjc)
                 (undefined) external _objc_retainBlock (from libobjc)
                 (undefined) external _objc_setProperty_nonatomic_copy (from libobjc)
                 (undefined) external _objc_storeStrong (from libobjc)
                 (undefined) external _objc_storeWeak (from libobjc)
                 (undefined) external _objc_terminate (from libobjc)
                 (undefined) external _objc_unsafeClaimAutoreleasedReturnValue (from libobjc)
                 (undefined) external _os_log_type_enabled (from libSystem)
                 (undefined) external _os_unfair_lock_assert_not_owner (from libSystem)
                 (undefined) external _os_unfair_lock_assert_owner (from libSystem)
                 (undefined) external _os_unfair_lock_lock_with_options (from libSystem)
                 (undefined) external _os_unfair_lock_unlock (from libSystem)
                 (undefined) external _os_variant_has_internal_content (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_mutexattr_init (from libSystem)
                 (undefined) external _pthread_mutexattr_settype (from libSystem)
                 (undefined) external _qos_class_self (from libSystem)
00000001d7b29f40 (__DATA_DIRTY,__bss) non-external _sharedInstance.onceToken
00000001d7b29f38 (__DATA_DIRTY,__bss) non-external _sharedInstance.s_reachability
                 (undefined) external _strlen (from libSystem)
                 (undefined) external _sysctlbyname (from libSystem)
00000001c9a5e140 (__TEXT,__text) external _zalgo
00000001d7b29f20 (__DATA_DIRTY,__bss) non-external _zalgo.queue
00000001d7b29f18 (__DATA_DIRTY,__bss) non-external _zalgo.token
00000001c9a5e200 (__TEXT,__text) external _zalgoIfMain
00000001d7b29f30 (__DATA_DIRTY,__bss) non-external _zalgoIfMain.queue
00000001d7b29f28 (__DATA_DIRTY,__bss) non-external _zalgoIfMain.token
