00007ffb4221a170 (__DATA,__common) external _AfterColour
00007ffb1076c71a (__TEXT,__text) external __ZN4llvm35ImportedFunctionsInliningStatistics3dfsERNS0_15InlineGraphNodeE
00007ffb1076ba48 (__TEXT,__text) external __ZN4llvm35ImportedFunctionsInliningStatistics4dumpEb
00007ffb117f1fa1 (__TEXT,__text) external __ZN4llvm35IsBlockFollowedByDeoptOrUnreachableEPKNS_10BasicBlockE
00007ffb117f162a (__TEXT,__text) external __ZN4llvm35MergeBlockSuccessorsIntoGivenBlocksERNS_15SmallPtrSetImplIPNS_10BasicBlockEEEPNS_4LoopEPNS_14DomTreeUpdaterEPNS_8LoopInfoE
00007ffb10ca8b14 (__TEXT,__text) external __ZN4llvm35OptimizationRemarkAnalysisFPCommute6anchorEv
00007ffb4221d330 (__DATA,__common) external __ZN4llvm35PGSOColdCodeOnlyForPartialSamplePGOE
00007ffb4221c970 (__DATA,__common) external __ZN4llvm35SampleProfileMaxPropagateIterationsE
00007ffb10f3386c (__TEXT,__text) external __ZN4llvm35createAnnotation2MetadataLegacyPassEv
00007ffb11801425 (__TEXT,__text) external __ZN4llvm35createCanonicalizeFreezeInLoopsPassEv
00007ffb10725aa3 (__TEXT,__text) external __ZN4llvm35createDependenceAnalysisWrapperPassEv
00007ffb111415cc (__TEXT,__text) external __ZN4llvm35createMemorySanitizerLegacyPassPassENS_22MemorySanitizerOptionsE
00007ffb10801ca8 (__TEXT,__text) external __ZN4llvm35createModuleSummaryIndexWrapperPassEv
00007ffb1186f8e5 (__TEXT,__text) external __ZN4llvm35createSanitizerCtorAndInitFunctionsERNS_6ModuleENS_9StringRefES2_NS_8ArrayRefIPNS_4TypeEEENS3_IPNS_5ValueEEES2_
00007ffb111783a9 (__TEXT,__text) external __ZN4llvm35createThreadSanitizerLegacyPassPassEv
00007ffb1150724c (__TEXT,__text) external __ZN4llvm35createWarnMissedTransformationsPassEv
00007ffb1088896a (__TEXT,__text) external __ZN4llvm35findDevirtualizableCallsForTypeTestERNS_15SmallVectorImplINS_14DevirtCallSiteEEERNS0_IPNS_8CallInstEEEPKS4_RNS_13DominatorTreeE
00007ffb113afd54 (__TEXT,__text) external __ZN4llvm35initializeConstraintEliminationPassERNS_12PassRegistryE
00007ffb10a5a988 (__TEXT,__text) external __ZN4llvm35initializeDebugifyMachineModulePassERNS_12PassRegistryE
00007ffb113cd398 (__TEXT,__text) external __ZN4llvm35initializeDivRemPairsLegacyPassPassERNS_12PassRegistryE
00007ffb1182327c (__TEXT,__text) external __ZN4llvm35initializeEntryExitInstrumenterPassERNS_12PassRegistryE
00007ffb106a9acd (__TEXT,__text) external __ZN4llvm35initializeExternalAAWrapperPassPassERNS_12PassRegistryE
00007ffb109d3fea (__TEXT,__text) external __ZN4llvm35initializeGCMachineCodeAnalysisPassERNS_12PassRegistryE
00007ffb10fd5788 (__TEXT,__text) external __ZN4llvm35initializeInternalizeLegacyPassPassERNS_12PassRegistryE
00007ffb107d42a3 (__TEXT,__text) external __ZN4llvm35initializeLCSSAVerificationPassPassERNS_12PassRegistryE
00007ffb1143fe54 (__TEXT,__text) external __ZN4llvm35initializeLoopFlattenLegacyPassPassERNS_12PassRegistryE
00007ffb11477333 (__TEXT,__text) external __ZN4llvm35initializeLowerAtomicLegacyPassPassERNS_12PassRegistryE
00007ffb118635ac (__TEXT,__text) external __ZN4llvm35initializeLowerInvokeLegacyPassPassERNS_12PassRegistryE
00007ffb118669d8 (__TEXT,__text) external __ZN4llvm35initializeLowerSwitchLegacyPassPassERNS_12PassRegistryE
00007ffb10a3f8b6 (__TEXT,__text) external __ZN4llvm35initializeMachineBlockPlacementPassERNS_12PassRegistryE
00007ffb10aba2c8 (__TEXT,__text) external __ZN4llvm35initializeMachineRegionInfoPassPassERNS_12PassRegistryE
00007ffb1113cf79 (__TEXT,__text) external __ZN4llvm35initializeMemProfilerLegacyPassPassERNS_12PassRegistryE
00007ffb114b7384 (__TEXT,__text) external __ZN4llvm35initializeReassociateLegacyPassPassERNS_12PassRegistryE
00007ffb10b7cf4a (__TEXT,__text) external __ZN4llvm35initializeRegUsageInfoCollectorPassERNS_12PassRegistryE
00007ffb10b91a5c (__TEXT,__text) external __ZN4llvm35initializeShadowStackGCLoweringPassERNS_12PassRegistryE
00007ffb10888fdd (__TEXT,__text) external __ZN4llvm35replaceRelativePointerUsersWithZeroEPNS_8FunctionE
00007ffb111832cb (__TEXT,__text) external __ZN4llvm35thinLTOInternalizeAndPromoteInIndexERNS_18ModuleSummaryIndexENS_12function_refIFbNS_9StringRefENS_9ValueInfoEEEENS2_IFbyPKNS_18GlobalValueSummaryEEEE
00007ffb10c5ac09 (__TEXT,__text) external __ZN4llvm36ConstantFoldInsertElementInstructionEPNS_8ConstantES1_S1_
00007ffb10c5ae0d (__TEXT,__text) external __ZN4llvm36ConstantFoldShuffleVectorInstructionEPNS_8ConstantES1_NS_8ArrayRefIiEE
00007ffb10a8cf62 (__TEXT,__text) external __ZN4llvm36MachineOptimizationRemarkEmitterPass20runOnMachineFunctionERNS_15MachineFunctionE
00007ffb42214270 (__DATA,__common) external __ZN4llvm36MachineOptimizationRemarkEmitterPass2IDE
00007ffb10a8cf58 (__TEXT,__text) external __ZN4llvm36MachineOptimizationRemarkEmitterPassC1Ev
00007ffb10a8cea6 (__TEXT,__text) external __ZN4llvm36MachineOptimizationRemarkEmitterPassC2Ev
00007ffb1080ea0c (__TEXT,__text) external __ZN4llvm36OptimizationRemarkEmitterWrapperPass13runOnFunctionERNS_8FunctionE
00007ffb422132a0 (__DATA,__common) external __ZN4llvm36OptimizationRemarkEmitterWrapperPass2IDE
00007ffb1080e9ae (__TEXT,__text) external __ZN4llvm36OptimizationRemarkEmitterWrapperPassC1Ev
00007ffb1080e902 (__TEXT,__text) external __ZN4llvm36OptimizationRemarkEmitterWrapperPassC2Ev
00007ffb113b74be (__TEXT,__text) external __ZN4llvm36createCorrelatedValuePropagationPassEv
00007ffb1075c29b (__TEXT,__text) external __ZN4llvm36createGPUFunctionCallInfoWrapperPassEv
00007ffb114e3e9c (__TEXT,__text) external __ZN4llvm36createSeparateConstOffsetFromGEPPassEb
00007ffb114fa2e4 (__TEXT,__text) external __ZN4llvm36createStraightLineStrengthReducePassEv
00007ffb108854f5 (__TEXT,__text) external __ZN4llvm36createTargetTransformInfoWrapperPassENS_16TargetIRAnalysisE
00007ffb1088e9c4 (__TEXT,__text) external __ZN4llvm36getArgumentAliasingToReturnedPointerEPKNS_8CallBaseEb
00007ffb10ca60e6 (__TEXT,__text) external __ZN4llvm36getNextAvailablePluginDiagnosticKindEv
00007ffb11859fc3 (__TEXT,__text) external __ZN4llvm36getOptionalElementCountLoopAttributeEPKNS_4LoopE
00007ffb117e5a5e (__TEXT,__text) external __ZN4llvm36initializeAGXShaderCanonicalizerPassERNS_12PassRegistryE
00007ffb106b7661 (__TEXT,__text) external __ZN4llvm36initializeAssumptionCacheTrackerPassERNS_12PassRegistryE
00007ffb106e59c5 (__TEXT,__text) external __ZN4llvm36initializeCFLAndersAAWrapperPassPassERNS_12PassRegistryE
00007ffb106ebdf1 (__TEXT,__text) external __ZN4llvm36initializeCFLSteensAAWrapperPassPassERNS_12PassRegistryE
00007ffb10a7118b (__TEXT,__text) external __ZN4llvm36initializeFinalizeMachineBundlesPassERNS_12PassRegistryE
00007ffb11131910 (__TEXT,__text) external __ZN4llvm36initializeGCOVProfilerLegacyPassPassERNS_12PassRegistryE
00007ffb1140774e (__TEXT,__text) external __ZN4llvm36initializeInstSimplifyLegacyPassPassERNS_12PassRegistryE
00007ffb109f0e36 (__TEXT,__text) external __ZN4llvm36initializeInterleavedLoadCombinePassERNS_12PassRegistryE
00007ffb11421884 (__TEXT,__text) external __ZN4llvm36initializeLoopDeletionLegacyPassPassERNS_12PassRegistryE
00007ffb10ae9f20 (__TEXT,__text) external __ZN4llvm36initializeMIRAddFSDiscriminatorsPassERNS_12PassRegistryE
00007ffb10a4e484 (__TEXT,__text) external __ZN4llvm36initializeMachineCopyPropagationPassERNS_12PassRegistryE
00007ffb10b1e8e6 (__TEXT,__text) external __ZN4llvm36initializePostRAHazardRecognizerPassERNS_12PassRegistryE
00007ffb10cd0ea6 (__TEXT,__text) external __ZN4llvm36initializePrintModulePassWrapperPassERNS_12PassRegistryE
00007ffb1189272c (__TEXT,__text) external __ZN4llvm36initializeStripGCRelocatesLegacyPassERNS_12PassRegistryE
00007ffb1088775c (__TEXT,__text) external __ZN4llvm36initializeTypeBasedAAWrapperPassPassERNS_12PassRegistryE
00007ffb10c5a848 (__TEXT,__text) external __ZN4llvm37ConstantFoldExtractElementInstructionEPNS_8ConstantES1_
00007ffb10e570da (__TEXT,__text) external __ZN4llvm37LLVMAGXDriverMajorVersionFromMetadataERNS_6ModuleE
00007ffb10e57180 (__TEXT,__text) external __ZN4llvm37LLVMAGXDriverMinorVersionFromMetadataERNS_6ModuleE
00007ffb11123701 (__TEXT,__text) external __ZN4llvm37createDataFlowSanitizerLegacyPassPassERKNSt3__16vectorINS0_12basic_stringIcNS0_11char_traitsIcEENS0_9allocatorIcEEEENS5_IS7_EEEE
00007ffb1113d196 (__TEXT,__text) external __ZN4llvm37createModuleMemProfilerLegacyPassPassEv
00007ffb113baf05 (__TEXT,__text) external __ZN4llvm37createRedundantDbgInstEliminationPassEv
00007ffb10be0867 (__TEXT,__text) external __ZN4llvm37createUnreachableBlockEliminationPassEv
00007ffb10f33246 (__TEXT,__text) external __ZN4llvm37initializeAlwaysInlinerLegacyPassPassERNS_12PassRegistryE
00007ffb113a2fa2 (__TEXT,__text) external __ZN4llvm37initializeAnnotationRemarksLegacyPassERNS_12PassRegistryE
00007ffb106ddb68 (__TEXT,__text) external __ZN4llvm37initializeCFGOnlyViewerLegacyPassPassERNS_12PassRegistryE
00007ffb10a5513a (__TEXT,__text) external __ZN4llvm37initializeCheckDebugMachineModulePassERNS_12PassRegistryE
00007ffb10f8ed88 (__TEXT,__text) external __ZN4llvm37initializeConstantMergeLegacyPassPassERNS_12PassRegistryE
00007ffb1072192c (__TEXT,__text) external __ZN4llvm37initializeDemandedBitsWrapperPassPassERNS_12PassRegistryE
00007ffb109cb70c (__TEXT,__text) external __ZN4llvm37initializeExpandVectorPredicationPassERNS_12PassRegistryE
00007ffb10e668fe (__TEXT,__text) external __ZN4llvm37initializeGPUConditionalFlattenerPassERNS_12PassRegistryE
00007ffb113d8a3a (__TEXT,__text) external __ZN4llvm37initializeGuardWideningLegacyPassPassERNS_12PassRegistryE
00007ffb118369e0 (__TEXT,__text) external __ZN4llvm37initializeInjectTLIMappingsLegacyPassERNS_12PassRegistryE
00007ffb10fd6392 (__TEXT,__text) external __ZN4llvm37initializeLoopExtractorLegacyPassPassERNS_12PassRegistryE
00007ffb11477d5a (__TEXT,__text) external __ZN4llvm37initializeLowerConstantIntrinsicsPassERNS_12PassRegistryE
00007ffb10a7089a (__TEXT,__text) external __ZN4llvm37initializeMachineFunctionSplitterPassERNS_12PassRegistryE
00007ffb10b7d632 (__TEXT,__text) external __ZN4llvm37initializeRegUsageInfoPropagationPassERNS_12PassRegistryE
00007ffb10b7e72a (__TEXT,__text) external __ZN4llvm37initializeReplaceWithVeclibLegacyPassERNS_12PassRegistryE
00007ffb10ad5f16 (__TEXT,__text) external __ZN4llvm37initializeStripDebugMachineModulePassERNS_12PassRegistryE
00007ffb119dbd3e (__TEXT,__text) external __ZN4llvm37initializeVectorCombineLegacyPassPassERNS_12PassRegistryE
00007ffb42213280 (__DATA,__common) external __ZN4llvm38ImmutableModuleSummaryIndexWrapperPass2IDE
00007ffb108020da (__TEXT,__text) external __ZN4llvm38ImmutableModuleSummaryIndexWrapperPassC1EPKNS_18ModuleSummaryIndexE
00007ffb1080202c (__TEXT,__text) external __ZN4llvm38ImmutableModuleSummaryIndexWrapperPassC2EPKNS_18ModuleSummaryIndexE
00007ffb1077f3d6 (__TEXT,__text) external __ZN4llvm38InlineSizeEstimatorAnalysisPrinterPass3runERNS_8FunctionERNS_15AnalysisManagerIS1_JEEE
00007ffb111190f2 (__TEXT,__text) external __ZN4llvm38createControlHeightReductionLegacyPassEv
00007ffb10f94310 (__TEXT,__text) external __ZN4llvm38createEliminateAvailableExternallyPassEv
00007ffb111795d2 (__TEXT,__text) external __ZN4llvm38createHWAddressSanitizerLegacyPassPassEbbb
00007ffb1147f696 (__TEXT,__text) external __ZN4llvm38createLowerMatrixIntrinsicsMinimalPassEv
00007ffb10f9684d (__TEXT,__text) external __ZN4llvm38createPostOrderFunctionAttrsLegacyPassEv
00007ffb118cba77 (__TEXT,__text) external __ZN4llvm38createStripNonLineTableDebugLegacyPassEv
00007ffb108a5831 (__TEXT,__text) external __ZN4llvm38hasVectorInstrinsicOverloadedScalarOpdEjj
00007ffb113a22f4 (__TEXT,__text) external __ZN4llvm38initializeAlignmentFromAssumptionsPassERNS_12PassRegistryE
00007ffb10f89710 (__TEXT,__text) external __ZN4llvm38initializeBlockExtractorLegacyPassPassERNS_12PassRegistryE
00007ffb11117825 (__TEXT,__text) external __ZN4llvm38initializeBoundsCheckingLegacyPassPassERNS_12PassRegistryE
00007ffb106de30a (__TEXT,__text) external __ZN4llvm38initializeCFGOnlyPrinterLegacyPassPassERNS_12PassRegistryE
00007ffb10cb1d2e (__TEXT,__text) external __ZN4llvm38initializeDominatorTreeWrapperPassPassERNS_12PassRegistryE
00007ffb109becca (__TEXT,__text) external __ZN4llvm38initializeDwarfEHPrepareLegacyPassPassERNS_12PassRegistryE
00007ffb113d0e24 (__TEXT,__text) external __ZN4llvm38initializeEarlyCSEMemSSALegacyPassPassERNS_12PassRegistryE
00007ffb10f9fdc4 (__TEXT,__text) external __ZN4llvm38initializeFunctionImportLegacyPassPassERNS_12PassRegistryE
00007ffb113fe3e4 (__TEXT,__text) external __ZN4llvm38initializeIndVarSimplifyLegacyPassPassERNS_12PassRegistryE
00007ffb11154722 (__TEXT,__text) external __ZN4llvm38initializeInstrOrderFileLegacyPassPassERNS_12PassRegistryE
00007ffb11155089 (__TEXT,__text) external __ZN4llvm38initializeInstrProfilingLegacyPassPassERNS_12PassRegistryE
00007ffb11062ce2 (__TEXT,__text) external __ZN4llvm38initializeInstructionCombiningPassPassERNS_12PassRegistryE
00007ffb107a305e (__TEXT,__text) external __ZN4llvm38initializeLazyValueInfoWrapperPassPassERNS_12PassRegistryE
00007ffb107ad725 (__TEXT,__text) external __ZN4llvm38initializeLegacyDivergenceAnalysisPassERNS_12PassRegistryE
00007ffb107b9a75 (__TEXT,__text) external __ZN4llvm38initializeLoopAccessLegacyAnalysisPassERNS_12PassRegistryE
00007ffb11860784 (__TEXT,__text) external __ZN4llvm38initializeLoopVersioningLegacyPassPassERNS_12PassRegistryE
00007ffb10a5c82a (__TEXT,__text) external __ZN4llvm38initializeMachineDominanceFrontierPassERNS_12PassRegistryE
00007ffb10aae800 (__TEXT,__text) external __ZN4llvm38initializeMachinePostDominatorTreePassERNS_12PassRegistryE
00007ffb10fec0f8 (__TEXT,__text) external __ZN4llvm38initializeMergeFunctionsLegacyPassPassERNS_12PassRegistryE
00007ffb11870d18 (__TEXT,__text) external __ZN4llvm38initializeNameAnonGlobalLegacyPassPassERNS_12PassRegistryE
00007ffb10ff5b5e (__TEXT,__text) external __ZN4llvm38initializeOpenMPOptCGSCCLegacyPassPassERNS_12PassRegistryE
00007ffb1101734e (__TEXT,__text) external __ZN4llvm38initializePartialInlinerLegacyPassPassERNS_12PassRegistryE
00007ffb10cd0f7b (__TEXT,__text) external __ZN4llvm38initializePrintFunctionPassWrapperPassERNS_12PassRegistryE
00007ffb10b736b6 (__TEXT,__text) external __ZN4llvm38initializeRenameIndependentSubregsPassERNS_12PassRegistryE
00007ffb118ce112 (__TEXT,__text) external __ZN4llvm38initializeRewriteSymbolsLegacyPassPassERNS_12PassRegistryE
00007ffb114fc374 (__TEXT,__text) external __ZN4llvm38initializeStructurizeCFGLegacyPassPassERNS_12PassRegistryE
00007ffb118d0243 (__TEXT,__text) external __ZN4llvm38initializeUnifyLoopExitsLegacyPassPassERNS_12PassRegistryE
00007ffb108912f7 (__TEXT,__text) external __ZN4llvm38isGuaranteedToExecuteForEveryIterationEPKNS_11InstructionEPKNS_4LoopE
00007ffb11845352 (__TEXT,__text) external __ZN4llvm38maybeMarkSanitizerLibraryCallNoBuiltinEPNS_8CallInstEPKNS_17TargetLibraryInfoE
00007ffb106f4577 (__TEXT,__text) external __ZN4llvm38updateCGAndAnalysisManagerForCGSCCPassERNS_13LazyCallGraphERNS0_3SCCERNS0_4NodeERNS_15AnalysisManagerIS2_JS1_EEERNS_17CGSCCUpdateResultERNS6_INS_8FunctionEJEEE
00007ffb1183e012 (__TEXT,__text) external __ZN4llvm39TryToSimplifyUncondBranchFromEmptyBlockEPNS_10BasicBlockEPNS_14DomTreeUpdaterE
00007ffb10889eab (__TEXT,__text) external __ZN4llvm39canTrackGlobalVariableInterprocedurallyEPNS_14GlobalVariableE
00007ffb10f9699a (__TEXT,__text) external __ZN4llvm39createReversePostOrderFunctionAttrsPassEv
00007ffb114bc5d5 (__TEXT,__text) external __ZN4llvm39createRewriteStatepointsForGCLegacyPassEv
00007ffb10f3379a (__TEXT,__text) external __ZN4llvm39initializeAnnotation2MetadataLegacyPassERNS_12PassRegistryE
00007ffb10f46c30 (__TEXT,__text) external __ZN4llvm39initializeAttributorCGSCCLegacyPassPassERNS_12PassRegistryE
00007ffb1180133b (__TEXT,__text) external __ZN4llvm39initializeCanonicalizeFreezeInLoopsPassERNS_12PassRegistryE
00007ffb1143919e (__TEXT,__text) external __ZN4llvm39initializeLoopInterchangeLegacyPassPassERNS_12PassRegistryE
00007ffb11445522 (__TEXT,__text) external __ZN4llvm39initializeLoopPredicationLegacyPassPassERNS_12PassRegistryE
00007ffb1145014b (__TEXT,__text) external __ZN4llvm39initializeLoopSimplifyCFGLegacyPassPassERNS_12PassRegistryE
00007ffb10a36cc0 (__TEXT,__text) external __ZN4llvm39initializeMachineBlockFrequencyInfoPassERNS_12PassRegistryE
00007ffb111414f2 (__TEXT,__text) external __ZN4llvm39initializeMemorySanitizerLegacyPassPassERNS_12PassRegistryE
00007ffb114957e4 (__TEXT,__text) external __ZN4llvm39initializeNaryReassociateLegacyPassPassERNS_12PassRegistryE
00007ffb1122cddc (__TEXT,__text) external __ZN4llvm39initializeObjCARCContractLegacyPassPassERNS_12PassRegistryE
00007ffb10b7aa68 (__TEXT,__text) external __ZN4llvm39initializePhysicalRegisterUsageInfoPassERNS_12PassRegistryE
00007ffb11172160 (__TEXT,__text) external __ZN4llvm39initializeSoftPointerAuthLegacyPassPassERNS_12PassRegistryE
00007ffb111782cf (__TEXT,__text) external __ZN4llvm39initializeThreadSanitizerLegacyPassPassERNS_12PassRegistryE
00007ffb10bdb566 (__TEXT,__text) external __ZN4llvm39initializeTwoAddressInstructionPassPassERNS_12PassRegistryE
00007ffb10694eb8 (__TEXT,__text) external __ZN4llvm3AGX11AGXCompiler17createCompilePlanENS0_12PipelineTypeENS0_8OptimizeENS0_7LoggingENS0_10GlobalISelENS0_10RelocModelENS0_13CodeGenOutputE
00007ffb10694f3a (__TEXT,__text) external __ZN4llvm3AGX11AGXCompiler17createCompilePlanENS0_12PipelineTypeENS0_8OptimizeENS0_7LoggingENS0_10GlobalISelENS0_13CodeGenOutputE
00007ffb10694e92 (__TEXT,__text) external __ZN4llvm3AGX11AGXCompiler17createCompilePlanENS0_12PipelineTypeENS0_8OptimizeENS0_7LoggingENS0_13CodeGenOutputE
00007ffb10694dee (__TEXT,__text) external __ZN4llvm3AGX11AGXCompiler18createAssemblePlanENS0_10RelocModelE
00007ffb10694da8 (__TEXT,__text) external __ZN4llvm3AGX11AGXCompiler18getLastDiagnosticsEv
00007ffb10694aa2 (__TEXT,__text) external __ZN4llvm3AGX11AGXCompiler4initEv
00007ffb10694d46 (__TEXT,__text) external __ZN4llvm3AGX11AGXCompiler6createERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEEPS9_
00007ffb10694f70 (__TEXT,__text) external __ZN4llvm3AGX11AGXCompilerC1EOS1_
00007ffb10694a66 (__TEXT,__text) external __ZN4llvm3AGX11AGXCompilerC1ERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEEPS9_
00007ffb10694f5c (__TEXT,__text) external __ZN4llvm3AGX11AGXCompilerC2EOS1_
00007ffb10694a2a (__TEXT,__text) external __ZN4llvm3AGX11AGXCompilerC2ERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEEPS9_
00007ffb10694d8a (__TEXT,__text) external __ZN4llvm3AGX11AGXCompilerD1Ev
00007ffb10694fb2 (__TEXT,__text) external __ZN4llvm3AGX11AGXCompilerD2Ev
00007ffb10694f84 (__TEXT,__text) external __ZN4llvm3AGX11AGXCompileraSEOS1_
00007ffb106a0260 (__TEXT,__text) external __ZN4llvm3AGX12CompileReply14getDiagnosticsEv
00007ffb106a027c (__TEXT,__text) external __ZN4llvm3AGX12CompileReply15takeDiagnosticsEv
00007ffb106a0256 (__TEXT,__text) external __ZN4llvm3AGX12CompileReply9getBinaryEv
00007ffb106a0212 (__TEXT,__text) external __ZN4llvm3AGX12CompileReplyC1ENSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEENS2_6vectorINS2_10unique_ptrINS0_10DiagnosticENS2_14default_deleteISB_EEEENS6_ISE_EEEE
00007ffb106a02d6 (__TEXT,__text) external __ZN4llvm3AGX12CompileReplyC1EOS1_
00007ffb106a02b4 (__TEXT,__text) external __ZN4llvm3AGX12CompileReplyC1Ev
00007ffb106a018a (__TEXT,__text) external __ZN4llvm3AGX12CompileReplyC2ENSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEENS2_6vectorINS2_10unique_ptrINS0_10DiagnosticENS2_14default_deleteISB_EEEENS6_ISE_EEEE
00007ffb106a02c2 (__TEXT,__text) external __ZN4llvm3AGX12CompileReplyC2EOS1_
00007ffb106a02a6 (__TEXT,__text) external __ZN4llvm3AGX12CompileReplyC2Ev
00007ffb106a0336 (__TEXT,__text) external __ZN4llvm3AGX12CompileReplyD1Ev
00007ffb106a031a (__TEXT,__text) external __ZN4llvm3AGX12CompileReplyD2Ev
00007ffb106a02ea (__TEXT,__text) external __ZN4llvm3AGX12CompileReplyaSEOS1_
00007ffb1069d9e6 (__TEXT,__text) external __ZN4llvm3AGX14AGXCompilePlan20collectConfigurationERNS0_14CompileRequestE
00007ffb1069d9f4 (__TEXT,__text) external __ZN4llvm3AGX14AGXCompilePlan7executeERNS0_14CompileRequestE
00007ffb1069ef5e (__TEXT,__text) external __ZN4llvm3AGX14AGXCompilePlanC1EOS1_
00007ffb1069ef36 (__TEXT,__text) external __ZN4llvm3AGX14AGXCompilePlanC1ERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEERNS_13TargetMachineERNS0_17DiagnosticManagerENS0_12PipelineTypeENS0_13CodeGenOutputENS0_8OptimizeENS0_7LoggingENS0_10GlobalISelE
00007ffb1069ef40 (__TEXT,__text) external __ZN4llvm3AGX14AGXCompilePlanC2EOS1_
00007ffb1069e472 (__TEXT,__text) external __ZN4llvm3AGX14AGXCompilePlanC2ERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEERNS_13TargetMachineERNS0_17DiagnosticManagerENS0_12PipelineTypeENS0_13CodeGenOutputENS0_8OptimizeENS0_7LoggingENS0_10GlobalISelE
00007ffb1069efde (__TEXT,__text) external __ZN4llvm3AGX14AGXCompilePlanD1Ev
00007ffb1069efba (__TEXT,__text) external __ZN4llvm3AGX14AGXCompilePlanD2Ev
00007ffb1069ef7c (__TEXT,__text) external __ZN4llvm3AGX14AGXCompilePlanaSEOS1_
00007ffb1069ffec (__TEXT,__text) external __ZN4llvm3AGX14CompileRequest10getOptionsEv
00007ffb1069fd12 (__TEXT,__text) external __ZN4llvm3AGX14CompileRequest11addSegmentsENS_8ArrayRefINSt3__112basic_stringIcNS3_11char_traitsIcEENS3_9allocatorIcEEEEEE
00007ffb1069fcf2 (__TEXT,__text) external __ZN4llvm3AGX14CompileRequest15addDMAListEntryEjjjj
00007ffb106a0014 (__TEXT,__text) external __ZN4llvm3AGX14CompileRequest16setLoggingStreamERNSt3__113basic_ostreamIcNS2_11char_traitsIcEEEE
00007ffb106a0008 (__TEXT,__text) external __ZN4llvm3AGX14CompileRequest21getMaybeLoggingStreamEv
00007ffb1069fd04 (__TEXT,__text) external __ZN4llvm3AGX14CompileRequest9getModuleEv
00007ffb1069ffde (__TEXT,__text) external __ZN4llvm3AGX14CompileRequest9setModuleERNS_6ModuleE
00007ffb106a0104 (__TEXT,__text) external __ZN4llvm3AGX14CompileRequestC1EOS1_
00007ffb1069fe66 (__TEXT,__text) external __ZN4llvm3AGX14CompileRequestC1ERNS_6ModuleENS0_14CodeGenOptionsENSt3__112basic_stringIcNS5_11char_traitsIcEENS5_9allocatorIcEEEEi
00007ffb1069ff5e (__TEXT,__text) external __ZN4llvm3AGX14CompileRequestC1ERNS_6ModuleENS0_14CodeGenOptionsENSt3__112basic_stringIcNS5_11char_traitsIcEENS5_9allocatorIcEEEEiPNS0_18TelemetryCollectorE
00007ffb106a00f0 (__TEXT,__text) external __ZN4llvm3AGX14CompileRequestC2EOS1_
00007ffb1069fdee (__TEXT,__text) external __ZN4llvm3AGX14CompileRequestC2ERNS_6ModuleENS0_14CodeGenOptionsENSt3__112basic_stringIcNS5_11char_traitsIcEENS5_9allocatorIcEEEEi
00007ffb1069fede (__TEXT,__text) external __ZN4llvm3AGX14CompileRequestC2ERNS_6ModuleENS0_14CodeGenOptionsENSt3__112basic_stringIcNS5_11char_traitsIcEENS5_9allocatorIcEEEEiPNS0_18TelemetryCollectorE
00007ffb106a00d4 (__TEXT,__text) external __ZN4llvm3AGX14CompileRequestD1Ev
00007ffb106a00b8 (__TEXT,__text) external __ZN4llvm3AGX14CompileRequestD2Ev
00007ffb106a0118 (__TEXT,__text) external __ZN4llvm3AGX14CompileRequestaSEOS1_
00007ffb106a038e (__TEXT,__text) external __ZN4llvm3AGX14TargetResolver13getTargetInfoERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEE
00007ffb106a075c (__TEXT,__text) external __ZN4llvm3AGX14TargetResolver13getTargetListEv
00007ffb106a05a2 (__TEXT,__text) external __ZN4llvm3AGX14TargetResolver14supportsTargetERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEE
00007ffb1069e630 (__TEXT,__text) external __ZN4llvm3AGX15AGXAssemblePlan22initializeAsmInjectionERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEE
00007ffb1069f002 (__TEXT,__text) external __ZN4llvm3AGX15AGXAssemblePlan7executeERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEERNS_11raw_ostreamE
00007ffb1069dd50 (__TEXT,__text) external __ZN4llvm3AGX15AGXAssemblePlan7executeERNS0_14CompileRequestERNS0_12CompileReplyE
00007ffb1069f140 (__TEXT,__text) external __ZN4llvm3AGX15AGXAssemblePlanC1EOS1_
00007ffb1069f0b4 (__TEXT,__text) external __ZN4llvm3AGX15AGXAssemblePlanC1ERNS_13TargetMachineERNS0_17DiagnosticManagerE
00007ffb1069f10c (__TEXT,__text) external __ZN4llvm3AGX15AGXAssemblePlanC2EOS1_
00007ffb1069f022 (__TEXT,__text) external __ZN4llvm3AGX15AGXAssemblePlanC2ERNS_13TargetMachineERNS0_17DiagnosticManagerE
00007ffb1069f294 (__TEXT,__text) external __ZN4llvm3AGX15AGXAssemblePlanD1Ev
