00000001801318d0 (__TEXT,__text) non-external K256
000000018013708c (__TEXT,__text) non-external __ZNK15DyldSharedCache34forEachPatchableUseOfExportInImageEjjjU13block_pointerFvjN5dyld39MachOFile15PointerMetaDataEybE.cold.3
0000000180110f34 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache5slideEv
00000001800c8a98 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache7getUUIDEPh
0000000180112164 (__TEXT,__text) non-external (was a private external) __ZNK15DyldSharedCache8swiftOptEv
00000001800f4bc8 (__TEXT,__text) non-external (was a private external) __ZNK16metadata_visitor13ResolvedValue5valueEv
0000000180127184 (__TEXT,__text) non-external (was a private external) __ZNK16metadata_visitor13ResolvedValue9vmAddressEv
0000000180127218 (__TEXT,__text) non-external (was a private external) __ZNK16metadata_visitor7Visitor11getValueForE9VMAddress
0000000180127254 (__TEXT,__text) non-external (was a private external) __ZNK16metadata_visitor7Visitor13resolveRebaseERKNS_13ResolvedValueE
00000001801272a8 (__TEXT,__text) non-external (was a private external) __ZNK16metadata_visitor7Visitor19resolveBindOrRebaseERKNS_13ResolvedValueERb
00000001801272b0 (__TEXT,__text) non-external (was a private external) __ZNK16metadata_visitor7Visitor21resolveOptionalRebaseERKNS_13ResolvedValueE
00000001801271e0 (__TEXT,__text) non-external (was a private external) __ZNK16metadata_visitor7Visitor8getFieldERKNS_13ResolvedValueEPKv
00000001800f1e20 (__TEXT,__text) non-external (was a private external) __ZNK32dyld_cache_patchable_location_v46getPMDERN5dyld39MachOFile15PointerMetaDataE
00000001800f1eb0 (__TEXT,__text) non-external (was a private external) __ZNK36dyld_cache_patchable_location_v4_got6getPMDERN5dyld39MachOFile15PointerMetaDataE
000000018010fd78 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINS_4UUIDENSt3__14lessIS1_EELb0EE14const_iteratorssERKS6_
000000018011012c (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINS_4UUIDENSt3__14lessIS1_EELb0EE8NodeCoreILj15ELj10EE17lower_bound_indexERKS1_S4_
000000018010cfd4 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINS_9UniquePtrIN5dyld45Atlas5ImageEEENSt3__14lessIS5_EELb0EE14const_iteratorssERKSA_
000000018010ec2c (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINS_9UniquePtrIN5dyld45Atlas5ImageEEENSt3__14lessIS5_EELb0EE8NodeCoreILj31ELj15EE17lower_bound_indexERKS5_S8_
00000001800f3178 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINSt3__14pairIyNS_4UUIDEEENS_10OrderedMapIyS3_NS1_4lessIyEEE13value_compareELb0EE14const_iteratorssERKSB_
00000001800f337c (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeINSt3__14pairIyNS_4UUIDEEENS_10OrderedMapIyS3_NS1_4lessIyEEE13value_compareELb0EE4findERKS4_
000000018010cfd4 (__TEXT,__text) non-external (was a private external) __ZNK3lsl5BTreeIPKcNS_20ConstCharStarCompareELb0EE14const_iteratorssERKS5_
00000001800f477c (__TEXT,__text) non-external (was a private external) __ZNK3lsl9Allocator13memoryManagerEv
00000001800f4b78 (__TEXT,__text) non-external (was a private external) __ZNK3lsl9Allocator18AllocationMetadata4poolEb
00000001800f4bc8 (__TEXT,__text) non-external (was a private external) __ZNK3lsl9Allocator4Pool9allocatorEv
00000001800f4eb8 (__TEXT,__text) non-external (was a private external) __ZNK3lsl9Allocator4sizeEPKv
00000001800f4724 (__TEXT,__text) non-external (was a private external) __ZNK3lsl9Allocator5ownedEPKvy
00000001801040c8 (__TEXT,__text) non-external (was a private external) __ZNK4objc15ObjectHashTable13forEachObjectEPKcU13block_pointerFvytRbE
00000001801041a0 (__TEXT,__text) non-external (was a private external) __ZNK4objc15ObjectHashTable13forEachObjectEU13block_pointerFvjPKcRKN5dyld35ArrayINSt3__14pairIytEEEEE
0000000180103ff8 (__TEXT,__text) non-external (was a private external) __ZNK4objc15StringHashTable11tryGetIndexEPKc
00000001800ff1bc (__TEXT,__text) non-external (was a private external) __ZNK4objc19objc_headeropt_rw_tImE8isLoadedEj
0000000180136b64 (__TEXT,__text) non-external __ZNK4objc19objc_headeropt_rw_tImE8isLoadedEj.cold.1
0000000180113da8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311GradedArchs11forEachArchEbU13block_pointerFvPKcE
0000000180113e80 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311GradedArchs14checksOSBinaryEv
0000000180113d54 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311GradedArchs5gradeEjjb
000000018011a72c (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded11segmentNameEj
000000018011a804 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded17findClosestSymbolEyPPKcPy
0000000180119cec (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded17hasExportedSymbolEPKcU13block_pointerFPKS0_S4_jEPPvPb
0000000180119e28 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded18findExportedSymbolER11DiagnosticsPKcbRNS0_11FoundSymbolEU13block_pointerFPKS0_S8_jE
000000018011ab8c (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded18findSectionContentEPKcS2_Ry
000000018011a710 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded18getLinkEditContentERKNS0_10LayoutInfoEj
000000018011a414 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded19forEachGlobalSymbolER11DiagnosticsU13block_pointerFvPKcyhhtRbE
0000000180119ba8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded19getLinkEditPointersER11DiagnosticsRNS0_12LinkEditInfoE
000000018011acd0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded21fixupAllChainedFixupsER11DiagnosticsPK28dyld_chained_starts_in_imagemNS_5ArrayIPKvEEU13block_pointerFvPvSA_E
000000018011ad54 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded23forEachFixupInAllChainsER11DiagnosticsPK28dyld_chained_starts_in_imagebU13block_pointerFvPN6mach_o25ChainedFixupPointerOnDiskEPK30dyld_chained_starts_in_segmentRbE
00000001801195e8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded23getLinkEditLoadCommandsER11DiagnosticsRNS0_12LinkEditInfoE
000000018011afa4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded27forEachFixupInSegmentChainsER11DiagnosticsPK30dyld_chained_starts_in_segmentbU13block_pointerFvPN6mach_o25ChainedFixupPointerOnDiskES5_RbE
000000018011a268 (__TEXT,__text) non-external (was a private external) __ZNK5dyld311MachOLoaded8getSlideEv
000000018010747c (__TEXT,__text) non-external (was a private external) __ZNK5dyld312MultiMapBaseIN13prebuilt_objc19ObjCStringKeyOnDiskENS1_24ObjCObjectOnDiskLocationENS1_23HashObjCStringKeyOnDiskENS1_24EqualObjCStringKeyOnDiskEE12forEachEntryERKNS_5ArrayIyEERKNS7_INS6_10NodeEntryTEEEU13block_pointerFvRKS2_RKNS7_IPKS3_EEE
0000000180136210 (__TEXT,__text) non-external __ZNK5dyld312MultiMapBaseIN13prebuilt_objc19ObjCStringKeyOnDiskENS1_24ObjCObjectOnDiskLocationENS1_23HashObjCStringKeyOnDiskENS1_24EqualObjCStringKeyOnDiskEE12forEachEntryERKNS_5ArrayIyEERKNS7_INS6_10NodeEntryTEEEU13block_pointerFvRKS2_RKNS7_IPKS3_EEE.cold.1
0000000180136210 (__TEXT,__text) non-external __ZNK5dyld312MultiMapBaseIN13prebuilt_objc19ObjCStringKeyOnDiskENS1_24ObjCObjectOnDiskLocationENS1_23HashObjCStringKeyOnDiskENS1_24EqualObjCStringKeyOnDiskEE12forEachEntryERKNS_5ArrayIyEERKNS7_INS6_10NodeEntryTEEEU13block_pointerFvRKS2_RKNS7_IPKS3_EEE.cold.2
00000001801071e8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld312MultiMapBaseIN13prebuilt_objc19ObjCStringKeyOnDiskENS1_24ObjCObjectOnDiskLocationENS1_23HashObjCStringKeyOnDiskENS1_24EqualObjCStringKeyOnDiskEE12forEachEntryIPKcEEvRKNS_5ArrayIyEERKNSA_INS6_10NodeEntryTEEEPvRKT_U13block_pointerFvRKNSA_IPKS3_EEE
0000000180136210 (__TEXT,__text) non-external __ZNK5dyld312MultiMapBaseIN13prebuilt_objc19ObjCStringKeyOnDiskENS1_24ObjCObjectOnDiskLocationENS1_23HashObjCStringKeyOnDiskENS1_24EqualObjCStringKeyOnDiskEE12forEachEntryIPKcEEvRKNS_5ArrayIyEERKNSA_INS6_10NodeEntryTEEEPvRKT_U13block_pointerFvRKNSA_IPKS3_EEE.cold.1
0000000180136210 (__TEXT,__text) non-external __ZNK5dyld312MultiMapBaseIN13prebuilt_objc19ObjCStringKeyOnDiskENS1_24ObjCObjectOnDiskLocationENS1_23HashObjCStringKeyOnDiskENS1_24EqualObjCStringKeyOnDiskEE12forEachEntryIPKcEEvRKNS_5ArrayIyEERKNSA_INS6_10NodeEntryTEEEPvRKT_U13block_pointerFvRKNSA_IPKS3_EEE.cold.2
0000000180136210 (__TEXT,__text) non-external __ZNK5dyld312MultiMapBaseIN13prebuilt_objc19ObjCStringKeyOnDiskENS1_24ObjCObjectOnDiskLocationENS1_23HashObjCStringKeyOnDiskENS1_24EqualObjCStringKeyOnDiskEE12forEachEntryIPKcEEvRKNS_5ArrayIyEERKNSA_INS6_10NodeEntryTEEEPvRKT_U13block_pointerFvRKNSA_IPKS3_EEE.cold.3
0000000180136210 (__TEXT,__text) non-external __ZNK5dyld312MultiMapBaseIN13prebuilt_objc19ObjCStringKeyOnDiskENS1_24ObjCObjectOnDiskLocationENS1_23HashObjCStringKeyOnDiskENS1_24EqualObjCStringKeyOnDiskEE12forEachEntryIPKcEEvRKNS_5ArrayIyEERKNSA_INS6_10NodeEntryTEEEPvRKT_U13block_pointerFvRKNSA_IPKS3_EEE.cold.4
0000000180136210 (__TEXT,__text) non-external __ZNK5dyld312MultiMapBaseIN13prebuilt_objc19ObjCStringKeyOnDiskENS1_24ObjCObjectOnDiskLocationENS1_23HashObjCStringKeyOnDiskENS1_24EqualObjCStringKeyOnDiskEE12forEachEntryIPKcEEvRKNS_5ArrayIyEERKNSA_INS6_10NodeEntryTEEEPvRKT_U13block_pointerFvRKNSA_IPKS3_EEE.cold.5
000000018011dd18 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer10isOSBinaryEiyy
00000001801201b4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer11forEachBindER11DiagnosticsU13block_pointerFvPKcRKNS_11MachOLoaded12LinkEditInfoEPKNS_9MachOFile11SegmentInfoEbbjijhyhS4_bbyRbEU13block_pointerFvS4_E
00000001801211d4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer11forEachBindER11DiagnosticsU13block_pointerFvyihPKcbbyRbEU13block_pointerFvS4_E
0000000180122cdc (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer11neverUnloadEv
00000001801236e8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer12isSwiftClassEPKv
000000018011e7f8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer12withVMLayoutER11DiagnosticsU13block_pointerFvRKN6mach_o6LayoutEE
0000000180123048 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer13ObjCClassInfo20getReadOnlyDataFieldENS1_17ReadOnlyDataFieldEj
000000018011eb10 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer13forEachRebaseER11DiagnosticsU13block_pointerFvPKcRKNS_11MachOLoaded12LinkEditInfoEPKNS_9MachOFile11SegmentInfoEbjhyNS0_6RebaseERbE
000000018011f3a8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer13forEachRebaseER11DiagnosticsU13block_pointerFvybRbE
000000018011f9cc (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer13forEachRebaseER11DiagnosticsbU13block_pointerFvyRbE
0000000180122820 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer14hasSwiftOrObjCEPb
0000000180123318 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer14parseObjCClassERKNS0_15VMAddrConverterEyRKNS_5ArrayIyEEU13block_pointerFvyyRKNS0_13ObjCClassInfoEE
0000000180121b74 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer15VMAddrConverter15convertToVMAddrEyRKNS_5ArrayIyEE
000000018011fb00 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer15sortRelocationsERNS_5ArrayI15relocation_infoEE
0000000180135d40 (__TEXT,__text) non-external __ZNK5dyld313MachOAnalyzer15sortRelocationsERNS_5ArrayI15relocation_infoEE.cold.1
0000000180135d40 (__TEXT,__text) non-external __ZNK5dyld313MachOAnalyzer15sortRelocationsERNS_5ArrayI15relocation_infoEE.cold.2
0000000180135d40 (__TEXT,__text) non-external __ZNK5dyld313MachOAnalyzer15sortRelocationsERNS_5ArrayI15relocation_infoEE.cold.3
00000001801229fc (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer15withChainStartsER11DiagnosticsyU13block_pointerFvPK28dyld_chained_starts_in_imageE
0000000180123130 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer16forEachObjCClassEyyRKNS0_15VMAddrConverterERU13block_pointerFvyyyRKNS0_13ObjCClassInfoEbRbE
0000000180122ca8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer17chainStartsOffsetEv
0000000180123ecc (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer17forEachBindTargetER11DiagnosticsbU13block_pointerFvRKNS0_14BindTargetInfoERbES8_
00000001801223e0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer17forEachTerminatorER11DiagnosticsRKNS0_15VMAddrConverterEU13block_pointerFvjE
0000000180126b9c (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer17getLinkeditLayoutER11DiagnosticsyPKhRN6mach_o14LinkeditLayoutE
000000018011ddf8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer17validLoadCommandsER11DiagnosticsPKcm
0000000180121ccc (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer18forEachInitializerER11DiagnosticsRKNS0_15VMAddrConverterEU13block_pointerFvjEPKv
000000018011df7c (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer18validEmbeddedPathsER11DiagnosticsNS_8PlatformEPKcb
0000000180122e08 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer19chainedFixupsHeaderEv
0000000180123728 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer19forEachObjCCategoryEyyRKNS0_15VMAddrConverterERU13block_pointerFvyRKNS0_12ObjCCategoryERbE
00000001801238fc (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer19forEachObjCProtocolEyyRKNS0_15VMAddrConverterERU13block_pointerFvyRKNS0_12ObjCProtocolERbE
0000000180121bfc (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer19makeVMAddrConverterEb
0000000180121c5c (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer20chainedPointerFormatEv
00000001801375e0 (__TEXT,__text) non-external __ZNK5dyld313MachOAnalyzer20chainedPointerFormatEv.cold.1
000000018011f7c0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer20contentIsRegularStubEPKh
00000001801260d4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer21forEachRebase_OpcodesER11DiagnosticsRKNS_11MachOLoaded12LinkEditInfoEPKNS_9MachOFile11SegmentInfoEU13block_pointerFvPKcS6_SA_bjhyNS0_6RebaseERbE
0000000180137690 (__TEXT,__text) non-external __ZNK5dyld313MachOAnalyzer21forEachRebase_OpcodesER11DiagnosticsRKNS_11MachOLoaded12LinkEditInfoEPKNS_9MachOFile11SegmentInfoEU13block_pointerFvPKcS6_SA_bjhyNS0_6RebaseERbE.cold.1
000000018011fa60 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer21localRelocBaseAddressEPKNS_9MachOFile11SegmentInfoEj
000000018011fbc8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer22forEachIndirectPointerER11DiagnosticsbU13block_pointerFvybiPKcbbbRbE
0000000180124ce8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer23forEachBind_OpcodesLazyER11DiagnosticsRKNS_11MachOLoaded12LinkEditInfoEPKNS_9MachOFile11SegmentInfoEU13block_pointerFvPKcS6_SA_bbjijhyhSC_bbybRbE
0000000180125048 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer23forEachBind_OpcodesWeakER11DiagnosticsRKNS_11MachOLoaded12LinkEditInfoEPKNS_9MachOFile11SegmentInfoEU13block_pointerFvPKcS6_SA_bbjijhyhSC_bbybRbEU13block_pointerFvSC_E
00000001801256c8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer23forEachBind_RelocationsER11DiagnosticsRKNS_11MachOLoaded12LinkEditInfoEPKNS_9MachOFile11SegmentInfoEbU13block_pointerFvPKcS6_SA_bbjijhyhSC_bbybRbE
000000018011fe24 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer24externalRelocBaseAddressEPKNS_9MachOFile11SegmentInfoEj
0000000180123af0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer24objcMethodListIsRelativeEy
00000001801240e8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer25forEachBindTarget_OpcodesER11DiagnosticsbU13block_pointerFvRKNS0_14BindTargetInfoERbES8_
00000001801219a4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer25forEachChainedFixupTargetER11DiagnosticsU13block_pointerFviPKcybRbE
0000000180126744 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer25forEachRebase_RelocationsER11DiagnosticsRKNS_11MachOLoaded12LinkEditInfoEPKNS_9MachOFile11SegmentInfoEU13block_pointerFvPKcS6_SA_bjhyNS0_6RebaseERbE
0000000180124380 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer26forEachBindUnified_OpcodesER11DiagnosticsbU13block_pointerFvyRKNS0_14BindTargetInfoERbES8_
00000001801247b4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer26forEachBind_OpcodesRegularER11DiagnosticsRKNS_11MachOLoaded12LinkEditInfoEPKNS_9MachOFile11SegmentInfoEU13block_pointerFvPKcS6_SA_bbjijhyhSC_bbybRbE
0000000180123bbc (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer26forEachThreadLocalVariableER11DiagnosticsU13block_pointerFvPU9__ptrauthILj0ELb0ELj0EEPFPvPNS0_9TLV_ThunkEEPmE
0000000180125e38 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer27forEachBindLocation_OpcodesER11DiagnosticsU13block_pointerFvyjRbES5_
00000001801214f4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer27parseOrgArm64eChainedFixupsER11DiagnosticsU13block_pointerFvjRbEU13block_pointerFvRKNS_11MachOLoaded12LinkEditInfoEPKNS_9MachOFile11SegmentInfoEbjihPKcybS3_EU13block_pointerFvS9_SD_hbytS3_E
000000018011db84 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer28validMachOForArchAndPlatformER11DiagnosticsmPKcRKNS_11GradedArchsENS_8PlatformEbb
00000001801241dc (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer29forEachBindTarget_RelocationsER11DiagnosticsU13block_pointerFvRKNS0_14BindTargetInfoERbE
0000000180125f14 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer29forEachRebaseLocation_OpcodesER11DiagnosticsU13block_pointerFvyRbE
0000000180125b1c (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer31forEachBindLocation_RelocationsER11DiagnosticsU13block_pointerFvyjRbE
0000000180123fc4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer31forEachBindTarget_ChainedFixupsER11DiagnosticsU13block_pointerFvRKNS0_14BindTargetInfoERbE
0000000180123b08 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer33forEachObjCDuplicateClassToIgnoreEU13block_pointerFvPKcE
0000000180126584 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer33forEachRebaseLocation_RelocationsER11DiagnosticsU13block_pointerFvyRbE
0000000180123e48 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer35forEachThreadLocalVariableInSectionIiEEvR11DiagnosticsRKNS_9MachOFile11SectionInfoEU13block_pointerFvPU9__ptrauthILj0ELb0ELj0EEPFPvPNS0_9TLV_ThunkEEPmE
0000000180123dc4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer35forEachThreadLocalVariableInSectionIxEEvR11DiagnosticsRKNS_9MachOFile11SectionInfoEU13block_pointerFvPU9__ptrauthILj0ELb0ELj0EEPFPvPNS0_9TLV_ThunkEEPmE
00000001801229d0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer8hasSwiftEv
000000018011e2c4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld313MachOAnalyzer9validMainER11DiagnosticsPKc
0000000180113a44 (__TEXT,__text) non-external (was a private external) __ZNK5dyld37FatFile12forEachSliceER11DiagnosticsyU13block_pointerFvjjPKvyRbE
00000001801136dc (__TEXT,__text) non-external (was a private external) __ZNK5dyld37FatFile12forEachSliceER11DiagnosticsybU13block_pointerFvjjPKvyRbE
00000001801134c0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld37FatFile12isValidSliceER11Diagnosticsyjjjyy
0000000180113be0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld37FatFile18isFatFileWithSliceER11DiagnosticsyRKNS_11GradedArchsEbRyS6_Rb
0000000180113a50 (__TEXT,__text) non-external (was a private external) __ZNK5dyld37FatFile9archNamesEPcy
000000018010706c (__TEXT,__text) non-external (was a private external) __ZNK5dyld37MapBaseIN13prebuilt_objc19ObjCStringKeyOnDiskEvNS1_23HashObjCStringKeyOnDiskENS1_24EqualObjCStringKeyOnDiskEE10const_findIPKcEEPKNS5_9NodeImplTILb1EEERKNS_5ArrayIjEERKNSD_ISA_EEPvRKT_
0000000180136210 (__TEXT,__text) non-external __ZNK5dyld37MapBaseIN13prebuilt_objc19ObjCStringKeyOnDiskEvNS1_23HashObjCStringKeyOnDiskENS1_24EqualObjCStringKeyOnDiskEE10const_findIPKcEEPKNS5_9NodeImplTILb1EEERKNS_5ArrayIjEERKNSD_ISA_EEPvRKT_.cold.1
0000000180136210 (__TEXT,__text) non-external __ZNK5dyld37MapBaseIN13prebuilt_objc19ObjCStringKeyOnDiskEvNS1_23HashObjCStringKeyOnDiskENS1_24EqualObjCStringKeyOnDiskEE10const_findIPKcEEPKNS5_9NodeImplTILb1EEERKNS_5ArrayIjEERKNSD_ISA_EEPvRKT_.cold.2
0000000180136210 (__TEXT,__text) non-external __ZNK5dyld37MapBaseIN13prebuilt_objc19ObjCStringKeyOnDiskEvNS1_23HashObjCStringKeyOnDiskENS1_24EqualObjCStringKeyOnDiskEE10const_findIPKcEEPKNS5_9NodeImplTILb1EEERKNS_5ArrayIjEERKNSD_ISA_EEPvRKT_.cold.3
00000001801151dc (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile10forDyldEnvEU13block_pointerFvPKcRbE
0000000180114c6c (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile10hasSectionEPKcS2_
0000000180117798 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile10mappedSizeEv
0000000180115fc8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile11hasWeakDefsEv
0000000180114600 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile11inDyldCacheEv
0000000180114d78 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile11installNameEv
0000000180113f30 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile11pointerSizeEv
0000000180116f98 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile12forEachRPathEU13block_pointerFvPKcRbE
0000000180113f50 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile12isKextBundleEv
0000000180115eb8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile12isRestrictedEv
0000000180117aa4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile12segmentCountEv
0000000180115fd4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile12usesWeakDefsEv
0000000180118514 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile13enforceFormatENS0_9MalformedE
0000000180117bfc (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile13hasExportTrieERjS1_
0000000180114920 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile13hasMachOMagicEv
0000000180117068 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile13inCodeSectionEj
0000000180114750 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile13isDyldManagedEv
0000000180118834 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile13validSegmentsER11DiagnosticsPKcm
00000001801149f8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile14forEachSectionEU13block_pointerFvRKNS0_11SectionInfoEbRbE
00000001801155dc (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile14forEachSegmentEU13block_pointerFvRKNS0_11SegmentInfoERbE
00000001801147b8 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile14hasLoadCommandEj
0000000180113f04 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile14machHeaderSizeEv
00000001801163f4 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile15hasOpcodeFixupsEv
000000018011420c (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile16builtForPlatformENS_8PlatformEb
0000000180116360 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile16hasChainedFixupsEv
0000000180117598 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile16hasCodeSignatureERjS1_
000000018011478c (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile16isMainExecutableEv
0000000180113f24 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile16maskedCpuSubtypeEv
0000000180117b60 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile17forEachDOFSectionER11DiagnosticsU13block_pointerFvjE
00000001801172c0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile17hasPlusLoadMethodER11Diagnostics
00000001800c81b0 (__TEXT,__text) non-external (was a private external) __ZNK5dyld39MachOFile18forEachLoadCommandER11DiagnosticsU13block_pointerFvPK12load_commandRbE
