000000027913c350 (__TEXT,__text) external _AAAFSCGetMetadata
                 (undefined) external _ccec_x963_import_priv (from libSystem)
                 (undefined) external _ccec_x963_import_pub (from libSystem)
                 (undefined) external _ccecdh_compute_shared_secret (from libSystem)
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccscrypt (from libSystem)
                 (undefined) external _ccscrypt_storage_size (from libSystem)
00000002790f3614 (__TEXT,__text) non-external _checkEOF
                 (undefined) external _chflags (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _chown (from libSystem)
0000000279114354 (__TEXT,__text) non-external _chunkAppendHole
00000002790fd248 (__TEXT,__text) non-external _chunkAsyncCancel
00000002790fcb34 (__TEXT,__text) non-external _chunkAsyncClose
00000002790fceb0 (__TEXT,__text) non-external _chunkAsyncGetRange
00000002790fd26c (__TEXT,__text) non-external _chunkAsyncIsCancelled
00000002790fd07c (__TEXT,__text) non-external _chunkAsyncProcess
0000000279114308 (__TEXT,__text) non-external _chunkDestroy
00000002791127bc (__TEXT,__text) non-external _chunk_compare_by_position
00000002791127ac (__TEXT,__text) non-external _chunk_compare_by_rating
00000002790f6280 (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
00000002790ccde4 (__TEXT,__text) non-external _closeProc
00000002790f7604 (__TEXT,__text) non-external _closeProc
0000000279100e3c (__TEXT,__text) non-external _closeProc
0000000279115ffc (__TEXT,__text) non-external _closeProc
00000002790cd0d4 (__TEXT,__text) non-external _closeWithStateProc
00000002790f7690 (__TEXT,__text) non-external _closeWithStateProc
00000002791020e8 (__TEXT,__text) non-external _closeWithStateProc
00000002791160a4 (__TEXT,__text) non-external _closeWithStateProc
                 (undefined) external _closedir (from libSystem)
0000000279128b4c (__TEXT,__text) non-external _clusterEntryUpdateDAT
0000000279124a70 (__TEXT,__text) non-external _cmpNodesProc
00000002790c9a80 (__TEXT,__text) non-external _cmpRange
00000002790cc83c (__TEXT,__text) non-external _cmp_entries_clc
00000002790cc808 (__TEXT,__text) non-external _cmp_entries_hlc
00000002790cc8d4 (__TEXT,__text) non-external _cmp_entries_offset
00000002790cc870 (__TEXT,__text) non-external _cmp_entries_slc
0000000279122248 (__TEXT,__text) non-external _cmp_keys
0000000279115d6c (__TEXT,__text) non-external _cmp_markers
00000002790c68c4 (__TEXT,__text) non-external _compare_copy_fork_3
00000002790c6874 (__TEXT,__text) non-external _compare_copy_fork_4
00000002790c681c (__TEXT,__text) non-external _compare_copy_fork_5
00000002790c646c (__TEXT,__text) non-external _compare_digest_tasks
00000002790c4a78 (__TEXT,__text) non-external (was a private external) _compare_extents_by_position
00000002790c736c (__TEXT,__text) non-external _compare_forks_by_extent
00000002790c73a8 (__TEXT,__text) non-external _compare_forks_by_position
00000002790ec420 (__TEXT,__text) non-external _compositeChunkAsyncCancel
00000002790ec3c4 (__TEXT,__text) non-external _compositeChunkAsyncClose
00000002790ec410 (__TEXT,__text) non-external _compositeChunkAsyncGetRange
00000002790ec428 (__TEXT,__text) non-external _compositeChunkAsyncIsCancelled
00000002790ec418 (__TEXT,__text) non-external _compositeChunkAsyncProcess
00000002790cfdbc (__TEXT,__text) non-external (was a private external) _compressionWorkerProc
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_identify_algorithm (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
0000000279135308 (__TEXT,__text) non-external _computePatchesWorkerProc
00000002790fea94 (__TEXT,__text) non-external (was a private external) _concatExtractPath
00000002790fe9d0 (__TEXT,__text) non-external (was a private external) _concatPath
                 (undefined) external _confstr (from libSystem)
000000027914559c (__TEXT,__text) non-external (was a private external) _contextPassThroughProc
000000027910ae90 (__TEXT,__text) non-external _controls_combo_enforce_copy_fork_boundary
000000027910672c (__TEXT,__text) non-external _convertStreamAbort
00000002791069e4 (__TEXT,__text) non-external _convertStreamBeginBlob
00000002791056ac (__TEXT,__text) non-external _convertStreamClose
0000000279106c0c (__TEXT,__text) non-external _convertStreamEndBlob
0000000279106958 (__TEXT,__text) non-external _convertStreamEndEntry
000000027910688c (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
0000000279106300 (__TEXT,__text) non-external _convertStreamWriteBlob
0000000279105740 (__TEXT,__text) non-external _convertStreamWriteHeader
00000002791127d4 (__TEXT,__text) non-external _convert_block_controls
0000000279112638 (__TEXT,__text) non-external _convert_internal_controls
00000002790ff1e4 (__TEXT,__text) non-external (was a private external) _copyFileSegment
00000002790ff5ec (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
00000002790e2440 (__TEXT,__text) non-external _copyStream
0000000279122b30 (__TEXT,__text) non-external _create
000000027910548c (__TEXT,__text) non-external _createErrorContextKey
0000000279104ed8 (__TEXT,__text) non-external (was a private external) _createThread
00000002790e60bc (__TEXT,__text) non-external _ctrl_reader_get
00000002790ea748 (__TEXT,__text) non-external _currentWriteBufferFull
00000002791394a8 (__TEXT,__text) non-external _decodeStreamAbort
00000002791394c4 (__TEXT,__text) non-external _decodeStreamClose
000000027913898c (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
0000000279138814 (__TEXT,__text) non-external (was a private external) _decodeStreamLoadHeader
00000002791392c0 (__TEXT,__text) non-external _decodeStreamReadBlob
0000000279138700 (__TEXT,__text) non-external (was a private external) _decodeStreamReadData
0000000279138d94 (__TEXT,__text) non-external _decodeStreamReadHeader
000000027913862c (__TEXT,__text) non-external (was a private external) _decodeStreamRefillBuffer
000000027913cba0 (__TEXT,__text) non-external _decompressToData
00000002790c8948 (__TEXT,__text) non-external _decryptAsyncCancel
00000002790c83dc (__TEXT,__text) non-external _decryptAsyncClose
00000002790c85bc (__TEXT,__text) non-external _decryptAsyncGetRange
00000002790c895c (__TEXT,__text) non-external _decryptAsyncIsCancelled
00000002790c8710 (__TEXT,__text) non-external _decryptAsyncProcess
000000027910bcc8 (__TEXT,__text) non-external _decryptToFileAsyncCancel
000000027910bb44 (__TEXT,__text) non-external _decryptToFileAsyncClose
000000027910bcd0 (__TEXT,__text) non-external _decryptToFileAsyncGetRange
000000027910bcd8 (__TEXT,__text) non-external _decryptToFileAsyncProcess
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00000002790e7df8 (__TEXT,__text) non-external _ecc65537Inv
00000002790e79b4 (__TEXT,__text) non-external _ecc65537PolyEval
00000002790e7c60 (__TEXT,__text) non-external _ecc65537Solve
00000002790e7a34 (__TEXT,__text) non-external _ecc65537Triangulate
0000000279136078 (__TEXT,__text) non-external _encodeEntry
00000002791361fc (__TEXT,__text) non-external _encodeYOPEntry
000000027913727c (__TEXT,__text) non-external _encoderStreamAbort
00000002791370b8 (__TEXT,__text) non-external _encoderStreamClose
0000000279137448 (__TEXT,__text) non-external _encoderStreamWriteBlob
0000000279137298 (__TEXT,__text) non-external _encoderStreamWriteHeader
000000027910475c (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
00000002791352d8 (__TEXT,__text) non-external _entryIndexCmpHLC
000000027911947c (__TEXT,__text) non-external _entryMessage
000000027912824c (__TEXT,__text) non-external _entryRelease
00000002791352bc (__TEXT,__text) non-external _entryVectorCmp
00000002791005b0 (__TEXT,__text) non-external (was a private external) _enumerateTree
0000000279100718 (__TEXT,__text) non-external _enumerateTree_rec
0000000279123778 (__TEXT,__text) non-external _expandDirThreadProc
000000027912822c (__TEXT,__text) non-external _extractStreamAbort
0000000279126420 (__TEXT,__text) non-external _extractStreamClose
0000000279128d24 (__TEXT,__text) non-external _extractStreamEntryEnd
0000000279128e00 (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
00000002791289a4 (__TEXT,__text) non-external _extractStreamStateFail
0000000279127b40 (__TEXT,__text) non-external _extractStreamWriteBlob
000000027912704c (__TEXT,__text) non-external _extractStreamWriteHeader
0000000279119d54 (__TEXT,__text) non-external _extractThread
00000002791283bc (__TEXT,__text) non-external _extractThreadFailEntry
0000000279125628 (__TEXT,__text) non-external _extractThreadProc
0000000279128a84 (__TEXT,__text) non-external _extractThreadSendCommand
00000002791198c4 (__TEXT,__text) non-external _extractToDirAsyncCancel
0000000279119700 (__TEXT,__text) non-external _extractToDirAsyncClose
00000002791198c8 (__TEXT,__text) non-external _extractToDirAsyncGetRange
000000027911995c (__TEXT,__text) non-external _extractToDirAsyncProcess
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
00000002790dfc6c (__TEXT,__text) non-external _findFirst
0000000279112c48 (__TEXT,__text) non-external _fingerprint_consumer
0000000279112954 (__TEXT,__text) non-external _fingerprint_worker
                 (undefined) external _flistxattr (from libSystem)
00000002790e10dc (__TEXT,__text) non-external _flushBuf
00000002791376d0 (__TEXT,__text) non-external _flushOBuf
000000027913eb34 (__TEXT,__text) non-external _flushOBuf
00000002790f9e44 (__TEXT,__text) non-external _flushToResourceFork
0000000279137848 (__TEXT,__text) non-external (was a private external) _forceInPlaceControls
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00000002790f1df4 (__TEXT,__text) non-external (was a private external) _freeDiffSegmentVector
000000027910e9d8 (__TEXT,__text) non-external _free_page
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat (from libSystem)
                 (undefined) external _fstatat (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
00000002790e146c (__TEXT,__text) non-external (was a private external) _fullReplacementBXPatch5
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _fwrite (from libSystem)
0000000297e68f10 (__DATA_DIRTY,__bss) non-external _gErrorContextKey
0000000279115260 (__TEXT,__text) non-external (was a private external) _getBXDiffControls
000000027914819c (__TEXT,__text) non-external _getBXDiffControls.cold.1
00000002791002a8 (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
0000000279138410 (__TEXT,__text) non-external (was a private external) _getComboControlsFromMergedDiffSegmentVectors
00000002790e7fc8 (__TEXT,__text) non-external _getCompressedSizeCounterProc
00000002790fe684 (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
0000000279105424 (__TEXT,__text) non-external _getErrorContextKey
0000000297e68f00 (__DATA_DIRTY,__data) non-external _getErrorContextKey.errorContextOnce
0000000279110d20 (__TEXT,__text) non-external _getFieldBlob
00000002790ffaa4 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
00000002790ffa18 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
000000027910007c (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
000000027912a44c (__TEXT,__text) non-external _getFileDiskUsageBlocks2
0000000279100218 (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
00000002790ff988 (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
0000000279100348 (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
0000000279100358 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
0000000279100404 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
00000002790fffa4 (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
000000027914724c (__TEXT,__text) non-external _getFreeCachePos
000000027912462c (__TEXT,__text) non-external _getPath
00000002790f4944 (__TEXT,__text) non-external _getProfile
00000002790fe63c (__TEXT,__text) non-external (was a private external) _getRealTime
00000002790fee4c (__TEXT,__text) non-external (was a private external) _getTempDir
000000027911a1b8 (__TEXT,__text) non-external _getTempSegmentFilename
0000000279100bbc (__TEXT,__text) non-external (was a private external) _getVolumeCapabilities
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
0000000279145434 (__TEXT,__text) non-external _graisAbort
0000000279143be0 (__TEXT,__text) non-external _graisClose
00000002791450b4 (__TEXT,__text) non-external _graisPRead
0000000279145098 (__TEXT,__text) non-external _graisRead
00000002791453e8 (__TEXT,__text) non-external _graisSeek
00000002791236bc (__TEXT,__text) non-external _increaseCapacity
00000002790f38b0 (__TEXT,__text) non-external (was a private external) _initBestMatchThreadProc
0000000279137dac (__TEXT,__text) non-external (was a private external) _initDiffSegmentVector
0000000279129478 (__TEXT,__text) non-external _init_blob_with_magic
0000000279107964 (__TEXT,__text) non-external (was a private external) _io_hint_static_content
00000002791079f0 (__TEXT,__text) non-external (was a private external) _io_preallocate
0000000279107bc8 (__TEXT,__text) non-external (was a private external) _io_set_nocache
00000002790fef10 (__TEXT,__text) non-external (was a private external) _isDirEmpty
000000027912ee0c (__TEXT,__text) non-external _isZero
                 (undefined) external _issetugid (from libSystem)
0000000279105238 (__TEXT,__text) non-external (was a private external) _joinThread
00000002791480d4 (__TEXT,__text) non-external _joinThread.cold.1
00000002791414b8 (__TEXT,__text) non-external (was a private external) _jsonPushLabel
0000000279141570 (__TEXT,__text) non-external (was a private external) _jsonPushValue
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
0000000279104884 (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
00000002791388cc (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_AA
00000002791144f8 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Cpio
000000027912dc74 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Ustar
000000027913ed34 (__TEXT,__text) non-external _loadChunkOffsets
000000027913c4c8 (__TEXT,__text) non-external _loadDecmpfsXattr
0000000279119dc8 (__TEXT,__text) non-external _loadRemainingRange
0000000279119fe8 (__TEXT,__text) non-external _loadTempSegment
0000000279119a04 (__TEXT,__text) non-external _loadThread
0000000279108fec (__TEXT,__text) non-external (was a private external) _load_variants
00000002790fcd14 (__TEXT,__text) non-external _lockedStateReserveActiveChunks
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_bound (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
00000002790fe7fc (__TEXT,__text) non-external (was a private external) _makePath
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
00000002790f06e0 (__TEXT,__text) non-external _memoryInputStreamCancel
00000002790f06c4 (__TEXT,__text) non-external _memoryInputStreamClose
00000002790f0714 (__TEXT,__text) non-external _memoryInputStreamPRead
00000002790f06f4 (__TEXT,__text) non-external _memoryInputStreamRead
00000002790f078c (__TEXT,__text) non-external _memoryInputStreamSeek
00000002790f0918 (__TEXT,__text) non-external _memoryOutputStreamCancel
00000002790f08fc (__TEXT,__text) non-external _memoryOutputStreamClose
00000002790f092c (__TEXT,__text) non-external _memoryOutputStreamWrite
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
00000002791383d8 (__TEXT,__text) non-external _mergeDiffSegmentEventCompareProc
0000000279137fe0 (__TEXT,__text) non-external (was a private external) _mergeDiffSegmentVectors
00000002790e9a04 (__TEXT,__text) non-external _merge_controls
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkdtemp (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
                 (undefined) external _mmap (from libSystem)
0000000279147b80 (__TEXT,__text) non-external _movePage
                 (undefined) external _munmap (from libSystem)
0000000279123f5c (__TEXT,__text) non-external _normalize
00000002790fe8bc (__TEXT,__text) non-external (was a private external) _normalizePath
000000027911a260 (__TEXT,__text) non-external _notifySegmentAvailable
000000027915cbf8 (__TEXT,__const) non-external _old_resource_fork_map
000000027915d1a0 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _openat (from libSystem)
                 (undefined) external _opendir (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
00000002790cffcc (__TEXT,__text) non-external (was a private external) _outputStreamProc
000000027910916c (__TEXT,__text) non-external (was a private external) _patch_write_controls
00000002790fed70 (__TEXT,__text) non-external (was a private external) _pathIsValid
00000002790d0d68 (__TEXT,__text) non-external _pcRead
00000002790d0230 (__TEXT,__text) non-external _pcWrite
00000002790c76a4 (__TEXT,__text) non-external (was a private external) _pc_array_aggregate
00000002790c74e8 (__TEXT,__text) non-external (was a private external) _pc_array_append
00000002790c7474 (__TEXT,__text) non-external (was a private external) _pc_array_compact
00000002790c73d4 (__TEXT,__text) non-external (was a private external) _pc_array_compare
00000002790c7464 (__TEXT,__text) non-external (was a private external) _pc_array_free
00000002790c75ec (__TEXT,__text) non-external (was a private external) _pc_array_indirect_sort
00000002790c75dc (__TEXT,__text) non-external (was a private external) _pc_array_sort
0000000279112d60 (__TEXT,__text) non-external (was a private external) _pc_log_error
0000000279148110 (__TEXT,__text) non-external _pc_log_error.cold.1
0000000279112f80 (__TEXT,__text) non-external (was a private external) _pc_log_info
0000000279112e6c (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _pclose (from libSystem)
                 (undefined) external _perror (from libSystem)
000000027910e608 (__TEXT,__text) non-external _plzmaEncodeBuffer
                 (undefined) external _popen (from libSystem)
                 (undefined) external _pread (from libSystem)
00000002790c8e84 (__TEXT,__text) non-external _processClusterHeader
00000002790eb950 (__TEXT,__text) non-external _processEntry
00000002791033b4 (__TEXT,__text) non-external _processEntry
00000002790c8968 (__TEXT,__text) non-external _processMagic
00000002790c960c (__TEXT,__text) non-external _processPadding
00000002790c8aa0 (__TEXT,__text) non-external _processPrologue
00000002790c9938 (__TEXT,__text) non-external _processSegment
000000027910b948 (__TEXT,__text) non-external _processSegment
00000002791191c4 (__TEXT,__text) non-external _processSegment
00000002790e32d0 (__TEXT,__text) non-external _processWithProgress
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
0000000279137ed8 (__TEXT,__text) non-external (was a private external) _pushControls
0000000279137e44 (__TEXT,__text) non-external (was a private external) _pushDiffSegment
00000002790c9a98 (__TEXT,__text) non-external _pushPaddingRange
00000002790c8298 (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
00000002790f5080 (__TEXT,__text) non-external _quicksort64
                 (undefined) external _rand (from libSystem)
00000002790e69a4 (__TEXT,__text) non-external _randomAccessWorkerProc
00000002790fe07c (__TEXT,__text) non-external _rangeCmp
00000002790f977c (__TEXT,__text) non-external _rangeInputStreamCancel
00000002790f9748 (__TEXT,__text) non-external _rangeInputStreamClose
00000002790f97a0 (__TEXT,__text) non-external _rangeInputStreamRead
00000002790c4ffc (__TEXT,__text) non-external _rawimg_add_fork
00000002790c5168 (__TEXT,__text) non-external _rawimg_add_volume
00000002790c7310 (__TEXT,__text) non-external _rawimg_allocate_header_and_footer
00000002790c4d14 (__TEXT,__text) non-external (was a private external) _rawimg_create_with_path
00000002790c6ddc (__TEXT,__text) non-external (was a private external) _rawimg_create_with_stream
00000002790c4a90 (__TEXT,__text) non-external (was a private external) _rawimg_destroy
00000002790c62cc (__TEXT,__text) non-external _rawimg_digest_worker
00000002790e8e2c (__TEXT,__text) non-external (was a private external) _rawimg_force_in_place
000000029063fdf8 (__DATA_CONST,__const) non-external _rawimg_force_in_place.pass_name
00000002790c6250 (__TEXT,__text) non-external _rawimg_free_chunks
00000002790c5618 (__TEXT,__text) non-external (was a private external) _rawimg_get_digests
00000002790c6978 (__TEXT,__text) non-external (was a private external) _rawimg_save_to_stream
00000002790c649c (__TEXT,__text) non-external (was a private external) _rawimg_set_fork_types
00000002790c4b38 (__TEXT,__text) non-external (was a private external) _rawimg_show
00000002790c5170 (__TEXT,__text) non-external _rawimg_verify
00000002790d2588 (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r (from libSystem)
0000000279145808 (__TEXT,__text) non-external (was a private external) _readerProc
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
00000002790fe5dc (__TEXT,__text) non-external (was a private external) _reallocToFit
000000027912961c (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regerror (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
000000027910f0dc (__TEXT,__text) non-external _remap_page
0000000279100a94 (__TEXT,__text) non-external _removeEntryProc
000000027910068c (__TEXT,__text) non-external (was a private external) _removeFile
0000000279100b4c (__TEXT,__text) non-external _removeLeaveDirProc
00000002790eb8ec (__TEXT,__text) non-external _removeStreamAbort
00000002790eb1b4 (__TEXT,__text) non-external _removeStreamClose
00000002790eb8d8 (__TEXT,__text) non-external _removeStreamWriteBlob
00000002790eb49c (__TEXT,__text) non-external _removeStreamWriteHeader
0000000279100a48 (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
0000000279137db8 (__TEXT,__text) non-external (was a private external) _reserveDiffSegmentVector
000000027913d334 (__TEXT,__text) non-external _resizeResourceFork
000000027910c650 (__TEXT,__text) non-external _resizeStream
000000027913c690 (__TEXT,__text) non-external _resourceForkSize
0000000279104dd4 (__TEXT,__text) non-external (was a private external) _restoreThreadErrorContext
000000027911a440 (__TEXT,__text) non-external _retireEntryRange
0000000279128820 (__TEXT,__text) non-external _retireThreadEnqueue
00000002791250fc (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
000000027911256c (__TEXT,__text) non-external _sanitize_internal_controls
0000000279104d60 (__TEXT,__text) non-external (was a private external) _saveThreadErrorContext
00000002790f6304 (__TEXT,__text) non-external _seekTo
0000000279108f84 (__TEXT,__text) non-external _segment_find
00000002790ea6c4 (__TEXT,__text) non-external _sendEOF
0000000279106748 (__TEXT,__text) non-external _sendHeader
00000002790d77e0 (__TEXT,__text) non-external _sendMessage
0000000279145458 (__TEXT,__text) non-external _sendMessage
00000002790e6834 (__TEXT,__text) non-external _sequentialReaderProc
00000002790e68d4 (__TEXT,__text) non-external _sequentialWriterProc
00000002790fe744 (__TEXT,__text) non-external (was a private external) _serializeHexString
0000000279152665 (__TEXT,__cstring) non-external _serializeHexString.digit
000000027911125c (__TEXT,__text) non-external _setFieldBlob
00000002790ffb2c (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
000000027910014c (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlagsFD
0000000279104810 (__TEXT,__text) non-external _setThreadErrorContext
000000027913e5f0 (__TEXT,__text) non-external _setUFCompressedBit
                 (undefined) external _setattrlist (from libSystem)
000000027910b43c (__TEXT,__text) non-external _setupContext
0000000279118500 (__TEXT,__text) non-external _setupContext
00000002790fe704 (__TEXT,__text) non-external (was a private external) _sha1ToString
00000002790fe790 (__TEXT,__text) non-external (was a private external) _sha1cmp
00000002790db984 (__TEXT,__text) non-external _sharedBufferWriteToDrain
                 (undefined) external _snprintf (from libSystem)
00000002790c9b40 (__TEXT,__text) non-external _startStreaming
                 (undefined) external _stat (from libSystem)
00000002790ffa94 (__TEXT,__text) non-external (was a private external) _statIsCompressed
0000000279100bb4 (__TEXT,__text) non-external (was a private external) _statIsDataless
00000002791218a0 (__TEXT,__text) non-external _stateAppendEntry
00000002791344a0 (__TEXT,__text) non-external _stateCollectorStreamClose
0000000279134e5c (__TEXT,__text) non-external _stateCollectorStreamWriteBlob
00000002791344bc (__TEXT,__text) non-external _stateCollectorStreamWriteHeader
00000002791324d8 (__TEXT,__text) non-external _stateComputePatches
0000000279120f3c (__TEXT,__text) non-external _stateConcatPath
000000027911ed94 (__TEXT,__text) non-external _stateDestroy
0000000279134374 (__TEXT,__text) non-external _stateDestroy
0000000279132808 (__TEXT,__text) non-external _stateGenerateArchive
0000000279120f68 (__TEXT,__text) non-external _stateGetEntryData
0000000279135cf0 (__TEXT,__text) non-external _stateLoadEntryHeader
0000000279121158 (__TEXT,__text) non-external _stateShouldCreateFileInCluster
00000002790fe0d0 (__TEXT,__text) non-external _stateSortRanges
                 (undefined) external _statfs (from libSystem)
