                 (undefined) external _AuthorizationCopyInfo (from Security)
                 (undefined) external _AuthorizationCopyRights (from Security)
                 (undefined) external _AuthorizationCreate (from Security)
                 (undefined) external _AuthorizationFree (from Security)
                 (undefined) external _AuthorizationFreeItemSet (from Security)
                 (undefined) external _CC_SHA1_Final (from libSystem)
                 (undefined) external _CC_SHA1_Init (from libSystem)
                 (undefined) external _CC_SHA1_Update (from libSystem)
                 (undefined) external _CFBooleanGetTypeID (from CoreFoundation)
                 (undefined) external _CFBooleanGetValue (from CoreFoundation)
                 (undefined) external _CFDataGetBytePtr (from CoreFoundation)
                 (undefined) external _CFDataGetLength (from CoreFoundation)
                 (undefined) external _CFDictionaryCreateMutable (from CoreFoundation)
                 (undefined) external _CFDictionaryGetTypeID (from CoreFoundation)
                 (undefined) external _CFDictionaryGetValue (from CoreFoundation)
                 (undefined) external _CFDictionarySetValue (from CoreFoundation)
                 (undefined) external _CFGetTypeID (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateData (from CoreFoundation)
                 (undefined) external _CFPropertyListCreateWithStream (from CoreFoundation)
                 (undefined) external _CFReadStreamCreateWithFile (from CoreFoundation)
                 (undefined) external _CFReadStreamOpen (from CoreFoundation)
                 (undefined) external _CFRelease (from CoreFoundation)
                 (undefined) external _CFRetain (from CoreFoundation)
                 (undefined) external _CFStringCreateWithFormat (from CoreFoundation)
                 (undefined) external _CFURLCreateWithFileSystemPath (from CoreFoundation)
00007ff817d54911 (__TEXT,__text) external _FSp_krb_get_svc_in_tkt
00007ff817d55472 (__TEXT,__text) external _krb5_auth_con_getauthenticator
                 (undefined) external _krb5_auth_con_getflags (from Heimdal)
                 (indirect) external _krb5_auth_con_getflags (for _krb5_auth_con_getflags)
00007ff817d5540a (__TEXT,__text) external _krb5_auth_con_getkey
                 (undefined) external _krb5_auth_con_getlocalseqnumber (from Heimdal)
                 (indirect) external _krb5_auth_con_getlocalseqnumber (for _krb5_auth_con_getlocalseqnumber)
00007ff817d554a0 (__TEXT,__text) external _krb5_auth_con_getlocalsubkey
00007ff817d55444 (__TEXT,__text) external _krb5_auth_con_getrcache
00007ff817d4b168 (__TEXT,__text) external _krb5_auth_con_getrecvsubkey
                 (undefined) external _krb5_auth_con_getremoteseqnumber (from Heimdal)
                 (indirect) external _krb5_auth_con_getremoteseqnumber (for _krb5_auth_con_getremoteseqnumber)
00007ff817d55528 (__TEXT,__text) external _krb5_auth_con_getremotesubkey
00007ff817d4b173 (__TEXT,__text) external _krb5_auth_con_getsendsubkey
                 (undefined) external _krb5_auth_con_init (from Heimdal)
                 (indirect) external _krb5_auth_con_init (for _krb5_auth_con_init)
00007ff817d4b17e (__TEXT,__text) external _krb5_auth_con_initivector
00007ff817d4b186 (__TEXT,__text) external _krb5_auth_con_set_checksum_func
00007ff817d55395 (__TEXT,__text) external _krb5_auth_con_setaddrs
                 (undefined) external _krb5_auth_con_setflags (from Heimdal)
                 (indirect) external _krb5_auth_con_setflags (for _krb5_auth_con_setflags)
00007ff817d553ed (__TEXT,__text) external _krb5_auth_con_setports
00007ff817d55427 (__TEXT,__text) external _krb5_auth_con_setrcache
00007ff817d4b18e (__TEXT,__text) external _krb5_auth_con_setrecvsubkey
00007ff817d4b196 (__TEXT,__text) external _krb5_auth_con_setsendsubkey
00007ff817d4b19e (__TEXT,__text) external _krb5_auth_con_setuseruserkey
00007ff817d4f118 (__TEXT,__text) external _krb5_build_principal
00007ff817d4b1a6 (__TEXT,__text) external _krb5_build_principal_alloc_va
00007ff817d4eff7 (__TEXT,__text) external _krb5_build_principal_ext
00007ff817d4b1b1 (__TEXT,__text) external _krb5_build_principal_va
00007ff817d4b1bc (__TEXT,__text) external _krb5_c_block_size
00007ff817d4b1c4 (__TEXT,__text) external _krb5_c_checksum_length
00007ff817d56783 (__TEXT,__text) external _krb5_c_decrypt
00007ff817d56899 (__TEXT,__text) external _krb5_c_encrypt
00007ff817d569bf (__TEXT,__text) external _krb5_c_encrypt_length
00007ff817d4b1cc (__TEXT,__text) external _krb5_c_enctype_compare
00007ff817d4b1d4 (__TEXT,__text) external _krb5_c_free_state
00007ff817d4b1dc (__TEXT,__text) external _krb5_c_init_state
00007ff817d4b1e4 (__TEXT,__text) external _krb5_c_is_coll_proof_cksum
00007ff817d4b1ec (__TEXT,__text) external _krb5_c_is_keyed_cksum
00007ff817d4b1f4 (__TEXT,__text) external _krb5_c_keyed_checksum_types
00007ff817d4b1fc (__TEXT,__text) external _krb5_c_make_checksum
00007ff817d4b204 (__TEXT,__text) external _krb5_c_make_random_key
00007ff817d4b20c (__TEXT,__text) external _krb5_c_random_add_entropy
00007ff817d4b214 (__TEXT,__text) external _krb5_c_random_make_octets
00007ff817d4b21c (__TEXT,__text) external _krb5_c_random_os_entropy
00007ff817d4b224 (__TEXT,__text) external _krb5_c_random_seed
00007ff817d5656a (__TEXT,__text) external _krb5_c_string_to_key
00007ff817d4b22c (__TEXT,__text) external _krb5_c_string_to_key_with_params
00007ff817d4b234 (__TEXT,__text) external _krb5_c_valid_cksumtype
00007ff817d4b23c (__TEXT,__text) external _krb5_c_valid_enctype
00007ff817d4b244 (__TEXT,__text) external _krb5_c_verify_checksum
00007ff817d4b24c (__TEXT,__text) external _krb5_calculate_checksum
00007ff817d541c9 (__TEXT,__text) external _krb5_cc_cache_match
00007ff817d540dc (__TEXT,__text) external _krb5_cc_close
00007ff817d4b254 (__TEXT,__text) external _krb5_cc_copy_creds
00007ff817d53f29 (__TEXT,__text) external _krb5_cc_default
                 (undefined) external _krb5_cc_default_name (from Heimdal)
                 (indirect) external _krb5_cc_default_name (for _krb5_cc_default_name)
                 (undefined) external _krb5_cc_destroy (from Heimdal)
                 (indirect) external _krb5_cc_destroy (for _krb5_cc_destroy)
00007ff817d54373 (__TEXT,__text) external _krb5_cc_end_seq_get
00007ff817d54194 (__TEXT,__text) external _krb5_cc_gen_new
00007ff817d540fa (__TEXT,__text) external _krb5_cc_get_config
00007ff817d540e6 (__TEXT,__text) external _krb5_cc_get_name
00007ff817d5404d (__TEXT,__text) external _krb5_cc_get_principal
00007ff817d540f0 (__TEXT,__text) external _krb5_cc_get_type
00007ff817d53f9a (__TEXT,__text) external _krb5_cc_initialize
00007ff817d4b25f (__TEXT,__text) external _krb5_cc_last_change_time
00007ff817d4b267 (__TEXT,__text) external _krb5_cc_lock
00007ff817d4b26f (__TEXT,__text) external _krb5_cc_move
00007ff817d5414f (__TEXT,__text) external _krb5_cc_new_unique
00007ff817d542f1 (__TEXT,__text) external _krb5_cc_next_cred
00007ff817d4b27a (__TEXT,__text) external _krb5_cc_remove_cred
00007ff817d53f5a (__TEXT,__text) external _krb5_cc_resolve
00007ff817d541d7 (__TEXT,__text) external _krb5_cc_retrieve_cred
00007ff817d4b282 (__TEXT,__text) external _krb5_cc_set_config
                 (undefined) external _krb5_cc_set_default_name (from Heimdal)
                 (indirect) external _krb5_cc_set_default_name (for _krb5_cc_set_default_name)
00007ff817d4b28a (__TEXT,__text) external _krb5_cc_set_flags
                 (undefined) external _krb5_cc_start_seq_get (from Heimdal)
                 (indirect) external _krb5_cc_start_seq_get (for _krb5_cc_start_seq_get)
00007ff817d53fdb (__TEXT,__text) external _krb5_cc_store_cred
00007ff817d4b292 (__TEXT,__text) external _krb5_cc_unlock
                 (undefined) external _krb5_cccol_cursor_free (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_free (for _krb5_cccol_cursor_free)
                 (undefined) external _krb5_cccol_cursor_new (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_new (for _krb5_cccol_cursor_new)
                 (undefined) external _krb5_cccol_cursor_next (from Heimdal)
                 (indirect) external _krb5_cccol_cursor_next (for _krb5_cccol_cursor_next)
00007ff817d4b29a (__TEXT,__text) external _krb5_cccol_last_change_time
00007ff817d4b2a2 (__TEXT,__text) external _krb5_cccol_lock
00007ff817d4b2aa (__TEXT,__text) external _krb5_cccol_unlock
00007ff817d56a71 (__TEXT,__text) external _krb5_change_password
00007ff817d4b2b2 (__TEXT,__text) external _krb5_checksum_size
00007ff817d4b2ba (__TEXT,__text) external _krb5_cksumtype_to_string
                 (undefined) external _krb5_clear_error_message (from Heimdal)
                 (indirect) external _krb5_clear_error_message (for _krb5_clear_error_message)
00007ff817d4b2c2 (__TEXT,__text) external _krb5_copy_addresses
00007ff817d4b2ca (__TEXT,__text) external _krb5_copy_authdata
00007ff817d4b2d2 (__TEXT,__text) external _krb5_copy_authenticator
00007ff817d4b2da (__TEXT,__text) external _krb5_copy_checksum
00007ff817d4b2e2 (__TEXT,__text) external _krb5_copy_context
00007ff817d54537 (__TEXT,__text) external _krb5_copy_creds
00007ff817d4e5de (__TEXT,__text) external _krb5_copy_data
00007ff817d4ddce (__TEXT,__text) external _krb5_copy_keyblock
00007ff817d4dd7a (__TEXT,__text) external _krb5_copy_keyblock_contents
00007ff817d4f2a6 (__TEXT,__text) external _krb5_copy_principal
00007ff817d4b2ea (__TEXT,__text) external _krb5_copy_ticket
00007ff817d543de (__TEXT,__text) external _krb5_decode_ticket
00007ff817d4b2f2 (__TEXT,__text) external _krb5_decrypt
00007ff817d4b2fa (__TEXT,__text) external _krb5_deltat_to_string
00007ff817d4b302 (__TEXT,__text) external _krb5_eblock_enctype
00007ff817d4b30a (__TEXT,__text) external _krb5_encrypt
00007ff817d4b312 (__TEXT,__text) external _krb5_encrypt_size
00007ff817d4e9cc (__TEXT,__text) external _krb5_enctype_to_string
00007ff817d4b31a (__TEXT,__text) external _krb5_finish_key
00007ff817d4b322 (__TEXT,__text) external _krb5_finish_random_key
00007ff817d4e9ed (__TEXT,__text) external _krb5_free_addresses
00007ff817d4e213 (__TEXT,__text) external _krb5_free_ap_rep_enc_part
00007ff817d4e807 (__TEXT,__text) external _krb5_free_authdata
00007ff817d4b32a (__TEXT,__text) external _krb5_free_authenticator
00007ff817d4b332 (__TEXT,__text) external _krb5_free_checksum
00007ff817d4b33a (__TEXT,__text) external _krb5_free_checksum_contents
00007ff817d4b342 (__TEXT,__text) external _krb5_free_cksumtypes
00007ff817d4b34a (__TEXT,__text) external _krb5_free_config_files
00007ff817d4e46c (__TEXT,__text) external _krb5_free_context
00007ff817d4e62c (__TEXT,__text) external _krb5_free_cred_contents
00007ff817d4e6e9 (__TEXT,__text) external _krb5_free_creds
00007ff817d4e590 (__TEXT,__text) external _krb5_free_data
00007ff817d4e319 (__TEXT,__text) external _krb5_free_data_contents
00007ff817d4f337 (__TEXT,__text) external _krb5_free_default_realm
00007ff817d4e722 (__TEXT,__text) external _krb5_free_enc_tkt_part
00007ff817d4e286 (__TEXT,__text) external _krb5_free_error
                 (undefined) external _krb5_free_error_message (from Heimdal)
                 (indirect) external _krb5_free_error_message (for _krb5_free_error_message)
                 (undefined) external _krb5_free_host_realm (from Heimdal)
                 (indirect) external _krb5_free_host_realm (for _krb5_free_host_realm)
00007ff817d4e252 (__TEXT,__text) external _krb5_free_keyblock
00007ff817d4e549 (__TEXT,__text) external _krb5_free_keyblock_contents
00007ff817d54e3a (__TEXT,__text) external _krb5_free_keytab_entry_contents
00007ff817d4ac90 (__TEXT,__text) external _krb5_free_krbhst
00007ff817d4f2ea (__TEXT,__text) external _krb5_free_principal
00007ff817d4b352 (__TEXT,__text) external _krb5_free_tgt_creds
00007ff817d4e773 (__TEXT,__text) external _krb5_free_ticket
00007ff817d4f27a (__TEXT,__text) external _krb5_free_unparsed_name
00007ff817d4b35a (__TEXT,__text) external _krb5_fwd_tgt_creds
00007ff817d54466 (__TEXT,__text) external _krb5_get_credentials
00007ff817d4b362 (__TEXT,__text) external _krb5_get_credentials_renew
00007ff817d4b36d (__TEXT,__text) external _krb5_get_credentials_validate
00007ff817d4b378 (__TEXT,__text) external _krb5_get_default_config_files
                 (undefined) external _krb5_get_default_realm (from Heimdal)
                 (indirect) external _krb5_get_default_realm (for _krb5_get_default_realm)
00007ff817d4ee29 (__TEXT,__text) external _krb5_get_error_message
                 (undefined) external _krb5_get_host_realm (from Heimdal)
                 (indirect) external _krb5_get_host_realm (for _krb5_get_host_realm)
00007ff817d4b380 (__TEXT,__text) external _krb5_get_in_tkt
00007ff817d4b38b (__TEXT,__text) external _krb5_get_in_tkt_with_keytab
00007ff817d4d99a (__TEXT,__text) external _krb5_get_in_tkt_with_password
00007ff817d4b396 (__TEXT,__text) external _krb5_get_in_tkt_with_skey
00007ff817d4d890 (__TEXT,__text) external _krb5_get_init_creds_keytab
00007ff817d4d4e1 (__TEXT,__text) external _krb5_get_init_creds_opt_alloc
00007ff817d4d531 (__TEXT,__text) external _krb5_get_init_creds_opt_free
00007ff817d4d48d (__TEXT,__text) external _krb5_get_init_creds_opt_init
00007ff817d4d67c (__TEXT,__text) external _krb5_get_init_creds_opt_set_address_list
00007ff817d4d615 (__TEXT,__text) external _krb5_get_init_creds_opt_set_canonicalize
00007ff817d4b3a1 (__TEXT,__text) external _krb5_get_init_creds_opt_set_change_password_prompt
00007ff817d4d63e (__TEXT,__text) external _krb5_get_init_creds_opt_set_etype_list
00007ff817d4d5b9 (__TEXT,__text) external _krb5_get_init_creds_opt_set_forwardable
00007ff817d4b3a9 (__TEXT,__text) external _krb5_get_init_creds_opt_set_pa
00007ff817d4d682 (__TEXT,__text) external _krb5_get_init_creds_opt_set_preauth_list
00007ff817d4d4c4 (__TEXT,__text) external _krb5_get_init_creds_opt_set_process_last_req
00007ff817d4d5e7 (__TEXT,__text) external _krb5_get_init_creds_opt_set_proxiable
00007ff817d4d58b (__TEXT,__text) external _krb5_get_init_creds_opt_set_renew_life
                 (undefined) external _krb5_get_init_creds_opt_set_salt (from Heimdal)
                 (indirect) external _krb5_get_init_creds_opt_set_salt (for _krb5_get_init_creds_opt_set_salt)
00007ff817d4d55d (__TEXT,__text) external _krb5_get_init_creds_opt_set_tkt_life
00007ff817d4d69c (__TEXT,__text) external _krb5_get_init_creds_password
00007ff817d4ac85 (__TEXT,__text) external _krb5_get_krbhst
00007ff817d4b3b1 (__TEXT,__text) external _krb5_get_permitted_enctypes
00007ff817d4b3b9 (__TEXT,__text) external _krb5_get_profile
00007ff817d4b3c1 (__TEXT,__text) external _krb5_get_prompt_types
00007ff817d4f409 (__TEXT,__text) external _krb5_get_realm_domain
00007ff817d4ebdc (__TEXT,__text) external _krb5_get_renewed_creds
00007ff817d4ea4d (__TEXT,__text) external _krb5_get_server_rcache
00007ff817d4b3c9 (__TEXT,__text) external _krb5_get_time_offsets
00007ff817d4eb77 (__TEXT,__text) external _krb5_get_validated_creds
00007ff8422f6700 (__DATA_CONST,__const) external _krb5_gss_oid_array
                 (undefined) external _krb5_gss_register_acceptor_identity (from GSS)
                 (indirect) external _krb5_gss_register_acceptor_identity (for _krb5_gss_register_acceptor_identity)
00007ff817d4b3d1 (__TEXT,__text) external _krb5_gss_use_kdc_context
00007ff817d4a978 (__TEXT,__text) external _krb5_init_context
00007ff817d4b3d9 (__TEXT,__text) external _krb5_init_keyblock
00007ff817d4b3e1 (__TEXT,__text) external _krb5_init_random_key
00007ff817d4e440 (__TEXT,__text) external _krb5_init_secure_context
00007ff817d4b3e9 (__TEXT,__text) external _krb5_ipc_client_clear_target
00007ff817d4b3f1 (__TEXT,__text) external _krb5_ipc_client_set_target_uid
00007ff817d4b3f9 (__TEXT,__text) external _krb5_is_config_principal
00007ff817d4b401 (__TEXT,__text) external _krb5_is_referral_realm
00007ff817d4b409 (__TEXT,__text) external _krb5_is_thread_safe
00007ff817d552bc (__TEXT,__text) external _krb5_kt_add_entry
                 (undefined) external _krb5_kt_close (from Heimdal)
                 (indirect) external _krb5_kt_close (for _krb5_kt_close)
00007ff817d5509f (__TEXT,__text) non-external _krb5_kt_copy_entry_contents
                 (undefined) external _krb5_kt_default (from Heimdal)
                 (indirect) external _krb5_kt_default (for _krb5_kt_default)
                 (undefined) external _krb5_kt_default_name (from Heimdal)
                 (indirect) external _krb5_kt_default_name (for _krb5_kt_default_name)
00007ff817d54ea7 (__TEXT,__text) external _krb5_kt_end_seq_get
00007ff817d5512f (__TEXT,__text) non-external _krb5_kt_free_entry
00007ff817d54efd (__TEXT,__text) external _krb5_kt_get_entry
00007ff817d55180 (__TEXT,__text) external _krb5_kt_get_name
00007ff817d55345 (__TEXT,__text) external _krb5_kt_get_type
00007ff843da9cd0 (__DATA,__bss) non-external _krb5_kt_get_type.name
00007ff817d54d98 (__TEXT,__text) external _krb5_kt_next_entry
00007ff817d5518c (__TEXT,__text) external _krb5_kt_read_service_key
00007ff817d5524c (__TEXT,__text) external _krb5_kt_remove_entry
                 (undefined) external _krb5_kt_resolve (from Heimdal)
                 (indirect) external _krb5_kt_resolve (for _krb5_kt_resolve)
00007ff817d54d22 (__TEXT,__text) external _krb5_kt_start_seq_get
00007ff817d4ec9c (__TEXT,__text) external _krb5_kuserok
00007ff817d4b411 (__TEXT,__text) external _krb5_mk_1cred
00007ff817d4b41c (__TEXT,__text) external _krb5_mk_error
00007ff817d4b427 (__TEXT,__text) external _krb5_mk_ncred
00007ff817d55f62 (__TEXT,__text) external _krb5_mk_priv
00007ff817d4b432 (__TEXT,__text) external _krb5_mk_rep
00007ff817d55bb3 (__TEXT,__text) external _krb5_mk_req
00007ff817d55c72 (__TEXT,__text) external _krb5_mk_req_extended
00007ff817d56017 (__TEXT,__text) external _krb5_mk_safe
00007ff817d4ea5c (__TEXT,__text) external _krb5_os_localaddr
00007ff817d4ef5d (__TEXT,__text) external _krb5_parse_name
00007ff817d4ef6c (__TEXT,__text) external _krb5_parse_name_flags
00007ff817d4e8f5 (__TEXT,__text) external _krb5_pkinit_cert_hash_str
00007ff817d4b43d (__TEXT,__text) external _krb5_pkinit_get_client_cert
00007ff817d4b448 (__TEXT,__text) external _krb5_pkinit_get_client_cert_db
00007ff817d4b453 (__TEXT,__text) external _krb5_pkinit_get_kdc_cert
00007ff817d4b45e (__TEXT,__text) external _krb5_pkinit_get_kdc_cert_db
00007ff817d4b469 (__TEXT,__text) external _krb5_pkinit_have_client_cert
00007ff817d4b471 (__TEXT,__text) external _krb5_pkinit_release_cert
00007ff817d4b479 (__TEXT,__text) external _krb5_pkinit_release_cert_db
00007ff817d4b481 (__TEXT,__text) external _krb5_pkinit_set_client_cert
00007ff817d5668b (__TEXT,__text) external _krb5_principal2salt
00007ff817d4f3e5 (__TEXT,__text) external _krb5_principal_compare
00007ff817d4b48c (__TEXT,__text) external _krb5_process_key
00007ff817d4eb6c (__TEXT,__text) external _krb5_prompter_posix
00007ff817d4b494 (__TEXT,__text) external _krb5_random_key
00007ff817d4b49c (__TEXT,__text) external _krb5_rd_cred
00007ff817d4b4a7 (__TEXT,__text) external _krb5_rd_error
00007ff817d55a49 (__TEXT,__text) external _krb5_rd_priv
00007ff817d4b4b2 (__TEXT,__text) external _krb5_rd_rep
00007ff817d555b0 (__TEXT,__text) external _krb5_rd_req
00007ff817d55afe (__TEXT,__text) external _krb5_rd_safe
00007ff817d4b4bd (__TEXT,__text) external _krb5_read_password
00007ff817d4f3f7 (__TEXT,__text) external _krb5_realm_compare
00007ff817d55842 (__TEXT,__text) external _krb5_recvauth
00007ff817d55926 (__TEXT,__text) external _krb5_recvauth_version
00007ff817d4b4c5 (__TEXT,__text) external _krb5_salttype_to_string
00007ff817d55d4d (__TEXT,__text) external _krb5_sendauth
00007ff817d4b4cd (__TEXT,__text) external _krb5_server_decrypt_ticket_keytab
                 (undefined) external _krb5_set_default_realm (from Heimdal)
                 (indirect) external _krb5_set_default_realm (for _krb5_set_default_realm)
00007ff817d56726 (__TEXT,__text) external _krb5_set_default_tgs_enctypes
00007ff817d566f5 (__TEXT,__text) external _krb5_set_default_tgs_ktypes
                 (undefined) external _krb5_set_error_message (from Heimdal)
                 (indirect) external _krb5_set_error_message (for _krb5_set_error_message)
00007ff817d5646a (__TEXT,__text) external _krb5_set_password
00007ff817d56398 (__TEXT,__text) external _krb5_set_password_using_ccache
00007ff817d4b4d5 (__TEXT,__text) external _krb5_set_principal_realm
00007ff817d4ec41 (__TEXT,__text) external _krb5_set_real_time
00007ff817d4f363 (__TEXT,__text) external _krb5_sname_to_principal
00007ff817d4b4dd (__TEXT,__text) external _krb5_string_to_cksumtype
00007ff817d4eb4a (__TEXT,__text) external _krb5_string_to_deltat
00007ff817d4b4e5 (__TEXT,__text) external _krb5_string_to_enctype
00007ff817d56635 (__TEXT,__text) external _krb5_string_to_key
00007ff817d4b4ed (__TEXT,__text) external _krb5_string_to_salttype
00007ff817d560cc (__TEXT,__text) external _krb5_string_to_timestamp
00007ff817d58970 (__TEXT,__const) non-external _krb5_string_to_timestamp.atime_format_table.rel
00007ff817d4e8af (__TEXT,__text) external _krb5_timeofday
00007ff817d4b4f5 (__TEXT,__text) external _krb5_timestamp_to_sfstring
00007ff817d4b4fd (__TEXT,__text) external _krb5_timestamp_to_string
00007ff817d4f239 (__TEXT,__text) external _krb5_unparse_name
00007ff817d4b505 (__TEXT,__text) external _krb5_unparse_name_ext
00007ff817d4b510 (__TEXT,__text) external _krb5_unparse_name_flags
00007ff817d4b51b (__TEXT,__text) external _krb5_unparse_name_flags_ext
00007ff817d4e84c (__TEXT,__text) external _krb5_us_timeofday
00007ff843da9d20 (__DATA,__common) external _krb5_use_broken_arcfour_string2key
00007ff817d56757 (__TEXT,__text) external _krb5_use_enctype
00007ff817d4b526 (__TEXT,__text) external _krb5_verify_checksum
00007ff817d4daa5 (__TEXT,__text) external _krb5_verify_init_creds
00007ff817d4da7f (__TEXT,__text) external _krb5_verify_init_creds_opt_init
00007ff817d4da8c (__TEXT,__text) external _krb5_verify_init_creds_opt_set_ap_req_nofail
                 (undefined) external _krb5_vset_error_message (from Heimdal)
                 (indirect) external _krb5_vset_error_message (for _krb5_vset_error_message)
00007ff817d4b52e (__TEXT,__text) external _krb5int_accessor
00007ff817d4b539 (__TEXT,__text) external _krb5int_freeaddrinfo
00007ff817d4b541 (__TEXT,__text) external _krb5int_gai_strerror
00007ff817d4b549 (__TEXT,__text) external _krb5int_getaddrinfo
00007ff817d4b551 (__TEXT,__text) external _krb5int_gmt_mktime
00007ff817d4b559 (__TEXT,__text) external _krb5int_init_context_kdc
00007ff817d4b564 (__TEXT,__text) external _krb5int_pkinit_auth_pack_decode
00007ff817d4b56f (__TEXT,__text) external _krb5int_pkinit_create_cms_msg
00007ff817d4b57a (__TEXT,__text) external _krb5int_pkinit_pa_pk_as_rep_encode
00007ff817d4b585 (__TEXT,__text) external _krb5int_pkinit_pa_pk_as_req_decode
00007ff817d4b590 (__TEXT,__text) external _krb5int_pkinit_parse_cms_msg
00007ff817d4b59b (__TEXT,__text) external _krb5int_pkinit_reply_key_pack_encode
00007ff843da9430 (__DATA,__data) non-external _krb5int_profile_shared_data
00007ff817d548dd (__TEXT,__text) external _krb__get_srvtabname
00007ff817d54629 (__TEXT,__text) external _krb_change_password
00007ff817d54735 (__TEXT,__text) external _krb_check_auth
00007ff817d54857 (__TEXT,__text) external _krb_delete_cred
00007ff817d54883 (__TEXT,__text) external _krb_get_admhst
00007ff817d547f4 (__TEXT,__text) external _krb_get_cred
00007ff817d5463f (__TEXT,__text) external _krb_get_err_text
00007ff817d5467e (__TEXT,__text) external _krb_get_in_tkt
00007ff817d54689 (__TEXT,__text) external _krb_get_in_tkt_creds
00007ff817d5488e (__TEXT,__text) external _krb_get_krbhst
00007ff817d54878 (__TEXT,__text) external _krb_get_lrealm
00007ff817d5484c (__TEXT,__text) external _krb_get_nth_cred
00007ff817d54844 (__TEXT,__text) external _krb_get_num_cred
00007ff817d54694 (__TEXT,__text) external _krb_get_phost
00007ff817d5486d (__TEXT,__text) external _krb_get_profile
00007ff817d546c8 (__TEXT,__text) external _krb_get_pw_in_tkt
00007ff817d546d3 (__TEXT,__text) external _krb_get_pw_in_tkt_creds
00007ff817d546e9 (__TEXT,__text) external _krb_get_svc_in_tkt
00007ff817d547e9 (__TEXT,__text) external _krb_get_tf_fullname
00007ff817d547de (__TEXT,__text) external _krb_get_tf_realm
00007ff817d546f4 (__TEXT,__text) external _krb_get_ticket_for_service
00007ff817d548d5 (__TEXT,__text) external _krb_life_to_time
00007ff817d54740 (__TEXT,__text) external _krb_mk_auth
00007ff817d5474b (__TEXT,__text) external _krb_mk_err
00007ff817d54753 (__TEXT,__text) external _krb_mk_priv
00007ff817d5475b (__TEXT,__text) external _krb_mk_req
00007ff817d54766 (__TEXT,__text) external _krb_mk_req_creds
00007ff817d54779 (__TEXT,__text) external _krb_mk_safe
00007ff817d5478c (__TEXT,__text) external _krb_rd_err
00007ff817d54797 (__TEXT,__text) external _krb_rd_priv
00007ff817d5479f (__TEXT,__text) external _krb_rd_req
00007ff817d547aa (__TEXT,__text) external _krb_rd_req_int
00007ff817d547b5 (__TEXT,__text) external _krb_rd_safe
00007ff817d54899 (__TEXT,__text) external _krb_realmofhost
00007ff817d547c8 (__TEXT,__text) external _krb_recvauth
00007ff817d547d3 (__TEXT,__text) external _krb_sendauth
00007ff817d54771 (__TEXT,__text) external _krb_set_lifetime
00007ff817d54833 (__TEXT,__text) external _krb_set_tkt_string
00007ff817d548cd (__TEXT,__text) external _krb_time_to_life
00007ff817d5472d (__TEXT,__text) external _kuserok
                 (undefined) external _link (from libSystem)
                 (undefined) external _localtime_r (from libSystem)
                 (undefined) external _malloc_type_calloc (from libSystem)
                 (undefined) external _malloc_type_malloc (from libSystem)
                 (undefined) external _malloc_type_realloc (from libSystem)
00007ff817d4eea9 (__TEXT,__text) non-external _map_mit_principal
00007ff817d55a14 (__TEXT,__text) non-external _match_appl_version
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _mktime (from libSystem)
00007ff817d4dbcc (__TEXT,__text) non-external (was a private external) _mshim_ctx
00007ff817d56aec (__TEXT,__text) non-external _mshim_ctx.cold.1
00007ff817d56b04 (__TEXT,__text) non-external _mshim_ctx.cold.2
00007ff843da9490 (__DATA,__bss) non-external _mshim_ctx.key
00007ff843da9488 (__DATA,__bss) non-external _mshim_ctx.once
00007ff817d4db74 (__TEXT,__text) non-external (was a private external) _mshim_failure
00007ff817d56ad4 (__TEXT,__text) non-external _mshim_failure.cold.1
00007ff817d4d7ee (__TEXT,__text) non-external _mshim_gic_opt
00007ff817d4e1a1 (__TEXT,__text) non-external (was a private external) _mshim_haprepencpart2maprepencpart
00007ff817d4dfe9 (__TEXT,__text) non-external (was a private external) _mshim_hcred2mcred
00007ff817d4dc9d (__TEXT,__text) non-external (was a private external) _mshim_hdata2mdata
00007ff817d4e34d (__TEXT,__text) non-external (was a private external) _mshim_herror2merror
00007ff817d4dd08 (__TEXT,__text) non-external (was a private external) _mshim_hkeyblock2mkeyblock
00007ff817d4ee58 (__TEXT,__text) non-external (was a private external) _mshim_hprinc2mprinc
00007ff817d4e201 (__TEXT,__text) non-external (was a private external) _mshim_hreplay2mreplay
00007ff817d55691 (__TEXT,__text) non-external _mshim_hticket2mticket
00007ff817d4a9a4 (__TEXT,__text) non-external (was a private external) _mshim_log_entry
00007ff817d56ad4 (__TEXT,__text) non-external _mshim_log_entry.cold.1
00007ff817d4dc66 (__TEXT,__text) non-external (was a private external) _mshim_malloc
00007ff817d56b20 (__TEXT,__text) non-external _mshim_malloc.cold.1
00007ff817d4de0f (__TEXT,__text) non-external (was a private external) _mshim_mcred2hcred
00007ff817d4dcd5 (__TEXT,__text) non-external (was a private external) _mshim_mdata2hdata
00007ff817d4dd44 (__TEXT,__text) non-external (was a private external) _mshim_mkeyblock2hkeyblock
00007ff817d4e414 (__TEXT,__text) non-external (was a private external) _mshim_remap_flags
                 (undefined) external _notify_check (from libSystem)
                 (undefined) external _notify_post (from libSystem)
                 (undefined) external _notify_register_check (from libSystem)
00007ff843da9478 (__DATA,__data) non-external _notify_token
