00007ff90edee4ae (__TEXT,__text) non-external +[Caller current]
                 (undefined) external _LACPolicyOptionSecureUIRecording (from LocalAuthenticationCore)
                 (undefined) external _LACPolicyOptionUserId (from LocalAuthenticationCore)
                 (undefined) external _LACPolicyOslo (from LocalAuthenticationCore)
                 (undefined) external _LACPolicyOsloWithPIN (from LocalAuthenticationCore)
                 (undefined) external _LACPolicyStockholm (from LocalAuthenticationCore)
                 (undefined) external _LALogForCategory (from SharedUtils)
                 (undefined) external _LALogForPolicy (from SharedUtils)
00007ff90ede4dbc (__TEXT,__text) non-external _LA_LOG
00007ff90ede5ffa (__TEXT,__text) non-external _LA_LOG
00007ff90ede88e0 (__TEXT,__text) non-external _LA_LOG
00007ff90ede9e63 (__TEXT,__text) non-external _LA_LOG
00007ff90edeb136 (__TEXT,__text) non-external _LA_LOG
00007ff90edeee52 (__TEXT,__text) non-external _LA_LOG
00007ff90edf030a (__TEXT,__text) non-external _LA_LOG
00007ff90edfefe9 (__TEXT,__text) non-external _LA_LOG.cold.1
00007ff90edff14e (__TEXT,__text) non-external _LA_LOG.cold.1
00007ff90edff3e7 (__TEXT,__text) non-external _LA_LOG.cold.1
00007ff90edff4bd (__TEXT,__text) non-external _LA_LOG.cold.1
00007ff90edff697 (__TEXT,__text) non-external _LA_LOG.cold.1
00007ff90edff876 (__TEXT,__text) non-external _LA_LOG.cold.1
00007ff90edff98c (__TEXT,__text) non-external _LA_LOG.cold.1
00007ff943528af8 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00007ff943528b00 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00007ff943528b08 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00007ff943528b10 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00007ff943528b18 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00007ff943528b20 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00007ff943528b28 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00007ff943528b30 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00007ff943528b38 (__DATA_DIRTY,__bss) non-external _LA_LOG.log
00007ff943528ab0 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00007ff943528ab8 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00007ff943528ac0 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00007ff943528ac8 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00007ff943528ad0 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00007ff943528ad8 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00007ff943528ae0 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00007ff943528ae8 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00007ff943528af0 (__DATA_DIRTY,__bss) non-external _LA_LOG.once
00007ff943f09da8 (__DATA,__bss) non-external _LA_LOG_Caller.log
00007ff943f09da0 (__DATA,__bss) non-external _LA_LOG_Caller.once
00007ff90edf0022 (__TEXT,__text) non-external _LA_LOG_INTERACTIVE
00007ff90edff8d8 (__TEXT,__text) non-external _LA_LOG_INTERACTIVE.cold.1
00007ff943528aa8 (__DATA_DIRTY,__bss) non-external _LA_LOG_INTERACTIVE.log
00007ff943528aa0 (__DATA_DIRTY,__bss) non-external _LA_LOG_INTERACTIVE.once
00007ff90ede786c (__TEXT,__text) non-external _LA_LOG_MechanismWatchMonitor
00007ff90edff275 (__TEXT,__text) non-external _LA_LOG_MechanismWatchMonitor.cold.1
00007ff943528a98 (__DATA_DIRTY,__bss) non-external _LA_LOG_MechanismWatchMonitor.log
00007ff943528a90 (__DATA_DIRTY,__bss) non-external _LA_LOG_MechanismWatchMonitor.once
00007ff943f09d98 (__DATA,__bss) non-external _LA_LOG_Request.log
00007ff943f09d90 (__DATA,__bss) non-external _LA_LOG_Request.once
00007ff90ee06378 (__TEXT,__text) external _LibCall_ACMContexAddCredentialWithScope
00007ff90ee066bf (__TEXT,__text) external _LibCall_ACMContexRemoveCredentialsByTypeAndScope
00007ff90ee0650f (__TEXT,__text) external _LibCall_ACMContextContainsCredentialTypeEx
00007ff90ee08f81 (__TEXT,__text) external _LibCall_ACMContextCopyData
00007ff90ee05f0e (__TEXT,__text) external _LibCall_ACMContextCreate
00007ff90ee06144 (__TEXT,__text) external _LibCall_ACMContextCreateWithExternalForm
00007ff90ee07e48 (__TEXT,__text) external _LibCall_ACMContextCredentialGetProperty
00007ff90edf6c66 (__TEXT,__text) external _LibCall_ACMContextDelete
00007ff90ee08dd2 (__TEXT,__text) external _LibCall_ACMContextGetData
00007ff90ee09225 (__TEXT,__text) external _LibCall_ACMContextGetInfo
00007ff90ee08807 (__TEXT,__text) external _LibCall_ACMContextLoadFromImage
00007ff90ee06821 (__TEXT,__text) external _LibCall_ACMContextRemoveCredentialsByValueAndScope
00007ff90ee08c08 (__TEXT,__text) external _LibCall_ACMContextSetData
00007ff90ee08a4a (__TEXT,__text) external _LibCall_ACMContextUnloadToImage
00007ff90ee02dd6 (__TEXT,__text) external _LibCall_ACMContextUnloadToImage_Block
00007ff90edf33a1 (__TEXT,__text) external _LibCall_ACMContextVerifyAclConstraint
00007ff90edf352a (__TEXT,__text) external _LibCall_ACMContextVerifyAclConstraintForOperation
00007ff90ee069b8 (__TEXT,__text) external _LibCall_ACMContextVerifyPolicyAndCopyRequirementEx
00007ff90ee0812e (__TEXT,__text) external _LibCall_ACMContextVerifyPolicyEx
00007ff90ee0298c (__TEXT,__text) external _LibCall_ACMContextVerifyPolicyEx_Block
00007ff90ee02876 (__TEXT,__text) external _LibCall_ACMContextVerifyPolicyWithPreflight_Block
00007ff90edf30b6 (__TEXT,__text) external _LibCall_ACMContextVerifyPolicy_Block
00007ff90edf6f01 (__TEXT,__text) external _LibCall_ACMCredentialCreate
00007ff90ee06da0 (__TEXT,__text) external _LibCall_ACMCredentialDelete
00007ff90ee0728c (__TEXT,__text) external _LibCall_ACMCredentialGetPropertyData
00007ff90ee06dbb (__TEXT,__text) external _LibCall_ACMCredentialGetType
00007ff90ee06dcc (__TEXT,__text) external _LibCall_ACMCredentialSetProperty
00007ff90edf31d4 (__TEXT,__text) external _LibCall_ACMGetAclAuthMethod_Block
00007ff90ee083ed (__TEXT,__text) external _LibCall_ACMGetEnvironmentVariable
00007ff90ee02a9c (__TEXT,__text) external _LibCall_ACMGetEnvironmentVariable_Block
00007ff90ee0800b (__TEXT,__text) external _LibCall_ACMGlobalContextCredentialGetProperty
00007ff90ee02702 (__TEXT,__text) external _LibCall_ACMGlobalContextCredentialGetProperty_Block
00007ff90ee082ec (__TEXT,__text) external _LibCall_ACMGlobalContextVerifyPolicyEx
00007ff90edf30c8 (__TEXT,__text) external _LibCall_ACMGlobalContextVerifyPolicy_Block
00007ff90ee07daa (__TEXT,__text) external _LibCall_ACMKernDoubleClickNotify
00007ff90edf6d6f (__TEXT,__text) external _LibCall_ACMKernelControl
00007ff90edf78a9 (__TEXT,__text) non-external _LibCall_ACMKernelControl.cold.1
00007ff90edf2e40 (__TEXT,__text) external _LibCall_ACMKernelControl_Block
00007ff90ee07cf4 (__TEXT,__text) external _LibCall_ACMPing
00007ff90ee090b5 (__TEXT,__text) external _LibCall_ACMPublishTrustedAccessories
00007ff90ee06d0c (__TEXT,__text) external _LibCall_ACMRequirementDelete
00007ff90ee07974 (__TEXT,__text) external _LibCall_ACMRequirementGetPriority
00007ff90ee07986 (__TEXT,__text) external _LibCall_ACMRequirementGetPropertyData
00007ff90ee07962 (__TEXT,__text) external _LibCall_ACMRequirementGetState
00007ff90ee07951 (__TEXT,__text) external _LibCall_ACMRequirementGetType
00007ff90ee09d71 (__TEXT,__text) external _LibCall_ACMSEPControl
00007ff90edf2f77 (__TEXT,__text) external _LibCall_ACMSEPControl_Block
00007ff90ee07700 (__TEXT,__text) external _LibCall_ACMSecContextCopyCredentialsArrayEx
00007ff90ee09b36 (__TEXT,__text) external _LibCall_ACMSecContextGetUnlockSecret
00007ff90edf6f3b (__TEXT,__text) external _LibCall_ACMSecContextProcessAcl
00007ff90ee096ab (__TEXT,__text) external _LibCall_ACMSecContextProcessAclAndCopyAuthMethod
00007ff90ee096fc (__TEXT,__text) external _LibCall_ACMSecContextVerifyAclConstraintAndCopyRequirement
00007ff90ee0820d (__TEXT,__text) external _LibCall_ACMSecContextVerifyPolicyAndCopyRequirementEx
00007ff90ee097ff (__TEXT,__text) external _LibCall_ACMSecCredentialProviderEnrollmentStateChangedForUser
00007ff90edf6f15 (__TEXT,__text) external _LibCall_ACMSecCredentialsArrayDelete
00007ff90ee09a2c (__TEXT,__text) external _LibCall_ACMSecSetBiometryAvailability
00007ff90ee09990 (__TEXT,__text) external _LibCall_ACMSecSetBuiltinBiometry
00007ff90ee084af (__TEXT,__text) external _LibCall_ACMSetEnvironmentVariable
00007ff90ee08664 (__TEXT,__text) external _LibCall_ACMTRMLoadState
00007ff90ee02cae (__TEXT,__text) external _LibCall_ACMTRMLoadState_Block
00007ff90ee0871d (__TEXT,__text) external _LibCall_ACMTRMSaveState
00007ff90ee05df0 (__TEXT,__text) external _LibCall_BuildCommand
00007ff90ee01e9b (__TEXT,__text) external _LibSer_ACMDeserializeEnvironmentVariableType
00007ff90ee01f25 (__TEXT,__text) external _LibSer_ACMDeserializeSEPControlCode
00007ff90ee015a0 (__TEXT,__text) external _LibSer_ContextCredentialGetPropertyEx_Deserialize
00007ff90ee014b4 (__TEXT,__text) external _LibSer_ContextCredentialGetPropertyEx_GetSize
00007ff90ee014ec (__TEXT,__text) external _LibSer_ContextCredentialGetPropertyEx_Serialize
00007ff90ee0147c (__TEXT,__text) external _LibSer_ContextCredentialGetProperty_Deserialize
00007ff90ee0142c (__TEXT,__text) external _LibSer_ContextCredentialGetProperty_GetSize
00007ff90ee01447 (__TEXT,__text) external _LibSer_ContextCredentialGetProperty_Serialize
00007ff90ee01786 (__TEXT,__text) external _LibSer_DeleteContext_Deserialize
00007ff90ee0173c (__TEXT,__text) external _LibSer_DeleteContext_GetSize
00007ff90ee01757 (__TEXT,__text) external _LibSer_DeleteContext_Serialize
00007ff90ee01409 (__TEXT,__text) external _LibSer_GetAclAuthMethod_Deserialize
00007ff90ee013bf (__TEXT,__text) external _LibSer_GetAclAuthMethod_GetSize
00007ff90ee013da (__TEXT,__text) external _LibSer_GetAclAuthMethod_Serialize
00007ff90ee01014 (__TEXT,__text) external _LibSer_GetSerializedContainsCredential_GetSize
00007ff90ee01032 (__TEXT,__text) external _LibSer_GetSerializedContainsCredential_Serialize
00007ff90ee01c30 (__TEXT,__text) external _LibSer_GetUnlockSecretResponse_Deserialize
00007ff90ee01bcc (__TEXT,__text) external _LibSer_GetUnlockSecretResponse_GetSize
00007ff90ee01be6 (__TEXT,__text) external _LibSer_GetUnlockSecretResponse_Serialize
00007ff90ee01b8b (__TEXT,__text) external _LibSer_GetUnlockSecret_Deserialize
00007ff90ee01abf (__TEXT,__text) external _LibSer_GetUnlockSecret_GetSize
00007ff90ee01af1 (__TEXT,__text) external _LibSer_GetUnlockSecret_Serialize
00007ff90ee01689 (__TEXT,__text) external _LibSer_GlobalContextCredentialGetProperty_Deserialize
00007ff90ee01645 (__TEXT,__text) external _LibSer_GlobalContextCredentialGetProperty_GetSize
00007ff90ee01660 (__TEXT,__text) external _LibSer_GlobalContextCredentialGetProperty_Serialize
00007ff90ee01704 (__TEXT,__text) external _LibSer_RemoveCredentialByType_Deserialize
00007ff90ee016b4 (__TEXT,__text) external _LibSer_RemoveCredentialByType_GetSize
00007ff90ee016cf (__TEXT,__text) external _LibSer_RemoveCredentialByType_Serialize
00007ff90ee01e66 (__TEXT,__text) external _LibSer_SEPControlResponse_Deserialize
00007ff90ee01dff (__TEXT,__text) external _LibSer_SEPControlResponse_GetSize
00007ff90ee01e1a (__TEXT,__text) external _LibSer_SEPControlResponse_Serialize
00007ff90ee01d89 (__TEXT,__text) external _LibSer_SEPControl_Deserialize
00007ff90ee01c67 (__TEXT,__text) external _LibSer_SEPControl_GetSize
00007ff90ee01cae (__TEXT,__text) external _LibSer_SEPControl_Serialize
00007ff90ee017a9 (__TEXT,__text) external _LibSer_StorageAnyCmd_DeserializeCommonFields
00007ff90ee01a6a (__TEXT,__text) external _LibSer_StorageGetData_Deserialize
00007ff90ee01983 (__TEXT,__text) external _LibSer_StorageGetData_GetSize
00007ff90ee019b5 (__TEXT,__text) external _LibSer_StorageGetData_Serialize
00007ff90ee018f9 (__TEXT,__text) external _LibSer_StorageSetData_Deserialize
00007ff90ee017d6 (__TEXT,__text) external _LibSer_StorageSetData_GetSize
00007ff90ee0181d (__TEXT,__text) external _LibSer_StorageSetData_Serialize
                 (undefined) external _MGGetBoolAnswer (from libMobileGestalt)
                 (undefined) external _MGIsQuestionValid (from libMobileGestalt)
                 (undefined) weak external _MKBGetDeviceLockState (from MobileKeyBag)
                 (undefined) external _NSCurrentLocaleDidChangeNotification (from CoreFoundation)
                 (undefined) external _NSInternalInconsistencyException (from CoreFoundation)
                 (undefined) external _NSStringFromClass (from Foundation)
00007ff9435286e8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_BiometryHelper
00007ff943528940 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_BiometryLockoutInvalidationSource
                 (undefined) weak external _OBJC_CLASS_$_BridgeXPCConnection (from BridgeXPC)
                 (undefined) weak external _OBJC_CLASS_$_BridgeXPCListener (from BridgeXPC)
                 (undefined) weak external _OBJC_CLASS_$_BrightnessSystemClient (from CoreBrightness)
00007ff9435286c0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_Caller
                 (undefined) weak external _OBJC_CLASS_$_CoreKDL (from CoreKDL)
00007ff943528698 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_DaemonUtils
00007ff9435288a0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_DarwinNotificationInvalidationSource
00007ff943528990 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_DomainStateRequest
00007ff943528670 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_EvaluationRequest
00007ff943528800 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_InstalledAppsCache
00007ff943528648 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_LAAnalytics
00007ff943528620 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_LAAnalyticsEvaluation
00007ff943528710 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_LAAnalyticsPasscodeFallbackPeriod
                 (undefined) external _OBJC_CLASS_$_LACAnalyticsData (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACAuditToken (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACBiometryHelper (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACClientInfoProvider (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACConcurrencyUtilities (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACInstalledAppsCache (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACPolicyUtilities (from LocalAuthenticationCore)
                 (undefined) external _OBJC_CLASS_$_LACXPCClient (from LocalAuthenticationCore)
00007ff943f096c8 (__DATA,__objc_data) external _OBJC_CLASS_$_LADFROwnerToken
                 (undefined) external _OBJC_CLASS_$_LAErrorHelper (from SharedUtils)
00007ff943f098d0 (__DATA,__objc_data) external _OBJC_CLASS_$_LASIORemoteCall
00007ff943f09970 (__DATA,__objc_data) external _OBJC_CLASS_$_LASecureIO
00007ff943f098a8 (__DATA,__objc_data) external _OBJC_CLASS_$_LASecureIOArchive
00007ff943f09920 (__DATA,__objc_data) external _OBJC_CLASS_$_LASecureIOCommunication
00007ff943f096a0 (__DATA,__objc_data) external _OBJC_CLASS_$_LASecureIOHelper
00007ff943f099e8 (__DATA,__objc_data) external _OBJC_CLASS_$_LASecureIOLoggingHelper
                 (undefined) external _OBJC_CLASS_$_LAUtils (from SharedUtils)
                 (undefined) external _OBJC_CLASS_$_NSArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSBundle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSCache (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSConstantIntegerNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDate (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSDateFormatter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSException (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSHashTable (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSKeyedArchiver (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSKeyedUnarchiver (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableArray (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableDictionary (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSMutableSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSNotificationCenter (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSNumber (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSObject (from libobjc)
                 (undefined) external _OBJC_CLASS_$_NSPredicate (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSSet (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSString (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSThread (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSUUID (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSValue (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSXPCConnection (from Foundation)
00007ff9435288f0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_NotificationCenterInvalidationSource
00007ff943528760 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PreflightCache
00007ff943f09740 (__DATA,__objc_data) external _OBJC_CLASS_$_PreflightCacheAssertion
00007ff943f097b8 (__DATA,__objc_data) external _OBJC_CLASS_$_PreflightCacheBypassAssertion
00007ff943528850 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PreflightCacheInvalidationSource
00007ff9435287b0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_PushButtonMonitor
00007ff9435285f8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_Request
00007ff9435285d0 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_StorageRequest
00007ff9435285a8 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_TrustedAccessoryHelper
00007ff943f097e0 (__DATA,__objc_data) external _OBJC_CLASS_$_UserPasswordInvalidationSource
00007ff943f09830 (__DATA,__objc_data) external _OBJC_CLASS_$_WatchInvalidationSource
00007ff943528580 (__DATA_DIRTY,__objc_data) external _OBJC_CLASS_$_WatchMonitor
00007ff943f09600 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Caller._asid
00007ff943f09610 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Caller._auditToken
00007ff943f09608 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Caller._connection
00007ff943f095f8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Caller._euid
00007ff943f095e8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Caller._path
00007ff943f095f0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_Caller._pid
00007ff943f094b8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_DarwinNotificationInvalidationSource._notificationName
00007ff943f094b0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_DarwinNotificationInvalidationSource._token
00007ff943f095c0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_DomainStateRequest._client
00007ff943f095c8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_DomainStateRequest._clientInfo
00007ff943f095d0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_DomainStateRequest._contextID
00007ff943f095e0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_DomainStateRequest._options
00007ff943f095d8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_DomainStateRequest._originatorId
00007ff943f09538 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._acl
00007ff943f09540 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._aclOperation
00007ff943f09578 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._analytics
00007ff943f09528 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._callback
00007ff943f09550 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._client
00007ff943f09558 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._clientInfo
00007ff943f09518 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._contextID
00007ff943f09500 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._customUI
00007ff943f09508 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._evaluationUserId
00007ff943f09560 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._externalizedContext
00007ff943f09548 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._options
00007ff943f09520 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._originatorId
00007ff943f09580 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._pausedEvents
00007ff943f09588 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._payload
00007ff943f09530 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._policy
00007ff943f09568 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._purpose
00007ff943f09570 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest._retryingForError
00007ff943f09510 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest.analyticsData
00007ff943f094f8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_EvaluationRequest.immediateSuccess
00007ff943f09440 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalytics._allowsMultipleCollections
00007ff943f09448 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalytics._eventName
00007ff943f09450 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalytics._storage
00007ff943f09438 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalytics._wasSent
00007ff943f09358 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._authenticationTypes
00007ff943f09390 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._biometryAttempts
00007ff943f09398 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._biometryFailures
00007ff943f093a0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._biometryNoMatches
00007ff943f09378 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._biometryResult
00007ff943f09360 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._biometryStarted
00007ff943f09350 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._biometryType
00007ff943f09348 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._continuity
00007ff943f09370 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._continuityEvent
00007ff943f093a8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._passcodeAttempts
00007ff943f093b0 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._passcodeFailures
00007ff943f09380 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._passcodeResult
00007ff943f09368 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._passcodeStarted
00007ff943f09338 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._policy
00007ff943f09340 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._request
00007ff943f09388 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsEvaluation._result
00007ff943f09310 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsPasscodeFallbackPeriod._biometryAttempts
00007ff943f09318 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsPasscodeFallbackPeriod._biometrySuccessTime
00007ff943f09308 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsPasscodeFallbackPeriod._passcodeCount
00007ff943f09300 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsPasscodeFallbackPeriod._passcodePresentedTime
00007ff943f092f8 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LAAnalyticsPasscodeFallbackPeriod._policyGroup
00007ff943f09620 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASIORemoteCall._callID
00007ff943f09618 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASIORemoteCall._command
00007ff943f09650 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASIORemoteCall._payload
00007ff943f09638 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASIORemoteCall._requestData
00007ff943f09640 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASIORemoteCall._responseData
00007ff943f09648 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASIORemoteCall._responseError
00007ff943f09628 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASIORemoteCall._semaphore
00007ff943f09630 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASIORemoteCall._version
00007ff943f09690 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIO._client
00007ff943f09698 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIO._delegate
00007ff943f09680 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOCommunication._client
00007ff943f09658 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOCommunication._currentCalls
00007ff943f09688 (__DATA,__objc_ivar) non-external (was a private external) _OBJC_IVAR_$_LASecureIOCommunication._delegate
