00007ffd09e99cb4 (__TEXT,__text) external _AAAFSCGetMetadata
00007ffd09e9b9ff (__TEXT,__text) non-external _afscStreamWrite
00007ffd09e1e82b (__TEXT,__text) non-external _aggregate_copy_fork
00007ffd09e1f1e6 (__TEXT,__text) non-external _aggregate_identical_forks
00007ffd09e2aa00 (__TEXT,__text) non-external (was a private external) _apfs_scan_diskimage
00007ffd09e8cb43 (__TEXT,__text) non-external _appendFieldIfNotDefinedString
00007ffd09e8cb08 (__TEXT,__text) non-external _appendFieldIfNotDefinedTimespec
00007ffd09e8cac2 (__TEXT,__text) non-external _appendFieldIfNotDefinedUInt
00007ffd09e21faf (__TEXT,__text) non-external (was a private external) _appendPathListWorkerProc
00007ffd09e5faf1 (__TEXT,__text) non-external (was a private external) _appendThreadErrorContextString
00007ffd09e89527 (__TEXT,__text) non-external _append_field
00007ffd09e86118 (__TEXT,__text) non-external _applyEntryAttributes
00007ffd09e5f4f8 (__TEXT,__text) non-external _applyYEC
00007ffd09e5a245 (__TEXT,__text) non-external (was a private external) _areFilesEqual
00007ffd09e5a521 (__TEXT,__text) non-external (was a private external) _areFilesEqual2
00007ffd09e2754f (__TEXT,__text) non-external _asyncContext
00007ffd09e45e6e (__TEXT,__text) non-external _asyncContext
00007ffd09e27856 (__TEXT,__text) non-external _asyncProgress
00007ffd09e46190 (__TEXT,__text) non-external _asyncProgress
00007ffd09e2783e (__TEXT,__text) non-external _asyncSelect
00007ffd09e4f251 (__TEXT,__text) non-external _bestMatchInRange
00007ffd09e6251d (__TEXT,__text) non-external _blockGetFromCache
00007ffd09e623d1 (__TEXT,__text) non-external _blockReader
00007ffd09e62652 (__TEXT,__text) non-external _blockWriter
                 (undefined) external _bsearch (from libSystem)
00007ffd09e68099 (__TEXT,__text) non-external (was a private external) _bxdiff5Alloc
00007ffd09e6899d (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboControls
00007ffd09e692f6 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateComboPatch
00007ffd09e687f5 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInControls
00007ffd09e68be8 (__TEXT,__text) non-external (was a private external) _bxdiff5CreateInPatch
00007ffd09e68c56 (__TEXT,__text) non-external _bxdiff5CreatePatchBackend
00007ffd09e682b2 (__TEXT,__text) non-external (was a private external) _bxdiff5Dump
00007ffd09e680ec (__TEXT,__text) non-external (was a private external) _bxdiff5Free
00007ffd09e68609 (__TEXT,__text) non-external (was a private external) _bxdiff5SetIn
00007ffd09e6878e (__TEXT,__text) non-external (was a private external) _bxdiff5SetOut
00007ffd09ea5e75 (__TEXT,__text) non-external _cacheData
00007ffd09e3573f (__TEXT,__text) non-external _cacheFlush
00007ffd09e3562a (__TEXT,__text) non-external _cachePageEvict
00007ffd09e35336 (__TEXT,__text) non-external _cachePageGet
00007ffd09e35487 (__TEXT,__text) non-external _cachePageReadFromDisk
                 (undefined) external _calloc (from libSystem)
00007ffd09e26a94 (__TEXT,__text) non-external _cancelProc
00007ffd09e52074 (__TEXT,__text) non-external _cancelProc
00007ffd09e5de13 (__TEXT,__text) non-external _cancelProc
00007ffd09e73838 (__TEXT,__text) non-external _cancelProc
00007ffd09e763ff (__TEXT,__text) non-external _cancelStreams
                 (undefined) external _ccaes_ctr_crypt_mode (from libSystem)
                 (undefined) external _ccec_cp_256 (from libSystem)
                 (undefined) external _ccec_generate_key (from libSystem)
                 (undefined) external _ccec_sign (from libSystem)
                 (undefined) external _ccec_verify (from libSystem)
                 (undefined) external _ccec_x963_export (from libSystem)
                 (undefined) external _ccec_x963_import_priv (from libSystem)
                 (undefined) external _ccec_x963_import_pub (from libSystem)
                 (undefined) external _ccecdh_compute_shared_secret (from libSystem)
                 (undefined) external _cchkdf (from libSystem)
                 (undefined) external _cchmac_final (from libSystem)
                 (undefined) external _cchmac_init (from libSystem)
                 (undefined) external _cchmac_update (from libSystem)
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccscrypt (from libSystem)
                 (undefined) external _ccscrypt_storage_size (from libSystem)
                 (undefined) external _ccsha256_di (from libSystem)
00007ffd09e4d926 (__TEXT,__text) non-external _checkEOF
                 (undefined) external _chflags (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _chown (from libSystem)
00007ffd09e6feb4 (__TEXT,__text) non-external _chunkAppendHole
00007ffd09e577e2 (__TEXT,__text) non-external _chunkAsyncCancel
00007ffd09e570ff (__TEXT,__text) non-external _chunkAsyncClose
00007ffd09e57489 (__TEXT,__text) non-external _chunkAsyncGetRange
00007ffd09e57802 (__TEXT,__text) non-external _chunkAsyncIsCancelled
00007ffd09e57629 (__TEXT,__text) non-external _chunkAsyncProcess
00007ffd09e6fe86 (__TEXT,__text) non-external _chunkDestroy
00007ffd09e6e06e (__TEXT,__text) non-external _chunk_compare_by_position
00007ffd09e6e062 (__TEXT,__text) non-external _chunk_compare_by_rating
00007ffd09e5052b (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
00007ffd09e256e6 (__TEXT,__text) non-external _closeProc
00007ffd09e5172e (__TEXT,__text) non-external _closeProc
00007ffd09e5b36b (__TEXT,__text) non-external _closeProc
00007ffd09e71b7d (__TEXT,__text) non-external _closeProc
00007ffd09e25996 (__TEXT,__text) non-external _closeWithStateProc
00007ffd09e517b9 (__TEXT,__text) non-external _closeWithStateProc
00007ffd09e5c97a (__TEXT,__text) non-external _closeWithStateProc
00007ffd09e71c3f (__TEXT,__text) non-external _closeWithStateProc
                 (undefined) external _closedir (from libSystem)
00007ffd09e86852 (__TEXT,__text) non-external _clusterEntryUpdateDAT
00007ffd09e81c87 (__TEXT,__text) non-external _cmpNodesProc
00007ffd09e21aa7 (__TEXT,__text) non-external _cmpRange
00007ffd09e2513f (__TEXT,__text) non-external _cmp_entries_clc
00007ffd09e25112 (__TEXT,__text) non-external _cmp_entries_hlc
00007ffd09e251c1 (__TEXT,__text) non-external _cmp_entries_offset
00007ffd09e2516c (__TEXT,__text) non-external _cmp_entries_slc
00007ffd09e7f417 (__TEXT,__text) non-external _cmp_keys
00007ffd09e71914 (__TEXT,__text) non-external _cmp_markers
00007ffd09e1e839 (__TEXT,__text) non-external _compare_copy_fork_3
00007ffd09e1e809 (__TEXT,__text) non-external _compare_copy_fork_4
00007ffd09e1e7ca (__TEXT,__text) non-external _compare_copy_fork_5
00007ffd09e1e43d (__TEXT,__text) non-external _compare_digest_tasks
00007ffd09e1c880 (__TEXT,__text) non-external (was a private external) _compare_extents_by_position
00007ffd09e1f1c5 (__TEXT,__text) non-external _compare_forks_by_extent
00007ffd09e1f1fe (__TEXT,__text) non-external _compare_forks_by_position
00007ffd09e463b1 (__TEXT,__text) non-external _compositeChunkAsyncCancel
00007ffd09e4634a (__TEXT,__text) non-external _compositeChunkAsyncClose
00007ffd09e46395 (__TEXT,__text) non-external _compositeChunkAsyncGetRange
00007ffd09e463bf (__TEXT,__text) non-external _compositeChunkAsyncIsCancelled
00007ffd09e463a3 (__TEXT,__text) non-external _compositeChunkAsyncProcess
00007ffd09e2894b (__TEXT,__text) non-external (was a private external) _compressionWorkerProc
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_identify_algorithm (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
00007ffd09e93b23 (__TEXT,__text) non-external _computePatchesWorkerProc
00007ffd09e591e5 (__TEXT,__text) non-external (was a private external) _concatExtractPath
00007ffd09e59149 (__TEXT,__text) non-external (was a private external) _concatPath
                 (undefined) external _confstr (from libSystem)
00007ffd09ea3418 (__TEXT,__text) non-external (was a private external) _contextPassThroughProc
00007ffd09e66428 (__TEXT,__text) non-external _controls_combo_enforce_copy_fork_boundary
00007ffd09e6160a (__TEXT,__text) non-external _convertStreamAbort
00007ffd09e61874 (__TEXT,__text) non-external _convertStreamBeginBlob
00007ffd09e6048f (__TEXT,__text) non-external _convertStreamClose
00007ffd09e61acd (__TEXT,__text) non-external _convertStreamEndBlob
00007ffd09e617dc (__TEXT,__text) non-external _convertStreamEndEntry
00007ffd09e61739 (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
00007ffd09e611cc (__TEXT,__text) non-external _convertStreamWriteBlob
00007ffd09e60526 (__TEXT,__text) non-external _convertStreamWriteHeader
00007ffd09e6e087 (__TEXT,__text) non-external _convert_block_controls
00007ffd09e6def4 (__TEXT,__text) non-external _convert_internal_controls
00007ffd09e598cb (__TEXT,__text) non-external (was a private external) _copyFileSegment
00007ffd09e59c7d (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
00007ffd09e3b87e (__TEXT,__text) non-external _copyStream
00007ffd09e7fbc6 (__TEXT,__text) non-external _create
00007ffd09e6029f (__TEXT,__text) non-external _createErrorContextKey
00007ffd09e5fd61 (__TEXT,__text) non-external (was a private external) _createThread
00007ffd09e3fb40 (__TEXT,__text) non-external _ctrl_reader_get
00007ffd09e44600 (__TEXT,__text) non-external _currentWriteBufferFull
00007ffd09e97f01 (__TEXT,__text) non-external _decodeStreamAbort
00007ffd09e97f24 (__TEXT,__text) non-external _decodeStreamClose
00007ffd09e97058 (__TEXT,__text) non-external (was a private external) _decodeStreamDiscard
00007ffd09e97375 (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
00007ffd09e9723a (__TEXT,__text) non-external (was a private external) _decodeStreamLoadHeader
00007ffd09e97d31 (__TEXT,__text) non-external _decodeStreamReadBlob
00007ffd09e9712f (__TEXT,__text) non-external (was a private external) _decodeStreamReadData
00007ffd09e97822 (__TEXT,__text) non-external _decodeStreamReadHeader
00007ffd09e96fb9 (__TEXT,__text) non-external (was a private external) _decodeStreamRefillBuffer
00007ffd09e9a506 (__TEXT,__text) non-external _decompressToData
00007ffd09e208c4 (__TEXT,__text) non-external _decryptAsyncCancel
00007ffd09e20365 (__TEXT,__text) non-external _decryptAsyncClose
00007ffd09e20564 (__TEXT,__text) non-external _decryptAsyncGetRange
00007ffd09e208d6 (__TEXT,__text) non-external _decryptAsyncIsCancelled
00007ffd09e206b3 (__TEXT,__text) non-external _decryptAsyncProcess
00007ffd09e67348 (__TEXT,__text) non-external _decryptToFileAsyncCancel
00007ffd09e671ca (__TEXT,__text) non-external _decryptToFileAsyncClose
00007ffd09e67355 (__TEXT,__text) non-external _decryptToFileAsyncGetRange
00007ffd09e67362 (__TEXT,__text) non-external _decryptToFileAsyncProcess
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00007ffd09e41b06 (__TEXT,__text) non-external _ecc65537Inv
00007ffd09e416ec (__TEXT,__text) non-external _ecc65537PolyEval
00007ffd09e41999 (__TEXT,__text) non-external _ecc65537Solve
00007ffd09e4175d (__TEXT,__text) non-external _ecc65537Triangulate
00007ffd09e949f6 (__TEXT,__text) non-external _encodeEntry
00007ffd09e94b57 (__TEXT,__text) non-external _encodeYOPEntry
00007ffd09e95b7d (__TEXT,__text) non-external _encoderStreamAbort
00007ffd09e959aa (__TEXT,__text) non-external _encoderStreamClose
00007ffd09e95d24 (__TEXT,__text) non-external _encoderStreamWriteBlob
00007ffd09e95b9a (__TEXT,__text) non-external _encoderStreamWriteHeader
00007ffd09e5f655 (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
00007ffd09e93aef (__TEXT,__text) non-external _entryIndexCmpHLC
00007ffd09e75734 (__TEXT,__text) non-external _entryMessage
00007ffd09e85eca (__TEXT,__text) non-external _entryRelease
00007ffd09e93ad6 (__TEXT,__text) non-external _entryVectorCmp
00007ffd09e5ab3c (__TEXT,__text) non-external (was a private external) _enumerateTree
00007ffd09e5ac60 (__TEXT,__text) non-external _enumerateTree_rec
00007ffd09e8099b (__TEXT,__text) non-external _expandDirThreadProc
00007ffd09e85ead (__TEXT,__text) non-external _extractStreamAbort
00007ffd09e83a9c (__TEXT,__text) non-external _extractStreamClose
00007ffd09e86a30 (__TEXT,__text) non-external _extractStreamEntryEnd
00007ffd09e86b09 (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
00007ffd09e866b7 (__TEXT,__text) non-external _extractStreamStateFail
00007ffd09e856ec (__TEXT,__text) non-external _extractStreamWriteBlob
00007ffd09e84996 (__TEXT,__text) non-external _extractStreamWriteHeader
00007ffd09e76015 (__TEXT,__text) non-external _extractThread
00007ffd09e86041 (__TEXT,__text) non-external _extractThreadFailEntry
00007ffd09e829d6 (__TEXT,__text) non-external _extractThreadProc
00007ffd09e867a1 (__TEXT,__text) non-external _extractThreadSendCommand
00007ffd09e75b71 (__TEXT,__text) non-external _extractToDirAsyncCancel
00007ffd09e75984 (__TEXT,__text) non-external _extractToDirAsyncClose
00007ffd09e75b7b (__TEXT,__text) non-external _extractToDirAsyncGetRange
00007ffd09e75bf7 (__TEXT,__text) non-external _extractToDirAsyncProcess
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
00007ffd09e38fdf (__TEXT,__text) non-external _findFirst
00007ffd09e6e57a (__TEXT,__text) non-external _fingerprint_consumer
00007ffd09e6e230 (__TEXT,__text) non-external _fingerprint_worker
                 (undefined) external _flistxattr (from libSystem)
00007ffd09e3a466 (__TEXT,__text) non-external _flushBuf
00007ffd09e95fc7 (__TEXT,__text) non-external _flushOBuf
00007ffd09e9c6a0 (__TEXT,__text) non-external _flushOBuf
00007ffd09e541e5 (__TEXT,__text) non-external _flushToResourceFork
00007ffd09e96107 (__TEXT,__text) non-external (was a private external) _forceInPlaceControls
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00007ffd09e4bf76 (__TEXT,__text) non-external (was a private external) _freeDiffSegmentVector
00007ffd09e6a0f9 (__TEXT,__text) non-external _free_page
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat$INODE64 (from libSystem)
                 (undefined) external _fstatat$INODE64 (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
00007ffd09e3a807 (__TEXT,__text) non-external (was a private external) _fullReplacementBXPatch5
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _fwrite (from libSystem)
00007ffd430d9230 (__DATA,__bss) non-external _gErrorContextKey
00007ffd09e70cc0 (__TEXT,__text) non-external (was a private external) _getBXDiffControls
00007ffd09ea609b (__TEXT,__text) non-external _getBXDiffControls.cold.1
00007ffd09e5a86a (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
00007ffd09e96d49 (__TEXT,__text) non-external (was a private external) _getComboControlsFromMergedDiffSegmentVectors
00007ffd09e41cc7 (__TEXT,__text) non-external _getCompressedSizeCounterProc
00007ffd09e58ead (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
00007ffd09e6024d (__TEXT,__text) non-external _getErrorContextKey
00007ffd430d9220 (__DATA,__data) non-external _getErrorContextKey.errorContextOnce
00007ffd09e6c468 (__TEXT,__text) non-external _getFieldBlob
00007ffd09e5a113 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
00007ffd09e5a095 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
00007ffd09e5a644 (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
00007ffd09e8811f (__TEXT,__text) non-external _getFileDiskUsageBlocks2
00007ffd09e5a7d6 (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
00007ffd09e5a00d (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
00007ffd09e5a8f6 (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
00007ffd09e5a90c (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
00007ffd09e5a99a (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
00007ffd09e5a5c2 (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
00007ffd09ea51d6 (__TEXT,__text) non-external _getFreeCachePos
00007ffd09e29a8c (__TEXT,__text) non-external _getHeader
00007ffd09e818b1 (__TEXT,__text) non-external _getPath
00007ffd09e4ed78 (__TEXT,__text) non-external _getProfile
00007ffd09e58e79 (__TEXT,__text) non-external (was a private external) _getRealTime
00007ffd09e595a3 (__TEXT,__text) non-external (was a private external) _getTempDir
00007ffd09e76466 (__TEXT,__text) non-external _getTempSegmentFilename
00007ffd09e5b0e4 (__TEXT,__text) non-external (was a private external) _getVolumeCapabilities
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
00007ffd09ea32ab (__TEXT,__text) non-external _graisAbort
00007ffd09ea1715 (__TEXT,__text) non-external _graisClose
00007ffd09ea2ebf (__TEXT,__text) non-external _graisPRead
00007ffd09ea2e97 (__TEXT,__text) non-external _graisRead
00007ffd09ea3265 (__TEXT,__text) non-external _graisSeek
00007ffd09e808f2 (__TEXT,__text) non-external _increaseCapacity
00007ffd09e4db70 (__TEXT,__text) non-external (was a private external) _initBestMatchThreadProc
00007ffd09e966be (__TEXT,__text) non-external (was a private external) _initDiffSegmentVector
00007ffd09e8720c (__TEXT,__text) non-external _init_blob_with_magic
00007ffd09e62765 (__TEXT,__text) non-external (was a private external) _io_hint_static_content
00007ffd09e627de (__TEXT,__text) non-external (was a private external) _io_preallocate
00007ffd09e629a3 (__TEXT,__text) non-external (was a private external) _io_set_nocache
00007ffd09e59644 (__TEXT,__text) non-external (was a private external) _isDirEmpty
00007ffd09e8c9e8 (__TEXT,__text) non-external _isZero
                 (undefined) external _issetugid (from libSystem)
00007ffd09e60092 (__TEXT,__text) non-external (was a private external) _joinThread
00007ffd09ea5ffd (__TEXT,__text) non-external _joinThread.cold.1
00007ffd09e9efc7 (__TEXT,__text) non-external (was a private external) _jsonPushLabel
00007ffd09e9f068 (__TEXT,__text) non-external (was a private external) _jsonPushValue
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
00007ffd09e5f722 (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
00007ffd09e972ce (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_AA
00007ffd09e7003a (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Cpio
00007ffd09e8b694 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Ustar
00007ffd09e9c84b (__TEXT,__text) non-external _loadChunkOffsets
00007ffd09e99e10 (__TEXT,__text) non-external _loadDecmpfsXattr
00007ffd09e7607d (__TEXT,__text) non-external _loadRemainingRange
00007ffd09e762a3 (__TEXT,__text) non-external _loadTempSegment
00007ffd09e75c87 (__TEXT,__text) non-external _loadThread
00007ffd09e63f10 (__TEXT,__text) non-external (was a private external) _load_variants
00007ffd09e5730f (__TEXT,__text) non-external _lockedStateReserveActiveChunks
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat$INODE64 (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_bound (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
00007ffd09e58fda (__TEXT,__text) non-external (was a private external) _makePath
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
00007ffd09e4a7f4 (__TEXT,__text) non-external _memoryInputStreamCancel
00007ffd09e4a7e7 (__TEXT,__text) non-external _memoryInputStreamClose
00007ffd09e4a829 (__TEXT,__text) non-external _memoryInputStreamPRead
00007ffd09e4a806 (__TEXT,__text) non-external _memoryInputStreamRead
00007ffd09e4a880 (__TEXT,__text) non-external _memoryInputStreamSeek
00007ffd09e4a9dd (__TEXT,__text) non-external _memoryOutputStreamCancel
00007ffd09e4a9d0 (__TEXT,__text) non-external _memoryOutputStreamClose
00007ffd09e4a9ef (__TEXT,__text) non-external _memoryOutputStreamWrite
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
00007ffd09e96d26 (__TEXT,__text) non-external _mergeDiffSegmentEventCompareProc
00007ffd09e968e8 (__TEXT,__text) non-external (was a private external) _mergeDiffSegmentVectors
00007ffd09e4391f (__TEXT,__text) non-external _merge_controls
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkdtemp (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
                 (undefined) external _mmap (from libSystem)
00007ffd09ea5a94 (__TEXT,__text) non-external _movePage
                 (undefined) external _munmap (from libSystem)
00007ffd09e8123a (__TEXT,__text) non-external _normalize
00007ffd09e59066 (__TEXT,__text) non-external (was a private external) _normalizePath
00007ffd09e764fa (__TEXT,__text) non-external _notifySegmentAvailable
00007ffd09eb9d60 (__TEXT,__const) non-external _old_resource_fork_map
00007ffd09eba2c0 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _openat (from libSystem)
                 (undefined) external _opendir$INODE64 (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
00007ffd09e28b58 (__TEXT,__text) non-external (was a private external) _outputStreamProc
00007ffd09e6405d (__TEXT,__text) non-external (was a private external) _patch_write_controls
00007ffd09e594cb (__TEXT,__text) non-external (was a private external) _pathIsValid
00007ffd09e29a02 (__TEXT,__text) non-external _pcRead
00007ffd09e28dc8 (__TEXT,__text) non-external _pcWrite
00007ffd09e1f4da (__TEXT,__text) non-external (was a private external) _pc_array_aggregate
00007ffd09e1f350 (__TEXT,__text) non-external (was a private external) _pc_array_append
00007ffd09e1f2df (__TEXT,__text) non-external (was a private external) _pc_array_compact
00007ffd09e1f230 (__TEXT,__text) non-external (was a private external) _pc_array_compare
00007ffd09e1f2ca (__TEXT,__text) non-external (was a private external) _pc_array_free
00007ffd09e1f43f (__TEXT,__text) non-external (was a private external) _pc_array_indirect_sort
00007ffd09e1f42a (__TEXT,__text) non-external (was a private external) _pc_array_sort
00007ffd09e6e680 (__TEXT,__text) non-external (was a private external) _pc_log_error
00007ffd09ea602f (__TEXT,__text) non-external _pc_log_error.cold.1
00007ffd09e6e968 (__TEXT,__text) non-external (was a private external) _pc_log_info
00007ffd09e6e7f3 (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _pclose (from libSystem)
                 (undefined) external _perror (from libSystem)
00007ffd09e69ccd (__TEXT,__text) non-external _plzmaEncodeBuffer
                 (undefined) external _popen (from libSystem)
                 (undefined) external _pread (from libSystem)
00007ffd09e20e0e (__TEXT,__text) non-external _processClusterHeader
00007ffd09e45853 (__TEXT,__text) non-external _processEntry
00007ffd09e5de25 (__TEXT,__text) non-external _processEntry
00007ffd09e208df (__TEXT,__text) non-external _processMagic
00007ffd09e216c0 (__TEXT,__text) non-external _processPadding
00007ffd09e209ea (__TEXT,__text) non-external _processPrologue
00007ffd09e2197d (__TEXT,__text) non-external _processSegment
00007ffd09e66f7b (__TEXT,__text) non-external _processSegment
00007ffd09e75438 (__TEXT,__text) non-external _processSegment
00007ffd09e3c81f (__TEXT,__text) non-external _processWithProgress
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
00007ffd09e967b1 (__TEXT,__text) non-external (was a private external) _pushControls
00007ffd09e9673c (__TEXT,__text) non-external (was a private external) _pushDiffSegment
00007ffd09e21ac2 (__TEXT,__text) non-external _pushPaddingRange
00007ffd09e201fb (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
00007ffd09e4f492 (__TEXT,__text) non-external _quicksort64
                 (undefined) external _rand (from libSystem)
00007ffd09e404c5 (__TEXT,__text) non-external _randomAccessWorkerProc
00007ffd09e588c9 (__TEXT,__text) non-external _rangeCmp
00007ffd09e53b06 (__TEXT,__text) non-external _rangeInputStreamCancel
00007ffd09e53ae3 (__TEXT,__text) non-external _rangeInputStreamClose
00007ffd09e53b23 (__TEXT,__text) non-external _rangeInputStreamRead
00007ffd09e1ce0a (__TEXT,__text) non-external _rawimg_add_fork
00007ffd09e1cfa5 (__TEXT,__text) non-external _rawimg_add_volume
00007ffd09e1caf6 (__TEXT,__text) non-external (was a private external) _rawimg_create_with_path
