00007ffa1ee58d30 (__TEXT,__text) external _ARMCompilationCallback
00007ffa1ef10eb0 (__TEXT,__text) external __ZN4llvm21ResourcePriorityQueue16regPressureDeltaEPNS_5SUnitEb
00007ffa1ef10880 (__TEXT,__text) external __ZN4llvm21ResourcePriorityQueue16reserveResourcesEPNS_5SUnitE
00007ffa1ef10350 (__TEXT,__text) external __ZN4llvm21ResourcePriorityQueue18initNumRegDefsLeftEPNS_5SUnitE
00007ffa1ef10780 (__TEXT,__text) external __ZN4llvm21ResourcePriorityQueue19isResourceAvailableEPNS_5SUnitE
00007ffa1ef0ffc0 (__TEXT,__text) external __ZN4llvm21ResourcePriorityQueue19numberRCValPredInSUEPNS_5SUnitEj
00007ffa1ef100c0 (__TEXT,__text) external __ZN4llvm21ResourcePriorityQueue19numberRCValSuccInSUEPNS_5SUnitEj
00007ffa1ef10b50 (__TEXT,__text) external __ZN4llvm21ResourcePriorityQueue19rawRegPressureDeltaEPNS_5SUnitEj
00007ffa1ef10500 (__TEXT,__text) external __ZN4llvm21ResourcePriorityQueue24getSingleUnscheduledPredEPNS_5SUnitE
00007ffa1ef11880 (__TEXT,__text) external __ZN4llvm21ResourcePriorityQueue32adjustPriorityOfUnscheduledPredsEPNS_5SUnitE
00007ffa1ef11910 (__TEXT,__text) external __ZN4llvm21ResourcePriorityQueue3popEv
00007ffa1ef10550 (__TEXT,__text) external __ZN4llvm21ResourcePriorityQueue4pushEPNS_5SUnitE
00007ffa1ef11a20 (__TEXT,__text) external __ZN4llvm21ResourcePriorityQueue6removeEPNS_5SUnitE
00007ffa1ef11ae0 (__TEXT,__text) non-external (was a private external) __ZN4llvm21ResourcePriorityQueue7addNodeEPKNS_5SUnitE
00007ffa1ef101d0 (__TEXT,__text) external __ZN4llvm21ResourcePriorityQueue9initNodesERNSt3__16vectorINS_5SUnitENS1_9allocatorIS3_EEEE
00007ffa1ef0ffb0 (__TEXT,__text) external __ZN4llvm21ResourcePriorityQueueC1EPNS_16SelectionDAGISelE
00007ffa1ef0fd90 (__TEXT,__text) external __ZN4llvm21ResourcePriorityQueueC2EPNS_16SelectionDAGISelE
00007ffa1ef11aa0 (__TEXT,__text) non-external (was a private external) __ZN4llvm21ResourcePriorityQueueD0Ev
00007ffa1ef11a90 (__TEXT,__text) non-external (was a private external) __ZN4llvm21ResourcePriorityQueueD1Ev
00007ffa1ef11bc0 (__TEXT,__text) non-external (was a private external) __ZN4llvm21ResourcePriorityQueueD2Ev
00007ffa1eba20e0 (__TEXT,__text) non-external (was a private external) __ZN4llvm21SCEVParameterRewriter12visitAddExprEPKNS_11SCEVAddExprE
00007ffa1eba21d0 (__TEXT,__text) non-external (was a private external) __ZN4llvm21SCEVParameterRewriter12visitMulExprEPKNS_11SCEVMulExprE
00007ffa1eba2570 (__TEXT,__text) non-external (was a private external) __ZN4llvm21SCEVParameterRewriter12visitUnknownEPKNS_11SCEVUnknownE
00007ffa1eba23b0 (__TEXT,__text) non-external (was a private external) __ZN4llvm21SCEVParameterRewriter13visitSMaxExprEPKNS_12SCEVSMaxExprE
00007ffa1eba2490 (__TEXT,__text) non-external (was a private external) __ZN4llvm21SCEVParameterRewriter13visitUMaxExprEPKNS_12SCEVUMaxExprE
00007ffa1eba22c0 (__TEXT,__text) non-external (was a private external) __ZN4llvm21SCEVParameterRewriter15visitAddRecExprEPKNS_14SCEVAddRecExprE
00007ffa1f5829d0 (__TEXT,__text) external __ZN4llvm21StreamingMemoryObject16dropLeadingBytesEm
00007ffa1f5829f0 (__TEXT,__text) external __ZN4llvm21StreamingMemoryObject18setKnownObjectSizeEm
00007ffa1f582cc0 (__TEXT,__text) external __ZN4llvm21StreamingMemoryObjectC1EPNS_12DataStreamerE
00007ffa1f582c40 (__TEXT,__text) external __ZN4llvm21StreamingMemoryObjectC2EPNS_12DataStreamerE
00007ffa1f582d90 (__TEXT,__text) non-external (was a private external) __ZN4llvm21StreamingMemoryObjectD0Ev
00007ffa1f582d40 (__TEXT,__text) non-external (was a private external) __ZN4llvm21StreamingMemoryObjectD1Ev
00007ffa1f585e50 (__TEXT,__text) non-external (was a private external) __ZN4llvm21StringRefMemoryObjectD0Ev
00007ffa1f585e40 (__TEXT,__text) non-external (was a private external) __ZN4llvm21StringRefMemoryObjectD1Ev
00007ffa1f3c4670 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_10BasicBlockENS_8FunctionEE12getListOwnerEv
00007ffa1f3c46c0 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_10BasicBlockENS_8FunctionEE13addNodeToListEPS1_
00007ffa1f3c4700 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_10BasicBlockENS_8FunctionEE18removeNodeFromListEPS1_
00007ffa1f3c4740 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_10BasicBlockENS_8FunctionEE21transferNodesFromListERNS_12ilist_traitsIS1_EENS_14ilist_iteratorIS1_EES8_
00007ffa1f3c48c0 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_10BasicBlockENS_8FunctionEE5toPtrEPNS_16ValueSymbolTableE
00007ffa1f3c46b0 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_10BasicBlockENS_8FunctionEE5toPtrERNS_16ValueSymbolTableE
00007ffa1f3c4680 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_10BasicBlockENS_8FunctionEE7getListEPS2_
00007ffa1f3c4690 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_10BasicBlockENS_8FunctionEE9getSymTabEPS2_
00007ffa1f3c4660 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_10BasicBlockENS_8FunctionEEC1Ev
00007ffa1f3c4650 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_10BasicBlockENS_8FunctionEEC2Ev
00007ffa1f457940 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_11GlobalAliasENS_6ModuleEE12getListOwnerEv
00007ffa1f457990 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_11GlobalAliasENS_6ModuleEE13addNodeToListEPS1_
00007ffa1f4579d0 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_11GlobalAliasENS_6ModuleEE18removeNodeFromListEPS1_
00007ffa1f457a10 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_11GlobalAliasENS_6ModuleEE21transferNodesFromListERNS_12ilist_traitsIS1_EENS_14ilist_iteratorIS1_EES8_
00007ffa1f457b90 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_11GlobalAliasENS_6ModuleEE5toPtrEPNS_16ValueSymbolTableE
00007ffa1f457980 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_11GlobalAliasENS_6ModuleEE5toPtrERNS_16ValueSymbolTableE
00007ffa1f457950 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_11GlobalAliasENS_6ModuleEE7getListEPS2_
00007ffa1f457960 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_11GlobalAliasENS_6ModuleEE9getSymTabEPS2_
00007ffa1f457930 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_11GlobalAliasENS_6ModuleEEC1Ev
00007ffa1f457920 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_11GlobalAliasENS_6ModuleEEC2Ev
00007ffa1f38e4f0 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_11InstructionENS_10BasicBlockEE12getListOwnerEv
00007ffa1f38e550 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_11InstructionENS_10BasicBlockEE13addNodeToListEPS1_
00007ffa1f38e5a0 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_11InstructionENS_10BasicBlockEE18removeNodeFromListEPS1_
00007ffa1f38e5f0 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_11InstructionENS_10BasicBlockEE21transferNodesFromListERNS_12ilist_traitsIS1_EENS_14ilist_iteratorIS1_EES8_
00007ffa1f38e540 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_11InstructionENS_10BasicBlockEE5toPtrEPNS_16ValueSymbolTableE
00007ffa1f38e7a0 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_11InstructionENS_10BasicBlockEE5toPtrERNS_16ValueSymbolTableE
00007ffa1f38e500 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_11InstructionENS_10BasicBlockEE7getListEPS2_
00007ffa1f38e510 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_11InstructionENS_10BasicBlockEE9getSymTabEPS2_
00007ffa1f38e4e0 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_11InstructionENS_10BasicBlockEEC1Ev
00007ffa1f38e4d0 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_11InstructionENS_10BasicBlockEEC2Ev
00007ffa1f4576c0 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_14GlobalVariableENS_6ModuleEE12getListOwnerEv
00007ffa1f457710 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_14GlobalVariableENS_6ModuleEE13addNodeToListEPS1_
00007ffa1f457750 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_14GlobalVariableENS_6ModuleEE18removeNodeFromListEPS1_
00007ffa1f457790 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_14GlobalVariableENS_6ModuleEE21transferNodesFromListERNS_12ilist_traitsIS1_EENS_14ilist_iteratorIS1_EES8_
00007ffa1f457910 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_14GlobalVariableENS_6ModuleEE5toPtrEPNS_16ValueSymbolTableE
00007ffa1f457700 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_14GlobalVariableENS_6ModuleEE5toPtrERNS_16ValueSymbolTableE
00007ffa1f4576d0 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_14GlobalVariableENS_6ModuleEE7getListEPS2_
00007ffa1f4576e0 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_14GlobalVariableENS_6ModuleEE9getSymTabEPS2_
00007ffa1f4576b0 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_14GlobalVariableENS_6ModuleEEC1Ev
00007ffa1f4576a0 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_14GlobalVariableENS_6ModuleEEC2Ev
00007ffa1f3c4450 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_8ArgumentENS_8FunctionEE12getListOwnerEv
00007ffa1f3c44a0 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_8ArgumentENS_8FunctionEE13addNodeToListEPS1_
00007ffa1f3c44e0 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_8ArgumentENS_8FunctionEE18removeNodeFromListEPS1_
00007ffa1f3c4510 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_8ArgumentENS_8FunctionEE21transferNodesFromListERNS_12ilist_traitsIS1_EENS_14ilist_iteratorIS1_EES8_
00007ffa1f3c4640 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_8ArgumentENS_8FunctionEE5toPtrEPNS_16ValueSymbolTableE
00007ffa1f3c4490 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_8ArgumentENS_8FunctionEE5toPtrERNS_16ValueSymbolTableE
00007ffa1f3c4460 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_8ArgumentENS_8FunctionEE7getListEPS2_
00007ffa1f3c4470 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_8ArgumentENS_8FunctionEE9getSymTabEPS2_
00007ffa1f3c4440 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_8ArgumentENS_8FunctionEEC1Ev
00007ffa1f3c4430 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_8ArgumentENS_8FunctionEEC2Ev
00007ffa1f457440 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_8FunctionENS_6ModuleEE12getListOwnerEv
00007ffa1f457490 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_8FunctionENS_6ModuleEE13addNodeToListEPS1_
00007ffa1f4574d0 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_8FunctionENS_6ModuleEE18removeNodeFromListEPS1_
00007ffa1f457510 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_8FunctionENS_6ModuleEE21transferNodesFromListERNS_12ilist_traitsIS1_EENS_14ilist_iteratorIS1_EES8_
00007ffa1f457690 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_8FunctionENS_6ModuleEE5toPtrEPNS_16ValueSymbolTableE
00007ffa1f457480 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_8FunctionENS_6ModuleEE5toPtrERNS_16ValueSymbolTableE
00007ffa1f457450 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_8FunctionENS_6ModuleEE7getListEPS2_
00007ffa1f457460 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_8FunctionENS_6ModuleEE9getSymTabEPS2_
00007ffa1f457430 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_8FunctionENS_6ModuleEEC1Ev
00007ffa1f457420 (__TEXT,__text) weak external __ZN4llvm21SymbolTableListTraitsINS_8FunctionENS_6ModuleEEC2Ev
00007ffa1f4c7550 (__TEXT,__text) external __ZN4llvm21UnwindOpcodeAssembler11EmitRegSaveEj
00007ffa1f4c7aa0 (__TEXT,__text) external __ZN4llvm21UnwindOpcodeAssembler12EmitSPOffsetEx
00007ffa1f4c77c0 (__TEXT,__text) external __ZN4llvm21UnwindOpcodeAssembler14EmitVFPRegSaveEj
00007ffa1f4c7d30 (__TEXT,__text) external __ZN4llvm21UnwindOpcodeAssembler8FinalizeERjRNS_15SmallVectorImplIhEE
00007ffa1f4c7a30 (__TEXT,__text) external __ZN4llvm21UnwindOpcodeAssembler9EmitSetSPEt
00007ffa1f38c6c0 (__TEXT,__text) external __ZN4llvm21UpgradeGlobalVariableEPNS_14GlobalVariableE
00007ffa1ece8950 (__TEXT,__text) external __ZN4llvm21X86MCAsmInfoMicrosoft6anchorEv
00007ffa1ece89b0 (__TEXT,__text) external __ZN4llvm21X86MCAsmInfoMicrosoftC1ERKNS_6TripleE
00007ffa1ece8960 (__TEXT,__text) external __ZN4llvm21X86MCAsmInfoMicrosoftC2ERKNS_6TripleE
00007ffa1ece8bb0 (__TEXT,__text) non-external (was a private external) __ZN4llvm21X86MCAsmInfoMicrosoftD0Ev
00007ffa1ece8ba0 (__TEXT,__text) non-external (was a private external) __ZN4llvm21X86MCAsmInfoMicrosoftD1Ev
00007ffa1ece8770 (__TEXT,__text) external __ZN4llvm21X86_64MCAsmInfoDarwinC1ERKNS_6TripleE
00007ffa1ece8750 (__TEXT,__text) external __ZN4llvm21X86_64MCAsmInfoDarwinC2ERKNS_6TripleE
00007ffa1ece8b30 (__TEXT,__text) non-external (was a private external) __ZN4llvm21X86_64MCAsmInfoDarwinD0Ev
00007ffa1ece8b20 (__TEXT,__text) non-external (was a private external) __ZN4llvm21X86_64MCAsmInfoDarwinD1Ev
00007ffa1efef7a0 (__TEXT,__text) non-external __ZN4llvm21callTargetMachineCtorIN12_GLOBAL__N_114CodeGenPrepareEEEPNS_4PassEPNS_13TargetMachineE
00007ffa1f2c5d20 (__TEXT,__text) external __ZN4llvm21canConstantFoldCallToEPKNS_8FunctionE
00007ffa1f36d110 (__TEXT,__text) external __ZN4llvm21computeMaskedBitsLoadERKNS_6MDNodeERNS_5APIntE
00007ffa1ed81da0 (__TEXT,__text) external __ZN4llvm21createARM64AsmBackendERKNS_6TargetERKNS_14MCRegisterInfoENS_9StringRefES6_
00007ffa1eb7e980 (__TEXT,__text) external __ZN4llvm21createBBVectorizePassERKNS_15VectorizeConfigE
00007ffa1eb54aa0 (__TEXT,__text) external __ZN4llvm21createBarrierNoopPassEv
00007ffa1f4aac60 (__TEXT,__text) external __ZN4llvm21createDarwinAsmParserEv
00007ffa1f4d6310 (__TEXT,__text) external __ZN4llvm21createELFObjectWriterEPNS_23MCELFObjectTargetWriterERNS_11raw_ostreamEb
00007ffa1f14e380 (__TEXT,__text) external __ZN4llvm21createGlobalMergePassEPKNS_13TargetMachineE
00007ffa1f3b9290 (__TEXT,__text) external __ZN4llvm21createInlinedVariableEPNS_6MDNodeES1_RNS_11LLVMContextE
00007ffa1eb70a50 (__TEXT,__text) external __ZN4llvm21createInternalizePassENS_8ArrayRefIPKcEE
00007ffa1eb70630 (__TEXT,__text) external __ZN4llvm21createInternalizePassEv
00007ffa1f19a8e0 (__TEXT,__text) external __ZN4llvm21createLowerAtomicPassEv
00007ffa1f262360 (__TEXT,__text) external __ZN4llvm21createLowerInvokePassEPKNS_13TargetMachineEb
00007ffa1f264890 (__TEXT,__text) external __ZN4llvm21createLowerSwitchPassEv
00007ffa1f267260 (__TEXT,__text) external __ZN4llvm21createMetaRenamerPassEv
00007ffa1f42a5d0 (__TEXT,__text) external __ZN4llvm21createPrintModulePassERNS_11raw_ostreamERKNSt3__112basic_stringIcNS2_11char_traitsIcEENS2_9allocatorIcEEEE
00007ffa1f19e580 (__TEXT,__text) external __ZN4llvm21createReassociatePassEv
00007ffa1f5267e0 (__TEXT,__text) external __ZN4llvm21createWinCOFFStreamerERNS_9MCContextERNS_12MCAsmBackendERNS_13MCCodeEmitterERNS_11raw_ostreamEb
00007ffa1f574c00 (__TEXT,__text) non-external (was a private external) __ZN4llvm21formatted_raw_ostream10resetColorEv
00007ffa1f5746a0 (__TEXT,__text) external __ZN4llvm21formatted_raw_ostream10write_implEPKcm
00007ffa1f5743f0 (__TEXT,__text) external __ZN4llvm21formatted_raw_ostream11PadToColumnEj
00007ffa1f574be0 (__TEXT,__text) non-external (was a private external) __ZN4llvm21formatted_raw_ostream11changeColorENS_11raw_ostream6ColorsEbb
00007ffa1f574c20 (__TEXT,__text) non-external (was a private external) __ZN4llvm21formatted_raw_ostream12reverseColorEv
00007ffa1f378f90 (__TEXT,__text) non-external (was a private external) __ZN4llvm21formatted_raw_ostream13releaseStreamEv
00007ffa1f5741d0 (__TEXT,__text) external __ZN4llvm21formatted_raw_ostream15ComputePositionEPKcm
00007ffa1f378eb0 (__TEXT,__text) non-external (was a private external) __ZN4llvm21formatted_raw_ostream9setStreamERNS_11raw_ostreamEb
00007ffa1f574b90 (__TEXT,__text) non-external (was a private external) __ZN4llvm21formatted_raw_ostreamD0Ev
00007ffa1f5749d0 (__TEXT,__text) non-external (was a private external) __ZN4llvm21formatted_raw_ostreamD1Ev
00007ffa1f3741c0 (__TEXT,__text) external __ZN4llvm21getConstantStringInfoEPKNS_5ValueERNS_9StringRefEyb
00007ffa1efe2960 (__TEXT,__text) external __ZN4llvm21getFCmpCodeWithoutNaNENS_3ISD8CondCodeE
00007ffa1f568a60 (__TEXT,__text) external __ZN4llvm21hasUTF16ByteOrderMarkENS_8ArrayRefIcEE
00007ffa1f4ec0a0 (__TEXT,__text) non-external (was a private external) __ZN4llvm21ilist_sentinel_traitsINS_13MCSectionDataEE15destroySentinelEPS1_
00007ffa1eb06ca0 (__TEXT,__text) external __ZN4llvm21initializeDebugIRPassERNS_12PassRegistryE
00007ffa1f2e5860 (__TEXT,__text) external __ZN4llvm21initializeIVUsersPassERNS_12PassRegistryE
00007ffa1f1e1cb0 (__TEXT,__text) external __ZN4llvm21initializeInstCombineERNS_12PassRegistryE
00007ffa1eac5e10 (__TEXT,__text) external __ZN4llvm21initializeObjCARCOptsERNS_12PassRegistryE
00007ffa1eb7b470 (__TEXT,__text) external __ZN4llvm21initializePruneEHPassERNS_12PassRegistryE
00007ffa1f1cda60 (__TEXT,__text) external __ZN4llvm21initializeSROA_DTPassERNS_12PassRegistryE
00007ffa1f1d8070 (__TEXT,__text) external __ZN4llvm21initializeSinkingPassERNS_12PassRegistryE
00007ffa1f5b6960 (__TEXT,__text) external __ZN4llvm21llvm_is_multithreadedEv
00007ffa1f8a6560 (__TEXT,__const) external __ZN4llvm22ARM64EHFlavour0Dwarf2LE
00007ffa1f8a6e90 (__TEXT,__const) external __ZN4llvm22ARM64EHFlavour0L2DwarfE
00007ffa433cb9a0 (__DATA_CONST,__const) external __ZN4llvm22ARM64MCRegisterClassesE
00007ffa1f8a0a00 (__TEXT,__const) external __ZN4llvm22ARM64WriteLatencyTableE
00007ffa1f8a0730 (__TEXT,__const) external __ZN4llvm22ARM64WriteProcResTableE
00007ffa1ee6e210 (__TEXT,__text) external __ZN4llvm22ARMElfTargetObjectFile10InitializeERNS_9MCContextERKNS_13TargetMachineE
00007ffa1ee6e2f0 (__TEXT,__text) non-external (was a private external) __ZN4llvm22ARMElfTargetObjectFileD0Ev
00007ffa1ee6e2e0 (__TEXT,__text) non-external (was a private external) __ZN4llvm22ARMElfTargetObjectFileD1Ev
00007ffa1efde120 (__TEXT,__text) external __ZN4llvm22AggressiveAntiDepState10LeaveGroupEj
00007ffa1efde0a0 (__TEXT,__text) external __ZN4llvm22AggressiveAntiDepState11UnionGroupsEjj
00007ffa1efdddc0 (__TEXT,__text) external __ZN4llvm22AggressiveAntiDepState12GetGroupRegsEjRNSt3__16vectorIjNS1_9allocatorIjEEEEPNS1_8multimapIjNS0_17RegisterReferenceENS1_4lessIjEENS3_INS1_4pairIKjS8_EEEEEE
00007ffa1efde2f0 (__TEXT,__text) external __ZN4llvm22AggressiveAntiDepState6IsLiveEj
00007ffa1efddd90 (__TEXT,__text) external __ZN4llvm22AggressiveAntiDepState8GetGroupEj
00007ffa1efddd80 (__TEXT,__text) external __ZN4llvm22AggressiveAntiDepStateC1EjPNS_17MachineBasicBlockE
00007ffa1efddaf0 (__TEXT,__text) external __ZN4llvm22AggressiveAntiDepStateC2EjPNS_17MachineBasicBlockE
00007ffa1ebc5d00 (__TEXT,__text) external __ZN4llvm22BitcodeReaderValueList11AssignValueEPNS_5ValueEj
00007ffa1ebc62d0 (__TEXT,__text) external __ZN4llvm22BitcodeReaderValueList14getValueFwdRefEjPNS_4TypeE
00007ffa1ebc60a0 (__TEXT,__text) external __ZN4llvm22BitcodeReaderValueList17getConstantFwdRefEjPNS_4TypeE
00007ffa1ebc6450 (__TEXT,__text) external __ZN4llvm22BitcodeReaderValueList26ResolveConstantForwardRefsEv
00007ffa1ebc5fc0 (__TEXT,__text) non-external (was a private external) __ZN4llvm22BitcodeReaderValueList9push_backEPNS_5ValueE
00007ffa1f39eaf0 (__TEXT,__text) external __ZN4llvm22ConstantDataSequential15destroyConstantEv
00007ffa1f398de0 (__TEXT,__text) external __ZN4llvm22ConstantDataSequential23isElementTypeCompatibleEPKNS_4TypeE
00007ffa1f39e930 (__TEXT,__text) external __ZN4llvm22ConstantDataSequential7getImplENS_9StringRefEPNS_4TypeE
00007ffa1f3a0620 (__TEXT,__text) non-external (was a private external) __ZN4llvm22ConstantDataSequentialD0Ev
00007ffa1f3a05c0 (__TEXT,__text) non-external (was a private external) __ZN4llvm22ConstantDataSequentialD1Ev
00007ffa1f254d20 (__TEXT,__text) external __ZN4llvm22ConstantFoldTerminatorEPNS_10BasicBlockEbPKNS_17TargetLibraryInfoE
00007ffa1f568a10 (__TEXT,__text) external __ZN4llvm22ConvertCodePointToUTF8EjRPc
00007ffa1ece3460 (__TEXT,__text) non-external (was a private external) __ZN4llvm22ConvertCostTableLookupINS_3MVT15SimpleValueTypeES1_Lj16EEEiRAT1__KNS_26TypeConversionCostTblEntryIT_EEiT0_S9_
00007ffa1ee6f2f0 (__TEXT,__text) non-external (was a private external) __ZN4llvm22ConvertCostTableLookupINS_3MVT15SimpleValueTypeES1_Lj20EEEiRAT1__KNS_26TypeConversionCostTblEntryIT_EEiT0_S9_
00007ffa1ece3630 (__TEXT,__text) non-external (was a private external) __ZN4llvm22ConvertCostTableLookupINS_3MVT15SimpleValueTypeES1_Lj22EEEiRAT1__KNS_26TypeConversionCostTblEntryIT_EEiT0_S9_
00007ffa1eff8d30 (__TEXT,__text) external __ZN4llvm22CriticalAntiDepBreaker10StartBlockEPNS_17MachineBasicBlockE
00007ffa1eff9210 (__TEXT,__text) external __ZN4llvm22CriticalAntiDepBreaker11FinishBlockEv
00007ffa1eff9790 (__TEXT,__text) external __ZN4llvm22CriticalAntiDepBreaker15ScanInstructionEPNS_12MachineInstrEj
00007ffa1eff9300 (__TEXT,__text) external __ZN4llvm22CriticalAntiDepBreaker18PrescanInstructionEPNS_12MachineInstrE
00007ffa1effa270 (__TEXT,__text) external __ZN4llvm22CriticalAntiDepBreaker21BreakAntiDependenciesERKNSt3__16vectorINS_5SUnitENS1_9allocatorIS3_EEEENS_17MachineBasicBlock15bundle_iteratorINS_12MachineInstrENS_14ilist_iteratorISB_EEEESE_jRNS2_INS1_4pairIPSB_SG_EENS4_ISH_EEEE
00007ffa1eff9ee0 (__TEXT,__text) external __ZN4llvm22CriticalAntiDepBreaker23isNewRegClobberedByRefsENSt3__120__map_const_iteratorINS1_21__tree_const_iteratorINS1_12__value_typeIjPNS_14MachineOperandEEEPNS1_11__tree_nodeIS7_PvEElEEEESD_j
00007ffa1effa010 (__TEXT,__text) external __ZN4llvm22CriticalAntiDepBreaker24findSuitableFreeRegisterENSt3__120__map_const_iteratorINS1_21__tree_const_iteratorINS1_12__value_typeIjPNS_14MachineOperandEEEPNS1_11__tree_nodeIS7_PvEElEEEESD_jjPKNS_19TargetRegisterClassERNS_15SmallVectorImplIjEE
00007ffa1eff9250 (__TEXT,__text) external __ZN4llvm22CriticalAntiDepBreaker7ObserveEPNS_12MachineInstrEjj
00007ffa1eff8c60 (__TEXT,__text) external __ZN4llvm22CriticalAntiDepBreakerC1ERNS_15MachineFunctionERKNS_17RegisterClassInfoE
00007ffa1eff8ad0 (__TEXT,__text) external __ZN4llvm22CriticalAntiDepBreakerC2ERNS_15MachineFunctionERKNS_17RegisterClassInfoE
00007ffa1eff8d00 (__TEXT,__text) external __ZN4llvm22CriticalAntiDepBreakerD0Ev
00007ffa1eff8cf0 (__TEXT,__text) external __ZN4llvm22CriticalAntiDepBreakerD1Ev
00007ffa1eff8c70 (__TEXT,__text) external __ZN4llvm22CriticalAntiDepBreakerD2Ev
00007ffa1f01c550 (__TEXT,__text) non-external (was a private external) __ZN4llvm22DeleteContainerSecondsINS_8DenseMapIPKNS_6MDNodeEPNS_12LexicalScopeENS_12DenseMapInfoIS4_EEEEEEvRT_
00007ffa1f571420 (__TEXT,__text) external __ZN4llvm22DiffFilesWithToleranceENS_9StringRefES0_ddPNSt3__112basic_stringIcNS1_11char_traitsIcEENS1_9allocatorIcEEEE
00007ffa1ecf5180 (__TEXT,__text) external __ZN4llvm22EmitAnyX86InstCommentsEPKNS_6MCInstERNS_11raw_ostreamEPFPKcjE
00007ffa1f579a40 (__TEXT,__text) external __ZN4llvm22EnablePrettyStackTraceEv
00007ffa4481f3f0 (__DATA,__common) external __ZN4llvm22EnableStackMapLivenessE
00007ffa1f276c10 (__TEXT,__text) external __ZN4llvm22FoldBranchToCommonDestEPNS_10BranchInstE
00007ffa1f574130 (__TEXT,__text) external __ZN4llvm22FoldingSetIteratorImpl7advanceEv
00007ffa1f5740f0 (__TEXT,__text) external __ZN4llvm22FoldingSetIteratorImplC1EPPv
