0000000283220d30 (__TEXT,__text) external _AAAFSCGetMetadata
00000002831f1d20 (__TEXT,__text) non-external (was a private external) _bxdiff5SetOut
00000002831f3198 (__TEXT,__text) non-external _bxdiffEncodeBuffer
                 (undefined) external _bzero (from libSystem)
000000028322c884 (__TEXT,__text) non-external _cacheData
00000002831c15b8 (__TEXT,__text) non-external _cacheFlush
00000002831c144c (__TEXT,__text) non-external _cachePageEvict
00000002831c1134 (__TEXT,__text) non-external _cachePageGet
00000002831c1298 (__TEXT,__text) non-external _cachePageReadFromDisk
                 (undefined) external _calloc (from libSystem)
00000002831b3004 (__TEXT,__text) non-external _cancelProc
00000002831dccf8 (__TEXT,__text) non-external _cancelProc
00000002831e8028 (__TEXT,__text) non-external _cancelProc
00000002831fc4d8 (__TEXT,__text) non-external _cancelProc
00000002831fec7c (__TEXT,__text) non-external _cancelStreams
                 (undefined) external _ccec_cp_256 (from libSystem)
                 (undefined) external _ccec_generate_key (from libSystem)
                 (undefined) external _ccec_sign (from libSystem)
                 (undefined) external _ccec_verify (from libSystem)
                 (undefined) external _ccec_x963_export (from libSystem)
                 (undefined) external _ccec_x963_import_priv (from libSystem)
                 (undefined) external _ccec_x963_import_pub (from libSystem)
                 (undefined) external _ccecdh_compute_shared_secret (from libSystem)
                 (undefined) external _ccrng (from libSystem)
                 (undefined) external _ccscrypt (from libSystem)
                 (undefined) external _ccscrypt_storage_size (from libSystem)
00000002831d83c0 (__TEXT,__text) non-external _checkEOF
                 (undefined) external _chflags (from libSystem)
                 (undefined) external _chmod (from libSystem)
                 (undefined) external _chown (from libSystem)
00000002831f8ec0 (__TEXT,__text) non-external _chunkAppendHole
00000002831e1f84 (__TEXT,__text) non-external _chunkAsyncCancel
00000002831e1878 (__TEXT,__text) non-external _chunkAsyncClose
00000002831e1bf4 (__TEXT,__text) non-external _chunkAsyncGetRange
00000002831e1fa4 (__TEXT,__text) non-external _chunkAsyncIsCancelled
00000002831e1dbc (__TEXT,__text) non-external _chunkAsyncProcess
00000002831f8e74 (__TEXT,__text) non-external _chunkDestroy
00000002831f7300 (__TEXT,__text) non-external _chunk_compare_by_position
00000002831f72f0 (__TEXT,__text) non-external _chunk_compare_by_rating
00000002831db018 (__TEXT,__text) non-external _clampIfRegularFile
                 (undefined) external _clonefile (from libSystem)
                 (undefined) external _close (from libSystem)
00000002831b1d2c (__TEXT,__text) non-external _closeProc
00000002831dc3a0 (__TEXT,__text) non-external _closeProc
00000002831e5afc (__TEXT,__text) non-external _closeProc
00000002831fab68 (__TEXT,__text) non-external _closeProc
00000002831b201c (__TEXT,__text) non-external _closeWithStateProc
00000002831dc42c (__TEXT,__text) non-external _closeWithStateProc
00000002831e6d78 (__TEXT,__text) non-external _closeWithStateProc
00000002831fac10 (__TEXT,__text) non-external _closeWithStateProc
                 (undefined) external _closedir (from libSystem)
000000028320d6e8 (__TEXT,__text) non-external _clusterEntryUpdateDAT
000000028320951c (__TEXT,__text) non-external _cmpNodesProc
00000002831aeaa4 (__TEXT,__text) non-external _cmpRange
00000002831b1780 (__TEXT,__text) non-external _cmp_entries_clc
00000002831b1748 (__TEXT,__text) non-external _cmp_entries_hlc
00000002831b181c (__TEXT,__text) non-external _cmp_entries_offset
00000002831b17b8 (__TEXT,__text) non-external _cmp_entries_slc
0000000283206cf4 (__TEXT,__text) non-external _cmp_keys
00000002831fa8dc (__TEXT,__text) non-external _cmp_markers
00000002831ab8dc (__TEXT,__text) non-external _compare_copy_fork_3
00000002831ab88c (__TEXT,__text) non-external _compare_copy_fork_4
00000002831ab834 (__TEXT,__text) non-external _compare_copy_fork_5
00000002831ab48c (__TEXT,__text) non-external _compare_digest_tasks
00000002831a9ab4 (__TEXT,__text) non-external (was a private external) _compare_extents_by_position
00000002831ac384 (__TEXT,__text) non-external _compare_forks_by_extent
00000002831ac3c0 (__TEXT,__text) non-external _compare_forks_by_position
00000002831d1274 (__TEXT,__text) non-external _compositeChunkAsyncCancel
00000002831d1218 (__TEXT,__text) non-external _compositeChunkAsyncClose
00000002831d1264 (__TEXT,__text) non-external _compositeChunkAsyncGetRange
00000002831d127c (__TEXT,__text) non-external _compositeChunkAsyncIsCancelled
00000002831d126c (__TEXT,__text) non-external _compositeChunkAsyncProcess
00000002831b4ce4 (__TEXT,__text) non-external (was a private external) _compressionWorkerProc
                 (undefined) external _compression_decode_buffer (from libcompression)
                 (undefined) external _compression_decode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_encode_buffer (from libcompression)
                 (undefined) external _compression_encode_scratch_buffer_size (from libcompression)
                 (undefined) external _compression_stream_destroy (from libcompression)
                 (undefined) external _compression_stream_identify_algorithm (from libcompression)
                 (undefined) external _compression_stream_init (from libcompression)
                 (undefined) external _compression_stream_process (from libcompression)
0000000283219d7c (__TEXT,__text) non-external _computePatchesWorkerProc
00000002831e3a2c (__TEXT,__text) non-external (was a private external) _concatExtractPath
00000002831e3734 (__TEXT,__text) non-external (was a private external) _concatExtractPathEx
00000002831e3670 (__TEXT,__text) non-external (was a private external) _concatPath
                 (undefined) external _confstr (from libSystem)
0000000283229ef0 (__TEXT,__text) non-external (was a private external) _contextPassThroughProc
00000002831efa78 (__TEXT,__text) non-external _controls_combo_enforce_copy_fork_boundary
00000002831eb39c (__TEXT,__text) non-external _convertStreamAbort
00000002831eb654 (__TEXT,__text) non-external _convertStreamBeginBlob
00000002831ea31c (__TEXT,__text) non-external _convertStreamClose
00000002831eb878 (__TEXT,__text) non-external _convertStreamEndBlob
00000002831eb5c8 (__TEXT,__text) non-external _convertStreamEndEntry
00000002831eb4fc (__TEXT,__text) non-external _convertStreamToNextNonEmptyBlob
00000002831eaf70 (__TEXT,__text) non-external _convertStreamWriteBlob
00000002831ea3b0 (__TEXT,__text) non-external _convertStreamWriteHeader
00000002831f7318 (__TEXT,__text) non-external _convert_block_controls
00000002831f717c (__TEXT,__text) non-external _convert_internal_controls
00000002831e3ea4 (__TEXT,__text) non-external (was a private external) _copyFileSegment
00000002831e42ac (__TEXT,__text) non-external (was a private external) _copyFileWithAttributes
00000002831c7340 (__TEXT,__text) non-external _copyStream
00000002832075e0 (__TEXT,__text) non-external _create
00000002831ea0fc (__TEXT,__text) non-external _createErrorContextKey
00000002831e9b58 (__TEXT,__text) non-external (was a private external) _createThread
00000002831caf58 (__TEXT,__text) non-external _ctrl_reader_get
00000002831cf590 (__TEXT,__text) non-external _currentWriteBufferFull
000000028321decc (__TEXT,__text) non-external _decodeStreamAbort
000000028321dee8 (__TEXT,__text) non-external _decodeStreamClose
000000028321d3b0 (__TEXT,__text) non-external (was a private external) _decodeStreamHLCFromINO
000000028321d238 (__TEXT,__text) non-external (was a private external) _decodeStreamLoadHeader
000000028321dce4 (__TEXT,__text) non-external _decodeStreamReadBlob
000000028321d124 (__TEXT,__text) non-external (was a private external) _decodeStreamReadData
000000028321d7b8 (__TEXT,__text) non-external _decodeStreamReadHeader
000000028321d050 (__TEXT,__text) non-external (was a private external) _decodeStreamRefillBuffer
0000000283221588 (__TEXT,__text) non-external _decompressToData
00000002831ad970 (__TEXT,__text) non-external _decryptAsyncCancel
00000002831ad404 (__TEXT,__text) non-external _decryptAsyncClose
00000002831ad5e4 (__TEXT,__text) non-external _decryptAsyncGetRange
00000002831ad984 (__TEXT,__text) non-external _decryptAsyncIsCancelled
00000002831ad738 (__TEXT,__text) non-external _decryptAsyncProcess
00000002831f08a0 (__TEXT,__text) non-external _decryptToFileAsyncCancel
00000002831f071c (__TEXT,__text) non-external _decryptToFileAsyncClose
00000002831f08a8 (__TEXT,__text) non-external _decryptToFileAsyncGetRange
00000002831f08b0 (__TEXT,__text) non-external _decryptToFileAsyncProcess
                 (undefined) external _dispatch_block_create (from libSystem)
                 (undefined) external _dlsym (from libSystem)
00000002831ccc5c (__TEXT,__text) non-external _ecc65537Inv
00000002831cc894 (__TEXT,__text) non-external _ecc65537PolyEval
00000002831ccaf8 (__TEXT,__text) non-external _ecc65537Solve
00000002831cc904 (__TEXT,__text) non-external _ecc65537Triangulate
000000028321aae4 (__TEXT,__text) non-external _encodeEntry
000000028321ac68 (__TEXT,__text) non-external _encodeYOPEntry
000000028321bce0 (__TEXT,__text) non-external _encoderStreamAbort
000000028321bb1c (__TEXT,__text) non-external _encoderStreamClose
000000028321beac (__TEXT,__text) non-external _encoderStreamWriteBlob
000000028321bcfc (__TEXT,__text) non-external _encoderStreamWriteHeader
00000002831e93e4 (__TEXT,__text) non-external (was a private external) _enterThreadErrorContext
0000000283219d50 (__TEXT,__text) non-external _entryIndexCmpHLC
00000002831fdfc4 (__TEXT,__text) non-external _entryMessage
000000028320d038 (__TEXT,__text) non-external _entryRelease
0000000283219d38 (__TEXT,__text) non-external _entryVectorCmp
00000002831e5274 (__TEXT,__text) non-external (was a private external) _enumerateTree
00000002831e53dc (__TEXT,__text) non-external _enumerateTree_rec
0000000283208224 (__TEXT,__text) non-external _expandDirThreadProc
000000028320cdb8 (__TEXT,__text) non-external _extractStreamAbort
0000000283209700 (__TEXT,__text) non-external _extractStreamClose
000000028320d8c0 (__TEXT,__text) non-external _extractStreamEntryEnd
000000028320d99c (__TEXT,__text) non-external _extractStreamSendEntryToExtractThread
000000028320cdd4 (__TEXT,__text) non-external _extractStreamStateFail
000000028320c6cc (__TEXT,__text) non-external _extractStreamWriteBlob
000000028320bbdc (__TEXT,__text) non-external _extractStreamWriteHeader
00000002831fe89c (__TEXT,__text) non-external _extractThread
000000028320d624 (__TEXT,__text) non-external _extractThreadFailEntry
000000028320add8 (__TEXT,__text) non-external _extractThreadProc
000000028320d1a8 (__TEXT,__text) non-external _extractThreadSendCommand
00000002831fe40c (__TEXT,__text) non-external _extractToDirAsyncCancel
00000002831fe248 (__TEXT,__text) non-external _extractToDirAsyncClose
00000002831fe410 (__TEXT,__text) non-external _extractToDirAsyncGetRange
00000002831fe4a4 (__TEXT,__text) non-external _extractToDirAsyncProcess
                 (undefined) external _fchflags (from libSystem)
                 (undefined) external _fchmod (from libSystem)
                 (undefined) external _fchown (from libSystem)
                 (undefined) external _fcntl (from libSystem)
                 (undefined) external _feof (from libSystem)
                 (undefined) external _ferror (from libSystem)
                 (undefined) external _ffsctl (from libSystem)
                 (undefined) external _fgetattrlist (from libSystem)
                 (undefined) external _fgetxattr (from libSystem)
00000002831c4b20 (__TEXT,__text) non-external _findFirst
00000002831f7788 (__TEXT,__text) non-external _fingerprint_consumer
00000002831f7498 (__TEXT,__text) non-external _fingerprint_worker
                 (undefined) external _flistxattr (from libSystem)
00000002831c5f7c (__TEXT,__text) non-external _flushBuf
000000028321c134 (__TEXT,__text) non-external _flushOBuf
0000000283223504 (__TEXT,__text) non-external _flushOBuf
00000002831deba8 (__TEXT,__text) non-external _flushToResourceFork
000000028321c2ac (__TEXT,__text) non-external (was a private external) _forceInPlaceControls
                 (undefined) external _fpathconf (from libSystem)
                 (undefined) external _fprintf (from libSystem)
                 (undefined) external _fputc (from libSystem)
                 (undefined) external _fread (from libSystem)
                 (undefined) external _free (from libSystem)
00000002831d6c10 (__TEXT,__text) non-external (was a private external) _freeDiffSegmentVector
00000002831f3568 (__TEXT,__text) non-external _free_page
                 (undefined) external _fremovexattr (from libSystem)
                 (undefined) external _fsctl (from libSystem)
                 (undefined) external _fsetattrlist (from libSystem)
                 (undefined) external _fsetxattr (from libSystem)
                 (undefined) external _fstat (from libSystem)
                 (undefined) external _fstatat (from libSystem)
                 (undefined) external _fsync (from libSystem)
                 (undefined) external _ftruncate (from libSystem)
00000002831c6324 (__TEXT,__text) non-external (was a private external) _fullReplacementBXPatch5
                 (undefined) external _futimes (from libSystem)
                 (undefined) external _fwrite (from libSystem)
0000000299528b38 (__DATA_DIRTY,__bss) non-external _gErrorContextKey
00000002831f9dc4 (__TEXT,__text) non-external (was a private external) _getBXDiffControls
000000028322ca20 (__TEXT,__text) non-external _getBXDiffControls.cold.1
00000002831e4f6c (__TEXT,__text) non-external (was a private external) _getBufferSHA1Digest
000000028321ce34 (__TEXT,__text) non-external (was a private external) _getComboControlsFromMergedDiffSegmentVectors
00000002831cce24 (__TEXT,__text) non-external _getCompressedSizeCounterProc
00000002831e3324 (__TEXT,__text) non-external (was a private external) _getDefaultNThreads
00000002831ea094 (__TEXT,__text) non-external _getErrorContextKey
0000000299528b28 (__DATA_DIRTY,__data) non-external _getErrorContextKey.errorContextOnce
00000002831f5874 (__TEXT,__text) non-external _getFieldBlob
00000002831e4760 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlags
00000002831e46d4 (__TEXT,__text) non-external (was a private external) _getFileAPFSInternalFlagsFD
00000002831e4d44 (__TEXT,__text) non-external (was a private external) _getFileDiskUsage
000000028320efc4 (__TEXT,__text) non-external _getFileDiskUsageBlocks2
00000002831e4edc (__TEXT,__text) non-external (was a private external) _getFileProtectionClass
00000002831e4644 (__TEXT,__text) non-external (was a private external) _getFileProtectionClassFD
00000002831e500c (__TEXT,__text) non-external (was a private external) _getFileSHA1Digest
00000002831e501c (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1Digest
00000002831e50c8 (__TEXT,__text) non-external (was a private external) _getFileSegmentSHA1DigestFD
00000002831e4c6c (__TEXT,__text) non-external (was a private external) _getFilesystemBlockSize
000000028322bb74 (__TEXT,__text) non-external _getFreeCachePos
00000002832090d8 (__TEXT,__text) non-external _getPath
00000002831d96d8 (__TEXT,__text) non-external _getProfile
00000002831e32dc (__TEXT,__text) non-external (was a private external) _getRealTime
00000002831e3b10 (__TEXT,__text) non-external (was a private external) _getTempDir
00000002831fecfc (__TEXT,__text) non-external _getTempSegmentFilename
00000002831e587c (__TEXT,__text) non-external (was a private external) _getVolumeCapabilities
                 (undefined) external _getattrlist (from libSystem)
                 (undefined) external _getenv (from libSystem)
                 (undefined) external _getgrgid_r (from libSystem)
                 (undefined) external _getgrnam_r (from libSystem)
                 (undefined) external _getpagesize (from libSystem)
                 (undefined) external _getpwnam_r (from libSystem)
                 (undefined) external _getpwuid_r (from libSystem)
                 (undefined) external _gettimeofday (from libSystem)
0000000283229d88 (__TEXT,__text) non-external _graisAbort
0000000283228538 (__TEXT,__text) non-external _graisClose
0000000283229a08 (__TEXT,__text) non-external _graisPRead
00000002832299ec (__TEXT,__text) non-external _graisRead
0000000283229d3c (__TEXT,__text) non-external _graisSeek
0000000283208168 (__TEXT,__text) non-external _increaseCapacity
00000002831d865c (__TEXT,__text) non-external (was a private external) _initBestMatchThreadProc
000000028321c7fc (__TEXT,__text) non-external (was a private external) _initDiffSegmentVector
000000028320dff4 (__TEXT,__text) non-external _init_blob_with_magic
00000002831ec5d0 (__TEXT,__text) non-external (was a private external) _io_hint_static_content
00000002831ec65c (__TEXT,__text) non-external (was a private external) _io_preallocate
00000002831ec834 (__TEXT,__text) non-external (was a private external) _io_set_nocache
00000002831e3bd0 (__TEXT,__text) non-external (was a private external) _isDirEmpty
0000000283213958 (__TEXT,__text) non-external _isZero
                 (undefined) external _issetugid (from libSystem)
00000002831e9eb8 (__TEXT,__text) non-external (was a private external) _joinThread
000000028322c980 (__TEXT,__text) non-external _joinThread.cold.1
0000000283225e54 (__TEXT,__text) non-external (was a private external) _jsonPushLabel
0000000283225f0c (__TEXT,__text) non-external (was a private external) _jsonPushValue
                 (undefined) external _kCFAllocatorDefault (from CoreFoundation)
                 (undefined) external _kCFBooleanTrue (from CoreFoundation)
                 (undefined) external _kCFErrorLocalizedDescriptionKey (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryKeyCallBacks (from CoreFoundation)
                 (undefined) external _kCFTypeDictionaryValueCallBacks (from CoreFoundation)
                 (undefined) external _kSecAttrAccessControl (from Security)
                 (undefined) external _kSecAttrAccessibleWhenUnlocked (from Security)
                 (undefined) external _kSecAttrAccount (from Security)
                 (undefined) external _kSecAttrService (from Security)
                 (undefined) external _kSecAttrType (from Security)
                 (undefined) external _kSecClass (from Security)
                 (undefined) external _kSecClassGenericPassword (from Security)
                 (undefined) external _kSecReturnAttributes (from Security)
                 (undefined) external _kSecReturnData (from Security)
                 (undefined) external _kSecValueData (from Security)
                 (undefined) external _lchflags (from libSystem)
                 (undefined) external _lchmod (from libSystem)
                 (undefined) external _lchown (from libSystem)
00000002831e950c (__TEXT,__text) non-external (was a private external) _leaveThreadErrorContext
                 (undefined) external _link (from libSystem)
000000028321d2f0 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_AA
00000002831f9064 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Cpio
00000002832127c4 (__TEXT,__text) non-external (was a private external) _loadAndDecodeHeader_Ustar
0000000283223704 (__TEXT,__text) non-external _loadChunkOffsets
0000000283220ea8 (__TEXT,__text) non-external _loadDecmpfsXattr
00000002831fe910 (__TEXT,__text) non-external _loadRemainingRange
00000002831feb30 (__TEXT,__text) non-external _loadTempSegment
00000002831fe54c (__TEXT,__text) non-external _loadThread
00000002831edc58 (__TEXT,__text) non-external (was a private external) _load_variants
00000002831e1a58 (__TEXT,__text) non-external _lockedStateReserveActiveChunks
                 (undefined) external _lseek (from libSystem)
                 (undefined) external _lstat (from libSystem)
                 (undefined) external _lzma_code (from liblzma)
                 (undefined) external _lzma_end (from liblzma)
                 (undefined) external _lzma_stream_buffer_bound (from liblzma)
                 (undefined) external _lzma_stream_decoder (from liblzma)
00000002831e349c (__TEXT,__text) non-external (was a private external) _makePath
                 (undefined) external _malloc (from libSystem)
                 (undefined) external _mbr_gid_to_uuid (from libSystem)
                 (undefined) external _mbr_sid_to_string (from libSystem)
                 (undefined) external _mbr_sid_to_uuid (from libSystem)
                 (undefined) external _mbr_string_to_sid (from libSystem)
                 (undefined) external _mbr_uid_to_uuid (from libSystem)
                 (undefined) external _mbr_uuid_to_id (from libSystem)
                 (undefined) external _mbr_uuid_to_sid (from libSystem)
                 (undefined) external _memchr (from libSystem)
                 (undefined) external _memcmp (from libSystem)
                 (undefined) external _memcpy (from libSystem)
                 (undefined) external _memmove (from libSystem)
00000002831d5520 (__TEXT,__text) non-external _memoryInputStreamCancel
00000002831d5504 (__TEXT,__text) non-external _memoryInputStreamClose
00000002831d5554 (__TEXT,__text) non-external _memoryInputStreamPRead
00000002831d5534 (__TEXT,__text) non-external _memoryInputStreamRead
00000002831d55cc (__TEXT,__text) non-external _memoryInputStreamSeek
00000002831d5758 (__TEXT,__text) non-external _memoryOutputStreamCancel
00000002831d573c (__TEXT,__text) non-external _memoryOutputStreamClose
00000002831d576c (__TEXT,__text) non-external _memoryOutputStreamWrite
                 (undefined) external _memset (from libSystem)
                 (undefined) external _memset_s (from libSystem)
000000028321cdfc (__TEXT,__text) non-external _mergeDiffSegmentEventCompareProc
000000028321ca18 (__TEXT,__text) non-external (was a private external) _mergeDiffSegmentVectors
00000002831ce84c (__TEXT,__text) non-external _merge_controls
                 (undefined) external _mkdir (from libSystem)
                 (undefined) external _mkdtemp (from libSystem)
                 (undefined) external _mkfifo (from libSystem)
                 (undefined) external _mkostemp (from libSystem)
                 (undefined) external _mkstemp (from libSystem)
                 (undefined) external _mmap (from libSystem)
000000028322c49c (__TEXT,__text) non-external _movePage
                 (undefined) external _munmap (from libSystem)
0000000283208a08 (__TEXT,__text) non-external _normalize
00000002831e355c (__TEXT,__text) non-external (was a private external) _normalizePath
00000002831feda4 (__TEXT,__text) non-external _notifySegmentAvailable
0000000283241f28 (__TEXT,__const) non-external _old_resource_fork_map
00000002832424d0 (__TEXT,__const) non-external _old_resource_fork_map
                 (undefined) external _open (from libSystem)
                 (undefined) external _open_dprotected_np (from libSystem)
                 (undefined) external _openat (from libSystem)
                 (undefined) external _opendir (from libSystem)
                 (undefined) external _os_log_type_enabled (from libSystem)
00000002831b4ef4 (__TEXT,__text) non-external (was a private external) _outputStreamProc
00000002831eddd8 (__TEXT,__text) non-external (was a private external) _patch_write_controls
00000002831e3a34 (__TEXT,__text) non-external (was a private external) _pathIsValid
00000002831b5c00 (__TEXT,__text) non-external _pcRead
00000002831b5158 (__TEXT,__text) non-external _pcWrite
00000002831ac6b8 (__TEXT,__text) non-external (was a private external) _pc_array_aggregate
00000002831ac500 (__TEXT,__text) non-external (was a private external) _pc_array_append
00000002831ac48c (__TEXT,__text) non-external (was a private external) _pc_array_compact
00000002831ac3ec (__TEXT,__text) non-external (was a private external) _pc_array_compare
00000002831ac47c (__TEXT,__text) non-external (was a private external) _pc_array_free
00000002831ac600 (__TEXT,__text) non-external (was a private external) _pc_array_indirect_sort
00000002831ac5f0 (__TEXT,__text) non-external (was a private external) _pc_array_sort
00000002831f7890 (__TEXT,__text) non-external (was a private external) _pc_log_error
000000028322c9bc (__TEXT,__text) non-external _pc_log_error.cold.1
00000002831f7ab0 (__TEXT,__text) non-external (was a private external) _pc_log_info
00000002831f799c (__TEXT,__text) non-external (was a private external) _pc_log_warning
                 (undefined) external _pclose (from libSystem)
                 (undefined) external _perror (from libSystem)
                 (undefined) external _popen (from libSystem)
                 (undefined) external _pread (from libSystem)
00000002831adeac (__TEXT,__text) non-external _processClusterHeader
00000002831d0798 (__TEXT,__text) non-external _processEntry
00000002831e803c (__TEXT,__text) non-external _processEntry
00000002831ad990 (__TEXT,__text) non-external _processMagic
00000002831ae630 (__TEXT,__text) non-external _processPadding
00000002831adac8 (__TEXT,__text) non-external _processPrologue
00000002831ae95c (__TEXT,__text) non-external _processSegment
00000002831f0520 (__TEXT,__text) non-external _processSegment
00000002831fdd0c (__TEXT,__text) non-external _processSegment
00000002831c81d0 (__TEXT,__text) non-external _processWithProgress
                 (undefined) external _pthread_attr_destroy (from libSystem)
                 (undefined) external _pthread_attr_init (from libSystem)
                 (undefined) external _pthread_attr_set_qos_class_np (from libSystem)
                 (undefined) external _pthread_attr_setstacksize (from libSystem)
                 (undefined) external _pthread_cond_broadcast (from libSystem)
                 (undefined) external _pthread_cond_destroy (from libSystem)
                 (undefined) external _pthread_cond_init (from libSystem)
                 (undefined) external _pthread_cond_timedwait (from libSystem)
                 (undefined) external _pthread_cond_wait (from libSystem)
                 (undefined) external _pthread_create (from libSystem)
                 (undefined) external _pthread_get_qos_class_np (from libSystem)
                 (undefined) external _pthread_getspecific (from libSystem)
                 (undefined) external _pthread_join (from libSystem)
                 (undefined) external _pthread_key_create (from libSystem)
                 (undefined) external _pthread_mutex_destroy (from libSystem)
                 (undefined) external _pthread_mutex_init (from libSystem)
                 (undefined) external _pthread_mutex_lock (from libSystem)
                 (undefined) external _pthread_mutex_unlock (from libSystem)
                 (undefined) external _pthread_once (from libSystem)
                 (undefined) external _pthread_self (from libSystem)
                 (undefined) external _pthread_setspecific (from libSystem)
                 (undefined) external _pthread_yield_np (from libSystem)
000000028321c928 (__TEXT,__text) non-external (was a private external) _pushControls
000000028321c894 (__TEXT,__text) non-external (was a private external) _pushDiffSegment
00000002831aeabc (__TEXT,__text) non-external _pushPaddingRange
00000002831ad2c0 (__TEXT,__text) non-external _pushRange
                 (undefined) external _pwrite (from libSystem)
                 (undefined) external _qsort (from libSystem)
                 (undefined) external _qsort_r (from libSystem)
00000002831d9e18 (__TEXT,__text) non-external _quicksort64
                 (undefined) external _rand (from libSystem)
00000002831cb838 (__TEXT,__text) non-external _randomAccessWorkerProc
00000002831e2d28 (__TEXT,__text) non-external _rangeCmp
00000002831de4e8 (__TEXT,__text) non-external _rangeInputStreamCancel
00000002831de4b4 (__TEXT,__text) non-external _rangeInputStreamClose
00000002831de508 (__TEXT,__text) non-external _rangeInputStreamRead
00000002831aa034 (__TEXT,__text) non-external _rawimg_add_fork
00000002831aa1a0 (__TEXT,__text) non-external _rawimg_add_volume
00000002831ac328 (__TEXT,__text) non-external _rawimg_allocate_header_and_footer
00000002831a9d50 (__TEXT,__text) non-external (was a private external) _rawimg_create_with_path
00000002831abdf0 (__TEXT,__text) non-external (was a private external) _rawimg_create_with_stream
00000002831a9acc (__TEXT,__text) non-external (was a private external) _rawimg_destroy
00000002831ab2ec (__TEXT,__text) non-external _rawimg_digest_worker
00000002831cdc88 (__TEXT,__text) non-external (was a private external) _rawimg_force_in_place
0000000291cb2578 (__DATA_CONST,__const) non-external _rawimg_force_in_place.pass_name
00000002831ab270 (__TEXT,__text) non-external _rawimg_free_chunks
00000002831aa64c (__TEXT,__text) non-external (was a private external) _rawimg_get_digests
00000002831ab990 (__TEXT,__text) non-external (was a private external) _rawimg_save_to_stream
00000002831ab4bc (__TEXT,__text) non-external (was a private external) _rawimg_set_fork_types
00000002831a9b74 (__TEXT,__text) non-external (was a private external) _rawimg_show
00000002831aa1a8 (__TEXT,__text) non-external _rawimg_verify
00000002831b73ec (__TEXT,__text) non-external (was a private external) _reStringAppend
                 (undefined) external _read (from libSystem)
                 (undefined) external _readdir_r (from libSystem)
000000028322a158 (__TEXT,__text) non-external (was a private external) _readerProc
                 (undefined) external _readlink (from libSystem)
                 (undefined) external _realloc (from libSystem)
00000002831e327c (__TEXT,__text) non-external (was a private external) _reallocToFit
000000028320e198 (__TEXT,__text) non-external _realloc_fields
                 (undefined) external _reallocf (from libSystem)
                 (undefined) external _realpath$DARWIN_EXTSN (from libSystem)
                 (undefined) external _regcomp (from libSystem)
                 (undefined) external _regerror (from libSystem)
                 (undefined) external _regexec (from libSystem)
                 (undefined) external _regfree (from libSystem)
00000002831f3c6c (__TEXT,__text) non-external _remap_page
00000002831e5754 (__TEXT,__text) non-external _removeEntryProc
00000002831e5350 (__TEXT,__text) non-external (was a private external) _removeFile
00000002831e580c (__TEXT,__text) non-external _removeLeaveDirProc
00000002831d0734 (__TEXT,__text) non-external _removeStreamAbort
00000002831cfff8 (__TEXT,__text) non-external _removeStreamClose
00000002831d0720 (__TEXT,__text) non-external _removeStreamWriteBlob
00000002831d02e4 (__TEXT,__text) non-external _removeStreamWriteHeader
00000002831e5708 (__TEXT,__text) non-external (was a private external) _removeTree
                 (undefined) external _rename (from libSystem)
000000028321c808 (__TEXT,__text) non-external (was a private external) _reserveDiffSegmentVector
0000000283221d1c (__TEXT,__text) non-external _resizeResourceFork
00000002831f1228 (__TEXT,__text) non-external _resizeStream
0000000283221070 (__TEXT,__text) non-external _resourceForkSize
00000002831e9a54 (__TEXT,__text) non-external (was a private external) _restoreThreadErrorContext
00000002831fef84 (__TEXT,__text) non-external _retireEntryRange
000000028320ceb4 (__TEXT,__text) non-external _retireThreadEnqueue
000000028320a8ac (__TEXT,__text) non-external _retireThreadProc
                 (undefined) external _rmdir (from libSystem)
00000002831f70b0 (__TEXT,__text) non-external _sanitize_internal_controls
00000002831e99e0 (__TEXT,__text) non-external (was a private external) _saveThreadErrorContext
00000002831db098 (__TEXT,__text) non-external _seekTo
00000002831edbf0 (__TEXT,__text) non-external _segment_find
00000002831cf510 (__TEXT,__text) non-external _sendEOF
00000002831eb3b8 (__TEXT,__text) non-external _sendHeader
00000002831bc68c (__TEXT,__text) non-external _sendMessage
0000000283229dac (__TEXT,__text) non-external _sendMessage
00000002831cb6c8 (__TEXT,__text) non-external _sequentialReaderProc
00000002831cb768 (__TEXT,__text) non-external _sequentialWriterProc
00000002831e33e4 (__TEXT,__text) non-external (was a private external) _serializeHexString
00000002832374df (__TEXT,__cstring) non-external _serializeHexString.digit
00000002831f5db0 (__TEXT,__text) non-external _setFieldBlob
00000002831e47e8 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlags
00000002831e4e10 (__TEXT,__text) non-external (was a private external) _setFileAPFSInternalFlagsFD
00000002831e9498 (__TEXT,__text) non-external _setThreadErrorContext
0000000283222fc0 (__TEXT,__text) non-external _setUFCompressedBit
                 (undefined) external _setattrlist (from libSystem)
00000002831f001c (__TEXT,__text) non-external _setupContext
00000002831fd04c (__TEXT,__text) non-external _setupContext
00000002831e33a4 (__TEXT,__text) non-external (was a private external) _sha1ToString
