00007ffa1754aac0 (__TEXT,__text) external _ARMCompilationCallback
00007ffa17faeca0 (__TEXT,__const) non-external __ZN4llvmL41DQuad_with_dsub_2_then_ssub_0SubClassMaskE
00007ffa41ccd500 (__DATA_CONST,__const) non-external __ZN4llvmL41DQuad_with_dsub_2_then_ssub_0SuperclassesE
00007ffa17faed00 (__TEXT,__const) non-external __ZN4llvmL41DQuad_with_dsub_3_then_ssub_0SubClassMaskE
00007ffa41ccd550 (__DATA_CONST,__const) non-external __ZN4llvmL41DQuad_with_dsub_3_then_ssub_0SuperclassesE
00007ffa17faedc0 (__TEXT,__const) non-external __ZN4llvmL41DQuad_with_qsub_0_in_QPR_VFP2SubClassMaskE
00007ffa41ccd610 (__DATA_CONST,__const) non-external __ZN4llvmL41DQuad_with_qsub_0_in_QPR_VFP2SuperclassesE
00007ffa17faeec0 (__TEXT,__const) non-external __ZN4llvmL41DQuad_with_qsub_1_in_QPR_VFP2SubClassMaskE
00007ffa41ccd7a0 (__DATA_CONST,__const) non-external __ZN4llvmL41DQuad_with_qsub_1_in_QPR_VFP2SuperclassesE
00007ffa17f00260 (__TEXT,__const) non-external __ZN4llvmL41GR32_NOAX_and_GR32_NOREX_NOSPSubClassMaskE
00007ffa41c45280 (__DATA_CONST,__const) non-external __ZN4llvmL41GR32_NOAX_and_GR32_NOREX_NOSPSuperclassesE
00007ffa17f004a4 (__TEXT,__const) non-external __ZN4llvmL42GR64_with_sub_32bit_in_GR32_ADSubClassMaskE
00007ffa41c45f80 (__DATA_CONST,__const) non-external __ZN4llvmL42GR64_with_sub_32bit_in_GR32_ADSuperclassesE
00007ffa17f00498 (__TEXT,__const) non-external __ZN4llvmL42GR64_with_sub_32bit_in_GR32_TCSubClassMaskE
00007ffa41c45ee0 (__DATA_CONST,__const) non-external __ZN4llvmL42GR64_with_sub_32bit_in_GR32_TCSuperclassesE
00007ffa17faf120 (__TEXT,__const) non-external __ZN4llvmL42QQQQPR_with_dsub_2_then_ssub_0SubClassMaskE
00007ffa41ccdd00 (__DATA_CONST,__const) non-external __ZN4llvmL42QQQQPR_with_dsub_2_then_ssub_0SuperclassesE
00007ffa17faf130 (__TEXT,__const) non-external __ZN4llvmL42QQQQPR_with_dsub_5_then_ssub_0SubClassMaskE
00007ffa41ccdd50 (__DATA_CONST,__const) non-external __ZN4llvmL42QQQQPR_with_dsub_5_then_ssub_0SuperclassesE
00007ffa17faf140 (__TEXT,__const) non-external __ZN4llvmL42QQQQPR_with_dsub_7_then_ssub_0SubClassMaskE
00007ffa41ccdda0 (__DATA_CONST,__const) non-external __ZN4llvmL42QQQQPR_with_dsub_7_then_ssub_0SuperclassesE
00007ffa17faec70 (__TEXT,__const) non-external __ZN4llvmL43DQuad_with_dsub_1_dsub_2_in_QPRSubClassMaskE
00007ffa41ccd4c0 (__DATA_CONST,__const) non-external __ZN4llvmL43DQuad_with_dsub_1_dsub_2_in_QPRSuperclassesE
00007ffa17fae420 (__TEXT,__const) non-external __ZN4llvmL43DTripleSpc_with_dsub_0_in_DPR_8SubClassMaskE
00007ffa41cccaa0 (__DATA_CONST,__const) non-external __ZN4llvmL43DTripleSpc_with_dsub_0_in_DPR_8SuperclassesE
00007ffa17fae690 (__TEXT,__const) non-external __ZN4llvmL43DTripleSpc_with_dsub_2_in_DPR_8SubClassMaskE
00007ffa41cccd50 (__DATA_CONST,__const) non-external __ZN4llvmL43DTripleSpc_with_dsub_2_in_DPR_8SuperclassesE
00007ffa17fae750 (__TEXT,__const) non-external __ZN4llvmL43DTripleSpc_with_dsub_4_in_DPR_8SubClassMaskE
00007ffa41ccce20 (__DATA_CONST,__const) non-external __ZN4llvmL43DTripleSpc_with_dsub_4_in_DPR_8SuperclassesE
00007ffa17fae360 (__TEXT,__const) non-external __ZN4llvmL43DTriple_with_dsub_2_then_ssub_0SubClassMaskE
00007ffa41ccca00 (__DATA_CONST,__const) non-external __ZN4llvmL43DTriple_with_dsub_2_then_ssub_0SuperclassesE
00007ffa17fae4e0 (__TEXT,__const) non-external __ZN4llvmL43DTriple_with_qsub_0_in_QPR_VFP2SubClassMaskE
00007ffa41cccb60 (__DATA_CONST,__const) non-external __ZN4llvmL43DTriple_with_qsub_0_in_QPR_VFP2SuperclassesE
00007ffa17fadb90 (__TEXT,__const) non-external __ZN4llvmL44DPairSpc_with_dsub_2_then_ssub_0SubClassMaskE
00007ffa41ccc480 (__DATA_CONST,__const) non-external __ZN4llvmL44DPairSpc_with_dsub_2_then_ssub_0SuperclassesE
00007ffa17fae980 (__TEXT,__const) non-external __ZN4llvmL44DQuadSpc_with_dsub_2_then_ssub_0SubClassMaskE
00007ffa41ccd140 (__DATA_CONST,__const) non-external __ZN4llvmL44DQuadSpc_with_dsub_2_then_ssub_0SuperclassesE
00007ffa17fae9d0 (__TEXT,__const) non-external __ZN4llvmL44DQuadSpc_with_dsub_4_then_ssub_0SubClassMaskE
00007ffa41ccd1a0 (__DATA_CONST,__const) non-external __ZN4llvmL44DQuadSpc_with_dsub_4_then_ssub_0SuperclassesE
00007ffa17f003c0 (__TEXT,__const) non-external __ZN4llvmL44GR64_with_sub_32bit_in_GR32_NOAXSubClassMaskE
00007ffa41c457c0 (__DATA_CONST,__const) non-external __ZN4llvmL44GR64_with_sub_32bit_in_GR32_NOAXSuperclassesE
00007ffa17faf060 (__TEXT,__const) non-external __ZN4llvmL45DQuad_with_dsub_1_dsub_2_in_QPR_8SubClassMaskE
00007ffa41ccdaa0 (__DATA_CONST,__const) non-external __ZN4llvmL45DQuad_with_dsub_1_dsub_2_in_QPR_8SuperclassesE
00007ffa17fae200 (__TEXT,__const) non-external __ZN4llvmL45DTriple_with_dsub_1_dsub_2_in_QPRSubClassMaskE
00007ffa41ccc8e0 (__DATA_CONST,__const) non-external __ZN4llvmL45DTriple_with_dsub_1_dsub_2_in_QPRSuperclassesE
00007ffa17f003fc (__TEXT,__const) non-external __ZN4llvmL45GR64_with_sub_16bit_in_GR16_NOREXSubClassMaskE
00007ffa41c45950 (__DATA_CONST,__const) non-external __ZN4llvmL45GR64_with_sub_16bit_in_GR16_NOREXSuperclassesE
00007ffa17fae310 (__TEXT,__const) non-external __ZN4llvmL46DTripleSpc_with_dsub_2_then_ssub_0SubClassMaskE
00007ffa41ccc9b0 (__DATA_CONST,__const) non-external __ZN4llvmL46DTripleSpc_with_dsub_2_then_ssub_0SuperclassesE
00007ffa17fae3d0 (__TEXT,__const) non-external __ZN4llvmL46DTripleSpc_with_dsub_4_then_ssub_0SubClassMaskE
00007ffa41ccca50 (__DATA_CONST,__const) non-external __ZN4llvmL46DTripleSpc_with_dsub_4_then_ssub_0SuperclassesE
00007ffa174c8b20 (__TEXT,__text) non-external __ZN4llvmL47DPair_with_dsub_0_in_DPR_8GetRawAllocationOrderERKNS_15MachineFunctionE
00007ffa174c8b40 (__TEXT,__text) non-external __ZN4llvmL47DPair_with_dsub_1_in_DPR_8GetRawAllocationOrderERKNS_15MachineFunctionE
00007ffa174c8bc0 (__TEXT,__text) non-external __ZN4llvmL47DQuad_with_qsub_0_in_QPR_8GetRawAllocationOrderERKNS_15MachineFunctionE
00007ffa174c8be0 (__TEXT,__text) non-external __ZN4llvmL47DQuad_with_qsub_1_in_QPR_8GetRawAllocationOrderERKNS_15MachineFunctionE
00007ffa17fae840 (__TEXT,__const) non-external __ZN4llvmL47DTriple_with_dsub_1_dsub_2_in_QPR_8SubClassMaskE
00007ffa41cccf90 (__DATA_CONST,__const) non-external __ZN4llvmL47DTriple_with_dsub_1_dsub_2_in_QPR_8SuperclassesE
00007ffa17faee30 (__TEXT,__const) non-external __ZN4llvmL48DQuad_with_dsub_1_dsub_2_in_QPR_VFP2SubClassMaskE
00007ffa41ccd6c0 (__DATA_CONST,__const) non-external __ZN4llvmL48DQuad_with_dsub_1_dsub_2_in_QPR_VFP2SuperclassesE
00007ffa17fada80 (__TEXT,__const) non-external __ZN4llvmL48GPRPair_with_gsub_1_in_hGPR_and_rGPRSubClassMaskE
00007ffa41ccc310 (__DATA_CONST,__const) non-external __ZN4llvmL48GPRPair_with_gsub_1_in_hGPR_and_rGPRSuperclassesE
00007ffa174c8ca0 (__TEXT,__text) non-external __ZN4llvmL48QQQQPR_with_dsub_0_in_DPR_8GetRawAllocationOrderERKNS_15MachineFunctionE
00007ffa174c8cc0 (__TEXT,__text) non-external __ZN4llvmL48QQQQPR_with_dsub_2_in_DPR_8GetRawAllocationOrderERKNS_15MachineFunctionE
00007ffa174c8ce0 (__TEXT,__text) non-external __ZN4llvmL48QQQQPR_with_dsub_4_in_DPR_8GetRawAllocationOrderERKNS_15MachineFunctionE
00007ffa174c8d00 (__TEXT,__text) non-external __ZN4llvmL48QQQQPR_with_dsub_6_in_DPR_8GetRawAllocationOrderERKNS_15MachineFunctionE
00007ffa42ee8680 (__DATA,__bss) non-external __ZN4llvmL4PutsE
00007ffa174c8b80 (__TEXT,__text) non-external __ZN4llvmL50DQuad_with_qsub_0_in_QPR_VFP2GetRawAllocationOrderERKNS_15MachineFunctionE
00007ffa174c8ba0 (__TEXT,__text) non-external __ZN4llvmL50DQuad_with_qsub_1_in_QPR_VFP2GetRawAllocationOrderERKNS_15MachineFunctionE
00007ffa17fae580 (__TEXT,__const) non-external __ZN4llvmL50DTriple_with_dsub_1_dsub_2_in_QPR_VFP2SubClassMaskE
00007ffa41cccc10 (__DATA_CONST,__const) non-external __ZN4llvmL50DTriple_with_dsub_1_dsub_2_in_QPR_VFP2SuperclassesE
00007ffa174c8c40 (__TEXT,__text) non-external __ZN4llvmL51QQQQPR_with_dsub_2_then_ssub_0GetRawAllocationOrderERKNS_15MachineFunctionE
00007ffa174c8c60 (__TEXT,__text) non-external __ZN4llvmL51QQQQPR_with_dsub_5_then_ssub_0GetRawAllocationOrderERKNS_15MachineFunctionE
00007ffa174c8c80 (__TEXT,__text) non-external __ZN4llvmL51QQQQPR_with_dsub_7_then_ssub_0GetRawAllocationOrderERKNS_15MachineFunctionE
00007ffa17f00420 (__TEXT,__const) non-external __ZN4llvmL56GR64_TC_and_GR64_with_sub_32bit_in_GR32_NOAXSubClassMaskE
00007ffa41c45a30 (__DATA_CONST,__const) non-external __ZN4llvmL56GR64_TC_and_GR64_with_sub_32bit_in_GR32_NOAXSuperclassesE
00007ffa17f004bc (__TEXT,__const) non-external __ZN4llvmL56GR64_with_sub_32bit_in_GR32_AD_and_GR32_NOAXSubClassMaskE
00007ffa41c46100 (__DATA_CONST,__const) non-external __ZN4llvmL56GR64_with_sub_32bit_in_GR32_AD_and_GR32_NOAXSuperclassesE
00007ffa17f004b0 (__TEXT,__const) non-external __ZN4llvmL56GR64_with_sub_32bit_in_GR32_NOAX_and_GR32_TCSubClassMaskE
00007ffa41c46020 (__DATA_CONST,__const) non-external __ZN4llvmL56GR64_with_sub_32bit_in_GR32_NOAX_and_GR32_TCSuperclassesE
00007ffa17f0048c (__TEXT,__const) non-external __ZN4llvmL58GR64_with_sub_32bit_in_GR32_ABCD_and_GR32_NOAXSubClassMaskE
00007ffa41c45e50 (__DATA_CONST,__const) non-external __ZN4llvmL58GR64_with_sub_32bit_in_GR32_ABCD_and_GR32_NOAXSuperclassesE
00007ffa17f003cc (__TEXT,__const) non-external __ZN4llvmL58GR64_with_sub_32bit_in_GR32_NOAX_and_GR32_NOSPSubClassMaskE
00007ffa41c45810 (__DATA_CONST,__const) non-external __ZN4llvmL58GR64_with_sub_32bit_in_GR32_NOAX_and_GR32_NOSPSuperclassesE
00007ffa17f00468 (__TEXT,__const) non-external __ZN4llvmL59GR64_TCW64_and_GR64_with_sub_32bit_in_GR32_NOAXSubClassMaskE
00007ffa41c45cb0 (__DATA_CONST,__const) non-external __ZN4llvmL59GR64_TCW64_and_GR64_with_sub_32bit_in_GR32_NOAXSuperclassesE
00007ffa17f0042c (__TEXT,__const) non-external __ZN4llvmL59GR64_with_sub_32bit_in_GR32_NOAX_and_GR32_NOREXSubClassMaskE
00007ffa41c45aa0 (__DATA_CONST,__const) non-external __ZN4llvmL59GR64_with_sub_32bit_in_GR32_NOAX_and_GR32_NOREXSuperclassesE
00007ffa42ee8650 (__DATA,__bss) non-external __ZN4llvmL5FPutsE
00007ffa42ee81a0 (__DATA,__bss) non-external __ZN4llvmL5StrToE
00007ffa17f00450 (__TEXT,__const) non-external __ZN4llvmL64GR64_with_sub_32bit_in_GR32_NOAX_and_GR32_NOREX_NOSPSubClassMaskE
00007ffa41c45bb0 (__DATA_CONST,__const) non-external __ZN4llvmL64GR64_with_sub_32bit_in_GR32_NOAX_and_GR32_NOREX_NOSPSuperclassesE
00007ffa17faee00 (__TEXT,__const) non-external __ZN4llvmL65DQuad_with_ssub_0_and_DQuad_with_dsub_1_dsub_2_in_QPRSubClassMaskE
00007ffa41ccd670 (__DATA_CONST,__const) non-external __ZN4llvmL65DQuad_with_ssub_0_and_DQuad_with_dsub_1_dsub_2_in_QPRSuperclassesE
00007ffa17fae530 (__TEXT,__const) non-external __ZN4llvmL69DTriple_with_ssub_0_and_DTriple_with_dsub_1_dsub_2_in_QPRSubClassMaskE
00007ffa41cccbc0 (__DATA_CONST,__const) non-external __ZN4llvmL69DTriple_with_ssub_0_and_DTriple_with_dsub_1_dsub_2_in_QPRSuperclassesE
00007ffa17f602d0 (__TEXT,__const) non-external __ZN4llvmL69QQ_with_qsub0_in_FPR128_lo_and_QQ_with_qsub1_in_FPR128_loSubClassMaskE
00007ffa41c9f340 (__DATA_CONST,__const) non-external __ZN4llvmL69QQ_with_qsub0_in_FPR128_lo_and_QQ_with_qsub1_in_FPR128_loSuperclassesE
00007ffa178dc400 (__TEXT,__text) non-external __ZN4llvmL6AddOneEPNS_8ConstantE
00007ffa178e39e0 (__TEXT,__text) non-external __ZN4llvmL6AddOneEPNS_8ConstantE
00007ffa178f9dc0 (__TEXT,__text) non-external __ZN4llvmL6AddOneEPNS_8ConstantE
00007ffa42ee8620 (__DATA,__bss) non-external __ZN4llvmL6FWriteE
00007ffa42ee8260 (__DATA,__bss) non-external __ZN4llvmL6MemCmpE
00007ffa42ee8290 (__DATA,__bss) non-external __ZN4llvmL6MemCpyE
00007ffa42ee82f0 (__DATA,__bss) non-external __ZN4llvmL6MemSetE
00007ffa42ee8590 (__DATA,__bss) non-external __ZN4llvmL6PrintFE
00007ffa42ee80e0 (__DATA,__bss) non-external __ZN4llvmL6StpCpyE
00007ffa42ee7f90 (__DATA,__bss) non-external __ZN4llvmL6StrCatE
00007ffa42ee7ff0 (__DATA,__bss) non-external __ZN4llvmL6StrChrE
00007ffa42ee8050 (__DATA,__bss) non-external __ZN4llvmL6StrCmpE
00007ffa42ee80b0 (__DATA,__bss) non-external __ZN4llvmL6StrCpyE
00007ffa42ee8140 (__DATA,__bss) non-external __ZN4llvmL6StrLenE
00007ffa42ee81d0 (__DATA,__bss) non-external __ZN4llvmL6StrSpnE
00007ffa42ee8230 (__DATA,__bss) non-external __ZN4llvmL6StrStrE
00007ffa178dc710 (__TEXT,__text) non-external __ZN4llvmL6SubOneEPNS_8ConstantE
00007ffa178e1c00 (__TEXT,__text) non-external __ZN4llvmL6SubOneEPNS_8ConstantE
00007ffa178f9d90 (__TEXT,__text) non-external __ZN4llvmL6SubOneEPNS_8ConstantE
00007ffa1766f340 (__TEXT,__text) non-external __ZN4llvmL6utostrEyb
00007ffa17a71fe0 (__TEXT,__text) non-external __ZN4llvmL6utostrEyb
00007ffa17b58c60 (__TEXT,__text) non-external __ZN4llvmL6utostrEyb
00007ffa17fae890 (__TEXT,__const) non-external __ZN4llvmL71DTriple_with_dsub_2_in_DPR_8_and_DTriple_with_qsub_0_in_QPRSubClassMaskE
00007ffa41ccd020 (__DATA_CONST,__const) non-external __ZN4llvmL71DTriple_with_dsub_2_in_DPR_8_and_DTriple_with_qsub_0_in_QPRSuperclassesE
00007ffa17f00480 (__TEXT,__const) non-external __ZN4llvmL71GR64_TC_and_GR64_with_sub_32bit_in_GR32_NOAX_and_GR32_NOREXSubClassMaskE
00007ffa41c45da0 (__DATA_CONST,__const) non-external __ZN4llvmL71GR64_TC_and_GR64_with_sub_32bit_in_GR32_NOAX_and_GR32_NOREXSuperclassesE
00007ffa17f60370 (__TEXT,__const) non-external __ZN4llvmL71QQQ_with_qsub0_in_FPR128_lo_and_QQQ_with_qsub1_in_FPR128_loSubClassMaskE
00007ffa41c9f480 (__DATA_CONST,__const) non-external __ZN4llvmL71QQQ_with_qsub0_in_FPR128_lo_and_QQQ_with_qsub1_in_FPR128_loSuperclassesE
00007ffa17f603b0 (__TEXT,__const) non-external __ZN4llvmL71QQQ_with_qsub0_in_FPR128_lo_and_QQQ_with_qsub2_in_FPR128_loSubClassMaskE
00007ffa41c9f520 (__DATA_CONST,__const) non-external __ZN4llvmL71QQQ_with_qsub0_in_FPR128_lo_and_QQQ_with_qsub2_in_FPR128_loSuperclassesE
00007ffa17f60390 (__TEXT,__const) non-external __ZN4llvmL71QQQ_with_qsub1_in_FPR128_lo_and_QQQ_with_qsub2_in_FPR128_loSubClassMaskE
00007ffa41c9f4d0 (__DATA_CONST,__const) non-external __ZN4llvmL71QQQ_with_qsub1_in_FPR128_lo_and_QQQ_with_qsub2_in_FPR128_loSuperclassesE
00007ffa17f603f0 (__TEXT,__const) non-external __ZN4llvmL73QQQQ_with_qsub0_in_FPR128_lo_and_QQQQ_with_qsub1_in_FPR128_loSubClassMaskE
00007ffa41c9f6c0 (__DATA_CONST,__const) non-external __ZN4llvmL73QQQQ_with_qsub0_in_FPR128_lo_and_QQQQ_with_qsub1_in_FPR128_loSuperclassesE
00007ffa17f60408 (__TEXT,__const) non-external __ZN4llvmL73QQQQ_with_qsub0_in_FPR128_lo_and_QQQQ_with_qsub2_in_FPR128_loSubClassMaskE
00007ffa41c9f7b0 (__DATA_CONST,__const) non-external __ZN4llvmL73QQQQ_with_qsub0_in_FPR128_lo_and_QQQQ_with_qsub2_in_FPR128_loSuperclassesE
00007ffa17f60418 (__TEXT,__const) non-external __ZN4llvmL73QQQQ_with_qsub0_in_FPR128_lo_and_QQQQ_with_qsub3_in_FPR128_loSubClassMaskE
00007ffa41c9f890 (__DATA_CONST,__const) non-external __ZN4llvmL73QQQQ_with_qsub0_in_FPR128_lo_and_QQQQ_with_qsub3_in_FPR128_loSuperclassesE
00007ffa17f603f8 (__TEXT,__const) non-external __ZN4llvmL73QQQQ_with_qsub1_in_FPR128_lo_and_QQQQ_with_qsub2_in_FPR128_loSubClassMaskE
00007ffa41c9f710 (__DATA_CONST,__const) non-external __ZN4llvmL73QQQQ_with_qsub1_in_FPR128_lo_and_QQQQ_with_qsub2_in_FPR128_loSuperclassesE
00007ffa17f60410 (__TEXT,__const) non-external __ZN4llvmL73QQQQ_with_qsub1_in_FPR128_lo_and_QQQQ_with_qsub3_in_FPR128_loSubClassMaskE
00007ffa41c9f820 (__DATA_CONST,__const) non-external __ZN4llvmL73QQQQ_with_qsub1_in_FPR128_lo_and_QQQQ_with_qsub3_in_FPR128_loSuperclassesE
00007ffa17f60400 (__TEXT,__const) non-external __ZN4llvmL73QQQQ_with_qsub2_in_FPR128_lo_and_QQQQ_with_qsub3_in_FPR128_loSubClassMaskE
00007ffa41c9f760 (__DATA_CONST,__const) non-external __ZN4llvmL73QQQQ_with_qsub2_in_FPR128_lo_and_QQQQ_with_qsub3_in_FPR128_loSuperclassesE
00007ffa17faeff0 (__TEXT,__const) non-external __ZN4llvmL74DQuad_with_dsub_0_in_DPR_8_and_DQuad_with_dsub_1_dsub_2_in_QPRSubClassMaskE
00007ffa41ccd980 (__DATA_CONST,__const) non-external __ZN4llvmL74DQuad_with_dsub_0_in_DPR_8_and_DQuad_with_dsub_1_dsub_2_in_QPRSuperclassesE
00007ffa17faf0d0 (__TEXT,__const) non-external __ZN4llvmL74DQuad_with_dsub_3_in_DPR_8_and_DQuad_with_dsub_1_dsub_2_in_QPRSubClassMaskE
00007ffa41ccdbe0 (__DATA_CONST,__const) non-external __ZN4llvmL74DQuad_with_dsub_3_in_DPR_8_and_DQuad_with_dsub_1_dsub_2_in_QPRSuperclassesE
00007ffa17fae640 (__TEXT,__const) non-external __ZN4llvmL74DTriple_with_dsub_2_then_ssub_0_and_DTriple_with_qsub_0_in_QPRSubClassMaskE
00007ffa41cccce0 (__DATA_CONST,__const) non-external __ZN4llvmL74DTriple_with_dsub_2_then_ssub_0_and_DTriple_with_qsub_0_in_QPRSuperclassesE
00007ffa17faef60 (__TEXT,__const) non-external __ZN4llvmL77DQuad_with_dsub_3_then_ssub_0_and_DQuad_with_dsub_1_dsub_2_in_QPRSubClassMaskE
00007ffa41ccd880 (__DATA_CONST,__const) non-external __ZN4llvmL77DQuad_with_dsub_3_then_ssub_0_and_DQuad_with_dsub_1_dsub_2_in_QPRSuperclassesE
00007ffa17fae7a0 (__TEXT,__const) non-external __ZN4llvmL78DTriple_with_dsub_0_in_DPR_8_and_DTriple_with_dsub_1_dsub_2_in_QPRSubClassMaskE
00007ffa41ccce90 (__DATA_CONST,__const) non-external __ZN4llvmL78DTriple_with_dsub_0_in_DPR_8_and_DTriple_with_dsub_1_dsub_2_in_QPRSuperclassesE
00007ffa42ee85f0 (__DATA,__bss) non-external __ZN4llvmL7FPrintFE
00007ffa42ee8488 (__DATA,__bss) non-external __ZN4llvmL7IsAsciiE
00007ffa42ee8458 (__DATA,__bss) non-external __ZN4llvmL7IsDigitE
00007ffa42ee82c0 (__DATA,__bss) non-external __ZN4llvmL7MemMoveE
00007ffa42ee85c0 (__DATA,__bss) non-external __ZN4llvmL7SPrintFE
00007ffa42ee8200 (__DATA,__bss) non-external __ZN4llvmL7StrCSpnE
00007ffa42ee7fc0 (__DATA,__bss) non-external __ZN4llvmL7StrNCatE
00007ffa42ee8080 (__DATA,__bss) non-external __ZN4llvmL7StrNCmpE
00007ffa42ee8110 (__DATA,__bss) non-external __ZN4llvmL7StrNCpyE
00007ffa42ee8170 (__DATA,__bss) non-external __ZN4llvmL7StrPBrkE
00007ffa42ee8020 (__DATA,__bss) non-external __ZN4llvmL7StrRChrE
00007ffa42ee84b8 (__DATA,__bss) non-external __ZN4llvmL7ToAsciiE
00007ffa17effee0 (__TEXT,__const) non-external __ZN4llvmL7VTListsE
00007ffa17f5ff00 (__TEXT,__const) non-external __ZN4llvmL7VTListsE
00007ffa17fad300 (__TEXT,__const) non-external __ZN4llvmL7VTListsE
00007ffa41c9cf40 (__DATA_CONST,__const) non-external __ZN4llvmL8SLMModelE
00007ffa42ee83c8 (__DATA,__bss) non-external __ZN4llvmL8SinCosPiE
00007ffa1730c370 (__TEXT,__text) non-external __ZN4llvmL8jit_noopEv
00007ffa41c9ce80 (__DATA_CONST,__const) non-external __ZN4llvmL9AtomModelE
00007ffa42ee7e40 (__DATA,__bss) non-external __ZN4llvmL9MemCpyChkE
00007ffa42ee7eb0 (__DATA,__bss) non-external __ZN4llvmL9MemSetChkE
00007ffa42ee7f20 (__DATA,__bss) non-external __ZN4llvmL9StpCpyChkE
00007ffa42ee7ee8 (__DATA,__bss) non-external __ZN4llvmL9StrCpyChkE
00007ffa173bac20 (__TEXT,__text) non-external __ZN4llvmL9addRegRegERKNS_19MachineInstrBuilderEjbjb
00007ffa179dc9a0 (__TEXT,__text) non-external __ZN4llvmlsERNS_11raw_ostreamERKN12_GLOBAL__N_113LVILatticeValE
00007ffa174d7790 (__TEXT,__text) non-external (was a private external) __ZN4llvmlsERNS_11raw_ostreamERKNS_12MachineInstrE
00007ffa17c441a0 (__TEXT,__text) external __ZN4llvmlsERNS_11raw_ostreamERKNS_17BranchProbabilityE
00007ffa177347a0 (__TEXT,__text) external __ZN4llvmlsERNS_11raw_ostreamERKNS_17MachineBasicBlockE
00007ffa1775ae80 (__TEXT,__text) external __ZN4llvmlsERNS_11raw_ostreamERKNS_17MachineMemOperandE
00007ffa17b305c0 (__TEXT,__text) non-external (was a private external) __ZN4llvmlsERNS_11raw_ostreamERKNS_5TwineE
00007ffa17304bc0 (__TEXT,__text) non-external (was a private external) __ZN4llvmlsERNS_11raw_ostreamERKNS_5ValueE
00007ffa1747d1a0 (__TEXT,__text) non-external (was a private external) __ZN4llvmlsERNS_11raw_ostreamERKNS_6MCInstE
00007ffa17bdaee0 (__TEXT,__text) external __ZN4llvmlsERNS_11raw_ostreamERKNS_7MCFixupE
00007ffa1771a380 (__TEXT,__text) external __ZN4llvmlsERNS_11raw_ostreamERKNS_9LiveRange7SegmentE
00007ffa17304cf0 (__TEXT,__text) non-external __ZN4llvmlsERNS_11raw_ostreamERNS_4TypeE
00007ffa17aaeff0 (__TEXT,__text) non-external (was a private external) __ZN4llvmlsINS_10BasicBlockEEERNS_11raw_ostreamES3_PKNS_15DomTreeNodeBaseIT_EE
00007ffa1774db60 (__TEXT,__text) non-external (was a private external) __ZN4llvmlsINS_17MachineBasicBlockEEERNS_11raw_ostreamES3_PKNS_15DomTreeNodeBaseIT_EE
00007ffa172269e0 (__TEXT,__text) non-external (was a private external) __ZN4llvmplERKNS_5TwineES2_
00007ffa17b77570 (__TEXT,__text) non-external __ZNK12_GLOBAL__N_110ARMOperand10isARMSOImmEv
00007ffa17b6fff0 (__TEXT,__text) non-external __ZNK12_GLOBAL__N_110ARMOperand11getStartLocEv
00007ffa17b84cf0 (__TEXT,__text) non-external __ZNK12_GLOBAL__N_110ARMOperand12isImm0_508s4Ev
00007ffa17b84c20 (__TEXT,__text) non-external __ZNK12_GLOBAL__N_110ARMOperand12isMemThumbRREv
00007ffa17b84730 (__TEXT,__text) non-external __ZNK12_GLOBAL__N_110ARMOperand12isT2SOImmNegEv
00007ffa17b84840 (__TEXT,__text) non-external __ZNK12_GLOBAL__N_110ARMOperand12isT2SOImmNotEv
00007ffa17b84090 (__TEXT,__text) non-external __ZNK12_GLOBAL__N_110ARMOperand12isThumbMemPCEv
00007ffa17b844f0 (__TEXT,__text) non-external __ZNK12_GLOBAL__N_110ARMOperand13isARMSOImmNegEv
00007ffa17b84660 (__TEXT,__text) non-external __ZNK12_GLOBAL__N_110ARMOperand13isARMSOImmNotEv
00007ffa17b77640 (__TEXT,__text) non-external __ZNK12_GLOBAL__N_110ARMOperand13isImm0_1020s4Ev
00007ffa17b84c80 (__TEXT,__text) non-external __ZNK12_GLOBAL__N_110ARMOperand13isMemThumbSPIEv
00007ffa17b84390 (__TEXT,__text) non-external __ZNK12_GLOBAL__N_110ARMOperand13isNEONi32vmovEv
00007ffa17b84ae0 (__TEXT,__text) non-external __ZNK12_GLOBAL__N_110ARMOperand14isMemThumbRIs1Ev
00007ffa17b84b40 (__TEXT,__text) non-external __ZNK12_GLOBAL__N_110ARMOperand14isMemThumbRIs2Ev
00007ffa17b84bb0 (__TEXT,__text) non-external __ZNK12_GLOBAL__N_110ARMOperand14isMemThumbRIs4Ev
00007ffa17b84320 (__TEXT,__text) non-external __ZNK12_GLOBAL__N_110ARMOperand14isNEONi32splatEv
00007ffa17b841d0 (__TEXT,__text) non-external __ZNK12_GLOBAL__N_110ARMOperand14isVecListDPairEv
00007ffa17b84d50 (__TEXT,__text) non-external __ZNK12_GLOBAL__N_110ARMOperand15isImm0_508s4NegEv
00007ffa17b84a60 (__TEXT,__text) non-external __ZNK12_GLOBAL__N_110ARMOperand15isMemPCRelImm12Ev
00007ffa17b84440 (__TEXT,__text) non-external __ZNK12_GLOBAL__N_110ARMOperand16isNEONi32vmovNegEv
00007ffa17b849b0 (__TEXT,__text) non-external __ZNK12_GLOBAL__N_110ARMOperand16isT2MemRegOffsetEv
00007ffa17b84120 (__TEXT,__text) non-external __ZNK12_GLOBAL__N_110ARMOperand16isUnsignedOffsetILj8ELj2EEEbv
