00000001e2d20868 (__DATA,__data) external _DefaultServerName
00000001d37afa00 (__TEXT,__text) external _phFriNfc_TopazMap_ChkNdef
00000001d37afc40 (__TEXT,__text) external _phFriNfc_TopazMap_ConvertToReadOnly
00000001d37b01f4 (__TEXT,__text) external _phFriNfc_TopazMap_Process
00000001e2d21980 (__DATA,__bss) non-external _phFriNfc_TopazMap_Process.written_lock_byte
00000001d37afde4 (__TEXT,__text) external _phFriNfc_TopazMap_RdNdef
00000001d37afff8 (__TEXT,__text) external _phFriNfc_TopazMap_WrNdef
00000001e2d20c0c (__DATA,__data) non-external _phFriNfc_TopazMap_WrNdef.aPacketData
00000001e2d20c10 (__DATA,__data) non-external _phFriNfc_TopazMap_WrNdef.dwPktDataLength
00000001d37b0c4c (__TEXT,__text) external _phFriNfc_Topaz_CB_Transceive
00000001d37dc6a0 (__TEXT,__text) external _phFriNfc_Tpz_Dynamic_H_ChkLockBits
00000001d37dcbf8 (__TEXT,__text) external _phFriNfc_Tpz_H_ActualCardSize
00000001d37b0184 (__TEXT,__text) external _phFriNfc_Tpz_H_BlkChk
00000001d37b0d84 (__TEXT,__text) external _phFriNfc_Tpz_H_CallNxtOp
00000001d37dbc84 (__TEXT,__text) external _phFriNfc_Tpz_H_CheckCCBytes
00000001d37dc634 (__TEXT,__text) external _phFriNfc_Tpz_H_CheckCCBytesForWrite
00000001d37b1198 (__TEXT,__text) external _phFriNfc_Tpz_H_ChkCCBytes
00000001d37b0edc (__TEXT,__text) external _phFriNfc_Tpz_H_ChkCCinChkNdef
00000001d37b0ce4 (__TEXT,__text) external _phFriNfc_Tpz_H_ChkLockBits
00000001d37dae6c (__TEXT,__text) external _phFriNfc_Tpz_H_ChkReadID
00000001d37b0f78 (__TEXT,__text) external _phFriNfc_Tpz_H_ChkSpcVer
00000001d37dcd44 (__TEXT,__text) external _phFriNfc_Tpz_H_CompareLockBlocks
00000001d37dcde0 (__TEXT,__text) external _phFriNfc_Tpz_H_CompareMemBlocks
00000001d37b0ab0 (__TEXT,__text) external _phFriNfc_Tpz_H_Complete
00000001d37dc244 (__TEXT,__text) external _phFriNfc_Tpz_H_CopyReadData
00000001e2d21992 (__DATA,__bss) non-external _phFriNfc_Tpz_H_CopyReadData.wSkipSize
00000001d37db83c (__TEXT,__text) external _phFriNfc_Tpz_H_CopyReadDataAndWrite
00000001e2d2199c (__DATA,__bss) non-external _phFriNfc_Tpz_H_CopyReadDataAndWrite.wSkipSize
00000001d37db428 (__TEXT,__text) external _phFriNfc_Tpz_H_CopySendWrData
00000001d37aff20 (__TEXT,__text) external _phFriNfc_Tpz_H_CpDataToUsrBuf
00000001d37dc874 (__TEXT,__text) external _phFriNfc_Tpz_H_GetLockBytesInfo
00000001d37dc9e8 (__TEXT,__text) external _phFriNfc_Tpz_H_GetMemBytesInfo
00000001d37da29c (__TEXT,__text) external _phFriNfc_Tpz_H_GetNDEFValueFieldAddrForRead
00000001d37db380 (__TEXT,__text) external _phFriNfc_Tpz_H_GetNDEFValueFieldAddrForWrite
00000001d37dc71c (__TEXT,__text) external _phFriNfc_Tpz_H_GetSkipSize
00000001d37d9fd0 (__TEXT,__text) external _phFriNfc_Tpz_H_NxpRead
00000001d37da5bc (__TEXT,__text) external _phFriNfc_Tpz_H_NxpWrite
00000001d37dc7e0 (__TEXT,__text) external _phFriNfc_Tpz_H_ParseLockTLVType
00000001d37dc948 (__TEXT,__text) external _phFriNfc_Tpz_H_ParseMemTLVType
00000001d37dcb0c (__TEXT,__text) external _phFriNfc_Tpz_H_ParseNdefTLVType
00000001d37dbd44 (__TEXT,__text) external _phFriNfc_Tpz_H_ParseTLVs
00000001e2d21997 (__DATA,__bss) non-external _phFriNfc_Tpz_H_ParseTLVs.aLockMemBuf
00000001e2d21996 (__DATA,__bss) non-external _phFriNfc_Tpz_H_ParseTLVs.bLockMemNdefIndex
00000001e2d2199a (__DATA,__bss) non-external _phFriNfc_Tpz_H_ParseTLVs.wNdefTlvByteAddr
00000001e2d21994 (__DATA,__bss) non-external _phFriNfc_Tpz_H_ParseTLVs.wSkipSize
00000001d37b0948 (__TEXT,__text) external _phFriNfc_Tpz_H_ProCCTLV
00000001d37dad7c (__TEXT,__text) external _phFriNfc_Tpz_H_ProRdForWrResp
00000001d37b05fc (__TEXT,__text) external _phFriNfc_Tpz_H_ProReadAll
00000001d37b0564 (__TEXT,__text) external _phFriNfc_Tpz_H_ProReadID
00000001d37da928 (__TEXT,__text) external _phFriNfc_Tpz_H_ProReadResp
00000001d37b0734 (__TEXT,__text) external _phFriNfc_Tpz_H_ProWrNMN
00000001d37daa98 (__TEXT,__text) external _phFriNfc_Tpz_H_ProWrResp
00000001d37b0828 (__TEXT,__text) external _phFriNfc_Tpz_H_ProWrTLV
00000001d37b0460 (__TEXT,__text) external _phFriNfc_Tpz_H_ProWrUsrData
00000001d37daf18 (__TEXT,__text) external _phFriNfc_Tpz_H_ProcessReadOnly
00000001e2d21990 (__DATA,__bss) non-external _phFriNfc_Tpz_H_ProcessReadOnly.aStaticLockBytes
00000001d37afb0c (__TEXT,__text) external _phFriNfc_Tpz_H_RdBytes
00000001d37db260 (__TEXT,__text) external _phFriNfc_Tpz_H_RdForWrite
00000001d37da344 (__TEXT,__text) external _phFriNfc_Tpz_H_RemainingReadDataCopy
00000001d37db118 (__TEXT,__text) external _phFriNfc_Tpz_H_UpdateAndWriteLockBits
00000001d37dba08 (__TEXT,__text) external _phFriNfc_Tpz_H_UpdateLenFieldValuesAfterRead
00000001e2d2199e (__DATA,__bss) non-external _phFriNfc_Tpz_H_UpdateLenFieldValuesAfterRead.wSkipSize
00000001d37db60c (__TEXT,__text) external _phFriNfc_Tpz_H_UpdateLenFieldZeroAfterRead
00000001e2d219a0 (__DATA,__bss) non-external _phFriNfc_Tpz_H_UpdateLenFieldZeroAfterRead.wSkipSize
00000001d37db570 (__TEXT,__text) external _phFriNfc_Tpz_H_UpdateNdefTypeField
00000001d37afd08 (__TEXT,__text) external _phFriNfc_Tpz_H_WrAByte
00000001d37b1320 (__TEXT,__text) external _phFriNfc_Tpz_H_WrByte0ValE1
00000001d37b1288 (__TEXT,__text) external _phFriNfc_Tpz_H_WrCCorTLV
00000001d37b1390 (__TEXT,__text) external _phFriNfc_Tpz_H_WrLByte
00000001d37b1008 (__TEXT,__text) external _phFriNfc_Tpz_H_findNDEFTLV
00000001d378ed74 (__TEXT,__text) external _phFriNfc_ValidateParams
00000001d37760f4 (__TEXT,__text) external _phHciNfc_AddRegistration
00000001d3775104 (__TEXT,__text) external _phHciNfc_AnyGetParameter
00000001e2d216b8 (__DATA,__bss) non-external _phHciNfc_AnyGetParameter.pData
00000001d3774ec0 (__TEXT,__text) external _phHciNfc_AnyGetParameterCb
00000001d3774b94 (__TEXT,__text) external _phHciNfc_AnyOkCb
00000001d37755a4 (__TEXT,__text) external _phHciNfc_AnySetParameter
00000001e2d216c0 (__DATA,__bss) non-external _phHciNfc_AnySetParameter.tSetParamData
00000001d3774da8 (__TEXT,__text) external _phHciNfc_AnySetParameterCb
00000001d37723f0 (__TEXT,__text) external _phHciNfc_CacheHciPacket
00000001d37b9988 (__TEXT,__text) external _phHciNfc_CalcPower
00000001d37b98fc (__TEXT,__text) external _phHciNfc_CalcWtxTimeout
00000001d37753b4 (__TEXT,__text) external _phHciNfc_CheckPropGate
00000001d37b914c (__TEXT,__text) external _phHciNfc_CheckTransOnApduPipe
00000001d3774c4c (__TEXT,__text) external _phHciNfc_CmdSendCb
00000001d3771aec (__TEXT,__text) external _phHciNfc_CoreAbortAllTran
00000001d3771d94 (__TEXT,__text) external _phHciNfc_CoreClearRxBuffers
00000001d3771990 (__TEXT,__text) external _phHciNfc_CoreDeInit
00000001d37a49c4 (__TEXT,__text) external _phHciNfc_CoreDeleteList
00000001d37a4acc (__TEXT,__text) external _phHciNfc_CoreGetNewNode
00000001d3771410 (__TEXT,__text) external _phHciNfc_CoreInit
00000001d3771bc0 (__TEXT,__text) external _phHciNfc_CoreInitRxData
00000001d3771574 (__TEXT,__text) external _phHciNfc_CoreInitialiseContext
00000001d3771660 (__TEXT,__text) external _phHciNfc_CoreRecvCB
00000001e2d216b3 (__DATA,__bss) non-external _phHciNfc_CoreRecvCB.bFirstChain
00000001d37725dc (__TEXT,__text) external _phHciNfc_CoreReleaseMemory
00000001d3771e30 (__TEXT,__text) external _phHciNfc_CoreSend
00000001d3775794 (__TEXT,__text) external _phHciNfc_CreateApduPipeCb
00000001d377227c (__TEXT,__text) external _phHciNfc_CreateHCICmdRspTimer
00000001d3775958 (__TEXT,__text) external _phHciNfc_CreateIFSeApduPipe
00000001d37be640 (__TEXT,__text) external _phHciNfc_CreateSEGetAtrTimer
00000001d37be6d8 (__TEXT,__text) external _phHciNfc_CreateSETranseiveTimer
00000001d3771d08 (__TEXT,__text) external _phHciNfc_GetAllocatedPipeIndex
00000001d3771c68 (__TEXT,__text) external _phHciNfc_GetHciPipeIndex
00000001d3775bec (__TEXT,__text) external _phHciNfc_GetIFSePipeId
00000001d3775dc4 (__TEXT,__text) external _phHciNfc_GetPipeId
00000001d3776404 (__TEXT,__text) external _phHciNfc_GetPipeIndex
00000001d3772314 (__TEXT,__text) external _phHciNfc_HciCmdRspCb
00000001d37a4c3c (__TEXT,__text) external _phHciNfc_HciCoreExtractData
00000001d37721c0 (__TEXT,__text) external _phHciNfc_HciCoreLowerLayerSendCb
00000001d37724a0 (__TEXT,__text) external _phHciNfc_HciResendPacketCb
00000001d3775ea8 (__TEXT,__text) external _phHciNfc_OpenPipe
00000001d3774fd8 (__TEXT,__text) external _phHciNfc_OpenPipeCb
00000001d377699c (__TEXT,__text) external _phHciNfc_ProcessClearAllPipeNotifyCmd
00000001d37b96b0 (__TEXT,__text) external _phHciNfc_ProcessEventsOnApduPipe
00000001d3776c80 (__TEXT,__text) external _phHciNfc_ProcessEventsOnPipe
00000001d37765cc (__TEXT,__text) external _phHciNfc_ProcessPipeCreateNotifyCmd
00000001d37b8c08 (__TEXT,__text) external _phHciNfc_ProcessRspsOnApduPipe
00000001d37bd71c (__TEXT,__text) external _phHciNfc_ProcessSERemovedNtf
00000001d3774cf8 (__TEXT,__text) external _phHciNfc_RawCmdSendCb
00000001d3776ac0 (__TEXT,__text) external _phHciNfc_ReceiveAdminNotifyCmd
00000001d37764e0 (__TEXT,__text) external _phHciNfc_ReceiveAdminNotifyEvt
00000001d37b9d3c (__TEXT,__text) external _phHciNfc_ReceiveHandler
00000001d377678c (__TEXT,__text) external _phHciNfc_ReceiveOpenPipeNotifyCmd
00000001d377543c (__TEXT,__text) external _phHciNfc_RegisterCmdRspEvt
00000001d37b88ec (__TEXT,__text) external _phHciNfc_RegisterForEvents
00000001d3776294 (__TEXT,__text) external _phHciNfc_RemoveRegistration
00000001d37b8da0 (__TEXT,__text) external _phHciNfc_Transceive
00000001d3776360 (__TEXT,__text) external _phHciNfc_UnRegAllRspCb
00000001d3775cd0 (__TEXT,__text) external _phHciNfc_UnRegisterCmdRspEvt
00000001d37761d0 (__TEXT,__text) external _phHciNfc_VerifyIfRegistered
00000001d37be568 (__TEXT,__text) external _phHciNfc_eSEGetAtrTimeOutCb
00000001d37be770 (__TEXT,__text) external _phHciNfc_eSETranseiveTimeOutCb
00000001d37c5ad4 (__TEXT,__text) external _phLibNfc_549ProcSysL1LogNtf
00000001d37c6d60 (__TEXT,__text) external _phLibNfc_549ProcSysL2LogNtf
00000001d37c60e8 (__TEXT,__text) external _phLibNfc_67ProcSysL2LogNtf
00000001d37b60ec (__TEXT,__text) external _phLibNfc_AbortHceData
00000001d37b5838 (__TEXT,__text) external _phLibNfc_Actv2Discovery
00000001d37b58bc (__TEXT,__text) external _phLibNfc_Actv2Init
00000001d379623c (__TEXT,__text) external _phLibNfc_AntennaSelfTest
00000001d380cb7c (__TEXT,__const) non-external _phLibNfc_ApcCalcParams
00000001d380cabc (__TEXT,__const) non-external _phLibNfc_ApcCalcParamsNfc2_6
00000001d37c5138 (__TEXT,__text) external _phLibNfc_ApcCalculation2_x
00000001d37c52bc (__TEXT,__text) external _phLibNfc_ApcCalculation3_0
00000001d37c7834 (__TEXT,__text) external _phLibNfc_BuildSetCfgSignedCmdPayload
00000001d379ded0 (__TEXT,__text) external _phLibNfc_CalSectorAddress
00000001d3777a04 (__TEXT,__text) external _phLibNfc_CardEmulation_DataReceiveCb
00000001d37988d4 (__TEXT,__text) external _phLibNfc_CardEmulation_NtfRegister
00000001d379897c (__TEXT,__text) external _phLibNfc_CardEmulation_NtfUnregister
00000001d37c576c (__TEXT,__text) external _phLibNfc_CheckDpllLock
00000001d379b56c (__TEXT,__text) external _phLibNfc_CheckMfpEVxSl
00000001d379b6b0 (__TEXT,__text) external _phLibNfc_CheckMfpEVxSlResp
00000001d37b6228 (__TEXT,__text) external _phLibNfc_CheckPcdDevice
00000001d379b76c (__TEXT,__text) external _phLibNfc_CheckTagTypeMfpEV1
00000001d379b8ec (__TEXT,__text) external _phLibNfc_CheckTagTypeMfpEV1Resp
00000001d379dd94 (__TEXT,__text) external _phLibNfc_ChkAuthCmdMFC
00000001d37b7234 (__TEXT,__text) external _phLibNfc_ChkDeActType
00000001d37b2880 (__TEXT,__text) external _phLibNfc_ChkDiscoveryType
00000001d37b53c4 (__TEXT,__text) external _phLibNfc_ChkDiscoveryTypeAndMode
00000001d37addf0 (__TEXT,__text) external _phLibNfc_ChkMFCAuthWrtCmd
00000001d37adf28 (__TEXT,__text) external _phLibNfc_ChkMfCTag
00000001d379e360 (__TEXT,__text) external _phLibNfc_ChkPresence_Trcv_Cb
00000001d37b6c84 (__TEXT,__text) external _phLibNfc_ChkRfListnerforKovioPoll
00000001d37b6d34 (__TEXT,__text) external _phLibNfc_ChkRfListnerforNFCAListen
00000001d37b67f4 (__TEXT,__text) external _phLibNfc_ChkRfListnerforNFCAPoll
00000001d37b6df4 (__TEXT,__text) external _phLibNfc_ChkRfListnerforNFCBListen
00000001d37b6a0c (__TEXT,__text) external _phLibNfc_ChkRfListnerforNFCBPoll
00000001d37b6ea4 (__TEXT,__text) external _phLibNfc_ChkRfListnerforNFCFListen
00000001d37b6af8 (__TEXT,__text) external _phLibNfc_ChkRfListnerforNFCFPoll
00000001d37b6bd4 (__TEXT,__text) external _phLibNfc_ChkRfListnerforNFCISO15693Poll
00000001d379dd10 (__TEXT,__text) external _phLibNfc_ChkT2Ttag
00000001d377e0d8 (__TEXT,__text) external _phLibNfc_ClearEseSessionIdProc
00000001d377dfd8 (__TEXT,__text) external _phLibNfc_ClearEseSessionIdSeq
00000001d37b207c (__TEXT,__text) external _phLibNfc_ClearExpModeSParams
00000001d37c446c (__TEXT,__text) external _phLibNfc_ClearMultiTagInfoCmd
00000001d37c44f0 (__TEXT,__text) external _phLibNfc_ClearMultiTagInfoProc
00000001d379aed4 (__TEXT,__text) external _phLibNfc_ClearNdefInfo
00000001d37d8b50 (__TEXT,__text) external _phLibNfc_ClearSeEvents
00000001d3766118 (__TEXT,__text) external _phLibNfc_Clear_NdefInfo
00000001d3764d10 (__TEXT,__text) external _phLibNfc_CloseLogConnCmd
00000001d37c9f80 (__TEXT,__text) external _phLibNfc_ClrRetAssertDataCb
00000001d37c57d8 (__TEXT,__text) external _phLibNfc_Compute7816ClifTech
00000001d37c5650 (__TEXT,__text) external _phLibNfc_ComputeDataRxFailure
00000001d37c5430 (__TEXT,__text) external _phLibNfc_ComputeL1FelicaState
00000001d37c53d0 (__TEXT,__text) external _phLibNfc_ComputeL1State
00000001d37c5490 (__TEXT,__text) external _phLibNfc_ComputeL2ClifState
00000001d37c54f0 (__TEXT,__text) external _phLibNfc_ComputeLxClifTech
00000001d3763850 (__TEXT,__text) external _phLibNfc_ComputeMemDumpAddr
00000001d3794af0 (__TEXT,__text) external _phLibNfc_ComputeMwVerStr
00000001d37c2028 (__TEXT,__text) external _phLibNfc_ConfigAssertLoggingCmd
00000001d37c210c (__TEXT,__text) external _phLibNfc_ConfigAssertLoggingProc
00000001d37c21a8 (__TEXT,__text) external _phLibNfc_ConfigAssertLoggingSeqComp
00000001d37b2e0c (__TEXT,__text) external _phLibNfc_ConfigDiscParams
00000001d37b2760 (__TEXT,__text) external _phLibNfc_ConfigDiscParamsBackwardComp
00000001d37c17a0 (__TEXT,__text) external _phLibNfc_ConfigHsuBrCmd
00000001d37c1904 (__TEXT,__text) external _phLibNfc_ConfigHsuBrResp
00000001d37c1c3c (__TEXT,__text) external _phLibNfc_ConfigHsuBrSeqComplete
00000001d37c1ce4 (__TEXT,__text) external _phLibNfc_ConfigLoggingCmd
00000001d37c1f08 (__TEXT,__text) external _phLibNfc_ConfigLoggingProc
00000001d37c1fa4 (__TEXT,__text) external _phLibNfc_ConfigLoggingSeqComp
00000001d37c996c (__TEXT,__text) external _phLibNfc_ConfigNciMode
00000001d377c060 (__TEXT,__text) external _phLibNfc_ConfigRoutingTableComplete
00000001d377bfe4 (__TEXT,__text) external _phLibNfc_ConfigRoutingTableProc
00000001d3766010 (__TEXT,__text) external _phLibNfc_ConfigSpmiSlaveIdHostIrqOffset
00000001d37c4598 (__TEXT,__text) external _phLibNfc_ConfigTestMode
00000001d37c471c (__TEXT,__text) external _phLibNfc_ConfigTestModeComplete
00000001d37c98fc (__TEXT,__text) external _phLibNfc_ConfigTestModeEnd
00000001d37c4dfc (__TEXT,__text) external _phLibNfc_ConfigTestModeOff
00000001d37c4eec (__TEXT,__text) external _phLibNfc_ConfigTestModeOffComplete
00000001d37c4e88 (__TEXT,__text) external _phLibNfc_ConfigTestModeOffRspCb
00000001d37c4634 (__TEXT,__text) external _phLibNfc_ConfigTestModeRspCb
00000001d37b6700 (__TEXT,__text) external _phLibNfc_ConnChkDevType
00000001d37b6780 (__TEXT,__text) external _phLibNfc_ConnChkTgtType
00000001d378abd4 (__TEXT,__text) external _phLibNfc_ConnHandover_DeInitialize
00000001d378ab8c (__TEXT,__text) external _phLibNfc_ConnHandover_Initialize
00000001d378ac1c (__TEXT,__text) external _phLibNfc_ConnHandover_ProcessNdefRecords
00000001d37b64bc (__TEXT,__text) external _phLibNfc_ConnIsRfListnerRegisterd
00000001d37944f4 (__TEXT,__text) external _phLibNfc_ConnectExtensionFelica_Cb
00000001d3797824 (__TEXT,__text) external _phLibNfc_ConvertToReadOnlyNdef
00000001d37979c8 (__TEXT,__text) external _phLibNfc_ConvertToReadWriteNdef
00000001d37c89a4 (__TEXT,__text) external _phLibNfc_ConvertToRemDevType
00000001d37790fc (__TEXT,__text) external _phLibNfc_CrcConfig
00000001d377927c (__TEXT,__text) external _phLibNfc_CrcConfigProcess
00000001d37c911c (__TEXT,__text) external _phLibNfc_CrcErrorNtfHandler
00000001d3764c84 (__TEXT,__text) external _phLibNfc_CreateLogConnCb
00000001d3764c00 (__TEXT,__text) external _phLibNfc_CreateLogConnCmd
00000001d37c91dc (__TEXT,__text) external _phLibNfc_CustTrimErrorNtfHandler
00000001d379e708 (__TEXT,__text) external _phLibNfc_DataExPresenceCheck
00000001e2d218e6 (__DATA,__bss) non-external _phLibNfc_DataExPresenceCheck.b15693CmdBuff
00000001e2d20896 (__DATA,__data) non-external _phLibNfc_DataExPresenceCheck.b4ACmdBuff
00000001e2d218c0 (__DATA,__bss) non-external _phLibNfc_DataExPresenceCheck.b4ARespBuff
00000001e2d218e3 (__DATA,__bss) non-external _phLibNfc_DataExPresenceCheck.bCommonCmdBuff
00000001e2d218f1 (__DATA,__bss) non-external _phLibNfc_DataExPresenceCheck.bCommonRespBuff
00000001e2d208a4 (__DATA,__data) non-external _phLibNfc_DataExPresenceCheck.bFelicaCmdBuff
00000001e2d218c8 (__DATA,__bss) non-external _phLibNfc_DataExPresenceCheck.bFelicaRespBuff
00000001e2d2089d (__DATA,__data) non-external _phLibNfc_DataExPresenceCheck.bJewelCmdBuff
00000001e2d218c2 (__DATA,__bss) non-external _phLibNfc_DataExPresenceCheck.bJewelRespBuff
00000001e2d218ad (__DATA,__bss) non-external _phLibNfc_DataExPresenceCheck.bRATSRespBuff
00000001d3773cb8 (__TEXT,__text) external _phLibNfc_DeActvNtfRegister_Resp_Cb
00000001d377c254 (__TEXT,__text) external _phLibNfc_DeInitialize
00000001d377c32c (__TEXT,__text) external _phLibNfc_DeInitializeComplete
00000001d377c2c8 (__TEXT,__text) external _phLibNfc_DeInitializeProcess
00000001d37b298c (__TEXT,__text) external _phLibNfc_DelayDiscTimerCb
00000001d37be1e4 (__TEXT,__text) external _phLibNfc_DelayForSeNtf
00000001d37be2e4 (__TEXT,__text) external _phLibNfc_DelayForSeNtfProc
00000001d379bb94 (__TEXT,__text) external _phLibNfc_DeselectCmdMfpSL1
00000001d379bd30 (__TEXT,__text) external _phLibNfc_DeselectCmdMfpSL1Resp
00000001d377e220 (__TEXT,__text) external _phLibNfc_DisableNfceeDisc
00000001d3779974 (__TEXT,__text) external _phLibNfc_DisableStandbyMode
00000001d37b1fc8 (__TEXT,__text) external _phLibNfc_DiscDeactivateComplete
00000001d37bdc10 (__TEXT,__text) external _phLibNfc_DisplaySeRFParameters
00000001d375c668 (__TEXT,__text) external _phLibNfc_DnldGetFwVersion
00000001d375c720 (__TEXT,__text) external _phLibNfc_DnldGetFwVersionCb
00000001d3762024 (__TEXT,__text) external _phLibNfc_DnldLogReadReq
00000001d3761ef0 (__TEXT,__text) external _phLibNfc_DnldRead
00000001d37621b8 (__TEXT,__text) external _phLibNfc_DnldWriteReq
00000001d37b2504 (__TEXT,__text) external _phLibNfc_DummyDisc
00000001d37b59ac (__TEXT,__text) external _phLibNfc_DummyInit
00000001d37b5acc (__TEXT,__text) external _phLibNfc_DummyInitTimerCb
00000001d37b1b00 (__TEXT,__text) external _phLibNfc_EnDisMultiTagSeq
00000001d37b1c90 (__TEXT,__text) external _phLibNfc_EnDisMultiTagSeqComplete
00000001d37b1bf8 (__TEXT,__text) external _phLibNfc_EnDisMultiTagSeqProc
00000001d3779740 (__TEXT,__text) external _phLibNfc_EnableExtnProcess
00000001d377a6c8 (__TEXT,__text) external _phLibNfc_EnableNfceeDisc
00000001d37b6194 (__TEXT,__text) external _phLibNfc_EnablePriorityDiscovery
00000001d37796d8 (__TEXT,__text) external _phLibNfc_EnablePropExtn
00000001d37c5938 (__TEXT,__text) external _phLibNfc_ExtractAPCInfo
00000001d3794210 (__TEXT,__text) external _phLibNfc_FelicaChkPresComplete
00000001d3794024 (__TEXT,__text) external _phLibNfc_FelicaReqResCmd
00000001d379411c (__TEXT,__text) external _phLibNfc_FelicaReqResResp
00000001d37bd814 (__TEXT,__text) external _phLibNfc_FindSetModeIntEvent
00000001d37be98c (__TEXT,__text) external _phLibNfc_FindSetModeTransEvent
00000001d379ee34 (__TEXT,__text) external _phLibNfc_FindTagTypeFromSak
00000001d3761c44 (__TEXT,__text) external _phLibNfc_FlashIntg_VerifyCrcStatus
00000001d3761928 (__TEXT,__text) external _phLibNfc_FlashIntg_Verify_3_0_CrcStatus
00000001d376160c (__TEXT,__text) external _phLibNfc_FlashIntg_Verify_4_0_CrcStatus
00000001d377bd08 (__TEXT,__text) external _phLibNfc_FlushSramData
00000001d377bd90 (__TEXT,__text) external _phLibNfc_FlushSramDataProcess
00000001d375b074 (__TEXT,__text) external _phLibNfc_ForceNextSeq
00000001d37c9790 (__TEXT,__text) external _phLibNfc_FrameDebugParam
00000001d37b18ac (__TEXT,__text) external _phLibNfc_GenSequenceProcess
00000001d37c93dc (__TEXT,__text) external _phLibNfc_GenericErrorHandler
00000001d37783b4 (__TEXT,__text) external _phLibNfc_GenericTransceiveCmd
00000001d37784c8 (__TEXT,__text) external _phLibNfc_GenericTransceiveComplete
00000001d3778434 (__TEXT,__text) external _phLibNfc_GenericTransceiveResp
00000001d377b18c (__TEXT,__text) external _phLibNfc_GetAssertInfo
00000001d377b2d4 (__TEXT,__text) external _phLibNfc_GetAssertInfoProc
00000001d37d76b8 (__TEXT,__text) external _phLibNfc_GetAvailableSlotIndex
00000001d375c92c (__TEXT,__text) external _phLibNfc_GetDumpDnldGetFwVersionCb
00000001d3779a88 (__TEXT,__text) external _phLibNfc_GetEepromParams
00000001d3779b24 (__TEXT,__text) external _phLibNfc_GetEepromParamsProc
00000001d37c01d8 (__TEXT,__text) external _phLibNfc_GetEepromSettings
00000001d37c0594 (__TEXT,__text) external _phLibNfc_GetEepromSettingsProc
00000001d37ca600 (__TEXT,__text) external _phLibNfc_GetFwTypeCmd
00000001d37ca760 (__TEXT,__text) external _phLibNfc_GetFwTypeProc
00000001d375f808 (__TEXT,__text) external _phLibNfc_GetFwVersionCb
00000001d375c85c (__TEXT,__text) external _phLibNfc_GetFwVersionComplete
00000001d37c2c44 (__TEXT,__text) external _phLibNfc_GetHlmDbgLogCmd
00000001d37c2cc8 (__TEXT,__text) external _phLibNfc_GetHlmDbgLogProc
00000001d37c2d70 (__TEXT,__text) external _phLibNfc_GetHlmDbgLogProcComplete
00000001d377e754 (__TEXT,__text) external _phLibNfc_GetLibNfcSeqId
00000001d37b14c4 (__TEXT,__text) external _phLibNfc_GetLpcdConfig
00000001d37b15b8 (__TEXT,__text) external _phLibNfc_GetLpcdConfigProc
00000001d37c31b4 (__TEXT,__text) external _phLibNfc_GetLpcdFalseDetCntCmd
00000001d37c32ec (__TEXT,__text) external _phLibNfc_GetLpcdFalseDetCntComplete
00000001d37c3238 (__TEXT,__text) external _phLibNfc_GetLpcdFalseDetCntProc
00000001d3796244 (__TEXT,__text) external _phLibNfc_GetMemoryDump
00000001d375cb08 (__TEXT,__text) external _phLibNfc_GetMemoryDumpCmd
00000001d375cd10 (__TEXT,__text) external _phLibNfc_GetMemoryDumpRsp
00000001d375cd78 (__TEXT,__text) external _phLibNfc_GetMemoryDumpSeqComplete
00000001d379bf70 (__TEXT,__text) external _phLibNfc_GetMfUlcReadPage
00000001d379c088 (__TEXT,__text) external _phLibNfc_GetMfUlcReadPageResp
00000001d37c4080 (__TEXT,__text) external _phLibNfc_GetMultiTagInfoCmd
00000001d37c438c (__TEXT,__text) external _phLibNfc_GetMultiTagInfoComp
00000001d37c4104 (__TEXT,__text) external _phLibNfc_GetMultiTagInfoProc
00000001d37af924 (__TEXT,__text) external _phLibNfc_GetMwApi
00000001d377d3c8 (__TEXT,__text) external _phLibNfc_GetNfccFeatures
00000001d37ca4c8 (__TEXT,__text) external _phLibNfc_GetNfccParamsCallback
00000001d377a4b0 (__TEXT,__text) external _phLibNfc_GetNfceeIntfCfg
00000001d377a574 (__TEXT,__text) external _phLibNfc_GetNfceeIntfCfgProc
00000001d377db78 (__TEXT,__text) external _phLibNfc_GetNfceeSessionId
00000001d37601e8 (__TEXT,__text) external _phLibNfc_GetPlatformInfo
00000001d37c2390 (__TEXT,__text) external _phLibNfc_GetPowerTrackDataCmd
00000001d37c2414 (__TEXT,__text) external _phLibNfc_GetPowerTrackDataProc
00000001d37c24b0 (__TEXT,__text) external _phLibNfc_GetPowerTrackDataSeqComplete
00000001d37d7848 (__TEXT,__text) external _phLibNfc_GetRegisteredSlotIndex
00000001d379e658 (__TEXT,__text) external _phLibNfc_GetRemoteDevInfo
00000001d37c2ef4 (__TEXT,__text) external _phLibNfc_GetRfTransRegValCmd
00000001d37c303c (__TEXT,__text) external _phLibNfc_GetRfTransRegValComplete
00000001d37c081c (__TEXT,__text) external _phLibNfc_GetRtngTable
00000001d37c08c0 (__TEXT,__text) external _phLibNfc_GetRtngTableProc
00000001d377d60c (__TEXT,__text) external _phLibNfc_GetSEPipeStatus
00000001d377d774 (__TEXT,__text) external _phLibNfc_GetSEPipeStatusProc
00000001d37bd214 (__TEXT,__text) external _phLibNfc_GetSeRmvdReasonCode
00000001d37c2990 (__TEXT,__text) external _phLibNfc_GetSmbLogCmd
