                 (undefined) external _IdentifierNamespaceGuid (from SiriOntology)
                 (undefined) external _IdentifierNamespaceIntentName (from SiriOntology)
                 (undefined) external _OBJC_CLASS_$_CAT (from DialogEngine)
                 (undefined) external _OBJC_CLASS_$_IEEvent (from IntelligenceEngine)
                 (undefined) external _OBJC_CLASS_$_IEIntelligence (from IntelligenceEngine)
                 (undefined) external _OBJC_CLASS_$_INIntent (from Intents)
                 (undefined) external _OBJC_CLASS_$_INIntentResponse (from Intents)
                 (undefined) external _OBJC_CLASS_$_NSBundle (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSData (from CoreFoundation)
                 (undefined) external _OBJC_CLASS_$_NSFileManager (from Foundation)
                 (undefined) external _OBJC_CLASS_$_NSPropertyListSerialization (from Foundation)
                 (undefined) external _OBJC_CLASS_$_OS_dispatch_queue (from libSystem)
                 (undefined) external _OBJC_CLASS_$_OS_os_log (from libSystem)
                 (undefined) external _OBJC_CLASS_$_PatternExecutionDialog (from DialogEngine)
                 (undefined) external _OBJC_CLASS_$_PatternExecutionResult (from DialogEngine)
                 (undefined) external _OBJC_CLASS_$_SABaseCommand (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAUIAppPunchOut (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAUIButton (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAUICloseAssistant (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SAUIRepeatIt (from SAObjects)
                 (undefined) external _OBJC_CLASS_$_SKIDirectInvocation (from SiriKitInvocation)
                 (undefined) external _OBJC_CLASS_$_SKIDirectInvocationPayload (from SiriKitInvocation)
0000000299929fe0 (__AUTH,__objc_data) external _OBJC_CLASS_$_SocialConversationIntent
000000026c959a90 (__TEXT,__text) non-external _OUTLINED_FUNCTION_79
000000026c970b34 (__TEXT,__text) non-external _OUTLINED_FUNCTION_79
000000026c92a580 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
000000026c92bc48 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
000000026c92bc78 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
000000026c92bc98 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
000000026c931068 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
000000026c931078 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
000000026c936158 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
000000026c93dabc (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
000000026c93dd1c (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
000000026c93dd1c (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
000000026c93fad4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
000000026c9450e8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
000000026c9539dc (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
000000026c959628 (__TEXT,__text) non-external _OUTLINED_FUNCTION_8
000000026c94fe9c (__TEXT,__text) non-external _OUTLINED_FUNCTION_80
000000026c959a9c (__TEXT,__text) non-external _OUTLINED_FUNCTION_80
000000026c970b40 (__TEXT,__text) non-external _OUTLINED_FUNCTION_80
000000026c94f9f0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_81
000000026c94feb4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_81
000000026c959aa8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_81
000000026c94fce0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_82
000000026c94fecc (__TEXT,__text) non-external _OUTLINED_FUNCTION_82
000000026c959ab4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_82
000000026c94fed8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_83
000000026c959ad4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_83
000000026c970b4c (__TEXT,__text) non-external _OUTLINED_FUNCTION_83
000000026c94fee4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_84
000000026c959af4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_84
000000026c970b6c (__TEXT,__text) non-external _OUTLINED_FUNCTION_84
000000026c94fef0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_85
000000026c959b0c (__TEXT,__text) non-external _OUTLINED_FUNCTION_85
000000026c970b8c (__TEXT,__text) non-external _OUTLINED_FUNCTION_85
000000026c94fefc (__TEXT,__text) non-external _OUTLINED_FUNCTION_86
000000026c959b24 (__TEXT,__text) non-external _OUTLINED_FUNCTION_86
000000026c93617c (__TEXT,__text) non-external _OUTLINED_FUNCTION_87
000000026c94ff08 (__TEXT,__text) non-external _OUTLINED_FUNCTION_87
000000026c94ff14 (__TEXT,__text) non-external _OUTLINED_FUNCTION_88
000000026c94ff28 (__TEXT,__text) non-external _OUTLINED_FUNCTION_89
000000026c92bc78 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
000000026c92bc88 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
000000026c92bc88 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
000000026c92bca4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
000000026c92e4b0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
000000026c931078 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
000000026c9360e0 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
000000026c93dacc (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
000000026c93fae8 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
000000026c9450f4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
000000026c947c90 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
000000026c94f9d4 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
000000026c959644 (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
000000026c96247c (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
000000026c9694fc (__TEXT,__text) non-external _OUTLINED_FUNCTION_9
000000026c94ff3c (__TEXT,__text) non-external _OUTLINED_FUNCTION_90
000000026c94ff48 (__TEXT,__text) non-external _OUTLINED_FUNCTION_91
000000026c92d268 (__TEXT,__text) non-external _OUTLINED_FUNCTION_92
000000026c94ff5c (__TEXT,__text) non-external _OUTLINED_FUNCTION_93
000000026c94ff68 (__TEXT,__text) non-external _OUTLINED_FUNCTION_94
000000026c92d29c (__TEXT,__text) non-external _OUTLINED_FUNCTION_95
000000026c94ff7c (__TEXT,__text) non-external _OUTLINED_FUNCTION_96
000000026c94ff9c (__TEXT,__text) non-external _OUTLINED_FUNCTION_97
000000026c94ffbc (__TEXT,__text) non-external _OUTLINED_FUNCTION_98
000000026c94ffdc (__TEXT,__text) non-external _OUTLINED_FUNCTION_99
000000026c974268 (__TEXT,__const) external _SiriSocialConversationVersionNumber
000000026c974220 (__TEXT,__const) external _SiriSocialConversationVersionString
                 (undefined) external __Block_copy (from libSystem)
                 (undefined) external __Block_release (from libSystem)
0000000299929f80 (__AUTH,__objc_data) non-external __DATA_SocialConversationIntent
000000029992a030 (__AUTH,__objc_data) non-external __DATA_SocialConversationIntentResponse
000000029d8a5d20 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSocialConversation11ImageLoader
000000029d8a5db0 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSocialConversation12MediaService
000000029d8a5e68 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSocialConversation12NLGOverrider
0000000299929f30 (__AUTH,__objc_data) non-external __DATA__TtC22SiriSocialConversation13DialogService
000000029d8a5b48 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSocialConversation14PlayWithMeData
0000000299929cb0 (__AUTH,__objc_data) non-external __DATA__TtC22SiriSocialConversation16CannedDialogFlow
0000000299929da0 (__AUTH,__objc_data) non-external __DATA__TtC22SiriSocialConversation16ParameterService
0000000299929ee0 (__AUTH,__objc_data) non-external __DATA__TtC22SiriSocialConversation18CannedDialogHelper
000000029d8a6170 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSocialConversation19NLv4UserInputParser
000000029d8a59f0 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSocialConversation19SharedObjectsHolder
0000000299929df0 (__AUTH,__objc_data) non-external __DATA__TtC22SiriSocialConversation20GeneralJokeRetriever
0000000299929e90 (__AUTH,__objc_data) non-external __DATA__TtC22SiriSocialConversation20RelevantDialogScorer
0000000299929e40 (__AUTH,__objc_data) non-external __DATA__TtC22SiriSocialConversation21SpecificJokeRetriever
0000000299929d50 (__AUTH,__objc_data) non-external __DATA__TtC22SiriSocialConversation28CannedDialogVoiceTriggerFlow
000000029d8a5468 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSocialConversation29SocialConversationCoordinator
000000029d8a6d48 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSocialConversation31SocialExactMatchUserInputParser
000000029d8a6c90 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSocialConversation33SocialConversationFlowServiceImpl
000000029d8a5c90 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSocialConversation33SocialPresentationElementProvider
000000029d8a55f0 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSocialConversation34DismissSiriBehaviorResponseHandler
000000029d8a5778 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSocialConversation35InitGreetingBehaviorResponseHandler
000000029d8a6ac0 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSocialConversation36SocialConversationFlowDelegatePlugin
0000000299929d00 (__AUTH,__objc_data) non-external __DATA__TtC22SiriSocialConversation38InitDailyUpliftBehaviorResponseHandler
000000029d8a6bd8 (__AUTH_CONST,__objc_const) non-external __DATA__TtC22SiriSocialConversationP33_47C35E96852FC1DB2464FC1F12F7BADA20SharedObjectProvider
000000029d8a5bd8 (__AUTH_CONST,__objc_const) non-external __DATA__TtCC22SiriSocialConversation14PlayWithMeData9Constants
000000026c973ec0 (__TEXT,__objc_methlist) non-external __INSTANCE_METHODS_SocialConversationIntent
000000026c973ef8 (__TEXT,__objc_methlist) non-external __INSTANCE_METHODS_SocialConversationIntentResponse
000000029d8a6f28 (__AUTH_CONST,__objc_const) non-external __IVARS_SocialConversationIntentResponse
000000029d8a5e40 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSocialConversation12NLGOverrider
000000029d8a6dd8 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSocialConversation13DialogService
000000029d8a5a80 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSocialConversation14PlayWithMeData
000000029d8a54f8 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSocialConversation16CannedDialogFlow
000000029d8a5898 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSocialConversation16ParameterService
000000029d8a6200 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSocialConversation18CannedDialogHelper
000000029d8a6148 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSocialConversation19NLv4UserInputParser
000000029d8a5988 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSocialConversation19SharedObjectsHolder
000000029d8a5ef8 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSocialConversation20GeneralJokeRetriever
000000029d8a6058 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSocialConversation20RelevantDialogScorer
000000029d8a5fa8 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSocialConversation21SpecificJokeRetriever
000000029d8a5808 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSocialConversation28CannedDialogVoiceTriggerFlow
000000029d8a53c0 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSocialConversation29SocialConversationCoordinator
000000029d8a6d20 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSocialConversation31SocialExactMatchUserInputParser
000000029d8a6c68 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSocialConversation33SocialConversationFlowServiceImpl
000000029d8a5c68 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSocialConversation33SocialPresentationElementProvider
000000029d8a55a8 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSocialConversation34DismissSiriBehaviorResponseHandler
000000029d8a5710 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSocialConversation35InitGreetingBehaviorResponseHandler
000000029d8a69d8 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSocialConversation36SocialConversationFlowDelegatePlugin
000000029d8a5680 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSocialConversation38InitDailyUpliftBehaviorResponseHandler
000000029d8a6b50 (__AUTH_CONST,__objc_const) non-external __IVARS__TtC22SiriSocialConversationP33_47C35E96852FC1DB2464FC1F12F7BADA20SharedObjectProvider
000000029d8a6e20 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA_SocialConversationIntent
000000029d8a6ee0 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA_SocialConversationIntentResponse
000000029d8a5cd8 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSocialConversation11ImageLoader
000000029d8a5d68 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSocialConversation12MediaService
000000029d8a5df8 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSocialConversation12NLGOverrider
000000029d8a6d90 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSocialConversation13DialogService
000000029d8a5a38 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSocialConversation14PlayWithMeData
000000029d8a54b0 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSocialConversation16CannedDialogFlow
000000029d8a5850 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSocialConversation16ParameterService
000000029d8a61b8 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSocialConversation18CannedDialogHelper
000000029d8a6100 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSocialConversation19NLv4UserInputParser
000000029d8a5940 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSocialConversation19SharedObjectsHolder
000000029d8a5eb0 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSocialConversation20GeneralJokeRetriever
000000029d8a6010 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSocialConversation20RelevantDialogScorer
000000029d8a5f60 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSocialConversation21SpecificJokeRetriever
000000029d8a57c0 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSocialConversation28CannedDialogVoiceTriggerFlow
000000029d8a5378 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSocialConversation29SocialConversationCoordinator
000000029d8a6cd8 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSocialConversation31SocialExactMatchUserInputParser
000000029d8a6c20 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSocialConversation33SocialConversationFlowServiceImpl
000000029d8a5c20 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSocialConversation33SocialPresentationElementProvider
000000029d8a5560 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSocialConversation34DismissSiriBehaviorResponseHandler
000000029d8a56c8 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSocialConversation35InitGreetingBehaviorResponseHandler
000000029d8a6990 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSocialConversation36SocialConversationFlowDelegatePlugin
000000029d8a5638 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSocialConversation38InitDailyUpliftBehaviorResponseHandler
000000029d8a6b08 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtC22SiriSocialConversationP33_47C35E96852FC1DB2464FC1F12F7BADA20SharedObjectProvider
000000029d8a5b90 (__AUTH_CONST,__objc_const) non-external __METACLASS_DATA__TtCC22SiriSocialConversation14PlayWithMeData9Constants
000000026c975220 (__TEXT,__const) non-external __MergedGlobals
                 (undefined) external __NSConcreteStackBlock (from libSystem)
000000026c973f58 (__TEXT,__objc_methlist) non-external __OBJC_$_CLASS_METHODS_SocialConversationIntent(SiriSocialConversation)
000000029d8a5350 (__AUTH_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_NSSecureCoding
000000029d8a6930 (__AUTH_CONST,__objc_const) non-external __OBJC_$_CLASS_PROP_LIST_NSSecureCoding
000000029d8a5238 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_NSObject
000000029d8a67b8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_NSObject
000000029d8a7188 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_NSObject
000000029d8a5130 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SAAceCommand
000000029d8a63d8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SAAceCommand
000000029d8a5190 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SAAceReferable
000000029d8a6470 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SAAceReferable
000000029d8a50c8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SAClientBoundCommand
000000029d8a6308 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROP_LIST_SAClientBoundCommand
000000026c973f70 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_CLASS_METHODS_NSSecureCoding
000000029d8a6908 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_CLASS_METHODS_NSSecureCoding
000000026c973f88 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_AceObject
000000029d8a64e0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_AceObject
000000026c973fe8 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCoding
000000029d8a6948 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCoding
000000026c974008 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCopying
000000029d8a68a0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSCopying
000000026c974020 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSMutableCopying
000000029d8a68c8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSMutableCopying
000000026c974038 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSObject
000000029d8a65c8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSObject
000000029d8a6f98 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_NSObject
000000026c974128 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_OPT_NSObject
000000029d8a6798 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_OPT_NSObject
000000029d8a7168 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_OPT_NSObject
000000026c974140 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_SAAceCommand
000000029d8a6370 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_SAAceCommand
000000026c974178 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_SAAceReferable
000000029d8a6438 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_SAAceReferable
000000026c974198 (__TEXT,__objc_methlist) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_SAClientBoundCommand
000000029d8a6288 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_INSTANCE_METHODS_SAClientBoundCommand
000000029d8a5200 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_AceObject
000000029d8a6590 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_AceObject
000000029d8a5368 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCoding
000000029d8a6980 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCoding
000000029d8a5320 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCopying
000000029d8a68c0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSCopying
000000029d8a5328 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSMutableCopying
000000029d8a68e8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSMutableCopying
000000029d8a5280 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSObject
000000029d8a6800 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSObject
000000029d8a71d0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSObject
000000029d8a5348 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSSecureCoding
000000029d8a6928 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_NSSecureCoding
000000029d8a5158 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_SAAceCommand
000000029d8a6400 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_SAAceCommand
000000029d8a51a8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_SAAceReferable
000000029d8a6488 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_SAAceReferable
000000029d8a50f0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_SAClientBoundCommand
000000029d8a6330 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_METHOD_TYPES_SAClientBoundCommand
000000029d8a51d0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_AceObject
000000029d8a64b0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_AceObject
000000029d8a5330 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_NSSecureCoding
000000029d8a68f0 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_NSSecureCoding
000000029d8a5118 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_SAAceCommand
000000029d8a6358 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_SAAceCommand
000000029d8a5178 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_SAAceReferable
000000029d8a6420 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_SAAceReferable
000000029d8a51b8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_SAAceSerializable
000000029d8a6498 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_SAAceSerializable
000000029d8a50a8 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_SAClientBoundCommand
000000029d8a6268 (__AUTH_CONST,__objc_const) non-external __OBJC_$_PROTOCOL_REFS_SAClientBoundCommand
000000029094ca48 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_AceObject
000000029094ca98 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSCoding
000000029094ca78 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSCopying
000000029094ca80 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSMutableCopying
000000029094ca70 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSObject
000000029094ca88 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_NSSecureCoding
000000029094ca20 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_SAAceCommand
000000029094ca30 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_SAAceReferable
000000029094ca38 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_SAAceSerializable
000000029094ca08 (__DATA_CONST,__objc_protolist) non-external (was a private external) __OBJC_LABEL_PROTOCOL_$_SAClientBoundCommand
000000029701da60 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_AceObject
000000029701dc40 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSCoding
000000029701db20 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSCopying
000000029701db80 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSMutableCopying
000000029701dac0 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSObject
000000029701dbe0 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_NSSecureCoding
000000029701d940 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_SAAceCommand
000000029701d9a0 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_SAAceReferable
000000029701da00 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_SAAceSerializable
000000029701d8d0 (__DATA,__data) non-external (was a private external) __OBJC_PROTOCOL_$_SAClientBoundCommand
000000029d8a6e68 (__AUTH_CONST,__objc_const) non-external __PROPERTIES_SocialConversationIntent
000000029d8a6f50 (__AUTH_CONST,__objc_const) non-external __PROPERTIES_SocialConversationIntentResponse
000000026c9741e0 (__TEXT,__objc_methlist) non-external __PROTOCOL_INSTANCE_METHODS_OPT_SocialConversationIntentHandling
000000026c974200 (__TEXT,__objc_methlist) non-external __PROTOCOL_INSTANCE_METHODS_SocialConversationIntentHandling
000000029d8a6f78 (__AUTH_CONST,__objc_const) non-external (was a private external) __PROTOCOL_METHOD_TYPES_SocialConversationIntentHandling
000000029d8a6f68 (__AUTH_CONST,__objc_const) non-external (was a private external) __PROTOCOL_PROTOCOLS_SocialConversationIntentHandling
000000029d8a6e80 (__AUTH_CONST,__objc_const) non-external (was a private external) __PROTOCOL_SocialConversationIntentHandling
                 (undefined) external ___chkstk_darwin (from libSystem)
                 (undefined) external ___stack_chk_fail (from libSystem)
                 (undefined) external ___stack_chk_guard (from libSystem)
000000026c92d168 (__TEXT,__text) non-external (was a private external) ___swift_allocate_boxed_opaque_existential_1
000000026c931238 (__TEXT,__text) non-external (was a private external) ___swift_allocate_value_buffer
000000026c979ab4 (__TEXT,__swift_as_entry) non-external ___swift_async_entry_functlets
